"Indicator","Time","Value (USD/IRR)"
"Currency","2001/05/29",1752.50
"Currency","2001/05/28",1752.50
"Currency","2001/05/25",1752.50
"Currency","2001/05/24",1752.50
"Currency","2001/05/23",1752.50
"Currency","2001/05/22",1752.50
"Currency","2001/05/21",1752.50
"Currency","2001/05/18",1747.50
"Currency","2001/05/17",1747.50
"Currency","2001/05/16",1747.50
"Currency","2001/05/15",1747.50
"Currency","2001/05/14",1747.50
"Currency","2001/05/11",1747.50
"Currency","2001/05/10",1747.50
"Currency","2001/05/09",1747.50
"Currency","2001/05/08",1747.50
"Currency","2001/05/07",1747.50
"Currency","2001/05/04",1747.50
"Currency","2001/05/03",1747.50
"Currency","2001/05/02",1747.50
"Currency","2001/05/01",1747.50
"Currency","2001/04/30",1747.50
"Currency","2001/04/27",1747.50
"Currency","2001/04/26",1747.50
"Currency","2001/04/25",1747.50
"Currency","2001/04/24",1747.50
"Currency","2001/04/23",1747.50
"Currency","2001/04/20",1747.50
"Currency","2001/04/19",1747.50
"Currency","2001/04/18",1747.50
"Currency","2001/04/17",1747.50
"Currency","2001/04/16",1747.50
"Currency","2001/04/13",1747.50
"Currency","2001/04/12",1747.50
"Currency","2001/04/11",1747.50
"Currency","2001/04/10",1747.50
"Currency","2001/04/09",1747.50
"Currency","2001/04/06",1747.50
"Currency","2001/04/05",1747.50
"Currency","2001/04/04",1747.50
"Currency","2001/04/03",1747.50
"Currency","2001/04/02",1747.50
"Currency","2001/03/30",1747.50
"Currency","2001/03/29",1747.50
"Currency","2001/03/28",1747.50
"Currency","2001/03/27",1747.50
"Currency","2001/03/26",1747.50
"Currency","2001/03/23",1747.50
"Currency","2001/03/22",1747.50
"Currency","2001/03/21",1747.50
"Currency","2001/03/20",1747.50
"Currency","2001/03/19",1747.50
"Currency","2001/03/16",1747.50
"Currency","2001/03/15",1747.50
"Currency","2001/03/14",1747.50
"Currency","2001/03/13",1747.50
"Currency","2001/03/12",1747.50
"Currency","2001/03/09",1747.50
"Currency","2001/03/08",1747.50
"Currency","2001/03/07",1747.50
"Currency","2001/03/06",1747.50
"Currency","2001/03/05",1747.50
"Currency","2001/03/02",1747.50
"Currency","2001/03/01",1747.50
"Currency","2001/02/28",1747.50
"Currency","2001/02/27",1747.50
"Currency","2001/02/26",1747.50
"Currency","2001/02/23",1747.50
"Currency","2001/02/22",1747.50
"Currency","2001/02/21",1747.50
"Currency","2001/02/20",1747.50
"Currency","2001/02/19",1747.50
"Currency","2001/02/16",1747.50
"Currency","2001/02/15",1747.50
"Currency","2001/02/14",1747.50
"Currency","2001/02/13",1747.50
"Currency","2001/02/12",1747.50
"Currency","2001/02/09",1747.50
"Currency","2001/02/08",1747.50
"Currency","2001/02/07",1747.50
"Currency","2001/02/06",1747.50
"Currency","2001/02/05",1747.50
"Currency","2001/02/02",1747.50
"Currency","2001/02/01",1747.50
"Currency","2001/01/31",1747.50
"Currency","2001/01/30",1747.50
"Currency","2001/01/29",1747.50
"Currency","2001/01/26",1747.50
"Currency","2001/01/25",1747.50
"Currency","2001/01/24",1747.50
"Currency","2001/01/23",1747.50
"Currency","2001/01/22",1747.50
"Currency","2001/01/19",1747.50
"Currency","2001/01/18",1747.50
"Currency","2001/01/17",1747.50
"Currency","2001/01/16",1747.50
"Currency","2001/01/15",1747.50
"Currency","2001/01/12",1747.50
"Currency","2001/01/11",1747.50
"Currency","2001/01/10",1747.50
"Currency","2001/01/09",1747.50
"Currency","2001/01/08",1747.50
"Currency","2001/01/05",1747.50
"Currency","2001/01/04",1747.50
"Currency","2001/01/03",1747.50
"Currency","2001/01/02",1747.50
"Currency","2001/01/01",1747.50
"Currency","2000/12/29",1747.50
"Currency","2000/12/28",1747.50
"Currency","2000/12/27",1747.50
"Currency","2000/12/26",1747.50
"Currency","2000/12/25",1747.50
"Currency","2000/12/22",1747.50
"Currency","2000/12/21",1747.50
"Currency","2000/12/20",1747.50
"Currency","2000/12/19",1747.50
"Currency","2000/12/18",1747.50
"Currency","2000/12/15",1747.50
"Currency","2000/12/14",1747.50
"Currency","2000/12/13",1747.50
"Currency","2000/12/12",1747.50
"Currency","2000/12/11",1747.50
"Currency","2000/12/08",1747.50
"Currency","2000/12/07",1747.50
"Currency","2000/12/06",1747.50
"Currency","2000/12/05",1747.50
"Currency","2000/12/04",1747.50
"Currency","2000/12/01",1747.50
"Currency","2000/11/30",1747.50
"Currency","2000/11/29",1747.50
"Currency","2000/11/28",1747.50
"Currency","2000/11/27",1747.50
"Currency","2000/11/24",1747.50
"Currency","2000/11/23",1747.50
"Currency","2000/11/22",1747.50
"Currency","2000/11/21",1747.50
"Currency","2000/11/20",1747.50
"Currency","2000/11/17",1747.50
"Currency","2000/11/16",1747.50
"Currency","2000/11/15",1747.50
"Currency","2000/11/14",1747.50
"Currency","2000/11/13",1747.50
"Currency","2000/11/10",1747.50
"Currency","2000/11/09",1747.50
"Currency","2000/11/08",1747.50
"Currency","2000/11/07",1747.50
"Currency","2000/11/06",1747.50
"Currency","2000/11/03",1747.50
"Currency","2000/11/02",1747.50
"Currency","2000/11/01",1747.50
"Currency","2000/10/31",1747.50
"Currency","2000/10/30",1747.50
"Currency","2000/10/27",1747.50
"Currency","2000/10/26",1747.50
"Currency","2000/10/25",1747.50
"Currency","2000/10/24",1747.50
"Currency","2000/10/23",1747.50
"Currency","2000/10/20",1747.50
"Currency","2000/10/19",1747.50
"Currency","2000/10/18",1747.50
"Currency","2000/10/17",1747.50
"Currency","2000/10/16",1747.50
"Currency","2000/10/13",1747.50
"Currency","2000/10/12",1747.50
"Currency","2000/10/11",1747.50
"Currency","2000/10/10",1747.50
"Currency","2000/10/09",1747.50
"Currency","2000/10/06",1747.50
"Currency","2000/10/05",1747.50
"Currency","2000/10/04",1747.50
"Currency","2000/10/03",1747.50
"Currency","2000/10/02",1747.50
"Currency","2000/09/29",1747.50
"Currency","2000/09/28",1747.50
"Currency","2000/09/27",1747.50
"Currency","2000/09/26",1747.50
"Currency","2000/09/25",1747.50
"Currency","2000/09/22",1747.50
"Currency","2000/09/21",1747.50
"Currency","2000/09/20",1747.50
"Currency","2000/09/19",1747.50
"Currency","2000/09/18",1747.50
"Currency","2000/09/15",1747.50
"Currency","2000/09/14",1747.50
"Currency","2000/09/13",1747.50
"Currency","2000/09/12",1747.50
"Currency","2000/09/11",1747.50
"Currency","2000/09/08",1747.50
"Currency","2000/09/07",1747.50
"Currency","2000/09/06",1747.50
"Currency","2000/09/05",1747.50
"Currency","2000/09/04",1747.50
"Currency","2000/09/01",1747.50
"Currency","2000/08/31",1747.50
"Currency","2000/08/30",1747.50
"Currency","2000/08/29",1747.50
"Currency","2000/08/28",1747.50
"Currency","2000/08/25",1747.50
"Currency","2000/08/24",1747.50
"Currency","2000/08/23",1747.50
"Currency","2000/08/22",1747.50
"Currency","2000/08/21",1747.50
"Currency","2000/08/18",1747.50
"Currency","2000/08/17",1747.50
"Currency","2000/08/16",1747.50
"Currency","2000/08/15",1747.50
"Currency","2000/08/14",1747.50
"Currency","2000/08/11",1747.50
"Currency","2000/08/10",1747.50
"Currency","2000/08/09",1747.50
"Currency","2000/08/08",1747.50
"Currency","2000/08/07",1747.50
"Currency","2000/08/04",1747.50
"Currency","2000/08/03",1747.50
"Currency","2000/08/02",1747.50
"Currency","2000/08/01",1747.50
"Currency","2000/07/31",1747.50
"Currency","2000/07/28",1747.50
"Currency","2000/07/27",1747.50
"Currency","2000/07/26",1747.50
"Currency","2000/07/25",1747.50
"Currency","2000/07/24",1747.50
"Currency","2000/07/21",1747.50
"Currency","2000/07/20",1747.50
"Currency","2000/07/19",1747.50
"Currency","2000/07/18",1747.50
"Currency","2000/07/17",1747.50
"Currency","2000/07/14",1747.50
"Currency","2000/07/13",1747.50
"Currency","2000/07/12",1747.50
"Currency","2000/07/11",1747.50
"Currency","2000/07/10",1747.50
"Currency","2000/07/07",1747.50
"Currency","2000/07/06",1747.50
"Currency","2000/07/05",1747.50
"Currency","2000/07/04",1747.50
"Currency","2000/07/03",1747.50
"Currency","2000/06/30",1747.50
"Currency","2000/06/29",1747.50
"Currency","2000/06/28",1747.50
"Currency","2000/06/27",1747.50
"Currency","2000/06/26",1747.50
"Currency","2000/06/23",1747.50
"Currency","2000/06/22",1747.50
"Currency","2000/06/21",1747.50
"Currency","2000/06/20",1747.50
"Currency","2000/06/19",1747.50
"Currency","2000/06/16",1747.50
"Currency","2000/06/15",1747.50
"Currency","2000/06/14",1747.50
"Currency","2000/06/13",1747.50
"Currency","2000/06/12",1747.50
"Currency","2000/06/09",1747.50
"Currency","2000/06/08",1747.50
"Currency","2000/06/07",1747.50
"Currency","2000/06/06",1747.50
"Currency","2000/06/05",1747.50
"Currency","2000/06/02",1747.50
"Currency","2000/06/01",1747.50
"Currency","2000/05/31",1747.50
"Currency","2000/05/30",1747.50
"Currency","2000/05/29",1747.50
"Currency","2000/05/26",1747.50
"Currency","2000/05/25",1747.50
"Currency","2000/05/24",1747.50
"Currency","2000/05/23",1747.50
"Currency","2000/05/22",1747.50
"Currency","2000/05/19",1747.50
"Currency","2000/05/18",1747.50
"Currency","2000/05/17",1747.50
"Currency","2000/05/16",1747.50
"Currency","2000/05/15",1752.50
"Currency","2000/05/12",1752.50
"Currency","2000/05/11",1752.50
"Currency","2000/05/10",1752.50
"Currency","2000/05/09",1752.50
"Currency","2000/05/08",1752.50
"Currency","2000/05/05",1752.50
"Currency","2000/05/04",1752.50
"Currency","2000/05/03",1752.50
"Currency","2000/05/02",1752.50
"Currency","2000/05/01",1752.50
"Currency","2000/04/28",1752.50
"Currency","2000/04/27",1752.50
"Currency","2000/04/26",1752.50
"Currency","2000/04/25",1752.50
"Currency","2000/04/24",1752.50
"Currency","2000/04/21",1752.50
"Currency","2000/04/20",1752.50
"Currency","2000/04/19",1752.50
"Currency","2000/04/18",1752.50
"Currency","2000/04/17",1752.50
"Currency","2000/04/14",1752.50
"Currency","2000/04/13",1752.50
"Currency","2000/04/12",1752.50
"Currency","2000/04/11",1752.50
"Currency","2000/04/10",1752.50
"Currency","2000/04/07",1752.50
"Currency","2000/04/06",1752.50
"Currency","2000/04/05",1752.50
"Currency","2000/04/04",1752.50
"Currency","2000/04/03",1752.50
"Currency","2000/03/31",1752.50
"Currency","2000/03/30",1752.50
"Currency","2000/03/29",1752.50
"Currency","2000/03/28",1752.50
"Currency","2000/03/27",1752.50
"Currency","2000/03/24",1752.50
"Currency","2000/03/23",1752.50
"Currency","2000/03/22",1752.50
"Currency","2000/03/21",1752.50
"Currency","2000/03/20",1752.50
"Currency","2000/03/17",1752.50
"Currency","2000/03/16",1752.50
"Currency","2000/03/15",1752.50
"Currency","2000/03/14",1752.50
"Currency","2000/03/13",1752.50
"Currency","2000/03/10",1752.50
"Currency","2000/03/09",1752.50
"Currency","2000/03/08",1752.50
"Currency","2000/03/07",1752.50
"Currency","2000/03/06",1752.50
"Currency","2000/03/03",1752.50
"Currency","2000/03/02",1752.50
"Currency","2000/03/01",1752.50
"Currency","2000/02/29",1752.50
"Currency","2000/02/28",1752.50
"Currency","2000/02/25",1752.50
"Currency","2000/02/24",1752.50
"Currency","2000/02/23",1752.50
"Currency","2000/02/22",1752.50
"Currency","2000/02/21",1752.50
"Currency","2000/02/18",1752.50
"Currency","2000/02/17",1752.50
"Currency","2000/02/16",1752.50
"Currency","2000/02/15",1752.50
"Currency","2000/02/14",1752.50
"Currency","2000/02/11",1752.50
"Currency","2000/02/10",1752.50
"Currency","2000/02/09",1752.50
"Currency","2000/02/08",1752.50
"Currency","2000/02/07",1752.50
"Currency","2000/02/04",1752.50
"Currency","2000/02/03",1752.50
"Currency","2000/02/02",1752.50
"Currency","2000/02/01",1752.50
"Currency","2000/01/31",1752.50
"Currency","2000/01/28",1752.50
"Currency","2000/01/27",1752.50
"Currency","2000/01/26",1752.50
"Currency","2000/01/25",1752.50
"Currency","2000/01/24",1752.50
"Currency","2000/01/21",1752.50
"Currency","2000/01/20",1752.50
"Currency","2000/01/19",1752.50
"Currency","2000/01/18",1752.50
"Currency","2000/01/17",1752.50
"Currency","2000/01/14",1752.50
"Currency","2000/01/13",1752.50
"Currency","2000/01/12",1752.50
"Currency","2000/01/11",1752.50
"Currency","2000/01/10",1752.50
"Currency","2000/01/07",1752.50
"Currency","2000/01/06",1752.50
"Currency","2000/01/05",1752.50
"Currency","2000/01/04",1752.50
"Currency","2000/01/03",1752.50
"Currency","1999/12/31",1752.50
"Currency","1999/12/30",1752.50
"Currency","1999/12/29",1752.50
"Currency","1999/12/28",1752.50
"Currency","1999/12/27",1752.50
"Currency","1999/12/24",1752.50
"Currency","1999/12/23",1752.50
"Currency","1999/12/22",1752.50
"Currency","1999/12/21",1752.50
"Currency","1999/12/20",1752.50
"Currency","1999/12/17",1752.50
"Currency","1999/12/16",1752.50
"Currency","1999/12/15",1752.50
"Currency","1999/12/14",1752.50
"Currency","1999/12/13",1752.50
"Currency","1999/12/10",1752.50
"Currency","1999/12/09",1752.50
"Currency","1999/12/08",1752.50
"Currency","1999/12/07",1752.50
"Currency","1999/12/06",1752.50
"Currency","1999/12/03",1752.50
"Currency","1999/12/02",1752.50
"Currency","1999/12/01",1752.50
"Currency","1999/11/30",1752.50
"Currency","1999/11/29",1752.50
"Currency","1999/11/26",1752.50
"Currency","1999/11/25",1752.50
"Currency","1999/11/24",1752.50
"Currency","1999/11/23",1752.50
"Currency","1999/11/22",1752.50
"Currency","1999/11/19",1752.50
"Currency","1999/11/18",1752.50
"Currency","1999/11/17",1752.50
"Currency","1999/11/16",1752.50
"Currency","1999/11/15",1752.50
"Currency","1999/11/12",1752.50
"Currency","1999/11/11",1752.50
"Currency","1999/11/10",1752.50
"Currency","1999/11/09",1752.50
"Currency","1999/11/08",1752.50
"Currency","1999/11/05",1752.50
"Currency","1999/11/04",1752.50
"Currency","1999/11/03",1752.50
"Currency","1999/11/02",1752.50
"Currency","1999/11/01",1752.50
"Currency","1999/10/29",1752.50
"Currency","1999/10/28",1752.50
"Currency","1999/10/27",1752.50
"Currency","1999/10/26",1752.50
"Currency","1999/10/25",1752.50
"Currency","1999/10/22",1752.50
"Currency","1999/10/21",1752.50
"Currency","1999/10/20",1752.50
"Currency","1999/10/19",1752.50
"Currency","1999/10/18",1752.50
"Currency","1999/10/15",1752.50
"Currency","1999/10/14",1752.50
"Currency","1999/10/13",1752.50
"Currency","1999/10/12",1752.50
"Currency","1999/10/11",1752.50
"Currency","1999/10/08",1752.50
"Currency","1999/10/07",1752.50
"Currency","1999/10/06",1752.50
"Currency","1999/10/05",1752.50
"Currency","1999/10/04",1752.50
"Currency","1999/10/01",1752.50
"Currency","1999/09/30",1752.50
"Currency","1999/09/29",1752.50
"Currency","1999/09/28",1752.50
"Currency","1999/09/27",1752.50
"Currency","1999/09/24",1752.50
"Currency","1999/09/23",1752.50
"Currency","1999/09/22",1753.50
"Currency","1999/09/21",1753.50
"Currency","1999/09/20",1753.50
"Currency","1999/09/17",1753.50
"Currency","1999/09/16",1753.50
"Currency","1999/09/15",1753.50
"Currency","1999/09/14",1753.50
"Currency","1999/09/13",1753.50
"Currency","1999/09/10",1753.50
"Currency","1999/09/09",1753.50
"Currency","1999/09/08",1753.50
"Currency","1999/09/07",1753.50
"Currency","1999/09/06",1753.50
"Currency","1999/09/03",1753.50
"Currency","1999/09/02",1753.50
"Currency","1999/09/01",1753.50
"Currency","1999/08/31",1753.50
"Currency","1999/08/30",1753.50
"Currency","1999/08/27",1753.50
"Currency","1999/08/26",1753.50
"Currency","1999/08/25",1753.50
"Currency","1999/08/24",1753.50
"Currency","1999/08/23",1753.50
"Currency","1999/08/20",1753.50
"Currency","1999/08/19",1753.50
"Currency","1999/08/18",1753.50
"Currency","1999/08/17",1753.50
"Currency","1999/08/16",1753.50
"Currency","1999/08/13",1753.50
"Currency","1999/08/12",1753.50
"Currency","1999/08/11",1753.50
"Currency","1999/08/10",1753.50
"Currency","1999/08/09",1753.50
"Currency","1999/08/06",1753.50
"Currency","1999/08/05",1753.50
"Currency","1999/08/04",1752.50
"Currency","1999/08/03",1752.50
"Currency","1999/08/02",1752.50
"Currency","1999/07/30",1752.50
"Currency","1999/07/29",1752.50
"Currency","1999/07/28",1752.50
"Currency","1999/07/27",1752.50
"Currency","1999/07/26",1752.50
"Currency","1999/07/23",1752.50
"Currency","1999/07/22",1752.50
"Currency","1999/07/21",1752.50
"Currency","1999/07/20",1752.50
"Currency","1999/07/19",1752.50
"Currency","1999/07/16",1753.50
"Currency","1999/07/15",1752.50
"Currency","1999/07/14",1752.50
"Currency","1999/07/13",1752.50
"Currency","1999/07/12",1752.50
"Currency","1999/07/09",1752.50
"Currency","1999/07/08",1752.50
"Currency","1999/07/07",1752.50
"Currency","1999/07/06",1752.50
"Currency","1999/07/05",1752.50
"Currency","1999/07/02",1752.50
"Currency","1999/07/01",1752.50
"Currency","1999/06/30",1752.50
"Currency","1999/06/29",1752.50
"Currency","1999/06/28",1752.50
"Currency","1999/06/25",1752.50
"Currency","1999/06/24",1752.50
"Currency","1999/06/23",1752.50
"Currency","1999/06/22",1752.50
"Currency","1999/06/21",1752.50
"Currency","1999/06/18",1752.50
"Currency","1999/06/17",1752.50
"Currency","1999/06/16",1752.50
"Currency","1999/06/15",1752.50
"Currency","1999/06/14",1752.50
"Currency","1999/06/11",1752.50
"Currency","1999/06/10",1752.50
"Currency","1999/06/09",1752.50
"Currency","1999/06/08",1752.50
"Currency","1999/06/07",1752.50
"Currency","1999/06/04",1752.50
"Currency","1999/06/03",1752.50
"Currency","1999/06/02",1752.50
"Currency","1999/06/01",1752.50
"Currency","1999/05/31",1752.50
"Currency","1999/05/28",1752.50
"Currency","1999/05/27",1752.50
"Currency","1999/05/26",1752.50
"Currency","1999/05/25",1752.50
"Currency","1999/05/24",1752.50
"Currency","1999/05/21",1752.50
"Currency","1999/05/20",1752.50
"Currency","1999/05/19",1752.50
"Currency","1999/05/18",1752.50
"Currency","1999/05/17",1752.50
"Currency","1999/05/14",1752.50
"Currency","1999/05/13",1752.50
"Currency","1999/05/12",1752.50
"Currency","1999/05/11",1752.50
"Currency","1999/05/10",1752.50
"Currency","1999/05/07",1752.50
"Currency","1999/05/06",1752.50
"Currency","1999/05/05",1752.50
"Currency","1999/05/04",1752.50
"Currency","1999/05/03",1752.50
"Currency","1999/04/30",1752.50
"Currency","1999/04/29",1752.50
"Currency","1999/04/28",1752.50
"Currency","1999/04/27",1752.50
"Currency","1999/04/26",1752.50
"Currency","1999/04/23",1752.50
"Currency","1999/04/22",1752.50
"Currency","1999/04/21",1752.50
"Currency","1999/04/20",1752.50
"Currency","1999/04/19",1752.50
"Currency","1999/04/16",1752.50
"Currency","1999/04/15",1752.50
"Currency","1999/04/14",1752.50
"Currency","1999/04/13",1752.50
"Currency","1999/04/12",1752.50
"Currency","1999/04/09",1752.50
"Currency","1999/04/08",1752.50
"Currency","1999/04/07",1752.50
"Currency","1999/04/06",1752.50
"Currency","1999/04/05",1752.50
"Currency","1999/04/02",1752.50
"Currency","1999/04/01",1752.50
"Currency","1999/03/31",1752.50
"Currency","1999/03/30",1752.50
"Currency","1999/03/29",1752.50
"Currency","1999/03/26",1752.50
"Currency","1999/03/25",1752.50
"Currency","1999/03/24",1752.50
"Currency","1999/03/23",1752.50
"Currency","1999/03/22",1752.50
"Currency","1999/03/19",1752.50
"Currency","1999/03/18",1752.50
"Currency","1999/03/17",1752.50
"Currency","1999/03/16",1752.50
"Currency","1999/03/15",1752.50
"Currency","1999/03/12",1752.50
"Currency","1999/03/11",1752.50
"Currency","1999/03/10",1752.50
"Currency","1999/03/09",1752.50
"Currency","1999/03/08",1752.50
"Currency","1999/03/05",1752.50
"Currency","1999/03/04",1752.50
"Currency","1999/03/03",1752.50
"Currency","1999/03/02",1752.50
"Currency","1999/03/01",1752.50
"Currency","1999/02/26",1752.50
"Currency","1999/02/25",1752.50
"Currency","1999/02/24",1752.50
"Currency","1999/02/23",1752.50
"Currency","1999/02/22",1752.50
"Currency","1999/02/19",1752.50
"Currency","1999/02/18",1752.50
"Currency","1999/02/17",1752.50
"Currency","1999/02/16",1752.50
"Currency","1999/02/15",1752.50
"Currency","1999/02/12",1752.50
"Currency","1999/02/11",1752.50
"Currency","1999/02/10",1752.50
"Currency","1999/02/09",1752.50
"Currency","1999/02/08",1752.50
"Currency","1999/02/05",1752.50
"Currency","1999/02/04",1752.50
"Currency","1999/02/03",1752.50
"Currency","1999/02/02",1752.50
"Currency","1999/02/01",1752.50
"Currency","1999/01/29",1752.50
"","",""
"Data Source: http://www.tradingeconomics.com","",""
"Downloaded from http://vam.wfp.org on 11 Jun 2018","",""
