"Indicator","Time","Value (USD/IRR)"
"Currency","2015/08/28",29930.00
"Currency","2015/08/27",29930.00
"Currency","2015/08/26",29856.00
"Currency","2015/08/25",29856.00
"Currency","2015/08/24",29857.00
"Currency","2015/08/21",29859.00
"Currency","2015/08/20",29859.00
"Currency","2015/08/19",29830.00
"Currency","2015/08/18",29830.00
"Currency","2015/08/17",29738.00
"Currency","2015/08/14",29738.00
"Currency","2015/08/13",29738.00
"Currency","2015/08/12",29739.00
"Currency","2015/08/11",29740.00
"Currency","2015/08/10",29740.00
"Currency","2015/08/07",29709.00
"Currency","2015/08/06",28155.00
"Currency","2015/08/05",28155.00
"Currency","2015/08/04",28155.00
"Currency","2015/08/03",28155.00
"Currency","2015/07/31",28155.00
"Currency","2015/07/30",29600.00
"Currency","2015/07/29",29564.00
"Currency","2015/07/28",29564.00
"Currency","2015/07/27",29566.00
"Currency","2015/07/24",29567.00
"Currency","2015/07/23",29567.00
"Currency","2015/07/22",29568.00
"Currency","2015/07/21",29569.00
"Currency","2015/07/20",29570.00
"Currency","2015/07/17",29535.00
"Currency","2015/07/16",29535.00
"Currency","2015/07/15",29499.00
"Currency","2015/07/14",29500.00
"Currency","2015/07/13",29470.00
"Currency","2015/07/12",29438.00
"Currency","2015/07/10",29438.00
"Currency","2015/07/09",29438.00
"Currency","2015/07/08",29439.00
"Currency","2015/07/07",28155.00
"Currency","2015/07/06",28155.00
"Currency","2015/07/04",29440.00
"Currency","2015/07/03",28155.00
"Currency","2015/07/02",29360.00
"Currency","2015/07/01",29360.00
"Currency","2015/06/30",28155.00
"Currency","2015/06/29",28155.00
"Currency","2015/06/26",28155.00
"Currency","2015/06/25",28155.00
"Currency","2015/06/24",28155.00
"Currency","2015/06/23",28155.00
"Currency","2015/06/22",28155.00
"Currency","2015/06/19",28155.00
"Currency","2015/06/18",28155.00
"Currency","2015/06/17",28155.00
"Currency","2015/06/16",28155.00
"Currency","2015/06/15",28155.00
"Currency","2015/06/12",28155.00
"Currency","2015/06/11",28155.00
"Currency","2015/06/10",28155.00
"Currency","2015/06/09",28155.00
"Currency","2015/06/08",28155.00
"Currency","2015/06/05",28155.00
"Currency","2015/06/04",28155.00
"Currency","2015/06/03",28155.00
"Currency","2015/06/02",28155.00
"Currency","2015/06/01",28155.00
"Currency","2015/05/29",28155.00
"Currency","2015/05/28",28155.00
"Currency","2015/05/27",28155.00
"Currency","2015/05/26",28155.00
"Currency","2015/05/25",28155.00
"Currency","2015/05/22",28155.00
"Currency","2015/05/21",28155.00
"Currency","2015/05/20",28155.00
"Currency","2015/05/19",28155.00
"Currency","2015/05/18",28155.00
"Currency","2015/05/15",28155.00
"Currency","2015/05/14",28155.00
"Currency","2015/05/13",28155.00
"Currency","2015/05/12",28155.00
"Currency","2015/05/11",28155.00
"Currency","2015/05/08",28155.00
"Currency","2015/05/07",28155.00
"Currency","2015/05/06",28155.00
"Currency","2015/05/05",28155.00
"Currency","2015/05/04",28155.00
"Currency","2015/05/01",28155.00
"Currency","2015/04/30",28155.00
"Currency","2015/04/29",28155.00
"Currency","2015/04/28",28155.00
"Currency","2015/04/27",28155.00
"Currency","2015/04/24",28155.00
"Currency","2015/04/23",28155.00
"Currency","2015/04/22",28155.00
"Currency","2015/04/21",28155.00
"Currency","2015/04/20",28155.00
"Currency","2015/04/17",28155.00
"Currency","2015/04/16",28155.00
"Currency","2015/04/15",28155.00
"Currency","2015/04/14",28155.00
"Currency","2015/04/13",28155.00
"Currency","2015/04/10",28155.00
"Currency","2015/04/09",28185.00
"Currency","2015/04/08",28155.00
"Currency","2015/04/07",28040.00
"Currency","2015/04/06",28040.00
"Currency","2015/04/03",28045.00
"Currency","2015/04/02",28045.00
"Currency","2015/04/01",28050.00
"Currency","2015/03/31",28050.00
"Currency","2015/03/30",28055.00
"Currency","2015/03/27",27995.00
"Currency","2015/03/26",27995.00
"Currency","2015/03/25",27995.00
"Currency","2015/03/24",27995.00
"Currency","2015/03/23",27997.00
"Currency","2015/03/20",27997.00
"Currency","2015/03/19",27998.00
"Currency","2015/03/18",28000.00
"Currency","2015/03/17",27995.00
"Currency","2015/03/16",28001.00
"Currency","2015/03/13",28000.00
"Currency","2015/03/12",28000.00
"Currency","2015/03/11",27965.00
"Currency","2015/03/10",27935.00
"Currency","2015/03/09",27890.00
"Currency","2015/03/06",27850.00
"Currency","2015/03/05",27852.00
"Currency","2015/03/04",27808.00
"Currency","2015/03/03",27773.00
"Currency","2015/03/02",27770.00
"Currency","2015/02/27",27710.00
"Currency","2015/02/26",27710.00
"Currency","2015/02/25",27713.00
"Currency","2015/02/24",27715.00
"Currency","2015/02/23",27673.00
"Currency","2015/02/20",27633.00
"Currency","2015/02/19",27633.00
"Currency","2015/02/18",27634.00
"Currency","2015/02/17",27635.00
"Currency","2015/02/16",27595.00
"Currency","2015/02/13",27595.00
"Currency","2015/02/12",27597.00
"Currency","2015/02/11",27570.00
"Currency","2015/02/10",27570.00
"Currency","2015/02/09",27565.00
"Currency","2015/02/06",27540.00
"Currency","2015/02/05",27540.00
"Currency","2015/02/04",27501.00
"Currency","2015/02/03",24797.00
"Currency","2015/02/02",24797.00
"Currency","2015/01/30",24797.00
"Currency","2015/01/29",24797.00
"Currency","2015/01/28",24797.00
"Currency","2015/01/27",24797.00
"Currency","2015/01/26",24797.00
"Currency","2015/01/23",24797.00
"Currency","2015/01/22",24797.00
"Currency","2015/01/21",24797.00
"Currency","2015/01/20",24797.00
"Currency","2015/01/19",24797.00
"Currency","2015/01/16",24797.00
"Currency","2015/01/15",24797.00
"Currency","2015/01/14",24797.00
"Currency","2015/01/13",24797.00
"Currency","2015/01/12",24797.00
"Currency","2015/01/09",24797.00
"Currency","2015/01/08",24797.00
"Currency","2015/01/07",24797.00
"Currency","2015/01/06",24797.00
"Currency","2015/01/05",24797.00
"Currency","2015/01/02",24797.00
"Currency","2015/01/01",24797.00
"Currency","2014/12/31",24797.00
"Currency","2014/12/30",24797.00
"Currency","2014/12/29",24797.00
"Currency","2014/12/26",24797.00
"Currency","2014/12/25",24797.00
"Currency","2014/12/24",24797.00
"Currency","2014/12/23",24797.00
"Currency","2014/12/22",24797.00
"Currency","2014/12/19",24797.00
"Currency","2014/12/18",24797.00
"Currency","2014/12/17",24797.00
"Currency","2014/12/16",24797.00
"Currency","2014/12/15",24797.00
"Currency","2014/12/12",24797.00
"Currency","2014/12/11",24797.00
"Currency","2014/12/10",24797.00
"Currency","2014/12/09",24797.00
"Currency","2014/12/08",24797.00
"Currency","2014/12/05",24797.00
"Currency","2014/12/04",24797.00
"Currency","2014/12/03",24797.00
"Currency","2014/12/02",24797.00
"Currency","2014/12/01",24797.00
"Currency","2014/11/28",24797.00
"Currency","2014/11/27",24797.00
"Currency","2014/11/26",24797.00
"Currency","2014/11/23",26814.00
"Currency","2014/11/22",26814.00
"Currency","2014/11/16",26783.00
"Currency","2014/11/15",26783.00
"Currency","2014/11/09",26738.00
"Currency","2014/11/08",26738.00
"Currency","2014/11/02",26730.00
"Currency","2014/11/01",26730.00
"Currency","2014/10/26",26698.00
"Currency","2014/10/25",26730.00
"Currency","2014/10/19",26707.00
"Currency","2014/10/18",26707.00
"Currency","2014/10/12",26698.00
"Currency","2014/10/11",26698.00
"Currency","2014/10/05",26698.00
"Currency","2014/10/04",26698.00
"Currency","2014/09/28",26684.00
"Currency","2014/09/27",26684.00
"Currency","2014/09/21",26665.00
"Currency","2014/09/20",26665.00
"Currency","2014/09/14",26659.00
"Currency","2014/09/13",26659.00
"Currency","2014/09/10",24797.00
"Currency","2014/09/09",24797.00
"Currency","2014/09/08",24797.00
"Currency","2014/09/05",24797.00
"Currency","2014/09/04",24797.00
"Currency","2014/09/03",24797.00
"Currency","2014/09/02",24797.00
"Currency","2014/09/01",24797.00
"Currency","2014/08/29",24797.00
"Currency","2014/08/28",24797.00
"Currency","2014/08/24",26587.00
"Currency","2014/08/23",26587.00
"Currency","2014/08/17",26541.00
"Currency","2014/08/16",26541.00
"Currency","2014/08/10",26438.00
"Currency","2014/08/09",26438.00
"Currency","2014/08/03",26328.00
"Currency","2014/08/02",26328.00
"Currency","2014/07/27",26226.00
"Currency","2014/07/26",26226.00
"Currency","2014/07/19",26065.00
"Currency","2014/07/18",24797.00
"Currency","2014/07/17",24797.00
"Currency","2014/07/16",24797.00
"Currency","2014/07/15",24797.00
"Currency","2014/07/14",24797.00
"Currency","2014/07/13",25864.00
"Currency","2014/07/12",25864.00
"Currency","2014/07/11",24797.00
"Currency","2014/07/10",24797.00
"Currency","2014/07/09",24797.00
"Currency","2014/07/08",24797.00
"Currency","2014/07/07",24797.00
"Currency","2014/07/06",25776.00
"Currency","2014/07/05",25776.00
"Currency","2014/07/04",24797.00
"Currency","2014/07/03",24797.00
"Currency","2014/07/02",24797.00
"Currency","2014/07/01",24797.00
"Currency","2014/06/30",24797.00
"Currency","2014/06/29",25655.00
"Currency","2014/06/28",25655.00
"Currency","2014/06/27",24797.00
"Currency","2014/06/26",24797.00
"Currency","2014/06/25",24797.00
"Currency","2014/06/24",24797.00
"Currency","2014/06/23",24797.00
"Currency","2014/06/22",25636.00
"Currency","2014/06/21",25636.00
"Currency","2014/06/20",24797.00
"Currency","2014/06/19",24797.00
"Currency","2014/06/18",24797.00
"Currency","2014/06/17",24797.00
"Currency","2014/06/16",24797.00
"Currency","2014/06/15",25626.00
"Currency","2014/06/14",25626.00
"Currency","2014/06/13",24797.00
"Currency","2014/06/12",24797.00
"Currency","2014/06/11",24797.00
"Currency","2014/06/10",24797.00
"Currency","2014/06/09",24797.00
"Currency","2014/06/08",25620.00
"Currency","2014/06/07",25620.00
"Currency","2014/06/06",24797.00
"Currency","2014/06/05",24797.00
"Currency","2014/06/04",24797.00
"Currency","2014/06/03",24797.00
"Currency","2014/06/02",24797.00
"Currency","2014/06/01",25607.00
"Currency","2014/05/31",25607.00
"Currency","2014/05/30",24797.00
"Currency","2014/05/29",24797.00
"Currency","2014/05/28",24797.00
"Currency","2014/05/27",24797.00
"Currency","2014/05/26",24797.00
"Currency","2014/05/24",25583.00
"Currency","2014/05/23",24797.00
"Currency","2014/05/22",24797.00
"Currency","2014/05/21",24797.00
"Currency","2014/05/20",24797.00
"Currency","2014/05/19",24797.00
"Currency","2014/05/18",25556.00
"Currency","2014/05/17",25556.00
"Currency","2014/05/16",24797.00
"Currency","2014/05/15",24797.00
"Currency","2014/05/14",24797.00
"Currency","2014/05/13",24797.00
"Currency","2014/05/12",24797.00
"Currency","2014/05/11",25536.00
"Currency","2014/05/10",25536.00
"Currency","2014/05/09",24797.00
"Currency","2014/05/08",24797.00
"Currency","2014/05/07",24797.00
"Currency","2014/05/06",24797.00
"Currency","2014/05/05",24797.00
"Currency","2014/05/04",25540.00
"Currency","2014/05/03",25540.00
"Currency","2014/05/02",24797.00
"Currency","2014/05/01",24797.00
"Currency","2014/04/30",24797.00
"Currency","2014/04/29",24797.00
"Currency","2014/04/28",24797.00
"Currency","2014/04/27",25536.00
"Currency","2014/04/26",25536.00
"Currency","2014/04/25",24797.00
"Currency","2014/04/24",24797.00
"Currency","2014/04/23",24797.00
"Currency","2014/04/22",24797.00
"Currency","2014/04/21",24797.00
"Currency","2014/04/20",25525.00
"Currency","2014/04/19",25525.00
"Currency","2014/04/18",24797.00
"Currency","2014/04/17",24797.00
"Currency","2014/04/16",24797.00
"Currency","2014/04/15",24797.00
"Currency","2014/04/14",24797.00
"Currency","2014/04/13",25520.00
"Currency","2014/04/12",25520.00
"Currency","2014/04/11",24797.00
"Currency","2014/04/10",24797.00
"Currency","2014/04/09",24797.00
"Currency","2014/04/08",24797.00
"Currency","2014/04/07",24797.00
"Currency","2014/04/06",25469.00
"Currency","2014/04/05",25469.00
"Currency","2014/04/04",24797.00
"Currency","2014/04/03",24797.00
"Currency","2014/03/30",25427.00
"Currency","2014/03/29",25427.00
"Currency","2014/03/23",25127.00
"Currency","2014/03/22",25127.00
"Currency","2014/03/16",25004.00
"Currency","2014/03/15",25004.00
"Currency","2014/03/09",24982.00
"Currency","2014/03/08",24982.00
"Currency","2014/03/02",24923.00
"Currency","2014/03/01",24923.00
"Currency","2014/02/23",24900.00
"Currency","2014/02/22",24900.00
"Currency","2014/02/16",24914.00
"Currency","2014/02/15",24914.00
"Currency","2014/02/14",24797.00
"Currency","2014/02/13",24797.00
"Currency","2014/02/09",24899.00
"Currency","2014/02/08",24899.00
"Currency","2014/02/02",24891.00
"Currency","2014/02/01",24891.00
"Currency","2014/01/25",24878.00
"Currency","2014/01/19",24855.00
"Currency","2014/01/18",24855.00
"Currency","2014/01/12",24207.00
"Currency","2014/01/11",24207.00
"Currency","2014/01/05",24798.00
"Currency","2014/01/04",24798.00
"Currency","2014/01/02",24797.00
"Currency","2013/12/29",24801.00
"Currency","2013/12/28",24801.00
"Currency","2013/12/22",24813.00
"Currency","2013/12/21",24813.00
"Currency","2013/12/17",24797.00
"Currency","2013/12/15",24800.00
"Currency","2013/12/14",24800.00
"Currency","2013/12/08",24847.00
"Currency","2013/12/07",24847.00
"Currency","2013/12/01",24854.00
"Currency","2013/11/30",24854.00
"Currency","2013/11/24",24857.00
"Currency","2013/11/23",24857.00
"Currency","2013/11/17",24905.00
"Currency","2013/11/16",24905.00
"Currency","2013/11/10",24938.00
"Currency","2013/11/09",24938.00
"Currency","2013/11/03",24980.00
"Currency","2013/11/02",24980.00
"Currency","2013/10/27",24850.00
"Currency","2013/10/26",24850.00
"Currency","2013/10/20",24816.00
"Currency","2013/10/19",24816.00
"Currency","2013/10/13",24816.00
"Currency","2013/10/04",24797.00
"Currency","2013/09/27",24797.00
"Currency","2013/09/20",24797.00
"Currency","2013/09/13",24797.00
"Currency","2013/09/06",24797.00
"Currency","2013/08/30",24797.00
"Currency","2013/07/05",12278.50
"Currency","2013/06/28",12278.50
"Currency","2013/06/21",12278.50
"Currency","2013/06/14",12278.50
"Currency","2013/06/07",12278.50
"Currency","2013/05/31",12278.50
"Currency","2013/05/24",12278.50
"Currency","2013/05/17",12278.50
"Currency","2013/05/10",12278.50
"Currency","2013/05/03",12278.50
"Currency","2013/04/26",12278.50
"Currency","2013/04/19",12278.50
"Currency","2013/04/12",12278.50
"Currency","2013/04/05",12278.50
"Currency","2013/03/29",12278.50
"Currency","2013/03/22",12278.50
"Currency","2013/03/15",12278.50
"Currency","2013/03/08",12278.50
"Currency","2013/03/01",12278.50
"Currency","2013/02/22",12278.50
"Currency","2013/02/08",12278.50
"Currency","2013/01/21",12278.50
"Currency","2013/01/18",12278.50
"Currency","2013/01/17",12278.50
"Currency","2013/01/16",12278.50
"Currency","2013/01/15",12278.50
"Currency","2013/01/14",12278.50
"Currency","2013/01/11",12278.50
"Currency","2013/01/10",12278.50
"Currency","2013/01/09",12278.50
"Currency","2013/01/08",12278.50
"Currency","2013/01/07",12278.50
"Currency","2013/01/04",12275.00
"Currency","2013/01/03",12275.00
"Currency","2013/01/02",12275.00
"Currency","2013/01/01",12275.00
"Currency","2012/12/31",12275.00
"Currency","2012/12/28",12275.00
"Currency","2012/12/27",12275.00
"Currency","2012/12/26",12275.00
"Currency","2012/12/25",12275.00
"Currency","2012/12/24",12275.00
"Currency","2012/12/21",12259.50
"Currency","2012/12/20",12259.50
"Currency","2012/12/19",12259.50
"Currency","2012/12/18",12259.50
"Currency","2012/12/17",12259.50
"Currency","2012/12/14",12365.00
"Currency","2012/12/13",12365.00
"Currency","2012/12/12",12365.00
"Currency","2012/12/11",12360.00
"Currency","2012/12/10",12355.00
"Currency","2012/12/07",12345.00
"Currency","2012/12/06",12340.00
"Currency","2012/12/05",12345.00
"Currency","2012/12/04",12340.00
"Currency","2012/12/03",12310.00
"Currency","2012/11/30",12305.00
"Currency","2012/11/29",12312.50
"Currency","2012/11/28",12300.00
"Currency","2012/11/27",12300.00
"Currency","2012/11/26",12305.00
"Currency","2012/11/23",12259.50
"Currency","2012/11/22",12259.50
"Currency","2012/11/21",12342.50
"Currency","2012/11/20",12342.50
"Currency","2012/11/19",12342.50
"Currency","2012/11/16",12342.50
"Currency","2012/11/15",12342.50
"Currency","2012/11/14",12340.00
"Currency","2012/11/13",12259.50
"Currency","2012/11/12",12259.50
"Currency","2012/11/09",12340.00
"Currency","2012/11/08",12282.50
"Currency","2012/11/07",12279.50
"Currency","2012/11/06",12282.50
"Currency","2012/11/05",12282.50
"Currency","2012/11/02",12345.00
"Currency","2012/11/01",12345.00
"Currency","2012/10/31",12350.00
"Currency","2012/10/30",12282.50
"Currency","2012/10/29",12305.00
"Currency","2012/10/26",12305.00
"Currency","2012/10/25",12305.00
"Currency","2012/10/24",12300.00
"Currency","2012/10/23",12302.50
"Currency","2012/10/22",12300.00
"Currency","2012/10/19",12302.50
"Currency","2012/10/18",12300.00
"Currency","2012/10/17",12302.50
"Currency","2012/10/16",12300.00
"Currency","2012/10/15",12295.00
"Currency","2012/10/12",12297.50
"Currency","2012/10/11",12330.00
"Currency","2012/10/10",12282.50
"Currency","2012/10/09",12259.50
"Currency","2012/10/08",12282.50
"Currency","2012/10/05",12320.00
"Currency","2012/10/04",12279.50
"Currency","2012/10/03",12259.50
"Currency","2012/10/02",12320.00
"Currency","2012/10/01",12297.50
"Currency","2012/09/28",12282.50
"Currency","2012/09/27",12282.50
"Currency","2012/09/26",12287.50
"Currency","2012/09/25",12285.00
"Currency","2012/09/24",12275.00
"Currency","2012/09/21",12275.00
"Currency","2012/09/20",12275.00
"Currency","2012/09/19",12275.00
"Currency","2012/09/18",12260.00
"Currency","2012/09/17",12255.00
"Currency","2012/09/14",12255.00
"Currency","2012/09/13",12259.50
"Currency","2012/09/12",12259.50
"Currency","2012/09/11",12259.50
"Currency","2012/09/10",12282.50
"Currency","2012/09/07",12259.50
"Currency","2012/09/06",12259.50
"Currency","2012/09/05",12259.50
"Currency","2012/09/04",12259.50
"Currency","2012/09/03",12259.50
"Currency","2012/08/31",12259.50
"Currency","2012/08/30",12259.50
"Currency","2012/08/29",12259.50
"Currency","2012/08/28",12259.50
"Currency","2012/08/27",12282.50
"Currency","2012/08/24",12282.50
"Currency","2012/08/23",12282.50
"Currency","2012/08/22",12282.50
"Currency","2012/08/21",12285.00
"Currency","2012/08/20",12285.00
"Currency","2012/08/17",12285.00
"Currency","2012/08/16",12280.00
"Currency","2012/08/15",12285.00
"Currency","2012/08/14",12290.00
"Currency","2012/08/13",12290.00
"Currency","2012/08/10",12290.00
"Currency","2012/08/09",12282.50
"Currency","2012/08/08",12259.50
"Currency","2012/08/07",12290.00
"Currency","2012/08/06",12282.50
"Currency","2012/08/03",12259.50
"Currency","2012/08/02",12259.50
"Currency","2012/08/01",12259.50
"Currency","2012/07/31",12259.50
"Currency","2012/07/30",12282.50
"Currency","2012/07/27",12305.00
"Currency","2012/07/26",12305.00
"Currency","2012/07/25",12305.00
"Currency","2012/07/24",12300.00
"Currency","2012/07/23",12290.00
"Currency","2012/07/20",12290.00
"Currency","2012/07/19",12290.00
"Currency","2012/07/18",12290.00
"Currency","2012/07/17",12290.00
"Currency","2012/07/16",12292.50
"Currency","2012/07/13",12282.50
"Currency","2012/07/12",12282.50
"Currency","2012/07/11",12282.50
"Currency","2012/07/10",12282.50
"Currency","2012/07/09",12282.50
"Currency","2012/07/06",12282.50
"Currency","2012/07/05",12282.50
"Currency","2012/07/04",12282.50
"Currency","2012/07/03",12282.50
"Currency","2012/07/02",12282.50
"Currency","2012/06/29",12283.50
"Currency","2012/06/28",12283.50
"Currency","2012/06/27",12283.50
"Currency","2012/06/26",12283.50
"Currency","2012/06/25",12283.50
"Currency","2012/06/22",12259.50
"Currency","2012/06/21",12259.50
"Currency","2012/06/20",12259.50
"Currency","2012/06/19",12283.50
"Currency","2012/06/18",12300.00
"Currency","2012/06/15",12300.00
"Currency","2012/06/14",12300.00
"Currency","2012/06/13",12283.50
"Currency","2012/06/12",12287.50
"Currency","2012/06/11",12295.00
"Currency","2012/06/08",12283.50
"Currency","2012/06/07",12283.50
"Currency","2012/06/06",12259.50
"Currency","2012/06/05",12259.50
"Currency","2012/06/04",12305.00
"Currency","2012/06/01",12300.00
"Currency","2012/05/31",12290.00
"Currency","2012/05/30",12295.00
"Currency","2012/05/29",12290.00
"Currency","2012/05/28",12283.50
"Currency","2012/05/25",12292.50
"Currency","2012/05/24",12295.00
"Currency","2012/05/23",12295.00
"Currency","2012/05/22",12290.00
"Currency","2012/05/21",12295.00
"Currency","2012/05/18",12295.00
"Currency","2012/05/17",12290.00
"Currency","2012/05/16",12292.50
"Currency","2012/05/15",12290.00
"Currency","2012/05/14",12292.50
"Currency","2012/05/11",12290.00
"Currency","2012/05/10",12290.00
"Currency","2012/05/09",12292.50
"Currency","2012/05/08",12283.50
"Currency","2012/05/07",12290.00
"Currency","2012/05/04",12295.00
"Currency","2012/05/03",12292.50
"Currency","2012/05/02",12292.50
"Currency","2012/05/01",12292.50
"Currency","2012/04/30",12290.00
"Currency","2012/04/27",12292.50
"Currency","2012/04/26",12292.50
"Currency","2012/04/25",12292.50
"Currency","2012/04/24",12292.50
"Currency","2012/04/23",12283.50
"Currency","2012/04/20",12302.50
"Currency","2012/04/19",12302.50
"Currency","2012/04/18",12305.00
"Currency","2012/04/17",12300.00
"Currency","2012/04/16",12301.00
"Currency","2012/04/13",12302.50
"Currency","2012/04/12",12302.50
"Currency","2012/04/11",12259.50
"Currency","2012/04/10",12259.50
"Currency","2012/04/09",12283.50
"Currency","2012/04/06",12283.50
"Currency","2012/04/05",12283.50
"Currency","2012/04/04",12283.50
"Currency","2012/04/03",12259.50
"Currency","2012/04/02",12283.50
"Currency","2012/03/30",12256.50
"Currency","2012/03/29",12256.50
"Currency","2012/03/28",12256.50
"Currency","2012/03/27",12256.50
"Currency","2012/03/26",12283.50
"Currency","2012/03/23",12256.50
"Currency","2012/03/22",12256.50
"Currency","2012/03/21",12256.50
"Currency","2012/03/20",12256.50
"Currency","2012/03/19",12256.50
"Currency","2012/03/16",12300.00
"Currency","2012/03/15",12300.00
"Currency","2012/03/14",12302.50
"Currency","2012/03/13",12283.50
"Currency","2012/03/12",12305.00
"Currency","2012/03/09",12302.50
"Currency","2012/03/08",12295.00
"Currency","2012/03/07",12290.00
"Currency","2012/03/06",12295.00
"Currency","2012/03/05",12283.50
"Currency","2012/03/02",12285.00
"Currency","2012/03/01",12285.00
"Currency","2012/02/29",12280.00
"Currency","2012/02/28",12270.00
"Currency","2012/02/27",12270.00
"Currency","2012/02/24",12275.00
"Currency","2012/02/23",12275.00
"Currency","2012/02/22",12305.00
"Currency","2012/02/21",12282.50
"Currency","2012/02/20",12282.50
"Currency","2012/02/17",12282.50
"Currency","2012/02/16",12282.50
"Currency","2012/02/15",12256.50
"Currency","2012/02/14",12282.50
"Currency","2012/02/13",12282.50
"Currency","2012/02/10",12282.50
"Currency","2012/02/09",12282.50
"Currency","2012/02/08",12282.50
"Currency","2012/02/07",11325.00
"Currency","2012/02/06",11325.00
"Currency","2012/02/03",11320.00
"Currency","2012/02/02",11320.00
"Currency","2012/02/01",11325.00
"Currency","2012/01/31",11325.00
"Currency","2012/01/30",11320.00
"Currency","2012/01/27",11315.00
"Currency","2012/01/26",11300.00
"Currency","2012/01/25",11350.00
"Currency","2012/01/24",11350.00
"Currency","2012/01/23",11340.00
"Currency","2012/01/20",11311.50
"Currency","2012/01/19",11311.50
"Currency","2012/01/18",11310.50
"Currency","2012/01/17",11312.50
"Currency","2012/01/16",11320.50
"Currency","2012/01/13",11275.00
"Currency","2012/01/12",11275.00
"Currency","2012/01/11",11200.00
"Currency","2012/01/10",11205.00
"Currency","2012/01/09",11200.00
"Currency","2012/01/06",11192.50
"Currency","2012/01/05",11200.00
"Currency","2012/01/04",11170.00
"Currency","2012/01/03",11203.50
"Currency","2012/01/02",11202.50
"Currency","2011/12/30",11172.50
"Currency","2011/12/29",11172.50
"Currency","2011/12/28",11170.00
"Currency","2011/12/27",11010.00
"Currency","2011/12/26",11142.50
"Currency","2011/12/23",11015.00
"Currency","2011/12/22",11012.50
"Currency","2011/12/21",11052.50
"Currency","2011/12/20",11010.00
"Currency","2011/12/19",11012.50
"Currency","2011/12/16",11015.00
"Currency","2011/12/15",11010.00
"Currency","2011/12/14",11012.50
"Currency","2011/12/13",10905.00
"Currency","2011/12/12",10905.00
"Currency","2011/12/09",10900.00
"Currency","2011/12/08",10905.00
"Currency","2011/12/07",10900.00
"Currency","2011/12/06",10905.00
"Currency","2011/12/05",10900.00
"Currency","2011/12/02",10892.50
"Currency","2011/12/01",10890.00
"Currency","2011/11/30",10877.50
"Currency","2011/11/29",10915.00
"Currency","2011/11/28",10915.00
"Currency","2011/11/25",10920.00
"Currency","2011/11/24",10917.50
"Currency","2011/11/23",10922.50
"Currency","2011/11/22",10922.50
"Currency","2011/11/21",10920.00
"Currency","2011/11/18",10890.00
"Currency","2011/11/17",10855.00
"Currency","2011/11/16",10918.50
"Currency","2011/11/15",10850.00
"Currency","2011/11/14",10850.00
"Currency","2011/11/11",10875.00
"Currency","2011/11/10",10872.00
"Currency","2011/11/09",10833.00
"Currency","2011/11/08",10820.00
"Currency","2011/11/07",10822.50
"Currency","2011/11/04",10857.00
"Currency","2011/11/03",10857.00
"Currency","2011/11/02",10857.00
"Currency","2011/11/01",10860.00
"Currency","2011/10/31",10777.00
"Currency","2011/10/28",10725.00
"Currency","2011/10/27",10720.00
"Currency","2011/10/26",10725.00
"Currency","2011/10/25",10722.00
"Currency","2011/10/24",10723.00
"Currency","2011/10/21",10570.00
"Currency","2011/10/20",10570.00
"Currency","2011/10/19",10572.50
"Currency","2011/10/18",10572.50
"Currency","2011/10/17",10575.00
"Currency","2011/10/14",10550.00
"Currency","2011/10/13",10550.00
"Currency","2011/10/12",10560.00
"Currency","2011/10/11",10578.50
"Currency","2011/10/10",10607.00
"Currency","2011/10/07",10648.50
"Currency","2011/10/06",10648.50
"Currency","2011/10/05",10668.00
"Currency","2011/10/04",10707.50
"Currency","2011/10/03",10717.50
"Currency","2011/09/30",10737.50
"Currency","2011/09/29",10737.50
"Currency","2011/09/28",10768.00
"Currency","2011/09/27",10775.00
"Currency","2011/09/26",10705.00
"Currency","2011/09/23",10700.00
"Currency","2011/09/22",10778.00
"Currency","2011/09/21",10700.00
"Currency","2011/09/20",10732.50
"Currency","2011/09/19",10717.50
"Currency","2011/09/16",10720.00
"Currency","2011/09/15",10725.00
"Currency","2011/09/14",10662.50
"Currency","2011/09/13",10672.00
"Currency","2011/09/12",10713.00
"Currency","2011/09/09",10605.00
"Currency","2011/09/08",10600.00
"Currency","2011/09/07",10600.00
"Currency","2011/09/06",10600.00
"Currency","2011/09/05",10614.00
"Currency","2011/09/02",10600.00
"Currency","2011/09/01",10605.00
"Currency","2011/08/31",10605.00
"Currency","2011/08/30",10600.00
"Currency","2011/08/29",10602.50
"Currency","2011/08/26",10600.00
"Currency","2011/08/25",10605.00
"Currency","2011/08/24",10605.00
"Currency","2011/08/23",10600.00
"Currency","2011/08/22",10605.00
"Currency","2011/08/19",10605.00
"Currency","2011/08/18",10600.00
"Currency","2011/08/17",10591.00
"Currency","2011/08/16",10573.50
"Currency","2011/08/15",10581.00
"Currency","2011/08/12",10573.00
"Currency","2011/08/11",10573.00
"Currency","2011/08/10",10554.50
"Currency","2011/08/09",10581.00
"Currency","2011/08/08",10564.50
"Currency","2011/08/05",10572.00
"Currency","2011/08/04",10572.00
"Currency","2011/08/03",10555.50
"Currency","2011/08/02",10544.00
"Currency","2011/08/01",10543.50
"Currency","2011/07/29",10605.00
"Currency","2011/07/28",10570.00
"Currency","2011/07/27",10600.00
"Currency","2011/07/26",10602.50
"Currency","2011/07/25",10600.00
"Currency","2011/07/22",10600.00
"Currency","2011/07/21",10600.00
"Currency","2011/07/20",10605.00
