"Indicator","Time","Value (USD/LSL)"
"Currency","2018/06/08",13.06
"Currency","2018/06/07",13.01
"Currency","2018/06/06",12.70
"Currency","2018/06/05",12.76
"Currency","2018/06/04",12.56
"Currency","2018/06/01",12.68
"Currency","2018/05/31",12.69
"Currency","2018/05/30",12.51
"Currency","2018/05/29",12.69
"Currency","2018/05/28",12.46
"Currency","2018/05/25",12.48
"Currency","2018/05/24",12.41
"Currency","2018/05/23",12.45
"Currency","2018/05/22",12.56
"Currency","2018/05/21",12.66
"Currency","2018/05/18",12.75
"Currency","2018/05/17",12.60
"Currency","2018/05/16",12.43
"Currency","2018/05/15",12.57
"Currency","2018/05/14",12.33
"Currency","2018/05/11",12.23
"Currency","2018/05/10",12.29
"Currency","2018/05/09",12.55
"Currency","2018/05/08",12.56
"Currency","2018/05/07",12.53
"Currency","2018/05/04",12.49
"Currency","2018/05/03",12.57
"Currency","2018/05/02",12.70
"Currency","2018/05/01",12.65
"Currency","2018/04/30",12.44
"Currency","2018/04/27",12.32
"Currency","2018/04/26",12.40
"Currency","2018/04/25",12.43
"Currency","2018/04/24",12.32
"Currency","2018/04/23",12.34
"Currency","2018/04/20",12.10
"Currency","2018/04/19",11.95
"Currency","2018/04/18",11.93
"Currency","2018/04/17",11.98
"Currency","2018/04/16",12.05
"Currency","2018/04/13",12.07
"Currency","2018/04/12",12.05
"Currency","2018/04/11",11.94
"Currency","2018/04/10",12.03
"Currency","2018/04/09",12.08
"Currency","2018/04/06",12.02
"Currency","2018/04/05",11.97
"Currency","2018/04/04",11.86
"Currency","2018/04/03",11.82
"Currency","2018/04/02",11.82
"Currency","2018/03/30",11.81
"Currency","2018/03/29",11.84
"Currency","2018/03/28",11.77
"Currency","2018/03/27",11.67
"Currency","2018/03/26",11.63
"Currency","2018/03/23",11.72
"Currency","2018/03/22",11.85
"Currency","2018/03/21",11.81
"Currency","2018/03/20",11.94
"Currency","2018/03/19",12.01
"Currency","2018/03/16",11.97
"Currency","2018/03/15",11.89
"Currency","2018/03/14",11.76
"Currency","2018/03/13",11.81
"Currency","2018/03/12",11.82
"Currency","2018/03/09",11.81
"Currency","2018/03/08",11.90
"Currency","2018/03/07",11.83
"Currency","2018/03/06",11.77
"Currency","2018/03/05",11.83
"Currency","2018/03/02",11.91
"Currency","2018/03/01",11.86
"Currency","2018/02/28",11.79
"Currency","2018/02/27",11.72
"Currency","2018/02/26",11.55
"Currency","2018/02/23",11.53
"Currency","2018/02/22",11.64
"Currency","2018/02/21",11.66
"Currency","2018/02/20",11.73
"Currency","2018/02/19",11.66
"Currency","2018/02/16",11.63
"Currency","2018/02/15",11.60
"Currency","2018/02/14",11.72
"Currency","2018/02/13",11.95
"Currency","2018/02/12",11.93
"Currency","2018/02/09",12.02
"Currency","2018/02/08",12.16
"Currency","2018/02/07",12.05
"Currency","2018/02/06",11.91
"Currency","2018/02/05",12.13
"Currency","2018/02/02",12.07
"Currency","2018/02/01",11.83
"Currency","2018/01/31",11.84
"Currency","2018/01/30",11.95
"Currency","2018/01/29",11.90
"Currency","2018/01/26",11.87
"Currency","2018/01/25",11.89
"Currency","2018/01/24",11.85
"Currency","2018/01/23",12.04
"Currency","2018/01/22",12.05
"Currency","2018/01/19",12.25
"Currency","2018/01/18",12.13
"Currency","2018/01/17",12.29
"Currency","2018/01/16",12.25
"Currency","2018/01/15",12.30
"Currency","2018/01/12",12.37
"Currency","2018/01/11",12.38
"Currency","2018/01/10",12.42
"Currency","2018/01/09",12.33
"Currency","2018/01/08",12.38
"Currency","2018/01/05",12.30
"Currency","2018/01/04",12.29
"Currency","2018/01/03",12.36
"Currency","2018/01/02",12.46
"Currency","2017/12/29",12.40
"Currency","2017/12/28",12.40
"Currency","2017/12/27",12.26
"Currency","2017/12/26",12.50
"Currency","2017/12/25",12.62
"Currency","2017/12/22",12.59
"Currency","2017/12/21",12.75
"Currency","2017/12/20",12.74
"Currency","2017/12/19",12.69
"Currency","2017/12/18",12.73
"Currency","2017/12/15",13.20
"Currency","2017/12/14",13.49
"Currency","2017/12/13",13.50
"Currency","2017/12/12",13.65
"Currency","2017/12/11",13.60
"Currency","2017/12/08",13.65
"Currency","2017/12/07",13.72
"Currency","2017/12/06",13.50
"Currency","2017/12/05",13.44
"Currency","2017/12/04",13.51
"Currency","2017/12/01",13.69
"Currency","2017/11/30",13.69
"Currency","2017/11/29",13.68
"Currency","2017/11/28",13.66
"Currency","2017/11/27",13.75
"Currency","2017/11/24",13.88
"Currency","2017/11/23",13.88
"Currency","2017/11/22",13.82
"Currency","2017/11/21",13.97
"Currency","2017/11/20",14.04
"Currency","2017/11/17",13.96
"Currency","2017/11/16",14.14
"Currency","2017/11/15",14.39
"Currency","2017/11/14",14.35
"Currency","2017/11/13",14.46
"Currency","2017/11/10",14.36
"Currency","2017/11/09",14.23
"Currency","2017/11/08",14.15
"Currency","2017/11/07",14.22
"Currency","2017/11/06",14.10
"Currency","2017/11/03",14.21
"Currency","2017/11/02",13.97
"Currency","2017/11/01",14.06
"Currency","2017/10/31",14.12
"Currency","2017/10/30",14.07
"Currency","2017/10/27",14.12
"Currency","2017/10/26",14.22
"Currency","2017/10/25",13.99
"Currency","2017/10/24",13.75
"Currency","2017/10/23",13.75
"Currency","2017/10/21",13.65
"Currency","2017/10/20",13.65
"Currency","2017/10/19",13.59
"Currency","2017/10/18",13.56
"Currency","2017/10/17",13.40
"Currency","2017/10/16",13.33
"Currency","2017/10/13",13.27
"Currency","2017/10/12",13.41
"Currency","2017/10/11",13.68
"Currency","2017/10/10",13.68
"Currency","2017/10/09",13.74
"Currency","2017/10/07",13.70
"Currency","2017/10/06",13.70
"Currency","2017/10/05",13.69
"Currency","2017/10/04",13.57
"Currency","2017/10/03",13.67
"Currency","2017/10/02",13.61
"Currency","2017/09/30",13.55
"Currency","2017/09/29",13.55
"Currency","2017/09/28",13.52
"Currency","2017/09/27",13.56
"Currency","2017/09/26",13.38
"Currency","2017/09/25",13.32
"Currency","2017/09/22",13.23
"Currency","2017/09/21",13.26
"Currency","2017/09/20",13.32
"Currency","2017/09/19",13.31
"Currency","2017/09/18",13.27
"Currency","2017/09/16",13.18
"Currency","2017/09/15",13.18
"Currency","2017/09/14",13.11
"Currency","2017/09/13",13.13
"Currency","2017/09/12",13.01
"Currency","2017/09/11",12.96
"Currency","2017/09/08",12.91
"Currency","2017/09/07",12.86
"Currency","2017/09/06",12.79
"Currency","2017/09/05",12.90
"Currency","2017/09/04",12.97
"Currency","2017/09/02",12.92
"Currency","2017/09/01",12.92
"Currency","2017/08/31",13.01
"Currency","2017/08/30",13.00
"Currency","2017/08/29",12.96
"Currency","2017/08/28",13.01
"Currency","2017/08/25",13.16
"Currency","2017/08/24",13.17
"Currency","2017/08/23",13.15
"Currency","2017/08/22",13.41
"Currency","2017/08/21",13.41
"Currency","2017/08/19",13.41
"Currency","2017/08/18",13.41
"Currency","2017/08/17",13.41
"Currency","2017/08/16",13.41
"Currency","2017/08/15",13.41
"Currency","2017/08/14",13.41
"Currency","2017/08/12",13.41
"Currency","2017/08/11",13.41
"Currency","2017/08/10",13.41
"Currency","2017/08/09",13.41
"Currency","2017/08/08",13.25
"Currency","2017/08/07",13.25
"Currency","2017/08/05",13.46
"Currency","2017/08/04",13.42
"Currency","2017/08/03",13.40
"Currency","2017/08/02",13.24
"Currency","2017/08/01",13.25
"Currency","2017/07/31",13.18
"Currency","2017/07/28",12.99
"Currency","2017/07/27",13.01
"Currency","2017/07/26",13.05
"Currency","2017/07/25",13.07
"Currency","2017/07/24",12.96
"Currency","2017/07/21",12.90
"Currency","2017/07/20",12.97
"Currency","2017/07/19",12.91
"Currency","2017/07/18",12.96
"Currency","2017/07/17",12.96
"Currency","2017/07/14",13.03
"Currency","2017/07/13",13.24
"Currency","2017/07/12",13.31
"Currency","2017/07/11",13.54
"Currency","2017/07/10",13.39
"Currency","2017/07/07",13.39
"Currency","2017/07/06",13.42
"Currency","2017/07/05",13.39
"Currency","2017/07/04",13.21
"Currency","2017/07/03",13.20
"Currency","2017/06/30",13.02
"Currency","2017/06/29",12.93
"Currency","2017/06/28",13.00
"Currency","2017/06/27",13.00
"Currency","2017/06/26",12.92
"Currency","2017/06/24",12.95
"Currency","2017/06/23",12.95
"Currency","2017/06/22",13.08
"Currency","2017/06/21",13.08
"Currency","2017/06/20",12.98
"Currency","2017/06/19",12.79
"Currency","2017/06/17",12.88
"Currency","2017/06/16",12.88
"Currency","2017/06/15",12.59
"Currency","2017/06/14",12.63
"Currency","2017/06/13",12.80
"Currency","2017/06/12",12.89
"Currency","2017/06/10",12.92
"Currency","2017/06/09",12.92
"Currency","2017/06/08",12.83
"Currency","2017/06/07",12.78
"Currency","2017/06/06",12.70
"Currency","2017/06/05",12.79
"Currency","2017/06/03",12.95
"Currency","2017/06/02",12.95
"Currency","2017/06/01",13.12
"Currency","2017/05/31",13.12
"Currency","2017/05/30",12.87
"Currency","2017/05/29",12.87
"Currency","2017/05/26",12.93
"Currency","2017/05/25",12.91
"Currency","2017/05/24",13.10
"Currency","2017/05/23",13.23
"Currency","2017/05/22",13.23
"Currency","2017/05/20",13.24
"Currency","2017/05/19",13.24
"Currency","2017/05/18",13.19
"Currency","2017/05/17",13.05
"Currency","2017/05/16",13.17
"Currency","2017/05/15",13.19
"Currency","2017/05/12",13.39
"Currency","2017/05/11",13.44
"Currency","2017/05/10",13.47
"Currency","2017/05/09",13.62
"Currency","2017/05/08",13.62
"Currency","2017/05/05",13.42
"Currency","2017/05/04",13.64
"Currency","2017/05/03",13.41
"Currency","2017/05/02",13.36
"Currency","2017/05/01",13.41
"Currency","2017/04/28",13.36
"Currency","2017/04/27",13.35
"Currency","2017/04/26",13.30
"Currency","2017/04/24",13.02
"Currency","2017/04/21",13.15
"Currency","2017/04/20",13.14
"Currency","2017/04/19",13.31
"Currency","2017/04/18",13.25
"Currency","2017/04/17",13.29
"Currency","2017/04/14",13.40
"Currency","2017/04/13",13.44
"Currency","2017/04/12",13.49
"Currency","2017/04/11",13.82
"Currency","2017/04/10",13.92
"Currency","2017/04/08",13.80
"Currency","2017/04/07",13.80
"Currency","2017/04/06",13.82
"Currency","2017/04/05",13.80
"Currency","2017/04/04",13.59
"Currency","2017/04/03",13.74
"Currency","2017/04/01",13.41
"Currency","2017/03/31",13.41
"Currency","2017/03/30",13.07
"Currency","2017/03/29",13.03
"Currency","2017/03/28",12.98
"Currency","2017/03/27",12.81
"Currency","2017/03/24",12.44
"Currency","2017/03/23",12.51
"Currency","2017/03/22",12.55
"Currency","2017/03/21",12.56
"Currency","2017/03/20",12.62
"Currency","2017/03/17",12.71
"Currency","2017/03/16",12.73
"Currency","2017/03/15",12.93
"Currency","2017/03/14",13.16
"Currency","2017/03/13",13.14
"Currency","2017/03/10",13.18
"Currency","2017/03/09",13.36
"Currency","2017/03/08",13.10
"Currency","2017/03/07",12.97
"Currency","2017/03/06",12.98
"Currency","2017/03/03",13.03
"Currency","2017/03/02",13.17
"Currency","2017/03/01",12.97
"Currency","2017/02/28",13.08
"Currency","2017/02/27",13.00
"Currency","2017/02/24",12.96
"Currency","2017/02/23",12.86
"Currency","2017/02/22",13.06
"Currency","2017/02/21",13.12
"Currency","2017/02/20",13.04
"Currency","2017/02/17",13.06
"Currency","2017/02/16",13.02
"Currency","2017/02/15",12.95
"Currency","2017/02/14",13.10
"Currency","2017/02/13",13.32
"Currency","2017/02/10",13.36
"Currency","2017/02/09",13.42
"Currency","2017/02/08",13.36
"Currency","2017/02/07",13.42
"Currency","2017/02/06",13.32
"Currency","2017/02/04",13.25
"Currency","2017/02/03",13.25
"Currency","2017/02/02",13.37
"Currency","2017/02/01",13.44
"Currency","2017/01/31",13.50
"Currency","2017/01/30",13.54
"Currency","2017/01/27",13.46
"Currency","2017/01/26",13.33
"Currency","2017/01/25",13.30
"Currency","2017/01/24",13.36
"Currency","2017/01/23",13.52
"Currency","2017/01/21",13.58
"Currency","2017/01/20",13.56
"Currency","2017/01/19",13.56
"Currency","2017/01/18",13.50
"Currency","2017/01/17",13.50
"Currency","2017/01/16",13.69
"Currency","2017/01/13",13.50
"Currency","2017/01/12",13.45
"Currency","2017/01/11",13.80
"Currency","2017/01/10",13.67
"Currency","2017/01/09",13.63
"Currency","2017/01/06",13.70
"Currency","2017/01/05",13.61
"Currency","2017/01/04",13.61
"Currency","2017/01/03",13.61
"Currency","2017/01/02",13.61
"Currency","2016/12/30",13.72
"Currency","2016/12/29",13.61
"Currency","2016/12/28",13.88
"Currency","2016/12/27",13.93
"Currency","2016/12/26",14.01
"Currency","2016/12/23",13.99
"Currency","2016/12/22",14.05
"Currency","2016/12/21",14.00
"Currency","2016/12/20",13.95
"Currency","2016/12/19",14.06
"Currency","2016/12/16",14.05
"Currency","2016/12/15",13.94
"Currency","2016/12/14",13.66
"Currency","2016/12/13",13.60
"Currency","2016/12/12",13.64
"Currency","2016/12/10",13.80
"Currency","2016/12/09",13.70
"Currency","2016/12/08",13.67
"Currency","2016/12/07",13.55
"Currency","2016/12/06",13.65
"Currency","2016/12/05",13.73
"Currency","2016/12/02",13.99
"Currency","2016/12/01",14.09
"Currency","2016/11/30",14.07
"Currency","2016/11/29",13.87
"Currency","2016/11/28",13.72
"Currency","2016/11/25",14.10
"Currency","2016/11/24",14.14
"Currency","2016/11/23",14.14
"Currency","2016/11/22",14.05
"Currency","2016/11/21",14.24
"Currency","2016/11/20",14.43
"Currency","2016/11/19",14.41
"Currency","2016/11/18",14.41
"Currency","2016/11/17",14.42
"Currency","2016/11/16",14.35
"Currency","2016/11/15",14.16
"Currency","2016/11/14",14.39
"Currency","2016/11/12",14.07
"Currency","2016/11/11",14.07
"Currency","2016/11/10",14.07
"Currency","2016/11/09",13.57
"Currency","2016/11/08",13.26
"Currency","2016/11/07",13.35
"Currency","2016/11/04",13.57
"Currency","2016/11/03",13.46
"Currency","2016/11/02",13.52
"Currency","2016/11/01",13.58
"Currency","2016/10/31",13.46
"Currency","2016/10/28",14.00
"Currency","2016/10/27",14.00
"Currency","2016/10/26",14.00
"Currency","2016/10/25",14.00
"Currency","2016/10/24",14.00
"Currency","2016/10/21",14.00
"Currency","2016/10/20",13.95
"Currency","2016/10/19",13.83
"Currency","2016/10/18",13.90
"Currency","2016/10/17",14.15
"Currency","2016/10/14",14.32
"Currency","2016/10/13",14.19
"Currency","2016/10/12",14.23
"Currency","2016/10/11",14.37
"Currency","2016/10/10",13.81
"Currency","2016/10/07",13.87
"Currency","2016/10/06",13.88
"Currency","2016/10/05",13.72
"Currency","2016/10/04",13.83
"Currency","2016/10/03",13.60
"Currency","2016/10/01",13.72
"Currency","2016/09/30",13.72
"Currency","2016/09/29",13.89
"Currency","2016/09/28",13.62
"Currency","2016/09/27",13.45
"Currency","2016/09/26",13.68
"Currency","2016/09/24",13.70
"Currency","2016/09/23",13.72
"Currency","2016/09/22",13.65
"Currency","2016/09/21",13.58
"Currency","2016/09/20",13.91
"Currency","2016/09/19",14.02
"Currency","2016/09/17",14.21
"Currency","2016/09/16",14.18
"Currency","2016/09/15",14.25
"Currency","2016/09/14",14.32
"Currency","2016/09/13",14.39
"Currency","2016/09/12",14.23
"Currency","2016/09/10",14.37
"Currency","2016/09/09",14.42
"Currency","2016/09/08",14.13
"Currency","2016/09/07",14.02
"Currency","2016/09/06",13.98
"Currency","2016/09/05",14.38
"Currency","2016/09/03",14.35
"Currency","2016/09/02",14.35
"Currency","2016/09/01",14.35
"Currency","2016/08/31",14.35
"Currency","2016/08/30",14.35
"Currency","2016/08/29",14.35
"Currency","2016/08/26",14.35
"Currency","2016/08/25",14.20
"Currency","2016/08/24",14.16
"Currency","2016/08/23",14.00
"Currency","2016/08/22",13.58
"Currency","2016/08/19",13.52
"Currency","2016/08/18",13.37
"Currency","2016/08/17",13.38
"Currency","2016/08/16",13.42
"Currency","2016/08/15",13.30
"Currency","2016/08/12",13.48
"Currency","2016/08/11",13.40
"Currency","2016/08/10",13.28
"Currency","2016/08/09",13.41
"Currency","2016/08/08",13.57
"Currency","2016/08/05",13.73
"Currency","2016/08/04",13.71
"Currency","2016/08/03",13.91
"Currency","2016/08/02",14.00
"Currency","2016/08/01",13.92
"Currency","2016/07/29",13.88
"Currency","2016/07/28",14.15
"Currency","2016/07/27",14.26
"Currency","2016/07/26",14.36
"Currency","2016/07/25",14.36
"Currency","2016/07/22",14.29
"Currency","2016/07/21",14.23
"Currency","2016/07/20",14.35
"Currency","2016/07/19",14.34
"Currency","2016/07/18",14.25
"Currency","2016/07/15",14.57
"Currency","2016/07/14",14.22
"Currency","2016/07/13",14.48
"Currency","2016/07/12",14.34
"Currency","2016/07/11",14.45
"Currency","2016/07/08",14.54
"Currency","2016/07/07",14.76
"Currency","2016/07/06",14.73
"Currency","2016/07/05",14.75
"Currency","2016/07/04",14.57
"Currency","2016/07/01",14.56
"Currency","2016/06/30",14.73
"Currency","2016/06/29",14.79
"Currency","2016/06/28",15.18
"Currency","2016/06/27",15.47
"Currency","2016/06/24",15.08
"Currency","2016/06/23",14.42
"Currency","2016/06/22",14.61
"Currency","2016/06/21",14.71
"Currency","2016/06/20",14.84
"Currency","2016/06/17",15.15
"Currency","2016/06/16",15.35
"Currency","2016/06/15",15.25
"Currency","2016/06/14",15.30
"Currency","2016/06/13",15.17
"Currency","2016/06/10",15.23
"Currency","2016/06/09",14.80
"Currency","2016/06/08",14.74
"Currency","2016/06/07",14.91
"Currency","2016/06/06",14.91
"Currency","2016/06/04",15.08
"Currency","2016/06/03",15.08
"Currency","2016/06/02",15.57
"Currency","2016/06/01",15.60
"Currency","2016/05/31",15.70
"Currency","2016/05/30",15.82
"Currency","2016/05/27",15.71
"Currency","2016/05/26",15.55
"Currency","2016/05/25",15.67
"Currency","2016/05/24",15.68
"Currency","2016/05/23",15.68
"Currency","2016/05/20",15.63
"Currency","2016/05/19",15.82
"Currency","2016/05/18",15.89
"Currency","2016/05/17",15.58
"Currency","2016/05/16",15.64
"Currency","2016/05/13",15.35
"Currency","2016/05/12",15.04
"Currency","2016/05/11",15.03
"Currency","2016/05/10",15.12
"Currency","2016/05/09",15.16
"Currency","2016/05/06",14.90
"Currency","2016/05/05",14.98
"Currency","2016/05/04",14.97
"Currency","2016/05/03",14.64
"Currency","2016/05/02",14.27
"Currency","2016/04/30",14.19
"Currency","2016/04/29",14.24
"Currency","2016/04/28",14.29
"Currency","2016/04/27",14.44
"Currency","2016/04/26",14.41
"Currency","2016/04/25",14.45
"Currency","2016/04/23",14.39
"Currency","2016/04/22",14.39
"Currency","2016/04/21",14.31
"Currency","2016/04/20",14.21
"Currency","2016/04/19",14.29
"Currency","2016/04/18",14.48
"Currency","2016/04/16",14.57
"Currency","2016/04/15",14.61
"Currency","2016/04/14",14.55
"Currency","2016/04/13",14.53
"Currency","2016/04/12",14.70
"Currency","2016/04/11",14.72
"Currency","2016/04/09",15.02
"Currency","2016/04/08",14.93
"Currency","2016/04/07",15.26
"Currency","2016/04/06",15.17
"Currency","2016/04/05",15.16
"Currency","2016/04/04",14.76
"Currency","2016/04/01",14.69
"Currency","2016/03/31",14.72
"Currency","2016/03/30",14.95
"Currency","2016/03/29",15.14
"Currency","2016/03/28",15.54
"Currency","2016/03/25",15.46
"Currency","2016/03/24",15.46
"Currency","2016/03/23",15.38
"Currency","2016/03/22",15.20
"Currency","2016/03/21",15.21
"Currency","2016/03/18",15.22
"Currency","2016/03/17",15.16
"Currency","2016/03/16",15.71
"Currency","2016/03/15",15.93
"Currency","2016/03/14",15.54
"Currency","2016/03/13",15.25
"Currency","2016/03/11",15.27
"Currency","2016/03/10",15.42
"Currency","2016/03/09",15.16
"Currency","2016/03/08",15.43
"Currency","2016/03/07",15.27
"Currency","2016/03/06",15.33
"Currency","2016/03/04",15.64
"Currency","2016/03/03",15.58
"Currency","2016/03/02",15.55
"Currency","2016/03/01",15.59
"Currency","2016/02/29",15.86
"Currency","2016/02/28",16.17
"Currency","2016/02/26",16.18
"Currency","2016/02/25",15.61
"Currency","2016/02/24",15.63
"Currency","2016/02/23",15.24
"Currency","2016/02/22",15.19
"Currency","2016/02/19",15.40
"Currency","2016/02/18",15.43
"Currency","2016/02/17",15.46
"Currency","2016/02/16",15.79
"Currency","2016/02/15",15.72
"Currency","2016/02/12",15.87
"Currency","2016/02/11",15.86
"Currency","2016/02/10",15.89
"Currency","2016/02/09",16.06
"Currency","2016/02/08",16.16
"Currency","2016/02/05",16.00
"Currency","2016/02/04",15.87
"Currency","2016/02/03",16.03
"Currency","2016/02/02",16.23
"Currency","2016/02/01",15.90
"Currency","2016/01/29",15.89
"Currency","2016/01/28",16.19
"Currency","2016/01/27",16.44
"Currency","2016/01/26",16.39
"Currency","2016/01/25",16.54
"Currency","2016/01/22",16.44
"Currency","2016/01/21",16.54
"Currency","2016/01/20",16.75
"Currency","2016/01/19",16.80
"Currency","2016/01/18",16.87
"Currency","2016/01/15",16.79
"Currency","2016/01/14",16.46
"Currency","2016/01/13",16.58
"Currency","2016/01/12",16.66
"Currency","2016/01/11",16.85
"Currency","2016/01/08",16.29
"Currency","2016/01/07",16.08
"Currency","2016/01/06",15.86
"Currency","2016/01/05",15.66
"Currency","2016/01/04",15.63
"Currency","2016/01/03",15.48
"Currency","2016/01/01",15.47
"Currency","2015/12/31",15.47
"Currency","2015/12/30",15.53
"Currency","2015/12/29",15.31
"Currency","2015/12/28",15.31
"Currency","2015/12/25",15.23
"Currency","2015/12/24",15.23
"Currency","2015/12/23",15.22
"Currency","2015/12/22",15.16
"Currency","2015/12/21",15.10
"Currency","2015/12/20",15.09
"Currency","2015/12/18",15.09
"Currency","2015/12/17",15.23
"Currency","2015/12/16",14.94
"Currency","2015/12/15",14.93
"Currency","2015/12/14",15.11
"Currency","2015/12/11",15.90
"Currency","2015/12/10",15.47
"Currency","2015/12/09",14.97
"Currency","2015/12/08",14.59
"Currency","2015/12/07",14.54
"Currency","2015/12/06",14.36
"Currency","2015/12/04",14.37
"Currency","2015/12/03",14.36
"Currency","2015/12/02",14.35
"Currency","2015/12/01",14.44
"Currency","2015/11/30",14.45
"Currency","2015/11/28",14.41
"Currency","2015/11/27",14.41
"Currency","2015/11/26",14.29
"Currency","2015/11/25",14.13
"Currency","2015/11/24",14.03
"Currency","2015/11/23",14.09
"Currency","2015/11/20",13.96
"Currency","2015/11/19",14.03
"Currency","2015/11/18",14.17
"Currency","2015/11/17",14.27
"Currency","2015/11/16",14.31
"Currency","2015/11/13",14.39
"Currency","2015/11/12",14.31
"Currency","2015/11/11",14.15
"Currency","2015/11/10",14.27
"Currency","2015/11/09",14.30
"Currency","2015/11/08",14.17
"Currency","2015/11/06",14.16
"Currency","2015/11/05",13.89
"Currency","2015/11/04",13.96
"Currency","2015/11/03",13.74
"Currency","2015/11/02",13.79
"Currency","2015/11/01",13.80
"Currency","2015/10/30",13.82
"Currency","2015/10/29",13.90
"Currency","2015/10/28",13.71
"Currency","2015/10/27",13.67
"Currency","2015/10/26",13.64
"Currency","2015/10/25",13.63
"Currency","2015/10/23",13.64
"Currency","2015/10/22",13.40
"Currency","2015/10/21",13.53
"Currency","2015/10/20",13.30
"Currency","2015/10/19",13.29
"Currency","2015/10/18",13.09
"Currency","2015/10/16",13.09
"Currency","2015/10/15",13.05
"Currency","2015/10/14",13.23
"Currency","2015/10/13",13.56
"Currency","2015/10/12",13.32
"Currency","2015/10/09",13.35
"Currency","2015/10/08",13.31
"Currency","2015/10/07",13.46
"Currency","2015/10/06",13.52
"Currency","2015/10/05",13.62
"Currency","2015/10/04",13.77
"Currency","2015/10/02",13.73
"Currency","2015/10/01",13.93
"Currency","2015/09/30",13.85
"Currency","2015/09/29",13.98
"Currency","2015/09/28",14.08
"Currency","2015/09/27",13.89
"Currency","2015/09/26",13.91
"Currency","2015/09/25",13.91
"Currency","2015/09/24",13.89
"Currency","2015/09/23",13.89
"Currency","2015/09/22",13.68
"Currency","2015/09/21",13.47
"Currency","2015/09/20",13.32
"Currency","2015/09/18",13.33
"Currency","2015/09/17",13.35
"Currency","2015/09/16",13.28
"Currency","2015/09/15",13.46
"Currency","2015/09/14",13.49
"Currency","2015/09/13",13.56
"Currency","2015/09/11",13.58
"Currency","2015/09/10",13.64
"Currency","2015/09/09",13.80
"Currency","2015/09/08",13.73
"Currency","2015/09/07",13.96
"Currency","2015/09/06",13.87
"Currency","2015/09/04",13.85
"Currency","2015/09/03",13.59
"Currency","2015/09/02",13.46
"Currency","2015/09/01",13.42
"Currency","2015/08/31",13.28
"Currency","2015/08/30",13.30
"Currency","2015/08/28",13.30
"Currency","2015/08/27",13.13
"Currency","2015/08/26",13.13
"Currency","2015/08/25",13.16
"Currency","2015/08/24",13.23
"Currency","2015/08/21",12.97
"Currency","2015/08/20",12.94
"Currency","2015/08/19",12.89
"Currency","2015/08/18",12.90
"Currency","2015/08/17",12.91
"Currency","2015/08/14",12.83
"Currency","2015/08/13",12.79
"Currency","2015/08/12",12.76
"Currency","2015/08/11",12.79
"Currency","2015/08/10",12.66
"Currency","2015/08/07",12.63
"Currency","2015/08/06",12.72
"Currency","2015/08/05",12.80
"Currency","2015/08/04",12.73
"Currency","2015/08/03",12.69
"Currency","2015/07/31",12.68
"Currency","2015/07/30",12.70
"Currency","2015/07/29",12.53
"Currency","2015/07/28",12.57
"Currency","2015/07/27",12.62
"Currency","2015/07/24",12.64
"Currency","2015/07/23",12.45
"Currency","2015/07/22",12.41
"Currency","2015/07/21",12.33
"Currency","2015/07/20",12.44
"Currency","2015/07/17",12.36
"Currency","2015/07/16",12.43
"Currency","2015/07/15",12.42
"Currency","2015/07/14",12.35
"Currency","2015/07/13",12.45
"Currency","2015/07/10",12.45
"Currency","2015/07/09",12.51
"Currency","2015/07/08",12.58
"Currency","2015/07/07",12.47
"Currency","2015/07/06",12.39
"Currency","2015/07/03",12.29
"Currency","2015/07/02",12.25
"Currency","2015/07/01",12.24
"Currency","2015/06/30",12.17
"Currency","2015/06/29",12.24
"Currency","2015/06/26",12.20
"Currency","2015/06/25",12.10
"Currency","2015/06/24",12.15
"Currency","2015/06/23",12.17
"Currency","2015/06/22",12.11
"Currency","2015/06/19",12.16
"Currency","2015/06/18",12.25
"Currency","2015/06/17",12.26
"Currency","2015/06/16",12.37
"Currency","2015/06/15",12.40
"Currency","2015/06/12",12.38
"Currency","2015/06/11",12.36
"Currency","2015/06/10",12.32
"Currency","2015/06/09",12.43
"Currency","2015/06/08",12.47
"Currency","2015/06/05",12.58
"Currency","2015/06/04",12.38
"Currency","2015/06/03",12.31
"Currency","2015/06/02",12.19
"Currency","2015/06/01",12.26
"Currency","2015/05/29",12.15
"Currency","2015/05/28",12.14
"Currency","2015/05/27",12.03
"Currency","2015/05/26",12.08
"Currency","2015/05/25",11.96
"Currency","2015/05/22",11.89
"Currency","2015/05/21",11.82
"Currency","2015/05/20",11.84
"Currency","2015/05/19",11.91
"Currency","2015/05/18",11.88
"Currency","2015/05/15",11.77
"Currency","2015/05/14",11.78
"Currency","2015/05/13",11.89
"Currency","2015/05/12",12.06
"Currency","2015/05/11",12.08
"Currency","2015/05/08",11.92
"Currency","2015/05/07",12.01
"Currency","2015/05/06",12.01
"Currency","2015/05/05",11.98
"Currency","2015/05/04",12.06
"Currency","2015/05/01",12.07
"Currency","2015/04/30",11.91
"Currency","2015/04/29",11.78
"Currency","2015/04/28",11.86
"Currency","2015/04/27",12.00
"Currency","2015/04/24",12.12
"Currency","2015/04/23",12.12
"Currency","2015/04/22",12.22
"Currency","2015/04/21",12.12
"Currency","2015/04/20",12.14
"Currency","2015/04/17",12.06
"Currency","2015/04/16",11.96
"Currency","2015/04/15",12.06
"Currency","2015/04/14",12.01
"Currency","2015/04/13",12.14
"Currency","2015/04/10",11.99
