"Indicator","Time","Value (USD/LSL)"
"Currency","1998/03/20",4.98
"Currency","1998/03/19",4.98
"Currency","1998/03/18",4.97
"Currency","1998/03/17",4.97
"Currency","1998/03/16",4.97
"Currency","1998/03/13",4.98
"Currency","1998/03/12",4.98
"Currency","1998/03/11",4.98
"Currency","1998/03/10",4.97
"Currency","1998/03/09",4.99
"Currency","1998/03/06",4.99
"Currency","1998/03/05",4.93
"Currency","1998/03/04",4.93
"Currency","1998/03/03",4.93
"Currency","1998/03/02",4.93
"Currency","1998/02/27",4.94
"Currency","1998/02/26",4.95
"Currency","1998/02/25",4.94
"Currency","1998/02/24",4.94
"Currency","1998/02/23",4.95
"Currency","1998/02/20",4.94
"Currency","1998/02/19",4.94
"Currency","1998/02/18",4.95
"Currency","1998/02/17",4.94
"Currency","1998/02/16",4.94
"Currency","1998/02/13",4.94
"Currency","1998/02/12",4.93
"Currency","1998/02/11",4.93
"Currency","1998/02/10",4.92
"Currency","1998/02/09",4.91
"Currency","1998/02/06",4.90
"Currency","1998/02/05",4.91
"Currency","1998/02/04",4.92
"Currency","1998/02/03",4.94
"Currency","1998/02/02",4.93
"Currency","1998/01/30",4.94
"Currency","1998/01/29",4.92
"Currency","1998/01/28",4.92
"Currency","1998/01/27",4.90
"Currency","1998/01/26",4.90
"Currency","1998/01/23",4.92
"Currency","1998/01/22",4.94
"Currency","1998/01/21",4.96
"Currency","1998/01/20",4.98
"Currency","1998/01/19",4.97
"Currency","1998/01/16",4.97
"Currency","1998/01/15",4.98
"Currency","1998/01/14",4.98
"Currency","1998/01/13",4.98
"Currency","1998/01/12",4.99
"Currency","1998/01/09",4.94
"Currency","1998/01/08",4.95
"Currency","1998/01/07",4.92
"Currency","1998/01/06",4.94
"Currency","1998/01/05",4.92
"Currency","1998/01/02",4.86
"Currency","1998/01/01",4.86
"Currency","1997/12/31",4.86
"Currency","1997/12/30",4.86
"Currency","1997/12/29",4.86
"Currency","1997/12/26",4.86
"Currency","1997/12/25",4.86
"Currency","1997/12/24",4.86
"Currency","1997/12/23",4.86
"Currency","1997/12/22",4.86
"Currency","1997/12/19",4.87
"Currency","1997/12/18",4.86
"Currency","1997/12/17",4.86
"Currency","1997/12/16",4.88
"Currency","1997/12/15",4.89
"Currency","1997/12/12",4.89
"Currency","1997/12/11",4.90
"Currency","1997/12/10",4.90
"Currency","1997/12/09",4.88
"Currency","1997/12/08",4.86
"Currency","1997/12/05",4.87
"Currency","1997/12/04",4.86
"Currency","1997/12/03",4.86
"Currency","1997/12/02",4.86
"Currency","1997/12/01",4.87
"Currency","1997/11/28",4.85
"Currency","1997/11/27",4.85
"Currency","1997/11/26",4.85
"Currency","1997/11/25",4.85
"Currency","1997/11/24",4.84
"Currency","1997/11/21",4.83
"Currency","1997/11/20",4.84
"Currency","1997/11/19",4.86
"Currency","1997/11/18",4.85
"Currency","1997/11/17",4.85
"Currency","1997/11/14",4.85
"Currency","1997/11/13",4.84
"Currency","1997/11/12",4.83
"Currency","1997/11/11",4.81
"Currency","1997/11/10",4.82
"Currency","1997/11/07",4.84
"Currency","1997/11/06",4.82
"Currency","1997/11/05",4.82
"Currency","1997/11/04",4.83
"Currency","1997/11/03",4.78
"Currency","1997/10/31",4.79
"Currency","1997/10/30",4.79
"Currency","1997/10/29",4.79
"Currency","1997/10/28",4.79
"Currency","1997/10/27",4.79
"Currency","1997/10/24",4.73
"Currency","1997/10/23",4.72
"Currency","1997/10/22",4.72
"Currency","1997/10/21",4.70
"Currency","1997/10/20",4.69
"Currency","1997/10/17",4.68
"Currency","1997/10/16",4.68
"Currency","1997/10/15",4.67
"Currency","1997/10/14",4.67
"Currency","1997/10/13",4.67
"Currency","1997/10/10",4.67
"Currency","1997/10/09",4.67
"Currency","1997/10/08",4.67
"Currency","1997/10/07",4.67
"Currency","1997/10/06",4.69
"Currency","1997/10/03",4.69
"Currency","1997/10/02",4.69
"Currency","1997/10/01",4.69
"Currency","1997/09/30",4.69
"Currency","1997/09/29",4.69
"Currency","1997/09/26",4.69
"Currency","1997/09/25",4.69
"Currency","1997/09/24",4.69
"Currency","1997/09/23",4.68
"Currency","1997/09/22",4.68
"Currency","1997/09/19",4.68
"Currency","1997/09/18",4.68
"Currency","1997/09/17",4.68
"Currency","1997/09/16",4.68
"Currency","1997/09/15",4.69
"Currency","1997/09/12",4.69
"Currency","1997/09/11",4.70
"Currency","1997/09/10",4.71
"Currency","1997/09/09",4.69
"Currency","1997/09/08",4.69
"Currency","1997/09/05",4.69
"Currency","1997/09/04",4.69
"Currency","1997/09/03",4.69
"Currency","1997/09/02",4.69
"Currency","1997/09/01",4.69
"Currency","1997/08/29",4.69
"Currency","1997/08/28",4.69
"Currency","1997/08/27",4.69
"Currency","1997/08/26",4.69
"Currency","1997/08/25",4.66
"Currency","1997/08/22",4.66
"Currency","1997/08/21",4.66
"Currency","1997/08/20",4.66
"Currency","1997/08/19",4.66
"Currency","1997/08/18",4.66
"Currency","1997/08/15",4.66
"Currency","1997/08/14",4.66
"Currency","1997/08/13",4.66
"Currency","1997/08/12",4.67
"Currency","1997/08/11",4.67
"Currency","1997/08/08",4.68
"Currency","1997/08/07",4.70
"Currency","1997/08/06",4.65
"Currency","1997/08/05",4.65
"Currency","1997/08/04",4.66
"Currency","1997/08/01",4.61
"Currency","1997/07/31",4.61
"Currency","1997/07/30",4.59
"Currency","1997/07/29",4.58
"Currency","1997/07/28",4.57
"Currency","1997/07/25",4.56
"Currency","1997/07/24",4.57
"Currency","1997/07/23",4.57
"Currency","1997/07/22",4.57
"Currency","1997/07/21",4.57
"Currency","1997/07/18",4.56
"Currency","1997/07/17",4.56
"Currency","1997/07/16",4.55
"Currency","1997/07/15",4.56
"Currency","1997/07/14",4.55
"Currency","1997/07/11",4.55
"Currency","1997/07/10",4.55
"Currency","1997/07/09",4.56
"Currency","1997/07/08",4.54
"Currency","1997/07/07",4.53
"Currency","1997/07/04",4.52
"Currency","1997/07/03",4.53
"Currency","1997/07/02",4.54
"Currency","1997/07/01",4.53
"Currency","1997/06/30",4.52
"Currency","1997/06/27",4.51
"Currency","1997/06/26",4.50
"Currency","1997/06/25",4.50
"Currency","1997/06/24",4.50
"Currency","1997/06/23",4.50
"Currency","1997/06/20",4.51
"Currency","1997/06/19",4.52
"Currency","1997/06/18",4.52
"Currency","1997/06/17",4.51
"Currency","1997/06/16",4.50
"Currency","1997/06/13",4.50
"Currency","1997/06/12",4.50
"Currency","1997/06/11",4.50
"Currency","1997/06/10",4.50
"Currency","1997/06/09",4.49
"Currency","1997/06/06",4.48
"Currency","1997/06/05",4.49
"Currency","1997/06/04",4.47
"Currency","1997/06/03",4.46
"Currency","1997/06/02",4.48
"Currency","1997/05/30",4.47
"Currency","1997/05/29",4.48
"Currency","1997/05/28",4.48
"Currency","1997/05/27",4.48
"Currency","1997/05/26",4.48
"Currency","1997/05/23",4.48
"Currency","1997/05/22",4.47
"Currency","1997/05/21",4.47
"Currency","1997/05/20",4.47
"Currency","1997/05/19",4.48
"Currency","1997/05/16",4.48
"Currency","1997/05/15",4.48
"Currency","1997/05/14",4.47
"Currency","1997/05/13",4.46
"Currency","1997/05/12",4.46
"Currency","1997/05/09",4.46
"Currency","1997/05/08",4.48
"Currency","1997/05/07",4.45
"Currency","1997/05/06",4.46
"Currency","1997/05/05",4.45
"Currency","1997/05/02",4.45
"Currency","1997/05/01",4.45
"Currency","1997/04/30",4.44
"Currency","1997/04/29",4.44
"Currency","1997/04/28",4.45
"Currency","1997/04/25",4.44
"Currency","1997/04/24",4.45
"Currency","1997/04/23",4.44
"Currency","1997/04/22",4.45
"Currency","1997/04/21",4.44
"Currency","1997/04/18",4.46
"Currency","1997/04/17",4.46
"Currency","1997/04/16",4.46
"Currency","1997/04/15",4.46
"Currency","1997/04/14",4.46
"Currency","1997/04/11",4.46
"Currency","1997/04/10",4.46
"Currency","1997/04/09",4.43
"Currency","1997/04/08",4.43
"Currency","1997/04/07",4.42
"Currency","1997/04/04",4.42
"Currency","1997/04/03",4.42
"Currency","1997/04/02",4.42
"Currency","1997/04/01",4.40
"Currency","1997/03/31",4.42
"Currency","1997/03/28",4.42
"Currency","1997/03/27",4.42
"Currency","1997/03/26",4.42
"Currency","1997/03/25",4.42
"Currency","1997/03/24",4.43
"Currency","1997/03/21",4.43
"Currency","1997/03/20",4.44
"Currency","1997/03/19",4.43
"Currency","1997/03/18",4.42
"Currency","1997/03/17",4.43
"Currency","1997/03/14",4.44
"Currency","1997/03/13",4.40
"Currency","1997/03/12",4.40
"Currency","1997/03/11",4.43
"Currency","1997/03/10",4.43
"Currency","1997/03/07",4.46
"Currency","1997/03/06",4.46
"Currency","1997/03/05",4.45
"Currency","1997/03/04",4.45
"Currency","1997/03/03",4.47
"Currency","1997/02/28",4.47
"Currency","1997/02/27",4.46
"Currency","1997/02/26",4.44
"Currency","1997/02/25",4.42
"Currency","1997/02/24",4.44
"Currency","1997/02/21",4.48
"Currency","1997/02/20",4.48
"Currency","1997/02/19",4.48
"Currency","1997/02/18",4.46
"Currency","1997/02/17",4.41
"Currency","1997/02/14",4.42
"Currency","1997/02/13",4.41
"Currency","1997/02/12",4.41
"Currency","1997/02/11",4.41
"Currency","1997/02/10",4.39
"Currency","1997/02/07",4.44
"Currency","1997/02/06",4.47
"Currency","1997/02/05",4.49
"Currency","1997/02/04",4.53
"Currency","1997/02/03",4.53
"Currency","1997/01/31",4.57
"Currency","1997/01/30",4.56
"Currency","1997/01/29",4.57
"Currency","1997/01/28",4.57
"Currency","1997/01/27",4.60
"Currency","1997/01/24",4.61
"Currency","1997/01/23",4.62
"Currency","1997/01/22",4.62
"Currency","1997/01/21",4.65
"Currency","1997/01/20",4.64
"Currency","1997/01/17",4.66
"Currency","1997/01/16",4.65
"Currency","1997/01/15",4.65
"Currency","1997/01/14",4.66
"Currency","1997/01/13",4.67
"Currency","1997/01/10",4.68
"Currency","1997/01/09",4.67
"Currency","1997/01/08",4.69
"Currency","1997/01/07",4.66
"Currency","1997/01/06",4.70
"Currency","1997/01/03",4.70
"Currency","1997/01/02",4.69
"Currency","1997/01/01",4.68
"Currency","1996/12/31",4.68
"Currency","1996/12/30",4.68
"Currency","1996/12/27",4.68
"Currency","1996/12/26",4.69
"Currency","1996/12/25",4.69
"Currency","1996/12/24",4.69
"Currency","1996/12/23",4.69
"Currency","1996/12/20",4.68
"Currency","1996/12/19",4.68
"Currency","1996/12/18",4.68
"Currency","1996/12/17",4.72
"Currency","1996/12/16",4.72
"Currency","1996/12/13",4.74
"Currency","1996/12/12",4.75
"Currency","1996/12/11",4.67
"Currency","1996/12/10",4.69
"Currency","1996/12/09",4.69
"Currency","1996/12/06",4.66
"Currency","1996/12/05",4.67
"Currency","1996/12/04",4.67
"Currency","1996/12/03",4.66
"Currency","1996/12/02",4.64
"Currency","1996/11/29",4.61
"Currency","1996/11/28",4.58
"Currency","1996/11/27",4.55
"Currency","1996/11/26",4.59
"Currency","1996/11/25",4.60
"Currency","1996/11/22",4.61
"Currency","1996/11/21",4.59
"Currency","1996/11/20",4.66
"Currency","1996/11/19",4.63
"Currency","1996/11/18",4.66
"Currency","1996/11/15",4.68
"Currency","1996/11/14",4.69
"Currency","1996/11/13",4.68
"Currency","1996/11/12",4.67
"Currency","1996/11/11",4.70
"Currency","1996/11/08",4.71
"Currency","1996/11/07",4.70
"Currency","1996/11/06",4.71
"Currency","1996/11/05",4.71
"Currency","1996/11/04",4.70
"Currency","1996/11/01",4.68
"Currency","1996/10/31",4.70
"Currency","1996/10/30",4.73
"Currency","1996/10/29",4.69
"Currency","1996/10/28",4.64
"Currency","1996/10/25",4.62
"Currency","1996/10/24",4.58
"Currency","1996/10/23",4.57
"Currency","1996/10/22",4.57
"Currency","1996/10/21",4.56
"Currency","1996/10/18",4.55
"Currency","1996/10/17",4.55
"Currency","1996/10/16",4.55
"Currency","1996/10/15",4.54
"Currency","1996/10/14",4.54
"Currency","1996/10/11",4.54
"Currency","1996/10/10",4.55
"Currency","1996/10/09",4.54
"Currency","1996/10/08",4.54
"Currency","1996/10/07",4.54
"Currency","1996/10/04",4.54
"Currency","1996/10/03",4.53
"Currency","1996/10/02",4.50
"Currency","1996/10/01",4.53
"Currency","1996/09/30",4.54
"Currency","1996/09/27",4.53
"Currency","1996/09/26",4.54
"Currency","1996/09/25",4.51
"Currency","1996/09/24",4.51
"Currency","1996/09/23",4.51
"Currency","1996/09/20",4.51
"Currency","1996/09/19",4.50
"Currency","1996/09/18",4.49
"Currency","1996/09/17",4.49
"Currency","1996/09/16",4.49
"Currency","1996/09/13",4.50
"Currency","1996/09/12",4.50
"Currency","1996/09/11",4.48
"Currency","1996/09/10",4.49
"Currency","1996/09/09",4.49
"Currency","1996/09/06",4.51
"Currency","1996/09/05",4.49
"Currency","1996/09/04",4.48
"Currency","1996/09/03",4.49
"Currency","1996/09/02",4.47
"Currency","1996/08/30",4.49
"Currency","1996/08/29",4.51
"Currency","1996/08/28",4.51
"Currency","1996/08/27",4.52
"Currency","1996/08/26",4.54
"Currency","1996/08/23",4.54
"Currency","1996/08/22",4.56
"Currency","1996/08/21",4.56
"Currency","1996/08/20",4.57
"Currency","1996/08/19",4.58
"Currency","1996/08/16",4.55
"Currency","1996/08/15",4.57
"Currency","1996/08/14",4.56
"Currency","1996/08/13",4.54
"Currency","1996/08/12",4.54
"Currency","1996/08/09",4.53
"Currency","1996/08/08",4.53
"Currency","1996/08/07",4.50
"Currency","1996/08/06",4.48
"Currency","1996/08/05",4.46
"Currency","1996/08/02",4.48
"Currency","1996/08/01",4.50
"Currency","1996/07/31",4.52
"Currency","1996/07/30",4.47
"Currency","1996/07/29",4.45
"Currency","1996/07/26",4.45
"Currency","1996/07/25",4.44
"Currency","1996/07/24",4.42
"Currency","1996/07/23",4.43
"Currency","1996/07/22",4.39
"Currency","1996/07/19",4.39
"Currency","1996/07/18",4.39
"Currency","1996/07/17",4.39
"Currency","1996/07/16",4.43
"Currency","1996/07/15",4.43
"Currency","1996/07/12",4.41
"Currency","1996/07/11",4.35
"Currency","1996/07/10",4.33
"Currency","1996/07/09",4.33
"Currency","1996/07/08",4.34
"Currency","1996/07/05",4.34
"Currency","1996/07/04",4.34
"Currency","1996/07/03",4.33
"Currency","1996/07/02",4.33
"Currency","1996/07/01",4.33
"Currency","1996/06/28",4.33
"Currency","1996/06/27",4.34
"Currency","1996/06/26",4.33
"Currency","1996/06/25",4.35
"Currency","1996/06/24",4.36
"Currency","1996/06/21",4.36
"Currency","1996/06/20",4.36
"Currency","1996/06/19",4.35
"Currency","1996/06/18",4.35
"Currency","1996/06/17",4.34
"Currency","1996/06/14",4.36
"Currency","1996/06/13",4.32
"Currency","1996/06/12",4.33
"Currency","1996/06/11",4.35
"Currency","1996/06/10",4.35
"Currency","1996/06/07",4.36
"Currency","1996/06/06",4.35
"Currency","1996/06/05",4.37
"Currency","1996/06/04",4.37
"Currency","1996/06/03",4.35
"Currency","1996/05/31",4.36
"Currency","1996/05/30",4.38
"Currency","1996/05/29",4.38
"Currency","1996/05/28",4.40
"Currency","1996/05/27",4.36
"Currency","1996/05/24",4.36
"Currency","1996/05/23",4.36
"Currency","1996/05/22",4.35
"Currency","1996/05/21",4.33
"Currency","1996/05/20",4.32
"Currency","1996/05/17",4.32
"Currency","1996/05/16",4.36
"Currency","1996/05/15",4.32
"Currency","1996/05/14",4.29
"Currency","1996/05/13",4.36
"Currency","1996/05/10",4.39
"Currency","1996/05/09",4.49
"Currency","1996/05/08",4.48
"Currency","1996/05/07",4.39
"Currency","1996/05/06",4.39
"Currency","1996/05/03",4.39
"Currency","1996/05/02",4.38
"Currency","1996/05/01",4.33
"Currency","1996/04/30",4.33
"Currency","1996/04/29",4.37
"Currency","1996/04/26",4.42
"Currency","1996/04/25",4.42
"Currency","1996/04/24",4.26
"Currency","1996/04/23",4.24
"Currency","1996/04/22",4.25
"Currency","1996/04/19",4.27
"Currency","1996/04/18",4.25
"Currency","1996/04/17",4.23
"Currency","1996/04/16",4.24
"Currency","1996/04/15",4.21
"Currency","1996/04/12",4.16
"Currency","1996/04/11",4.16
"Currency","1996/04/10",4.19
"Currency","1996/04/09",4.16
"Currency","1996/04/08",4.11
"Currency","1996/04/05",4.11
"Currency","1996/04/04",4.11
"Currency","1996/04/03",4.13
"Currency","1996/04/02",4.01
"Currency","1996/04/01",4.00
"Currency","1996/03/29",3.98
"Currency","1996/03/28",4.00
"Currency","1996/03/27",3.98
"Currency","1996/03/26",3.94
"Currency","1996/03/25",3.93
"Currency","1996/03/22",3.92
"Currency","1996/03/21",3.92
"Currency","1996/03/20",3.93
"Currency","1996/03/19",3.93
"Currency","1996/03/18",3.93
"Currency","1996/03/15",3.93
"Currency","1996/03/14",3.94
"Currency","1996/03/13",3.89
"Currency","1996/03/12",3.91
"Currency","1996/03/11",3.94
"Currency","1996/03/08",3.93
"Currency","1996/03/07",3.91
"Currency","1996/03/06",3.87
"Currency","1996/03/05",3.87
"Currency","1996/03/04",3.90
"Currency","1996/03/01",3.90
"Currency","1996/02/29",3.86
"Currency","1996/02/28",3.82
"Currency","1996/02/27",3.83
"Currency","1996/02/26",3.82
"Currency","1996/02/23",3.86
"Currency","1996/02/22",3.89
"Currency","1996/02/21",3.97
"Currency","1996/02/20",3.87
"Currency","1996/02/19",3.83
"Currency","1996/02/16",3.78
"Currency","1996/02/15",3.66
"Currency","1996/02/14",3.65
"Currency","1996/02/13",3.65
"Currency","1996/02/12",3.65
"Currency","1996/02/09",3.65
"Currency","1996/02/08",3.65
"Currency","1996/02/07",3.64
"Currency","1996/02/06",3.64
"Currency","1996/02/05",3.64
"Currency","1996/02/02",3.65
"Currency","1996/02/01",3.65
"Currency","1996/01/31",3.65
"Currency","1996/01/30",3.65
"Currency","1996/01/29",3.65
"Currency","1996/01/26",3.65
"Currency","1996/01/25",3.65
"Currency","1996/01/24",3.65
"Currency","1996/01/23",3.65
"Currency","1996/01/22",3.65
"Currency","1996/01/19",3.65
"Currency","1996/01/18",3.64
"Currency","1996/01/17",3.64
"Currency","1996/01/16",3.64
"Currency","1996/01/15",3.63
"Currency","1996/01/12",3.63
"Currency","1996/01/11",3.63
"Currency","1996/01/10",3.62
"Currency","1996/01/09",3.63
"Currency","1996/01/08",3.63
"Currency","1996/01/05",3.63
"Currency","1996/01/04",3.63
"Currency","1996/01/03",3.63
"Currency","1996/01/02",3.64
"Currency","1996/01/01",3.65
"Currency","1995/12/29",3.65
"Currency","1995/12/28",3.65
"Currency","1995/12/27",3.65
"Currency","1995/12/26",3.66
"Currency","1995/12/25",3.66
"Currency","1995/12/22",3.66
"Currency","1995/12/21",3.66
"Currency","1995/12/20",3.66
"Currency","1995/12/19",3.67
"Currency","1995/12/18",3.66
"Currency","1995/12/15",3.67
"Currency","1995/12/14",3.67
"Currency","1995/12/13",3.67
"Currency","1995/12/12",3.67
"Currency","1995/12/11",3.67
"Currency","1995/12/08",3.67
"Currency","1995/12/07",3.67
"Currency","1995/12/06",3.67
"Currency","1995/12/05",3.66
"Currency","1995/12/04",3.66
"Currency","1995/12/01",3.67
"Currency","1995/11/30",3.67
"Currency","1995/11/29",3.66
"Currency","1995/11/28",3.66
"Currency","1995/11/27",3.66
"Currency","1995/11/24",3.65
"Currency","1995/11/23",3.65
"Currency","1995/11/22",3.65
"Currency","1995/11/21",3.65
"Currency","1995/11/20",3.65
"Currency","1995/11/17",3.65
"Currency","1995/11/16",3.64
"Currency","1995/11/15",3.64
"Currency","1995/11/14",3.64
"Currency","1995/11/13",3.63
"Currency","1995/11/10",3.63
"Currency","1995/11/09",3.64
"Currency","1995/11/08",3.64
"Currency","1995/11/07",3.64
"Currency","1995/11/06",3.64
"Currency","1995/11/03",3.65
"Currency","1995/11/02",3.65
"Currency","1995/11/01",3.65
"Currency","1995/10/31",3.65
"Currency","1995/10/30",3.65
"Currency","1995/10/27",3.62
"Currency","1995/10/26",3.62
"Currency","1995/10/25",3.62
"Currency","1995/10/24",3.62
"Currency","1995/10/23",3.62
"Currency","1995/10/20",3.65
"Currency","1995/10/19",3.65
"Currency","1995/10/18",3.65
"Currency","1995/10/17",3.65
"Currency","1995/10/16",3.65
"Currency","1995/10/13",3.65
"Currency","1995/10/12",3.66
"Currency","1995/10/11",3.65
"Currency","1995/10/10",3.65
"Currency","1995/10/09",3.65
"Currency","1995/10/06",3.66
"Currency","1995/10/05",3.66
"Currency","1995/10/04",3.66
"Currency","1995/10/03",3.66
"Currency","1995/10/02",3.66
"Currency","1995/09/29",3.65
"Currency","1995/09/28",3.65
"Currency","1995/09/27",3.65
"Currency","1995/09/26",3.65
"Currency","1995/09/25",3.65
"Currency","1995/09/22",3.65
"Currency","1995/09/21",3.66
"Currency","1995/09/20",3.67
"Currency","1995/09/19",3.68
"Currency","1995/09/18",3.67
"Currency","1995/09/15",3.67
"Currency","1995/09/14",3.67
"Currency","1995/09/13",3.67
"Currency","1995/09/12",3.66
"Currency","1995/09/11",3.66
"Currency","1995/09/08",3.67
"Currency","1995/09/07",3.66
"Currency","1995/09/06",3.66
"Currency","1995/09/05",3.66
"Currency","1995/09/04",3.66
"Currency","1995/09/01",3.66
"Currency","1995/08/31",3.66
"Currency","1995/08/30",3.66
"Currency","1995/08/29",3.66
"Currency","1995/08/28",3.66
"Currency","1995/08/25",3.66
"Currency","1995/08/24",3.63
"Currency","1995/08/23",3.63
"Currency","1995/08/22",3.63
"Currency","1995/08/21",3.63
"Currency","1995/08/18",3.63
"Currency","1995/08/17",3.63
"Currency","1995/08/16",3.63
"Currency","1995/08/15",3.63
"Currency","1995/08/14",3.63
"Currency","1995/08/11",3.63
"Currency","1995/08/10",3.63
"Currency","1995/08/09",3.63
"Currency","1995/08/08",3.63
"Currency","1995/08/07",3.63
"Currency","1995/08/04",3.63
"Currency","1995/08/03",3.63
"Currency","1995/08/02",3.63
"Currency","1995/08/01",3.63
"Currency","1995/07/31",3.63
"Currency","1995/07/28",3.63
"Currency","1995/07/27",3.63
"Currency","1995/07/26",3.63
"Currency","1995/07/25",3.63
"Currency","1995/07/24",3.63
"Currency","1995/07/21",3.63
"Currency","1995/07/20",3.63
"Currency","1995/07/19",3.63
"Currency","1995/07/18",3.63
"Currency","1995/07/17",3.63
"Currency","1995/07/14",3.63
"Currency","1995/07/13",3.63
"Currency","1995/07/12",3.63
"Currency","1995/07/11",3.63
"Currency","1995/07/10",3.63
"Currency","1995/07/07",3.63
"Currency","1995/07/06",3.63
"Currency","1995/07/05",3.63
"Currency","1995/07/04",3.63
"Currency","1995/07/03",3.63
"Currency","1995/06/30",3.63
"Currency","1995/06/29",3.63
"Currency","1995/06/28",3.63
"Currency","1995/06/27",3.63
"Currency","1995/06/26",3.63
"Currency","1995/06/23",3.63
"Currency","1995/06/22",3.63
"Currency","1995/06/21",3.63
"Currency","1995/06/20",3.63
"Currency","1995/06/19",3.63
"Currency","1995/06/16",3.63
"Currency","1995/06/15",3.63
"Currency","1995/06/14",3.63
"Currency","1995/06/13",3.63
"Currency","1995/06/12",3.63
"Currency","1995/06/09",3.63
"Currency","1995/06/08",3.63
"Currency","1995/06/07",3.63
"Currency","1995/06/06",3.63
"Currency","1995/06/05",3.63
"Currency","1995/06/02",3.63
"Currency","1995/06/01",3.63
"Currency","1995/05/31",3.63
"Currency","1995/05/30",3.63
"Currency","1995/05/29",3.63
"Currency","1995/05/26",3.63
"Currency","1995/05/25",3.63
"Currency","1995/05/24",3.63
"Currency","1995/05/23",3.63
"Currency","1995/05/22",3.63
"Currency","1995/05/19",3.63
"Currency","1995/05/18",3.63
"Currency","1995/05/17",3.63
"Currency","1995/05/16",3.63
"Currency","1995/05/15",3.63
"Currency","1995/05/12",3.63
"Currency","1995/05/11",3.63
"Currency","1995/05/10",3.63
"Currency","1995/05/09",3.63
"Currency","1995/05/08",3.63
"Currency","1995/05/05",3.63
"Currency","1995/05/04",3.63
"Currency","1995/05/03",3.63
"Currency","1995/05/02",3.63
"Currency","1995/05/01",3.63
"Currency","1995/04/28",3.63
"Currency","1995/04/27",3.63
"Currency","1995/04/26",3.63
"Currency","1995/04/25",3.63
"Currency","1995/04/24",3.63
"Currency","1995/04/21",3.63
"Currency","1995/04/20",3.63
"Currency","1995/04/19",3.63
"Currency","1995/04/18",3.63
"Currency","1995/04/17",3.63
"Currency","1995/04/14",3.63
"Currency","1995/04/13",3.63
"Currency","1995/04/12",3.63
"Currency","1995/04/11",3.63
"Currency","1995/04/10",3.63
"Currency","1995/04/07",3.63
"Currency","1995/04/06",3.63
"Currency","1995/04/05",3.63
"Currency","1995/04/04",3.63
"Currency","1995/04/03",3.63
"Currency","1995/03/31",3.63
"Currency","1995/03/30",3.63
"Currency","1995/03/29",3.63
"Currency","1995/03/28",3.63
"Currency","1995/03/27",3.63
"Currency","1995/03/24",3.63
"Currency","1995/03/23",3.63
"Currency","1995/03/22",3.63
"Currency","1995/03/21",3.63
"Currency","1995/03/20",3.63
"Currency","1995/03/17",3.63
"Currency","1995/03/16",3.63
"Currency","1995/03/15",3.63
"Currency","1995/03/14",3.63
"Currency","1995/03/13",3.61
"Currency","1995/03/10",3.61
"Currency","1995/03/09",3.61
"Currency","1995/03/08",3.57
"Currency","1995/03/07",3.57
"Currency","1995/03/06",3.55
"Currency","1995/03/03",3.57
"Currency","1995/03/02",3.60
"Currency","1995/03/01",3.60
"Currency","1995/02/28",3.60
"Currency","1995/02/27",3.60
"Currency","1995/02/24",3.62
"Currency","1995/02/23",3.61
"Currency","1995/02/22",3.59
"Currency","1995/02/21",3.55
"Currency","1995/02/20",3.53
"Currency","1995/02/17",3.54
"Currency","1995/02/16",3.54
"Currency","1995/02/15",3.54
"Currency","1995/02/14",3.55
"Currency","1995/02/13",3.54
"Currency","1995/02/10",3.55
"Currency","1995/02/09",3.55
"Currency","1995/02/08",3.55
"Currency","1995/02/07",3.55
"Currency","1995/02/06",3.54
"Currency","1995/02/03",3.54
"Currency","1995/02/02",3.54
"Currency","1995/02/01",3.54
"Currency","1995/01/31",3.54
"Currency","1995/01/30",3.54
"Currency","1995/01/27",3.54
"Currency","1995/01/26",3.54
"Currency","1995/01/25",3.54
"Currency","1995/01/24",3.54
"Currency","1995/01/23",3.54
"Currency","1995/01/20",3.54
"Currency","1995/01/19",3.54
"Currency","1995/01/18",3.54
"Currency","1995/01/17",3.54
"Currency","1995/01/16",3.54
"Currency","1995/01/13",3.54
"Currency","1995/01/12",3.54
"Currency","1995/01/11",3.54
"Currency","1995/01/10",3.54
"Currency","1995/01/09",3.54
"Currency","1995/01/06",3.54
"Currency","1995/01/05",3.54
"Currency","1995/01/04",3.54
"Currency","1995/01/03",3.54
"Currency","1995/01/02",3.54
"Currency","1994/12/30",3.54
"Currency","1994/12/29",3.54
"Currency","1994/12/28",3.54
"Currency","1994/12/27",3.54
"Currency","1994/12/26",3.54
"Currency","1994/12/23",3.54
"Currency","1994/12/22",3.54
"Currency","1994/12/21",3.54
"Currency","1994/12/20",3.54
"Currency","1994/12/19",3.54
"Currency","1994/12/16",3.54
"Currency","1994/12/15",3.54
"Currency","1994/12/14",3.54
"Currency","1994/12/13",3.54
"Currency","1994/12/12",3.54
"Currency","1994/12/09",3.54
"Currency","1994/12/08",3.54
"Currency","1994/12/07",3.54
"Currency","1994/12/06",3.54
"Currency","1994/12/05",3.54
"Currency","1994/12/02",3.54
"Currency","1994/12/01",3.54
"Currency","1994/11/30",3.54
"Currency","1994/11/29",3.54
"Currency","1994/11/28",3.54
"Currency","1994/11/25",3.54
"Currency","1994/11/24",3.54
"Currency","1994/11/23",3.54
"Currency","1994/11/22",3.54
"Currency","1994/11/21",3.54
"Currency","1994/11/18",3.54
"Currency","1994/11/17",3.53
"Currency","1994/11/16",3.53
