"Indicator","Time","Value (USD/MGA)"
"Currency","2006/06/19",2210.00
"Currency","2006/06/16",2173.00
"Currency","2006/06/15",2215.00
"Currency","2006/06/14",2212.00
"Currency","2006/06/13",2210.00
"Currency","2006/06/12",2195.00
"Currency","2006/06/09",2200.00
"Currency","2006/06/08",2205.00
"Currency","2006/06/07",2170.00
"Currency","2006/06/06",2192.00
"Currency","2006/06/05",2145.00
"Currency","2006/06/02",2175.00
"Currency","2006/06/01",2172.50
"Currency","2006/05/31",2163.50
"Currency","2006/05/30",2172.00
"Currency","2006/05/29",2173.00
"Currency","2006/05/26",2175.00
"Currency","2006/05/25",2142.50
"Currency","2006/05/24",2190.00
"Currency","2006/05/23",2180.00
"Currency","2006/05/22",2198.00
"Currency","2006/05/19",2195.00
"Currency","2006/05/18",2190.00
"Currency","2006/05/17",2195.00
"Currency","2006/05/16",2184.00
"Currency","2006/05/15",2185.00
"Currency","2006/05/12",2180.00
"Currency","2006/05/11",2205.00
"Currency","2006/05/10",2190.00
"Currency","2006/05/09",2188.00
"Currency","2006/05/08",2155.00
"Currency","2006/05/05",2200.00
"Currency","2006/05/04",2210.00
"Currency","2006/05/03",2165.00
"Currency","2006/05/02",2213.00
"Currency","2006/05/01",2165.00
"Currency","2006/04/28",2215.00
"Currency","2006/04/27",2214.00
"Currency","2006/04/26",2186.00
"Currency","2006/04/25",2225.00
"Currency","2006/04/24",2181.00
"Currency","2006/04/21",2220.00
"Currency","2006/04/20",2210.00
"Currency","2006/04/19",2225.00
"Currency","2006/04/18",2220.00
"Currency","2006/04/17",2245.00
"Currency","2006/04/14",2190.00
"Currency","2006/04/13",2240.00
"Currency","2006/04/12",2194.00
"Currency","2006/04/11",2230.00
"Currency","2006/04/10",2203.00
"Currency","2006/04/07",2195.50
"Currency","2006/04/06",2230.00
"Currency","2006/04/05",2228.00
"Currency","2006/04/04",2230.00
"Currency","2006/04/03",2210.00
"Currency","2006/03/31",2245.00
"Currency","2006/03/30",2204.00
"Currency","2006/03/29",2235.00
"Currency","2006/03/28",2233.00
"Currency","2006/03/27",2235.00
"Currency","2006/03/24",2210.00
"Currency","2006/03/23",2240.00
"Currency","2006/03/22",2225.00
"Currency","2006/03/21",2230.00
"Currency","2006/03/20",2179.00
"Currency","2006/03/17",2183.00
"Currency","2006/03/16",2194.00
"Currency","2006/03/15",2193.50
"Currency","2006/03/14",2230.00
"Currency","2006/03/13",2195.00
"Currency","2006/03/10",2201.50
"Currency","2006/03/09",2200.00
"Currency","2006/03/08",2200.00
"Currency","2006/03/07",2230.00
"Currency","2006/03/06",2225.50
"Currency","2006/03/03",2220.00
"Currency","2006/03/02",2225.00
"Currency","2006/03/01",2220.00
"Currency","2006/02/28",2215.00
"Currency","2006/02/27",2220.00
"Currency","2006/02/24",2198.00
"Currency","2006/02/23",2210.00
"Currency","2006/02/22",2215.00
"Currency","2006/02/21",2205.00
"Currency","2006/02/20",2182.00
"Currency","2006/02/17",2215.00
"Currency","2006/02/16",2221.00
"Currency","2006/02/15",2186.50
"Currency","2006/02/14",2210.00
"Currency","2006/02/13",2181.00
"Currency","2006/02/10",2168.00
"Currency","2006/02/09",2166.00
"Currency","2006/02/08",2185.00
"Currency","2006/02/07",2160.00
"Currency","2006/02/06",2190.00
"Currency","2006/02/03",2180.00
"Currency","2006/02/02",2185.00
"Currency","2006/02/01",2160.00
"Currency","2006/01/31",2147.50
"Currency","2006/01/30",2180.00
"Currency","2006/01/27",2132.50
"Currency","2006/01/26",2134.00
"Currency","2006/01/25",2135.00
"Currency","2006/01/24",2130.00
"Currency","2006/01/23",2138.00
"Currency","2006/01/20",2155.50
"Currency","2006/01/19",2148.50
"Currency","2006/01/18",2155.00
"Currency","2006/01/17",2145.00
"Currency","2006/01/16",2150.00
"Currency","2006/01/13",2155.00
"Currency","2006/01/12",2151.00
"Currency","2006/01/11",2150.00
"Currency","2006/01/10",2170.00
"Currency","2006/01/09",2139.50
"Currency","2006/01/06",2137.50
"Currency","2006/01/05",2165.00
"Currency","2006/01/04",2170.00
"Currency","2006/01/03",2185.00
"Currency","2006/01/02",2161.50
"Currency","2005/12/30",2160.00
"Currency","2005/12/29",2190.00
"Currency","2005/12/28",2162.50
"Currency","2005/12/27",2167.50
"Currency","2005/12/26",2156.00
"Currency","2005/12/23",2164.00
"Currency","2005/12/22",2164.50
"Currency","2005/12/21",2158.50
"Currency","2005/12/20",2142.50
"Currency","2005/12/19",2180.00
"Currency","2005/12/16",2138.00
"Currency","2005/12/15",2137.00
"Currency","2005/12/14",2147.00
"Currency","2005/12/13",2150.50
"Currency","2005/12/12",2158.50
"Currency","2005/12/09",2169.00
"Currency","2005/12/08",2167.50
"Currency","2005/12/07",2174.00
"Currency","2005/12/06",2170.00
"Currency","2005/12/05",2168.00
"Currency","2005/12/02",2177.00
"Currency","2005/12/01",2174.00
"Currency","2005/11/30",2175.00
"Currency","2005/11/29",2167.50
"Currency","2005/11/28",2174.00
"Currency","2005/11/25",2179.50
"Currency","2005/11/24",2168.00
"Currency","2005/11/23",2178.00
"Currency","2005/11/22",2172.00
"Currency","2005/11/21",2162.24
"Currency","2005/11/18",2190.00
"Currency","2005/11/17",2168.60
"Currency","2005/11/16",2169.57
"Currency","2005/11/15",2164.14
"Currency","2005/11/14",2158.26
"Currency","2005/11/11",2161.14
"Currency","2005/11/10",2153.21
"Currency","2005/11/09",2142.50
"Currency","2005/11/08",2142.78
"Currency","2005/11/07",2137.50
"Currency","2005/11/04",2113.77
"Currency","2005/11/03",2121.86
"Currency","2005/11/02",2119.48
"Currency","2005/11/01",2105.00
"Currency","2005/10/31",2125.00
"Currency","2005/10/28",2107.28
"Currency","2005/10/27",2105.12
"Currency","2005/10/26",2132.50
"Currency","2005/10/25",2120.32
"Currency","2005/10/24",2121.56
"Currency","2005/10/21",2134.87
"Currency","2005/10/20",2109.50
"Currency","2005/10/19",2107.37
"Currency","2005/10/18",2101.85
"Currency","2005/10/17",2099.73
"Currency","2005/10/14",2100.27
"Currency","2005/10/13",2099.88
"Currency","2005/10/12",2098.56
"Currency","2005/10/11",2097.20
"Currency","2005/10/10",2091.33
"Currency","2005/10/07",2097.10
"Currency","2005/10/06",2097.60
"Currency","2005/10/05",2098.09
"Currency","2005/10/04",2115.00
"Currency","2005/10/03",2088.98
"Currency","2005/09/30",2085.16
"Currency","2005/09/29",2082.90
"Currency","2005/09/28",2081.28
"Currency","2005/09/27",2075.82
"Currency","2005/09/26",2070.34
"Currency","2005/09/23",2064.45
"Currency","2005/09/22",2085.00
"Currency","2005/09/21",2058.40
"Currency","2005/09/20",2063.12
"Currency","2005/09/19",2064.59
"Currency","2005/09/16",2055.88
"Currency","2005/09/15",2041.54
"Currency","2005/09/14",2038.14
"Currency","2005/09/13",2031.41
"Currency","2005/09/12",2020.18
"Currency","2005/09/09",2010.88
"Currency","2005/09/08",2012.98
"Currency","2005/09/07",2010.65
"Currency","2005/09/06",2009.55
"Currency","2005/09/05",1996.90
"Currency","2005/09/02",2009.37
"Currency","2005/09/01",2005.72
"Currency","2005/08/31",2014.48
"Currency","2005/08/30",2018.30
"Currency","2005/08/29",2016.86
"Currency","2005/08/26",2016.16
"Currency","2005/08/25",2013.58
"Currency","2005/08/24",2017.56
"Currency","2005/08/23",2045.00
"Currency","2005/08/22",2005.31
"Currency","2005/08/19",2017.75
"Currency","2005/08/18",1994.71
"Currency","2005/08/17",1991.71
"Currency","2005/08/16",1991.19
"Currency","2005/08/15",2015.00
"Currency","2005/08/12",1983.96
"Currency","2005/08/11",2015.00
"Currency","2005/08/10",2007.50
"Currency","2005/08/09",1997.74
"Currency","2005/08/08",1997.37
"Currency","2005/08/05",2004.45
"Currency","2005/08/04",2004.53
"Currency","2005/08/03",2003.21
"Currency","2005/08/02",2025.00
"Currency","2005/08/01",2011.41
"Currency","2005/07/29",2080.00
"Currency","2005/07/28",2039.29
"Currency","2005/07/27",2049.64
"Currency","2005/07/26",2049.54
"Currency","2005/07/25",2050.78
"Currency","2005/07/22",2048.07
"Currency","2005/07/21",2060.00
"Currency","2005/07/20",2032.32
"Currency","2005/07/19",2027.16
"Currency","2005/07/18",2025.31
"Currency","2005/07/15",2019.17
"Currency","2005/07/14",2016.39
"Currency","2005/07/13",2013.33
"Currency","2005/07/12",2016.03
"Currency","2005/07/11",2022.70
"Currency","2005/07/08",2021.40
"Currency","2005/07/07",2020.17
"Currency","2005/07/06",2025.61
"Currency","2005/07/05",2025.00
"Currency","2005/07/04",2026.52
"Currency","2005/07/01",2021.84
"Currency","2005/06/30",2022.90
"Currency","2005/06/29",2019.33
"Currency","2005/06/28",2011.14
"Currency","2005/06/27",2009.25
"Currency","2005/06/24",2017.87
"Currency","2005/06/23",2015.36
"Currency","2005/06/22",2012.71
"Currency","2005/06/21",2022.15
"Currency","2005/06/20",2023.33
"Currency","2005/06/17",2052.10
"Currency","2005/06/16",2068.93
"Currency","2005/06/15",2183.18
"Currency","2005/06/14",2167.44
"Currency","2005/06/13",2095.60
"Currency","2005/06/10",2050.00
"Currency","2005/06/09",2035.65
"Currency","2005/06/08",2021.01
"Currency","2005/06/07",2012.70
"Currency","2005/06/06",2010.85
"Currency","2005/06/03",2008.49
"Currency","2005/06/02",2006.88
"Currency","2005/06/01",2003.67
"Currency","2005/05/31",1997.00
"Currency","2005/05/30",1968.13
"Currency","2005/05/27",1968.13
"Currency","2005/05/26",1964.67
"Currency","2005/05/25",1963.40
"Currency","2005/05/24",1959.21
"Currency","2005/05/23",1958.28
"Currency","2005/05/20",1952.08
"Currency","2005/05/19",1953.53
"Currency","2005/05/18",1949.06
"Currency","2005/05/17",1942.05
"Currency","2005/05/16",1910.00
"Currency","2005/05/13",1936.93
"Currency","2005/05/12",1922.28
"Currency","2005/05/11",1902.99
"Currency","2005/05/10",1901.40
"Currency","2005/05/09",1895.98
"Currency","2005/05/06",1892.52
"Currency","2005/05/05",1860.00
"Currency","2005/05/04",1850.00
"Currency","2005/05/03",1871.16
"Currency","2005/05/02",1908.72
"Currency","2005/04/29",1914.17
"Currency","2005/04/28",1921.97
"Currency","2005/04/27",1923.87
"Currency","2005/04/26",1925.18
"Currency","2005/04/25",1925.04
"Currency","2005/04/22",1922.42
"Currency","2005/04/21",1926.75
"Currency","2005/04/20",1931.16
"Currency","2005/04/19",1931.45
"Currency","2005/04/18",1940.00
"Currency","2005/04/15",1948.92
"Currency","2005/04/14",1947.46
"Currency","2005/04/13",1943.85
"Currency","2005/04/12",1942.53
"Currency","2005/04/11",1945.54
"Currency","2005/04/08",1952.83
"Currency","2005/04/07",1940.95
"Currency","2005/04/06",1943.45
"Currency","2005/04/05",1947.43
"Currency","2005/04/04",1941.61
"Currency","2005/04/01",1939.09
"Currency","2005/03/31",1940.83
"Currency","2005/03/30",1931.71
"Currency","2005/03/29",1927.50
"Currency","2005/03/28",1920.91
"Currency","2005/03/25",1920.91
"Currency","2005/03/24",1920.91
"Currency","2005/03/23",1909.74
"Currency","2005/03/22",1897.83
"Currency","2005/03/21",1893.55
"Currency","2005/03/18",1891.20
"Currency","2005/03/17",1890.97
"Currency","2005/03/16",1893.32
"Currency","2005/03/15",1890.93
"Currency","2005/03/14",1891.15
"Currency","2005/03/11",1891.48
"Currency","2005/03/10",1890.53
"Currency","2005/03/09",1885.52
"Currency","2005/03/08",1896.14
"Currency","2005/03/07",1896.41
"Currency","2005/03/04",1894.42
"Currency","2005/03/03",1892.90
"Currency","2005/03/02",1890.30
"Currency","2005/03/01",1890.69
"Currency","2005/02/28",1889.46
"Currency","2005/02/25",1890.02
"Currency","2005/02/24",1886.67
"Currency","2005/02/23",1880.00
"Currency","2005/02/22",1883.41
"Currency","2005/02/21",1896.23
"Currency","2005/02/18",1899.52
"Currency","2005/02/17",1896.20
"Currency","2005/02/16",1884.32
"Currency","2005/02/15",1883.24
"Currency","2005/02/14",1885.49
"Currency","2005/02/11",1889.30
"Currency","2005/02/10",1888.53
"Currency","2005/02/09",1894.76
"Currency","2005/02/08",1900.43
"Currency","2005/02/07",1889.34
"Currency","2005/02/04",1873.69
"Currency","2005/02/03",1877.10
"Currency","2005/02/02",1866.86
"Currency","2005/02/01",1885.37
"Currency","2005/01/31",1870.39
"Currency","2005/01/28",1865.90
"Currency","2005/01/27",1854.35
"Currency","2005/01/26",1858.22
"Currency","2005/01/25",1836.22
"Currency","2005/01/24",1832.42
"Currency","2005/01/21",1840.48
"Currency","2005/01/20",1850.17
"Currency","2005/01/19",1850.01
"Currency","2005/01/18",1851.41
"Currency","2005/01/17",1851.69
"Currency","2005/01/14",1853.92
"Currency","2005/01/13",1860.00
"Currency","2005/01/12",1836.88
"Currency","2005/01/11",1815.92
"Currency","2005/01/10",1806.19
"Currency","2005/01/07",1825.00
"Currency","2005/01/06",1796.12
"Currency","2005/01/05",1810.05
"Currency","2005/01/04",1852.37
"Currency","2005/01/03",1875.00
"Currency","2004/12/31",1830.00
"Currency","2004/12/30",1855.00
"Currency","2004/12/29",1870.97
"Currency","2004/12/28",1883.69
"Currency","2004/12/27",1720.00
"Currency","2004/12/24",1862.79
"Currency","2004/12/23",1865.48
"Currency","2004/12/22",1879.04
"Currency","2004/12/21",1874.98
"Currency","2004/12/20",1900.17
"Currency","2004/12/17",1873.23
"Currency","2004/12/16",1886.35
"Currency","2004/12/15",1902.16
"Currency","2004/12/14",1822.34
"Currency","2004/12/13",1884.68
"Currency","2004/12/10",1899.11
"Currency","2004/12/09",1860.24
"Currency","2004/12/08",1863.78
"Currency","2004/12/07",1870.77
"Currency","2004/12/06",1853.66
"Currency","2004/12/03",1828.66
"Currency","2004/12/02",1801.20
"Currency","2004/12/01",1897.16
"Currency","2004/11/30",1903.14
"Currency","2004/11/29",1917.75
"Currency","2004/11/26",1930.43
"Currency","2004/11/25",1939.58
"Currency","2004/11/24",1957.34
"Currency","2004/11/23",1967.29
"Currency","2004/11/22",1955.24
"Currency","2004/11/19",1973.38
"Currency","2004/11/18",1936.80
"Currency","2004/11/17",1972.41
"Currency","2004/11/16",1976.00
"Currency","2004/11/15",1978.85
"Currency","2004/11/12",1981.91
"Currency","2004/11/11",1962.33
"Currency","2004/11/10",2003.12
"Currency","2004/11/09",1999.57
"Currency","2004/11/08",1989.58
"Currency","2004/11/05",1986.70
"Currency","2004/11/04",1991.56
"Currency","2004/11/03",2024.08
"Currency","2004/11/02",2041.70
"Currency","2004/11/01",2032.00
"Currency","2004/10/29",2046.23
"Currency","2004/10/28",2059.15
"Currency","2004/10/27",2057.50
"Currency","2004/10/26",2070.45
"Currency","2004/10/25",2072.50
"Currency","2004/10/22",2064.69
"Currency","2004/10/21",2079.63
"Currency","2004/10/20",2071.42
"Currency","2004/10/19",2063.57
"Currency","2004/10/18",2067.63
"Currency","2004/10/15",2068.25
"Currency","2004/10/14",2078.00
"Currency","2004/10/13",2040.00
"Currency","2004/10/12",2066.11
"Currency","2004/10/11",2068.00
"Currency","2004/10/08",2064.82
"Currency","2004/10/07",2060.24
"Currency","2004/10/06",2072.87
"Currency","2004/10/05",2040.00
"Currency","2004/10/04",2045.00
"Currency","2004/10/01",2074.41
"Currency","2004/09/30",2073.91
"Currency","2004/09/29",2054.96
"Currency","2004/09/28",2062.57
"Currency","2004/09/27",2069.67
"Currency","2004/09/24",2076.20
"Currency","2004/09/23",2077.18
"Currency","2004/09/22",2076.89
"Currency","2004/09/21",2078.43
"Currency","2004/09/20",2073.43
"Currency","2004/09/17",2067.50
"Currency","2004/09/16",2053.18
"Currency","2004/09/15",2046.45
"Currency","2004/09/14",2060.21
"Currency","2004/09/13",2057.06
"Currency","2004/09/10",2048.73
"Currency","2004/09/09",2057.59
"Currency","2004/09/08",2071.85
"Currency","2004/09/07",2077.51
"Currency","2004/09/06",2083.02
"Currency","2004/09/03",2057.15
"Currency","2004/09/02",2042.00
"Currency","2004/09/01",2005.00
"Currency","2004/08/31",2046.00
"Currency","2004/08/30",2027.52
"Currency","2004/08/27",2000.00
"Currency","2004/08/26",2039.75
"Currency","2004/08/25",2000.00
"Currency","2004/08/24",2066.17
"Currency","2004/08/23",2035.00
"Currency","2004/08/20",2061.38
"Currency","2004/08/19",2000.00
"Currency","2004/08/18",2055.18
"Currency","2004/08/17",2060.70
"Currency","2004/08/16",1970.00
"Currency","2004/08/13",1980.00
"Currency","2004/08/12",1960.00
"Currency","2004/08/11",1970.00
"Currency","2004/08/10",1950.00
"Currency","2004/08/09",1938.00
"Currency","2004/08/06",1938.00
"Currency","2004/08/05",1934.00
"Currency","2004/08/04",1930.00
"Currency","2004/08/03",1932.00
"Currency","2004/08/02",1930.00
"Currency","2004/07/30",1988.00
"Currency","2004/07/29",1986.00
"Currency","2004/07/28",1992.00
"Currency","2004/07/27",1990.00
"Currency","2004/07/26",2010.00
"Currency","2004/07/23",2010.00
"Currency","2004/07/22",2009.00
"Currency","2004/07/21",2010.00
"Currency","2004/07/20",2000.00
"Currency","2004/07/19",2010.00
"Currency","2004/07/16",2020.00
"Currency","2004/07/15",2030.00
"Currency","2004/07/14",2040.00
"Currency","2004/07/13",2079.20
"Currency","2004/07/12",2080.00
"Currency","2004/07/09",2080.00
"Currency","2004/07/08",2100.00
"Currency","2004/07/07",1860.00
"Currency","2004/07/06",1861.00
"Currency","2004/07/05",1860.00
"Currency","2004/07/02",1861.00
"Currency","2004/07/01",1860.00
"Currency","2004/06/30",1861.00
"Currency","2004/06/29",1860.00
"Currency","2004/06/28",1858.00
"Currency","2004/06/25",1856.00
"Currency","2004/06/24",1854.00
"Currency","2004/06/23",1850.00
"Currency","2004/06/22",1842.00
"Currency","2004/06/21",1840.00
"Currency","2004/06/18",1842.00
"Currency","2004/06/17",1840.00
"Currency","2004/06/16",1841.00
"Currency","2004/06/15",1841.00
"Currency","2004/06/14",1840.00
"Currency","2004/06/11",1821.00
"Currency","2004/06/10",1820.00
"Currency","2004/06/09",1818.00
"Currency","2004/06/08",1814.00
"Currency","2004/06/07",1812.00
"Currency","2004/06/04",1810.00
"Currency","2004/06/03",1801.00
"Currency","2004/06/02",1800.00
"Currency","2004/06/01",1794.00
"Currency","2004/05/31",1790.00
"Currency","2004/05/28",1780.00
"Currency","2004/05/27",1760.00
"Currency","2004/05/26",1732.00
"Currency","2004/05/25",1730.00
"Currency","2004/05/24",1720.00
"Currency","2004/05/21",1710.00
"Currency","2004/05/20",1720.00
"Currency","2004/05/19",1710.00
"Currency","2004/05/18",1700.00
"Currency","2004/05/17",1696.00
"Currency","2004/05/14",1697.80
"Currency","2004/05/13",1696.00
"Currency","2004/05/12",1694.00
"Currency","2004/05/11",1692.00
"Currency","2004/05/10",1690.00
"Currency","2004/05/07",1680.00
"Currency","2004/05/06",1690.00
"Currency","2004/05/05",1680.00
"Currency","2004/05/04",1682.00
"Currency","2004/05/03",1680.00
"Currency","2004/04/30",1690.00
"Currency","2004/04/29",1690.00
"Currency","2004/04/28",1690.00
"Currency","2004/04/27",1690.00
"Currency","2004/04/26",1690.00
"Currency","2004/04/23",1690.00
"Currency","2004/04/22",1690.00
"Currency","2004/04/21",1690.00
"Currency","2004/04/20",1690.00
"Currency","2004/04/19",1690.00
"Currency","2004/04/16",1362.00
"Currency","2004/04/15",1363.00
"Currency","2004/04/14",1361.00
"Currency","2004/04/13",1361.00
"Currency","2004/04/12",1360.00
"Currency","2004/04/09",1360.00
"Currency","2004/04/08",1360.00
"Currency","2004/04/07",1361.00
"Currency","2004/04/06",1363.00
"Currency","2004/04/05",1361.00
"Currency","2004/04/02",1360.00
"Currency","2004/04/01",1680.00
"Currency","2004/03/31",1236.00
"Currency","2004/03/30",1238.00
"Currency","2004/03/29",1230.00
"Currency","2004/03/26",1203.00
"Currency","2004/03/25",1201.00
"Currency","2004/03/24",1200.00
"Currency","2004/03/23",1150.00
"Currency","2004/03/22",1186.00
"Currency","2004/03/19",1186.00
"Currency","2004/03/18",1184.00
"Currency","2004/03/17",1186.00
"Currency","2004/03/16",1184.00
"Currency","2004/03/15",1182.00
"Currency","2004/03/12",1180.00
"Currency","2004/03/11",1182.00
"Currency","2004/03/10",1184.00
"Currency","2004/03/09",1182.00
"Currency","2004/03/08",1180.00
"Currency","2004/03/05",1182.00
"Currency","2004/03/04",1180.00
"Currency","2004/03/03",1182.00
"Currency","2004/03/02",1180.00
"Currency","2004/03/01",1184.00
"Currency","2004/02/27",1186.00
"Currency","2004/02/26",1184.00
"Currency","2004/02/25",1182.00
"Currency","2004/02/24",1180.00
"Currency","2004/02/23",1182.00
"Currency","2004/02/20",1180.00
"Currency","2004/02/19",1182.00
"Currency","2004/02/18",1180.00
"Currency","2004/02/17",1178.00
"Currency","2004/02/16",1179.00
"Currency","2004/02/13",1178.00
"Currency","2004/02/12",1176.00
"Currency","2004/02/11",1178.00
"Currency","2004/02/10",1170.00
"Currency","2004/02/09",1160.00
"Currency","2004/02/06",1156.00
"Currency","2004/02/05",1155.00
"Currency","2004/02/04",1152.00
"Currency","2004/02/03",1148.00
"Currency","2004/02/02",1152.00
"Currency","2004/01/30",1150.00
"Currency","2004/01/29",1147.00
"Currency","2004/01/28",1146.00
"Currency","2004/01/27",1140.00
"Currency","2004/01/26",1142.00
"Currency","2004/01/23",1144.00
"Currency","2004/01/22",1140.00
"Currency","2004/01/21",1141.00
"Currency","2004/01/20",1140.00
"Currency","2004/01/19",1142.00
"Currency","2004/01/16",1140.00
"Currency","2004/01/15",1138.00
"Currency","2004/01/14",1130.00
"Currency","2004/01/13",1128.00
"Currency","2004/01/12",1108.00
"Currency","2004/01/09",1170.00
"Currency","2004/01/08",1162.00
"Currency","2004/01/07",1160.00
"Currency","2004/01/06",1142.00
"Currency","2004/01/05",1140.00
"Currency","2004/01/02",1142.00
"Currency","2004/01/01",1140.00
"Currency","2003/12/31",1140.00
"Currency","2003/12/30",1146.00
"Currency","2003/12/29",1144.00
"Currency","2003/12/26",1146.00
"Currency","2003/12/25",1146.00
"Currency","2003/12/24",1146.00
"Currency","2003/12/23",1148.00
"Currency","2003/12/22",1150.00
"Currency","2003/12/19",1140.00
"Currency","2003/12/18",1142.00
"Currency","2003/12/17",1140.00
"Currency","2003/12/16",1180.00
"Currency","2003/12/15",1180.00
"Currency","2003/12/12",1182.00
"Currency","2003/12/11",1180.00
"Currency","2003/12/10",1184.00
"Currency","2003/12/09",1180.00
"Currency","2003/12/08",1182.00
"Currency","2003/12/05",1184.00
"Currency","2003/12/04",1184.00
"Currency","2003/12/03",1182.00
"Currency","2003/12/02",1184.00
"Currency","2003/12/01",1182.00
"Currency","2003/11/28",1184.00
"Currency","2003/11/27",1183.00
"Currency","2003/11/26",1182.00
"Currency","2003/11/25",1180.00
"Currency","2003/11/24",1180.00
"Currency","2003/11/21",1182.00
"Currency","2003/11/20",1180.00
"Currency","2003/11/19",1182.00
"Currency","2003/11/18",1184.00
"Currency","2003/11/17",1182.00
"Currency","2003/11/14",1180.00
"Currency","2003/11/13",1182.00
"Currency","2003/11/12",1180.00
"Currency","2003/11/11",1185.00
"Currency","2003/11/10",1184.00
"Currency","2003/11/07",1190.00
"Currency","2003/11/06",1192.00
"Currency","2003/11/05",1190.00
"Currency","2003/11/04",1184.00
"Currency","2003/11/03",1185.00
"Currency","2003/10/31",1186.00
"Currency","2003/10/30",1186.00
"Currency","2003/10/29",1186.00
"Currency","2003/10/28",1184.00
"Currency","2003/10/27",1182.00
"Currency","2003/10/24",1180.00
"Currency","2003/10/23",1182.00
"Currency","2003/10/22",1180.00
"Currency","2003/10/21",1182.00
"Currency","2003/10/20",1181.00
"Currency","2003/10/17",1180.00
"Currency","2003/10/16",1182.00
"Currency","2003/10/15",1184.00
"Currency","2003/10/14",1185.00
"Currency","2003/10/13",1184.00
"Currency","2003/10/10",1186.00
"Currency","2003/10/09",1184.00
"Currency","2003/10/08",1182.00
"Currency","2003/10/07",1180.00
"Currency","2003/10/06",1182.00
"Currency","2003/10/03",1184.00
"Currency","2003/10/02",1180.00
"Currency","2003/10/01",1184.00
"Currency","2003/09/30",1186.00
"Currency","2003/09/29",1188.00
"Currency","2003/09/26",1190.00
"Currency","2003/09/25",1189.00
"Currency","2003/09/24",1188.00
"Currency","2003/09/23",1188.00
"Currency","2003/09/22",1186.00
"Currency","2003/09/19",1188.00
"Currency","2003/09/18",1190.00
"Currency","2003/09/17",1192.00
"Currency","2003/09/16",1194.00
"Currency","2003/09/15",1198.00
"Currency","2003/09/12",1196.00
"Currency","2003/09/11",1194.00
"Currency","2003/09/10",1195.00
"Currency","2003/09/09",1190.00
"Currency","2003/09/08",1192.00
"Currency","2003/09/05",1190.00
"Currency","2003/09/04",1192.00
"Currency","2003/09/03",1196.00
"Currency","2003/09/02",1194.00
"Currency","2003/09/01",1196.00
"Currency","2003/08/29",1195.00
"Currency","2003/08/28",1190.00
"Currency","2003/08/27",1188.00
"Currency","2003/08/26",1190.00
"Currency","2003/08/25",1192.00
"Currency","2003/08/22",1190.00
"Currency","2003/08/21",1190.00
"Currency","2003/08/20",1192.00
"Currency","2003/08/19",1190.00
"Currency","2003/08/18",1188.00
"Currency","2003/08/15",1190.00
"Currency","2003/08/14",1194.00
"Currency","2003/08/13",1192.00
"Currency","2003/08/12",1190.00
"Currency","2003/08/11",1192.00
"Currency","2003/08/08",1190.00
"Currency","2003/08/07",1192.00
"Currency","2003/08/06",1190.00
"Currency","2003/08/05",1182.00
"Currency","2003/08/04",1180.00
"Currency","2003/08/01",1182.00
"Currency","2003/07/31",1180.00
"Currency","2003/07/30",1192.00
"Currency","2003/07/29",1190.00
"Currency","2003/07/28",1192.00
"Currency","2003/07/25",1190.00
"Currency","2003/07/24",1198.00
"Currency","2003/07/23",1196.00
"Currency","2003/07/22",1198.00
"Currency","2003/07/21",1180.00
"Currency","2003/07/18",1182.00
"Currency","2003/07/17",1180.00
"Currency","2003/07/16",1182.00
"Currency","2003/07/15",1180.00
"Currency","2003/07/14",1182.00
"Currency","2003/07/11",1182.00
"Currency","2003/07/10",1180.00
"Currency","2003/07/09",1184.00
"Currency","2003/07/08",1186.00
"Currency","2003/07/07",1165.00
"Currency","2003/07/04",1184.00
"Currency","2003/07/03",1180.00
"Currency","2003/07/02",1184.00
"Currency","2003/07/01",1190.00
"Currency","2003/06/30",1176.00
"Currency","2003/06/27",1172.00
"Currency","2003/06/26",1174.00
"Currency","2003/06/25",1170.00
"Currency","2003/06/24",1150.00
"Currency","2003/06/23",1152.00
"Currency","2003/06/20",1160.00
"Currency","2003/06/19",1152.00
"Currency","2003/06/18",1150.00
"Currency","2003/06/17",1160.00
"Currency","2003/06/16",1154.00
"Currency","2003/06/13",1154.00
"Currency","2003/06/12",1158.00
"Currency","2003/06/11",1156.00
"Currency","2003/06/10",1154.00
"Currency","2003/06/09",1155.00
"Currency","2003/06/06",1154.00
"Currency","2003/06/05",1156.00
"Currency","2003/06/04",1158.00
"Currency","2003/06/03",1160.00
"Currency","2003/06/02",1162.00
"Currency","2003/05/30",1164.00
"Currency","2003/05/29",1168.00
"Currency","2003/05/28",1170.00
"Currency","2003/05/27",1178.00
"Currency","2003/05/26",1176.00
"Currency","2003/05/23",1172.00
"Currency","2003/05/22",1170.00
"Currency","2003/05/21",1180.00
"Currency","2003/05/20",1160.00
"Currency","2003/05/19",1240.00
"Currency","2003/05/16",1242.00
"Currency","2003/05/15",1240.00
"Currency","2003/05/14",1248.00
"Currency","2003/05/13",1250.00
"Currency","2003/05/12",1248.00
"Currency","2003/05/09",1246.00
"Currency","2003/05/08",1244.00
"Currency","2003/05/07",1246.00
"Currency","2003/05/06",1248.00
"Currency","2003/05/05",1248.00
"Currency","2003/05/02",1250.00
"Currency","2003/05/01",1184.00
"Currency","2003/04/30",1254.00
"Currency","2003/04/29",1255.00
"Currency","2003/04/28",1210.00
"Currency","2003/04/25",1210.00
