"Indicator","Time","Value (USD/MGA)"
"Currency","2018/06/08",3370.00
"Currency","2018/06/07",3365.00
"Currency","2018/06/06",3314.00
"Currency","2018/06/05",3302.38
"Currency","2018/06/04",3342.00
"Currency","2018/06/01",3340.00
"Currency","2018/05/31",3320.00
"Currency","2018/05/30",3284.00
"Currency","2018/05/29",3303.38
"Currency","2018/05/28",3280.00
"Currency","2018/05/25",3270.00
"Currency","2018/05/24",3255.00
"Currency","2018/05/23",3250.23
"Currency","2018/05/22",3197.08
"Currency","2018/05/21",3240.00
"Currency","2018/05/18",3240.00
"Currency","2018/05/17",3240.00
"Currency","2018/05/16",3236.76
"Currency","2018/05/15",3193.80
"Currency","2018/05/14",3196.80
"Currency","2018/05/11",3216.78
"Currency","2018/05/10",3240.00
"Currency","2018/05/09",3240.00
"Currency","2018/05/08",3235.00
"Currency","2018/05/07",3210.00
"Currency","2018/05/04",3235.00
"Currency","2018/05/03",3235.00
"Currency","2018/05/02",3235.00
"Currency","2018/05/01",3225.00
"Currency","2018/04/30",3221.78
"Currency","2018/04/27",3230.00
"Currency","2018/04/26",3210.00
"Currency","2018/04/25",3210.00
"Currency","2018/04/24",3212.00
"Currency","2018/04/23",3200.80
"Currency","2018/04/20",3202.00
"Currency","2018/04/19",3205.00
"Currency","2018/04/18",3205.00
"Currency","2018/04/17",3175.00
"Currency","2018/04/16",3209.00
"Currency","2018/04/13",3210.00
"Currency","2018/04/12",3207.00
"Currency","2018/04/11",3205.00
"Currency","2018/04/10",3200.00
"Currency","2018/04/09",3214.00
"Currency","2018/04/06",3220.00
"Currency","2018/04/05",3230.00
"Currency","2018/04/04",3228.00
"Currency","2018/04/03",3215.00
"Currency","2018/04/02",3213.00
"Currency","2018/03/30",3213.00
"Currency","2018/03/29",3213.00
"Currency","2018/03/28",3213.00
"Currency","2018/03/27",3205.00
"Currency","2018/03/26",3170.00
"Currency","2018/03/23",3200.00
"Currency","2018/03/22",3190.00
"Currency","2018/03/21",3196.00
"Currency","2018/03/20",3151.84
"Currency","2018/03/19",3140.00
"Currency","2018/03/16",3125.00
"Currency","2018/03/15",3110.00
"Currency","2018/03/14",3100.00
"Currency","2018/03/13",3058.00
"Currency","2018/03/12",3087.00
"Currency","2018/03/09",3085.00
"Currency","2018/03/08",3116.88
"Currency","2018/03/07",3061.00
"Currency","2018/03/06",3085.00
"Currency","2018/03/05",3105.00
"Currency","2018/03/02",3120.00
"Currency","2018/03/01",3100.00
"Currency","2018/02/28",3115.00
"Currency","2018/02/27",3115.00
"Currency","2018/02/26",3104.00
"Currency","2018/02/23",3100.80
"Currency","2018/02/22",3125.00
"Currency","2018/02/21",3125.00
"Currency","2018/02/20",3135.00
"Currency","2018/02/19",3108.00
"Currency","2018/02/16",3110.00
"Currency","2018/02/15",3135.00
"Currency","2018/02/14",3140.00
"Currency","2018/02/13",3160.00
"Currency","2018/02/12",3168.00
"Currency","2018/02/09",3184.00
"Currency","2018/02/08",3195.00
"Currency","2018/02/07",3175.00
"Currency","2018/02/06",3171.73
"Currency","2018/02/05",3186.81
"Currency","2018/02/02",3177.00
"Currency","2018/02/01",3188.00
"Currency","2018/01/31",3194.00
"Currency","2018/01/30",3221.78
"Currency","2018/01/29",3200.00
"Currency","2018/01/26",3184.00
"Currency","2018/01/25",3188.00
"Currency","2018/01/24",3216.00
"Currency","2018/01/23",3211.78
"Currency","2018/01/22",3233.00
"Currency","2018/01/19",3214.00
"Currency","2018/01/18",3230.00
"Currency","2018/01/17",3207.04
"Currency","2018/01/16",3219.00
"Currency","2018/01/15",3200.00
"Currency","2018/01/12",3220.00
"Currency","2018/01/11",3234.00
"Currency","2018/01/10",3231.00
"Currency","2018/01/09",3243.00
"Currency","2018/01/08",3225.00
"Currency","2018/01/05",3211.00
"Currency","2018/01/04",3220.00
"Currency","2018/01/03",3225.00
"Currency","2018/01/02",3215.00
"Currency","2017/12/29",3219.00
"Currency","2017/12/28",3230.00
"Currency","2017/12/27",3225.00
"Currency","2017/12/26",3215.00
"Currency","2017/12/22",3208.00
"Currency","2017/12/21",3225.00
"Currency","2017/12/20",3225.00
"Currency","2017/12/19",3235.00
"Currency","2017/12/18",3238.00
"Currency","2017/12/15",3225.00
"Currency","2017/12/14",3225.00
"Currency","2017/12/13",3225.00
"Currency","2017/12/12",3205.00
"Currency","2017/12/11",3195.00
"Currency","2017/12/08",3196.00
"Currency","2017/12/07",3193.00
"Currency","2017/12/06",3181.53
"Currency","2017/12/05",3191.00
"Currency","2017/12/04",3195.00
"Currency","2017/12/01",3179.00
"Currency","2017/11/30",3200.00
"Currency","2017/11/29",3179.72
"Currency","2017/11/28",3185.00
"Currency","2017/11/27",3185.00
"Currency","2017/11/24",3192.00
"Currency","2017/11/23",3195.00
"Currency","2017/11/22",3192.00
"Currency","2017/11/21",3180.00
"Currency","2017/11/20",3179.00
"Currency","2017/11/17",3160.00
"Currency","2017/11/16",3144.00
"Currency","2017/11/15",3150.00
"Currency","2017/11/14",3150.00
"Currency","2017/11/13",3150.75
"Currency","2017/11/10",3145.00
"Currency","2017/11/09",3144.45
"Currency","2017/11/08",3145.00
"Currency","2017/11/07",3145.00
"Currency","2017/11/06",3144.00
"Currency","2017/11/03",3144.00
"Currency","2017/11/02",3145.00
"Currency","2017/11/01",3140.00
"Currency","2017/10/31",3145.00
"Currency","2017/10/30",3145.00
"Currency","2017/10/27",3100.00
"Currency","2017/10/26",3100.00
"Currency","2017/10/25",3100.00
"Currency","2017/10/24",3050.00
"Currency","2017/10/23",3070.83
"Currency","2017/10/21",3050.00
"Currency","2017/10/20",3088.51
"Currency","2017/10/19",3050.00
"Currency","2017/10/18",3050.00
"Currency","2017/10/17",3050.00
"Currency","2017/10/16",3050.00
"Currency","2017/10/13",3185.00
"Currency","2017/10/12",3185.00
"Currency","2017/10/11",3046.85
"Currency","2017/10/10",3185.00
"Currency","2017/10/09",3045.00
"Currency","2017/10/06",3185.00
"Currency","2017/10/05",3185.00
"Currency","2017/10/04",3185.00
"Currency","2017/10/03",3185.00
"Currency","2017/10/02",2890.00
"Currency","2017/09/30",3185.00
"Currency","2017/09/29",3185.00
"Currency","2017/09/28",3185.00
"Currency","2017/09/27",3185.00
"Currency","2017/09/26",3185.00
"Currency","2017/09/25",3001.99
"Currency","2017/09/22",3185.00
"Currency","2017/09/21",3185.00
"Currency","2017/09/20",3185.00
"Currency","2017/09/19",3185.00
"Currency","2017/09/18",3185.00
"Currency","2017/09/16",3185.00
"Currency","2017/09/15",3185.00
"Currency","2017/09/14",3185.00
"Currency","2017/09/13",3185.00
"Currency","2017/09/12",3185.00
"Currency","2017/09/11",3185.00
"Currency","2017/09/08",3185.00
"Currency","2017/09/07",3185.00
"Currency","2017/09/06",3185.00
"Currency","2017/09/05",3185.00
"Currency","2017/09/04",3185.00
"Currency","2017/09/01",2925.00
"Currency","2017/08/31",2912.14
"Currency","2017/08/30",2913.31
"Currency","2017/08/29",3185.00
"Currency","2017/08/28",2918.00
"Currency","2017/08/25",3185.00
"Currency","2017/08/24",3185.00
"Currency","2017/08/23",3185.00
"Currency","2017/08/22",3185.00
"Currency","2017/08/21",3185.00
"Currency","2017/08/19",3185.00
"Currency","2017/08/18",3185.00
"Currency","2017/08/17",3185.00
"Currency","2017/08/16",3185.00
"Currency","2017/08/15",3185.00
"Currency","2017/08/14",3185.00
"Currency","2017/08/11",3185.00
"Currency","2017/08/10",3185.00
"Currency","2017/08/09",3185.00
"Currency","2017/08/08",3185.00
"Currency","2017/08/07",3185.00
"Currency","2017/08/05",3185.00
"Currency","2017/08/04",3185.00
"Currency","2017/08/03",3185.00
"Currency","2017/08/02",2933.00
"Currency","2017/08/01",2938.00
"Currency","2017/07/31",2931.00
"Currency","2017/07/28",2927.00
"Currency","2017/07/27",2958.64
"Currency","2017/07/26",2924.00
"Currency","2017/07/25",2911.99
"Currency","2017/07/24",2904.08
"Currency","2017/07/21",2907.00
"Currency","2017/07/20",2878.24
"Currency","2017/07/19",3185.00
"Currency","2017/07/18",3185.00
"Currency","2017/07/17",3185.00
"Currency","2017/07/14",2933.06
"Currency","2017/07/13",3185.00
"Currency","2017/07/12",3185.00
"Currency","2017/07/11",2945.05
"Currency","2017/07/10",3185.00
"Currency","2017/07/08",3185.00
"Currency","2017/07/07",3185.00
"Currency","2017/07/06",3185.00
"Currency","2017/07/05",3009.00
"Currency","2017/07/04",2975.00
"Currency","2017/07/03",2982.00
"Currency","2017/06/30",3185.00
"Currency","2017/06/29",3185.00
"Currency","2017/06/28",3185.00
"Currency","2017/06/27",3051.95
"Currency","2017/06/26",3185.00
"Currency","2017/06/23",3185.00
"Currency","2017/06/22",3185.00
"Currency","2017/06/21",3185.00
"Currency","2017/06/20",3185.00
"Currency","2017/06/19",3185.00
"Currency","2017/06/17",3185.00
"Currency","2017/06/16",3185.00
"Currency","2017/06/15",3185.00
"Currency","2017/06/14",3163.00
"Currency","2017/06/13",3185.00
"Currency","2017/06/12",3170.00
"Currency","2017/06/10",3160.00
"Currency","2017/06/09",3160.00
"Currency","2017/06/08",3120.00
"Currency","2017/06/07",3120.00
"Currency","2017/06/06",3128.00
"Currency","2017/06/05",3128.00
"Currency","2017/06/03",3115.00
"Currency","2017/06/02",3115.00
"Currency","2017/06/01",3085.00
"Currency","2017/05/31",3085.00
"Currency","2017/05/30",3098.00
"Currency","2017/05/29",3098.00
"Currency","2017/05/27",3098.00
"Currency","2017/05/26",3098.00
"Currency","2017/05/25",3098.00
"Currency","2017/05/24",3098.00
"Currency","2017/05/23",3098.00
"Currency","2017/05/22",3098.00
"Currency","2017/05/20",3098.00
"Currency","2017/05/19",3098.00
"Currency","2017/05/18",3098.00
"Currency","2017/05/17",3098.00
"Currency","2017/05/16",3180.65
"Currency","2017/05/15",3112.00
"Currency","2017/05/12",3120.00
"Currency","2017/05/11",3158.00
"Currency","2017/05/10",3158.00
"Currency","2017/05/09",3164.00
"Currency","2017/05/08",3160.50
"Currency","2017/05/05",3168.00
"Currency","2017/05/04",3178.00
"Currency","2017/05/03",3175.00
"Currency","2017/05/02",3198.00
"Currency","2017/05/01",3146.00
"Currency","2017/04/28",3148.00
"Currency","2017/04/27",3137.00
"Currency","2017/04/26",3141.00
"Currency","2017/04/25",3153.00
"Currency","2017/04/24",3188.00
"Currency","2017/04/21",3188.00
"Currency","2017/04/20",3174.00
"Currency","2017/04/19",3170.00
"Currency","2017/04/18",3180.00
"Currency","2017/04/17",3185.00
"Currency","2017/04/14",3180.00
"Currency","2017/04/13",3190.00
"Currency","2017/04/12",3185.00
"Currency","2017/04/11",3200.00
"Currency","2017/04/10",3200.00
"Currency","2017/04/07",3200.00
"Currency","2017/04/06",3190.00
"Currency","2017/04/05",3195.00
"Currency","2017/04/04",3195.60
"Currency","2017/04/03",3200.00
"Currency","2017/03/31",3205.00
"Currency","2017/03/30",3200.00
"Currency","2017/03/29",3185.00
"Currency","2017/03/28",3180.00
"Currency","2017/03/27",3180.00
"Currency","2017/03/24",3190.00
"Currency","2017/03/23",3205.00
"Currency","2017/03/22",3220.00
"Currency","2017/03/21",3255.00
"Currency","2017/03/20",3230.00
"Currency","2017/03/17",3135.00
"Currency","2017/03/16",3135.00
"Currency","2017/03/15",3135.00
"Currency","2017/03/14",3105.00
"Currency","2017/03/13",3114.70
"Currency","2017/03/10",3076.00
"Currency","2017/03/09",3073.00
"Currency","2017/03/08",3064.30
"Currency","2017/03/07",3070.50
"Currency","2017/03/06",3058.00
"Currency","2017/03/03",3067.00
"Currency","2017/03/02",3073.60
"Currency","2017/03/01",3045.00
"Currency","2017/02/28",2876.00
"Currency","2017/02/27",2953.00
"Currency","2017/02/24",3080.00
"Currency","2017/02/23",2958.00
"Currency","2017/02/22",2963.00
"Currency","2017/02/21",2966.00
"Currency","2017/02/20",3043.00
"Currency","2017/02/17",3122.00
"Currency","2017/02/16",3133.00
"Currency","2017/02/15",3113.80
"Currency","2017/02/14",3123.00
"Currency","2017/02/13",3115.60
"Currency","2017/02/10",3130.00
"Currency","2017/02/09",3138.00
"Currency","2017/02/08",3130.00
"Currency","2017/02/07",3163.00
"Currency","2017/02/06",3158.00
"Currency","2017/02/04",3165.00
"Currency","2017/02/03",3165.00
"Currency","2017/02/02",3183.00
"Currency","2017/02/01",3183.00
"Currency","2017/01/31",3178.00
"Currency","2017/01/30",3210.80
"Currency","2017/01/27",3198.00
"Currency","2017/01/26",3203.00
"Currency","2017/01/25",3213.00
"Currency","2017/01/24",3198.00
"Currency","2017/01/23",3203.00
"Currency","2017/01/21",3228.00
"Currency","2017/01/20",3228.00
"Currency","2017/01/19",3210.00
"Currency","2017/01/18",3278.40
"Currency","2017/01/17",3285.00
"Currency","2017/01/16",3291.00
"Currency","2017/01/13",3253.00
"Currency","2017/01/12",3298.00
"Currency","2017/01/11",3301.00
"Currency","2017/01/10",3286.50
"Currency","2017/01/09",3293.10
"Currency","2017/01/06",3306.00
"Currency","2017/01/05",3323.00
"Currency","2017/01/04",3306.00
"Currency","2017/01/03",3343.00
"Currency","2017/01/02",3338.00
"Currency","2016/12/30",3340.00
"Currency","2016/12/29",3318.00
"Currency","2016/12/28",3343.00
"Currency","2016/12/27",3307.70
"Currency","2016/12/26",3330.00
"Currency","2016/12/24",3331.00
"Currency","2016/12/23",3331.00
"Currency","2016/12/22",3328.00
"Currency","2016/12/21",3320.00
"Currency","2016/12/20",3303.00
"Currency","2016/12/19",3309.00
"Currency","2016/12/16",3328.00
"Currency","2016/12/15",3326.00
"Currency","2016/12/14",3323.00
"Currency","2016/12/13",3323.00
"Currency","2016/12/12",3286.00
"Currency","2016/12/10",3283.00
"Currency","2016/12/09",3307.50
"Currency","2016/12/08",3344.50
"Currency","2016/12/07",3285.00
"Currency","2016/12/06",3287.00
"Currency","2016/12/05",3313.00
"Currency","2016/12/02",3315.00
"Currency","2016/12/01",3325.00
"Currency","2016/11/30",3327.00
"Currency","2016/11/29",3314.00
"Currency","2016/11/28",3316.00
"Currency","2016/11/25",3314.00
"Currency","2016/11/24",3287.00
"Currency","2016/11/23",3287.00
"Currency","2016/11/22",3263.00
"Currency","2016/11/21",3265.00
"Currency","2016/11/19",3244.00
"Currency","2016/11/18",3244.00
"Currency","2016/11/17",3274.00
"Currency","2016/11/16",3212.00
"Currency","2016/11/15",3218.00
"Currency","2016/11/14",3249.00
"Currency","2016/11/12",3212.00
"Currency","2016/11/11",3212.00
"Currency","2016/11/10",3103.00
"Currency","2016/11/09",3110.00
"Currency","2016/11/08",3113.00
"Currency","2016/11/07",3117.00
"Currency","2016/11/04",3168.00
"Currency","2016/11/03",3174.00
"Currency","2016/11/02",3198.00
"Currency","2016/11/01",3187.00
"Currency","2016/10/31",3188.00
"Currency","2016/10/28",3210.00
"Currency","2016/10/27",3192.00
"Currency","2016/10/26",3200.00
"Currency","2016/10/25",3202.00
"Currency","2016/10/24",3203.00
"Currency","2016/10/21",3205.00
"Currency","2016/10/20",3225.00
"Currency","2016/10/19",3260.95
"Currency","2016/10/18",3218.00
"Currency","2016/10/17",3193.00
"Currency","2016/10/14",3195.00
"Currency","2016/10/13",3178.00
"Currency","2016/10/12",3204.45
"Currency","2016/10/11",3183.00
"Currency","2016/10/10",3197.00
"Currency","2016/10/07",3165.50
"Currency","2016/10/06",3122.00
"Currency","2016/10/05",3166.45
"Currency","2016/10/04",3124.95
"Currency","2016/10/03",3108.00
"Currency","2016/10/01",3108.00
"Currency","2016/09/30",3128.00
"Currency","2016/09/29",3115.00
"Currency","2016/09/28",3064.95
"Currency","2016/09/27",3065.00
"Currency","2016/09/26",3050.95
"Currency","2016/09/24",3047.00
"Currency","2016/09/23",3047.45
"Currency","2016/09/22",3068.00
"Currency","2016/09/21",3052.50
"Currency","2016/09/20",3051.00
"Currency","2016/09/19",3067.00
"Currency","2016/09/17",3037.00
"Currency","2016/09/16",3039.95
"Currency","2016/09/15",3060.00
"Currency","2016/09/14",3058.64
"Currency","2016/09/13",3054.48
"Currency","2016/09/12",3060.00
"Currency","2016/09/10",3027.00
"Currency","2016/09/09",3034.95
"Currency","2016/09/08",3035.95
"Currency","2016/09/07",3035.95
"Currency","2016/09/06",3079.95
"Currency","2016/09/05",3001.00
"Currency","2016/09/03",3020.00
"Currency","2016/09/02",3020.00
"Currency","2016/09/01",3020.00
"Currency","2016/08/31",3020.00
"Currency","2016/08/30",3020.00
"Currency","2016/08/29",3038.00
"Currency","2016/08/26",3033.00
"Currency","2016/08/25",3026.00
"Currency","2016/08/24",3049.95
"Currency","2016/08/23",3045.00
"Currency","2016/08/22",3051.12
"Currency","2016/08/19",3048.00
"Currency","2016/08/18",3035.50
"Currency","2016/08/17",3066.95
"Currency","2016/08/16",3025.95
"Currency","2016/08/15",3040.00
"Currency","2016/08/12",3024.95
"Currency","2016/08/11",3036.00
"Currency","2016/08/10",3012.50
"Currency","2016/08/09",3008.95
"Currency","2016/08/08",2951.95
"Currency","2016/08/05",3001.50
"Currency","2016/08/04",2951.45
"Currency","2016/08/03",2951.60
"Currency","2016/08/02",2949.95
"Currency","2016/08/01",2987.73
"Currency","2016/07/29",2933.45
"Currency","2016/07/28",2954.95
"Currency","2016/07/27",2949.95
"Currency","2016/07/26",3019.95
"Currency","2016/07/25",3037.00
"Currency","2016/07/22",3025.00
"Currency","2016/07/21",2989.95
"Currency","2016/07/20",3045.00
"Currency","2016/07/19",3057.00
"Currency","2016/07/18",3058.00
"Currency","2016/07/15",2992.45
"Currency","2016/07/14",3019.95
"Currency","2016/07/13",3049.95
"Currency","2016/07/12",3079.95
"Currency","2016/07/11",3148.45
"Currency","2016/07/08",3153.95
"Currency","2016/07/07",3179.95
"Currency","2016/07/06",3199.95
"Currency","2016/07/05",3191.98
"Currency","2016/07/04",3227.00
"Currency","2016/07/01",3215.00
"Currency","2016/06/30",3239.00
"Currency","2016/06/29",3262.00
"Currency","2016/06/28",3260.00
"Currency","2016/06/27",3252.45
"Currency","2016/06/24",3244.95
"Currency","2016/06/23",3244.95
"Currency","2016/06/22",3261.45
"Currency","2016/06/21",3270.00
"Currency","2016/06/20",3257.45
"Currency","2016/06/17",3276.70
"Currency","2016/06/16",3290.90
"Currency","2016/06/15",3266.55
"Currency","2016/06/14",3278.00
"Currency","2016/06/13",3269.95
"Currency","2016/06/10",3246.23
"Currency","2016/06/09",3197.45
"Currency","2016/06/08",3283.45
"Currency","2016/06/07",3268.45
"Currency","2016/06/06",3262.45
"Currency","2016/06/04",3252.45
"Currency","2016/06/03",3252.45
"Currency","2016/06/02",3279.10
"Currency","2016/06/01",3274.95
"Currency","2016/05/31",3242.45
"Currency","2016/05/30",3224.00
"Currency","2016/05/27",3210.95
"Currency","2016/05/26",3210.95
"Currency","2016/05/25",3222.45
"Currency","2016/05/24",3214.95
"Currency","2016/05/23",3189.95
"Currency","2016/05/20",3223.95
"Currency","2016/05/19",3159.95
"Currency","2016/05/18",3159.95
"Currency","2016/05/17",3151.95
"Currency","2016/05/16",3157.80
"Currency","2016/05/13",3154.95
"Currency","2016/05/12",3149.95
"Currency","2016/05/11",3157.95
"Currency","2016/05/10",3152.45
"Currency","2016/05/09",3149.95
"Currency","2016/05/06",3144.95
"Currency","2016/05/05",3150.10
"Currency","2016/05/04",3129.95
"Currency","2016/05/03",3163.05
"Currency","2016/05/02",3156.00
"Currency","2016/04/30",3181.95
"Currency","2016/04/29",3181.95
"Currency","2016/04/28",3179.95
"Currency","2016/04/27",3180.45
"Currency","2016/04/26",3175.95
"Currency","2016/04/25",3181.45
"Currency","2016/04/23",3170.40
"Currency","2016/04/22",3175.00
"Currency","2016/04/21",3180.45
"Currency","2016/04/20",3188.95
"Currency","2016/04/19",3175.95
"Currency","2016/04/18",3173.95
"Currency","2016/04/16",3180.95
"Currency","2016/04/15",3179.95
"Currency","2016/04/14",3180.95
"Currency","2016/04/13",3180.95
"Currency","2016/04/12",3157.45
"Currency","2016/04/11",3174.45
"Currency","2016/04/09",3189.95
"Currency","2016/04/08",3189.95
"Currency","2016/04/07",3179.95
"Currency","2016/04/06",3183.45
"Currency","2016/04/05",3188.45
"Currency","2016/04/04",3187.45
"Currency","2016/04/01",3189.95
"Currency","2016/03/31",3210.95
"Currency","2016/03/30",3185.95
"Currency","2016/03/29",3209.95
"Currency","2016/03/28",3249.95
"Currency","2016/03/25",3242.45
"Currency","2016/03/24",3199.95
"Currency","2016/03/23",3204.95
"Currency","2016/03/22",3180.95
"Currency","2016/03/21",3196.95
"Currency","2016/03/18",3199.95
"Currency","2016/03/17",3154.95
"Currency","2016/03/16",3194.95
"Currency","2016/03/15",3209.95
"Currency","2016/03/14",3194.95
"Currency","2016/03/13",3182.90
"Currency","2016/03/11",3192.35
"Currency","2016/03/10",3207.40
"Currency","2016/03/09",3212.20
"Currency","2016/03/08",3213.75
"Currency","2016/03/07",3213.10
"Currency","2016/03/06",3208.35
"Currency","2016/03/04",3208.10
"Currency","2016/03/03",3205.95
"Currency","2016/03/02",3204.95
"Currency","2016/03/01",3217.35
"Currency","2016/02/29",3211.80
"Currency","2016/02/28",3232.20
"Currency","2016/02/26",3189.95
"Currency","2016/02/25",3201.80
"Currency","2016/02/24",3189.55
"Currency","2016/02/23",3203.45
"Currency","2016/02/22",3151.00
"Currency","2016/02/19",3154.45
"Currency","2016/02/18",3173.35
"Currency","2016/02/17",3187.60
"Currency","2016/02/16",3184.95
"Currency","2016/02/15",3182.10
"Currency","2016/02/12",3158.50
"Currency","2016/02/11",3174.95
"Currency","2016/02/10",3162.95
"Currency","2016/02/09",3151.05
"Currency","2016/02/08",3174.95
"Currency","2016/02/05",3192.45
"Currency","2016/02/04",3199.95
"Currency","2016/02/03",3212.45
"Currency","2016/02/02",3194.95
"Currency","2016/02/01",3204.65
"Currency","2016/01/29",3204.95
"Currency","2016/01/28",3214.95
"Currency","2016/01/27",3204.85
"Currency","2016/01/26",3197.70
"Currency","2016/01/25",3214.05
"Currency","2016/01/22",3212.45
"Currency","2016/01/21",3217.35
"Currency","2016/01/20",3204.65
"Currency","2016/01/19",3198.70
"Currency","2016/01/18",3204.40
"Currency","2016/01/15",3218.15
"Currency","2016/01/14",3204.60
"Currency","2016/01/13",3197.80
"Currency","2016/01/12",3196.90
"Currency","2016/01/11",3206.50
"Currency","2016/01/10",3202.95
"Currency","2016/01/08",3202.95
"Currency","2016/01/07",3190.60
"Currency","2016/01/06",3210.55
"Currency","2016/01/05",3227.40
"Currency","2016/01/04",3201.95
"Currency","2016/01/03",3225.10
"Currency","2016/01/01",3224.50
"Currency","2015/12/31",3225.90
"Currency","2015/12/30",3212.00
"Currency","2015/12/29",3202.60
"Currency","2015/12/28",3200.80
"Currency","2015/12/25",3202.95
"Currency","2015/12/24",3202.95
"Currency","2015/12/23",3206.00
"Currency","2015/12/22",3196.50
"Currency","2015/12/21",3192.75
"Currency","2015/12/20",3200.90
"Currency","2015/12/18",3222.06
"Currency","2015/12/17",3190.00
"Currency","2015/12/16",3188.00
"Currency","2015/12/15",3192.00
"Currency","2015/12/14",3175.25
"Currency","2015/12/11",3197.00
"Currency","2015/12/10",3225.71
"Currency","2015/12/09",3201.00
"Currency","2015/12/08",3208.00
"Currency","2015/12/07",3217.00
"Currency","2015/12/06",3214.20
"Currency","2015/12/04",3278.00
"Currency","2015/12/03",3277.00
"Currency","2015/12/02",3212.50
"Currency","2015/12/01",3259.05
"Currency","2015/11/30",3258.00
"Currency","2015/11/28",3258.95
"Currency","2015/11/27",3290.00
"Currency","2015/11/26",3280.00
"Currency","2015/11/25",3280.00
"Currency","2015/11/24",3278.00
"Currency","2015/11/23",3275.00
"Currency","2015/11/20",3288.00
"Currency","2015/11/19",3305.00
"Currency","2015/11/18",3295.00
"Currency","2015/11/17",3270.00
"Currency","2015/11/16",3295.00
"Currency","2015/11/13",3267.00
"Currency","2015/11/12",3295.00
"Currency","2015/11/11",3303.00
"Currency","2015/11/10",3255.00
"Currency","2015/11/09",3255.00
"Currency","2015/11/08",3285.60
"Currency","2015/11/06",3285.00
"Currency","2015/11/05",3290.00
"Currency","2015/11/04",3285.00
"Currency","2015/11/03",3288.00
"Currency","2015/11/02",3252.50
"Currency","2015/11/01",3251.35
"Currency","2015/10/30",3255.00
"Currency","2015/10/29",3250.50
"Currency","2015/10/28",3255.00
"Currency","2015/10/27",3255.00
"Currency","2015/10/26",3258.00
"Currency","2015/10/25",3031.25
"Currency","2015/10/23",3035.00
"Currency","2015/10/22",3030.00
"Currency","2015/10/21",3032.00
"Currency","2015/10/20",3090.00
"Currency","2015/10/19",2996.00
"Currency","2015/10/18",3064.75
"Currency","2015/10/16",3106.25
"Currency","2015/10/15",3106.25
"Currency","2015/10/14",2997.00
"Currency","2015/10/13",3105.00
"Currency","2015/10/12",3275.17
"Currency","2015/10/09",3250.00
"Currency","2015/10/08",3107.00
"Currency","2015/10/07",3108.00
"Currency","2015/10/06",3110.00
"Currency","2015/10/05",3220.00
"Currency","2015/10/04",3250.15
"Currency","2015/10/02",3250.15
"Currency","2015/10/01",3238.50
"Currency","2015/09/30",3222.80
"Currency","2015/09/29",3230.60
"Currency","2015/09/28",3195.65
"Currency","2015/09/27",3217.95
"Currency","2015/09/26",3217.95
"Currency","2015/09/25",3217.95
"Currency","2015/09/24",3197.65
"Currency","2015/09/23",3145.35
"Currency","2015/09/22",3192.55
"Currency","2015/09/21",3125.05
"Currency","2015/09/20",3098.60
"Currency","2015/09/18",3098.60
"Currency","2015/09/17",3119.55
"Currency","2015/09/16",3127.40
"Currency","2015/09/15",3104.15
"Currency","2015/09/14",3078.80
"Currency","2015/09/13",3115.95
"Currency","2015/09/11",3115.95
"Currency","2015/09/10",3139.65
"Currency","2015/09/09",3139.50
"Currency","2015/09/08",3148.35
"Currency","2015/09/07",3265.50
"Currency","2015/09/06",3281.05
"Currency","2015/09/04",3281.05
"Currency","2015/09/03",3291.55
"Currency","2015/09/02",3304.35
"Currency","2015/09/01",3291.95
"Currency","2015/08/31",3305.55
"Currency","2015/08/30",3302.60
"Currency","2015/08/28",3302.60
"Currency","2015/08/27",3310.45
"Currency","2015/08/26",3294.40
"Currency","2015/08/25",3311.70
"Currency","2015/08/24",3276.30
"Currency","2015/08/21",3294.05
"Currency","2015/08/20",3309.60
"Currency","2015/08/19",3325.25
"Currency","2015/08/18",3298.15
"Currency","2015/08/17",3301.60
"Currency","2015/08/14",3302.55
"Currency","2015/08/13",3305.20
"Currency","2015/08/12",3306.50
"Currency","2015/08/11",3320.25
"Currency","2015/08/10",3315.60
"Currency","2015/08/07",3265.00
"Currency","2015/08/06",3268.00
"Currency","2015/08/05",3335.76
"Currency","2015/08/04",3295.00
"Currency","2015/08/03",3325.00
"Currency","2015/07/31",3325.00
"Currency","2015/07/30",3290.00
"Currency","2015/07/29",3340.51
"Currency","2015/07/28",3328.00
"Currency","2015/07/27",3335.00
"Currency","2015/07/24",3275.00
"Currency","2015/07/23",3309.01
"Currency","2015/07/22",3280.00
"Currency","2015/07/21",3313.00
"Currency","2015/07/20",3248.00
"Currency","2015/07/17",3255.00
"Currency","2015/07/16",3265.00
"Currency","2015/07/15",3252.00
"Currency","2015/07/14",3227.00
"Currency","2015/07/13",3205.00
"Currency","2015/07/10",3163.00
"Currency","2015/07/09",3150.00
"Currency","2015/07/08",3253.01
"Currency","2015/07/07",3212.00
"Currency","2015/07/06",3210.00
"Currency","2015/07/03",3238.00
"Currency","2015/07/02",3250.00
"Currency","2015/07/01",3232.00
"Currency","2015/06/30",3218.00
"Currency","2015/06/29",3197.00
"Currency","2015/06/26",3210.00
"Currency","2015/06/25",3210.00
"Currency","2015/06/24",2997.00
"Currency","2015/06/23",3110.00
"Currency","2015/06/22",2932.50
"Currency","2015/06/19",3128.00
"Currency","2015/06/18",3160.00
"Currency","2015/06/17",3185.00
