"Indicator","Time","Value (USD/MRO)"
"Currency","2004/03/17",265.60
"Currency","2004/03/16",265.60
"Currency","2004/03/15",265.60
"Currency","2004/03/12",265.60
"Currency","2004/03/11",265.60
"Currency","2004/03/10",265.60
"Currency","2004/03/09",265.60
"Currency","2004/03/08",265.60
"Currency","2004/03/05",265.60
"Currency","2004/03/04",265.60
"Currency","2004/03/03",265.60
"Currency","2004/03/02",265.60
"Currency","2004/03/01",265.60
"Currency","2004/02/27",265.60
"Currency","2004/02/26",265.60
"Currency","2004/02/25",265.60
"Currency","2004/02/24",265.60
"Currency","2004/02/23",265.60
"Currency","2004/02/20",265.60
"Currency","2004/02/19",265.60
"Currency","2004/02/18",265.60
"Currency","2004/02/17",265.60
"Currency","2004/02/16",265.60
"Currency","2004/02/13",265.60
"Currency","2004/02/12",265.60
"Currency","2004/02/11",265.60
"Currency","2004/02/10",265.60
"Currency","2004/02/09",265.60
"Currency","2004/02/06",265.60
"Currency","2004/02/05",265.60
"Currency","2004/02/04",265.60
"Currency","2004/02/03",265.60
"Currency","2004/02/02",265.60
"Currency","2004/01/30",265.60
"Currency","2004/01/29",265.60
"Currency","2004/01/28",265.60
"Currency","2004/01/27",265.60
"Currency","2004/01/26",265.60
"Currency","2004/01/23",265.60
"Currency","2004/01/22",265.60
"Currency","2004/01/21",265.60
"Currency","2004/01/20",265.40
"Currency","2004/01/19",265.40
"Currency","2004/01/16",264.61
"Currency","2004/01/15",264.61
"Currency","2004/01/14",264.61
"Currency","2004/01/13",264.61
"Currency","2004/01/12",264.61
"Currency","2004/01/09",264.61
"Currency","2004/01/08",264.61
"Currency","2004/01/07",264.61
"Currency","2004/01/06",264.61
"Currency","2004/01/05",264.61
"Currency","2004/01/02",264.61
"Currency","2004/01/01",264.61
"Currency","2003/12/31",264.61
"Currency","2003/12/30",264.61
"Currency","2003/12/29",263.11
"Currency","2003/12/26",263.11
"Currency","2003/12/25",263.11
"Currency","2003/12/24",263.11
"Currency","2003/12/23",263.11
"Currency","2003/12/22",263.11
"Currency","2003/12/19",263.11
"Currency","2003/12/18",263.11
"Currency","2003/12/17",263.11
"Currency","2003/12/16",263.11
"Currency","2003/12/15",263.11
"Currency","2003/12/12",263.11
"Currency","2003/12/11",263.11
"Currency","2003/12/10",263.11
"Currency","2003/12/09",263.11
"Currency","2003/12/08",263.11
"Currency","2003/12/05",263.11
"Currency","2003/12/04",263.11
"Currency","2003/12/03",263.11
"Currency","2003/12/02",263.11
"Currency","2003/12/01",263.11
"Currency","2003/11/28",263.11
"Currency","2003/11/27",263.11
"Currency","2003/11/26",263.11
"Currency","2003/11/25",263.11
"Currency","2003/11/24",263.11
"Currency","2003/11/21",263.11
"Currency","2003/11/20",263.11
"Currency","2003/11/19",263.11
"Currency","2003/11/18",263.11
"Currency","2003/11/17",263.11
"Currency","2003/11/14",263.11
"Currency","2003/11/13",263.11
"Currency","2003/11/12",263.11
"Currency","2003/11/11",263.11
"Currency","2003/11/10",263.11
"Currency","2003/11/07",263.11
"Currency","2003/11/06",263.11
"Currency","2003/11/05",263.11
"Currency","2003/11/04",263.11
"Currency","2003/11/03",263.01
"Currency","2003/10/31",263.01
"Currency","2003/10/30",263.01
"Currency","2003/10/29",263.01
"Currency","2003/10/28",263.01
"Currency","2003/10/27",263.01
"Currency","2003/10/24",263.01
"Currency","2003/10/23",263.01
"Currency","2003/10/22",263.01
"Currency","2003/10/21",263.01
"Currency","2003/10/20",263.01
"Currency","2003/10/17",263.21
"Currency","2003/10/16",263.21
"Currency","2003/10/15",263.11
"Currency","2003/10/14",263.01
"Currency","2003/10/13",262.52
"Currency","2003/10/10",261.52
"Currency","2003/10/09",261.52
"Currency","2003/10/08",261.52
"Currency","2003/10/07",261.52
"Currency","2003/10/06",261.82
"Currency","2003/10/03",261.82
"Currency","2003/10/02",262.20
"Currency","2003/10/01",265.05
"Currency","2003/09/30",265.05
"Currency","2003/09/29",265.05
"Currency","2003/09/26",265.05
"Currency","2003/09/25",265.05
"Currency","2003/09/24",265.05
"Currency","2003/09/23",265.05
"Currency","2003/09/22",265.05
"Currency","2003/09/19",265.05
"Currency","2003/09/18",265.00
"Currency","2003/09/17",265.00
"Currency","2003/09/16",265.00
"Currency","2003/09/15",265.00
"Currency","2003/09/12",265.00
"Currency","2003/09/11",265.00
"Currency","2003/09/10",265.00
"Currency","2003/09/09",265.00
"Currency","2003/09/08",265.00
"Currency","2003/09/05",265.00
"Currency","2003/09/04",266.25
"Currency","2003/09/03",266.25
"Currency","2003/09/02",266.25
"Currency","2003/09/01",266.25
"Currency","2003/08/29",266.25
"Currency","2003/08/28",266.25
"Currency","2003/08/27",266.25
"Currency","2003/08/26",266.25
"Currency","2003/08/25",266.25
"Currency","2003/08/22",266.25
"Currency","2003/08/21",266.25
"Currency","2003/08/20",266.25
"Currency","2003/08/19",266.25
"Currency","2003/08/18",266.25
"Currency","2003/08/15",266.25
"Currency","2003/08/14",266.25
"Currency","2003/08/13",266.25
"Currency","2003/08/12",266.25
"Currency","2003/08/11",265.70
"Currency","2003/08/08",265.70
"Currency","2003/08/07",265.70
"Currency","2003/08/06",265.70
"Currency","2003/08/05",265.70
"Currency","2003/08/04",265.70
"Currency","2003/08/01",265.70
"Currency","2003/07/31",265.70
"Currency","2003/07/30",265.70
"Currency","2003/07/29",265.70
"Currency","2003/07/28",265.70
"Currency","2003/07/25",265.70
"Currency","2003/07/24",265.70
"Currency","2003/07/23",265.70
"Currency","2003/07/22",265.70
"Currency","2003/07/21",265.75
"Currency","2003/07/18",265.75
"Currency","2003/07/17",265.75
"Currency","2003/07/16",265.75
"Currency","2003/07/15",265.75
"Currency","2003/07/14",265.75
"Currency","2003/07/11",265.75
"Currency","2003/07/10",265.75
"Currency","2003/07/09",265.75
"Currency","2003/07/08",266.75
"Currency","2003/07/07",266.75
"Currency","2003/07/04",266.75
"Currency","2003/07/03",266.75
"Currency","2003/07/02",266.70
"Currency","2003/07/01",266.70
"Currency","2003/06/30",266.70
"Currency","2003/06/27",266.70
"Currency","2003/06/26",266.70
"Currency","2003/06/25",266.70
"Currency","2003/06/24",266.70
"Currency","2003/06/23",266.70
"Currency","2003/06/20",266.70
"Currency","2003/06/19",266.79
"Currency","2003/06/18",266.75
"Currency","2003/06/17",266.75
"Currency","2003/06/16",266.75
"Currency","2003/06/13",266.70
"Currency","2003/06/12",266.70
"Currency","2003/06/11",266.70
"Currency","2003/06/10",266.70
"Currency","2003/06/09",266.70
"Currency","2003/06/06",266.70
"Currency","2003/06/05",266.70
"Currency","2003/06/04",266.70
"Currency","2003/06/03",266.70
"Currency","2003/06/02",266.70
"Currency","2003/05/30",266.70
"Currency","2003/05/29",266.70
"Currency","2003/05/28",266.70
"Currency","2003/05/27",266.70
"Currency","2003/05/26",266.70
"Currency","2003/05/23",267.70
"Currency","2003/05/22",267.70
"Currency","2003/05/21",267.70
"Currency","2003/05/20",267.70
"Currency","2003/05/19",267.70
"Currency","2003/05/16",267.70
"Currency","2003/05/15",267.70
"Currency","2003/05/14",267.70
"Currency","2003/05/13",267.70
"Currency","2003/05/12",267.70
"Currency","2003/05/09",267.70
"Currency","2003/05/08",267.70
"Currency","2003/05/07",267.70
"Currency","2003/05/06",267.85
"Currency","2003/05/05",267.85
"Currency","2003/05/02",267.85
"Currency","2003/05/01",267.85
"Currency","2003/04/30",267.85
"Currency","2003/04/29",267.85
"Currency","2003/04/28",267.85
"Currency","2003/04/25",267.85
"Currency","2003/04/24",267.85
"Currency","2003/04/23",267.85
"Currency","2003/04/22",267.85
"Currency","2003/04/21",267.85
"Currency","2003/04/18",267.85
"Currency","2003/04/17",267.85
"Currency","2003/04/16",267.85
"Currency","2003/04/15",267.85
"Currency","2003/04/14",267.85
"Currency","2003/04/11",267.85
"Currency","2003/04/10",267.85
"Currency","2003/04/09",267.85
"Currency","2003/04/08",267.85
"Currency","2003/04/07",267.85
"Currency","2003/04/04",267.85
"Currency","2003/04/03",267.85
"Currency","2003/04/02",267.85
"Currency","2003/04/01",267.85
"Currency","2003/03/31",267.85
"Currency","2003/03/28",267.85
"Currency","2003/03/27",267.85
"Currency","2003/03/26",267.85
"Currency","2003/03/25",267.85
"Currency","2003/03/24",267.85
"Currency","2003/03/21",267.85
"Currency","2003/03/20",267.85
"Currency","2003/03/19",267.85
"Currency","2003/03/18",267.85
"Currency","2003/03/17",267.85
"Currency","2003/03/14",267.85
"Currency","2003/03/13",267.85
"Currency","2003/03/12",267.85
"Currency","2003/03/11",267.85
"Currency","2003/03/10",267.80
"Currency","2003/03/07",267.80
"Currency","2003/03/06",267.80
"Currency","2003/03/05",267.80
"Currency","2003/03/04",267.80
"Currency","2003/03/03",267.80
"Currency","2003/02/28",267.80
"Currency","2003/02/27",267.80
"Currency","2003/02/26",267.80
"Currency","2003/02/25",267.80
"Currency","2003/02/24",267.80
"Currency","2003/02/21",267.80
"Currency","2003/02/20",267.80
"Currency","2003/02/19",267.70
"Currency","2003/02/18",267.70
"Currency","2003/02/17",267.70
"Currency","2003/02/14",267.70
"Currency","2003/02/13",267.70
"Currency","2003/02/12",267.70
"Currency","2003/02/11",267.70
"Currency","2003/02/10",267.70
"Currency","2003/02/07",267.70
"Currency","2003/02/06",267.70
"Currency","2003/02/05",267.70
"Currency","2003/02/04",267.70
"Currency","2003/02/03",267.70
"Currency","2003/01/31",267.70
"Currency","2003/01/30",267.70
"Currency","2003/01/29",267.70
"Currency","2003/01/28",267.70
"Currency","2003/01/27",267.70
"Currency","2003/01/24",267.15
"Currency","2003/01/23",267.15
"Currency","2003/01/22",267.15
"Currency","2003/01/21",267.15
"Currency","2003/01/20",267.15
"Currency","2003/01/17",267.15
"Currency","2003/01/16",267.25
"Currency","2003/01/15",267.25
"Currency","2003/01/14",267.25
"Currency","2003/01/13",267.25
"Currency","2002/12/18",268.70
"Currency","2002/12/17",268.70
"Currency","2002/12/16",268.70
"Currency","2002/12/13",268.70
"Currency","2002/12/12",268.70
"Currency","2002/12/11",268.70
"Currency","2002/12/10",268.70
"Currency","2002/12/09",268.70
"Currency","2002/12/06",268.70
"Currency","2002/12/05",268.70
"Currency","2002/12/04",268.75
"Currency","2002/12/03",268.75
"Currency","2002/12/02",269.25
"Currency","2002/11/29",269.75
"Currency","2002/11/28",269.75
"Currency","2002/11/27",269.75
"Currency","2002/11/26",269.75
"Currency","2002/11/25",269.75
"Currency","2002/11/22",271.75
"Currency","2002/11/21",272.50
"Currency","2002/11/20",272.50
"Currency","2002/11/19",272.50
"Currency","2002/11/18",272.50
"Currency","2002/11/15",272.50
"Currency","2002/11/14",272.50
"Currency","2002/11/13",272.50
"Currency","2002/11/12",272.50
"Currency","2002/11/11",272.50
"Currency","2002/11/08",272.50
"Currency","2002/11/07",272.50
"Currency","2002/11/06",272.50
"Currency","2002/11/05",272.50
"Currency","2002/11/04",272.44
"Currency","2002/11/01",272.45
"Currency","2002/10/31",272.45
"Currency","2002/10/30",272.43
"Currency","2002/10/16",272.88
"Currency","2002/10/15",272.88
"Currency","2002/10/14",272.88
"Currency","2002/10/11",272.88
"Currency","2002/10/10",272.88
"Currency","2002/10/09",272.88
"Currency","2002/10/08",272.90
"Currency","2002/10/07",272.80
"Currency","2002/10/04",272.76
"Currency","2002/10/03",272.75
"Currency","2002/10/02",272.70
"Currency","2002/10/01",272.65
"Currency","2002/09/30",272.60
"Currency","2002/09/27",272.55
"Currency","2002/09/26",272.55
"Currency","2002/09/25",272.51
"Currency","2002/09/24",272.51
"Currency","2002/09/23",272.51
"Currency","2002/09/20",272.51
"Currency","2002/09/19",272.50
"Currency","2002/09/18",272.25
"Currency","2002/09/17",272.00
"Currency","2002/09/16",272.00
"Currency","2002/09/13",272.00
"Currency","2002/09/12",272.00
"Currency","2002/09/11",272.00
"Currency","2002/09/10",272.00
"Currency","2002/09/09",272.00
"Currency","2002/09/06",273.90
"Currency","2002/09/05",273.90
"Currency","2002/09/04",273.90
"Currency","2002/09/03",273.90
"Currency","2002/09/02",273.90
"Currency","2002/08/30",273.90
"Currency","2002/08/29",273.90
"Currency","2002/08/28",273.90
"Currency","2002/08/27",273.90
"Currency","2002/08/26",273.90
"Currency","2002/08/23",273.90
"Currency","2002/08/22",273.90
"Currency","2002/08/21",273.90
"Currency","2002/08/20",273.90
"Currency","2002/08/19",273.70
"Currency","2002/08/16",273.70
"Currency","2002/08/15",273.70
"Currency","2002/08/14",273.70
"Currency","2002/08/13",273.70
"Currency","2002/08/12",273.70
"Currency","2002/08/09",273.70
"Currency","2002/08/08",273.70
"Currency","2002/08/07",273.70
"Currency","2002/08/06",273.55
"Currency","2002/08/05",273.55
"Currency","2002/08/02",273.55
"Currency","2002/08/01",273.55
"Currency","2002/07/31",273.55
"Currency","2002/07/30",273.55
"Currency","2002/07/29",273.50
"Currency","2002/07/26",273.50
"Currency","2002/07/25",273.50
"Currency","2002/07/24",273.50
"Currency","2002/07/23",273.50
"Currency","2002/07/22",273.50
"Currency","2002/07/19",273.50
"Currency","2002/07/18",273.50
"Currency","2002/07/17",273.50
"Currency","2002/07/16",273.50
"Currency","2002/07/12",273.50
"Currency","2002/07/11",273.50
"Currency","2002/07/10",273.50
"Currency","2002/07/09",275.50
"Currency","2002/07/01",276.00
"Currency","2002/06/28",276.00
"Currency","2002/06/27",276.00
"Currency","2002/06/26",276.00
"Currency","2002/06/25",276.00
"Currency","2002/06/24",276.00
"Currency","2002/06/21",276.00
"Currency","2002/06/20",276.00
"Currency","2002/06/19",276.00
"Currency","2002/06/17",280.25
"Currency","2002/06/14",280.25
"Currency","2002/06/13",280.25
"Currency","2002/06/12",280.25
"Currency","2002/06/11",280.25
"Currency","2002/06/07",280.25
"Currency","2002/06/06",280.05
"Currency","2002/06/05",280.05
"Currency","2002/06/04",280.05
"Currency","2002/06/03",280.00
"Currency","2002/05/31",280.00
"Currency","2002/05/30",280.00
"Currency","2002/05/29",280.00
"Currency","2002/05/28",280.00
"Currency","2002/05/27",280.00
"Currency","2002/05/24",280.00
"Currency","2002/05/23",279.50
"Currency","2002/05/22",279.50
"Currency","2002/05/21",279.50
"Currency","2002/05/17",279.50
"Currency","2002/05/16",279.50
"Currency","2002/05/15",279.50
"Currency","2002/05/14",279.50
"Currency","2002/05/13",279.50
"Currency","2002/05/10",279.50
"Currency","2002/05/09",279.50
"Currency","2002/05/08",279.50
"Currency","2002/05/07",279.50
"Currency","2002/05/06",279.50
"Currency","2002/05/02",279.50
"Currency","2002/05/01",279.50
"Currency","2002/04/30",279.50
"Currency","2002/04/29",279.20
"Currency","2002/04/26",279.20
"Currency","2002/04/25",279.20
"Currency","2002/04/24",279.20
"Currency","2002/04/23",279.20
"Currency","2002/04/22",279.20
"Currency","2002/04/19",279.20
"Currency","2002/04/18",279.20
"Currency","2002/04/17",279.00
"Currency","2002/04/16",278.00
"Currency","2002/04/15",278.00
"Currency","2002/04/12",277.90
"Currency","2002/04/11",277.90
"Currency","2002/04/10",277.90
"Currency","2002/04/09",277.90
"Currency","2002/04/08",277.90
"Currency","2002/04/05",277.90
"Currency","2002/04/04",277.50
"Currency","2002/04/03",277.50
"Currency","2002/04/02",277.50
"Currency","2002/04/01",277.50
"Currency","2002/03/29",277.50
"Currency","2002/03/28",277.50
"Currency","2002/03/27",277.50
"Currency","2002/03/13",277.00
"Currency","2002/03/12",275.50
"Currency","2002/03/11",275.50
"Currency","2002/03/08",275.50
"Currency","2002/03/07",275.50
"Currency","2002/03/06",273.90
"Currency","2002/03/05",273.90
"Currency","2002/03/04",273.90
"Currency","2002/03/01",273.90
"Currency","2002/02/28",273.90
"Currency","2002/02/27",273.90
"Currency","2002/02/26",273.90
"Currency","2002/02/25",273.90
"Currency","2002/02/22",273.90
"Currency","2002/02/21",273.90
"Currency","2002/02/20",273.75
"Currency","2002/02/19",273.75
"Currency","2002/02/18",273.50
"Currency","2002/02/15",273.50
"Currency","2002/02/14",269.90
"Currency","2002/02/13",269.90
"Currency","2002/02/12",269.90
"Currency","2002/02/11",269.90
"Currency","2002/02/08",269.90
"Currency","2002/02/07",269.90
"Currency","2002/02/06",269.90
"Currency","2002/02/05",269.90
"Currency","2002/02/04",269.75
"Currency","2002/02/01",269.75
"Currency","2002/01/31",269.75
"Currency","2002/01/30",269.75
"Currency","2002/01/29",269.75
"Currency","2002/01/28",269.70
"Currency","2002/01/25",269.70
"Currency","2002/01/24",269.70
"Currency","2002/01/23",269.55
"Currency","2002/01/22",269.55
"Currency","2002/01/21",269.55
"Currency","2002/01/18",269.55
"Currency","2002/01/17",269.55
"Currency","2002/01/16",269.55
"Currency","2002/01/15",269.55
"Currency","2002/01/14",269.55
"Currency","2002/01/11",269.51
"Currency","2002/01/10",269.51
"Currency","2002/01/09",269.51
"Currency","2002/01/08",269.51
"Currency","2002/01/07",264.01
"Currency","2002/01/04",264.01
"Currency","2002/01/03",264.01
"Currency","2002/01/02",264.01
"Currency","2002/01/01",264.01
"Currency","2001/12/31",264.01
"Currency","2001/12/28",264.01
"Currency","2001/12/27",264.01
"Currency","2001/12/26",264.01
"Currency","2001/12/25",264.01
"Currency","2001/12/24",264.01
"Currency","2001/12/21",264.01
"Currency","2001/12/20",264.01
"Currency","2001/12/19",264.01
"Currency","2001/12/18",264.01
"Currency","2001/12/17",264.01
"Currency","2001/12/14",264.01
"Currency","2001/12/13",264.01
"Currency","2001/12/12",264.01
"Currency","2001/12/11",264.01
"Currency","2001/12/10",264.01
"Currency","2001/12/07",263.81
"Currency","2001/12/06",263.81
"Currency","2001/12/05",258.31
"Currency","2001/12/04",258.30
"Currency","2001/12/03",258.26
"Currency","2001/11/30",258.25
"Currency","2001/11/29",258.26
"Currency","2001/11/28",258.25
"Currency","2001/11/27",258.10
"Currency","2001/11/26",258.10
"Currency","2001/11/23",258.10
"Currency","2001/11/22",258.10
"Currency","2001/11/21",258.10
"Currency","2001/11/20",258.10
"Currency","2001/11/19",258.10
"Currency","2001/11/16",258.10
"Currency","2001/11/15",258.10
"Currency","2001/10/26",257.80
"Currency","2001/10/25",257.80
"Currency","2001/10/24",257.80
"Currency","2001/10/23",257.80
"Currency","2001/10/22",257.80
"Currency","2001/10/19",257.80
"Currency","2001/10/18",257.80
"Currency","2001/10/17",257.80
"Currency","2001/10/16",257.80
"Currency","2001/10/15",257.80
"Currency","2001/10/12",257.80
"Currency","2001/10/11",257.80
"Currency","2001/10/10",257.80
"Currency","2001/10/09",257.80
"Currency","2001/10/08",256.12
"Currency","2001/10/05",256.12
"Currency","2001/10/04",256.12
"Currency","2001/10/03",256.12
"Currency","2001/10/02",256.12
"Currency","2001/10/01",256.12
"Currency","2001/09/28",256.12
"Currency","2001/09/27",256.12
"Currency","2001/09/26",256.12
"Currency","2001/09/25",256.02
"Currency","2001/09/24",255.92
"Currency","2001/09/21",256.02
"Currency","2001/09/20",256.02
"Currency","2001/09/19",256.02
"Currency","2001/09/18",256.02
"Currency","2001/09/17",256.02
"Currency","2001/09/14",256.02
"Currency","2001/09/13",256.02
"Currency","2001/09/12",256.02
"Currency","2001/09/11",256.02
"Currency","2001/09/10",256.02
"Currency","2001/09/07",256.02
"Currency","2001/09/06",256.02
"Currency","2001/09/05",255.92
"Currency","2001/09/04",255.92
"Currency","2001/09/03",255.92
"Currency","2001/08/31",255.92
"Currency","2001/08/30",257.60
"Currency","2001/08/29",257.60
"Currency","2001/08/28",257.60
"Currency","2001/08/24",257.50
"Currency","2001/08/23",257.45
"Currency","2001/08/22",257.50
"Currency","2001/08/21",257.50
"Currency","2001/08/20",257.90
"Currency","2001/08/17",257.75
"Currency","2001/08/16",257.50
"Currency","2001/08/15",257.50
"Currency","2001/08/14",257.50
"Currency","2001/08/13",257.50
"Currency","2001/08/10",257.55
"Currency","2001/08/09",257.55
"Currency","2001/08/08",257.55
"Currency","2001/08/07",257.50
"Currency","2001/08/06",257.35
"Currency","2001/08/03",257.35
"Currency","2001/08/02",257.35
"Currency","2001/08/01",257.35
"Currency","2001/07/31",257.25
"Currency","2001/07/30",257.25
"Currency","2001/07/27",255.72
"Currency","2001/07/26",255.72
"Currency","2001/07/25",255.72
"Currency","2001/07/24",255.72
"Currency","2001/07/23",255.72
"Currency","2001/07/20",255.72
"Currency","2001/07/19",255.72
"Currency","2001/07/18",255.72
"Currency","2001/07/17",255.72
"Currency","2001/07/16",255.72
"Currency","2001/07/13",255.72
"Currency","2001/07/12",255.72
"Currency","2001/07/11",255.72
"Currency","2001/07/10",255.72
"Currency","2001/07/09",255.72
"Currency","2001/07/06",255.72
"Currency","2001/07/05",255.72
"Currency","2001/07/04",255.72
"Currency","2001/07/03",256.00
"Currency","2001/07/02",255.22
"Currency","2001/06/29",255.22
"Currency","2001/06/28",255.22
"Currency","2001/06/27",255.22
"Currency","2001/06/26",255.22
"Currency","2001/06/25",255.32
"Currency","2001/06/22",255.75
"Currency","2001/06/21",255.75
"Currency","2001/06/20",255.75
"Currency","2001/06/19",255.42
"Currency","2001/06/18",255.42
"Currency","2001/06/15",255.42
"Currency","2001/06/14",255.42
"Currency","2001/06/13",255.42
"Currency","2001/06/12",255.42
"Currency","2001/06/11",255.42
"Currency","2001/06/08",255.42
"Currency","2001/06/07",255.22
"Currency","2001/06/06",255.22
"Currency","2001/06/05",255.22
"Currency","2001/06/04",254.73
"Currency","2001/06/01",254.73
"Currency","2001/05/31",254.73
"Currency","2001/05/30",254.73
"Currency","2001/05/29",254.73
"Currency","2001/05/28",254.73
"Currency","2001/05/25",254.73
"Currency","2001/05/24",254.73
"Currency","2001/05/23",254.53
"Currency","2001/05/22",254.38
"Currency","2001/05/21",254.38
"Currency","2001/05/18",254.38
"Currency","2001/05/17",254.38
"Currency","2001/05/16",254.33
"Currency","2001/05/15",254.33
"Currency","2001/05/14",254.23
"Currency","2001/05/11",254.33
"Currency","2001/05/10",254.33
"Currency","2001/05/09",253.73
"Currency","2001/05/08",253.73
"Currency","2001/05/07",253.73
"Currency","2001/05/04",253.23
"Currency","2001/05/03",253.23
"Currency","2001/05/02",253.23
"Currency","2001/05/01",253.23
"Currency","2001/04/30",253.23
"Currency","2001/04/27",252.94
"Currency","2001/04/26",252.94
"Currency","2001/04/25",252.94
"Currency","2001/04/24",252.94
"Currency","2001/04/23",252.94
"Currency","2001/04/20",252.94
"Currency","2001/04/19",252.94
"Currency","2001/04/18",252.94
"Currency","2001/04/17",252.94
"Currency","2001/04/16",252.94
"Currency","2001/04/13",252.89
"Currency","2001/04/12",252.89
"Currency","2001/04/11",252.74
"Currency","2001/04/10",252.74
"Currency","2001/04/09",252.74
"Currency","2001/04/06",252.74
"Currency","2001/04/05",252.74
"Currency","2001/04/04",252.74
"Currency","2001/04/03",252.74
"Currency","2001/04/02",252.74
"Currency","2001/03/30",252.74
"Currency","2001/03/29",252.74
"Currency","2001/03/28",252.74
"Currency","2001/03/27",252.74
"Currency","2001/03/26",252.74
"Currency","2001/03/23",252.74
"Currency","2001/03/22",252.74
"Currency","2001/03/21",252.74
"Currency","2001/03/20",252.69
"Currency","2001/03/19",252.69
"Currency","2001/03/16",252.69
"Currency","2001/03/15",252.69
"Currency","2001/03/14",252.69
"Currency","2001/03/13",252.54
"Currency","2001/03/12",251.91
"Currency","2001/03/09",251.61
"Currency","2001/03/08",251.61
"Currency","2001/03/07",251.61
"Currency","2001/03/06",251.61
"Currency","2001/03/05",251.61
"Currency","2001/03/02",251.61
"Currency","2001/03/01",251.61
"Currency","2001/02/28",251.61
"Currency","2001/02/27",251.61
"Currency","2001/02/26",251.12
"Currency","2001/02/23",251.12
"Currency","2001/02/22",251.12
"Currency","2001/02/21",251.02
"Currency","2001/02/20",251.02
"Currency","2001/02/19",251.02
"Currency","2001/02/16",251.02
"Currency","2001/02/15",251.02
"Currency","2001/02/14",250.42
"Currency","2001/02/13",250.42
"Currency","2001/02/12",250.42
"Currency","2001/02/09",250.52
"Currency","2001/02/08",250.12
"Currency","2001/02/07",250.12
"Currency","2001/02/06",250.12
"Currency","2001/02/05",250.12
"Currency","2001/02/02",250.12
"Currency","2001/02/01",250.12
"Currency","2001/01/31",249.63
"Currency","2001/01/30",249.13
"Currency","2001/01/29",248.83
"Currency","2001/01/26",248.64
"Currency","2001/01/25",248.64
"Currency","2001/01/24",248.54
"Currency","2001/01/23",248.44
"Currency","2001/01/22",248.44
"Currency","2001/01/19",248.44
"Currency","2001/01/18",248.44
"Currency","2001/01/17",248.14
"Currency","2001/01/16",247.64
"Currency","2001/01/15",247.15
"Currency","2001/01/12",247.15
"Currency","2001/01/11",247.15
"Currency","2001/01/10",248.44
"Currency","2001/01/09",248.44
"Currency","2001/01/08",248.44
"Currency","2001/01/05",250.42
"Currency","2001/01/04",250.42
"Currency","2001/01/03",250.42
"Currency","2001/01/02",250.97
"Currency","2001/01/01",250.97
"Currency","2000/12/29",250.97
"Currency","2000/12/28",250.97
"Currency","2000/12/27",250.97
"Currency","2000/12/26",250.97
"Currency","2000/12/25",250.97
"Currency","2000/12/22",250.97
"Currency","2000/12/21",250.97
"Currency","2000/12/20",250.97
"Currency","2000/12/19",250.97
"Currency","2000/12/18",250.97
"Currency","2000/12/15",250.97
"Currency","2000/12/14",250.97
"Currency","2000/12/13",250.92
"Currency","2000/12/12",250.92
"Currency","2000/12/11",250.92
"Currency","2000/12/08",250.92
"Currency","2000/12/07",250.92
"Currency","2000/12/06",250.92
"Currency","2000/12/05",250.92
"Currency","2000/12/04",250.92
"Currency","2000/12/01",250.62
"Currency","2000/11/30",250.62
"Currency","2000/11/29",250.62
"Currency","2000/11/28",250.62
"Currency","2000/11/27",250.62
"Currency","2000/11/24",250.62
"Currency","2000/11/23",250.62
"Currency","2000/11/22",250.57
"Currency","2000/11/21",250.57
"Currency","2000/11/20",250.57
"Currency","2000/11/17",250.52
"Currency","2000/11/16",250.52
"Currency","2000/11/15",250.52
"Currency","2000/11/14",250.52
"Currency","2000/11/13",250.52
"Currency","2000/11/10",250.52
"Currency","2000/11/09",250.52
"Currency","2000/11/08",250.12
"Currency","2000/11/07",250.12
"Currency","2000/11/06",250.12
"Currency","2000/11/03",250.12
"Currency","2000/11/02",250.12
"Currency","2000/11/01",250.12
"Currency","2000/10/31",250.12
"Currency","2000/10/30",250.12
"Currency","2000/10/27",250.12
"Currency","2000/10/26",250.12
"Currency","2000/10/25",249.93
"Currency","2000/10/24",248.44
"Currency","2000/10/23",248.44
"Currency","2000/10/20",248.44
"Currency","2000/10/19",248.44
"Currency","2000/10/18",248.44
"Currency","2000/10/17",248.44
"Currency","2000/10/16",248.44
"Currency","2000/10/13",248.44
"Currency","2000/10/12",248.44
"Currency","2000/10/11",248.39
"Currency","2000/10/10",248.34
"Currency","2000/10/09",248.34
"Currency","2000/10/06",248.14
"Currency","2000/10/05",248.14
"Currency","2000/10/04",248.14
"Currency","2000/10/03",248.14
"Currency","2000/10/02",248.14
"Currency","2000/09/29",248.14
"Currency","2000/09/28",248.14
"Currency","2000/09/27",248.14
"Currency","2000/09/26",247.64
"Currency","2000/09/25",247.64
"Currency","2000/09/22",245.66
"Currency","2000/09/21",245.66
"Currency","2000/09/20",245.66
"Currency","2000/09/19",243.18
"Currency","2000/09/18",243.18
"Currency","2000/09/15",243.18
"Currency","2000/09/14",242.18
"Currency","2000/09/13",242.18
"Currency","2000/09/12",242.18
"Currency","2000/09/11",242.18
"Currency","2000/09/08",241.44
"Currency","2000/09/07",241.44
"Currency","2000/09/06",241.34
"Currency","2000/09/05",241.39
"Currency","2000/09/04",241.39
"Currency","2000/09/01",241.39
"Currency","2000/08/31",241.39
"Currency","2000/08/30",241.29
"Currency","2000/08/29",241.29
"Currency","2000/08/28",241.29
"Currency","2000/08/25",241.29
"Currency","2000/08/24",241.29
"Currency","2000/08/23",241.29
"Currency","2000/08/22",241.29
