"Indicator","Time","Value (USD/MRO)"
"Currency","2000/08/21",241.29
"Currency","2000/08/18",241.19
"Currency","2000/08/17",241.19
"Currency","2000/08/16",241.19
"Currency","2000/08/15",241.19
"Currency","2000/08/14",241.19
"Currency","2000/08/11",241.19
"Currency","2000/08/10",241.19
"Currency","2000/08/09",241.19
"Currency","2000/08/08",241.19
"Currency","2000/08/07",241.09
"Currency","2000/08/04",241.09
"Currency","2000/08/03",241.09
"Currency","2000/08/02",241.09
"Currency","2000/08/01",241.09
"Currency","2000/07/31",241.09
"Currency","2000/07/28",241.09
"Currency","2000/07/27",241.09
"Currency","2000/07/26",241.09
"Currency","2000/07/25",241.09
"Currency","2000/07/24",240.99
"Currency","2000/07/21",240.99
"Currency","2000/07/20",240.99
"Currency","2000/07/19",240.99
"Currency","2000/07/18",240.99
"Currency","2000/07/17",240.89
"Currency","2000/07/14",240.89
"Currency","2000/07/13",240.89
"Currency","2000/07/12",240.89
"Currency","2000/07/11",240.99
"Currency","2000/07/10",240.99
"Currency","2000/07/07",240.89
"Currency","2000/07/06",240.89
"Currency","2000/07/05",240.99
"Currency","2000/07/04",240.99
"Currency","2000/07/03",240.99
"Currency","2000/06/30",241.09
"Currency","2000/06/29",241.09
"Currency","2000/06/28",241.09
"Currency","2000/06/27",241.09
"Currency","2000/06/26",241.09
"Currency","2000/06/23",241.19
"Currency","2000/06/22",241.19
"Currency","2000/06/21",241.19
"Currency","2000/06/20",241.19
"Currency","2000/06/19",241.19
"Currency","2000/06/16",241.19
"Currency","2000/06/15",241.19
"Currency","2000/06/14",241.29
"Currency","2000/06/13",241.29
"Currency","2000/06/12",241.48
"Currency","2000/06/09",241.48
"Currency","2000/06/08",241.48
"Currency","2000/06/07",241.48
"Currency","2000/06/06",241.99
"Currency","2000/06/05",241.99
"Currency","2000/06/02",241.99
"Currency","2000/06/01",241.99
"Currency","2000/05/31",242.08
"Currency","2000/05/30",242.08
"Currency","2000/05/29",242.08
"Currency","2000/05/26",242.08
"Currency","2000/05/25",242.08
"Currency","2000/05/24",242.08
"Currency","2000/05/23",242.08
"Currency","2000/05/22",241.79
"Currency","2000/05/19",239.95
"Currency","2000/05/18",239.95
"Currency","2000/05/17",239.95
"Currency","2000/05/16",239.95
"Currency","2000/05/15",239.95
"Currency","1999/11/15",214.21
"Currency","1999/11/12",214.21
"Currency","1999/11/11",214.21
"Currency","1999/11/10",214.21
"Currency","1999/11/09",214.21
"Currency","1999/11/08",214.21
"Currency","1999/09/22",212.73
"Currency","1999/09/21",212.73
"Currency","1999/09/20",212.73
"Currency","1999/09/06",212.73
"Currency","1999/09/03",212.73
"Currency","1999/08/18",212.12
"Currency","1999/08/11",212.12
"Currency","1999/06/14",209.45
"Currency","1999/03/24",208.60
"Currency","1999/03/23",208.60
"Currency","1999/03/22",208.60
"Currency","1999/03/19",208.60
"Currency","1999/03/18",208.60
"Currency","1999/03/17",208.60
"Currency","1999/03/16",208.65
"Currency","1999/03/15",208.65
"Currency","1999/03/12",208.65
"Currency","1999/03/11",208.65
"Currency","1999/03/10",208.65
"Currency","1999/03/09",208.65
"Currency","1999/03/08",208.65
"Currency","1999/03/05",208.65
"Currency","1999/03/04",208.65
"Currency","1999/03/03",208.65
"Currency","1999/03/02",206.70
"Currency","1999/03/01",206.70
"Currency","1999/02/26",206.70
"Currency","1999/02/25",206.70
"Currency","1999/02/24",206.70
"Currency","1999/02/23",206.70
"Currency","1999/02/22",206.70
"Currency","1999/02/19",206.70
"Currency","1999/02/18",206.70
"Currency","1999/02/17",206.70
"Currency","1999/02/12",205.08
"Currency","1999/02/11",205.08
"Currency","1999/02/10",205.08
"Currency","1999/02/09",205.08
"Currency","1999/02/08",205.08
"Currency","1999/02/05",204.44
"Currency","1999/02/04",204.44
"Currency","1999/02/03",204.44
"Currency","1999/02/02",204.44
"Currency","1999/02/01",204.44
"Currency","1999/01/29",204.44
"Currency","1999/01/28",204.44
"Currency","1999/01/27",204.44
"Currency","1999/01/26",204.44
"Currency","1999/01/25",204.44
"Currency","1999/01/22",204.44
"Currency","1999/01/21",204.44
"Currency","1999/01/20",204.44
"Currency","1998/12/22",208.50
"Currency","1998/10/20",203.99
"Currency","1998/09/30",203.99
"Currency","1998/09/18",205.95
"Currency","1998/08/17",202.67
"Currency","1998/05/01",176.01
"Currency","1998/04/30",176.01
"Currency","1998/04/29",175.99
"Currency","1998/04/08",175.85
"Currency","1998/04/07",175.85
"Currency","1998/04/06",175.85
"Currency","1998/04/03",175.80
"Currency","1998/04/02",175.80
"Currency","1998/04/01",175.79
"Currency","1998/03/27",175.10
"Currency","1998/03/26",175.10
"Currency","1998/03/25",175.08
"Currency","1998/03/24",175.03
"Currency","1998/03/23",174.97
"Currency","1998/03/20",174.83
"Currency","1998/03/19",174.83
"Currency","1998/03/16",173.60
"Currency","1998/03/10",173.10
"Currency","1998/03/09",172.20
"Currency","1998/03/06",172.15
"Currency","1998/03/05",172.15
"Currency","1998/03/04",172.13
"Currency","1998/03/03",172.07
"Currency","1998/03/02",172.10
"Currency","1998/02/20",172.04
"Currency","1998/02/19",172.04
"Currency","1998/02/18",171.98
"Currency","1998/02/10",172.45
"Currency","1998/02/09",172.45
"Currency","1998/02/06",171.89
"Currency","1998/02/05",171.89
"Currency","1998/02/04",172.13
"Currency","1998/02/03",172.57
"Currency","1998/02/02",172.59
"Currency","1998/01/26",170.29
"Currency","1998/01/23",171.01
"Currency","1998/01/22",171.01
"Currency","1998/01/21",171.81
"Currency","1998/01/20",171.79
"Currency","1998/01/09",169.60
"Currency","1998/01/08",169.60
"Currency","1998/01/07",169.60
"Currency","1998/01/06",169.10
"Currency","1997/12/23",166.10
"Currency","1997/12/22",166.10
"Currency","1997/12/16",166.26
"Currency","1997/11/28",166.68
"Currency","1997/11/27",166.68
"Currency","1997/11/26",166.68
"Currency","1997/11/21",166.40
"Currency","1997/11/20",166.40
"Currency","1997/11/19",166.15
"Currency","1997/11/18",166.25
"Currency","1997/11/17",166.10
"Currency","1997/11/05",165.68
"Currency","1997/11/04",165.72
"Currency","1997/11/03",165.70
"Currency","1997/10/27",165.55
"Currency","1997/10/24",165.55
"Currency","1997/10/23",165.55
"Currency","1997/10/21",164.44
"Currency","1997/10/20",164.44
"Currency","1997/10/10",162.60
"Currency","1997/10/09",162.60
"Currency","1997/10/08",162.49
"Currency","1997/09/26",155.76
"Currency","1997/09/25",155.76
"Currency","1997/08/29",154.80
"Currency","1997/08/28",154.80
"Currency","1997/08/27",154.80
"Currency","1997/08/26",154.79
"Currency","1997/08/25",154.90
"Currency","1997/08/22",154.90
"Currency","1997/08/21",154.90
"Currency","1997/08/20",154.90
"Currency","1997/08/19",154.80
"Currency","1997/08/18",154.80
"Currency","1997/08/15",154.68
"Currency","1997/08/14",154.68
"Currency","1997/08/13",154.70
"Currency","1997/08/12",154.68
"Currency","1997/08/04",152.64
"Currency","1997/08/01",152.64
"Currency","1997/07/31",152.64
"Currency","1997/07/30",152.64
"Currency","1997/07/29",152.80
"Currency","1997/07/28",152.50
"Currency","1997/07/18",151.04
"Currency","1997/07/17",151.04
"Currency","1997/07/16",151.04
"Currency","1997/07/15",150.74
"Currency","1997/07/14",150.76
"Currency","1997/07/08",148.25
"Currency","1997/07/07",148.25
"Currency","1997/07/04",148.35
"Currency","1997/07/03",148.35
"Currency","1997/07/02",148.32
"Currency","1997/07/01",148.18
"Currency","1997/06/30",148.16
"Currency","1997/06/24",147.45
"Currency","1997/06/23",147.45
"Currency","1997/06/20",147.15
"Currency","1997/06/19",147.15
"Currency","1997/06/18",147.15
"Currency","1997/06/17",147.15
"Currency","1997/06/16",147.20
"Currency","1997/06/13",147.05
"Currency","1997/06/12",147.05
"Currency","1997/06/09",147.01
"Currency","1997/06/06",147.00
"Currency","1997/06/05",146.81
"Currency","1997/06/04",146.81
"Currency","1997/06/03",146.32
"Currency","1997/06/02",146.32
"","",""
"Data Source: http://www.tradingeconomics.com","",""
"Downloaded from http://vam.wfp.org on 11 Jun 2018","",""
