,Unnamed: 0,country,product,currency,unit,month,year,avg_price
0,0,Afghanistan,Bread,AFN,KG,1,2014,41.904062499999995
1,1,Afghanistan,Bread,AFN,KG,2,2014,41.92125
2,2,Afghanistan,Bread,AFN,KG,3,2014,42.0665625
3,3,Afghanistan,Bread,AFN,KG,4,2014,42.521249999999995
4,4,Afghanistan,Bread,AFN,KG,5,2014,42.9025
5,5,Afghanistan,Bread,AFN,KG,6,2014,43.2525
6,6,Afghanistan,Bread,AFN,KG,7,2014,43.2525
7,7,Afghanistan,Bread,AFN,KG,8,2014,43.2525
8,8,Afghanistan,Bread,AFN,KG,9,2014,43.2525
9,9,Afghanistan,Bread,AFN,KG,10,2014,43.2525
10,10,Afghanistan,Bread,AFN,KG,11,2014,43.2525
11,11,Afghanistan,Bread,AFN,KG,12,2014,43.2525
12,12,Afghanistan,Bread,AFN,KG,1,2015,43.774375000000006
13,13,Afghanistan,Bread,AFN,KG,2,2015,45.34
14,14,Afghanistan,Bread,AFN,KG,3,2015,45.34
15,15,Afghanistan,Bread,AFN,KG,4,2015,UNKNOWN
16,16,Afghanistan,Bread,AFN,KG,5,2015,UNKNOWN
17,17,Afghanistan,Bread,AFN,KG,6,2015,44.55625
18,18,Afghanistan,Bread,AFN,KG,7,2015,45.0275
19,19,Afghanistan,Bread,AFN,KG,8,2015,44.3275
20,20,Afghanistan,Bread,AFN,KG,9,2015,44.387499999999996
21,21,Afghanistan,Bread,AFN,KG,10,2015,45.35875
22,22,Afghanistan,Bread,AFN,KG,11,2015,46.48375
23,23,Afghanistan,Bread,AFN,KG,12,2015,45.265
24,24,Afghanistan,Bread,AFN,KG,1,2016,45.265
25,25,Afghanistan,Bread,AFN,KG,2,2016,45.265
26,26,Afghanistan,Bread,AFN,KG,3,2016,45.265
27,27,Afghanistan,Bread,AFN,KG,4,2016,44.5775
28,28,Afghanistan,Bread,AFN,KG,5,2016,44.5775
29,29,Afghanistan,Bread,AFN,KG,6,2016,44.5775
30,30,Afghanistan,Bread,AFN,KG,7,2016,44.5775
31,31,Afghanistan,Bread,AFN,KG,8,2016,44.5775
32,32,Afghanistan,Bread,AFN,KG,9,2016,44.5775
33,33,Afghanistan,Bread,AFN,KG,10,2016,44.5775
34,34,Afghanistan,Bread,AFN,KG,11,2016,44.5775
35,35,Afghanistan,Bread,AFN,KG,12,2016,44.5775
36,36,Afghanistan,Bread,AFN,KG,1,2017,44.5775
37,37,Afghanistan,Bread,AFN,KG,2,2017,44.5775
38,38,Afghanistan,Bread,AFN,KG,3,2017,44.5775
39,39,Afghanistan,Bread,AFN,KG,4,2017,44.5275
40,40,Afghanistan,Bread,AFN,KG,5,2017,44.5775
41,41,Afghanistan,Bread,AFN,KG,6,2017,44.5775
42,42,Afghanistan,Bread,AFN,KG,7,2017,44.39
43,43,Afghanistan,Bread,AFN,KG,8,2017,44.3275
44,44,Afghanistan,Bread,AFN,KG,9,2017,44.3275
45,45,Afghanistan,Bread,AFN,KG,10,2017,44.3275
46,46,Afghanistan,Bread,AFN,KG,11,2017,UNKNOWN
47,47,Afghanistan,Bread,AFN,KG,12,2017,UNKNOWN
48,48,Afghanistan,Exchange rate,AFN,KG,1,2014,UNKNOWN
49,49,Afghanistan,Exchange rate,AFN,KG,2,2014,57.709375
50,50,Afghanistan,Exchange rate,AFN,KG,3,2014,UNKNOWN
51,51,Afghanistan,Exchange rate,AFN,KG,4,2014,UNKNOWN
52,52,Afghanistan,Exchange rate,AFN,KG,5,2014,UNKNOWN
53,53,Afghanistan,Exchange rate,AFN,KG,6,2014,UNKNOWN
54,54,Afghanistan,Exchange rate,AFN,KG,7,2014,56.94375000000001
55,55,Afghanistan,Exchange rate,AFN,KG,8,2014,56.712500000000006
56,56,Afghanistan,Exchange rate,AFN,KG,9,2014,57.175000000000004
57,57,Afghanistan,Exchange rate,AFN,KG,10,2014,57.475
58,58,Afghanistan,Exchange rate,AFN,KG,11,2014,57.7828125
59,59,Afghanistan,Exchange rate,AFN,KG,12,2014,58.003125000000004
60,60,Afghanistan,Exchange rate,AFN,KG,1,2015,57.709375
61,61,Afghanistan,Exchange rate,AFN,KG,2,2015,57.30625
62,62,Afghanistan,Exchange rate,AFN,KG,3,2015,57.51562499999999
63,63,Afghanistan,Exchange rate,AFN,KG,4,2015,57.793749999999996
64,64,Afghanistan,Exchange rate,AFN,KG,5,2015,59.293124999999996
65,65,Afghanistan,Exchange rate,AFN,KG,6,2015,60.1625
66,66,Afghanistan,Exchange rate,AFN,KG,7,2015,60.575
67,67,Afghanistan,Exchange rate,AFN,KG,8,2015,62.9634375
68,68,Afghanistan,Exchange rate,AFN,KG,9,2015,63.87500000000001
69,69,Afghanistan,Exchange rate,AFN,KG,10,2015,64.3375
70,70,Afghanistan,Exchange rate,AFN,KG,11,2015,65.77578749999999
71,71,Afghanistan,Exchange rate,AFN,KG,12,2015,67.52656250000001
72,72,Afghanistan,Exchange rate,AFN,KG,1,2016,68.5296875
73,73,Afghanistan,Exchange rate,AFN,KG,2,2016,68.7734375
74,74,Afghanistan,Exchange rate,AFN,KG,3,2016,68.45375
75,75,Afghanistan,Exchange rate,AFN,KG,4,2016,68.3734375
76,76,Afghanistan,Exchange rate,AFN,KG,5,2016,68.5640625
77,77,Afghanistan,Exchange rate,AFN,KG,6,2016,68.94375
78,78,Afghanistan,Exchange rate,AFN,KG,7,2016,68.79375
79,79,Afghanistan,Exchange rate,AFN,KG,8,2016,66.990625
80,80,Afghanistan,Exchange rate,AFN,KG,9,2016,66.8125
81,81,Afghanistan,Exchange rate,AFN,KG,10,2016,66.034375
82,82,Afghanistan,Exchange rate,AFN,KG,11,2016,66.60976250000002
83,83,Afghanistan,Exchange rate,AFN,KG,12,2016,66.6046875
84,84,Afghanistan,Exchange rate,AFN,KG,1,2017,66.7253125
85,85,Afghanistan,Exchange rate,AFN,KG,2,2017,67.23750000000001
86,86,Afghanistan,Exchange rate,AFN,KG,3,2017,67.75937499999999
87,87,Afghanistan,Exchange rate,AFN,KG,4,2017,67.45468749999999
88,88,Afghanistan,Exchange rate,AFN,KG,5,2017,67.83906249999998
89,89,Afghanistan,Exchange rate,AFN,KG,6,2017,68.05312500000001
90,90,Afghanistan,Exchange rate,AFN,KG,7,2017,68.24406250000001
91,91,Afghanistan,Exchange rate,AFN,KG,8,2017,68.4890625
92,92,Afghanistan,Exchange rate,AFN,KG,9,2017,68.4359375
93,93,Afghanistan,Exchange rate,AFN,KG,10,2017,68.2109375
94,94,Afghanistan,Exchange rate,AFN,KG,11,2017,UNKNOWN
95,95,Afghanistan,Exchange rate,AFN,KG,12,2017,UNKNOWN
96,96,Afghanistan,Fuel (diesel),AFN,KG,1,2000,UNKNOWN
97,97,Afghanistan,Fuel (diesel),AFN,KG,2,2000,UNKNOWN
98,98,Afghanistan,Fuel (diesel),AFN,KG,3,2000,25091.65
99,99,Afghanistan,Fuel (diesel),AFN,KG,4,2000,22223.13333333333
100,100,Afghanistan,Fuel (diesel),AFN,KG,5,2000,22813.916666666668
101,101,Afghanistan,Fuel (diesel),AFN,KG,6,2000,26243.899999999998
102,102,Afghanistan,Fuel (diesel),AFN,KG,7,2000,25696.25
103,103,Afghanistan,Fuel (diesel),AFN,KG,8,2000,23821.13333333333
104,104,Afghanistan,Fuel (diesel),AFN,KG,9,2000,25574.458333333332
105,105,Afghanistan,Fuel (diesel),AFN,KG,10,2000,29624.041666666668
106,106,Afghanistan,Fuel (diesel),AFN,KG,11,2000,41356.333333333336
107,107,Afghanistan,Fuel (diesel),AFN,KG,12,2000,37872.333333333336
108,108,Afghanistan,Fuel (diesel),AFN,KG,1,2001,34654.433333333334
109,109,Afghanistan,Fuel (diesel),AFN,KG,2,2001,30047.875
110,110,Afghanistan,Fuel (diesel),AFN,KG,3,2001,32384.708333333332
111,111,Afghanistan,Fuel (diesel),AFN,KG,4,2001,28886.25
112,112,Afghanistan,Fuel (diesel),AFN,KG,5,2001,28794.233333333334
113,113,Afghanistan,Fuel (diesel),AFN,KG,6,2001,24206.916666666668
114,114,Afghanistan,Fuel (diesel),AFN,KG,7,2001,23742.25
115,115,Afghanistan,Fuel (diesel),AFN,KG,8,2001,23830.899999999998
116,116,Afghanistan,Fuel (diesel),AFN,KG,9,2001,24875.986116666667
117,117,Afghanistan,Fuel (diesel),AFN,KG,10,2001,25860.0
118,118,Afghanistan,Fuel (diesel),AFN,KG,11,2001,26366.9
119,119,Afghanistan,Fuel (diesel),AFN,KG,12,2001,19274.1
120,120,Afghanistan,Fuel (diesel),AFN,KG,1,2002,12792.333333333334
121,121,Afghanistan,Fuel (diesel),AFN,KG,2,2002,13279.666666666666
122,122,Afghanistan,Fuel (diesel),AFN,KG,3,2002,11987.6
123,123,Afghanistan,Fuel (diesel),AFN,KG,4,2002,11867.0
124,124,Afghanistan,Fuel (diesel),AFN,KG,5,2002,11002.5
125,125,Afghanistan,Fuel (diesel),AFN,KG,6,2002,10953.5
126,126,Afghanistan,Fuel (diesel),AFN,KG,7,2002,14096.5
127,127,Afghanistan,Fuel (diesel),AFN,KG,8,2002,13640.333333333334
128,128,Afghanistan,Fuel (diesel),AFN,KG,9,2002,15338.166666666666
129,129,Afghanistan,Fuel (diesel),AFN,KG,10,2002,18171.666666666668
130,130,Afghanistan,Fuel (diesel),AFN,KG,11,2002,22612.5
131,131,Afghanistan,Fuel (diesel),AFN,KG,12,2002,19619.333333333332
132,132,Afghanistan,Fuel (diesel),AFN,KG,1,2003,13.833333333333334
133,133,Afghanistan,Fuel (diesel),AFN,KG,2,2003,13.666666666666666
134,134,Afghanistan,Fuel (diesel),AFN,KG,3,2003,16.833333333333332
135,135,Afghanistan,Fuel (diesel),AFN,KG,4,2003,15.5
136,136,Afghanistan,Fuel (diesel),AFN,KG,5,2003,14.833333333333334
137,137,Afghanistan,Fuel (diesel),AFN,KG,6,2003,14.5
138,138,Afghanistan,Fuel (diesel),AFN,KG,7,2003,14.166666666666666
139,139,Afghanistan,Fuel (diesel),AFN,KG,8,2003,13.995833333333332
140,140,Afghanistan,Fuel (diesel),AFN,KG,9,2003,14.381666666666666
141,141,Afghanistan,Fuel (diesel),AFN,KG,10,2003,14.579166666666666
142,142,Afghanistan,Fuel (diesel),AFN,KG,11,2003,15.158333333333333
143,143,Afghanistan,Fuel (diesel),AFN,KG,12,2003,15.6
144,144,Afghanistan,Fuel (diesel),AFN,KG,1,2004,15.073333333333332
145,145,Afghanistan,Fuel (diesel),AFN,KG,2,2004,15.195833333333333
146,146,Afghanistan,Fuel (diesel),AFN,KG,3,2004,14.973814285714285
147,147,Afghanistan,Fuel (diesel),AFN,KG,4,2004,15.529642857142857
148,148,Afghanistan,Fuel (diesel),AFN,KG,5,2004,15.082357142857145
149,149,Afghanistan,Fuel (diesel),AFN,KG,6,2004,19.34392857142857
150,150,Afghanistan,Fuel (diesel),AFN,KG,7,2004,18.927142857142858
151,151,Afghanistan,Fuel (diesel),AFN,KG,8,2004,22.74857142857143
152,152,Afghanistan,Fuel (diesel),AFN,KG,9,2004,19.025514285714287
153,153,Afghanistan,Fuel (diesel),AFN,KG,10,2004,23.29642857142857
154,154,Afghanistan,Fuel (diesel),AFN,KG,11,2004,22.677142857142858
155,155,Afghanistan,Fuel (diesel),AFN,KG,12,2004,22.993214285714284
156,156,Afghanistan,Fuel (diesel),AFN,KG,1,2014,UNKNOWN
157,157,Afghanistan,Fuel (diesel),AFN,KG,2,2014,47.5625
158,158,Afghanistan,Fuel (diesel),AFN,KG,3,2014,UNKNOWN
159,159,Afghanistan,Fuel (diesel),AFN,KG,4,2014,UNKNOWN
160,160,Afghanistan,Fuel (diesel),AFN,KG,5,2014,UNKNOWN
161,161,Afghanistan,Fuel (diesel),AFN,KG,6,2014,UNKNOWN
162,162,Afghanistan,Fuel (diesel),AFN,KG,7,2014,61.26875
163,163,Afghanistan,Fuel (diesel),AFN,KG,8,2014,60.9125
164,164,Afghanistan,Fuel (diesel),AFN,KG,9,2014,60.4625
165,165,Afghanistan,Fuel (diesel),AFN,KG,10,2014,59.9625
166,166,Afghanistan,Fuel (diesel),AFN,KG,11,2014,58.659375
167,167,Afghanistan,Fuel (diesel),AFN,KG,12,2014,54.971875000000004
168,168,Afghanistan,Fuel (diesel),AFN,KG,1,2015,47.5625
169,169,Afghanistan,Fuel (diesel),AFN,KG,2,2015,45.03125
170,170,Afghanistan,Fuel (diesel),AFN,KG,3,2015,45.078125
171,171,Afghanistan,Fuel (diesel),AFN,KG,4,2015,43.53125
172,172,Afghanistan,Fuel (diesel),AFN,KG,5,2015,43.2875
173,173,Afghanistan,Fuel (diesel),AFN,KG,6,2015,43.4375
174,174,Afghanistan,Fuel (diesel),AFN,KG,7,2015,43.15625
175,175,Afghanistan,Fuel (diesel),AFN,KG,8,2015,43.9375
176,176,Afghanistan,Fuel (diesel),AFN,KG,9,2015,44.1375
177,177,Afghanistan,Fuel (diesel),AFN,KG,10,2015,43.353125
178,178,Afghanistan,Fuel (diesel),AFN,KG,11,2015,42.96875
179,179,Afghanistan,Fuel (diesel),AFN,KG,12,2015,42.03125
180,180,Afghanistan,Fuel (diesel),AFN,KG,1,2016,39.671875
181,181,Afghanistan,Fuel (diesel),AFN,KG,2,2016,35.09375
182,182,Afghanistan,Fuel (diesel),AFN,KG,3,2016,34.6875
183,183,Afghanistan,Fuel (diesel),AFN,KG,4,2016,34.4375
184,184,Afghanistan,Fuel (diesel),AFN,KG,5,2016,33.75
185,185,Afghanistan,Fuel (diesel),AFN,KG,6,2016,34.0
186,186,Afghanistan,Fuel (diesel),AFN,KG,7,2016,35.03125
187,187,Afghanistan,Fuel (diesel),AFN,KG,8,2016,35.6
188,188,Afghanistan,Fuel (diesel),AFN,KG,9,2016,36.625
189,189,Afghanistan,Fuel (diesel),AFN,KG,10,2016,38.125
190,190,Afghanistan,Fuel (diesel),AFN,KG,11,2016,42.6796875
191,191,Afghanistan,Fuel (diesel),AFN,KG,12,2016,43.9375
192,192,Afghanistan,Fuel (diesel),AFN,KG,1,2017,41.9375
193,193,Afghanistan,Fuel (diesel),AFN,KG,2,2017,41.125
194,194,Afghanistan,Fuel (diesel),AFN,KG,3,2017,42.625
195,195,Afghanistan,Fuel (diesel),AFN,KG,4,2017,42.5
196,196,Afghanistan,Fuel (diesel),AFN,KG,5,2017,42.78125
197,197,Afghanistan,Fuel (diesel),AFN,KG,6,2017,42.90625
198,198,Afghanistan,Fuel (diesel),AFN,KG,7,2017,42.53125
199,199,Afghanistan,Fuel (diesel),AFN,KG,8,2017,42.89375
200,200,Afghanistan,Fuel (diesel),AFN,KG,9,2017,44.3125
201,201,Afghanistan,Fuel (diesel),AFN,KG,10,2017,45.71875
202,202,Afghanistan,Fuel (diesel),AFN,KG,11,2017,UNKNOWN
203,203,Afghanistan,Fuel (diesel),AFN,KG,12,2017,UNKNOWN
204,204,Afghanistan,"Livestock (sheep, one-year-old alive female)",AFN,KG,1,2000,UNKNOWN
205,205,Afghanistan,"Livestock (sheep, one-year-old alive female)",AFN,KG,2,2000,UNKNOWN
206,206,Afghanistan,"Livestock (sheep, one-year-old alive female)",AFN,KG,3,2000,UNKNOWN
207,207,Afghanistan,"Livestock (sheep, one-year-old alive female)",AFN,KG,4,2000,UNKNOWN
208,208,Afghanistan,"Livestock (sheep, one-year-old alive female)",AFN,KG,5,2000,1214583.30555
209,209,Afghanistan,"Livestock (sheep, one-year-old alive female)",AFN,KG,6,2000,1044055.5666666668
210,210,Afghanistan,"Livestock (sheep, one-year-old alive female)",AFN,KG,7,2000,999930.5416666666
211,211,Afghanistan,"Livestock (sheep, one-year-old alive female)",AFN,KG,8,2000,1043633.3333333334
212,212,Afghanistan,"Livestock (sheep, one-year-old alive female)",AFN,KG,9,2000,986805.5
213,213,Afghanistan,"Livestock (sheep, one-year-old alive female)",AFN,KG,10,2000,995416.625
214,214,Afghanistan,"Livestock (sheep, one-year-old alive female)",AFN,KG,11,2000,1034188.8333333334
215,215,Afghanistan,"Livestock (sheep, one-year-old alive female)",AFN,KG,12,2000,1162083.3333333333
216,216,Afghanistan,"Livestock (sheep, one-year-old alive female)",AFN,KG,1,2001,1496944.4666666668
217,217,Afghanistan,"Livestock (sheep, one-year-old alive female)",AFN,KG,2,2001,1920555.5416666667
218,218,Afghanistan,"Livestock (sheep, one-year-old alive female)",AFN,KG,3,2001,2136250.0
219,219,Afghanistan,"Livestock (sheep, one-year-old alive female)",AFN,KG,4,2001,2013472.25
220,220,Afghanistan,"Livestock (sheep, one-year-old alive female)",AFN,KG,5,2001,1847222.2
221,221,Afghanistan,"Livestock (sheep, one-year-old alive female)",AFN,KG,6,2001,1770138.8333333333
222,222,Afghanistan,"Livestock (sheep, one-year-old alive female)",AFN,KG,7,2001,1826333.3333333333
223,223,Afghanistan,"Livestock (sheep, one-year-old alive female)",AFN,KG,8,2001,1850777.8333333333
224,224,Afghanistan,"Livestock (sheep, one-year-old alive female)",AFN,KG,9,2001,1791527.7918333334
225,225,Afghanistan,"Livestock (sheep, one-year-old alive female)",AFN,KG,10,2001,2012500.0
226,226,Afghanistan,"Livestock (sheep, one-year-old alive female)",AFN,KG,11,2001,1781583.35
227,227,Afghanistan,"Livestock (sheep, one-year-old alive female)",AFN,KG,12,2001,1488716.65
228,228,Afghanistan,"Livestock (sheep, one-year-old alive female)",AFN,KG,1,2002,1348211.0
229,229,Afghanistan,"Livestock (sheep, one-year-old alive female)",AFN,KG,2,2002,1556173.1666666667
230,230,Afghanistan,"Livestock (sheep, one-year-old alive female)",AFN,KG,3,2002,1935000.0
231,231,Afghanistan,"Livestock (sheep, one-year-old alive female)",AFN,KG,4,2002,1872013.8333333333
232,232,Afghanistan,"Livestock (sheep, one-year-old alive female)",AFN,KG,5,2002,1944444.5
233,233,Afghanistan,"Livestock (sheep, one-year-old alive female)",AFN,KG,6,2002,2013541.6666666667
234,234,Afghanistan,"Livestock (sheep, one-year-old alive female)",AFN,KG,7,2002,2115911.1666666665
235,235,Afghanistan,"Livestock (sheep, one-year-old alive female)",AFN,KG,8,2002,1981481.5
236,236,Afghanistan,"Livestock (sheep, one-year-old alive female)",AFN,KG,9,2002,2543388.8333333335
237,237,Afghanistan,"Livestock (sheep, one-year-old alive female)",AFN,KG,10,2002,2673264.0
238,238,Afghanistan,"Livestock (sheep, one-year-old alive female)",AFN,KG,11,2002,3426569.3333333335
239,239,Afghanistan,"Livestock (sheep, one-year-old alive female)",AFN,KG,12,2002,3398902.6666666665
240,240,Afghanistan,Rice (low quality),AFN,KG,1,2007,20.275
241,241,Afghanistan,Rice (low quality),AFN,KG,2,2007,20.484375
242,242,Afghanistan,Rice (low quality),AFN,KG,3,2007,21.0
243,243,Afghanistan,Rice (low quality),AFN,KG,4,2007,22.3125
244,244,Afghanistan,Rice (low quality),AFN,KG,5,2007,27.13888888888889
245,245,Afghanistan,Rice (low quality),AFN,KG,6,2007,28.26388888888889
246,246,Afghanistan,Rice (low quality),AFN,KG,7,2007,28.305555555555557
247,247,Afghanistan,Rice (low quality),AFN,KG,8,2007,28.416666666666668
248,248,Afghanistan,Rice (low quality),AFN,KG,9,2007,29.48611111111111
249,249,Afghanistan,Rice (low quality),AFN,KG,10,2007,31.225
250,250,Afghanistan,Rice (low quality),AFN,KG,11,2007,32.125
251,251,Afghanistan,Rice (low quality),AFN,KG,12,2007,33.5125
252,252,Afghanistan,Rice (low quality),AFN,KG,1,2008,34.94444444444444
253,253,Afghanistan,Rice (low quality),AFN,KG,2,2008,34.5
254,254,Afghanistan,Rice (low quality),AFN,KG,3,2008,34.25
255,255,Afghanistan,Rice (low quality),AFN,KG,4,2008,38.46875
256,256,Afghanistan,Rice (low quality),AFN,KG,5,2008,44.541666666666664
257,257,Afghanistan,Rice (low quality),AFN,KG,6,2008,44.7
258,258,Afghanistan,Rice (low quality),AFN,KG,7,2008,44.69722222222222
259,259,Afghanistan,Rice (low quality),AFN,KG,8,2008,42.72611111111111
260,260,Afghanistan,Rice (low quality),AFN,KG,9,2008,42.44444444444444
261,261,Afghanistan,Rice (low quality),AFN,KG,10,2008,41.861111111111114
262,262,Afghanistan,Rice (low quality),AFN,KG,11,2008,40.80555555555556
263,263,Afghanistan,Rice (low quality),AFN,KG,12,2008,39.666666666666664
264,264,Afghanistan,Rice (low quality),AFN,KG,1,2009,38.916666666666664
265,265,Afghanistan,Rice (low quality),AFN,KG,2,2009,36.97222222222222
266,266,Afghanistan,Rice (low quality),AFN,KG,3,2009,34.611111111111114
267,267,Afghanistan,Rice (low quality),AFN,KG,4,2009,33.083333333333336
268,268,Afghanistan,Rice (low quality),AFN,KG,5,2009,33.138888888888886
269,269,Afghanistan,Rice (low quality),AFN,KG,6,2009,32.0
270,270,Afghanistan,Rice (low quality),AFN,KG,7,2009,33.09027777777778
271,271,Afghanistan,Rice (low quality),AFN,KG,8,2009,34.69166666666667
272,272,Afghanistan,Rice (low quality),AFN,KG,9,2009,35.47777777777778
273,273,Afghanistan,Rice (low quality),AFN,KG,10,2009,34.519444444444446
274,274,Afghanistan,Rice (low quality),AFN,KG,11,2009,35.442588888888885
275,275,Afghanistan,Rice (low quality),AFN,KG,12,2009,34.7
276,276,Afghanistan,Rice (low quality),AFN,KG,1,2010,35.57222222222222
277,277,Afghanistan,Rice (low quality),AFN,KG,2,2010,34.68333333333333
278,278,Afghanistan,Rice (low quality),AFN,KG,3,2010,30.93333333333333
279,279,Afghanistan,Rice (low quality),AFN,KG,4,2010,30.950000000000003
280,280,Afghanistan,Rice (low quality),AFN,KG,5,2010,31.29444444444444
281,281,Afghanistan,Rice (low quality),AFN,KG,6,2010,31.10371111111111
282,282,Afghanistan,Rice (low quality),AFN,KG,7,2010,30.583333333333332
283,283,Afghanistan,Rice (low quality),AFN,KG,8,2010,30.71111111111111
284,284,Afghanistan,Rice (low quality),AFN,KG,9,2010,31.505555555555556
285,285,Afghanistan,Rice (low quality),AFN,KG,10,2010,31.394444444444446
286,286,Afghanistan,Rice (low quality),AFN,KG,11,2010,30.894444444444446
287,287,Afghanistan,Rice (low quality),AFN,KG,12,2010,31.00625
288,288,Afghanistan,Rice (low quality),AFN,KG,1,2011,31.075000000000003
289,289,Afghanistan,Rice (low quality),AFN,KG,2,2011,31.556250000000002
290,290,Afghanistan,Rice (low quality),AFN,KG,3,2011,32.725
291,291,Afghanistan,Rice (low quality),AFN,KG,4,2011,33.44285714285714
292,292,Afghanistan,Rice (low quality),AFN,KG,5,2011,34.246428571428574
293,293,Afghanistan,Rice (low quality),AFN,KG,6,2011,33.396874999999994
294,294,Afghanistan,Rice (low quality),AFN,KG,7,2011,33.38125
295,295,Afghanistan,Rice (low quality),AFN,KG,8,2011,32.646875
296,296,Afghanistan,Rice (low quality),AFN,KG,9,2011,32.984375
297,297,Afghanistan,Rice (low quality),AFN,KG,10,2011,33.704166666666666
298,298,Afghanistan,Rice (low quality),AFN,KG,11,2011,33.19583333333333
299,299,Afghanistan,Rice (low quality),AFN,KG,12,2011,32.4375
300,300,Afghanistan,Rice (low quality),AFN,KG,1,2012,32.921875
301,301,Afghanistan,Rice (low quality),AFN,KG,2,2012,33.59375
302,302,Afghanistan,Rice (low quality),AFN,KG,3,2012,33.684375
303,303,Afghanistan,Rice (low quality),AFN,KG,4,2012,34.5625
304,304,Afghanistan,Rice (low quality),AFN,KG,5,2012,34.7625
305,305,Afghanistan,Rice (low quality),AFN,KG,6,2012,35.6666625
306,306,Afghanistan,Rice (low quality),AFN,KG,7,2012,37.671875
307,307,Afghanistan,Rice (low quality),AFN,KG,8,2012,39.421875
308,308,Afghanistan,Rice (low quality),AFN,KG,9,2012,40.6458375
309,309,Afghanistan,Rice (low quality),AFN,KG,10,2012,42.66875
310,310,Afghanistan,Rice (low quality),AFN,KG,11,2012,44.43125
311,311,Afghanistan,Rice (low quality),AFN,KG,12,2012,46.525
312,312,Afghanistan,Rice (low quality),AFN,KG,1,2013,UNKNOWN
313,313,Afghanistan,Rice (low quality),AFN,KG,2,2013,48.853125
314,314,Afghanistan,Rice (low quality),AFN,KG,3,2013,49.4625
315,315,Afghanistan,Rice (low quality),AFN,KG,4,2013,48.05625
316,316,Afghanistan,Rice (low quality),AFN,KG,5,2013,47.15
317,317,Afghanistan,Rice (low quality),AFN,KG,6,2013,UNKNOWN
318,318,Afghanistan,Rice (low quality),AFN,KG,7,2013,46.493750000000006
319,319,Afghanistan,Rice (low quality),AFN,KG,8,2013,46.60625
320,320,Afghanistan,Rice (low quality),AFN,KG,9,2013,46.178125
321,321,Afghanistan,Rice (low quality),AFN,KG,10,2013,45.712500000000006
322,322,Afghanistan,Rice (low quality),AFN,KG,11,2013,45.6875
323,323,Afghanistan,Rice (low quality),AFN,KG,12,2013,45.400000000000006
324,324,Afghanistan,Rice (low quality),AFN,KG,1,2014,44.884375
325,325,Afghanistan,Rice (low quality),AFN,KG,2,2014,43.70625
326,326,Afghanistan,Rice (low quality),AFN,KG,3,2014,43.675
327,327,Afghanistan,Rice (low quality),AFN,KG,4,2014,43.753125
328,328,Afghanistan,Rice (low quality),AFN,KG,5,2014,43.9875
329,329,Afghanistan,Rice (low quality),AFN,KG,6,2014,43.912499999999994
330,330,Afghanistan,Rice (low quality),AFN,KG,7,2014,43.228125
331,331,Afghanistan,Rice (low quality),AFN,KG,8,2014,42.615625
332,332,Afghanistan,Rice (low quality),AFN,KG,9,2014,42.3375
333,333,Afghanistan,Rice (low quality),AFN,KG,10,2014,41.746875
334,334,Afghanistan,Rice (low quality),AFN,KG,11,2014,41.375
335,335,Afghanistan,Rice (low quality),AFN,KG,12,2014,41.578125
336,336,Afghanistan,Rice (low quality),AFN,KG,1,2015,41.065625
337,337,Afghanistan,Rice (low quality),AFN,KG,2,2015,39.671875
338,338,Afghanistan,Rice (low quality),AFN,KG,3,2015,39.125
339,339,Afghanistan,Rice (low quality),AFN,KG,4,2015,38.534375
340,340,Afghanistan,Rice (low quality),AFN,KG,5,2015,38.765
341,341,Afghanistan,Rice (low quality),AFN,KG,6,2015,38.915625
342,342,Afghanistan,Rice (low quality),AFN,KG,7,2015,39.244375000000005
343,343,Afghanistan,Rice (low quality),AFN,KG,8,2015,39.8875
344,344,Afghanistan,Rice (low quality),AFN,KG,9,2015,39.7
345,345,Afghanistan,Rice (low quality),AFN,KG,10,2015,40.01875
346,346,Afghanistan,Rice (low quality),AFN,KG,11,2015,40.25625
347,347,Afghanistan,Rice (low quality),AFN,KG,12,2015,40.278125
348,348,Afghanistan,Rice (low quality),AFN,KG,1,2016,40.634375000000006
349,349,Afghanistan,Rice (low quality),AFN,KG,2,2016,40.925
350,350,Afghanistan,Rice (low quality),AFN,KG,3,2016,40.878125
351,351,Afghanistan,Rice (low quality),AFN,KG,4,2016,40.712500000000006
352,352,Afghanistan,Rice (low quality),AFN,KG,5,2016,40.046875
353,353,Afghanistan,Rice (low quality),AFN,KG,6,2016,41.3125
354,354,Afghanistan,Rice (low quality),AFN,KG,7,2016,41.64375
355,355,Afghanistan,Rice (low quality),AFN,KG,8,2016,41.796875
356,356,Afghanistan,Rice (low quality),AFN,KG,9,2016,42.121875
357,357,Afghanistan,Rice (low quality),AFN,KG,10,2016,42.5875
358,358,Afghanistan,Rice (low quality),AFN,KG,11,2016,42.21875
359,359,Afghanistan,Rice (low quality),AFN,KG,12,2016,41.834375
360,360,Afghanistan,Rice (low quality),AFN,KG,1,2017,41.8
361,361,Afghanistan,Rice (low quality),AFN,KG,2,2017,42.571875000000006
362,362,Afghanistan,Rice (low quality),AFN,KG,3,2017,43.3
363,363,Afghanistan,Rice (low quality),AFN,KG,4,2017,44.090625
364,364,Afghanistan,Rice (low quality),AFN,KG,5,2017,44.45625
365,365,Afghanistan,Rice (low quality),AFN,KG,6,2017,45.25
