"Indicator","Time","Value (USD/UAH)"
"Currency","2015/04/06",23.12
"Currency","2015/04/03",23.11
"Currency","2015/04/02",23.17
"Currency","2015/04/01",23.17
"Currency","2015/03/31",23.12
"Currency","2015/03/30",23.16
"Currency","2015/03/27",23.12
"Currency","2015/03/26",21.49
"Currency","2015/03/25",21.55
"Currency","2015/03/24",21.55
"Currency","2015/03/23",21.68
"Currency","2015/03/20",23.11
"Currency","2015/03/19",23.35
"Currency","2015/03/18",21.51
"Currency","2015/03/17",21.60
"Currency","2015/03/16",21.37
"Currency","2015/03/13",21.33
"Currency","2015/03/12",21.71
"Currency","2015/03/11",21.20
"Currency","2015/03/10",22.47
"Currency","2015/03/09",22.46
"Currency","2015/03/06",22.73
"Currency","2015/03/05",22.23
"Currency","2015/03/04",23.98
"Currency","2015/03/03",26.23
"Currency","2015/03/02",26.97
"Currency","2015/02/27",33.50
"Currency","2015/02/26",24.23
"Currency","2015/02/25",32.22
"Currency","2015/02/24",27.73
"Currency","2015/02/23",27.71
"Currency","2015/02/20",26.95
"Currency","2015/02/19",26.83
"Currency","2015/02/18",26.17
"Currency","2015/02/17",26.14
"Currency","2015/02/16",25.45
"Currency","2015/02/13",26.38
"Currency","2015/02/12",25.71
"Currency","2015/02/11",24.72
"Currency","2015/02/10",24.72
"Currency","2015/02/09",18.98
"Currency","2015/02/06",24.22
"Currency","2015/02/05",16.08
"Currency","2015/02/04",15.91
"Currency","2015/02/03",15.82
"Currency","2015/02/02",15.72
"Currency","2015/01/30",15.66
"Currency","2015/01/29",15.59
"Currency","2015/01/28",15.35
"Currency","2015/01/27",15.35
"Currency","2015/01/26",15.50
"Currency","2015/01/23",15.57
"Currency","2015/01/22",15.56
"Currency","2015/01/21",15.59
"Currency","2015/01/20",15.58
"Currency","2015/01/19",15.56
"Currency","2015/01/16",15.57
"Currency","2015/01/15",15.36
"Currency","2015/01/14",15.55
"Currency","2015/01/13",15.56
"Currency","2015/01/12",15.55
"Currency","2015/01/09",15.59
"Currency","2015/01/08",15.56
"Currency","2015/01/07",15.56
"Currency","2015/01/06",15.56
"Currency","2015/01/05",15.57
"Currency","2015/01/02",15.65
"Currency","2015/01/01",15.57
"Currency","2014/12/31",15.59
"Currency","2014/12/30",15.57
"Currency","2014/12/29",15.47
"Currency","2014/12/26",15.67
"Currency","2014/12/25",15.67
"Currency","2014/12/24",15.67
"Currency","2014/12/23",15.57
"Currency","2014/12/22",15.57
"Currency","2014/12/19",15.60
"Currency","2014/12/18",15.58
"Currency","2014/12/17",15.57
"Currency","2014/12/16",15.51
"Currency","2014/12/15",15.48
"Currency","2014/12/12",15.47
"Currency","2014/12/11",15.38
"Currency","2014/12/10",15.31
"Currency","2014/12/09",15.41
"Currency","2014/12/08",15.10
"Currency","2014/12/05",14.80
"Currency","2014/12/04",14.91
"Currency","2014/12/03",14.93
"Currency","2014/12/02",14.81
"Currency","2014/12/01",14.81
"Currency","2014/11/28",14.88
"Currency","2014/11/27",14.80
"Currency","2014/11/26",14.82
"Currency","2014/11/25",14.82
"Currency","2014/11/24",14.95
"Currency","2014/11/23",15.10
"Currency","2014/11/22",15.10
"Currency","2014/11/21",14.95
"Currency","2014/11/20",14.96
"Currency","2014/11/19",15.29
"Currency","2014/11/18",15.34
"Currency","2014/11/17",15.19
"Currency","2014/11/16",15.51
"Currency","2014/11/15",15.51
"Currency","2014/11/14",15.28
"Currency","2014/11/13",15.64
"Currency","2014/11/12",15.53
"Currency","2014/11/11",14.35
"Currency","2014/11/10",13.70
"Currency","2014/11/09",14.47
"Currency","2014/11/08",14.47
"Currency","2014/11/07",13.89
"Currency","2014/11/06",13.41
"Currency","2014/11/05",12.73
"Currency","2014/11/04",12.85
"Currency","2014/11/03",12.82
"Currency","2014/11/02",12.95
"Currency","2014/11/01",12.95
"Currency","2014/10/31",12.77
"Currency","2014/10/30",12.86
"Currency","2014/10/29",12.63
"Currency","2014/10/28",12.74
"Currency","2014/10/27",12.75
"Currency","2014/10/26",12.95
"Currency","2014/10/25",12.95
"Currency","2014/10/24",12.78
"Currency","2014/10/23",12.74
"Currency","2014/10/22",12.78
"Currency","2014/10/21",12.66
"Currency","2014/10/20",12.66
"Currency","2014/10/19",12.95
"Currency","2014/10/18",12.95
"Currency","2014/10/17",12.61
"Currency","2014/10/16",12.48
"Currency","2014/10/15",12.66
"Currency","2014/10/14",12.61
"Currency","2014/10/13",12.75
"Currency","2014/10/12",12.95
"Currency","2014/10/11",12.95
"Currency","2014/10/10",12.79
"Currency","2014/10/09",12.71
"Currency","2014/10/08",12.64
"Currency","2014/10/07",12.60
"Currency","2014/10/06",12.82
"Currency","2014/10/05",12.94
"Currency","2014/10/04",12.94
"Currency","2014/10/03",12.71
"Currency","2014/10/02",12.69
"Currency","2014/10/01",12.68
"Currency","2014/09/30",12.71
"Currency","2014/09/29",12.72
"Currency","2014/09/28",12.91
"Currency","2014/09/27",12.91
"Currency","2014/09/26",12.68
"Currency","2014/09/25",12.73
"Currency","2014/09/24",13.06
"Currency","2014/09/23",13.01
"Currency","2014/09/22",14.21
"Currency","2014/09/21",13.43
"Currency","2014/09/20",13.43
"Currency","2014/09/19",12.57
"Currency","2014/09/18",12.73
"Currency","2014/09/17",12.71
"Currency","2014/09/16",12.71
"Currency","2014/09/15",12.71
"Currency","2014/09/14",12.98
"Currency","2014/09/13",12.98
"Currency","2014/09/12",12.74
"Currency","2014/09/11",12.70
"Currency","2014/09/10",12.37
"Currency","2014/09/09",12.57
"Currency","2014/09/08",12.57
"Currency","2014/09/05",12.60
"Currency","2014/09/04",12.17
"Currency","2014/09/03",12.06
"Currency","2014/09/02",12.33
"Currency","2014/09/01",13.30
"Currency","2014/08/29",13.26
"Currency","2014/08/28",13.70
"Currency","2014/08/27",13.37
"Currency","2014/08/26",13.33
"Currency","2014/08/25",13.22
"Currency","2014/08/22",13.23
"Currency","2014/08/21",13.07
"Currency","2014/08/20",12.81
"Currency","2014/08/19",12.81
"Currency","2014/08/18",12.89
"Currency","2014/08/15",12.80
"Currency","2014/08/14",12.68
"Currency","2014/08/13",13.22
"Currency","2014/08/12",12.58
"Currency","2014/08/11",12.28
"Currency","2014/08/08",12.38
"Currency","2014/08/07",12.21
"Currency","2014/08/06",12.14
"Currency","2014/08/05",12.13
"Currency","2014/08/04",12.13
"Currency","2014/08/01",12.03
"Currency","2014/07/31",11.97
"Currency","2014/07/30",11.93
"Currency","2014/07/29",11.83
"Currency","2014/07/28",11.65
"Currency","2014/07/25",11.53
"Currency","2014/07/24",11.44
"Currency","2014/07/23",11.48
"Currency","2014/07/22",11.45
"Currency","2014/07/21",11.41
"Currency","2014/07/19",11.65
"Currency","2014/07/18",11.49
"Currency","2014/07/17",11.55
"Currency","2014/07/16",11.48
"Currency","2014/07/15",11.48
"Currency","2014/07/14",11.47
"Currency","2014/07/13",11.69
"Currency","2014/07/12",11.69
"Currency","2014/07/11",11.49
"Currency","2014/07/10",11.48
"Currency","2014/07/09",11.45
"Currency","2014/07/08",11.53
"Currency","2014/07/07",11.60
"Currency","2014/07/06",11.84
"Currency","2014/07/05",11.84
"Currency","2014/07/04",11.62
"Currency","2014/07/03",11.65
"Currency","2014/07/02",11.61
"Currency","2014/07/01",11.53
"Currency","2014/06/30",11.53
"Currency","2014/06/29",11.83
"Currency","2014/06/28",11.83
"Currency","2014/06/27",11.67
"Currency","2014/06/26",11.71
"Currency","2014/06/25",11.71
"Currency","2014/06/24",11.65
"Currency","2014/06/23",11.68
"Currency","2014/06/22",11.86
"Currency","2014/06/21",11.86
"Currency","2014/06/20",11.67
"Currency","2014/06/19",11.73
"Currency","2014/06/18",11.68
"Currency","2014/06/17",11.65
"Currency","2014/06/16",11.58
"Currency","2014/06/15",11.73
"Currency","2014/06/14",11.73
"Currency","2014/06/13",11.47
"Currency","2014/06/12",11.48
"Currency","2014/06/11",11.42
"Currency","2014/06/10",11.56
"Currency","2014/06/09",11.61
"Currency","2014/06/08",11.83
"Currency","2014/06/07",11.83
"Currency","2014/06/06",11.61
"Currency","2014/06/05",11.70
"Currency","2014/06/04",11.73
"Currency","2014/06/03",11.68
"Currency","2014/06/02",11.58
"Currency","2014/06/01",11.78
"Currency","2014/05/31",11.78
"Currency","2014/05/30",11.62
"Currency","2014/05/29",11.69
"Currency","2014/05/28",11.69
"Currency","2014/05/27",11.70
"Currency","2014/05/26",11.72
"Currency","2014/05/24",11.72
"Currency","2014/05/23",11.73
"Currency","2014/05/22",11.71
"Currency","2014/05/21",11.73
"Currency","2014/05/20",11.73
"Currency","2014/05/19",11.73
"Currency","2014/05/18",11.76
"Currency","2014/05/17",11.76
"Currency","2014/05/16",11.61
"Currency","2014/05/15",11.71
"Currency","2014/05/14",11.60
"Currency","2014/05/13",11.52
"Currency","2014/05/12",11.44
"Currency","2014/05/11",11.60
"Currency","2014/05/10",11.60
"Currency","2014/05/09",11.44
"Currency","2014/05/08",11.73
"Currency","2014/05/07",11.58
"Currency","2014/05/06",11.43
"Currency","2014/05/05",11.39
"Currency","2014/05/04",11.41
"Currency","2014/05/03",11.41
"Currency","2014/05/02",11.34
"Currency","2014/05/01",11.38
"Currency","2014/04/30",11.33
"Currency","2014/04/29",11.33
"Currency","2014/04/28",11.29
"Currency","2014/04/27",11.39
"Currency","2014/04/26",11.39
"Currency","2014/04/25",11.16
"Currency","2014/04/24",11.41
"Currency","2014/04/23",11.46
"Currency","2014/04/22",10.96
"Currency","2014/04/21",10.96
"Currency","2014/04/20",11.23
"Currency","2014/04/19",11.23
"Currency","2014/04/18",10.93
"Currency","2014/04/17",11.08
"Currency","2014/04/16",11.75
"Currency","2014/04/15",12.93
"Currency","2014/04/14",12.54
"Currency","2014/04/13",12.57
"Currency","2014/04/12",12.57
"Currency","2014/04/11",11.94
"Currency","2014/04/10",11.93
"Currency","2014/04/09",11.58
"Currency","2014/04/08",11.48
"Currency","2014/04/07",11.38
"Currency","2014/04/06",11.61
"Currency","2014/04/05",11.61
"Currency","2014/04/04",11.24
"Currency","2014/04/03",11.14
"Currency","2014/04/02",11.13
"Currency","2014/04/01",11.16
"Currency","2014/03/31",10.87
"Currency","2014/03/30",11.05
"Currency","2014/03/29",11.01
"Currency","2014/03/28",10.99
"Currency","2014/03/27",10.93
"Currency","2014/03/26",10.73
"Currency","2014/03/25",10.58
"Currency","2014/03/24",10.33
"Currency","2014/03/23",10.53
"Currency","2014/03/22",10.53
"Currency","2014/03/21",10.14
"Currency","2014/03/20",9.89
"Currency","2014/03/19",9.81
"Currency","2014/03/18",9.53
"Currency","2014/03/17",9.61
"Currency","2014/03/16",9.48
"Currency","2014/03/15",9.48
"Currency","2014/03/14",9.48
"Currency","2014/03/13",9.11
"Currency","2014/03/12",9.01
"Currency","2014/03/11",9.01
"Currency","2014/03/10",8.91
"Currency","2014/03/09",9.39
"Currency","2014/03/08",9.39
"Currency","2014/03/07",9.08
"Currency","2014/03/06",9.13
"Currency","2014/03/05",9.23
"Currency","2014/03/04",9.53
"Currency","2014/03/03",9.54
"Currency","2014/03/02",9.71
"Currency","2014/03/01",9.71
"Currency","2014/02/28",11.15
"Currency","2014/02/27",10.05
"Currency","2014/02/26",9.70
"Currency","2014/02/25",9.07
"Currency","2014/02/24",8.83
"Currency","2014/02/23",8.91
"Currency","2014/02/22",8.91
"Currency","2014/02/21",8.84
"Currency","2014/02/20",8.85
"Currency","2014/02/19",8.76
"Currency","2014/02/18",8.75
"Currency","2014/02/17",8.69
"Currency","2014/02/16",8.78
"Currency","2014/02/15",8.78
"Currency","2014/02/14",8.66
"Currency","2014/02/13",8.60
"Currency","2014/02/12",8.51
"Currency","2014/02/11",8.33
"Currency","2014/02/10",8.40
"Currency","2014/02/09",8.54
"Currency","2014/02/08",8.54
"Currency","2014/02/07",8.80
"Currency","2014/02/06",8.66
"Currency","2014/02/05",8.67
"Currency","2014/02/04",8.57
"Currency","2014/02/03",8.55
"Currency","2014/02/02",8.62
"Currency","2014/02/01",8.62
"Currency","2014/01/31",8.37
"Currency","2014/01/30",8.38
"Currency","2014/01/29",8.42
"Currency","2014/01/28",8.39
"Currency","2014/01/27",8.40
"Currency","2014/01/25",8.48
"Currency","2014/01/24",8.30
"Currency","2014/01/23",8.28
"Currency","2014/01/22",8.30
"Currency","2014/01/21",8.27
"Currency","2014/01/20",8.29
"Currency","2014/01/19",8.37
"Currency","2014/01/18",8.37
"Currency","2014/01/17",8.24
"Currency","2014/01/16",8.23
"Currency","2014/01/15",8.25
"Currency","2014/01/14",8.21
"Currency","2014/01/13",8.13
"Currency","2014/01/12",8.29
"Currency","2014/01/11",8.29
"Currency","2014/01/10",8.15
"Currency","2014/01/09",8.12
"Currency","2014/01/08",8.15
"Currency","2014/01/07",8.13
"Currency","2014/01/06",8.14
"Currency","2014/01/05",8.23
"Currency","2014/01/04",8.23
"Currency","2014/01/03",8.15
"Currency","2014/01/02",8.15
"Currency","2014/01/01",8.14
"Currency","2013/12/31",8.13
"Currency","2013/12/30",8.24
"Currency","2013/12/29",8.24
"Currency","2013/12/28",8.24
"Currency","2013/12/27",8.06
"Currency","2013/12/26",8.07
"Currency","2013/12/25",8.13
"Currency","2013/12/24",8.13
"Currency","2013/12/23",8.12
"Currency","2013/12/22",8.23
"Currency","2013/12/21",8.23
"Currency","2013/12/20",8.19
"Currency","2013/12/19",8.19
"Currency","2013/12/18",8.21
"Currency","2013/12/17",8.19
"Currency","2013/12/16",8.17
"Currency","2013/12/15",8.26
"Currency","2013/12/14",8.26
"Currency","2013/12/13",8.18
"Currency","2013/12/12",8.17
"Currency","2013/12/11",8.15
"Currency","2013/12/10",8.07
"Currency","2013/12/09",8.09
"Currency","2013/12/08",8.21
"Currency","2013/12/07",8.21
"Currency","2013/12/06",8.11
"Currency","2013/12/05",8.14
"Currency","2013/12/04",8.12
"Currency","2013/12/03",8.12
"Currency","2013/12/02",8.13
"Currency","2013/12/01",8.23
"Currency","2013/11/30",8.23
"Currency","2013/11/29",8.10
"Currency","2013/11/28",8.10
"Currency","2013/11/27",8.10
"Currency","2013/11/26",8.10
"Currency","2013/11/25",8.09
"Currency","2013/11/24",8.22
"Currency","2013/11/23",8.22
"Currency","2013/11/22",8.10
"Currency","2013/11/21",8.10
"Currency","2013/11/20",8.06
"Currency","2013/11/19",8.06
"Currency","2013/11/18",8.06
"Currency","2013/11/17",8.21
"Currency","2013/11/16",8.21
"Currency","2013/11/15",8.09
"Currency","2013/11/14",8.04
"Currency","2013/11/13",8.08
"Currency","2013/11/12",8.10
"Currency","2013/11/11",8.13
"Currency","2013/11/10",8.21
"Currency","2013/11/09",8.21
"Currency","2013/11/08",8.14
"Currency","2013/11/07",8.08
"Currency","2013/11/06",8.12
"Currency","2013/11/05",8.09
"Currency","2013/11/04",8.09
"Currency","2013/11/03",8.17
"Currency","2013/11/02",8.17
"Currency","2013/11/01",8.11
"Currency","2013/10/31",8.10
"Currency","2013/10/30",8.08
"Currency","2013/10/29",8.08
"Currency","2013/10/28",8.07
"Currency","2013/10/27",8.18
"Currency","2013/10/26",8.18
"Currency","2013/10/25",8.08
"Currency","2013/10/24",8.05
"Currency","2013/10/23",8.01
"Currency","2013/10/22",8.08
"Currency","2013/10/21",8.09
"Currency","2013/10/20",8.19
"Currency","2013/10/19",8.19
"Currency","2013/10/18",8.06
"Currency","2013/10/17",8.10
"Currency","2013/10/16",8.06
"Currency","2013/10/15",8.08
"Currency","2013/10/14",8.09
"Currency","2013/10/13",8.19
"Currency","2013/10/11",8.09
"Currency","2013/10/10",8.08
"Currency","2013/10/09",8.07
"Currency","2013/10/08",8.19
"Currency","2013/10/07",8.10
"Currency","2013/10/04",8.07
"Currency","2013/10/03",8.06
"Currency","2013/10/02",8.09
"Currency","2013/10/01",8.07
"Currency","2013/09/30",8.08
"Currency","2013/09/27",8.10
"Currency","2013/09/26",8.07
"Currency","2013/09/25",8.09
"Currency","2013/09/24",8.08
"Currency","2013/09/23",8.07
"Currency","2013/09/20",8.08
"Currency","2013/09/19",7.99
"Currency","2013/09/18",8.08
"Currency","2013/09/17",8.08
"Currency","2013/09/16",8.02
"Currency","2013/09/13",8.06
"Currency","2013/09/12",8.03
"Currency","2013/09/11",8.05
"Currency","2013/09/10",8.02
"Currency","2013/09/09",8.02
"Currency","2013/09/06",8.12
"Currency","2013/09/05",8.03
"Currency","2013/09/04",8.03
"Currency","2013/09/03",8.04
"Currency","2013/09/02",8.04
"Currency","2013/08/30",8.03
"Currency","2013/08/29",8.02
"Currency","2013/08/28",7.99
"Currency","2013/08/27",8.02
"Currency","2013/08/26",8.01
"Currency","2013/08/23",7.99
"Currency","2013/08/22",8.05
"Currency","2013/08/21",8.00
"Currency","2013/08/20",8.03
"Currency","2013/08/19",8.02
"Currency","2013/08/16",7.97
"Currency","2013/08/15",8.00
"Currency","2013/08/14",8.03
"Currency","2013/08/13",8.01
"Currency","2013/08/12",8.03
"Currency","2013/08/09",7.99
"Currency","2013/08/08",7.98
"Currency","2013/08/07",8.00
"Currency","2013/08/06",8.04
"Currency","2013/08/05",7.99
"Currency","2013/08/02",8.06
"Currency","2013/08/01",7.98
"Currency","2013/07/31",8.03
"Currency","2013/07/30",8.04
"Currency","2013/07/29",8.02
"Currency","2013/07/26",7.98
"Currency","2013/07/25",8.05
"Currency","2013/07/24",8.00
"Currency","2013/07/23",8.04
"Currency","2013/07/22",8.03
"Currency","2013/07/19",8.03
"Currency","2013/07/18",8.06
"Currency","2013/07/17",8.02
"Currency","2013/07/16",8.02
"Currency","2013/07/15",8.03
"Currency","2013/07/12",8.02
"Currency","2013/07/11",7.94
"Currency","2013/07/10",8.09
"Currency","2013/07/09",8.04
"Currency","2013/07/08",8.08
"Currency","2013/07/05",8.09
"Currency","2013/07/04",8.01
"Currency","2013/07/03",8.08
"Currency","2013/07/02",8.04
"Currency","2013/07/01",8.08
"Currency","2013/06/28",8.04
"Currency","2013/06/27",8.04
"Currency","2013/06/26",8.07
"Currency","2013/06/25",8.03
"Currency","2013/06/24",8.10
"Currency","2013/06/21",8.05
"Currency","2013/06/20",8.12
"Currency","2013/06/19",8.04
"Currency","2013/06/18",8.04
"Currency","2013/06/17",8.03
"Currency","2013/06/14",8.02
"Currency","2013/06/13",8.00
"Currency","2013/06/12",7.97
"Currency","2013/06/11",7.97
"Currency","2013/06/10",7.97
"Currency","2013/06/07",7.97
"Currency","2013/06/06",8.03
"Currency","2013/06/05",8.05
"Currency","2013/06/04",8.01
"Currency","2013/06/03",8.04
"Currency","2013/05/31",8.00
"Currency","2013/05/30",8.02
"Currency","2013/05/29",8.09
"Currency","2013/05/28",8.05
"Currency","2013/05/27",8.05
"Currency","2013/05/24",8.01
"Currency","2013/05/23",8.10
"Currency","2013/05/22",8.03
"Currency","2013/05/21",8.04
"Currency","2013/05/20",8.06
"Currency","2013/05/17",8.02
"Currency","2013/05/16",8.02
"Currency","2013/05/15",8.06
"Currency","2013/05/14",8.03
"Currency","2013/05/13",8.01
"Currency","2013/05/10",8.07
"Currency","2013/05/09",7.98
"Currency","2013/05/08",8.06
"Currency","2013/05/07",8.01
"Currency","2013/05/06",7.99
"Currency","2013/05/03",8.06
"Currency","2013/05/02",8.01
"Currency","2013/05/01",7.95
"Currency","2013/04/30",8.02
"Currency","2013/04/29",8.02
"Currency","2013/04/26",8.07
"Currency","2013/04/25",8.03
"Currency","2013/04/24",8.02
"Currency","2013/04/23",8.02
"Currency","2013/04/22",8.06
"Currency","2013/04/19",8.08
"Currency","2013/04/18",8.09
"Currency","2013/04/17",7.99
"Currency","2013/04/16",8.05
"Currency","2013/04/15",8.00
"Currency","2013/04/12",8.04
"Currency","2013/04/11",8.05
"Currency","2013/04/10",8.00
"Currency","2013/04/09",8.04
"Currency","2013/04/08",8.03
"Currency","2013/04/05",7.96
"Currency","2013/04/04",8.01
"Currency","2013/04/03",8.05
"Currency","2013/04/02",8.03
"Currency","2013/04/01",8.03
"Currency","2013/03/29",8.03
"Currency","2013/03/28",8.03
"Currency","2013/03/27",8.03
"Currency","2013/03/26",8.10
"Currency","2013/03/25",8.00
"Currency","2013/03/22",8.04
"Currency","2013/03/21",8.01
"Currency","2013/03/20",8.08
"Currency","2013/03/19",8.01
"Currency","2013/03/18",8.01
"Currency","2013/03/15",7.96
"Currency","2013/03/14",8.05
"Currency","2013/03/13",8.00
"Currency","2013/03/12",8.00
"Currency","2013/03/11",8.09
"Currency","2013/03/08",7.97
"Currency","2013/03/07",8.07
"Currency","2013/03/06",8.01
"Currency","2013/03/05",8.03
"Currency","2013/03/04",8.05
"Currency","2013/03/01",8.06
"Currency","2013/02/28",8.03
"Currency","2013/02/27",8.03
"Currency","2013/02/26",8.16
"Currency","2013/02/25",8.02
"Currency","2013/02/22",8.02
"Currency","2013/02/21",8.08
"Currency","2013/02/20",7.99
"Currency","2013/02/19",8.01
"Currency","2013/02/18",7.99
"Currency","2013/02/15",8.00
"Currency","2013/02/14",8.04
"Currency","2013/02/13",8.00
"Currency","2013/02/12",7.99
"Currency","2013/02/11",8.03
"Currency","2013/02/08",8.13
"Currency","2013/02/07",8.02
"Currency","2013/02/06",8.02
"Currency","2013/02/05",8.07
"Currency","2013/02/04",8.02
"Currency","2013/02/01",8.02
"Currency","2013/01/31",8.03
"Currency","2013/01/30",8.01
"Currency","2013/01/29",8.03
"Currency","2013/01/28",8.00
"Currency","2013/01/25",8.01
"Currency","2013/01/24",8.04
"Currency","2013/01/23",8.03
"Currency","2013/01/22",8.02
"Currency","2013/01/21",8.04
"Currency","2013/01/18",8.01
"Currency","2013/01/17",8.04
"Currency","2013/01/16",8.07
"Currency","2013/01/15",8.03
"Currency","2013/01/14",7.97
"Currency","2013/01/11",7.91
"Currency","2013/01/10",7.99
"Currency","2013/01/09",7.96
"Currency","2013/01/08",7.88
"Currency","2013/01/07",7.89
"Currency","2013/01/04",7.96
"Currency","2013/01/03",7.98
"Currency","2013/01/02",7.93
"Currency","2013/01/01",7.94
"Currency","2012/12/31",7.92
"Currency","2012/12/28",7.98
"Currency","2012/12/27",7.91
"Currency","2012/12/26",7.93
"Currency","2012/12/25",7.97
"Currency","2012/12/24",7.97
"Currency","2012/12/21",7.99
"Currency","2012/12/20",8.03
"Currency","2012/12/19",7.97
"Currency","2012/12/18",7.99
"Currency","2012/12/17",7.96
"Currency","2012/12/14",7.98
"Currency","2012/12/13",7.96
"Currency","2012/12/12",7.98
"Currency","2012/12/11",8.00
"Currency","2012/12/10",8.06
"Currency","2012/12/07",8.13
"Currency","2012/12/06",8.08
"Currency","2012/12/05",8.07
"Currency","2012/12/04",8.07
"Currency","2012/12/03",8.07
"Currency","2012/11/30",8.09
"Currency","2012/11/29",8.02
"Currency","2012/11/28",8.07
"Currency","2012/11/27",8.01
"Currency","2012/11/26",8.00
"Currency","2012/11/23",8.03
"Currency","2012/11/22",8.02
"Currency","2012/11/21",8.05
"Currency","2012/11/20",8.06
"Currency","2012/11/19",8.06
"Currency","2012/11/16",8.10
"Currency","2012/11/15",8.11
"Currency","2012/11/14",8.08
"Currency","2012/11/13",8.08
"Currency","2012/11/12",8.08
"Currency","2012/11/09",8.08
"Currency","2012/11/08",8.10
"Currency","2012/11/07",8.07
"Currency","2012/11/06",8.07
"Currency","2012/11/05",8.09
"Currency","2012/11/02",8.09
"Currency","2012/11/01",8.09
"Currency","2012/10/31",8.06
"Currency","2012/10/30",8.07
"Currency","2012/10/29",8.02
"Currency","2012/10/26",8.10
"Currency","2012/10/25",8.03
"Currency","2012/10/24",8.07
"Currency","2012/10/23",8.06
"Currency","2012/10/22",8.07
"Currency","2012/10/19",8.08
"Currency","2012/10/18",8.06
"Currency","2012/10/17",8.00
"Currency","2012/10/16",8.04
"Currency","2012/10/15",8.04
"Currency","2012/10/12",8.02
"Currency","2012/10/11",8.02
"Currency","2012/10/10",8.05
"Currency","2012/10/09",8.00
"Currency","2012/10/08",8.01
"Currency","2012/10/05",8.00
"Currency","2012/10/04",8.04
"Currency","2012/10/03",8.04
"Currency","2012/10/02",8.05
"Currency","2012/10/01",8.08
"Currency","2012/09/28",8.01
"Currency","2012/09/27",8.03
"Currency","2012/09/26",8.04
"Currency","2012/09/25",8.00
"Currency","2012/09/24",8.04
"Currency","2012/09/21",8.01
"Currency","2012/09/20",7.99
"Currency","2012/09/19",8.03
"Currency","2012/09/18",8.02
"Currency","2012/09/17",8.00
"Currency","2012/09/14",7.96
"Currency","2012/09/13",8.00
"Currency","2012/09/12",7.95
"Currency","2012/09/11",8.02
"Currency","2012/09/10",7.91
"Currency","2012/09/07",7.98
"Currency","2012/09/06",7.97
"Currency","2012/09/05",8.09
"Currency","2012/09/04",8.01
"Currency","2012/09/03",8.03
"Currency","2012/08/31",8.03
"Currency","2012/08/30",8.02
"Currency","2012/08/29",7.98
"Currency","2012/08/28",8.01
"Currency","2012/08/27",8.00
"Currency","2012/08/24",7.98
"Currency","2012/08/23",7.94
"Currency","2012/08/22",7.95
"Currency","2012/08/21",7.98
"Currency","2012/08/20",8.00
"Currency","2012/08/17",7.94
"Currency","2012/08/16",7.99
"Currency","2012/08/15",8.01
"Currency","2012/08/14",7.99
"Currency","2012/08/13",7.97
"Currency","2012/08/10",7.98
"Currency","2012/08/09",7.97
"Currency","2012/08/08",8.00
"Currency","2012/08/07",7.97
"Currency","2012/08/06",7.93
"Currency","2012/08/03",8.06
"Currency","2012/08/02",8.05
"Currency","2012/08/01",7.97
"Currency","2012/07/31",7.99
"Currency","2012/07/30",7.97
"Currency","2012/07/27",7.94
"Currency","2012/07/26",7.97
"Currency","2012/07/25",7.98
"Currency","2012/07/24",7.97
"Currency","2012/07/23",8.02
"Currency","2012/07/20",7.98
"Currency","2012/07/19",7.91
"Currency","2012/07/18",7.97
"Currency","2012/07/17",7.92
"Currency","2012/07/16",7.95
"Currency","2012/07/13",7.95
"Currency","2012/07/12",7.99
"Currency","2012/07/11",8.02
"Currency","2012/07/10",7.97
"Currency","2012/07/09",8.03
"Currency","2012/07/06",8.05
"Currency","2012/07/05",8.00
"Currency","2012/07/04",7.96
"Currency","2012/07/03",7.99
"Currency","2012/07/02",7.92
"Currency","2012/06/29",7.96
"Currency","2012/06/28",7.98
"Currency","2012/06/27",7.97
"Currency","2012/06/26",7.95
"Currency","2012/06/25",7.96
"Currency","2012/06/22",8.05
"Currency","2012/06/21",7.96
"Currency","2012/06/20",7.92
"Currency","2012/06/19",7.99
"Currency","2012/06/18",7.93
"Currency","2012/06/15",7.94
"Currency","2012/06/14",7.96
"Currency","2012/06/13",8.00
"Currency","2012/06/12",8.04
"Currency","2012/06/11",7.93
"Currency","2012/06/08",7.99
"Currency","2012/06/07",7.91
"Currency","2012/06/06",7.96
"Currency","2012/06/05",7.93
"Currency","2012/06/04",7.90
"Currency","2012/06/01",8.00
"Currency","2012/05/31",8.01
"Currency","2012/05/30",8.00
"Currency","2012/05/29",7.99
"Currency","2012/05/28",7.99
"Currency","2012/05/25",8.01
"Currency","2012/05/24",8.00
"Currency","2012/05/23",8.01
"Currency","2012/05/22",7.92
"Currency","2012/05/21",7.89
"Currency","2012/05/18",7.95
"Currency","2012/05/17",7.94
"Currency","2012/05/16",7.93
"Currency","2012/05/15",7.93
"Currency","2012/05/14",7.94
"Currency","2012/05/11",7.93
"Currency","2012/05/10",7.93
"Currency","2012/05/09",7.92
"Currency","2012/05/08",7.93
"Currency","2012/05/07",7.96
"Currency","2012/05/04",7.92
"Currency","2012/05/03",7.93
"Currency","2012/05/02",7.93
"Currency","2012/05/01",7.91
"Currency","2012/04/30",7.91
"Currency","2012/04/27",7.94
"Currency","2012/04/26",7.93
"Currency","2012/04/25",7.93
"Currency","2012/04/24",7.93
"Currency","2012/04/23",7.90
"Currency","2012/04/20",7.93
"Currency","2012/04/19",7.93
