"Indicator","Time","Value (USD/MZN)"
"Currency","2012/02/08",26.60
"Currency","2012/02/07",26.70
"Currency","2012/02/06",26.65
"Currency","2012/02/03",26.65
"Currency","2012/02/02",26.75
"Currency","2012/02/01",26.65
"Currency","2012/01/31",26.60
"Currency","2012/01/30",26.77
"Currency","2012/01/27",26.60
"Currency","2012/01/26",26.70
"Currency","2012/01/25",26.70
"Currency","2012/01/24",26.80
"Currency","2012/01/23",27.00
"Currency","2012/01/20",27.00
"Currency","2012/01/19",26.90
"Currency","2012/01/18",26.90
"Currency","2012/01/17",27.07
"Currency","2012/01/16",27.00
"Currency","2012/01/13",26.85
"Currency","2012/01/12",26.80
"Currency","2012/01/11",26.80
"Currency","2012/01/10",26.70
"Currency","2012/01/09",26.80
"Currency","2012/01/06",26.85
"Currency","2012/01/05",26.85
"Currency","2012/01/04",26.60
"Currency","2012/01/03",26.65
"Currency","2012/01/02",26.70
"Currency","2011/12/30",26.70
"Currency","2011/12/29",26.70
"Currency","2011/12/28",26.70
"Currency","2011/12/27",26.65
"Currency","2011/12/26",26.70
"Currency","2011/12/23",26.70
"Currency","2011/12/22",26.94
"Currency","2011/12/21",26.70
"Currency","2011/12/20",26.60
"Currency","2011/12/19",26.60
"Currency","2011/12/16",26.65
"Currency","2011/12/15",26.60
"Currency","2011/12/14",26.60
"Currency","2011/12/13",26.60
"Currency","2011/12/12",26.60
"Currency","2011/12/09",26.65
"Currency","2011/12/08",26.65
"Currency","2011/12/07",26.60
"Currency","2011/12/06",26.50
"Currency","2011/12/05",26.50
"Currency","2011/12/02",26.70
"Currency","2011/12/01",26.70
"Currency","2011/11/30",26.75
"Currency","2011/11/29",26.75
"Currency","2011/11/28",26.75
"Currency","2011/11/25",26.75
"Currency","2011/11/24",26.75
"Currency","2011/11/23",26.75
"Currency","2011/11/22",26.75
"Currency","2011/11/21",26.75
"Currency","2011/11/18",26.75
"Currency","2011/11/17",26.75
"Currency","2011/11/16",26.75
"Currency","2011/11/15",26.75
"Currency","2011/11/14",26.75
"Currency","2011/11/11",26.70
"Currency","2011/11/10",26.70
"Currency","2011/11/09",26.75
"Currency","2011/11/08",26.72
"Currency","2011/11/07",26.70
"Currency","2011/11/04",26.70
"Currency","2011/11/03",26.70
"Currency","2011/11/02",26.70
"Currency","2011/11/01",26.70
"Currency","2011/10/31",26.70
"Currency","2011/10/28",26.70
"Currency","2011/10/27",26.70
"Currency","2011/10/26",26.75
"Currency","2011/10/25",26.75
"Currency","2011/10/24",26.75
"Currency","2011/10/21",26.75
"Currency","2011/10/20",26.75
"Currency","2011/10/19",26.75
"Currency","2011/10/18",26.70
"Currency","2011/10/17",26.90
"Currency","2011/10/14",26.90
"Currency","2011/10/13",26.65
"Currency","2011/10/12",26.90
"Currency","2011/10/11",26.75
"Currency","2011/10/10",26.75
"Currency","2011/10/07",26.75
"Currency","2011/10/06",26.75
"Currency","2011/10/05",26.75
"Currency","2011/10/04",26.75
"Currency","2011/10/03",26.75
"Currency","2011/09/30",26.75
"Currency","2011/09/29",26.75
"Currency","2011/09/28",26.75
"Currency","2011/09/27",26.75
"Currency","2011/09/26",26.75
"Currency","2011/09/23",26.75
"Currency","2011/09/22",26.75
"Currency","2011/09/21",26.80
"Currency","2011/09/20",26.85
"Currency","2011/09/19",26.85
"Currency","2011/09/16",26.85
"Currency","2011/09/15",27.00
"Currency","2011/09/14",26.75
"Currency","2011/09/13",26.70
"Currency","2011/09/12",26.70
"Currency","2011/09/09",26.70
"Currency","2011/09/08",26.70
"Currency","2011/09/07",26.75
"Currency","2011/09/06",26.80
"Currency","2011/09/05",26.80
"Currency","2011/09/02",26.70
"Currency","2011/09/01",26.75
"Currency","2011/08/31",26.75
"Currency","2011/08/30",26.80
"Currency","2011/08/29",26.80
"Currency","2011/08/26",26.90
"Currency","2011/08/25",26.90
"Currency","2011/08/24",27.00
"Currency","2011/08/23",27.20
"Currency","2011/08/22",27.65
"Currency","2011/08/19",27.70
"Currency","2011/08/18",27.70
"Currency","2011/08/17",27.70
"Currency","2011/08/16",27.70
"Currency","2011/08/15",27.70
"Currency","2011/08/12",27.70
"Currency","2011/08/11",27.70
"Currency","2011/08/10",27.70
"Currency","2011/08/09",27.70
"Currency","2011/08/08",27.70
"Currency","2011/08/05",27.70
"Currency","2011/08/04",27.70
"Currency","2011/08/03",27.70
"Currency","2011/08/02",27.70
"Currency","2011/08/01",27.70
"Currency","2011/07/29",27.70
"Currency","2011/07/28",27.75
"Currency","2011/07/27",27.80
"Currency","2011/07/26",27.90
"Currency","2011/07/25",27.85
"Currency","2011/07/22",27.85
"Currency","2011/07/21",27.80
"Currency","2011/07/20",27.95
"Currency","2011/07/19",28.00
"Currency","2011/07/18",27.95
"Currency","2011/07/15",28.00
"Currency","2011/07/14",28.00
"Currency","2011/07/13",27.95
"Currency","2011/07/12",27.95
"Currency","2011/07/11",28.05
"Currency","2011/07/08",28.00
"Currency","2011/07/07",28.00
"Currency","2011/07/06",28.40
"Currency","2011/07/05",28.60
"Currency","2011/07/04",28.60
"Currency","2011/07/01",28.60
"Currency","2011/06/30",28.65
"Currency","2011/06/29",28.80
"Currency","2011/06/28",28.30
"Currency","2011/06/27",28.40
"Currency","2011/06/24",28.40
"Currency","2011/06/23",28.80
"Currency","2011/06/22",28.85
"Currency","2011/06/21",28.80
"Currency","2011/06/20",29.00
"Currency","2011/06/17",29.20
"Currency","2011/06/16",29.20
"Currency","2011/06/15",29.20
"Currency","2011/06/14",29.20
"Currency","2011/06/13",29.30
"Currency","2011/06/10",26.50
"Currency","2011/06/09",26.50
"Currency","2011/06/08",26.50
"Currency","2011/06/07",26.50
"Currency","2011/06/06",29.50
"Currency","2011/06/03",29.55
"Currency","2011/06/02",29.55
"Currency","2011/06/01",29.50
"Currency","2011/05/31",29.55
"Currency","2011/05/30",29.55
"Currency","2011/05/27",29.60
"Currency","2011/05/26",29.75
"Currency","2011/05/25",29.70
"Currency","2011/05/24",29.70
"Currency","2011/05/23",29.60
"Currency","2011/05/20",29.80
"Currency","2011/05/19",29.80
"Currency","2011/05/18",30.01
"Currency","2011/05/17",30.00
"Currency","2011/05/16",30.05
"Currency","2011/05/13",30.00
"Currency","2011/05/12",30.00
"Currency","2011/05/11",30.25
"Currency","2011/05/10",30.35
"Currency","2011/05/09",30.50
"Currency","2011/05/06",30.45
"Currency","2011/05/05",30.45
"Currency","2011/05/04",30.45
"Currency","2011/05/03",30.40
"Currency","2011/05/02",30.40
"Currency","2011/04/29",30.50
"Currency","2011/04/28",30.50
"Currency","2011/04/27",30.45
"Currency","2011/04/26",30.55
"Currency","2011/04/25",30.55
"Currency","2011/04/22",30.45
"Currency","2011/04/21",30.45
"Currency","2011/04/20",30.50
"Currency","2011/04/19",30.50
"Currency","2011/04/18",30.40
"Currency","2011/04/15",31.25
"Currency","2011/04/14",30.45
"Currency","2011/04/13",30.50
"Currency","2011/04/12",30.50
"Currency","2011/04/11",30.55
"Currency","2011/04/08",30.50
"Currency","2011/04/07",30.55
"Currency","2011/04/06",30.50
"Currency","2011/04/05",30.60
"Currency","2011/04/04",30.65
"Currency","2011/04/01",30.70
"Currency","2011/03/31",30.75
"Currency","2011/03/30",30.60
"Currency","2011/03/29",30.65
"Currency","2011/03/28",30.65
"Currency","2011/03/25",30.70
"Currency","2011/03/24",30.75
"Currency","2011/03/23",30.70
"Currency","2011/03/22",30.75
"Currency","2011/03/21",30.75
"Currency","2011/03/18",30.50
"Currency","2011/03/17",30.80
"Currency","2011/03/16",30.90
"Currency","2011/03/15",30.75
"Currency","2011/03/14",30.70
"Currency","2011/03/11",30.70
"Currency","2011/03/10",30.65
"Currency","2011/03/09",30.75
"Currency","2011/03/08",30.75
"Currency","2011/03/07",30.85
"Currency","2011/03/04",30.85
"Currency","2011/03/03",31.00
"Currency","2011/03/02",30.70
"Currency","2011/03/01",30.75
"Currency","2011/02/28",30.75
"Currency","2011/02/25",30.80
"Currency","2011/02/24",30.95
"Currency","2011/02/23",31.00
"Currency","2011/02/22",31.20
"Currency","2011/02/21",31.20
"Currency","2011/02/18",31.25
"Currency","2011/02/17",31.20
"Currency","2011/02/16",31.50
"Currency","2011/02/15",31.50
"Currency","2011/02/14",31.50
"Currency","2011/02/11",31.55
"Currency","2011/02/10",31.55
"Currency","2011/02/09",31.65
"Currency","2011/02/08",31.60
"Currency","2011/02/07",31.65
"Currency","2011/02/04",31.75
"Currency","2011/02/03",31.75
"Currency","2011/02/02",31.70
"Currency","2011/02/01",32.20
"Currency","2011/01/31",32.25
"Currency","2011/01/28",32.25
"Currency","2011/01/27",32.25
"Currency","2011/01/26",32.00
"Currency","2011/01/25",32.00
"Currency","2011/01/24",32.00
"Currency","2011/01/21",32.00
"Currency","2011/01/20",32.05
"Currency","2011/01/19",32.00
"Currency","2011/01/18",32.20
"Currency","2011/01/17",32.20
"Currency","2011/01/14",32.20
"Currency","2011/01/13",32.50
"Currency","2011/01/12",32.50
"Currency","2011/01/11",32.55
"Currency","2011/01/10",32.55
"Currency","2011/01/07",32.60
"Currency","2011/01/06",32.40
"Currency","2011/01/05",32.40
"Currency","2011/01/04",32.55
"Currency","2011/01/03",32.50
"Currency","2010/12/31",32.75
"Currency","2010/12/30",32.85
"Currency","2010/12/29",32.90
"Currency","2010/12/28",32.70
"Currency","2010/12/27",32.75
"Currency","2010/12/24",33.00
"Currency","2010/12/23",34.00
"Currency","2010/12/22",34.00
"Currency","2010/12/21",34.05
"Currency","2010/12/20",34.00
"Currency","2010/12/17",34.00
"Currency","2010/12/16",34.75
"Currency","2010/12/15",34.80
"Currency","2010/12/14",34.75
"Currency","2010/12/13",34.70
"Currency","2010/12/10",34.75
"Currency","2010/12/09",34.80
"Currency","2010/12/08",34.90
"Currency","2010/12/07",34.80
"Currency","2010/12/06",35.00
"Currency","2010/12/03",35.00
"Currency","2010/12/02",34.90
"Currency","2010/12/01",34.95
"Currency","2010/11/30",35.00
"Currency","2010/11/29",35.00
"Currency","2010/11/26",35.00
"Currency","2010/11/25",35.00
"Currency","2010/11/24",35.00
"Currency","2010/11/23",35.00
"Currency","2010/11/22",35.00
"Currency","2010/11/19",35.00
"Currency","2010/11/18",32.30
"Currency","2010/11/17",35.25
"Currency","2010/11/16",35.50
"Currency","2010/11/15",35.55
"Currency","2010/11/12",35.50
"Currency","2010/11/11",35.55
"Currency","2010/11/10",35.55
"Currency","2010/11/09",35.60
"Currency","2010/11/08",35.55
"Currency","2010/11/05",35.55
"Currency","2010/11/04",35.50
"Currency","2010/11/03",35.00
"Currency","2010/11/02",35.40
"Currency","2010/11/01",35.00
"Currency","2010/10/31",36.25
"Currency","2010/10/29",35.50
"Currency","2010/10/28",35.55
"Currency","2010/10/27",35.50
"Currency","2010/10/26",35.00
"Currency","2010/10/25",35.00
"Currency","2010/10/22",35.00
"Currency","2010/10/21",35.00
"Currency","2010/10/20",35.00
"Currency","2010/10/19",35.00
"Currency","2010/10/18",35.25
"Currency","2010/10/15",35.50
"Currency","2010/10/14",35.25
"Currency","2010/10/13",35.00
"Currency","2010/10/12",35.25
"Currency","2010/10/11",35.25
"Currency","2010/10/08",35.00
"Currency","2010/10/07",35.00
"Currency","2010/10/06",35.50
"Currency","2010/10/05",35.50
"Currency","2010/10/04",36.05
"Currency","2010/10/01",36.00
"Currency","2010/09/30",36.00
"Currency","2010/09/29",36.00
"Currency","2010/09/28",36.00
"Currency","2010/09/27",36.00
"Currency","2010/09/24",36.05
"Currency","2010/09/23",36.00
"Currency","2010/09/22",36.00
"Currency","2010/09/21",36.00
"Currency","2010/09/20",36.00
"Currency","2010/09/17",36.00
"Currency","2010/09/16",36.00
"Currency","2010/09/15",36.00
"Currency","2010/09/14",36.25
"Currency","2010/09/13",36.00
"Currency","2010/09/10",36.00
"Currency","2010/09/09",36.00
"Currency","2010/09/08",36.00
"Currency","2010/09/07",36.25
"Currency","2010/09/06",36.25
"Currency","2010/09/03",36.25
"Currency","2010/09/02",36.25
"Currency","2010/09/01",36.75
"Currency","2010/08/31",36.75
"Currency","2010/08/30",36.75
"Currency","2010/08/27",36.75
"Currency","2010/08/26",36.75
"Currency","2010/08/25",36.75
"Currency","2010/08/24",36.75
"Currency","2010/08/23",36.75
"Currency","2010/08/20",36.75
"Currency","2010/08/19",36.75
"Currency","2010/08/18",36.75
"Currency","2010/08/17",36.75
"Currency","2010/08/16",36.75
"Currency","2010/08/13",37.00
"Currency","2010/08/12",36.55
"Currency","2010/08/11",36.45
"Currency","2010/08/10",36.25
"Currency","2010/08/09",36.25
"Currency","2010/08/06",36.25
"Currency","2010/08/05",34.50
"Currency","2010/08/04",34.50
"Currency","2010/08/03",34.50
"Currency","2010/08/02",34.50
"Currency","2010/07/31",36.75
"Currency","2010/07/30",34.50
"Currency","2010/07/29",34.50
"Currency","2010/07/28",34.50
"Currency","2010/07/27",34.50
"Currency","2010/07/26",34.50
"Currency","2010/07/23",34.55
"Currency","2010/07/22",34.50
"Currency","2010/07/21",34.50
"Currency","2010/07/20",34.50
"Currency","2010/07/19",34.60
"Currency","2010/07/16",34.55
"Currency","2010/07/15",34.65
"Currency","2010/07/14",34.55
"Currency","2010/07/13",34.50
"Currency","2010/07/12",33.75
"Currency","2010/07/09",33.75
"Currency","2010/07/08",33.75
"Currency","2010/07/07",33.80
"Currency","2010/07/06",33.75
"Currency","2010/07/05",33.75
"Currency","2010/07/02",33.80
"Currency","2010/07/01",33.75
"Currency","2010/06/30",33.70
"Currency","2010/06/29",33.75
"Currency","2010/06/28",33.70
"Currency","2010/06/25",33.75
"Currency","2010/06/24",34.00
"Currency","2010/06/23",33.80
"Currency","2010/06/22",34.00
"Currency","2010/06/21",33.80
"Currency","2010/06/18",33.50
"Currency","2010/06/17",33.55
"Currency","2010/06/16",33.50
"Currency","2010/06/15",33.75
"Currency","2010/06/14",33.75
"Currency","2010/06/11",33.50
"Currency","2010/06/10",33.50
"Currency","2010/06/09",33.50
"Currency","2010/06/08",33.50
"Currency","2010/06/07",33.55
"Currency","2010/06/04",33.50
"Currency","2010/06/03",33.55
"Currency","2010/06/02",33.50
"Currency","2010/06/01",33.60
"Currency","2010/05/31",33.70
"Currency","2010/05/28",33.60
"Currency","2010/05/27",33.70
"Currency","2010/05/26",33.65
"Currency","2010/05/25",33.65
"Currency","2010/05/24",33.50
"Currency","2010/05/21",33.65
"Currency","2010/05/20",33.65
"Currency","2010/05/19",33.50
"Currency","2010/05/18",33.55
"Currency","2010/05/17",33.50
"Currency","2010/05/14",33.45
"Currency","2010/05/13",33.50
"Currency","2010/05/12",33.55
"Currency","2010/05/11",33.50
"Currency","2010/05/10",33.55
"Currency","2010/05/07",33.50
"Currency","2010/05/06",33.55
"Currency","2010/05/05",33.50
"Currency","2010/05/04",33.50
"Currency","2010/05/03",33.50
"Currency","2010/04/30",33.45
"Currency","2010/04/29",33.50
"Currency","2010/04/28",33.55
"Currency","2010/04/27",33.50
"Currency","2010/04/26",33.50
"Currency","2010/04/23",33.25
"Currency","2010/04/22",23.00
"Currency","2010/04/21",33.50
"Currency","2010/04/20",23.00
"Currency","2010/04/19",33.95
"Currency","2010/04/16",34.00
"Currency","2010/04/15",33.95
"Currency","2010/04/14",33.75
"Currency","2010/04/13",33.75
"Currency","2010/04/12",34.00
"Currency","2010/04/09",33.75
"Currency","2010/04/08",34.00
"Currency","2010/04/07",33.90
"Currency","2010/04/06",33.75
"Currency","2010/04/05",33.75
"Currency","2010/04/02",33.75
"Currency","2010/04/01",34.00
"Currency","2010/03/31",33.75
"Currency","2010/03/30",33.95
"Currency","2010/02/28",32.22
"Currency","2010/01/31",30.80
"Currency","2009/12/31",30.20
"Currency","2009/11/30",30.40
"Currency","2009/10/31",28.25
"Currency","2009/09/30",28.78
"Currency","2009/08/31",27.77
"Currency","2009/07/31",26.86
"Currency","2009/06/30",26.66
"Currency","2009/05/31",27.02
"Currency","2009/04/30",27.37
"Currency","2009/03/31",28.12
"Currency","2009/02/28",26.70
"Currency","2009/01/31",26.08
"","",""
"Data Source: http://www.tradingeconomics.com","",""
"Downloaded from http://vam.wfp.org on 11 Jun 2018","",""
