"Indicator","Time","Value (USD/IDR)"
"Currency","1999/03/03",8880.00
"Currency","1999/03/02",8855.00
"Currency","1999/03/01",8850.00
"Currency","1999/02/26",8850.00
"Currency","1999/02/25",8815.00
"Currency","1999/02/24",8750.00
"Currency","1999/02/23",8875.00
"Currency","1999/02/22",8900.00
"Currency","1999/02/19",8810.00
"Currency","1999/02/18",8800.00
"Currency","1999/02/17",8705.00
"Currency","1999/02/16",8650.00
"Currency","1999/02/15",8550.00
"Currency","1999/02/12",8700.00
"Currency","1999/02/11",8670.00
"Currency","1999/02/10",8638.00
"Currency","1999/02/09",8745.00
"Currency","1999/02/08",9000.00
"Currency","1999/02/05",8750.00
"Currency","1999/02/04",8600.00
"Currency","1999/02/03",8500.00
"Currency","1999/02/02",8725.00
"Currency","1999/02/01",8900.00
"Currency","1999/01/29",8875.00
"Currency","1999/01/28",9250.00
"Currency","1999/01/27",9200.00
"Currency","1999/01/26",9050.00
"Currency","1999/01/25",9335.00
"Currency","1999/01/22",8875.00
"Currency","1999/01/21",8700.00
"Currency","1999/01/20",8470.00
"Currency","1999/01/19",8500.00
"Currency","1999/01/18",8525.00
"Currency","1999/01/15",8975.00
"Currency","1999/01/14",8925.00
"Currency","1999/01/13",8500.00
"Currency","1999/01/12",8075.00
"Currency","1999/01/11",7990.00
"Currency","1999/01/08",7950.00
"Currency","1999/01/07",7890.00
"Currency","1999/01/06",8000.00
"Currency","1999/01/05",7825.00
"Currency","1999/01/04",7928.00
"Currency","1999/01/01",8050.00
"Currency","1998/12/31",8000.00
"Currency","1998/12/30",8100.00
"Currency","1998/12/29",7925.00
"Currency","1998/12/28",8000.00
"Currency","1998/12/25",7750.00
"Currency","1998/12/24",7815.00
"Currency","1998/12/23",7900.00
"Currency","1998/12/22",7770.00
"Currency","1998/12/21",7650.00
"Currency","1998/12/18",7850.00
"Currency","1998/12/17",7750.00
"Currency","1998/12/16",7700.00
"Currency","1998/12/15",7600.00
"Currency","1998/12/14",7500.00
"Currency","1998/12/11",7550.00
"Currency","1998/12/10",7500.00
"Currency","1998/12/09",7450.00
"Currency","1998/12/08",7425.00
"Currency","1998/12/07",7550.00
"Currency","1998/12/04",7520.00
"Currency","1998/12/03",7600.00
"Currency","1998/12/02",7455.00
"Currency","1998/12/01",7450.00
"Currency","1998/11/30",7400.00
"Currency","1998/11/27",7600.00
"Currency","1998/11/26",7488.00
"Currency","1998/11/25",7463.00
"Currency","1998/11/24",7550.00
"Currency","1998/11/23",7600.00
"Currency","1998/11/20",7650.00
"Currency","1998/11/19",7450.00
"Currency","1998/11/18",7400.00
"Currency","1998/11/17",7500.00
"Currency","1998/11/16",7600.00
"Currency","1998/11/13",7800.00
"Currency","1998/11/12",7900.00
"Currency","1998/11/11",7725.00
"Currency","1998/11/10",8200.00
"Currency","1998/11/09",8550.00
"Currency","1998/11/06",8400.00
"Currency","1998/11/05",8650.00
"Currency","1998/11/04",8575.00
"Currency","1998/11/03",8325.00
"Currency","1998/11/02",7850.00
"Currency","1998/10/30",7700.00
"Currency","1998/10/29",7600.00
"Currency","1998/10/28",7750.00
"Currency","1998/10/27",7350.00
"Currency","1998/10/26",7400.00
"Currency","1998/10/23",7700.00
"Currency","1998/10/22",7850.00
"Currency","1998/10/21",7175.00
"Currency","1998/10/20",7700.00
"Currency","1998/10/19",7850.00
"Currency","1998/10/16",8500.00
"Currency","1998/10/15",8700.00
"Currency","1998/10/14",8800.00
"Currency","1998/10/13",8900.00
"Currency","1998/10/12",9150.00
"Currency","1998/10/09",9050.00
"Currency","1998/10/08",9150.00
"Currency","1998/10/07",9750.00
"Currency","1998/10/06",10250.00
"Currency","1998/10/05",10750.00
"Currency","1998/10/01",10900.00
"Currency","1998/09/29",10850.00
"Currency","1998/09/28",11000.00
"Currency","1998/09/25",10950.00
"Currency","1998/09/24",10650.00
"Currency","1998/09/23",11150.00
"Currency","1998/09/22",11200.00
"Currency","1998/09/21",11100.00
"Currency","1998/09/18",11150.00
"Currency","1998/09/17",11250.00
"Currency","1998/09/16",11050.00
"Currency","1998/09/15",11100.00
"Currency","1998/09/11",11850.00
"Currency","1998/09/10",12050.00
"Currency","1998/09/09",12000.00
"Currency","1998/09/08",11450.00
"Currency","1998/09/07",10850.00
"Currency","1998/09/04",11050.00
"Currency","1998/09/03",10850.00
"Currency","1998/09/02",10800.00
"Currency","1998/09/01",10775.00
"Currency","1998/08/31",11150.00
"Currency","1998/08/28",10888.00
"Currency","1998/08/27",11250.00
"Currency","1998/08/26",11150.00
"Currency","1998/08/25",10875.00
"Currency","1998/08/24",11500.00
"Currency","1998/08/21",11750.00
"Currency","1998/08/20",11700.00
"Currency","1998/08/19",11575.00
"Currency","1998/08/18",12400.00
"Currency","1998/08/17",12900.00
"Currency","1998/08/14",13050.00
"Currency","1998/08/13",13150.00
"Currency","1998/08/12",12850.00
"Currency","1998/08/11",13000.00
"Currency","1998/08/10",12800.00
"Currency","1998/08/07",13400.00
"Currency","1998/08/06",12675.00
"Currency","1998/08/05",12725.00
"Currency","1998/08/04",12850.00
"Currency","1998/08/03",13150.00
"Currency","1998/07/31",13300.00
"Currency","1998/07/30",13025.00
"Currency","1998/07/29",13225.00
"Currency","1998/07/28",13670.00
"Currency","1998/07/27",13850.00
"Currency","1998/07/24",14350.00
"Currency","1998/07/23",14075.00
"Currency","1998/07/22",14100.00
"Currency","1998/07/21",13875.00
"Currency","1998/07/20",14050.00
"Currency","1998/07/17",13250.00
"Currency","1998/07/16",13750.00
"Currency","1998/07/14",14650.00
"Currency","1998/07/13",15350.00
"Currency","1998/07/10",15300.00
"Currency","1998/07/09",15450.00
"Currency","1998/07/08",15200.00
"Currency","1998/07/07",14800.00
"Currency","1998/07/03",14650.00
"Currency","1998/07/02",14750.00
"Currency","1998/07/01",14800.00
"Currency","1998/06/30",14950.00
"Currency","1998/06/29",15250.00
"Currency","1998/06/25",14950.00
"Currency","1998/06/24",15000.00
"Currency","1998/06/23",14800.00
"Currency","1998/06/22",14650.00
"Currency","1998/06/19",14850.00
"Currency","1998/06/18",14500.00
"Currency","1998/06/17",16650.00
"Currency","1998/06/16",15050.00
"Currency","1998/06/15",14775.00
"Currency","1998/06/12",14750.00
"Currency","1998/06/11",13900.00
"Currency","1998/06/10",13450.00
"Currency","1998/06/09",11950.00
"Currency","1998/06/08",11750.00
"Currency","1998/06/05",11500.00
"Currency","1998/06/04",11545.00
"Currency","1998/06/03",11600.00
"Currency","1998/06/02",11700.00
"Currency","1998/06/01",11550.00
"Currency","1998/05/29",11550.00
"Currency","1998/05/28",11425.00
"Currency","1998/05/27",10500.00
"Currency","1998/05/26",10450.00
"Currency","1998/05/25",10850.00
"Currency","1998/05/22",11250.00
"Currency","1998/05/21",11100.00
"Currency","1998/05/20",11150.00
"Currency","1998/05/19",12075.00
"Currency","1998/05/18",12700.00
"Currency","1998/05/15",10750.00
"Currency","1998/05/14",11450.00
"Currency","1998/05/13",10550.00
"Currency","1998/05/12",9300.00
"Currency","1998/05/11",9250.00
"Currency","1998/05/08",8700.00
"Currency","1998/05/06",9600.00
"Currency","1998/05/05",8020.00
"Currency","1998/05/04",7970.00
"Currency","1998/05/01",8100.00
"Currency","1998/04/30",8075.00
"Currency","1998/04/29",8150.00
"Currency","1998/04/28",7975.00
"Currency","1998/04/27",8100.00
"Currency","1998/04/23",7950.00
"Currency","1998/04/22",7915.00
"Currency","1998/04/21",7810.00
"Currency","1998/04/20",8050.00
"Currency","1998/04/17",8150.00
"Currency","1998/04/16",7925.00
"Currency","1998/04/15",7850.00
"Currency","1998/04/14",7650.00
"Currency","1998/04/13",7550.00
"Currency","1998/04/09",8100.00
"Currency","1998/04/08",8550.00
"Currency","1998/04/06",8500.00
"Currency","1998/04/02",8550.00
"Currency","1998/04/01",8625.00
"Currency","1998/03/31",8550.00
"Currency","1998/03/30",8700.00
"Currency","1998/03/27",8525.00
"Currency","1998/03/26",8550.00
"Currency","1998/03/25",8350.00
"Currency","1998/03/24",8750.00
"Currency","1998/03/23",9100.00
"Currency","1998/03/20",9425.00
"Currency","1998/03/19",10258.00
"Currency","1998/03/18",10325.00
"Currency","1998/03/17",10250.00
"Currency","1998/03/16",10200.00
"Currency","1998/03/12",10550.00
"Currency","1998/03/11",10200.00
"Currency","1998/03/10",10500.00
"Currency","1998/03/09",10650.00
"Currency","1998/03/06",10000.00
"Currency","1998/03/05",10150.00
"Currency","1998/03/04",9263.00
"Currency","1998/03/02",8875.00
"Currency","1998/02/27",8950.00
"Currency","1998/02/26",9105.00
"Currency","1998/02/25",9300.00
"Currency","1998/02/23",9500.00
"Currency","1998/02/20",8900.00
"Currency","1998/02/19",8650.00
"Currency","1998/02/18",9000.00
"Currency","1998/02/17",9400.00
"Currency","1998/02/16",9800.00
"Currency","1998/02/13",8200.00
"Currency","1998/02/12",8050.00
"Currency","1998/02/11",7250.00
"Currency","1998/02/10",7700.00
"Currency","1998/02/09",9700.00
"Currency","1998/02/06",9300.00
"Currency","1998/02/05",9600.00
"Currency","1998/02/04",9375.00
"Currency","1998/02/03",9750.00
"Currency","1998/02/02",9950.00
"Currency","1998/01/29",12500.00
"Currency","1998/01/28",12000.00
"Currency","1998/01/27",11650.00
"Currency","1998/01/26",12950.00
"Currency","1998/01/23",12750.00
"Currency","1998/01/22",12150.00
"Currency","1998/01/21",11550.00
"Currency","1998/01/20",10150.00
"Currency","1998/01/19",10250.00
"Currency","1998/01/16",8450.00
"Currency","1998/01/15",8350.00
"Currency","1998/01/14",7100.00
"Currency","1998/01/13",8175.00
"Currency","1998/01/12",8550.00
"Currency","1998/01/09",8150.00
"Currency","1998/01/08",9650.00
"Currency","1998/01/07",7901.00
"Currency","1998/01/06",7750.00
"Currency","1998/01/05",6563.00
"Currency","1998/01/02",5925.00
"Currency","1998/01/01",5403.00
"Currency","1997/12/31",5403.00
"Currency","1997/12/30",5603.00
"Currency","1997/12/29",4903.00
"Currency","1997/12/26",5005.00
"Currency","1997/12/25",5803.00
"Currency","1997/12/24",5953.00
"Currency","1997/12/23",5553.00
"Currency","1997/12/22",5203.00
"Currency","1997/12/19",5005.00
"Currency","1997/12/18",4753.00
"Currency","1997/12/16",5453.00
"Currency","1997/12/15",5703.00
"Currency","1997/12/12",5015.00
"Currency","1997/12/11",4518.00
"Currency","1997/12/10",4408.00
"Currency","1997/12/09",4568.00
"Currency","1997/12/08",4148.00
"Currency","1997/12/05",3995.00
"Currency","1997/12/04",3948.00
"Currency","1997/12/03",3943.00
"Currency","1997/12/02",3818.00
"Currency","1997/12/01",3718.00
"Currency","1997/11/28",3645.00
"Currency","1997/11/27",3648.00
"Currency","1997/11/26",3643.00
"Currency","1997/11/25",3638.00
"Currency","1997/11/24",3625.00
"Currency","1997/11/21",3565.00
"Currency","1997/11/20",3571.00
"Currency","1997/11/19",3500.00
"Currency","1997/11/18",3463.00
"Currency","1997/11/14",3465.00
"Currency","1997/11/13",3383.00
"Currency","1997/11/12",3415.00
"Currency","1997/11/11",3321.00
"Currency","1997/11/10",3309.00
"Currency","1997/11/07",3290.00
"Currency","1997/11/06",3275.00
"Currency","1997/11/05",3313.00
"Currency","1997/11/04",3255.00
"Currency","1997/11/03",3273.00
"Currency","1997/10/31",3615.00
"Currency","1997/10/30",3581.00
"Currency","1997/10/29",3626.00
"Currency","1997/10/28",3611.00
"Currency","1997/10/27",3561.00
"Currency","1997/10/24",3535.00
"Currency","1997/10/23",3563.00
"Currency","1997/10/22",3663.00
"Currency","1997/10/21",3639.00
"Currency","1997/10/20",3618.00
"Currency","1997/10/17",3625.00
"Currency","1997/10/16",3663.00
"Currency","1997/10/15",3553.00
"Currency","1997/10/14",3488.00
"Currency","1997/10/13",3473.00
"Currency","1997/10/10",3448.00
"Currency","1997/10/09",3475.00
"Currency","1997/10/08",3663.00
"Currency","1997/10/07",3686.00
"Currency","1997/10/06",3705.00
"Currency","1997/10/03",3605.00
"Currency","1997/10/01",3405.00
"Currency","1997/09/30",3269.00
"Currency","1997/09/29",3215.00
"Currency","1997/09/26",3090.00
"Currency","1997/09/25",3017.00
"Currency","1997/09/24",3000.00
"Currency","1997/09/23",2988.00
"Currency","1997/09/22",3025.00
"Currency","1997/09/19",2979.00
"Currency","1997/09/18",2968.00
"Currency","1997/09/17",2985.00
"Currency","1997/09/16",2953.00
"Currency","1997/09/15",2943.00
"Currency","1997/09/12",2946.00
"Currency","1997/09/11",2960.00
"Currency","1997/09/10",2935.00
"Currency","1997/09/09",2900.00
"Currency","1997/09/08",2922.00
"Currency","1997/09/05",2948.00
"Currency","1997/09/04",3025.00
"Currency","1997/09/03",3020.00
"Currency","1997/09/02",3035.00
"Currency","1997/09/01",2985.00
"Currency","1997/08/29",2935.00
"Currency","1997/08/28",2928.00
"Currency","1997/08/27",2838.00
"Currency","1997/08/26",2783.00
"Currency","1997/08/25",2685.00
"Currency","1997/08/22",2675.00
"Currency","1997/08/21",2661.00
"Currency","1997/08/20",2751.00
"Currency","1997/08/19",2836.00
"Currency","1997/08/18",2980.00
"Currency","1997/08/15",2905.00
"Currency","1997/08/14",2765.00
"Currency","1997/08/13",2656.00
"Currency","1997/08/12",2645.00
"Currency","1997/08/11",2611.00
"Currency","1997/08/08",2596.00
"Currency","1997/08/07",2582.00
"Currency","1997/08/06",2585.00
"Currency","1997/08/05",2595.00
"Currency","1997/08/04",2601.00
"Currency","1997/08/01",2607.00
"Currency","1997/07/31",2600.00
"Currency","1997/07/30",2576.00
"Currency","1997/07/29",2573.00
"Currency","1997/07/28",2571.00
"Currency","1997/07/25",2618.00
"Currency","1997/07/24",2616.00
"Currency","1997/07/23",2589.00
"Currency","1997/07/22",2583.00
"Currency","1997/07/21",2633.00
"Currency","1997/07/18",2488.00
"Currency","1997/07/17",2477.00
"Currency","1997/07/16",2482.00
"Currency","1997/07/15",2457.00
"Currency","1997/07/14",2452.00
"Currency","1997/07/11",2438.00
"Currency","1997/07/09",2434.00
"Currency","1997/07/07",2433.00
"Currency","1997/07/04",2430.00
"Currency","1997/07/03",2433.00
"Currency","1997/07/02",2435.00
"Currency","1997/07/01",2432.00
"Currency","1997/06/30",2432.00
"Currency","1997/06/25",2431.00
"Currency","1997/06/24",2432.00
"Currency","1997/06/19",2431.00
"Currency","1997/06/17",2429.00
"Currency","1997/06/11",2428.00
"Currency","1997/06/10",2430.00
"Currency","1997/06/09",2429.00
"Currency","1997/06/06",2430.00
"Currency","1997/06/05",2432.00
"Currency","1997/06/04",2428.00
"Currency","1997/06/03",2429.00
"Currency","1997/06/02",2430.00
"Currency","1997/05/30",2435.00
"Currency","1997/05/29",2439.00
"Currency","1997/05/28",2440.00
"Currency","1997/05/26",2441.00
"Currency","1997/05/23",2443.00
"Currency","1997/05/22",2445.00
"Currency","1997/05/19",2443.00
"Currency","1997/05/16",2436.00
"Currency","1997/05/15",2447.00
"Currency","1997/05/14",2438.00
"Currency","1997/05/12",2428.00
"Currency","1997/05/09",2429.00
"Currency","1997/05/08",2428.00
"Currency","1997/05/07",2429.00
"Currency","1997/05/06",2425.00
"Currency","1997/05/05",2426.00
"Currency","1997/05/02",2433.00
"Currency","1997/05/01",2432.00
"Currency","1997/04/30",2430.00
"Currency","1997/04/29",2426.00
"Currency","1997/04/28",2427.00
"Currency","1997/04/25",2438.00
"Currency","1997/04/24",2432.00
"Currency","1997/04/22",2419.00
"Currency","1997/04/21",2415.00
"Currency","1997/04/17",2410.00
"Currency","1997/04/16",2408.00
"Currency","1997/04/15",2406.00
"Currency","1997/04/14",2404.00
"Currency","1997/04/11",2406.00
"Currency","1997/04/10",2407.00
"Currency","1997/04/09",2405.00
"Currency","1997/04/08",2406.00
"Currency","1997/04/07",2405.00
"Currency","1997/04/03",2406.00
"Currency","1997/04/02",2404.00
"Currency","1997/04/01",2400.00
"Currency","1997/03/28",2402.00
"Currency","1997/03/27",2401.00
"Currency","1997/03/26",2402.00
"Currency","1997/03/25",2397.00
"Currency","1997/03/24",2404.00
"Currency","1997/03/20",2406.00
"Currency","1997/03/19",2405.00
"Currency","1997/03/18",2406.00
"Currency","1997/03/17",2403.00
"Currency","1997/03/14",2402.00
"Currency","1997/03/12",2399.00
"Currency","1997/03/10",2396.00
"Currency","1997/03/06",2395.00
"Currency","1997/03/05",2392.00
"Currency","1997/03/04",2394.00
"Currency","1997/03/03",2396.00
"Currency","1997/02/28",2398.00
"Currency","1997/02/27",2392.00
"Currency","1997/02/26",2390.00
"Currency","1997/02/25",2388.00
"Currency","1997/02/24",2391.00
"Currency","1997/02/21",2387.00
"Currency","1997/02/19",2389.00
"Currency","1997/02/18",2387.00
"Currency","1997/02/17",2384.00
"Currency","1997/02/14",2382.00
"Currency","1997/02/13",2379.00
"Currency","1997/02/12",2377.00
"Currency","1997/02/11",2376.00
"Currency","1997/02/10",2379.00
"Currency","1997/02/06",2376.00
"Currency","1997/02/03",2374.00
"Currency","1997/01/31",2375.00
"Currency","1997/01/30",2374.00
"Currency","1997/01/29",2372.00
"Currency","1997/01/28",2371.00
"Currency","1997/01/27",2372.00
"Currency","1997/01/24",2374.00
"Currency","1997/01/23",2373.00
"Currency","1997/01/20",2371.00
"Currency","1997/01/17",2372.00
"Currency","1997/01/16",2374.00
"Currency","1997/01/15",2376.00
"Currency","1997/01/14",2378.00
"Currency","1997/01/13",2369.00
"Currency","1997/01/10",2363.00
"Currency","1997/01/09",2362.00
"Currency","1997/01/07",2363.00
"Currency","1997/01/01",2362.00
"Currency","1996/12/30",2363.00
"Currency","1996/12/26",2362.00
"Currency","1996/12/24",2360.00
"Currency","1996/12/23",2362.00
"Currency","1996/12/20",2360.00
"Currency","1996/12/19",2356.00
"Currency","1996/12/16",2354.00
"Currency","1996/12/12",2353.00
"Currency","1996/12/10",2352.00
"Currency","1996/12/09",2353.00
"Currency","1996/12/06",2352.00
"Currency","1996/12/05",2349.00
"Currency","1996/12/04",2347.00
"Currency","1996/12/02",2345.00
"Currency","1996/11/27",2344.00
"Currency","1996/11/26",2345.00
"Currency","1996/11/25",2346.00
"Currency","1996/11/22",2343.00
"Currency","1996/11/21",2340.00
"Currency","1996/11/20",2339.00
"Currency","1996/11/19",2338.00
"Currency","1996/11/15",2336.00
"Currency","1996/11/14",2335.00
"Currency","1996/11/13",2334.00
"Currency","1996/11/12",2336.00
"Currency","1996/11/08",2334.00
"Currency","1996/11/07",2333.00
"Currency","1996/11/05",2331.00
"Currency","1996/11/04",2330.00
"Currency","1996/11/01",2329.00
"Currency","1996/10/31",2329.00
"Currency","1996/10/28",2328.00
"Currency","1996/10/25",2327.00
"Currency","1996/10/23",2324.00
"Currency","1996/10/22",2325.00
"Currency","1996/10/18",2324.00
"Currency","1996/10/17",2323.00
"Currency","1996/10/15",2322.00
"Currency","1996/10/10",2321.00
"Currency","1996/10/09",2320.00
"Currency","1996/10/08",2321.00
"Currency","1996/10/07",2322.00
"Currency","1996/10/02",2323.00
"Currency","1996/10/01",2327.00
"Currency","1996/09/30",2322.00
"Currency","1996/09/26",2319.00
"Currency","1996/09/25",2320.00
"Currency","1996/09/24",2318.00
"Currency","1996/09/18",2319.00
"Currency","1996/09/16",2322.00
"Currency","1996/09/13",2323.00
"Currency","1996/09/12",2327.00
"Currency","1996/09/11",2329.00
"Currency","1996/09/10",2349.00
"Currency","1996/09/09",2348.00
"Currency","1996/09/06",2347.00
"Currency","1996/09/05",2346.00
"Currency","1996/09/04",2344.00
"Currency","1996/09/02",2343.00
"Currency","1996/08/30",2342.00
"Currency","1996/08/29",2343.00
"Currency","1996/08/27",2341.00
"Currency","1996/08/26",2342.00
"Currency","1996/08/21",2343.00
"Currency","1996/08/20",2342.00
"Currency","1996/08/19",2341.00
"Currency","1996/08/16",2342.00
"Currency","1996/08/15",2341.00
"Currency","1996/08/14",2339.00
"Currency","1996/08/12",2340.00
"Currency","1996/08/09",2341.00
"Currency","1996/08/08",2345.00
"Currency","1996/08/07",2343.00
"Currency","1996/08/06",2339.00
"Currency","1996/08/05",2341.00
"Currency","1996/08/02",2345.00
"Currency","1996/08/01",2344.00
"Currency","1996/07/31",2353.00
"Currency","1996/07/30",2348.00
"Currency","1996/07/29",2353.00
"Currency","1996/07/26",2328.00
"Currency","1996/07/25",2327.00
"Currency","1996/07/24",2330.00
"Currency","1996/07/23",2325.00
"Currency","1996/07/17",2326.00
"Currency","1996/07/15",2327.00
"Currency","1996/07/12",2328.00
"Currency","1996/07/11",2327.00
"Currency","1996/07/10",2332.00
"Currency","1996/07/09",2337.00
"Currency","1996/07/08",2330.00
"Currency","1996/07/05",2332.00
"Currency","1996/07/04",2341.00
"Currency","1996/07/01",2325.00
"Currency","1996/06/28",2327.00
"Currency","1996/06/27",2325.00
"Currency","1996/06/26",2326.00
"Currency","1996/06/25",2330.00
"Currency","1996/06/24",2328.00
"Currency","1996/06/21",2331.00
"Currency","1996/06/20",2326.00
"Currency","1996/06/19",2325.00
"Currency","1996/06/18",2323.00
"Currency","1996/06/14",2328.00
"Currency","1996/06/13",2330.00
"Currency","1996/06/12",2335.00
"Currency","1996/06/06",2334.00
"Currency","1996/06/04",2333.00
"Currency","1996/06/03",2332.00
"Currency","1996/05/28",2332.00
"Currency","1996/05/24",2331.00
"Currency","1996/05/23",2332.00
"Currency","1996/05/22",2329.00
"Currency","1996/05/20",2328.00
"Currency","1996/05/17",2329.00
"Currency","1996/05/16",2330.00
"Currency","1996/05/13",2329.00
"Currency","1996/05/10",2330.00
"Currency","1996/05/09",2331.00
"Currency","1996/05/08",2327.00
"Currency","1996/05/07",2325.00
"Currency","1996/05/03",2329.00
"Currency","1996/05/01",2328.00
"Currency","1996/04/30",2329.00
"Currency","1996/04/29",2337.00
"Currency","1996/04/26",2329.00
"Currency","1996/04/25",2330.00
"Currency","1996/04/23",2326.00
"Currency","1996/04/22",2327.00
"Currency","1996/04/18",2326.00
"Currency","1996/04/16",2327.00
"Currency","1996/04/15",2328.00
"Currency","1996/04/12",2332.00
"Currency","1996/04/11",2331.00
"Currency","1996/04/05",2330.00
"Currency","1996/04/04",2326.00
"Currency","1996/04/03",2329.00
"Currency","1996/04/02",2335.00
"Currency","1996/04/01",2339.00
"Currency","1996/03/29",2337.00
"Currency","1996/03/28",2343.00
"Currency","1996/03/27",2336.00
"Currency","1996/03/26",2333.00
"Currency","1996/03/25",2338.00
"Currency","1996/03/22",2337.00
"Currency","1996/03/21",2335.00
"Currency","1996/03/19",2336.00
"Currency","1996/03/15",2335.00
"Currency","1996/03/14",2338.00
"Currency","1996/03/11",2333.00
"Currency","1996/03/07",2319.00
"Currency","1996/03/06",2318.00
"Currency","1996/03/05",2315.00
"Currency","1996/03/04",2314.00
"Currency","1996/03/01",2313.00
"Currency","1996/02/29",2313.00
"Currency","1996/02/28",2315.00
"Currency","1996/02/27",2316.00
"Currency","1996/02/26",2320.00
"Currency","1996/02/23",2314.00
"Currency","1996/02/22",2306.00
"Currency","1996/02/21",2310.00
"Currency","1996/02/20",2302.00
"Currency","1996/02/19",2304.00
"Currency","1996/02/15",2295.00
"Currency","1996/02/12",2293.00
"Currency","1996/02/08",2292.00
"Currency","1996/02/05",2291.00
"Currency","1996/02/02",2290.00
"Currency","1996/02/01",2291.00
"Currency","1996/01/31",2291.00
"Currency","1996/01/29",2292.00
"Currency","1996/01/26",2293.00
"Currency","1996/01/25",2291.00
"Currency","1996/01/24",2290.00
"Currency","1996/01/23",2291.00
"Currency","1996/01/16",2289.00
"Currency","1996/01/15",2291.00
"Currency","1996/01/10",2292.00
"Currency","1996/01/09",2293.00
"Currency","1996/01/08",2290.00
"Currency","1996/01/04",2287.00
"Currency","1996/01/02",2283.00
"Currency","1996/01/01",2284.00
"Currency","1995/12/29",2287.00
"Currency","1995/12/28",2291.00
"Currency","1995/12/27",2290.00
"Currency","1995/12/26",2287.00
"Currency","1995/12/25",2289.00
"Currency","1995/12/21",2288.00
"Currency","1995/12/20",2286.00
"Currency","1995/12/18",2287.00
"Currency","1995/12/14",2285.00
"Currency","1995/12/13",2283.00
"Currency","1995/12/11",2284.00
"Currency","1995/12/08",2288.00
"Currency","1995/12/07",2287.00
"Currency","1995/12/06",2285.00
"Currency","1995/12/05",2283.00
"Currency","1995/12/01",2284.00
"Currency","1995/11/30",2285.00
"Currency","1995/11/23",2283.00
"Currency","1995/11/22",2282.00
"Currency","1995/11/20",2284.00
"Currency","1995/11/17",2286.00
"Currency","1995/11/16",2287.00
"Currency","1995/11/15",2286.00
"Currency","1995/11/14",2280.00
"Currency","1995/11/13",2279.00
"Currency","1995/11/10",2283.00
"Currency","1995/11/09",2282.00
"Currency","1995/11/08",2279.00
"Currency","1995/11/07",2275.00
"Currency","1995/11/06",2278.00
"Currency","1995/11/03",2283.00
"Currency","1995/11/02",2277.00
"Currency","1995/11/01",2273.00
"Currency","1995/10/31",2269.00
"Currency","1995/10/30",2268.00
"Currency","1995/10/27",2276.00
"Currency","1995/10/25",2268.00
"Currency","1995/10/23",2269.00
"Currency","1995/10/20",2271.00
"Currency","1995/10/19",2261.00
"Currency","1995/10/16",2263.00
"Currency","1995/10/13",2262.00
"Currency","1995/10/12",2263.00
"Currency","1995/10/11",2262.00
"Currency","1995/10/10",2264.00
"Currency","1995/10/09",2266.00
"Currency","1995/10/06",2267.00
"Currency","1995/10/05",2260.00
"Currency","1995/10/03",2266.00
"Currency","1995/10/02",2267.00
"Currency","1995/09/28",2265.00
"Currency","1995/09/27",2264.00
"Currency","1995/09/25",2268.00
"Currency","1995/09/22",2269.00
"Currency","1995/09/21",2268.00
"Currency","1995/09/20",2269.00
"Currency","1995/09/19",2273.00
"Currency","1995/09/18",2275.00
"Currency","1995/09/15",2279.00
"Currency","1995/09/14",2277.00
"Currency","1995/09/13",2274.00
"Currency","1995/09/11",2276.00
"Currency","1995/09/08",2278.00
"Currency","1995/09/07",2272.00
"Currency","1995/09/06",2270.00
"Currency","1995/09/05",2276.00
"Currency","1995/09/01",2268.00
"Currency","1995/08/31",2266.00
"Currency","1995/08/30",2265.00
"Currency","1995/08/29",2261.00
"Currency","1995/08/28",2254.00
"Currency","1995/08/25",2262.00
"Currency","1995/08/24",2284.00
"Currency","1995/08/23",2274.00
"Currency","1995/08/22",2272.00
"Currency","1995/08/21",2268.00
"Currency","1995/08/18",2253.00
"Currency","1995/08/17",2252.00
"Currency","1995/08/16",2245.00
"Currency","1995/08/14",2239.00
"Currency","1995/08/11",2240.00
"Currency","1995/08/10",2239.00
"Currency","1995/08/08",2238.00
"Currency","1995/08/03",2237.00
"Currency","1995/08/02",2236.00
"Currency","1995/08/01",2235.00
"Currency","1995/07/28",2234.00
"Currency","1995/07/27",2235.00
"Currency","1995/07/26",2236.00
"Currency","1995/07/25",2235.00
"Currency","1995/07/24",2234.00
"Currency","1995/07/21",2231.00
"Currency","1995/07/14",2230.00
"Currency","1995/07/11",2228.00
"Currency","1995/07/10",2227.00
"Currency","1995/07/07",2226.00
"Currency","1995/07/03",2225.00
"Currency","1995/06/30",2227.00
"Currency","1995/06/27",2230.00
"Currency","1995/06/26",2229.00
"Currency","1995/06/22",2230.00
"Currency","1995/06/20",2229.00
"Currency","1995/06/19",2230.00
"Currency","1995/06/16",2231.00
"Currency","1995/06/15",2227.00
"Currency","1995/06/14",2225.00
"Currency","1995/06/08",2224.00
"Currency","1995/06/06",2223.00
"Currency","1995/06/05",2224.00
"Currency","1995/06/01",2226.00
"Currency","1995/05/31",2227.00
"Currency","1995/05/29",2228.00
"Currency","1995/05/26",2229.00
"Currency","1995/05/25",2227.00
"Currency","1995/05/24",2229.00
"Currency","1995/05/23",2227.00
"Currency","1995/05/22",2228.00
"Currency","1995/05/18",2229.00
"Currency","1995/05/16",2227.00
"Currency","1995/05/15",2230.00
"Currency","1995/05/12",2231.00
"Currency","1995/05/11",2228.00
