"Indicator","Time","Value (USD/IDR)"
"Currency","2018/06/08",13925.00
"Currency","2018/06/07",13865.00
"Currency","2018/06/06",13850.00
"Currency","2018/06/05",13874.00
"Currency","2018/06/04",13867.00
"Currency","2018/06/01",13890.00
"Currency","2018/05/31",13890.00
"Currency","2018/05/30",13985.00
"Currency","2018/05/29",13985.00
"Currency","2018/05/28",13985.00
"Currency","2018/05/25",14115.00
"Currency","2018/05/24",14130.00
"Currency","2018/05/23",14202.00
"Currency","2018/05/22",14185.00
"Currency","2018/05/21",14180.00
"Currency","2018/05/18",14150.00
"Currency","2018/05/17",14047.00
"Currency","2018/05/16",14088.00
"Currency","2018/05/15",14032.00
"Currency","2018/05/14",13965.00
"Currency","2018/05/11",13945.00
"Currency","2018/05/10",14075.00
"Currency","2018/05/09",14075.00
"Currency","2018/05/08",14045.00
"Currency","2018/05/07",13995.00
"Currency","2018/05/04",13935.00
"Currency","2018/05/03",13935.00
"Currency","2018/05/02",13940.00
"Currency","2018/05/01",13910.00
"Currency","2018/04/30",13910.00
"Currency","2018/04/27",13885.00
"Currency","2018/04/26",13885.00
"Currency","2018/04/25",13918.00
"Currency","2018/04/24",13885.00
"Currency","2018/04/23",13890.00
"Currency","2018/04/20",13875.00
"Currency","2018/04/19",13780.00
"Currency","2018/04/18",13773.00
"Currency","2018/04/17",13765.00
"Currency","2018/04/16",13772.00
"Currency","2018/04/13",13750.00
"Currency","2018/04/12",13769.00
"Currency","2018/04/11",13757.00
"Currency","2018/04/10",13748.00
"Currency","2018/04/09",13760.00
"Currency","2018/04/06",13770.00
"Currency","2018/04/05",13764.00
"Currency","2018/04/04",13763.00
"Currency","2018/04/03",13763.00
"Currency","2018/04/02",13753.00
"Currency","2018/03/30",13760.00
"Currency","2018/03/29",13760.00
"Currency","2018/03/28",13760.00
"Currency","2018/03/27",13740.00
"Currency","2018/03/26",13735.00
"Currency","2018/03/23",13780.00
"Currency","2018/03/22",13750.00
"Currency","2018/03/21",13760.00
"Currency","2018/03/20",13745.00
"Currency","2018/03/19",13764.00
"Currency","2018/03/16",13745.00
"Currency","2018/03/15",13745.00
"Currency","2018/03/14",13735.00
"Currency","2018/03/13",13746.00
"Currency","2018/03/12",13765.00
"Currency","2018/03/09",13777.00
"Currency","2018/03/08",13780.00
"Currency","2018/03/07",13762.00
"Currency","2018/03/06",13770.00
"Currency","2018/03/05",13760.00
"Currency","2018/03/02",13755.00
"Currency","2018/03/01",13745.00
"Currency","2018/02/28",13740.00
"Currency","2018/02/27",13670.00
"Currency","2018/02/26",13655.00
"Currency","2018/02/23",13665.00
"Currency","2018/02/22",13680.00
"Currency","2018/02/21",13618.00
"Currency","2018/02/20",13610.00
"Currency","2018/02/19",13558.00
"Currency","2018/02/16",13557.00
"Currency","2018/02/15",13557.00
"Currency","2018/02/14",13626.00
"Currency","2018/02/13",13655.00
"Currency","2018/02/12",13655.00
"Currency","2018/02/09",13625.00
"Currency","2018/02/08",13600.00
"Currency","2018/02/07",13552.00
"Currency","2018/02/06",13550.00
"Currency","2018/02/05",13520.00
"Currency","2018/02/02",13448.00
"Currency","2018/02/01",13425.00
"Currency","2018/01/31",13387.00
"Currency","2018/01/30",13430.00
"Currency","2018/01/29",13362.00
"Currency","2018/01/26",13306.00
"Currency","2018/01/25",13287.00
"Currency","2018/01/24",13311.00
"Currency","2018/01/23",13320.00
"Currency","2018/01/22",13347.00
"Currency","2018/01/19",13312.00
"Currency","2018/01/18",13345.00
"Currency","2018/01/17",13355.00
"Currency","2018/01/16",13337.00
"Currency","2018/01/15",13334.00
"Currency","2018/01/12",13350.00
"Currency","2018/01/11",13397.00
"Currency","2018/01/10",13434.00
"Currency","2018/01/09",13435.00
"Currency","2018/01/08",13426.00
"Currency","2018/01/05",13413.00
"Currency","2018/01/04",13422.00
"Currency","2018/01/03",13473.00
"Currency","2018/01/02",13515.00
"Currency","2017/12/29",13565.00
"Currency","2017/12/28",13561.00
"Currency","2017/12/27",13559.00
"Currency","2017/12/26",13560.00
"Currency","2017/12/25",13560.00
"Currency","2017/12/22",13560.00
"Currency","2017/12/21",13555.00
"Currency","2017/12/20",13575.00
"Currency","2017/12/19",13575.00
"Currency","2017/12/18",13580.00
"Currency","2017/12/15",13577.00
"Currency","2017/12/14",13575.00
"Currency","2017/12/13",13580.00
"Currency","2017/12/12",13567.00
"Currency","2017/12/11",13550.00
"Currency","2017/12/08",13545.00
"Currency","2017/12/07",13550.00
"Currency","2017/12/06",13538.00
"Currency","2017/12/05",13518.00
"Currency","2017/12/04",13525.00
"Currency","2017/12/01",13524.00
"Currency","2017/11/30",13524.00
"Currency","2017/11/29",13502.00
"Currency","2017/11/28",13505.00
"Currency","2017/11/27",13517.00
"Currency","2017/11/24",13500.00
"Currency","2017/11/23",13511.00
"Currency","2017/11/22",13525.00
"Currency","2017/11/21",13532.00
"Currency","2017/11/20",13533.00
"Currency","2017/11/17",13525.00
"Currency","2017/11/16",13540.00
"Currency","2017/11/15",13533.00
"Currency","2017/11/14",13550.00
"Currency","2017/11/13",13550.00
"Currency","2017/11/10",13530.00
"Currency","2017/11/09",13512.00
"Currency","2017/11/08",13515.00
"Currency","2017/11/07",13512.00
"Currency","2017/11/06",13523.00
"Currency","2017/11/03",13495.00
"Currency","2017/11/02",13550.00
"Currency","2017/11/01",13573.00
"Currency","2017/10/31",13560.00
"Currency","2017/10/30",13580.00
"Currency","2017/10/27",13613.00
"Currency","2017/10/26",13580.00
"Currency","2017/10/25",13575.00
"Currency","2017/10/24",13530.00
"Currency","2017/10/23",13538.00
"Currency","2017/10/20",13515.00
"Currency","2017/10/19",13519.00
"Currency","2017/10/18",13515.00
"Currency","2017/10/17",13505.00
"Currency","2017/10/16",13480.00
"Currency","2017/10/13",13496.00
"Currency","2017/10/12",13504.00
"Currency","2017/10/11",13515.00
"Currency","2017/10/10",13512.00
"Currency","2017/10/09",13515.00
"Currency","2017/10/06",13501.00
"Currency","2017/10/05",13453.00
"Currency","2017/10/04",13473.00
"Currency","2017/10/03",13540.00
"Currency","2017/10/02",13535.00
"Currency","2017/09/29",13470.00
"Currency","2017/09/28",13510.00
"Currency","2017/09/27",13435.00
"Currency","2017/09/26",13375.00
"Currency","2017/09/25",13325.00
"Currency","2017/09/22",13310.00
"Currency","2017/09/21",13277.00
"Currency","2017/09/20",13277.00
"Currency","2017/09/19",13273.00
"Currency","2017/09/18",13248.00
"Currency","2017/09/16",13238.00
"Currency","2017/09/15",13238.00
"Currency","2017/09/14",13249.00
"Currency","2017/09/13",13201.00
"Currency","2017/09/12",13190.00
"Currency","2017/09/11",13160.00
"Currency","2017/09/08",13200.00
"Currency","2017/09/07",13305.00
"Currency","2017/09/06",13336.00
"Currency","2017/09/05",13337.00
"Currency","2017/09/04",13339.00
"Currency","2017/09/01",13342.00
"Currency","2017/08/31",13340.00
"Currency","2017/08/30",13344.00
"Currency","2017/08/29",13338.00
"Currency","2017/08/28",13339.00
"Currency","2017/08/25",13343.00
"Currency","2017/08/24",13346.00
"Currency","2017/08/23",13355.00
"Currency","2017/08/22",13341.00
"Currency","2017/08/21",13348.00
"Currency","2017/08/18",13359.00
"Currency","2017/08/17",13375.00
"Currency","2017/08/16",13375.00
"Currency","2017/08/15",13358.00
"Currency","2017/08/14",13345.00
"Currency","2017/08/12",13355.00
"Currency","2017/08/11",13355.00
"Currency","2017/08/10",13382.00
"Currency","2017/08/09",13332.00
"Currency","2017/08/08",13312.00
"Currency","2017/08/07",13318.00
"Currency","2017/08/04",13315.00
"Currency","2017/08/03",13325.00
"Currency","2017/08/02",13323.00
"Currency","2017/08/01",13323.00
"Currency","2017/07/31",13324.00
"Currency","2017/07/28",13326.00
"Currency","2017/07/27",13317.00
"Currency","2017/07/26",13337.00
"Currency","2017/07/25",13325.00
"Currency","2017/07/24",13308.00
"Currency","2017/07/21",13312.00
"Currency","2017/07/20",13332.00
"Currency","2017/07/19",13315.00
"Currency","2017/07/18",13308.00
"Currency","2017/07/17",13323.00
"Currency","2017/07/14",13285.00
"Currency","2017/07/13",13345.00
"Currency","2017/07/12",13314.00
"Currency","2017/07/11",13390.00
"Currency","2017/07/10",13402.00
"Currency","2017/07/07",13402.00
"Currency","2017/07/06",13393.00
"Currency","2017/07/05",13350.00
"Currency","2017/07/04",13364.00
"Currency","2017/07/03",13355.00
"Currency","2017/06/30",13325.00
"Currency","2017/06/29",13325.00
"Currency","2017/06/28",13326.00
"Currency","2017/06/27",13325.00
"Currency","2017/06/26",13325.00
"Currency","2017/06/24",13328.00
"Currency","2017/06/23",13328.00
"Currency","2017/06/22",13317.00
"Currency","2017/06/21",13285.00
"Currency","2017/06/20",13288.00
"Currency","2017/06/19",13296.00
"Currency","2017/06/17",13297.00
"Currency","2017/06/16",13297.00
"Currency","2017/06/15",13279.00
"Currency","2017/06/14",13290.00
"Currency","2017/06/13",13297.00
"Currency","2017/06/12",13297.00
"Currency","2017/06/09",13294.00
"Currency","2017/06/08",13318.00
"Currency","2017/06/07",13295.00
"Currency","2017/06/06",13284.00
"Currency","2017/06/05",13301.00
"Currency","2017/06/02",13309.00
"Currency","2017/06/01",13304.00
"Currency","2017/05/31",13313.00
"Currency","2017/05/30",13318.00
"Currency","2017/05/29",13292.00
"Currency","2017/05/26",13294.00
"Currency","2017/05/25",13279.00
"Currency","2017/05/24",13315.00
"Currency","2017/05/23",13298.00
"Currency","2017/05/22",13330.00
"Currency","2017/05/20",13328.00
"Currency","2017/05/19",13308.00
"Currency","2017/05/18",13351.00
"Currency","2017/05/17",13317.00
"Currency","2017/05/15",13303.00
"Currency","2017/05/12",13327.00
"Currency","2017/05/10",13355.00
"Currency","2017/05/09",13345.00
"Currency","2017/05/08",13307.00
"Currency","2017/05/05",13327.00
"Currency","2017/05/04",13326.00
"Currency","2017/05/03",13303.00
"Currency","2017/05/02",13310.00
"Currency","2017/04/28",13327.00
"Currency","2017/04/27",13313.00
"Currency","2017/04/26",13283.00
"Currency","2017/04/21",13316.00
"Currency","2017/04/20",13322.00
"Currency","2017/04/19",13344.00
"Currency","2017/04/18",13285.00
"Currency","2017/04/17",13283.00
"Currency","2017/04/15",13265.00
"Currency","2017/04/14",13265.00
"Currency","2017/04/13",13253.00
"Currency","2017/04/12",13265.00
"Currency","2017/04/11",13278.00
"Currency","2017/04/10",13283.00
"Currency","2017/04/07",13313.00
"Currency","2017/04/06",13331.00
"Currency","2017/04/05",13318.00
"Currency","2017/04/04",13327.00
"Currency","2017/04/03",13320.00
"Currency","2017/03/31",13323.00
"Currency","2017/03/30",13313.00
"Currency","2017/03/29",13300.00
"Currency","2017/03/28",13298.00
"Currency","2017/03/27",13295.00
"Currency","2017/03/24",13290.00
"Currency","2017/03/23",13324.00
"Currency","2017/03/22",13326.00
"Currency","2017/03/21",13331.00
"Currency","2017/03/20",13310.00
"Currency","2017/03/17",13340.00
"Currency","2017/03/16",13343.00
"Currency","2017/03/15",13305.00
"Currency","2017/03/14",13368.00
"Currency","2017/03/13",13355.00
"Currency","2017/03/10",13376.00
"Currency","2017/03/09",13407.00
"Currency","2017/03/08",13382.00
"Currency","2017/03/07",13344.00
"Currency","2017/03/06",13346.00
"Currency","2017/03/03",13380.00
"Currency","2017/03/02",13377.00
"Currency","2017/03/01",13347.00
"Currency","2017/02/28",13331.00
"Currency","2017/02/27",13362.00
"Currency","2017/02/24",13327.00
"Currency","2017/02/23",13348.00
"Currency","2017/02/22",13302.00
"Currency","2017/02/21",13346.00
"Currency","2017/02/20",13351.00
"Currency","2017/02/17",13328.00
"Currency","2017/02/16",13325.00
"Currency","2017/02/15",13326.00
"Currency","2017/02/14",13320.00
"Currency","2017/02/13",13323.00
"Currency","2017/02/10",13315.00
"Currency","2017/02/09",13300.00
"Currency","2017/02/08",13320.00
"Currency","2017/02/07",13324.00
"Currency","2017/02/06",13320.00
"Currency","2017/02/04",13338.00
"Currency","2017/02/03",13338.00
"Currency","2017/02/02",13348.00
"Currency","2017/02/01",13368.00
"Currency","2017/01/31",13345.00
"Currency","2017/01/30",13338.00
"Currency","2017/01/28",13357.00
"Currency","2017/01/27",13357.00
"Currency","2017/01/26",13335.00
"Currency","2017/01/25",13356.00
"Currency","2017/01/24",13330.00
"Currency","2017/01/23",13355.00
"Currency","2017/01/20",13403.00
"Currency","2017/01/19",13366.00
"Currency","2017/01/18",13338.00
"Currency","2017/01/17",13348.00
"Currency","2017/01/16",13361.00
"Currency","2017/01/13",13321.00
"Currency","2017/01/12",13285.00
"Currency","2017/01/11",13328.00
"Currency","2017/01/10",13310.00
"Currency","2017/01/09",13360.00
"Currency","2017/01/06",13358.00
"Currency","2017/01/05",13368.00
"Currency","2017/01/04",13433.00
"Currency","2017/01/03",13476.00
"Currency","2017/01/02",13468.00
"Currency","2016/12/30",13470.00
"Currency","2016/12/29",13458.00
"Currency","2016/12/28",13438.00
"Currency","2016/12/27",13443.00
"Currency","2016/12/26",13450.00
"Currency","2016/12/23",13443.00
"Currency","2016/12/22",13448.00
"Currency","2016/12/21",13466.00
"Currency","2016/12/20",13423.00
"Currency","2016/12/19",13378.00
"Currency","2016/12/16",13385.00
"Currency","2016/12/15",13395.00
"Currency","2016/12/14",13292.00
"Currency","2016/12/13",13305.00
"Currency","2016/12/12",13325.00
"Currency","2016/12/10",13325.00
"Currency","2016/12/09",13325.00
"Currency","2016/12/08",13286.50
"Currency","2016/12/07",13320.00
"Currency","2016/12/06",13375.00
"Currency","2016/12/05",13430.00
"Currency","2016/12/02",13520.00
"Currency","2016/12/01",13540.00
"Currency","2016/11/30",13550.00
"Currency","2016/11/29",13570.00
"Currency","2016/11/28",13520.00
"Currency","2016/11/26",13515.00
"Currency","2016/11/25",13515.00
"Currency","2016/11/24",13593.00
"Currency","2016/11/23",13480.00
"Currency","2016/11/22",13335.00
"Currency","2016/11/21",13420.00
"Currency","2016/11/19",13423.00
"Currency","2016/11/18",13423.00
"Currency","2016/11/17",13370.00
"Currency","2016/11/16",13375.00
"Currency","2016/11/15",13295.00
"Currency","2016/11/14",13355.00
"Currency","2016/11/12",13284.00
"Currency","2016/11/11",13284.00
"Currency","2016/11/10",13400.00
"Currency","2016/11/09",13097.00
"Currency","2016/11/08",13083.00
"Currency","2016/11/07",13086.00
"Currency","2016/11/04",13065.00
"Currency","2016/11/03",13070.00
"Currency","2016/11/02",13055.00
"Currency","2016/11/01",13009.00
"Currency","2016/10/31",13047.00
"Currency","2016/10/28",13047.00
"Currency","2016/10/27",13031.00
"Currency","2016/10/26",13002.00
"Currency","2016/10/25",13002.00
"Currency","2016/10/24",13012.00
"Currency","2016/10/21",13040.00
"Currency","2016/10/20",13008.00
"Currency","2016/10/19",13008.00
"Currency","2016/10/18",13025.00
"Currency","2016/10/17",13069.00
"Currency","2016/10/14",13033.00
"Currency","2016/10/13",13035.00
"Currency","2016/10/12",13018.00
"Currency","2016/10/11",13032.00
"Currency","2016/10/10",12977.00
"Currency","2016/10/07",12989.00
"Currency","2016/10/06",12987.00
"Currency","2016/10/05",12998.00
"Currency","2016/10/04",12978.00
"Currency","2016/10/03",12983.00
"Currency","2016/10/01",13045.00
"Currency","2016/09/30",13042.00
"Currency","2016/09/29",12972.00
"Currency","2016/09/28",12957.00
"Currency","2016/09/27",12955.00
"Currency","2016/09/26",13041.00
"Currency","2016/09/24",13073.00
"Currency","2016/09/23",13081.00
"Currency","2016/09/22",13074.00
"Currency","2016/09/21",13137.00
"Currency","2016/09/20",13145.00
"Currency","2016/09/19",13152.00
"Currency","2016/09/17",13155.00
"Currency","2016/09/16",13155.00
"Currency","2016/09/15",13175.00
"Currency","2016/09/14",13205.00
"Currency","2016/09/13",13168.00
"Currency","2016/09/12",13236.00
"Currency","2016/09/10",13058.00
"Currency","2016/09/09",13108.00
"Currency","2016/09/08",13063.00
"Currency","2016/09/07",13085.00
"Currency","2016/09/06",13127.00
"Currency","2016/09/05",13095.00
"Currency","2016/09/03",13245.00
"Currency","2016/09/02",13247.00
"Currency","2016/09/01",13266.00
"Currency","2016/08/31",13260.00
"Currency","2016/08/30",13270.00
"Currency","2016/08/29",13260.00
"Currency","2016/08/26",13212.00
"Currency","2016/08/25",13238.00
"Currency","2016/08/24",13252.00
"Currency","2016/08/23",13222.00
"Currency","2016/08/22",13226.00
"Currency","2016/08/19",13163.00
"Currency","2016/08/18",13120.00
"Currency","2016/08/17",13147.00
"Currency","2016/08/16",13085.00
"Currency","2016/08/15",13090.00
"Currency","2016/08/12",13118.00
"Currency","2016/08/11",13103.00
"Currency","2016/08/10",13113.00
"Currency","2016/08/09",13127.00
"Currency","2016/08/08",13124.00
"Currency","2016/08/05",13117.00
"Currency","2016/08/04",13143.00
"Currency","2016/08/03",13121.00
"Currency","2016/08/02",13090.00
"Currency","2016/08/01",13047.00
"Currency","2016/07/29",13112.00
"Currency","2016/07/28",13098.00
"Currency","2016/07/27",13137.00
"Currency","2016/07/26",13175.00
"Currency","2016/07/25",13142.00
"Currency","2016/07/22",13095.00
"Currency","2016/07/21",13099.00
"Currency","2016/07/20",13112.00
"Currency","2016/07/19",13089.00
"Currency","2016/07/18",13087.00
"Currency","2016/07/15",13096.00
"Currency","2016/07/14",13073.00
"Currency","2016/07/13",13086.00
"Currency","2016/07/12",13120.00
"Currency","2016/07/11",13107.00
"Currency","2016/07/08",13180.00
"Currency","2016/07/07",13146.00
"Currency","2016/07/06",13209.00
"Currency","2016/07/05",13203.00
"Currency","2016/07/04",13125.00
"Currency","2016/07/01",13115.00
"Currency","2016/06/30",13210.00
"Currency","2016/06/29",13157.00
"Currency","2016/06/28",13188.00
"Currency","2016/06/27",13351.00
"Currency","2016/06/24",13391.00
"Currency","2016/06/23",13248.00
"Currency","2016/06/22",13283.00
"Currency","2016/06/21",13247.00
"Currency","2016/06/20",13252.00
"Currency","2016/06/17",13339.00
"Currency","2016/06/16",13375.00
"Currency","2016/06/15",13355.00
"Currency","2016/06/14",13393.00
"Currency","2016/06/13",13298.00
"Currency","2016/06/10",13294.00
"Currency","2016/06/09",13287.00
"Currency","2016/06/08",13269.00
"Currency","2016/06/07",13263.00
"Currency","2016/06/06",13370.00
"Currency","2016/06/04",13427.50
"Currency","2016/06/03",13595.00
"Currency","2016/06/02",13617.50
"Currency","2016/06/01",13667.00
"Currency","2016/05/31",13647.50
"Currency","2016/05/30",13640.00
"Currency","2016/05/27",13587.00
"Currency","2016/05/26",13557.50
"Currency","2016/05/25",13616.00
"Currency","2016/05/24",13642.50
"Currency","2016/05/23",13596.00
"Currency","2016/05/20",13608.00
"Currency","2016/05/19",13632.50
"Currency","2016/05/18",13452.50
"Currency","2016/05/17",13320.00
"Currency","2016/05/16",13317.50
"Currency","2016/05/13",13325.00
"Currency","2016/05/12",13292.50
"Currency","2016/05/11",13252.50
"Currency","2016/05/10",13302.50
"Currency","2016/05/09",13395.00
"Currency","2016/05/06",13348.00
"Currency","2016/05/05",13350.00
"Currency","2016/05/04",13377.50
"Currency","2016/05/03",13267.50
"Currency","2016/05/02",13117.50
"Currency","2016/04/29",13180.00
"Currency","2016/04/28",13195.00
"Currency","2016/04/27",13195.00
"Currency","2016/04/26",13185.00
"Currency","2016/04/25",13217.50
"Currency","2016/04/23",13207.50
"Currency","2016/04/22",13194.00
"Currency","2016/04/21",13168.00
"Currency","2016/04/20",13162.50
"Currency","2016/04/19",13087.50
"Currency","2016/04/18",13117.50
"Currency","2016/04/15",13178.00
"Currency","2016/04/14",13182.50
"Currency","2016/04/13",13190.00
"Currency","2016/04/12",13077.50
"Currency","2016/04/11",13120.00
"Currency","2016/04/09",13110.00
"Currency","2016/04/08",13144.00
"Currency","2016/04/07",13210.00
"Currency","2016/04/06",13202.50
"Currency","2016/04/05",13257.50
"Currency","2016/04/04",13142.50
"Currency","2016/04/01",13167.00
"Currency","2016/03/31",13127.50
"Currency","2016/03/30",13242.50
"Currency","2016/03/29",13307.50
"Currency","2016/03/28",13330.00
"Currency","2016/03/25",13246.00
"Currency","2016/03/24",13290.00
"Currency","2016/03/23",13217.50
"Currency","2016/03/22",13147.50
"Currency","2016/03/21",13170.00
"Currency","2016/03/18",13117.00
"Currency","2016/03/17",12967.50
"Currency","2016/03/16",13287.50
"Currency","2016/03/15",13187.50
"Currency","2016/03/14",13045.00
"Currency","2016/03/13",12985.00
"Currency","2016/03/11",13075.00
"Currency","2016/03/10",13172.50
"Currency","2016/03/09",13122.50
"Currency","2016/03/08",13202.50
"Currency","2016/03/07",13035.00
"Currency","2016/03/06",13005.00
"Currency","2016/03/04",13132.00
"Currency","2016/03/03",13172.50
"Currency","2016/03/02",13285.50
"Currency","2016/03/01",13270.00
"Currency","2016/02/29",13365.00
"Currency","2016/02/28",13430.00
"Currency","2016/02/26",13382.00
"Currency","2016/02/25",13430.00
"Currency","2016/02/24",13390.00
"Currency","2016/02/23",13435.00
"Currency","2016/02/22",13390.00
"Currency","2016/02/19",13509.00
"Currency","2016/02/18",13530.00
"Currency","2016/02/17",13450.00
"Currency","2016/02/16",13495.00
"Currency","2016/02/15",13370.50
"Currency","2016/02/12",13490.00
"Currency","2016/02/11",13510.00
"Currency","2016/02/10",13445.00
"Currency","2016/02/09",13590.00
"Currency","2016/02/08",13710.00
"Currency","2016/02/05",13624.00
"Currency","2016/02/04",13660.50
"Currency","2016/02/03",13705.00
"Currency","2016/02/02",13735.50
"Currency","2016/02/01",13615.00
"Currency","2016/01/29",13778.00
"Currency","2016/01/28",13815.00
"Currency","2016/01/27",13885.50
"Currency","2016/01/26",13805.00
"Currency","2016/01/25",13865.50
"Currency","2016/01/22",13845.00
"Currency","2016/01/21",13840.00
"Currency","2016/01/20",13915.50
"Currency","2016/01/19",13835.50
"Currency","2016/01/18",13925.00
"Currency","2016/01/15",13910.00
"Currency","2016/01/14",13865.00
"Currency","2016/01/13",13850.00
"Currency","2016/01/12",13855.00
"Currency","2016/01/11",13835.00
"Currency","2016/01/08",13923.00
"Currency","2016/01/07",13945.00
"Currency","2016/01/06",13925.00
"Currency","2016/01/05",13870.00
"Currency","2016/01/04",13975.00
"Currency","2016/01/01",13830.00
"Currency","2015/12/31",13835.00
"Currency","2015/12/30",13855.00
"Currency","2015/12/29",13695.00
"Currency","2015/12/28",13610.00
"Currency","2015/12/25",13632.00
"Currency","2015/12/24",13615.00
"Currency","2015/12/23",13685.00
"Currency","2015/12/22",13625.00
"Currency","2015/12/21",13745.00
"Currency","2015/12/20",13895.00
"Currency","2015/12/18",13918.00
"Currency","2015/12/17",14009.00
"Currency","2015/12/16",14071.00
"Currency","2015/12/15",14046.00
"Currency","2015/12/14",14123.00
"Currency","2015/12/11",13993.00
"Currency","2015/12/10",13953.00
"Currency","2015/12/09",14016.00
"Currency","2015/12/08",13893.00
"Currency","2015/12/07",13861.00
"Currency","2015/12/06",13844.50
"Currency","2015/12/04",13834.00
"Currency","2015/12/03",13845.00
"Currency","2015/12/02",13780.00
"Currency","2015/12/01",13784.00
"Currency","2015/11/30",13847.00
"Currency","2015/11/29",13758.00
"Currency","2015/11/28",13758.00
"Currency","2015/11/27",13801.00
"Currency","2015/11/26",13742.00
"Currency","2015/11/25",13690.00
"Currency","2015/11/24",13718.00
"Currency","2015/11/23",13722.00
"Currency","2015/11/20",13623.00
"Currency","2015/11/19",13775.00
"Currency","2015/11/18",13819.00
"Currency","2015/11/17",13746.00
"Currency","2015/11/16",13749.00
"Currency","2015/11/13",13685.00
"Currency","2015/11/12",13597.00
"Currency","2015/11/11",13600.00
"Currency","2015/11/10",13619.00
"Currency","2015/11/09",13644.00
"Currency","2015/11/08",13655.00
"Currency","2015/11/06",13564.00
"Currency","2015/11/05",13543.00
"Currency","2015/11/04",13548.00
"Currency","2015/11/03",13563.00
"Currency","2015/11/02",13669.00
"Currency","2015/11/01",13799.00
"Currency","2015/10/30",13684.00
"Currency","2015/10/29",13619.00
"Currency","2015/10/28",13480.00
"Currency","2015/10/27",13623.00
"Currency","2015/10/26",13648.00
"Currency","2015/10/25",13619.00
"Currency","2015/10/23",13621.00
"Currency","2015/10/22",13640.00
"Currency","2015/10/21",13724.00
"Currency","2015/10/20",13683.00
"Currency","2015/10/19",13517.00
"Currency","2015/10/18",13476.00
"Currency","2015/10/16",13540.00
"Currency","2015/10/15",13418.00
"Currency","2015/10/14",13616.00
"Currency","2015/10/13",13638.00
"Currency","2015/10/12",13408.00
"Currency","2015/10/09",13412.00
"Currency","2015/10/08",13887.00
"Currency","2015/10/07",13821.00
"Currency","2015/10/06",14241.00
"Currency","2015/10/05",14503.00
"Currency","2015/10/04",14735.50
"Currency","2015/10/02",14646.00
"Currency","2015/10/01",14710.00
"Currency","2015/09/30",14685.00
"Currency","2015/09/29",14647.00
"Currency","2015/09/28",14610.50
"Currency","2015/09/27",14655.00
"Currency","2015/09/26",14619.00
"Currency","2015/09/25",14693.00
"Currency","2015/09/24",14735.00
"Currency","2015/09/23",14637.00
"Currency","2015/09/22",14592.00
"Currency","2015/09/21",14455.50
"Currency","2015/09/20",14410.00
"Currency","2015/09/18",14374.00
"Currency","2015/09/17",14421.50
"Currency","2015/09/16",14443.50
"Currency","2015/09/15",14455.00
"Currency","2015/09/14",14266.00
"Currency","2015/09/13",14315.00
"Currency","2015/09/11",14322.00
"Currency","2015/09/10",14314.50
"Currency","2015/09/09",14188.50
"Currency","2015/09/08",14259.00
"Currency","2015/09/07",14290.00
"Currency","2015/09/06",14146.50
"Currency","2015/09/04",14172.00
"Currency","2015/09/03",14294.00
"Currency","2015/09/02",14180.00
"Currency","2015/09/01",14047.00
"Currency","2015/08/31",14055.00
"Currency","2015/08/30",14110.50
"Currency","2015/08/28",13983.00
"Currency","2015/08/27",14038.50
"Currency","2015/08/26",14262.50
"Currency","2015/08/25",14042.50
"Currency","2015/08/24",13943.50
"Currency","2015/08/21",13941.00
"Currency","2015/08/20",13789.50
"Currency","2015/08/19",13743.50
"Currency","2015/08/18",13869.00
"Currency","2015/08/17",13801.50
"Currency","2015/08/14",13787.00
"Currency","2015/08/13",13724.00
"Currency","2015/08/12",13845.50
"Currency","2015/08/11",13730.00
"Currency","2015/08/10",13502.00
"Currency","2015/08/07",13541.00
"Currency","2015/08/06",13550.00
"Currency","2015/08/05",13485.00
"Currency","2015/08/04",13440.00
"Currency","2015/08/03",13425.00
"Currency","2015/07/31",13539.00
"Currency","2015/07/30",13460.00
"Currency","2015/07/29",13290.00
"Currency","2015/07/28",13465.00
"Currency","2015/07/27",13430.00
"Currency","2015/07/24",13447.00
"Currency","2015/07/23",13400.00
"Currency","2015/07/22",13335.00
"Currency","2015/07/21",13340.00
"Currency","2015/07/20",13350.00
"Currency","2015/07/17",13353.00
"Currency","2015/07/16",13338.00
"Currency","2015/07/15",13305.00
"Currency","2015/07/14",13280.00
"Currency","2015/07/13",13278.00
"Currency","2015/07/12",13311.50
"Currency","2015/07/10",13314.00
"Currency","2015/07/09",13335.00
"Currency","2015/07/08",13325.00
"Currency","2015/07/07",13340.00
"Currency","2015/07/06",13340.00
"Currency","2015/07/04",13285.00
"Currency","2015/07/03",13320.00
"Currency","2015/07/02",13318.00
"Currency","2015/07/01",13342.00
"Currency","2015/06/30",13322.00
"Currency","2015/06/29",13322.00
"Currency","2015/06/26",13308.00
"Currency","2015/06/25",13290.00
"Currency","2015/06/24",13250.00
"Currency","2015/06/23",13302.00
"Currency","2015/06/22",13310.00
"Currency","2015/06/19",13332.00
"Currency","2015/06/18",13330.00
"Currency","2015/06/17",13340.00
"Currency","2015/06/16",13320.00
"Currency","2015/06/15",13315.00
"Currency","2015/06/12",13335.00
"Currency","2015/06/11",13205.00
"Currency","2015/06/10",13345.00
"Currency","2015/06/09",13310.00
"Currency","2015/06/08",13388.00
"Currency","2015/06/05",13290.00
"Currency","2015/06/04",13230.00
"Currency","2015/06/03",13150.00
