"Indicator","Time","Value (USD/AFN)"
"Currency","2014/10/14",56.80
"Currency","2014/10/13",56.78
"Currency","2014/10/12",56.51
"Currency","2014/10/11",56.51
"Currency","2014/10/10",56.51
"Currency","2014/10/09",56.51
"Currency","2014/10/08",56.76
"Currency","2014/10/07",56.73
"Currency","2014/10/06",56.73
"Currency","2014/10/05",56.83
"Currency","2014/10/04",56.83
"Currency","2014/10/03",56.78
"Currency","2014/10/02",56.78
"Currency","2014/10/01",56.83
"Currency","2014/09/30",56.78
"Currency","2014/09/29",56.73
"Currency","2014/09/28",56.73
"Currency","2014/09/27",56.73
"Currency","2014/09/26",56.78
"Currency","2014/09/25",56.81
"Currency","2014/09/24",56.73
"Currency","2014/09/23",56.63
"Currency","2014/09/22",56.63
"Currency","2014/09/21",56.56
"Currency","2014/09/20",56.56
"Currency","2014/09/19",56.56
"Currency","2014/09/18",56.51
"Currency","2014/09/17",56.53
"Currency","2014/09/16",56.53
"Currency","2014/09/15",56.53
"Currency","2014/09/14",56.13
"Currency","2014/09/13",56.13
"Currency","2014/09/12",56.13
"Currency","2014/09/11",56.13
"Currency","2014/09/10",56.15
"Currency","2014/09/09",56.14
"Currency","2014/09/08",56.13
"Currency","2014/09/07",55.50
"Currency","2014/09/06",55.50
"Currency","2014/09/05",55.50
"Currency","2014/09/04",55.50
"Currency","2014/09/03",55.50
"Currency","2014/09/02",55.50
"Currency","2014/09/01",55.50
"Currency","2014/08/31",55.50
"Currency","2014/08/30",55.50
"Currency","2014/08/29",55.50
"Currency","2014/08/28",55.50
"Currency","2014/08/27",55.50
"Currency","2014/08/26",55.50
"Currency","2014/08/25",55.50
"Currency","2014/08/24",55.50
"Currency","2014/08/23",55.50
"Currency","2014/08/22",55.50
"Currency","2014/08/21",55.50
"Currency","2014/08/20",55.50
"Currency","2014/08/19",55.50
"Currency","2014/08/18",55.50
"Currency","2014/08/17",55.55
"Currency","2014/08/16",55.55
"Currency","2014/08/15",55.55
"Currency","2014/08/14",55.53
"Currency","2014/08/13",55.72
"Currency","2014/08/12",55.73
"Currency","2014/08/11",55.78
"Currency","2014/08/10",55.87
"Currency","2014/08/09",55.87
"Currency","2014/08/08",55.87
"Currency","2014/08/07",55.93
"Currency","2014/08/06",56.00
"Currency","2014/08/05",56.18
"Currency","2014/08/04",56.13
"Currency","2014/08/03",55.50
"Currency","2014/08/02",55.50
"Currency","2014/08/01",55.50
"Currency","2014/07/31",55.50
"Currency","2014/07/30",56.23
"Currency","2014/07/29",56.03
"Currency","2014/07/28",56.13
"Currency","2014/07/27",55.50
"Currency","2014/07/26",55.50
"Currency","2014/07/25",55.50
"Currency","2014/07/24",56.22
"Currency","2014/07/23",56.23
"Currency","2014/07/22",56.24
"Currency","2014/07/21",56.46
"Currency","2014/07/20",55.63
"Currency","2014/07/19",55.63
"Currency","2014/07/18",55.63
"Currency","2014/07/17",55.53
"Currency","2014/07/16",55.57
"Currency","2014/07/15",56.91
"Currency","2014/07/14",56.78
"Currency","2014/07/13",56.83
"Currency","2014/07/12",56.83
"Currency","2014/07/11",56.78
"Currency","2014/07/10",56.83
"Currency","2014/07/09",56.66
"Currency","2014/07/08",56.78
"Currency","2014/07/07",56.93
"Currency","2014/07/06",56.91
"Currency","2014/07/05",56.91
"Currency","2014/07/04",56.91
"Currency","2014/07/03",56.91
"Currency","2014/07/02",56.93
"Currency","2014/07/01",56.71
"Currency","2014/06/30",56.59
"Currency","2014/06/29",56.93
"Currency","2014/06/28",56.93
"Currency","2014/06/27",56.93
"Currency","2014/06/26",57.05
"Currency","2014/06/25",56.71
"Currency","2014/06/24",56.63
"Currency","2014/06/23",56.68
"Currency","2014/06/22",56.73
"Currency","2014/06/21",56.73
"Currency","2014/06/20",56.73
"Currency","2014/06/19",56.83
"Currency","2014/06/18",56.73
"Currency","2014/06/17",56.71
"Currency","2014/06/16",57.68
"Currency","2014/06/15",57.88
"Currency","2014/06/14",57.88
"Currency","2014/06/13",57.89
"Currency","2014/06/12",58.65
"Currency","2014/06/11",57.33
"Currency","2014/06/10",56.73
"Currency","2014/06/09",56.01
"Currency","2014/06/08",56.61
"Currency","2014/06/07",56.61
"Currency","2014/06/06",56.61
"Currency","2014/06/05",56.58
"Currency","2014/06/04",57.05
"Currency","2014/06/03",56.73
"Currency","2014/06/02",56.01
"Currency","2014/06/01",56.58
"Currency","2014/05/31",56.58
"Currency","2014/05/30",56.58
"Currency","2014/05/29",56.01
"Currency","2014/05/28",56.10
"Currency","2014/05/27",56.01
"Currency","2014/05/26",56.58
"Currency","2014/05/25",56.58
"Currency","2014/05/23",56.58
"Currency","2014/05/22",56.01
"Currency","2014/05/21",56.01
"Currency","2014/05/20",56.01
"Currency","2014/05/19",56.01
"Currency","2014/05/16",56.01
"Currency","2014/05/15",56.01
"Currency","2014/05/14",56.01
"Currency","2014/05/13",56.01
"Currency","2014/05/12",56.01
"Currency","2014/05/09",56.01
"Currency","2014/05/08",56.25
"Currency","2014/05/07",56.25
"Currency","2014/05/06",55.76
"Currency","2014/05/05",56.01
"Currency","2014/05/02",56.01
"Currency","2014/05/01",55.13
"Currency","2014/04/30",56.01
"Currency","2014/04/29",56.01
"Currency","2014/04/28",56.01
"Currency","2014/04/25",56.23
"Currency","2014/04/24",56.01
"Currency","2014/04/23",56.11
"Currency","2014/04/22",56.48
"Currency","2014/04/21",56.48
"Currency","2014/04/18",55.14
"Currency","2014/04/17",56.11
"Currency","2014/04/16",56.11
"Currency","2014/04/15",56.11
"Currency","2014/04/14",56.11
"Currency","2014/04/11",56.05
"Currency","2014/04/10",56.11
"Currency","2014/04/09",56.11
"Currency","2014/04/08",56.11
"Currency","2014/04/07",56.11
"Currency","2014/04/04",56.11
"Currency","2014/04/03",56.11
"Currency","2014/04/02",56.11
"Currency","2014/04/01",56.11
"Currency","2014/03/31",56.11
"Currency","2014/03/28",56.11
"Currency","2014/03/27",56.11
"Currency","2014/03/26",56.11
"Currency","2014/03/25",56.11
"Currency","2014/03/24",56.11
"Currency","2014/03/21",56.11
"Currency","2014/03/20",56.33
"Currency","2014/03/19",56.35
"Currency","2014/03/18",55.75
"Currency","2014/03/17",56.48
"Currency","2014/03/14",56.35
"Currency","2014/03/13",56.35
"Currency","2014/03/12",56.45
"Currency","2014/03/11",56.53
"Currency","2014/03/10",56.35
"Currency","2014/03/07",56.68
"Currency","2014/03/06",56.35
"Currency","2014/03/05",56.35
"Currency","2014/03/04",56.43
"Currency","2014/03/03",56.15
"Currency","2014/02/28",56.15
"Currency","2014/02/27",56.33
"Currency","2014/02/26",56.38
"Currency","2014/02/25",56.33
"Currency","2014/02/24",56.25
"Currency","2014/02/21",55.75
"Currency","2014/02/20",56.23
"Currency","2014/02/19",55.75
"Currency","2014/02/18",55.75
"Currency","2014/02/17",57.07
"Currency","2014/02/14",56.08
"Currency","2014/02/13",56.48
"Currency","2014/02/12",56.43
"Currency","2014/02/11",56.42
"Currency","2014/02/10",55.75
"Currency","2014/02/07",55.75
"Currency","2014/02/06",56.01
"Currency","2014/02/05",55.75
"Currency","2014/02/04",55.75
"Currency","2014/02/03",55.75
"Currency","2014/01/31",55.75
"Currency","2014/01/30",55.75
"Currency","2014/01/29",55.75
"Currency","2014/01/28",55.75
"Currency","2014/01/27",57.23
"Currency","2014/01/24",56.04
"Currency","2014/01/23",55.75
"Currency","2014/01/22",55.75
"Currency","2014/01/21",55.75
"Currency","2014/01/20",55.75
"Currency","2014/01/17",55.23
"Currency","2014/01/16",55.26
"Currency","2014/01/15",55.33
"Currency","2014/01/14",55.26
"Currency","2014/01/13",55.75
"Currency","2014/01/10",55.33
"Currency","2014/01/09",55.75
"Currency","2014/01/08",55.75
"Currency","2014/01/07",55.75
"Currency","2014/01/06",55.75
"Currency","2014/01/03",55.58
"Currency","2014/01/02",55.57
"Currency","2013/12/30",55.75
"Currency","2013/12/27",55.75
"Currency","2013/12/26",55.75
"Currency","2013/12/24",55.75
"Currency","2013/12/23",56.36
"Currency","2013/12/20",55.75
"Currency","2013/12/19",56.13
"Currency","2013/12/18",56.08
"Currency","2013/12/17",53.50
"Currency","2013/12/16",57.50
"Currency","2013/12/13",57.48
"Currency","2013/12/12",57.50
"Currency","2013/12/11",57.53
"Currency","2013/12/10",57.50
"Currency","2013/12/09",58.83
"Currency","2013/12/06",58.78
"Currency","2013/12/05",57.77
"Currency","2013/12/04",54.68
"Currency","2013/12/03",55.10
"Currency","2013/12/02",55.93
"Currency","2013/11/29",56.35
"Currency","2013/11/27",56.93
"Currency","2013/11/26",56.36
"Currency","2013/11/25",56.75
"Currency","2013/11/22",55.93
"Currency","2013/11/21",56.35
"Currency","2013/11/20",56.92
"Currency","2013/11/19",56.81
"Currency","2013/11/18",56.78
"Currency","2013/11/15",56.35
"Currency","2013/11/14",56.35
"Currency","2013/11/13",56.64
"Currency","2013/11/12",55.93
"Currency","2013/11/11",56.25
"Currency","2013/11/08",56.78
"Currency","2013/11/07",55.93
"Currency","2013/11/06",56.83
"Currency","2013/11/05",55.82
"Currency","2013/11/04",56.27
"Currency","2013/11/01",55.82
"Currency","2013/10/31",56.67
"Currency","2013/10/30",56.16
"Currency","2013/10/29",56.16
"Currency","2013/10/28",55.73
"Currency","2013/10/25",55.91
"Currency","2013/10/24",56.22
"Currency","2013/10/23",56.17
"Currency","2013/10/22",55.73
"Currency","2013/10/21",55.73
"Currency","2013/10/18",55.73
"Currency","2013/10/17",55.71
"Currency","2013/10/16",55.68
"Currency","2013/10/15",55.71
"Currency","2013/10/11",56.28
"Currency","2013/10/10",55.78
"Currency","2013/10/09",55.78
"Currency","2013/10/08",55.68
"Currency","2013/10/07",55.68
"Currency","2013/10/04",55.63
"Currency","2013/10/03",55.56
"Currency","2013/10/02",54.53
"Currency","2013/10/01",54.51
"Currency","2013/09/30",54.48
"Currency","2013/09/27",55.46
"Currency","2013/09/26",55.43
"Currency","2013/09/25",55.45
"Currency","2013/09/24",55.46
"Currency","2013/09/23",55.54
"Currency","2013/09/19",54.08
"Currency","2013/09/18",54.08
"Currency","2013/09/16",54.08
"Currency","2013/09/13",55.50
"Currency","2013/09/02",55.50
"Currency","2013/08/30",55.53
"Currency","2013/08/29",55.48
"Currency","2013/08/28",55.43
"Currency","2013/08/27",55.28
"Currency","2013/08/26",55.43
"Currency","2013/08/23",55.51
"Currency","2013/08/22",55.15
"Currency","2013/08/21",55.41
"Currency","2013/08/20",55.50
"Currency","2013/08/15",56.32
"Currency","2013/08/14",55.58
"Currency","2013/08/13",55.43
"Currency","2013/08/12",55.38
"Currency","2013/08/09",55.41
"Currency","2013/08/08",55.33
"Currency","2013/08/07",55.28
"Currency","2013/08/06",55.36
"Currency","2013/08/05",55.33
"Currency","2013/08/02",55.26
"Currency","2013/08/01",55.23
"Currency","2013/07/31",56.23
"Currency","2013/07/30",56.23
"Currency","2013/07/29",56.18
"Currency","2013/07/26",56.21
"Currency","2013/07/25",56.13
"Currency","2013/07/24",56.08
"Currency","2013/07/23",56.13
"Currency","2013/07/22",56.08
"Currency","2013/07/19",56.14
"Currency","2013/07/18",56.13
"Currency","2013/07/17",56.13
"Currency","2013/07/16",55.46
"Currency","2013/07/15",55.53
"Currency","2013/07/12",55.18
"Currency","2013/07/11",55.16
"Currency","2013/07/10",55.16
"Currency","2013/07/09",55.13
"Currency","2013/07/08",55.03
"Currency","2013/07/05",54.93
"Currency","2013/07/04",54.78
"Currency","2013/07/03",54.88
"Currency","2013/07/02",54.95
"Currency","2013/07/01",54.98
"Currency","2013/06/28",54.23
"Currency","2013/06/26",54.13
"Currency","2013/06/25",54.18
"Currency","2013/06/24",54.15
"Currency","2013/06/21",54.08
"Currency","2013/06/20",54.08
"Currency","2013/06/19",54.13
"Currency","2013/06/18",54.40
"Currency","2013/06/17",54.13
"Currency","2013/06/14",54.03
"Currency","2013/06/13",54.03
"Currency","2013/06/12",54.03
"Currency","2013/06/11",54.13
"Currency","2013/06/10",54.00
"Currency","2013/06/07",54.25
"Currency","2013/06/06",54.13
"Currency","2013/06/05",54.50
"Currency","2013/06/04",54.04
"Currency","2013/06/03",54.00
"Currency","2013/05/31",53.50
"Currency","2013/05/30",53.65
"Currency","2013/05/29",53.20
"Currency","2013/05/28",53.50
"Currency","2013/05/27",53.65
"Currency","2013/05/24",53.23
"Currency","2013/05/23",53.23
"Currency","2013/05/22",53.38
"Currency","2013/05/21",53.10
"Currency","2013/05/20",53.38
"Currency","2013/05/17",53.35
"Currency","2013/05/16",52.88
"Currency","2013/05/15",52.98
"Currency","2013/05/14",53.00
"Currency","2013/05/13",53.00
"Currency","2013/05/10",53.03
"Currency","2013/05/09",52.98
"Currency","2013/05/08",52.93
"Currency","2013/05/07",52.98
"Currency","2013/05/06",52.98
"Currency","2013/05/03",52.93
"Currency","2013/05/02",52.93
"Currency","2013/05/01",52.95
"Currency","2013/04/30",52.93
"Currency","2013/04/29",53.00
"Currency","2013/04/26",52.98
"Currency","2013/04/25",52.88
"Currency","2013/04/24",52.88
"Currency","2013/04/23",53.20
"Currency","2013/04/22",52.98
"Currency","2013/04/19",52.83
"Currency","2013/04/18",53.20
"Currency","2013/04/17",53.00
"Currency","2013/04/16",52.88
"Currency","2013/04/15",52.83
"Currency","2013/04/12",52.78
"Currency","2013/04/11",52.78
"Currency","2013/04/10",52.83
"Currency","2013/04/09",52.83
"Currency","2013/04/08",52.76
"Currency","2013/04/05",52.70
"Currency","2013/04/04",52.60
"Currency","2013/04/03",52.63
"Currency","2013/04/02",52.68
"Currency","2013/04/01",52.58
"Currency","2013/03/28",52.59
"Currency","2013/03/27",52.63
"Currency","2013/03/26",52.58
"Currency","2013/03/25",52.58
"Currency","2013/03/22",52.57
"Currency","2013/03/21",52.53
"Currency","2013/03/20",52.58
"Currency","2013/03/19",52.57
"Currency","2013/03/18",52.53
"Currency","2013/03/15",52.71
"Currency","2013/03/14",52.69
"Currency","2013/03/13",52.68
"Currency","2013/03/12",52.53
"Currency","2013/03/08",53.14
"Currency","2013/03/07",53.03
"Currency","2013/03/06",52.53
"Currency","2013/03/04",52.45
"Currency","2013/03/01",51.98
"Currency","2013/02/28",51.93
"Currency","2013/02/27",51.88
"Currency","2013/02/26",51.86
"Currency","2013/02/25",51.86
"Currency","2013/02/21",51.88
"Currency","2013/02/20",51.98
"Currency","2013/02/18",51.38
"Currency","2013/02/15",51.38
"Currency","2013/02/14",51.38
"Currency","2013/02/13",51.36
"Currency","2013/02/12",51.35
"Currency","2013/02/11",51.20
"Currency","2013/02/08",51.20
"Currency","2013/02/07",51.13
"Currency","2013/02/06",50.87
"Currency","2013/02/05",50.88
"Currency","2013/02/04",50.78
"Currency","2013/02/01",50.80
"Currency","2013/01/31",50.78
"Currency","2013/01/30",50.88
"Currency","2013/01/29",50.98
"Currency","2013/01/28",51.20
"Currency","2013/01/25",51.22
"Currency","2013/01/24",51.28
"Currency","2013/01/23",51.28
"Currency","2013/01/22",51.13
"Currency","2013/01/18",51.23
"Currency","2013/01/17",51.23
"Currency","2013/01/16",51.13
"Currency","2013/01/15",51.00
"Currency","2013/01/14",51.25
"Currency","2013/01/11",51.13
"Currency","2013/01/10",51.13
"Currency","2013/01/09",51.23
"Currency","2013/01/08",51.22
"Currency","2013/01/07",51.03
"Currency","2013/01/04",51.13
"Currency","2013/01/03",51.14
"Currency","2013/01/02",51.13
"Currency","2012/12/28",50.98
"Currency","2012/12/27",51.03
"Currency","2012/12/26",51.03
"Currency","2012/12/24",51.03
"Currency","2012/12/21",51.13
"Currency","2012/12/20",51.03
"Currency","2012/12/19",51.14
"Currency","2012/12/18",50.95
"Currency","2012/12/17",50.98
"Currency","2012/12/14",50.99
"Currency","2012/12/13",50.93
"Currency","2012/12/12",50.93
"Currency","2012/12/11",50.96
"Currency","2012/12/10",51.00
"Currency","2012/12/07",51.01
"Currency","2012/12/06",50.98
"Currency","2012/12/05",50.13
"Currency","2012/11/26",52.31
"Currency","2012/11/23",52.32
"Currency","2012/11/22",52.40
"Currency","2012/11/21",51.97
"Currency","2012/11/20",51.98
"Currency","2012/11/19",51.98
"Currency","2012/11/16",51.96
"Currency","2012/11/15",51.58
"Currency","2012/11/14",52.00
"Currency","2012/11/13",51.97
"Currency","2012/11/09",51.93
"Currency","2012/11/08",50.98
"Currency","2012/11/07",50.98
"Currency","2012/11/06",50.97
"Currency","2012/11/05",50.98
"Currency","2012/11/02",50.98
"Currency","2012/11/01",50.97
"Currency","2012/10/31",50.98
"Currency","2012/10/26",50.98
"Currency","2012/10/25",50.98
"Currency","2012/10/24",50.96
"Currency","2012/10/23",50.96
"Currency","2012/10/22",50.95
"Currency","2012/10/19",50.93
"Currency","2012/10/18",50.99
"Currency","2012/10/17",50.78
"Currency","2012/10/16",50.88
"Currency","2012/10/15",50.97
"Currency","2012/10/12",50.96
"Currency","2012/10/11",50.98
"Currency","2012/10/10",50.98
"Currency","2012/10/09",50.93
"Currency","2012/10/05",50.91
"Currency","2012/10/04",50.95
"Currency","2012/10/03",50.86
"Currency","2012/10/02",50.93
"Currency","2012/10/01",50.80
"Currency","2012/09/27",50.78
"Currency","2012/09/26",50.75
"Currency","2012/09/25",49.98
"Currency","2012/09/24",49.58
"Currency","2012/09/21",49.93
"Currency","2012/09/20",49.83
"Currency","2012/09/19",49.53
"Currency","2012/09/18",49.93
"Currency","2012/09/17",49.50
"Currency","2012/09/13",48.93
"Currency","2012/09/12",48.78
"Currency","2012/08/20",48.33
"Currency","2012/08/17",48.27
"Currency","2012/08/16",48.28
"Currency","2012/08/15",48.28
"Currency","2012/08/14",48.38
"Currency","2012/08/13",48.28
"Currency","2012/08/10",48.28
"Currency","2012/08/09",48.33
"Currency","2012/08/08",48.33
"Currency","2012/08/07",48.28
"Currency","2012/08/06",48.33
"Currency","2012/08/03",48.43
"Currency","2012/08/02",48.38
"Currency","2012/08/01",48.33
"Currency","2012/07/31",48.28
"Currency","2012/07/30",48.17
"Currency","2012/07/27",48.33
"Currency","2012/07/26",48.28
"Currency","2012/07/25",48.33
"Currency","2012/07/24",48.33
"Currency","2012/07/23",48.23
"Currency","2012/07/20",48.33
"Currency","2012/07/19",48.28
"Currency","2012/07/18",48.28
"Currency","2012/07/17",48.28
"Currency","2012/07/16",48.33
"Currency","2012/07/13",48.33
"Currency","2012/07/12",48.18
"Currency","2012/07/11",48.23
"Currency","2012/07/10",48.06
"Currency","2012/07/09",48.23
"Currency","2012/07/06",48.38
"Currency","2012/07/05",48.18
"Currency","2012/07/03",48.18
"Currency","2012/07/02",48.18
"Currency","2012/06/29",48.18
"Currency","2012/06/28",48.18
"Currency","2012/06/27",48.23
"Currency","2012/06/26",48.28
"Currency","2012/06/25",48.18
"Currency","2012/06/22",48.23
"Currency","2012/06/21",48.18
"Currency","2012/06/20",48.18
"Currency","2012/06/19",48.18
"Currency","2012/06/18",48.28
"Currency","2012/06/15",48.26
"Currency","2012/06/14",48.28
"Currency","2012/06/13",48.23
"Currency","2012/06/12",48.17
"Currency","2012/06/11",48.16
"Currency","2012/06/08",48.28
"Currency","2012/06/07",48.33
"Currency","2012/06/06",48.28
"Currency","2012/06/05",48.18
"Currency","2012/06/04",48.10
"Currency","2012/06/01",48.33
"Currency","2012/05/31",48.26
"Currency","2012/05/30",48.18
"Currency","2012/05/29",48.30
"Currency","2012/05/25",48.28
"Currency","2012/05/24",48.28
"Currency","2012/05/23",48.38
"Currency","2012/05/22",48.33
"Currency","2012/05/21",48.28
"Currency","2012/05/18",48.23
"Currency","2012/05/17",48.28
"Currency","2012/05/16",48.28
"Currency","2012/05/15",48.28
"Currency","2012/05/14",48.28
"Currency","2012/05/11",48.03
"Currency","2012/05/10",48.33
"Currency","2012/05/09",48.30
"Currency","2012/05/07",48.23
"Currency","2012/05/04",48.23
"Currency","2012/05/03",48.28
"Currency","2012/05/02",48.28
"Currency","2012/05/01",48.28
"Currency","2012/04/30",48.30
"Currency","2012/04/27",48.11
"Currency","2012/04/26",48.18
"Currency","2012/04/25",48.23
"Currency","2012/04/24",48.28
"Currency","2012/04/23",48.23
"Currency","2012/04/20",48.18
"Currency","2012/04/19",48.30
"Currency","2012/04/18",48.28
"Currency","2012/04/17",48.43
"Currency","2012/04/16",48.34
"Currency","2012/04/13",48.30
"Currency","2012/04/12",48.28
"Currency","2012/04/11",48.17
"Currency","2012/04/10",48.28
"Currency","2012/04/09",48.24
"Currency","2012/04/04",48.18
"Currency","2012/04/03",48.18
"Currency","2012/04/02",48.18
"Currency","2012/03/30",48.26
"Currency","2012/03/29",48.23
"Currency","2012/03/28",48.33
"Currency","2012/03/27",48.18
"Currency","2012/03/26",48.20
"Currency","2012/03/23",48.18
"Currency","2012/03/22",48.18
"Currency","2012/03/21",48.23
"Currency","2012/03/20",48.23
"Currency","2012/03/19",48.18
"Currency","2012/03/16",48.23
"Currency","2012/03/15",48.20
"Currency","2012/03/14",49.23
"Currency","2012/03/13",48.33
"Currency","2012/03/12",48.30
"Currency","2012/03/09",48.18
"Currency","2012/03/08",48.30
"Currency","2012/03/07",48.30
"Currency","2012/03/06",48.18
"Currency","2012/03/05",48.23
"Currency","2012/03/02",48.30
"Currency","2012/03/01",48.23
"Currency","2012/02/29",48.23
"Currency","2012/02/28",48.23
"Currency","2012/02/27",48.28
"Currency","2012/02/24",48.28
"Currency","2012/02/23",48.18
"Currency","2012/02/21",46.38
"Currency","2012/02/17",46.38
"Currency","2012/02/16",46.13
"Currency","2012/02/15",46.01
"Currency","2012/02/14",46.23
"Currency","2012/02/13",46.03
"Currency","2012/02/10",45.48
"Currency","2012/02/09",45.50
"Currency","2012/02/08",45.35
"Currency","2012/02/07",44.23
"Currency","2012/02/06",44.28
"Currency","2012/02/03",44.23
"Currency","2012/02/02",44.23
"Currency","2012/02/01",44.18
"Currency","2012/01/31",44.23
"Currency","2012/01/30",44.18
"Currency","2012/01/27",44.23
"Currency","2012/01/26",44.23
"Currency","2012/01/25",44.13
"Currency","2012/01/24",44.28
"Currency","2012/01/23",44.23
"Currency","2012/01/20",44.18
"Currency","2012/01/19",44.23
"Currency","2012/01/18",44.28
"Currency","2012/01/17",44.28
"Currency","2012/01/13",44.28
"Currency","2012/01/12",44.13
"Currency","2012/01/11",44.23
"Currency","2012/01/10",44.13
"Currency","2012/01/09",44.03
"Currency","2012/01/06",43.01
"Currency","2012/01/05",43.34
"Currency","2012/01/04",43.34
"Currency","2012/01/03",42.91
"Currency","2011/12/30",43.34
"Currency","2011/12/29",42.93
"Currency","2011/12/28",42.93
"Currency","2011/12/27",42.93
"Currency","2011/12/23",43.34
"Currency","2011/12/22",43.34
"Currency","2011/12/20",42.98
"Currency","2011/12/19",42.88
"Currency","2011/12/16",43.34
"Currency","2011/12/15",42.93
"Currency","2011/12/14",42.93
"Currency","2011/12/13",42.98
"Currency","2011/12/12",42.93
"Currency","2011/12/09",42.98
"Currency","2011/12/08",43.34
"Currency","2011/12/07",42.93
"Currency","2011/12/06",43.34
"Currency","2011/12/05",42.93
"Currency","2011/12/02",42.98
"Currency","2011/12/01",42.98
"Currency","2011/11/30",42.98
"Currency","2011/11/29",43.34
"Currency","2011/11/28",42.93
"Currency","2011/11/25",43.34
"Currency","2011/11/23",43.34
"Currency","2011/11/22",42.93
"Currency","2011/11/21",43.34
"Currency","2011/11/18",42.98
"Currency","2011/11/17",43.34
"Currency","2011/11/16",42.98
"Currency","2011/11/15",43.34
"Currency","2011/11/14",43.00
"Currency","2011/11/11",43.33
"Currency","2011/11/10",42.96
"Currency","2011/11/09",42.98
"Currency","2011/11/08",43.34
"Currency","2011/11/07",43.34
"Currency","2011/11/04",43.34
"Currency","2011/10/28",43.00
"Currency","2011/10/27",42.98
"Currency","2011/10/26",43.00
"Currency","2011/10/21",43.34
"Currency","2011/10/20",43.34
"Currency","2011/10/19",42.98
"Currency","2011/10/18",42.98
"Currency","2011/10/17",42.98
"Currency","2011/10/14",43.34
"Currency","2011/10/13",42.98
"Currency","2011/10/12",43.00
"Currency","2011/10/11",43.34
"Currency","2011/10/07",42.98
"Currency","2011/10/06",43.34
"Currency","2011/10/05",43.00
"Currency","2011/10/04",42.98
"Currency","2011/10/03",43.34
"Currency","2011/09/30",43.34
"Currency","2011/09/29",43.34
"Currency","2011/09/28",42.99
"Currency","2011/09/27",43.34
"Currency","2011/09/26",43.34
"Currency","2011/09/23",43.34
"Currency","2011/09/21",43.34
"Currency","2011/09/20",43.00
"Currency","2011/09/16",42.98
"Currency","2011/09/15",43.34
"Currency","2011/09/14",43.34
"Currency","2011/09/13",42.99
"Currency","2011/09/12",43.34
"Currency","2011/09/09",42.98
"Currency","2011/09/08",43.04
"Currency","2011/09/07",42.98
"Currency","2011/09/06",42.99
"Currency","2011/09/02",43.34
"Currency","2011/09/01",43.34
"Currency","2011/08/31",43.34
"Currency","2011/08/30",43.34
"Currency","2011/08/29",42.98
"Currency","2011/08/26",43.00
"Currency","2011/08/25",43.00
"Currency","2011/08/24",43.04
"Currency","2011/08/23",43.04
"Currency","2011/08/22",43.04
"Currency","2011/08/19",43.04
"Currency","2011/07/29",43.00
"Currency","2011/07/28",43.00
"Currency","2011/07/27",43.00
"Currency","2011/07/26",43.00
"Currency","2011/07/25",43.00
"Currency","2011/07/22",43.04
"Currency","2011/07/21",43.04
"Currency","2011/07/20",43.00
"Currency","2011/07/19",43.04
"Currency","2011/07/18",43.00
"Currency","2011/07/15",43.04
"Currency","2011/07/14",43.04
"Currency","2011/07/13",43.04
"Currency","2011/07/12",43.04
"Currency","2011/07/11",43.00
"Currency","2011/07/08",43.04
"Currency","2011/07/07",43.04
"Currency","2011/07/06",43.00
"Currency","2011/07/05",43.00
"Currency","2011/07/01",43.04
"Currency","2011/06/30",43.04
"Currency","2011/06/29",43.00
"Currency","2011/06/28",43.00
"Currency","2011/06/27",43.04
"Currency","2011/06/24",43.04
"Currency","2011/06/23",43.04
"Currency","2011/06/22",43.00
"Currency","2011/06/21",43.00
"Currency","2011/06/20",43.00
"Currency","2011/06/17",43.04
"Currency","2011/06/16",43.00
"Currency","2011/06/15",43.04
"Currency","2011/06/14",43.04
"Currency","2011/06/13",43.00
"Currency","2011/06/10",43.04
"Currency","2011/06/09",43.00
"Currency","2011/06/08",43.04
"Currency","2011/06/07",43.04
"Currency","2011/06/06",42.99
"Currency","2011/06/03",43.00
"Currency","2011/06/02",43.04
"Currency","2011/06/01",43.04
"Currency","2011/05/31",43.34
"Currency","2011/05/27",43.04
"Currency","2011/05/26",43.04
"Currency","2011/05/25",43.04
"Currency","2011/05/24",43.04
"Currency","2011/05/23",43.00
"Currency","2011/05/20",43.04
"Currency","2011/05/19",43.04
"Currency","2011/05/18",43.04
"Currency","2011/05/17",43.00
"Currency","2011/05/16",43.04
"Currency","2011/05/13",43.04
"Currency","2011/05/12",43.04
"Currency","2011/05/11",43.04
"Currency","2011/05/10",43.00
"Currency","2011/05/09",43.04
"Currency","2011/05/06",43.00
"Currency","2011/05/05",43.00
"Currency","2011/05/04",43.04
"Currency","2011/05/03",43.04
"Currency","2011/05/02",43.04
"Currency","2011/04/29",43.00
"Currency","2011/04/28",43.00
"Currency","2011/04/27",43.04
"Currency","2011/04/26",43.04
"Currency","2011/04/25",43.04
"Currency","2011/04/21",43.04
"Currency","2011/04/20",43.04
"Currency","2011/04/19",43.04
"Currency","2011/04/18",43.00
"Currency","2011/04/15",43.04
"Currency","2011/04/14",43.00
"Currency","2011/04/13",43.04
"Currency","2011/04/12",43.00
"Currency","2011/04/11",43.04
"Currency","2011/04/08",43.00
"Currency","2011/04/07",43.04
"Currency","2011/04/06",43.04
"Currency","2011/04/05",43.04
"Currency","2011/04/04",43.04
"Currency","2011/04/01",43.00
"Currency","2011/03/31",43.00
"Currency","2011/03/30",43.04
"Currency","2011/03/29",43.00
