"Indicator","Time","Value (USD/AFN)"
"Currency","2007/11/15",49.82
"Currency","2007/11/14",49.82
"Currency","2007/11/13",49.81
"Currency","2007/11/12",49.80
"Currency","2007/11/09",49.80
"Currency","2007/11/08",49.80
"Currency","2007/11/07",49.87
"Currency","2007/11/06",49.87
"Currency","2007/11/05",49.87
"Currency","2007/11/02",49.87
"Currency","2007/11/01",49.87
"Currency","2007/10/31",49.87
"Currency","2007/10/30",49.87
"Currency","2007/10/29",49.87
"Currency","2007/10/26",49.84
"Currency","2007/10/25",49.64
"Currency","2007/10/24",49.64
"Currency","2007/10/23",49.64
"Currency","2007/10/22",49.67
"Currency","2007/10/19",49.67
"Currency","2007/10/18",49.67
"Currency","2007/10/17",49.67
"Currency","2007/10/16",49.67
"Currency","2007/10/15",49.67
"Currency","2007/10/12",49.67
"Currency","2007/10/11",49.67
"Currency","2007/10/10",49.67
"Currency","2007/10/09",49.67
"Currency","2007/10/08",49.77
"Currency","2007/10/05",49.77
"Currency","2007/10/04",49.77
"Currency","2007/10/03",49.77
"Currency","2007/10/02",49.77
"Currency","2007/10/01",49.77
"Currency","2007/09/28",49.77
"Currency","2007/09/27",49.77
"Currency","2007/09/26",49.77
"Currency","2007/09/25",49.77
"Currency","2007/09/24",49.77
"Currency","2007/09/21",49.77
"Currency","2007/09/20",49.77
"Currency","2007/09/19",49.77
"Currency","2007/09/18",49.77
"Currency","2007/09/17",49.77
"Currency","2007/09/14",49.77
"Currency","2007/09/13",49.77
"Currency","2007/09/12",49.77
"Currency","2007/09/11",49.77
"Currency","2007/09/10",49.77
"Currency","2007/09/07",49.74
"Currency","2007/09/06",49.62
"Currency","2007/09/05",49.62
"Currency","2007/09/04",49.62
"Currency","2007/09/03",49.62
"Currency","2007/08/31",49.62
"Currency","2007/08/30",49.62
"Currency","2007/08/29",49.62
"Currency","2007/08/28",49.62
"Currency","2007/08/27",49.62
"Currency","2007/08/24",49.62
"Currency","2007/08/23",49.62
"Currency","2007/08/22",49.62
"Currency","2007/08/21",49.62
"Currency","2007/08/20",49.62
"Currency","2007/08/17",49.62
"Currency","2007/08/16",49.62
"Currency","2007/08/15",49.62
"Currency","2007/08/14",49.62
"Currency","2007/08/13",49.60
"Currency","2007/08/10",49.60
"Currency","2007/08/09",49.60
"Currency","2007/08/08",49.60
"Currency","2007/08/07",49.60
"Currency","2007/08/06",49.60
"Currency","2007/08/03",49.60
"Currency","2007/08/02",49.60
"Currency","2007/08/01",49.60
"Currency","2007/07/31",49.60
"Currency","2007/07/30",49.60
"Currency","2007/07/27",49.60
"Currency","2007/07/26",49.60
"Currency","2007/07/25",49.60
"Currency","2007/07/24",49.60
"Currency","2007/07/23",49.60
"Currency","2007/07/20",49.60
"Currency","2007/07/19",49.60
"Currency","2007/07/18",49.60
"Currency","2007/07/17",49.60
"Currency","2007/07/16",49.60
"Currency","2007/07/13",49.60
"Currency","2007/07/12",49.60
"Currency","2007/07/11",49.60
"Currency","2007/07/10",49.60
"Currency","2007/07/09",49.60
"Currency","2007/07/06",49.60
"Currency","2007/07/05",49.60
"Currency","2007/07/04",49.52
"Currency","2007/07/03",49.52
"Currency","2007/07/02",49.52
"Currency","2007/06/29",49.52
"Currency","2007/06/28",49.53
"Currency","2007/06/27",49.53
"Currency","2007/06/26",49.53
"Currency","2007/06/25",49.25
"Currency","2007/06/22",49.25
"Currency","2007/06/21",49.21
"Currency","2007/06/20",49.20
"Currency","2007/06/19",49.20
"Currency","2007/06/18",49.20
"Currency","2007/06/15",49.20
"Currency","2007/06/14",49.20
"Currency","2007/06/13",49.20
"Currency","2007/06/12",49.20
"Currency","2007/06/11",49.20
"Currency","2007/06/08",49.20
"Currency","2007/06/07",49.20
"Currency","2007/06/06",49.20
"Currency","2007/06/05",49.20
"Currency","2007/06/04",49.20
"Currency","2007/06/01",49.21
"Currency","2007/05/31",49.21
"Currency","2007/05/30",49.21
"Currency","2007/05/29",49.21
"Currency","2007/05/28",49.21
"Currency","2007/05/25",49.21
"Currency","2007/05/24",49.21
"Currency","2007/05/23",49.21
"Currency","2007/05/22",49.22
"Currency","2007/05/21",49.22
"Currency","2007/05/18",49.22
"Currency","2007/05/17",49.22
"Currency","2007/05/16",49.22
"Currency","2007/05/15",49.22
"Currency","2007/05/14",49.22
"Currency","2007/05/11",49.22
"Currency","2007/05/10",49.22
"Currency","2007/05/09",49.22
"Currency","2007/05/08",49.22
"Currency","2007/05/07",49.22
"Currency","2007/05/04",49.23
"Currency","2007/05/03",49.23
"Currency","2007/05/02",49.23
"Currency","2007/05/01",49.23
"Currency","2007/04/30",49.23
"Currency","2007/04/27",49.23
"Currency","2007/04/26",49.23
"Currency","2007/04/25",49.23
"Currency","2007/04/24",49.23
"Currency","2007/04/23",49.22
"Currency","2007/04/20",49.25
"Currency","2007/04/19",49.25
"Currency","2007/04/18",49.22
"Currency","2007/04/17",49.22
"Currency","2007/04/16",49.22
"Currency","2007/04/13",49.22
"Currency","2007/04/12",49.22
"Currency","2007/04/11",49.22
"Currency","2007/04/10",49.22
"Currency","2007/04/09",49.22
"Currency","2007/04/06",49.22
"Currency","2007/04/05",49.22
"Currency","2007/04/04",49.22
"Currency","2007/04/03",50.00
"Currency","2007/04/02",49.00
"Currency","2007/03/30",49.00
"Currency","2007/03/29",49.00
"Currency","2007/03/28",49.00
"Currency","2007/03/27",49.00
"Currency","2007/03/26",49.00
"Currency","2007/03/23",49.00
"Currency","2007/03/22",49.00
"Currency","2007/03/21",49.00
"Currency","2007/03/20",49.00
"Currency","2007/03/19",49.00
"Currency","2007/03/16",48.80
"Currency","2007/03/15",48.80
"Currency","2007/03/14",48.80
"Currency","2007/03/13",49.04
"Currency","2007/03/12",49.04
"Currency","2007/03/09",49.04
"Currency","2007/03/08",49.27
"Currency","2007/03/07",49.27
"Currency","2007/03/06",49.27
"Currency","2007/03/05",49.27
"Currency","2007/03/02",49.27
"Currency","2007/03/01",49.27
"Currency","2007/02/28",49.27
"Currency","2007/02/27",49.30
"Currency","2007/02/26",49.30
"Currency","2007/02/23",49.30
"Currency","2007/02/22",49.30
"Currency","2007/02/21",49.30
"Currency","2007/02/20",49.30
"Currency","2007/02/19",49.22
"Currency","2007/02/16",49.22
"Currency","2007/02/15",49.22
"Currency","2007/02/14",49.22
"Currency","2007/02/13",49.20
"Currency","2007/02/12",49.20
"Currency","2007/02/09",49.20
"Currency","2007/02/08",49.20
"Currency","2007/02/07",49.21
"Currency","2007/02/06",49.21
"Currency","2007/02/05",49.20
"Currency","2007/01/31",50.10
"Currency","2006/12/31",49.91
"Currency","2006/11/30",49.94
"Currency","2006/10/31",49.86
"Currency","2006/09/30",50.25
"Currency","2006/08/31",50.06
"Currency","2006/07/31",50.22
"Currency","2006/06/30",49.95
"Currency","2006/05/31",49.73
"Currency","2006/04/30",49.91
"Currency","2006/03/31",50.01
"Currency","2006/02/28",49.87
"Currency","2006/01/31",50.65
"Currency","2005/12/31",50.33
"Currency","2005/11/30",49.50
"Currency","2005/10/31",49.04
"Currency","2005/09/30",49.41
"Currency","2005/08/31",49.53
"Currency","2005/07/31",50.08
"Currency","2005/06/30",50.35
"Currency","2005/05/31",50.21
"Currency","2005/04/30",49.55
"Currency","2005/03/31",49.15
"Currency","2005/02/28",49.98
"Currency","2005/01/31",49.53
"Currency","2004/12/31",48.17
"Currency","2004/11/30",46.27
"Currency","2004/10/31",45.86
"Currency","2004/09/30",45.50
"Currency","2004/08/31",45.35
"Currency","2004/07/31",46.85
"Currency","2004/06/30",48.61
"Currency","2004/05/31",50.03
"Currency","2004/04/30",50.19
"Currency","2004/03/31",49.88
"Currency","2004/02/29",49.73
"Currency","2004/01/31",49.13
"Currency","2003/12/31",48.58
"Currency","2003/11/30",49.04
"Currency","2003/10/31",49.14
"Currency","2003/09/30",49.45
"Currency","2003/08/31",48.93
"Currency","2003/07/31",48.73
"Currency","2003/06/30",48.98
"Currency","2003/05/31",48.69
"Currency","2003/04/30",49.89
"Currency","2003/03/31",51.59
"Currency","2003/02/28",48.65
"Currency","2003/01/31",46.54
"Currency","2002/12/31",49.68
"Currency","2002/11/30",58.54
"Currency","2002/10/31",53.12
"Currency","2002/09/30",48.50
"Currency","2002/08/31",39.24
"Currency","2002/07/31",40.43
"Currency","2002/06/30",37.02
"Currency","2002/05/31",37.83
"Currency","2002/04/30",34.70
"Currency","2002/03/31",33.72
"Currency","2002/02/28",37.08
"Currency","2002/01/31",29.06
"Currency","2001/12/31",33.79
"Currency","2001/11/30",34.74
"Currency","2001/10/31",27.47
"Currency","2001/09/30",34.23
"Currency","2001/08/31",42.74
"Currency","2001/07/31",54.46
"Currency","2001/06/30",72.86
"Currency","2001/05/31",71.56
"Currency","2001/04/30",70.71
"Currency","2001/03/31",73.60
"Currency","2001/02/28",75.02
"Currency","2001/01/31",76.96
"","",""
"Data Source: http://www.tradingeconomics.com","",""
"Downloaded from http://vam.wfp.org on 11 Jun 2018","",""
