"Indicator","Time","Value (USD/XAF)"
"Currency","2001/01/23",698.38
"Currency","2001/01/22",701.29
"Currency","2001/01/19",701.48
"Currency","2001/01/18",694.50
"Currency","2001/01/17",705.02
"Currency","2001/01/16",697.15
"Currency","2001/01/15",696.38
"Currency","2001/01/12",691.39
"Currency","2001/01/11",690.55
"Currency","2001/01/10",697.27
"Currency","2001/01/09",697.38
"Currency","2001/01/08",690.59
"Currency","2001/01/05",689.28
"Currency","2001/01/04",694.42
"Currency","2001/01/03",693.54
"Currency","2001/01/02",692.33
"Currency","2001/01/01",698.68
"Currency","2000/12/29",698.68
"Currency","2000/12/28",708.60
"Currency","2000/12/27",704.91
"Currency","2000/12/26",706.20
"Currency","2000/12/25",710.33
"Currency","2000/12/22",710.33
"Currency","2000/12/21",717.63
"Currency","2000/12/20",723.37
"Currency","2000/12/19",736.16
"Currency","2000/12/18",732.29
"Currency","2000/12/15",730.91
"Currency","2000/12/14",739.19
"Currency","2000/12/13",749.19
"Currency","2000/12/12",747.82
"Currency","2000/12/11",747.18
"Currency","2000/12/08",738.64
"Currency","2000/12/07",737.23
"Currency","2000/12/06",741.57
"Currency","2000/12/05",741.23
"Currency","2000/12/04",737.56
"Currency","2000/12/01",751.42
"Currency","2000/11/30",753.54
"Currency","2000/11/29",762.69
"Currency","2000/11/28",767.24
"Currency","2000/11/27",772.71
"Currency","2000/11/24",781.08
"Currency","2000/11/23",778.95
"Currency","2000/11/22",777.89
"Currency","2000/11/21",775.72
"Currency","2000/11/20",772.71
"Currency","2000/11/17",769.31
"Currency","2000/11/16",767.83
"Currency","2000/11/15",763.27
"Currency","2000/11/14",764.47
"Currency","2000/11/13",762.65
"Currency","2000/11/10",759.69
"Currency","2000/11/09",763.71
"Currency","2000/11/08",766.03
"Currency","2000/11/07",762.12
"Currency","2000/11/06",761.67
"Currency","2000/11/03",759.56
"Currency","2000/11/02",762.65
"Currency","2000/11/01",764.87
"Currency","2000/10/31",773.89
"Currency","2000/10/30",776.32
"Currency","2000/10/27",778.39
"Currency","2000/10/26",791.31
"Currency","2000/10/25",791.59
"Currency","2000/10/24",783.56
"Currency","2000/10/23",784.68
"Currency","2000/10/20",783.18
"Currency","2000/10/19",781.27
"Currency","2000/10/18",773.89
"Currency","2000/10/17",771.85
"Currency","2000/10/16",772.98
"Currency","2000/10/13",763.22
"Currency","2000/10/12",760.57
"Currency","2000/10/11",750.60
"Currency","2000/10/10",755.53
"Currency","2000/10/09",754.84
"Currency","2000/10/06",754.27
"Currency","2000/10/05",754.45
"Currency","2000/10/04",751.55
"Currency","2000/10/03",748.51
"Currency","2000/10/02",744.01
"Currency","2000/09/29",743.33
"Currency","2000/09/28",742.95
"Currency","2000/09/27",744.34
"Currency","2000/09/26",745.32
"Currency","2000/09/25",751.16
"Currency","2000/09/22",743.96
"Currency","2000/09/21",769.09
"Currency","2000/09/20",773.99
"Currency","2000/09/19",768.45
"Currency","2000/09/18",767.74
"Currency","2000/09/15",760.04
"Currency","2000/09/14",761.50
"Currency","2000/09/13",758.72
"Currency","2000/09/12",762.12
"Currency","2000/09/11",761.14
"Currency","2000/09/08",757.10
"Currency","2000/09/07",753.10
"Currency","2000/09/06",747.01
"Currency","2000/09/05",740.23
"Currency","2000/09/04",729.08
"Currency","2000/09/01",728.88
"Currency","2000/08/31",737.81
"Currency","2000/08/30",734.22
"Currency","2000/08/29",731.80
"Currency","2000/08/28",729.49
"Currency","2000/08/25",724.89
"Currency","2000/08/24",726.62
"Currency","2000/08/23",733.81
"Currency","2000/08/22",730.34
"Currency","2000/08/21",725.81
"Currency","2000/08/18",721.78
"Currency","2000/08/17",717.20
"Currency","2000/08/16",719.48
"Currency","2000/08/15",718.30
"Currency","2000/08/14",725.57
"Currency","2000/08/11",724.97
"Currency","2000/08/10",721.74
"Currency","2000/08/09",730.74
"Currency","2000/08/08",729.04
"Currency","2000/08/07",722.14
"Currency","2000/08/04",721.94
"Currency","2000/08/03",725.33
"Currency","2000/08/02",717.79
"Currency","2000/08/01",708.72
"Currency","2000/07/31",707.91
"Currency","2000/07/28",707.53
"Currency","2000/07/27",698.42
"Currency","2000/07/26",696.16
"Currency","2000/07/25",696.90
"Currency","2000/07/24",703.02
"Currency","2000/07/21",703.47
"Currency","2000/07/20",709.56
"Currency","2000/07/19",709.71
"Currency","2000/07/18",703.62
"Currency","2000/07/17",701.70
"Currency","2000/07/14",699.91
"Currency","2000/07/13",701.44
"Currency","2000/07/12",694.61
"Currency","2000/07/11",689.79
"Currency","2000/07/10",688.52
"Currency","2000/07/07",691.06
"Currency","2000/07/06",686.36
"Currency","2000/07/05",685.78
"Currency","2000/07/04",690.59
"Currency","2000/07/03",689.35
"Currency","2000/06/30",684.32
"Currency","2000/06/29",688.66
"Currency","2000/06/28",693.47
"Currency","2000/06/27",695.38
"Currency","2000/06/26",700.02
"Currency","2000/06/23",700.47
"Currency","2000/06/22",698.23
"Currency","2000/06/21",693.29
"Currency","2000/06/20",686.57
"Currency","2000/06/19",683.11
"Currency","2000/06/16",682.71
"Currency","2000/06/15",688.59
"Currency","2000/06/14",684.03
"Currency","2000/06/13",682.82
"Currency","2000/06/12",687.69
"Currency","2000/06/09",689.79
"Currency","2000/06/08",687.98
"Currency","2000/06/07",685.35
"Currency","2000/06/06",684.07
"Currency","2000/06/05",694.50
"Currency","2000/06/02",694.75
"Currency","2000/06/01",704.53
"Currency","2000/05/31",707.30
"Currency","2000/05/30",703.43
"Currency","2000/05/29",707.07
"Currency","2000/05/26",708.45
"Currency","2000/05/25",723.33
"Currency","2000/05/24",722.89
"Currency","2000/05/23",721.82
"Currency","2000/05/22",725.65
"Currency","2000/05/19",734.76
"Currency","2000/05/18",734.02
"Currency","2000/05/17",736.24
"Currency","2000/05/16",724.73
"Currency","2000/05/15",715.83
"Currency","2000/05/12",723.45
"Currency","2000/05/11",725.89
"Currency","2000/05/10",719.84
"Currency","2000/05/09",726.94
"Currency","2000/05/08",733.93
"Currency","2000/05/05",734.76
"Currency","2000/05/04",735.25
"Currency","2000/05/03",735.70
"Currency","2000/05/02",722.49
"Currency","2000/05/01",722.10
"Currency","2000/04/28",719.84
"Currency","2000/04/27",719.56
"Currency","2000/04/26",710.25
"Currency","2000/04/25",707.30
"Currency","2000/04/24",698.08
"Currency","2000/04/21",698.19
"Currency","2000/04/20",698.19
"Currency","2000/04/19",697.41
"Currency","2000/04/18",691.06
"Currency","2000/04/17",686.93
"Currency","2000/04/14",686.07
"Currency","2000/04/13",686.50
"Currency","2000/04/12",684.82
"Currency","2000/04/11",681.26
"Currency","2000/04/10",683.50
"Currency","2000/04/07",684.28
"Currency","2000/04/06",683.96
"Currency","2000/04/05",679.29
"Currency","2000/04/04",687.11
"Currency","2000/04/03",685.89
"Currency","2000/03/31",685.50
"Currency","2000/03/30",686.43
"Currency","2000/03/29",688.09
"Currency","2000/03/28",678.23
"Currency","2000/03/27",675.86
"Currency","2000/03/24",675.16
"Currency","2000/03/23",676.00
"Currency","2000/03/22",682.22
"Currency","2000/03/21",675.37
"Currency","2000/03/20",676.59
"Currency","2000/03/17",677.36
"Currency","2000/03/16",674.02
"Currency","2000/03/15",676.97
"Currency","2000/03/14",681.30
"Currency","2000/03/13",678.51
"Currency","2000/03/10",680.13
"Currency","2000/03/09",676.94
"Currency","2000/03/08",685.32
"Currency","2000/03/07",685.10
"Currency","2000/03/06",682.40
"Currency","2000/03/03",682.04
"Currency","2000/03/02",678.83
"Currency","2000/03/01",677.57
"Currency","2000/02/29",681.33
"Currency","2000/02/28",678.41
"Currency","2000/02/25",670.19
"Currency","2000/02/24",658.55
"Currency","2000/02/23",653.50
"Currency","2000/02/22",651.39
"Currency","2000/02/21",664.56
"Currency","2000/02/18",665.87
"Currency","2000/02/17",665.27
"Currency","2000/02/16",666.86
"Currency","2000/02/15",666.96
"Currency","2000/02/14",669.31
"Currency","2000/02/11",665.67
"Currency","2000/02/10",665.67
"Currency","2000/02/09",662.68
"Currency","2000/02/08",665.00
"Currency","2000/02/07",670.57
"Currency","2000/02/04",669.51
"Currency","2000/02/03",666.52
"Currency","2000/02/02",674.74
"Currency","2000/02/01",674.26
"Currency","2000/01/31",670.47
"Currency","2000/01/28",669.41
"Currency","2000/01/27",663.68
"Currency","2000/01/26",655.17
"Currency","2000/01/25",651.75
"Currency","2000/01/24",654.45
"Currency","2000/01/21",651.42
"Currency","2000/01/20",649.75
"Currency","2000/01/19",649.52
"Currency","2000/01/18",648.91
"Currency","2000/01/17",650.55
"Currency","2000/01/14",647.95
"Currency","2000/01/13",638.61
"Currency","2000/01/12",638.55
"Currency","2000/01/11",636.97
"Currency","2000/01/10",639.05
"Currency","2000/01/07",637.53
"Currency","2000/01/06",633.83
"Currency","2000/01/05",634.57
"Currency","2000/01/04",636.72
"Currency","2000/01/03",646.10
"Currency","1999/12/31",654.41
"Currency","1999/12/30",654.41
"Currency","1999/12/29",652.92
"Currency","1999/12/28",651.20
"Currency","1999/12/27",648.14
"Currency","1999/12/24",645.97
"Currency","1999/12/23",645.97
"Currency","1999/12/22",650.75
"Currency","1999/12/21",650.17
"Currency","1999/12/20",650.46
"Currency","1999/12/17",649.81
"Currency","1999/12/16",644.32
"Currency","1999/12/15",653.63
"Currency","1999/12/14",652.30
"Currency","1999/12/13",648.43
"Currency","1999/12/10",645.40
"Currency","1999/12/09",644.51
"Currency","1999/12/08",640.17
"Currency","1999/12/07",641.36
"Currency","1999/12/06",641.46
"Currency","1999/12/03",655.07
"Currency","1999/12/02",653.70
"Currency","1999/12/01",650.84
"Currency","1999/11/30",651.46
"Currency","1999/11/29",651.75
"Currency","1999/11/26",648.40
"Currency","1999/11/25",643.41
"Currency","1999/11/24",643.31
"Currency","1999/11/23",637.28
"Currency","1999/11/22",635.12
"Currency","1999/11/19",637.31
"Currency","1999/11/18",635.80
"Currency","1999/11/17",631.15
"Currency","1999/11/16",636.38
"Currency","1999/11/15",636.44
"Currency","1999/11/12",635.67
"Currency","1999/11/11",630.39
"Currency","1999/11/10",628.64
"Currency","1999/11/09",630.48
"Currency","1999/11/08",632.52
"Currency","1999/11/05",630.03
"Currency","1999/11/04",628.04
"Currency","1999/11/03",625.88
"Currency","1999/11/02",625.16
"Currency","1999/11/01",625.16
"Currency","1999/10/29",624.09
"Currency","1999/10/28",623.85
"Currency","1999/10/27",623.03
"Currency","1999/10/26",619.49
"Currency","1999/10/25",614.39
"Currency","1999/10/22",613.50
"Currency","1999/10/21",606.86
"Currency","1999/10/20",608.69
"Currency","1999/10/19",607.56
"Currency","1999/10/18",604.70
"Currency","1999/10/15",602.68
"Currency","1999/10/14",608.41
"Currency","1999/10/13",609.51
"Currency","1999/10/12",611.38
"Currency","1999/10/11",616.53
"Currency","1999/10/08",617.22
"Currency","1999/10/07",611.15
"Currency","1999/10/06",612.67
"Currency","1999/10/05",614.10
"Currency","1999/10/04",613.07
"Currency","1999/10/01",613.13
"Currency","1999/09/30",615.95
"Currency","1999/09/29",618.36
"Currency","1999/09/28",624.75
"Currency","1999/09/27",628.07
"Currency","1999/09/24",626.69
"Currency","1999/09/23",628.82
"Currency","1999/09/22",624.54
"Currency","1999/09/21",626.18
"Currency","1999/09/20",630.09
"Currency","1999/09/17",630.51
"Currency","1999/09/16",630.63
"Currency","1999/09/15",631.00
"Currency","1999/09/14",628.91
"Currency","1999/09/13",631.45
"Currency","1999/09/10",626.42
"Currency","1999/09/09",621.02
"Currency","1999/09/08",618.85
"Currency","1999/09/07",619.09
"Currency","1999/09/06",620.11
"Currency","1999/09/03",618.65
"Currency","1999/09/02",612.50
"Currency","1999/09/01",619.17
"Currency","1999/08/31",621.02
"Currency","1999/08/30",627.86
"Currency","1999/08/27",627.44
"Currency","1999/08/26",629.09
"Currency","1999/08/25",627.38
"Currency","1999/08/24",623.32
"Currency","1999/08/23",620.02
"Currency","1999/08/20",616.06
"Currency","1999/08/19",617.25
"Currency","1999/08/18",622.49
"Currency","1999/08/17",624.30
"Currency","1999/08/16",620.64
"Currency","1999/08/13",620.70
"Currency","1999/08/12",616.18
"Currency","1999/08/11",615.37
"Currency","1999/08/10",611.24
"Currency","1999/08/09",613.04
"Currency","1999/08/06",608.41
"Currency","1999/08/05",607.31
"Currency","1999/08/04",609.45
"Currency","1999/08/03",615.14
"Currency","1999/08/02",615.22
"Currency","1999/07/30",612.90
"Currency","1999/07/29",612.18
"Currency","1999/07/28",618.04
"Currency","1999/07/27",617.25
"Currency","1999/07/26",615.51
"Currency","1999/07/23",626.69
"Currency","1999/07/22",625.22
"Currency","1999/07/21",624.66
"Currency","1999/07/20",630.12
"Currency","1999/07/19",644.73
"Currency","1999/07/16",641.96
"Currency","1999/07/15",640.20
"Currency","1999/07/14",642.65
"Currency","1999/07/13",644.39
"Currency","1999/07/12",646.99
"Currency","1999/07/09",643.75
"Currency","1999/07/08",644.39
"Currency","1999/07/07",641.58
"Currency","1999/07/06",639.95
"Currency","1999/07/05",641.17
"Currency","1999/07/02",641.86
"Currency","1999/07/01",640.17
"Currency","1999/06/30",636.07
"Currency","1999/06/29",634.54
"Currency","1999/06/28",632.40
"Currency","1999/06/25",626.75
"Currency","1999/06/24",634.02
"Currency","1999/06/23",636.17
"Currency","1999/06/22",636.48
"Currency","1999/06/21",635.74
"Currency","1999/06/18",631.60
"Currency","1999/06/17",635.80
"Currency","1999/06/16",635.92
"Currency","1999/06/15",629.75
"Currency","1999/06/14",628.70
"Currency","1999/06/11",625.13
"Currency","1999/06/10",625.34
"Currency","1999/06/09",628.88
"Currency","1999/06/08",629.12
"Currency","1999/06/07",637.03
"Currency","1999/06/04",636.57
"Currency","1999/06/03",633.59
"Currency","1999/06/02",633.25
"Currency","1999/06/01",626.81
"Currency","1999/05/31",629.00
"Currency","1999/05/28",627.32
"Currency","1999/05/27",627.19
"Currency","1999/05/26",626.03
"Currency","1999/05/25",618.27
"Currency","1999/05/24",620.40
"Currency","1999/05/21",621.43
"Currency","1999/05/20",617.37
"Currency","1999/05/19",615.48
"Currency","1999/05/18",615.08
"Currency","1999/05/17",614.47
"Currency","1999/05/14",613.04
"Currency","1999/05/13",617.22
"Currency","1999/05/12",614.56
"Currency","1999/05/11",611.55
"Currency","1999/05/10",607.19
"Currency","1999/05/07",608.04
"Currency","1999/05/06",608.57
"Currency","1999/05/05",614.27
"Currency","1999/05/04",618.33
"Currency","1999/05/03",620.73
"Currency","1999/04/30",620.02
"Currency","1999/04/29",619.35
"Currency","1999/04/28",616.90
"Currency","1999/04/27",615.97
"Currency","1999/04/26",618.68
"Currency","1999/04/23",616.21
"Currency","1999/04/22",619.03
"Currency","1999/04/21",618.39
"Currency","1999/04/20",615.54
"Currency","1999/04/19",618.06
"Currency","1999/04/16",612.72
"Currency","1999/04/15",611.47
"Currency","1999/04/14",606.74
"Currency","1999/04/13",607.90
"Currency","1999/04/12",604.73
"Currency","1999/04/09",608.69
"Currency","1999/04/08",605.46
"Currency","1999/04/07",607.59
"Currency","1999/04/06",609.54
"Currency","1999/04/05",611.78
"Currency","1999/04/02",608.07
"Currency","1999/04/01",606.72
"Currency","1999/03/31",607.59
"Currency","1999/03/30",609.51
"Currency","1999/03/29",612.07
"Currency","1999/03/26",611.10
"Currency","1999/03/25",603.31
"Currency","1999/03/24",600.63
"Currency","1999/03/23",601.96
"Currency","1999/03/22",601.54
"Currency","1999/03/19",600.39
"Currency","1999/03/18",597.05
"Currency","1999/03/17",595.89
"Currency","1999/03/16",601.32
"Currency","1999/03/15",599.37
"Currency","1999/03/12",599.40
"Currency","1999/03/11",605.60
"Currency","1999/03/10",598.77
"Currency","1999/03/09",602.48
"Currency","1999/03/08",602.76
"Currency","1999/03/05",604.54
"Currency","1999/03/04",605.74
"Currency","1999/03/03",600.83
"Currency","1999/03/02",600.28
"Currency","1999/03/01",599.95
"Currency","1999/02/26",597.54
"Currency","1999/02/25",593.57
"Currency","1999/02/24",598.85
"Currency","1999/02/23",597.38
"Currency","1999/02/22",594.59
"Currency","1999/02/19",591.19
"Currency","1999/02/18",584.52
"Currency","1999/02/17",583.95
"Currency","1999/02/16",586.72
"Currency","1999/02/15",583.77
"Currency","1999/02/12",581.62
"Currency","1999/02/11",580.62
"Currency","1999/02/10",579.39
"Currency","1999/02/09",580.49
"Currency","1999/02/08",583.12
"Currency","1999/02/05",581.18
"Currency","1999/02/04",581.00
"Currency","1999/02/03",578.13
"Currency","1999/02/02",577.70
"Currency","1999/02/01",580.26
"Currency","1999/01/29",577.60
"Currency","1999/01/28",574.49
"Currency","1999/01/27",570.24
"Currency","1999/01/26",566.77
"Currency","1999/01/25",567.33
"Currency","1999/01/22",566.35
"Currency","1999/01/21",566.31
"Currency","1999/01/20",566.92
"Currency","1999/01/19",565.16
"Currency","1999/01/18",565.85
"Currency","1999/01/15",559.86
"Currency","1999/01/14",559.86
"Currency","1999/01/13",568.89
"Currency","1999/01/12",562.64
"Currency","1999/01/11",562.64
"Currency","1999/01/08",562.64
"Currency","1999/01/07",560.05
"Currency","1999/01/06",560.05
"Currency","1999/01/05",555.94
"Currency","1999/01/04",555.94
"Currency","1999/01/01",559.50
"Currency","1998/12/31",559.50
"Currency","1998/12/30",560.50
"Currency","1998/12/29",563.11
"Currency","1998/12/28",563.11
"Currency","1998/12/25",563.11
"Currency","1998/12/24",563.11
"Currency","1998/12/23",560.68
"Currency","1998/12/22",560.50
"Currency","1998/12/21",558.20
"Currency","1998/12/18",556.19
"Currency","1998/12/17",558.19
"Currency","1998/12/16",557.55
"Currency","1998/12/15",553.70
"Currency","1998/12/14",553.70
"Currency","1998/12/11",553.30
"Currency","1998/12/10",559.78
"Currency","1998/12/09",562.20
"Currency","1998/12/08",562.20
"Currency","1998/12/07",562.20
"Currency","1998/12/04",561.95
"Currency","1998/12/03",561.95
"Currency","1998/12/02",563.00
"Currency","1998/12/01",563.92
"Currency","1998/11/30",567.15
"Currency","1998/11/27",570.83
"Currency","1998/11/26",571.50
"Currency","1998/11/25",571.60
"Currency","1998/11/24",571.60
"Currency","1998/11/23",572.45
"Currency","1998/11/20",566.25
"Currency","1998/11/19",562.60
"Currency","1998/11/18",559.41
"Currency","1998/11/17",559.05
"Currency","1998/11/16",558.49
"Currency","1998/11/13",566.80
"Currency","1998/11/12",563.85
"Currency","1998/11/11",563.85
"Currency","1998/11/10",557.15
"Currency","1998/11/09",557.15
"Currency","1998/11/06",557.15
"Currency","1998/11/05",556.55
"Currency","1998/11/04",559.30
"Currency","1998/11/03",557.35
"Currency","1998/11/02",554.65
"Currency","1998/10/30",554.65
"Currency","1998/10/29",552.60
"Currency","1998/10/28",553.48
"Currency","1998/10/27",552.79
"Currency","1998/10/26",552.79
"Currency","1998/10/23",548.20
"Currency","1998/10/22",553.95
"Currency","1998/10/21",551.03
"Currency","1998/10/20",546.10
"Currency","1998/10/19",543.55
"Currency","1998/10/16",544.67
"Currency","1998/10/15",550.02
"Currency","1998/10/14",549.42
"Currency","1998/10/13",552.96
"Currency","1998/10/12",552.96
"Currency","1998/10/09",549.66
"Currency","1998/10/08",535.77
"Currency","1998/10/07",549.80
"Currency","1998/10/06",549.80
"Currency","1998/10/05",550.86
"Currency","1998/10/02",551.50
"Currency","1998/10/01",554.18
"Currency","1998/09/30",561.87
"Currency","1998/09/29",561.87
"Currency","1998/09/28",557.95
"Currency","1998/09/25",564.30
"Currency","1998/09/24",564.30
"Currency","1998/09/23",567.72
"Currency","1998/09/22",567.72
"Currency","1998/09/21",563.60
"Currency","1998/09/18",567.27
"Currency","1998/09/17",566.27
"Currency","1998/09/16",566.27
"Currency","1998/09/15",566.27
"Currency","1998/09/14",571.90
"Currency","1998/09/11",571.90
"Currency","1998/09/10",571.90
"Currency","1998/09/09",579.30
"Currency","1998/09/08",579.30
"Currency","1998/09/07",575.81
"Currency","1998/09/04",580.95
"Currency","1998/09/03",578.15
"Currency","1998/09/02",588.25
"Currency","1998/09/01",586.30
"Currency","1998/08/31",590.51
"Currency","1998/08/28",596.60
"Currency","1998/08/27",606.15
"Currency","1998/08/26",606.22
"Currency","1998/08/25",603.20
"Currency","1998/08/24",601.75
"Currency","1998/08/21",603.85
"Currency","1998/08/20",602.89
"Currency","1998/08/19",604.00
"Currency","1998/08/18",602.85
"Currency","1998/08/17",601.35
"Currency","1998/08/14",602.10
"Currency","1998/08/13",598.10
"Currency","1998/08/12",594.35
"Currency","1998/08/11",598.25
"Currency","1998/08/10",596.25
"Currency","1998/08/07",593.50
"Currency","1998/08/06",591.70
"Currency","1998/08/05",593.55
"Currency","1998/08/04",595.50
"Currency","1998/08/03",598.00
"Currency","1998/07/31",596.20
"Currency","1998/07/30",594.25
"Currency","1998/07/29",594.65
"Currency","1998/07/28",596.35
"Currency","1998/07/27",594.55
"Currency","1998/07/24",597.70
"Currency","1998/07/23",600.42
"Currency","1998/07/22",599.92
"Currency","1998/07/21",599.87
"Currency","1998/07/20",595.87
"Currency","1998/07/17",599.60
"Currency","1998/07/16",599.30
"Currency","1998/07/15",604.00
"Currency","1998/07/14",603.61
"Currency","1998/07/13",607.52
"Currency","1998/07/10",610.00
"Currency","1998/07/09",613.35
"Currency","1998/07/08",606.75
"Currency","1998/07/07",606.75
"Currency","1998/07/06",606.80
"Currency","1998/07/03",608.70
"Currency","1998/07/02",610.90
"Currency","1998/07/01",608.81
"Currency","1998/06/30",605.04
"Currency","1998/06/29",607.40
"Currency","1998/06/26",603.58
"Currency","1998/06/25",602.10
"Currency","1998/06/24",603.80
"Currency","1998/06/23",603.42
"Currency","1998/06/22",601.85
"Currency","1998/06/19",598.35
"Currency","1998/06/18",600.20
"Currency","1998/06/17",601.10
"Currency","1998/06/16",603.15
"Currency","1998/06/15",605.05
"Currency","1998/06/12",606.00
"Currency","1998/06/11",604.54
"Currency","1998/06/10",602.90
"Currency","1998/06/09",595.30
"Currency","1998/06/08",595.57
"Currency","1998/06/05",594.84
"Currency","1998/06/04",591.75
"Currency","1998/06/03",594.14
"Currency","1998/06/02",596.90
"Currency","1998/06/01",598.80
"Currency","1998/05/29",597.10
"Currency","1998/05/28",592.50
"Currency","1998/05/27",596.50
"Currency","1998/05/26",593.95
"Currency","1998/05/25",592.44
"Currency","1998/05/22",589.30
"Currency","1998/05/21",593.50
"Currency","1998/05/20",594.20
"Currency","1998/05/19",597.80
"Currency","1998/05/18",599.95
"Currency","1998/05/15",597.62
"Currency","1998/05/14",596.22
"Currency","1998/05/13",596.25
"Currency","1998/05/12",594.50
"Currency","1998/05/11",595.05
"Currency","1998/05/08",593.67
"Currency","1998/05/07",591.60
"Currency","1998/05/06",591.76
"Currency","1998/05/05",593.55
"Currency","1998/05/04",598.42
"Currency","1998/05/01",601.90
"Currency","1998/04/30",601.77
"Currency","1998/04/29",602.07
"Currency","1998/04/28",601.82
"Currency","1998/04/27",600.37
"Currency","1998/04/24",602.55
"Currency","1998/04/23",601.12
"Currency","1998/04/22",601.60
"Currency","1998/04/21",600.57
"Currency","1998/04/20",606.97
"Currency","1998/04/17",604.95
"Currency","1998/04/16",606.33
"Currency","1998/04/15",602.18
"Currency","1998/04/14",604.87
"Currency","1998/04/13",610.30
"Currency","1998/04/10",609.27
"Currency","1998/04/09",609.27
"Currency","1998/04/08",612.12
"Currency","1998/04/07",620.05
"Currency","1998/04/06",616.52
"Currency","1998/04/03",619.45
"Currency","1998/04/02",619.35
"Currency","1998/04/01",620.02
"Currency","1998/03/31",619.42
"Currency","1998/03/30",617.30
"Currency","1998/03/27",612.72
"Currency","1998/03/26",611.26
"Currency","1998/03/25",612.54
"Currency","1998/03/24",612.80
"Currency","1998/03/23",612.35
"Currency","1998/03/20",614.52
"Currency","1998/03/19",612.85
"Currency","1998/03/18",611.06
"Currency","1998/03/17",608.85
"Currency","1998/03/16",610.25
"Currency","1998/03/13",612.57
"Currency","1998/03/12",612.75
"Currency","1998/03/11",614.80
"Currency","1998/03/10",613.85
"Currency","1998/03/09",612.57
"Currency","1998/03/06",614.36
"Currency","1998/03/05",606.70
"Currency","1998/03/04",611.50
"Currency","1998/03/03",608.52
"Currency","1998/03/02",607.19
"Currency","1998/02/27",607.92
"Currency","1998/02/26",607.81
"Currency","1998/02/25",604.08
"Currency","1998/02/24",604.02
"Currency","1998/02/23",603.47
"Currency","1998/02/20",609.84
"Currency","1998/02/19",608.65
"Currency","1998/02/18",610.50
"Currency","1998/02/17",610.45
"Currency","1998/02/16",609.52
"Currency","1998/02/13",612.50
"Currency","1998/02/12",607.42
"Currency","1998/02/11",610.50
"Currency","1998/02/10",606.77
"Currency","1998/02/09",606.77
"Currency","1998/02/06",600.40
"Currency","1998/02/05",600.40
"Currency","1998/02/04",606.40
"Currency","1998/02/03",610.28
"Currency","1998/02/02",610.62
"Currency","1998/01/30",615.50
"Currency","1998/01/29",605.95
"Currency","1998/01/28",605.05
"Currency","1998/01/27",598.27
"Currency","1998/01/26",599.50
"Currency","1998/01/23",597.03
"Currency","1998/01/22",612.02
"Currency","1998/01/21",615.55
"Currency","1998/01/20",616.50
"Currency","1998/01/19",615.02
"Currency","1998/01/16",611.20
"Currency","1998/01/15",613.69
"Currency","1998/01/14",611.62
"Currency","1998/01/13",608.95
"Currency","1998/01/12",608.40
"Currency","1998/01/09",609.51
"Currency","1998/01/08",609.36
"Currency","1998/01/07",610.55
"Currency","1998/01/06",610.22
"Currency","1998/01/05",608.17
"Currency","1998/01/02",603.40
"Currency","1998/01/01",601.53
"Currency","1997/12/31",601.53
"Currency","1997/12/30",599.57
"Currency","1997/12/29",596.72
"Currency","1997/12/26",593.32
"Currency","1997/12/25",593.82
"Currency","1997/12/24",593.82
"Currency","1997/12/23",593.67
"Currency","1997/12/22",596.00
"Currency","1997/12/19",593.02
"Currency","1997/12/18",593.40
"Currency","1997/12/17",593.37
"Currency","1997/12/16",597.59
"Currency","1997/12/15",592.00
"Currency","1997/12/12",592.20
"Currency","1997/12/11",593.37
"Currency","1997/12/10",596.95
"Currency","1997/12/09",600.30
"Currency","1997/12/08",597.20
"Currency","1997/12/05",596.54
"Currency","1997/12/04",592.27
"Currency","1997/12/03",591.76
"Currency","1997/12/02",593.72
"Currency","1997/12/01",594.82
"Currency","1997/11/28",590.42
"Currency","1997/11/27",590.62
"Currency","1997/11/26",588.82
"Currency","1997/11/25",583.53
"Currency","1997/11/24",581.15
"Currency","1997/11/21",585.45
"Currency","1997/11/20",578.80
"Currency","1997/11/19",580.57
"Currency","1997/11/18",578.02
"Currency","1997/11/17",580.57
"Currency","1997/11/14",579.22
"Currency","1997/11/13",577.40
"Currency","1997/11/12",576.77
"Currency","1997/11/11",572.55
"Currency","1997/11/10",573.85
"Currency","1997/11/07",570.20
"Currency","1997/11/06",575.75
"Currency","1997/11/05",577.45
"Currency","1997/11/04",576.95
"Currency","1997/11/03",581.45
"Currency","1997/10/31",573.54
"Currency","1997/10/30",574.22
"Currency","1997/10/29",581.35
"Currency","1997/10/28",576.91
"Currency","1997/10/27",591.84
"Currency","1997/10/24",591.84
"Currency","1997/10/23",595.17
"Currency","1997/10/22",597.47
"Currency","1997/10/21",598.43
"Currency","1997/10/20",593.70
"Currency","1997/10/17",592.76
"Currency","1997/10/16",585.30
"Currency","1997/10/15",587.09
"Currency","1997/10/14",589.37
"Currency","1997/10/13",585.80
"Currency","1997/10/10",585.80
"Currency","1997/10/09",597.27
"Currency","1997/10/08",597.27
"Currency","1997/10/07",597.27
"Currency","1997/10/06",597.27
"Currency","1997/10/03",588.95
"Currency","1997/10/02",588.95
"Currency","1997/10/01",588.95
"Currency","1997/09/30",588.95
"Currency","1997/09/29",588.95
"Currency","1997/09/26",588.95
"Currency","1997/09/25",598.65
"Currency","1997/09/24",598.65
"Currency","1997/09/23",598.65
"Currency","1997/09/22",598.65
"Currency","1997/09/19",598.65
