"Indicator","Time","Value (USD/SOS)"
"Currency","2010/05/07",1527.00
"Currency","2010/05/06",1530.00
"Currency","2010/05/05",1530.00
"Currency","2010/05/04",1525.00
"Currency","2010/05/03",1527.00
"Currency","2010/04/30",1525.00
"Currency","2010/04/29",1525.00
"Currency","2010/04/28",1527.00
"Currency","2010/04/27",1527.00
"Currency","2010/04/26",1525.00
"Currency","2010/04/23",1525.00
"Currency","2010/04/22",1525.00
"Currency","2010/04/21",1525.00
"Currency","2010/04/20",1525.00
"Currency","2010/04/19",1527.00
"Currency","2010/04/16",1525.00
"Currency","2010/04/15",1522.50
"Currency","2010/04/14",1530.00
"Currency","2010/04/13",1525.00
"Currency","2010/04/12",1526.00
"Currency","2010/04/09",1525.00
"Currency","2010/04/08",1525.00
"Currency","2010/04/07",1525.00
"Currency","2010/04/06",1527.00
"Currency","2010/04/05",1527.00
"Currency","2010/04/02",1520.00
"Currency","2010/04/01",1525.00
"Currency","2010/03/31",1525.00
"Currency","2010/03/30",1525.00
"Currency","2010/03/29",1527.00
"Currency","2010/03/26",1520.00
"Currency","2010/03/25",1525.00
"Currency","2010/03/24",1525.00
"Currency","2010/03/23",1525.00
"Currency","2010/03/22",1520.00
"Currency","2010/03/19",1517.00
"Currency","2010/03/18",1515.00
"Currency","2010/03/17",1515.00
"Currency","2010/03/16",1516.00
"Currency","2010/03/15",1517.00
"Currency","2010/03/12",1517.00
"Currency","2010/03/11",1517.00
"Currency","2010/03/10",1517.00
"Currency","2010/03/09",1517.00
"Currency","2010/03/08",1517.00
"Currency","2010/03/05",1515.00
"Currency","2010/03/04",1517.00
"Currency","2010/03/03",1515.00
"Currency","2010/03/02",1517.00
"Currency","2010/03/01",1515.00
"Currency","2010/02/26",1510.00
"Currency","2010/02/25",1507.00
"Currency","2010/02/24",1505.00
"Currency","2010/02/23",1507.00
"Currency","2010/02/22",1505.00
"Currency","2010/02/19",1500.00
"Currency","2010/02/18",1500.00
"Currency","2010/02/17",1505.00
"Currency","2010/02/16",1495.00
"Currency","2010/02/15",1495.00
"Currency","2010/02/12",1495.00
"Currency","2010/02/11",1490.00
"Currency","2010/02/10",1495.00
"Currency","2010/02/09",1496.50
"Currency","2010/02/08",1495.00
"Currency","2010/02/05",1500.00
"Currency","2010/02/04",1495.00
"Currency","2010/02/03",1495.00
"Currency","2010/02/02",1497.00
"Currency","2010/02/01",1495.00
"Currency","2010/01/29",1495.00
"Currency","2010/01/28",1495.00
"Currency","2010/01/27",1497.00
"Currency","2010/01/26",1495.00
"Currency","2010/01/25",1496.00
"Currency","2010/01/22",1495.00
"Currency","2010/01/21",1497.00
"Currency","2010/01/20",1496.00
"Currency","2010/01/19",1500.00
"Currency","2010/01/18",1500.00
"Currency","2010/01/15",1500.00
"Currency","2010/01/14",1500.00
"Currency","2010/01/13",1495.00
"Currency","2010/01/12",1496.00
"Currency","2010/01/11",1492.50
"Currency","2010/01/08",1487.50
"Currency","2010/01/07",1475.00
"Currency","2010/01/06",1475.00
"Currency","2010/01/05",1487.50
"Currency","2010/01/04",1488.50
"Currency","2010/01/01",1488.50
"Currency","2009/12/31",1488.50
"Currency","2009/12/30",1488.50
"Currency","2009/12/29",1487.50
"Currency","2009/12/28",1477.00
"Currency","2009/12/25",1477.00
"Currency","2009/12/24",1477.00
"Currency","2009/12/23",1477.00
"Currency","2009/12/22",1477.00
"Currency","2009/12/21",1475.00
"Currency","2009/12/18",1477.00
"Currency","2009/12/17",1477.00
"Currency","2009/12/16",1475.00
"Currency","2009/12/15",1457.00
"Currency","2009/12/14",1457.00
"Currency","2009/12/11",1455.00
"Currency","2009/12/10",1455.00
"Currency","2009/12/09",1457.00
"Currency","2009/12/08",1450.00
"Currency","2009/12/07",1450.00
"Currency","2009/12/04",1450.00
"Currency","2009/12/03",1451.00
"Currency","2009/12/02",1450.00
"Currency","2009/12/01",1450.00
"Currency","2009/11/30",1451.00
"Currency","2009/11/27",1451.00
"Currency","2009/11/26",1450.00
"Currency","2009/11/25",1451.00
"Currency","2009/11/24",1450.00
"Currency","2009/11/23",1450.00
"Currency","2009/11/20",1450.00
"Currency","2009/11/19",1451.00
"Currency","2009/11/18",1450.00
"Currency","2009/11/17",1450.00
"Currency","2009/11/16",1450.00
"Currency","2009/11/13",1451.00
"Currency","2009/11/12",1451.00
"Currency","2009/11/11",1450.00
"Currency","2009/11/10",1450.00
"Currency","2009/11/09",1450.00
"Currency","2009/11/06",1450.00
"Currency","2009/11/05",1450.00
"Currency","2009/11/04",1451.00
"Currency","2009/11/03",1450.00
"Currency","2009/11/02",1451.00
"Currency","2009/10/30",1451.00
"Currency","2009/10/29",1450.00
"Currency","2009/10/28",1451.00
"Currency","2009/10/27",1450.00
"Currency","2009/10/26",1451.00
"Currency","2009/10/23",1450.00
"Currency","2009/10/22",1451.00
"Currency","2009/10/21",1450.00
"Currency","2009/10/20",1451.00
"Currency","2009/10/19",1450.00
"Currency","2009/10/16",1450.00
"Currency","2009/10/15",1450.00
"Currency","2009/10/14",1451.00
"Currency","2009/10/13",1451.00
"Currency","2009/10/12",1450.00
"Currency","2009/10/09",1450.00
"Currency","2009/10/08",1450.00
"Currency","2009/10/07",1450.00
"Currency","2009/10/06",1451.00
"Currency","2009/10/05",1451.00
"Currency","2009/10/02",1450.00
"Currency","2009/10/01",1450.00
"Currency","2009/09/30",1451.00
"Currency","2009/09/29",1450.00
"Currency","2009/09/28",1455.00
"Currency","2009/09/25",1450.00
"Currency","2009/09/24",1455.00
"Currency","2009/09/23",1450.00
"Currency","2009/09/22",1450.00
"Currency","2009/09/21",1451.00
"Currency","2009/09/18",1436.00
"Currency","2009/09/17",1432.50
"Currency","2009/09/16",1432.50
"Currency","2009/09/15",1437.50
"Currency","2009/09/14",1442.00
"Currency","2009/09/11",1430.00
"Currency","2009/09/10",1432.00
"Currency","2009/09/09",1432.00
"Currency","2009/09/08",1425.00
"Currency","2009/09/07",1427.00
"Currency","2009/09/04",1427.00
"Currency","2009/09/03",1427.00
"Currency","2009/09/02",1425.00
"Currency","2009/09/01",1425.00
"Currency","2009/08/31",1427.00
"Currency","2009/08/28",1425.00
"Currency","2009/08/27",1427.00
"Currency","2009/08/26",1425.00
"Currency","2009/08/25",1427.00
"Currency","2009/08/24",1427.00
"Currency","2009/08/21",1425.00
"Currency","2009/08/20",1427.00
"Currency","2009/08/19",1427.00
"Currency","2009/08/18",1427.00
"Currency","2009/08/17",1425.00
"Currency","2009/08/14",1427.00
"Currency","2009/08/13",1427.00
"Currency","2009/08/12",1425.00
"Currency","2009/08/11",1426.00
"Currency","2009/08/10",1425.00
"Currency","2009/08/07",1427.00
"Currency","2009/08/06",1427.00
"Currency","2009/08/05",1425.00
"Currency","2009/08/04",1427.00
"Currency","2009/08/03",1427.00
"Currency","2009/07/31",1425.00
"Currency","2009/07/30",1427.00
"Currency","2009/07/29",1425.00
"Currency","2009/07/28",1425.00
"Currency","2009/07/27",1427.00
"Currency","2009/07/24",1415.00
"Currency","2009/07/23",1415.00
"Currency","2009/07/22",1415.00
"Currency","2009/07/21",1417.00
"Currency","2009/07/20",1415.00
"Currency","2009/07/17",1415.00
"Currency","2009/07/16",1415.00
"Currency","2009/07/15",1415.00
"Currency","2009/07/14",1415.00
"Currency","2009/07/13",1415.00
"Currency","2009/07/10",1415.00
"Currency","2009/07/09",1415.00
"Currency","2009/07/08",1415.00
"Currency","2009/07/07",1415.00
"Currency","2009/07/06",1415.00
"Currency","2009/07/03",1415.00
"Currency","2009/07/02",1415.00
"Currency","2009/07/01",1415.00
"Currency","2009/06/30",1417.00
"Currency","2009/06/29",1415.00
"Currency","2009/06/26",1415.00
"Currency","2009/06/25",1415.00
"Currency","2009/06/24",1415.00
"Currency","2009/06/23",1415.00
"Currency","2009/06/22",1417.00
"Currency","2009/06/19",1417.00
"Currency","2009/06/18",1415.00
"Currency","2009/06/17",1410.00
"Currency","2009/06/16",1410.00
"Currency","2009/06/15",1411.00
"Currency","2009/06/12",1410.00
"Currency","2009/06/11",1411.00
"Currency","2009/06/10",1410.00
"Currency","2009/06/09",1412.00
"Currency","2009/06/08",1412.00
"Currency","2009/06/05",1412.00
"Currency","2009/06/04",1411.00
"Currency","2009/06/03",1407.50
"Currency","2009/06/02",1406.00
"Currency","2009/06/01",1407.00
"Currency","2009/05/29",1405.00
"Currency","2009/05/28",1405.00
"Currency","2009/05/27",1405.00
"Currency","2009/05/26",1405.00
"Currency","2009/05/25",1407.00
"Currency","2009/05/22",1407.00
"Currency","2009/05/21",1407.00
"Currency","2009/05/20",1405.00
"Currency","2009/05/19",1405.00
"Currency","2009/05/18",1400.00
"Currency","2009/05/15",1400.00
"Currency","2009/05/14",1405.00
"Currency","2009/05/13",1405.00
"Currency","2009/05/12",1407.00
"Currency","2009/05/11",1405.00
"Currency","2009/05/08",1407.00
"Currency","2009/05/07",1407.00
"Currency","2009/05/06",1405.00
"Currency","2009/05/05",1405.00
"Currency","2009/05/04",1405.00
"Currency","2009/05/01",1407.00
"Currency","2009/04/30",1405.00
"Currency","2009/04/29",1405.00
"Currency","2009/04/28",1405.00
"Currency","2009/04/27",1405.00
"Currency","2009/04/24",1405.00
"Currency","2009/04/23",1405.00
"Currency","2009/04/22",1410.00
"Currency","2009/04/21",1412.00
"Currency","2009/04/20",1412.00
"Currency","2009/04/17",1412.00
"Currency","2009/04/16",1412.00
"Currency","2009/04/15",1410.00
"Currency","2009/04/14",1410.00
"Currency","2009/04/13",1410.00
"Currency","2009/04/10",1410.00
"Currency","2009/04/09",1410.00
"Currency","2009/04/08",1412.00
"Currency","2009/04/07",1412.00
"Currency","2009/04/06",1410.00
"Currency","2009/04/03",1412.00
"Currency","2009/04/02",1410.00
"Currency","2009/04/01",1412.50
"Currency","2009/03/31",1412.00
"Currency","2009/03/30",1410.00
"Currency","2009/03/27",1410.00
"Currency","2009/03/26",1415.00
"Currency","2009/03/25",1415.00
"Currency","2009/03/24",1417.00
"Currency","2009/03/23",1418.00
"Currency","2009/03/20",1415.00
"Currency","2009/03/19",1415.00
"Currency","2009/03/18",1417.00
"Currency","2009/03/17",1415.00
"Currency","2009/03/16",1417.00
"Currency","2009/03/13",1415.00
"Currency","2009/03/12",1417.00
"Currency","2009/03/11",1417.00
"Currency","2009/03/10",1417.00
"Currency","2009/03/09",1415.00
"Currency","2009/03/06",1415.00
"Currency","2009/03/05",1417.00
"Currency","2009/03/04",1417.00
"Currency","2009/03/03",1415.00
"Currency","2009/03/02",1415.00
"Currency","2009/02/27",1405.00
"Currency","2009/02/26",1405.00
"Currency","2009/02/25",1405.00
"Currency","2009/02/24",1405.00
"Currency","2009/02/23",1405.00
"Currency","2009/02/20",1405.00
"Currency","2009/02/19",1405.00
"Currency","2009/02/18",1405.00
"Currency","2009/02/17",1407.00
"Currency","2009/02/16",1405.00
"Currency","2009/02/13",1405.00
"Currency","2009/02/12",1405.00
"Currency","2009/02/11",1407.00
"Currency","2009/02/10",1407.00
"Currency","2009/02/09",1405.00
"Currency","2009/02/06",1407.00
"Currency","2009/02/05",1407.00
"Currency","2009/02/04",1407.00
"Currency","2009/02/03",1407.00
"Currency","2009/02/02",1407.00
"Currency","2009/01/30",1407.00
"Currency","2009/01/29",1400.00
"Currency","2009/01/28",1420.00
"Currency","2009/01/27",1420.00
"Currency","2009/01/26",1415.00
"Currency","2009/01/23",1415.00
"Currency","2009/01/22",1415.00
"Currency","2009/01/21",1415.00
"Currency","2009/01/20",1417.00
"Currency","2009/01/19",1417.00
"Currency","2009/01/16",1417.00
"Currency","2009/01/15",1417.00
"Currency","2009/01/14",1415.00
"Currency","2009/01/13",1417.00
"Currency","2009/01/12",1415.00
"Currency","2009/01/09",1420.00
"Currency","2009/01/08",1411.00
"Currency","2009/01/07",1411.00
"Currency","2009/01/06",1420.00
"Currency","2009/01/05",1420.00
"Currency","2009/01/02",1415.00
"Currency","2009/01/01",1417.00
"Currency","2008/12/31",1417.00
"Currency","2008/12/30",1417.00
"Currency","2008/12/29",1415.00
"Currency","2008/12/26",1420.00
"Currency","2008/12/25",1420.00
"Currency","2008/12/24",1420.00
"Currency","2008/12/23",1417.00
"Currency","2008/12/22",1417.00
"Currency","2008/12/19",1417.00
"Currency","2008/12/18",1415.00
"Currency","2008/12/17",1412.50
"Currency","2008/12/16",1412.50
"Currency","2008/12/15",1412.50
"Currency","2008/12/12",1417.00
"Currency","2008/12/11",1415.00
"Currency","2008/12/10",1411.00
"Currency","2008/12/09",1410.00
"Currency","2008/12/08",1417.00
"Currency","2008/12/05",1417.00
"Currency","2008/12/04",1417.00
"Currency","2008/12/03",1417.00
"Currency","2008/12/02",1417.00
"Currency","2008/12/01",1425.00
"Currency","2008/11/28",1427.00
"Currency","2008/11/27",1425.00
"Currency","2008/11/26",1425.00
"Currency","2008/11/25",1425.00
"Currency","2008/11/24",1427.00
"Currency","2008/11/21",1425.00
"Currency","2008/11/20",1424.00
"Currency","2008/11/19",1427.00
"Currency","2008/11/18",1421.50
"Currency","2008/11/17",1425.00
"Currency","2008/11/14",1425.00
"Currency","2008/11/13",1427.00
"Currency","2008/11/12",1425.00
"Currency","2008/11/11",1427.00
"Currency","2008/11/10",1427.00
"Currency","2008/11/07",1427.00
"Currency","2008/11/06",1427.00
"Currency","2008/11/05",1428.00
"Currency","2008/11/04",1428.00
"Currency","2008/11/03",1427.00
"Currency","2008/10/31",1425.00
"Currency","2008/10/30",1430.00
"Currency","2008/10/29",1432.00
"Currency","2008/10/28",1430.00
"Currency","2008/10/27",1425.00
"Currency","2008/10/24",1432.00
"Currency","2008/10/23",1432.00
"Currency","2008/10/22",1432.00
"Currency","2008/10/21",1430.00
"Currency","2008/10/20",1431.00
"Currency","2008/10/17",1427.50
"Currency","2008/10/16",1431.00
"Currency","2008/10/15",1427.00
"Currency","2008/10/14",1422.00
"Currency","2008/10/13",1422.00
"Currency","2008/10/10",1422.00
"Currency","2008/10/09",1425.00
"Currency","2008/10/08",1425.00
"Currency","2008/10/07",1407.00
"Currency","2008/10/06",1407.00
"Currency","2008/10/03",1405.00
"Currency","2008/10/02",1407.00
"Currency","2008/10/01",1407.00
"Currency","2008/09/30",1407.00
"Currency","2008/09/29",1408.00
"Currency","2008/09/26",1408.00
"Currency","2008/09/25",1407.00
"Currency","2008/09/24",1407.00
"Currency","2008/09/23",1407.00
"Currency","2008/09/22",1405.00
"Currency","2008/09/19",1407.00
"Currency","2008/09/18",1407.00
"Currency","2008/09/17",1407.00
"Currency","2008/09/16",1405.00
"Currency","2008/09/15",1397.00
"Currency","2008/09/12",1397.00
"Currency","2008/09/11",1397.00
"Currency","2008/09/10",1397.00
"Currency","2008/09/09",1395.00
"Currency","2008/09/08",1397.00
"Currency","2008/09/05",1397.00
"Currency","2008/09/04",1396.00
"Currency","2008/09/03",1396.00
"Currency","2008/09/02",1450.00
"Currency","2008/09/01",1408.50
"Currency","2008/08/29",1408.50
"Currency","2008/08/28",1408.50
"Currency","2008/08/27",1408.50
"Currency","2008/08/26",1408.50
"Currency","2008/08/25",1408.50
"Currency","2008/08/22",1408.50
"Currency","2008/08/21",1408.50
"Currency","2008/08/20",1408.50
"Currency","2008/08/19",1402.00
"Currency","2008/08/18",1402.00
"Currency","2008/08/15",1401.00
"Currency","2008/08/14",1401.00
"Currency","2008/08/13",1400.00
"Currency","2008/08/12",1402.00
"Currency","2008/08/11",1402.00
"Currency","2008/08/08",1400.00
"Currency","2008/08/07",1402.00
"Currency","2008/08/06",1400.00
"Currency","2008/08/05",1401.00
"Currency","2008/08/04",1402.00
"Currency","2008/08/01",1397.00
"Currency","2008/07/31",1397.00
"Currency","2008/07/30",1397.00
"Currency","2008/07/29",1397.00
"Currency","2008/07/28",1397.00
"Currency","2008/07/25",1397.00
"Currency","2008/07/24",1397.00
"Currency","2008/07/23",1397.00
"Currency","2008/07/22",1397.00
"Currency","2008/07/21",1397.00
"Currency","2008/07/18",1397.00
"Currency","2008/07/17",1397.00
"Currency","2008/07/16",1397.00
"Currency","2008/07/15",1397.00
"Currency","2008/07/14",1397.00
"Currency","2008/07/11",1397.00
"Currency","2008/07/10",1397.00
"Currency","2008/07/09",1395.00
"Currency","2008/07/08",1395.00
"Currency","2008/07/07",1397.00
"Currency","2008/07/04",1397.00
"Currency","2008/07/03",1397.00
"Currency","2008/07/02",1398.00
"Currency","2008/07/01",1412.50
"Currency","2008/06/30",1412.50
"Currency","2008/06/27",1387.00
"Currency","2008/06/26",1387.00
"Currency","2008/06/25",1387.00
"Currency","2008/06/24",1390.00
"Currency","2008/06/23",1390.00
"Currency","2008/06/20",1392.00
"Currency","2008/06/19",1391.00
"Currency","2008/06/18",1392.00
"Currency","2008/06/17",1392.00
"Currency","2008/06/16",1390.00
"Currency","2008/06/13",1390.00
"Currency","2008/06/12",1390.00
"Currency","2008/06/11",1390.00
"Currency","2008/06/10",1389.00
"Currency","2008/06/09",1395.00
"Currency","2008/06/06",1395.00
"Currency","2008/06/05",1394.00
"Currency","2008/06/04",1394.00
"Currency","2008/06/03",1394.00
"Currency","2008/06/02",1394.00
"Currency","2008/05/30",1394.00
"Currency","2008/05/29",1394.00
"Currency","2008/05/28",1394.00
"Currency","2008/05/27",1395.00
"Currency","2008/05/26",1395.00
"Currency","2008/05/23",1395.00
"Currency","2008/05/22",1395.00
"Currency","2008/05/21",1396.00
"Currency","2008/05/20",1395.00
"Currency","2008/05/19",1395.00
"Currency","2008/05/16",1395.00
"Currency","2008/05/15",1395.00
"Currency","2008/05/14",1396.00
"Currency","2008/05/13",1395.00
"Currency","2008/05/12",1396.00
"Currency","2008/05/09",1395.00
"Currency","2008/05/08",1395.00
"Currency","2008/05/07",1396.00
"Currency","2008/05/06",1396.00
"Currency","2008/05/05",1395.00
"Currency","2008/05/02",1397.00
"Currency","2008/05/01",1395.00
"Currency","2008/04/30",1395.00
"Currency","2008/04/29",1393.00
"Currency","2008/04/28",1396.00
"Currency","2008/04/25",1396.00
"Currency","2008/04/24",1396.00
"Currency","2008/04/23",1396.00
"Currency","2008/04/22",1397.00
"Currency","2008/04/21",1397.00
"Currency","2008/04/18",1401.00
"Currency","2008/04/17",1400.00
"Currency","2008/04/16",1405.00
"Currency","2008/04/15",1400.00
"Currency","2008/04/14",1400.00
"Currency","2008/04/11",1400.00
"Currency","2008/04/10",1400.00
"Currency","2008/04/09",1400.00
"Currency","2008/04/08",1401.00
"Currency","2008/04/07",1395.00
"Currency","2008/04/04",1395.00
"Currency","2008/04/03",1395.00
"Currency","2008/04/02",1398.00
"Currency","2008/04/01",1395.00
"Currency","2008/03/31",1395.00
"Currency","2008/03/28",1399.00
"Currency","2008/03/27",1395.00
"Currency","2008/03/26",1398.00
"Currency","2008/03/25",1398.00
"Currency","2008/03/24",1393.00
"Currency","2008/03/21",1398.00
"Currency","2008/03/20",1401.00
"Currency","2008/03/19",1400.00
"Currency","2008/03/18",1398.00
"Currency","2008/03/17",1398.00
"Currency","2008/03/14",1392.00
"Currency","2008/03/13",1398.00
"Currency","2008/03/12",1397.00
"Currency","2008/03/11",1398.00
"Currency","2008/03/10",1395.00
"Currency","2008/03/07",1398.00
"Currency","2008/03/06",1398.00
"Currency","2008/03/05",1398.00
"Currency","2008/03/04",1398.00
"Currency","2008/03/03",1398.00
"Currency","2008/02/29",1398.00
"Currency","2008/02/28",1402.00
"Currency","2008/02/27",1391.50
"Currency","2008/02/26",1404.50
"Currency","2008/02/25",1392.00
"Currency","2008/02/22",1398.00
"Currency","2008/02/21",1398.00
"Currency","2008/02/20",1398.00
"Currency","2008/02/19",1390.00
"Currency","2008/02/18",1386.50
"Currency","2008/02/15",1386.50
"Currency","2008/02/14",1395.00
"Currency","2008/02/13",1395.00
"Currency","2008/02/12",1394.00
"Currency","2008/02/11",1398.00
"Currency","2008/02/08",1390.00
"Currency","2008/02/07",1398.00
"Currency","2008/02/06",1393.00
"Currency","2008/02/05",1395.00
"Currency","2008/02/04",1396.00
"Currency","2008/02/01",1395.00
"Currency","2008/01/31",1395.00
"Currency","2008/01/30",1390.00
"Currency","2008/01/29",1385.00
"Currency","2008/01/28",1385.00
"Currency","2008/01/25",1385.00
"Currency","2008/01/24",1385.00
"Currency","2008/01/23",1385.00
"Currency","2008/01/22",1392.00
"Currency","2008/01/21",1392.00
"Currency","2008/01/18",1385.00
"Currency","2008/01/17",1385.00
"Currency","2008/01/16",1385.00
"Currency","2008/01/15",1395.00
"Currency","2008/01/14",1390.00
"Currency","2008/01/11",1390.00
"Currency","2008/01/10",1390.00
"Currency","2008/01/09",1390.00
"Currency","2008/01/08",1390.00
"Currency","2008/01/07",1394.00
"Currency","2008/01/04",1394.00
"Currency","2008/01/03",1394.00
"Currency","2008/01/02",1404.00
"Currency","2008/01/01",1394.00
"Currency","2007/12/31",1394.00
"Currency","2007/12/28",1394.00
"Currency","2007/12/27",1394.00
"Currency","2007/12/26",1395.00
"Currency","2007/12/25",1395.00
"Currency","2007/12/24",1397.00
"Currency","2007/12/21",1397.00
"Currency","2007/12/20",1395.00
"Currency","2007/12/19",1395.00
"Currency","2007/12/18",1395.00
"Currency","2007/12/17",1396.00
"Currency","2007/12/14",1395.00
"Currency","2007/12/13",1397.00
"Currency","2007/12/12",1395.00
"Currency","2007/12/11",1395.00
"Currency","2007/12/10",1385.00
"Currency","2007/12/07",1385.00
"Currency","2007/12/06",1385.00
"Currency","2007/12/05",1388.00
"Currency","2007/12/04",1388.00
"Currency","2007/12/03",1402.00
"Currency","2007/11/30",1401.00
"Currency","2007/11/29",1400.00
"Currency","2007/11/28",1400.00
"Currency","2007/11/27",1400.00
"Currency","2007/11/26",1405.00
"Currency","2007/11/23",1395.00
"Currency","2007/11/22",1385.00
"Currency","2007/11/21",1385.00
"Currency","2007/11/20",1385.00
"Currency","2007/11/19",1385.00
"Currency","2007/11/16",1367.00
"Currency","2007/11/15",1385.00
"Currency","2007/11/14",1385.00
"Currency","2007/11/13",1365.00
"Currency","2007/11/12",1384.00
"Currency","2007/11/09",1366.00
"Currency","2007/11/08",1375.00
"Currency","2007/11/07",1365.00
"Currency","2007/11/06",1365.00
"Currency","2007/11/05",1365.00
"Currency","2007/11/02",1365.00
"Currency","2007/11/01",1365.00
"Currency","2007/10/31",1364.00
"Currency","2007/10/30",1365.00
"Currency","2007/10/29",1364.00
"Currency","2007/10/26",1346.00
"Currency","2007/10/25",1365.00
"Currency","2007/10/24",1362.00
"Currency","2007/10/23",1362.00
"Currency","2007/10/22",1347.00
"Currency","2007/10/19",1365.00
"Currency","2007/10/18",1354.00
"Currency","2007/10/17",1354.00
"Currency","2007/10/16",1355.00
"Currency","2007/10/15",1365.00
"Currency","2007/10/12",1352.00
"Currency","2007/10/11",1354.00
"Currency","2007/10/10",1360.00
"Currency","2007/10/09",1360.00
"Currency","2007/10/08",1358.00
"Currency","2007/10/05",1358.00
"Currency","2007/10/04",1360.00
"Currency","2007/10/03",1358.00
"Currency","2007/10/02",1362.00
"Currency","2007/10/01",1365.00
"Currency","2007/09/28",1365.00
"Currency","2007/09/27",1365.00
"Currency","2007/09/26",1355.00
"Currency","2007/09/25",1338.00
"Currency","2007/09/24",1358.00
"Currency","2007/09/21",1355.00
"Currency","2007/09/20",1355.00
"Currency","2007/09/19",1332.00
"Currency","2007/09/18",1325.50
"Currency","2007/09/17",1341.00
"Currency","2007/09/14",1341.00
"Currency","2007/09/13",1347.00
"Currency","2007/09/12",1347.00
"Currency","2007/09/11",1382.00
"Currency","2007/09/10",1385.00
"Currency","2007/09/07",1366.00
"Currency","2007/09/06",1366.00
"Currency","2007/09/05",1383.00
"Currency","2007/09/04",1385.00
"Currency","2007/09/03",1367.00
"Currency","2007/08/31",1367.00
"Currency","2007/08/30",1366.00
"Currency","2007/08/29",1383.00
"Currency","2007/08/28",1383.00
"Currency","2007/08/27",1383.00
"Currency","2007/08/24",1383.00
"Currency","2007/08/23",1366.00
"Currency","2007/08/22",1385.00
"Currency","2007/08/21",1383.00
"Currency","2007/08/20",1356.00
"Currency","2007/08/17",1357.00
"Currency","2007/08/16",1385.00
"Currency","2007/08/15",1357.00
"Currency","2007/08/14",1356.00
"Currency","2007/08/13",1356.00
"Currency","2007/08/10",1383.00
"Currency","2007/08/09",1383.00
"Currency","2007/08/08",1383.00
"Currency","2007/08/07",1383.00
"Currency","2007/08/06",1385.00
"Currency","2007/08/03",1355.00
"Currency","2007/08/02",1357.00
"Currency","2007/08/01",1384.00
"Currency","2007/07/31",1382.00
"Currency","2007/07/30",1357.00
"Currency","2007/07/27",1385.00
"Currency","2007/07/26",1385.00
"Currency","2007/07/25",1383.00
"Currency","2007/07/24",1382.50
"Currency","2007/07/23",1380.00
"Currency","2007/07/20",1385.00
"Currency","2007/07/19",1388.00
"Currency","2007/07/18",1385.00
"Currency","2007/07/17",1375.00
"Currency","2007/07/16",1383.00
"Currency","2007/07/13",1380.00
"Currency","2007/07/12",1383.00
"Currency","2007/07/11",1357.00
"Currency","2007/07/10",1356.00
"Currency","2007/07/09",1356.00
"Currency","2007/07/06",1356.00
"Currency","2007/07/05",1356.00
"Currency","2007/07/04",1356.00
"Currency","2007/07/03",1356.00
"Currency","2007/07/02",1357.00
"Currency","2007/06/29",1357.00
"Currency","2007/06/28",1356.00
"Currency","2007/06/27",1357.00
"Currency","2007/06/26",1356.00
"Currency","2007/06/25",1355.00
"Currency","2007/06/22",1355.00
"Currency","2007/06/21",1357.00
"Currency","2007/06/20",1356.00
"Currency","2007/06/19",1357.00
"Currency","2007/06/18",1356.00
"Currency","2007/06/15",1356.00
"Currency","2007/06/14",1362.00
"Currency","2007/06/13",1357.00
"Currency","2007/06/12",1356.00
"Currency","2007/06/11",1357.00
"Currency","2007/06/08",1356.00
"Currency","2007/06/07",1356.00
"Currency","2007/06/06",1357.00
"Currency","2007/06/05",1356.00
"Currency","2007/06/04",1357.00
"Currency","2007/06/01",1357.00
"Currency","2007/05/31",1356.00
"Currency","2007/05/30",1357.00
"Currency","2007/05/29",1356.00
"Currency","2007/05/28",1356.00
"Currency","2007/05/25",1356.00
"Currency","2007/05/24",1356.00
"Currency","2007/05/23",1357.00
"Currency","2007/05/22",1357.00
"Currency","2007/05/21",1357.00
"Currency","2007/05/18",1355.00
"Currency","2007/05/17",1357.00
"Currency","2007/05/16",1356.00
"Currency","2007/05/15",1356.00
"Currency","2007/05/14",1356.00
"Currency","2007/05/11",1357.00
"Currency","2007/05/10",1356.00
"Currency","2007/05/09",1356.00
"Currency","2007/05/08",1357.00
"Currency","2007/05/07",1357.00
"Currency","2007/05/04",1356.00
"Currency","2007/05/03",1356.00
"Currency","2007/05/02",1357.00
"Currency","2007/05/01",1355.00
"Currency","2007/04/30",1357.00
"Currency","2007/04/27",1361.00
"Currency","2007/04/26",1361.00
"Currency","2007/04/25",1361.00
"Currency","2007/04/24",1362.00
"Currency","2007/04/23",1361.00
"Currency","2007/04/20",1357.00
"Currency","2007/04/19",1357.00
"Currency","2007/04/18",1357.00
"Currency","2007/04/17",1356.00
"Currency","2007/04/16",1357.00
"Currency","2007/04/13",1356.00
"Currency","2007/04/12",1357.00
"Currency","2007/04/11",1356.00
"Currency","2007/04/10",1357.00
"Currency","2007/04/09",1356.00
"Currency","2007/04/06",1356.00
"Currency","2007/04/05",1356.00
"Currency","2007/04/04",1357.00
"Currency","2007/04/03",1357.00
"Currency","2007/04/02",1357.00
"Currency","2007/03/30",1357.00
"Currency","2007/03/29",1361.00
"Currency","2007/03/28",1361.00
"Currency","2007/03/27",1362.00
"Currency","2007/03/26",1362.00
"Currency","2007/03/23",1356.00
"Currency","2007/03/22",1356.00
"Currency","2007/03/21",1356.00
"Currency","2007/03/20",1357.00
"Currency","2007/03/19",1357.00
"Currency","2007/03/16",1356.00
"Currency","2007/03/15",1356.00
