"Indicator","Time","Value (USD/SOS)"
"Currency","2007/03/14",1357.00
"Currency","2007/03/13",1357.00
"Currency","2007/03/12",1357.00
"Currency","2007/03/09",1356.00
"Currency","2007/03/08",1357.00
"Currency","2007/03/07",1357.00
"Currency","2007/03/06",1356.00
"Currency","2007/03/05",1356.00
"Currency","2007/03/02",1357.00
"Currency","2007/03/01",1357.00
"Currency","2007/02/28",1356.00
"Currency","2007/02/27",1355.00
"Currency","2007/02/26",1357.00
"Currency","2007/02/23",1355.00
"Currency","2007/02/22",1357.00
"Currency","2007/02/21",1355.00
"Currency","2007/02/20",1350.00
"Currency","2007/02/19",1362.00
"Currency","2007/02/16",1362.00
"Currency","2007/02/15",1360.00
"Currency","2007/02/14",1361.00
"Currency","2007/02/13",1362.00
"Currency","2007/02/12",1372.00
"Currency","2007/02/09",1372.00
"Currency","2007/02/08",1370.00
"Currency","2007/02/07",1371.00
"Currency","2007/02/06",1371.00
"Currency","2007/02/05",1371.00
"Currency","2007/02/02",1365.00
"Currency","2007/02/01",1365.00
"Currency","2007/01/31",1370.00
"Currency","2007/01/30",1370.00
"Currency","2007/01/29",1375.00
"Currency","2007/01/26",1367.50
"Currency","2007/01/25",1367.50
"Currency","2007/01/24",1367.50
"Currency","2007/01/23",1367.50
"Currency","2007/01/22",1375.00
"Currency","2007/01/19",1376.00
"Currency","2007/01/18",1376.00
"Currency","2007/01/17",1380.00
"Currency","2007/01/16",1375.00
"Currency","2007/01/15",1380.00
"Currency","2007/01/12",1380.00
"Currency","2007/01/11",1375.00
"Currency","2007/01/10",1380.00
"Currency","2007/01/09",1380.00
"Currency","2007/01/08",1381.00
"Currency","2007/01/05",1375.00
"Currency","2007/01/04",1380.00
"Currency","2007/01/03",1380.00
"Currency","2007/01/02",1381.00
"Currency","2007/01/01",1377.00
"Currency","2006/12/29",1377.00
"Currency","2006/12/28",1380.00
"Currency","2006/12/27",1380.00
"Currency","2006/12/26",1375.00
"Currency","2006/12/25",1375.00
"Currency","2006/12/22",1375.00
"Currency","2006/12/21",1376.00
"Currency","2006/12/20",1375.00
"Currency","2006/12/19",1380.00
"Currency","2006/12/18",1380.00
"Currency","2006/12/15",1380.00
"Currency","2006/12/14",1375.00
"Currency","2006/12/13",1375.00
"Currency","2006/12/12",1378.50
"Currency","2006/12/11",1377.50
"Currency","2006/12/08",1372.50
"Currency","2006/12/07",1372.50
"Currency","2006/12/06",1372.50
"Currency","2006/12/05",1372.50
"Currency","2006/12/04",1372.50
"Currency","2006/12/01",1372.50
"Currency","2006/11/30",1372.50
"Currency","2006/11/29",1372.50
"Currency","2006/11/28",1372.50
"Currency","2006/11/27",1372.50
"Currency","2006/11/24",1372.50
"Currency","2006/11/23",1372.50
"Currency","2006/11/22",1372.50
"Currency","2006/11/21",1372.50
"Currency","2006/11/20",1372.50
"Currency","2006/11/17",1372.50
"Currency","2006/11/16",1372.50
"Currency","2006/11/15",1372.50
"Currency","2006/11/14",1372.50
"Currency","2006/11/13",1372.50
"Currency","2006/11/10",1372.50
"Currency","2006/11/09",1372.50
"Currency","2006/11/08",1372.50
"Currency","2006/11/07",1372.50
"Currency","2006/11/06",1372.50
"Currency","2006/11/03",1372.50
"Currency","2006/11/02",1372.50
"Currency","2006/11/01",1372.50
"Currency","2006/10/31",1372.50
"Currency","2006/10/30",1372.50
"Currency","2006/10/27",1372.50
"Currency","2006/10/26",1372.50
"Currency","2006/10/25",1372.50
"Currency","2006/10/24",1372.50
"Currency","2006/10/23",1372.50
"Currency","2006/10/20",1372.50
"Currency","2006/10/19",1372.50
"Currency","2006/10/18",1372.50
"Currency","2006/10/17",1372.50
"Currency","2006/10/16",1372.50
"Currency","2006/10/13",1372.50
"Currency","2006/10/12",1372.50
"Currency","2006/10/11",1372.50
"Currency","2006/10/10",1372.50
"Currency","2006/10/09",1372.50
"Currency","2006/10/06",1372.50
"Currency","2006/10/05",1372.50
"Currency","2006/10/04",1372.50
"Currency","2006/10/03",1372.50
"Currency","2006/10/02",1372.50
"Currency","2006/09/29",1372.50
"Currency","2006/09/28",1372.50
"Currency","2006/09/27",1372.50
"Currency","2006/09/26",1372.50
"Currency","2006/09/25",1372.50
"Currency","2006/09/22",1372.50
"Currency","2006/09/21",1372.50
"Currency","2006/09/20",1372.50
"Currency","2006/09/19",1372.50
"Currency","2006/09/18",1372.50
"Currency","2006/09/15",1372.50
"Currency","2006/09/14",1372.50
"Currency","2006/09/13",1372.50
"Currency","2006/09/12",1372.50
"Currency","2006/09/11",1372.50
"Currency","2006/09/08",1372.50
"Currency","2006/09/07",1372.50
"Currency","2006/09/06",1372.50
"Currency","2006/09/05",1372.50
"Currency","2006/09/04",1372.50
"Currency","2006/09/01",1372.50
"Currency","2006/08/31",1372.50
"Currency","2006/08/30",1372.50
"Currency","2006/08/29",1372.50
"Currency","2006/08/28",1372.50
"Currency","2006/08/25",1372.50
"Currency","2006/08/24",1372.50
"Currency","2006/08/23",1372.50
"Currency","2006/08/22",1372.50
"Currency","2006/08/21",1372.50
"Currency","2006/08/18",1372.50
"Currency","2006/08/17",1372.50
"Currency","2006/08/16",1372.50
"Currency","2006/08/15",1372.50
"Currency","2006/08/14",1372.50
"Currency","2006/08/11",1372.50
"Currency","2006/08/10",1372.50
"Currency","2006/08/09",1372.50
"Currency","2006/08/08",1372.50
"Currency","2006/08/07",1372.50
"Currency","2006/08/04",1372.50
"Currency","2006/08/03",1372.50
"Currency","2006/08/02",1372.50
"Currency","2006/08/01",1372.50
"Currency","2006/07/31",1372.50
"Currency","2006/07/28",1372.50
"Currency","2006/07/27",1372.50
"Currency","2006/07/26",1372.50
"Currency","2006/07/25",1372.50
"Currency","2006/07/24",1372.50
"Currency","2006/07/21",1372.50
"Currency","2006/07/20",1372.50
"Currency","2006/07/19",1372.50
"Currency","2006/07/18",1372.50
"Currency","2006/07/17",1372.50
"Currency","2006/07/14",1372.50
"Currency","2006/07/13",1372.50
"Currency","2006/07/12",1372.50
"Currency","2006/07/11",1372.50
"Currency","2006/07/10",1372.50
"Currency","2006/07/07",1372.50
"Currency","2006/07/06",1372.50
"Currency","2006/07/05",1372.50
"Currency","2006/07/04",1372.50
"Currency","2006/07/03",1372.50
"Currency","2006/06/30",1372.50
"Currency","2006/06/29",1372.50
"Currency","2006/06/28",1372.50
"Currency","2006/06/27",1370.00
"Currency","2006/06/26",1372.50
"Currency","2006/06/23",1370.00
"Currency","2006/06/22",1372.50
"Currency","2006/06/21",1370.00
"Currency","2006/06/20",1370.00
"Currency","2006/06/19",1370.00
"Currency","2006/06/16",1370.00
"Currency","2006/06/15",1370.00
"Currency","2006/06/14",1380.00
"Currency","2006/06/13",1380.00
"Currency","2006/06/12",1375.00
"Currency","2006/06/09",1380.00
"Currency","2006/06/08",1385.00
"Currency","2006/06/07",1390.00
"Currency","2006/06/06",1385.00
"Currency","2006/06/05",1395.00
"Currency","2006/06/02",1392.50
"Currency","2006/06/01",1400.00
"Currency","2006/05/31",1395.00
"Currency","2006/05/30",1390.00
"Currency","2006/05/29",1405.00
"Currency","2006/05/26",1405.00
"Currency","2006/05/25",1405.00
"Currency","2006/05/24",1410.00
"Currency","2006/05/23",1402.50
"Currency","2006/05/22",1412.50
"Currency","2006/05/19",1415.00
"Currency","2006/05/18",1410.00
"Currency","2006/05/17",1425.00
"Currency","2006/05/16",1420.00
"Currency","2006/05/15",1417.00
"Currency","2006/05/12",1422.50
"Currency","2006/05/11",1417.50
"Currency","2006/05/10",1417.50
"Currency","2006/05/09",1427.50
"Currency","2006/05/08",1427.50
"Currency","2006/05/05",1427.50
"Currency","2006/05/04",1440.00
"Currency","2006/05/03",1435.00
"Currency","2006/05/02",1455.00
"Currency","2006/05/01",1460.00
"Currency","2006/04/28",1460.00
"Currency","2006/04/27",1465.00
"Currency","2006/04/26",1470.00
"Currency","2006/04/25",1470.00
"Currency","2006/04/24",1470.00
"Currency","2006/04/21",1477.50
"Currency","2006/04/20",1485.00
"Currency","2006/04/19",1480.00
"Currency","2006/04/18",1485.00
"Currency","2006/04/17",1487.00
"Currency","2006/04/14",1487.00
"Currency","2006/04/13",1487.00
"Currency","2006/04/12",1487.00
"Currency","2006/04/11",1487.00
"Currency","2006/04/10",1495.00
"Currency","2006/04/07",1495.00
"Currency","2006/04/06",1505.00
"Currency","2006/04/05",1505.00
"Currency","2006/04/04",1512.50
"Currency","2006/04/03",1512.50
"Currency","2006/03/31",1512.50
"Currency","2006/03/30",1510.00
"Currency","2006/03/29",1510.00
"Currency","2006/03/28",1510.00
"Currency","2006/03/27",1510.00
"Currency","2006/03/24",1535.00
"Currency","2006/03/23",1532.00
"Currency","2006/03/22",1540.00
"Currency","2006/03/21",1547.50
"Currency","2006/03/20",1547.50
"Currency","2006/03/17",1552.50
"Currency","2006/03/16",1557.50
"Currency","2006/03/15",1557.50
"Currency","2006/03/14",1557.50
"Currency","2006/03/13",1560.00
"Currency","2006/03/10",1567.50
"Currency","2006/03/09",1577.50
"Currency","2006/03/08",1582.50
"Currency","2006/03/07",1582.50
"Currency","2006/03/06",1590.00
"Currency","2006/03/03",1592.50
"Currency","2006/03/02",1592.50
"Currency","2006/03/01",1597.50
"Currency","2006/02/28",1597.50
"Currency","2006/02/27",1597.50
"Currency","2006/02/24",1597.50
"Currency","2006/02/23",1597.50
"Currency","2006/02/22",1597.50
"Currency","2006/02/21",1597.50
"Currency","2006/02/20",1597.50
"Currency","2006/02/17",1605.00
"Currency","2006/02/16",1600.00
"Currency","2006/02/15",1602.50
"Currency","2006/02/14",1610.00
"Currency","2006/02/13",1607.00
"Currency","2006/02/10",1610.00
"Currency","2006/02/09",1612.00
"Currency","2006/02/08",1612.00
"Currency","2006/02/07",1625.00
"Currency","2006/02/06",1625.00
"Currency","2006/02/03",1635.00
"Currency","2006/02/02",1635.00
"Currency","2006/02/01",1640.00
"Currency","2006/01/31",1640.00
"Currency","2006/01/30",1650.00
"Currency","2006/01/27",1655.00
"Currency","2006/01/26",1660.00
"Currency","2006/01/25",1660.00
"Currency","2006/01/24",1660.00
"Currency","2006/01/23",1660.00
"Currency","2006/01/20",1675.00
"Currency","2006/01/19",1675.00
"Currency","2006/01/18",1675.00
"Currency","2006/01/17",1680.00
"Currency","2006/01/16",1680.00
"Currency","2006/01/13",1680.00
"Currency","2006/01/12",1685.00
"Currency","2006/01/11",1692.50
"Currency","2006/01/10",1692.50
"Currency","2006/01/09",1692.50
"Currency","2006/01/06",1685.00
"Currency","2006/01/05",1680.00
"Currency","2006/01/04",1687.00
"Currency","2006/01/03",1690.00
"Currency","2006/01/02",1700.00
"Currency","2005/12/30",1700.00
"Currency","2005/12/29",1700.00
"Currency","2005/12/28",1705.00
"Currency","2005/12/27",1710.00
"Currency","2005/12/26",1720.00
"Currency","2005/12/23",1720.00
"Currency","2005/12/22",1730.00
"Currency","2005/12/21",1725.00
"Currency","2005/12/20",1725.00
"Currency","2005/12/19",1735.00
"Currency","2005/12/16",1735.00
"Currency","2005/12/15",1732.50
"Currency","2005/12/14",1742.50
"Currency","2005/12/13",1742.50
"Currency","2005/12/12",1740.00
"Currency","2005/12/09",1740.00
"Currency","2005/12/08",1745.00
"Currency","2005/12/07",1752.50
"Currency","2005/12/06",1785.00
"Currency","2005/12/05",1785.00
"Currency","2005/12/02",1790.00
"Currency","2005/12/01",1800.00
"Currency","2005/11/30",1810.00
"Currency","2005/11/29",1810.00
"Currency","2005/11/28",1797.50
"Currency","2005/11/25",1797.50
"Currency","2005/11/24",1790.00
"Currency","2005/11/23",1790.00
"Currency","2005/11/22",1800.00
"Currency","2005/11/21",1820.00
"Currency","2005/11/18",1820.00
"Currency","2005/11/17",1835.00
"Currency","2005/11/16",1855.00
"Currency","2005/11/15",1855.00
"Currency","2005/11/14",1875.00
"Currency","2005/11/11",1880.00
"Currency","2005/11/10",1880.00
"Currency","2005/11/09",1880.00
"Currency","2005/11/08",1890.00
"Currency","2005/11/07",1905.00
"Currency","2005/11/04",1922.50
"Currency","2005/11/03",1930.00
"Currency","2005/11/02",1945.00
"Currency","2005/11/01",1950.00
"Currency","2005/10/31",1960.00
"Currency","2005/10/28",1972.50
"Currency","2005/10/27",1975.00
"Currency","2005/10/26",1987.50
"Currency","2005/10/25",2000.00
"Currency","2005/10/24",2010.00
"Currency","2005/10/21",2015.00
"Currency","2005/10/20",2022.00
"Currency","2005/10/19",2030.00
"Currency","2005/10/18",2035.00
"Currency","2005/10/17",2041.00
"Currency","2005/10/14",2045.00
"Currency","2005/10/13",2045.00
"Currency","2005/10/12",2042.50
"Currency","2005/10/11",2055.00
"Currency","2005/10/10",2057.50
"Currency","2005/10/07",2057.50
"Currency","2005/10/06",2090.00
"Currency","2005/10/05",2090.00
"Currency","2005/10/04",2100.00
"Currency","2005/10/03",2100.00
"Currency","2005/09/30",2105.00
"Currency","2005/09/29",2105.00
"Currency","2005/09/28",2105.00
"Currency","2005/09/27",2107.50
"Currency","2005/09/26",2125.00
"Currency","2005/09/23",2132.50
"Currency","2005/09/22",2137.50
"Currency","2005/09/21",2140.00
"Currency","2005/09/20",2150.00
"Currency","2005/09/19",2160.00
"Currency","2005/09/16",2172.00
"Currency","2005/09/15",2190.00
"Currency","2005/09/14",2185.00
"Currency","2005/09/13",2200.00
"Currency","2005/09/12",2225.00
"Currency","2005/09/09",2255.00
"Currency","2005/09/08",2250.00
"Currency","2005/09/07",2270.00
"Currency","2005/09/06",2270.00
"Currency","2005/09/05",2295.00
"Currency","2005/09/02",2295.00
"Currency","2005/09/01",2295.00
"Currency","2005/08/31",2315.00
"Currency","2005/08/30",2340.00
"Currency","2005/08/29",2340.00
"Currency","2005/08/26",2350.00
"Currency","2005/08/25",2350.00
"Currency","2005/08/24",2355.00
"Currency","2005/08/23",2357.50
"Currency","2005/08/22",2370.00
"Currency","2005/08/19",2390.00
"Currency","2005/08/18",2425.00
"Currency","2005/08/17",2425.00
"Currency","2005/08/16",2445.00
"Currency","2005/08/15",2462.50
"Currency","2005/08/12",2465.00
"Currency","2005/08/11",2465.00
"Currency","2005/08/10",2485.00
"Currency","2005/08/09",2480.00
"Currency","2005/08/08",2505.00
"Currency","2005/08/05",2515.00
"Currency","2005/08/04",2535.00
"Currency","2005/08/03",2550.00
"Currency","2005/08/02",2555.00
"Currency","2005/08/01",2565.00
"Currency","2005/07/29",2580.00
"Currency","2005/07/28",2580.00
"Currency","2005/07/27",2580.00
"Currency","2005/07/26",2580.00
"Currency","2005/07/25",2580.00
"Currency","2005/07/22",2580.00
"Currency","2005/07/21",2605.00
"Currency","2005/07/20",2620.00
"Currency","2005/07/19",2637.50
"Currency","2005/07/18",2660.00
"Currency","2005/07/15",2660.00
"Currency","2005/07/14",2675.00
"Currency","2005/07/13",2700.00
"Currency","2005/07/12",2712.00
"Currency","2005/07/11",2727.00
"Currency","2005/07/08",2735.00
"Currency","2005/07/07",2742.00
"Currency","2005/07/06",2750.00
"Currency","2005/07/05",2755.00
"Currency","2005/07/04",2755.00
"Currency","2005/07/01",2755.00
"Currency","2005/06/30",2760.00
"Currency","2005/06/29",2765.00
"Currency","2005/06/28",2785.00
"Currency","2005/06/27",2785.00
"Currency","2005/06/24",2795.00
"Currency","2005/06/23",2807.00
"Currency","2005/06/22",2808.00
"Currency","2005/06/21",2812.00
"Currency","2005/06/20",2812.00
"Currency","2005/06/17",2820.00
"Currency","2005/06/16",2840.00
"Currency","2005/06/15",2850.00
"Currency","2005/06/14",2867.00
"Currency","2005/06/13",2871.00
"Currency","2005/06/10",2880.00
"Currency","2005/06/09",2896.00
"Currency","2005/06/08",2910.00
"Currency","2005/06/07",2915.00
"Currency","2005/06/06",2923.00
"Currency","2005/06/03",2927.00
"Currency","2005/06/02",2941.00
"Currency","2005/06/01",2946.00
"Currency","2005/05/31",2950.00
"Currency","2005/05/30",2958.50
"Currency","2005/05/27",2958.50
"Currency","2005/05/26",2967.00
"Currency","2005/05/25",2970.00
"Currency","2005/05/24",2979.00
"Currency","2005/05/23",2975.00
"Currency","2005/05/20",2997.00
"Currency","2005/05/19",3005.00
"Currency","2005/05/18",3015.00
"Currency","2005/05/17",3027.50
"Currency","2005/05/16",3030.00
"Currency","2005/05/13",3041.00
"Currency","2005/05/12",3037.00
"Currency","2005/05/11",3041.00
"Currency","2005/05/10",3047.00
"Currency","2005/05/09",3057.50
"Currency","2005/05/06",3061.00
"Currency","2005/05/05",3060.00
"Currency","2005/05/04",3060.00
"Currency","2005/05/03",3065.00
"Currency","2005/05/02",3070.00
"Currency","2005/04/29",3077.50
"Currency","2005/04/28",3080.00
"Currency","2005/04/27",3088.50
"Currency","2005/04/26",3091.00
"Currency","2005/04/25",3098.50
"Currency","2005/04/22",3100.00
"Currency","2005/04/21",3099.50
"Currency","2005/04/20",3102.00
"Currency","2005/04/19",3102.00
"Currency","2005/04/18",3106.00
"Currency","2005/04/15",3105.00
"Currency","2005/04/14",3108.50
"Currency","2005/04/13",3105.00
"Currency","2005/04/12",3107.00
"Currency","2005/04/11",3113.50
"Currency","2005/04/08",3113.50
"Currency","2005/04/07",3113.50
"Currency","2005/04/06",3115.00
"Currency","2005/04/05",3118.00
"Currency","2005/04/04",3117.00
"Currency","2005/04/01",3110.00
"Currency","2005/03/31",3107.50
"Currency","2005/03/30",3107.50
"Currency","2005/03/29",3107.50
"Currency","2005/03/28",3107.00
"Currency","2005/03/25",3110.00
"Currency","2005/03/24",3110.00
"Currency","2005/03/23",3107.00
"Currency","2005/03/22",3105.00
"Currency","2005/03/21",3105.00
"Currency","2005/03/18",3104.00
"Currency","2005/03/17",3103.00
"Currency","2005/03/16",3103.00
"Currency","2005/03/15",3103.00
"Currency","2005/03/14",3103.00
"Currency","2005/03/11",3103.00
"Currency","2005/03/10",3103.00
"Currency","2005/03/09",3103.00
"Currency","2005/03/08",3103.00
"Currency","2005/03/07",3103.00
"Currency","2005/03/04",3103.00
"Currency","2005/03/03",3103.00
"Currency","2005/03/02",3102.00
"Currency","2005/03/01",3101.00
"Currency","2005/02/28",3101.00
"Currency","2005/02/25",3100.00
"Currency","2005/02/24",3107.00
"Currency","2005/02/23",3105.00
"Currency","2005/02/22",3107.00
"Currency","2005/02/21",3107.00
"Currency","2005/02/18",3104.00
"Currency","2005/02/17",3106.00
"Currency","2005/02/16",3106.00
"Currency","2005/02/15",3106.00
"Currency","2005/02/14",3105.00
"Currency","2005/02/11",3107.00
"Currency","2005/02/10",3105.00
"Currency","2005/02/09",3105.00
"Currency","2005/02/08",3105.00
"Currency","2005/02/07",3105.00
"Currency","2005/02/04",3104.00
"Currency","2005/02/03",3105.00
"Currency","2005/02/02",3104.00
"Currency","2005/02/01",3106.00
"Currency","2005/01/31",3105.00
"Currency","2005/01/28",3106.00
"Currency","2005/01/27",3107.50
"Currency","2005/01/26",3112.00
"Currency","2005/01/25",3113.00
"Currency","2005/01/24",3111.00
"Currency","2005/01/21",3108.00
"Currency","2005/01/20",3109.00
"Currency","2005/01/19",3109.00
"Currency","2005/01/18",3111.50
"Currency","2005/01/17",3111.00
"Currency","2005/01/14",3111.00
"Currency","2005/01/13",3110.00
"Currency","2005/01/12",3108.00
"Currency","2005/01/11",3104.00
"Currency","2005/01/10",3100.00
"Currency","2005/01/07",3098.00
"Currency","2005/01/06",3095.00
"Currency","2005/01/05",3099.00
"Currency","2005/01/04",3099.00
"Currency","2005/01/03",3096.00
"Currency","2004/12/31",3093.00
"Currency","2004/12/30",3093.00
"Currency","2004/12/29",3096.00
"Currency","2004/12/28",3096.00
"Currency","2004/12/27",3096.00
"Currency","2004/12/24",3094.00
"Currency","2004/12/23",3094.00
"Currency","2004/12/22",3094.00
"Currency","2004/12/21",3093.00
"Currency","2004/12/20",3091.00
"Currency","2004/12/17",3092.00
"Currency","2004/12/16",3093.00
"Currency","2004/12/15",3091.00
"Currency","2004/12/14",3087.00
"Currency","2004/12/13",3087.00
"Currency","2004/12/10",3087.00
"Currency","2004/12/09",3085.00
"Currency","2004/12/08",3080.50
"Currency","2004/12/07",3080.00
"Currency","2004/12/06",3077.50
"Currency","2004/12/03",3074.00
"Currency","2004/12/02",3077.00
"Currency","2004/12/01",3073.00
"Currency","2004/11/30",3073.00
"Currency","2004/11/29",3071.00
"Currency","2004/11/26",3070.00
"Currency","2004/11/25",3071.00
"Currency","2004/11/24",3071.00
"Currency","2004/11/23",3071.00
"Currency","2004/11/22",3070.00
"Currency","2004/11/19",3065.00
"Currency","2004/11/18",3050.00
"Currency","2004/11/17",3044.00
"Currency","2004/11/16",3042.00
"Currency","2004/11/15",3040.00
"Currency","2004/11/12",3038.00
"Currency","2004/11/11",3045.00
"Currency","2004/11/10",3041.00
"Currency","2004/11/09",3030.00
"Currency","2004/11/08",3020.00
"Currency","2004/11/05",3011.00
"Currency","2004/11/04",3015.00
"Currency","2004/11/03",3015.00
"Currency","2004/11/02",3011.50
"Currency","2004/11/01",3007.50
"Currency","2004/10/29",3007.00
"Currency","2004/10/28",3002.00
"Currency","2004/10/27",2995.00
"Currency","2004/10/26",2990.00
"Currency","2004/10/25",2980.00
"Currency","2004/10/22",2980.00
"Currency","2004/10/21",2977.00
"Currency","2004/10/20",2980.00
"Currency","2004/10/19",2975.00
"Currency","2004/10/18",2967.00
"Currency","2004/10/15",2945.00
"Currency","2004/10/14",2914.50
"Currency","2004/10/13",2885.00
"Currency","2004/10/12",2859.00
"Currency","2004/10/11",2859.00
"Currency","2004/10/08",2859.00
"Currency","2004/10/07",2842.00
"Currency","2004/10/06",2830.00
"Currency","2004/10/05",2815.00
"Currency","2004/10/04",2815.00
"Currency","2004/10/01",2782.00
"Currency","2004/09/30",2779.00
"Currency","2004/09/29",2780.00
"Currency","2004/09/28",2777.00
"Currency","2004/09/27",2781.00
"Currency","2004/09/24",2779.00
"Currency","2004/09/23",2777.00
"Currency","2004/09/22",2776.00
"Currency","2004/09/21",2770.00
"Currency","2004/09/20",2770.00
"Currency","2004/09/17",2764.00
"Currency","2004/09/16",2765.00
"Currency","2004/09/15",2765.00
"Currency","2004/09/14",2760.00
"Currency","2004/09/13",2758.00
"Currency","2004/09/10",2756.00
"Currency","2004/09/09",2751.00
"Currency","2004/09/08",2749.00
"Currency","2004/09/07",2745.00
"Currency","2004/09/06",2741.00
"Currency","2004/09/03",2741.00
"Currency","2004/09/02",2739.00
"Currency","2004/09/01",2737.00
"Currency","2004/08/31",2735.00
"Currency","2004/08/30",2733.00
"Currency","2004/08/27",2730.00
"Currency","2004/08/26",2727.00
"Currency","2004/08/25",2727.00
"Currency","2004/08/24",2721.00
"Currency","2004/08/23",2719.00
"Currency","2004/08/20",2717.00
"Currency","2004/08/19",2720.00
"Currency","2004/08/18",2717.00
"Currency","2004/08/17",2715.00
"Currency","2004/08/16",2711.00
"Currency","2004/08/13",2707.00
"Currency","2004/08/12",2698.00
"Currency","2004/08/11",2695.00
"Currency","2004/08/10",2690.00
"Currency","2004/08/09",2683.00
"Currency","2004/08/06",2682.00
"Currency","2004/08/05",2682.00
"Currency","2004/08/04",2682.00
"Currency","2004/08/03",2673.00
"Currency","2004/08/02",2672.00
"Currency","2004/07/30",2652.00
"Currency","2004/07/29",2647.00
"Currency","2004/07/28",2638.00
"Currency","2004/07/27",2632.00
"","",""
"Data Source: http://www.tradingeconomics.com","",""
"Downloaded from http://vam.wfp.org on 11 Jun 2018","",""
