"Indicator","Time","Value (USD/CRC)"
"Currency","2018/06/08",566.30
"Currency","2018/06/07",565.75
"Currency","2018/06/06",565.75
"Currency","2018/06/05",565.00
"Currency","2018/06/04",565.25
"Currency","2018/06/01",566.40
"Currency","2018/05/31",564.95
"Currency","2018/05/30",561.58
"Currency","2018/05/29",562.52
"Currency","2018/05/28",563.50
"Currency","2018/05/25",561.00
"Currency","2018/05/24",563.10
"Currency","2018/05/23",561.28
"Currency","2018/05/22",560.35
"Currency","2018/05/21",562.50
"Currency","2018/05/18",562.50
"Currency","2018/05/17",562.65
"Currency","2018/05/16",564.00
"Currency","2018/05/15",561.66
"Currency","2018/05/14",562.75
"Currency","2018/05/11",564.75
"Currency","2018/05/10",564.75
"Currency","2018/05/09",564.75
"Currency","2018/05/08",564.75
"Currency","2018/05/07",562.75
"Currency","2018/05/04",564.25
"Currency","2018/05/03",564.00
"Currency","2018/05/02",563.90
"Currency","2018/05/01",562.75
"Currency","2018/04/30",562.75
"Currency","2018/04/27",563.00
"Currency","2018/04/26",562.95
"Currency","2018/04/25",562.70
"Currency","2018/04/24",562.85
"Currency","2018/04/23",563.15
"Currency","2018/04/20",562.50
"Currency","2018/04/19",562.40
"Currency","2018/04/18",562.20
"Currency","2018/04/17",562.25
"Currency","2018/04/16",563.50
"Currency","2018/04/13",563.00
"Currency","2018/04/12",563.70
"Currency","2018/04/11",564.25
"Currency","2018/04/10",564.25
"Currency","2018/04/09",565.20
"Currency","2018/04/06",565.90
"Currency","2018/04/05",564.90
"Currency","2018/04/04",564.20
"Currency","2018/04/03",563.60
"Currency","2018/04/02",563.15
"Currency","2018/03/30",563.15
"Currency","2018/03/29",563.15
"Currency","2018/03/28",563.15
"Currency","2018/03/27",563.15
"Currency","2018/03/26",562.10
"Currency","2018/03/23",562.55
"Currency","2018/03/22",562.80
"Currency","2018/03/21",562.85
"Currency","2018/03/20",562.95
"Currency","2018/03/19",563.45
"Currency","2018/03/16",563.65
"Currency","2018/03/15",565.40
"Currency","2018/03/14",566.40
"Currency","2018/03/13",565.82
"Currency","2018/03/12",567.15
"Currency","2018/03/09",567.15
"Currency","2018/03/08",567.35
"Currency","2018/03/07",567.35
"Currency","2018/03/06",567.35
"Currency","2018/03/05",567.40
"Currency","2018/03/02",567.30
"Currency","2018/03/01",566.60
"Currency","2018/02/28",567.85
"Currency","2018/02/27",567.60
"Currency","2018/02/26",566.55
"Currency","2018/02/23",566.82
"Currency","2018/02/22",567.90
"Currency","2018/02/21",568.50
"Currency","2018/02/20",567.75
"Currency","2018/02/19",566.63
"Currency","2018/02/16",566.83
"Currency","2018/02/15",566.85
"Currency","2018/02/14",567.15
"Currency","2018/02/13",568.15
"Currency","2018/02/12",569.42
"Currency","2018/02/09",571.45
"Currency","2018/02/08",572.25
"Currency","2018/02/07",572.50
"Currency","2018/02/06",570.90
"Currency","2018/02/05",569.95
"Currency","2018/02/02",567.98
"Currency","2018/02/01",566.30
"Currency","2018/01/31",566.38
"Currency","2018/01/30",566.63
"Currency","2018/01/29",567.00
"Currency","2018/01/26",566.00
"Currency","2018/01/25",565.60
"Currency","2018/01/24",566.22
"Currency","2018/01/23",565.22
"Currency","2018/01/22",565.00
"Currency","2018/01/19",565.88
"Currency","2018/01/18",565.00
"Currency","2018/01/17",564.02
"Currency","2018/01/16",565.28
"Currency","2018/01/15",566.00
"Currency","2018/01/12",566.78
"Currency","2018/01/11",566.85
"Currency","2018/01/10",566.98
"Currency","2018/01/09",565.00
"Currency","2018/01/08",565.00
"Currency","2018/01/05",566.68
"Currency","2018/01/04",565.00
"Currency","2018/01/03",565.00
"Currency","2018/01/02",565.00
"Currency","2017/12/29",566.40
"Currency","2017/12/28",564.00
"Currency","2017/12/27",565.25
"Currency","2017/12/26",563.00
"Currency","2017/12/22",565.00
"Currency","2017/12/21",563.00
"Currency","2017/12/20",563.15
"Currency","2017/12/19",562.50
"Currency","2017/12/18",563.00
"Currency","2017/12/15",563.70
"Currency","2017/12/14",562.13
"Currency","2017/12/13",562.88
"Currency","2017/12/12",562.72
"Currency","2017/12/11",562.33
"Currency","2017/12/08",563.82
"Currency","2017/12/07",563.52
"Currency","2017/12/06",562.13
"Currency","2017/12/05",563.10
"Currency","2017/12/04",563.25
"Currency","2017/12/01",563.40
"Currency","2017/11/30",563.30
"Currency","2017/11/29",562.17
"Currency","2017/11/28",563.11
"Currency","2017/11/27",563.60
"Currency","2017/11/24",562.63
"Currency","2017/11/23",561.57
"Currency","2017/11/22",561.63
"Currency","2017/11/21",560.75
"Currency","2017/11/20",563.45
"Currency","2017/11/17",564.75
"Currency","2017/11/16",565.28
"Currency","2017/11/15",565.92
"Currency","2017/11/14",565.92
"Currency","2017/11/13",566.90
"Currency","2017/11/10",567.40
"Currency","2017/11/09",563.66
"Currency","2017/11/08",566.90
"Currency","2017/11/07",564.16
"Currency","2017/11/06",566.35
"Currency","2017/11/03",567.64
"Currency","2017/11/02",565.70
"Currency","2017/11/01",565.22
"Currency","2017/10/31",565.65
"Currency","2017/10/30",565.83
"Currency","2017/10/27",567.21
"Currency","2017/10/26",566.20
"Currency","2017/10/25",565.39
"Currency","2017/10/24",565.50
"Currency","2017/10/23",566.12
"Currency","2017/10/20",567.24
"Currency","2017/10/19",566.69
"Currency","2017/10/18",565.68
"Currency","2017/10/17",567.12
"Currency","2017/10/16",567.13
"Currency","2017/10/14",571.33
"Currency","2017/10/13",569.40
"Currency","2017/10/12",571.70
"Currency","2017/10/11",571.68
"Currency","2017/10/10",570.35
"Currency","2017/10/09",570.27
"Currency","2017/10/07",570.62
"Currency","2017/10/06",570.72
"Currency","2017/10/05",569.60
"Currency","2017/10/04",568.56
"Currency","2017/10/03",566.03
"Currency","2017/10/02",567.32
"Currency","2017/09/29",568.60
"Currency","2017/09/28",569.52
"Currency","2017/09/27",570.37
"Currency","2017/09/26",569.35
"Currency","2017/09/25",573.20
"Currency","2017/09/22",572.93
"Currency","2017/09/21",573.44
"Currency","2017/09/20",572.42
"Currency","2017/09/19",572.50
"Currency","2017/09/18",573.20
"Currency","2017/09/16",574.94
"Currency","2017/09/15",574.94
"Currency","2017/09/14",573.92
"Currency","2017/09/13",574.41
"Currency","2017/09/12",573.40
"Currency","2017/09/11",573.28
"Currency","2017/09/09",575.52
"Currency","2017/09/08",575.15
"Currency","2017/09/07",574.50
"Currency","2017/09/06",571.95
"Currency","2017/09/05",570.33
"Currency","2017/09/04",571.70
"Currency","2017/09/01",572.81
"Currency","2017/08/31",570.91
"Currency","2017/08/30",570.05
"Currency","2017/08/29",571.06
"Currency","2017/08/28",571.38
"Currency","2017/08/25",571.51
"Currency","2017/08/24",571.65
"Currency","2017/08/23",571.40
"Currency","2017/08/22",570.38
"Currency","2017/08/21",570.57
"Currency","2017/08/19",572.09
"Currency","2017/08/18",572.09
"Currency","2017/08/17",569.78
"Currency","2017/08/16",571.85
"Currency","2017/08/15",571.87
"Currency","2017/08/14",571.95
"Currency","2017/08/11",572.53
"Currency","2017/08/10",572.69
"Currency","2017/08/09",570.43
"Currency","2017/08/08",572.23
"Currency","2017/08/07",570.48
"Currency","2017/08/04",570.54
"Currency","2017/08/03",569.34
"Currency","2017/08/02",570.33
"Currency","2017/08/01",568.94
"Currency","2017/07/31",568.86
"Currency","2017/07/28",569.67
"Currency","2017/07/27",573.95
"Currency","2017/07/26",568.87
"Currency","2017/07/25",568.06
"Currency","2017/07/24",568.98
"Currency","2017/07/21",569.72
"Currency","2017/07/20",569.13
"Currency","2017/07/19",568.32
"Currency","2017/07/18",567.39
"Currency","2017/07/17",567.18
"Currency","2017/07/14",567.91
"Currency","2017/07/13",568.98
"Currency","2017/07/12",568.99
"Currency","2017/07/11",568.56
"Currency","2017/07/10",568.21
"Currency","2017/07/07",568.21
"Currency","2017/07/06",568.67
"Currency","2017/07/05",562.36
"Currency","2017/07/04",568.31
"Currency","2017/07/03",560.70
"Currency","2017/06/30",560.58
"Currency","2017/06/29",563.76
"Currency","2017/06/28",561.32
"Currency","2017/06/27",567.58
"Currency","2017/06/26",563.60
"Currency","2017/06/24",561.81
"Currency","2017/06/23",561.81
"Currency","2017/06/22",563.60
"Currency","2017/06/21",563.17
"Currency","2017/06/20",563.11
"Currency","2017/06/19",563.67
"Currency","2017/06/17",562.11
"Currency","2017/06/16",562.11
"Currency","2017/06/15",563.70
"Currency","2017/06/14",562.08
"Currency","2017/06/13",560.88
"Currency","2017/06/12",564.56
"Currency","2017/06/09",561.87
"Currency","2017/06/08",561.82
"Currency","2017/06/07",561.82
"Currency","2017/06/06",561.85
"Currency","2017/06/05",562.27
"Currency","2017/06/02",561.76
"Currency","2017/06/01",563.67
"Currency","2017/05/31",566.35
"Currency","2017/05/30",569.69
"Currency","2017/05/29",580.70
"Currency","2017/05/26",584.56
"Currency","2017/05/25",584.56
"Currency","2017/05/24",586.36
"Currency","2017/05/23",572.80
"Currency","2017/05/22",572.80
"Currency","2017/05/20",564.34
"Currency","2017/05/19",569.71
"Currency","2017/05/18",562.65
"Currency","2017/05/17",565.30
"Currency","2017/05/16",575.94
"Currency","2017/05/15",569.42
"Currency","2017/05/12",564.13
"Currency","2017/05/11",556.88
"Currency","2017/05/10",557.36
"Currency","2017/05/09",555.87
"Currency","2017/05/08",554.02
"Currency","2017/05/05",559.42
"Currency","2017/05/04",558.83
"Currency","2017/05/03",558.48
"Currency","2017/05/02",557.88
"Currency","2017/05/01",557.88
"Currency","2017/04/28",552.08
"Currency","2017/04/27",551.07
"Currency","2017/04/26",555.75
"Currency","2017/04/25",557.00
"Currency","2017/04/24",556.25
"Currency","2017/04/21",555.55
"Currency","2017/04/20",554.78
"Currency","2017/04/19",553.87
"Currency","2017/04/18",554.10
"Currency","2017/04/17",552.35
"Currency","2017/04/14",555.36
"Currency","2017/04/13",553.80
"Currency","2017/04/12",555.55
"Currency","2017/04/11",555.55
"Currency","2017/04/10",559.64
"Currency","2017/04/07",551.30
"Currency","2017/04/06",555.12
"Currency","2017/04/05",549.13
"Currency","2017/04/04",560.89
"Currency","2017/04/03",558.99
"Currency","2017/03/31",553.27
"Currency","2017/03/30",552.25
"Currency","2017/03/29",550.14
"Currency","2017/03/28",551.45
"Currency","2017/03/27",548.33
"Currency","2017/03/24",551.63
"Currency","2017/03/23",551.44
"Currency","2017/03/22",549.10
"Currency","2017/03/21",550.55
"Currency","2017/03/20",550.80
"Currency","2017/03/17",551.88
"Currency","2017/03/16",552.54
"Currency","2017/03/15",552.97
"Currency","2017/03/14",554.00
"Currency","2017/03/13",552.09
"Currency","2017/03/10",555.35
"Currency","2017/03/09",560.23
"Currency","2017/03/08",560.79
"Currency","2017/03/07",560.39
"Currency","2017/03/06",553.58
"Currency","2017/03/03",553.55
"Currency","2017/03/02",553.62
"Currency","2017/03/01",553.93
"Currency","2017/02/28",554.17
"Currency","2017/02/27",554.28
"Currency","2017/02/25",554.75
"Currency","2017/02/24",554.75
"Currency","2017/02/23",555.93
"Currency","2017/02/22",554.92
"Currency","2017/02/21",555.05
"Currency","2017/02/20",554.98
"Currency","2017/02/17",554.82
"Currency","2017/02/16",553.47
"Currency","2017/02/15",552.94
"Currency","2017/02/14",545.00
"Currency","2017/02/13",553.07
"Currency","2017/02/10",553.62
"Currency","2017/02/09",552.55
"Currency","2017/02/08",552.08
"Currency","2017/02/07",545.00
"Currency","2017/02/06",550.63
"Currency","2017/02/03",549.98
"Currency","2017/02/02",545.00
"Currency","2017/02/01",545.00
"Currency","2017/01/31",547.74
"Currency","2017/01/30",547.63
"Currency","2017/01/27",547.22
"Currency","2017/01/26",546.85
"Currency","2017/01/25",546.89
"Currency","2017/01/24",547.02
"Currency","2017/01/23",546.95
"Currency","2017/01/20",547.00
"Currency","2017/01/19",547.03
"Currency","2017/01/18",543.67
"Currency","2017/01/17",546.53
"Currency","2017/01/16",547.10
"Currency","2017/01/13",547.60
"Currency","2017/01/12",549.10
"Currency","2017/01/11",548.32
"Currency","2017/01/10",548.38
"Currency","2017/01/09",548.25
"Currency","2017/01/06",548.80
"Currency","2017/01/05",547.78
"Currency","2017/01/04",545.00
"Currency","2017/01/03",547.12
"Currency","2017/01/02",547.18
"Currency","2016/12/30",547.17
"Currency","2016/12/29",548.32
"Currency","2016/12/28",547.30
"Currency","2016/12/27",546.92
"Currency","2016/12/26",547.06
"Currency","2016/12/23",548.05
"Currency","2016/12/22",547.30
"Currency","2016/12/21",545.40
"Currency","2016/12/20",544.32
"Currency","2016/12/19",545.00
"Currency","2016/12/16",544.08
"Currency","2016/12/15",544.02
"Currency","2016/12/14",544.06
"Currency","2016/12/13",548.75
"Currency","2016/12/12",545.00
"Currency","2016/12/10",545.00
"Currency","2016/12/09",550.03
"Currency","2016/12/08",550.09
"Currency","2016/12/07",545.11
"Currency","2016/12/06",546.00
"Currency","2016/12/05",545.15
"Currency","2016/12/02",545.17
"Currency","2016/12/01",535.27
"Currency","2016/11/30",545.75
"Currency","2016/11/29",546.58
"Currency","2016/11/28",546.82
"Currency","2016/11/25",547.05
"Currency","2016/11/24",547.35
"Currency","2016/11/23",547.35
"Currency","2016/11/22",547.43
"Currency","2016/11/21",548.04
"Currency","2016/11/19",548.70
"Currency","2016/11/18",548.70
"Currency","2016/11/17",549.10
"Currency","2016/11/16",549.13
"Currency","2016/11/15",549.16
"Currency","2016/11/14",549.13
"Currency","2016/11/12",549.34
"Currency","2016/11/11",549.34
"Currency","2016/11/10",549.03
"Currency","2016/11/09",548.69
"Currency","2016/11/08",548.71
"Currency","2016/11/07",548.45
"Currency","2016/11/04",547.94
"Currency","2016/11/03",547.79
"Currency","2016/11/02",547.60
"Currency","2016/11/01",547.40
"Currency","2016/10/31",547.38
"Currency","2016/10/28",547.55
"Currency","2016/10/27",547.40
"Currency","2016/10/26",547.38
"Currency","2016/10/25",547.83
"Currency","2016/10/24",547.23
"Currency","2016/10/21",547.25
"Currency","2016/10/20",555.10
"Currency","2016/10/19",554.00
"Currency","2016/10/18",554.30
"Currency","2016/10/17",552.26
"Currency","2016/10/14",555.00
"Currency","2016/10/13",547.18
"Currency","2016/10/12",555.20
"Currency","2016/10/11",552.22
"Currency","2016/10/10",555.00
"Currency","2016/10/07",555.90
"Currency","2016/10/06",555.75
"Currency","2016/10/05",555.20
"Currency","2016/10/04",554.75
"Currency","2016/10/03",552.00
"Currency","2016/10/01",546.33
"Currency","2016/09/30",553.75
"Currency","2016/09/29",555.10
"Currency","2016/09/28",554.50
"Currency","2016/09/27",554.60
"Currency","2016/09/26",554.30
"Currency","2016/09/24",545.92
"Currency","2016/09/23",554.20
"Currency","2016/09/22",554.20
"Currency","2016/09/21",552.65
"Currency","2016/09/20",552.35
"Currency","2016/09/19",552.55
"Currency","2016/09/17",545.49
"Currency","2016/09/16",552.60
"Currency","2016/09/15",550.49
"Currency","2016/09/14",553.10
"Currency","2016/09/13",554.00
"Currency","2016/09/12",554.30
"Currency","2016/09/10",546.20
"Currency","2016/09/09",553.80
"Currency","2016/09/08",554.15
"Currency","2016/09/07",554.15
"Currency","2016/09/06",553.75
"Currency","2016/09/05",543.18
"Currency","2016/09/03",545.98
"Currency","2016/09/02",545.98
"Currency","2016/09/01",546.00
"Currency","2016/08/31",545.98
"Currency","2016/08/30",546.00
"Currency","2016/08/29",546.11
"Currency","2016/08/26",546.03
"Currency","2016/08/25",545.02
"Currency","2016/08/24",553.90
"Currency","2016/08/23",550.01
"Currency","2016/08/22",552.15
"Currency","2016/08/20",543.97
"Currency","2016/08/19",553.15
"Currency","2016/08/18",553.05
"Currency","2016/08/17",552.38
"Currency","2016/08/16",548.50
"Currency","2016/08/15",548.50
"Currency","2016/08/13",543.63
"Currency","2016/08/12",551.92
"Currency","2016/08/11",550.85
"Currency","2016/08/10",551.35
"Currency","2016/08/09",552.55
"Currency","2016/08/08",551.47
"Currency","2016/08/05",550.45
"Currency","2016/08/04",550.40
"Currency","2016/08/03",551.13
"Currency","2016/08/02",548.18
"Currency","2016/08/01",550.20
"Currency","2016/07/29",550.85
"Currency","2016/07/28",550.70
"Currency","2016/07/27",549.45
"Currency","2016/07/26",548.65
"Currency","2016/07/25",546.36
"Currency","2016/07/22",549.55
"Currency","2016/07/21",549.35
"Currency","2016/07/20",549.65
"Currency","2016/07/19",546.48
"Currency","2016/07/18",548.35
"Currency","2016/07/15",548.20
"Currency","2016/07/14",548.58
"Currency","2016/07/13",548.40
"Currency","2016/07/12",548.90
"Currency","2016/07/11",549.70
"Currency","2016/07/08",549.85
"Currency","2016/07/07",548.90
"Currency","2016/07/06",550.50
"Currency","2016/07/05",550.95
"Currency","2016/07/04",550.33
"Currency","2016/07/03",541.67
"Currency","2016/07/01",548.88
"Currency","2016/06/30",548.75
"Currency","2016/06/29",550.15
"Currency","2016/06/28",550.75
"Currency","2016/06/27",545.33
"Currency","2016/06/24",548.60
"Currency","2016/06/23",547.88
"Currency","2016/06/22",549.00
"Currency","2016/06/21",548.80
"Currency","2016/06/20",548.65
"Currency","2016/06/17",547.45
"Currency","2016/06/16",543.70
"Currency","2016/06/15",543.68
"Currency","2016/06/14",543.55
"Currency","2016/06/13",541.48
"Currency","2016/06/10",545.25
"Currency","2016/06/09",546.25
"Currency","2016/06/08",545.50
"Currency","2016/06/07",537.27
"Currency","2016/06/06",539.33
"Currency","2016/06/04",537.50
"Currency","2016/06/03",537.50
"Currency","2016/06/02",537.12
"Currency","2016/06/01",536.97
"Currency","2016/05/31",537.25
"Currency","2016/05/30",536.85
"Currency","2016/05/28",536.85
"Currency","2016/05/27",536.85
"Currency","2016/05/26",537.04
"Currency","2016/05/25",534.78
"Currency","2016/05/24",536.32
"Currency","2016/05/23",536.02
"Currency","2016/05/20",536.09
"Currency","2016/05/19",535.85
"Currency","2016/05/18",535.82
"Currency","2016/05/17",535.76
"Currency","2016/05/16",535.81
"Currency","2016/05/13",535.81
"Currency","2016/05/12",536.02
"Currency","2016/05/11",536.13
"Currency","2016/05/10",536.18
"Currency","2016/05/09",536.14
"Currency","2016/05/06",535.66
"Currency","2016/05/05",536.18
"Currency","2016/05/04",536.18
"Currency","2016/05/03",536.40
"Currency","2016/05/02",536.49
"Currency","2016/04/29",536.00
"Currency","2016/04/28",535.83
"Currency","2016/04/27",535.01
"Currency","2016/04/26",534.33
"Currency","2016/04/25",534.23
"Currency","2016/04/23",534.98
"Currency","2016/04/22",534.98
"Currency","2016/04/21",534.32
"Currency","2016/04/20",534.33
"Currency","2016/04/19",534.08
"Currency","2016/04/18",534.15
"Currency","2016/04/15",534.43
"Currency","2016/04/14",534.81
"Currency","2016/04/13",535.08
"Currency","2016/04/12",535.20
"Currency","2016/04/11",535.18
"Currency","2016/04/08",535.27
"Currency","2016/04/07",535.25
"Currency","2016/04/06",535.30
"Currency","2016/04/05",534.95
"Currency","2016/04/04",534.60
"Currency","2016/04/01",534.60
"Currency","2016/03/31",534.58
"Currency","2016/03/30",533.77
"Currency","2016/03/29",533.70
"Currency","2016/03/28",533.68
"Currency","2016/03/25",533.70
"Currency","2016/03/24",533.70
"Currency","2016/03/23",533.86
"Currency","2016/03/22",533.95
"Currency","2016/03/21",533.96
"Currency","2016/03/18",533.96
"Currency","2016/03/17",533.94
"Currency","2016/03/16",533.93
"Currency","2016/03/15",533.99
"Currency","2016/03/14",534.08
"Currency","2016/03/13",534.07
"Currency","2016/03/11",534.07
"Currency","2016/03/10",534.43
"Currency","2016/03/09",534.40
"Currency","2016/03/08",534.52
"Currency","2016/03/07",534.43
"Currency","2016/03/06",534.33
"Currency","2016/03/04",534.33
"Currency","2016/03/03",534.58
"Currency","2016/03/02",534.58
"Currency","2016/03/01",534.68
"Currency","2016/02/29",534.67
"Currency","2016/02/28",534.22
"Currency","2016/02/26",534.22
"Currency","2016/02/25",534.22
"Currency","2016/02/24",534.16
"Currency","2016/02/23",534.28
"Currency","2016/02/22",534.18
"Currency","2016/02/19",534.45
"Currency","2016/02/18",534.58
"Currency","2016/02/17",534.36
"Currency","2016/02/16",534.47
"Currency","2016/02/15",534.41
"Currency","2016/02/12",535.24
"Currency","2016/02/11",536.17
"Currency","2016/02/10",536.44
"Currency","2016/02/09",536.97
"Currency","2016/02/08",537.08
"Currency","2016/02/05",537.22
"Currency","2016/02/04",538.20
"Currency","2016/02/03",537.19
"Currency","2016/02/02",536.99
"Currency","2016/02/01",536.86
"Currency","2016/01/29",536.29
"Currency","2016/01/28",535.53
"Currency","2016/01/27",535.08
"Currency","2016/01/26",534.89
"Currency","2016/01/25",534.77
"Currency","2016/01/22",534.50
"Currency","2016/01/21",534.00
"Currency","2016/01/20",534.00
"Currency","2016/01/19",533.80
"Currency","2016/01/18",533.74
"Currency","2016/01/15",533.74
"Currency","2016/01/14",533.74
"Currency","2016/01/13",533.70
"Currency","2016/01/12",534.32
"Currency","2016/01/11",534.75
"Currency","2016/01/08",536.48
"Currency","2016/01/07",535.48
"Currency","2016/01/06",535.25
"Currency","2016/01/05",536.93
"Currency","2016/01/04",536.94
"Currency","2016/01/01",537.30
"Currency","2015/12/31",537.30
"Currency","2015/12/30",537.30
"Currency","2015/12/29",536.17
"Currency","2015/12/28",536.30
"Currency","2015/12/25",535.43
"Currency","2015/12/24",535.43
"Currency","2015/12/23",536.44
"Currency","2015/12/22",535.05
"Currency","2015/12/21",533.40
"Currency","2015/12/20",531.32
"Currency","2015/12/18",531.08
"Currency","2015/12/17",534.50
"Currency","2015/12/16",531.18
"Currency","2015/12/15",531.25
"Currency","2015/12/14",531.22
"Currency","2015/12/11",531.25
"Currency","2015/12/10",532.00
"Currency","2015/12/09",535.50
"Currency","2015/12/08",532.00
"Currency","2015/12/07",531.00
"Currency","2015/12/06",531.35
"Currency","2015/12/04",531.35
"Currency","2015/12/03",532.00
"Currency","2015/12/02",531.25
"Currency","2015/12/01",531.27
"Currency","2015/11/30",531.05
"Currency","2015/11/28",531.40
"Currency","2015/11/27",531.40
"Currency","2015/11/26",532.00
"Currency","2015/11/25",531.40
"Currency","2015/11/24",532.00
"Currency","2015/11/23",532.00
"Currency","2015/11/20",531.43
"Currency","2015/11/19",531.58
"Currency","2015/11/18",534.75
"Currency","2015/11/17",534.45
"Currency","2015/11/16",534.60
"Currency","2015/11/13",534.65
"Currency","2015/11/12",534.40
"Currency","2015/11/11",535.40
"Currency","2015/11/10",535.85
"Currency","2015/11/09",534.00
"Currency","2015/11/08",532.95
"Currency","2015/11/06",536.15
"Currency","2015/11/05",536.00
"Currency","2015/11/04",536.15
"Currency","2015/11/03",535.85
"Currency","2015/11/02",536.10
"Currency","2015/11/01",532.98
"Currency","2015/10/30",536.25
"Currency","2015/10/29",535.65
"Currency","2015/10/28",535.60
"Currency","2015/10/27",535.00
"Currency","2015/10/26",535.40
"Currency","2015/10/25",533.05
"Currency","2015/10/23",535.50
"Currency","2015/10/22",535.40
"Currency","2015/10/21",535.55
"Currency","2015/10/20",535.35
"Currency","2015/10/19",535.30
"Currency","2015/10/18",533.00
"Currency","2015/10/16",534.65
"Currency","2015/10/15",534.03
"Currency","2015/10/14",535.15
"Currency","2015/10/13",535.40
"Currency","2015/10/12",533.47
"Currency","2015/10/09",536.10
"Currency","2015/10/08",535.90
"Currency","2015/10/07",536.70
"Currency","2015/10/06",536.95
"Currency","2015/10/05",536.90
"Currency","2015/10/04",534.95
"Currency","2015/10/02",534.95
"Currency","2015/10/01",534.95
"Currency","2015/09/30",534.95
"Currency","2015/09/29",532.70
"Currency","2015/09/28",532.70
"Currency","2015/09/27",532.63
"Currency","2015/09/26",532.63
"Currency","2015/09/25",532.63
"Currency","2015/09/24",532.38
"Currency","2015/09/23",533.60
"Currency","2015/09/22",533.64
"Currency","2015/09/21",532.30
"Currency","2015/09/20",532.30
"Currency","2015/09/18",532.35
"Currency","2015/09/17",532.38
"Currency","2015/09/16",532.52
"Currency","2015/09/15",532.55
"Currency","2015/09/14",534.08
"Currency","2015/09/13",534.85
"Currency","2015/09/11",534.85
"Currency","2015/09/10",537.60
"Currency","2015/09/09",536.44
"Currency","2015/09/08",536.48
"Currency","2015/09/07",536.02
"Currency","2015/09/06",536.05
"Currency","2015/09/04",536.05
"Currency","2015/09/03",534.45
"Currency","2015/09/02",534.35
"Currency","2015/09/01",534.12
"Currency","2015/08/31",534.00
"Currency","2015/08/30",532.40
"Currency","2015/08/28",532.40
"Currency","2015/08/27",532.38
"Currency","2015/08/26",532.33
"Currency","2015/08/25",532.30
"Currency","2015/08/24",532.28
"Currency","2015/08/21",532.30
"Currency","2015/08/20",532.35
"Currency","2015/08/19",532.35
"Currency","2015/08/18",532.50
"Currency","2015/08/17",532.25
"Currency","2015/08/14",533.33
"Currency","2015/08/13",533.40
"Currency","2015/08/12",533.30
"Currency","2015/08/11",533.38
"Currency","2015/08/10",533.30
"Currency","2015/08/07",533.25
"Currency","2015/08/06",536.35
"Currency","2015/08/05",533.30
"Currency","2015/08/04",533.38
"Currency","2015/08/03",533.30
"Currency","2015/07/31",533.40
"Currency","2015/07/30",533.38
"Currency","2015/07/29",533.35
"Currency","2015/07/28",533.30
"Currency","2015/07/27",537.58
"Currency","2015/07/24",536.18
"Currency","2015/07/23",535.38
"Currency","2015/07/22",535.40
"Currency","2015/07/21",533.35
"Currency","2015/07/20",533.25
"Currency","2015/07/17",533.30
"Currency","2015/07/16",533.30
"Currency","2015/07/15",533.30
"Currency","2015/07/14",533.30
"Currency","2015/07/13",533.22
"Currency","2015/07/12",533.25
"Currency","2015/07/10",533.25
"Currency","2015/07/09",536.45
"Currency","2015/07/08",536.40
"Currency","2015/07/07",533.43
"Currency","2015/07/06",534.17
"Currency","2015/07/04",533.35
"Currency","2015/07/03",533.48
"Currency","2015/07/02",533.48
"Currency","2015/07/01",533.22
"Currency","2015/06/30",533.70
"Currency","2015/06/29",533.59
"Currency","2015/06/26",533.77
"Currency","2015/06/25",533.76
"Currency","2015/06/24",533.75
"Currency","2015/06/23",533.86
"Currency","2015/06/22",538.12
"Currency","2015/06/19",534.37
"Currency","2015/06/18",534.86
"Currency","2015/06/17",535.75
"Currency","2015/06/16",534.84
"Currency","2015/06/15",534.87
"Currency","2015/06/12",534.89
"Currency","2015/06/11",536.00
"Currency","2015/06/10",535.00
"Currency","2015/06/09",535.37
"Currency","2015/06/08",536.50
"Currency","2015/06/05",535.25
"Currency","2015/06/04",535.34
"Currency","2015/06/03",535.39
"Currency","2015/06/02",535.04
"Currency","2015/06/01",535.20
"Currency","2015/05/29",531.39
"Currency","2015/05/28",531.50
"Currency","2015/05/27",531.59
"Currency","2015/05/26",531.64
"Currency","2015/05/25",531.67
"Currency","2015/05/22",531.67
"Currency","2015/05/21",531.70
"Currency","2015/05/20",531.75
"Currency","2015/05/19",531.79
"Currency","2015/05/18",531.75
"Currency","2015/05/15",531.75
"Currency","2015/05/14",531.59
"Currency","2015/05/13",531.70
"Currency","2015/05/12",531.75
"Currency","2015/05/11",518.38
"Currency","2015/05/08",531.17
"Currency","2015/05/07",531.20
"Currency","2015/05/06",531.20
"Currency","2015/05/05",531.25
"Currency","2015/05/04",517.42
"Currency","2015/05/01",531.29
"Currency","2015/04/30",532.07
"Currency","2015/04/29",531.20
"Currency","2015/04/28",531.20
"Currency","2015/04/27",514.55
"Currency","2015/04/24",530.87
"Currency","2015/04/23",530.09
"Currency","2015/04/22",530.20
"Currency","2015/04/21",530.25
"Currency","2015/04/20",518.45
"Currency","2015/04/17",530.39
"Currency","2015/04/16",530.75
"Currency","2015/04/15",531.00
"Currency","2015/04/14",534.64
"Currency","2015/04/13",520.46
"Currency","2015/04/10",533.95
"Currency","2015/04/09",533.89
"Currency","2015/04/08",533.95
"Currency","2015/04/07",534.04
"Currency","2015/04/06",519.49
"Currency","2015/04/03",534.59
"Currency","2015/04/02",534.70
"Currency","2015/04/01",534.79
