"Indicator","Time","Value (USD/CRC)"
"Currency","2000/12/11",316.76
"Currency","2000/12/08",316.72
"Currency","2000/12/07",316.54
"Currency","2000/12/06",316.52
"Currency","2000/12/05",316.43
"Currency","2000/12/04",316.34
"Currency","2000/12/01",316.28
"Currency","2000/11/30",316.25
"Currency","2000/11/29",316.07
"Currency","2000/11/28",316.05
"Currency","2000/11/27",315.90
"Currency","2000/11/24",315.90
"Currency","2000/11/23",315.66
"Currency","2000/11/22",315.66
"Currency","2000/11/21",315.62
"Currency","2000/11/20",315.51
"Currency","2000/11/17",315.48
"Currency","2000/11/16",315.42
"Currency","2000/11/15",315.32
"Currency","2000/11/14",315.18
"Currency","2000/11/13",315.18
"Currency","2000/11/10",315.09
"Currency","2000/11/09",315.01
"Currency","2000/11/08",314.93
"Currency","2000/11/07",314.78
"Currency","2000/11/06",314.75
"Currency","2000/11/03",314.67
"Currency","2000/11/02",314.57
"Currency","2000/11/01",314.57
"Currency","2000/10/31",314.48
"Currency","2000/10/30",314.33
"Currency","2000/10/27",314.05
"Currency","2000/10/26",314.18
"Currency","2000/10/25",314.13
"Currency","2000/10/24",314.07
"Currency","2000/10/23",313.92
"Currency","2000/10/20",313.85
"Currency","2000/10/19",313.76
"Currency","2000/10/18",313.74
"Currency","2000/10/17",313.59
"Currency","2000/10/16",313.56
"Currency","2000/10/13",313.56
"Currency","2000/10/12",313.48
"Currency","2000/10/11",313.45
"Currency","2000/10/10",313.33
"Currency","2000/10/09",313.23
"Currency","2000/10/06",313.23
"Currency","2000/10/05",313.05
"Currency","2000/10/04",313.00
"Currency","2000/10/03",312.91
"Currency","2000/10/02",312.80
"Currency","2000/09/29",312.27
"Currency","2000/09/28",312.59
"Currency","2000/09/27",312.59
"Currency","2000/09/26",310.00
"Currency","2000/09/25",312.43
"Currency","2000/09/22",312.27
"Currency","2000/09/21",312.27
"Currency","2000/09/20",312.11
"Currency","2000/09/19",311.50
"Currency","2000/09/18",306.29
"Currency","2000/09/15",306.29
"Currency","2000/09/14",311.88
"Currency","2000/09/13",311.86
"Currency","2000/09/12",311.76
"Currency","2000/09/11",311.76
"Currency","2000/09/08",306.29
"Currency","2000/09/07",311.52
"Currency","2000/09/06",311.41
"Currency","2000/09/05",311.34
"Currency","2000/09/04",310.00
"Currency","2000/09/01",310.00
"Currency","2000/08/31",311.09
"Currency","2000/08/30",307.04
"Currency","2000/08/29",307.04
"Currency","2000/08/28",310.00
"Currency","2000/08/25",306.29
"Currency","2000/08/24",310.25
"Currency","2000/08/23",310.61
"Currency","2000/08/22",310.57
"Currency","2000/08/21",310.48
"Currency","2000/08/18",306.29
"Currency","2000/08/17",310.00
"Currency","2000/08/16",310.00
"Currency","2000/08/15",307.00
"Currency","2000/08/14",310.28
"Currency","2000/08/11",310.21
"Currency","2000/08/10",310.03
"Currency","2000/08/09",309.95
"Currency","2000/08/08",309.83
"Currency","2000/08/07",309.66
"Currency","2000/08/04",306.29
"Currency","2000/08/03",309.56
"Currency","2000/08/02",309.56
"Currency","2000/08/01",309.37
"Currency","2000/07/31",309.31
"Currency","2000/07/28",306.29
"Currency","2000/07/27",306.00
"Currency","2000/07/26",309.07
"Currency","2000/07/25",309.07
"Currency","2000/07/24",309.07
"Currency","2000/07/21",309.08
"Currency","2000/07/20",308.87
"Currency","2000/07/19",308.87
"Currency","2000/07/18",308.80
"Currency","2000/07/17",308.72
"Currency","2000/07/14",306.29
"Currency","2000/07/13",308.37
"Currency","2000/07/12",308.50
"Currency","2000/07/11",305.00
"Currency","2000/07/10",308.39
"Currency","2000/07/07",306.29
"Currency","2000/07/06",307.89
"Currency","2000/07/05",308.00
"Currency","2000/07/04",307.70
"Currency","2000/07/03",307.70
"Currency","2000/06/30",307.70
"Currency","2000/06/29",307.59
"Currency","2000/06/28",307.59
"Currency","2000/06/27",307.50
"Currency","2000/06/26",307.20
"Currency","2000/06/23",307.20
"Currency","2000/06/22",307.20
"Currency","2000/06/21",307.20
"Currency","2000/06/20",307.09
"Currency","2000/06/19",307.00
"Currency","2000/06/16",306.79
"Currency","2000/06/15",306.59
"Currency","2000/06/14",306.59
"Currency","2000/06/13",306.59
"Currency","2000/06/12",306.29
"Currency","2000/06/09",306.29
"Currency","2000/06/08",306.29
"Currency","2000/06/07",306.20
"Currency","2000/06/06",306.20
"Currency","2000/06/05",306.20
"Currency","2000/06/02",306.09
"Currency","2000/06/01",306.00
"Currency","2000/05/31",305.95
"Currency","2000/05/30",305.89
"Currency","2000/05/29",305.59
"Currency","2000/05/26",305.59
"Currency","2000/05/25",305.59
"Currency","2000/05/24",305.54
"Currency","2000/05/23",305.45
"Currency","2000/05/22",305.39
"Currency","2000/05/19",305.34
"Currency","2000/05/18",305.29
"Currency","2000/05/17",305.14
"Currency","2000/05/16",305.09
"Currency","2000/05/15",305.09
"Currency","2000/05/12",304.89
"Currency","2000/05/11",304.79
"Currency","2000/05/10",304.75
"Currency","2000/05/09",304.75
"Currency","2000/05/08",304.70
"Currency","2000/05/05",304.50
"Currency","2000/05/04",304.50
"Currency","2000/05/03",304.39
"Currency","2000/05/02",304.29
"Currency","2000/05/01",304.29
"Currency","2000/04/28",304.14
"Currency","2000/04/27",304.09
"Currency","2000/04/26",304.04
"Currency","2000/04/25",304.00
"Currency","2000/04/24",304.09
"Currency","2000/04/21",304.09
"Currency","2000/04/20",304.09
"Currency","2000/04/19",303.84
"Currency","2000/04/18",303.75
"Currency","2000/04/17",303.59
"Currency","2000/04/14",304.09
"Currency","2000/04/13",303.59
"Currency","2000/04/12",303.59
"Currency","2000/04/11",301.99
"Currency","2000/04/10",301.99
"Currency","2000/04/07",301.99
"Currency","2000/04/06",303.29
"Currency","2000/04/05",300.00
"Currency","2000/04/04",303.14
"Currency","2000/04/03",303.09
"Currency","2000/03/31",302.89
"Currency","2000/03/30",302.84
"Currency","2000/03/29",302.79
"Currency","2000/03/28",302.70
"Currency","2000/03/27",298.50
"Currency","2000/03/24",302.45
"Currency","2000/03/23",302.20
"Currency","2000/03/22",302.09
"Currency","2000/03/21",302.14
"Currency","2000/03/20",301.84
"Currency","2000/03/17",301.84
"Currency","2000/03/16",301.84
"Currency","2000/03/15",301.75
"Currency","2000/03/14",301.75
"Currency","2000/03/13",301.99
"Currency","2000/03/10",301.99
"Currency","2000/03/09",301.50
"Currency","2000/03/08",301.45
"Currency","2000/03/07",298.00
"Currency","2000/03/06",301.29
"Currency","2000/03/03",301.48
"Currency","2000/03/02",301.20
"Currency","2000/03/01",301.00
"Currency","2000/02/29",301.00
"Currency","2000/02/28",300.79
"Currency","2000/02/25",301.07
"Currency","2000/02/24",300.75
"Currency","2000/02/23",297.75
"Currency","2000/02/22",297.75
"Currency","2000/02/21",300.74
"Currency","2000/02/18",300.74
"Currency","2000/02/17",300.34
"Currency","2000/02/16",300.34
"Currency","2000/02/15",300.29
"Currency","2000/02/14",300.25
"Currency","2000/02/11",300.36
"Currency","2000/02/10",300.14
"Currency","2000/02/09",297.00
"Currency","2000/02/08",300.09
"Currency","2000/02/07",300.00
"Currency","2000/02/04",296.64
"Currency","2000/02/03",296.64
"Currency","2000/02/02",296.64
"Currency","2000/02/01",299.67
"Currency","2000/01/31",299.67
"Currency","2000/01/28",299.67
"Currency","2000/01/27",296.00
"Currency","2000/01/26",296.00
"Currency","2000/01/25",299.00
"Currency","2000/01/24",299.00
"Currency","2000/01/21",299.22
"Currency","2000/01/20",298.79
"Currency","2000/01/19",298.70
"Currency","2000/01/18",298.50
"Currency","2000/01/17",298.39
"Currency","2000/01/14",298.39
"Currency","2000/01/13",298.45
"Currency","2000/01/12",298.34
"Currency","2000/01/11",295.00
"Currency","2000/01/10",295.00
"Currency","2000/01/07",298.20
"Currency","2000/01/06",297.50
"Currency","2000/01/05",297.50
"Currency","2000/01/04",297.50
"Currency","2000/01/03",297.50
"Currency","1999/12/31",297.70
"Currency","1999/12/30",297.70
"Currency","1999/12/29",297.53
"Currency","1999/12/28",297.53
"Currency","1999/12/27",297.53
"Currency","1999/12/24",297.53
"Currency","1999/12/23",294.26
"Currency","1999/12/22",294.26
"Currency","1999/12/21",294.26
"Currency","1999/12/20",297.24
"Currency","1999/12/17",297.24
"Currency","1999/12/16",296.84
"Currency","1999/12/15",296.84
"Currency","1999/12/14",296.84
"Currency","1999/12/13",296.84
"Currency","1999/12/10",296.84
"Currency","1999/12/09",295.25
"Currency","1999/12/08",295.25
"Currency","1999/12/07",296.36
"Currency","1999/12/06",296.36
"Currency","1999/12/03",296.36
"Currency","1999/12/02",292.79
"Currency","1999/12/01",292.79
"Currency","1999/11/30",295.81
"Currency","1999/11/29",295.81
"Currency","1999/11/26",295.81
"Currency","1999/11/25",295.48
"Currency","1999/11/24",295.48
"Currency","1999/11/23",295.48
"Currency","1999/11/22",295.48
"Currency","1999/11/19",295.48
"Currency","1999/11/18",295.09
"Currency","1999/11/17",295.09
"Currency","1999/11/16",295.09
"Currency","1999/11/15",295.04
"Currency","1999/11/12",295.04
"Currency","1999/11/11",294.50
"Currency","1999/11/10",294.50
"Currency","1999/11/09",294.50
"Currency","1999/11/08",291.59
"Currency","1999/11/05",294.56
"Currency","1999/11/04",294.20
"Currency","1999/11/03",294.20
"Currency","1999/11/02",294.20
"Currency","1999/11/01",294.14
"Currency","1999/10/29",294.14
"Currency","1999/10/28",293.00
"Currency","1999/10/27",293.00
"Currency","1999/10/26",293.00
"Currency","1999/10/25",290.00
"Currency","1999/10/22",293.62
"Currency","1999/10/21",293.09
"Currency","1999/10/20",293.09
"Currency","1999/10/19",293.09
"Currency","1999/10/18",293.09
"Currency","1999/10/15",293.09
"Currency","1999/10/14",289.25
"Currency","1999/10/13",289.25
"Currency","1999/10/12",292.73
"Currency","1999/10/11",292.73
"Currency","1999/10/08",292.73
"Currency","1999/10/07",292.39
"Currency","1999/10/06",292.39
"Currency","1999/10/05",292.39
"Currency","1999/10/04",292.29
"Currency","1999/10/01",291.79
"Currency","1999/09/30",291.79
"Currency","1999/09/29",290.79
"Currency","1999/09/28",290.79
"Currency","1999/09/27",290.84
"Currency","1999/09/24",291.90
"Currency","1999/09/23",285.00
"Currency","1999/09/22",285.00
"Currency","1999/09/21",285.00
"Currency","1999/09/20",285.00
"Currency","1999/09/17",285.00
"Currency","1999/09/16",285.00
"Currency","1999/09/15",285.00
"Currency","1999/09/14",285.00
"Currency","1999/09/13",290.79
"Currency","1999/09/10",291.11
"Currency","1999/09/09",290.64
"Currency","1999/09/08",290.64
"Currency","1999/09/07",290.64
"Currency","1999/09/06",290.73
"Currency","1999/09/03",290.73
"Currency","1999/09/02",290.39
"Currency","1999/09/01",290.37
"Currency","1999/08/31",290.37
"Currency","1999/08/30",290.37
"Currency","1999/08/27",290.37
"Currency","1999/08/26",286.89
"Currency","1999/08/25",286.89
"Currency","1999/08/24",286.89
"Currency","1999/08/23",289.79
"Currency","1999/08/20",289.79
"Currency","1999/08/19",288.59
"Currency","1999/08/18",288.59
"Currency","1999/08/17",288.59
"Currency","1999/08/16",288.59
"Currency","1999/08/13",289.33
"Currency","1999/08/12",288.87
"Currency","1999/08/11",288.87
"Currency","1999/08/10",288.87
"Currency","1999/08/09",288.87
"Currency","1999/08/06",288.87
"Currency","1999/08/05",280.00
"Currency","1999/08/04",280.00
"Currency","1999/08/03",280.00
"Currency","1999/08/02",280.00
"Currency","1999/07/30",288.52
"Currency","1999/07/29",283.00
"Currency","1999/07/28",283.00
"Currency","1999/07/27",283.00
"Currency","1999/07/26",288.02
"Currency","1999/07/23",288.02
"Currency","1999/07/22",282.50
"Currency","1999/07/21",282.50
"Currency","1999/07/20",282.50
"Currency","1999/07/19",282.50
"Currency","1999/07/16",287.54
"Currency","1999/07/15",286.99
"Currency","1999/07/14",286.99
"Currency","1999/07/13",286.99
"Currency","1999/07/12",286.99
"Currency","1999/07/09",286.99
"Currency","1999/07/08",283.63
"Currency","1999/07/07",283.63
"Currency","1999/07/06",283.63
"Currency","1999/07/05",286.50
"Currency","1999/07/02",286.50
"Currency","1999/07/01",285.89
"Currency","1999/06/30",285.89
"Currency","1999/06/29",285.89
"Currency","1999/06/28",285.89
"Currency","1999/06/25",282.50
"Currency","1999/06/24",282.50
"Currency","1999/06/23",282.50
"Currency","1999/06/22",282.50
"Currency","1999/06/21",282.50
"Currency","1999/06/18",284.72
"Currency","1999/06/17",284.72
"Currency","1999/06/16",284.72
"Currency","1999/06/15",284.72
"Currency","1999/06/14",284.72
"Currency","1999/06/11",284.72
"Currency","1999/06/10",284.10
"Currency","1999/06/09",284.10
"Currency","1999/06/08",284.10
"Currency","1999/06/07",284.10
"Currency","1999/06/04",284.10
"Currency","1999/06/03",283.52
"Currency","1999/06/02",283.52
"Currency","1999/06/01",283.52
"Currency","1999/05/31",283.52
"Currency","1999/05/28",283.52
"Currency","1999/05/27",282.00
"Currency","1999/05/26",282.00
"Currency","1999/05/25",282.00
"Currency","1999/05/24",282.00
"Currency","1999/05/21",282.05
"Currency","1999/05/20",282.05
"Currency","1999/05/19",282.05
"Currency","1999/05/18",282.05
"Currency","1999/05/17",282.05
"Currency","1999/05/14",282.05
"Currency","1999/05/13",281.00
"Currency","1999/05/12",281.00
"Currency","1999/05/11",281.00
"Currency","1999/05/10",281.68
"Currency","1999/05/07",281.68
"Currency","1999/05/06",280.75
"Currency","1999/05/05",280.75
"Currency","1999/05/04",280.75
"Currency","1999/05/03",281.10
"Currency","1999/04/30",280.64
"Currency","1999/04/29",280.64
"Currency","1999/04/28",280.64
"Currency","1999/04/27",280.64
"Currency","1999/04/26",280.64
"Currency","1999/04/23",280.54
"Currency","1999/04/22",279.91
"Currency","1999/04/21",279.91
"Currency","1999/04/20",279.91
"Currency","1999/04/19",279.91
"Currency","1999/04/16",279.91
"Currency","1999/04/15",279.29
"Currency","1999/04/14",279.29
"Currency","1999/04/13",279.29
"Currency","1999/04/12",279.29
"Currency","1999/04/09",279.29
"Currency","1999/04/08",278.80
"Currency","1999/04/07",278.80
"Currency","1999/04/06",278.80
"Currency","1999/04/05",278.80
"Currency","1999/04/02",278.80
"Currency","1999/04/01",278.80
"Currency","1999/03/31",277.25
"Currency","1999/03/30",277.25
"Currency","1999/03/29",277.25
"Currency","1999/03/26",278.33
"Currency","1999/03/25",274.98
"Currency","1999/03/24",274.98
"Currency","1999/03/23",274.98
"Currency","1999/03/22",274.98
"Currency","1999/03/19",277.75
"Currency","1999/03/18",274.59
"Currency","1999/03/17",274.59
"Currency","1999/03/16",277.13
"Currency","1999/03/15",277.13
"Currency","1999/03/12",277.13
"Currency","1999/03/11",262.00
"Currency","1999/03/10",262.00
"Currency","1999/03/09",262.00
"Currency","1999/03/08",262.00
"Currency","1999/03/05",276.51
"Currency","1999/03/04",272.59
"Currency","1999/03/03",272.59
"Currency","1999/03/02",272.59
"Currency","1999/03/01",272.59
"Currency","1999/02/26",275.91
"Currency","1999/02/25",275.34
"Currency","1999/02/24",275.34
"Currency","1999/02/23",275.34
"Currency","1999/02/22",275.34
"Currency","1999/02/19",275.34
"Currency","1999/02/18",274.14
"Currency","1999/02/17",274.14
"Currency","1999/02/16",274.14
"Currency","1999/02/15",274.14
"Currency","1999/02/12",274.14
"Currency","1999/02/11",274.14
"Currency","1999/02/10",274.14
"Currency","1999/02/09",274.14
"Currency","1999/02/08",274.14
"Currency","1999/02/05",274.14
"Currency","1999/02/04",273.57
"Currency","1999/02/03",273.57
"Currency","1999/02/02",273.57
"Currency","1999/02/01",273.57
"Currency","1999/01/29",273.57
"Currency","1999/01/28",272.68
"Currency","1999/01/27",272.68
"Currency","1999/01/26",272.68
"Currency","1999/01/25",272.68
"Currency","1999/01/22",272.68
"Currency","1999/01/21",272.30
"Currency","1999/01/20",272.30
"Currency","1999/01/19",272.30
"Currency","1999/01/18",272.30
"Currency","1999/01/15",272.30
"Currency","1999/01/14",271.71
"Currency","1999/01/13",271.71
"Currency","1999/01/12",271.71
"Currency","1999/01/11",271.71
"Currency","1999/01/08",271.71
"Currency","1999/01/07",271.41
"Currency","1999/01/06",271.41
"Currency","1999/01/05",271.41
"Currency","1999/01/04",271.41
"Currency","1999/01/01",271.41
"Currency","1998/12/31",271.41
"Currency","1998/12/30",270.93
"Currency","1998/12/29",270.93
"Currency","1998/12/28",270.93
"Currency","1998/12/25",270.93
"Currency","1998/12/24",270.93
"Currency","1998/12/23",270.40
"Currency","1998/12/22",270.40
"Currency","1998/12/21",270.40
"Currency","1998/12/18",270.40
"Currency","1998/12/17",269.87
"Currency","1998/12/16",269.87
"Currency","1998/12/15",269.87
"Currency","1998/12/14",269.87
"Currency","1998/12/11",269.87
"Currency","1998/12/10",269.14
"Currency","1998/12/09",269.14
"Currency","1998/12/08",269.14
"Currency","1998/12/07",269.14
"Currency","1998/12/04",269.14
"Currency","1998/12/03",268.55
"Currency","1998/12/02",268.55
"Currency","1998/12/01",268.55
"Currency","1998/11/30",268.55
"Currency","1998/11/27",268.55
"Currency","1998/11/26",264.92
"Currency","1998/11/25",264.92
"Currency","1998/11/24",264.92
"Currency","1998/11/23",264.92
"Currency","1998/11/20",264.92
"Currency","1998/11/19",267.46
"Currency","1998/11/18",267.46
"Currency","1998/11/17",267.46
"Currency","1998/11/16",267.46
"Currency","1998/11/13",267.46
"Currency","1998/11/12",266.70
"Currency","1998/11/11",266.70
"Currency","1998/11/10",266.70
"Currency","1998/11/09",266.70
"Currency","1998/11/06",266.70
"Currency","1998/11/05",263.70
"Currency","1998/11/04",263.70
"Currency","1998/11/03",263.70
"Currency","1998/11/02",263.70
"Currency","1998/10/30",263.70
"Currency","1998/10/29",263.70
"Currency","1998/10/28",263.70
"Currency","1998/10/27",263.70
"Currency","1998/10/26",263.70
"Currency","1998/10/23",263.70
"Currency","1998/10/22",263.70
"Currency","1998/10/21",263.70
"Currency","1998/10/20",263.70
"Currency","1998/10/19",263.70
"Currency","1998/10/16",263.70
"Currency","1998/10/15",263.70
"Currency","1998/10/14",263.70
"Currency","1998/10/13",263.70
"Currency","1998/10/12",263.70
"Currency","1998/10/09",263.70
"Currency","1998/10/08",263.70
"Currency","1998/10/07",263.70
"Currency","1998/10/06",263.70
"Currency","1998/10/05",263.70
"Currency","1998/10/02",263.70
"Currency","1998/10/01",263.09
"Currency","1998/09/30",263.09
"Currency","1998/09/29",263.09
"Currency","1998/09/28",263.09
"Currency","1998/09/25",263.09
"Currency","1998/09/24",262.48
"Currency","1998/09/23",262.48
"Currency","1998/09/22",262.48
"Currency","1998/09/21",262.48
"Currency","1998/09/18",262.48
"Currency","1998/09/17",262.36
"Currency","1998/09/16",262.36
"Currency","1998/09/15",262.36
"Currency","1998/09/14",262.36
"Currency","1998/09/11",262.36
"Currency","1998/09/10",261.64
"Currency","1998/09/09",261.64
"Currency","1998/09/08",261.64
"Currency","1998/09/07",261.64
"Currency","1998/09/04",261.64
"Currency","1998/09/03",261.64
"Currency","1998/09/02",261.19
"Currency","1998/09/01",261.19
"Currency","1998/08/31",261.19
"Currency","1998/08/28",261.19
"Currency","1998/08/27",260.82
"Currency","1998/08/26",260.82
"Currency","1998/08/25",260.82
"Currency","1998/08/24",260.82
"Currency","1998/08/21",260.82
"Currency","1998/08/20",260.15
"Currency","1998/08/19",260.15
"Currency","1998/08/18",260.15
"Currency","1998/08/17",260.15
"Currency","1998/08/14",260.15
"Currency","1998/08/13",259.59
"Currency","1998/08/12",259.59
"Currency","1998/08/11",259.59
"Currency","1998/08/10",259.59
"Currency","1998/08/07",259.59
"Currency","1998/08/06",259.05
"Currency","1998/08/05",259.05
"Currency","1998/08/04",259.05
"Currency","1998/08/03",259.05
"Currency","1998/07/31",259.05
"Currency","1998/07/30",258.50
"Currency","1998/07/29",258.50
"Currency","1998/07/28",258.50
"Currency","1998/07/27",258.50
"Currency","1998/07/24",258.50
"Currency","1998/07/23",257.90
"Currency","1998/07/22",257.90
"Currency","1998/07/21",257.90
"Currency","1998/07/20",257.90
"Currency","1998/07/17",257.90
"Currency","1998/07/16",257.37
"Currency","1998/07/15",257.37
"Currency","1998/07/14",257.37
"Currency","1998/07/13",257.37
"Currency","1998/07/10",257.37
"Currency","1998/07/09",258.70
"Currency","1998/07/08",258.70
"Currency","1998/07/07",258.70
"Currency","1998/07/06",258.70
"Currency","1998/07/03",258.70
"Currency","1998/07/02",256.25
"Currency","1998/07/01",256.25
"Currency","1998/06/30",256.25
"Currency","1998/06/29",256.25
"Currency","1998/06/26",256.25
"Currency","1998/06/25",256.71
"Currency","1998/06/24",256.71
"Currency","1998/06/23",256.71
"Currency","1998/06/22",256.71
"Currency","1998/06/19",256.71
"Currency","1998/06/18",255.21
"Currency","1998/06/17",255.21
"Currency","1998/06/16",255.21
"Currency","1998/06/15",255.21
"Currency","1998/06/12",255.21
"Currency","1998/06/11",254.62
"Currency","1998/06/10",254.62
"Currency","1998/06/09",254.62
"Currency","1998/06/08",254.62
"Currency","1998/06/05",254.62
"Currency","1998/06/04",254.05
"Currency","1998/06/03",254.05
"Currency","1998/06/02",254.05
"Currency","1998/06/01",254.05
"Currency","1998/05/29",254.05
"Currency","1998/05/28",253.55
"Currency","1998/05/27",253.55
"Currency","1998/05/26",253.55
"Currency","1998/05/25",253.55
"Currency","1998/05/22",253.55
"Currency","1998/05/21",253.04
"Currency","1998/05/20",253.04
"Currency","1998/05/19",253.04
"Currency","1998/05/18",253.04
"Currency","1998/05/15",253.04
"Currency","1998/05/14",252.52
"Currency","1998/05/13",252.52
"Currency","1998/05/12",252.52
"Currency","1998/05/11",252.52
"Currency","1998/05/08",252.52
"Currency","1998/05/07",252.12
"Currency","1998/05/06",252.12
"Currency","1998/05/05",252.12
"Currency","1998/05/04",252.12
"Currency","1998/05/01",252.12
"Currency","1998/04/30",251.63
"Currency","1998/04/29",251.63
"Currency","1998/04/28",251.63
"Currency","1998/04/27",251.63
"Currency","1998/04/24",251.63
"Currency","1998/04/23",251.12
"Currency","1998/04/22",251.12
"Currency","1998/04/21",251.12
"Currency","1998/04/20",251.12
"Currency","1998/04/17",251.12
"Currency","1998/04/16",250.76
"Currency","1998/04/15",250.76
"Currency","1998/04/14",250.76
"Currency","1998/04/13",250.76
"Currency","1998/04/10",250.76
"Currency","1998/04/09",250.76
"Currency","1998/04/08",249.22
"Currency","1998/04/07",249.22
"Currency","1998/04/06",249.22
"Currency","1998/04/03",249.22
"Currency","1998/04/02",249.83
"Currency","1998/04/01",249.83
"Currency","1998/03/31",249.83
"Currency","1998/03/30",249.83
"Currency","1998/03/27",249.83
"Currency","1998/03/26",249.22
"Currency","1998/03/25",249.22
"Currency","1998/03/24",249.22
"Currency","1998/03/23",249.22
"Currency","1998/03/20",249.22
"Currency","1998/03/19",248.85
"Currency","1998/03/18",248.85
"Currency","1998/03/17",248.85
"Currency","1998/03/16",248.85
"Currency","1998/03/13",248.85
"Currency","1998/03/12",248.37
"Currency","1998/03/11",248.37
"Currency","1998/03/10",248.37
"Currency","1998/03/09",248.37
"Currency","1998/03/06",248.37
"Currency","1998/03/05",247.87
"Currency","1998/03/04",247.87
"Currency","1998/03/03",247.87
"Currency","1998/03/02",247.87
"Currency","1998/02/27",247.87
"Currency","1998/02/26",247.41
"Currency","1998/02/25",247.41
"Currency","1998/02/24",247.41
"Currency","1998/02/23",247.41
"Currency","1998/02/20",247.41
"Currency","1998/02/19",246.91
"Currency","1998/02/18",246.91
"Currency","1998/02/17",246.91
"Currency","1998/02/16",246.91
"Currency","1998/02/13",246.91
"Currency","1998/02/12",245.43
"Currency","1998/02/11",245.43
"Currency","1998/02/10",245.43
"Currency","1998/02/09",245.43
"Currency","1998/02/06",245.43
"Currency","1998/02/05",245.97
"Currency","1998/02/04",245.97
"Currency","1998/02/03",245.97
"Currency","1998/02/02",245.97
"Currency","1998/01/30",245.97
"Currency","1998/01/29",245.00
"Currency","1998/01/28",245.00
"Currency","1998/01/27",245.00
"Currency","1998/01/26",245.00
"Currency","1998/01/23",245.00
"Currency","1998/01/22",245.09
"Currency","1998/01/21",245.09
"Currency","1998/01/20",245.09
"Currency","1998/01/19",245.09
"Currency","1998/01/16",245.09
"Currency","1998/01/15",244.65
"Currency","1998/01/14",244.65
"Currency","1998/01/13",244.65
"Currency","1998/01/12",244.65
"Currency","1998/01/09",244.65
"Currency","1998/01/08",243.93
"Currency","1998/01/07",243.93
"Currency","1998/01/06",243.93
"Currency","1998/01/05",243.93
"Currency","1998/01/02",243.93
"Currency","1998/01/01",243.65
"Currency","1997/12/31",243.65
"Currency","1997/12/30",243.65
"Currency","1997/12/29",243.65
"Currency","1997/12/26",243.65
"Currency","1997/12/25",243.65
"Currency","1997/12/24",243.65
"Currency","1997/12/23",243.65
"Currency","1997/12/22",243.65
"Currency","1997/12/19",243.22
"Currency","1997/12/18",243.22
"Currency","1997/12/17",243.22
"Currency","1997/12/16",243.22
"Currency","1997/12/15",243.22
"Currency","1997/12/12",243.22
"Currency","1997/12/11",242.72
"Currency","1997/12/10",242.72
"Currency","1997/12/09",242.72
"Currency","1997/12/08",242.72
"Currency","1997/12/05",242.72
"Currency","1997/12/04",242.17
"Currency","1997/12/03",242.17
"Currency","1997/12/02",242.17
"Currency","1997/12/01",242.17
"Currency","1997/11/28",242.17
"Currency","1997/11/27",241.87
"Currency","1997/11/26",241.87
"Currency","1997/11/25",241.87
"Currency","1997/11/24",241.87
"Currency","1997/11/21",241.87
"Currency","1997/11/20",241.41
"Currency","1997/11/19",241.41
"Currency","1997/11/18",241.41
"Currency","1997/11/17",241.41
"Currency","1997/11/14",241.41
"Currency","1997/11/13",240.96
"Currency","1997/11/12",240.96
"Currency","1997/11/11",240.96
"Currency","1997/11/10",240.96
"Currency","1997/11/07",240.96
"Currency","1997/11/06",240.25
"Currency","1997/11/05",240.25
"Currency","1997/11/04",240.25
"Currency","1997/11/03",240.25
"Currency","1997/10/31",240.25
"Currency","1997/10/30",240.05
"Currency","1997/10/29",240.05
"Currency","1997/10/28",240.05
"Currency","1997/10/27",240.05
"Currency","1997/10/24",240.05
"Currency","1997/10/23",239.67
"Currency","1997/10/22",239.67
"Currency","1997/10/21",239.67
"Currency","1997/10/20",239.67
"Currency","1997/10/17",239.67
"Currency","1997/10/16",239.18
"Currency","1997/10/15",239.18
"Currency","1997/10/14",239.18
"Currency","1997/10/13",239.18
"Currency","1997/10/10",239.18
"Currency","1997/10/09",238.75
"Currency","1997/10/08",238.75
"Currency","1997/10/07",238.75
"Currency","1997/10/06",238.75
"Currency","1997/10/03",238.75
"Currency","1997/10/02",238.30
"Currency","1997/10/01",238.30
"Currency","1997/09/30",238.30
"Currency","1997/09/29",238.30
"Currency","1997/09/26",238.30
"Currency","1997/09/25",237.83
"Currency","1997/09/24",237.83
"Currency","1997/09/23",237.83
"Currency","1997/09/22",237.83
"Currency","1997/09/19",237.83
"Currency","1997/09/18",237.48
"Currency","1997/09/17",237.48
"Currency","1997/09/16",237.48
"Currency","1997/09/15",237.48
"Currency","1997/09/12",237.48
"Currency","1997/09/11",237.01
"Currency","1997/09/10",237.01
"Currency","1997/09/09",237.01
"Currency","1997/09/08",237.01
"Currency","1997/09/05",237.01
"Currency","1997/09/04",236.57
"Currency","1997/09/03",236.57
"Currency","1997/09/02",236.57
"Currency","1997/09/01",236.57
"Currency","1997/08/29",236.57
"Currency","1997/08/28",236.08
"Currency","1997/08/27",236.08
"Currency","1997/08/26",236.08
"Currency","1997/08/25",236.08
"Currency","1997/08/22",236.08
"Currency","1997/08/21",235.74
"Currency","1997/08/20",235.74
"Currency","1997/08/19",235.74
"Currency","1997/08/18",235.74
"Currency","1997/08/15",235.74
"Currency","1997/08/14",235.28
"Currency","1997/08/13",235.28
"Currency","1997/08/12",235.28
"Currency","1997/08/11",235.28
"Currency","1997/08/08",235.28
"Currency","1997/08/07",234.84
