"Indicator","Time","Value (USD/KES)"
"Currency","2005/11/23",74.35
"Currency","2005/11/22",74.25
"Currency","2005/11/21",74.15
"Currency","2005/11/18",74.60
"Currency","2005/11/17",74.70
"Currency","2005/11/16",74.35
"Currency","2005/11/15",74.55
"Currency","2005/11/14",75.50
"Currency","2005/11/11",75.30
"Currency","2005/11/10",74.95
"Currency","2005/11/09",74.60
"Currency","2005/11/08",74.05
"Currency","2005/11/07",73.50
"Currency","2005/11/04",73.10
"Currency","2005/11/03",73.45
"Currency","2005/11/02",73.40
"Currency","2005/11/01",73.55
"Currency","2005/10/31",73.37
"Currency","2005/10/28",73.50
"Currency","2005/10/27",73.25
"Currency","2005/10/26",73.15
"Currency","2005/10/25",73.10
"Currency","2005/10/24",73.20
"Currency","2005/10/21",73.66
"Currency","2005/10/20",73.40
"Currency","2005/10/19",73.45
"Currency","2005/10/18",73.65
"Currency","2005/10/17",73.65
"Currency","2005/10/14",73.85
"Currency","2005/10/13",73.70
"Currency","2005/10/12",73.20
"Currency","2005/10/11",73.40
"Currency","2005/10/10",72.85
"Currency","2005/10/07",73.15
"Currency","2005/10/06",73.35
"Currency","2005/10/05",73.05
"Currency","2005/10/04",73.35
"Currency","2005/10/03",73.33
"Currency","2005/09/30",73.80
"Currency","2005/09/29",73.65
"Currency","2005/09/28",72.85
"Currency","2005/09/27",72.85
"Currency","2005/09/26",73.15
"Currency","2005/09/23",72.70
"Currency","2005/09/22",72.80
"Currency","2005/09/20",73.40
"Currency","2005/09/19",73.00
"Currency","2005/09/16",73.45
"Currency","2005/09/15",73.60
"Currency","2005/09/14",74.20
"Currency","2005/09/13",74.30
"Currency","2005/09/12",74.30
"Currency","2005/09/09",74.35
"Currency","2005/09/08",74.30
"Currency","2005/09/07",74.35
"Currency","2005/09/06",74.35
"Currency","2005/09/05",74.85
"Currency","2005/09/02",74.80
"Currency","2005/09/01",75.30
"Currency","2005/08/31",75.30
"Currency","2005/08/30",72.15
"Currency","2005/08/29",75.55
"Currency","2005/08/26",75.60
"Currency","2005/08/25",75.26
"Currency","2005/08/24",75.60
"Currency","2005/08/23",75.30
"Currency","2005/08/22",75.30
"Currency","2005/08/19",75.60
"Currency","2005/08/18",75.45
"Currency","2005/08/17",75.45
"Currency","2005/08/16",75.50
"Currency","2005/08/15",75.55
"Currency","2005/08/12",75.85
"Currency","2005/08/11",75.65
"Currency","2005/08/10",75.15
"Currency","2005/08/09",75.45
"Currency","2005/08/08",75.65
"Currency","2005/08/05",75.65
"Currency","2005/08/04",75.65
"Currency","2005/08/03",75.65
"Currency","2005/08/02",75.70
"Currency","2005/08/01",75.65
"Currency","2005/07/31",76.23
"Currency","2005/07/29",75.95
"Currency","2005/07/28",75.66
"Currency","2005/07/27",75.40
"Currency","2005/07/26",75.70
"Currency","2005/07/25",76.05
"Currency","2005/07/22",76.05
"Currency","2005/07/21",75.90
"Currency","2005/07/20",75.85
"Currency","2005/07/19",75.95
"Currency","2005/07/18",76.20
"Currency","2005/07/15",76.25
"Currency","2005/07/14",75.80
"Currency","2005/07/13",76.20
"Currency","2005/07/12",76.15
"Currency","2005/07/11",76.15
"Currency","2005/07/08",76.10
"Currency","2005/07/07",76.15
"Currency","2005/07/06",76.15
"Currency","2005/07/05",76.30
"Currency","2005/07/04",75.90
"Currency","2005/07/01",76.25
"Currency","2005/06/30",75.90
"Currency","2005/06/29",76.05
"Currency","2005/06/28",75.40
"Currency","2005/06/27",76.00
"Currency","2005/06/24",76.35
"Currency","2005/06/23",75.95
"Currency","2005/06/22",76.25
"Currency","2005/06/21",76.45
"Currency","2005/06/20",76.25
"Currency","2005/06/17",76.70
"Currency","2005/06/16",76.80
"Currency","2005/06/15",76.60
"Currency","2005/06/14",76.25
"Currency","2005/06/13",76.25
"Currency","2005/06/10",76.60
"Currency","2005/06/09",76.25
"Currency","2005/06/08",76.50
"Currency","2005/06/07",76.60
"Currency","2005/06/06",76.45
"Currency","2005/06/03",76.70
"Currency","2005/06/02",76.70
"Currency","2005/06/01",76.60
"Currency","2005/05/31",76.60
"Currency","2005/05/30",76.60
"Currency","2005/05/27",76.60
"Currency","2005/05/26",76.05
"Currency","2005/05/25",76.05
"Currency","2005/05/24",76.05
"Currency","2005/05/23",76.05
"Currency","2005/05/20",76.25
"Currency","2005/05/19",76.05
"Currency","2005/05/18",76.20
"Currency","2005/05/17",76.05
"Currency","2005/05/16",76.15
"Currency","2005/05/13",76.25
"Currency","2005/05/12",76.15
"Currency","2005/05/11",75.80
"Currency","2005/05/10",75.29
"Currency","2005/05/09",75.55
"Currency","2005/05/06",76.20
"Currency","2005/05/05",76.14
"Currency","2005/05/04",76.20
"Currency","2005/05/03",76.14
"Currency","2005/05/02",76.32
"Currency","2005/04/30",76.15
"Currency","2005/04/29",76.30
"Currency","2005/04/28",76.32
"Currency","2005/04/27",76.15
"Currency","2005/04/26",76.35
"Currency","2005/04/25",76.60
"Currency","2005/04/22",76.45
"Currency","2005/04/21",76.60
"Currency","2005/04/20",75.65
"Currency","2005/04/19",75.65
"Currency","2005/04/18",75.90
"Currency","2005/04/15",75.65
"Currency","2005/04/14",75.55
"Currency","2005/04/13",75.80
"Currency","2005/04/12",75.55
"Currency","2005/04/11",75.95
"Currency","2005/04/08",76.00
"Currency","2005/04/07",75.55
"Currency","2005/04/06",76.05
"Currency","2005/04/05",76.20
"Currency","2005/04/04",75.40
"Currency","2005/04/01",74.80
"Currency","2005/03/31",74.50
"Currency","2005/03/30",74.50
"Currency","2005/03/29",74.50
"Currency","2005/03/28",73.00
"Currency","2005/03/25",73.20
"Currency","2005/03/24",73.00
"Currency","2005/03/23",73.60
"Currency","2005/03/22",73.00
"Currency","2005/03/21",73.00
"Currency","2005/03/18",73.40
"Currency","2005/03/17",74.35
"Currency","2005/03/16",74.38
"Currency","2005/03/15",74.35
"Currency","2005/03/14",74.35
"Currency","2005/03/11",74.33
"Currency","2005/03/10",74.35
"Currency","2005/03/09",74.40
"Currency","2005/03/08",74.40
"Currency","2005/03/07",75.37
"Currency","2005/03/04",71.76
"Currency","2005/03/03",76.05
"Currency","2005/03/02",76.05
"Currency","2005/03/01",76.05
"Currency","2005/02/28",75.45
"Currency","2005/02/25",75.37
"Currency","2005/02/24",75.60
"Currency","2005/02/23",76.40
"Currency","2005/02/22",76.25
"Currency","2005/02/21",76.20
"Currency","2005/02/18",76.03
"Currency","2005/02/17",76.00
"Currency","2005/02/16",76.75
"Currency","2005/02/15",76.75
"Currency","2005/02/14",77.65
"Currency","2005/02/11",76.71
"Currency","2005/02/10",77.65
"Currency","2005/02/09",77.55
"Currency","2005/02/08",77.47
"Currency","2005/02/07",76.75
"Currency","2005/02/04",76.72
"Currency","2005/02/03",76.77
"Currency","2005/02/02",76.76
"Currency","2005/02/01",76.85
"Currency","2005/01/31",76.85
"Currency","2005/01/28",76.46
"Currency","2005/01/27",76.85
"Currency","2005/01/26",76.85
"Currency","2005/01/25",76.70
"Currency","2005/01/24",77.05
"Currency","2005/01/21",77.07
"Currency","2005/01/20",77.28
"Currency","2005/01/19",77.65
"Currency","2005/01/18",77.65
"Currency","2005/01/17",77.65
"Currency","2005/01/14",77.36
"Currency","2005/01/13",77.42
"Currency","2005/01/12",77.73
"Currency","2005/01/11",77.76
"Currency","2005/01/10",77.66
"Currency","2005/01/07",78.12
"Currency","2005/01/06",78.29
"Currency","2005/01/05",78.35
"Currency","2005/01/04",78.05
"Currency","2005/01/03",78.05
"Currency","2004/12/31",75.11
"Currency","2004/12/30",76.50
"Currency","2004/12/29",76.70
"Currency","2004/12/28",76.60
"Currency","2004/12/27",78.00
"Currency","2004/12/24",78.00
"Currency","2004/12/23",78.33
"Currency","2004/12/22",78.80
"Currency","2004/12/21",78.65
"Currency","2004/12/20",79.10
"Currency","2004/12/17",79.22
"Currency","2004/12/16",79.20
"Currency","2004/12/15",80.25
"Currency","2004/12/14",80.25
"Currency","2004/12/13",80.72
"Currency","2004/12/10",80.80
"Currency","2004/12/09",80.80
"Currency","2004/12/08",80.80
"Currency","2004/12/07",80.85
"Currency","2004/12/06",80.85
"Currency","2004/12/03",80.80
"Currency","2004/12/02",80.80
"Currency","2004/12/01",80.80
"Currency","2004/11/30",80.85
"Currency","2004/11/29",80.85
"Currency","2004/11/26",80.85
"Currency","2004/11/25",80.84
"Currency","2004/11/24",80.85
"Currency","2004/11/23",80.82
"Currency","2004/11/22",80.95
"Currency","2004/11/19",80.95
"Currency","2004/11/18",80.80
"Currency","2004/11/17",80.80
"Currency","2004/11/16",80.80
"Currency","2004/11/15",80.80
"Currency","2004/11/12",80.75
"Currency","2004/11/11",80.75
"Currency","2004/11/10",80.65
"Currency","2004/11/09",80.78
"Currency","2004/11/08",80.70
"Currency","2004/11/05",80.65
"Currency","2004/11/04",80.65
"Currency","2004/11/03",80.78
"Currency","2004/11/02",80.85
"Currency","2004/11/01",80.85
"Currency","2004/10/31",81.20
"Currency","2004/10/29",80.85
"Currency","2004/10/27",81.00
"Currency","2004/10/26",81.00
"Currency","2004/10/25",81.00
"Currency","2004/10/22",81.00
"Currency","2004/10/21",80.95
"Currency","2004/10/20",80.90
"Currency","2004/10/19",80.90
"Currency","2004/10/18",80.85
"Currency","2004/10/15",80.95
"Currency","2004/10/14",80.95
"Currency","2004/10/13",80.95
"Currency","2004/10/12",80.70
"Currency","2004/10/11",80.70
"Currency","2004/10/08",80.72
"Currency","2004/10/07",80.75
"Currency","2004/10/06",80.65
"Currency","2004/10/05",80.45
"Currency","2004/10/04",80.45
"Currency","2004/10/01",80.72
"Currency","2004/09/30",80.55
"Currency","2004/09/29",80.90
"Currency","2004/09/28",81.10
"Currency","2004/09/27",80.80
"Currency","2004/09/24",80.80
"Currency","2004/09/23",80.80
"Currency","2004/09/22",80.90
"Currency","2004/09/21",80.80
"Currency","2004/09/20",80.65
"Currency","2004/09/17",79.40
"Currency","2004/09/16",80.35
"Currency","2004/09/15",81.15
"Currency","2004/09/14",80.90
"Currency","2004/09/13",80.40
"Currency","2004/09/10",80.40
"Currency","2004/09/09",80.40
"Currency","2004/09/08",80.80
"Currency","2004/09/07",79.85
"Currency","2004/09/06",79.80
"Currency","2004/09/03",79.75
"Currency","2004/09/02",79.27
"Currency","2004/09/01",79.20
"Currency","2004/08/31",79.74
"Currency","2004/08/30",79.73
"Currency","2004/08/27",79.73
"Currency","2004/08/26",79.73
"Currency","2004/08/25",82.20
"Currency","2004/08/24",81.05
"Currency","2004/08/23",80.90
"Currency","2004/08/20",80.78
"Currency","2004/08/19",80.55
"Currency","2004/08/18",80.50
"Currency","2004/08/17",80.60
"Currency","2004/08/16",80.58
"Currency","2004/08/13",80.48
"Currency","2004/08/12",80.20
"Currency","2004/08/11",80.03
"Currency","2004/08/10",80.03
"Currency","2004/08/09",80.00
"Currency","2004/08/06",79.90
"Currency","2004/08/05",79.90
"Currency","2004/08/04",79.90
"Currency","2004/08/03",79.90
"Currency","2004/08/02",80.00
"Currency","2004/07/31",79.99
"Currency","2004/07/30",80.05
"Currency","2004/07/29",80.05
"Currency","2004/07/28",80.05
"Currency","2004/07/27",80.05
"Currency","2004/07/26",80.05
"Currency","2004/07/23",80.05
"Currency","2004/07/22",79.85
"Currency","2004/07/21",79.90
"Currency","2004/07/20",79.65
"Currency","2004/07/19",79.63
"Currency","2004/07/16",79.67
"Currency","2004/07/15",79.65
"Currency","2004/07/14",79.50
"Currency","2004/07/13",79.30
"Currency","2004/07/12",79.30
"Currency","2004/07/09",79.35
"Currency","2004/07/08",79.45
"Currency","2004/07/07",79.45
"Currency","2004/07/06",79.35
"Currency","2004/07/05",79.30
"Currency","2004/07/02",79.05
"Currency","2004/07/01",78.85
"Currency","2004/06/30",79.05
"Currency","2004/06/29",78.90
"Currency","2004/06/28",78.90
"Currency","2004/06/25",78.90
"Currency","2004/06/24",78.90
"Currency","2004/06/23",78.97
"Currency","2004/06/22",79.03
"Currency","2004/06/21",79.03
"Currency","2004/06/18",79.03
"Currency","2004/06/17",79.03
"Currency","2004/06/16",79.03
"Currency","2004/06/15",79.03
"Currency","2004/06/14",78.85
"Currency","2004/06/11",78.68
"Currency","2004/06/10",78.85
"Currency","2004/06/09",79.25
"Currency","2004/06/08",79.00
"Currency","2004/06/07",78.47
"Currency","2004/06/04",78.47
"Currency","2004/06/03",78.48
"Currency","2004/06/02",78.85
"Currency","2004/06/01",78.85
"Currency","2004/05/31",79.00
"Currency","2004/05/28",79.00
"Currency","2004/05/27",79.40
"Currency","2004/05/26",79.55
"Currency","2004/05/25",79.55
"Currency","2004/05/24",79.30
"Currency","2004/05/21",79.30
"Currency","2004/05/20",79.65
"Currency","2004/05/19",79.65
"Currency","2004/05/18",79.28
"Currency","2004/05/17",79.30
"Currency","2004/05/14",78.77
"Currency","2004/05/13",78.68
"Currency","2004/05/12",78.75
"Currency","2004/05/11",78.75
"Currency","2004/05/10",78.75
"Currency","2004/05/07",78.26
"Currency","2004/05/06",78.10
"Currency","2004/05/05",77.90
"Currency","2004/05/04",77.90
"Currency","2004/05/03",77.98
"Currency","2004/04/30",77.98
"Currency","2004/04/29",77.85
"Currency","2004/04/28",78.05
"Currency","2004/04/27",78.00
"Currency","2004/04/26",77.85
"Currency","2004/04/23",77.83
"Currency","2004/04/22",77.83
"Currency","2004/04/21",77.83
"Currency","2004/04/20",78.00
"Currency","2004/04/19",77.60
"Currency","2004/04/16",77.40
"Currency","2004/04/15",77.25
"Currency","2004/04/14",77.15
"Currency","2004/04/13",77.15
"Currency","2004/04/09",77.35
"Currency","2004/04/08",77.35
"Currency","2004/04/07",77.35
"Currency","2004/04/06",77.35
"Currency","2004/04/05",77.35
"Currency","2004/04/02",77.35
"Currency","2004/04/01",77.35
"Currency","2004/03/31",77.40
"Currency","2004/03/30",77.59
"Currency","2004/03/29",77.59
"Currency","2004/03/26",77.59
"Currency","2004/03/25",77.59
"Currency","2004/03/24",77.35
"Currency","2004/03/23",77.70
"Currency","2004/03/22",77.60
"Currency","2004/03/19",77.20
"Currency","2004/03/18",77.25
"Currency","2004/03/17",77.25
"Currency","2004/03/16",77.15
"Currency","2004/03/15",76.95
"Currency","2004/03/12",76.64
"Currency","2004/03/11",76.65
"Currency","2004/03/10",76.55
"Currency","2004/03/09",76.60
"Currency","2004/03/08",76.45
"Currency","2004/03/05",76.45
"Currency","2004/03/04",76.25
"Currency","2004/03/03",76.35
"Currency","2004/03/02",76.05
"Currency","2004/03/01",76.05
"Currency","2004/02/29",76.39
"Currency","2004/02/27",76.10
"Currency","2004/02/26",76.03
"Currency","2004/02/25",76.06
"Currency","2004/02/24",76.06
"Currency","2004/02/23",76.00
"Currency","2004/02/20",75.99
"Currency","2004/02/19",76.00
"Currency","2004/02/18",75.85
"Currency","2004/02/17",75.85
"Currency","2004/02/16",76.00
"Currency","2004/02/13",76.05
"Currency","2004/02/12",76.05
"Currency","2004/02/11",76.05
"Currency","2004/02/10",75.90
"Currency","2004/02/09",75.97
"Currency","2004/02/06",76.00
"Currency","2004/02/05",76.00
"Currency","2004/02/04",76.00
"Currency","2004/02/03",76.10
"Currency","2004/02/02",76.15
"Currency","2004/01/31",76.30
"Currency","2004/01/30",76.15
"Currency","2004/01/29",76.05
"Currency","2004/01/28",76.10
"Currency","2004/01/27",76.08
"Currency","2004/01/26",76.08
"Currency","2004/01/23",76.08
"Currency","2004/01/22",76.40
"Currency","2004/01/21",76.25
"Currency","2004/01/20",76.00
"Currency","2004/01/19",75.90
"Currency","2004/01/16",75.80
"Currency","2004/01/15",75.87
"Currency","2004/01/14",75.87
"Currency","2004/01/13",75.63
"Currency","2004/01/12",75.68
"Currency","2004/01/09",75.68
"Currency","2004/01/08",75.65
"Currency","2004/01/07",75.72
"Currency","2004/01/06",75.72
"Currency","2004/01/05",75.83
"Currency","2004/01/02",75.70
"Currency","2004/01/01",75.75
"Currency","2003/12/31",75.75
"Currency","2003/12/30",75.75
"Currency","2003/12/29",75.75
"Currency","2003/12/25",75.25
"Currency","2003/12/24",75.25
"Currency","2003/12/23",75.45
"Currency","2003/12/22",75.30
"Currency","2003/12/19",75.40
"Currency","2003/12/18",75.50
"Currency","2003/12/17",75.76
"Currency","2003/12/16",75.55
"Currency","2003/12/15",75.47
"Currency","2003/12/12",75.40
"Currency","2003/12/11",75.45
"Currency","2003/12/10",75.27
"Currency","2003/12/09",75.60
"Currency","2003/12/08",75.93
"Currency","2003/12/05",75.90
"Currency","2003/12/04",76.30
"Currency","2003/12/03",76.05
"Currency","2003/12/02",75.58
"Currency","2003/12/01",75.70
"Currency","2003/11/30",76.74
"Currency","2003/10/31",77.77
"Currency","2003/09/30",77.90
"Currency","2003/08/31",75.96
"Currency","2003/07/31",74.75
"Currency","2003/06/30",73.72
"Currency","2003/05/31",71.61
"Currency","2003/04/30",75.66
"Currency","2003/03/31",76.58
"Currency","2003/02/28",76.84
"Currency","2003/01/31",77.72
"Currency","2002/12/31",79.53
"Currency","2002/11/30",79.57
"Currency","2002/10/31",79.32
"Currency","2002/09/30",78.81
"Currency","2002/08/31",78.57
"Currency","2002/07/31",78.80
"Currency","2002/06/30",78.66
"Currency","2002/05/31",78.32
"Currency","2002/04/30",78.27
"Currency","2002/03/31",78.06
"Currency","2002/02/28",78.25
"Currency","2002/01/31",78.60
"Currency","2001/12/31",78.69
"Currency","2001/11/30",78.96
"Currency","2001/10/31",78.97
"Currency","2001/09/30",78.95
"Currency","2001/08/31",78.91
"Currency","2001/07/31",79.02
"Currency","2001/06/30",78.62
"Currency","2001/05/31",78.54
"Currency","2001/04/30",77.50
"Currency","2001/03/31",77.75
"Currency","2001/02/28",78.25
"Currency","2001/01/31",78.61
"Currency","2000/12/31",78.73
"Currency","2000/11/30",78.86
"Currency","2000/10/31",79.26
"Currency","2000/09/30",78.20
"Currency","2000/08/31",76.45
"Currency","2000/07/31",76.41
"Currency","2000/06/30",77.55
"Currency","2000/05/31",75.97
"Currency","2000/04/30",74.36
"Currency","2000/03/31",74.43
"Currency","2000/02/29",73.22
"Currency","2000/01/31",70.68
"Currency","1999/12/31",73.94
"Currency","1999/11/30",74.79
"Currency","1999/10/31",75.57
"Currency","1999/09/30",75.68
"Currency","1999/08/31",74.41
"Currency","1999/07/31",73.10
"Currency","1999/06/30",73.61
"Currency","1999/05/31",68.82
"Currency","1999/04/30",65.65
"Currency","1999/03/31",64.01
"Currency","1999/02/28",62.50
"Currency","1999/01/31",61.80
"Currency","1998/12/31",61.82
"Currency","1998/11/30",59.63
"Currency","1998/10/31",59.87
"Currency","1998/09/30",60.01
"Currency","1998/08/31",59.37
"Currency","1998/07/31",59.34
"Currency","1998/06/30",60.52
"Currency","1998/05/31",62.60
"Currency","1998/04/30",59.61
"Currency","1998/03/31",60.13
"Currency","1998/02/28",60.52
"Currency","1998/01/31",61.16
"Currency","1997/12/31",63.05
"Currency","1997/11/30",63.93
"Currency","1997/10/31",62.64
"Currency","1997/09/30",63.77
"Currency","1997/08/31",67.12
"Currency","1997/07/31",57.36
"Currency","1997/06/30",54.24
"Currency","1997/05/31",53.75
"Currency","1997/04/30",54.38
"Currency","1997/03/31",54.89
"Currency","1997/02/28",54.93
"Currency","1997/01/31",54.74
"Currency","1996/12/31",55.15
"Currency","1996/11/30",55.62
"Currency","1996/10/31",55.86
"Currency","1996/09/30",56.43
"Currency","1996/08/31",56.99
"Currency","1996/07/31",57.31
"Currency","1996/06/30",57.99
"Currency","1996/05/31",58.24
"Currency","1996/04/30",58.37
"Currency","1996/03/31",58.41
"Currency","1996/02/29",58.29
"Currency","1996/01/31",56.71
"Currency","1995/12/31",55.80
"Currency","1995/11/30",55.54
"Currency","1995/10/31",55.52
"Currency","1995/09/30",55.43
"Currency","1995/08/31",55.70
"Currency","1995/07/31",56.59
"Currency","1995/06/30",53.62
"Currency","1995/05/31",51.89
"Currency","1995/04/30",43.99
"Currency","1995/03/31",44.14
"Currency","1995/02/28",44.47
"Currency","1995/01/31",44.48
"Currency","1994/12/31",45.18
"Currency","1994/11/30",43.50
"Currency","1994/10/31",42.38
"Currency","1994/09/30",51.66
"Currency","1994/08/31",55.53
"Currency","1994/07/31",55.97
"Currency","1994/06/30",56.17
"Currency","1994/05/31",58.05
"Currency","1994/04/30",62.78
"Currency","1994/03/31",66.05
"Currency","1994/02/28",67.41
"Currency","1994/01/31",67.93
"Currency","1993/12/31",68.41
"Currency","1993/11/30",68.98
"Currency","1993/10/31",67.97
"Currency","1993/09/30",65.80
"Currency","1993/08/31",65.42
"Currency","1993/07/31",65.33
"Currency","1993/06/30",64.15
"Currency","1993/05/31",62.16
"Currency","1993/04/30",51.88
"Currency","1993/03/31",43.12
"Currency","1993/02/28",36.56
"Currency","1993/01/31",36.23
"","",""
"Data Source: http://www.tradingeconomics.com","",""
"Downloaded from http://vam.wfp.org on 11 Jun 2018","",""
