"Indicator","Time","Value (USD/KES)"
"Currency","2012/08/14",82.23
"Currency","2012/08/13",82.47
"Currency","2012/08/10",82.43
"Currency","2012/08/09",82.51
"Currency","2012/08/08",82.53
"Currency","2012/08/07",82.68
"Currency","2012/08/06",83.25
"Currency","2012/08/03",82.76
"Currency","2012/08/02",82.67
"Currency","2012/08/01",82.71
"Currency","2012/07/31",82.72
"Currency","2012/07/30",82.69
"Currency","2012/07/27",82.67
"Currency","2012/07/26",82.51
"Currency","2012/07/25",82.80
"Currency","2012/07/24",82.59
"Currency","2012/07/23",83.20
"Currency","2012/07/20",82.57
"Currency","2012/07/19",82.63
"Currency","2012/07/18",82.72
"Currency","2012/07/17",82.62
"Currency","2012/07/16",83.25
"Currency","2012/07/13",82.16
"Currency","2012/07/12",82.37
"Currency","2012/07/11",82.42
"Currency","2012/07/10",82.23
"Currency","2012/07/09",83.36
"Currency","2012/07/06",82.64
"Currency","2012/07/05",82.36
"Currency","2012/07/04",82.46
"Currency","2012/07/03",82.66
"Currency","2012/07/02",82.70
"Currency","2012/06/29",82.30
"Currency","2012/06/28",82.54
"Currency","2012/06/27",82.24
"Currency","2012/06/26",82.45
"Currency","2012/06/25",82.31
"Currency","2012/06/22",82.00
"Currency","2012/06/21",82.07
"Currency","2012/06/20",82.67
"Currency","2012/06/19",83.35
"Currency","2012/06/18",83.90
"Currency","2012/06/15",83.65
"Currency","2012/06/14",83.71
"Currency","2012/06/13",84.40
"Currency","2012/06/12",83.09
"Currency","2012/06/11",83.95
"Currency","2012/06/08",82.82
"Currency","2012/06/07",84.55
"Currency","2012/06/06",84.25
"Currency","2012/06/05",84.41
"Currency","2012/06/04",85.40
"Currency","2012/06/01",85.30
"Currency","2012/05/31",85.85
"Currency","2012/05/30",85.05
"Currency","2012/05/29",84.35
"Currency","2012/05/28",83.61
"Currency","2012/05/25",83.76
"Currency","2012/05/24",83.71
"Currency","2012/05/23",83.57
"Currency","2012/05/22",84.15
"Currency","2012/05/21",83.01
"Currency","2012/05/18",83.33
"Currency","2012/05/17",82.84
"Currency","2012/05/16",83.15
"Currency","2012/05/15",83.30
"Currency","2012/05/14",82.70
"Currency","2012/05/11",82.20
"Currency","2012/05/10",82.35
"Currency","2012/05/09",81.76
"Currency","2012/05/08",82.35
"Currency","2012/05/07",82.15
"Currency","2012/05/04",82.20
"Currency","2012/05/03",81.98
"Currency","2012/05/02",83.00
"Currency","2012/05/01",82.30
"Currency","2012/04/30",81.69
"Currency","2012/04/27",82.30
"Currency","2012/04/26",82.32
"Currency","2012/04/25",82.42
"Currency","2012/04/24",81.74
"Currency","2012/04/23",81.79
"Currency","2012/04/20",82.28
"Currency","2012/04/19",82.30
"Currency","2012/04/18",82.35
"Currency","2012/04/17",81.62
"Currency","2012/04/16",82.49
"Currency","2012/04/13",82.40
"Currency","2012/04/12",81.98
"Currency","2012/04/11",81.72
"Currency","2012/04/10",82.70
"Currency","2012/04/09",81.50
"Currency","2012/04/06",82.25
"Currency","2012/04/05",81.68
"Currency","2012/04/04",82.75
"Currency","2012/04/03",81.53
"Currency","2012/04/02",81.54
"Currency","2012/03/30",81.34
"Currency","2012/03/29",82.05
"Currency","2012/03/28",81.65
"Currency","2012/03/27",82.25
"Currency","2012/03/26",81.57
"Currency","2012/03/23",81.73
"Currency","2012/03/22",81.75
"Currency","2012/03/21",81.14
"Currency","2012/03/20",81.29
"Currency","2012/03/19",81.69
"Currency","2012/03/16",80.82
"Currency","2012/03/15",80.96
"Currency","2012/03/14",80.92
"Currency","2012/03/13",80.93
"Currency","2012/03/12",81.65
"Currency","2012/03/09",81.25
"Currency","2012/03/08",81.65
"Currency","2012/03/07",81.75
"Currency","2012/03/06",82.15
"Currency","2012/03/05",81.83
"Currency","2012/03/02",81.86
"Currency","2012/03/01",82.00
"Currency","2012/02/29",81.37
"Currency","2012/02/28",81.70
"Currency","2012/02/27",81.19
"Currency","2012/02/24",81.11
"Currency","2012/02/23",82.00
"Currency","2012/02/22",82.25
"Currency","2012/02/21",81.76
"Currency","2012/02/20",81.47
"Currency","2012/02/17",82.05
"Currency","2012/02/16",81.42
"Currency","2012/02/15",82.05
"Currency","2012/02/14",81.34
"Currency","2012/02/13",81.29
"Currency","2012/02/10",82.60
"Currency","2012/02/09",81.06
"Currency","2012/02/08",81.84
"Currency","2012/02/07",82.12
"Currency","2012/02/06",82.63
"Currency","2012/02/03",82.22
"Currency","2012/02/02",83.40
"Currency","2012/02/01",83.70
"Currency","2012/01/31",82.21
"Currency","2012/01/30",83.39
"Currency","2012/01/27",82.21
"Currency","2012/01/26",85.30
"Currency","2012/01/25",85.75
"Currency","2012/01/24",86.00
"Currency","2012/01/23",84.44
"Currency","2012/01/20",84.45
"Currency","2012/01/19",84.70
"Currency","2012/01/18",86.40
"Currency","2012/01/17",85.42
"Currency","2012/01/16",85.72
"Currency","2012/01/13",87.25
"Currency","2012/01/12",85.57
"Currency","2012/01/11",86.75
"Currency","2012/01/10",86.65
"Currency","2012/01/09",85.53
"Currency","2012/01/06",86.70
"Currency","2012/01/05",86.34
"Currency","2012/01/04",83.92
"Currency","2012/01/03",83.44
"Currency","2012/01/02",83.70
"Currency","2011/12/30",83.46
"Currency","2011/12/29",83.50
"Currency","2011/12/28",83.50
"Currency","2011/12/27",82.00
"Currency","2011/12/26",83.20
"Currency","2011/12/23",82.12
"Currency","2011/12/22",82.06
"Currency","2011/12/21",83.65
"Currency","2011/12/20",83.50
"Currency","2011/12/19",82.08
"Currency","2011/12/16",85.00
"Currency","2011/12/15",88.75
"Currency","2011/12/14",87.48
"Currency","2011/12/13",89.25
"Currency","2011/12/12",88.57
"Currency","2011/12/09",87.87
"Currency","2011/12/08",88.13
"Currency","2011/12/07",89.20
"Currency","2011/12/06",89.40
"Currency","2011/12/05",89.55
"Currency","2011/12/02",89.25
"Currency","2011/12/01",88.16
"Currency","2011/11/30",88.49
"Currency","2011/11/29",89.77
"Currency","2011/11/28",89.46
"Currency","2011/11/25",88.65
"Currency","2011/11/24",88.80
"Currency","2011/11/23",88.61
"Currency","2011/11/22",89.40
"Currency","2011/11/21",90.87
"Currency","2011/11/18",90.93
"Currency","2011/11/17",92.15
"Currency","2011/11/16",92.53
"Currency","2011/11/15",91.89
"Currency","2011/11/14",91.53
"Currency","2011/11/11",97.00
"Currency","2011/11/10",94.53
"Currency","2011/11/09",95.54
"Currency","2011/11/08",97.00
"Currency","2011/11/07",96.44
"Currency","2011/11/04",95.80
"Currency","2011/11/03",95.39
"Currency","2011/11/02",96.94
"Currency","2011/11/01",97.92
"Currency","2011/10/31",98.30
"Currency","2011/10/28",99.00
"Currency","2011/10/27",98.68
"Currency","2011/10/26",99.32
"Currency","2011/10/25",99.75
"Currency","2011/10/24",97.75
"Currency","2011/10/21",98.64
"Currency","2011/10/20",98.68
"Currency","2011/10/19",99.70
"Currency","2011/10/18",99.25
"Currency","2011/10/17",99.09
"Currency","2011/10/14",103.75
"Currency","2011/10/13",105.75
"Currency","2011/10/12",104.83
"Currency","2011/10/11",102.12
"Currency","2011/10/10",100.54
"Currency","2011/10/07",101.70
"Currency","2011/10/06",101.50
"Currency","2011/10/05",99.77
"Currency","2011/10/04",101.30
"Currency","2011/10/03",99.00
"Currency","2011/09/30",98.43
"Currency","2011/09/29",101.60
"Currency","2011/09/28",102.50
"Currency","2011/09/27",100.51
"Currency","2011/09/26",97.32
"Currency","2011/09/23",98.75
"Currency","2011/09/22",96.60
"Currency","2011/09/21",96.10
"Currency","2011/09/20",94.13
"Currency","2011/09/19",94.90
"Currency","2011/09/16",94.80
"Currency","2011/09/15",94.60
"Currency","2011/09/14",92.96
"Currency","2011/09/13",93.83
"Currency","2011/09/12",94.03
"Currency","2011/09/09",92.32
"Currency","2011/09/08",93.60
"Currency","2011/09/07",93.50
"Currency","2011/09/06",93.38
"Currency","2011/09/05",93.41
"Currency","2011/09/02",93.50
"Currency","2011/09/01",93.60
"Currency","2011/08/31",93.50
"Currency","2011/08/30",92.42
"Currency","2011/08/29",91.19
"Currency","2011/08/26",92.25
"Currency","2011/08/25",90.96
"Currency","2011/08/24",92.40
"Currency","2011/08/23",92.80
"Currency","2011/08/22",91.45
"Currency","2011/08/19",91.61
"Currency","2011/08/18",92.34
"Currency","2011/08/17",92.30
"Currency","2011/08/16",90.74
"Currency","2011/08/15",91.25
"Currency","2011/08/12",92.00
"Currency","2011/08/11",92.72
"Currency","2011/08/10",93.70
"Currency","2011/08/09",92.20
"Currency","2011/08/08",91.07
"Currency","2011/08/05",91.01
"Currency","2011/08/04",90.27
"Currency","2011/08/03",90.03
"Currency","2011/08/02",89.74
"Currency","2011/08/01",89.18
"Currency","2011/07/29",91.00
"Currency","2011/07/28",90.75
"Currency","2011/07/27",90.10
"Currency","2011/07/26",90.00
"Currency","2011/07/25",89.31
"Currency","2011/07/22",90.00
"Currency","2011/07/21",89.75
"Currency","2011/07/20",88.70
"Currency","2011/07/19",89.60
"Currency","2011/07/18",88.42
"Currency","2011/07/15",89.30
"Currency","2011/07/14",88.19
"Currency","2011/07/13",88.82
"Currency","2011/07/12",90.00
"Currency","2011/07/11",88.99
"Currency","2011/07/08",89.50
"Currency","2011/07/07",88.75
"Currency","2011/07/06",87.37
"Currency","2011/07/05",86.97
"Currency","2011/07/04",87.53
"Currency","2011/07/01",87.96
"Currency","2011/06/30",89.70
"Currency","2011/06/29",89.90
"Currency","2011/06/28",90.70
"Currency","2011/06/27",89.74
"Currency","2011/06/24",89.70
"Currency","2011/06/23",89.56
"Currency","2011/06/22",91.10
"Currency","2011/06/21",90.40
"Currency","2011/06/20",88.62
"Currency","2011/06/17",88.95
"Currency","2011/06/16",86.94
"Currency","2011/06/15",88.40
"Currency","2011/06/14",89.50
"Currency","2011/06/13",87.26
"Currency","2011/06/10",87.20
"Currency","2011/06/09",87.50
"Currency","2011/06/08",87.50
"Currency","2011/06/07",86.75
"Currency","2011/06/06",84.66
"Currency","2011/06/03",86.70
"Currency","2011/06/02",84.56
"Currency","2011/06/01",84.16
"Currency","2011/05/31",84.60
"Currency","2011/05/30",84.02
"Currency","2011/05/27",84.23
"Currency","2011/05/26",86.10
"Currency","2011/05/25",84.99
"Currency","2011/05/24",85.42
"Currency","2011/05/23",85.15
"Currency","2011/05/20",85.90
"Currency","2011/05/19",86.30
"Currency","2011/05/18",86.40
"Currency","2011/05/17",85.90
"Currency","2011/05/16",85.71
"Currency","2011/05/13",84.70
"Currency","2011/05/12",85.00
"Currency","2011/05/11",84.50
"Currency","2011/05/10",84.10
"Currency","2011/05/09",84.27
"Currency","2011/05/06",82.48
"Currency","2011/05/05",83.50
"Currency","2011/05/04",83.30
"Currency","2011/05/03",81.91
"Currency","2011/05/02",82.80
"Currency","2011/04/29",82.00
"Currency","2011/04/28",83.50
"Currency","2011/04/27",83.50
"Currency","2011/04/26",83.75
"Currency","2011/04/25",82.58
"Currency","2011/04/22",84.00
"Currency","2011/04/21",84.00
"Currency","2011/04/20",83.65
"Currency","2011/04/19",83.75
"Currency","2011/04/18",83.11
"Currency","2011/04/15",83.88
"Currency","2011/04/14",83.80
"Currency","2011/04/13",83.15
"Currency","2011/04/12",83.90
"Currency","2011/04/11",82.49
"Currency","2011/04/08",82.90
"Currency","2011/04/07",83.65
"Currency","2011/04/06",83.60
"Currency","2011/04/05",82.26
"Currency","2011/04/04",81.82
"Currency","2011/04/01",82.70
"Currency","2011/03/31",83.00
"Currency","2011/03/30",82.20
"Currency","2011/03/29",83.95
"Currency","2011/03/28",83.79
"Currency","2011/03/25",84.75
"Currency","2011/03/24",84.65
"Currency","2011/03/23",83.88
"Currency","2011/03/22",83.83
"Currency","2011/03/21",83.42
"Currency","2011/03/18",85.40
"Currency","2011/03/17",84.85
"Currency","2011/03/16",85.60
"Currency","2011/03/15",84.80
"Currency","2011/03/14",83.95
"Currency","2011/03/11",84.00
"Currency","2011/03/10",83.40
"Currency","2011/03/09",82.90
"Currency","2011/03/08",82.70
"Currency","2011/03/07",81.73
"Currency","2011/03/04",82.75
"Currency","2011/03/03",82.65
"Currency","2011/03/02",81.85
"Currency","2011/03/01",82.00
"Currency","2011/02/28",81.75
"Currency","2011/02/25",81.70
"Currency","2011/02/24",81.60
"Currency","2011/02/23",81.55
"Currency","2011/02/22",78.15
"Currency","2011/02/21",79.71
"Currency","2011/02/18",81.10
"Currency","2011/02/17",81.20
"Currency","2011/02/16",81.10
"Currency","2011/02/15",77.45
"Currency","2011/02/14",80.18
"Currency","2011/02/11",81.05
"Currency","2011/02/10",81.00
"Currency","2011/02/09",77.54
"Currency","2011/02/08",80.90
"Currency","2011/02/07",80.36
"Currency","2011/02/04",80.95
"Currency","2011/02/03",77.41
"Currency","2011/02/02",80.95
"Currency","2011/02/01",80.80
"Currency","2011/01/31",80.68
"Currency","2011/01/28",77.29
"Currency","2011/01/27",80.75
"Currency","2011/01/26",77.24
"Currency","2011/01/25",80.70
"Currency","2011/01/24",79.46
"Currency","2011/01/21",80.18
"Currency","2011/01/20",80.70
"Currency","2011/01/19",77.19
"Currency","2011/01/18",80.80
"Currency","2011/01/17",79.98
"Currency","2011/01/14",77.29
"Currency","2011/01/13",78.89
"Currency","2011/01/12",79.89
"Currency","2011/01/11",81.05
"Currency","2011/01/10",80.26
"Currency","2011/01/07",81.00
"Currency","2011/01/06",80.75
"Currency","2011/01/05",80.80
"Currency","2011/01/04",80.65
"Currency","2011/01/03",79.64
"Currency","2010/12/31",80.50
"Currency","2010/12/30",80.50
"Currency","2010/12/29",80.40
"Currency","2010/12/28",80.50
"Currency","2010/12/27",80.45
"Currency","2010/12/24",80.40
"Currency","2010/12/23",80.20
"Currency","2010/12/22",80.50
"Currency","2010/12/21",80.25
"Currency","2010/12/20",79.91
"Currency","2010/12/17",76.73
"Currency","2010/12/16",80.20
"Currency","2010/12/15",80.20
"Currency","2010/12/14",80.40
"Currency","2010/12/13",76.83
"Currency","2010/12/10",80.40
"Currency","2010/12/09",80.25
"Currency","2010/12/08",76.62
"Currency","2010/12/07",76.72
"Currency","2010/12/06",78.35
"Currency","2010/12/03",79.90
"Currency","2010/12/02",80.70
"Currency","2010/12/01",76.95
"Currency","2010/11/30",80.70
"Currency","2010/11/29",80.25
"Currency","2010/11/26",76.65
"Currency","2010/11/25",76.66
"Currency","2010/11/24",76.56
"Currency","2010/11/23",80.00
"Currency","2010/11/22",78.71
"Currency","2010/11/19",76.47
"Currency","2010/11/18",76.48
"Currency","2010/11/17",76.62
"Currency","2010/11/16",80.40
"Currency","2010/11/15",79.45
"Currency","2010/11/12",76.72
"Currency","2010/11/11",77.11
"Currency","2010/11/10",76.84
"Currency","2010/11/09",76.93
"Currency","2010/11/08",79.90
"Currency","2010/11/05",76.59
"Currency","2010/11/04",80.40
"Currency","2010/11/03",80.25
"Currency","2010/11/02",77.26
"Currency","2010/11/01",79.10
"Currency","2010/10/31",80.71
"Currency","2010/10/29",80.60
"Currency","2010/10/28",80.70
"Currency","2010/10/27",80.50
"Currency","2010/10/26",80.40
"Currency","2010/10/25",79.45
"Currency","2010/10/22",80.60
"Currency","2010/10/21",80.70
"Currency","2010/10/20",80.70
"Currency","2010/10/19",79.28
"Currency","2010/10/18",79.97
"Currency","2010/10/15",77.00
"Currency","2010/10/14",79.00
"Currency","2010/10/13",80.50
"Currency","2010/10/12",76.90
"Currency","2010/10/11",79.34
"Currency","2010/10/08",76.90
"Currency","2010/10/07",80.00
"Currency","2010/10/06",77.06
"Currency","2010/10/05",80.65
"Currency","2010/10/04",79.18
"Currency","2010/10/01",77.15
"Currency","2010/09/30",77.09
"Currency","2010/09/29",77.12
"Currency","2010/09/28",80.50
"Currency","2010/09/27",79.27
"Currency","2010/09/24",77.50
"Currency","2010/09/23",79.73
"Currency","2010/09/22",77.20
"Currency","2010/09/21",80.50
"Currency","2010/09/20",79.85
"Currency","2010/09/17",76.68
"Currency","2010/09/16",76.79
"Currency","2010/09/15",77.26
"Currency","2010/09/14",76.95
"Currency","2010/09/13",80.18
"Currency","2010/09/10",77.20
"Currency","2010/09/09",77.31
"Currency","2010/09/08",77.02
"Currency","2010/09/07",77.06
"Currency","2010/09/06",79.27
"Currency","2010/09/03",80.35
"Currency","2010/09/02",76.68
"Currency","2010/09/01",77.14
"Currency","2010/08/31",77.00
"Currency","2010/08/30",79.31
"Currency","2010/08/27",76.82
"Currency","2010/08/26",77.02
"Currency","2010/08/25",77.41
"Currency","2010/08/24",77.26
"Currency","2010/08/23",79.81
"Currency","2010/08/20",77.04
"Currency","2010/08/19",76.57
"Currency","2010/08/18",76.49
"Currency","2010/08/17",76.51
"Currency","2010/08/16",79.40
"Currency","2010/08/13",76.48
"Currency","2010/08/12",79.50
"Currency","2010/08/11",79.50
"Currency","2010/08/10",75.59
"Currency","2010/08/09",77.62
"Currency","2010/08/06",75.76
"Currency","2010/08/05",79.75
"Currency","2010/08/04",76.41
"Currency","2010/08/03",76.41
"Currency","2010/08/02",76.35
"Currency","2010/07/31",81.43
"Currency","2010/07/30",80.05
"Currency","2010/07/29",80.55
"Currency","2010/07/28",76.62
"Currency","2010/07/27",76.70
"Currency","2010/07/26",77.28
"Currency","2010/07/23",77.46
"Currency","2010/07/22",77.69
"Currency","2010/07/21",77.73
"Currency","2010/07/20",77.94
"Currency","2010/07/19",77.78
"Currency","2010/07/16",77.56
"Currency","2010/07/15",77.65
"Currency","2010/07/14",81.50
"Currency","2010/07/13",77.97
"Currency","2010/07/12",77.78
"Currency","2010/07/09",77.54
"Currency","2010/07/08",77.51
"Currency","2010/07/07",81.10
"Currency","2010/07/06",77.54
"Currency","2010/07/05",77.51
"Currency","2010/07/02",77.35
"Currency","2010/07/01",81.50
"Currency","2010/06/30",77.69
"Currency","2010/06/29",81.75
"Currency","2010/06/28",77.50
"Currency","2010/06/25",81.50
"Currency","2010/06/24",80.75
"Currency","2010/06/23",77.09
"Currency","2010/06/22",76.88
"Currency","2010/06/21",80.10
"Currency","2010/06/18",76.55
"Currency","2010/06/17",80.50
"Currency","2010/06/16",76.62
"Currency","2010/06/15",80.55
"Currency","2010/06/14",76.54
"Currency","2010/06/11",76.48
"Currency","2010/06/10",76.68
"Currency","2010/06/09",77.68
"Currency","2010/06/08",82.00
"Currency","2010/06/07",81.25
"Currency","2010/06/04",77.75
"Currency","2010/06/03",79.90
"Currency","2010/06/02",75.96
"Currency","2010/06/01",79.60
"Currency","2010/05/31",75.88
"Currency","2010/05/28",75.67
"Currency","2010/05/27",79.60
"Currency","2010/05/26",79.35
"Currency","2010/05/25",79.50
"Currency","2010/05/24",79.20
"Currency","2010/05/21",79.10
"Currency","2010/05/20",79.00
"Currency","2010/05/19",74.52
"Currency","2010/05/18",74.26
"Currency","2010/05/17",74.06
"Currency","2010/05/14",77.85
"Currency","2010/05/13",77.90
"Currency","2010/05/12",77.60
"Currency","2010/05/11",77.50
"Currency","2010/05/10",73.74
"Currency","2010/05/07",78.00
"Currency","2010/05/06",77.75
"Currency","2010/05/05",77.20
"Currency","2010/05/04",73.42
"Currency","2010/05/03",76.90
"Currency","2010/04/30",73.38
"Currency","2010/04/29",77.25
"Currency","2010/04/28",77.10
"Currency","2010/04/27",73.58
"Currency","2010/04/26",73.49
"Currency","2010/04/23",77.00
"Currency","2010/04/22",73.59
"Currency","2010/04/21",77.20
"Currency","2010/04/20",73.51
"Currency","2010/04/19",73.63
"Currency","2010/04/16",76.33
"Currency","2010/04/15",76.60
"Currency","2010/04/14",76.90
"Currency","2010/04/13",76.01
"Currency","2010/04/12",73.55
"Currency","2010/04/09",77.00
"Currency","2010/04/08",73.46
"Currency","2010/04/07",77.05
"Currency","2010/04/06",77.15
"Currency","2010/04/05",76.90
"Currency","2010/04/02",75.83
"Currency","2010/04/01",73.68
"Currency","2010/03/31",77.25
"Currency","2010/03/30",77.10
"Currency","2010/03/29",73.74
"Currency","2010/03/26",73.59
"Currency","2010/03/25",73.78
"Currency","2010/03/24",74.00
"Currency","2010/03/23",73.44
"Currency","2010/03/22",73.36
"Currency","2010/03/19",73.23
"Currency","2010/03/18",73.36
"Currency","2010/03/17",73.05
"Currency","2010/03/16",73.35
"Currency","2010/03/15",73.22
"Currency","2010/03/12",73.08
"Currency","2010/03/11",73.04
"Currency","2010/03/10",72.87
"Currency","2010/03/09",73.02
"Currency","2010/03/08",73.10
"Currency","2010/03/05",72.98
"Currency","2010/03/04",73.10
"Currency","2010/03/03",73.22
"Currency","2010/03/02",73.28
"Currency","2010/03/01",73.13
"Currency","2010/02/28",76.73
"Currency","2010/02/26",73.24
"Currency","2010/02/25",73.13
"Currency","2010/02/24",73.48
"Currency","2010/02/23",73.35
"Currency","2010/02/22",73.07
"Currency","2010/02/19",73.08
"Currency","2010/02/18",73.21
"Currency","2010/02/17",73.21
"Currency","2010/02/16",73.72
"Currency","2010/02/15",73.60
"Currency","2010/02/12",73.30
"Currency","2010/02/11",72.98
"Currency","2010/02/10",72.69
"Currency","2010/02/09",73.03
"Currency","2010/02/08",73.45
"Currency","2010/02/05",73.06
"Currency","2010/02/04",72.66
"Currency","2010/02/03",72.37
"Currency","2010/02/02",72.49
"Currency","2010/02/01",72.34
"Currency","2010/01/31",75.79
"Currency","2010/01/29",72.33
"Currency","2010/01/28",72.17
"Currency","2010/01/27",72.71
"Currency","2010/01/26",72.73
"Currency","2010/01/25",75.10
"Currency","2010/01/22",72.31
"Currency","2010/01/21",72.41
"Currency","2010/01/20",72.48
"Currency","2010/01/19",72.30
"Currency","2010/01/18",72.62
"Currency","2010/01/15",72.45
"Currency","2010/01/14",71.99
"Currency","2010/01/13",71.90
"Currency","2010/01/12",72.23
"Currency","2010/01/11",71.82
"Currency","2010/01/08",71.81
"Currency","2010/01/07",71.97
"Currency","2010/01/06",72.22
"Currency","2010/01/05",71.92
"Currency","2010/01/04",74.37
"Currency","2009/12/31",74.84
"Currency","2009/12/30",72.42
"Currency","2009/12/29",72.30
"Currency","2009/12/28",72.46
"Currency","2009/12/24",74.65
"Currency","2009/12/23",72.02
"Currency","2009/12/22",72.58
"Currency","2009/12/21",71.80
"Currency","2009/12/18",71.59
"Currency","2009/12/17",72.11
"Currency","2009/12/16",71.76
"Currency","2009/12/15",71.78
"Currency","2009/12/14",71.92
"Currency","2009/12/11",72.17
"Currency","2009/12/10",72.38
"Currency","2009/12/09",72.47
"Currency","2009/12/08",72.13
"Currency","2009/12/07",72.09
"Currency","2009/12/04",71.60
"Currency","2009/12/03",71.65
"Currency","2009/12/02",71.54
"Currency","2009/12/01",73.35
"Currency","2009/11/30",71.44
"Currency","2009/11/27",71.78
"Currency","2009/11/26",71.06
"Currency","2009/11/25",71.13
"Currency","2009/11/24",71.41
"Currency","2009/11/23",71.45
"Currency","2009/11/20",71.51
"Currency","2009/11/19",70.91
"Currency","2009/11/18",70.85
"Currency","2009/11/17",71.00
"Currency","2009/11/16",71.44
"Currency","2009/11/13",73.54
"Currency","2009/11/12",70.93
"Currency","2009/11/11",71.11
"Currency","2009/11/10",71.20
"Currency","2009/11/09",70.99
"Currency","2009/11/06",71.59
"Currency","2009/11/05",71.50
"Currency","2009/11/04",71.83
"Currency","2009/11/03",72.09
"Currency","2009/11/02",72.11
"Currency","2009/10/31",75.24
"Currency","2009/10/30",74.63
"Currency","2009/10/29",71.91
"Currency","2009/10/28",74.48
"Currency","2009/10/27",71.96
"Currency","2009/10/26",71.90
"Currency","2009/10/23",74.28
"Currency","2009/10/22",71.70
"Currency","2009/10/21",71.95
"Currency","2009/10/20",71.90
"Currency","2009/10/19",71.81
"Currency","2009/10/16",71.97
"Currency","2009/10/15",71.93
"Currency","2009/10/14",71.79
"Currency","2009/10/13",72.16
"Currency","2009/10/12",71.91
"Currency","2009/10/09",71.73
"Currency","2009/10/08",71.75
"Currency","2009/10/07",71.72
"Currency","2009/10/06",71.64
"Currency","2009/10/05",72.10
"Currency","2009/10/02",74.45
"Currency","2009/10/01",72.24
"Currency","2009/09/30",71.15
"Currency","2009/09/29",71.49
"Currency","2009/09/28",72.21
"Currency","2009/09/25",71.53
"Currency","2009/09/24",74.13
"Currency","2009/09/23",74.25
"Currency","2009/09/22",74.35
"Currency","2009/09/21",73.28
"Currency","2009/09/18",73.61
"Currency","2009/09/17",71.57
"Currency","2009/09/16",75.20
"Currency","2009/09/15",71.90
"Currency","2009/09/14",75.40
"Currency","2009/09/11",75.37
"Currency","2009/09/10",75.60
"Currency","2009/09/09",75.50
"Currency","2009/09/08",75.83
"Currency","2009/09/07",75.75
"Currency","2009/09/04",72.56
"Currency","2009/09/03",75.95
"Currency","2009/09/02",76.12
"Currency","2009/09/01",75.90
"Currency","2009/08/31",75.80
"Currency","2009/08/28",72.87
"Currency","2009/08/27",75.85
"Currency","2009/08/26",75.85
"Currency","2009/08/25",75.75
"Currency","2009/08/24",75.98
"Currency","2009/08/21",75.85
"Currency","2009/08/20",75.80
"Currency","2009/08/19",76.05
"Currency","2009/08/18",75.90
"Currency","2009/08/17",76.15
"Currency","2009/08/14",75.85
"Currency","2009/08/13",76.05
"Currency","2009/08/12",76.12
"Currency","2009/08/11",76.20
"Currency","2009/08/10",75.65
"Currency","2009/08/07",72.62
"Currency","2009/08/06",75.90
"Currency","2009/08/05",75.85
"Currency","2009/08/04",75.70
"Currency","2009/08/03",75.98
"Currency","2009/07/31",73.16
"Currency","2009/07/30",76.20
"Currency","2009/07/29",76.25
"Currency","2009/07/28",76.35
"Currency","2009/07/27",76.10
"Currency","2009/07/24",72.89
"Currency","2009/07/23",76.10
"Currency","2009/07/22",76.30
"Currency","2009/07/21",76.50
"Currency","2009/07/20",76.50
"Currency","2009/07/17",73.21
"Currency","2009/07/16",75.65
"Currency","2009/07/15",73.72
"Currency","2009/07/14",77.10
"Currency","2009/07/13",73.82
"Currency","2009/07/10",73.20
"Currency","2009/07/09",76.20
"Currency","2009/07/08",77.00
"Currency","2009/07/07",73.38
"Currency","2009/07/06",76.20
"Currency","2009/07/03",72.28
"Currency","2009/07/02",75.50
"Currency","2009/07/01",72.56
"Currency","2009/06/30",72.90
"Currency","2009/06/29",73.72
"Currency","2009/06/26",76.85
"Currency","2009/06/25",73.20
"Currency","2009/06/24",74.37
"Currency","2009/06/23",77.60
"Currency","2009/06/22",74.44
"Currency","2009/06/19",77.45
"Currency","2009/06/18",77.25
"Currency","2009/06/17",74.27
"Currency","2009/06/16",74.56
"Currency","2009/06/15",74.56
"Currency","2009/06/12",77.65
"Currency","2009/06/11",74.55
"Currency","2009/06/10",77.77
"Currency","2009/06/09",77.65
"Currency","2009/06/08",77.48
"Currency","2009/06/05",74.45
"Currency","2009/06/04",77.45
"Currency","2009/06/03",77.50
"Currency","2009/06/02",77.75
"Currency","2009/06/01",77.80
"Currency","2009/05/31",77.86
"Currency","2009/05/29",74.77
"Currency","2009/05/28",78.00
"Currency","2009/05/27",77.80
"Currency","2009/05/26",77.70
"Currency","2009/05/25",77.45
"Currency","2009/05/22",74.12
"Currency","2009/05/21",77.65
"Currency","2009/05/20",77.33
"Currency","2009/05/19",76.45
"Currency","2009/05/18",78.00
"Currency","2009/05/15",74.30
"Currency","2009/05/14",78.05
"Currency","2009/05/13",76.90
"Currency","2009/05/12",76.50
"Currency","2009/05/11",73.86
"Currency","2009/05/08",74.39
"Currency","2009/05/07",77.10
"Currency","2009/05/06",75.90
"Currency","2009/05/05",77.30
"Currency","2009/05/04",74.76
"Currency","2009/05/01",78.20
"Currency","2009/04/30",78.35
"Currency","2009/04/29",74.86
"Currency","2009/04/28",78.55
"Currency","2009/04/27",78.60
"Currency","2009/04/24",74.94
"Currency","2009/04/23",78.95
"Currency","2009/04/22",78.00
"Currency","2009/04/21",78.55
"Currency","2009/04/20",79.15
"Currency","2009/04/17",76.01
"Currency","2009/04/16",79.60
