"Indicator","Time","Value (USD/SYP)"
"Currency","2015/05/07",217.90
"Currency","2015/05/06",217.95
"Currency","2015/05/05",218.00
"Currency","2015/05/04",217.95
"Currency","2015/05/01",220.05
"Currency","2015/04/30",220.10
"Currency","2015/04/29",220.20
"Currency","2015/04/28",220.30
"Currency","2015/04/27",220.35
"Currency","2015/04/24",214.65
"Currency","2015/04/23",214.75
"Currency","2015/04/22",214.85
"Currency","2015/04/21",214.85
"Currency","2015/04/20",216.85
"Currency","2015/04/17",214.75
"Currency","2015/04/16",214.80
"Currency","2015/04/15",214.85
"Currency","2015/04/14",214.90
"Currency","2015/04/13",211.30
"Currency","2015/04/10",211.30
"Currency","2015/04/09",210.30
"Currency","2015/04/08",211.30
"Currency","2015/04/07",211.35
"Currency","2015/04/06",211.45
"Currency","2015/04/03",211.55
"Currency","2015/04/02",211.60
"Currency","2015/04/01",211.65
"Currency","2015/03/31",211.70
"Currency","2015/03/30",211.85
"Currency","2015/03/27",211.60
"Currency","2015/03/26",211.80
"Currency","2015/03/25",211.85
"Currency","2015/03/24",211.80
"Currency","2015/03/23",211.80
"Currency","2015/03/20",211.55
"Currency","2015/03/19",211.60
"Currency","2015/03/18",211.85
"Currency","2015/03/17",211.85
"Currency","2015/03/16",211.85
"Currency","2015/03/13",210.75
"Currency","2015/03/12",210.80
"Currency","2015/03/11",207.75
"Currency","2015/03/10",207.80
"Currency","2015/03/09",207.85
"Currency","2015/03/06",206.85
"Currency","2015/03/05",206.90
"Currency","2015/03/04",203.95
"Currency","2015/03/03",203.95
"Currency","2015/03/02",204.00
"Currency","2015/02/27",203.80
"Currency","2015/02/26",203.90
"Currency","2015/02/25",203.95
"Currency","2015/02/24",203.05
"Currency","2015/02/23",203.10
"Currency","2015/02/20",203.05
"Currency","2015/02/19",203.05
"Currency","2015/02/18",203.05
"Currency","2015/02/17",203.05
"Currency","2015/02/16",202.15
"Currency","2015/02/13",202.40
"Currency","2015/02/12",202.50
"Currency","2015/02/11",201.95
"Currency","2015/02/10",199.45
"Currency","2015/02/09",199.45
"Currency","2015/02/06",199.55
"Currency","2015/02/05",199.55
"Currency","2015/02/04",198.95
"Currency","2015/02/03",197.95
"Currency","2015/02/02",194.95
"Currency","2015/01/30",189.25
"Currency","2015/01/29",189.20
"Currency","2015/01/28",189.40
"Currency","2015/01/27",189.10
"Currency","2015/01/26",189.10
"Currency","2015/01/23",182.85
"Currency","2015/01/22",182.80
"Currency","2015/01/21",185.71
"Currency","2015/01/20",183.00
"Currency","2015/01/19",183.05
"Currency","2015/01/16",183.05
"Currency","2015/01/15",183.15
"Currency","2015/01/14",181.55
"Currency","2015/01/13",181.60
"Currency","2015/01/12",181.55
"Currency","2015/01/09",180.85
"Currency","2015/01/08",180.90
"Currency","2015/01/07",181.00
"Currency","2015/01/06",181.35
"Currency","2015/01/05",181.10
"Currency","2015/01/02",179.40
"Currency","2015/01/01",179.50
"Currency","2014/12/31",179.50
"Currency","2014/12/30",179.50
"Currency","2014/12/29",179.60
"Currency","2014/12/26",178.30
"Currency","2014/12/25",178.35
"Currency","2014/12/24",178.35
"Currency","2014/12/23",178.40
"Currency","2014/12/22",178.50
"Currency","2014/12/19",177.40
"Currency","2014/12/18",177.50
"Currency","2014/12/17",175.80
"Currency","2014/12/16",175.85
"Currency","2014/12/15",176.00
"Currency","2014/12/12",176.15
"Currency","2014/12/11",176.20
"Currency","2014/12/10",176.35
"Currency","2014/12/09",176.55
"Currency","2014/12/08",173.95
"Currency","2014/12/05",174.00
"Currency","2014/12/04",174.05
"Currency","2014/12/03",174.20
"Currency","2014/12/02",174.25
"Currency","2014/12/01",174.30
"Currency","2014/11/28",170.50
"Currency","2014/11/27",170.55
"Currency","2014/11/26",170.55
"Currency","2014/11/25",170.55
"Currency","2014/11/24",170.65
"Currency","2014/11/21",170.70
"Currency","2014/11/20",170.80
"Currency","2014/11/19",170.85
"Currency","2014/11/18",170.70
"Currency","2014/11/17",168.70
"Currency","2014/11/14",168.75
"Currency","2014/11/13",168.85
"Currency","2014/11/12",169.00
"Currency","2014/11/11",168.90
"Currency","2014/11/10",167.00
"Currency","2014/11/07",167.10
"Currency","2014/11/06",167.25
"Currency","2014/11/05",166.85
"Currency","2014/11/04",164.80
"Currency","2014/11/03",164.85
"Currency","2014/10/31",164.95
"Currency","2014/10/30",165.00
"Currency","2014/10/29",164.00
"Currency","2014/10/28",164.10
"Currency","2014/10/27",162.95
"Currency","2014/10/24",164.15
"Currency","2014/10/23",164.15
"Currency","2014/10/22",162.95
"Currency","2014/10/21",163.05
"Currency","2014/10/20",163.05
"Currency","2014/10/17",162.45
"Currency","2014/10/16",162.70
"Currency","2014/10/15",162.80
"Currency","2014/10/14",162.20
"Currency","2014/10/13",162.20
"Currency","2014/10/10",161.50
"Currency","2014/10/09",161.50
"Currency","2014/10/08",161.55
"Currency","2014/10/07",161.55
"Currency","2014/10/06",161.65
"Currency","2014/10/03",161.65
"Currency","2014/10/02",161.75
"Currency","2014/10/01",161.85
"Currency","2014/09/30",160.00
"Currency","2014/09/29",160.10
"Currency","2014/09/26",160.20
"Currency","2014/09/25",160.30
"Currency","2014/09/24",159.25
"Currency","2014/09/23",158.95
"Currency","2014/09/22",159.05
"Currency","2014/09/19",157.50
"Currency","2014/09/18",157.60
"Currency","2014/09/17",157.65
"Currency","2014/09/16",157.65
"Currency","2014/09/15",157.45
"Currency","2014/09/12",156.70
"Currency","2014/09/11",156.80
"Currency","2014/09/10",156.60
"Currency","2014/09/09",156.65
"Currency","2014/09/08",154.10
"Currency","2014/09/05",154.25
"Currency","2014/09/04",154.30
"Currency","2014/09/03",154.30
"Currency","2014/09/02",154.30
"Currency","2014/09/01",154.25
"Currency","2014/08/29",153.65
"Currency","2014/08/28",153.65
"Currency","2014/08/27",153.65
"Currency","2014/08/26",152.90
"Currency","2014/08/25",153.05
"Currency","2014/08/22",153.05
"Currency","2014/08/21",153.15
"Currency","2014/08/20",152.50
"Currency","2014/08/19",151.85
"Currency","2014/08/18",151.35
"Currency","2014/08/15",151.35
"Currency","2014/08/14",151.35
"Currency","2014/08/13",151.18
"Currency","2014/08/12",151.25
"Currency","2014/08/11",150.90
"Currency","2014/08/08",149.20
"Currency","2014/08/07",149.25
"Currency","2014/08/06",149.30
"Currency","2014/08/05",149.35
"Currency","2014/08/04",149.40
"Currency","2014/08/01",149.50
"Currency","2014/07/31",149.55
"Currency","2014/07/30",149.60
"Currency","2014/07/29",149.60
"Currency","2014/07/28",149.70
"Currency","2014/07/25",149.75
"Currency","2014/07/24",149.75
"Currency","2014/07/23",149.78
"Currency","2014/07/22",149.75
"Currency","2014/07/21",149.75
"Currency","2014/07/18",149.75
"Currency","2014/07/17",149.80
"Currency","2014/07/16",149.80
"Currency","2014/07/15",149.85
"Currency","2014/07/14",149.75
"Currency","2014/07/11",149.80
"Currency","2014/07/10",149.80
"Currency","2014/07/09",149.85
"Currency","2014/07/08",149.85
"Currency","2014/07/07",149.85
"Currency","2014/07/04",149.85
"Currency","2014/07/03",149.85
"Currency","2014/07/02",149.80
"Currency","2014/07/01",149.75
"Currency","2014/06/30",149.80
"Currency","2014/06/27",149.65
"Currency","2014/06/26",149.75
"Currency","2014/06/25",149.65
"Currency","2014/06/24",149.65
"Currency","2014/06/23",149.50
"Currency","2014/06/20",149.15
"Currency","2014/06/19",149.20
"Currency","2014/06/18",149.30
"Currency","2014/06/17",149.35
"Currency","2014/06/16",149.40
"Currency","2014/06/13",149.30
"Currency","2014/06/12",149.40
"Currency","2014/06/11",149.00
"Currency","2014/06/10",149.10
"Currency","2014/06/09",149.20
"Currency","2014/06/06",149.30
"Currency","2014/06/05",149.35
"Currency","2014/06/04",149.20
"Currency","2014/06/03",149.30
"Currency","2014/06/02",149.30
"Currency","2014/05/30",149.35
"Currency","2014/05/29",149.40
"Currency","2014/05/28",149.15
"Currency","2014/05/27",149.25
"Currency","2014/05/26",149.35
"Currency","2014/05/23",149.35
"Currency","2014/05/22",149.40
"Currency","2014/05/21",149.40
"Currency","2014/05/20",149.30
"Currency","2014/05/19",149.35
"Currency","2014/05/16",149.30
"Currency","2014/05/15",149.40
"Currency","2014/05/14",148.18
"Currency","2014/05/13",148.20
"Currency","2014/05/12",148.30
"Currency","2014/05/09",148.40
"Currency","2014/05/08",148.45
"Currency","2014/05/07",148.35
"Currency","2014/05/06",148.35
"Currency","2014/05/05",148.40
"Currency","2014/05/02",148.25
"Currency","2014/05/01",148.30
"Currency","2014/04/30",148.35
"Currency","2014/04/29",148.10
"Currency","2014/04/28",148.15
"Currency","2014/04/25",148.08
"Currency","2014/04/24",148.15
"Currency","2014/04/23",148.18
"Currency","2014/04/22",148.20
"Currency","2014/04/21",148.00
"Currency","2014/04/18",147.80
"Currency","2014/04/17",147.85
"Currency","2014/04/16",148.00
"Currency","2014/04/15",147.95
"Currency","2014/04/14",148.00
"Currency","2014/04/11",147.15
"Currency","2014/04/10",147.25
"Currency","2014/04/09",147.15
"Currency","2014/04/08",147.18
"Currency","2014/04/07",144.55
"Currency","2014/04/04",144.60
"Currency","2014/04/03",144.65
"Currency","2014/04/02",144.68
"Currency","2014/04/01",144.75
"Currency","2014/03/31",144.80
"Currency","2014/03/28",144.90
"Currency","2014/03/27",145.00
"Currency","2014/03/26",145.08
"Currency","2014/03/25",144.90
"Currency","2014/03/24",144.40
"Currency","2014/03/21",144.50
"Currency","2014/03/20",144.60
"Currency","2014/03/19",144.70
"Currency","2014/03/18",143.95
"Currency","2014/03/17",144.05
"Currency","2014/03/14",144.10
"Currency","2014/03/13",144.25
"Currency","2014/03/12",144.30
"Currency","2014/03/11",144.38
"Currency","2014/03/10",144.10
"Currency","2014/03/07",144.25
"Currency","2014/03/06",144.30
"Currency","2014/03/05",144.30
"Currency","2014/03/04",144.25
"Currency","2014/03/03",144.30
"Currency","2014/02/28",143.35
"Currency","2014/02/27",143.45
"Currency","2014/02/26",143.55
"Currency","2014/02/25",143.60
"Currency","2014/02/24",143.70
"Currency","2014/02/21",143.78
"Currency","2014/02/20",143.85
"Currency","2014/02/19",143.45
"Currency","2014/02/18",143.55
"Currency","2014/02/17",143.65
"Currency","2014/02/14",143.30
"Currency","2014/02/13",143.35
"Currency","2014/02/12",143.45
"Currency","2014/02/11",143.52
"Currency","2014/02/10",143.60
"Currency","2014/02/07",143.30
"Currency","2014/02/06",143.50
"Currency","2014/02/05",143.20
"Currency","2014/02/04",143.30
"Currency","2014/02/03",143.40
"Currency","2014/01/31",143.05
"Currency","2014/01/30",143.25
"Currency","2014/01/29",143.20
"Currency","2014/01/28",143.00
"Currency","2014/01/27",143.10
"Currency","2014/01/24",142.96
"Currency","2014/01/23",143.05
"Currency","2014/01/22",143.00
"Currency","2014/01/21",143.05
"Currency","2014/01/20",143.05
"Currency","2014/01/17",142.80
"Currency","2014/01/16",142.95
"Currency","2014/01/15",143.05
"Currency","2014/01/14",143.10
"Currency","2014/01/13",143.00
"Currency","2014/01/10",143.10
"Currency","2014/01/09",143.10
"Currency","2014/01/08",142.55
"Currency","2014/01/07",142.65
"Currency","2014/01/06",142.65
"Currency","2014/01/03",141.30
"Currency","2014/01/02",141.55
"Currency","2014/01/01",141.63
"Currency","2013/12/31",141.63
"Currency","2013/12/30",141.65
"Currency","2013/12/27",141.35
"Currency","2013/12/26",141.45
"Currency","2013/12/25",141.50
"Currency","2013/12/24",141.50
"Currency","2013/12/23",141.55
"Currency","2013/12/20",141.30
"Currency","2013/12/19",141.30
"Currency","2013/12/18",140.90
"Currency","2013/12/17",140.25
"Currency","2013/12/16",140.30
"Currency","2013/12/13",140.40
"Currency","2013/12/12",140.60
"Currency","2013/12/11",140.60
"Currency","2013/12/10",140.35
"Currency","2013/12/09",140.50
"Currency","2013/12/06",140.45
"Currency","2013/12/05",140.55
"Currency","2013/12/04",140.50
"Currency","2013/12/03",140.40
"Currency","2013/12/02",140.45
"Currency","2013/11/29",140.00
"Currency","2013/11/28",140.10
"Currency","2013/11/27",140.10
"Currency","2013/11/26",140.24
"Currency","2013/11/25",140.24
"Currency","2013/11/22",140.24
"Currency","2013/11/21",140.24
"Currency","2013/11/20",140.24
"Currency","2013/11/19",140.24
"Currency","2013/11/18",140.24
"Currency","2013/11/15",140.19
"Currency","2013/11/14",140.19
"Currency","2013/11/13",140.19
"Currency","2013/11/12",140.19
"Currency","2013/11/11",140.19
"Currency","2013/11/08",139.13
"Currency","2013/11/07",139.13
"Currency","2013/11/06",139.08
"Currency","2013/11/05",139.06
"Currency","2013/11/04",139.06
"Currency","2013/11/01",139.06
"Currency","2013/10/31",139.06
"Currency","2013/10/30",138.72
"Currency","2013/10/29",138.22
"Currency","2013/10/28",138.12
"Currency","2013/10/25",138.08
"Currency","2013/10/24",138.08
"Currency","2013/10/23",138.08
"Currency","2013/10/22",138.19
"Currency","2013/10/21",138.09
"Currency","2013/10/18",138.26
"Currency","2013/10/17",138.26
"Currency","2013/10/16",138.26
"Currency","2013/10/15",138.26
"Currency","2013/10/14",138.26
"Currency","2013/10/11",138.26
"Currency","2013/10/10",138.26
"Currency","2013/10/09",137.53
"Currency","2013/10/08",137.50
"Currency","2013/10/07",137.45
"Currency","2013/10/04",137.03
"Currency","2013/10/03",137.03
"Currency","2013/10/02",137.03
"Currency","2013/10/01",136.81
"Currency","2013/09/30",135.93
"Currency","2013/09/27",135.93
"Currency","2013/09/26",135.93
"Currency","2013/09/25",135.93
"Currency","2013/09/24",135.93
"Currency","2013/09/23",135.93
"Currency","2013/09/20",135.93
"Currency","2013/09/19",135.93
"Currency","2013/09/18",129.98
"Currency","2013/09/17",129.98
"Currency","2013/09/16",129.98
"Currency","2013/09/13",129.98
"Currency","2013/09/12",129.98
"Currency","2013/09/11",129.22
"Currency","2013/09/10",129.22
"Currency","2013/09/09",129.22
"Currency","2013/09/06",129.22
"Currency","2013/09/05",129.22
"Currency","2013/09/04",129.22
"Currency","2013/09/03",128.85
"Currency","2013/09/02",128.85
"Currency","2013/08/30",127.69
"Currency","2013/08/29",127.69
"Currency","2013/08/28",113.19
"Currency","2013/08/27",113.19
"Currency","2013/08/26",113.19
"Currency","2013/08/23",113.19
"Currency","2013/08/22",113.19
"Currency","2013/08/21",112.19
"Currency","2013/08/20",111.69
"Currency","2013/08/19",110.69
"Currency","2013/08/16",108.69
"Currency","2013/08/15",108.69
"Currency","2013/08/14",108.69
"Currency","2013/08/13",105.75
"Currency","2013/08/12",105.75
"Currency","2013/08/09",105.75
"Currency","2013/08/08",105.80
"Currency","2013/08/07",105.85
"Currency","2013/08/06",105.60
"Currency","2013/08/05",105.65
"Currency","2013/08/02",105.40
"Currency","2013/08/01",105.50
"Currency","2013/07/31",105.60
"Currency","2013/07/30",105.20
"Currency","2013/07/29",105.25
"Currency","2013/07/26",105.30
"Currency","2013/07/25",105.30
"Currency","2013/07/24",105.35
"Currency","2013/07/23",105.30
"Currency","2013/07/22",105.30
"Currency","2013/07/19",104.80
"Currency","2013/07/18",104.85
"Currency","2013/07/17",104.90
"Currency","2013/07/16",105.00
"Currency","2013/07/15",105.05
"Currency","2013/07/12",104.55
"Currency","2013/07/11",104.55
"Currency","2013/07/10",104.60
"Currency","2013/07/09",104.65
"Currency","2013/07/08",104.65
"Currency","2013/07/05",103.25
"Currency","2013/07/04",103.28
"Currency","2013/07/03",102.40
"Currency","2013/07/02",102.50
"Currency","2013/07/01",102.50
"Currency","2013/06/28",100.53
"Currency","2013/06/27",100.55
"Currency","2013/06/26",100.55
"Currency","2013/06/25",100.55
"Currency","2013/06/24",100.55
"Currency","2013/06/21",100.55
"Currency","2013/06/20",100.55
"Currency","2013/06/19",99.67
"Currency","2013/06/18",99.67
"Currency","2013/06/17",99.62
"Currency","2013/06/14",99.59
"Currency","2013/06/13",99.59
"Currency","2013/06/12",99.59
"Currency","2013/06/11",99.59
"Currency","2013/06/10",97.40
"Currency","2013/06/07",99.59
"Currency","2013/06/06",99.59
"Currency","2013/06/05",99.59
"Currency","2013/06/04",99.59
"Currency","2013/06/03",97.40
"Currency","2013/05/31",97.40
"Currency","2013/05/30",97.40
"Currency","2013/05/29",97.40
"Currency","2013/05/28",97.40
"Currency","2013/05/27",97.45
"Currency","2013/05/24",97.48
"Currency","2013/05/23",97.55
"Currency","2013/05/22",97.55
"Currency","2013/05/21",97.57
"Currency","2013/05/20",97.60
"Currency","2013/05/17",97.65
"Currency","2013/05/16",97.70
"Currency","2013/05/15",97.73
"Currency","2013/05/14",97.80
"Currency","2013/05/13",69.95
"Currency","2013/05/10",70.00
"Currency","2013/05/09",70.02
"Currency","2013/05/08",70.03
"Currency","2013/05/07",70.10
"Currency","2013/05/06",70.10
"Currency","2013/05/03",70.10
"Currency","2013/05/02",70.10
"Currency","2013/05/01",70.10
"Currency","2013/04/30",70.10
"Currency","2013/04/29",70.10
"Currency","2013/04/26",70.10
"Currency","2013/04/25",70.13
"Currency","2013/04/24",70.13
"Currency","2013/04/23",70.15
"Currency","2013/04/22",70.20
"Currency","2013/04/19",70.20
"Currency","2013/04/18",70.20
"Currency","2013/04/17",70.23
"Currency","2013/04/16",70.27
"Currency","2013/04/15",70.35
"Currency","2013/04/12",70.40
"Currency","2013/04/11",70.40
"Currency","2013/04/10",70.43
"Currency","2013/04/09",70.45
"Currency","2013/04/08",70.50
"Currency","2013/04/05",70.50
"Currency","2013/04/04",70.50
"Currency","2013/04/03",70.53
"Currency","2013/04/02",70.55
"Currency","2013/04/01",70.57
"Currency","2013/03/29",70.57
"Currency","2013/03/28",70.60
"Currency","2013/03/27",70.60
"Currency","2013/03/26",70.62
"Currency","2013/03/25",70.65
"Currency","2013/03/22",70.73
"Currency","2013/03/21",70.70
"Currency","2013/03/20",70.75
"Currency","2013/03/19",70.77
"Currency","2013/03/18",70.78
"Currency","2013/03/15",70.83
"Currency","2013/03/14",70.85
"Currency","2013/03/13",70.87
"Currency","2013/03/12",70.59
"Currency","2013/03/11",70.60
"Currency","2013/03/08",70.63
"Currency","2013/03/07",70.70
"Currency","2013/03/06",70.70
"Currency","2013/03/05",70.63
"Currency","2013/03/04",70.65
"Currency","2013/03/01",70.67
"Currency","2013/02/28",70.70
"Currency","2013/02/27",70.73
"Currency","2013/02/26",70.75
"Currency","2013/02/25",70.77
"Currency","2013/02/22",70.80
"Currency","2013/02/21",70.80
"Currency","2013/02/20",70.82
"Currency","2013/02/19",70.85
"Currency","2013/02/18",70.87
"Currency","2013/02/15",70.85
"Currency","2013/02/14",70.88
"Currency","2013/02/13",70.90
"Currency","2013/02/12",70.92
"Currency","2013/02/11",70.95
"Currency","2013/02/08",70.97
"Currency","2013/02/07",70.99
"Currency","2013/02/06",71.00
"Currency","2013/02/05",71.00
"Currency","2013/02/04",71.00
"Currency","2013/02/01",71.00
"Currency","2013/01/31",71.00
"Currency","2013/01/30",71.00
"Currency","2013/01/29",71.00
"Currency","2013/01/28",71.00
"Currency","2013/01/25",71.00
"Currency","2013/01/24",71.00
"Currency","2013/01/23",71.00
"Currency","2013/01/22",71.00
"Currency","2013/01/21",71.00
"Currency","2013/01/18",71.00
"Currency","2013/01/17",71.00
"Currency","2013/01/16",71.00
"Currency","2013/01/15",71.00
"Currency","2013/01/14",71.00
"Currency","2013/01/11",71.00
"Currency","2013/01/10",71.00
"Currency","2013/01/09",71.00
"Currency","2013/01/08",71.00
"Currency","2013/01/07",71.00
"Currency","2013/01/04",71.00
"Currency","2013/01/03",71.00
"Currency","2013/01/02",71.00
"Currency","2013/01/01",71.00
"Currency","2012/12/31",71.00
"Currency","2012/12/28",71.00
"Currency","2012/12/27",71.00
"Currency","2012/12/26",71.00
"Currency","2012/12/25",71.00
"Currency","2012/12/24",71.00
"Currency","2012/12/21",71.00
"Currency","2012/12/20",71.00
"Currency","2012/12/19",71.00
"Currency","2012/12/18",71.00
"Currency","2012/12/17",71.00
"Currency","2012/12/14",71.00
"Currency","2012/12/13",71.00
"Currency","2012/12/12",71.00
"Currency","2012/12/11",71.00
"Currency","2012/12/10",71.00
"Currency","2012/12/07",71.00
"Currency","2012/12/06",71.00
"Currency","2012/12/05",71.00
"Currency","2012/12/04",71.00
"Currency","2012/12/03",71.00
"Currency","2012/11/30",71.00
"Currency","2012/11/29",71.00
"Currency","2012/11/28",71.00
"Currency","2012/11/27",70.60
"Currency","2012/11/26",70.60
"Currency","2012/11/23",70.70
"Currency","2012/11/22",70.70
"Currency","2012/11/21",70.70
"Currency","2012/11/20",70.60
"Currency","2012/11/19",70.60
"Currency","2012/11/16",70.55
"Currency","2012/11/15",70.55
"Currency","2012/11/14",70.55
"Currency","2012/11/13",70.55
"Currency","2012/11/12",70.35
"Currency","2012/11/09",70.10
"Currency","2012/11/08",70.10
"Currency","2012/11/07",69.85
"Currency","2012/11/06",69.85
"Currency","2012/11/05",69.70
"Currency","2012/11/02",69.35
"Currency","2012/11/01",69.35
"Currency","2012/10/31",69.35
"Currency","2012/10/30",68.90
"Currency","2012/10/29",68.90
"Currency","2012/10/26",68.90
"Currency","2012/10/25",68.90
"Currency","2012/10/24",68.90
"Currency","2012/10/23",68.90
"Currency","2012/10/22",68.90
"Currency","2012/10/21",68.65
"Currency","2012/10/19",68.50
"Currency","2012/10/18",68.50
"Currency","2012/10/17",68.50
"Currency","2012/10/16",68.50
"Currency","2012/10/15",68.50
"Currency","2012/10/14",68.59
"Currency","2012/10/12",68.50
"Currency","2012/10/11",68.50
"Currency","2012/10/10",68.45
"Currency","2012/10/09",68.25
"Currency","2012/10/08",68.15
"Currency","2012/10/07",67.99
"Currency","2012/10/05",68.15
"Currency","2012/10/04",68.15
"Currency","2012/10/03",68.15
"Currency","2012/10/02",68.15
"Currency","2012/10/01",68.15
"Currency","2012/09/30",68.24
"Currency","2012/09/28",67.90
"Currency","2012/09/27",67.90
"Currency","2012/09/26",67.90
"Currency","2012/09/25",67.70
"Currency","2012/09/24",67.15
"Currency","2012/09/23",67.28
"Currency","2012/09/21",67.15
"Currency","2012/09/20",67.15
"Currency","2012/09/19",67.15
"Currency","2012/09/18",67.15
"Currency","2012/09/17",66.97
"Currency","2012/09/16",66.89
"Currency","2012/09/14",67.05
"Currency","2012/09/13",67.05
"Currency","2012/09/12",67.05
"Currency","2012/09/11",67.05
"Currency","2012/09/10",66.95
"Currency","2012/09/09",66.22
"Currency","2012/09/07",66.87
"Currency","2012/09/06",66.87
"Currency","2012/09/05",66.87
"Currency","2012/09/04",66.65
"Currency","2012/09/03",66.60
"Currency","2012/09/02",66.64
"Currency","2012/08/31",66.60
"Currency","2012/08/30",66.60
"Currency","2012/08/29",66.58
"Currency","2012/08/28",66.60
"Currency","2012/08/27",65.55
"Currency","2012/08/26",65.60
"Currency","2012/08/24",65.55
"Currency","2012/08/23",65.55
"Currency","2012/08/22",65.55
"Currency","2012/08/21",65.55
"Currency","2012/08/20",65.55
"Currency","2012/08/19",65.69
"Currency","2012/08/17",65.55
"Currency","2012/08/16",65.55
"Currency","2012/08/15",65.55
"Currency","2012/08/14",65.55
"Currency","2012/08/13",65.55
"Currency","2012/08/12",65.48
"Currency","2012/08/10",65.57
"Currency","2012/08/09",65.58
"Currency","2012/08/08",65.50
"Currency","2012/08/07",65.50
"Currency","2012/08/06",65.25
"Currency","2012/08/05",64.73
"Currency","2012/08/03",65.25
"Currency","2012/08/02",65.25
"Currency","2012/08/01",65.25
"Currency","2012/07/31",65.25
"Currency","2012/07/30",65.21
"Currency","2012/07/29",64.36
"Currency","2012/07/27",64.40
"Currency","2012/07/26",64.40
"Currency","2012/07/25",64.40
"Currency","2012/07/24",64.40
"Currency","2012/07/23",64.40
"Currency","2012/07/22",64.81
"Currency","2012/07/20",64.40
"Currency","2012/07/19",64.40
"Currency","2012/07/18",64.40
"Currency","2012/07/17",64.40
"Currency","2012/07/16",64.40
"Currency","2012/07/15",64.17
"Currency","2012/07/13",64.40
"Currency","2012/07/12",64.40
"Currency","2012/07/11",64.30
"Currency","2012/07/10",64.30
"Currency","2012/07/09",64.30
"Currency","2012/07/08",64.61
"Currency","2012/07/06",64.15
"Currency","2012/07/05",64.15
"Currency","2012/07/04",64.15
"Currency","2012/07/03",64.10
"Currency","2012/07/02",64.08
"Currency","2012/07/01",63.68
"Currency","2012/06/29",64.10
"Currency","2012/06/28",64.10
"Currency","2012/06/27",64.05
"Currency","2012/06/26",64.00
"Currency","2012/06/25",64.00
"Currency","2012/06/24",63.71
"Currency","2012/06/22",63.81
"Currency","2012/06/21",63.81
"Currency","2012/06/20",63.81
"Currency","2012/06/19",63.82
"Currency","2012/06/18",63.73
"Currency","2012/06/17",63.67
"Currency","2012/06/15",63.78
"Currency","2012/06/14",63.78
"Currency","2012/06/13",63.83
"Currency","2012/06/12",63.83
"Currency","2012/06/11",63.80
"Currency","2012/06/10",63.50
"Currency","2012/06/08",63.80
"Currency","2012/06/07",63.80
"Currency","2012/06/06",63.85
"Currency","2012/06/05",63.90
"Currency","2012/06/04",63.90
"Currency","2012/06/03",63.35
"Currency","2012/06/01",63.90
"Currency","2012/05/31",63.90
"Currency","2012/05/30",63.90
"Currency","2012/05/29",63.83
"Currency","2012/05/28",63.78
"Currency","2012/05/27",64.06
"Currency","2012/05/25",63.78
"Currency","2012/05/24",63.78
"Currency","2012/05/23",63.78
"Currency","2012/05/22",63.78
"Currency","2012/05/21",63.80
"Currency","2012/05/20",63.34
"Currency","2012/05/18",63.80
"Currency","2012/05/17",63.80
"Currency","2012/05/16",63.05
"Currency","2012/05/15",63.05
"Currency","2012/05/14",63.05
"Currency","2012/05/13",62.62
"Currency","2012/05/11",62.55
"Currency","2012/05/10",62.55
"Currency","2012/05/09",62.55
"Currency","2012/05/08",62.55
"Currency","2012/05/07",57.45
"Currency","2012/05/06",57.66
"Currency","2012/05/04",57.45
"Currency","2012/05/03",57.45
"Currency","2012/05/02",57.45
"Currency","2012/05/01",57.45
"Currency","2012/04/30",57.45
"Currency","2012/04/29",57.32
"Currency","2012/04/27",57.45
"Currency","2012/04/26",57.45
"Currency","2012/04/25",57.45
"Currency","2012/04/24",57.45
"Currency","2012/04/23",57.45
"Currency","2012/04/22",57.32
"Currency","2012/04/20",57.45
"Currency","2012/04/19",57.45
"Currency","2012/04/18",57.45
"Currency","2012/04/17",57.45
"Currency","2012/04/16",57.45
"Currency","2012/04/15",57.82
"Currency","2012/04/13",57.45
"Currency","2012/04/12",57.45
"Currency","2012/04/11",57.45
"Currency","2012/04/10",57.45
"Currency","2012/04/09",57.45
"Currency","2012/04/08",57.46
"Currency","2012/04/06",57.45
"Currency","2012/04/05",57.45
"Currency","2012/04/04",57.45
"Currency","2012/04/03",57.45
"Currency","2012/04/02",57.45
"Currency","2012/04/01",57.41
"Currency","2012/03/30",57.45
"Currency","2012/03/29",57.45
"Currency","2012/03/28",57.45
"Currency","2012/03/27",57.45
"Currency","2012/03/26",57.45
"Currency","2012/03/25",57.28
"Currency","2012/03/23",57.45
"Currency","2012/03/22",57.45
"Currency","2012/03/21",57.45
"Currency","2012/03/20",57.45
"Currency","2012/03/19",57.45
"Currency","2012/03/18",57.01
"Currency","2012/03/16",57.45
"Currency","2012/03/15",57.45
"Currency","2012/03/14",57.45
"Currency","2012/03/13",57.45
"Currency","2012/03/12",57.45
"Currency","2012/03/11",57.46
"Currency","2012/03/09",57.45
"Currency","2012/03/08",57.45
"Currency","2012/03/07",57.45
"Currency","2012/03/06",57.45
"Currency","2012/03/05",57.45
"Currency","2012/03/04",57.60
"Currency","2012/03/02",57.45
"Currency","2012/03/01",57.45
"Currency","2012/02/29",57.45
"Currency","2012/02/28",57.45
"Currency","2012/02/27",57.45
"Currency","2012/02/26",57.28
"Currency","2012/02/24",57.45
"Currency","2012/02/23",57.45
"Currency","2012/02/22",57.45
"Currency","2012/02/21",57.45
