"Indicator","Time","Value (USD/EGP)"
"Currency","2011/03/14",5.86
"Currency","2011/03/11",5.91
"Currency","2011/03/10",5.90
"Currency","2011/03/09",5.89
"Currency","2011/03/08",5.89
"Currency","2011/03/07",5.88
"Currency","2011/03/06",5.89
"Currency","2011/03/04",5.88
"Currency","2011/03/03",5.88
"Currency","2011/03/02",5.90
"Currency","2011/03/01",5.86
"Currency","2011/02/28",5.87
"Currency","2011/02/27",5.89
"Currency","2011/02/25",5.85
"Currency","2011/02/24",5.85
"Currency","2011/02/23",5.85
"Currency","2011/02/22",5.86
"Currency","2011/02/21",5.82
"Currency","2011/02/20",5.86
"Currency","2011/02/18",5.84
"Currency","2011/02/17",5.83
"Currency","2011/02/16",5.84
"Currency","2011/02/15",5.84
"Currency","2011/02/14",5.84
"Currency","2011/02/13",5.88
"Currency","2011/02/11",5.86
"Currency","2011/02/10",5.83
"Currency","2011/02/09",5.86
"Currency","2011/02/08",5.82
"Currency","2011/02/07",5.77
"Currency","2011/02/06",5.88
"Currency","2011/02/04",5.83
"Currency","2011/02/03",5.81
"Currency","2011/02/02",5.81
"Currency","2011/02/01",5.82
"Currency","2011/01/31",5.83
"Currency","2011/01/30",5.87
"Currency","2011/01/28",5.80
"Currency","2011/01/27",5.79
"Currency","2011/01/26",5.76
"Currency","2011/01/25",5.79
"Currency","2011/01/24",5.66
"Currency","2011/01/23",5.77
"Currency","2011/01/21",5.71
"Currency","2011/01/20",5.79
"Currency","2011/01/19",5.79
"Currency","2011/01/18",5.79
"Currency","2011/01/17",5.68
"Currency","2011/01/16",5.79
"Currency","2011/01/14",5.77
"Currency","2011/01/13",5.73
"Currency","2011/01/12",5.68
"Currency","2011/01/11",5.75
"Currency","2011/01/10",5.78
"Currency","2011/01/09",5.82
"Currency","2011/01/07",5.78
"Currency","2011/01/06",5.76
"Currency","2011/01/05",5.75
"Currency","2011/01/04",5.78
"Currency","2011/01/03",5.73
"Currency","2011/01/02",5.77
"Currency","2010/12/31",5.75
"Currency","2010/12/30",5.75
"Currency","2010/12/29",5.79
"Currency","2010/12/28",5.75
"Currency","2010/12/27",5.71
"Currency","2010/12/26",5.83
"Currency","2010/12/24",5.75
"Currency","2010/12/23",5.75
"Currency","2010/12/22",5.79
"Currency","2010/12/21",5.77
"Currency","2010/12/20",5.73
"Currency","2010/12/19",5.85
"Currency","2010/12/17",5.74
"Currency","2010/12/16",5.80
"Currency","2010/12/15",5.77
"Currency","2010/12/14",5.76
"Currency","2010/12/13",5.77
"Currency","2010/12/12",5.81
"Currency","2010/12/10",5.73
"Currency","2010/12/09",5.75
"Currency","2010/12/08",5.79
"Currency","2010/12/07",5.74
"Currency","2010/12/06",5.73
"Currency","2010/12/05",5.77
"Currency","2010/12/03",5.76
"Currency","2010/12/02",5.76
"Currency","2010/12/01",5.77
"Currency","2010/11/30",5.74
"Currency","2010/11/29",5.73
"Currency","2010/11/28",5.77
"Currency","2010/11/26",5.73
"Currency","2010/11/25",5.73
"Currency","2010/11/24",5.72
"Currency","2010/11/23",5.72
"Currency","2010/11/22",5.68
"Currency","2010/11/21",5.72
"Currency","2010/11/19",5.70
"Currency","2010/11/18",5.72
"Currency","2010/11/17",5.72
"Currency","2010/11/16",5.73
"Currency","2010/11/15",5.72
"Currency","2010/11/14",5.75
"Currency","2010/11/12",5.73
"Currency","2010/11/11",5.69
"Currency","2010/11/10",5.75
"Currency","2010/11/09",5.71
"Currency","2010/11/08",5.67
"Currency","2010/11/07",5.71
"Currency","2010/11/05",5.67
"Currency","2010/11/04",5.70
"Currency","2010/11/03",5.74
"Currency","2010/11/02",5.73
"Currency","2010/11/01",5.70
"Currency","2010/10/31",5.74
"Currency","2010/10/29",5.74
"Currency","2010/10/28",5.74
"Currency","2010/10/27",5.74
"Currency","2010/10/26",5.75
"Currency","2010/10/25",5.71
"Currency","2010/10/24",5.74
"Currency","2010/10/22",5.75
"Currency","2010/10/21",5.73
"Currency","2010/10/20",5.74
"Currency","2010/10/19",5.69
"Currency","2010/10/18",5.64
"Currency","2010/10/17",5.75
"Currency","2010/10/15",5.66
"Currency","2010/10/14",5.66
"Currency","2010/10/13",5.64
"Currency","2010/10/12",5.61
"Currency","2010/10/11",5.55
"Currency","2010/10/10",5.65
"Currency","2010/10/08",5.66
"Currency","2010/10/07",5.66
"Currency","2010/10/06",5.66
"Currency","2010/10/05",5.66
"Currency","2010/10/04",5.65
"Currency","2010/10/03",5.68
"Currency","2010/10/01",5.64
"Currency","2010/09/30",5.66
"Currency","2010/09/29",5.67
"Currency","2010/09/28",5.68
"Currency","2010/09/27",5.67
"Currency","2010/09/26",5.71
"Currency","2010/09/24",5.67
"Currency","2010/09/23",5.66
"Currency","2010/09/22",5.61
"Currency","2010/09/21",5.70
"Currency","2010/09/20",5.61
"Currency","2010/09/19",5.73
"Currency","2010/09/17",5.66
"Currency","2010/09/16",5.66
"Currency","2010/09/15",5.68
"Currency","2010/09/14",5.67
"Currency","2010/09/13",5.67
"Currency","2010/09/12",5.69
"Currency","2010/09/10",5.67
"Currency","2010/09/09",5.67
"Currency","2010/09/08",5.68
"Currency","2010/09/07",5.67
"Currency","2010/09/06",5.57
"Currency","2010/09/05",5.69
"Currency","2010/09/03",5.66
"Currency","2010/09/02",5.67
"Currency","2010/09/01",5.68
"Currency","2010/08/31",5.68
"Currency","2010/08/30",5.57
"Currency","2010/08/29",5.69
"Currency","2010/08/27",5.66
"Currency","2010/08/26",5.66
"Currency","2010/08/25",5.68
"Currency","2010/08/24",5.67
"Currency","2010/08/23",5.64
"Currency","2010/08/22",5.69
"Currency","2010/08/20",5.67
"Currency","2010/08/19",5.67
"Currency","2010/08/18",5.66
"Currency","2010/08/17",5.67
"Currency","2010/08/16",5.66
"Currency","2010/08/15",5.70
"Currency","2010/08/13",5.68
"Currency","2010/08/12",5.67
"Currency","2010/08/11",5.60
"Currency","2010/08/10",5.64
"Currency","2010/08/09",5.64
"Currency","2010/08/08",5.68
"Currency","2010/08/06",5.62
"Currency","2010/08/05",5.65
"Currency","2010/08/04",5.66
"Currency","2010/08/03",5.66
"Currency","2010/08/02",5.66
"Currency","2010/08/01",5.71
"Currency","2010/07/30",5.67
"Currency","2010/07/29",5.66
"Currency","2010/07/28",5.67
"Currency","2010/07/27",5.66
"Currency","2010/07/26",5.66
"Currency","2010/07/25",5.68
"Currency","2010/07/23",5.64
"Currency","2010/07/22",5.66
"Currency","2010/07/21",5.68
"Currency","2010/07/20",5.67
"Currency","2010/07/19",5.68
"Currency","2010/07/18",5.61
"Currency","2010/07/16",5.65
"Currency","2010/07/15",5.64
"Currency","2010/07/14",5.57
"Currency","2010/07/13",5.66
"Currency","2010/07/12",5.65
"Currency","2010/07/11",5.70
"Currency","2010/07/09",5.66
"Currency","2010/07/08",5.64
"Currency","2010/07/07",5.63
"Currency","2010/07/06",5.67
"Currency","2010/07/05",5.65
"Currency","2010/07/04",5.56
"Currency","2010/07/02",5.66
"Currency","2010/07/01",5.64
"Currency","2010/06/30",5.68
"Currency","2010/06/29",5.66
"Currency","2010/06/28",5.67
"Currency","2010/06/27",5.66
"Currency","2010/06/25",5.63
"Currency","2010/06/24",5.65
"Currency","2010/06/23",5.60
"Currency","2010/06/22",5.65
"Currency","2010/06/21",5.66
"Currency","2010/06/20",5.54
"Currency","2010/06/18",5.63
"Currency","2010/06/17",5.63
"Currency","2010/06/16",5.65
"Currency","2010/06/15",5.64
"Currency","2010/06/14",5.67
"Currency","2010/06/13",5.61
"Currency","2010/06/11",5.61
"Currency","2010/06/10",5.64
"Currency","2010/06/09",5.66
"Currency","2010/06/08",5.65
"Currency","2010/06/07",5.65
"Currency","2010/06/06",5.70
"Currency","2010/06/04",5.64
"Currency","2010/06/03",5.64
"Currency","2010/06/02",5.61
"Currency","2010/06/01",5.64
"Currency","2010/05/31",5.61
"Currency","2010/05/30",5.69
"Currency","2010/05/28",5.66
"Currency","2010/05/27",5.63
"Currency","2010/05/26",5.64
"Currency","2010/05/25",5.59
"Currency","2010/05/24",5.54
"Currency","2010/05/21",5.61
"Currency","2010/05/20",5.56
"Currency","2010/05/19",5.43
"Currency","2010/05/18",5.67
"Currency","2010/05/17",5.47
"Currency","2010/05/16",5.62
"Currency","2010/05/14",5.58
"Currency","2010/05/13",5.51
"Currency","2010/05/12",5.56
"Currency","2010/05/11",5.60
"Currency","2010/05/10",5.59
"Currency","2010/05/09",5.53
"Currency","2010/05/07",5.54
"Currency","2010/05/06",5.58
"Currency","2010/05/05",5.57
"Currency","2010/05/04",5.55
"Currency","2010/05/03",5.51
"Currency","2010/05/02",5.45
"Currency","2010/04/30",5.52
"Currency","2010/04/29",5.51
"Currency","2010/04/28",5.49
"Currency","2010/04/27",5.53
"Currency","2010/04/26",5.48
"Currency","2010/04/25",5.55
"Currency","2010/04/23",5.50
"Currency","2010/04/22",5.51
"Currency","2010/04/21",5.50
"Currency","2010/04/20",5.50
"Currency","2010/04/19",5.48
"Currency","2010/04/16",5.47
"Currency","2010/04/15",5.47
"Currency","2010/04/14",5.49
"Currency","2010/04/13",5.47
"Currency","2010/04/12",5.47
"Currency","2010/04/09",5.47
"Currency","2010/04/08",5.48
"Currency","2010/04/07",5.48
"Currency","2010/04/06",5.46
"Currency","2010/04/05",5.40
"Currency","2010/04/02",5.39
"Currency","2010/04/01",5.46
"Currency","2010/03/31",5.48
"Currency","2010/03/30",5.46
"Currency","2010/03/29",5.46
"Currency","2010/03/26",5.46
"Currency","2010/03/25",5.48
"Currency","2010/03/24",5.47
"Currency","2010/03/23",5.48
"Currency","2010/03/22",5.45
"Currency","2010/03/19",5.45
"Currency","2010/03/18",5.44
"Currency","2010/03/17",5.45
"Currency","2010/03/16",5.44
"Currency","2010/03/15",5.44
"Currency","2010/03/12",5.43
"Currency","2010/03/11",5.43
"Currency","2010/03/10",5.44
"Currency","2010/03/09",5.43
"Currency","2010/03/08",5.45
"Currency","2010/03/07",5.47
"Currency","2010/03/05",5.45
"Currency","2010/03/04",5.44
"Currency","2010/03/03",5.45
"Currency","2010/03/02",5.42
"Currency","2010/03/01",5.43
"Currency","2010/02/28",5.47
"Currency","2010/02/26",5.47
"Currency","2010/02/25",5.43
"Currency","2010/02/24",5.47
"Currency","2010/02/23",5.45
"Currency","2010/02/22",5.45
"Currency","2010/02/21",5.44
"Currency","2010/02/19",5.42
"Currency","2010/02/18",5.50
"Currency","2010/02/17",5.46
"Currency","2010/02/16",5.45
"Currency","2010/02/15",5.46
"Currency","2010/02/14",5.49
"Currency","2010/02/12",5.45
"Currency","2010/02/11",5.44
"Currency","2010/02/10",5.43
"Currency","2010/02/09",5.46
"Currency","2010/02/08",5.47
"Currency","2010/02/07",5.46
"Currency","2010/02/05",5.41
"Currency","2010/02/04",5.44
"Currency","2010/02/03",5.42
"Currency","2010/02/02",5.42
"Currency","2010/02/01",5.43
"Currency","2010/01/31",5.50
"Currency","2010/01/29",5.44
"Currency","2010/01/28",5.43
"Currency","2010/01/27",5.43
"Currency","2010/01/26",5.42
"Currency","2010/01/25",5.35
"Currency","2010/01/24",5.45
"Currency","2010/01/22",5.41
"Currency","2010/01/21",5.41
"Currency","2010/01/20",5.40
"Currency","2010/01/19",5.38
"Currency","2010/01/18",5.38
"Currency","2010/01/17",5.43
"Currency","2010/01/15",5.39
"Currency","2010/01/14",5.38
"Currency","2010/01/13",5.39
"Currency","2010/01/12",5.43
"Currency","2010/01/11",5.42
"Currency","2010/01/10",5.40
"Currency","2010/01/08",5.39
"Currency","2010/01/07",5.42
"Currency","2010/01/06",5.42
"Currency","2010/01/05",5.44
"Currency","2010/01/04",5.44
"Currency","2010/01/03",5.52
"Currency","2010/01/01",5.38
"Currency","2009/12/31",5.41
"Currency","2009/12/30",5.44
"Currency","2009/12/29",5.46
"Currency","2009/12/28",5.47
"Currency","2009/12/27",5.51
"Currency","2009/12/25",5.40
"Currency","2009/12/24",5.40
"Currency","2009/12/23",5.46
"Currency","2009/12/22",5.46
"Currency","2009/12/21",5.48
"Currency","2009/12/20",5.48
"Currency","2009/12/18",5.44
"Currency","2009/12/17",5.45
"Currency","2009/12/16",5.48
"Currency","2009/12/15",5.45
"Currency","2009/12/14",5.45
"Currency","2009/12/13",5.54
"Currency","2009/12/11",5.44
"Currency","2009/12/10",5.45
"Currency","2009/12/09",5.44
"Currency","2009/12/08",5.46
"Currency","2009/12/07",5.42
"Currency","2009/12/06",5.46
"Currency","2009/12/04",5.43
"Currency","2009/12/03",5.43
"Currency","2009/12/02",5.43
"Currency","2009/12/01",5.36
"Currency","2009/11/30",5.43
"Currency","2009/11/29",5.42
"Currency","2009/11/27",5.41
"Currency","2009/11/26",5.43
"Currency","2009/11/25",5.40
"Currency","2009/11/24",5.41
"Currency","2009/11/23",5.43
"Currency","2009/11/22",5.45
"Currency","2009/11/20",5.43
"Currency","2009/11/19",5.42
"Currency","2009/11/18",5.44
"Currency","2009/11/17",5.41
"Currency","2009/11/16",5.42
"Currency","2009/11/15",5.44
"Currency","2009/11/13",5.42
"Currency","2009/11/12",5.43
"Currency","2009/11/11",5.42
"Currency","2009/11/10",5.41
"Currency","2009/11/09",5.43
"Currency","2009/11/08",5.46
"Currency","2009/11/06",5.43
"Currency","2009/11/05",5.43
"Currency","2009/11/04",5.43
"Currency","2009/11/03",5.41
"Currency","2009/11/02",5.46
"Currency","2009/11/01",5.51
"Currency","2009/10/30",5.44
"Currency","2009/10/29",5.44
"Currency","2009/10/28",5.44
"Currency","2009/10/27",5.43
"Currency","2009/10/26",5.44
"Currency","2009/10/25",5.48
"Currency","2009/10/23",5.44
"Currency","2009/10/22",5.41
"Currency","2009/10/21",5.43
"Currency","2009/10/20",5.42
"Currency","2009/10/19",5.43
"Currency","2009/10/18",5.48
"Currency","2009/10/16",5.44
"Currency","2009/10/15",5.44
"Currency","2009/10/14",5.43
"Currency","2009/10/13",5.44
"Currency","2009/10/12",5.45
"Currency","2009/10/11",5.47
"Currency","2009/10/09",5.44
"Currency","2009/10/08",5.45
"Currency","2009/10/07",5.44
"Currency","2009/10/06",5.46
"Currency","2009/10/05",5.44
"Currency","2009/10/04",5.48
"Currency","2009/10/02",5.46
"Currency","2009/10/01",5.39
"Currency","2009/09/30",5.46
"Currency","2009/09/29",5.39
"Currency","2009/09/28",5.40
"Currency","2009/09/27",5.50
"Currency","2009/09/25",5.41
"Currency","2009/09/24",5.49
"Currency","2009/09/23",5.48
"Currency","2009/09/22",5.46
"Currency","2009/09/21",5.47
"Currency","2009/09/20",5.51
"Currency","2009/09/18",5.40
"Currency","2009/09/17",5.41
"Currency","2009/09/16",5.47
"Currency","2009/09/15",5.39
"Currency","2009/09/14",5.47
"Currency","2009/09/13",5.52
"Currency","2009/09/11",5.49
"Currency","2009/09/10",5.48
"Currency","2009/09/09",5.50
"Currency","2009/09/08",5.49
"Currency","2009/09/07",5.49
"Currency","2009/09/06",5.51
"Currency","2009/09/04",5.49
"Currency","2009/09/03",5.50
"Currency","2009/09/02",5.49
"Currency","2009/09/01",5.50
"Currency","2009/08/31",5.49
"Currency","2009/08/30",5.44
"Currency","2009/08/28",5.49
"Currency","2009/08/27",5.45
"Currency","2009/08/26",5.49
"Currency","2009/08/25",5.52
"Currency","2009/08/24",5.51
"Currency","2009/08/23",5.50
"Currency","2009/08/21",5.51
"Currency","2009/08/20",5.50
"Currency","2009/08/19",5.53
"Currency","2009/08/18",5.51
"Currency","2009/08/17",5.51
"Currency","2009/08/16",5.53
"Currency","2009/08/14",5.52
"Currency","2009/08/13",5.52
"Currency","2009/08/12",5.52
"Currency","2009/08/11",5.50
"Currency","2009/08/10",5.50
"Currency","2009/08/09",5.50
"Currency","2009/08/07",5.50
"Currency","2009/08/06",5.49
"Currency","2009/08/05",5.49
"Currency","2009/08/04",5.49
"Currency","2009/08/03",5.51
"Currency","2009/07/31",5.52
"Currency","2009/07/30",5.51
"Currency","2009/07/29",5.52
"Currency","2009/07/28",5.52
"Currency","2009/07/27",5.52
"Currency","2009/07/26",5.48
"Currency","2009/07/24",5.53
"Currency","2009/07/23",5.57
"Currency","2009/07/22",5.54
"Currency","2009/07/21",5.54
"Currency","2009/07/20",5.54
"Currency","2009/07/19",5.46
"Currency","2009/07/17",5.55
"Currency","2009/07/16",5.54
"Currency","2009/07/15",5.55
"Currency","2009/07/14",5.55
"Currency","2009/07/13",5.54
"Currency","2009/07/12",5.53
"Currency","2009/07/10",5.55
"Currency","2009/07/09",5.56
"Currency","2009/07/08",5.54
"Currency","2009/07/07",5.57
"Currency","2009/07/06",5.53
"Currency","2009/07/05",5.50
"Currency","2009/07/03",5.56
"Currency","2009/07/02",5.57
"Currency","2009/07/01",5.57
"Currency","2009/06/30",5.55
"Currency","2009/06/29",5.56
"Currency","2009/06/28",5.56
"Currency","2009/06/26",5.57
"Currency","2009/06/25",5.54
"Currency","2009/06/24",5.59
"Currency","2009/06/23",5.54
"Currency","2009/06/22",5.56
"Currency","2009/06/21",5.49
"Currency","2009/06/19",5.59
"Currency","2009/06/18",5.59
"Currency","2009/06/17",5.53
"Currency","2009/06/16",5.59
"Currency","2009/06/15",5.57
"Currency","2009/06/14",5.60
"Currency","2009/06/12",5.59
"Currency","2009/06/11",5.57
"Currency","2009/06/10",5.57
"Currency","2009/06/09",5.55
"Currency","2009/06/08",5.56
"Currency","2009/06/07",5.56
"Currency","2009/06/05",5.57
"Currency","2009/06/04",5.57
"Currency","2009/06/03",5.59
"Currency","2009/06/02",5.56
"Currency","2009/06/01",5.57
"Currency","2009/05/31",5.59
"Currency","2009/05/29",5.57
"Currency","2009/05/28",5.60
"Currency","2009/05/27",5.62
"Currency","2009/05/26",5.59
"Currency","2009/05/25",5.59
"Currency","2009/05/24",5.58
"Currency","2009/05/22",5.59
"Currency","2009/05/21",5.54
"Currency","2009/05/20",5.59
"Currency","2009/05/19",5.57
"Currency","2009/05/18",5.56
"Currency","2009/05/15",5.59
"Currency","2009/05/14",5.57
"Currency","2009/05/13",5.59
"Currency","2009/05/12",5.57
"Currency","2009/05/11",5.60
"Currency","2009/05/08",5.53
"Currency","2009/05/07",5.59
"Currency","2009/05/06",5.59
"Currency","2009/05/05",5.62
"Currency","2009/05/04",5.57
"Currency","2009/05/01",5.59
"Currency","2009/04/30",5.60
"Currency","2009/04/29",5.62
"Currency","2009/04/28",5.57
"Currency","2009/04/27",5.66
"Currency","2009/04/24",5.61
"Currency","2009/04/23",5.56
"Currency","2009/04/22",5.60
"Currency","2009/04/21",5.62
"Currency","2009/04/20",5.59
"Currency","2009/04/17",5.59
"Currency","2009/04/16",5.61
"Currency","2009/04/15",5.58
"Currency","2009/04/14",5.60
"Currency","2009/04/13",5.50
"Currency","2009/04/10",5.58
"Currency","2009/04/09",5.59
"Currency","2009/04/08",5.61
"Currency","2009/04/07",5.59
"Currency","2009/04/06",5.58
"Currency","2009/04/03",5.58
"Currency","2009/04/02",5.59
"Currency","2009/04/01",5.60
"Currency","2009/03/31",5.61
"Currency","2009/03/30",5.58
"Currency","2009/03/27",5.59
"Currency","2009/03/26",5.60
"Currency","2009/03/25",5.58
"Currency","2009/03/24",5.63
"Currency","2009/03/23",5.58
"Currency","2009/03/20",5.58
"Currency","2009/03/19",5.60
"Currency","2009/03/18",5.45
"Currency","2009/03/17",5.57
"Currency","2009/03/16",5.62
"Currency","2009/03/13",5.62
"Currency","2009/03/12",5.61
"Currency","2009/03/11",5.62
"Currency","2009/03/10",5.63
"Currency","2009/03/09",5.62
"Currency","2009/03/06",5.59
"Currency","2009/03/05",5.60
"Currency","2009/03/04",5.57
"Currency","2009/03/03",5.59
"Currency","2009/03/02",5.59
"Currency","2009/02/27",5.56
"Currency","2009/02/26",5.58
"Currency","2009/02/25",5.58
"Currency","2009/02/24",5.51
"Currency","2009/02/23",5.59
"Currency","2009/02/20",5.42
"Currency","2009/02/19",5.55
"Currency","2009/02/18",5.54
"Currency","2009/02/17",5.54
"Currency","2009/02/16",5.51
"Currency","2009/02/13",5.53
"Currency","2009/02/12",5.49
"Currency","2009/02/11",5.52
"Currency","2009/02/10",5.55
"Currency","2009/02/09",5.56
"Currency","2009/02/06",5.49
"Currency","2009/02/05",5.54
"Currency","2009/02/04",5.53
"Currency","2009/02/03",5.53
"Currency","2009/02/02",5.53
"Currency","2009/01/30",5.52
"Currency","2009/01/29",5.55
"Currency","2009/01/28",5.56
"Currency","2009/01/27",5.50
"Currency","2009/01/26",5.51
"Currency","2009/01/23",5.46
"Currency","2009/01/22",5.49
"Currency","2009/01/21",5.43
"Currency","2009/01/20",5.52
"Currency","2009/01/19",5.51
"Currency","2009/01/16",5.46
"Currency","2009/01/15",5.46
"Currency","2009/01/14",5.48
"Currency","2009/01/13",5.49
"Currency","2009/01/12",5.47
"Currency","2009/01/09",5.48
"Currency","2009/01/08",5.47
"Currency","2009/01/07",5.49
"Currency","2009/01/06",5.44
"Currency","2009/01/05",5.44
"Currency","2009/01/02",5.44
"Currency","2009/01/01",5.40
"Currency","2008/12/31",5.41
"Currency","2008/12/30",5.44
"Currency","2008/12/29",5.57
"Currency","2008/12/26",5.40
"Currency","2008/12/25",5.41
"Currency","2008/12/24",5.47
"Currency","2008/12/23",5.50
"Currency","2008/12/22",5.48
"Currency","2008/12/19",5.40
"Currency","2008/12/18",5.42
"Currency","2008/12/17",5.46
"Currency","2008/12/16",5.39
"Currency","2008/12/15",5.47
"Currency","2008/12/12",5.48
"Currency","2008/12/11",5.47
"Currency","2008/12/10",5.49
"Currency","2008/12/09",5.48
"Currency","2008/12/08",5.49
"Currency","2008/12/05",5.45
"Currency","2008/12/04",5.51
"Currency","2008/12/03",5.45
"Currency","2008/12/02",5.49
"Currency","2008/12/01",5.49
"Currency","2008/11/28",5.50
"Currency","2008/11/27",5.48
"Currency","2008/11/26",5.45
"Currency","2008/11/25",5.49
"Currency","2008/11/24",5.49
"Currency","2008/11/21",5.46
"Currency","2008/11/20",5.53
"Currency","2008/11/19",5.54
"Currency","2008/11/18",5.51
"Currency","2008/11/17",5.53
"Currency","2008/11/14",5.55
"Currency","2008/11/13",5.38
"Currency","2008/11/12",5.54
"Currency","2008/11/11",5.51
"Currency","2008/11/10",5.49
"Currency","2008/11/07",5.49
"Currency","2008/11/06",5.52
"Currency","2008/11/05",5.51
"Currency","2008/11/04",5.47
"Currency","2008/11/03",5.58
"Currency","2008/10/31",5.55
"Currency","2008/10/30",5.55
"Currency","2008/10/29",5.48
"Currency","2008/10/28",5.38
"Currency","2008/10/27",5.55
"Currency","2008/10/24",5.52
"Currency","2008/10/23",5.49
"Currency","2008/10/22",5.53
"Currency","2008/10/21",5.57
"Currency","2008/10/20",5.55
"Currency","2008/10/17",5.54
"Currency","2008/10/16",5.48
"Currency","2008/10/15",5.59
"Currency","2008/10/14",5.54
"Currency","2008/10/13",5.46
"Currency","2008/10/10",5.48
"Currency","2008/10/09",5.50
"Currency","2008/10/08",5.45
"Currency","2008/10/07",5.47
"Currency","2008/10/06",5.43
"Currency","2008/10/03",5.45
"Currency","2008/10/02",5.44
"Currency","2008/10/01",5.43
"Currency","2008/09/30",5.41
"Currency","2008/09/29",5.41
"Currency","2008/09/26",5.42
"Currency","2008/09/25",5.42
"Currency","2008/09/24",5.39
"Currency","2008/09/23",5.41
"Currency","2008/09/22",5.37
"Currency","2008/09/19",5.40
"Currency","2008/09/18",5.44
"Currency","2008/09/17",5.37
"Currency","2008/09/16",5.45
"Currency","2008/09/15",5.37
"Currency","2008/09/12",5.36
"Currency","2008/09/11",5.38
"Currency","2008/09/10",5.40
"Currency","2008/09/09",5.38
"Currency","2008/09/08",5.34
"Currency","2008/09/05",5.35
"Currency","2008/09/04",5.39
"Currency","2008/09/03",5.36
"Currency","2008/09/02",5.34
"Currency","2008/09/01",5.34
"Currency","2008/08/29",5.33
"Currency","2008/08/28",5.32
"Currency","2008/08/27",5.31
"Currency","2008/08/26",5.34
"Currency","2008/08/25",5.36
"Currency","2008/08/22",5.35
"Currency","2008/08/21",5.36
"Currency","2008/08/20",5.36
"Currency","2008/08/19",5.36
"Currency","2008/08/18",5.35
"Currency","2008/08/15",5.33
"Currency","2008/08/14",5.33
"Currency","2008/08/13",5.33
"Currency","2008/08/12",5.31
"Currency","2008/08/11",5.30
"Currency","2008/08/08",5.31
"Currency","2008/08/07",5.30
"Currency","2008/08/06",5.31
"Currency","2008/08/05",5.31
"Currency","2008/08/04",5.31
"Currency","2008/08/01",5.29
"Currency","2008/07/31",5.28
"Currency","2008/07/30",5.28
"Currency","2008/07/29",5.28
"Currency","2008/07/28",5.28
"Currency","2008/07/25",5.28
"Currency","2008/07/24",5.27
"Currency","2008/07/23",5.27
"Currency","2008/07/22",5.27
"Currency","2008/07/21",5.27
"Currency","2008/07/18",5.27
"Currency","2008/07/17",5.28
"Currency","2008/07/16",5.29
"Currency","2008/07/15",5.30
"Currency","2008/07/14",5.29
"Currency","2008/07/11",5.29
"Currency","2008/07/10",5.30
"Currency","2008/07/09",5.30
"Currency","2008/07/08",5.31
"Currency","2008/07/07",5.28
"Currency","2008/07/04",5.30
"Currency","2008/07/03",5.24
"Currency","2008/07/02",5.30
"Currency","2008/07/01",5.34
"Currency","2008/06/30",5.30
"Currency","2008/06/27",5.32
"Currency","2008/06/26",5.31
"Currency","2008/06/25",5.28
"Currency","2008/06/24",5.32
"Currency","2008/06/23",5.30
"Currency","2008/06/20",5.31
"Currency","2008/06/19",5.31
"Currency","2008/06/18",5.30
"Currency","2008/06/17",5.30
"Currency","2008/06/16",5.32
"Currency","2008/06/13",5.32
"Currency","2008/06/12",5.30
"Currency","2008/06/11",5.32
"Currency","2008/06/10",5.32
"Currency","2008/06/09",5.34
"Currency","2008/06/06",5.31
"Currency","2008/06/05",5.31
"Currency","2008/06/04",5.32
"Currency","2008/06/03",5.32
"Currency","2008/06/02",5.25
"Currency","2008/05/30",5.32
"Currency","2008/05/29",5.32
"Currency","2008/05/28",5.31
"Currency","2008/05/27",5.33
"Currency","2008/05/26",5.32
"Currency","2008/05/23",5.32
"Currency","2008/05/22",5.32
"Currency","2008/05/21",5.31
"Currency","2008/05/20",5.33
"Currency","2008/05/19",5.31
"Currency","2008/05/16",5.33
"Currency","2008/05/15",5.35
"Currency","2008/05/14",5.32
"Currency","2008/05/13",5.34
"Currency","2008/05/12",5.30
"Currency","2008/05/09",5.32
"Currency","2008/05/08",5.33
"Currency","2008/05/07",5.33
"Currency","2008/05/06",5.32
"Currency","2008/05/05",5.32
"Currency","2008/05/02",5.34
"Currency","2008/05/01",5.38
"Currency","2008/04/30",5.36
"Currency","2008/04/29",5.38
"Currency","2008/04/28",5.35
"Currency","2008/04/25",5.36
"Currency","2008/04/24",5.36
"Currency","2008/04/23",5.36
"Currency","2008/04/22",5.28
"Currency","2008/04/21",5.37
"Currency","2008/04/18",5.41
"Currency","2008/04/17",5.40
"Currency","2008/04/16",5.40
"Currency","2008/04/15",5.42
"Currency","2008/04/14",5.40
"Currency","2008/04/11",5.42
"Currency","2008/04/10",5.42
"Currency","2008/04/09",5.41
"Currency","2008/04/08",5.42
"Currency","2008/04/07",5.43
"Currency","2008/04/04",5.43
"Currency","2008/04/03",5.43
"Currency","2008/04/02",5.40
"Currency","2008/04/01",5.46
"Currency","2008/03/31",5.46
"Currency","2008/03/28",5.44
"Currency","2008/03/27",5.42
"Currency","2008/03/26",5.42
"Currency","2008/03/25",5.44
"Currency","2008/03/24",5.46
"Currency","2008/03/21",5.31
"Currency","2008/03/20",5.46
"Currency","2008/03/19",5.46
"Currency","2008/03/18",5.50
"Currency","2008/03/17",5.30
"Currency","2008/03/14",5.43
"Currency","2008/03/13",5.41
"Currency","2008/03/12",5.42
"Currency","2008/03/11",5.45
"Currency","2008/03/10",5.44
"Currency","2008/03/07",5.43
