"Indicator","Time","Value (USD/GMD)"
"Currency","2010/07/15",27.20
"Currency","2010/07/14",27.20
"Currency","2010/07/13",27.20
"Currency","2010/07/12",27.10
"Currency","2010/07/09",27.20
"Currency","2010/07/08",27.20
"Currency","2010/07/07",27.20
"Currency","2010/07/06",27.10
"Currency","2010/07/05",29.25
"Currency","2010/07/02",29.25
"Currency","2010/07/01",29.25
"Currency","2010/06/30",29.25
"Currency","2010/06/29",29.30
"Currency","2010/06/28",29.25
"Currency","2010/06/25",29.00
"Currency","2010/06/24",29.00
"Currency","2010/06/23",29.05
"Currency","2010/06/22",29.00
"Currency","2010/06/21",29.28
"Currency","2010/06/18",29.25
"Currency","2010/06/17",29.20
"Currency","2010/06/16",29.75
"Currency","2010/06/15",29.75
"Currency","2010/06/14",29.75
"Currency","2010/06/11",29.70
"Currency","2010/06/10",29.70
"Currency","2010/06/09",29.05
"Currency","2010/06/08",29.00
"Currency","2010/06/07",29.05
"Currency","2010/06/04",29.05
"Currency","2010/06/03",29.00
"Currency","2010/06/02",29.00
"Currency","2010/06/01",29.05
"Currency","2010/05/31",29.05
"Currency","2010/05/28",29.00
"Currency","2010/05/27",29.25
"Currency","2010/05/26",28.23
"Currency","2010/05/25",28.13
"Currency","2010/05/24",28.05
"Currency","2010/05/21",28.25
"Currency","2010/05/20",28.00
"Currency","2010/05/19",27.00
"Currency","2010/05/18",27.00
"Currency","2010/05/17",27.00
"Currency","2010/05/14",27.03
"Currency","2010/05/13",27.00
"Currency","2010/05/12",27.05
"Currency","2010/05/11",27.03
"Currency","2010/05/10",27.00
"Currency","2010/05/07",27.03
"Currency","2010/05/06",27.00
"Currency","2010/05/05",26.88
"Currency","2010/05/04",26.90
"Currency","2010/05/03",27.07
"Currency","2010/04/30",27.00
"Currency","2010/04/29",26.15
"Currency","2010/04/28",26.05
"Currency","2010/04/27",26.75
"Currency","2010/04/26",26.75
"Currency","2010/04/23",26.78
"Currency","2010/04/22",26.80
"Currency","2010/04/21",26.80
"Currency","2010/04/20",26.25
"Currency","2010/04/19",26.28
"Currency","2010/04/16",26.30
"Currency","2010/04/15",26.75
"Currency","2010/04/14",26.75
"Currency","2010/04/13",26.78
"Currency","2010/04/12",26.75
"Currency","2010/04/09",26.80
"Currency","2010/04/08",26.75
"Currency","2010/04/07",26.70
"Currency","2010/04/06",26.15
"Currency","2010/04/05",26.25
"Currency","2010/04/02",26.75
"Currency","2010/04/01",26.75
"Currency","2010/03/31",26.80
"Currency","2010/03/30",26.70
"Currency","2010/03/29",26.75
"Currency","2010/03/26",26.80
"Currency","2010/03/25",26.75
"Currency","2010/03/24",26.90
"Currency","2010/03/23",26.75
"Currency","2010/03/22",26.75
"Currency","2010/03/19",26.80
"Currency","2010/03/18",27.20
"Currency","2010/03/17",26.80
"Currency","2010/03/16",26.80
"Currency","2010/03/15",26.75
"Currency","2010/03/12",26.75
"Currency","2010/03/11",26.90
"Currency","2010/03/10",26.90
"Currency","2010/03/09",26.90
"Currency","2010/03/08",26.80
"Currency","2010/03/05",26.80
"Currency","2010/03/04",26.90
"Currency","2010/03/03",26.90
"Currency","2010/03/02",26.70
"Currency","2010/03/01",26.90
"Currency","2010/02/26",26.75
"Currency","2010/02/25",26.65
"Currency","2010/02/24",26.50
"Currency","2010/02/23",26.50
"Currency","2010/02/22",26.80
"Currency","2010/02/19",26.80
"Currency","2010/02/18",26.25
"Currency","2010/02/17",26.30
"Currency","2010/02/16",26.25
"Currency","2010/02/15",26.80
"Currency","2010/02/12",26.26
"Currency","2010/02/11",26.28
"Currency","2010/02/10",26.85
"Currency","2010/02/09",26.85
"Currency","2010/02/08",26.80
"Currency","2010/02/05",26.80
"Currency","2010/02/04",26.80
"Currency","2010/02/03",26.83
"Currency","2010/02/02",25.90
"Currency","2010/02/01",25.90
"Currency","2010/01/29",26.25
"Currency","2010/01/28",25.90
"Currency","2010/01/27",26.20
"Currency","2010/01/26",26.20
"Currency","2010/01/25",26.70
"Currency","2010/01/22",26.75
"Currency","2010/01/21",26.75
"Currency","2010/01/20",26.75
"Currency","2010/01/19",26.75
"Currency","2010/01/18",26.75
"Currency","2010/01/15",26.70
"Currency","2010/01/14",26.25
"Currency","2010/01/13",26.65
"Currency","2010/01/12",26.20
"Currency","2010/01/11",26.50
"Currency","2010/01/08",26.50
"Currency","2010/01/07",26.50
"Currency","2010/01/06",26.50
"Currency","2010/01/05",26.10
"Currency","2010/01/04",26.75
"Currency","2010/01/01",26.70
"Currency","2009/12/31",26.70
"Currency","2009/12/30",26.75
"Currency","2009/12/29",27.00
"Currency","2009/12/28",26.40
"Currency","2009/12/25",26.30
"Currency","2009/12/24",26.30
"Currency","2009/12/23",26.40
"Currency","2009/12/22",27.00
"Currency","2009/12/21",27.00
"Currency","2009/12/18",27.00
"Currency","2009/12/17",27.00
"Currency","2009/12/16",27.00
"Currency","2009/12/15",27.05
"Currency","2009/12/14",27.05
"Currency","2009/12/11",26.90
"Currency","2009/12/10",27.00
"Currency","2009/12/09",27.00
"Currency","2009/12/08",27.05
"Currency","2009/12/07",27.07
"Currency","2009/12/04",26.90
"Currency","2009/12/03",26.70
"Currency","2009/12/02",26.90
"Currency","2009/12/01",26.90
"Currency","2009/11/30",26.90
"Currency","2009/11/27",26.90
"Currency","2009/11/26",27.05
"Currency","2009/11/25",27.05
"Currency","2009/11/24",27.10
"Currency","2009/11/23",27.05
"Currency","2009/11/20",27.05
"Currency","2009/11/19",27.05
"Currency","2009/11/18",27.07
"Currency","2009/11/17",26.90
"Currency","2009/11/16",27.00
"Currency","2009/11/13",26.50
"Currency","2009/11/12",26.53
"Currency","2009/11/11",27.00
"Currency","2009/11/10",27.00
"Currency","2009/11/09",26.50
"Currency","2009/11/06",26.55
"Currency","2009/11/05",26.50
"Currency","2009/11/04",27.13
"Currency","2009/11/03",27.00
"Currency","2009/11/02",26.77
"Currency","2009/10/30",26.70
"Currency","2009/10/29",26.70
"Currency","2009/10/28",26.75
"Currency","2009/10/27",26.75
"Currency","2009/10/26",26.75
"Currency","2009/10/23",26.75
"Currency","2009/10/22",26.90
"Currency","2009/10/21",26.70
"Currency","2009/10/20",26.70
"Currency","2009/10/19",26.70
"Currency","2009/10/16",26.70
"Currency","2009/10/15",26.70
"Currency","2009/10/14",26.75
"Currency","2009/10/13",26.90
"Currency","2009/10/12",26.70
"Currency","2009/10/09",26.70
"Currency","2009/10/08",26.90
"Currency","2009/10/07",26.90
"Currency","2009/10/06",26.65
"Currency","2009/10/05",26.65
"Currency","2009/10/02",26.90
"Currency","2009/10/01",26.65
"Currency","2009/09/30",26.65
"Currency","2009/09/29",26.65
"Currency","2009/09/28",26.90
"Currency","2009/09/25",26.65
"Currency","2009/09/24",26.63
"Currency","2009/09/23",26.63
"Currency","2009/09/22",26.63
"Currency","2009/09/21",26.63
"Currency","2009/09/18",26.70
"Currency","2009/09/17",26.70
"Currency","2009/09/16",26.70
"Currency","2009/09/15",26.58
"Currency","2009/09/14",26.58
"Currency","2009/09/11",26.63
"Currency","2009/09/10",26.58
"Currency","2009/09/09",26.95
"Currency","2009/09/08",26.63
"Currency","2009/09/07",26.63
"Currency","2009/09/04",26.95
"Currency","2009/09/03",26.68
"Currency","2009/09/02",26.70
"Currency","2009/09/01",26.93
"Currency","2009/08/31",26.75
"Currency","2009/08/28",26.70
"Currency","2009/08/27",26.70
"Currency","2009/08/26",26.93
"Currency","2009/08/25",26.93
"Currency","2009/08/24",26.65
"Currency","2009/08/21",26.65
"Currency","2009/08/20",26.70
"Currency","2009/08/19",26.70
"Currency","2009/08/18",26.70
"Currency","2009/08/17",26.70
"Currency","2009/08/14",26.65
"Currency","2009/08/13",26.65
"Currency","2009/08/12",26.65
"Currency","2009/08/11",26.70
"Currency","2009/08/10",26.75
"Currency","2009/08/07",26.80
"Currency","2009/08/06",26.80
"Currency","2009/08/05",26.75
"Currency","2009/08/04",26.75
"Currency","2009/08/03",27.04
"Currency","2009/07/31",26.73
"Currency","2009/07/30",26.73
"Currency","2009/07/29",26.73
"Currency","2009/07/28",26.73
"Currency","2009/07/27",26.73
"Currency","2009/07/24",26.73
"Currency","2009/07/23",26.73
"Currency","2009/07/22",26.73
"Currency","2009/07/21",26.88
"Currency","2009/07/20",26.83
"Currency","2009/07/17",26.83
"Currency","2009/07/16",26.83
"Currency","2009/07/15",26.83
"Currency","2009/07/14",26.83
"Currency","2009/07/13",26.83
"Currency","2009/07/10",26.83
"Currency","2009/07/09",26.10
"Currency","2009/07/08",26.10
"Currency","2009/07/07",26.10
"Currency","2009/07/06",26.20
"Currency","2009/07/03",26.28
"Currency","2009/07/02",26.38
"Currency","2009/07/01",26.38
"Currency","2009/06/30",26.45
"Currency","2009/06/29",26.63
"Currency","2009/06/26",26.45
"Currency","2009/06/25",26.45
"Currency","2009/06/24",26.45
"Currency","2009/06/23",26.45
"Currency","2009/06/22",26.45
"Currency","2009/06/19",26.45
"Currency","2009/06/18",26.45
"Currency","2009/06/17",26.45
"Currency","2009/06/16",26.45
"Currency","2009/06/15",26.53
"Currency","2009/06/12",26.48
"Currency","2009/06/11",26.45
"Currency","2009/06/10",26.48
"Currency","2009/06/09",26.45
"Currency","2009/06/08",26.45
"Currency","2009/06/05",26.45
"Currency","2009/06/04",26.45
"Currency","2009/06/03",26.45
"Currency","2009/06/02",26.45
"Currency","2009/06/01",26.65
"Currency","2009/05/29",26.45
"Currency","2009/05/28",26.45
"Currency","2009/05/27",26.45
"Currency","2009/05/26",26.45
"Currency","2009/05/25",26.45
"Currency","2009/05/22",26.45
"Currency","2009/05/21",26.45
"Currency","2009/05/20",26.45
"Currency","2009/05/19",26.45
"Currency","2009/05/18",27.00
"Currency","2009/05/15",26.45
"Currency","2009/05/14",26.45
"Currency","2009/05/13",26.45
"Currency","2009/05/12",26.45
"Currency","2009/05/11",26.45
"Currency","2009/05/08",26.80
"Currency","2009/05/07",26.45
"Currency","2009/05/06",26.45
"Currency","2009/05/05",26.45
"Currency","2009/05/04",26.45
"Currency","2009/05/01",26.45
"Currency","2009/04/30",26.45
"Currency","2009/04/29",26.45
"Currency","2009/04/28",26.45
"Currency","2009/04/27",26.53
"Currency","2009/04/24",26.45
"Currency","2009/04/23",26.45
"Currency","2009/04/22",26.45
"Currency","2009/04/21",26.55
"Currency","2009/04/20",27.00
"Currency","2009/04/17",26.55
"Currency","2009/04/16",26.55
"Currency","2009/04/15",26.55
"Currency","2009/04/14",26.55
"Currency","2009/04/13",26.60
"Currency","2009/04/10",26.60
"Currency","2009/04/09",26.60
"Currency","2009/04/08",26.60
"Currency","2009/04/07",26.50
"Currency","2009/04/06",26.55
"Currency","2009/04/03",26.55
"Currency","2009/04/02",26.55
"Currency","2009/04/01",26.55
"Currency","2009/03/31",26.43
"Currency","2009/03/30",26.30
"Currency","2009/03/27",26.55
"Currency","2009/03/26",26.55
"Currency","2009/03/25",26.35
"Currency","2009/03/24",26.25
"Currency","2009/03/23",26.55
"Currency","2009/03/20",26.55
"Currency","2009/03/19",26.55
"Currency","2009/03/18",26.55
"Currency","2009/03/17",26.55
"Currency","2009/03/16",26.60
"Currency","2009/03/13",26.60
"Currency","2009/03/12",26.60
"Currency","2009/03/11",26.25
"Currency","2009/03/10",26.25
"Currency","2009/03/09",26.50
"Currency","2009/03/06",26.50
"Currency","2009/03/05",26.00
"Currency","2009/03/04",26.05
"Currency","2009/03/03",25.95
"Currency","2009/03/02",26.00
"Currency","2009/02/27",25.95
"Currency","2009/02/26",26.05
"Currency","2009/02/25",25.95
"Currency","2009/02/24",25.95
"Currency","2009/02/23",25.95
"Currency","2009/02/20",25.95
"Currency","2009/02/19",26.00
"Currency","2009/02/18",25.95
"Currency","2009/02/17",26.00
"Currency","2009/02/16",26.13
"Currency","2009/02/13",26.00
"Currency","2009/02/12",25.83
"Currency","2009/02/11",26.00
"Currency","2009/02/10",25.83
"Currency","2009/02/09",26.05
"Currency","2009/02/06",25.83
"Currency","2009/02/05",25.83
"Currency","2009/02/04",26.13
"Currency","2009/02/03",25.83
"Currency","2009/02/02",26.20
"Currency","2009/01/30",25.85
"Currency","2009/01/29",25.85
"Currency","2009/01/28",25.85
"Currency","2009/01/27",26.50
"Currency","2009/01/26",26.14
"Currency","2009/01/23",26.35
"Currency","2009/01/22",26.35
"Currency","2009/01/21",26.65
"Currency","2009/01/20",26.38
"Currency","2009/01/19",26.35
"Currency","2009/01/16",26.35
"Currency","2009/01/15",26.38
"Currency","2009/01/14",26.05
"Currency","2009/01/13",26.60
"Currency","2009/01/12",26.38
"Currency","2009/01/09",26.55
"Currency","2009/01/08",26.60
"Currency","2009/01/07",26.60
"Currency","2009/01/06",26.70
"Currency","2009/01/05",26.90
"Currency","2009/01/02",26.90
"Currency","2009/01/01",26.90
"Currency","2008/12/31",26.90
"Currency","2008/12/30",26.90
"Currency","2008/12/29",26.80
"Currency","2008/12/26",26.80
"Currency","2008/12/25",27.05
"Currency","2008/12/24",27.05
"Currency","2008/12/23",26.80
"Currency","2008/12/22",26.85
"Currency","2008/12/19",26.80
"Currency","2008/12/18",27.05
"Currency","2008/12/17",26.85
"Currency","2008/12/16",26.85
"Currency","2008/12/15",26.85
"Currency","2008/12/12",27.03
"Currency","2008/12/11",27.03
"Currency","2008/12/10",26.85
"Currency","2008/12/09",26.85
"Currency","2008/12/08",26.85
"Currency","2008/12/05",26.85
"Currency","2008/12/04",26.55
"Currency","2008/12/03",26.86
"Currency","2008/12/02",26.53
"Currency","2008/12/01",26.53
"Currency","2008/11/28",26.53
"Currency","2008/11/27",26.53
"Currency","2008/11/26",26.53
"Currency","2008/11/25",26.45
"Currency","2008/11/24",26.38
"Currency","2008/11/21",26.28
"Currency","2008/11/20",25.80
"Currency","2008/11/19",25.63
"Currency","2008/11/18",25.38
"Currency","2008/11/17",25.15
"Currency","2008/11/14",25.55
"Currency","2008/11/13",25.63
"Currency","2008/11/12",25.63
"Currency","2008/11/11",24.93
"Currency","2008/11/10",25.25
"Currency","2008/11/07",24.45
"Currency","2008/11/06",24.93
"Currency","2008/11/05",24.45
"Currency","2008/11/04",24.38
"Currency","2008/11/03",24.05
"Currency","2008/10/31",23.90
"Currency","2008/10/30",23.90
"Currency","2008/10/29",23.90
"Currency","2008/10/28",23.90
"Currency","2008/10/27",23.85
"Currency","2008/10/24",24.25
"Currency","2008/10/23",23.85
"Currency","2008/10/22",23.85
"Currency","2008/10/21",24.25
"Currency","2008/10/20",23.93
"Currency","2008/10/17",23.85
"Currency","2008/10/16",23.85
"Currency","2008/10/15",23.85
"Currency","2008/10/14",23.85
"Currency","2008/10/13",23.75
"Currency","2008/10/10",23.75
"Currency","2008/10/09",23.75
"Currency","2008/10/08",23.75
"Currency","2008/10/07",23.50
"Currency","2008/10/06",23.85
"Currency","2008/10/03",23.50
"Currency","2008/10/02",23.65
"Currency","2008/10/01",23.73
"Currency","2008/09/30",23.75
"Currency","2008/09/29",23.85
"Currency","2008/09/26",23.85
"Currency","2008/09/25",22.90
"Currency","2008/09/24",22.90
"Currency","2008/09/23",22.90
"Currency","2008/09/22",22.65
"Currency","2008/09/19",22.90
"Currency","2008/09/18",23.25
"Currency","2008/09/17",21.99
"Currency","2008/09/16",22.05
"Currency","2008/09/15",21.99
"Currency","2008/09/12",21.99
"Currency","2008/09/11",22.02
"Currency","2008/09/10",21.85
"Currency","2008/09/09",21.99
"Currency","2008/09/08",21.80
"Currency","2008/09/05",22.08
"Currency","2008/09/04",21.85
"Currency","2008/09/03",21.80
"Currency","2008/09/02",21.83
"Currency","2008/09/01",21.83
"Currency","2008/08/29",21.83
"Currency","2008/08/28",21.83
"Currency","2008/08/27",21.45
"Currency","2008/08/26",21.83
"Currency","2008/08/25",21.83
"Currency","2008/08/22",22.05
"Currency","2008/08/21",22.00
"Currency","2008/08/20",21.75
"Currency","2008/08/19",21.55
"Currency","2008/08/18",21.63
"Currency","2008/08/15",21.55
"Currency","2008/08/14",21.33
"Currency","2008/08/13",21.55
"Currency","2008/08/12",21.55
"Currency","2008/08/11",21.07
"Currency","2008/08/08",21.25
"Currency","2008/08/07",21.00
"Currency","2008/08/06",20.95
"Currency","2008/08/05",20.90
"Currency","2008/08/04",21.18
"Currency","2008/08/01",21.13
"Currency","2008/07/31",20.95
"Currency","2008/07/30",21.00
"Currency","2008/07/29",20.95
"Currency","2008/07/28",20.90
"Currency","2008/07/25",20.95
"Currency","2008/07/24",20.95
"Currency","2008/07/23",20.98
"Currency","2008/07/22",20.98
"Currency","2008/07/21",20.95
"Currency","2008/07/18",20.98
"Currency","2008/07/17",21.00
"Currency","2008/07/16",21.20
"Currency","2008/07/15",21.00
"Currency","2008/07/14",21.00
"Currency","2008/07/11",21.20
"Currency","2008/07/10",21.00
"Currency","2008/07/09",21.20
"Currency","2008/07/08",21.20
"Currency","2008/07/07",21.00
"Currency","2008/07/04",21.00
"Currency","2008/07/03",20.95
"Currency","2008/07/02",20.95
"Currency","2008/07/01",20.90
"Currency","2008/06/30",20.98
"Currency","2008/06/27",20.33
"Currency","2008/06/26",20.33
"Currency","2008/06/25",20.33
"Currency","2008/06/24",21.03
"Currency","2008/06/23",21.03
"Currency","2008/06/20",21.03
"Currency","2008/06/19",21.03
"Currency","2008/06/18",20.80
"Currency","2008/06/17",20.80
"Currency","2008/06/16",20.80
"Currency","2008/06/13",20.98
"Currency","2008/06/12",20.98
"Currency","2008/06/11",21.00
"Currency","2008/06/10",21.00
"Currency","2008/06/09",21.00
"Currency","2008/06/06",21.05
"Currency","2008/06/05",21.00
"Currency","2008/06/04",21.00
"Currency","2008/06/03",20.75
"Currency","2008/06/02",20.73
"Currency","2008/05/30",20.75
"Currency","2008/05/29",20.75
"Currency","2008/05/28",20.63
"Currency","2008/05/27",20.35
"Currency","2008/05/26",20.35
"Currency","2008/05/23",20.35
"Currency","2008/05/22",20.35
"Currency","2008/05/21",20.35
"Currency","2008/05/20",20.85
"Currency","2008/05/19",20.85
"Currency","2008/05/16",20.35
"Currency","2008/05/15",20.35
"Currency","2008/05/14",20.35
"Currency","2008/05/13",20.35
"Currency","2008/05/12",19.95
"Currency","2008/05/09",20.00
"Currency","2008/05/08",19.95
"Currency","2008/05/07",20.00
"Currency","2008/05/06",20.38
"Currency","2008/05/05",19.90
"Currency","2008/05/02",19.90
"Currency","2008/05/01",19.90
"Currency","2008/04/30",19.90
"Currency","2008/04/29",19.90
"Currency","2008/04/28",20.00
"Currency","2008/04/25",20.00
"Currency","2008/04/24",20.00
"Currency","2008/04/23",20.00
"Currency","2008/04/22",20.00
"Currency","2008/04/21",19.63
"Currency","2008/04/18",19.63
"Currency","2008/04/17",19.63
"Currency","2008/04/16",19.38
"Currency","2008/04/15",19.38
"Currency","2008/04/14",19.38
"Currency","2008/04/11",19.13
"Currency","2008/04/10",19.13
"Currency","2008/04/09",19.13
"Currency","2008/04/08",19.13
"Currency","2008/04/07",19.13
"Currency","2008/04/04",19.20
"Currency","2008/04/03",19.00
"Currency","2008/04/02",19.25
"Currency","2008/04/01",19.50
"Currency","2008/03/31",19.63
"Currency","2008/03/28",19.63
"Currency","2008/03/27",19.50
"Currency","2008/03/26",20.00
"Currency","2008/03/25",20.00
"Currency","2008/03/24",22.10
"Currency","2008/03/21",22.05
"Currency","2008/03/20",22.05
"Currency","2008/03/19",22.00
"Currency","2008/03/18",22.30
"Currency","2008/03/17",22.30
"Currency","2008/03/14",21.93
"Currency","2008/03/13",21.75
"Currency","2008/03/12",22.30
"Currency","2008/03/11",22.30
"Currency","2008/03/10",21.60
"Currency","2008/03/07",21.95
"Currency","2008/03/06",21.95
"Currency","2008/03/05",22.30
"Currency","2008/03/04",22.30
"Currency","2008/03/03",21.75
"Currency","2008/02/29",21.40
"Currency","2008/02/28",21.80
"Currency","2008/02/27",22.30
"Currency","2008/02/26",22.00
"Currency","2008/02/25",22.00
"Currency","2008/02/22",22.00
"Currency","2008/02/21",22.00
"Currency","2008/02/20",22.00
"Currency","2008/02/19",22.00
"Currency","2008/02/18",22.43
"Currency","2008/02/15",22.50
"Currency","2008/02/14",22.30
"Currency","2008/02/13",22.30
"Currency","2008/02/12",22.30
"Currency","2008/02/11",22.50
"Currency","2008/02/08",22.50
"Currency","2008/02/07",22.45
"Currency","2008/02/06",22.45
"Currency","2008/02/05",22.45
"Currency","2008/02/04",22.45
"Currency","2008/02/01",22.45
"Currency","2008/01/31",22.45
"Currency","2008/01/30",22.45
"Currency","2008/01/29",22.40
"Currency","2008/01/28",22.40
"Currency","2008/01/25",22.40
"Currency","2008/01/24",22.45
"Currency","2008/01/23",22.35
"Currency","2008/01/22",22.40
"Currency","2008/01/21",22.50
"Currency","2008/01/18",22.30
"Currency","2008/01/17",22.30
"Currency","2008/01/16",22.30
"Currency","2008/01/15",22.20
"Currency","2008/01/14",22.30
"Currency","2008/01/11",22.25
"Currency","2008/01/10",22.20
"Currency","2008/01/09",22.60
"Currency","2008/01/08",22.60
"Currency","2008/01/07",22.88
"Currency","2008/01/04",22.88
"Currency","2008/01/03",22.88
"Currency","2008/01/02",22.88
"Currency","2008/01/01",22.88
"Currency","2007/12/31",22.88
"Currency","2007/12/28",22.88
"Currency","2007/12/27",22.88
"Currency","2007/12/26",22.15
"Currency","2007/12/25",22.20
"Currency","2007/12/24",22.20
"Currency","2007/12/21",22.20
"Currency","2007/12/20",22.20
"Currency","2007/12/19",22.25
"Currency","2007/12/18",22.10
"Currency","2007/12/17",22.10
"Currency","2007/12/14",22.00
"Currency","2007/12/13",21.95
"Currency","2007/12/12",22.00
"Currency","2007/12/11",22.25
"Currency","2007/12/10",22.55
"Currency","2007/12/07",22.55
"Currency","2007/12/06",21.53
"Currency","2007/12/05",20.84
"Currency","2007/12/04",22.29
"Currency","2007/12/03",20.50
"Currency","2007/11/30",22.00
"Currency","2007/11/29",20.50
"Currency","2007/11/28",20.50
"Currency","2007/11/27",20.50
"Currency","2007/11/26",20.50
"Currency","2007/11/23",20.50
"Currency","2007/11/22",20.50
"Currency","2007/11/21",21.00
"Currency","2007/11/20",21.00
"Currency","2007/11/19",21.00
"Currency","2007/11/16",20.50
"Currency","2007/11/15",20.50
"Currency","2007/11/14",20.50
"Currency","2007/11/13",20.50
"Currency","2007/11/12",19.75
"Currency","2007/11/09",19.75
"Currency","2007/11/08",19.75
"Currency","2007/11/07",19.50
"Currency","2007/11/06",19.50
"Currency","2007/11/05",19.50
"Currency","2007/11/02",19.50
"Currency","2007/11/01",19.50
"Currency","2007/10/31",19.50
"Currency","2007/10/30",19.50
"Currency","2007/10/29",19.50
"Currency","2007/10/26",19.00
"Currency","2007/10/25",19.00
"Currency","2007/10/24",19.00
"Currency","2007/10/23",19.00
"Currency","2007/10/22",19.00
"Currency","2007/10/19",19.00
"Currency","2007/10/18",19.00
"Currency","2007/10/17",19.00
"Currency","2007/10/16",19.00
"Currency","2007/10/15",19.00
"Currency","2007/10/12",19.00
"Currency","2007/10/11",19.00
"Currency","2007/10/10",18.75
"Currency","2007/10/09",19.25
"Currency","2007/10/08",19.25
"Currency","2007/10/05",19.25
"Currency","2007/10/04",19.25
"Currency","2007/10/03",19.25
"Currency","2007/10/02",19.50
"Currency","2007/10/01",19.75
"Currency","2007/09/28",19.75
"Currency","2007/09/27",18.75
"Currency","2007/09/26",19.40
"Currency","2007/09/25",21.90
"Currency","2007/09/24",21.90
"Currency","2007/09/21",21.90
"Currency","2007/09/20",21.90
"Currency","2007/09/19",21.90
"Currency","2007/09/18",22.75
"Currency","2007/09/17",22.75
"Currency","2007/09/14",22.75
"Currency","2007/09/13",22.75
"Currency","2007/09/12",22.75
"Currency","2007/09/11",22.75
"Currency","2007/09/10",23.30
"Currency","2007/09/07",23.30
"Currency","2007/09/06",23.30
"Currency","2007/09/05",23.85
"Currency","2007/09/04",23.85
"Currency","2007/09/03",23.85
"Currency","2007/08/31",23.85
"Currency","2007/08/30",23.85
"Currency","2007/08/29",23.85
"Currency","2007/08/28",24.25
"Currency","2007/08/27",24.25
"Currency","2007/08/24",24.10
"Currency","2007/08/23",24.10
"Currency","2007/08/22",24.10
"Currency","2007/08/21",24.10
"Currency","2007/08/20",24.10
"Currency","2007/08/17",24.75
"Currency","2007/08/16",24.75
"Currency","2007/08/15",24.75
"Currency","2007/08/14",24.75
"Currency","2007/08/13",25.20
"Currency","2007/08/10",25.20
"Currency","2007/08/09",25.20
"Currency","2007/08/08",25.10
"Currency","2007/08/07",25.10
"Currency","2007/08/06",25.50
"Currency","2007/08/03",25.50
"Currency","2007/08/02",25.50
"Currency","2007/08/01",25.50
"Currency","2007/07/31",25.50
"Currency","2007/07/30",25.50
"Currency","2007/07/27",25.50
"Currency","2007/07/26",25.50
"Currency","2007/07/25",25.50
"Currency","2007/07/24",26.00
"Currency","2007/07/23",26.00
"Currency","2007/07/20",26.00
"Currency","2007/07/19",26.00
"Currency","2007/07/18",26.00
"Currency","2007/07/17",26.00
"Currency","2007/07/16",26.75
"Currency","2007/07/13",26.75
"Currency","2007/07/12",26.75
"Currency","2007/07/11",26.60
"Currency","2007/07/10",26.43
"Currency","2007/07/09",26.25
"Currency","2007/07/06",26.25
"Currency","2007/07/05",26.75
"Currency","2007/07/04",26.95
"Currency","2007/07/03",26.95
"Currency","2007/07/02",26.95
"Currency","2007/06/29",26.90
"Currency","2007/06/28",26.90
"Currency","2007/06/27",26.90
"Currency","2007/06/26",26.90
"Currency","2007/06/25",26.90
"Currency","2007/06/22",26.90
"Currency","2007/06/21",26.90
"Currency","2007/06/20",26.90
"Currency","2007/06/19",26.90
"Currency","2007/06/18",26.95
"Currency","2007/06/15",26.95
"Currency","2007/06/14",26.95
"Currency","2007/06/13",26.95
"Currency","2007/06/12",26.95
"Currency","2007/06/11",26.95
"Currency","2007/06/08",27.70
"Currency","2007/06/07",27.70
"Currency","2007/06/06",27.50
"Currency","2007/06/05",27.50
"Currency","2007/06/04",27.50
"Currency","2007/06/01",27.50
"Currency","2007/05/31",27.50
"Currency","2007/05/30",27.50
"Currency","2007/05/29",27.50
"Currency","2007/05/28",27.15
"Currency","2007/05/25",27.15
"Currency","2007/05/24",27.15
"Currency","2007/05/23",27.25
"Currency","2007/05/22",27.25
"Currency","2007/05/21",27.25
"Currency","2007/05/18",27.25
"Currency","2007/05/17",27.25
"Currency","2007/05/16",27.25
"Currency","2007/05/15",27.25
"Currency","2007/05/14",27.25
"Currency","2007/05/11",27.25
"Currency","2007/05/10",27.25
"Currency","2007/05/09",27.25
"Currency","2007/05/08",27.25
"Currency","2007/05/07",27.38
"Currency","2007/05/04",27.38
"Currency","2007/05/03",27.38
"Currency","2007/05/02",27.38
"Currency","2007/05/01",27.39
"Currency","2007/04/30",27.39
"Currency","2007/04/27",27.39
"Currency","2007/04/26",27.39
"Currency","2007/04/25",27.39
"Currency","2007/04/24",27.80
"Currency","2007/04/23",27.40
"Currency","2007/04/20",27.40
"Currency","2007/04/19",27.40
"Currency","2007/04/18",27.40
"Currency","2007/04/17",27.40
"Currency","2007/04/16",27.40
"Currency","2007/04/13",27.40
"Currency","2007/04/12",27.40
"Currency","2007/04/11",27.40
"Currency","2007/04/10",27.40
"Currency","2007/04/09",27.40
"Currency","2007/04/06",27.40
"Currency","2007/04/05",27.40
"Currency","2007/04/04",27.40
"Currency","2007/04/03",27.40
"Currency","2007/04/02",27.40
"Currency","2007/03/30",27.40
"Currency","2007/03/29",27.40
"Currency","2007/03/28",27.40
"Currency","2007/03/27",27.40
"Currency","2007/03/26",27.40
"Currency","2007/03/23",27.40
"Currency","2007/03/22",27.40
"Currency","2007/03/21",27.40
"Currency","2007/03/20",27.40
"Currency","2007/03/19",27.40
"Currency","2007/03/16",27.40
"Currency","2007/03/15",27.40
"Currency","2007/03/14",27.40
"Currency","2007/03/13",27.40
