"Indicator","Time","Value (USD/GMD)"
"Currency","2007/03/12",27.40
"Currency","2007/03/09",27.40
"Currency","2007/03/08",27.40
"Currency","2007/03/07",27.40
"Currency","2007/03/06",27.40
"Currency","2007/03/05",27.40
"Currency","2007/03/02",27.53
"Currency","2007/03/01",27.53
"Currency","2007/02/28",27.53
"Currency","2007/02/27",27.53
"Currency","2007/02/26",27.53
"Currency","2007/02/23",27.53
"Currency","2007/02/22",27.53
"Currency","2007/02/21",27.33
"Currency","2007/02/20",27.33
"Currency","2007/02/19",27.33
"Currency","2007/02/16",27.30
"Currency","2007/02/15",27.30
"Currency","2007/02/14",27.30
"Currency","2007/02/13",27.30
"Currency","2007/02/12",27.30
"Currency","2007/02/09",27.30
"Currency","2007/02/08",27.35
"Currency","2007/02/07",27.35
"Currency","2007/02/06",27.35
"Currency","2007/02/05",27.80
"Currency","2007/02/02",27.80
"Currency","2007/02/01",27.80
"Currency","2007/01/31",27.80
"Currency","2007/01/30",27.80
"Currency","2007/01/29",27.80
"Currency","2007/01/26",27.80
"Currency","2007/01/25",27.80
"Currency","2007/01/24",27.80
"Currency","2007/01/23",27.80
"Currency","2007/01/22",28.25
"Currency","2007/01/19",28.25
"Currency","2007/01/18",28.25
"Currency","2007/01/17",28.25
"Currency","2007/01/16",28.25
"Currency","2007/01/15",28.25
"Currency","2007/01/12",28.25
"Currency","2007/01/11",28.25
"Currency","2007/01/10",28.25
"Currency","2007/01/09",27.80
"Currency","2007/01/08",27.80
"Currency","2007/01/05",27.80
"Currency","2007/01/04",27.80
"Currency","2007/01/03",27.80
"Currency","2007/01/02",27.80
"Currency","2007/01/01",27.73
"Currency","2006/12/29",27.73
"Currency","2006/12/28",27.73
"Currency","2006/12/27",27.73
"Currency","2006/12/26",27.73
"Currency","2006/12/25",27.88
"Currency","2006/12/22",27.88
"Currency","2006/12/21",27.88
"Currency","2006/12/20",27.88
"Currency","2006/12/19",27.88
"Currency","2006/12/18",27.88
"Currency","2006/12/15",27.88
"Currency","2006/12/14",27.88
"Currency","2006/12/13",27.88
"Currency","2006/12/12",28.00
"Currency","2006/12/11",28.00
"Currency","2006/12/08",28.00
"Currency","2006/12/07",28.00
"Currency","2006/12/06",27.95
"Currency","2006/12/05",27.83
"Currency","2006/12/04",27.83
"Currency","2006/12/01",27.83
"Currency","2006/11/30",27.83
"Currency","2006/11/29",27.83
"Currency","2006/11/28",27.83
"Currency","2006/11/27",27.83
"Currency","2006/11/24",27.83
"Currency","2006/11/23",27.83
"Currency","2006/11/22",27.83
"Currency","2006/11/21",27.83
"Currency","2006/11/20",27.83
"Currency","2006/11/17",27.83
"Currency","2006/11/16",27.83
"Currency","2006/11/15",27.83
"Currency","2006/11/14",27.83
"Currency","2006/11/13",27.83
"Currency","2006/11/10",27.83
"Currency","2006/11/09",27.83
"Currency","2006/11/08",27.83
"Currency","2006/11/07",27.83
"Currency","2006/11/06",27.83
"Currency","2006/11/03",27.83
"Currency","2006/11/02",27.83
"Currency","2006/11/01",27.83
"Currency","2006/10/31",27.83
"Currency","2006/10/30",27.83
"Currency","2006/10/27",27.83
"Currency","2006/10/26",27.83
"Currency","2006/10/25",27.83
"Currency","2006/10/24",27.83
"Currency","2006/10/23",27.83
"Currency","2006/10/20",27.95
"Currency","2006/10/19",27.95
"Currency","2006/10/18",27.95
"Currency","2006/10/17",27.95
"Currency","2006/10/16",27.95
"Currency","2006/10/13",27.95
"Currency","2006/10/12",27.80
"Currency","2006/10/11",27.95
"Currency","2006/10/10",27.95
"Currency","2006/10/09",27.95
"Currency","2006/10/06",27.95
"Currency","2006/10/05",27.95
"Currency","2006/10/04",27.95
"Currency","2006/10/03",27.95
"Currency","2006/10/02",27.95
"Currency","2006/09/29",27.95
"Currency","2006/09/28",27.95
"Currency","2006/09/27",27.95
"Currency","2006/09/26",28.25
"Currency","2006/09/25",28.25
"Currency","2006/09/22",28.25
"Currency","2006/09/21",28.25
"Currency","2006/09/20",28.25
"Currency","2006/09/19",28.25
"Currency","2006/09/18",28.25
"Currency","2006/09/15",28.25
"Currency","2006/09/14",28.25
"Currency","2006/09/13",28.25
"Currency","2006/09/12",28.25
"Currency","2006/09/11",28.25
"Currency","2006/09/08",28.25
"Currency","2006/09/07",28.25
"Currency","2006/09/06",28.25
"Currency","2006/09/05",28.25
"Currency","2006/09/04",28.25
"Currency","2006/09/01",28.25
"Currency","2006/08/31",28.25
"Currency","2006/08/30",28.35
"Currency","2006/08/29",28.35
"Currency","2006/08/28",28.35
"Currency","2006/08/25",28.35
"Currency","2006/08/24",28.35
"Currency","2006/08/23",28.35
"Currency","2006/08/22",28.35
"Currency","2006/08/21",28.35
"Currency","2006/08/18",28.20
"Currency","2006/08/17",28.20
"Currency","2006/08/16",28.20
"Currency","2006/08/15",28.20
"Currency","2006/08/14",28.20
"Currency","2006/08/11",27.90
"Currency","2006/08/10",27.90
"Currency","2006/08/09",27.90
"Currency","2006/08/08",27.90
"Currency","2006/08/07",28.15
"Currency","2006/08/04",28.15
"Currency","2006/08/03",28.15
"Currency","2006/08/02",28.15
"Currency","2006/08/01",28.15
"Currency","2006/07/31",28.15
"Currency","2006/07/28",28.15
"Currency","2006/07/27",28.15
"Currency","2006/07/26",28.20
"Currency","2006/07/25",28.20
"Currency","2006/07/24",28.20
"Currency","2006/07/21",28.15
"Currency","2006/07/20",28.25
"Currency","2006/07/19",28.25
"Currency","2006/07/18",28.25
"Currency","2006/07/17",28.25
"Currency","2006/07/14",28.25
"Currency","2006/07/13",28.25
"Currency","2006/07/12",28.25
"Currency","2006/07/11",28.25
"Currency","2006/07/10",27.95
"Currency","2006/07/07",27.95
"Currency","2006/07/06",27.95
"Currency","2006/07/05",28.00
"Currency","2006/07/04",28.00
"Currency","2006/07/03",28.00
"Currency","2006/06/30",28.00
"Currency","2006/06/29",28.00
"Currency","2006/06/28",28.00
"Currency","2006/06/27",28.00
"Currency","2006/06/26",28.20
"Currency","2006/06/23",28.20
"Currency","2006/06/22",28.10
"Currency","2006/06/21",28.10
"Currency","2006/06/20",28.10
"Currency","2006/06/19",28.20
"Currency","2006/06/16",28.30
"Currency","2006/06/15",28.30
"Currency","2006/06/14",28.30
"Currency","2006/06/13",28.30
"Currency","2006/06/12",28.30
"Currency","2006/06/09",28.30
"Currency","2006/06/08",28.30
"Currency","2006/06/07",27.95
"Currency","2006/06/06",27.95
"Currency","2006/06/05",27.95
"Currency","2006/06/02",27.95
"Currency","2006/06/01",27.95
"Currency","2006/05/31",27.95
"Currency","2006/05/30",27.95
"Currency","2006/05/29",27.95
"Currency","2006/05/26",27.95
"Currency","2006/05/25",27.95
"Currency","2006/05/24",27.95
"Currency","2006/05/23",27.95
"Currency","2006/05/22",27.95
"Currency","2006/05/19",28.35
"Currency","2006/05/18",28.35
"Currency","2006/05/17",28.35
"Currency","2006/05/16",28.00
"Currency","2006/05/15",28.00
"Currency","2006/05/12",27.95
"Currency","2006/05/11",27.95
"Currency","2006/05/10",27.95
"Currency","2006/05/09",27.95
"Currency","2006/05/08",28.35
"Currency","2006/05/05",28.40
"Currency","2006/05/04",28.40
"Currency","2006/05/03",28.40
"Currency","2006/05/02",28.40
"Currency","2006/05/01",28.45
"Currency","2006/04/28",28.45
"Currency","2006/04/27",28.39
"Currency","2006/04/26",28.40
"Currency","2006/04/25",28.40
"Currency","2006/04/24",28.70
"Currency","2006/04/21",28.70
"Currency","2006/04/20",28.80
"Currency","2006/04/19",28.25
"Currency","2006/04/18",28.40
"Currency","2006/04/17",28.30
"Currency","2006/04/14",28.30
"Currency","2006/04/13",28.30
"Currency","2006/04/12",28.35
"Currency","2006/04/11",28.40
"Currency","2006/04/10",28.00
"Currency","2006/04/07",28.45
"Currency","2006/04/06",28.45
"Currency","2006/04/05",28.45
"Currency","2006/04/04",28.40
"Currency","2006/04/03",28.40
"Currency","2006/03/31",28.35
"Currency","2006/03/30",28.50
"Currency","2006/03/29",28.50
"Currency","2006/03/28",28.47
"Currency","2006/03/27",28.47
"Currency","2006/03/24",28.25
"Currency","2006/03/23",28.25
"Currency","2006/03/22",28.25
"Currency","2006/03/21",28.50
"Currency","2006/03/20",28.50
"Currency","2006/03/17",28.50
"Currency","2006/03/16",28.50
"Currency","2006/03/15",28.50
"Currency","2006/03/14",28.50
"Currency","2006/03/13",28.50
"Currency","2006/03/10",28.45
"Currency","2006/03/09",28.45
"Currency","2006/03/08",28.45
"Currency","2006/03/07",28.45
"Currency","2006/03/06",28.25
"Currency","2006/03/03",28.25
"Currency","2006/03/02",28.25
"Currency","2006/03/01",28.25
"Currency","2006/02/28",28.60
"Currency","2006/02/27",28.40
"Currency","2006/02/24",28.20
"Currency","2006/02/23",28.20
"Currency","2006/02/22",28.75
"Currency","2006/02/21",28.35
"Currency","2006/02/20",28.35
"Currency","2006/02/17",28.35
"Currency","2006/02/16",28.40
"Currency","2006/02/15",28.40
"Currency","2006/02/14",28.40
"Currency","2006/02/13",28.40
"Currency","2006/02/10",28.30
"Currency","2006/02/09",28.45
"Currency","2006/02/08",28.45
"Currency","2006/02/07",28.45
"Currency","2006/02/06",28.10
"Currency","2006/02/03",28.10
"Currency","2006/02/02",28.10
"Currency","2006/02/01",28.10
"Currency","2006/01/31",28.15
"Currency","2006/01/30",27.98
"Currency","2006/01/27",27.98
"Currency","2006/01/26",27.98
"Currency","2006/01/25",27.98
"Currency","2006/01/24",28.60
"Currency","2006/01/23",28.60
"Currency","2006/01/20",28.60
"Currency","2006/01/19",28.60
"Currency","2006/01/18",28.60
"Currency","2006/01/17",28.60
"Currency","2006/01/16",28.60
"Currency","2006/01/13",28.60
"Currency","2006/01/12",28.60
"Currency","2006/01/11",28.60
"Currency","2006/01/10",28.60
"Currency","2006/01/09",28.60
"Currency","2006/01/06",28.70
"Currency","2006/01/05",28.70
"Currency","2006/01/04",28.70
"Currency","2006/01/03",28.70
"Currency","2006/01/02",28.70
"Currency","2005/12/30",28.70
"Currency","2005/12/29",28.70
"Currency","2005/12/28",28.70
"Currency","2005/12/27",28.70
"Currency","2005/12/26",28.70
"Currency","2005/12/23",28.70
"Currency","2005/12/22",28.70
"Currency","2005/12/21",28.70
"Currency","2005/12/20",28.70
"Currency","2005/12/19",28.70
"Currency","2005/12/16",28.50
"Currency","2005/12/15",28.50
"Currency","2005/12/14",28.50
"Currency","2005/12/13",28.50
"Currency","2005/12/12",28.50
"Currency","2005/12/09",28.50
"Currency","2005/12/08",28.50
"Currency","2005/12/07",28.50
"Currency","2005/12/06",28.50
"Currency","2005/12/05",28.50
"Currency","2005/12/02",28.50
"Currency","2005/12/01",28.50
"Currency","2005/11/30",28.50
"Currency","2005/11/29",28.50
"Currency","2005/11/28",28.50
"Currency","2005/11/25",28.50
"Currency","2005/11/24",28.50
"Currency","2005/11/23",28.50
"Currency","2005/11/22",28.50
"Currency","2005/11/21",28.50
"Currency","2005/11/18",28.50
"Currency","2005/11/17",28.75
"Currency","2005/11/16",28.75
"Currency","2005/11/15",28.75
"Currency","2005/11/14",28.75
"Currency","2005/11/11",28.75
"Currency","2005/11/10",28.75
"Currency","2005/11/09",28.75
"Currency","2005/11/08",28.30
"Currency","2005/11/07",28.30
"Currency","2005/11/04",28.25
"Currency","2005/11/03",28.30
"Currency","2005/11/02",28.30
"Currency","2005/11/01",28.30
"Currency","2005/10/31",28.25
"Currency","2005/10/28",28.25
"Currency","2005/10/27",28.25
"Currency","2005/10/26",28.25
"Currency","2005/10/25",28.33
"Currency","2005/10/24",28.33
"Currency","2005/10/21",28.33
"Currency","2005/10/20",28.35
"Currency","2005/10/19",28.30
"Currency","2005/10/18",28.30
"Currency","2005/10/17",28.33
"Currency","2005/10/14",28.20
"Currency","2005/10/13",28.20
"Currency","2005/10/12",28.20
"Currency","2005/10/11",28.20
"Currency","2005/10/10",28.18
"Currency","2005/10/07",28.18
"Currency","2005/10/06",28.18
"Currency","2005/10/05",28.20
"Currency","2005/10/04",28.30
"Currency","2005/10/03",28.33
"Currency","2005/09/30",28.30
"Currency","2005/09/29",28.15
"Currency","2005/09/28",28.15
"Currency","2005/09/27",28.18
"Currency","2005/09/26",28.23
"Currency","2005/09/23",28.23
"Currency","2005/09/22",27.85
"Currency","2005/09/21",27.85
"Currency","2005/09/20",27.85
"Currency","2005/09/19",27.85
"Currency","2005/09/16",27.85
"Currency","2005/09/15",27.85
"Currency","2005/09/14",27.85
"Currency","2005/09/13",27.85
"Currency","2005/09/12",27.85
"Currency","2005/09/09",27.85
"Currency","2005/09/08",27.85
"Currency","2005/09/07",27.85
"Currency","2005/09/06",27.85
"Currency","2005/09/05",27.85
"Currency","2005/09/02",27.85
"Currency","2005/09/01",27.85
"Currency","2005/08/31",27.85
"Currency","2005/08/30",27.78
"Currency","2005/08/29",27.93
"Currency","2005/08/26",27.93
"Currency","2005/08/25",27.93
"Currency","2005/08/24",27.93
"Currency","2005/08/23",27.93
"Currency","2005/08/22",27.93
"Currency","2005/08/19",27.85
"Currency","2005/08/18",27.85
"Currency","2005/08/17",27.73
"Currency","2005/08/16",27.73
"Currency","2005/08/15",27.73
"Currency","2005/08/12",27.73
"Currency","2005/08/11",27.70
"Currency","2005/08/10",27.75
"Currency","2005/08/09",27.75
"Currency","2005/08/08",27.70
"Currency","2005/08/05",27.70
"Currency","2005/08/04",27.70
"Currency","2005/08/03",27.70
"Currency","2005/08/02",27.70
"Currency","2005/08/01",27.70
"Currency","2005/07/29",28.00
"Currency","2005/07/28",27.93
"Currency","2005/07/27",27.90
"Currency","2005/07/26",27.88
"Currency","2005/07/25",28.00
"Currency","2005/07/22",28.00
"Currency","2005/07/21",28.00
"Currency","2005/07/20",28.10
"Currency","2005/07/19",28.10
"Currency","2005/07/18",27.73
"Currency","2005/07/15",27.73
"Currency","2005/07/14",27.73
"Currency","2005/07/13",28.38
"Currency","2005/07/12",28.38
"Currency","2005/07/11",28.38
"Currency","2005/07/08",28.38
"Currency","2005/07/07",28.25
"Currency","2005/07/06",28.25
"Currency","2005/07/05",28.20
"Currency","2005/07/04",28.40
"Currency","2005/07/01",28.40
"Currency","2005/06/30",28.40
"Currency","2005/06/29",28.38
"Currency","2005/06/28",28.40
"Currency","2005/06/27",28.30
"Currency","2005/06/24",28.38
"Currency","2005/06/23",28.38
"Currency","2005/06/22",28.38
"Currency","2005/06/21",28.50
"Currency","2005/06/20",28.30
"Currency","2005/06/17",28.30
"Currency","2005/06/16",28.30
"Currency","2005/06/15",28.30
"Currency","2005/06/14",28.30
"Currency","2005/06/13",28.20
"Currency","2005/06/10",28.00
"Currency","2005/06/09",28.00
"Currency","2005/06/08",27.75
"Currency","2005/06/07",28.00
"Currency","2005/06/06",28.25
"Currency","2005/06/03",28.26
"Currency","2005/06/02",28.26
"Currency","2005/06/01",28.26
"Currency","2005/05/31",28.26
"Currency","2005/05/30",28.26
"Currency","2005/05/27",28.26
"Currency","2005/05/26",28.25
"Currency","2005/05/25",28.25
"Currency","2005/05/24",28.23
"Currency","2005/05/23",28.20
"Currency","2005/05/20",28.30
"Currency","2005/05/19",28.23
"Currency","2005/05/18",28.23
"Currency","2005/05/17",28.21
"Currency","2005/05/16",28.20
"Currency","2005/05/13",28.45
"Currency","2005/05/12",28.35
"Currency","2005/05/11",28.35
"Currency","2005/05/10",28.35
"Currency","2005/05/09",28.25
"Currency","2005/05/06",28.95
"Currency","2005/05/05",28.95
"Currency","2005/05/04",28.95
"Currency","2005/05/03",28.50
"Currency","2005/05/02",28.50
"Currency","2005/04/29",28.50
"Currency","2005/04/28",28.50
"Currency","2005/04/27",28.50
"Currency","2005/04/26",28.50
"Currency","2005/04/25",28.50
"Currency","2005/04/22",28.50
"Currency","2005/04/21",28.50
"Currency","2005/04/20",28.50
"Currency","2005/04/19",28.50
"Currency","2005/04/18",28.60
"Currency","2005/04/15",29.10
"Currency","2005/04/14",29.10
"Currency","2005/04/13",29.10
"Currency","2005/04/12",29.10
"Currency","2005/04/11",28.85
"Currency","2005/04/08",28.85
"Currency","2005/04/07",28.85
"Currency","2005/04/06",28.85
"Currency","2005/04/05",28.85
"Currency","2005/04/04",28.85
"Currency","2005/04/01",28.85
"Currency","2005/03/31",28.85
"Currency","2005/03/30",28.85
"Currency","2005/03/29",28.85
"Currency","2005/03/28",28.85
"Currency","2005/03/25",28.85
"Currency","2005/03/24",28.85
"Currency","2005/03/23",28.85
"Currency","2005/03/22",28.85
"Currency","2005/03/21",28.85
"Currency","2005/03/18",28.85
"Currency","2005/03/17",28.85
"Currency","2005/03/16",28.85
"Currency","2005/03/15",28.85
"Currency","2005/03/14",28.85
"Currency","2005/03/11",29.10
"Currency","2005/03/10",29.10
"Currency","2005/03/09",29.10
"Currency","2005/03/08",29.10
"Currency","2005/03/07",29.50
"Currency","2005/03/04",29.50
"Currency","2005/03/03",29.50
"Currency","2005/03/02",29.50
"Currency","2005/03/01",29.38
"Currency","2005/02/28",29.38
"Currency","2005/02/25",29.40
"Currency","2005/02/24",29.40
"Currency","2005/02/23",29.40
"Currency","2005/02/22",29.40
"Currency","2005/02/21",29.40
"Currency","2005/02/18",29.40
"Currency","2005/02/17",29.40
"Currency","2005/02/16",29.40
"Currency","2005/02/15",29.40
"Currency","2005/02/14",29.13
"Currency","2005/02/11",29.13
"Currency","2005/02/10",29.13
"Currency","2005/02/09",29.13
"Currency","2005/02/08",29.13
"Currency","2005/02/07",29.13
"Currency","2005/02/04",29.13
"Currency","2005/02/03",29.13
"Currency","2005/02/02",29.13
"Currency","2005/02/01",29.13
"Currency","2005/01/31",29.13
"Currency","2005/01/28",29.13
"Currency","2005/01/27",29.13
"Currency","2005/01/26",29.13
"Currency","2005/01/25",29.13
"Currency","2005/01/24",29.13
"Currency","2005/01/21",29.13
"Currency","2005/01/20",29.13
"Currency","2005/01/19",29.30
"Currency","2005/01/18",29.30
"Currency","2005/01/17",29.30
"Currency","2005/01/14",29.30
"Currency","2005/01/13",29.30
"Currency","2005/01/12",29.30
"Currency","2005/01/11",29.50
"Currency","2005/01/10",29.50
"Currency","2005/01/07",29.50
"Currency","2005/01/06",29.50
"Currency","2005/01/05",29.50
"Currency","2005/01/04",29.50
"Currency","2005/01/03",29.50
"Currency","2004/12/31",29.50
"Currency","2004/12/30",29.50
"Currency","2004/12/29",29.50
"Currency","2004/12/28",29.50
"Currency","2004/12/27",29.50
"Currency","2004/12/24",29.50
"Currency","2004/12/23",29.50
"Currency","2004/12/22",29.50
"Currency","2004/12/21",29.50
"Currency","2004/12/20",29.50
"Currency","2004/12/17",29.50
"Currency","2004/12/16",29.50
"Currency","2004/12/15",29.40
"Currency","2004/12/14",29.40
"Currency","2004/12/13",29.40
"Currency","2004/12/10",29.60
"Currency","2004/12/09",29.60
"Currency","2004/12/08",29.60
"Currency","2004/12/07",29.60
"Currency","2004/12/06",29.60
"Currency","2004/12/03",29.45
"Currency","2004/12/02",29.45
"Currency","2004/12/01",29.45
"Currency","2004/11/30",29.45
"Currency","2004/11/29",29.50
"Currency","2004/11/26",29.50
"Currency","2004/11/25",29.50
"Currency","2004/11/24",29.50
"Currency","2004/11/23",29.50
"Currency","2004/11/22",29.50
"Currency","2004/11/19",29.50
"Currency","2004/11/18",29.50
"Currency","2004/11/17",29.50
"Currency","2004/11/16",29.88
"Currency","2004/11/15",29.88
"Currency","2004/11/12",29.88
"Currency","2004/11/11",29.88
"Currency","2004/11/10",29.80
"Currency","2004/11/09",29.80
"Currency","2004/11/08",29.80
"Currency","2004/11/05",29.80
"Currency","2004/11/04",29.80
"Currency","2004/11/03",29.80
"Currency","2004/11/02",29.80
"Currency","2004/11/01",29.80
"Currency","2004/10/29",29.80
"Currency","2004/10/28",29.80
"Currency","2004/10/27",29.88
"Currency","2004/10/26",29.88
"Currency","2004/10/25",29.88
"Currency","2004/10/22",29.88
"Currency","2004/10/21",29.88
"Currency","2004/10/20",29.88
"Currency","2004/10/19",29.88
"Currency","2004/10/18",29.88
"Currency","2004/10/15",29.88
"Currency","2004/10/14",29.88
"Currency","2004/10/13",29.88
"Currency","2004/10/12",29.88
"Currency","2004/10/11",29.88
"Currency","2004/10/08",29.88
"Currency","2004/10/07",29.88
"Currency","2004/10/06",29.88
"Currency","2004/10/05",29.88
"Currency","2004/10/04",29.88
"Currency","2004/10/01",29.88
"Currency","2004/09/30",29.88
"Currency","2004/09/29",29.88
"Currency","2004/09/28",29.88
"Currency","2004/09/27",29.88
"Currency","2004/09/24",29.88
"Currency","2004/09/23",29.88
"Currency","2004/09/22",29.88
"Currency","2004/09/21",29.88
"Currency","2004/09/20",29.88
"Currency","2004/09/17",29.88
"Currency","2004/09/16",29.88
"Currency","2004/09/15",29.88
"Currency","2004/09/14",29.88
"Currency","2004/09/13",29.88
"Currency","2004/09/10",29.88
"Currency","2004/09/09",29.88
"Currency","2004/09/08",29.88
"Currency","2004/09/07",29.88
"Currency","2004/09/06",29.88
"Currency","2004/09/03",29.88
"Currency","2004/09/02",29.88
"Currency","2004/09/01",29.88
"Currency","2004/08/31",29.88
"Currency","2004/08/30",29.00
"Currency","2004/08/27",29.00
"Currency","2004/08/26",29.00
"Currency","2004/08/25",29.00
"Currency","2004/08/24",29.00
"Currency","2004/08/23",29.25
"Currency","2004/08/20",29.25
"Currency","2004/08/19",29.75
"Currency","2004/08/18",29.75
"Currency","2004/08/17",29.75
"Currency","2004/08/16",29.75
"Currency","2004/08/13",29.75
"Currency","2004/08/12",29.75
"Currency","2004/08/11",29.75
"Currency","2004/08/10",29.75
"Currency","2004/08/09",29.75
"Currency","2004/08/06",29.75
"Currency","2004/08/05",29.75
"Currency","2004/08/04",29.75
"Currency","2004/08/03",29.75
"Currency","2004/08/02",29.75
"Currency","2004/07/30",29.75
"Currency","2004/07/29",29.75
"Currency","2004/07/28",29.75
"Currency","2004/07/27",29.75
"Currency","2004/07/26",29.75
"Currency","2004/07/23",29.75
"Currency","2004/07/22",29.75
"Currency","2004/07/21",29.75
"Currency","2004/07/20",29.75
"Currency","2004/07/19",29.75
"Currency","2004/07/16",29.75
"Currency","2004/07/15",29.75
"Currency","2004/07/14",29.75
"Currency","2004/07/13",29.75
"Currency","2004/07/12",29.75
"Currency","2004/07/09",29.75
"Currency","2004/07/08",29.75
"Currency","2004/07/07",29.75
"Currency","2004/07/06",29.75
"Currency","2004/07/05",29.75
"Currency","2004/07/02",29.75
"Currency","2004/07/01",29.75
"Currency","2004/06/30",29.75
"Currency","2004/06/29",29.75
"Currency","2004/06/28",29.75
"Currency","2004/06/25",29.25
"Currency","2004/06/24",29.25
"Currency","2004/06/23",29.25
"Currency","2004/06/22",29.25
"Currency","2004/06/21",29.25
"Currency","2004/06/18",29.25
"Currency","2004/06/17",29.25
"Currency","2004/06/16",29.25
"Currency","2004/06/15",29.25
"Currency","2004/06/14",29.25
"Currency","2004/06/11",29.25
"Currency","2004/06/10",29.25
"Currency","2004/06/09",29.25
"Currency","2004/06/08",29.25
"Currency","2004/06/07",29.25
"Currency","2004/06/04",29.25
"Currency","2004/06/03",29.25
"Currency","2004/06/02",29.25
"Currency","2004/06/01",29.25
"Currency","2004/05/31",29.25
"Currency","2004/05/28",29.25
"Currency","2004/05/27",29.25
"Currency","2004/05/26",29.25
"Currency","2004/05/25",29.25
"Currency","2004/05/24",29.25
"Currency","2004/05/21",29.25
"Currency","2004/05/20",29.25
"Currency","2004/05/19",29.25
"Currency","2004/05/18",29.25
"Currency","2004/05/17",29.50
"Currency","2004/05/14",29.50
"Currency","2004/05/13",29.25
"Currency","2004/05/12",29.25
"Currency","2004/05/11",29.25
"Currency","2004/05/10",29.25
"Currency","2004/05/07",29.25
"Currency","2004/05/06",29.25
"Currency","2004/05/05",29.25
"Currency","2004/05/04",29.25
"Currency","2004/05/03",29.25
"Currency","2004/04/30",29.25
"Currency","2004/04/29",29.00
"Currency","2004/04/28",29.00
"Currency","2004/04/27",29.00
"Currency","2004/04/26",29.00
"Currency","2004/04/23",29.00
"Currency","2004/04/22",29.00
"Currency","2004/04/21",29.00
"Currency","2004/04/20",29.00
"Currency","2004/04/19",29.00
"Currency","2004/04/16",29.00
"Currency","2004/04/15",29.00
"Currency","2004/04/14",29.00
"Currency","2004/04/13",29.00
"Currency","2004/04/12",29.00
"Currency","2004/04/09",29.00
"Currency","2004/04/08",29.00
"Currency","2004/04/07",29.00
"Currency","2004/04/06",29.00
"Currency","2004/04/05",29.00
"Currency","2004/04/02",29.00
"Currency","2004/04/01",29.00
"Currency","2004/03/31",29.00
"Currency","2004/03/30",29.00
"Currency","2004/03/29",29.00
"Currency","2004/03/26",29.00
"Currency","2004/03/25",29.00
"Currency","2004/03/24",29.00
"Currency","2004/03/23",29.00
"Currency","2004/03/22",29.00
"Currency","2004/03/19",29.00
"Currency","2004/03/18",29.00
"Currency","2004/03/17",29.00
"Currency","2004/03/16",29.00
"Currency","2004/03/15",29.00
"Currency","2004/03/12",29.00
"Currency","2004/03/11",29.00
"Currency","2004/03/10",29.00
"Currency","2004/03/09",29.00
"Currency","2004/03/08",29.00
"Currency","2004/03/05",29.00
"Currency","2004/03/04",29.00
"Currency","2004/03/03",29.00
"Currency","2004/03/02",29.00
"Currency","2004/03/01",29.00
"Currency","2004/02/27",29.50
"Currency","2004/02/26",29.75
"Currency","2004/02/25",29.75
"Currency","2004/02/24",29.75
"Currency","2004/02/23",29.75
"Currency","2004/02/20",29.75
"Currency","2004/02/19",29.75
"Currency","2004/02/18",29.75
"Currency","2004/02/17",29.75
"Currency","2004/02/16",29.75
"Currency","2004/02/13",29.75
"Currency","2004/02/12",29.75
"Currency","2004/02/11",29.75
"Currency","2004/02/10",29.75
"Currency","2004/02/09",29.75
"Currency","2004/02/06",29.75
"Currency","2004/02/05",29.75
"Currency","2004/02/04",29.75
"Currency","2004/02/03",29.75
"Currency","2004/02/02",29.75
"Currency","2004/01/30",29.75
"Currency","2004/01/29",29.75
"Currency","2004/01/28",29.75
"Currency","2004/01/27",29.75
"Currency","2004/01/26",29.75
"Currency","2004/01/23",29.75
"Currency","2004/01/22",29.75
"Currency","2004/01/21",29.75
"Currency","2004/01/20",29.75
"Currency","2004/01/19",29.75
"Currency","2004/01/16",29.75
"Currency","2004/01/15",29.75
"Currency","2004/01/14",29.75
"Currency","2004/01/13",29.75
"Currency","2004/01/12",29.75
"Currency","2004/01/09",29.50
"Currency","2004/01/08",29.50
"Currency","2004/01/07",29.50
"Currency","2004/01/06",29.50
"Currency","2004/01/05",29.50
"Currency","2004/01/02",29.50
"Currency","2004/01/01",29.50
"Currency","2003/12/31",29.50
"Currency","2003/12/30",30.00
"Currency","2003/12/29",30.00
"Currency","2003/12/26",30.00
"Currency","2003/12/25",30.00
"Currency","2003/12/24",30.00
"Currency","2003/12/23",30.00
"Currency","2003/12/22",30.00
"Currency","2003/12/19",30.00
"Currency","2003/12/18",30.00
"Currency","2003/12/17",30.00
"Currency","2003/12/16",30.00
"Currency","2003/12/15",30.00
"Currency","2003/12/12",30.00
"Currency","2003/12/11",30.00
"Currency","2003/12/10",30.00
"Currency","2003/12/09",30.00
"Currency","2003/12/08",30.00
"Currency","2003/12/05",30.00
"Currency","2003/12/04",30.00
"Currency","2003/12/03",30.00
"Currency","2003/12/02",30.00
"Currency","2003/12/01",30.00
"Currency","2003/11/28",30.00
"Currency","2003/11/27",30.00
"Currency","2003/11/26",30.00
"Currency","2003/11/25",31.00
"Currency","2003/11/24",31.45
"Currency","2003/11/21",31.45
"Currency","2003/11/20",31.45
"Currency","2003/11/19",31.45
"Currency","2003/11/18",31.75
"Currency","2003/11/17",31.75
"Currency","2003/11/14",31.75
"Currency","2003/11/13",31.75
"Currency","2003/11/12",31.75
"Currency","2003/11/11",31.75
"Currency","2003/11/10",31.75
"Currency","2003/11/07",31.75
"Currency","2003/11/06",31.75
