"Indicator","Time","Value (USD/DZD)"
"Currency","2015/04/01",97.16
"Currency","2015/03/31",96.81
"Currency","2015/03/30",96.68
"Currency","2015/03/27",96.30
"Currency","2015/03/26",95.72
"Currency","2015/03/25",95.65
"Currency","2015/03/24",95.61
"Currency","2015/03/23",96.22
"Currency","2015/03/20",96.64
"Currency","2015/03/19",96.87
"Currency","2015/03/18",96.68
"Currency","2015/03/17",96.87
"Currency","2015/03/16",96.85
"Currency","2015/03/13",96.75
"Currency","2015/03/12",96.81
"Currency","2015/03/11",96.11
"Currency","2015/03/10",95.69
"Currency","2015/03/09",95.41
"Currency","2015/03/06",95.14
"Currency","2015/03/05",94.68
"Currency","2015/03/04",94.67
"Currency","2015/03/03",94.40
"Currency","2015/03/02",94.54
"Currency","2015/02/27",94.32
"Currency","2015/02/26",94.02
"Currency","2015/02/25",93.99
"Currency","2015/02/24",94.09
"Currency","2015/02/23",93.94
"Currency","2015/02/20",93.93
"Currency","2015/02/19",93.86
"Currency","2015/02/18",93.85
"Currency","2015/02/17",93.75
"Currency","2015/02/16",93.58
"Currency","2015/02/13",93.67
"Currency","2015/02/12",93.76
"Currency","2015/02/11",93.64
"Currency","2015/02/10",93.25
"Currency","2015/02/09",92.73
"Currency","2015/02/06",92.87
"Currency","2015/02/05",92.72
"Currency","2015/02/04",92.29
"Currency","2015/02/03",92.54
"Currency","2015/02/02",92.05
"Currency","2015/01/30",91.99
"Currency","2015/01/29",91.85
"Currency","2015/01/28",91.91
"Currency","2015/01/27",91.81
"Currency","2015/01/26",91.10
"Currency","2015/01/23",87.95
"Currency","2015/01/22",87.89
"Currency","2015/01/21",87.97
"Currency","2015/01/20",87.90
"Currency","2015/01/19",88.13
"Currency","2015/01/16",87.70
"Currency","2015/01/15",87.23
"Currency","2015/01/14",87.44
"Currency","2015/01/13",87.35
"Currency","2015/01/12",87.56
"Currency","2015/01/09",87.79
"Currency","2015/01/08",87.81
"Currency","2015/01/07",87.62
"Currency","2015/01/06",87.63
"Currency","2015/01/05",87.50
"Currency","2015/01/02",87.48
"Currency","2015/01/01",87.51
"Currency","2014/12/31",87.56
"Currency","2014/12/30",87.40
"Currency","2014/12/29",87.55
"Currency","2014/12/26",87.49
"Currency","2014/12/25",87.35
"Currency","2014/12/24",87.35
"Currency","2014/12/23",86.84
"Currency","2014/12/22",87.01
"Currency","2014/12/19",85.72
"Currency","2014/12/18",85.75
"Currency","2014/12/17",85.57
"Currency","2014/12/16",86.05
"Currency","2014/12/15",86.05
"Currency","2014/12/12",86.02
"Currency","2014/12/11",86.34
"Currency","2014/12/10",86.42
"Currency","2014/12/09",86.72
"Currency","2014/12/08",86.64
"Currency","2014/12/05",86.39
"Currency","2014/12/04",86.41
"Currency","2014/12/03",85.69
"Currency","2014/12/02",85.62
"Currency","2014/12/01",84.73
"Currency","2014/11/28",85.52
"Currency","2014/11/27",85.41
"Currency","2014/11/26",85.37
"Currency","2014/11/25",85.40
"Currency","2014/11/24",85.30
"Currency","2014/11/23",86.34
"Currency","2014/11/22",85.52
"Currency","2014/11/21",84.51
"Currency","2014/11/20",84.39
"Currency","2014/11/19",84.39
"Currency","2014/11/18",84.35
"Currency","2014/11/17",84.09
"Currency","2014/11/16",85.47
"Currency","2014/11/15",85.01
"Currency","2014/11/14",84.24
"Currency","2014/11/13",84.04
"Currency","2014/11/12",83.82
"Currency","2014/11/11",83.81
"Currency","2014/11/10",82.38
"Currency","2014/11/09",85.05
"Currency","2014/11/08",84.26
"Currency","2014/11/07",83.97
"Currency","2014/11/06",83.70
"Currency","2014/11/05",83.57
"Currency","2014/11/04",83.72
"Currency","2014/11/03",82.74
"Currency","2014/11/02",83.78
"Currency","2014/11/01",83.78
"Currency","2014/10/31",83.24
"Currency","2014/10/30",82.95
"Currency","2014/10/29",82.97
"Currency","2014/10/28",83.03
"Currency","2014/10/27",83.19
"Currency","2014/10/26",84.28
"Currency","2014/10/25",83.52
"Currency","2014/10/24",83.11
"Currency","2014/10/23",83.21
"Currency","2014/10/22",82.88
"Currency","2014/10/21",82.80
"Currency","2014/10/20",82.89
"Currency","2014/10/19",84.03
"Currency","2014/10/18",83.41
"Currency","2014/10/17",82.87
"Currency","2014/10/16",82.91
"Currency","2014/10/15",83.13
"Currency","2014/10/14",83.09
"Currency","2014/10/13",83.25
"Currency","2014/10/12",83.63
"Currency","2014/10/11",83.63
"Currency","2014/10/10",82.97
"Currency","2014/10/09",82.94
"Currency","2014/10/08",83.07
"Currency","2014/10/07",83.10
"Currency","2014/10/06",83.27
"Currency","2014/10/05",84.10
"Currency","2014/10/04",83.70
"Currency","2014/10/03",82.91
"Currency","2014/10/02",83.01
"Currency","2014/10/01",82.90
"Currency","2014/09/30",82.01
"Currency","2014/09/29",81.86
"Currency","2014/09/28",82.78
"Currency","2014/09/27",82.51
"Currency","2014/09/26",81.88
"Currency","2014/09/25",81.77
"Currency","2014/09/24",81.27
"Currency","2014/09/23",81.05
"Currency","2014/09/22",80.72
"Currency","2014/09/21",82.02
"Currency","2014/09/20",81.33
"Currency","2014/09/19",80.58
"Currency","2014/09/18",80.48
"Currency","2014/09/17",80.50
"Currency","2014/09/16",80.50
"Currency","2014/09/15",79.30
"Currency","2014/09/14",80.71
"Currency","2014/09/13",80.96
"Currency","2014/09/12",80.46
"Currency","2014/09/11",80.63
"Currency","2014/09/10",80.58
"Currency","2014/09/09",80.47
"Currency","2014/09/08",80.51
"Currency","2014/09/05",80.43
"Currency","2014/09/04",79.99
"Currency","2014/09/03",80.00
"Currency","2014/09/02",80.00
"Currency","2014/09/01",80.02
"Currency","2014/08/29",79.98
"Currency","2014/08/28",79.95
"Currency","2014/08/27",79.90
"Currency","2014/08/26",79.94
"Currency","2014/08/25",80.10
"Currency","2014/08/22",79.75
"Currency","2014/08/21",79.69
"Currency","2014/08/20",79.62
"Currency","2014/08/19",79.53
"Currency","2014/08/18",79.54
"Currency","2014/08/15",79.58
"Currency","2014/08/14",79.57
"Currency","2014/08/13",79.56
"Currency","2014/08/12",79.50
"Currency","2014/08/11",79.23
"Currency","2014/08/08",79.57
"Currency","2014/08/07",79.52
"Currency","2014/08/06",79.54
"Currency","2014/08/05",79.44
"Currency","2014/08/04",79.31
"Currency","2014/08/01",79.49
"Currency","2014/07/31",79.49
"Currency","2014/07/30",79.26
"Currency","2014/07/29",79.37
"Currency","2014/07/28",79.41
"Currency","2014/07/25",79.32
"Currency","2014/07/24",79.21
"Currency","2014/07/23",79.20
"Currency","2014/07/22",79.17
"Currency","2014/07/21",79.13
"Currency","2014/07/19",79.55
"Currency","2014/07/18",79.17
"Currency","2014/07/17",79.22
"Currency","2014/07/16",79.01
"Currency","2014/07/15",78.95
"Currency","2014/07/14",78.86
"Currency","2014/07/13",79.30
"Currency","2014/07/12",80.20
"Currency","2014/07/11",78.96
"Currency","2014/07/10",79.00
"Currency","2014/07/09",78.96
"Currency","2014/07/08",78.99
"Currency","2014/07/07",78.95
"Currency","2014/07/06",79.46
"Currency","2014/07/05",80.11
"Currency","2014/07/04",79.00
"Currency","2014/07/03",78.95
"Currency","2014/07/02",78.90
"Currency","2014/07/01",78.87
"Currency","2014/06/30",78.87
"Currency","2014/06/29",80.07
"Currency","2014/06/28",79.66
"Currency","2014/06/27",78.99
"Currency","2014/06/26",78.93
"Currency","2014/06/25",79.00
"Currency","2014/06/24",79.01
"Currency","2014/06/23",78.87
"Currency","2014/06/22",80.22
"Currency","2014/06/21",79.74
"Currency","2014/06/20",78.94
"Currency","2014/06/19",78.99
"Currency","2014/06/18",79.00
"Currency","2014/06/17",78.82
"Currency","2014/06/16",78.92
"Currency","2014/06/15",79.46
"Currency","2014/06/14",79.48
"Currency","2014/06/13",79.07
"Currency","2014/06/12",79.02
"Currency","2014/06/11",79.04
"Currency","2014/06/10",78.93
"Currency","2014/06/09",78.91
"Currency","2014/06/08",79.22
"Currency","2014/06/07",79.24
"Currency","2014/06/06",78.87
"Currency","2014/06/05",78.79
"Currency","2014/06/04",78.77
"Currency","2014/06/03",78.79
"Currency","2014/06/02",78.62
"Currency","2014/06/01",79.98
"Currency","2014/05/31",79.62
"Currency","2014/05/30",78.82
"Currency","2014/05/29",78.80
"Currency","2014/05/28",78.74
"Currency","2014/05/27",78.71
"Currency","2014/05/26",78.74
"Currency","2014/05/24",79.45
"Currency","2014/05/23",78.81
"Currency","2014/05/22",78.66
"Currency","2014/05/21",78.65
"Currency","2014/05/20",78.85
"Currency","2014/05/19",78.89
"Currency","2014/05/18",79.90
"Currency","2014/05/17",79.33
"Currency","2014/05/16",78.70
"Currency","2014/05/15",78.39
"Currency","2014/05/14",78.34
"Currency","2014/05/13",78.35
"Currency","2014/05/12",78.36
"Currency","2014/05/11",78.73
"Currency","2014/05/10",79.45
"Currency","2014/05/09",78.22
"Currency","2014/05/08",78.10
"Currency","2014/05/07",77.96
"Currency","2014/05/06",78.10
"Currency","2014/05/05",78.05
"Currency","2014/05/04",78.57
"Currency","2014/05/03",78.93
"Currency","2014/05/02",78.09
"Currency","2014/05/01",78.08
"Currency","2014/04/30",78.22
"Currency","2014/04/29",78.21
"Currency","2014/04/28",78.08
"Currency","2014/04/27",79.38
"Currency","2014/04/26",79.38
"Currency","2014/04/25",78.21
"Currency","2014/04/24",78.28
"Currency","2014/04/23",78.28
"Currency","2014/04/22",78.27
"Currency","2014/04/21",78.15
"Currency","2014/04/20",79.35
"Currency","2014/04/19",79.35
"Currency","2014/04/18",78.15
"Currency","2014/04/17",78.29
"Currency","2014/04/16",78.29
"Currency","2014/04/15",78.20
"Currency","2014/04/14",78.47
"Currency","2014/04/13",79.22
"Currency","2014/04/12",79.22
"Currency","2014/04/11",78.22
"Currency","2014/04/10",78.31
"Currency","2014/04/09",78.43
"Currency","2014/04/08",78.41
"Currency","2014/04/07",78.22
"Currency","2014/04/06",78.58
"Currency","2014/04/05",79.15
"Currency","2014/04/04",78.45
"Currency","2014/04/03",78.30
"Currency","2014/04/02",78.14
"Currency","2014/04/01",78.23
"Currency","2014/03/31",78.21
"Currency","2014/03/30",79.15
"Currency","2014/03/29",78.74
"Currency","2014/03/28",77.85
"Currency","2014/03/27",77.83
"Currency","2014/03/26",77.83
"Currency","2014/03/25",77.57
"Currency","2014/03/24",77.87
"Currency","2014/03/23",78.27
"Currency","2014/03/22",78.95
"Currency","2014/03/21",77.66
"Currency","2014/03/20",76.89
"Currency","2014/03/19",76.89
"Currency","2014/03/18",76.82
"Currency","2014/03/17",76.83
"Currency","2014/03/16",77.95
"Currency","2014/03/15",77.53
"Currency","2014/03/14",76.75
"Currency","2014/03/13",76.86
"Currency","2014/03/12",76.89
"Currency","2014/03/11",76.93
"Currency","2014/03/10",76.93
"Currency","2014/03/09",77.91
"Currency","2014/03/08",77.78
"Currency","2014/03/07",77.40
"Currency","2014/03/06",77.40
"Currency","2014/03/05",77.29
"Currency","2014/03/04",77.29
"Currency","2014/03/03",77.14
"Currency","2014/03/02",78.45
"Currency","2014/03/01",78.13
"Currency","2014/02/28",77.35
"Currency","2014/02/27",77.40
"Currency","2014/02/26",77.28
"Currency","2014/02/25",77.29
"Currency","2014/02/24",77.29
"Currency","2014/02/23",78.40
"Currency","2014/02/22",78.03
"Currency","2014/02/21",77.27
"Currency","2014/02/20",77.38
"Currency","2014/02/19",77.29
"Currency","2014/02/18",77.33
"Currency","2014/02/17",77.43
"Currency","2014/02/16",78.53
"Currency","2014/02/15",78.40
"Currency","2014/02/14",77.80
"Currency","2014/02/13",77.80
"Currency","2014/02/12",77.88
"Currency","2014/02/11",77.99
"Currency","2014/02/10",77.89
"Currency","2014/02/09",79.02
"Currency","2014/02/08",78.74
"Currency","2014/02/07",78.04
"Currency","2014/02/06",78.06
"Currency","2014/02/05",78.11
"Currency","2014/02/04",78.13
"Currency","2014/02/03",77.99
"Currency","2014/02/02",78.78
"Currency","2014/02/01",78.24
"Currency","2014/01/31",77.65
"Currency","2014/01/30",77.49
"Currency","2014/01/29",77.58
"Currency","2014/01/28",77.56
"Currency","2014/01/27",77.59
"Currency","2014/01/25",78.48
"Currency","2014/01/24",77.48
"Currency","2014/01/23",77.93
"Currency","2014/01/22",78.10
"Currency","2014/01/21",78.04
"Currency","2014/01/20",77.42
"Currency","2014/01/19",79.35
"Currency","2014/01/18",78.81
"Currency","2014/01/17",78.11
"Currency","2014/01/16",77.92
"Currency","2014/01/15",77.97
"Currency","2014/01/14",78.01
"Currency","2014/01/13",77.98
"Currency","2014/01/12",81.08
"Currency","2014/01/11",79.23
"Currency","2014/01/10",78.10
"Currency","2014/01/09",78.18
"Currency","2014/01/08",78.04
"Currency","2014/01/07",78.12
"Currency","2014/01/06",77.83
"Currency","2014/01/05",79.11
"Currency","2014/01/04",78.66
"Currency","2014/01/03",78.04
"Currency","2014/01/02",77.95
"Currency","2014/01/01",77.95
"Currency","2013/12/31",77.94
"Currency","2013/12/30",77.48
"Currency","2013/12/29",78.40
"Currency","2013/12/28",78.33
"Currency","2013/12/27",78.04
"Currency","2013/12/26",78.04
"Currency","2013/12/25",78.04
"Currency","2013/12/24",78.03
"Currency","2013/12/23",78.14
"Currency","2013/12/22",79.11
"Currency","2013/12/21",78.70
"Currency","2013/12/20",78.12
"Currency","2013/12/19",78.40
"Currency","2013/12/18",77.78
"Currency","2013/12/17",77.92
"Currency","2013/12/16",77.93
"Currency","2013/12/15",78.82
"Currency","2013/12/14",78.54
"Currency","2013/12/13",78.05
"Currency","2013/12/12",78.09
"Currency","2013/12/11",78.49
"Currency","2013/12/10",78.87
"Currency","2013/12/09",78.96
"Currency","2013/12/08",79.99
"Currency","2013/12/07",79.70
"Currency","2013/12/06",79.16
"Currency","2013/12/05",79.49
"Currency","2013/12/04",79.71
"Currency","2013/12/03",79.58
"Currency","2013/12/02",79.62
"Currency","2013/12/01",80.01
"Currency","2013/11/30",80.23
"Currency","2013/11/29",79.55
"Currency","2013/11/28",79.37
"Currency","2013/11/27",79.45
"Currency","2013/11/26",79.33
"Currency","2013/11/25",79.83
"Currency","2013/11/24",80.88
"Currency","2013/11/23",80.54
"Currency","2013/11/22",79.76
"Currency","2013/11/21",79.46
"Currency","2013/11/20",79.51
"Currency","2013/11/19",79.81
"Currency","2013/11/18",79.99
"Currency","2013/11/17",80.92
"Currency","2013/11/16",80.66
"Currency","2013/11/15",79.79
"Currency","2013/11/14",80.10
"Currency","2013/11/13",80.00
"Currency","2013/11/12",79.98
"Currency","2013/11/11",80.19
"Currency","2013/11/10",81.22
"Currency","2013/11/09",81.04
"Currency","2013/11/08",80.37
"Currency","2013/11/07",80.35
"Currency","2013/11/06",80.58
"Currency","2013/11/05",80.73
"Currency","2013/11/04",81.05
"Currency","2013/11/03",81.93
"Currency","2013/11/02",81.93
"Currency","2013/11/01",80.86
"Currency","2013/10/31",80.84
"Currency","2013/10/30",80.65
"Currency","2013/10/29",80.75
"Currency","2013/10/28",81.24
"Currency","2013/10/27",82.20
"Currency","2013/10/26",81.88
"Currency","2013/10/25",80.88
"Currency","2013/10/24",80.98
"Currency","2013/10/23",81.20
"Currency","2013/10/22",80.81
"Currency","2013/10/21",81.08
"Currency","2013/10/20",82.04
"Currency","2013/10/19",81.77
"Currency","2013/10/18",80.99
"Currency","2013/10/17",81.14
"Currency","2013/10/16",81.23
"Currency","2013/10/15",80.84
"Currency","2013/10/14",81.08
"Currency","2013/10/13",82.22
"Currency","2013/10/11",81.16
"Currency","2013/10/10",80.90
"Currency","2013/10/09",81.06
"Currency","2013/10/08",81.39
"Currency","2013/10/07",80.96
"Currency","2013/10/04",80.74
"Currency","2013/10/03",80.98
"Currency","2013/10/02",81.07
"Currency","2013/10/01",81.12
"Currency","2013/09/30",81.11
"Currency","2013/09/27",81.20
"Currency","2013/09/26",81.16
"Currency","2013/09/25",81.43
"Currency","2013/09/24",81.19
"Currency","2013/09/23",81.11
"Currency","2013/09/20",81.04
"Currency","2013/09/19",81.44
"Currency","2013/09/18",81.56
"Currency","2013/09/17",81.51
"Currency","2013/09/16",81.43
"Currency","2013/09/13",81.75
"Currency","2013/09/12",81.45
"Currency","2013/09/11",81.82
"Currency","2013/09/10",81.67
"Currency","2013/09/09",81.32
"Currency","2013/09/06",81.88
"Currency","2013/09/05",81.46
"Currency","2013/09/04",81.52
"Currency","2013/09/03",81.25
"Currency","2013/09/02",81.03
"Currency","2013/08/30",80.71
"Currency","2013/08/29",80.73
"Currency","2013/08/28",80.41
"Currency","2013/08/27",80.48
"Currency","2013/08/26",80.39
"Currency","2013/08/23",80.38
"Currency","2013/08/22",80.28
"Currency","2013/08/21",80.30
"Currency","2013/08/20",80.03
"Currency","2013/08/19",79.98
"Currency","2013/08/16",79.43
"Currency","2013/08/15",79.61
"Currency","2013/08/14",80.11
"Currency","2013/08/13",80.10
"Currency","2013/08/12",80.00
"Currency","2013/08/09",79.68
"Currency","2013/08/08",79.74
"Currency","2013/08/07",79.43
"Currency","2013/08/06",79.02
"Currency","2013/08/05",79.13
"Currency","2013/08/02",79.05
"Currency","2013/08/01",79.04
"Currency","2013/07/31",79.25
"Currency","2013/07/30",79.33
"Currency","2013/07/29",78.89
"Currency","2013/07/26",79.03
"Currency","2013/07/25",78.95
"Currency","2013/07/24",79.17
"Currency","2013/07/23",78.77
"Currency","2013/07/22",79.15
"Currency","2013/07/19",78.68
"Currency","2013/07/18",79.18
"Currency","2013/07/17",78.72
"Currency","2013/07/16",78.10
"Currency","2013/07/15",78.55
"Currency","2013/07/12",79.02
"Currency","2013/07/11",79.69
"Currency","2013/07/10",78.57
"Currency","2013/07/09",79.57
"Currency","2013/07/08",79.81
"Currency","2013/07/05",79.79
"Currency","2013/07/04",79.53
"Currency","2013/07/03",79.61
"Currency","2013/07/02",79.63
"Currency","2013/07/01",79.84
"Currency","2013/06/28",79.52
"Currency","2013/06/27",79.59
"Currency","2013/06/26",78.93
"Currency","2013/06/25",79.06
"Currency","2013/06/24",79.22
"Currency","2013/06/21",78.80
"Currency","2013/06/20",78.01
"Currency","2013/06/19",78.28
"Currency","2013/06/18",77.98
"Currency","2013/06/17",77.96
"Currency","2013/06/14",77.95
"Currency","2013/06/13",77.93
"Currency","2013/06/12",78.49
"Currency","2013/06/11",78.24
"Currency","2013/06/10",78.64
"Currency","2013/06/07",78.64
"Currency","2013/06/06",78.80
"Currency","2013/06/05",79.02
"Currency","2013/06/04",79.02
"Currency","2013/06/03",77.62
"Currency","2013/05/31",78.62
"Currency","2013/05/30",78.82
"Currency","2013/05/29",79.16
"Currency","2013/05/28",79.33
"Currency","2013/05/27",79.16
"Currency","2013/05/24",79.36
"Currency","2013/05/23",79.08
"Currency","2013/05/22",79.37
"Currency","2013/05/21",79.28
"Currency","2013/05/20",78.44
"Currency","2013/05/17",79.11
"Currency","2013/05/16",78.71
"Currency","2013/05/15",78.57
"Currency","2013/05/14",78.52
"Currency","2013/05/13",78.52
"Currency","2013/05/10",78.65
"Currency","2013/05/09",78.10
"Currency","2013/05/08",78.39
"Currency","2013/05/07",78.56
"Currency","2013/05/06",78.01
"Currency","2013/05/03",78.30
"Currency","2013/05/02",78.32
"Currency","2013/05/01",78.35
"Currency","2013/04/30",78.34
"Currency","2013/04/29",78.55
"Currency","2013/04/26",78.42
"Currency","2013/04/25",78.48
"Currency","2013/04/24",78.47
"Currency","2013/04/23",78.43
"Currency","2013/04/22",78.29
"Currency","2013/04/19",78.43
"Currency","2013/04/18",78.26
"Currency","2013/04/17",78.24
"Currency","2013/04/16",78.60
"Currency","2013/04/15",77.41
"Currency","2013/04/12",78.23
"Currency","2013/04/11",78.60
"Currency","2013/04/10",78.54
"Currency","2013/04/09",78.53
"Currency","2013/04/08",78.83
"Currency","2013/04/05",78.81
"Currency","2013/04/04",79.00
"Currency","2013/04/03",78.80
"Currency","2013/04/02",79.25
"Currency","2013/04/01",78.90
"Currency","2013/03/29",78.81
"Currency","2013/03/28",78.81
"Currency","2013/03/27",78.98
"Currency","2013/03/26",79.00
"Currency","2013/03/25",78.59
"Currency","2013/03/22",78.91
"Currency","2013/03/21",78.63
"Currency","2013/03/20",78.66
"Currency","2013/03/19",78.68
"Currency","2013/03/18",78.42
"Currency","2013/03/15",78.70
"Currency","2013/03/14",78.60
"Currency","2013/03/13",78.28
"Currency","2013/03/12",78.58
"Currency","2013/03/11",78.85
"Currency","2013/03/08",78.42
"Currency","2013/03/07",78.34
"Currency","2013/03/06",78.58
"Currency","2013/03/05",78.63
"Currency","2013/03/04",78.49
"Currency","2013/03/01",78.55
"Currency","2013/02/28",78.32
"Currency","2013/02/27",78.27
"Currency","2013/02/26",77.88
"Currency","2013/02/25",78.40
"Currency","2013/02/22",78.27
"Currency","2013/02/21",77.52
"Currency","2013/02/20",77.79
"Currency","2013/02/19",77.62
"Currency","2013/02/18",77.99
"Currency","2013/02/15",77.57
"Currency","2013/02/14",77.28
"Currency","2013/02/13",77.35
"Currency","2013/02/12",77.80
"Currency","2013/02/11",77.98
"Currency","2013/02/08",77.82
"Currency","2013/02/07",77.32
"Currency","2013/02/06",77.41
"Currency","2013/02/05",77.56
"Currency","2013/02/04",77.17
"Currency","2013/02/01",77.36
"Currency","2013/01/31",77.28
"Currency","2013/01/30",77.44
"Currency","2013/01/29",77.46
"Currency","2013/01/28",77.78
"Currency","2013/01/25",77.68
"Currency","2013/01/24",77.75
"Currency","2013/01/23",77.68
"Currency","2013/01/22",77.54
"Currency","2013/01/21",76.90
"Currency","2013/01/18",77.80
"Currency","2013/01/17",77.95
"Currency","2013/01/16",78.04
"Currency","2013/01/15",77.48
"Currency","2013/01/14",77.73
"Currency","2013/01/11",78.16
"Currency","2013/01/10",78.06
"Currency","2013/01/09",77.98
"Currency","2013/01/08",78.15
"Currency","2013/01/07",78.05
"Currency","2013/01/04",78.05
"Currency","2013/01/03",77.61
"Currency","2013/01/02",77.83
"Currency","2013/01/01",77.70
"Currency","2012/12/31",78.15
"Currency","2012/12/28",77.66
"Currency","2012/12/27",77.73
"Currency","2012/12/26",77.75
"Currency","2012/12/25",77.75
"Currency","2012/12/24",77.01
"Currency","2012/12/21",77.86
"Currency","2012/12/20",78.29
"Currency","2012/12/19",77.76
"Currency","2012/12/18",78.18
"Currency","2012/12/17",76.89
"Currency","2012/12/14",78.20
"Currency","2012/12/13",77.98
"Currency","2012/12/12",78.03
"Currency","2012/12/11",77.89
"Currency","2012/12/10",77.90
"Currency","2012/12/07",78.22
"Currency","2012/12/06",78.34
"Currency","2012/12/05",78.39
"Currency","2012/12/04",78.52
"Currency","2012/12/03",78.64
"Currency","2012/11/30",78.81
"Currency","2012/11/29",78.68
"Currency","2012/11/28",78.96
"Currency","2012/11/27",78.83
"Currency","2012/11/26",78.79
"Currency","2012/11/23",78.93
"Currency","2012/11/22",79.22
"Currency","2012/11/21",79.59
"Currency","2012/11/20",79.71
"Currency","2012/11/19",79.95
"Currency","2012/11/16",79.39
"Currency","2012/11/15",79.64
"Currency","2012/11/14",79.76
"Currency","2012/11/13",79.57
"Currency","2012/11/12",78.90
"Currency","2012/11/09",79.84
"Currency","2012/11/08",79.25
"Currency","2012/11/07",79.20
"Currency","2012/11/06",79.71
"Currency","2012/11/05",78.82
"Currency","2012/11/02",79.26
"Currency","2012/11/01",78.90
"Currency","2012/10/31",78.91
"Currency","2012/10/30",79.08
"Currency","2012/10/29",78.96
"Currency","2012/10/26",79.28
"Currency","2012/10/25",78.83
"Currency","2012/10/24",79.21
"Currency","2012/10/23",78.76
"Currency","2012/10/22",78.76
"Currency","2012/10/19",78.36
"Currency","2012/10/18",78.44
"Currency","2012/10/17",79.05
"Currency","2012/10/16",78.89
"Currency","2012/10/15",79.39
"Currency","2012/10/12",78.96
"Currency","2012/10/11",79.22
"Currency","2012/10/10",79.08
"Currency","2012/10/09",78.77
"Currency","2012/10/08",77.91
"Currency","2012/10/05",79.00
"Currency","2012/10/04",79.61
"Currency","2012/10/03",78.92
"Currency","2012/10/02",79.00
"Currency","2012/10/01",79.85
"Currency","2012/09/28",79.61
"Currency","2012/09/27",79.80
"Currency","2012/09/26",80.00
"Currency","2012/09/25",79.31
"Currency","2012/09/24",79.34
"Currency","2012/09/21",78.93
"Currency","2012/09/20",79.06
"Currency","2012/09/19",79.07
"Currency","2012/09/18",78.54
"Currency","2012/09/17",77.54
"Currency","2012/09/14",78.98
"Currency","2012/09/13",79.00
"Currency","2012/09/12",79.23
"Currency","2012/09/11",79.34
"Currency","2012/09/10",79.43
"Currency","2012/09/07",79.46
"Currency","2012/09/06",79.53
"Currency","2012/09/05",79.61
"Currency","2012/09/04",79.73
"Currency","2012/09/03",79.80
"Currency","2012/08/31",79.67
"Currency","2012/08/30",80.29
"Currency","2012/08/29",79.59
"Currency","2012/08/28",79.74
"Currency","2012/08/27",80.13
"Currency","2012/08/24",79.98
"Currency","2012/08/23",80.23
"Currency","2012/08/22",80.42
"Currency","2012/08/21",80.84
"Currency","2012/08/20",81.75
"Currency","2012/08/17",81.67
"Currency","2012/08/16",81.64
"Currency","2012/08/15",81.63
"Currency","2012/08/14",81.46
"Currency","2012/08/13",81.71
"Currency","2012/08/10",81.71
"Currency","2012/08/09",81.51
"Currency","2012/08/08",81.26
"Currency","2012/08/07",82.00
"Currency","2012/08/06",80.17
"Currency","2012/08/03",81.85
"Currency","2012/08/02",81.63
"Currency","2012/08/01",81.52
"Currency","2012/07/31",82.22
"Currency","2012/07/30",81.26
"Currency","2012/07/27",80.84
"Currency","2012/07/26",81.39
"Currency","2012/07/25",81.28
"Currency","2012/07/24",81.31
"Currency","2012/07/23",81.92
"Currency","2012/07/20",81.53
"Currency","2012/07/19",80.73
"Currency","2012/07/18",80.54
"Currency","2012/07/17",80.44
"Currency","2012/07/16",81.24
"Currency","2012/07/13",80.71
"Currency","2012/07/12",80.35
"Currency","2012/07/11",81.10
"Currency","2012/07/10",80.74
"Currency","2012/07/09",80.47
"Currency","2012/07/06",79.99
"Currency","2012/07/05",79.03
"Currency","2012/07/04",78.75
"Currency","2012/07/03",78.64
"Currency","2012/07/02",78.22
"Currency","2012/06/29",78.95
"Currency","2012/06/28",78.72
"Currency","2012/06/27",78.34
"Currency","2012/06/26",78.20
"Currency","2012/06/25",78.14
"Currency","2012/06/22",77.53
"Currency","2012/06/21",77.39
"Currency","2012/06/20",77.28
"Currency","2012/06/19",77.26
"Currency","2012/06/18",77.62
"Currency","2012/06/15",77.26
"Currency","2012/06/14",76.82
"Currency","2012/06/13",76.85
"Currency","2012/06/12",76.65
"Currency","2012/06/11",76.74
"Currency","2012/06/08",77.03
"Currency","2012/06/07",76.60
"Currency","2012/06/06",76.61
"Currency","2012/06/05",76.53
"Currency","2012/06/04",76.83
"Currency","2012/06/01",76.22
"Currency","2012/05/31",76.12
"Currency","2012/05/30",75.64
"Currency","2012/05/29",75.49
"Currency","2012/05/28",75.52
"Currency","2012/05/25",75.24
"Currency","2012/05/24",74.15
"Currency","2012/05/23",74.06
"Currency","2012/05/22",74.03
"Currency","2012/05/21",74.20
"Currency","2012/05/18",74.15
"Currency","2012/05/17",74.27
"Currency","2012/05/16",74.01
"Currency","2012/05/15",74.22
"Currency","2012/05/14",73.34
"Currency","2012/05/11",73.93
"Currency","2012/05/10",74.20
"Currency","2012/05/09",74.08
"Currency","2012/05/08",74.00
"Currency","2012/05/07",73.83
"Currency","2012/05/04",73.84
"Currency","2012/05/03",73.86
"Currency","2012/05/02",74.00
"Currency","2012/05/01",73.55
"Currency","2012/04/30",73.41
"Currency","2012/04/27",73.61
"Currency","2012/04/26",73.63
"Currency","2012/04/25",73.17
"Currency","2012/04/24",73.33
"Currency","2012/04/23",73.09
"Currency","2012/04/20",73.34
"Currency","2012/04/19",73.43
"Currency","2012/04/18",73.55
"Currency","2012/04/17",73.71
"Currency","2012/04/16",73.06
