"Indicator","Time","Value (USD/DZD)"
"Currency","2008/12/15",67.63
"Currency","2008/12/12",68.58
"Currency","2008/12/11",68.09
"Currency","2008/12/10",68.96
"Currency","2008/12/09",68.96
"Currency","2008/12/08",69.03
"Currency","2008/12/05",69.48
"Currency","2008/12/04",67.92
"Currency","2008/12/03",68.07
"Currency","2008/12/02",68.31
"Currency","2008/12/01",70.11
"Currency","2008/11/30",68.13
"Currency","2008/11/28",69.68
"Currency","2008/11/27",66.55
"Currency","2008/11/26",66.34
"Currency","2008/11/25",66.03
"Currency","2008/11/24",65.72
"Currency","2008/11/21",67.08
"Currency","2008/11/20",67.69
"Currency","2008/11/19",67.75
"Currency","2008/11/18",66.82
"Currency","2008/11/17",66.82
"Currency","2008/11/14",67.41
"Currency","2008/11/13",65.46
"Currency","2008/11/12",68.27
"Currency","2008/11/11",66.93
"Currency","2008/11/10",66.63
"Currency","2008/11/07",66.29
"Currency","2008/11/06",66.71
"Currency","2008/11/05",65.40
"Currency","2008/11/04",62.90
"Currency","2008/11/03",65.30
"Currency","2008/10/31",65.68
"Currency","2008/10/30",64.59
"Currency","2008/10/29",61.84
"Currency","2008/10/28",61.49
"Currency","2008/10/27",62.87
"Currency","2008/10/24",62.18
"Currency","2008/10/23",60.77
"Currency","2008/10/22",60.92
"Currency","2008/10/21",60.79
"Currency","2008/10/20",60.39
"Currency","2008/10/17",59.88
"Currency","2008/10/16",59.92
"Currency","2008/10/15",60.80
"Currency","2008/10/14",60.14
"Currency","2008/10/13",60.29
"Currency","2008/10/10",60.59
"Currency","2008/10/09",60.25
"Currency","2008/10/08",60.07
"Currency","2008/10/07",59.82
"Currency","2008/10/06",60.61
"Currency","2008/10/03",60.11
"Currency","2008/10/02",60.04
"Currency","2008/10/01",60.17
"Currency","2008/09/30",60.45
"Currency","2008/09/29",59.78
"Currency","2008/09/26",59.08
"Currency","2008/09/25",59.28
"Currency","2008/09/24",59.29
"Currency","2008/09/23",59.47
"Currency","2008/09/22",58.40
"Currency","2008/09/19",58.96
"Currency","2008/09/18",60.11
"Currency","2008/09/17",59.24
"Currency","2008/09/16",60.21
"Currency","2008/09/15",59.45
"Currency","2008/09/12",60.17
"Currency","2008/09/11",60.23
"Currency","2008/09/10",60.56
"Currency","2008/09/09",60.32
"Currency","2008/09/08",60.36
"Currency","2008/09/05",59.64
"Currency","2008/09/04",60.75
"Currency","2008/09/03",59.61
"Currency","2008/09/02",59.83
"Currency","2008/09/01",59.98
"Currency","2008/08/31",61.08
"Currency","2008/08/29",59.93
"Currency","2008/08/28",59.94
"Currency","2008/08/27",59.84
"Currency","2008/08/26",59.72
"Currency","2008/07/31",60.42
"Currency","2008/07/30",60.52
"Currency","2008/07/29",60.64
"Currency","2008/07/28",60.33
"Currency","2008/07/25",60.36
"Currency","2008/07/24",60.49
"Currency","2008/07/23",59.99
"Currency","2008/07/22",60.93
"Currency","2008/07/21",60.77
"Currency","2008/07/18",61.00
"Currency","2008/07/17",61.04
"Currency","2008/07/16",60.50
"Currency","2008/07/15",60.38
"Currency","2008/07/14",60.28
"Currency","2008/07/11",58.99
"Currency","2008/07/10",61.29
"Currency","2008/07/09",59.28
"Currency","2008/07/08",60.71
"Currency","2008/07/07",60.57
"Currency","2008/07/04",61.68
"Currency","2008/07/03",61.42
"Currency","2008/07/02",60.40
"Currency","2008/06/30",61.55
"Currency","2008/06/27",61.65
"Currency","2008/06/26",61.69
"Currency","2008/06/25",60.89
"Currency","2008/06/24",61.19
"Currency","2008/06/23",62.28
"Currency","2008/06/20",61.98
"Currency","2008/06/19",61.22
"Currency","2008/06/18",61.09
"Currency","2008/06/17",62.50
"Currency","2008/06/16",61.26
"Currency","2008/06/13",62.72
"Currency","2008/06/12",62.62
"Currency","2008/06/11",62.33
"Currency","2008/06/10",62.78
"Currency","2008/06/09",62.64
"Currency","2008/06/06",62.07
"Currency","2008/06/05",60.62
"Currency","2008/06/04",61.42
"Currency","2008/06/03",63.21
"Currency","2008/06/02",61.37
"Currency","2008/05/31",63.48
"Currency","2008/05/30",60.22
"Currency","2008/05/29",61.75
"Currency","2008/05/28",61.86
"Currency","2008/05/27",62.34
"Currency","2008/05/26",61.93
"Currency","2008/05/23",61.85
"Currency","2008/05/22",62.13
"Currency","2008/05/21",61.71
"Currency","2008/05/20",60.59
"Currency","2008/05/19",63.14
"Currency","2008/05/16",61.99
"Currency","2008/05/15",62.49
"Currency","2008/05/14",62.24
"Currency","2008/05/13",62.38
"Currency","2008/05/12",62.07
"Currency","2008/05/09",61.08
"Currency","2008/05/08",62.32
"Currency","2008/05/07",62.55
"Currency","2008/05/06",62.52
"Currency","2008/05/05",62.51
"Currency","2008/05/02",62.84
"Currency","2008/04/30",62.37
"Currency","2008/04/29",62.73
"Currency","2008/04/28",62.44
"Currency","2008/04/25",62.31
"Currency","2008/04/24",64.40
"Currency","2008/04/23",64.76
"Currency","2008/04/22",63.66
"Currency","2008/04/21",64.75
"Currency","2008/04/18",64.95
"Currency","2008/04/17",64.01
"Currency","2008/04/16",63.82
"Currency","2008/04/15",64.18
"Currency","2008/04/14",63.94
"Currency","2008/04/11",63.98
"Currency","2008/04/10",64.45
"Currency","2008/04/09",63.67
"Currency","2008/04/08",64.26
"Currency","2008/04/07",64.14
"Currency","2008/04/04",64.11
"Currency","2008/04/03",63.85
"Currency","2008/04/02",64.04
"Currency","2008/03/31",64.34
"Currency","2008/03/28",64.23
"Currency","2008/03/27",63.91
"Currency","2008/03/26",63.64
"Currency","2008/03/25",64.11
"Currency","2008/03/24",64.61
"Currency","2008/03/21",63.46
"Currency","2008/03/20",64.47
"Currency","2008/03/19",64.33
"Currency","2008/03/18",64.77
"Currency","2008/03/17",64.78
"Currency","2008/03/14",64.01
"Currency","2008/03/13",65.00
"Currency","2008/03/12",64.26
"Currency","2008/03/11",65.10
"Currency","2008/03/10",64.45
"Currency","2008/03/07",65.33
"Currency","2008/03/06",65.27
"Currency","2008/03/05",65.41
"Currency","2008/03/04",64.89
"Currency","2008/03/03",64.85
"Currency","2008/02/29",65.00
"Currency","2008/02/28",64.63
"Currency","2008/02/27",64.77
"Currency","2008/02/26",64.79
"Currency","2008/02/25",64.71
"Currency","2008/02/22",64.77
"Currency","2008/02/21",64.47
"Currency","2008/02/20",64.79
"Currency","2008/02/19",65.55
"Currency","2008/02/18",64.92
"Currency","2008/02/15",65.57
"Currency","2008/02/14",65.55
"Currency","2008/02/13",65.78
"Currency","2008/02/12",66.28
"Currency","2008/02/11",66.65
"Currency","2008/02/08",65.72
"Currency","2008/02/07",66.29
"Currency","2008/02/06",65.66
"Currency","2008/02/05",65.71
"Currency","2008/02/04",65.26
"Currency","2008/02/01",66.32
"Currency","2008/01/31",65.36
"Currency","2008/01/30",65.16
"Currency","2008/01/29",65.50
"Currency","2008/01/28",65.30
"Currency","2008/01/25",65.72
"Currency","2008/01/24",65.26
"Currency","2008/01/23",65.40
"Currency","2008/01/22",65.16
"Currency","2008/01/21",66.21
"Currency","2008/01/18",66.86
"Currency","2008/01/17",65.75
"Currency","2008/01/16",66.04
"Currency","2008/01/15",65.75
"Currency","2008/01/14",66.15
"Currency","2008/01/11",65.48
"Currency","2008/01/10",65.02
"Currency","2008/01/09",65.84
"Currency","2008/01/08",66.32
"Currency","2008/01/07",65.61
"Currency","2008/01/04",65.38
"Currency","2008/01/03",65.60
"Currency","2008/01/02",65.42
"Currency","2008/01/01",66.06
"Currency","2007/12/31",66.06
"Currency","2007/12/28",65.49
"Currency","2007/12/27",65.39
"Currency","2007/12/25",65.94
"Currency","2007/12/24",65.97
"Currency","2007/12/21",66.00
"Currency","2007/12/20",66.13
"Currency","2007/12/19",66.09
"Currency","2007/12/17",65.96
"Currency","2007/12/14",66.14
"Currency","2007/12/13",65.67
"Currency","2007/12/12",65.50
"Currency","2007/12/11",65.69
"Currency","2007/12/10",65.50
"Currency","2007/12/07",66.80
"Currency","2007/12/06",65.44
"Currency","2007/12/05",66.06
"Currency","2007/12/04",65.36
"Currency","2007/12/03",65.56
"Currency","2007/11/30",66.09
"Currency","2007/11/29",66.65
"Currency","2007/11/28",66.92
"Currency","2007/11/27",67.20
"Currency","2007/11/23",64.06
"Currency","2007/11/22",64.01
"Currency","2007/11/21",64.55
"Currency","2007/11/20",66.30
"Currency","2007/11/19",66.16
"Currency","2007/11/16",66.71
"Currency","2007/11/15",66.86
"Currency","2007/11/14",66.78
"Currency","2007/11/13",66.67
"Currency","2007/11/12",66.86
"Currency","2007/11/09",66.67
"Currency","2007/11/08",64.26
"Currency","2007/11/07",66.81
"Currency","2007/11/06",64.44
"Currency","2007/11/05",65.19
"Currency","2007/11/02",63.81
"Currency","2007/11/01",65.30
"Currency","2007/10/31",65.10
"Currency","2007/10/30",65.18
"Currency","2007/10/29",66.95
"Currency","2007/10/26",66.96
"Currency","2007/10/25",67.06
"Currency","2007/10/24",67.05
"Currency","2007/10/23",67.10
"Currency","2007/10/22",66.48
"Currency","2007/10/19",66.19
"Currency","2007/10/18",66.13
"Currency","2007/10/17",66.21
"Currency","2007/10/16",67.34
"Currency","2007/10/15",67.43
"Currency","2007/10/12",66.41
"Currency","2007/10/11",67.36
"Currency","2007/10/10",66.37
"Currency","2007/10/09",67.28
"Currency","2007/10/08",67.69
"Currency","2007/10/05",67.42
"Currency","2007/10/04",66.44
"Currency","2007/10/03",66.71
"Currency","2007/10/02",66.45
"Currency","2007/10/01",66.34
"Currency","2007/09/30",68.16
"Currency","2007/09/28",66.05
"Currency","2007/09/27",67.48
"Currency","2007/09/26",67.49
"Currency","2007/09/25",67.30
"Currency","2007/09/24",66.68
"Currency","2007/09/21",67.43
"Currency","2007/09/20",67.48
"Currency","2007/09/19",67.71
"Currency","2007/09/18",67.36
"Currency","2007/09/17",67.95
"Currency","2007/09/14",67.88
"Currency","2007/09/13",67.96
"Currency","2007/09/12",67.73
"Currency","2007/09/11",66.87
"Currency","2007/09/07",67.44
"Currency","2007/09/06",67.79
"Currency","2007/09/05",67.95
"Currency","2007/09/04",68.11
"Currency","2007/09/03",67.30
"Currency","2007/08/31",68.20
"Currency","2007/08/30",68.08
"Currency","2007/08/29",67.94
"Currency","2007/08/28",68.40
"Currency","2007/08/27",68.16
"Currency","2007/08/24",68.01
"Currency","2007/08/23",67.41
"Currency","2007/08/22",68.32
"Currency","2007/08/21",68.88
"Currency","2007/08/20",68.73
"Currency","2007/08/17",68.68
"Currency","2007/08/16",68.77
"Currency","2007/08/15",69.00
"Currency","2007/08/14",68.63
"Currency","2007/08/13",68.40
"Currency","2007/08/10",67.97
"Currency","2007/08/09",68.27
"Currency","2007/08/08",67.77
"Currency","2007/08/07",67.62
"Currency","2007/08/06",67.37
"Currency","2007/08/03",67.06
"Currency","2007/08/02",67.41
"Currency","2007/08/01",67.99
"Currency","2007/07/31",68.13
"Currency","2007/07/30",67.94
"Currency","2007/07/27",68.18
"Currency","2007/07/26",68.08
"Currency","2007/07/25",68.02
"Currency","2007/07/24",67.83
"Currency","2007/07/23",67.92
"Currency","2007/07/20",67.72
"Currency","2007/07/19",67.95
"Currency","2007/07/18",67.78
"Currency","2007/07/17",67.87
"Currency","2007/07/16",68.33
"Currency","2007/07/13",68.22
"Currency","2007/07/12",68.30
"Currency","2007/07/11",68.46
"Currency","2007/07/10",67.49
"Currency","2007/07/09",68.72
"Currency","2007/07/06",68.30
"Currency","2007/07/05",68.93
"Currency","2007/07/04",68.31
"Currency","2007/07/03",68.76
"Currency","2007/07/02",68.08
"Currency","2007/06/30",70.25
"Currency","2007/06/29",68.30
"Currency","2007/06/28",69.21
"Currency","2007/06/27",69.10
"Currency","2007/06/26",69.14
"Currency","2007/06/25",68.42
"Currency","2007/06/22",69.02
"Currency","2007/06/21",68.52
"Currency","2007/06/20",68.64
"Currency","2007/06/19",69.17
"Currency","2007/06/18",69.27
"Currency","2007/06/15",68.42
"Currency","2007/06/14",68.83
"Currency","2007/06/13",68.94
"Currency","2007/06/12",69.45
"Currency","2007/06/11",69.16
"Currency","2007/06/08",69.09
"Currency","2007/06/07",69.25
"Currency","2007/06/06",69.03
"Currency","2007/06/05",68.92
"Currency","2007/06/04",68.94
"Currency","2007/06/01",69.04
"Currency","2007/05/31",69.02
"Currency","2007/05/30",69.16
"Currency","2007/05/29",69.22
"Currency","2007/05/28",69.16
"Currency","2007/05/25",69.13
"Currency","2007/05/24",69.26
"Currency","2007/05/23",67.45
"Currency","2007/05/22",67.44
"Currency","2007/05/21",67.39
"Currency","2007/05/18",67.37
"Currency","2007/05/17",67.73
"Currency","2007/05/16",67.63
"Currency","2007/05/15",67.03
"Currency","2007/05/14",67.36
"Currency","2007/05/11",69.32
"Currency","2007/05/10",69.76
"Currency","2007/05/09",67.53
"Currency","2007/05/08",68.23
"Currency","2007/05/07",68.12
"Currency","2007/05/04",68.05
"Currency","2007/05/03",68.38
"Currency","2007/05/02",68.08
"Currency","2007/05/01",67.29
"Currency","2007/04/30",67.11
"Currency","2007/04/27",67.94
"Currency","2007/04/26",68.16
"Currency","2007/04/25",68.06
"Currency","2007/04/24",67.84
"Currency","2007/04/23",68.08
"Currency","2007/04/20",67.46
"Currency","2007/04/19",66.99
"Currency","2007/04/18",67.37
"Currency","2007/04/17",67.24
"Currency","2007/04/16",67.56
"Currency","2007/04/13",67.54
"Currency","2007/04/12",67.42
"Currency","2007/04/11",67.55
"Currency","2007/04/10",67.64
"Currency","2007/04/09",67.83
"Currency","2007/04/06",67.62
"Currency","2007/04/05",67.47
"Currency","2007/04/04",67.71
"Currency","2007/04/03",67.96
"Currency","2007/04/02",68.46
"Currency","2007/03/31",71.04
"Currency","2007/03/30",68.26
"Currency","2007/03/29",68.62
"Currency","2007/03/28",68.67
"Currency","2007/03/27",68.47
"Currency","2007/03/26",68.36
"Currency","2007/03/23",68.71
"Currency","2007/03/22",68.54
"Currency","2007/03/21",68.21
"Currency","2007/03/20",68.53
"Currency","2007/03/19",71.46
"Currency","2007/03/16",71.47
"Currency","2007/03/15",68.64
"Currency","2007/03/14",68.66
"Currency","2007/03/13",68.77
"Currency","2007/03/12",68.77
"Currency","2007/03/09",69.09
"Currency","2007/03/08",68.95
"Currency","2007/03/07",68.62
"Currency","2007/03/06",68.89
"Currency","2007/03/05",69.02
"Currency","2007/03/02",69.04
"Currency","2007/03/01",69.00
"Currency","2007/02/28",68.65
"Currency","2007/02/27",68.66
"Currency","2007/02/26",68.71
"Currency","2007/02/23",68.66
"Currency","2007/02/22",68.06
"Currency","2007/02/21",68.15
"Currency","2007/02/20",68.18
"Currency","2007/02/19",68.16
"Currency","2007/02/16",68.15
"Currency","2007/02/15",68.18
"Currency","2007/02/14",68.01
"Currency","2007/02/13",68.27
"Currency","2007/02/12",68.48
"Currency","2007/02/09",68.45
"Currency","2007/02/08",68.20
"Currency","2007/02/07",68.30
"Currency","2007/02/06",68.33
"Currency","2007/02/05",69.31
"Currency","2007/02/02",68.69
"Currency","2007/02/01",68.35
"Currency","2007/01/31",68.05
"Currency","2007/01/30",68.47
"Currency","2007/01/29",68.39
"Currency","2007/01/26",69.26
"Currency","2007/01/25",69.50
"Currency","2007/01/24",69.36
"Currency","2007/01/23",68.39
"Currency","2007/01/22",69.24
"Currency","2007/01/19",69.22
"Currency","2007/01/18",69.12
"Currency","2007/01/17",68.52
"Currency","2007/01/16",68.81
"Currency","2007/01/15",68.64
"Currency","2007/01/12",68.42
"Currency","2007/01/11",68.74
"Currency","2007/01/10",68.64
"Currency","2007/01/09",68.43
"Currency","2007/01/08",68.40
"Currency","2007/01/05",68.82
"Currency","2007/01/04",68.35
"Currency","2007/01/03",68.27
"Currency","2007/01/02",67.83
"Currency","2007/01/01",67.93
"Currency","2006/12/31",72.65
"Currency","2006/12/29",67.99
"Currency","2006/12/28",68.16
"Currency","2006/12/27",68.32
"Currency","2006/12/26",69.27
"Currency","2006/12/25",69.08
"Currency","2006/12/22",69.20
"Currency","2006/12/21",68.80
"Currency","2006/12/20",68.94
"Currency","2006/12/19",67.91
"Currency","2006/12/18",68.25
"Currency","2006/12/15",68.32
"Currency","2006/12/14",68.14
"Currency","2006/12/13",70.01
"Currency","2006/12/12",67.66
"Currency","2006/12/11",67.72
"Currency","2006/12/08",68.29
"Currency","2006/12/07",67.82
"Currency","2006/12/06",67.88
"Currency","2006/12/05",67.76
"Currency","2006/12/04",67.67
"Currency","2006/12/01",67.45
"Currency","2006/11/30",67.72
"Currency","2006/11/29",68.07
"Currency","2006/11/28",67.58
"Currency","2006/11/27",67.81
"Currency","2006/11/24",68.24
"Currency","2006/11/23",68.32
"Currency","2006/11/22",68.19
"Currency","2006/11/21",68.49
"Currency","2006/11/20",68.73
"Currency","2006/11/17",68.34
"Currency","2006/11/16",68.74
"Currency","2006/11/15",68.47
"Currency","2006/11/14",68.75
"Currency","2006/11/13",70.54
"Currency","2006/11/10",70.55
"Currency","2006/11/09",70.27
"Currency","2006/11/08",70.73
"Currency","2006/11/07",70.44
"Currency","2006/11/06",68.62
"Currency","2006/11/03",70.88
"Currency","2006/11/02",70.59
"Currency","2006/11/01",70.63
"Currency","2006/10/31",70.31
"Currency","2006/10/30",69.42
"Currency","2006/10/27",70.68
"Currency","2006/10/26",70.62
"Currency","2006/10/25",70.81
"Currency","2006/10/24",70.94
"Currency","2006/10/23",69.16
"Currency","2006/10/20",70.84
"Currency","2006/10/19",70.72
"Currency","2006/10/18",71.08
"Currency","2006/10/17",70.88
"Currency","2006/10/16",70.92
"Currency","2006/10/13",71.06
"Currency","2006/10/12",71.58
"Currency","2006/10/11",71.19
"Currency","2006/10/10",71.28
"Currency","2006/10/09",69.10
"Currency","2006/10/06",71.20
"Currency","2006/10/05",70.79
"Currency","2006/10/04",70.53
"Currency","2006/10/03",68.54
"Currency","2006/10/02",68.50
"Currency","2006/09/30",72.05
"Currency","2006/09/29",69.54
"Currency","2006/09/28",68.90
"Currency","2006/09/27",68.87
"Currency","2006/09/26",68.96
"Currency","2006/09/25",68.81
"Currency","2006/09/22",68.99
"Currency","2006/09/21",68.60
"Currency","2006/09/20",68.90
"Currency","2006/09/19",68.84
"Currency","2006/09/18",68.67
"Currency","2006/09/15",69.14
"Currency","2006/09/14",68.88
"Currency","2006/09/13",68.84
"Currency","2006/09/12",69.05
"Currency","2006/09/11",69.77
"Currency","2006/09/08",69.73
"Currency","2006/09/07",69.70
"Currency","2006/09/06",69.70
"Currency","2006/09/05",69.77
"Currency","2006/09/04",69.79
"Currency","2006/09/01",71.37
"Currency","2006/08/31",70.16
"Currency","2006/08/30",69.87
"Currency","2006/08/29",70.16
"Currency","2006/08/28",69.79
"Currency","2006/08/25",69.53
"Currency","2006/08/24",69.54
"Currency","2006/08/23",69.45
"Currency","2006/08/22",69.45
"Currency","2006/08/21",69.59
"Currency","2006/08/18",70.32
"Currency","2006/08/17",69.83
"Currency","2006/08/16",70.28
"Currency","2006/08/15",70.34
"Currency","2006/08/14",70.38
"Currency","2006/08/11",70.39
"Currency","2006/08/10",70.49
"Currency","2006/08/09",70.32
"Currency","2006/08/08",70.33
"Currency","2006/08/07",70.31
"Currency","2006/08/04",69.68
"Currency","2006/08/03",70.06
"Currency","2006/08/02",70.42
"Currency","2006/08/01",70.25
"Currency","2006/07/31",70.75
"Currency","2006/07/28",70.41
"Currency","2006/07/27",71.11
"Currency","2006/07/26",70.50
"Currency","2006/07/25",71.38
"Currency","2006/07/24",70.98
"Currency","2006/07/21",71.23
"Currency","2006/07/20",71.32
"Currency","2006/07/19",70.70
"Currency","2006/07/18",71.35
"Currency","2006/07/17",70.50
"Currency","2006/07/14",71.09
"Currency","2006/07/13",70.13
"Currency","2006/07/12",71.00
"Currency","2006/07/11",69.89
"Currency","2006/07/10",70.85
"Currency","2006/07/07",69.41
"Currency","2006/07/06",69.46
"Currency","2006/07/05",70.87
"Currency","2006/07/04",70.64
"Currency","2006/07/03",69.82
"Currency","2006/06/30",69.51
"Currency","2006/06/29",69.48
"Currency","2006/06/28",70.36
"Currency","2006/06/27",70.18
"Currency","2006/06/26",70.11
"Currency","2006/06/23",70.42
"Currency","2006/06/22",70.28
"Currency","2006/06/21",69.87
"Currency","2006/06/20",70.09
"Currency","2006/06/19",70.21
"Currency","2006/06/16",70.12
"Currency","2006/06/15",70.06
"Currency","2006/06/14",69.97
"Currency","2006/06/13",70.42
"Currency","2006/06/12",70.25
"Currency","2006/06/09",70.21
"Currency","2006/06/08",70.45
"Currency","2006/06/07",69.79
"Currency","2006/06/06",69.79
"Currency","2006/06/05",69.25
"Currency","2006/06/02",69.15
"Currency","2006/06/01",69.57
"Currency","2006/05/31",69.96
"Currency","2006/05/30",69.63
"Currency","2006/05/29",69.90
"Currency","2006/05/26",69.60
"Currency","2006/05/25",69.55
"Currency","2006/05/24",69.88
"Currency","2006/05/23",69.47
"Currency","2006/05/22",68.87
"Currency","2006/05/19",68.05
"Currency","2006/05/18",68.89
"Currency","2006/05/17",68.89
"Currency","2006/05/16",68.03
"Currency","2006/05/15",68.13
"Currency","2006/05/12",68.13
"Currency","2006/05/11",67.67
"Currency","2006/05/10",68.20
"Currency","2006/05/09",69.11
"Currency","2006/05/08",69.35
"Currency","2006/05/05",69.84
"Currency","2006/05/04",67.85
"Currency","2006/05/03",69.18
"Currency","2006/05/02",69.11
"Currency","2006/05/01",68.54
"Currency","2006/04/28",69.81
"Currency","2006/04/27",69.88
"Currency","2006/04/26",69.92
"Currency","2006/04/25",69.07
"Currency","2006/04/24",70.52
"Currency","2006/04/21",70.25
"Currency","2006/04/20",70.51
"Currency","2006/04/19",70.23
"Currency","2006/04/18",70.41
"Currency","2006/04/17",69.67
"Currency","2006/04/14",70.81
"Currency","2006/04/13",70.83
"Currency","2006/04/12",70.64
"Currency","2006/04/11",70.79
"Currency","2006/04/10",69.89
"Currency","2006/04/07",70.72
"Currency","2006/04/06",70.14
"Currency","2006/04/05",69.50
"Currency","2006/04/04",71.18
"Currency","2006/04/03",71.20
"Currency","2006/03/31",70.74
"Currency","2006/03/30",69.47
"Currency","2006/03/29",70.96
"Currency","2006/03/28",70.29
"Currency","2006/03/27",71.54
"Currency","2006/03/24",70.97
"Currency","2006/03/23",70.94
"Currency","2006/03/22",72.28
"Currency","2006/03/21",72.24
"Currency","2006/03/20",72.08
"Currency","2006/03/17",70.13
"Currency","2006/03/16",70.27
"Currency","2006/03/15",72.00
"Currency","2006/03/14",73.73
"Currency","2006/03/13",73.79
"Currency","2006/03/10",73.82
"Currency","2006/03/09",73.82
"Currency","2006/03/08",73.81
"Currency","2006/03/07",73.95
"Currency","2006/03/06",73.73
"Currency","2006/03/03",73.64
"Currency","2006/03/02",73.64
"Currency","2006/03/01",73.68
"Currency","2006/02/28",73.63
"Currency","2006/02/27",73.67
"Currency","2006/02/24",72.91
"Currency","2006/02/23",72.77
"Currency","2006/02/22",72.93
"Currency","2006/02/21",72.88
"Currency","2006/02/20",72.81
"Currency","2006/02/17",72.93
"Currency","2006/02/16",73.00
"Currency","2006/02/15",72.84
"Currency","2006/02/14",72.93
"Currency","2006/02/13",72.92
"Currency","2006/02/10",72.74
"Currency","2006/02/09",72.74
"Currency","2006/02/08",72.75
"Currency","2006/02/07",72.70
"Currency","2006/02/06",72.73
"Currency","2006/02/03",72.53
"Currency","2006/02/02",72.55
"Currency","2006/02/01",72.44
"Currency","2006/01/31",72.40
"Currency","2006/01/30",72.45
"Currency","2006/01/27",70.56
"Currency","2006/01/26",72.14
"Currency","2006/01/25",71.93
"Currency","2006/01/24",72.15
"Currency","2006/01/23",72.04
"Currency","2006/01/20",72.42
"Currency","2006/01/19",72.52
"Currency","2006/01/18",72.33
"Currency","2006/01/17",72.51
"Currency","2006/01/16",72.41
"Currency","2006/01/13",72.52
"Currency","2006/01/12",73.02
"Currency","2006/01/11",73.40
"Currency","2006/01/10",73.56
"Currency","2006/01/09",73.55
"Currency","2006/01/06",73.37
"Currency","2006/01/05",73.17
"Currency","2006/01/04",73.16
"Currency","2006/01/03",72.66
"Currency","2006/01/02",73.10
"Currency","2005/12/31",73.36
"Currency","2005/12/30",72.70
"Currency","2005/12/29",72.72
"Currency","2005/12/28",72.59
"Currency","2005/12/27",72.56
"Currency","2005/12/26",72.58
"Currency","2005/12/23",72.63
"Currency","2005/12/22",72.64
"Currency","2005/12/21",72.72
"Currency","2005/12/20",72.50
"Currency","2005/12/19",72.31
"Currency","2005/12/16",69.98
"Currency","2005/12/15",72.42
"Currency","2005/12/14",72.36
"Currency","2005/12/13",72.48
"Currency","2005/12/12",72.45
"Currency","2005/12/09",73.13
"Currency","2005/12/08",73.52
"Currency","2005/12/07",73.39
"Currency","2005/12/06",72.13
"Currency","2005/12/05",72.14
"Currency","2005/12/02",73.41
"Currency","2005/12/01",73.43
"Currency","2005/11/30",72.14
"Currency","2005/11/29",73.86
"Currency","2005/11/28",71.99
"Currency","2005/11/25",72.09
"Currency","2005/11/24",71.93
"Currency","2005/11/23",71.91
"Currency","2005/11/22",73.10
"Currency","2005/11/21",71.88
"Currency","2005/11/18",73.25
"Currency","2005/11/17",73.35
"Currency","2005/11/16",73.55
"Currency","2005/11/15",73.39
"Currency","2005/11/14",73.48
"Currency","2005/11/11",70.97
"Currency","2005/11/10",73.46
"Currency","2005/11/09",73.27
"Currency","2005/11/08",73.28
"Currency","2005/11/07",73.08
"Currency","2005/11/04",73.30
"Currency","2005/11/03",72.99
"Currency","2005/11/02",72.75
"Currency","2005/11/01",70.63
"Currency","2005/10/31",70.12
"Currency","2005/10/28",72.67
"Currency","2005/10/27",72.74
"Currency","2005/10/26",72.93
"Currency","2005/10/25",72.83
"Currency","2005/10/24",73.14
"Currency","2005/10/21",70.61
"Currency","2005/10/20",70.70
"Currency","2005/10/19",70.72
"Currency","2005/10/18",70.80
"Currency","2005/10/17",70.51
"Currency","2005/10/14",68.79
"Currency","2005/10/13",70.76
"Currency","2005/10/12",70.61
"Currency","2005/10/11",70.59
"Currency","2005/10/10",72.96
"Currency","2005/10/07",70.28
"Currency","2005/10/06",70.36
"Currency","2005/10/05",73.08
"Currency","2005/10/04",71.01
"Currency","2005/10/03",71.88
"Currency","2005/09/30",70.74
"Currency","2005/09/29",70.84
"Currency","2005/09/28",70.82
"Currency","2005/09/27",70.82
"Currency","2005/09/26",71.59
"Currency","2005/09/23",70.59
"Currency","2005/09/22",70.48
"Currency","2005/09/20",70.46
"Currency","2005/09/19",70.30
"Currency","2005/09/16",70.55
"Currency","2005/09/15",70.58
"Currency","2005/09/14",70.42
"Currency","2005/09/13",71.30
"Currency","2005/09/12",70.44
"Currency","2005/09/09",70.25
"Currency","2005/09/08",71.02
"Currency","2005/09/07",70.96
"Currency","2005/09/06",69.99
"Currency","2005/09/05",70.12
"Currency","2005/09/02",70.28
"Currency","2005/09/01",68.85
"Currency","2005/08/31",71.65
"Currency","2005/08/30",69.68
"Currency","2005/08/29",70.88
"Currency","2005/08/26",70.81
"Currency","2005/08/25",70.89
"Currency","2005/08/24",70.87
"Currency","2005/08/23",71.04
"Currency","2005/08/22",70.97
"Currency","2005/08/19",71.12
"Currency","2005/08/18",71.07
"Currency","2005/08/17",70.82
"Currency","2005/08/16",71.56
"Currency","2005/08/15",70.67
"Currency","2005/08/12",72.61
"Currency","2005/08/11",72.56
"Currency","2005/08/10",72.74
"Currency","2005/08/09",70.77
"Currency","2005/08/08",70.72
"Currency","2005/08/05",70.72
"Currency","2005/08/04",72.77
"Currency","2005/08/03",70.80
"Currency","2005/08/02",70.25
"Currency","2005/08/01",73.21
"Currency","2005/07/29",73.34
"Currency","2005/07/28",73.35
"Currency","2005/07/27",73.49
"Currency","2005/07/26",71.51
"Currency","2005/07/25",71.45
"Currency","2005/07/22",71.20
"Currency","2005/07/21",71.21
"Currency","2005/07/20",71.20
