"Indicator","Time","Value (USD/COP)"
"Currency","2013/01/16",1758.00
"Currency","2013/01/15",1758.00
"Currency","2013/01/14",1761.00
"Currency","2013/01/11",1761.00
"Currency","2013/01/10",1768.00
"Currency","2013/01/09",1771.00
"Currency","2013/01/08",1769.00
"Currency","2013/01/07",1770.00
"Currency","2013/01/04",1760.00
"Currency","2013/01/03",1764.00
"Currency","2013/01/02",1766.00
"Currency","2013/01/01",1772.00
"Currency","2012/12/31",1772.00
"Currency","2012/12/28",1772.00
"Currency","2012/12/27",1775.00
"Currency","2012/12/26",1775.00
"Currency","2012/12/25",1775.00
"Currency","2012/12/24",1775.00
"Currency","2012/12/21",1788.00
"Currency","2012/12/20",1789.00
"Currency","2012/12/19",1795.00
"Currency","2012/12/18",1795.00
"Currency","2012/12/17",1795.00
"Currency","2012/12/14",1794.00
"Currency","2012/12/13",1795.00
"Currency","2012/12/12",1799.00
"Currency","2012/12/11",1800.00
"Currency","2012/12/10",1794.00
"Currency","2012/12/07",1799.00
"Currency","2012/12/06",1811.00
"Currency","2012/12/05",1813.00
"Currency","2012/12/03",1811.00
"Currency","2012/11/30",1814.00
"Currency","2012/11/29",1823.00
"Currency","2012/11/28",1823.00
"Currency","2012/11/27",1822.00
"Currency","2012/11/26",1822.00
"Currency","2012/11/23",1814.00
"Currency","2012/11/22",1814.00
"Currency","2012/11/21",1814.00
"Currency","2012/11/20",1817.00
"Currency","2012/11/19",1822.00
"Currency","2012/11/16",1820.00
"Currency","2012/11/15",1820.00
"Currency","2012/11/14",1816.00
"Currency","2012/11/13",1815.00
"Currency","2012/11/12",1812.00
"Currency","2012/11/09",1812.00
"Currency","2012/11/08",1812.50
"Currency","2012/11/07",1814.00
"Currency","2012/11/06",1829.00
"Currency","2012/11/05",1827.00
"Currency","2012/11/02",1824.00
"Currency","2012/11/01",1829.00
"Currency","2012/10/31",1817.00
"Currency","2012/10/30",1817.00
"Currency","2012/10/29",1817.00
"Currency","2012/10/26",1817.00
"Currency","2012/10/25",1816.00
"Currency","2012/10/24",1816.00
"Currency","2012/10/23",1808.00
"Currency","2012/10/22",1798.00
"Currency","2012/10/19",1797.00
"Currency","2012/10/18",1797.00
"Currency","2012/10/17",1798.50
"Currency","2012/10/16",1797.00
"Currency","2012/10/15",1796.00
"Currency","2012/10/12",1797.00
"Currency","2012/10/11",1798.00
"Currency","2012/10/10",1798.00
"Currency","2012/10/09",1795.00
"Currency","2012/10/08",1794.00
"Currency","2012/10/05",1794.00
"Currency","2012/10/04",1800.00
"Currency","2012/10/03",1798.00
"Currency","2012/10/02",1797.00
"Currency","2012/10/01",1797.00
"Currency","2012/09/28",1799.00
"Currency","2012/09/27",1799.00
"Currency","2012/09/26",1795.00
"Currency","2012/09/25",1799.00
"Currency","2012/09/24",1793.00
"Currency","2012/09/21",1800.00
"Currency","2012/09/20",1796.00
"Currency","2012/09/19",1796.00
"Currency","2012/09/18",1798.00
"Currency","2012/09/17",1788.25
"Currency","2012/09/14",1821.00
"Currency","2012/09/13",1821.00
"Currency","2012/09/12",1819.00
"Currency","2012/09/11",1819.00
"Currency","2012/09/10",1819.00
"Currency","2012/09/07",1819.00
"Currency","2012/09/06",1819.00
"Currency","2012/09/05",1819.00
"Currency","2012/09/04",1819.00
"Currency","2012/09/03",1819.00
"Currency","2012/08/31",1819.00
"Currency","2012/08/30",1819.00
"Currency","2012/08/29",1819.00
"Currency","2012/08/28",1819.00
"Currency","2012/08/27",1819.00
"Currency","2012/08/24",1819.00
"Currency","2012/08/23",1819.00
"Currency","2012/08/22",1819.00
"Currency","2012/08/21",1819.00
"Currency","2012/08/20",1819.00
"Currency","2012/08/17",1820.50
"Currency","2012/08/16",1818.50
"Currency","2012/08/15",1804.00
"Currency","2012/08/14",1793.00
"Currency","2012/08/13",1791.00
"Currency","2012/08/10",1787.00
"Currency","2012/08/09",1787.00
"Currency","2012/08/08",1786.00
"Currency","2012/08/07",1783.00
"Currency","2012/08/06",1783.00
"Currency","2012/08/03",1790.00
"Currency","2012/08/02",1784.00
"Currency","2012/08/01",1792.00
"Currency","2012/07/31",1788.00
"Currency","2012/07/30",1788.00
"Currency","2012/07/27",1787.00
"Currency","2012/07/26",1794.00
"Currency","2012/07/25",1794.00
"Currency","2012/07/24",1788.00
"Currency","2012/07/23",1777.00
"Currency","2012/07/20",1779.00
"Currency","2012/07/19",1775.00
"Currency","2012/07/18",1738.00
"Currency","2012/07/17",1727.30
"Currency","2012/07/16",1729.30
"Currency","2012/07/13",1744.90
"Currency","2012/07/12",1786.00
"Currency","2012/07/11",1757.30
"Currency","2012/07/10",1743.30
"Currency","2012/07/09",1748.40
"Currency","2012/07/06",1750.60
"Currency","2012/07/05",1734.90
"Currency","2012/07/04",1732.70
"Currency","2012/07/03",1748.50
"Currency","2012/07/02",1756.10
"Currency","2012/06/29",1750.50
"Currency","2012/06/28",1792.00
"Currency","2012/06/27",1763.50
"Currency","2012/06/26",1748.30
"Currency","2012/06/25",1735.70
"Currency","2012/06/22",1774.00
"Currency","2012/06/21",1728.60
"Currency","2012/06/20",1737.60
"Currency","2012/06/19",1751.20
"Currency","2012/06/18",1745.70
"Currency","2012/06/15",1736.80
"Currency","2012/06/14",1730.90
"Currency","2012/06/13",1729.70
"Currency","2012/06/12",1747.80
"Currency","2012/06/11",1723.20
"Currency","2012/06/08",1741.30
"Currency","2012/06/07",1741.20
"Currency","2012/06/06",1774.90
"Currency","2012/06/05",1781.70
"Currency","2012/06/04",1772.00
"Currency","2012/06/01",1791.40
"Currency","2012/05/31",1783.00
"Currency","2012/05/30",1789.70
"Currency","2012/05/29",1798.70
"Currency","2012/05/28",1809.50
"Currency","2012/05/25",1810.90
"Currency","2012/05/24",1844.00
"Currency","2012/05/23",1801.90
"Currency","2012/05/22",1776.20
"Currency","2012/05/21",1753.80
"Currency","2012/05/18",1754.80
"Currency","2012/05/17",1796.00
"Currency","2012/05/16",1777.00
"Currency","2012/05/15",1771.00
"Currency","2012/05/14",1726.30
"Currency","2012/05/11",1764.00
"Currency","2012/05/10",1775.00
"Currency","2012/05/09",1715.50
"Currency","2012/05/08",1759.00
"Currency","2012/05/07",1722.90
"Currency","2012/05/04",1754.00
"Currency","2012/05/03",1759.00
"Currency","2012/05/02",1760.00
"Currency","2012/05/01",1762.00
"Currency","2012/04/30",1720.60
"Currency","2012/04/27",1726.80
"Currency","2012/04/26",1759.00
"Currency","2012/04/25",1769.00
"Currency","2012/04/24",1768.00
"Currency","2012/04/23",1732.10
"Currency","2012/04/20",1773.00
"Currency","2012/04/19",1773.00
"Currency","2012/04/18",1769.00
"Currency","2012/04/17",1773.00
"Currency","2012/04/16",1750.40
"Currency","2012/04/13",1787.00
"Currency","2012/04/12",1787.00
"Currency","2012/04/11",1774.00
"Currency","2012/04/10",1774.00
"Currency","2012/04/09",1730.80
"Currency","2012/04/06",1774.00
"Currency","2012/04/05",1772.00
"Currency","2012/04/04",1766.00
"Currency","2012/04/03",1773.00
"Currency","2012/04/02",1753.50
"Currency","2012/03/30",1772.00
"Currency","2012/03/29",1773.00
"Currency","2012/03/28",1761.00
"Currency","2012/03/27",1758.00
"Currency","2012/03/26",1719.20
"Currency","2012/03/23",1758.00
"Currency","2012/03/22",1755.50
"Currency","2012/03/21",1757.00
"Currency","2012/03/20",1759.00
"Currency","2012/03/19",1708.90
"Currency","2012/03/16",1761.00
"Currency","2012/03/15",1763.00
"Currency","2012/03/14",1759.00
"Currency","2012/03/13",1766.00
"Currency","2012/03/12",1762.00
"Currency","2012/03/09",1763.50
"Currency","2012/03/08",1768.00
"Currency","2012/03/07",1779.00
"Currency","2012/03/06",1771.00
"Currency","2012/03/05",1736.70
"Currency","2012/03/02",1768.00
"Currency","2012/03/01",1767.00
"Currency","2012/02/29",1767.00
"Currency","2012/02/28",1771.00
"Currency","2012/02/27",1734.60
"Currency","2012/02/24",1776.00
"Currency","2012/02/23",1782.00
"Currency","2012/02/22",1776.00
"Currency","2012/02/21",1744.00
"Currency","2012/02/20",1745.50
"Currency","2012/02/17",1790.00
"Currency","2012/02/16",1792.00
"Currency","2012/02/15",1787.00
"Currency","2012/02/14",1777.00
"Currency","2012/02/13",1742.00
"Currency","2012/02/10",1773.00
"Currency","2012/02/09",1748.50
"Currency","2012/02/08",1783.00
"Currency","2012/02/07",1787.50
"Currency","2012/02/06",1756.70
"Currency","2012/02/03",1793.00
"Currency","2012/02/02",1795.00
"Currency","2012/02/01",1809.00
"Currency","2012/01/31",1936.00
"Currency","2012/01/30",1762.60
"Currency","2012/01/27",1936.00
"Currency","2012/01/26",1815.00
"Currency","2012/01/25",1812.00
"Currency","2012/01/24",1812.00
"Currency","2012/01/23",1781.50
"Currency","2012/01/20",1822.00
"Currency","2012/01/19",1822.00
"Currency","2012/01/18",1837.00
"Currency","2012/01/17",1801.70
"Currency","2012/01/16",1814.70
"Currency","2012/01/13",1843.00
"Currency","2012/01/12",1849.00
"Currency","2012/01/11",1862.50
"Currency","2012/01/10",1876.00
"Currency","2012/01/09",1851.60
"Currency","2012/01/06",1879.00
"Currency","2012/01/05",1868.00
"Currency","2012/01/04",1908.00
"Currency","2012/01/03",1900.20
"Currency","2012/01/02",1896.60
"Currency","2011/12/30",1938.00
"Currency","2011/12/29",1942.00
"Currency","2011/12/28",1920.00
"Currency","2011/12/27",1888.90
"Currency","2011/12/26",1919.00
"Currency","2011/12/23",1928.00
"Currency","2011/12/22",1894.90
"Currency","2011/12/21",1933.00
"Currency","2011/12/20",1938.00
"Currency","2011/12/19",1894.30
"Currency","2011/12/16",1935.00
"Currency","2011/12/15",1939.00
"Currency","2011/12/14",1930.50
"Currency","2011/12/13",1899.60
"Currency","2011/12/12",1897.40
"Currency","2011/12/09",1928.00
"Currency","2011/12/08",1927.00
"Currency","2011/12/07",1934.00
"Currency","2011/12/06",1934.00
"Currency","2011/12/05",1925.80
"Currency","2011/12/02",1946.00
"Currency","2011/12/01",1949.00
"Currency","2011/11/30",1918.00
"Currency","2011/11/29",1938.80
"Currency","2011/11/28",1898.60
"Currency","2011/11/25",1899.30
"Currency","2011/11/24",1881.80
"Currency","2011/11/23",1893.40
"Currency","2011/11/22",1880.80
"Currency","2011/11/21",1892.50
"Currency","2011/11/18",1876.90
"Currency","2011/11/17",1879.30
"Currency","2011/11/16",1880.60
"Currency","2011/11/15",1875.10
"Currency","2011/11/14",1863.60
"Currency","2011/11/11",1914.00
"Currency","2011/11/10",1920.00
"Currency","2011/11/09",1909.00
"Currency","2011/11/08",1907.00
"Currency","2011/11/07",1879.70
"Currency","2011/11/04",1868.30
"Currency","2011/11/03",1855.90
"Currency","2011/11/02",1849.40
"Currency","2011/11/01",1829.50
"Currency","2011/10/31",1827.50
"Currency","2011/10/28",1860.50
"Currency","2011/10/27",1878.00
"Currency","2011/10/26",1878.00
"Currency","2011/10/25",1871.00
"Currency","2011/10/24",1853.30
"Currency","2011/10/21",1907.00
"Currency","2011/10/20",1899.50
"Currency","2011/10/19",1902.00
"Currency","2011/10/18",1886.50
"Currency","2011/10/17",1857.80
"Currency","2011/10/14",1908.75
"Currency","2011/10/13",1895.00
"Currency","2011/10/12",1894.40
"Currency","2011/10/11",1897.10
"Currency","2011/10/10",1900.30
"Currency","2011/10/07",1949.00
"Currency","2011/10/06",1969.30
"Currency","2011/10/05",1898.70
"Currency","2011/10/04",1940.00
"Currency","2011/10/03",1928.00
"Currency","2011/09/30",1917.00
"Currency","2011/09/29",1904.00
"Currency","2011/09/28",1886.00
"Currency","2011/09/27",1904.00
"Currency","2011/09/26",1871.70
"Currency","2011/09/23",1842.80
"Currency","2011/09/22",1879.50
"Currency","2011/09/21",1860.00
"Currency","2011/09/20",1784.90
"Currency","2011/09/19",1821.00
"Currency","2011/09/16",1825.00
"Currency","2011/09/15",1826.00
"Currency","2011/09/14",1812.00
"Currency","2011/09/13",1756.70
"Currency","2011/09/12",1772.30
"Currency","2011/09/09",1788.75
"Currency","2011/09/08",1790.00
"Currency","2011/09/07",1790.00
"Currency","2011/09/06",1748.60
"Currency","2011/09/05",1750.20
"Currency","2011/09/02",1777.50
"Currency","2011/09/01",1779.50
"Currency","2011/08/31",1780.00
"Currency","2011/08/30",1787.00
"Currency","2011/08/29",1748.90
"Currency","2011/08/26",1790.00
"Currency","2011/08/25",1793.00
"Currency","2011/08/24",1778.00
"Currency","2011/08/23",1779.00
"Currency","2011/08/22",1732.20
"Currency","2011/08/19",1779.00
"Currency","2011/08/18",1741.30
"Currency","2011/08/17",1748.00
"Currency","2011/08/16",1732.70
"Currency","2011/08/15",1753.20
"Currency","2011/08/12",1762.20
"Currency","2011/08/11",1778.20
"Currency","2011/08/10",1778.30
"Currency","2011/08/09",1756.60
"Currency","2011/08/08",1737.20
"Currency","2011/08/05",1749.50
"Currency","2011/08/04",1738.50
"Currency","2011/08/03",1726.90
"Currency","2011/08/02",1743.40
"Currency","2011/08/01",1719.20
"Currency","2011/07/29",1767.00
"Currency","2011/07/28",1766.50
"Currency","2011/07/27",1760.00
"Currency","2011/07/26",1767.50
"Currency","2011/07/25",1731.10
"Currency","2011/07/22",1760.00
"Currency","2011/07/21",1760.00
"Currency","2011/07/20",1756.00
"Currency","2011/07/19",1757.00
"Currency","2011/07/18",1709.90
"Currency","2011/07/15",1745.00
"Currency","2011/07/14",1760.00
"Currency","2011/07/13",1763.00
"Currency","2011/07/12",1765.00
"Currency","2011/07/11",1726.80
"Currency","2011/07/08",1759.00
"Currency","2011/07/07",1766.50
"Currency","2011/07/06",1760.00
"Currency","2011/07/05",1726.70
"Currency","2011/07/04",1729.80
"Currency","2011/07/01",1767.50
"Currency","2011/06/30",1777.00
"Currency","2011/06/29",1785.00
"Currency","2011/06/28",1781.00
"Currency","2011/06/27",1754.00
"Currency","2011/06/24",1788.00
"Currency","2011/06/23",1780.00
"Currency","2011/06/22",1779.00
"Currency","2011/06/21",1786.00
"Currency","2011/06/20",1757.30
"Currency","2011/06/17",1794.25
"Currency","2011/06/16",1736.00
"Currency","2011/06/15",1745.80
"Currency","2011/06/14",1778.00
"Currency","2011/06/13",1748.30
"Currency","2011/06/10",1770.00
"Currency","2011/06/09",1774.00
"Currency","2011/06/08",1767.00
"Currency","2011/06/07",1782.00
"Currency","2011/06/06",1732.10
"Currency","2011/06/03",1785.00
"Currency","2011/06/02",1789.00
"Currency","2011/06/01",1801.00
"Currency","2011/05/31",1786.80
"Currency","2011/05/30",1782.50
"Currency","2011/05/27",1830.00
"Currency","2011/05/26",1830.00
"Currency","2011/05/25",1828.00
"Currency","2011/05/24",1815.00
"Currency","2011/05/23",1791.40
"Currency","2011/05/20",1815.25
"Currency","2011/05/19",1817.50
"Currency","2011/05/18",1784.40
"Currency","2011/05/17",1816.00
"Currency","2011/05/16",1786.10
"Currency","2011/05/13",1802.00
"Currency","2011/05/12",1798.00
"Currency","2011/05/11",1787.00
"Currency","2011/05/10",1789.25
"Currency","2011/05/09",1753.30
"Currency","2011/05/06",1762.00
"Currency","2011/05/05",1763.00
"Currency","2011/05/04",1762.00
"Currency","2011/05/03",1767.00
"Currency","2011/05/02",1740.10
"Currency","2011/04/29",1771.00
"Currency","2011/04/28",1771.00
"Currency","2011/04/27",1789.00
"Currency","2011/04/26",1780.00
"Currency","2011/04/25",1756.90
"Currency","2011/04/22",1783.00
"Currency","2011/04/21",1783.00
"Currency","2011/04/20",1788.00
"Currency","2011/04/19",1798.00
"Currency","2011/04/18",1780.10
"Currency","2011/04/15",1798.43
"Currency","2011/04/14",1818.00
"Currency","2011/04/13",1819.20
"Currency","2011/04/12",1814.00
"Currency","2011/04/11",1781.50
"Currency","2011/04/08",1827.50
"Currency","2011/04/07",1827.50
"Currency","2011/04/06",1835.50
"Currency","2011/04/05",1813.00
"Currency","2011/04/04",1825.80
"Currency","2011/04/01",1870.00
"Currency","2011/03/31",1875.00
"Currency","2011/03/30",1887.50
"Currency","2011/03/29",1878.00
"Currency","2011/03/28",1841.00
"Currency","2011/03/25",1866.50
"Currency","2011/03/24",1833.60
"Currency","2011/03/23",1865.00
"Currency","2011/03/22",1834.50
"Currency","2011/03/21",1839.00
"Currency","2011/03/16",1878.00
"Currency","2011/03/15",1878.00
"Currency","2011/03/14",1812.80
"Currency","2011/03/11",1866.00
"Currency","2011/03/10",1876.00
"Currency","2011/03/09",1889.00
"Currency","2011/03/08",1895.00
"Currency","2011/03/07",1860.40
"Currency","2011/03/04",1906.00
"Currency","2011/03/03",1917.25
"Currency","2011/03/02",1914.50
"Currency","2011/03/01",1906.00
"Currency","2011/02/28",1896.50
"Currency","2011/02/25",1898.00
"Currency","2011/02/24",1896.00
"Currency","2011/02/23",1894.00
"Currency","2011/02/22",1875.00
"Currency","2011/02/21",1830.90
"Currency","2011/02/18",1888.00
"Currency","2011/02/17",1903.25
"Currency","2011/02/16",1901.00
"Currency","2011/02/15",1893.25
"Currency","2011/02/14",1841.20
"Currency","2011/02/11",1884.50
"Currency","2011/02/10",1891.00
"Currency","2011/02/09",1875.00
"Currency","2011/02/08",1848.10
"Currency","2011/02/07",1850.30
"Currency","2011/02/04",1864.50
"Currency","2011/02/03",1816.90
"Currency","2011/02/02",1852.00
"Currency","2011/02/01",1866.40
"Currency","2011/01/31",1838.30
"Currency","2011/01/28",1827.40
"Currency","2011/01/27",1822.00
"Currency","2011/01/26",1854.00
"Currency","2011/01/25",1843.00
"Currency","2011/01/24",1800.90
"Currency","2011/01/21",1808.30
"Currency","2011/01/20",1842.75
"Currency","2011/01/19",1857.50
"Currency","2011/01/18",1870.00
"Currency","2011/01/17",1832.10
"Currency","2011/01/14",1857.00
"Currency","2011/01/13",1796.70
"Currency","2011/01/12",1831.10
"Currency","2011/01/11",1864.00
"Currency","2011/01/10",1835.30
"Currency","2011/01/07",1865.50
"Currency","2011/01/06",1884.00
"Currency","2011/01/05",1896.50
"Currency","2011/01/04",1892.00
"Currency","2011/01/03",1886.60
"Currency","2010/12/31",1930.00
"Currency","2010/12/28",1985.00
"Currency","2010/12/27",1933.50
"Currency","2010/12/24",1934.50
"Currency","2010/12/23",1920.00
"Currency","2010/12/22",1935.10
"Currency","2010/12/21",1929.50
"Currency","2010/12/20",1892.50
"Currency","2010/12/17",1918.00
"Currency","2010/12/16",1907.40
"Currency","2010/12/15",1892.00
"Currency","2010/12/14",1901.00
"Currency","2010/12/13",1880.20
"Currency","2010/12/10",1905.25
"Currency","2010/12/09",1882.00
"Currency","2010/12/08",1879.25
"Currency","2010/12/07",1888.00
"Currency","2010/12/06",1844.20
"Currency","2010/12/03",1912.75
"Currency","2010/12/02",1934.25
"Currency","2010/12/01",1942.00
"Currency","2010/11/30",1919.00
"Currency","2010/11/29",1853.90
"Currency","2010/11/26",1853.30
"Currency","2010/11/25",1890.00
"Currency","2010/11/24",1892.00
"Currency","2010/11/23",1879.25
"Currency","2010/11/22",1830.30
"Currency","2010/11/19",1869.50
"Currency","2010/11/18",1871.75
"Currency","2010/11/17",1883.90
"Currency","2010/11/16",1865.00
"Currency","2010/11/15",1822.40
"Currency","2010/11/12",1856.00
"Currency","2010/11/11",1855.25
"Currency","2010/11/10",1838.75
"Currency","2010/11/09",1831.50
"Currency","2010/11/08",1820.00
"Currency","2010/11/05",1826.00
"Currency","2010/11/04",1835.00
"Currency","2010/11/03",1844.00
"Currency","2010/11/02",1835.00
"Currency","2010/11/01",1788.40
"Currency","2010/10/31",1838.75
"Currency","2010/10/29",1835.00
"Currency","2010/10/28",1848.40
"Currency","2010/10/27",1830.00
"Currency","2010/10/26",1825.00
"Currency","2010/10/22",1814.50
"Currency","2010/10/21",1808.50
"Currency","2010/10/20",1815.00
"Currency","2010/10/19",1807.00
"Currency","2010/10/18",1779.30
"Currency","2010/10/15",1755.60
"Currency","2010/10/14",1790.00
"Currency","2010/10/13",1789.00
"Currency","2010/10/12",1757.10
"Currency","2010/10/11",1745.90
"Currency","2010/10/08",1786.00
"Currency","2010/10/06",1801.00
"Currency","2010/10/05",1804.00
"Currency","2010/10/04",1753.20
"Currency","2010/10/01",1763.00
"Currency","2010/09/30",1799.25
"Currency","2010/09/29",1804.00
"Currency","2010/09/28",1803.00
"Currency","2010/09/27",1763.90
"Currency","2010/09/26",1811.50
"Currency","2010/09/24",1811.00
"Currency","2010/09/23",1763.30
"Currency","2010/09/22",1805.00
"Currency","2010/09/21",1799.00
"Currency","2010/09/20",1779.90
"Currency","2010/09/17",1809.50
"Currency","2010/09/16",1806.75
"Currency","2010/09/15",1788.00
"Currency","2010/09/14",1790.00
"Currency","2010/09/13",1772.00
"Currency","2010/09/10",1765.60
"Currency","2010/09/09",1802.00
"Currency","2010/09/08",1808.00
"Currency","2010/09/07",1770.50
"Currency","2010/09/06",1767.80
"Currency","2010/09/03",1809.00
"Currency","2010/09/02",1813.00
"Currency","2010/09/01",1826.00
"Currency","2010/08/31",1777.70
"Currency","2010/08/30",1769.80
"Currency","2010/08/27",1778.70
"Currency","2010/08/26",1780.80
"Currency","2010/08/25",1773.40
"Currency","2010/08/24",1767.20
"Currency","2010/08/23",1781.00
"Currency","2010/08/20",1769.50
"Currency","2010/08/19",1773.40
"Currency","2010/08/18",1786.10
"Currency","2010/08/17",1798.00
"Currency","2010/08/16",1780.40
"Currency","2010/08/13",1812.00
"Currency","2010/08/12",1804.00
"Currency","2010/08/11",1810.00
"Currency","2010/08/10",1808.00
"Currency","2010/08/09",1766.10
"Currency","2010/08/06",1787.10
"Currency","2010/08/05",1820.00
"Currency","2010/08/04",1835.00
"Currency","2010/08/03",1835.00
"Currency","2010/08/02",1833.00
"Currency","2010/07/30",1840.00
"Currency","2010/07/29",1842.00
"Currency","2010/07/28",1846.00
"Currency","2010/07/27",1818.80
"Currency","2010/07/26",1863.50
"Currency","2010/07/23",1863.50
"Currency","2010/07/22",1862.00
"Currency","2010/07/21",1866.00
"Currency","2010/07/20",1872.00
"Currency","2010/07/19",1873.00
"Currency","2010/07/16",1878.00
"Currency","2010/07/15",1871.00
"Currency","2010/07/14",1834.20
"Currency","2010/07/13",1871.00
"Currency","2010/07/12",1877.00
"Currency","2010/07/09",1847.70
"Currency","2010/07/08",1887.00
"Currency","2010/07/07",1905.00
"Currency","2010/07/06",1878.00
"Currency","2010/07/05",1848.10
"Currency","2010/07/02",1882.00
"Currency","2010/07/01",1895.00
"Currency","2010/06/30",1915.00
"Currency","2010/06/29",1918.00
"Currency","2010/06/28",1901.00
"Currency","2010/06/25",1895.00
"Currency","2010/06/24",1895.00
"Currency","2010/06/23",1892.00
"Currency","2010/06/22",1888.00
"Currency","2010/06/21",1891.00
"Currency","2010/06/18",1912.00
"Currency","2010/06/17",1901.00
"Currency","2010/06/16",1910.00
"Currency","2010/06/15",1918.00
"Currency","2010/06/14",1924.00
"Currency","2010/06/11",1924.00
"Currency","2010/06/10",1892.30
"Currency","2010/06/09",1940.00
"Currency","2010/06/08",1960.00
"Currency","2010/06/07",1964.00
"Currency","2010/06/03",1957.00
"Currency","2010/06/02",1966.00
"Currency","2010/06/01",1970.00
"Currency","2010/05/31",1931.20
"Currency","2010/05/28",1968.00
"Currency","2010/05/27",1967.00
"Currency","2010/05/26",1973.00
"Currency","2010/05/25",1991.00
"Currency","2010/05/24",1973.00
"Currency","2010/05/21",2016.00
"Currency","2010/05/20",2011.00
"Currency","2010/05/19",1897.40
"Currency","2010/05/18",1977.00
"Currency","2010/05/17",1926.70
"Currency","2010/05/14",1980.00
"Currency","2010/05/13",1954.00
"Currency","2010/05/12",1975.00
"Currency","2010/05/11",1983.00
"Currency","2010/05/10",2023.00
"Currency","2010/05/07",2022.00
"Currency","2010/05/06",1995.00
"Currency","2010/05/05",1951.90
"Currency","2010/05/04",1986.00
"Currency","2010/05/03",1961.00
"Currency","2010/04/30",1954.00
"Currency","2010/04/29",1957.00
"Currency","2010/04/28",1973.00
"Currency","2010/04/27",1954.00
"Currency","2010/04/26",1943.00
"Currency","2010/04/23",1950.00
"Currency","2010/04/22",1953.00
"Currency","2010/04/21",1949.00
"Currency","2010/04/20",1916.10
"Currency","2010/04/19",1950.00
"Currency","2010/04/16",1904.70
"Currency","2010/04/15",1937.00
"Currency","2010/04/14",1946.00
"Currency","2010/04/12",1927.00
"Currency","2010/04/09",1918.00
"Currency","2010/04/08",1938.00
"Currency","2010/04/07",1931.00
"Currency","2010/04/06",1912.00
"Currency","2010/04/05",1910.00
"Currency","2010/04/02",1917.00
"Currency","2010/04/01",1917.00
"Currency","2010/03/31",1915.55
"Currency","2010/03/30",1929.00
"Currency","2010/03/29",1930.00
"Currency","2010/03/26",1935.00
"Currency","2010/03/25",1923.00
"Currency","2010/03/24",1907.50
"Currency","2010/03/23",1906.00
"Currency","2010/03/22",1906.00
"Currency","2010/03/19",1906.00
"Currency","2010/03/18",1898.00
"Currency","2010/03/17",1894.00
"Currency","2010/03/16",1898.00
"Currency","2010/03/15",1864.10
"Currency","2010/03/12",1889.00
"Currency","2010/03/11",1893.00
"Currency","2010/03/10",1892.00
"Currency","2010/03/09",1885.00
"Currency","2010/03/08",1894.00
"Currency","2010/03/05",1897.00
"Currency","2010/03/04",1917.00
"Currency","2010/03/03",1924.00
"Currency","2010/03/02",1911.00
"Currency","2010/03/01",1913.00
"Currency","2010/02/26",1937.50
"Currency","2010/02/25",1940.00
"Currency","2010/02/24",1889.10
"Currency","2010/02/23",1922.00
"Currency","2010/02/22",1914.00
"Currency","2010/02/19",1918.00
"Currency","2010/02/18",1929.00
"Currency","2010/02/17",1927.00
"Currency","2010/02/16",1923.00
"Currency","2010/02/15",1900.80
"Currency","2010/02/12",1933.00
"Currency","2010/02/11",1948.00
"Currency","2010/02/10",1957.50
"Currency","2010/02/09",1968.00
"Currency","2010/02/08",2000.00
"Currency","2010/02/05",1993.00
"Currency","2010/02/04",1989.00
"Currency","2010/02/03",1967.00
"Currency","2010/02/02",1961.00
"Currency","2010/02/01",1976.00
"Currency","2010/01/29",1957.20
"Currency","2010/01/28",1952.70
"Currency","2010/01/27",1934.80
"Currency","2010/01/26",1926.00
"Currency","2010/01/25",1949.90
"Currency","2010/01/22",1941.50
"Currency","2010/01/21",1920.50
"Currency","2010/01/20",1918.60
"Currency","2010/01/19",1936.00
"Currency","2010/01/18",1933.40
"Currency","2010/01/15",1936.80
"Currency","2010/01/14",1938.40
"Currency","2010/01/13",1926.90
"Currency","2010/01/12",1929.60
"Currency","2010/01/11",1930.40
"Currency","2010/01/08",1936.90
"Currency","2010/01/07",1936.80
"Currency","2010/01/06",1970.50
"Currency","2010/01/05",1987.00
"Currency","2010/01/04",2020.90
"Currency","2009/12/31",2039.00
"Currency","2009/12/30",2040.00
"Currency","2009/12/29",2046.00
"Currency","2009/12/28",2034.00
"Currency","2009/12/25",2047.50
"Currency","2009/12/24",2014.20
"Currency","2009/12/23",2048.00
"Currency","2009/12/22",2056.00
"Currency","2009/12/21",1992.90
"Currency","2009/12/18",1984.10
"Currency","2009/12/17",1965.90
"Currency","2009/12/16",1967.20
"Currency","2009/12/15",2000.30
"Currency","2009/12/14",1966.00
"Currency","2009/12/11",2004.70
"Currency","2009/12/10",1984.70
"Currency","2009/12/09",1965.00
"Currency","2009/12/08",1967.40
"Currency","2009/12/07",1963.80
"Currency","2009/12/04",1989.00
"Currency","2009/12/03",1989.00
"Currency","2009/12/02",1990.00
"Currency","2009/12/01",1965.80
"Currency","2009/11/30",1998.00
"Currency","2009/11/27",1987.00
"Currency","2009/11/26",1940.30
"Currency","2009/11/25",1973.00
"Currency","2009/11/24",1968.00
"Currency","2009/11/23",1968.00
"Currency","2009/11/20",1968.00
"Currency","2009/11/19",1956.00
"Currency","2009/11/18",1950.00
"Currency","2009/11/17",1963.00
"Currency","2009/11/16",1965.00
"Currency","2009/11/13",1966.00
"Currency","2009/11/12",1978.00
