"Indicator","Time","Value (USD/COP)"
"Currency","1999/01/14",1587.00
"Currency","1999/01/13",1586.00
"Currency","1999/01/12",1554.00
"Currency","1999/01/08",1528.00
"Currency","1999/01/07",1536.00
"Currency","1999/01/06",1533.00
"Currency","1999/01/05",1523.50
"Currency","1999/01/04",1537.00
"Currency","1999/01/01",1550.00
"Currency","1998/12/31",1550.00
"Currency","1998/12/30",1549.00
"Currency","1998/12/29",1540.00
"Currency","1998/12/28",1537.00
"Currency","1998/12/23",1494.00
"Currency","1998/12/22",1480.00
"Currency","1998/12/21",1474.00
"Currency","1998/12/18",1507.00
"Currency","1998/12/17",1506.00
"Currency","1998/12/16",1523.90
"Currency","1998/12/15",1527.00
"Currency","1998/12/14",1532.00
"Currency","1998/12/11",1534.00
"Currency","1998/12/10",1536.00
"Currency","1998/12/09",1541.90
"Currency","1998/12/07",1545.00
"Currency","1998/12/04",1550.50
"Currency","1998/12/03",1547.50
"Currency","1998/12/02",1540.00
"Currency","1998/12/01",1545.50
"Currency","1998/11/30",1549.50
"Currency","1998/11/27",1546.00
"Currency","1998/11/26",1548.03
"Currency","1998/11/25",1539.00
"Currency","1998/11/24",1545.00
"Currency","1998/11/23",1530.00
"Currency","1998/11/20",1550.00
"Currency","1998/11/19",1553.50
"Currency","1998/11/18",1566.00
"Currency","1998/11/17",1555.00
"Currency","1998/11/16",1576.50
"Currency","1998/11/13",1578.00
"Currency","1998/11/12",1584.85
"Currency","1998/11/11",1583.05
"Currency","1998/11/10",1575.00
"Currency","1998/11/09",1550.00
"Currency","1998/11/06",1564.00
"Currency","1998/11/05",1564.50
"Currency","1998/11/04",1568.00
"Currency","1998/11/03",1566.00
"Currency","1998/11/02",1567.00
"Currency","1998/10/30",1577.50
"Currency","1998/10/29",1577.00
"Currency","1998/10/28",1574.00
"Currency","1998/10/27",1584.15
"Currency","1998/10/26",1580.00
"Currency","1998/10/23",1595.40
"Currency","1998/10/22",1597.00
"Currency","1998/10/21",1595.00
"Currency","1998/10/20",1598.80
"Currency","1998/10/19",1595.00
"Currency","1998/10/16",1590.00
"Currency","1998/10/15",1594.30
"Currency","1998/10/14",1587.00
"Currency","1998/10/13",1588.50
"Currency","1998/10/09",1591.00
"Currency","1998/10/08",1586.00
"Currency","1998/10/07",1588.10
"Currency","1998/10/06",1590.10
"Currency","1998/10/05",1580.00
"Currency","1998/10/02",1581.00
"Currency","1998/10/01",1573.20
"Currency","1998/09/30",1550.70
"Currency","1998/09/29",1553.00
"Currency","1998/09/28",1551.00
"Currency","1998/09/25",1530.50
"Currency","1998/09/24",1548.50
"Currency","1998/09/23",1552.00
"Currency","1998/09/22",1541.00
"Currency","1998/09/21",1532.00
"Currency","1998/09/18",1534.00
"Currency","1998/09/17",1521.50
"Currency","1998/09/16",1520.00
"Currency","1998/09/15",1507.00
"Currency","1998/09/11",1508.00
"Currency","1998/09/10",1497.00
"Currency","1998/09/09",1487.00
"Currency","1998/09/08",1510.00
"Currency","1998/09/04",1535.00
"Currency","1998/09/03",1526.00
"Currency","1998/09/02",1443.30
"Currency","1998/09/01",1442.00
"Currency","1998/08/31",1442.70
"Currency","1998/08/28",1437.00
"Currency","1998/08/27",1434.50
"Currency","1998/08/26",1419.50
"Currency","1998/08/25",1417.40
"Currency","1998/08/24",1415.00
"Currency","1998/08/21",1399.50
"Currency","1998/08/20",1390.70
"Currency","1998/08/19",1378.00
"Currency","1998/08/18",1384.00
"Currency","1998/08/17",1377.08
"Currency","1998/08/14",1379.00
"Currency","1998/08/13",1374.10
"Currency","1998/08/12",1369.00
"Currency","1998/08/11",1359.50
"Currency","1998/08/10",1360.50
"Currency","1998/08/07",1359.00
"Currency","1998/08/06",1361.00
"Currency","1998/08/05",1359.00
"Currency","1998/08/04",1369.50
"Currency","1998/08/03",1363.65
"Currency","1998/07/31",1370.50
"Currency","1998/07/30",1363.15
"Currency","1998/07/29",1374.00
"Currency","1998/07/27",1371.00
"Currency","1998/07/24",1378.00
"Currency","1998/07/23",1375.00
"Currency","1998/07/22",1372.50
"Currency","1998/07/20",1380.50
"Currency","1998/07/17",1380.00
"Currency","1998/07/16",1372.50
"Currency","1998/07/15",1380.80
"Currency","1998/07/14",1382.00
"Currency","1998/07/13",1379.00
"Currency","1998/07/10",1371.55
"Currency","1998/07/09",1369.25
"Currency","1998/07/07",1363.00
"Currency","1998/07/06",1350.00
"Currency","1998/07/02",1348.00
"Currency","1998/07/01",1363.00
"Currency","1998/06/29",1370.00
"Currency","1998/06/25",1368.00
"Currency","1998/06/24",1378.00
"Currency","1998/06/23",1395.10
"Currency","1998/06/22",1393.30
"Currency","1998/06/19",1384.00
"Currency","1998/06/18",1390.00
"Currency","1998/06/17",1393.50
"Currency","1998/06/15",1384.00
"Currency","1998/06/12",1380.50
"Currency","1998/06/11",1383.40
"Currency","1998/06/10",1379.40
"Currency","1998/06/09",1380.50
"Currency","1998/06/08",1381.00
"Currency","1998/06/05",1387.00
"Currency","1998/06/04",1399.00
"Currency","1998/06/03",1398.65
"Currency","1998/06/02",1399.50
"Currency","1998/06/01",1398.15
"Currency","1998/05/29",1396.00
"Currency","1998/05/28",1397.50
"Currency","1998/05/27",1396.72
"Currency","1998/05/26",1394.83
"Currency","1998/05/22",1394.65
"Currency","1998/05/21",1393.50
"Currency","1998/05/20",1391.70
"Currency","1998/05/19",1391.00
"Currency","1998/05/18",1386.00
"Currency","1998/05/15",1384.00
"Currency","1998/05/14",1386.00
"Currency","1998/05/13",1386.20
"Currency","1998/05/12",1388.50
"Currency","1998/05/11",1385.60
"Currency","1998/05/08",1383.70
"Currency","1998/05/07",1380.00
"Currency","1998/05/06",1378.50
"Currency","1998/05/05",1375.00
"Currency","1998/05/01",1364.20
"Currency","1998/04/30",1362.00
"Currency","1998/04/29",1368.00
"Currency","1998/04/28",1371.60
"Currency","1998/04/27",1360.00
"Currency","1998/04/24",1354.60
"Currency","1998/04/23",1355.00
"Currency","1998/04/22",1356.50
"Currency","1998/04/21",1358.00
"Currency","1998/04/20",1360.20
"Currency","1998/04/17",1360.00
"Currency","1998/04/16",1361.85
"Currency","1998/04/15",1364.50
"Currency","1998/04/14",1364.00
"Currency","1998/04/09",1360.40
"Currency","1998/04/08",1353.00
"Currency","1998/04/07",1354.00
"Currency","1998/04/06",1356.70
"Currency","1998/04/03",1358.10
"Currency","1998/04/02",1355.20
"Currency","1998/04/01",1361.00
"Currency","1998/03/31",1361.75
"Currency","1998/03/30",1360.00
"Currency","1998/03/27",1365.00
"Currency","1998/03/26",1365.80
"Currency","1998/03/25",1363.50
"Currency","1998/03/23",1361.00
"Currency","1998/03/20",1361.70
"Currency","1998/03/19",1359.96
"Currency","1998/03/18",1360.00
"Currency","1998/03/17",1358.66
"Currency","1998/03/16",1357.60
"Currency","1998/03/13",1356.83
"Currency","1998/03/12",1356.63
"Currency","1998/03/11",1355.88
"Currency","1998/03/10",1356.00
"Currency","1998/03/09",1353.71
"Currency","1998/03/06",1353.19
"Currency","1998/03/05",1344.25
"Currency","1998/03/04",1352.21
"Currency","1998/03/03",1344.25
"Currency","1998/03/02",1343.85
"Currency","1998/02/27",1344.25
"Currency","1998/02/26",1340.75
"Currency","1998/02/25",1334.72
"Currency","1998/02/24",1340.92
"Currency","1998/02/23",1334.72
"Currency","1998/02/20",1349.00
"Currency","1998/02/19",1349.71
"Currency","1998/02/18",1351.00
"Currency","1998/02/17",1350.97
"Currency","1998/02/16",1349.54
"Currency","1998/02/13",1349.34
"Currency","1998/02/12",1348.86
"Currency","1998/02/11",1348.23
"Currency","1998/02/10",1347.72
"Currency","1998/02/09",1346.42
"Currency","1998/02/06",1346.09
"Currency","1998/02/05",1345.46
"Currency","1998/02/04",1345.01
"Currency","1998/02/03",1343.90
"Currency","1998/02/02",1342.00
"Currency","1998/01/30",1341.85
"Currency","1998/01/29",1339.57
"Currency","1998/01/28",1337.30
"Currency","1998/01/27",1336.38
"Currency","1998/01/26",1332.78
"Currency","1998/01/23",1334.71
"Currency","1998/01/22",1331.48
"Currency","1998/01/21",1327.00
"Currency","1998/01/20",1325.07
"Currency","1998/01/19",1322.16
"Currency","1998/01/16",1319.21
"Currency","1998/01/15",1318.53
"Currency","1998/01/14",1318.25
"Currency","1998/01/13",1315.70
"Currency","1998/01/09",1313.56
"Currency","1998/01/08",1315.95
"Currency","1998/01/07",1318.57
"Currency","1998/01/06",1317.15
"Currency","1998/01/05",1304.33
"Currency","1998/01/02",1293.58
"Currency","1998/01/01",1295.00
"Currency","1997/12/31",1295.00
"Currency","1997/12/30",1291.92
"Currency","1997/12/29",1286.90
"Currency","1997/12/26",1281.60
"Currency","1997/12/23",1288.32
"Currency","1997/12/22",1287.51
"Currency","1997/12/19",1286.12
"Currency","1997/12/18",1286.74
"Currency","1997/12/17",1296.30
"Currency","1997/12/16",1304.02
"Currency","1997/12/15",1307.42
"Currency","1997/12/12",1304.85
"Currency","1997/12/11",1301.15
"Currency","1997/12/10",1298.78
"Currency","1997/12/09",1300.55
"Currency","1997/12/08",1296.00
"Currency","1997/12/05",1298.64
"Currency","1997/12/04",1299.43
"Currency","1997/12/03",1307.01
"Currency","1997/12/02",1307.54
"Currency","1997/12/01",1305.66
"Currency","1997/11/28",1303.80
"Currency","1997/11/27",1303.15
"Currency","1997/11/26",1299.19
"Currency","1997/11/25",1296.37
"Currency","1997/11/24",1296.30
"Currency","1997/11/21",1298.19
"Currency","1997/11/20",1296.62
"Currency","1997/11/19",1297.94
"Currency","1997/11/18",1298.80
"Currency","1997/11/17",1297.50
"Currency","1997/11/14",1297.87
"Currency","1997/11/13",1296.66
"Currency","1997/11/12",1294.51
"Currency","1997/11/11",1295.52
"Currency","1997/11/10",1291.35
"Currency","1997/11/07",1286.73
"Currency","1997/11/06",1281.18
"Currency","1997/11/05",1284.63
"Currency","1997/11/04",1284.65
"Currency","1997/11/03",1283.55
"Currency","1997/10/31",1281.20
"Currency","1997/10/30",1282.82
"Currency","1997/10/29",1289.84
"Currency","1997/10/28",1274.05
"Currency","1997/10/27",1272.02
"Currency","1997/10/24",1267.10
"Currency","1997/10/23",1267.87
"Currency","1997/10/22",1264.32
"Currency","1997/10/21",1264.60
"Currency","1997/10/20",1264.70
"Currency","1997/10/17",1268.87
"Currency","1997/10/16",1263.79
"Currency","1997/10/15",1272.77
"Currency","1997/10/14",1265.38
"Currency","1997/10/10",1258.04
"Currency","1997/10/09",1252.74
"Currency","1997/10/08",1247.21
"Currency","1997/10/07",1249.50
"Currency","1997/10/06",1246.00
"Currency","1997/10/03",1243.00
"Currency","1997/10/02",1242.00
"Currency","1997/10/01",1244.63
"Currency","1997/09/30",1246.27
"Currency","1997/09/29",1243.00
"Currency","1997/09/26",1249.73
"Currency","1997/09/25",1251.88
"Currency","1997/09/24",1250.60
"Currency","1997/09/23",1242.45
"Currency","1997/09/22",1238.29
"Currency","1997/09/19",1236.31
"Currency","1997/09/18",1241.83
"Currency","1997/09/17",1243.58
"Currency","1997/09/16",1245.06
"Currency","1997/09/15",1228.01
"Currency","1997/09/12",1232.12
"Currency","1997/09/11",1250.03
"Currency","1997/09/10",1238.21
"Currency","1997/09/09",1204.09
"Currency","1997/09/08",1186.98
"Currency","1997/09/05",1180.94
"Currency","1997/09/04",1172.82
"Currency","1997/09/03",1169.38
"Currency","1997/09/02",1174.01
"Currency","1997/09/01",1172.28
"Currency","1997/08/29",1167.28
"Currency","1997/08/28",1161.15
"Currency","1997/08/27",1154.89
"Currency","1997/08/26",1145.52
"Currency","1997/08/25",1147.00
"Currency","1997/08/22",1149.19
"Currency","1997/08/21",1140.54
"Currency","1997/08/20",1137.54
"Currency","1997/08/19",1129.05
"Currency","1997/08/18",1129.00
"Currency","1997/08/15",1128.25
"Currency","1997/08/14",1125.62
"Currency","1997/08/13",1120.33
"Currency","1997/08/12",1119.38
"Currency","1997/08/11",1118.96
"Currency","1997/08/08",1115.20
"Currency","1997/08/07",1117.00
"Currency","1997/08/06",1115.43
"Currency","1997/08/05",1112.83
"Currency","1997/08/04",1113.43
"Currency","1997/08/01",1112.53
"Currency","1997/07/31",1109.85
"Currency","1997/07/30",1106.67
"Currency","1997/07/29",1108.16
"Currency","1997/07/28",1105.70
"Currency","1997/07/25",1106.64
"Currency","1997/07/24",1106.70
"Currency","1997/07/23",1110.32
"Currency","1997/07/22",1109.46
"Currency","1997/07/21",1105.33
"Currency","1997/07/18",1102.48
"Currency","1997/07/17",1100.83
"Currency","1997/07/16",1099.25
"Currency","1997/07/14",1099.56
"Currency","1997/07/11",1097.88
"Currency","1997/07/10",1098.64
"Currency","1997/07/09",1101.18
"Currency","1997/07/08",1102.45
"Currency","1997/07/07",1101.57
"Currency","1997/07/04",1102.84
"Currency","1997/07/03",1098.72
"Currency","1997/07/02",1093.25
"Currency","1997/07/01",1089.01
"Currency","1997/06/30",1090.00
"Currency","1997/06/27",1086.47
"Currency","1997/06/26",1087.72
"Currency","1997/06/25",1086.97
"Currency","1997/06/24",1088.16
"Currency","1997/06/23",1086.36
"Currency","1997/06/20",1084.28
"Currency","1997/06/19",1084.38
"Currency","1997/06/18",1086.00
"Currency","1997/06/17",1082.43
"Currency","1997/06/16",1080.59
"Currency","1997/06/13",1080.46
"Currency","1997/06/12",1080.61
"Currency","1997/06/11",1078.64
"Currency","1997/06/10",1076.18
"Currency","1997/06/09",1079.00
"Currency","1997/06/06",1076.79
"Currency","1997/06/05",1077.09
"Currency","1997/06/04",1079.10
"Currency","1997/06/03",1077.09
"Currency","1997/06/02",1078.50
"Currency","1997/05/30",1076.40
"Currency","1997/05/29",1074.32
"Currency","1997/05/28",1076.24
"Currency","1997/05/26",1076.69
"Currency","1997/05/23",1080.43
"Currency","1997/05/22",1079.60
"Currency","1997/05/21",1075.35
"Currency","1997/05/20",1073.54
"Currency","1997/05/19",1072.24
"Currency","1997/05/16",1071.85
"Currency","1997/05/15",1074.43
"Currency","1997/05/14",1077.36
"Currency","1997/05/13",1076.93
"Currency","1997/05/12",1075.50
"Currency","1997/05/09",1073.77
"Currency","1997/05/08",1075.05
"Currency","1997/05/07",1080.48
"Currency","1997/05/06",1076.39
"Currency","1997/05/05",1068.53
"Currency","1997/05/02",1069.00
"Currency","1997/05/01",1053.60
"Currency","1997/04/30",1053.60
"Currency","1997/04/29",1064.00
"Currency","1997/04/28",1063.83
"Currency","1997/04/25",1066.48
"Currency","1997/04/24",1065.48
"Currency","1997/04/23",1063.70
"Currency","1997/04/22",1054.94
"Currency","1997/04/21",1055.60
"Currency","1997/04/18",1051.50
"Currency","1997/04/17",1056.91
"Currency","1997/04/16",1058.97
"Currency","1997/04/15",1058.73
"Currency","1997/04/14",1058.76
"Currency","1997/04/11",1060.71
"Currency","1997/04/10",1062.78
"Currency","1997/04/09",1062.67
"Currency","1997/04/08",1063.30
"Currency","1997/04/07",1062.58
"Currency","1997/04/04",1062.46
"Currency","1997/04/03",1061.95
"Currency","1997/04/02",1062.00
"Currency","1997/04/01",1060.93
"Currency","1997/03/31",1059.88
"Currency","1997/03/28",1059.53
"Currency","1997/03/27",1060.50
"Currency","1997/03/26",1061.40
"Currency","1997/03/25",1060.03
"Currency","1997/03/24",1059.50
"Currency","1997/03/21",1060.66
"Currency","1997/03/20",1060.31
"Currency","1997/03/19",1058.61
"Currency","1997/03/18",1059.87
"Currency","1997/03/17",1060.86
"Currency","1997/03/14",1060.35
"Currency","1997/03/13",1063.33
"Currency","1997/03/12",1062.73
"Currency","1997/03/11",1056.92
"Currency","1997/03/10",1054.05
"Currency","1997/03/07",1057.58
"Currency","1997/03/06",1063.44
"Currency","1997/03/05",1067.77
"Currency","1997/03/04",1075.86
"Currency","1997/03/03",1077.07
"Currency","1997/02/28",1080.50
"Currency","1997/02/27",1080.93
"Currency","1997/02/26",1084.09
"Currency","1997/02/25",1078.23
"Currency","1997/02/24",1073.42
"Currency","1997/02/21",1074.50
"Currency","1997/02/20",1075.10
"Currency","1997/02/19",1076.11
"Currency","1997/02/18",1076.04
"Currency","1997/02/17",1075.36
"Currency","1997/02/14",1073.36
"Currency","1997/02/13",1075.51
"Currency","1997/02/12",1075.17
"Currency","1997/02/11",1074.25
"Currency","1997/02/10",1066.44
"Currency","1997/02/07",1070.08
"Currency","1997/02/06",1071.86
"Currency","1997/02/05",1076.25
"Currency","1997/02/04",1065.98
"Currency","1997/02/03",1064.00
"Currency","1997/01/31",1070.97
"Currency","1997/01/30",1057.82
"Currency","1997/01/29",1057.00
"Currency","1997/01/28",1040.07
"Currency","1997/01/27",1032.62
"Currency","1997/01/24",1051.31
"Currency","1997/01/23",1031.02
"Currency","1997/01/22",1023.67
"Currency","1997/01/21",1022.75
"Currency","1997/01/20",1020.90
"Currency","1997/01/17",1018.15
"Currency","1997/01/16",1023.47
"Currency","1997/01/15",1026.53
"Currency","1997/01/14",1015.53
"Currency","1997/01/13",1011.01
"Currency","1997/01/10",1013.68
"Currency","1997/01/09",1020.16
"Currency","1997/01/08",1022.00
"Currency","1997/01/07",1016.81
"Currency","1997/01/06",1024.60
"Currency","1997/01/03",1007.33
"Currency","1997/01/02",1005.33
"Currency","1997/01/01",1005.40
"Currency","1996/12/31",1005.40
"Currency","1996/12/30",1004.93
"Currency","1996/12/27",1003.49
"Currency","1996/12/26",1002.51
"Currency","1996/12/24",1003.50
"Currency","1996/12/23",1002.00
"Currency","1996/12/20",1001.10
"Currency","1996/12/19",1001.18
"Currency","1996/12/18",1000.40
"Currency","1996/12/17",1001.58
"Currency","1996/12/16",1002.95
"Currency","1996/12/13",999.47
"Currency","1996/12/12",998.31
"Currency","1996/12/11",998.33
"Currency","1996/12/10",997.99
"Currency","1996/12/09",1001.82
"Currency","1996/12/06",1001.48
"Currency","1996/12/05",997.40
"Currency","1996/12/04",995.73
"Currency","1996/12/03",1000.09
"Currency","1996/12/02",1002.93
"Currency","1996/11/29",995.40
"Currency","1996/11/27",993.60
"Currency","1996/11/26",995.00
"Currency","1996/11/25",994.70
"Currency","1996/11/22",995.65
"Currency","1996/11/21",993.20
"Currency","1996/11/20",991.20
"Currency","1996/11/19",993.50
"Currency","1996/11/18",997.50
"Currency","1996/11/15",999.80
"Currency","1996/11/14",997.10
"Currency","1996/11/13",996.00
"Currency","1996/11/11",999.85
"Currency","1996/11/08",1000.50
"Currency","1996/11/07",1001.50
"Currency","1996/11/06",1002.30
"Currency","1996/11/04",1005.80
"Currency","1996/11/01",998.50
"Currency","1996/10/31",1001.55
"Currency","1996/10/30",1004.50
"Currency","1996/10/29",1007.95
"Currency","1996/10/28",1010.00
"Currency","1996/10/25",1012.00
"Currency","1996/10/24",1016.85
"Currency","1996/10/23",1017.00
"Currency","1996/10/22",1012.00
"Currency","1996/10/21",1015.80
"Currency","1996/10/18",1014.00
"Currency","1996/10/17",1017.00
"Currency","1996/10/16",1018.00
"Currency","1996/10/15",1015.50
"Currency","1996/10/14",1014.50
"Currency","1996/10/11",1012.00
"Currency","1996/10/10",1014.50
"Currency","1996/10/09",1013.50
"Currency","1996/10/08",1010.00
"Currency","1996/10/07",1013.00
"Currency","1996/10/04",1015.50
"Currency","1996/10/03",1020.50
"Currency","1996/10/02",1021.40
"Currency","1996/10/01",1024.50
"Currency","1996/09/30",1026.50
"Currency","1996/09/27",1022.00
"Currency","1996/09/26",1030.00
"Currency","1996/09/25",1032.00
"Currency","1996/09/24",1033.00
"Currency","1996/09/23",1035.60
"Currency","1996/09/20",1034.50
"Currency","1996/09/19",1035.00
"Currency","1996/09/18",1034.50
"Currency","1996/09/17",1038.00
"Currency","1996/09/16",1039.00
"Currency","1996/09/13",1042.00
"Currency","1996/09/12",1039.00
"Currency","1996/09/11",1045.00
"Currency","1996/09/10",1051.00
"Currency","1996/09/09",1045.50
"Currency","1996/09/06",1043.50
"Currency","1996/09/05",1044.20
"Currency","1996/09/04",1044.40
"Currency","1996/09/03",1044.00
"Currency","1996/09/02",1041.00
"Currency","1996/08/30",1041.00
"Currency","1996/08/29",1043.80
"Currency","1996/08/28",1044.00
"Currency","1996/08/27",1043.00
"Currency","1996/08/26",1039.00
"Currency","1996/08/23",1052.40
"Currency","1996/08/22",1039.00
"Currency","1996/08/21",1034.50
"Currency","1996/08/19",1042.10
"Currency","1996/08/16",1054.20
"Currency","1996/08/15",1045.00
"Currency","1996/08/14",1030.00
"Currency","1996/08/13",1021.00
"Currency","1996/08/12",1044.60
"Currency","1996/08/09",1042.50
"Currency","1996/08/07",1044.00
"Currency","1996/08/06",1054.10
"Currency","1996/08/05",1052.40
"Currency","1996/08/02",1057.47
"Currency","1996/08/01",1056.74
"Currency","1996/07/31",1059.18
"Currency","1996/07/30",1061.48
"Currency","1996/07/29",1061.03
"Currency","1996/07/26",1060.00
"Currency","1996/07/25",1059.30
"Currency","1996/07/24",1063.90
"Currency","1996/07/23",1063.00
"Currency","1996/07/22",1060.74
"Currency","1996/07/18",1060.70
"Currency","1996/07/17",1064.30
"Currency","1996/07/16",1065.20
"Currency","1996/07/15",1064.00
"Currency","1996/07/12",1065.00
"Currency","1996/07/11",1063.00
"Currency","1996/07/09",1067.00
"Currency","1996/07/08",1068.50
"Currency","1996/07/05",1067.20
"Currency","1996/07/03",1070.05
"Currency","1996/07/02",1071.00
"Currency","1996/07/01",1070.50
"Currency","1996/06/28",1069.00
"Currency","1996/06/26",1071.00
"Currency","1996/06/25",1068.50
"Currency","1996/06/24",1069.00
"Currency","1996/06/21",1069.80
"Currency","1996/06/20",1070.60
"Currency","1996/06/19",1071.00
"Currency","1996/06/14",1072.00
"Currency","1996/06/13",1069.50
"Currency","1996/06/12",1072.60
"Currency","1996/06/07",1072.80
"Currency","1996/06/05",1074.00
"Currency","1996/06/04",1074.05
"Currency","1996/06/03",1072.80
"Currency","1996/05/30",1072.00
"Currency","1996/05/29",1071.45
"Currency","1996/05/24",1069.50
"Currency","1996/05/22",1068.00
"Currency","1996/05/14",1066.00
"Currency","1996/05/13",1061.50
"Currency","1996/05/10",1060.50
"Currency","1996/05/09",1061.70
"Currency","1996/05/08",1063.70
"Currency","1996/05/07",1063.25
"Currency","1996/05/06",1062.40
"Currency","1996/05/01",1062.00
"Currency","1996/04/30",1061.40
"Currency","1996/04/25",1054.00
"Currency","1996/04/24",1054.75
"Currency","1996/04/23",1054.53
"Currency","1996/04/22",1053.50
"Currency","1996/04/19",1052.90
"Currency","1996/04/18",1054.03
"Currency","1996/04/17",1054.41
"Currency","1996/04/16",1050.73
"Currency","1996/04/15",1048.89
"Currency","1996/04/12",1047.95
"Currency","1996/04/11",1046.55
"Currency","1996/04/10",1046.00
"Currency","1996/04/09",1050.12
"Currency","1996/04/08",1046.92
"Currency","1996/04/04",1043.50
"Currency","1996/04/03",1045.23
"Currency","1996/04/02",1042.20
"Currency","1996/04/01",1046.00
"Currency","1996/03/29",1048.42
"Currency","1996/03/28",1049.22
"Currency","1996/03/27",1049.08
"Currency","1996/03/26",1048.00
"Currency","1996/03/25",1047.75
"Currency","1996/03/21",1047.22
"Currency","1996/03/20",1047.00
"Currency","1996/03/15",1046.10
"Currency","1996/03/14",1044.40
"Currency","1996/03/13",1044.20
"Currency","1996/03/12",1043.60
"Currency","1996/03/08",1042.30
"Currency","1996/03/07",1042.20
"Currency","1996/03/06",1041.90
"Currency","1996/03/05",1041.28
"Currency","1996/03/04",1040.00
"Currency","1996/03/01",1039.10
"Currency","1996/02/29",1039.81
"Currency","1996/02/28",1039.06
"Currency","1996/02/27",1038.49
"Currency","1996/02/26",1036.71
"Currency","1996/02/23",1035.04
"Currency","1996/02/22",1035.43
"Currency","1996/02/21",1034.34
"Currency","1996/02/20",1033.41
"Currency","1996/02/19",1029.50
"Currency","1996/02/16",1030.67
"Currency","1996/02/15",1027.57
"Currency","1996/02/14",1028.58
"Currency","1996/02/13",1027.54
"Currency","1996/02/12",1022.80
"Currency","1996/02/09",1024.17
"Currency","1996/02/08",1022.28
"Currency","1996/02/07",1021.30
"Currency","1996/02/06",1022.93
"Currency","1996/02/05",1021.29
"Currency","1996/02/02",1025.93
"Currency","1996/02/01",1026.30
"Currency","1996/01/31",1028.14
"Currency","1996/01/30",1027.61
"Currency","1996/01/29",1026.89
"Currency","1996/01/26",1026.78
"Currency","1996/01/25",1026.08
"Currency","1996/01/24",1024.89
"Currency","1996/01/23",1019.17
"Currency","1996/01/22",1018.99
"Currency","1996/01/19",1015.00
"Currency","1996/01/18",1010.34
"Currency","1996/01/17",1011.72
"Currency","1996/01/16",1011.59
"Currency","1996/01/15",1005.63
"Currency","1996/01/12",1002.59
"Currency","1996/01/11",1003.86
"Currency","1996/01/10",1003.44
"Currency","1996/01/09",997.06
"Currency","1996/01/05",998.68
"Currency","1996/01/04",994.50
"Currency","1996/01/03",994.31
"Currency","1996/01/02",987.65
"Currency","1996/01/01",988.16
"Currency","1995/12/28",988.16
"Currency","1995/12/27",990.10
"Currency","1995/12/26",988.30
"Currency","1995/12/22",984.06
"Currency","1995/12/21",985.39
"Currency","1995/12/20",987.22
"Currency","1995/12/19",986.71
"Currency","1995/12/18",988.94
"Currency","1995/12/15",992.88
"Currency","1995/12/14",994.57
"Currency","1995/12/13",986.17
"Currency","1995/12/12",979.87
"Currency","1995/12/11",974.04
"Currency","1995/12/08",971.70
"Currency","1995/12/07",983.29
"Currency","1995/12/06",990.16
"Currency","1995/12/05",998.16
"Currency","1995/12/04",997.87
"Currency","1995/12/01",998.15
"Currency","1995/11/30",998.16
"Currency","1995/11/29",1003.24
"Currency","1995/11/28",1003.10
"Currency","1995/11/27",1003.47
"Currency","1995/11/24",1000.20
"Currency","1995/11/23",1002.49
"Currency","1995/11/22",1003.47
"Currency","1995/11/21",1003.44
"Currency","1995/11/20",1002.63
"Currency","1995/11/17",1002.25
"Currency","1995/11/16",999.77
"Currency","1995/11/15",1001.14
"Currency","1995/11/14",999.77
"Currency","1995/11/10",1000.13
"Currency","1995/11/09",999.80
"Currency","1995/11/08",998.18
"Currency","1995/11/07",998.49
"Currency","1995/11/03",998.18
"Currency","1995/11/02",994.50
"Currency","1995/11/01",996.76
"Currency","1995/10/31",994.50
"Currency","1995/10/30",993.68
"Currency","1995/10/27",995.01
"Currency","1995/10/25",993.68
"Currency","1995/10/24",991.52
"Currency","1995/10/23",988.96
"Currency","1995/10/20",991.52
"Currency","1995/10/19",991.22
"Currency","1995/10/18",990.52
"Currency","1995/10/17",987.00
"Currency","1995/10/13",984.88
"Currency","1995/10/12",981.26
"Currency","1995/10/11",981.45
"Currency","1995/10/10",982.84
"Currency","1995/10/09",979.16
"Currency","1995/10/06",972.93
"Currency","1995/10/05",972.75
"Currency","1995/10/04",976.76
"Currency","1995/10/03",971.22
"Currency","1995/10/02",972.80
"Currency","1995/09/29",973.20
"Currency","1995/09/28",978.00
"Currency","1995/09/27",980.54
"Currency","1995/09/26",977.35
"Currency","1995/09/25",970.08
"Currency","1995/09/22",974.23
"Currency","1995/09/21",974.88
"Currency","1995/09/20",970.08
"Currency","1995/09/19",960.91
"Currency","1995/09/18",960.25
"Currency","1995/09/15",959.15
"Currency","1995/09/14",959.18
"Currency","1995/09/13",958.31
"Currency","1995/09/12",958.59
"Currency","1995/09/11",958.31
"Currency","1995/09/08",954.64
"Currency","1995/09/07",953.63
"Currency","1995/09/06",958.46
"Currency","1995/09/05",957.54
"Currency","1995/09/04",948.23
"Currency","1995/09/01",949.35
"Currency","1995/08/31",960.19
"Currency","1995/08/30",963.93
"Currency","1995/08/29",972.03
"Currency","1995/08/28",970.65
"Currency","1995/08/25",962.60
"Currency","1995/08/24",955.12
"Currency","1995/08/23",949.51
"Currency","1995/08/22",943.86
"Currency","1995/08/18",947.22
"Currency","1995/08/17",944.55
"Currency","1995/08/16",928.25
"Currency","1995/08/15",922.21
"Currency","1995/08/14",919.13
