"Indicator","Time","Value (USD/BIF)"
"Currency","2018/06/08",1764.30
"Currency","2018/06/07",1759.81
"Currency","2018/06/06",1764.22
"Currency","2018/06/05",1759.67
"Currency","2018/06/04",1759.60
"Currency","2018/06/01",1759.60
"Currency","2018/05/31",1759.26
"Currency","2018/05/30",1763.98
"Currency","2018/05/29",1757.54
"Currency","2018/05/28",1759.30
"Currency","2018/05/25",1750.00
"Currency","2018/05/24",1759.22
"Currency","2018/05/23",1760.23
"Currency","2018/05/22",1749.98
"Currency","2018/05/21",1758.82
"Currency","2018/05/18",1758.82
"Currency","2018/05/17",1758.82
"Currency","2018/05/16",1758.82
"Currency","2018/05/15",1761.59
"Currency","2018/05/14",1761.52
"Currency","2018/05/11",1756.92
"Currency","2018/05/10",1758.68
"Currency","2018/05/09",1758.68
"Currency","2018/05/08",1758.56
"Currency","2018/05/07",1763.02
"Currency","2018/05/04",1758.45
"Currency","2018/05/03",1758.30
"Currency","2018/05/02",1758.24
"Currency","2018/05/01",1758.07
"Currency","2018/04/30",1756.31
"Currency","2018/04/27",1758.07
"Currency","2018/04/26",1758.07
"Currency","2018/04/25",1757.99
"Currency","2018/04/24",1757.80
"Currency","2018/04/23",1756.04
"Currency","2018/04/20",1757.70
"Currency","2018/04/19",1757.51
"Currency","2018/04/18",1757.36
"Currency","2018/04/17",1762.08
"Currency","2018/04/16",1757.19
"Currency","2018/04/13",1756.49
"Currency","2018/04/12",1756.49
"Currency","2018/04/11",1756.49
"Currency","2018/04/10",1756.24
"Currency","2018/04/09",1756.24
"Currency","2018/04/06",1756.16
"Currency","2018/04/05",1756.16
"Currency","2018/04/04",1756.09
"Currency","2018/04/03",1756.00
"Currency","2018/04/02",1755.81
"Currency","2018/03/30",1755.81
"Currency","2018/03/29",1755.81
"Currency","2018/03/28",1755.75
"Currency","2018/03/27",1755.60
"Currency","2018/03/26",1761.15
"Currency","2018/03/23",1755.59
"Currency","2018/03/22",1755.59
"Currency","2018/03/21",1755.53
"Currency","2018/03/20",1755.45
"Currency","2018/03/19",1755.40
"Currency","2018/03/16",1755.36
"Currency","2018/03/15",1755.30
"Currency","2018/03/14",1755.24
"Currency","2018/03/13",1759.45
"Currency","2018/03/12",1755.13
"Currency","2018/03/09",1755.09
"Currency","2018/03/08",1755.09
"Currency","2018/03/07",1755.09
"Currency","2018/03/06",1755.09
"Currency","2018/03/05",1754.91
"Currency","2018/03/02",1750.00
"Currency","2018/03/01",1758.45
"Currency","2018/02/28",1754.74
"Currency","2018/02/27",1754.60
"Currency","2018/02/26",1757.98
"Currency","2018/02/23",1757.79
"Currency","2018/02/22",1754.20
"Currency","2018/02/21",1754.09
"Currency","2018/02/20",1754.00
"Currency","2018/02/19",1757.08
"Currency","2018/02/16",1756.90
"Currency","2018/02/15",1754.41
"Currency","2018/02/14",1754.41
"Currency","2018/02/13",1754.28
"Currency","2018/02/12",1756.35
"Currency","2018/02/09",1756.25
"Currency","2018/02/08",1752.30
"Currency","2018/02/07",1752.01
"Currency","2018/02/06",1752.19
"Currency","2018/02/05",1751.81
"Currency","2018/02/02",1750.00
"Currency","2018/02/01",1755.60
"Currency","2018/01/31",1755.44
"Currency","2018/01/30",1749.77
"Currency","2018/01/29",1752.91
"Currency","2018/01/26",1755.20
"Currency","2018/01/25",1754.95
"Currency","2018/01/24",1754.58
"Currency","2018/01/23",1751.07
"Currency","2018/01/22",1752.11
"Currency","2018/01/19",1754.35
"Currency","2018/01/18",1751.91
"Currency","2018/01/17",1749.77
"Currency","2018/01/16",1753.88
"Currency","2018/01/15",1753.80
"Currency","2018/01/12",1753.70
"Currency","2018/01/11",1753.60
"Currency","2018/01/10",1753.42
"Currency","2018/01/09",1750.33
"Currency","2018/01/08",1750.51
"Currency","2018/01/05",1753.04
"Currency","2018/01/04",1750.51
"Currency","2018/01/03",1750.32
"Currency","2018/01/02",1750.30
"Currency","2017/12/29",1752.55
"Currency","2017/12/28",1749.97
"Currency","2017/12/27",1752.22
"Currency","2017/12/26",1748.05
"Currency","2017/12/22",1751.85
"Currency","2017/12/21",1746.23
"Currency","2017/12/20",1751.58
"Currency","2017/12/19",1747.29
"Currency","2017/12/18",1747.03
"Currency","2017/12/15",1751.12
"Currency","2017/12/14",1750.98
"Currency","2017/12/13",1750.78
"Currency","2017/12/12",1750.60
"Currency","2017/12/11",1750.48
"Currency","2017/12/08",1750.22
"Currency","2017/12/07",1750.03
"Currency","2017/12/06",1740.70
"Currency","2017/12/05",1749.60
"Currency","2017/12/04",1744.42
"Currency","2017/12/01",1749.05
"Currency","2017/11/30",1748.75
"Currency","2017/11/29",1741.20
"Currency","2017/11/28",1748.18
"Currency","2017/11/27",1747.83
"Currency","2017/11/24",1746.99
"Currency","2017/11/23",1742.67
"Currency","2017/11/22",1746.99
"Currency","2017/11/21",1742.15
"Currency","2017/11/20",1746.35
"Currency","2017/11/17",1746.10
"Currency","2017/11/16",1745.85
"Currency","2017/11/15",1740.89
"Currency","2017/11/14",1740.89
"Currency","2017/11/13",1738.93
"Currency","2017/11/10",1744.52
"Currency","2017/11/09",1738.45
"Currency","2017/11/08",1744.10
"Currency","2017/11/07",1738.02
"Currency","2017/11/06",1743.55
"Currency","2017/11/03",1743.25
"Currency","2017/11/02",1738.99
"Currency","2017/11/01",1740.55
"Currency","2017/10/31",1740.55
"Currency","2017/10/30",1740.55
"Currency","2017/10/28",1740.55
"Currency","2017/10/27",1740.55
"Currency","2017/10/26",1740.55
"Currency","2017/10/25",1740.55
"Currency","2017/10/24",1740.55
"Currency","2017/10/23",1741.05
"Currency","2017/10/21",1738.97
"Currency","2017/10/20",1738.97
"Currency","2017/10/19",1740.55
"Currency","2017/10/18",1738.97
"Currency","2017/10/17",1738.97
"Currency","2017/10/16",1731.00
"Currency","2017/10/13",1738.97
"Currency","2017/10/12",1738.97
"Currency","2017/10/11",1737.23
"Currency","2017/10/10",1735.48
"Currency","2017/10/09",1737.98
"Currency","2017/10/07",1735.48
"Currency","2017/10/06",1735.48
"Currency","2017/10/05",1735.48
"Currency","2017/10/04",1735.48
"Currency","2017/10/03",1735.48
"Currency","2017/10/02",1735.48
"Currency","2017/09/30",1735.49
"Currency","2017/09/29",1735.49
"Currency","2017/09/28",1735.49
"Currency","2017/09/27",1735.49
"Currency","2017/09/26",1720.00
"Currency","2017/09/25",1735.49
"Currency","2017/09/22",1735.05
"Currency","2017/09/21",1734.70
"Currency","2017/09/20",1734.25
"Currency","2017/09/19",1733.88
"Currency","2017/09/18",1733.55
"Currency","2017/09/16",1731.87
"Currency","2017/09/15",1731.87
"Currency","2017/09/14",1731.87
"Currency","2017/09/13",1731.87
"Currency","2017/09/12",1732.35
"Currency","2017/09/11",1731.87
"Currency","2017/09/09",1731.40
"Currency","2017/09/08",1731.40
"Currency","2017/09/07",1731.05
"Currency","2017/09/06",1730.86
"Currency","2017/09/05",1730.45
"Currency","2017/09/04",1729.02
"Currency","2017/09/01",1730.11
"Currency","2017/08/31",1729.02
"Currency","2017/08/30",1729.02
"Currency","2017/08/29",1729.02
"Currency","2017/08/28",1728.74
"Currency","2017/08/25",1718.28
"Currency","2017/08/24",1728.06
"Currency","2017/08/23",1727.68
"Currency","2017/08/22",1727.30
"Currency","2017/08/21",1727.03
"Currency","2017/08/18",1726.73
"Currency","2017/08/17",1726.35
"Currency","2017/08/16",1726.03
"Currency","2017/08/15",1725.74
"Currency","2017/08/14",1725.73
"Currency","2017/08/11",1725.37
"Currency","2017/08/10",1725.05
"Currency","2017/08/09",1724.85
"Currency","2017/08/08",1724.31
"Currency","2017/08/07",1724.02
"Currency","2017/08/05",1723.73
"Currency","2017/08/04",1723.74
"Currency","2017/08/03",1723.24
"Currency","2017/08/02",1723.01
"Currency","2017/08/01",1722.56
"Currency","2017/07/31",1710.00
"Currency","2017/07/28",1721.88
"Currency","2017/07/27",1740.43
"Currency","2017/07/26",1720.65
"Currency","2017/07/25",1713.33
"Currency","2017/07/24",1716.76
"Currency","2017/07/21",1719.98
"Currency","2017/07/20",1716.09
"Currency","2017/07/19",1719.18
"Currency","2017/07/18",1718.88
"Currency","2017/07/17",1718.52
"Currency","2017/07/14",1714.76
"Currency","2017/07/13",1717.40
"Currency","2017/07/12",1717.42
"Currency","2017/07/11",1711.72
"Currency","2017/07/10",1715.27
"Currency","2017/07/07",1715.27
"Currency","2017/07/06",1715.27
"Currency","2017/07/05",1711.26
"Currency","2017/07/04",1714.68
"Currency","2017/07/03",1714.68
"Currency","2017/06/30",1714.68
"Currency","2017/06/29",1714.08
"Currency","2017/06/28",1714.08
"Currency","2017/06/27",1713.50
"Currency","2017/06/26",1713.15
"Currency","2017/06/23",1712.77
"Currency","2017/06/22",1712.40
"Currency","2017/06/21",1712.10
"Currency","2017/06/20",1711.70
"Currency","2017/06/19",1711.26
"Currency","2017/06/17",1710.98
"Currency","2017/06/16",1710.98
"Currency","2017/06/15",1710.67
"Currency","2017/06/14",1710.28
"Currency","2017/06/13",1710.05
"Currency","2017/06/12",1708.30
"Currency","2017/06/09",1708.30
"Currency","2017/06/08",1708.30
"Currency","2017/06/07",1708.30
"Currency","2017/06/06",1708.32
"Currency","2017/06/05",1708.00
"Currency","2017/06/03",1707.35
"Currency","2017/06/02",1707.35
"Currency","2017/06/01",1707.02
"Currency","2017/05/31",1706.65
"Currency","2017/05/30",1706.65
"Currency","2017/05/29",1706.08
"Currency","2017/05/26",1704.35
"Currency","2017/05/25",1704.35
"Currency","2017/05/24",1704.35
"Currency","2017/05/23",1701.90
"Currency","2017/05/22",1701.90
"Currency","2017/05/20",1701.90
"Currency","2017/05/19",1701.90
"Currency","2017/05/18",1701.90
"Currency","2017/05/17",1701.90
"Currency","2017/05/16",1703.50
"Currency","2017/05/15",1716.00
"Currency","2017/05/12",1679.67
"Currency","2017/05/11",1702.64
"Currency","2017/05/10",1702.64
"Currency","2017/05/09",1702.36
"Currency","2017/05/08",1697.05
"Currency","2017/05/05",1701.90
"Currency","2017/05/04",1701.63
"Currency","2017/05/03",1701.32
"Currency","2017/05/02",1701.07
"Currency","2017/05/01",1700.75
"Currency","2017/04/28",1700.75
"Currency","2017/04/27",1700.26
"Currency","2017/04/26",1700.08
"Currency","2017/04/24",1711.83
"Currency","2017/04/21",1711.50
"Currency","2017/04/20",1698.75
"Currency","2017/04/19",1698.28
"Currency","2017/04/18",1698.02
"Currency","2017/04/17",1697.72
"Currency","2017/04/14",1697.20
"Currency","2017/04/13",1697.14
"Currency","2017/04/12",1697.02
"Currency","2017/04/11",1696.68
"Currency","2017/04/10",1696.35
"Currency","2017/04/07",1696.02
"Currency","2017/04/06",1695.79
"Currency","2017/04/05",1695.78
"Currency","2017/04/04",1692.02
"Currency","2017/04/03",1695.13
"Currency","2017/03/31",1694.98
"Currency","2017/03/30",1694.52
"Currency","2017/03/29",1691.28
"Currency","2017/03/28",1693.92
"Currency","2017/03/27",1693.42
"Currency","2017/03/24",1692.88
"Currency","2017/03/23",1692.72
"Currency","2017/03/22",1692.45
"Currency","2017/03/21",1692.33
"Currency","2017/03/20",1691.90
"Currency","2017/03/17",1697.87
"Currency","2017/03/16",1691.40
"Currency","2017/03/15",1691.10
"Currency","2017/03/14",1691.00
"Currency","2017/03/13",1690.00
"Currency","2017/03/10",1690.24
"Currency","2017/03/09",1690.10
"Currency","2017/03/08",1691.00
"Currency","2017/03/07",1689.35
"Currency","2017/03/06",1689.14
"Currency","2017/03/03",1688.84
"Currency","2017/03/02",1688.35
"Currency","2017/03/01",1688.25
"Currency","2017/02/28",1689.00
"Currency","2017/02/27",1687.65
"Currency","2017/02/24",1687.40
"Currency","2017/02/23",1687.17
"Currency","2017/02/22",1686.81
"Currency","2017/02/21",1686.42
"Currency","2017/02/20",1686.18
"Currency","2017/02/17",1685.78
"Currency","2017/02/16",1685.55
"Currency","2017/02/15",1685.13
"Currency","2017/02/14",1684.85
"Currency","2017/02/13",1684.35
"Currency","2017/02/10",1684.08
"Currency","2017/02/09",1683.66
"Currency","2017/02/08",1683.30
"Currency","2017/02/07",1682.62
"Currency","2017/02/06",1682.62
"Currency","2017/02/04",1682.30
"Currency","2017/02/03",1682.30
"Currency","2017/02/02",1682.35
"Currency","2017/02/01",1682.02
"Currency","2017/01/31",1681.70
"Currency","2017/01/30",1681.43
"Currency","2017/01/28",1681.08
"Currency","2017/01/27",1681.08
"Currency","2017/01/26",1680.68
"Currency","2017/01/25",1678.00
"Currency","2017/01/24",1680.00
"Currency","2017/01/23",1679.65
"Currency","2017/01/21",1678.28
"Currency","2017/01/20",1691.85
"Currency","2017/01/19",1678.28
"Currency","2017/01/18",1677.00
"Currency","2017/01/17",1678.28
"Currency","2017/01/16",1678.40
"Currency","2017/01/13",1678.28
"Currency","2017/01/12",1677.85
"Currency","2017/01/11",1677.44
"Currency","2017/01/10",1677.20
"Currency","2017/01/09",1676.88
"Currency","2017/01/06",1676.53
"Currency","2017/01/05",1676.30
"Currency","2017/01/04",1675.81
"Currency","2017/01/03",1675.60
"Currency","2017/01/02",1675.30
"Currency","2016/12/30",1675.05
"Currency","2016/12/29",1677.60
"Currency","2016/12/28",1674.33
"Currency","2016/12/27",1674.05
"Currency","2016/12/26",1673.89
"Currency","2016/12/23",1673.65
"Currency","2016/12/22",1673.49
"Currency","2016/12/21",1673.28
"Currency","2016/12/20",1667.60
"Currency","2016/12/19",1672.55
"Currency","2016/12/16",1672.38
"Currency","2016/12/15",1672.30
"Currency","2016/12/14",1672.05
"Currency","2016/12/13",1665.00
"Currency","2016/12/12",1685.27
"Currency","2016/12/09",1665.00
"Currency","2016/12/08",1685.27
"Currency","2016/12/07",1661.96
"Currency","2016/12/06",1670.10
"Currency","2016/12/05",1670.14
"Currency","2016/12/02",1669.76
"Currency","2016/12/01",1669.55
"Currency","2016/11/30",1666.00
"Currency","2016/11/29",1669.01
"Currency","2016/11/28",1668.80
"Currency","2016/11/25",1668.59
"Currency","2016/11/24",1668.30
"Currency","2016/11/23",1668.30
"Currency","2016/11/22",1668.05
"Currency","2016/11/21",1667.55
"Currency","2016/11/19",1667.55
"Currency","2016/11/18",1667.55
"Currency","2016/11/17",1660.00
"Currency","2016/11/16",1667.12
"Currency","2016/11/15",1666.50
"Currency","2016/11/14",1666.33
"Currency","2016/11/12",1665.88
"Currency","2016/11/11",1665.88
"Currency","2016/11/10",1665.67
"Currency","2016/11/09",1665.48
"Currency","2016/11/08",1665.26
"Currency","2016/11/07",1664.76
"Currency","2016/11/04",1664.49
"Currency","2016/11/03",1664.28
"Currency","2016/11/02",1663.88
"Currency","2016/11/01",1663.82
"Currency","2016/10/31",1681.70
"Currency","2016/10/28",1682.60
"Currency","2016/10/27",1663.25
"Currency","2016/10/26",1663.00
"Currency","2016/10/25",1662.82
"Currency","2016/10/24",1664.52
"Currency","2016/10/21",1662.52
"Currency","2016/10/20",1662.52
"Currency","2016/10/19",1651.00
"Currency","2016/10/18",1661.79
"Currency","2016/10/17",1661.83
"Currency","2016/10/14",1661.31
"Currency","2016/10/13",1661.31
"Currency","2016/10/12",1663.33
"Currency","2016/10/11",1663.33
"Currency","2016/10/10",1660.83
"Currency","2016/10/07",1660.63
"Currency","2016/10/06",1660.42
"Currency","2016/10/05",1660.08
"Currency","2016/10/04",1659.73
"Currency","2016/10/03",1659.59
"Currency","2016/10/01",1659.25
"Currency","2016/09/30",1659.25
"Currency","2016/09/29",1658.94
"Currency","2016/09/28",1658.28
"Currency","2016/09/27",1658.28
"Currency","2016/09/26",1657.85
"Currency","2016/09/24",1657.76
"Currency","2016/09/23",1657.76
"Currency","2016/09/22",1657.61
"Currency","2016/09/21",1657.48
"Currency","2016/09/20",1657.23
"Currency","2016/09/19",1656.94
"Currency","2016/09/17",1656.73
"Currency","2016/09/16",1656.73
"Currency","2016/09/15",1656.57
"Currency","2016/09/14",1656.32
"Currency","2016/09/13",1656.09
"Currency","2016/09/12",1655.73
"Currency","2016/09/10",1655.47
"Currency","2016/09/09",1655.47
"Currency","2016/09/08",1655.47
"Currency","2016/09/07",1655.10
"Currency","2016/09/06",1654.65
"Currency","2016/09/05",1647.54
"Currency","2016/09/03",1654.24
"Currency","2016/09/02",1654.24
"Currency","2016/09/01",1653.90
"Currency","2016/08/31",1653.59
"Currency","2016/08/30",1653.54
"Currency","2016/08/29",1653.20
"Currency","2016/08/26",1652.80
"Currency","2016/08/25",1652.49
"Currency","2016/08/24",1652.55
"Currency","2016/08/23",1651.70
"Currency","2016/08/22",1651.48
"Currency","2016/08/19",1651.43
"Currency","2016/08/18",1651.10
"Currency","2016/08/17",1650.75
"Currency","2016/08/16",1649.84
"Currency","2016/08/15",1649.84
"Currency","2016/08/12",1649.89
"Currency","2016/08/11",1649.55
"Currency","2016/08/10",1649.21
"Currency","2016/08/09",1648.89
"Currency","2016/08/08",1651.00
"Currency","2016/08/05",1648.34
"Currency","2016/08/04",1648.10
"Currency","2016/08/03",1647.84
"Currency","2016/08/02",1647.54
"Currency","2016/08/01",1647.25
"Currency","2016/07/29",1647.00
"Currency","2016/07/28",1646.47
"Currency","2016/07/27",1646.46
"Currency","2016/07/26",1646.05
"Currency","2016/07/25",1645.64
"Currency","2016/07/22",1645.20
"Currency","2016/07/21",1645.08
"Currency","2016/07/20",1645.08
"Currency","2016/07/19",1644.80
"Currency","2016/07/18",1642.75
"Currency","2016/07/15",1642.64
"Currency","2016/07/14",1642.36
"Currency","2016/07/13",1641.99
"Currency","2016/07/12",1641.73
"Currency","2016/07/11",1641.44
"Currency","2016/07/08",1650.00
"Currency","2016/07/07",1650.00
"Currency","2016/07/06",1651.00
"Currency","2016/07/05",1640.50
"Currency","2016/07/04",1639.78
"Currency","2016/07/01",1639.78
"Currency","2016/06/30",1650.00
"Currency","2016/06/29",1679.70
"Currency","2016/06/28",1677.35
"Currency","2016/06/27",1677.55
"Currency","2016/06/24",1687.00
"Currency","2016/06/23",1684.75
"Currency","2016/06/22",1658.15
"Currency","2016/06/21",1673.00
"Currency","2016/06/20",1687.90
"Currency","2016/06/17",1647.82
"Currency","2016/06/16",1680.70
"Currency","2016/06/15",1649.50
"Currency","2016/06/14",1606.20
"Currency","2016/06/13",1563.60
"Currency","2016/06/10",1560.00
"Currency","2016/06/09",1560.81
"Currency","2016/06/08",1559.50
"Currency","2016/06/07",1570.00
"Currency","2016/06/06",1559.50
"Currency","2016/06/04",1572.41
"Currency","2016/06/03",1571.71
"Currency","2016/06/02",1561.50
"Currency","2016/06/01",1558.82
"Currency","2016/05/31",1559.30
"Currency","2016/05/30",1535.50
"Currency","2016/05/27",1561.50
"Currency","2016/05/26",1554.20
"Currency","2016/05/25",1543.50
"Currency","2016/05/24",1549.00
"Currency","2016/05/23",1570.00
"Currency","2016/05/20",1560.95
"Currency","2016/05/19",1573.83
"Currency","2016/05/18",1565.00
"Currency","2016/05/17",1565.00
"Currency","2016/05/16",1558.05
"Currency","2016/05/13",1570.00
"Currency","2016/05/12",1549.00
"Currency","2016/05/11",1539.00
"Currency","2016/05/10",1554.20
"Currency","2016/05/09",1564.70
"Currency","2016/05/06",1570.00
"Currency","2016/05/05",1552.00
"Currency","2016/05/04",1567.81
"Currency","2016/05/03",1568.50
"Currency","2016/05/02",1555.90
"Currency","2016/04/29",1542.00
"Currency","2016/04/28",1569.31
"Currency","2016/04/27",1543.50
"Currency","2016/04/26",1559.99
"Currency","2016/04/25",1555.00
"Currency","2016/04/23",1537.00
"Currency","2016/04/22",1537.00
"Currency","2016/04/21",1560.00
"Currency","2016/04/20",1539.70
"Currency","2016/04/19",1543.00
"Currency","2016/04/18",1545.00
"Currency","2016/04/15",1550.00
"Currency","2016/04/14",1549.00
"Currency","2016/04/13",1556.00
"Currency","2016/04/12",1537.10
"Currency","2016/04/11",1549.00
"Currency","2016/04/08",1549.00
"Currency","2016/04/07",1543.00
"Currency","2016/04/06",1559.30
"Currency","2016/04/05",1539.00
"Currency","2016/04/04",1557.85
"Currency","2016/04/01",1548.00
"Currency","2016/03/31",1568.50
"Currency","2016/03/30",1557.95
"Currency","2016/03/29",1560.00
"Currency","2016/03/28",1557.00
"Currency","2016/03/25",1569.85
"Currency","2016/03/24",1567.95
"Currency","2016/03/23",1569.65
"Currency","2016/03/22",1555.10
"Currency","2016/03/21",1562.60
"Currency","2016/03/18",1557.20
"Currency","2016/03/17",1556.65
"Currency","2016/03/16",1561.10
"Currency","2016/03/15",1559.45
"Currency","2016/03/14",1568.55
"Currency","2016/03/13",1567.39
"Currency","2016/03/11",1549.90
"Currency","2016/03/10",1562.70
"Currency","2016/03/09",1557.25
"Currency","2016/03/08",1565.30
"Currency","2016/03/07",1570.00
"Currency","2016/03/06",1566.00
"Currency","2016/03/04",1565.00
"Currency","2016/03/03",1561.25
"Currency","2016/03/02",1556.00
"Currency","2016/03/01",1558.25
"Currency","2016/02/29",1577.50
"Currency","2016/02/28",1557.27
"Currency","2016/02/26",1568.20
"Currency","2016/02/25",1558.85
"Currency","2016/02/24",1559.10
"Currency","2016/02/23",1566.81
"Currency","2016/02/22",1549.00
"Currency","2016/02/19",1562.00
"Currency","2016/02/18",1563.00
"Currency","2016/02/17",1549.00
"Currency","2016/02/16",1564.70
"Currency","2016/02/15",1566.20
"Currency","2016/02/12",1568.31
"Currency","2016/02/11",1537.00
"Currency","2016/02/10",1537.00
"Currency","2016/02/09",1544.00
"Currency","2016/02/08",1549.00
"Currency","2016/02/05",1565.00
"Currency","2016/02/04",1550.00
"Currency","2016/02/03",1549.00
"Currency","2016/02/02",1561.00
"Currency","2016/02/01",1577.94
"Currency","2016/01/29",1567.00
"Currency","2016/01/28",1564.00
"Currency","2016/01/27",1560.00
"Currency","2016/01/26",1571.00
"Currency","2016/01/25",1557.00
"Currency","2016/01/22",1544.00
"Currency","2016/01/21",1580.45
"Currency","2016/01/20",1555.00
"Currency","2016/01/19",1550.00
"Currency","2016/01/18",1549.00
"Currency","2016/01/15",1570.99
"Currency","2016/01/14",1565.00
"Currency","2016/01/13",1550.00
"Currency","2016/01/12",1549.00
"Currency","2016/01/11",1556.37
"Currency","2016/01/10",1565.56
"Currency","2016/01/08",1565.56
"Currency","2016/01/07",1571.00
"Currency","2016/01/06",1555.10
"Currency","2016/01/05",1559.30
"Currency","2016/01/04",1563.60
"Currency","2016/01/01",1557.20
"Currency","2015/12/31",1557.20
"Currency","2015/12/30",1557.00
"Currency","2015/12/29",1555.10
"Currency","2015/12/28",1538.00
"Currency","2015/12/25",1561.00
"Currency","2015/12/24",1561.00
"Currency","2015/12/23",1555.10
"Currency","2015/12/22",1565.00
"Currency","2015/12/21",1559.36
"Currency","2015/12/20",1552.00
"Currency","2015/12/18",1552.00
"Currency","2015/12/17",1550.00
"Currency","2015/12/16",1541.00
"Currency","2015/12/15",1560.00
"Currency","2015/12/14",1549.00
"Currency","2015/12/11",1536.90
"Currency","2015/12/10",1558.25
"Currency","2015/12/09",1549.00
"Currency","2015/12/08",1562.90
"Currency","2015/12/07",1550.00
"Currency","2015/12/06",1548.00
"Currency","2015/12/04",1548.00
"Currency","2015/12/03",1570.00
"Currency","2015/12/02",1563.80
"Currency","2015/12/01",1549.00
"Currency","2015/11/30",1555.10
"Currency","2015/11/28",1550.00
"Currency","2015/11/27",1550.00
"Currency","2015/11/26",1570.00
"Currency","2015/11/25",1555.10
"Currency","2015/11/24",1561.45
"Currency","2015/11/23",1570.00
"Currency","2015/11/20",1534.00
"Currency","2015/11/19",1543.00
"Currency","2015/11/18",1555.10
"Currency","2015/11/17",1555.10
"Currency","2015/11/16",1555.30
"Currency","2015/11/13",1560.00
"Currency","2015/11/12",1550.00
"Currency","2015/11/11",1538.90
"Currency","2015/11/10",1544.20
"Currency","2015/11/09",1558.05
"Currency","2015/11/08",1552.00
"Currency","2015/11/06",1552.00
"Currency","2015/11/05",1555.10
"Currency","2015/11/04",1544.00
"Currency","2015/11/03",1550.00
"Currency","2015/11/02",1556.51
"Currency","2015/11/01",1573.00
"Currency","2015/10/30",1573.00
"Currency","2015/10/29",1569.70
"Currency","2015/10/28",1573.00
"Currency","2015/10/27",1559.05
"Currency","2015/10/26",1551.00
"Currency","2015/10/25",1569.71
"Currency","2015/10/23",1569.71
"Currency","2015/10/22",1539.20
"Currency","2015/10/21",1531.00
"Currency","2015/10/20",1536.05
"Currency","2015/10/19",1566.50
"Currency","2015/10/18",1570.00
"Currency","2015/10/16",1570.00
"Currency","2015/10/15",1557.50
"Currency","2015/10/14",1559.60
"Currency","2015/10/13",1565.40
"Currency","2015/10/12",1557.20
"Currency","2015/10/09",1537.00
"Currency","2015/10/08",1543.70
"Currency","2015/10/07",1549.00
"Currency","2015/10/06",1543.80
"Currency","2015/10/05",1549.00
"Currency","2015/10/04",1549.00
"Currency","2015/10/02",1549.00
"Currency","2015/10/01",1537.00
"Currency","2015/09/30",1570.00
"Currency","2015/09/29",1553.90
"Currency","2015/09/28",1543.00
"Currency","2015/09/27",1549.00
"Currency","2015/09/26",1549.00
"Currency","2015/09/25",1549.00
"Currency","2015/09/24",1535.00
"Currency","2015/09/23",1555.00
"Currency","2015/09/22",1577.25
"Currency","2015/09/21",1544.00
"Currency","2015/09/20",1549.00
"Currency","2015/09/18",1549.00
"Currency","2015/09/17",1541.00
"Currency","2015/09/16",1558.00
"Currency","2015/09/15",1549.00
"Currency","2015/09/14",1537.00
"Currency","2015/09/13",1566.80
"Currency","2015/09/11",1566.80
"Currency","2015/09/10",1563.96
"Currency","2015/09/09",1550.00
"Currency","2015/09/08",1569.00
"Currency","2015/09/07",1560.00
"Currency","2015/09/06",1551.00
"Currency","2015/09/04",1551.00
"Currency","2015/09/03",1543.80
"Currency","2015/09/02",1536.90
"Currency","2015/09/01",1538.00
"Currency","2015/08/31",1543.00
"Currency","2015/08/30",1538.00
"Currency","2015/08/28",1538.00
"Currency","2015/08/27",1550.00
"Currency","2015/08/26",1550.00
"Currency","2015/08/25",1550.00
"Currency","2015/08/24",1560.00
"Currency","2015/08/21",1538.80
"Currency","2015/08/20",1577.51
"Currency","2015/08/19",1549.00
"Currency","2015/08/18",1560.00
"Currency","2015/08/17",1548.00
"Currency","2015/08/14",1566.00
"Currency","2015/08/13",1555.00
"Currency","2015/08/12",1536.00
"Currency","2015/08/11",1547.00
"Currency","2015/08/10",1544.70
"Currency","2015/08/07",1551.00
"Currency","2015/08/06",1542.00
"Currency","2015/08/05",1574.13
"Currency","2015/08/04",1548.00
"Currency","2015/08/03",1547.00
"Currency","2015/07/31",1549.00
"Currency","2015/07/30",1532.00
"Currency","2015/07/29",1564.51
"Currency","2015/07/28",1539.40
"Currency","2015/07/27",1543.40
"Currency","2015/07/24",1605.00
"Currency","2015/07/23",1625.00
"Currency","2015/07/22",1641.00
"Currency","2015/07/21",1641.00
"Currency","2015/07/20",1641.00
"Currency","2015/07/17",1634.10
"Currency","2015/07/16",1634.00
"Currency","2015/07/15",1634.20
"Currency","2015/07/14",1638.00
"Currency","2015/07/13",1639.50
"Currency","2015/07/10",1634.00
"Currency","2015/07/09",1634.00
"Currency","2015/07/08",1629.00
"Currency","2015/07/07",1633.50
"Currency","2015/07/06",1605.00
"Currency","2015/07/03",1603.00
"Currency","2015/07/02",1555.10
"Currency","2015/07/01",1543.00
"Currency","2015/06/30",1570.00
"Currency","2015/06/29",1558.80
"Currency","2015/06/26",1577.63
"Currency","2015/06/25",1570.00
"Currency","2015/06/24",1571.38
"Currency","2015/06/23",1557.50
"Currency","2015/06/22",1575.88
"Currency","2015/06/19",1602.50
"Currency","2015/06/18",1563.50
"Currency","2015/06/17",1568.00
"Currency","2015/06/16",1568.00
"Currency","2015/06/15",1560.00
"Currency","2015/06/12",1555.00
"Currency","2015/06/11",1560.50
"Currency","2015/06/10",1558.50
"Currency","2015/06/09",1560.00
"Currency","2015/06/08",1560.00
