"Indicator","Time","Value (USD/BIF)"
"Currency","2005/03/18",1081.15
"Currency","2005/03/17",1081.10
"Currency","2005/03/16",1081.10
"Currency","2005/03/15",1081.05
"Currency","2005/03/14",1081.00
"Currency","2005/03/11",1080.00
"Currency","2005/03/10",1078.75
"Currency","2005/03/09",1078.75
"Currency","2005/03/08",1078.80
"Currency","2005/03/07",1078.75
"Currency","2005/03/04",1078.75
"Currency","2005/03/03",1078.75
"Currency","2005/03/02",1078.75
"Currency","2005/03/01",1078.75
"Currency","2005/02/28",1078.75
"Currency","2005/02/25",1078.75
"Currency","2005/02/24",1078.75
"Currency","2005/02/23",1078.75
"Currency","2005/02/22",1078.75
"Currency","2005/02/21",1078.70
"Currency","2005/02/18",1078.68
"Currency","2005/02/17",1078.65
"Currency","2005/02/16",1078.65
"Currency","2005/02/15",1078.60
"Currency","2005/02/14",1078.60
"Currency","2005/02/11",1078.60
"Currency","2005/02/10",1078.60
"Currency","2005/02/09",1078.55
"Currency","2005/02/08",1078.51
"Currency","2005/02/07",1078.51
"Currency","2005/02/04",1078.51
"Currency","2005/02/03",1078.51
"Currency","2005/02/02",1078.51
"Currency","2005/02/01",1078.51
"Currency","2005/01/31",1078.51
"Currency","2005/01/28",1078.51
"Currency","2005/01/27",1078.50
"Currency","2005/01/26",1078.45
"Currency","2005/01/25",1078.45
"Currency","2005/01/24",1078.45
"Currency","2005/01/21",1078.45
"Currency","2005/01/20",1078.45
"Currency","2005/01/19",1078.40
"Currency","2005/01/18",1078.40
"Currency","2005/01/17",1078.38
"Currency","2005/01/14",1078.38
"Currency","2005/01/13",1078.38
"Currency","2005/01/12",1078.37
"Currency","2005/01/11",1078.37
"Currency","2005/01/10",1078.37
"Currency","2005/01/07",1078.37
"Currency","2005/01/06",1078.37
"Currency","2005/01/05",1078.37
"Currency","2005/01/04",1078.37
"Currency","2005/01/03",1078.37
"Currency","2004/12/31",1078.37
"Currency","2004/12/30",1078.37
"Currency","2004/12/29",1078.37
"Currency","2004/12/28",1078.37
"Currency","2004/12/27",1078.37
"Currency","2004/12/24",1078.37
"Currency","2004/12/23",1078.37
"Currency","2004/12/22",1078.37
"Currency","2004/12/21",1078.35
"Currency","2004/12/20",1078.30
"Currency","2004/12/17",1078.30
"Currency","2004/12/16",1078.25
"Currency","2004/12/15",1077.99
"Currency","2004/12/14",1077.97
"Currency","2004/12/13",1077.95
"Currency","2004/12/10",1077.95
"Currency","2004/12/09",1077.65
"Currency","2004/12/08",1077.65
"Currency","2004/12/07",1077.65
"Currency","2004/12/06",1077.60
"Currency","2004/12/03",1077.55
"Currency","2004/12/02",1077.50
"Currency","2004/12/01",1077.50
"Currency","2004/11/30",1077.50
"Currency","2004/11/29",1077.50
"Currency","2004/11/26",1077.30
"Currency","2004/11/25",1077.30
"Currency","2004/11/24",1077.25
"Currency","2004/11/23",1077.25
"Currency","2004/11/22",1075.25
"Currency","2004/11/19",1075.25
"Currency","2004/11/18",1075.25
"Currency","2004/11/17",1075.25
"Currency","2004/11/16",1065.20
"Currency","2004/11/15",1065.20
"Currency","2004/11/12",1065.20
"Currency","2004/11/11",1065.20
"Currency","2004/11/10",1065.20
"Currency","2004/11/09",1065.20
"Currency","2004/11/08",1065.20
"Currency","2004/11/05",1075.20
"Currency","2004/11/04",1075.20
"Currency","2004/11/03",1075.20
"Currency","2004/11/02",1075.19
"Currency","2004/11/01",1075.16
"Currency","2004/10/29",1075.16
"Currency","2004/10/28",1075.16
"Currency","2004/10/27",1075.15
"Currency","2004/10/26",1075.15
"Currency","2004/10/25",1075.15
"Currency","2004/10/22",1075.15
"Currency","2004/10/21",1075.16
"Currency","2004/10/20",1075.16
"Currency","2004/10/19",1075.16
"Currency","2004/10/18",1075.15
"Currency","2004/10/15",1075.05
"Currency","2004/10/14",1075.00
"Currency","2004/10/13",1075.35
"Currency","2004/10/12",1075.30
"Currency","2004/10/11",1075.30
"Currency","2004/10/08",1075.25
"Currency","2004/10/07",1075.20
"Currency","2004/10/06",1075.20
"Currency","2004/10/05",1075.18
"Currency","2004/10/04",1075.17
"Currency","2004/10/01",1075.15
"Currency","2004/09/30",1075.15
"Currency","2004/09/29",1075.15
"Currency","2004/09/28",1075.12
"Currency","2004/09/27",1075.12
"Currency","2004/09/24",1075.05
"Currency","2004/09/23",1075.05
"Currency","2004/09/22",1075.05
"Currency","2004/09/21",1075.05
"Currency","2004/09/20",1075.00
"Currency","2004/09/17",1075.00
"Currency","2004/09/16",1075.00
"Currency","2004/09/15",1076.30
"Currency","2004/09/14",1076.25
"Currency","2004/09/13",1076.25
"Currency","2004/09/10",1076.10
"Currency","2004/09/09",1076.10
"Currency","2004/09/08",1076.10
"Currency","2004/09/07",1076.10
"Currency","2004/09/06",1076.10
"Currency","2004/09/03",1076.10
"Currency","2004/09/02",1076.10
"Currency","2004/09/01",1076.10
"Currency","2004/08/31",1076.05
"Currency","2004/08/30",1076.05
"Currency","2004/08/27",1076.00
"Currency","2004/08/26",1075.99
"Currency","2004/08/25",1075.99
"Currency","2004/08/24",1075.99
"Currency","2004/08/23",1075.97
"Currency","2004/08/20",1075.97
"Currency","2004/08/19",1075.97
"Currency","2004/08/18",1075.95
"Currency","2004/08/17",1075.95
"Currency","2004/08/16",1075.95
"Currency","2004/08/13",1075.95
"Currency","2004/08/12",1075.95
"Currency","2004/08/11",1075.95
"Currency","2004/08/10",1075.95
"Currency","2004/08/09",1075.95
"Currency","2004/08/06",1075.95
"Currency","2004/08/05",1075.95
"Currency","2004/08/04",1075.95
"Currency","2004/08/03",1075.95
"Currency","2004/08/02",1075.95
"Currency","2004/07/30",1075.95
"Currency","2004/07/29",1075.95
"Currency","2004/07/28",1075.95
"Currency","2004/07/27",1075.95
"Currency","2004/07/26",1075.75
"Currency","2004/07/23",1075.75
"Currency","2004/07/22",1075.75
"Currency","2004/07/21",1075.75
"Currency","2004/07/20",1075.75
"Currency","2004/07/19",1075.75
"Currency","2004/07/16",1075.75
"Currency","2004/07/15",1075.75
"Currency","2004/07/14",1075.75
"Currency","2004/07/13",1075.75
"Currency","2004/07/12",1075.50
"Currency","2004/07/09",1075.30
"Currency","2004/07/08",1075.30
"Currency","2004/07/07",1075.25
"Currency","2004/07/06",1075.25
"Currency","2004/07/05",1075.50
"Currency","2004/07/02",1075.50
"Currency","2004/07/01",1075.50
"Currency","2004/06/30",1075.50
"Currency","2004/06/29",1075.40
"Currency","2004/06/28",1075.40
"Currency","2004/06/25",1075.40
"Currency","2004/06/24",1075.35
"Currency","2004/06/23",1075.25
"Currency","2004/06/22",1075.25
"Currency","2004/06/21",1075.25
"Currency","2004/06/18",1075.25
"Currency","2004/06/17",1075.25
"Currency","2004/06/16",1075.25
"Currency","2004/06/15",1075.25
"Currency","2004/06/14",1075.20
"Currency","2004/06/11",1075.20
"Currency","2004/06/10",1075.15
"Currency","2004/06/09",1075.15
"Currency","2004/06/08",1075.10
"Currency","2004/06/07",1075.10
"Currency","2004/06/04",1075.10
"Currency","2004/06/03",1075.10
"Currency","2004/06/02",1075.10
"Currency","2004/06/01",1075.10
"Currency","2004/05/31",1075.05
"Currency","2004/05/28",1075.05
"Currency","2004/05/27",1075.05
"Currency","2004/05/26",1075.05
"Currency","2004/05/25",1075.05
"Currency","2004/05/24",1075.05
"Currency","2004/05/21",1075.05
"Currency","2004/05/20",1075.05
"Currency","2004/05/19",1075.05
"Currency","2004/05/18",1075.05
"Currency","2004/05/17",1075.05
"Currency","2004/05/14",1075.00
"Currency","2004/05/13",1070.00
"Currency","2004/05/12",1070.00
"Currency","2004/05/11",1070.00
"Currency","2004/05/10",1070.00
"Currency","2004/05/07",1070.25
"Currency","2004/05/06",1070.25
"Currency","2004/05/05",1070.05
"Currency","2004/05/04",1070.05
"Currency","2004/05/03",1070.05
"Currency","2004/04/30",1070.05
"Currency","2004/04/29",1070.05
"Currency","2004/04/28",1070.00
"Currency","2004/04/27",1070.00
"Currency","2004/04/26",1068.95
"Currency","2004/04/23",1068.95
"Currency","2004/04/22",1068.95
"Currency","2004/04/21",1068.95
"Currency","2004/04/20",1068.95
"Currency","2004/04/19",1068.95
"Currency","2004/04/16",1068.90
"Currency","2004/04/15",1068.95
"Currency","2004/04/14",1068.95
"Currency","2004/04/13",1068.90
"Currency","2004/04/12",1068.50
"Currency","2004/04/09",1068.50
"Currency","2004/04/08",1068.50
"Currency","2004/04/07",1068.50
"Currency","2004/04/06",1068.45
"Currency","2004/04/05",1068.45
"Currency","2004/04/02",1068.45
"Currency","2004/04/01",1068.30
"Currency","2004/03/31",1068.25
"Currency","2004/03/30",1068.00
"Currency","2004/03/29",1068.00
"Currency","2004/03/26",1068.00
"Currency","2004/03/25",1069.00
"Currency","2004/03/24",1069.00
"Currency","2004/03/23",1069.00
"Currency","2004/03/22",1068.95
"Currency","2004/03/19",1068.95
"Currency","2004/03/18",1068.95
"Currency","2004/03/17",1068.95
"Currency","2004/03/16",1068.95
"Currency","2004/03/15",1068.90
"Currency","2004/03/12",1068.85
"Currency","2004/03/11",1068.85
"Currency","2004/03/10",1068.85
"Currency","2004/03/09",1068.85
"Currency","2004/03/08",1068.80
"Currency","2004/03/05",1068.80
"Currency","2004/03/04",1068.80
"Currency","2004/03/03",1068.80
"Currency","2004/03/02",1068.80
"Currency","2004/03/01",1068.75
"Currency","2004/02/27",1068.50
"Currency","2004/02/26",1068.50
"Currency","2004/02/25",1068.50
"Currency","2004/02/24",1068.50
"Currency","2004/02/23",1068.50
"Currency","2004/02/20",1068.50
"Currency","2004/02/19",1068.50
"Currency","2004/02/18",1068.35
"Currency","2004/02/17",1068.30
"Currency","2004/02/16",1068.25
"Currency","2004/02/13",1068.05
"Currency","2004/02/12",1068.05
"Currency","2004/02/11",1068.00
"Currency","2004/02/10",1068.00
"Currency","2004/02/09",1067.95
"Currency","2004/02/06",1067.95
"Currency","2004/02/05",1067.95
"Currency","2004/02/04",1067.95
"Currency","2004/02/03",1067.95
"Currency","2004/02/02",1067.95
"Currency","2004/01/30",1067.95
"Currency","2004/01/29",1067.95
"Currency","2004/01/28",1067.95
"Currency","2004/01/27",1067.95
"Currency","2004/01/26",1067.95
"Currency","2004/01/23",1067.90
"Currency","2004/01/22",1067.90
"Currency","2004/01/21",1067.90
"Currency","2004/01/20",1067.75
"Currency","2004/01/19",1067.75
"Currency","2004/01/16",1067.70
"Currency","2004/01/15",1067.70
"Currency","2004/01/14",1067.70
"Currency","2004/01/13",1067.70
"Currency","2004/01/12",1068.50
"Currency","2004/01/09",1068.50
"Currency","2004/01/08",1068.50
"Currency","2004/01/07",1060.50
"Currency","2004/01/06",1060.50
"Currency","2004/01/05",1060.50
"Currency","2004/01/02",1060.50
"Currency","2004/01/01",1060.50
"Currency","2003/12/31",1060.50
"Currency","2003/12/30",1060.50
"Currency","2003/12/29",1060.50
"Currency","2003/12/26",1060.50
"Currency","2003/12/25",1060.50
"Currency","2003/12/24",1060.50
"Currency","2003/12/23",1060.50
"Currency","2003/12/22",1060.50
"Currency","2003/12/19",1060.50
"Currency","2003/12/18",1060.50
"Currency","2003/12/17",1061.50
"Currency","2003/12/16",1061.50
"Currency","2003/12/15",1061.50
"Currency","2003/12/12",1061.50
"Currency","2003/12/11",1061.50
"Currency","2003/12/10",1061.50
"Currency","2003/12/09",1062.50
"Currency","2003/12/08",1062.50
"Currency","2003/12/05",1062.50
"Currency","2003/12/04",1062.75
"Currency","2003/12/03",1062.75
"Currency","2003/12/02",1062.75
"Currency","2003/12/01",1062.60
"Currency","2003/11/28",1062.55
"Currency","2003/11/27",1062.50
"Currency","2003/11/26",1062.50
"Currency","2003/11/25",1061.50
"Currency","2003/11/24",1061.25
"Currency","2003/11/21",1061.05
"Currency","2003/11/20",1061.00
"Currency","2003/11/19",1060.95
"Currency","2003/11/18",1037.90
"Currency","2003/11/17",1037.90
"Currency","2003/11/14",1037.85
"Currency","2003/11/13",1037.85
"Currency","2003/11/12",1037.85
"Currency","2003/11/11",1037.85
"Currency","2003/11/10",1037.85
"Currency","2003/11/07",1037.85
"Currency","2003/11/06",1036.80
"Currency","2003/11/05",1036.75
"Currency","2003/11/04",1036.75
"Currency","2003/11/03",1036.75
"Currency","2003/10/31",1036.50
"Currency","2003/10/30",1060.00
"Currency","2003/10/29",1036.55
"Currency","2003/10/28",1036.50
"Currency","2003/10/27",1036.30
"Currency","2003/10/24",1036.25
"Currency","2003/10/23",1036.25
"Currency","2003/10/22",1036.25
"Currency","2003/10/21",1036.20
"Currency","2003/10/20",1036.15
"Currency","2003/10/17",1036.10
"Currency","2003/10/16",1036.10
"Currency","2003/10/15",1036.00
"Currency","2003/10/14",1035.97
"Currency","2003/10/13",1035.95
"Currency","2003/10/10",1035.95
"Currency","2003/10/09",1035.97
"Currency","2003/10/08",1035.95
"Currency","2003/10/07",1055.90
"Currency","2003/10/06",1055.95
"Currency","2003/10/03",1055.95
"Currency","2003/10/02",1085.95
"Currency","2003/10/01",1085.75
"Currency","2003/09/30",1085.45
"Currency","2003/09/29",1085.45
"Currency","2003/09/26",1085.45
"Currency","2003/09/25",1085.45
"Currency","2003/09/24",1085.45
"Currency","2003/09/23",1085.45
"Currency","2003/09/22",1085.40
"Currency","2003/09/19",1085.40
"Currency","2003/09/18",1085.40
"Currency","2003/09/17",1085.35
"Currency","2003/09/16",1085.35
"Currency","2003/09/15",1085.30
"Currency","2003/09/12",1085.30
"Currency","2003/09/11",1085.30
"Currency","2003/09/10",1085.25
"Currency","2003/09/09",1085.05
"Currency","2003/09/08",1085.05
"Currency","2003/09/05",1085.05
"Currency","2003/09/04",1075.05
"Currency","2003/09/03",1075.05
"Currency","2003/09/02",1075.05
"Currency","2003/09/01",1075.05
"Currency","2003/08/29",1075.05
"Currency","2003/08/28",1075.05
"Currency","2003/08/27",1075.05
"Currency","2003/08/26",1075.05
"Currency","2003/08/25",1075.00
"Currency","2003/08/22",1053.00
"Currency","2003/08/21",1053.00
"Currency","2003/08/20",1053.00
"Currency","2003/08/19",1053.00
"Currency","2003/08/18",1053.00
"Currency","2003/08/15",1053.00
"Currency","2003/08/14",1053.00
"Currency","2003/08/13",1053.00
"Currency","2003/08/12",1053.00
"Currency","2003/08/11",1053.00
"Currency","2003/08/08",1051.00
"Currency","2003/08/07",1051.00
"Currency","2003/08/06",1051.00
"Currency","2003/08/05",1051.00
"Currency","2003/08/04",1051.00
"Currency","2003/08/01",1051.00
"Currency","2003/07/31",1051.00
"Currency","2003/07/30",1051.00
"Currency","2003/07/29",1051.00
"Currency","2003/07/28",1051.00
"Currency","2003/07/25",1051.00
"Currency","2003/07/24",1051.00
"Currency","2003/07/23",1051.00
"Currency","2003/07/22",1051.00
"Currency","2003/07/21",1050.95
"Currency","2003/07/18",1050.95
"Currency","2003/07/17",1050.95
"Currency","2003/07/16",1050.95
"Currency","2003/07/15",1050.95
"Currency","2003/07/14",1050.95
"Currency","2003/07/11",1050.95
"Currency","2003/07/10",1050.95
"Currency","2003/07/09",1050.95
"Currency","2003/07/08",1052.95
"Currency","2003/07/07",1052.95
"Currency","2003/07/04",1052.95
"Currency","2003/07/03",1052.95
"Currency","2003/07/02",1052.95
"Currency","2003/07/01",1052.90
"Currency","2003/06/30",1052.90
"Currency","2003/06/27",1052.85
"Currency","2003/06/26",1052.85
"Currency","2003/06/25",1052.85
"Currency","2003/06/24",1052.85
"Currency","2003/06/23",1052.85
"Currency","2003/06/20",1052.85
"Currency","2003/06/19",1052.85
"Currency","2003/06/18",1052.85
"Currency","2003/06/17",1075.00
"Currency","2003/06/16",1052.80
"Currency","2003/06/13",1052.75
"Currency","2003/06/12",1052.75
"Currency","2003/06/11",1075.00
"Currency","2003/06/10",1075.00
"Currency","2003/06/09",1052.80
"Currency","2003/06/06",1052.80
"Currency","2003/06/05",1052.80
"Currency","2003/06/04",1052.80
"Currency","2003/06/03",1052.80
"Currency","2003/06/02",1052.80
"Currency","2003/05/30",1052.80
"Currency","2003/05/29",1052.80
"Currency","2003/05/28",1052.80
"Currency","2003/05/27",1052.80
"Currency","2003/05/26",1052.80
"Currency","2003/05/23",1052.80
"Currency","2003/05/22",1052.75
"Currency","2003/05/21",1052.75
"Currency","2003/05/20",1052.75
"Currency","2003/05/19",1052.60
"Currency","2003/05/16",1052.55
"Currency","2003/05/15",1052.25
"Currency","2003/05/14",1052.20
"Currency","2003/05/13",1052.20
"Currency","2003/05/12",1052.20
"Currency","2003/05/09",1052.20
"Currency","2003/05/08",1052.20
"Currency","2003/05/07",1052.20
"Currency","2003/05/06",1052.20
"Currency","2003/05/05",1052.20
"Currency","2003/05/02",1052.15
"Currency","2003/05/01",1052.10
"Currency","2003/04/30",1052.10
"Currency","2003/04/29",1052.10
"Currency","2003/04/28",1052.10
"Currency","2003/04/25",1052.10
"Currency","2003/04/24",1052.05
"Currency","2003/04/23",1052.00
"Currency","2003/04/22",1052.00
"Currency","2003/04/21",1052.00
"Currency","2003/04/18",1052.00
"Currency","2003/04/17",1052.00
"Currency","2003/04/16",1052.00
"Currency","2003/04/15",1052.00
"Currency","2003/04/14",1047.05
"Currency","2003/04/11",1047.00
"Currency","2003/04/10",1040.00
"Currency","2003/04/09",1040.00
"Currency","2003/04/08",1040.00
"Currency","2003/04/07",1040.00
"Currency","2003/04/04",1040.05
"Currency","2003/04/03",1040.05
"Currency","2003/04/02",1035.50
"Currency","2003/04/01",1035.50
"Currency","2003/03/31",1035.25
"Currency","2003/03/28",1035.25
"Currency","2003/03/27",1035.25
"Currency","2003/03/26",1035.25
"Currency","2003/03/25",1030.00
"Currency","2003/03/24",1030.00
"Currency","2003/03/21",1030.00
"Currency","2003/03/20",1030.00
"Currency","2003/03/19",1030.00
"Currency","2003/03/18",1035.10
"Currency","2003/03/17",1035.10
"Currency","2003/03/14",1035.05
"Currency","2003/03/13",1035.05
"Currency","2003/03/12",1035.00
"Currency","2003/03/11",1050.31
"Currency","2003/03/10",1050.30
"Currency","2003/03/07",1050.25
"Currency","2003/03/06",1050.10
"Currency","2003/03/05",1050.05
"Currency","2003/03/04",1050.05
"Currency","2003/03/03",1050.05
"Currency","2003/02/28",1050.05
"Currency","2003/02/27",1050.05
"Currency","2003/02/26",1050.05
"Currency","2003/02/25",1040.05
"Currency","2003/02/24",1040.05
"Currency","2003/02/21",1040.00
"Currency","2003/02/20",1040.00
"Currency","2003/02/19",1040.00
"Currency","2003/02/18",1040.00
"Currency","2003/02/17",1040.00
"Currency","2003/02/14",1039.95
"Currency","2003/02/13",1039.95
"Currency","2003/02/12",1039.80
"Currency","2003/02/11",1039.75
"Currency","2003/02/10",1039.75
"Currency","2003/02/07",1039.60
"Currency","2003/02/06",1039.60
"Currency","2003/02/05",1039.60
"Currency","2003/02/04",1039.60
"Currency","2003/02/03",1039.60
"Currency","2003/01/31",1039.55
"Currency","2003/01/30",1039.55
"Currency","2003/01/29",1039.50
"Currency","2003/01/28",1039.00
"Currency","2003/01/27",1039.00
"Currency","2003/01/24",1039.00
"Currency","2003/01/23",1038.00
"Currency","2003/01/22",1038.00
"Currency","2003/01/21",1038.00
"Currency","2003/01/20",1038.00
"Currency","2003/01/17",1037.25
"Currency","2003/01/16",1037.00
"Currency","2003/01/15",1035.00
"Currency","2003/01/14",1035.00
"Currency","2003/01/13",1035.00
"Currency","2003/01/10",1034.00
"Currency","2003/01/09",1034.00
"Currency","2003/01/08",1034.00
"Currency","2003/01/07",1034.00
"Currency","2003/01/06",1034.00
"Currency","2003/01/03",1034.00
"Currency","2003/01/02",1034.00
"Currency","2003/01/01",1034.00
"Currency","2002/12/31",1034.00
"Currency","2002/12/30",1034.00
"Currency","2002/12/27",1034.00
"Currency","2002/12/26",1035.75
"Currency","2002/12/25",1035.75
"Currency","2002/12/24",1035.75
"Currency","2002/12/23",1035.75
"Currency","2002/12/20",1035.75
"Currency","2002/12/19",1035.50
"Currency","2002/12/18",1035.00
"Currency","2002/12/17",1035.00
"Currency","2002/12/16",1035.00
"Currency","2002/12/13",1035.00
"Currency","2002/12/12",1035.00
"Currency","2002/12/11",1035.00
"Currency","2002/12/10",1035.00
"Currency","2002/12/09",1035.00
"Currency","2002/12/06",1035.00
"Currency","2002/12/05",1031.00
"Currency","2002/12/04",1028.50
"Currency","2002/12/03",1028.50
"Currency","2002/12/02",1028.00
"Currency","2002/11/29",1027.00
"Currency","2002/11/28",1027.00
"Currency","2002/11/27",1027.00
"Currency","2002/11/26",1027.00
"Currency","2002/11/25",1027.00
"Currency","2002/11/22",1031.00
"Currency","2002/11/21",1030.90
"Currency","2002/11/20",1030.90
"Currency","2002/11/19",1030.90
"Currency","2002/11/18",1030.80
"Currency","2002/11/15",1030.80
"Currency","2002/11/14",1030.80
"Currency","2002/11/13",1030.75
"Currency","2002/11/12",1030.50
"Currency","2002/11/11",1030.25
"Currency","2002/11/08",1030.25
"Currency","2002/11/07",1030.25
"Currency","2002/11/06",1030.25
"Currency","2002/11/05",1030.25
"Currency","2002/11/04",1030.05
"Currency","2002/11/01",1030.05
"Currency","2002/10/31",1030.05
"Currency","2002/10/30",1030.05
"Currency","2002/10/29",1029.95
"Currency","2002/10/28",1029.93
"Currency","2002/10/25",1029.90
"Currency","2002/10/24",1029.90
"Currency","2002/10/23",1029.90
"Currency","2002/10/22",1027.90
"Currency","2002/10/21",1027.90
"Currency","2002/10/18",1043.42
"Currency","2002/10/17",1027.50
"Currency","2002/10/16",1028.50
"Currency","2002/10/15",1028.50
"Currency","2002/10/14",1042.77
"Currency","2002/10/11",1042.77
"Currency","2002/10/10",1042.77
"Currency","2002/10/09",1027.30
"Currency","2002/10/08",1027.35
"Currency","2002/10/07",1027.25
"Currency","2002/10/04",1026.12
"Currency","2002/10/03",1070.00
"Currency","2002/10/02",1026.10
"Currency","2002/10/01",1026.01
"Currency","2002/09/30",1026.00
"Currency","2002/09/27",1025.95
"Currency","2002/09/26",1025.95
"Currency","2002/09/25",1025.85
"Currency","2002/09/24",1025.85
"Currency","2002/09/23",1025.85
"Currency","2002/09/20",1025.80
"Currency","2002/09/19",1030.42
"Currency","2002/09/18",1025.75
"Currency","2002/09/17",1045.05
"Currency","2002/09/16",1025.50
"Currency","2002/09/13",1025.50
"Currency","2002/09/12",1025.25
"Currency","2002/09/11",1025.05
"Currency","2002/09/10",1046.77
"Currency","2002/09/09",1025.00
"Currency","2002/09/06",1025.00
"Currency","2002/09/05",1022.00
"Currency","2002/09/04",1022.00
"Currency","2002/09/03",1020.00
"Currency","2002/09/02",1020.00
"Currency","2002/08/30",1046.77
"Currency","2002/08/29",858.20
"Currency","2002/08/28",858.20
"Currency","2002/08/27",858.09
"Currency","2002/08/26",858.09
"Currency","2002/08/23",858.04
"Currency","2002/08/22",858.00
"Currency","2002/08/21",873.28
"Currency","2002/08/20",857.95
"Currency","2002/08/19",857.95
"Currency","2002/08/16",857.95
"Currency","2002/08/15",857.89
"Currency","2002/08/14",857.89
"Currency","2002/08/13",857.79
"Currency","2002/08/12",857.75
"Currency","2002/08/09",874.78
"Currency","2002/08/08",874.63
"Currency","2002/08/07",874.63
"Currency","2002/08/06",867.27
"Currency","2002/08/05",867.27
"Currency","2002/08/02",868.15
"Currency","2002/08/01",857.29
"Currency","2002/07/31",857.29
"Currency","2002/07/30",857.25
"Currency","2002/07/29",857.25
"Currency","2002/07/26",857.25
"Currency","2002/07/25",857.04
"Currency","2002/07/24",857.00
"Currency","2002/07/23",866.57
"Currency","2002/07/22",866.57
"Currency","2002/07/19",866.57
"Currency","2002/07/18",855.25
"Currency","2002/07/17",855.00
"Currency","2002/07/16",851.60
"Currency","2002/07/15",851.60
"Currency","2002/07/12",865.26
"Currency","2002/07/11",845.00
"Currency","2002/07/10",845.00
"Currency","2002/07/09",760.00
"Currency","2002/07/08",866.54
"Currency","2002/07/05",852.95
"Currency","2002/07/04",852.95
"Currency","2002/07/03",852.95
"Currency","2002/07/02",852.95
"Currency","2002/07/01",852.89
"Currency","2002/06/28",852.89
"Currency","2002/06/27",852.89
"Currency","2002/06/26",852.89
"Currency","2002/06/25",852.89
"Currency","2002/06/24",852.89
"Currency","2002/06/21",852.89
"Currency","2002/06/20",866.42
"Currency","2002/06/19",852.95
"Currency","2002/06/18",852.89
"Currency","2002/06/17",852.89
"Currency","2002/06/14",866.48
"Currency","2002/06/13",852.75
"Currency","2002/06/12",852.75
"Currency","2002/06/11",852.50
"Currency","2002/06/10",852.50
"Currency","2002/06/07",852.25
"Currency","2002/06/06",869.30
"Currency","2002/06/05",869.30
"Currency","2002/06/04",853.95
"Currency","2002/06/03",853.95
"Currency","2002/05/31",869.01
"Currency","2002/05/30",869.01
"Currency","2002/05/29",853.89
"Currency","2002/05/28",853.89
"Currency","2002/05/27",853.75
"Currency","2002/05/24",867.73
"Currency","2002/05/23",854.29
"Currency","2002/05/22",854.29
"Currency","2002/05/21",854.29
"Currency","2002/05/20",854.29
"Currency","2002/05/17",854.29
"Currency","2002/05/16",854.09
"Currency","2002/05/15",854.09
"Currency","2002/05/14",854.09
"Currency","2002/05/13",854.00
"Currency","2002/05/10",853.89
"Currency","2002/05/09",853.89
"Currency","2002/05/08",853.89
"Currency","2002/05/07",853.79
"Currency","2002/05/06",853.75
"Currency","2002/05/03",853.50
"Currency","2002/05/02",868.93
"Currency","2002/05/01",853.34
"Currency","2002/04/30",853.34
"Currency","2002/04/29",868.62
"Currency","2002/04/26",868.62
"Currency","2002/04/25",868.62
"Currency","2002/04/24",868.62
"Currency","2002/04/23",853.25
"Currency","2002/04/22",830.00
"Currency","2002/04/19",867.70
"Currency","2002/04/18",853.00
"Currency","2002/04/17",856.00
"Currency","2002/04/16",745.50
"Currency","2002/04/15",745.50
"Currency","2002/04/12",745.50
"Currency","2002/04/11",745.50
"Currency","2002/04/10",755.93
"Currency","2002/04/09",867.06
"Currency","2002/04/08",867.06
"Currency","2002/04/05",867.06
"Currency","2002/04/04",867.06
"Currency","2002/04/03",746.00
"Currency","2002/04/02",746.00
"Currency","2002/04/01",746.00
"Currency","2002/03/29",746.00
"Currency","2002/03/28",746.00
"Currency","2002/03/27",746.00
"Currency","2002/03/26",867.56
"Currency","2002/03/25",867.56
"Currency","2002/03/22",867.56
"Currency","2002/03/21",867.56
"Currency","2002/03/20",867.56
"Currency","2002/03/19",855.89
"Currency","2002/03/18",869.93
"Currency","2002/03/15",869.59
"Currency","2002/03/14",869.58
"Currency","2002/03/13",855.79
"Currency","2002/03/12",855.75
"Currency","2002/03/11",855.50
"Currency","2002/03/08",855.50
"Currency","2002/03/07",867.98
"Currency","2002/03/06",867.98
"Currency","2002/03/05",855.25
"Currency","2002/03/04",855.20
"Currency","2002/03/01",855.04
"Currency","2002/02/28",866.86
"Currency","2002/02/27",866.86
"Currency","2002/02/26",854.89
"Currency","2002/02/25",866.09
"Currency","2002/02/22",866.09
"Currency","2002/02/21",854.75
"Currency","2002/02/20",854.75
"Currency","2002/02/19",854.50
"Currency","2002/02/18",854.50
"Currency","2002/02/15",854.25
"Currency","2002/02/14",854.75
"Currency","2002/02/13",854.75
"Currency","2002/02/12",854.75
"Currency","2002/02/11",854.70
"Currency","2002/02/08",854.64
"Currency","2002/02/07",865.99
"Currency","2002/02/06",865.99
"Currency","2002/02/05",865.44
"Currency","2002/02/04",854.54
"Currency","2002/02/01",864.79
"Currency","2002/01/31",854.50
"Currency","2002/01/30",854.25
"Currency","2002/01/29",854.25
"Currency","2002/01/28",854.25
"Currency","2002/01/25",854.00
"Currency","2002/01/24",854.00
"Currency","2002/01/23",854.00
"Currency","2002/01/22",852.00
"Currency","2002/01/21",852.00
"Currency","2002/01/18",851.75
"Currency","2002/01/17",851.75
"Currency","2002/01/16",851.75
"Currency","2002/01/15",851.70
"Currency","2002/01/14",864.54
"Currency","2002/01/11",851.64
"Currency","2002/01/10",851.60
