"Indicator","Time","Value (USD/HTG)"
"Currency","2000/07/18",18.90
"Currency","2000/07/17",18.90
"Currency","2000/07/14",18.90
"Currency","2000/07/13",19.90
"Currency","2000/07/12",19.90
"Currency","2000/07/11",19.50
"Currency","2000/07/10",18.90
"Currency","2000/07/07",18.90
"Currency","2000/07/06",18.90
"Currency","2000/07/05",18.90
"Currency","2000/07/04",18.90
"Currency","2000/07/03",18.90
"Currency","2000/06/30",18.90
"Currency","2000/06/29",18.90
"Currency","2000/06/28",18.90
"Currency","2000/06/27",18.90
"Currency","2000/06/26",18.90
"Currency","2000/06/23",18.90
"Currency","2000/06/22",18.90
"Currency","2000/06/21",18.90
"Currency","2000/06/20",18.90
"Currency","2000/06/19",18.90
"Currency","2000/06/16",18.90
"Currency","2000/06/15",18.90
"Currency","2000/06/14",18.90
"Currency","2000/06/13",18.90
"Currency","2000/06/12",18.90
"Currency","2000/06/09",18.90
"Currency","2000/06/08",18.90
"Currency","2000/06/07",18.90
"Currency","2000/06/06",18.90
"Currency","2000/06/05",18.90
"Currency","2000/06/02",18.90
"Currency","2000/06/01",18.90
"Currency","2000/05/31",18.90
"Currency","2000/05/30",18.90
"Currency","2000/05/29",18.90
"Currency","2000/05/26",18.90
"Currency","2000/05/25",18.90
"Currency","2000/05/24",18.90
"Currency","2000/05/23",18.90
"Currency","2000/05/22",18.90
"Currency","2000/05/19",18.90
"Currency","2000/05/18",18.90
"Currency","2000/05/17",18.70
"Currency","2000/05/16",18.70
"Currency","2000/05/15",18.70
"Currency","2000/05/12",18.70
"Currency","2000/05/11",18.17
"Currency","2000/05/10",18.17
"Currency","2000/05/09",18.17
"Currency","2000/05/08",18.17
"Currency","2000/05/05",18.17
"Currency","2000/05/04",18.17
"Currency","2000/05/03",18.17
"Currency","2000/05/02",18.17
"Currency","2000/05/01",18.26
"Currency","2000/04/28",18.26
"Currency","2000/04/27",18.26
"Currency","2000/04/26",18.26
"Currency","2000/04/25",18.26
"Currency","2000/04/24",18.26
"Currency","2000/04/21",18.26
"Currency","2000/04/20",18.26
"Currency","2000/04/19",18.26
"Currency","2000/04/18",18.26
"Currency","2000/04/17",18.26
"Currency","2000/04/14",18.26
"Currency","2000/04/13",18.25
"Currency","2000/04/12",18.25
"Currency","2000/04/11",18.25
"Currency","2000/04/10",17.96
"Currency","2000/04/07",17.96
"Currency","2000/04/06",18.75
"Currency","2000/04/05",18.75
"Currency","2000/04/04",18.26
"Currency","2000/04/03",18.26
"Currency","2000/03/31",18.66
"Currency","2000/03/30",18.66
"Currency","2000/03/29",18.66
"Currency","2000/03/28",18.66
"Currency","2000/03/27",18.66
"Currency","2000/03/24",18.66
"Currency","2000/03/23",18.66
"Currency","2000/03/22",18.66
"Currency","2000/03/21",18.66
"Currency","2000/03/20",18.66
"Currency","2000/03/17",18.66
"Currency","2000/03/16",18.66
"Currency","2000/03/15",18.66
"Currency","2000/03/14",18.66
"Currency","2000/03/13",18.66
"Currency","2000/03/10",18.66
"Currency","2000/03/09",18.66
"Currency","2000/03/08",18.66
"Currency","2000/03/07",18.66
"Currency","2000/03/06",18.66
"Currency","2000/03/03",18.66
"Currency","2000/03/02",18.66
"Currency","2000/03/01",18.75
"Currency","2000/02/29",18.75
"Currency","2000/02/28",18.75
"Currency","2000/02/25",18.75
"Currency","2000/02/24",18.75
"Currency","2000/02/23",18.75
"Currency","2000/02/22",18.75
"Currency","2000/02/21",18.25
"Currency","2000/02/18",18.25
"Currency","2000/02/17",18.25
"Currency","2000/02/16",18.25
"Currency","2000/02/15",18.25
"Currency","2000/02/14",18.25
"Currency","2000/02/11",18.25
"Currency","2000/02/10",18.25
"Currency","2000/02/09",18.25
"Currency","2000/02/08",17.90
"Currency","2000/02/07",17.90
"Currency","2000/02/04",17.90
"Currency","2000/02/03",17.90
"Currency","2000/02/02",17.90
"Currency","2000/02/01",17.96
"Currency","2000/01/31",17.96
"Currency","2000/01/28",17.96
"Currency","2000/01/27",17.50
"Currency","2000/01/26",17.50
"Currency","2000/01/25",17.50
"Currency","2000/01/24",17.50
"Currency","2000/01/21",17.50
"Currency","2000/01/20",17.50
"Currency","2000/01/19",17.50
"Currency","2000/01/18",17.96
"Currency","2000/01/17",17.96
"Currency","2000/01/14",17.96
"Currency","2000/01/13",17.37
"Currency","2000/01/12",17.37
"Currency","2000/01/11",17.37
"Currency","2000/01/10",17.37
"Currency","2000/01/07",17.37
"Currency","2000/01/06",17.37
"Currency","2000/01/05",17.37
"Currency","2000/01/04",17.46
"Currency","2000/01/03",17.46
"Currency","1999/12/31",17.46
"Currency","1999/12/30",17.46
"Currency","1999/12/29",17.46
"Currency","1999/12/28",17.46
"Currency","1999/12/27",17.46
"Currency","1999/12/24",17.46
"Currency","1999/12/23",17.46
"Currency","1999/12/22",17.46
"Currency","1999/12/21",17.46
"Currency","1999/12/20",17.55
"Currency","1999/12/17",17.55
"Currency","1999/12/16",17.55
"Currency","1999/12/15",17.55
"Currency","1999/12/14",17.55
"Currency","1999/12/13",17.55
"Currency","1999/12/10",17.55
"Currency","1999/12/09",17.50
"Currency","1999/12/08",17.50
"Currency","1999/12/07",17.05
"Currency","1999/12/06",17.05
"Currency","1999/12/03",17.05
"Currency","1999/12/02",17.05
"Currency","1999/12/01",17.05
"Currency","1999/11/30",17.05
"Currency","1999/11/29",17.05
"Currency","1999/11/26",17.05
"Currency","1999/11/25",17.05
"Currency","1999/11/24",17.05
"Currency","1999/11/23",17.05
"Currency","1999/11/22",17.05
"Currency","1999/11/19",16.94
"Currency","1999/11/18",17.40
"Currency","1999/11/17",17.10
"Currency","1999/11/16",17.10
"Currency","1999/11/15",17.00
"Currency","1999/11/12",17.00
"Currency","1999/11/11",17.00
"Currency","1999/11/10",17.00
"Currency","1999/11/09",17.00
"Currency","1999/11/08",17.00
"Currency","1999/11/05",16.90
"Currency","1999/11/04",16.90
"Currency","1999/11/03",16.90
"Currency","1999/11/02",16.90
"Currency","1999/11/01",16.71
"Currency","1999/10/29",16.71
"Currency","1999/10/28",16.71
"Currency","1999/10/27",16.71
"Currency","1999/10/26",16.71
"Currency","1999/10/25",16.71
"Currency","1999/10/22",16.80
"Currency","1999/10/21",16.80
"Currency","1999/10/20",16.80
"Currency","1999/10/19",16.80
"Currency","1999/10/18",16.80
"Currency","1999/10/15",16.80
"Currency","1999/10/14",17.05
"Currency","1999/10/13",16.80
"Currency","1999/10/12",16.90
"Currency","1999/10/11",16.90
"Currency","1999/10/08",16.90
"Currency","1999/10/07",16.90
"Currency","1999/10/06",16.90
"Currency","1999/10/05",17.00
"Currency","1999/10/04",17.00
"Currency","1999/10/01",16.76
"Currency","1999/09/30",16.76
"Currency","1999/09/29",16.76
"Currency","1999/09/28",16.76
"Currency","1999/09/27",16.75
"Currency","1999/09/24",16.62
"Currency","1999/09/23",16.90
"Currency","1999/09/22",16.90
"Currency","1999/09/21",16.90
"Currency","1999/09/20",16.90
"Currency","1999/09/17",16.90
"Currency","1999/09/16",16.90
"Currency","1999/09/15",16.90
"Currency","1999/09/14",16.90
"Currency","1999/09/13",16.80
"Currency","1999/09/10",16.80
"Currency","1999/09/09",16.80
"Currency","1999/09/08",16.80
"Currency","1999/09/07",16.80
"Currency","1999/09/06",16.52
"Currency","1999/09/03",16.52
"Currency","1999/09/02",16.52
"Currency","1999/09/01",16.52
"Currency","1999/08/31",16.52
"Currency","1999/08/30",16.52
"Currency","1999/08/27",16.52
"Currency","1999/08/26",16.52
"Currency","1999/08/25",16.52
"Currency","1999/08/24",16.52
"Currency","1999/08/23",16.60
"Currency","1999/08/20",16.60
"Currency","1999/08/19",16.60
"Currency","1999/08/18",16.60
"Currency","1999/08/17",16.60
"Currency","1999/08/16",16.60
"Currency","1999/08/13",16.66
"Currency","1999/08/12",16.66
"Currency","1999/08/11",16.66
"Currency","1999/08/10",16.66
"Currency","1999/08/09",16.66
"Currency","1999/08/06",16.66
"Currency","1999/08/05",16.66
"Currency","1999/08/04",16.66
"Currency","1999/08/03",16.66
"Currency","1999/08/02",16.66
"Currency","1999/07/30",16.70
"Currency","1999/07/29",16.70
"Currency","1999/07/28",16.70
"Currency","1999/07/27",16.70
"Currency","1999/07/26",16.65
"Currency","1999/07/23",16.65
"Currency","1999/07/22",16.65
"Currency","1999/07/21",16.65
"Currency","1999/07/20",16.65
"Currency","1999/07/19",16.65
"Currency","1999/07/16",16.70
"Currency","1999/07/15",16.70
"Currency","1999/07/14",16.70
"Currency","1999/07/13",16.70
"Currency","1999/07/12",16.70
"Currency","1999/07/09",16.70
"Currency","1999/07/08",16.67
"Currency","1999/07/07",16.67
"Currency","1999/07/06",16.67
"Currency","1999/07/05",16.65
"Currency","1999/07/02",16.65
"Currency","1999/07/01",16.65
"Currency","1999/06/30",16.65
"Currency","1999/06/29",16.65
"Currency","1999/06/28",16.60
"Currency","1999/06/25",16.60
"Currency","1999/06/24",16.60
"Currency","1999/06/23",16.60
"Currency","1999/06/22",16.60
"Currency","1999/06/21",16.60
"Currency","1999/06/18",16.70
"Currency","1999/06/17",16.70
"Currency","1999/06/16",16.70
"Currency","1999/06/15",16.70
"Currency","1999/06/14",16.70
"Currency","1999/06/11",16.70
"Currency","1999/06/10",16.70
"Currency","1999/06/09",16.70
"Currency","1999/06/08",16.70
"Currency","1999/06/07",16.65
"Currency","1999/06/04",16.65
"Currency","1999/06/03",16.65
"Currency","1999/06/02",16.65
"Currency","1999/06/01",16.65
"Currency","1999/05/31",16.60
"Currency","1999/05/28",16.60
"Currency","1999/05/27",16.60
"Currency","1999/05/26",16.60
"Currency","1999/05/25",16.60
"Currency","1999/05/24",16.60
"Currency","1999/05/21",16.60
"Currency","1999/05/20",16.60
"Currency","1999/05/19",16.60
"Currency","1999/05/18",16.60
"Currency","1999/05/17",16.60
"Currency","1999/05/14",16.60
"Currency","1999/05/13",16.60
"Currency","1999/05/12",16.60
"Currency","1999/05/11",16.60
"Currency","1999/05/10",16.65
"Currency","1999/05/07",16.65
"Currency","1999/05/06",16.73
"Currency","1999/05/05",16.73
"Currency","1999/05/04",16.73
"Currency","1999/05/03",16.70
"Currency","1999/04/30",16.70
"Currency","1999/04/29",16.70
"Currency","1999/04/28",16.70
"Currency","1999/04/27",16.72
"Currency","1999/04/26",16.72
"Currency","1999/04/23",16.80
"Currency","1999/04/22",16.80
"Currency","1999/04/21",16.80
"Currency","1999/04/20",16.80
"Currency","1999/04/19",16.80
"Currency","1999/04/16",16.75
"Currency","1999/04/15",16.75
"Currency","1999/04/14",16.75
"Currency","1999/04/13",16.75
"Currency","1999/04/12",16.75
"Currency","1999/04/09",16.80
"Currency","1999/04/08",16.80
"Currency","1999/04/07",16.80
"Currency","1999/04/06",16.80
"Currency","1999/04/05",16.80
"Currency","1999/04/02",16.80
"Currency","1999/04/01",16.80
"Currency","1999/03/31",16.80
"Currency","1999/03/30",16.80
"Currency","1999/03/29",16.80
"Currency","1999/03/26",16.80
"Currency","1999/03/25",16.80
"Currency","1999/03/24",16.80
"Currency","1999/03/23",16.80
"Currency","1999/03/22",16.80
"Currency","1999/03/19",16.85
"Currency","1999/03/18",16.85
"Currency","1999/03/17",16.85
"Currency","1999/03/16",16.81
"Currency","1999/03/15",16.81
"Currency","1999/03/12",16.81
"Currency","1999/03/11",16.80
"Currency","1999/03/10",16.80
"Currency","1999/03/09",16.80
"Currency","1999/03/08",16.80
"Currency","1999/03/05",16.89
"Currency","1999/03/04",16.75
"Currency","1999/03/03",16.75
"Currency","1999/03/02",16.75
"Currency","1999/03/01",16.75
"Currency","1999/02/26",16.80
"Currency","1999/02/25",16.83
"Currency","1999/02/24",16.83
"Currency","1999/02/23",16.83
"Currency","1999/02/22",16.83
"Currency","1999/02/19",16.83
"Currency","1999/02/18",16.80
"Currency","1999/02/17",16.80
"Currency","1999/02/16",16.80
"Currency","1999/02/15",16.80
"Currency","1999/02/12",16.80
"Currency","1999/02/11",16.80
"Currency","1999/02/10",16.80
"Currency","1999/02/09",16.75
"Currency","1999/02/08",16.75
"Currency","1999/02/05",16.75
"Currency","1999/02/04",16.80
"Currency","1999/02/03",16.80
"Currency","1999/02/02",16.80
"Currency","1999/02/01",16.80
"Currency","1999/01/29",16.78
"Currency","1999/01/28",17.20
"Currency","1999/01/27",17.20
"Currency","1999/01/26",17.20
"Currency","1999/01/25",17.20
"Currency","1999/01/22",17.20
"Currency","1999/01/21",17.20
"Currency","1999/01/20",17.20
"Currency","1999/01/19",17.20
"Currency","1999/01/18",17.20
"Currency","1999/01/15",17.20
"Currency","1999/01/14",17.20
"Currency","1999/01/13",17.20
"Currency","1999/01/12",17.20
"Currency","1999/01/11",17.20
"Currency","1999/01/08",16.55
"Currency","1999/01/07",16.45
"Currency","1999/01/06",16.45
"Currency","1999/01/05",16.25
"Currency","1999/01/04",16.25
"Currency","1999/01/01",16.57
"Currency","1998/12/31",16.57
"Currency","1998/12/30",16.25
"Currency","1998/12/29",16.25
"Currency","1998/12/28",16.59
"Currency","1998/12/25",16.59
"Currency","1998/12/24",16.59
"Currency","1998/12/23",16.59
"Currency","1998/12/22",16.59
"Currency","1998/12/21",16.59
"Currency","1998/12/18",16.59
"Currency","1998/12/17",16.59
"Currency","1998/12/16",16.59
"Currency","1998/12/15",16.59
"Currency","1998/12/14",16.59
"Currency","1998/12/11",16.59
"Currency","1998/12/10",16.45
"Currency","1998/12/09",16.45
"Currency","1998/12/08",16.45
"Currency","1998/12/07",16.45
"Currency","1998/12/04",16.40
"Currency","1998/12/03",16.40
"Currency","1998/12/02",16.40
"Currency","1998/12/01",16.60
"Currency","1998/11/30",16.60
"Currency","1998/11/27",16.60
"Currency","1998/11/26",16.60
"Currency","1998/11/25",16.60
"Currency","1998/11/24",16.71
"Currency","1998/11/23",16.71
"Currency","1998/11/20",16.71
"Currency","1998/11/19",16.51
"Currency","1998/11/18",16.51
"Currency","1998/11/17",16.51
"Currency","1998/11/16",16.51
"Currency","1998/11/13",16.51
"Currency","1998/11/12",16.58
"Currency","1998/11/11",16.58
"Currency","1998/11/10",16.58
"Currency","1998/11/09",16.58
"Currency","1998/11/06",16.58
"Currency","1998/11/05",16.59
"Currency","1998/11/04",16.59
"Currency","1998/11/03",16.59
"Currency","1998/11/02",16.59
"Currency","1998/10/30",16.59
"Currency","1998/10/29",16.72
"Currency","1998/10/28",16.72
"Currency","1998/10/27",16.72
"Currency","1998/10/26",16.72
"Currency","1998/10/23",16.72
"Currency","1998/10/22",16.72
"Currency","1998/10/21",16.72
"Currency","1998/10/20",16.72
"Currency","1998/10/19",16.72
"Currency","1998/10/16",16.72
"Currency","1998/10/15",16.72
"Currency","1998/10/14",16.72
"Currency","1998/10/13",16.72
"Currency","1998/10/12",16.72
"Currency","1998/10/09",16.72
"Currency","1998/10/08",16.72
"Currency","1998/10/07",16.72
"Currency","1998/10/06",16.72
"Currency","1998/10/05",16.72
"Currency","1998/10/02",16.72
"Currency","1998/10/01",16.72
"Currency","1998/09/30",16.72
"Currency","1998/09/29",16.72
"Currency","1998/09/28",16.72
"Currency","1998/09/25",16.72
"Currency","1998/09/24",16.48
"Currency","1998/09/23",16.48
"Currency","1998/09/22",16.48
"Currency","1998/09/21",16.48
"Currency","1998/09/18",16.48
"Currency","1998/09/17",16.46
"Currency","1998/09/16",16.46
"Currency","1998/09/15",16.46
"Currency","1998/09/14",16.46
"Currency","1998/09/11",16.46
"Currency","1998/09/10",16.46
"Currency","1998/09/09",16.46
"Currency","1998/09/08",16.46
"Currency","1998/09/07",16.46
"Currency","1998/09/04",16.46
"Currency","1998/09/03",16.46
"Currency","1998/09/02",16.44
"Currency","1998/09/01",16.44
"Currency","1998/08/31",16.44
"Currency","1998/08/28",16.44
"Currency","1998/08/27",16.05
"Currency","1998/08/26",16.05
"Currency","1998/08/25",16.05
"Currency","1998/08/24",16.05
"Currency","1998/08/21",16.05
"Currency","1998/08/20",16.05
"Currency","1998/08/19",16.05
"Currency","1998/08/18",16.05
"Currency","1998/08/17",16.05
"Currency","1998/08/14",16.05
"Currency","1998/08/13",16.05
"Currency","1998/08/12",16.05
"Currency","1998/08/11",16.05
"Currency","1998/08/10",16.05
"Currency","1998/08/07",16.05
"Currency","1998/08/06",16.05
"Currency","1998/08/05",16.05
"Currency","1998/08/04",16.05
"Currency","1998/08/03",16.05
"Currency","1998/07/31",16.05
"Currency","1998/07/30",16.05
"Currency","1998/07/29",16.05
"Currency","1998/07/28",16.05
"Currency","1998/07/27",16.05
"Currency","1998/07/24",16.05
"Currency","1998/07/23",16.05
"Currency","1998/07/22",16.05
"Currency","1998/07/21",16.05
"Currency","1998/07/20",16.05
"Currency","1998/07/17",16.05
"Currency","1998/07/16",16.05
"Currency","1998/07/15",16.05
"Currency","1998/07/14",16.05
"Currency","1998/07/13",16.05
"Currency","1998/07/10",16.05
"Currency","1998/07/09",16.05
"Currency","1998/07/08",16.05
"Currency","1998/07/07",16.05
"Currency","1998/07/06",16.05
"Currency","1998/07/03",16.05
"Currency","1998/07/02",16.95
"Currency","1998/07/01",16.95
"Currency","1998/06/30",16.95
"Currency","1998/06/29",16.95
"Currency","1998/06/26",16.95
"Currency","1998/06/25",16.95
"Currency","1998/06/24",16.95
"Currency","1998/06/23",16.95
"Currency","1998/06/22",16.95
"Currency","1998/06/19",16.95
"Currency","1998/06/18",16.95
"Currency","1998/06/17",16.95
"Currency","1998/06/16",16.95
"Currency","1998/06/15",16.95
"Currency","1998/06/12",16.95
"Currency","1998/06/11",16.95
"Currency","1998/06/10",16.95
"Currency","1998/06/09",16.95
"Currency","1998/06/08",16.95
"Currency","1998/06/05",16.95
"Currency","1998/06/04",16.95
"Currency","1998/06/03",16.95
"Currency","1998/06/02",16.95
"Currency","1998/06/01",16.95
"Currency","1998/05/29",16.95
"Currency","1998/05/28",16.95
"Currency","1998/05/27",16.95
"Currency","1998/05/26",16.95
"Currency","1998/05/25",16.95
"Currency","1998/05/22",16.95
"Currency","1998/05/21",16.95
"Currency","1998/05/20",16.95
"Currency","1998/05/19",16.95
"Currency","1998/05/18",16.95
"Currency","1998/05/15",16.95
"Currency","1998/05/14",17.08
"Currency","1998/05/13",17.08
"Currency","1998/05/12",17.08
"Currency","1998/05/11",17.08
"Currency","1998/05/08",17.08
"Currency","1998/05/07",17.08
"Currency","1998/05/06",17.08
"Currency","1998/05/05",17.08
"Currency","1998/05/04",17.08
"Currency","1998/05/01",17.08
"Currency","1998/04/30",17.13
"Currency","1998/04/29",17.13
"Currency","1998/04/28",17.13
"Currency","1998/04/27",17.13
"Currency","1998/04/24",17.13
"Currency","1998/04/23",17.40
"Currency","1998/04/22",17.40
"Currency","1998/04/21",17.40
"Currency","1998/04/20",17.40
"Currency","1998/04/17",17.40
"Currency","1998/04/16",17.40
"Currency","1998/04/15",17.40
"Currency","1998/04/14",17.40
"Currency","1998/04/13",17.40
"Currency","1998/04/10",17.40
"Currency","1998/04/09",17.40
"Currency","1998/04/08",17.40
"Currency","1998/04/07",17.40
"Currency","1998/04/06",17.40
"Currency","1998/04/03",17.40
"Currency","1998/04/02",17.38
"Currency","1998/04/01",17.38
"Currency","1998/03/31",17.38
"Currency","1998/03/30",17.38
"Currency","1998/03/27",17.38
"Currency","1998/03/26",17.38
"Currency","1998/03/25",17.38
"Currency","1998/03/24",17.38
"Currency","1998/03/23",17.38
"Currency","1998/03/20",17.38
"Currency","1998/03/19",17.42
"Currency","1998/03/18",17.42
"Currency","1998/03/17",17.42
"Currency","1998/03/16",17.42
"Currency","1998/03/13",17.42
"Currency","1998/03/12",17.39
"Currency","1998/03/11",17.39
"Currency","1998/03/10",17.39
"Currency","1998/03/09",17.39
"Currency","1998/03/06",17.39
"Currency","1998/03/05",17.30
"Currency","1998/03/04",17.30
"Currency","1998/03/03",17.30
"Currency","1998/03/02",17.30
"Currency","1998/02/27",17.30
"Currency","1998/02/26",17.65
"Currency","1998/02/25",17.65
"Currency","1998/02/24",17.65
"Currency","1998/02/23",17.65
"Currency","1998/02/20",17.65
"Currency","1998/02/19",17.85
"Currency","1998/02/18",17.85
"Currency","1998/02/17",17.85
"Currency","1998/02/16",17.85
"Currency","1998/02/13",17.85
"Currency","1998/02/12",17.22
"Currency","1998/02/11",17.22
"Currency","1998/02/10",17.22
"Currency","1998/02/09",17.22
"Currency","1998/02/06",17.22
"Currency","1998/02/05",17.22
"Currency","1998/02/04",17.22
"Currency","1998/02/03",17.22
"Currency","1998/02/02",17.22
"Currency","1998/01/30",17.22
"Currency","1998/01/29",16.95
"Currency","1998/01/28",16.95
"Currency","1998/01/27",16.95
"Currency","1998/01/26",16.95
"Currency","1998/01/23",16.95
"Currency","1998/01/22",16.95
"Currency","1998/01/21",16.95
"Currency","1998/01/20",16.95
"Currency","1998/01/19",16.95
"Currency","1998/01/16",16.95
"Currency","1998/01/15",16.95
"Currency","1998/01/14",16.95
"Currency","1998/01/13",16.95
"Currency","1998/01/12",16.95
"Currency","1998/01/09",16.95
"Currency","1998/01/08",16.95
"Currency","1998/01/07",16.95
"Currency","1998/01/06",16.95
"Currency","1998/01/05",16.95
"Currency","1998/01/02",16.95
"Currency","1998/01/01",16.77
"Currency","1997/12/31",16.77
"Currency","1997/12/30",16.77
"Currency","1997/12/29",16.77
"Currency","1997/12/26",16.77
"Currency","1997/12/25",16.77
"Currency","1997/12/24",16.77
"Currency","1997/12/23",16.77
"Currency","1997/12/22",16.77
"Currency","1997/12/19",16.78
"Currency","1997/12/18",16.78
"Currency","1997/12/17",16.78
"Currency","1997/12/16",16.78
"Currency","1997/12/15",16.78
"Currency","1997/12/12",16.87
"Currency","1997/12/11",16.87
"Currency","1997/12/10",16.87
"Currency","1997/12/09",16.87
"Currency","1997/12/08",16.87
"Currency","1997/12/05",16.87
"Currency","1997/12/04",16.91
"Currency","1997/12/03",16.91
"Currency","1997/12/02",16.91
"Currency","1997/12/01",16.91
"Currency","1997/11/28",16.91
"Currency","1997/11/27",17.32
"Currency","1997/11/26",17.32
"Currency","1997/11/25",17.32
"Currency","1997/11/24",17.32
"Currency","1997/11/21",17.32
"Currency","1997/11/20",17.42
"Currency","1997/11/19",17.42
"Currency","1997/11/18",17.42
"Currency","1997/11/17",17.42
"Currency","1997/11/14",17.42
"Currency","1997/11/13",17.41
"Currency","1997/11/12",17.41
"Currency","1997/11/11",17.41
"Currency","1997/11/10",17.41
"Currency","1997/11/07",17.41
"Currency","1997/11/06",17.48
"Currency","1997/11/05",17.48
"Currency","1997/11/04",17.48
"Currency","1997/11/03",17.48
"Currency","1997/10/31",17.48
"Currency","1997/10/30",17.35
"Currency","1997/10/29",17.35
"Currency","1997/10/28",17.35
"Currency","1997/10/27",17.35
"Currency","1997/10/24",17.35
"Currency","1997/10/23",17.35
"Currency","1997/10/22",17.35
"Currency","1997/10/21",17.35
"Currency","1997/10/20",17.35
"Currency","1997/10/17",17.35
"Currency","1997/10/16",16.94
"Currency","1997/10/15",16.94
"Currency","1997/10/14",16.94
"Currency","1997/10/13",16.94
"Currency","1997/10/10",16.94
"Currency","1997/10/09",16.78
"Currency","1997/10/08",16.78
"Currency","1997/10/07",16.78
"Currency","1997/10/06",16.78
"Currency","1997/10/03",16.78
"Currency","1997/10/02",16.63
"Currency","1997/10/01",16.63
"Currency","1997/09/30",16.63
"Currency","1997/09/29",16.63
"Currency","1997/09/26",16.63
"Currency","1997/09/25",16.63
"Currency","1997/09/24",16.63
"Currency","1997/09/23",16.63
"Currency","1997/09/22",16.63
"Currency","1997/09/19",16.63
"Currency","1997/09/18",16.51
"Currency","1997/09/17",16.51
"Currency","1997/09/16",16.51
"Currency","1997/09/15",16.51
"Currency","1997/09/12",16.51
"Currency","1997/09/11",16.51
"Currency","1997/09/10",16.51
"Currency","1997/09/09",16.51
"Currency","1997/09/08",16.51
"Currency","1997/09/05",16.51
"Currency","1997/09/04",16.51
"Currency","1997/09/03",16.51
"Currency","1997/09/02",16.51
"Currency","1997/09/01",16.51
"Currency","1997/08/29",16.51
"Currency","1997/08/28",16.51
"Currency","1997/08/27",16.51
"Currency","1997/08/26",16.51
"Currency","1997/08/25",16.51
"Currency","1997/08/22",16.51
"Currency","1997/08/21",16.51
"Currency","1997/08/20",16.51
"Currency","1997/08/19",16.51
"Currency","1997/08/18",16.51
"Currency","1997/08/15",16.51
"Currency","1997/08/14",16.51
"Currency","1997/08/13",16.51
"Currency","1997/08/12",16.51
"Currency","1997/08/11",16.51
"Currency","1997/08/08",16.51
"Currency","1997/08/07",16.51
"Currency","1997/08/06",16.51
"Currency","1997/08/05",16.51
"Currency","1997/08/04",16.51
"Currency","1997/08/01",16.51
"Currency","1997/07/31",16.57
"Currency","1997/07/30",16.57
"Currency","1997/07/29",16.57
"Currency","1997/07/28",16.57
"Currency","1997/07/25",16.57
"Currency","1997/07/24",16.67
"Currency","1997/07/23",16.67
"Currency","1997/07/22",16.67
"Currency","1997/07/21",16.67
"Currency","1997/07/18",16.67
"Currency","1997/07/17",16.68
"Currency","1997/07/16",16.68
"Currency","1997/07/15",16.68
"Currency","1997/07/14",16.68
"Currency","1997/07/11",16.68
"Currency","1997/07/10",16.68
"Currency","1997/07/09",16.68
"Currency","1997/07/08",16.68
"Currency","1997/07/07",16.68
"Currency","1997/07/04",16.68
"Currency","1997/07/03",16.80
"Currency","1997/07/02",16.80
"Currency","1997/07/01",16.80
"Currency","1997/06/30",16.80
"Currency","1997/06/27",16.80
"Currency","1997/06/26",16.80
"Currency","1997/06/25",16.80
"Currency","1997/06/24",16.80
"Currency","1997/06/23",16.80
"Currency","1997/06/20",16.80
"Currency","1997/06/19",16.80
"Currency","1997/06/18",16.80
"Currency","1997/06/17",16.80
"Currency","1997/06/16",16.80
"Currency","1997/06/13",16.80
"Currency","1997/06/12",16.82
"Currency","1997/06/11",16.82
"Currency","1997/06/10",16.82
"Currency","1997/06/09",16.82
"Currency","1997/06/06",16.82
"Currency","1997/06/05",16.67
"Currency","1997/06/04",16.67
"Currency","1997/06/03",16.67
"Currency","1997/06/02",16.67
"Currency","1997/05/30",16.67
"Currency","1997/05/29",16.74
"Currency","1997/05/28",16.74
"Currency","1997/05/27",16.74
"Currency","1997/05/26",16.74
"Currency","1997/05/23",16.74
"Currency","1997/05/22",16.74
"Currency","1997/05/21",16.74
"Currency","1997/05/20",16.74
"Currency","1997/05/19",16.74
"Currency","1997/05/16",16.74
"Currency","1997/05/15",16.74
"Currency","1997/05/14",16.74
"Currency","1997/05/13",16.74
"Currency","1997/05/12",16.74
"Currency","1997/05/09",16.74
"Currency","1997/05/08",16.74
"Currency","1997/05/07",16.74
"Currency","1997/05/06",16.74
"Currency","1997/05/05",16.74
"Currency","1997/05/02",16.74
"Currency","1997/05/01",16.74
"Currency","1997/04/30",16.74
"Currency","1997/04/29",16.74
"Currency","1997/04/28",16.74
"Currency","1997/04/25",16.74
"Currency","1997/04/24",16.74
"Currency","1997/04/23",16.74
"Currency","1997/04/22",16.74
"Currency","1997/04/21",16.74
"Currency","1997/04/18",16.74
"Currency","1997/04/17",16.74
"Currency","1997/04/16",16.74
"Currency","1997/04/15",16.74
"Currency","1997/04/14",16.74
"Currency","1997/04/11",16.74
"Currency","1997/04/10",16.74
"Currency","1997/04/09",16.74
"Currency","1997/04/08",16.74
"Currency","1997/04/07",16.74
"Currency","1997/04/04",16.74
"Currency","1997/04/03",16.74
"Currency","1997/04/02",16.74
"Currency","1997/04/01",16.74
"Currency","1997/03/31",16.74
"Currency","1997/03/28",16.74
"Currency","1997/03/27",16.74
"Currency","1997/03/26",16.26
"Currency","1997/03/25",16.26
"Currency","1997/03/24",16.26
"Currency","1997/03/21",16.26
"Currency","1997/03/20",16.26
"Currency","1997/03/19",16.26
"Currency","1997/03/18",16.26
"Currency","1997/03/17",16.26
"Currency","1997/03/14",16.26
