"Indicator","Time","Value (USD/HTG)"
"Currency","2012/11/01",42.15
"Currency","2012/10/31",42.15
"Currency","2012/10/30",42.15
"Currency","2012/10/29",42.15
"Currency","2012/10/26",42.15
"Currency","2012/10/25",42.15
"Currency","2012/10/24",42.15
"Currency","2012/10/23",42.15
"Currency","2012/10/22",42.15
"Currency","2012/10/19",42.15
"Currency","2012/10/18",42.15
"Currency","2012/10/17",42.15
"Currency","2012/10/16",42.15
"Currency","2012/10/15",42.15
"Currency","2012/10/12",42.15
"Currency","2012/10/11",42.15
"Currency","2012/10/10",42.15
"Currency","2012/10/09",42.15
"Currency","2012/10/08",42.15
"Currency","2012/10/05",42.15
"Currency","2012/10/04",42.15
"Currency","2012/10/03",42.15
"Currency","2012/10/02",42.15
"Currency","2012/10/01",42.15
"Currency","2012/09/28",42.15
"Currency","2012/09/27",42.15
"Currency","2012/09/26",42.15
"Currency","2012/09/25",42.15
"Currency","2012/09/24",42.15
"Currency","2012/09/21",42.15
"Currency","2012/09/20",42.15
"Currency","2012/09/19",42.15
"Currency","2012/09/18",42.15
"Currency","2012/09/17",42.15
"Currency","2012/09/14",42.05
"Currency","2012/09/13",42.05
"Currency","2012/09/12",42.05
"Currency","2012/09/11",42.05
"Currency","2012/09/10",42.05
"Currency","2012/09/07",42.05
"Currency","2012/09/06",42.05
"Currency","2012/09/05",42.05
"Currency","2012/09/04",42.05
"Currency","2012/09/03",42.05
"Currency","2012/08/31",42.05
"Currency","2012/08/30",42.05
"Currency","2012/08/29",42.05
"Currency","2012/08/28",42.05
"Currency","2012/08/27",42.05
"Currency","2012/08/24",42.05
"Currency","2012/08/23",42.05
"Currency","2012/08/22",42.05
"Currency","2012/08/21",42.05
"Currency","2012/08/20",42.05
"Currency","2012/08/17",42.05
"Currency","2012/08/16",42.05
"Currency","2012/08/15",42.05
"Currency","2012/08/14",42.05
"Currency","2012/08/13",42.05
"Currency","2012/08/10",42.05
"Currency","2012/08/09",42.05
"Currency","2012/08/08",42.05
"Currency","2012/08/07",42.05
"Currency","2012/08/06",42.05
"Currency","2012/08/03",42.05
"Currency","2012/08/02",42.05
"Currency","2012/08/01",42.05
"Currency","2012/07/31",42.05
"Currency","2012/07/30",42.05
"Currency","2012/07/27",42.05
"Currency","2012/07/26",42.05
"Currency","2012/07/25",42.05
"Currency","2012/07/24",42.05
"Currency","2012/07/23",42.05
"Currency","2012/07/20",42.05
"Currency","2012/07/19",42.05
"Currency","2012/07/18",42.05
"Currency","2012/07/17",42.05
"Currency","2012/07/16",42.05
"Currency","2012/07/13",42.05
"Currency","2012/07/12",42.05
"Currency","2012/07/11",42.05
"Currency","2012/07/10",42.05
"Currency","2012/07/09",42.05
"Currency","2012/07/06",42.05
"Currency","2012/07/05",42.05
"Currency","2012/07/04",42.05
"Currency","2012/07/03",42.05
"Currency","2012/07/02",42.05
"Currency","2012/06/29",42.05
"Currency","2012/06/28",42.05
"Currency","2012/06/27",42.05
"Currency","2012/06/26",42.05
"Currency","2012/06/25",42.05
"Currency","2012/06/22",42.05
"Currency","2012/06/21",42.05
"Currency","2012/06/20",41.97
"Currency","2012/06/19",41.97
"Currency","2012/06/18",41.97
"Currency","2012/06/15",41.97
"Currency","2012/06/14",41.97
"Currency","2012/06/13",41.97
"Currency","2012/06/12",41.97
"Currency","2012/06/11",41.97
"Currency","2012/06/08",41.97
"Currency","2012/06/07",41.97
"Currency","2012/06/06",41.97
"Currency","2012/06/05",41.97
"Currency","2012/06/04",41.97
"Currency","2012/06/01",41.97
"Currency","2012/05/31",41.97
"Currency","2012/05/30",41.97
"Currency","2012/05/29",41.97
"Currency","2012/05/28",41.97
"Currency","2012/05/25",41.97
"Currency","2012/05/24",41.97
"Currency","2012/05/23",41.97
"Currency","2012/05/22",41.97
"Currency","2012/05/21",41.97
"Currency","2012/05/18",41.97
"Currency","2012/05/17",41.97
"Currency","2012/05/16",41.97
"Currency","2012/05/15",41.85
"Currency","2012/05/14",41.85
"Currency","2012/05/11",41.85
"Currency","2012/05/10",41.85
"Currency","2012/05/09",41.85
"Currency","2012/05/08",41.85
"Currency","2012/05/07",41.85
"Currency","2012/05/04",41.85
"Currency","2012/05/03",41.85
"Currency","2012/05/02",41.85
"Currency","2012/05/01",41.85
"Currency","2012/04/30",41.85
"Currency","2012/04/27",41.75
"Currency","2012/04/26",41.75
"Currency","2012/04/25",41.75
"Currency","2012/04/24",41.75
"Currency","2012/04/23",41.50
"Currency","2012/04/20",41.50
"Currency","2012/04/19",41.00
"Currency","2012/04/18",41.00
"Currency","2012/04/17",41.00
"Currency","2012/04/16",41.00
"Currency","2012/04/13",41.00
"Currency","2012/04/12",41.00
"Currency","2012/04/11",41.00
"Currency","2012/04/10",41.00
"Currency","2012/04/09",41.35
"Currency","2012/04/06",41.35
"Currency","2012/04/05",41.35
"Currency","2012/04/04",41.35
"Currency","2012/04/03",41.35
"Currency","2012/04/02",41.35
"Currency","2012/03/30",41.00
"Currency","2012/03/29",41.00
"Currency","2012/03/28",41.00
"Currency","2012/03/27",41.00
"Currency","2012/03/26",41.00
"Currency","2012/03/23",41.00
"Currency","2012/03/22",41.00
"Currency","2012/03/21",41.00
"Currency","2012/03/20",41.00
"Currency","2012/03/19",41.00
"Currency","2012/03/16",41.00
"Currency","2012/03/15",41.00
"Currency","2012/03/14",41.00
"Currency","2012/03/13",41.00
"Currency","2012/03/12",41.00
"Currency","2012/03/09",41.00
"Currency","2012/03/08",41.00
"Currency","2012/03/07",41.00
"Currency","2012/03/06",41.00
"Currency","2012/03/05",41.00
"Currency","2012/03/02",41.00
"Currency","2012/03/01",41.00
"Currency","2012/02/29",41.00
"Currency","2012/02/28",40.35
"Currency","2012/02/27",40.35
"Currency","2012/02/24",40.35
"Currency","2012/02/23",40.35
"Currency","2012/02/22",40.35
"Currency","2012/02/21",40.35
"Currency","2012/02/20",40.35
"Currency","2012/02/17",40.35
"Currency","2012/02/16",40.35
"Currency","2012/02/15",40.35
"Currency","2012/02/14",40.35
"Currency","2012/02/13",40.35
"Currency","2012/02/10",40.35
"Currency","2012/02/09",40.35
"Currency","2012/02/08",40.35
"Currency","2012/02/07",40.35
"Currency","2012/02/06",40.35
"Currency","2012/02/03",40.35
"Currency","2012/02/02",40.35
"Currency","2012/02/01",40.35
"Currency","2012/01/31",40.35
"Currency","2012/01/30",40.35
"Currency","2012/01/27",40.35
"Currency","2012/01/26",40.35
"Currency","2012/01/25",40.35
"Currency","2012/01/24",40.35
"Currency","2012/01/23",40.35
"Currency","2012/01/20",40.35
"Currency","2012/01/19",40.35
"Currency","2012/01/18",40.35
"Currency","2012/01/17",40.35
"Currency","2012/01/16",40.35
"Currency","2012/01/13",40.35
"Currency","2012/01/12",40.35
"Currency","2012/01/11",40.35
"Currency","2012/01/10",40.35
"Currency","2012/01/09",40.35
"Currency","2012/01/06",40.35
"Currency","2012/01/05",40.35
"Currency","2012/01/04",40.35
"Currency","2012/01/03",40.35
"Currency","2012/01/02",40.35
"Currency","2011/12/30",40.35
"Currency","2011/12/29",40.35
"Currency","2011/12/28",40.35
"Currency","2011/12/27",40.35
"Currency","2011/12/26",40.35
"Currency","2011/12/23",40.35
"Currency","2011/12/22",40.35
"Currency","2011/12/21",40.35
"Currency","2011/12/20",40.35
"Currency","2011/12/19",40.35
"Currency","2011/12/16",40.35
"Currency","2011/12/15",40.35
"Currency","2011/12/14",40.35
"Currency","2011/12/13",40.35
"Currency","2011/12/12",40.35
"Currency","2011/12/09",40.35
"Currency","2011/12/08",40.35
"Currency","2011/12/07",40.35
"Currency","2011/12/06",40.35
"Currency","2011/12/05",40.35
"Currency","2011/12/02",40.35
"Currency","2011/12/01",40.35
"Currency","2011/11/30",40.35
"Currency","2011/11/29",40.35
"Currency","2011/11/28",40.35
"Currency","2011/11/25",40.35
"Currency","2011/11/24",40.35
"Currency","2011/11/23",40.35
"Currency","2011/11/22",40.35
"Currency","2011/11/21",40.35
"Currency","2011/11/18",40.35
"Currency","2011/11/17",40.35
"Currency","2011/11/16",40.35
"Currency","2011/11/15",40.35
"Currency","2011/11/14",40.35
"Currency","2011/11/11",40.35
"Currency","2011/11/10",40.35
"Currency","2011/11/09",40.35
"Currency","2011/11/08",40.35
"Currency","2011/11/07",40.35
"Currency","2011/11/04",40.35
"Currency","2011/11/03",40.35
"Currency","2011/11/02",40.35
"Currency","2011/11/01",40.35
"Currency","2011/10/31",40.35
"Currency","2011/10/28",40.35
"Currency","2011/10/27",40.35
"Currency","2011/10/26",40.35
"Currency","2011/10/25",40.35
"Currency","2011/10/24",40.35
"Currency","2011/10/21",40.35
"Currency","2011/10/20",40.35
"Currency","2011/10/19",40.35
"Currency","2011/10/18",40.35
"Currency","2011/10/17",40.35
"Currency","2011/10/14",40.35
"Currency","2011/10/13",40.35
"Currency","2011/10/12",40.35
"Currency","2011/10/11",40.35
"Currency","2011/10/10",40.35
"Currency","2011/10/07",40.35
"Currency","2011/10/06",40.35
"Currency","2011/10/05",40.35
"Currency","2011/10/04",40.35
"Currency","2011/10/03",40.35
"Currency","2011/09/30",40.35
"Currency","2011/09/29",40.35
"Currency","2011/09/28",40.35
"Currency","2011/09/27",40.35
"Currency","2011/09/26",40.35
"Currency","2011/09/23",40.35
"Currency","2011/09/22",40.35
"Currency","2011/09/21",40.35
"Currency","2011/09/20",40.35
"Currency","2011/09/19",40.35
"Currency","2011/09/16",40.35
"Currency","2011/09/15",40.35
"Currency","2011/09/14",40.35
"Currency","2011/09/13",40.35
"Currency","2011/09/12",40.35
"Currency","2011/09/09",40.35
"Currency","2011/09/08",40.35
"Currency","2011/09/07",40.35
"Currency","2011/09/06",40.35
"Currency","2011/09/05",40.35
"Currency","2011/09/02",40.35
"Currency","2011/09/01",40.35
"Currency","2011/08/31",40.35
"Currency","2011/08/30",40.35
"Currency","2011/08/29",40.35
"Currency","2011/08/26",40.35
"Currency","2011/08/25",40.35
"Currency","2011/08/24",40.35
"Currency","2011/08/23",40.35
"Currency","2011/08/22",40.35
"Currency","2011/08/19",40.35
"Currency","2011/08/18",40.35
"Currency","2011/08/17",40.35
"Currency","2011/08/16",40.35
"Currency","2011/08/15",40.35
"Currency","2011/08/12",40.35
"Currency","2011/08/11",40.35
"Currency","2011/08/10",40.35
"Currency","2011/08/09",40.35
"Currency","2011/08/08",40.35
"Currency","2011/08/05",40.35
"Currency","2011/08/04",40.35
"Currency","2011/08/03",40.35
"Currency","2011/08/02",40.35
"Currency","2011/08/01",40.35
"Currency","2011/07/29",40.35
"Currency","2011/07/28",40.35
"Currency","2011/07/27",40.35
"Currency","2011/07/26",40.35
"Currency","2011/07/25",40.35
"Currency","2011/07/22",40.35
"Currency","2011/07/21",40.35
"Currency","2011/07/20",40.35
"Currency","2011/07/19",40.35
"Currency","2011/07/18",40.35
"Currency","2011/07/15",40.35
"Currency","2011/07/14",40.35
"Currency","2011/07/13",40.35
"Currency","2011/07/12",40.35
"Currency","2011/07/11",40.35
"Currency","2011/07/08",40.35
"Currency","2011/07/07",40.35
"Currency","2011/07/06",40.35
"Currency","2011/07/05",40.35
"Currency","2011/07/04",40.35
"Currency","2011/07/01",40.35
"Currency","2011/06/30",40.35
"Currency","2011/06/29",40.35
"Currency","2011/06/28",40.35
"Currency","2011/06/27",40.35
"Currency","2011/06/24",40.35
"Currency","2011/06/23",40.35
"Currency","2011/06/22",40.35
"Currency","2011/06/21",40.35
"Currency","2011/06/20",40.35
"Currency","2011/06/17",40.35
"Currency","2011/06/16",40.35
"Currency","2011/06/15",40.35
"Currency","2011/06/14",40.35
"Currency","2011/06/13",40.35
"Currency","2011/06/10",40.35
"Currency","2011/06/09",40.35
"Currency","2011/06/08",40.35
"Currency","2011/06/07",40.35
"Currency","2011/06/06",40.35
"Currency","2011/06/03",40.35
"Currency","2011/06/02",40.35
"Currency","2011/06/01",40.35
"Currency","2011/05/31",40.35
"Currency","2011/05/30",40.35
"Currency","2011/05/27",40.35
"Currency","2011/05/26",40.35
"Currency","2011/05/25",40.35
"Currency","2011/05/24",40.35
"Currency","2011/05/23",40.35
"Currency","2011/05/20",40.35
"Currency","2011/05/19",40.35
"Currency","2011/05/18",40.35
"Currency","2011/05/17",40.35
"Currency","2011/05/16",40.35
"Currency","2011/05/13",40.35
"Currency","2011/05/12",40.35
"Currency","2011/05/11",40.35
"Currency","2011/05/10",40.35
"Currency","2011/05/09",40.35
"Currency","2011/05/06",40.35
"Currency","2011/05/05",40.35
"Currency","2011/05/04",40.35
"Currency","2011/05/03",40.35
"Currency","2011/05/02",40.35
"Currency","2011/04/29",40.35
"Currency","2011/04/28",40.35
"Currency","2011/04/27",40.35
"Currency","2011/04/26",40.35
"Currency","2011/04/25",40.35
"Currency","2011/04/22",40.35
"Currency","2011/04/21",40.35
"Currency","2011/04/20",40.35
"Currency","2011/04/19",40.35
"Currency","2011/04/18",40.35
"Currency","2011/04/15",40.35
"Currency","2011/04/14",40.35
"Currency","2011/04/13",40.35
"Currency","2011/04/12",40.35
"Currency","2011/04/11",40.35
"Currency","2011/04/08",40.35
"Currency","2011/04/07",40.35
"Currency","2011/04/06",40.35
"Currency","2011/04/05",40.35
"Currency","2011/04/04",40.35
"Currency","2011/04/01",40.35
"Currency","2011/03/31",40.35
"Currency","2011/03/30",40.35
"Currency","2011/03/29",40.35
"Currency","2011/03/28",40.35
"Currency","2011/03/25",40.35
"Currency","2011/03/24",40.35
"Currency","2011/03/23",40.35
"Currency","2011/03/22",40.35
"Currency","2011/03/21",40.35
"Currency","2011/03/18",40.35
"Currency","2011/03/17",40.35
"Currency","2011/03/16",40.35
"Currency","2011/03/15",40.35
"Currency","2011/03/14",40.35
"Currency","2011/03/11",40.35
"Currency","2011/03/10",40.35
"Currency","2011/03/09",40.35
"Currency","2011/03/08",40.35
"Currency","2011/03/07",40.35
"Currency","2011/03/04",40.35
"Currency","2011/03/03",40.35
"Currency","2011/03/02",40.35
"Currency","2011/03/01",40.35
"Currency","2011/02/28",40.35
"Currency","2011/02/25",40.35
"Currency","2011/02/24",40.35
"Currency","2011/02/23",40.35
"Currency","2011/02/22",40.35
"Currency","2011/02/21",40.35
"Currency","2011/02/18",40.35
"Currency","2011/02/17",40.35
"Currency","2011/02/16",40.35
"Currency","2011/02/15",40.35
"Currency","2011/02/14",40.35
"Currency","2011/02/11",40.35
"Currency","2011/02/10",40.35
"Currency","2011/02/09",40.35
"Currency","2011/02/08",40.35
"Currency","2011/02/07",40.35
"Currency","2011/02/04",40.35
"Currency","2011/02/03",40.35
"Currency","2011/02/02",40.35
"Currency","2011/02/01",40.35
"Currency","2011/01/31",40.35
"Currency","2011/01/28",40.35
"Currency","2011/01/27",40.35
"Currency","2011/01/26",40.35
"Currency","2011/01/25",39.75
"Currency","2011/01/24",39.75
"Currency","2011/01/21",39.75
"Currency","2011/01/20",39.75
"Currency","2011/01/19",39.75
"Currency","2011/01/18",39.75
"Currency","2011/01/17",39.75
"Currency","2011/01/14",39.75
"Currency","2011/01/13",39.75
"Currency","2011/01/12",39.75
"Currency","2011/01/11",39.75
"Currency","2011/01/10",39.75
"Currency","2011/01/07",39.75
"Currency","2011/01/06",39.75
"Currency","2011/01/05",39.75
"Currency","2011/01/04",39.75
"Currency","2011/01/03",39.75
"Currency","2010/12/31",39.75
"Currency","2010/12/30",39.75
"Currency","2010/12/29",39.75
"Currency","2010/12/28",39.75
"Currency","2010/12/27",39.75
"Currency","2010/12/24",39.75
"Currency","2010/12/23",39.75
"Currency","2010/12/22",39.75
"Currency","2010/12/21",39.75
"Currency","2010/12/20",39.75
"Currency","2010/12/17",39.75
"Currency","2010/12/16",39.75
"Currency","2010/12/15",39.75
"Currency","2010/12/14",39.75
"Currency","2010/12/13",39.75
"Currency","2010/12/10",39.75
"Currency","2010/12/09",39.75
"Currency","2010/12/08",39.75
"Currency","2010/12/07",40.10
"Currency","2010/12/06",40.10
"Currency","2010/12/03",40.10
"Currency","2010/12/02",40.10
"Currency","2010/12/01",40.10
"Currency","2010/11/30",40.10
"Currency","2010/11/29",39.75
"Currency","2010/11/26",39.75
"Currency","2010/11/25",39.75
"Currency","2010/11/24",39.75
"Currency","2010/11/23",39.75
"Currency","2010/11/22",39.75
"Currency","2010/11/19",39.75
"Currency","2010/11/18",39.75
"Currency","2010/11/17",39.75
"Currency","2010/11/16",39.75
"Currency","2010/11/15",39.75
"Currency","2010/11/12",39.75
"Currency","2010/11/11",39.75
"Currency","2010/11/10",39.75
"Currency","2010/11/09",39.75
"Currency","2010/11/08",39.75
"Currency","2010/11/05",39.75
"Currency","2010/11/04",39.75
"Currency","2010/11/03",39.75
"Currency","2010/11/02",39.75
"Currency","2010/11/01",39.75
"Currency","2010/10/29",39.75
"Currency","2010/10/28",39.75
"Currency","2010/10/27",39.75
"Currency","2010/10/26",39.75
"Currency","2010/10/25",39.75
"Currency","2010/10/22",39.75
"Currency","2010/10/21",39.75
"Currency","2010/10/20",39.75
"Currency","2010/10/19",39.75
"Currency","2010/10/18",39.75
"Currency","2010/10/15",39.75
"Currency","2010/10/14",39.75
"Currency","2010/10/13",39.75
"Currency","2010/10/12",39.75
"Currency","2010/10/11",39.75
"Currency","2010/10/08",39.75
"Currency","2010/10/07",39.75
"Currency","2010/10/06",39.75
"Currency","2010/10/05",39.75
"Currency","2010/10/04",39.75
"Currency","2010/10/01",39.75
"Currency","2010/09/30",39.75
"Currency","2010/09/29",39.75
"Currency","2010/09/28",39.75
"Currency","2010/09/27",39.75
"Currency","2010/09/24",39.75
"Currency","2010/09/23",39.75
"Currency","2010/09/22",39.75
"Currency","2010/09/21",39.75
"Currency","2010/09/20",39.75
"Currency","2010/09/17",39.75
"Currency","2010/09/16",39.75
"Currency","2010/09/15",39.75
"Currency","2010/09/14",39.75
"Currency","2010/09/13",39.75
"Currency","2010/09/10",39.75
"Currency","2010/09/09",39.75
"Currency","2010/09/08",39.75
"Currency","2010/09/07",39.75
"Currency","2010/09/06",39.75
"Currency","2010/09/03",39.75
"Currency","2010/09/02",39.75
"Currency","2010/09/01",39.75
"Currency","2010/08/31",39.75
"Currency","2010/08/30",39.75
"Currency","2010/08/27",39.75
"Currency","2010/08/26",39.75
"Currency","2010/08/25",39.75
"Currency","2010/08/24",39.75
"Currency","2010/08/23",39.75
"Currency","2010/08/20",39.75
"Currency","2010/08/19",39.75
"Currency","2010/08/18",39.75
"Currency","2010/08/17",39.75
"Currency","2010/08/16",39.75
"Currency","2010/08/13",39.75
"Currency","2010/08/12",39.75
"Currency","2010/08/11",39.75
"Currency","2010/08/10",39.75
"Currency","2010/08/09",39.75
"Currency","2010/08/06",39.75
"Currency","2010/08/05",39.75
"Currency","2010/08/04",39.75
"Currency","2010/08/03",39.75
"Currency","2010/08/02",39.75
"Currency","2010/07/30",39.75
"Currency","2010/07/29",39.75
"Currency","2010/07/28",39.75
"Currency","2010/07/27",39.75
"Currency","2010/07/26",39.75
"Currency","2010/07/23",39.75
"Currency","2010/07/22",39.75
"Currency","2010/07/21",39.75
"Currency","2010/07/20",39.75
"Currency","2010/07/19",39.75
"Currency","2010/07/16",39.75
"Currency","2010/07/15",39.75
"Currency","2010/07/14",39.75
"Currency","2010/07/13",39.75
"Currency","2010/07/12",39.75
"Currency","2010/07/09",39.75
"Currency","2010/07/08",39.75
"Currency","2010/07/07",39.75
"Currency","2010/07/06",39.75
"Currency","2010/07/05",39.75
"Currency","2010/07/02",39.75
"Currency","2010/07/01",39.75
"Currency","2010/06/30",39.75
"Currency","2010/06/29",39.75
"Currency","2010/06/28",39.75
"Currency","2010/06/25",39.75
"Currency","2010/06/24",39.75
"Currency","2010/06/23",39.75
"Currency","2010/06/22",39.75
"Currency","2010/06/21",39.75
"Currency","2010/06/18",39.75
"Currency","2010/06/17",39.75
"Currency","2010/06/16",39.75
"Currency","2010/06/15",39.75
"Currency","2010/06/14",39.75
"Currency","2010/06/11",39.75
"Currency","2010/06/10",39.75
"Currency","2010/06/09",39.75
"Currency","2010/06/08",39.75
"Currency","2010/06/07",39.75
"Currency","2010/06/04",39.75
"Currency","2010/06/03",39.75
"Currency","2010/06/02",39.75
"Currency","2010/06/01",39.75
"Currency","2010/05/31",39.75
"Currency","2010/05/28",39.75
"Currency","2010/05/27",39.75
"Currency","2010/05/26",39.75
"Currency","2010/05/25",39.75
"Currency","2010/05/24",39.75
"Currency","2010/05/21",39.75
"Currency","2010/05/20",39.75
"Currency","2010/05/19",39.75
"Currency","2010/05/18",39.75
"Currency","2010/05/17",39.75
"Currency","2010/05/14",39.75
"Currency","2010/05/13",39.75
"Currency","2010/05/12",39.75
"Currency","2010/05/11",39.75
"Currency","2010/05/10",39.75
"Currency","2010/05/07",39.75
"Currency","2010/05/06",39.75
"Currency","2010/05/05",39.75
"Currency","2010/05/04",39.75
"Currency","2010/05/03",39.75
"Currency","2010/04/30",39.75
"Currency","2010/04/29",39.75
"Currency","2010/04/28",39.75
"Currency","2010/04/27",39.75
"Currency","2010/04/26",39.75
"Currency","2010/04/23",39.75
"Currency","2010/04/22",39.75
"Currency","2010/04/21",39.75
"Currency","2010/04/20",39.75
"Currency","2010/04/19",39.75
"Currency","2010/04/16",39.75
"Currency","2010/04/15",39.75
"Currency","2010/04/14",39.75
"Currency","2010/04/13",39.75
"Currency","2010/04/12",39.75
"Currency","2010/04/09",39.75
"Currency","2010/04/08",39.75
"Currency","2010/04/07",39.75
"Currency","2010/04/06",39.75
"Currency","2010/04/05",39.75
"Currency","2010/04/02",39.75
"Currency","2010/04/01",39.75
"Currency","2010/03/31",39.75
"Currency","2010/03/30",39.75
"Currency","2010/03/29",39.75
"Currency","2010/03/26",39.75
"Currency","2010/03/25",39.75
"Currency","2010/03/24",39.75
"Currency","2010/03/23",39.75
"Currency","2010/03/22",39.75
"Currency","2010/03/19",39.75
"Currency","2010/03/18",39.75
"Currency","2010/03/17",39.75
"Currency","2010/03/16",39.75
"Currency","2010/03/15",39.75
"Currency","2010/03/12",39.75
"Currency","2010/03/11",39.75
"Currency","2010/03/10",39.75
"Currency","2010/03/09",39.75
"Currency","2010/03/08",39.75
"Currency","2010/03/05",39.75
"Currency","2010/03/04",39.75
"Currency","2010/03/03",39.75
"Currency","2010/03/02",39.75
"Currency","2010/03/01",39.75
"Currency","2010/02/26",39.75
"Currency","2010/02/25",39.75
"Currency","2010/02/24",39.75
"Currency","2010/02/23",39.75
"Currency","2010/02/22",39.75
"Currency","2010/02/19",39.75
"Currency","2010/02/18",39.75
"Currency","2010/02/17",39.75
"Currency","2010/02/16",39.75
"Currency","2010/02/15",39.75
"Currency","2010/02/12",39.75
"Currency","2010/02/11",39.75
"Currency","2010/02/10",39.75
"Currency","2010/02/09",39.75
"Currency","2010/02/08",39.75
"Currency","2010/02/05",39.75
"Currency","2010/02/04",39.75
"Currency","2010/02/03",39.75
"Currency","2010/02/02",39.75
"Currency","2010/02/01",39.75
"Currency","2010/01/29",39.75
"Currency","2010/01/28",39.75
"Currency","2010/01/27",39.75
"Currency","2010/01/26",39.75
"Currency","2010/01/25",39.75
"Currency","2010/01/22",39.75
"Currency","2010/01/21",39.75
"Currency","2010/01/20",39.75
"Currency","2010/01/19",39.75
"Currency","2010/01/18",39.75
"Currency","2010/01/15",39.75
"Currency","2010/01/14",39.75
"Currency","2010/01/13",39.75
"Currency","2010/01/12",39.75
"Currency","2010/01/11",39.75
"Currency","2010/01/08",39.75
"Currency","2010/01/07",39.75
"Currency","2010/01/06",39.75
"Currency","2010/01/05",39.75
"Currency","2010/01/04",39.75
"Currency","2010/01/01",39.75
"Currency","2009/12/31",39.75
"Currency","2009/12/30",39.75
"Currency","2009/12/29",39.75
"Currency","2009/12/28",39.75
"Currency","2009/12/25",39.75
"Currency","2009/12/24",39.75
"Currency","2009/12/23",39.75
"Currency","2009/12/22",39.75
"Currency","2009/12/21",39.75
"Currency","2009/12/18",39.75
"Currency","2009/12/17",39.75
"Currency","2009/12/16",39.75
"Currency","2009/12/15",39.75
"Currency","2009/12/14",39.75
"Currency","2009/12/11",39.75
"Currency","2009/12/10",39.75
"Currency","2009/12/09",39.75
"Currency","2009/12/08",39.75
"Currency","2009/12/07",39.75
"Currency","2009/12/04",39.75
"Currency","2009/12/03",39.75
"Currency","2009/12/02",39.75
"Currency","2009/12/01",39.75
"Currency","2009/11/30",39.75
"Currency","2009/11/27",39.75
"Currency","2009/11/26",39.75
"Currency","2009/11/25",39.75
"Currency","2009/11/24",39.75
"Currency","2009/11/23",39.75
"Currency","2009/11/20",39.75
"Currency","2009/11/19",39.75
"Currency","2009/11/18",39.75
"Currency","2009/11/17",39.75
"Currency","2009/11/16",39.75
"Currency","2009/11/13",39.75
"Currency","2009/11/12",39.75
"Currency","2009/11/11",39.75
"Currency","2009/11/10",39.75
"Currency","2009/11/09",39.75
"Currency","2009/11/06",39.75
"Currency","2009/11/05",39.75
"Currency","2009/11/04",39.75
"Currency","2009/11/03",39.75
"Currency","2009/11/02",39.75
"Currency","2009/10/30",39.75
"Currency","2009/10/29",39.75
"Currency","2009/10/28",39.75
"Currency","2009/10/27",39.75
"Currency","2009/10/26",39.75
"Currency","2009/10/23",39.75
"Currency","2009/10/22",39.75
"Currency","2009/10/21",39.75
"Currency","2009/10/20",39.75
"Currency","2009/10/19",39.75
"Currency","2009/10/16",39.75
"Currency","2009/10/15",39.75
"Currency","2009/10/14",39.75
"Currency","2009/10/13",39.75
"Currency","2009/10/12",39.75
"Currency","2009/10/09",39.75
"Currency","2009/10/08",39.75
"Currency","2009/10/07",39.75
"Currency","2009/10/06",39.75
"Currency","2009/10/05",39.75
"Currency","2009/10/02",39.75
"Currency","2009/10/01",39.75
"Currency","2009/09/30",39.75
"Currency","2009/09/29",39.75
"Currency","2009/09/28",39.75
"Currency","2009/09/25",39.75
"Currency","2009/09/24",39.75
"Currency","2009/09/23",39.75
"Currency","2009/09/22",39.75
"Currency","2009/09/21",39.75
"Currency","2009/09/18",39.75
"Currency","2009/09/17",39.75
"Currency","2009/09/16",39.75
"Currency","2009/09/15",39.75
"Currency","2009/09/14",39.75
"Currency","2009/09/11",39.75
"Currency","2009/09/10",39.75
"Currency","2009/09/09",39.75
"Currency","2009/09/08",39.75
"Currency","2009/09/07",39.75
"Currency","2009/09/04",39.75
"Currency","2009/09/03",39.75
"Currency","2009/09/02",39.75
"Currency","2009/09/01",39.75
"Currency","2009/08/31",39.75
"Currency","2009/08/28",39.75
"Currency","2009/08/27",39.75
"Currency","2009/08/26",39.75
"Currency","2009/08/25",39.75
"Currency","2009/08/24",39.75
"Currency","2009/08/21",39.75
"Currency","2009/08/20",39.75
"Currency","2009/08/19",39.75
"Currency","2009/08/18",39.75
"Currency","2009/08/17",39.75
"Currency","2009/08/14",39.75
"Currency","2009/08/13",39.75
"Currency","2009/08/12",39.75
"Currency","2009/08/11",39.75
"Currency","2009/08/10",39.75
"Currency","2009/08/07",39.75
"Currency","2009/08/06",39.75
"Currency","2009/08/05",39.75
"Currency","2009/08/04",39.75
"Currency","2009/08/03",39.75
"Currency","2009/07/31",39.75
"Currency","2009/07/30",39.75
"Currency","2009/07/29",39.75
"Currency","2009/07/28",39.75
"Currency","2009/07/27",39.75
"Currency","2009/07/24",39.75
"Currency","2009/07/23",39.75
"Currency","2009/07/22",39.75
"Currency","2009/07/21",39.75
"Currency","2009/07/20",39.75
"Currency","2009/07/17",39.75
"Currency","2009/07/16",39.75
"Currency","2009/07/15",39.75
"Currency","2009/07/14",39.75
"Currency","2009/07/13",39.75
"Currency","2009/07/10",39.75
"Currency","2009/07/09",39.75
"Currency","2009/07/08",39.75
"Currency","2009/07/07",39.75
"Currency","2009/07/06",39.75
"Currency","2009/07/03",39.75
"Currency","2009/07/02",39.75
"Currency","2009/07/01",39.75
"Currency","2009/06/30",39.75
