"Indicator","Time","Value (USD/BOB)"
"Currency","2015/03/30",6.72
"Currency","2015/03/27",6.73
"Currency","2015/03/26",6.73
"Currency","2015/03/25",6.72
"Currency","2015/03/24",6.72
"Currency","2015/03/23",6.71
"Currency","2015/03/20",6.73
"Currency","2015/03/19",6.71
"Currency","2015/03/18",6.71
"Currency","2015/03/17",6.72
"Currency","2015/03/16",6.72
"Currency","2015/03/13",6.72
"Currency","2015/03/12",6.72
"Currency","2015/03/11",6.72
"Currency","2015/03/10",6.72
"Currency","2015/03/09",6.72
"Currency","2015/03/06",6.73
"Currency","2015/03/05",6.73
"Currency","2015/03/04",6.73
"Currency","2015/03/03",6.73
"Currency","2015/03/02",6.73
"Currency","2015/02/27",6.74
"Currency","2015/02/26",6.73
"Currency","2015/02/25",6.73
"Currency","2015/02/24",6.73
"Currency","2015/02/23",6.72
"Currency","2015/02/20",6.74
"Currency","2015/02/19",6.73
"Currency","2015/02/18",6.74
"Currency","2015/02/17",6.73
"Currency","2015/02/16",6.74
"Currency","2015/02/13",6.72
"Currency","2015/02/12",6.73
"Currency","2015/02/11",6.73
"Currency","2015/02/10",6.73
"Currency","2015/02/09",6.73
"Currency","2015/02/06",6.73
"Currency","2015/02/05",6.76
"Currency","2015/02/04",6.73
"Currency","2015/02/03",6.74
"Currency","2015/02/02",6.76
"Currency","2015/01/30",6.73
"Currency","2015/01/29",6.73
"Currency","2015/01/28",6.73
"Currency","2015/01/27",6.73
"Currency","2015/01/26",6.71
"Currency","2015/01/23",6.74
"Currency","2015/01/22",6.74
"Currency","2015/01/21",6.73
"Currency","2015/01/20",6.73
"Currency","2015/01/19",6.74
"Currency","2015/01/16",6.74
"Currency","2015/01/15",6.74
"Currency","2015/01/14",6.74
"Currency","2015/01/13",6.75
"Currency","2015/01/12",6.74
"Currency","2015/01/09",6.74
"Currency","2015/01/08",6.74
"Currency","2015/01/07",6.74
"Currency","2015/01/06",6.74
"Currency","2015/01/05",6.75
"Currency","2015/01/02",6.78
"Currency","2015/01/01",6.75
"Currency","2014/12/31",6.75
"Currency","2014/12/30",6.74
"Currency","2014/12/29",6.75
"Currency","2014/12/26",6.75
"Currency","2014/12/25",6.75
"Currency","2014/12/24",6.75
"Currency","2014/12/23",6.74
"Currency","2014/12/22",6.75
"Currency","2014/12/19",6.75
"Currency","2014/12/18",6.75
"Currency","2014/12/17",6.75
"Currency","2014/12/16",6.75
"Currency","2014/12/15",6.75
"Currency","2014/12/12",6.75
"Currency","2014/12/11",6.75
"Currency","2014/12/10",6.74
"Currency","2014/12/09",6.75
"Currency","2014/12/08",6.75
"Currency","2014/12/05",6.75
"Currency","2014/12/04",6.75
"Currency","2014/12/03",6.78
"Currency","2014/12/02",6.75
"Currency","2014/12/01",6.76
"Currency","2014/11/28",6.76
"Currency","2014/11/27",6.72
"Currency","2014/11/26",6.73
"Currency","2014/11/25",6.73
"Currency","2014/11/24",6.74
"Currency","2014/11/23",6.91
"Currency","2014/11/22",6.91
"Currency","2014/11/21",6.75
"Currency","2014/11/20",6.75
"Currency","2014/11/19",6.75
"Currency","2014/11/18",6.77
"Currency","2014/11/17",6.71
"Currency","2014/11/16",6.91
"Currency","2014/11/15",6.91
"Currency","2014/11/14",6.74
"Currency","2014/11/13",6.76
"Currency","2014/11/12",6.72
"Currency","2014/11/11",6.78
"Currency","2014/11/10",6.72
"Currency","2014/11/09",6.91
"Currency","2014/11/08",6.91
"Currency","2014/11/07",6.83
"Currency","2014/11/06",6.74
"Currency","2014/11/05",6.73
"Currency","2014/11/04",6.80
"Currency","2014/11/03",6.78
"Currency","2014/11/02",6.91
"Currency","2014/11/01",6.91
"Currency","2014/10/31",6.76
"Currency","2014/10/30",6.80
"Currency","2014/10/29",6.73
"Currency","2014/10/28",6.74
"Currency","2014/10/27",6.74
"Currency","2014/10/26",6.91
"Currency","2014/10/25",6.91
"Currency","2014/10/24",6.76
"Currency","2014/10/23",6.74
"Currency","2014/10/22",6.77
"Currency","2014/10/21",6.75
"Currency","2014/10/20",6.75
"Currency","2014/10/19",6.91
"Currency","2014/10/18",6.91
"Currency","2014/10/17",6.72
"Currency","2014/10/16",6.66
"Currency","2014/10/15",6.75
"Currency","2014/10/14",6.72
"Currency","2014/10/13",6.77
"Currency","2014/10/12",6.91
"Currency","2014/10/11",6.91
"Currency","2014/10/10",6.79
"Currency","2014/10/09",6.75
"Currency","2014/10/08",6.71
"Currency","2014/10/07",6.69
"Currency","2014/10/06",6.81
"Currency","2014/10/05",6.91
"Currency","2014/10/04",6.91
"Currency","2014/10/03",6.75
"Currency","2014/10/02",6.74
"Currency","2014/10/01",6.73
"Currency","2014/09/30",6.75
"Currency","2014/09/29",6.78
"Currency","2014/09/28",6.91
"Currency","2014/09/27",6.91
"Currency","2014/09/26",6.73
"Currency","2014/09/25",6.79
"Currency","2014/09/24",6.77
"Currency","2014/09/23",6.75
"Currency","2014/09/22",6.77
"Currency","2014/09/21",6.91
"Currency","2014/09/20",6.91
"Currency","2014/09/19",6.73
"Currency","2014/09/18",6.82
"Currency","2014/09/17",6.75
"Currency","2014/09/16",6.75
"Currency","2014/09/15",6.74
"Currency","2014/09/14",6.91
"Currency","2014/09/13",6.91
"Currency","2014/09/12",6.75
"Currency","2014/09/11",6.77
"Currency","2014/09/10",6.73
"Currency","2014/09/09",6.76
"Currency","2014/09/08",6.76
"Currency","2014/09/05",6.86
"Currency","2014/09/04",6.76
"Currency","2014/09/03",6.75
"Currency","2014/09/02",6.76
"Currency","2014/09/01",6.79
"Currency","2014/08/29",6.75
"Currency","2014/08/28",6.75
"Currency","2014/08/27",6.76
"Currency","2014/08/26",6.76
"Currency","2014/08/25",6.76
"Currency","2014/08/22",6.76
"Currency","2014/08/21",6.76
"Currency","2014/08/20",6.76
"Currency","2014/08/19",6.76
"Currency","2014/08/18",6.75
"Currency","2014/08/15",6.76
"Currency","2014/08/14",6.76
"Currency","2014/08/13",6.76
"Currency","2014/08/12",6.76
"Currency","2014/08/11",6.76
"Currency","2014/08/08",6.76
"Currency","2014/08/07",6.76
"Currency","2014/08/06",6.77
"Currency","2014/08/05",6.76
"Currency","2014/08/04",6.76
"Currency","2014/08/01",6.76
"Currency","2014/07/31",6.76
"Currency","2014/07/30",6.76
"Currency","2014/07/29",6.76
"Currency","2014/07/28",6.77
"Currency","2014/07/25",6.76
"Currency","2014/07/24",6.76
"Currency","2014/07/23",6.77
"Currency","2014/07/22",6.76
"Currency","2014/07/21",6.76
"Currency","2014/07/19",6.91
"Currency","2014/07/18",6.76
"Currency","2014/07/17",6.76
"Currency","2014/07/16",6.76
"Currency","2014/07/15",6.76
"Currency","2014/07/14",6.77
"Currency","2014/07/13",6.91
"Currency","2014/07/12",6.91
"Currency","2014/07/11",6.76
"Currency","2014/07/10",6.75
"Currency","2014/07/09",6.76
"Currency","2014/07/08",6.76
"Currency","2014/07/07",6.76
"Currency","2014/07/06",6.91
"Currency","2014/07/05",6.91
"Currency","2014/07/04",6.76
"Currency","2014/07/03",6.76
"Currency","2014/07/02",6.77
"Currency","2014/07/01",6.76
"Currency","2014/06/30",6.76
"Currency","2014/06/29",6.91
"Currency","2014/06/28",6.91
"Currency","2014/06/27",6.76
"Currency","2014/06/26",6.76
"Currency","2014/06/25",6.76
"Currency","2014/06/24",6.76
"Currency","2014/06/23",6.76
"Currency","2014/06/22",6.91
"Currency","2014/06/21",6.91
"Currency","2014/06/20",6.76
"Currency","2014/06/19",6.76
"Currency","2014/06/18",6.76
"Currency","2014/06/17",6.75
"Currency","2014/06/16",6.76
"Currency","2014/06/15",6.91
"Currency","2014/06/14",6.91
"Currency","2014/06/13",6.76
"Currency","2014/06/12",6.76
"Currency","2014/06/11",6.76
"Currency","2014/06/10",6.76
"Currency","2014/06/09",6.76
"Currency","2014/06/06",6.74
"Currency","2014/06/05",6.76
"Currency","2014/06/04",6.76
"Currency","2014/06/03",6.76
"Currency","2014/06/02",6.76
"Currency","2014/05/30",6.76
"Currency","2014/05/29",6.76
"Currency","2014/05/28",6.77
"Currency","2014/05/27",6.76
"Currency","2014/05/26",6.76
"Currency","2014/05/23",6.76
"Currency","2014/05/22",6.77
"Currency","2014/05/21",6.76
"Currency","2014/05/20",6.76
"Currency","2014/05/19",6.76
"Currency","2014/05/16",6.76
"Currency","2014/05/15",6.76
"Currency","2014/05/14",6.77
"Currency","2014/05/13",6.77
"Currency","2014/05/12",6.77
"Currency","2014/05/09",6.77
"Currency","2014/05/08",6.77
"Currency","2014/05/07",6.77
"Currency","2014/05/06",6.76
"Currency","2014/05/05",6.77
"Currency","2014/05/02",6.74
"Currency","2014/05/01",6.77
"Currency","2014/04/30",6.77
"Currency","2014/04/29",6.77
"Currency","2014/04/28",6.77
"Currency","2014/04/25",6.76
"Currency","2014/04/24",6.77
"Currency","2014/04/23",6.76
"Currency","2014/04/22",6.78
"Currency","2014/04/21",6.78
"Currency","2014/04/18",6.76
"Currency","2014/04/17",6.76
"Currency","2014/04/16",6.76
"Currency","2014/04/15",6.76
"Currency","2014/04/14",6.79
"Currency","2014/04/11",6.77
"Currency","2014/04/10",6.77
"Currency","2014/04/09",6.76
"Currency","2014/04/08",6.76
"Currency","2014/04/07",6.77
"Currency","2014/04/04",6.77
"Currency","2014/04/03",6.77
"Currency","2014/04/02",6.76
"Currency","2014/04/01",6.77
"Currency","2014/03/31",6.76
"Currency","2014/03/28",6.77
"Currency","2014/03/27",6.77
"Currency","2014/03/26",6.76
"Currency","2014/03/25",6.76
"Currency","2014/03/24",6.76
"Currency","2014/03/21",6.77
"Currency","2014/03/20",6.77
"Currency","2014/03/19",6.77
"Currency","2014/03/18",6.77
"Currency","2014/03/17",6.75
"Currency","2014/03/14",6.77
"Currency","2014/03/13",6.76
"Currency","2014/03/12",6.76
"Currency","2014/03/11",6.76
"Currency","2014/03/10",6.78
"Currency","2014/03/07",6.76
"Currency","2014/03/06",6.76
"Currency","2014/03/05",6.77
"Currency","2014/03/04",6.77
"Currency","2014/03/03",6.76
"Currency","2014/02/28",6.76
"Currency","2014/02/27",6.77
"Currency","2014/02/26",6.76
"Currency","2014/02/25",6.77
"Currency","2014/02/24",6.75
"Currency","2014/02/21",6.76
"Currency","2014/02/20",6.76
"Currency","2014/02/19",6.76
"Currency","2014/02/18",6.77
"Currency","2014/02/17",6.77
"Currency","2014/02/14",6.76
"Currency","2014/02/13",6.76
"Currency","2014/02/12",6.77
"Currency","2014/02/11",6.76
"Currency","2014/02/10",6.73
"Currency","2014/02/07",6.76
"Currency","2014/02/06",6.75
"Currency","2014/02/05",6.76
"Currency","2014/02/04",6.76
"Currency","2014/02/03",6.79
"Currency","2014/01/31",6.76
"Currency","2014/01/30",6.77
"Currency","2014/01/29",6.77
"Currency","2014/01/28",6.76
"Currency","2014/01/27",6.79
"Currency","2014/01/24",6.76
"Currency","2014/01/23",6.76
"Currency","2014/01/22",6.76
"Currency","2014/01/21",6.76
"Currency","2014/01/20",6.79
"Currency","2014/01/17",6.76
"Currency","2014/01/16",6.76
"Currency","2014/01/15",6.76
"Currency","2014/01/14",6.76
"Currency","2014/01/13",6.73
"Currency","2014/01/10",6.76
"Currency","2014/01/09",6.76
"Currency","2014/01/08",6.77
"Currency","2014/01/07",6.76
"Currency","2014/01/06",6.79
"Currency","2014/01/03",6.77
"Currency","2014/01/02",6.78
"Currency","2014/01/01",6.76
"Currency","2013/12/31",6.76
"Currency","2013/12/30",6.82
"Currency","2013/12/27",6.76
"Currency","2013/12/26",6.76
"Currency","2013/12/25",6.76
"Currency","2013/12/24",6.76
"Currency","2013/12/23",6.75
"Currency","2013/12/20",6.76
"Currency","2013/12/19",6.76
"Currency","2013/12/18",6.78
"Currency","2013/12/17",6.76
"Currency","2013/12/16",6.76
"Currency","2013/12/13",6.77
"Currency","2013/12/12",6.76
"Currency","2013/12/11",6.76
"Currency","2013/12/10",6.76
"Currency","2013/12/09",6.75
"Currency","2013/12/06",6.76
"Currency","2013/12/05",6.77
"Currency","2013/12/04",6.76
"Currency","2013/12/03",6.76
"Currency","2013/12/02",6.77
"Currency","2013/11/29",6.76
"Currency","2013/11/28",6.76
"Currency","2013/11/27",6.76
"Currency","2013/11/26",6.76
"Currency","2013/11/25",6.74
"Currency","2013/11/22",6.76
"Currency","2013/11/21",6.76
"Currency","2013/11/20",6.74
"Currency","2013/11/19",6.74
"Currency","2013/11/18",6.74
"Currency","2013/11/15",6.75
"Currency","2013/11/14",6.72
"Currency","2013/11/13",6.73
"Currency","2013/11/12",6.76
"Currency","2013/11/11",6.79
"Currency","2013/11/08",6.81
"Currency","2013/11/07",6.76
"Currency","2013/11/06",6.77
"Currency","2013/11/05",6.76
"Currency","2013/11/04",6.77
"Currency","2013/11/01",6.79
"Currency","2013/10/31",6.78
"Currency","2013/10/30",6.77
"Currency","2013/10/29",6.77
"Currency","2013/10/28",6.76
"Currency","2013/10/25",6.77
"Currency","2013/10/24",6.75
"Currency","2013/10/23",6.71
"Currency","2013/10/22",6.76
"Currency","2013/10/21",6.77
"Currency","2013/10/18",6.74
"Currency","2013/10/17",6.77
"Currency","2013/10/16",6.74
"Currency","2013/10/15",6.76
"Currency","2013/10/14",6.77
"Currency","2013/10/11",6.76
"Currency","2013/10/10",6.76
"Currency","2013/10/09",6.75
"Currency","2013/10/07",6.78
"Currency","2013/10/04",6.75
"Currency","2013/10/03",6.73
"Currency","2013/10/02",6.77
"Currency","2013/10/01",6.75
"Currency","2013/09/30",6.75
"Currency","2013/09/27",6.77
"Currency","2013/09/26",6.76
"Currency","2013/09/25",6.77
"Currency","2013/09/24",6.77
"Currency","2013/09/23",6.77
"Currency","2013/09/20",6.77
"Currency","2013/09/19",6.68
"Currency","2013/09/18",6.76
"Currency","2013/09/17",6.76
"Currency","2013/09/16",6.72
"Currency","2013/09/13",6.76
"Currency","2013/09/12",6.73
"Currency","2013/09/11",6.75
"Currency","2013/09/10",6.73
"Currency","2013/09/09",6.72
"Currency","2013/09/06",6.81
"Currency","2013/09/05",6.75
"Currency","2013/09/04",6.76
"Currency","2013/09/03",6.77
"Currency","2013/09/02",6.78
"Currency","2013/08/30",6.77
"Currency","2013/08/29",6.76
"Currency","2013/08/28",6.74
"Currency","2013/08/27",6.76
"Currency","2013/08/26",6.75
"Currency","2013/08/23",6.73
"Currency","2013/08/22",6.78
"Currency","2013/08/21",6.74
"Currency","2013/08/20",6.77
"Currency","2013/08/19",6.76
"Currency","2013/08/16",6.73
"Currency","2013/08/15",6.75
"Currency","2013/08/14",6.78
"Currency","2013/08/13",6.76
"Currency","2013/08/12",6.78
"Currency","2013/08/09",6.75
"Currency","2013/08/08",6.74
"Currency","2013/08/07",6.74
"Currency","2013/08/06",6.77
"Currency","2013/08/05",6.72
"Currency","2013/08/02",6.77
"Currency","2013/08/01",6.73
"Currency","2013/07/31",6.76
"Currency","2013/07/30",6.77
"Currency","2013/07/29",6.75
"Currency","2013/07/26",6.72
"Currency","2013/07/25",6.78
"Currency","2013/07/24",6.73
"Currency","2013/07/23",6.76
"Currency","2013/07/22",6.74
"Currency","2013/07/19",6.75
"Currency","2013/07/18",6.77
"Currency","2013/07/17",6.73
"Currency","2013/07/16",6.74
"Currency","2013/07/15",6.74
"Currency","2013/07/12",6.74
"Currency","2013/07/11",6.67
"Currency","2013/07/10",6.79
"Currency","2013/07/09",6.75
"Currency","2013/07/08",6.78
"Currency","2013/07/05",6.80
"Currency","2013/07/04",6.73
"Currency","2013/07/03",6.78
"Currency","2013/07/02",6.74
"Currency","2013/07/01",6.79
"Currency","2013/06/28",6.75
"Currency","2013/06/27",6.76
"Currency","2013/06/26",6.78
"Currency","2013/06/25",6.75
"Currency","2013/06/24",6.80
"Currency","2013/06/21",6.75
"Currency","2013/06/20",6.81
"Currency","2013/06/19",6.75
"Currency","2013/06/18",6.75
"Currency","2013/06/17",6.84
"Currency","2013/06/14",6.84
"Currency","2013/06/13",6.83
"Currency","2013/06/12",6.78
"Currency","2013/06/11",6.78
"Currency","2013/06/10",6.78
"Currency","2013/06/07",6.78
"Currency","2013/06/06",6.84
"Currency","2013/06/05",6.86
"Currency","2013/06/04",6.83
"Currency","2013/06/03",6.85
"Currency","2013/05/31",6.82
"Currency","2013/05/30",6.85
"Currency","2013/05/29",6.89
"Currency","2013/05/28",6.86
"Currency","2013/05/27",6.87
"Currency","2013/05/24",6.83
"Currency","2013/05/23",6.89
"Currency","2013/05/22",6.83
"Currency","2013/05/21",6.84
"Currency","2013/05/20",6.87
"Currency","2013/05/17",6.84
"Currency","2013/05/16",6.83
"Currency","2013/05/15",6.86
"Currency","2013/05/14",6.85
"Currency","2013/05/13",6.86
"Currency","2013/05/10",6.92
"Currency","2013/05/09",6.84
"Currency","2013/05/08",6.87
"Currency","2013/05/07",6.87
"Currency","2013/05/06",6.86
"Currency","2013/05/03",6.91
"Currency","2013/05/02",6.87
"Currency","2013/05/01",6.81
"Currency","2013/04/30",6.85
"Currency","2013/04/29",6.84
"Currency","2013/04/26",6.89
"Currency","2013/04/25",6.86
"Currency","2013/04/24",6.85
"Currency","2013/04/23",6.84
"Currency","2013/04/22",6.88
"Currency","2013/04/19",6.90
"Currency","2013/04/18",6.91
"Currency","2013/04/17",6.82
"Currency","2013/04/16",6.87
"Currency","2013/04/15",6.83
"Currency","2013/04/12",6.87
"Currency","2013/04/11",6.87
"Currency","2013/04/10",6.83
"Currency","2013/04/09",6.86
"Currency","2013/04/08",6.85
"Currency","2013/04/05",6.79
"Currency","2013/04/04",6.84
"Currency","2013/04/03",6.86
"Currency","2013/04/02",6.85
"Currency","2013/04/01",6.85
"Currency","2013/03/29",6.85
"Currency","2013/03/28",6.85
"Currency","2013/03/27",6.85
"Currency","2013/03/26",6.93
"Currency","2013/03/25",6.83
"Currency","2013/03/22",6.87
"Currency","2013/03/21",6.84
"Currency","2013/03/20",6.90
"Currency","2013/03/19",6.85
"Currency","2013/03/18",6.85
"Currency","2013/03/15",6.81
"Currency","2013/03/14",6.88
"Currency","2013/03/13",6.85
"Currency","2013/03/12",6.84
"Currency","2013/03/11",6.91
"Currency","2013/03/08",6.81
"Currency","2013/03/07",6.89
"Currency","2013/03/06",6.85
"Currency","2013/03/05",6.84
"Currency","2013/03/04",6.86
"Currency","2013/03/01",6.89
"Currency","2013/02/28",6.84
"Currency","2013/02/27",6.86
"Currency","2013/02/26",6.97
"Currency","2013/02/25",6.85
"Currency","2013/02/22",6.85
"Currency","2013/02/21",6.91
"Currency","2013/02/20",6.83
"Currency","2013/02/19",6.86
"Currency","2013/02/18",6.84
"Currency","2013/02/15",6.84
"Currency","2013/02/14",6.88
"Currency","2013/02/13",6.85
"Currency","2013/02/12",6.85
"Currency","2013/02/11",6.89
"Currency","2013/02/08",6.95
"Currency","2013/02/07",6.87
"Currency","2013/02/06",6.85
"Currency","2013/02/05",6.88
"Currency","2013/02/04",6.86
"Currency","2013/02/01",6.85
"Currency","2013/01/31",6.85
"Currency","2013/01/30",6.83
"Currency","2013/01/29",6.86
"Currency","2013/01/28",6.85
"Currency","2013/01/25",6.84
"Currency","2013/01/24",6.87
"Currency","2013/01/23",6.87
"Currency","2013/01/22",6.86
"Currency","2013/01/21",6.88
"Currency","2013/01/18",6.85
"Currency","2013/01/17",6.87
"Currency","2013/01/16",6.88
"Currency","2013/01/15",6.85
"Currency","2013/01/14",6.82
"Currency","2013/01/11",6.77
"Currency","2013/01/10",6.85
"Currency","2013/01/09",6.88
"Currency","2013/01/08",6.81
"Currency","2013/01/07",6.82
"Currency","2013/01/04",6.89
"Currency","2013/01/03",6.89
"Currency","2013/01/02",6.84
"Currency","2013/01/01",6.85
"Currency","2012/12/31",6.84
"Currency","2012/12/28",6.87
"Currency","2012/12/27",6.86
"Currency","2012/12/26",6.88
"Currency","2012/12/25",6.87
"Currency","2012/12/24",6.87
"Currency","2012/12/21",6.86
"Currency","2012/12/20",6.89
"Currency","2012/12/19",6.83
"Currency","2012/12/18",6.85
"Currency","2012/12/17",6.82
"Currency","2012/12/14",6.85
"Currency","2012/12/13",6.83
"Currency","2012/12/12",6.85
"Currency","2012/12/11",6.84
"Currency","2012/12/10",6.86
"Currency","2012/12/07",6.91
"Currency","2012/12/06",6.86
"Currency","2012/12/05",6.85
"Currency","2012/12/04",6.84
"Currency","2012/12/03",6.86
"Currency","2012/11/30",6.86
"Currency","2012/11/29",6.82
"Currency","2012/11/28",6.86
"Currency","2012/11/27",6.84
"Currency","2012/11/26",6.82
"Currency","2012/11/23",6.85
"Currency","2012/11/22",6.84
"Currency","2012/11/21",6.85
"Currency","2012/11/20",6.85
"Currency","2012/11/19",6.85
"Currency","2012/11/16",6.85
"Currency","2012/11/15",6.86
"Currency","2012/11/14",6.86
"Currency","2012/11/13",6.85
"Currency","2012/11/12",6.86
"Currency","2012/11/09",6.85
"Currency","2012/11/08",6.88
"Currency","2012/11/07",6.85
"Currency","2012/11/06",6.85
"Currency","2012/11/05",6.88
"Currency","2012/11/02",6.87
"Currency","2012/11/01",6.88
"Currency","2012/10/31",6.85
"Currency","2012/10/30",6.85
"Currency","2012/10/29",6.83
"Currency","2012/10/26",6.89
"Currency","2012/10/25",6.84
"Currency","2012/10/24",6.87
"Currency","2012/10/23",6.86
"Currency","2012/10/22",6.87
"Currency","2012/10/19",6.88
"Currency","2012/10/18",6.86
"Currency","2012/10/17",6.82
"Currency","2012/10/16",6.86
"Currency","2012/10/15",6.86
"Currency","2012/10/12",6.85
"Currency","2012/10/11",6.85
"Currency","2012/10/10",6.88
"Currency","2012/10/09",6.85
"Currency","2012/10/08",6.84
"Currency","2012/10/05",6.82
"Currency","2012/10/04",6.85
"Currency","2012/10/03",6.86
"Currency","2012/10/02",6.86
"Currency","2012/10/01",6.89
"Currency","2012/09/28",6.83
"Currency","2012/09/27",6.85
"Currency","2012/09/26",6.86
"Currency","2012/09/25",6.84
"Currency","2012/09/24",6.87
"Currency","2012/09/21",6.85
"Currency","2012/09/20",6.83
"Currency","2012/09/19",6.87
"Currency","2012/09/18",6.86
"Currency","2012/09/17",6.84
"Currency","2012/09/14",6.80
"Currency","2012/09/13",6.87
"Currency","2012/09/12",6.82
"Currency","2012/09/11",6.87
"Currency","2012/09/10",6.78
"Currency","2012/09/07",6.83
"Currency","2012/09/06",6.82
"Currency","2012/09/05",6.86
"Currency","2012/09/04",6.84
"Currency","2012/09/03",6.86
"Currency","2012/08/31",6.87
"Currency","2012/08/30",6.87
"Currency","2012/08/29",6.83
"Currency","2012/08/28",6.86
"Currency","2012/08/27",6.86
"Currency","2012/08/24",6.83
"Currency","2012/08/23",6.81
"Currency","2012/08/22",6.82
"Currency","2012/08/21",6.83
"Currency","2012/08/20",6.86
"Currency","2012/08/17",6.79
"Currency","2012/08/16",6.85
"Currency","2012/08/15",6.87
"Currency","2012/08/14",6.85
"Currency","2012/08/13",6.84
"Currency","2012/08/10",6.85
"Currency","2012/08/09",6.83
"Currency","2012/08/08",6.86
"Currency","2012/08/07",6.83
"Currency","2012/08/06",6.78
"Currency","2012/08/03",6.89
"Currency","2012/08/02",6.88
"Currency","2012/08/01",6.83
"Currency","2012/07/31",6.85
"Currency","2012/07/30",6.84
"Currency","2012/07/27",6.82
"Currency","2012/07/26",6.83
"Currency","2012/07/25",6.85
"Currency","2012/07/24",6.85
"Currency","2012/07/23",6.89
"Currency","2012/07/20",6.86
"Currency","2012/07/19",6.82
"Currency","2012/07/18",6.84
"Currency","2012/07/17",6.80
"Currency","2012/07/16",6.82
"Currency","2012/07/13",6.84
"Currency","2012/07/12",6.87
"Currency","2012/07/11",6.87
"Currency","2012/07/10",6.84
"Currency","2012/07/09",6.89
"Currency","2012/07/06",6.92
"Currency","2012/07/05",6.87
"Currency","2012/07/04",6.83
"Currency","2012/07/03",6.87
"Currency","2012/07/02",6.80
"Currency","2012/06/29",6.83
"Currency","2012/06/28",6.86
"Currency","2012/06/27",6.84
"Currency","2012/06/26",6.84
"Currency","2012/06/25",6.83
"Currency","2012/06/22",6.92
"Currency","2012/06/21",6.83
"Currency","2012/06/20",6.81
"Currency","2012/06/19",6.88
"Currency","2012/06/18",6.83
"Currency","2012/06/15",6.82
"Currency","2012/06/14",6.83
"Currency","2012/06/13",6.85
"Currency","2012/06/12",6.90
"Currency","2012/06/11",6.82
"Currency","2012/06/08",6.87
"Currency","2012/06/07",6.81
"Currency","2012/06/06",6.84
"Currency","2012/06/05",6.82
"Currency","2012/06/04",6.79
"Currency","2012/06/01",6.87
"Currency","2012/05/31",6.88
"Currency","2012/05/30",6.88
"Currency","2012/05/29",6.88
"Currency","2012/05/28",6.88
"Currency","2012/05/25",6.87
"Currency","2012/05/24",6.77
"Currency","2012/05/23",6.89
"Currency","2012/05/22",6.83
"Currency","2012/05/21",6.69
"Currency","2012/05/18",6.74
"Currency","2012/05/17",6.85
"Currency","2012/05/16",6.85
"Currency","2012/05/15",6.86
"Currency","2012/05/14",6.86
"Currency","2012/05/11",6.86
"Currency","2012/05/10",6.86
"Currency","2012/05/09",6.74
"Currency","2012/05/08",6.74
"Currency","2012/05/07",6.88
"Currency","2012/05/04",6.73
"Currency","2012/05/03",6.74
"Currency","2012/05/02",6.86
"Currency","2012/05/01",6.84
"Currency","2012/04/30",6.84
"Currency","2012/04/27",6.87
"Currency","2012/04/26",6.86
"Currency","2012/04/25",6.86
"Currency","2012/04/24",6.86
"Currency","2012/04/23",6.84
"Currency","2012/04/20",6.87
"Currency","2012/04/19",6.86
"Currency","2012/04/18",6.86
"Currency","2012/04/17",6.74
"Currency","2012/04/16",6.78
"Currency","2012/04/13",6.86
"Currency","2012/04/12",6.86
"Currency","2012/04/11",6.74
"Currency","2012/04/10",6.84
"Currency","2012/04/09",6.86
"Currency","2012/04/06",6.74
"Currency","2012/04/05",6.74
"Currency","2012/04/04",6.76
"Currency","2012/04/03",6.86
"Currency","2012/04/02",6.73
"Currency","2012/03/30",6.74
"Currency","2012/03/29",6.76
"Currency","2012/03/28",6.74
"Currency","2012/03/27",6.72
"Currency","2012/03/26",6.72
"Currency","2012/03/23",6.74
"Currency","2012/03/22",6.86
"Currency","2012/03/21",6.76
"Currency","2012/03/20",6.74
"Currency","2012/03/19",6.69
"Currency","2012/03/16",6.74
"Currency","2012/03/15",6.76
"Currency","2012/03/14",6.74
"Currency","2012/03/13",6.74
"Currency","2012/03/12",6.86
"Currency","2012/03/09",6.76
"Currency","2012/03/08",6.74
"Currency","2012/03/07",6.74
"Currency","2012/03/06",6.74
"Currency","2012/03/05",6.76
"Currency","2012/03/02",6.74
"Currency","2012/03/01",6.74
"Currency","2012/02/29",6.74
"Currency","2012/02/28",6.76
"Currency","2012/02/27",6.72
"Currency","2012/02/24",6.74
"Currency","2012/02/23",6.74
"Currency","2012/02/22",6.86
"Currency","2012/02/21",6.77
"Currency","2012/02/20",6.85
"Currency","2012/02/17",6.76
"Currency","2012/02/16",6.74
"Currency","2012/02/15",6.76
"Currency","2012/02/14",6.74
"Currency","2012/02/13",6.76
"Currency","2012/02/10",6.76
"Currency","2012/02/09",6.77
"Currency","2012/02/08",6.76
"Currency","2012/02/07",6.76
"Currency","2012/02/06",6.74
"Currency","2012/02/03",6.75
"Currency","2012/02/02",6.76
"Currency","2012/02/01",6.75
"Currency","2012/01/31",6.75
"Currency","2012/01/30",6.72
"Currency","2012/01/27",6.75
"Currency","2012/01/26",6.73
"Currency","2012/01/25",6.73
"Currency","2012/01/24",6.76
"Currency","2012/01/23",6.73
"Currency","2012/01/20",6.82
"Currency","2012/01/19",6.74
"Currency","2012/01/18",6.75
"Currency","2012/01/17",6.75
"Currency","2012/01/16",6.79
"Currency","2012/01/13",6.82
"Currency","2012/01/12",6.86
"Currency","2012/01/11",6.75
"Currency","2012/01/10",6.75
"Currency","2012/01/09",6.80
