"Indicator","Time","Value (USD/BOB)"
"Currency","2008/09/11",6.83
"Currency","2008/09/10",6.92
"Currency","2008/09/09",6.89
"Currency","2008/09/08",6.91
"Currency","2008/09/05",6.82
"Currency","2008/09/04",6.97
"Currency","2008/09/03",6.82
"Currency","2008/09/02",6.85
"Currency","2008/09/01",6.88
"Currency","2008/08/31",7.01
"Currency","2008/08/29",6.90
"Currency","2008/08/28",6.90
"Currency","2008/08/27",6.88
"Currency","2008/08/26",6.84
"Currency","2008/08/25",8.00
"Currency","2008/08/22",8.00
"Currency","2008/08/21",8.00
"Currency","2008/08/20",8.00
"Currency","2008/08/19",8.00
"Currency","2008/08/18",8.00
"Currency","2008/08/15",8.00
"Currency","2008/08/14",8.00
"Currency","2008/08/13",8.00
"Currency","2008/08/12",8.00
"Currency","2008/08/11",8.00
"Currency","2008/08/08",8.00
"Currency","2008/08/07",8.00
"Currency","2008/08/06",8.00
"Currency","2008/08/05",8.00
"Currency","2008/08/04",8.00
"Currency","2008/08/01",8.00
"Currency","2008/07/31",6.91
"Currency","2008/07/30",6.90
"Currency","2008/07/29",7.01
"Currency","2008/07/28",6.92
"Currency","2008/07/25",6.91
"Currency","2008/07/24",6.91
"Currency","2008/07/23",6.91
"Currency","2008/07/22",6.94
"Currency","2008/07/21",6.93
"Currency","2008/07/18",6.99
"Currency","2008/07/17",6.96
"Currency","2008/07/16",7.01
"Currency","2008/07/15",7.01
"Currency","2008/07/14",6.98
"Currency","2008/07/11",6.96
"Currency","2008/07/10",6.96
"Currency","2008/07/09",6.95
"Currency","2008/07/08",6.96
"Currency","2008/07/07",7.02
"Currency","2008/07/04",7.03
"Currency","2008/07/03",7.13
"Currency","2008/07/02",7.03
"Currency","2008/07/01",8.00
"Currency","2008/06/30",7.03
"Currency","2008/06/27",7.06
"Currency","2008/06/26",7.05
"Currency","2008/06/25",7.03
"Currency","2008/06/24",7.06
"Currency","2008/06/23",7.07
"Currency","2008/06/20",7.06
"Currency","2008/06/19",7.06
"Currency","2008/06/18",7.08
"Currency","2008/06/17",7.10
"Currency","2008/06/16",7.10
"Currency","2008/06/13",7.10
"Currency","2008/06/12",7.09
"Currency","2008/06/11",7.09
"Currency","2008/06/10",7.12
"Currency","2008/06/09",7.17
"Currency","2008/06/06",7.13
"Currency","2008/06/05",7.04
"Currency","2008/06/04",7.15
"Currency","2008/06/03",7.14
"Currency","2008/06/02",7.13
"Currency","2008/05/31",7.25
"Currency","2008/05/30",7.13
"Currency","2008/05/29",7.15
"Currency","2008/05/28",7.15
"Currency","2008/05/27",7.17
"Currency","2008/05/26",7.15
"Currency","2008/05/23",7.13
"Currency","2008/05/22",7.16
"Currency","2008/05/21",7.15
"Currency","2008/05/20",7.16
"Currency","2008/05/19",7.19
"Currency","2008/05/16",7.16
"Currency","2008/05/15",7.22
"Currency","2008/05/14",7.17
"Currency","2008/05/13",7.19
"Currency","2008/05/12",7.15
"Currency","2008/05/09",7.19
"Currency","2008/05/08",7.20
"Currency","2008/05/07",7.23
"Currency","2008/05/06",7.21
"Currency","2008/05/05",7.20
"Currency","2008/05/02",7.23
"Currency","2008/05/01",8.00
"Currency","2008/04/30",7.19
"Currency","2008/04/29",7.23
"Currency","2008/04/28",7.26
"Currency","2008/04/25",7.23
"Currency","2008/04/24",7.28
"Currency","2008/04/23",7.25
"Currency","2008/04/22",7.23
"Currency","2008/04/21",7.28
"Currency","2008/04/18",7.28
"Currency","2008/04/17",7.30
"Currency","2008/04/16",7.30
"Currency","2008/04/15",7.33
"Currency","2008/04/14",7.30
"Currency","2008/04/11",7.30
"Currency","2008/04/10",7.37
"Currency","2008/04/09",7.27
"Currency","2008/04/08",7.34
"Currency","2008/04/07",7.32
"Currency","2008/04/04",7.32
"Currency","2008/04/03",7.27
"Currency","2008/04/02",7.30
"Currency","2008/04/01",8.00
"Currency","2008/03/31",7.37
"Currency","2008/03/28",7.38
"Currency","2008/03/27",7.34
"Currency","2008/03/26",7.29
"Currency","2008/03/25",7.34
"Currency","2008/03/24",7.50
"Currency","2008/03/21",7.37
"Currency","2008/03/20",7.48
"Currency","2008/03/19",7.51
"Currency","2008/03/18",7.39
"Currency","2008/03/17",7.39
"Currency","2008/03/14",7.46
"Currency","2008/03/13",7.48
"Currency","2008/03/12",7.45
"Currency","2008/03/11",7.55
"Currency","2008/03/10",7.40
"Currency","2008/03/07",7.42
"Currency","2008/03/06",7.40
"Currency","2008/03/05",7.42
"Currency","2008/03/04",7.40
"Currency","2008/03/03",7.41
"Currency","2008/02/29",7.42
"Currency","2008/02/28",7.36
"Currency","2008/02/27",7.37
"Currency","2008/02/26",7.34
"Currency","2008/02/25",7.41
"Currency","2008/02/22",7.41
"Currency","2008/02/21",7.35
"Currency","2008/02/20",7.38
"Currency","2008/02/19",7.41
"Currency","2008/02/18",7.39
"Currency","2008/02/15",7.41
"Currency","2008/02/14",7.40
"Currency","2008/02/13",7.41
"Currency","2008/02/12",7.38
"Currency","2008/02/11",7.43
"Currency","2008/02/08",7.38
"Currency","2008/02/07",7.47
"Currency","2008/02/06",7.42
"Currency","2008/02/05",7.43
"Currency","2008/02/04",7.44
"Currency","2008/02/01",7.42
"Currency","2008/01/31",7.42
"Currency","2008/01/30",7.39
"Currency","2008/01/29",7.42
"Currency","2008/01/28",7.38
"Currency","2008/01/25",7.43
"Currency","2008/01/24",7.40
"Currency","2008/01/23",7.38
"Currency","2008/01/22",7.41
"Currency","2008/01/21",7.52
"Currency","2008/01/18",7.44
"Currency","2008/01/17",7.44
"Currency","2008/01/16",7.50
"Currency","2008/01/15",7.48
"Currency","2008/01/14",7.45
"Currency","2008/01/11",7.44
"Currency","2008/01/10",7.38
"Currency","2008/01/09",7.47
"Currency","2008/01/08",7.45
"Currency","2008/01/07",7.45
"Currency","2008/01/04",7.42
"Currency","2008/01/03",7.46
"Currency","2008/01/02",7.43
"Currency","2008/01/01",7.50
"Currency","2007/12/31",7.50
"Currency","2007/12/28",7.44
"Currency","2007/12/27",7.39
"Currency","2007/12/26",8.00
"Currency","2007/12/25",7.43
"Currency","2007/12/24",7.43
"Currency","2007/12/21",7.44
"Currency","2007/12/20",7.44
"Currency","2007/12/19",7.45
"Currency","2007/12/18",8.00
"Currency","2007/12/17",7.43
"Currency","2007/12/14",7.54
"Currency","2007/12/13",7.48
"Currency","2007/12/12",7.43
"Currency","2007/12/11",7.45
"Currency","2007/12/10",7.43
"Currency","2007/12/07",7.45
"Currency","2007/12/06",7.40
"Currency","2007/12/05",7.50
"Currency","2007/12/04",7.47
"Currency","2007/12/03",7.43
"Currency","2007/11/30",7.57
"Currency","2007/11/29",7.44
"Currency","2007/11/28",7.40
"Currency","2007/11/27",7.46
"Currency","2007/11/26",8.00
"Currency","2007/11/23",7.43
"Currency","2007/11/22",7.43
"Currency","2007/11/21",7.42
"Currency","2007/11/20",7.42
"Currency","2007/11/19",7.43
"Currency","2007/11/16",7.42
"Currency","2007/11/15",7.45
"Currency","2007/11/14",7.46
"Currency","2007/11/13",7.43
"Currency","2007/11/12",7.46
"Currency","2007/11/09",7.45
"Currency","2007/11/08",7.44
"Currency","2007/11/07",7.47
"Currency","2007/11/06",7.43
"Currency","2007/11/05",7.44
"Currency","2007/11/02",7.49
"Currency","2007/11/01",7.50
"Currency","2007/10/31",7.49
"Currency","2007/10/30",7.48
"Currency","2007/10/29",7.50
"Currency","2007/10/26",7.43
"Currency","2007/10/25",7.43
"Currency","2007/10/24",7.41
"Currency","2007/10/23",7.49
"Currency","2007/10/22",7.55
"Currency","2007/10/19",7.51
"Currency","2007/10/18",7.49
"Currency","2007/10/17",7.49
"Currency","2007/10/16",7.50
"Currency","2007/10/15",7.53
"Currency","2007/10/12",7.51
"Currency","2007/10/11",7.51
"Currency","2007/10/10",7.51
"Currency","2007/10/09",7.47
"Currency","2007/10/08",7.55
"Currency","2007/10/05",7.50
"Currency","2007/10/04",7.50
"Currency","2007/10/03",7.54
"Currency","2007/10/02",7.51
"Currency","2007/10/01",7.51
"Currency","2007/09/28",7.47
"Currency","2007/09/27",7.51
"Currency","2007/09/26",7.53
"Currency","2007/09/25",7.51
"Currency","2007/09/24",7.56
"Currency","2007/09/21",7.60
"Currency","2007/09/20",7.60
"Currency","2007/09/19",7.61
"Currency","2007/09/18",7.55
"Currency","2007/09/17",7.61
"Currency","2007/09/14",7.62
"Currency","2007/09/13",7.63
"Currency","2007/09/12",7.60
"Currency","2007/09/11",7.61
"Currency","2007/09/07",7.56
"Currency","2007/09/06",7.58
"Currency","2007/09/05",7.57
"Currency","2007/09/04",7.59
"Currency","2007/09/03",7.62
"Currency","2007/08/31",7.64
"Currency","2007/08/30",7.60
"Currency","2007/08/29",7.59
"Currency","2007/08/28",7.65
"Currency","2007/08/27",7.63
"Currency","2007/08/24",7.58
"Currency","2007/08/23",7.62
"Currency","2007/08/22",7.58
"Currency","2007/08/21",7.64
"Currency","2007/08/20",7.61
"Currency","2007/08/17",7.60
"Currency","2007/08/16",7.59
"Currency","2007/08/15",7.64
"Currency","2007/08/14",7.64
"Currency","2007/08/13",7.64
"Currency","2007/08/10",7.58
"Currency","2007/08/09",7.64
"Currency","2007/08/08",7.59
"Currency","2007/08/07",7.65
"Currency","2007/08/06",7.63
"Currency","2007/08/03",7.58
"Currency","2007/08/02",7.62
"Currency","2007/08/01",7.62
"Currency","2007/07/31",7.67
"Currency","2007/07/30",7.67
"Currency","2007/07/27",7.69
"Currency","2007/07/26",7.67
"Currency","2007/07/25",7.73
"Currency","2007/07/24",7.73
"Currency","2007/07/23",7.74
"Currency","2007/07/20",7.70
"Currency","2007/07/19",7.74
"Currency","2007/07/18",7.71
"Currency","2007/07/17",7.72
"Currency","2007/07/16",7.74
"Currency","2007/07/13",7.72
"Currency","2007/07/12",7.74
"Currency","2007/07/11",7.75
"Currency","2007/07/10",7.67
"Currency","2007/07/09",7.74
"Currency","2007/07/06",7.72
"Currency","2007/07/05",7.77
"Currency","2007/07/04",7.74
"Currency","2007/07/03",7.74
"Currency","2007/07/02",7.71
"Currency","2007/06/29",7.71
"Currency","2007/06/28",7.75
"Currency","2007/06/27",7.73
"Currency","2007/06/26",7.74
"Currency","2007/06/25",7.73
"Currency","2007/06/22",7.71
"Currency","2007/06/21",7.73
"Currency","2007/06/20",7.76
"Currency","2007/06/19",7.72
"Currency","2007/06/18",7.77
"Currency","2007/06/15",7.80
"Currency","2007/06/14",7.85
"Currency","2007/06/13",7.82
"Currency","2007/06/12",7.87
"Currency","2007/06/11",7.84
"Currency","2007/06/08",7.83
"Currency","2007/06/07",7.87
"Currency","2007/06/06",7.86
"Currency","2007/06/05",7.84
"Currency","2007/06/04",7.83
"Currency","2007/06/01",7.84
"Currency","2007/05/31",7.84
"Currency","2007/05/30",7.85
"Currency","2007/05/29",7.87
"Currency","2007/05/28",7.84
"Currency","2007/05/25",7.84
"Currency","2007/05/24",7.85
"Currency","2007/05/23",7.70
"Currency","2007/05/22",7.70
"Currency","2007/05/21",7.69
"Currency","2007/05/18",7.68
"Currency","2007/05/17",7.76
"Currency","2007/05/16",7.75
"Currency","2007/05/15",7.67
"Currency","2007/05/14",7.71
"Currency","2007/05/11",7.67
"Currency","2007/05/10",7.73
"Currency","2007/05/09",7.70
"Currency","2007/05/08",7.71
"Currency","2007/05/07",7.70
"Currency","2007/05/04",7.69
"Currency","2007/05/03",7.73
"Currency","2007/05/02",7.69
"Currency","2007/05/01",7.71
"Currency","2007/04/30",7.69
"Currency","2007/04/27",7.69
"Currency","2007/04/26",7.71
"Currency","2007/04/25",7.71
"Currency","2007/04/24",7.67
"Currency","2007/04/23",7.69
"Currency","2007/04/20",7.71
"Currency","2007/04/19",7.68
"Currency","2007/04/18",7.70
"Currency","2007/04/17",7.68
"Currency","2007/04/16",7.71
"Currency","2007/04/13",7.71
"Currency","2007/04/12",7.68
"Currency","2007/04/11",7.69
"Currency","2007/04/10",7.69
"Currency","2007/04/09",7.70
"Currency","2007/04/06",7.68
"Currency","2007/04/05",7.66
"Currency","2007/04/04",7.68
"Currency","2007/04/03",7.71
"Currency","2007/04/02",7.69
"Currency","2007/03/30",7.66
"Currency","2007/03/29",7.70
"Currency","2007/03/28",7.71
"Currency","2007/03/27",7.69
"Currency","2007/03/26",7.66
"Currency","2007/03/23",7.71
"Currency","2007/03/22",7.69
"Currency","2007/03/21",7.65
"Currency","2007/03/20",7.68
"Currency","2007/03/19",7.68
"Currency","2007/03/16",7.70
"Currency","2007/03/15",7.68
"Currency","2007/03/14",7.68
"Currency","2007/03/13",7.69
"Currency","2007/03/12",7.68
"Currency","2007/03/09",7.71
"Currency","2007/03/08",7.70
"Currency","2007/03/07",7.66
"Currency","2007/03/06",7.68
"Currency","2007/03/05",7.70
"Currency","2007/03/02",7.73
"Currency","2007/03/01",7.72
"Currency","2007/02/28",7.67
"Currency","2007/02/27",7.68
"Currency","2007/02/26",7.67
"Currency","2007/02/23",7.66
"Currency","2007/02/22",7.67
"Currency","2007/02/21",7.69
"Currency","2007/02/20",7.69
"Currency","2007/02/19",7.69
"Currency","2007/02/16",7.68
"Currency","2007/02/15",7.69
"Currency","2007/02/14",7.66
"Currency","2007/02/13",7.67
"Currency","2007/02/12",7.68
"Currency","2007/02/09",7.69
"Currency","2007/02/08",7.66
"Currency","2007/02/07",7.67
"Currency","2007/02/06",7.67
"Currency","2007/02/05",7.69
"Currency","2007/02/02",7.72
"Currency","2007/02/01",7.68
"Currency","2007/01/31",7.63
"Currency","2007/01/30",7.68
"Currency","2007/01/29",7.67
"Currency","2007/01/26",7.68
"Currency","2007/01/25",7.72
"Currency","2007/01/24",7.71
"Currency","2007/01/23",7.69
"Currency","2007/01/22",7.69
"Currency","2007/01/19",7.69
"Currency","2007/01/18",7.67
"Currency","2007/01/17",7.67
"Currency","2007/01/16",7.72
"Currency","2007/01/15",7.68
"Currency","2007/01/12",7.67
"Currency","2007/01/11",7.72
"Currency","2007/01/10",7.72
"Currency","2007/01/09",7.71
"Currency","2007/01/08",7.68
"Currency","2007/01/05",7.75
"Currency","2007/01/04",7.70
"Currency","2007/01/03",7.72
"Currency","2007/01/02",7.69
"Currency","2007/01/01",7.67
"Currency","2006/12/31",7.96
"Currency","2006/12/29",7.68
"Currency","2006/12/28",7.69
"Currency","2006/12/27",7.71
"Currency","2006/12/26",7.75
"Currency","2006/12/25",7.73
"Currency","2006/12/22",7.74
"Currency","2006/12/21",7.69
"Currency","2006/12/20",7.72
"Currency","2006/12/19",7.67
"Currency","2006/12/18",7.69
"Currency","2006/12/15",7.70
"Currency","2006/12/14",7.71
"Currency","2006/12/13",7.73
"Currency","2006/12/12",7.66
"Currency","2006/12/11",7.66
"Currency","2006/12/08",7.74
"Currency","2006/12/07",7.70
"Currency","2006/12/06",7.70
"Currency","2006/12/05",7.70
"Currency","2006/12/04",7.68
"Currency","2006/12/01",7.63
"Currency","2006/11/30",7.66
"Currency","2006/11/29",7.69
"Currency","2006/11/28",7.66
"Currency","2006/11/27",7.68
"Currency","2006/11/24",7.70
"Currency","2006/11/23",7.69
"Currency","2006/11/22",7.64
"Currency","2006/11/21",7.66
"Currency","2006/11/20",7.70
"Currency","2006/11/17",7.64
"Currency","2006/11/16",7.69
"Currency","2006/11/15",7.66
"Currency","2006/11/14",7.69
"Currency","2006/11/13",7.70
"Currency","2006/11/10",7.70
"Currency","2006/11/09",7.65
"Currency","2006/11/08",7.70
"Currency","2006/11/07",7.67
"Currency","2006/11/06",7.66
"Currency","2006/11/03",7.71
"Currency","2006/11/02",7.68
"Currency","2006/11/01",7.68
"Currency","2006/10/31",7.63
"Currency","2006/10/30",7.69
"Currency","2006/10/27",7.63
"Currency","2006/10/26",7.66
"Currency","2006/10/25",7.65
"Currency","2006/10/24",7.67
"Currency","2006/10/23",7.68
"Currency","2006/10/20",7.67
"Currency","2006/10/19",7.64
"Currency","2006/10/18",7.68
"Currency","2006/10/17",7.67
"Currency","2006/10/16",7.67
"Currency","2006/10/13",7.69
"Currency","2006/10/12",7.66
"Currency","2006/10/11",7.69
"Currency","2006/10/10",7.72
"Currency","2006/10/09",7.69
"Currency","2006/10/06",7.73
"Currency","2006/10/05",7.69
"Currency","2006/10/04",7.66
"Currency","2006/10/03",7.65
"Currency","2006/10/02",7.64
"Currency","2006/09/29",7.68
"Currency","2006/09/28",7.69
"Currency","2006/09/27",7.67
"Currency","2006/09/26",7.68
"Currency","2006/09/25",7.69
"Currency","2006/09/22",7.71
"Currency","2006/09/21",7.65
"Currency","2006/09/20",7.67
"Currency","2006/09/19",7.67
"Currency","2006/09/18",7.65
"Currency","2006/09/15",7.70
"Currency","2006/09/14",7.68
"Currency","2006/09/13",7.67
"Currency","2006/09/12",7.70
"Currency","2006/09/11",7.70
"Currency","2006/09/08",7.70
"Currency","2006/09/07",7.70
"Currency","2006/09/06",7.68
"Currency","2006/09/05",7.68
"Currency","2006/09/04",7.68
"Currency","2006/09/01",7.69
"Currency","2006/08/31",7.68
"Currency","2006/08/30",7.68
"Currency","2006/08/29",7.71
"Currency","2006/08/28",7.69
"Currency","2006/08/25",7.68
"Currency","2006/08/24",7.68
"Currency","2006/08/23",7.68
"Currency","2006/08/22",7.68
"Currency","2006/08/21",7.69
"Currency","2006/08/18",7.68
"Currency","2006/08/17",7.71
"Currency","2006/08/16",7.65
"Currency","2006/08/15",7.68
"Currency","2006/08/14",7.68
"Currency","2006/08/11",7.71
"Currency","2006/08/10",7.73
"Currency","2006/08/09",7.70
"Currency","2006/08/08",7.70
"Currency","2006/08/07",7.71
"Currency","2006/08/04",7.62
"Currency","2006/08/03",7.65
"Currency","2006/08/02",7.69
"Currency","2006/08/01",7.65
"Currency","2006/07/31",7.67
"Currency","2006/07/28",7.63
"Currency","2006/07/27",7.71
"Currency","2006/07/26",7.67
"Currency","2006/07/25",7.72
"Currency","2006/07/24",7.67
"Currency","2006/07/21",7.67
"Currency","2006/07/20",7.68
"Currency","2006/07/19",7.62
"Currency","2006/07/18",7.69
"Currency","2006/07/17",7.68
"Currency","2006/07/14",7.69
"Currency","2006/07/13",7.68
"Currency","2006/07/12",7.70
"Currency","2006/07/11",7.66
"Currency","2006/07/10",7.69
"Currency","2006/07/07",7.65
"Currency","2006/07/06",7.66
"Currency","2006/07/05",7.71
"Currency","2006/07/04",7.69
"Currency","2006/07/03",7.68
"Currency","2006/06/30",7.63
"Currency","2006/06/29",7.59
"Currency","2006/06/28",7.69
"Currency","2006/06/27",7.67
"Currency","2006/06/26",7.66
"Currency","2006/06/23",7.69
"Currency","2006/06/22",7.69
"Currency","2006/06/21",7.65
"Currency","2006/06/20",7.66
"Currency","2006/06/19",7.68
"Currency","2006/06/16",7.69
"Currency","2006/06/15",7.68
"Currency","2006/06/14",7.66
"Currency","2006/06/13",7.71
"Currency","2006/06/12",7.70
"Currency","2006/06/09",7.70
"Currency","2006/06/08",7.75
"Currency","2006/06/07",7.69
"Currency","2006/06/06",7.72
"Currency","2006/06/05",7.64
"Currency","2006/06/02",7.63
"Currency","2006/06/01",7.66
"Currency","2006/05/31",7.72
"Currency","2006/05/30",7.69
"Currency","2006/05/29",7.70
"Currency","2006/05/26",7.73
"Currency","2006/05/25",7.72
"Currency","2006/05/24",7.76
"Currency","2006/05/23",7.72
"Currency","2006/05/22",7.63
"Currency","2006/05/19",7.68
"Currency","2006/05/18",7.64
"Currency","2006/05/17",7.78
"Currency","2006/05/16",7.66
"Currency","2006/05/15",7.69
"Currency","2006/05/12",7.69
"Currency","2006/05/11",7.61
"Currency","2006/05/10",7.69
"Currency","2006/05/09",7.68
"Currency","2006/05/08",7.72
"Currency","2006/05/05",7.69
"Currency","2006/05/04",7.62
"Currency","2006/05/03",7.68
"Currency","2006/05/02",7.69
"Currency","2006/05/01",7.63
"Currency","2006/04/28",7.68
"Currency","2006/04/27",7.68
"Currency","2006/04/26",7.66
"Currency","2006/04/25",7.65
"Currency","2006/04/24",7.68
"Currency","2006/04/21",7.68
"Currency","2006/04/20",7.68
"Currency","2006/04/19",7.68
"Currency","2006/04/18",7.67
"Currency","2006/04/17",7.65
"Currency","2006/04/14",7.66
"Currency","2006/04/13",7.67
"Currency","2006/04/12",7.67
"Currency","2006/04/11",7.67
"Currency","2006/04/10",7.67
"Currency","2006/04/07",7.65
"Currency","2006/04/06",7.73
"Currency","2006/04/05",7.65
"Currency","2006/04/04",7.67
"Currency","2006/04/03",7.67
"Currency","2006/03/31",7.67
"Currency","2006/03/30",7.61
"Currency","2006/03/29",7.67
"Currency","2006/03/28",7.70
"Currency","2006/03/27",7.67
"Currency","2006/03/24",7.67
"Currency","2006/03/23",7.95
"Currency","2006/03/22",7.95
"Currency","2006/03/21",7.95
"Currency","2006/03/20",7.95
"Currency","2006/03/17",7.95
"Currency","2006/03/16",7.95
"Currency","2006/03/15",7.95
"Currency","2006/03/14",7.95
"Currency","2006/03/13",7.95
"Currency","2006/03/10",7.95
"Currency","2006/03/09",7.95
"Currency","2006/03/08",7.95
"Currency","2006/03/07",7.95
"Currency","2006/03/06",7.95
"Currency","2006/03/03",7.95
"Currency","2006/03/02",7.95
"Currency","2006/03/01",7.95
"Currency","2006/02/28",7.95
"Currency","2006/02/27",7.95
"Currency","2006/02/24",7.95
"Currency","2006/02/23",7.95
"Currency","2006/02/22",7.95
"Currency","2006/02/21",7.95
"Currency","2006/02/20",7.95
"Currency","2006/02/17",7.95
"Currency","2006/02/16",7.95
"Currency","2006/02/15",7.95
"Currency","2006/02/14",7.95
"Currency","2006/02/13",7.95
"Currency","2006/02/10",7.95
"Currency","2006/02/09",7.95
"Currency","2006/02/08",7.95
"Currency","2006/02/07",7.95
"Currency","2006/02/06",7.95
"Currency","2006/02/03",7.95
"Currency","2006/02/02",7.95
"Currency","2006/02/01",7.95
"Currency","2006/01/31",7.95
"Currency","2006/01/30",7.95
"Currency","2006/01/27",7.95
"Currency","2006/01/26",7.95
"Currency","2006/01/25",7.95
"Currency","2006/01/24",7.95
"Currency","2006/01/23",7.95
"Currency","2006/01/20",7.95
"Currency","2006/01/19",7.95
"Currency","2006/01/18",7.95
"Currency","2006/01/17",7.95
"Currency","2006/01/16",7.95
"Currency","2006/01/13",7.95
"Currency","2006/01/12",7.95
"Currency","2006/01/11",7.95
"Currency","2006/01/10",7.95
"Currency","2006/01/09",7.95
"Currency","2006/01/06",7.95
"Currency","2006/01/05",7.95
"Currency","2006/01/04",7.95
"Currency","2006/01/03",7.95
"Currency","2006/01/02",7.95
"Currency","2005/12/31",8.05
"Currency","2005/12/30",7.95
"Currency","2005/12/29",7.95
"Currency","2005/12/28",7.95
"Currency","2005/12/27",7.95
"Currency","2005/12/26",7.95
"Currency","2005/12/23",7.95
"Currency","2005/12/22",7.95
"Currency","2005/12/21",7.95
"Currency","2005/12/20",7.95
"Currency","2005/12/19",7.95
"Currency","2005/12/16",7.97
"Currency","2005/12/15",7.97
"Currency","2005/12/14",7.97
"Currency","2005/12/13",7.97
"Currency","2005/12/12",7.97
"Currency","2005/12/09",7.97
"Currency","2005/12/08",7.97
"Currency","2005/12/07",7.97
"Currency","2005/12/06",7.97
"Currency","2005/12/05",7.97
"Currency","2005/12/02",7.97
"Currency","2005/12/01",7.97
"Currency","2005/11/30",7.97
"Currency","2005/11/29",7.97
"Currency","2005/11/28",7.97
"Currency","2005/11/25",7.97
"Currency","2005/11/24",7.97
"Currency","2005/11/23",7.97
"Currency","2005/11/22",7.97
"Currency","2005/11/21",7.97
"Currency","2005/11/18",7.97
"Currency","2005/11/17",7.97
"Currency","2005/11/16",7.97
"Currency","2005/11/15",7.97
"Currency","2005/11/14",7.97
"Currency","2005/11/11",7.97
"Currency","2005/11/10",7.97
"Currency","2005/11/09",7.97
"Currency","2005/11/08",7.97
"Currency","2005/11/07",7.97
"Currency","2005/11/04",7.97
"Currency","2005/11/03",7.97
"Currency","2005/11/02",7.97
"Currency","2005/11/01",7.97
"Currency","2005/10/31",7.97
"Currency","2005/10/28",7.97
"Currency","2005/10/27",7.97
"Currency","2005/10/26",7.97
"Currency","2005/10/25",8.00
"Currency","2005/10/24",8.00
"Currency","2005/10/21",8.00
"Currency","2005/10/20",8.00
"Currency","2005/10/19",8.00
"Currency","2005/10/18",8.00
"Currency","2005/10/17",8.00
"Currency","2005/10/14",8.00
"Currency","2005/10/13",8.00
"Currency","2005/10/12",8.00
"Currency","2005/10/11",8.00
"Currency","2005/10/10",8.00
"Currency","2005/10/07",8.00
"Currency","2005/10/06",8.00
"Currency","2005/10/05",8.00
"Currency","2005/10/04",8.00
"Currency","2005/10/03",8.00
"Currency","2005/09/30",8.01
"Currency","2005/09/29",8.01
"Currency","2005/09/28",8.01
"Currency","2005/09/27",8.01
"Currency","2005/09/26",8.01
"Currency","2005/09/23",8.01
"Currency","2005/09/22",8.01
"Currency","2005/09/21",8.04
"Currency","2005/09/20",8.01
"Currency","2005/09/19",8.01
"Currency","2005/09/16",8.01
"Currency","2005/09/15",8.01
"Currency","2005/09/14",8.01
"Currency","2005/09/13",8.01
"Currency","2005/09/12",8.01
"Currency","2005/09/09",8.01
"Currency","2005/09/08",8.01
"Currency","2005/09/07",8.01
"Currency","2005/09/06",8.01
"Currency","2005/09/05",8.01
"Currency","2005/09/02",8.01
"Currency","2005/09/01",7.68
"Currency","2005/08/31",8.04
"Currency","2005/08/30",7.73
"Currency","2005/08/29",8.04
"Currency","2005/08/26",8.04
"Currency","2005/08/25",8.04
"Currency","2005/08/24",8.04
"Currency","2005/08/23",8.04
"Currency","2005/08/22",8.04
"Currency","2005/08/19",8.04
"Currency","2005/08/18",8.04
"Currency","2005/08/17",8.04
"Currency","2005/08/16",8.04
"Currency","2005/08/15",8.04
"Currency","2005/08/12",8.04
"Currency","2005/08/11",8.04
"Currency","2005/08/10",8.04
"Currency","2005/08/09",8.04
"Currency","2005/08/08",8.04
"Currency","2005/08/05",8.04
"Currency","2005/08/04",8.04
"Currency","2005/08/03",8.04
"Currency","2005/08/02",7.76
"Currency","2005/08/01",8.04
"Currency","2005/07/29",8.04
"Currency","2005/07/28",8.04
"Currency","2005/07/27",8.04
"Currency","2005/07/26",8.04
"Currency","2005/07/25",8.04
"Currency","2005/07/22",8.04
"Currency","2005/07/21",8.04
"Currency","2005/07/20",8.04
"Currency","2005/07/19",8.04
"Currency","2005/07/18",8.04
"Currency","2005/07/15",8.07
"Currency","2005/07/14",8.07
"Currency","2005/07/13",8.07
"Currency","2005/07/12",8.07
"Currency","2005/07/11",8.07
"Currency","2005/07/08",8.07
"Currency","2005/07/07",8.07
"Currency","2005/07/06",8.07
"Currency","2005/07/05",8.07
"Currency","2005/07/04",8.07
"Currency","2005/07/01",8.07
"Currency","2005/06/30",8.07
"Currency","2005/06/29",8.07
"Currency","2005/06/28",7.78
"Currency","2005/06/27",8.07
"Currency","2005/06/24",8.07
"Currency","2005/06/23",8.07
"Currency","2005/06/22",8.07
"Currency","2005/06/21",8.07
"Currency","2005/06/20",8.07
"Currency","2005/06/17",8.07
"Currency","2005/06/16",8.07
"Currency","2005/06/15",8.07
"Currency","2005/06/14",8.07
"Currency","2005/06/13",8.07
"Currency","2005/06/10",8.07
"Currency","2005/06/09",8.07
"Currency","2005/06/08",8.07
"Currency","2005/06/07",8.07
"Currency","2005/06/06",8.07
"Currency","2005/06/03",8.07
"Currency","2005/06/02",8.07
"Currency","2005/06/01",8.07
"Currency","2005/05/31",8.07
"Currency","2005/05/30",8.07
"Currency","2005/05/27",8.07
"Currency","2005/05/26",8.07
"Currency","2005/05/25",8.07
"Currency","2005/05/24",8.07
"Currency","2005/05/23",8.07
"Currency","2005/05/20",8.07
"Currency","2005/05/19",8.07
"Currency","2005/05/18",8.07
"Currency","2005/05/17",8.07
"Currency","2005/05/16",8.07
"Currency","2005/05/13",8.07
