"Indicator","Time","Value (USD/GNF)"
"Currency","2009/10/02",5025.00
"Currency","2009/10/01",5025.00
"Currency","2009/09/30",5025.00
"Currency","2009/09/29",5025.00
"Currency","2009/09/28",5025.00
"Currency","2009/09/25",5025.00
"Currency","2009/09/24",5051.00
"Currency","2009/09/23",5025.00
"Currency","2009/09/22",5050.00
"Currency","2009/09/21",5050.00
"Currency","2009/09/18",5025.00
"Currency","2009/09/17",5025.00
"Currency","2009/09/16",5025.00
"Currency","2009/09/15",5040.00
"Currency","2009/09/14",5025.00
"Currency","2009/09/11",5025.00
"Currency","2009/09/10",5000.00
"Currency","2009/09/09",5025.00
"Currency","2009/09/08",5000.00
"Currency","2009/09/07",5005.00
"Currency","2009/09/04",5025.00
"Currency","2009/09/03",5000.00
"Currency","2009/09/02",5005.00
"Currency","2009/09/01",5000.00
"Currency","2009/08/31",5000.00
"Currency","2009/08/28",4980.00
"Currency","2009/08/27",4980.00
"Currency","2009/08/26",4980.00
"Currency","2009/08/25",4980.00
"Currency","2009/08/24",4850.00
"Currency","2009/08/21",4850.00
"Currency","2009/08/20",4850.00
"Currency","2009/08/19",4850.00
"Currency","2009/08/18",4851.00
"Currency","2009/08/17",4851.00
"Currency","2009/08/14",4851.00
"Currency","2009/08/13",4940.00
"Currency","2009/08/12",4850.00
"Currency","2009/08/11",4851.00
"Currency","2009/08/10",4850.00
"Currency","2009/08/07",4851.00
"Currency","2009/08/06",4851.00
"Currency","2009/08/05",4850.00
"Currency","2009/08/04",4850.00
"Currency","2009/08/03",4897.50
"Currency","2009/07/31",4851.00
"Currency","2009/07/30",4850.00
"Currency","2009/07/29",4850.00
"Currency","2009/07/28",4851.00
"Currency","2009/07/27",4851.00
"Currency","2009/07/24",4850.00
"Currency","2009/07/23",4850.00
"Currency","2009/07/22",4851.00
"Currency","2009/07/21",4850.00
"Currency","2009/07/20",4850.00
"Currency","2009/07/17",4850.00
"Currency","2009/07/16",4850.00
"Currency","2009/07/15",4837.50
"Currency","2009/07/14",4837.50
"Currency","2009/07/13",4837.50
"Currency","2009/07/10",4925.00
"Currency","2009/07/09",4925.00
"Currency","2009/07/08",4925.00
"Currency","2009/07/07",4925.00
"Currency","2009/07/06",4925.00
"Currency","2009/07/03",4925.00
"Currency","2009/07/02",4925.00
"Currency","2009/07/01",4925.00
"Currency","2009/06/30",4925.00
"Currency","2009/06/29",4926.00
"Currency","2009/06/26",4925.00
"Currency","2009/06/25",4925.00
"Currency","2009/06/24",4926.00
"Currency","2009/06/23",4926.00
"Currency","2009/06/22",4938.50
"Currency","2009/06/19",4925.00
"Currency","2009/06/18",4926.00
"Currency","2009/06/17",4925.00
"Currency","2009/06/16",4926.00
"Currency","2009/06/15",4925.00
"Currency","2009/06/12",4926.00
"Currency","2009/06/11",4925.00
"Currency","2009/06/10",4930.00
"Currency","2009/06/09",4925.00
"Currency","2009/06/08",4925.00
"Currency","2009/06/05",5005.00
"Currency","2009/06/04",4975.00
"Currency","2009/06/03",4975.00
"Currency","2009/06/02",4900.00
"Currency","2009/06/01",4990.00
"Currency","2009/05/29",5000.00
"Currency","2009/05/28",5005.00
"Currency","2009/05/27",5005.00
"Currency","2009/05/26",5000.00
"Currency","2009/05/25",5000.00
"Currency","2009/05/22",5000.00
"Currency","2009/05/21",5005.00
"Currency","2009/05/20",5005.00
"Currency","2009/05/19",5000.00
"Currency","2009/05/18",5001.00
"Currency","2009/05/15",4987.50
"Currency","2009/05/14",4987.50
"Currency","2009/05/13",4987.50
"Currency","2009/05/12",4987.50
"Currency","2009/05/11",4987.50
"Currency","2009/05/08",4987.50
"Currency","2009/05/07",4987.50
"Currency","2009/05/06",4987.50
"Currency","2009/05/05",4987.50
"Currency","2009/05/04",4987.50
"Currency","2009/05/01",4987.50
"Currency","2009/04/30",4987.50
"Currency","2009/04/29",4987.50
"Currency","2009/04/28",4987.50
"Currency","2009/04/27",4987.50
"Currency","2009/04/24",4987.50
"Currency","2009/04/23",4987.50
"Currency","2009/04/22",4915.00
"Currency","2009/04/21",4915.00
"Currency","2009/04/20",4915.00
"Currency","2009/04/17",4915.00
"Currency","2009/04/16",4915.00
"Currency","2009/04/15",4915.00
"Currency","2009/04/14",4912.50
"Currency","2009/04/13",4915.00
"Currency","2009/04/10",4915.00
"Currency","2009/04/09",4915.00
"Currency","2009/04/08",4915.00
"Currency","2009/04/07",4915.00
"Currency","2009/04/06",4915.00
"Currency","2009/04/03",4915.00
"Currency","2009/04/02",4915.00
"Currency","2009/04/01",5017.50
"Currency","2009/03/31",5017.50
"Currency","2009/03/30",5017.50
"Currency","2009/03/27",5015.00
"Currency","2009/03/26",5012.50
"Currency","2009/03/25",5012.50
"Currency","2009/03/24",4995.00
"Currency","2009/03/23",4995.00
"Currency","2009/03/20",4995.00
"Currency","2009/03/19",4975.00
"Currency","2009/03/18",4970.00
"Currency","2009/03/17",4970.00
"Currency","2009/03/16",4965.00
"Currency","2009/03/13",4965.00
"Currency","2009/03/12",4960.00
"Currency","2009/03/11",4960.00
"Currency","2009/03/10",4960.00
"Currency","2009/03/09",4955.00
"Currency","2009/03/06",4955.00
"Currency","2009/03/05",4955.00
"Currency","2009/03/04",4955.00
"Currency","2009/03/03",4950.00
"Currency","2009/03/02",4955.00
"Currency","2009/02/27",4945.00
"Currency","2009/02/26",4945.00
"Currency","2009/02/25",4950.00
"Currency","2009/02/24",4955.00
"Currency","2009/02/23",4951.00
"Currency","2009/02/20",4945.00
"Currency","2009/02/19",4945.00
"Currency","2009/02/18",4940.00
"Currency","2009/02/17",4940.00
"Currency","2009/02/16",4940.00
"Currency","2009/02/13",4950.00
"Currency","2009/02/12",4950.00
"Currency","2009/02/11",4950.00
"Currency","2009/02/10",4950.00
"Currency","2009/02/09",4950.00
"Currency","2009/02/06",4950.00
"Currency","2009/02/05",4950.00
"Currency","2009/02/04",4950.00
"Currency","2009/02/03",4950.00
"Currency","2009/02/02",4950.00
"Currency","2009/01/30",4950.00
"Currency","2009/01/29",4950.00
"Currency","2009/01/28",4945.00
"Currency","2009/01/27",4945.00
"Currency","2009/01/26",4945.00
"Currency","2009/01/23",4930.00
"Currency","2009/01/22",4930.00
"Currency","2009/01/21",4930.00
"Currency","2009/01/20",4925.00
"Currency","2009/01/19",4925.00
"Currency","2009/01/16",4955.00
"Currency","2009/01/15",4955.00
"Currency","2009/01/14",4955.00
"Currency","2009/01/13",4950.00
"Currency","2009/01/12",4950.00
"Currency","2009/01/09",5010.00
"Currency","2009/01/08",5010.00
"Currency","2009/01/07",5030.48
"Currency","2009/01/06",5030.48
"Currency","2009/01/05",5030.48
"Currency","2009/01/02",5030.48
"Currency","2009/01/01",4984.00
"Currency","2008/12/31",4984.00
"Currency","2008/12/30",4984.00
"Currency","2008/12/29",5034.85
"Currency","2008/12/26",5034.85
"Currency","2008/12/25",5034.85
"Currency","2008/12/24",5034.85
"Currency","2008/12/23",5034.85
"Currency","2008/12/22",5034.85
"Currency","2008/12/19",4984.00
"Currency","2008/12/18",4984.00
"Currency","2008/12/17",4984.00
"Currency","2008/12/16",4984.00
"Currency","2008/12/15",4984.00
"Currency","2008/12/12",4984.00
"Currency","2008/12/11",4984.00
"Currency","2008/12/10",4984.00
"Currency","2008/12/09",4984.00
"Currency","2008/12/08",4984.00
"Currency","2008/12/05",4984.00
"Currency","2008/12/04",4984.00
"Currency","2008/12/03",4984.00
"Currency","2008/12/02",4984.00
"Currency","2008/12/01",4984.00
"Currency","2008/11/28",4985.00
"Currency","2008/11/27",4985.00
"Currency","2008/11/26",4984.00
"Currency","2008/11/25",4984.00
"Currency","2008/11/24",4984.00
"Currency","2008/11/21",4984.00
"Currency","2008/11/20",4984.00
"Currency","2008/11/19",4934.00
"Currency","2008/11/18",4934.00
"Currency","2008/11/17",4934.00
"Currency","2008/11/14",4934.00
"Currency","2008/11/13",4934.00
"Currency","2008/11/12",4922.50
"Currency","2008/11/11",4921.50
"Currency","2008/11/10",4921.50
"Currency","2008/11/07",4921.50
"Currency","2008/11/06",4920.00
"Currency","2008/11/05",4921.00
"Currency","2008/11/04",4918.00
"Currency","2008/11/03",4921.00
"Currency","2008/10/31",4921.50
"Currency","2008/10/30",4921.50
"Currency","2008/10/29",4921.50
"Currency","2008/10/28",4921.50
"Currency","2008/10/27",4921.50
"Currency","2008/10/24",4921.50
"Currency","2008/10/23",4921.50
"Currency","2008/10/22",4921.50
"Currency","2008/10/21",4921.50
"Currency","2008/10/20",4962.50
"Currency","2008/10/17",4950.00
"Currency","2008/10/16",4950.00
"Currency","2008/10/15",4896.00
"Currency","2008/10/14",4896.00
"Currency","2008/10/13",4896.00
"Currency","2008/10/10",4960.31
"Currency","2008/10/09",4960.31
"Currency","2008/10/08",4960.31
"Currency","2008/10/07",4934.88
"Currency","2008/10/06",4825.00
"Currency","2008/10/03",4833.13
"Currency","2008/10/02",4833.13
"Currency","2008/10/01",4833.13
"Currency","2008/09/30",4833.13
"Currency","2008/09/29",4833.13
"Currency","2008/09/26",4833.13
"Currency","2008/09/25",4833.13
"Currency","2008/09/24",4833.13
"Currency","2008/09/23",4782.25
"Currency","2008/09/22",4731.38
"Currency","2008/09/19",4731.38
"Currency","2008/09/18",4731.38
"Currency","2008/09/17",4629.63
"Currency","2008/09/16",4629.63
"Currency","2008/09/15",4629.63
"Currency","2008/09/12",4629.63
"Currency","2008/09/11",4629.63
"Currency","2008/09/10",4629.63
"Currency","2008/09/09",4629.63
"Currency","2008/09/08",4629.63
"Currency","2008/09/05",4629.63
"Currency","2008/09/04",4629.63
"Currency","2008/09/03",4575.00
"Currency","2008/09/02",4578.75
"Currency","2008/09/01",4578.75
"Currency","2008/08/29",4578.75
"Currency","2008/08/28",4578.75
"Currency","2008/08/27",4578.75
"Currency","2008/08/26",4578.75
"Currency","2008/08/25",4578.75
"Currency","2008/08/22",4578.75
"Currency","2008/08/21",4578.75
"Currency","2008/08/20",4578.75
"Currency","2008/08/19",4578.75
"Currency","2008/08/18",4578.75
"Currency","2008/08/15",4578.75
"Currency","2008/08/14",4578.75
"Currency","2008/08/13",4578.75
"Currency","2008/08/12",4578.75
"Currency","2008/08/11",4578.75
"Currency","2008/08/08",4578.75
"Currency","2008/08/07",4578.75
"Currency","2008/08/06",4538.05
"Currency","2008/08/05",4538.05
"Currency","2008/08/04",4538.05
"Currency","2008/08/01",4538.05
"Currency","2008/07/31",4538.05
"Currency","2008/07/30",4517.70
"Currency","2008/07/29",4517.70
"Currency","2008/07/28",4517.70
"Currency","2008/07/25",4517.70
"Currency","2008/07/24",4517.70
"Currency","2008/07/23",4517.70
"Currency","2008/07/22",4517.70
"Currency","2008/07/21",4502.50
"Currency","2008/07/18",4502.50
"Currency","2008/07/17",4502.50
"Currency","2008/07/16",4502.50
"Currency","2008/07/15",4502.50
"Currency","2008/07/14",4462.45
"Currency","2008/07/11",4462.45
"Currency","2008/07/10",4462.45
"Currency","2008/07/09",4462.45
"Currency","2008/07/08",4462.45
"Currency","2008/07/07",4462.45
"Currency","2008/07/04",4462.45
"Currency","2008/07/03",4462.45
"Currency","2008/07/02",4447.00
"Currency","2008/07/01",4447.00
"Currency","2008/06/30",4462.45
"Currency","2008/06/27",4462.45
"Currency","2008/06/26",4462.45
"Currency","2008/06/25",4462.45
"Currency","2008/06/24",4437.10
"Currency","2008/06/23",4437.10
"Currency","2008/06/20",4424.60
"Currency","2008/06/19",4424.60
"Currency","2008/06/18",4424.60
"Currency","2008/06/17",4424.60
"Currency","2008/06/16",4424.60
"Currency","2008/06/13",4424.60
"Currency","2008/06/12",4426.00
"Currency","2008/06/11",4425.00
"Currency","2008/06/10",4424.60
"Currency","2008/06/09",4424.60
"Currency","2008/06/06",4424.60
"Currency","2008/06/05",4424.60
"Currency","2008/06/04",4424.60
"Currency","2008/06/03",4424.60
"Currency","2008/06/02",4424.60
"Currency","2008/05/30",4424.60
"Currency","2008/05/29",4424.60
"Currency","2008/05/28",4424.60
"Currency","2008/05/27",4424.60
"Currency","2008/05/26",4424.60
"Currency","2008/05/23",4444.60
"Currency","2008/05/22",4444.60
"Currency","2008/05/21",4444.60
"Currency","2008/05/20",4444.60
"Currency","2008/05/19",4444.60
"Currency","2008/05/16",4444.60
"Currency","2008/05/15",4444.60
"Currency","2008/05/14",4444.60
"Currency","2008/05/13",4444.60
"Currency","2008/05/12",4444.60
"Currency","2008/05/09",4444.60
"Currency","2008/05/08",4444.60
"Currency","2008/05/07",4444.60
"Currency","2008/05/06",4444.60
"Currency","2008/05/05",4444.60
"Currency","2008/05/02",4444.60
"Currency","2008/05/01",4444.60
"Currency","2008/04/30",4444.60
"Currency","2008/04/29",4444.60
"Currency","2008/04/28",4494.60
"Currency","2008/04/25",4470.00
"Currency","2008/04/24",4470.00
"Currency","2008/04/23",4445.00
"Currency","2008/04/22",4445.00
"Currency","2008/04/21",4445.00
"Currency","2008/04/18",4445.00
"Currency","2008/04/17",4445.00
"Currency","2008/04/16",4445.00
"Currency","2008/04/15",4445.00
"Currency","2008/04/14",4405.00
"Currency","2008/04/11",4405.00
"Currency","2008/04/10",4405.00
"Currency","2008/04/09",4369.88
"Currency","2008/04/08",4369.88
"Currency","2008/04/07",4369.88
"Currency","2008/04/04",4359.00
"Currency","2008/04/03",4369.88
"Currency","2008/04/02",4369.88
"Currency","2008/04/01",4369.88
"Currency","2008/03/31",4369.88
"Currency","2008/03/28",4369.88
"Currency","2008/03/27",4369.88
"Currency","2008/03/26",4369.88
"Currency","2008/03/25",4369.88
"Currency","2008/03/24",4369.88
"Currency","2008/03/21",4369.88
"Currency","2008/03/20",4369.88
"Currency","2008/03/19",4369.88
"Currency","2008/03/18",4369.88
"Currency","2008/03/17",4369.88
"Currency","2008/03/14",4369.88
"Currency","2008/03/13",4369.88
"Currency","2008/03/12",4369.88
"Currency","2008/03/11",4369.88
"Currency","2008/03/10",4369.88
"Currency","2008/03/07",4369.88
"Currency","2008/03/06",4369.88
"Currency","2008/03/05",4335.00
"Currency","2008/03/04",4335.00
"Currency","2008/03/03",4335.00
"Currency","2008/02/29",4335.00
"Currency","2008/02/28",4335.00
"Currency","2008/02/27",4335.00
"Currency","2008/02/26",4335.00
"Currency","2008/02/25",4335.00
"Currency","2008/02/22",4335.00
"Currency","2008/02/21",4335.00
"Currency","2008/02/20",4335.00
"Currency","2008/02/19",4335.00
"Currency","2008/02/18",4335.00
"Currency","2008/02/15",4335.00
"Currency","2008/02/14",4319.00
"Currency","2008/02/13",4319.00
"Currency","2008/02/12",4319.00
"Currency","2008/02/11",4319.00
"Currency","2008/02/08",4319.00
"Currency","2008/02/07",4298.56
"Currency","2008/02/06",4278.11
"Currency","2008/02/05",4278.11
"Currency","2008/02/04",4278.11
"Currency","2008/02/01",4278.11
"Currency","2008/01/31",4278.11
"Currency","2008/01/30",4278.11
"Currency","2008/01/29",4278.11
"Currency","2008/01/28",4278.11
"Currency","2008/01/25",4265.00
"Currency","2008/01/24",4265.00
"Currency","2008/01/23",4265.00
"Currency","2008/01/22",4265.00
"Currency","2008/01/21",4265.00
"Currency","2008/01/18",4265.00
"Currency","2008/01/17",4265.00
"Currency","2008/01/16",4292.17
"Currency","2008/01/15",4292.17
"Currency","2008/01/14",4292.17
"Currency","2008/01/11",4279.54
"Currency","2008/01/10",4279.54
"Currency","2008/01/09",4279.54
"Currency","2008/01/08",4279.54
"Currency","2008/01/07",4296.00
"Currency","2008/01/04",4299.00
"Currency","2008/01/03",4280.00
"Currency","2008/01/02",4289.00
"Currency","2008/01/01",4289.00
"Currency","2007/12/31",4289.00
"Currency","2007/12/28",4274.40
"Currency","2007/12/27",4274.40
"Currency","2007/12/26",4274.40
"Currency","2007/12/25",4274.40
"Currency","2007/12/24",4274.40
"Currency","2007/12/21",4274.40
"Currency","2007/12/20",4274.40
"Currency","2007/12/19",4242.70
"Currency","2007/12/18",4242.70
"Currency","2007/12/17",4242.70
"Currency","2007/12/14",4242.70
"Currency","2007/12/13",4242.70
"Currency","2007/12/12",4242.70
"Currency","2007/12/11",4242.70
"Currency","2007/12/10",4242.70
"Currency","2007/12/07",4242.70
"Currency","2007/12/06",4242.70
"Currency","2007/12/05",4263.79
"Currency","2007/12/04",4263.79
"Currency","2007/12/03",4263.79
"Currency","2007/11/30",4263.79
"Currency","2007/11/29",4263.79
"Currency","2007/11/28",4263.79
"Currency","2007/11/27",4222.70
"Currency","2007/11/26",4222.70
"Currency","2007/11/23",4222.70
"Currency","2007/11/22",4222.70
"Currency","2007/11/21",4222.70
"Currency","2007/11/20",4222.70
"Currency","2007/11/19",4222.70
"Currency","2007/11/16",4222.70
"Currency","2007/11/15",4222.70
"Currency","2007/11/14",4222.70
"Currency","2007/11/13",4222.70
"Currency","2007/11/12",4222.70
"Currency","2007/11/09",4222.70
"Currency","2007/11/08",4222.70
"Currency","2007/11/07",4221.20
"Currency","2007/11/06",4221.20
"Currency","2007/11/05",4221.20
"Currency","2007/11/02",4221.20
"Currency","2007/11/01",4221.20
"Currency","2007/10/31",4221.20
"Currency","2007/10/30",4212.70
"Currency","2007/10/29",4212.70
"Currency","2007/10/26",4234.99
"Currency","2007/10/25",4234.99
"Currency","2007/10/24",4234.99
"Currency","2007/10/23",4234.99
"Currency","2007/10/22",4234.99
"Currency","2007/10/19",4234.99
"Currency","2007/10/18",4234.99
"Currency","2007/10/17",4234.99
"Currency","2007/10/16",4234.99
"Currency","2007/10/15",4234.99
"Currency","2007/10/12",4219.99
"Currency","2007/10/11",4169.43
"Currency","2007/10/10",4169.43
"Currency","2007/10/09",4169.43
"Currency","2007/10/08",4169.43
"Currency","2007/10/05",4169.43
"Currency","2007/10/04",4169.43
"Currency","2007/10/03",4169.43
"Currency","2007/10/02",4145.00
"Currency","2007/10/01",4145.00
"Currency","2007/09/28",4145.00
"Currency","2007/09/27",4152.00
"Currency","2007/09/26",4150.00
"Currency","2007/09/25",4152.00
"Currency","2007/09/24",4150.00
"Currency","2007/09/21",4149.00
"Currency","2007/09/20",4141.36
"Currency","2007/09/19",4060.00
"Currency","2007/09/18",4061.00
"Currency","2007/09/17",4065.00
"Currency","2007/09/14",4066.00
"Currency","2007/09/13",4067.00
"Currency","2007/09/12",4066.00
"Currency","2007/09/11",4065.00
"Currency","2007/09/10",4065.00
"Currency","2007/09/07",4067.00
"Currency","2007/09/06",4067.00
"Currency","2007/09/05",4015.00
"Currency","2007/09/04",4076.31
"Currency","2007/09/03",4076.31
"Currency","2007/08/31",4016.00
"Currency","2007/08/30",4024.69
"Currency","2007/08/29",4024.69
"Currency","2007/08/28",4024.69
"Currency","2007/08/27",4005.00
"Currency","2007/08/24",3993.71
"Currency","2007/08/23",3993.71
"Currency","2007/08/22",3900.00
"Currency","2007/08/21",3900.00
"Currency","2007/08/20",3905.00
"Currency","2007/08/17",3905.00
"Currency","2007/08/16",3905.00
"Currency","2007/08/15",3905.00
"Currency","2007/08/14",3915.00
"Currency","2007/08/13",3915.00
"Currency","2007/08/10",3934.60
"Currency","2007/08/09",3934.60
"Currency","2007/08/08",3934.60
"Currency","2007/08/07",3934.60
"Currency","2007/08/06",3825.00
"Currency","2007/08/03",3845.00
"Currency","2007/08/02",3840.00
"Currency","2007/08/01",3840.00
"Currency","2007/07/31",3895.00
"Currency","2007/07/30",3895.00
"Currency","2007/07/27",3450.00
"Currency","2007/07/26",3452.00
"Currency","2007/07/25",3452.00
"Currency","2007/07/24",3450.00
"Currency","2007/07/23",3452.00
"Currency","2007/07/20",3452.00
"Currency","2007/07/19",3450.00
"Currency","2007/07/18",3452.00
"Currency","2007/07/17",3451.00
"Currency","2007/07/16",3450.00
"Currency","2007/07/13",3450.00
"Currency","2007/07/12",3450.00
"Currency","2007/07/11",3449.00
"Currency","2007/07/10",3447.50
"Currency","2007/07/09",3446.00
"Currency","2007/07/06",3442.50
"Currency","2007/07/05",3445.00
"Currency","2007/07/04",3445.00
"Currency","2007/07/03",3447.00
"Currency","2007/07/02",3447.00
"Currency","2007/06/29",3450.00
"Currency","2007/06/28",3450.00
"Currency","2007/06/27",3452.00
"Currency","2007/06/26",3452.00
"Currency","2007/06/25",3452.00
"Currency","2007/06/22",3450.00
"Currency","2007/06/21",3452.00
"Currency","2007/06/20",3452.00
"Currency","2007/06/19",3450.00
"Currency","2007/06/18",3451.00
"Currency","2007/06/15",3452.00
"Currency","2007/06/14",3451.00
"Currency","2007/06/13",3450.00
"Currency","2007/06/12",3450.00
"Currency","2007/06/11",3451.00
"Currency","2007/06/08",3450.00
"Currency","2007/06/07",3452.00
"Currency","2007/06/06",3451.00
"Currency","2007/06/05",3451.00
"Currency","2007/06/04",3450.00
"Currency","2007/06/01",3452.00
"Currency","2007/05/31",3451.00
"Currency","2007/05/30",3447.50
"Currency","2007/05/29",3450.50
"Currency","2007/05/28",3450.50
"Currency","2007/05/25",3450.50
"Currency","2007/05/24",3461.08
"Currency","2007/05/23",3450.00
"Currency","2007/05/22",3452.00
"Currency","2007/05/21",3452.00
"Currency","2007/05/18",3451.00
"Currency","2007/05/17",3447.00
"Currency","2007/05/16",3455.00
"Currency","2007/05/15",3447.00
"Currency","2007/05/14",3447.00
"Currency","2007/05/11",3445.00
"Currency","2007/05/10",3441.00
"Currency","2007/05/09",3440.00
"Currency","2007/05/08",3435.00
"Currency","2007/05/07",3425.00
"Currency","2007/05/04",3417.00
"Currency","2007/05/03",3632.48
"Currency","2007/05/02",3632.48
"Currency","2007/05/01",4207.88
"Currency","2007/04/30",4207.88
"Currency","2007/04/27",4207.88
"Currency","2007/04/26",4207.88
"Currency","2007/04/25",4207.88
"Currency","2007/04/24",4207.88
"Currency","2007/04/23",4207.88
"Currency","2007/04/20",4207.88
"Currency","2007/04/19",5847.50
"Currency","2007/04/18",5847.50
"Currency","2007/04/17",5847.50
"Currency","2007/04/16",6000.00
"Currency","2007/04/13",6000.00
"Currency","2007/04/12",6000.00
"Currency","2007/04/11",6000.00
"Currency","2007/04/10",6000.00
"Currency","2007/04/09",6000.00
"Currency","2007/04/06",6000.00
"Currency","2007/04/05",6000.00
"Currency","2007/04/04",6000.00
"Currency","2007/04/03",6000.00
"Currency","2007/04/02",6000.00
"Currency","2007/03/30",6000.00
"Currency","2007/03/29",6000.00
"Currency","2007/03/28",6000.00
"Currency","2007/03/27",6000.00
"Currency","2007/03/26",6000.00
"Currency","2007/03/23",6000.00
"Currency","2007/03/22",6000.00
"Currency","2007/03/21",6000.00
"Currency","2007/03/20",6000.00
"Currency","2007/03/19",6000.00
"Currency","2007/03/16",6000.00
"Currency","2007/03/15",6000.00
"Currency","2007/03/14",6000.00
"Currency","2007/03/13",6000.00
"Currency","2007/03/12",6000.00
"Currency","2007/03/09",6000.00
"Currency","2007/03/08",6000.00
"Currency","2007/03/07",6000.00
"Currency","2007/03/06",6000.00
"Currency","2007/03/05",6000.00
"Currency","2007/03/02",6000.00
"Currency","2007/03/01",6000.00
"Currency","2007/02/28",6000.00
"Currency","2007/02/27",6000.00
"Currency","2007/02/26",6000.00
"Currency","2007/02/23",6000.00
"Currency","2007/02/22",6000.00
"Currency","2007/02/21",5950.00
"Currency","2007/02/20",6000.00
"Currency","2007/02/19",6000.00
"Currency","2007/02/16",6000.00
"Currency","2007/02/15",6000.00
"Currency","2007/02/14",6000.00
"Currency","2007/02/13",6000.00
"Currency","2007/02/12",6000.00
"Currency","2007/02/09",6000.00
"Currency","2007/02/08",6000.00
"Currency","2007/02/07",6000.00
"Currency","2007/02/06",6000.00
"Currency","2007/02/05",6000.00
"Currency","2007/02/02",6000.00
"Currency","2007/02/01",6000.00
"Currency","2007/01/31",6000.00
"Currency","2007/01/30",6000.00
"Currency","2007/01/29",6000.00
"Currency","2007/01/26",6000.00
"Currency","2007/01/25",6000.00
"Currency","2007/01/24",6000.00
"Currency","2007/01/23",6000.00
"Currency","2007/01/22",5556.00
"Currency","2007/01/19",5555.00
"Currency","2007/01/18",5556.00
"Currency","2007/01/17",5556.00
"Currency","2007/01/16",5556.00
"Currency","2007/01/15",5556.00
"Currency","2007/01/12",5556.00
"Currency","2007/01/11",5556.00
"Currency","2007/01/10",5555.00
"Currency","2007/01/09",5555.00
"Currency","2007/01/08",5555.00
"Currency","2007/01/05",5555.00
"Currency","2007/01/04",5556.00
"Currency","2007/01/03",5555.00
"Currency","2007/01/02",5556.00
"Currency","2007/01/01",5556.00
"Currency","2006/12/29",5556.00
"Currency","2006/12/28",5555.00
"Currency","2006/12/27",5555.00
"Currency","2006/12/26",5555.00
"Currency","2006/12/25",5556.00
"Currency","2006/12/22",5556.00
"Currency","2006/12/21",5556.00
"Currency","2006/12/20",5555.00
"Currency","2006/12/19",5555.00
"Currency","2006/12/18",5555.00
"Currency","2006/12/15",5555.00
"Currency","2006/12/14",5556.00
"Currency","2006/12/13",5555.00
"Currency","2006/12/12",5556.00
"Currency","2006/12/11",5555.00
"Currency","2006/12/08",5556.00
"Currency","2006/12/07",5555.00
"Currency","2006/12/06",5561.00
"Currency","2006/12/05",5555.00
"Currency","2006/12/04",5555.00
"Currency","2006/12/01",5556.00
"Currency","2006/11/30",5556.00
"Currency","2006/11/29",5556.00
"Currency","2006/11/28",5556.00
"Currency","2006/11/27",5555.00
"Currency","2006/11/24",5555.00
"Currency","2006/11/23",5555.00
"Currency","2006/11/22",5555.00
"Currency","2006/11/21",5555.00
"Currency","2006/11/20",5556.00
"Currency","2006/11/17",5555.00
"Currency","2006/11/16",5555.00
"Currency","2006/11/15",5565.00
"Currency","2006/11/14",5553.00
"Currency","2006/11/13",5560.00
"Currency","2006/11/10",5558.00
"Currency","2006/11/09",5560.00
"Currency","2006/11/08",5550.00
"Currency","2006/11/07",5555.00
"Currency","2006/11/06",5550.00
"Currency","2006/11/03",5555.00
"Currency","2006/11/02",5555.00
"Currency","2006/11/01",5556.00
"Currency","2006/10/31",5556.00
"Currency","2006/10/30",5564.00
"Currency","2006/10/27",5565.00
"Currency","2006/10/26",5555.00
"Currency","2006/10/25",5550.00
"Currency","2006/10/24",5550.00
"Currency","2006/10/23",5555.00
"Currency","2006/10/20",5555.00
"Currency","2006/10/19",5550.00
"Currency","2006/10/18",5555.00
"Currency","2006/10/17",5555.00
"Currency","2006/10/16",5555.00
"Currency","2006/10/13",5600.28
"Currency","2006/10/12",5555.00
"Currency","2006/10/11",5555.00
"Currency","2006/10/10",5555.00
"Currency","2006/10/09",5555.00
"Currency","2006/10/06",5555.00
"Currency","2006/10/05",5555.00
"Currency","2006/10/04",5550.00
"Currency","2006/10/03",5555.00
"Currency","2006/10/02",5555.00
"Currency","2006/09/29",5555.00
"Currency","2006/09/28",5555.00
"Currency","2006/09/27",5550.00
"Currency","2006/09/26",5555.00
"Currency","2006/09/25",5555.00
"Currency","2006/09/22",5550.00
"Currency","2006/09/21",5555.00
"Currency","2006/09/20",5550.00
"Currency","2006/09/19",5550.00
"Currency","2006/09/18",5555.00
"Currency","2006/09/15",5555.00
"Currency","2006/09/14",5555.00
"Currency","2006/09/13",5550.00
"Currency","2006/09/12",5555.00
"Currency","2006/09/11",5555.00
"Currency","2006/09/08",5550.00
"Currency","2006/09/07",5555.00
"Currency","2006/09/06",5550.00
"Currency","2006/09/05",5550.00
"Currency","2006/09/04",5550.00
"Currency","2006/09/01",5550.00
"Currency","2006/08/31",5550.00
"Currency","2006/08/30",5550.00
"Currency","2006/08/29",5550.00
"Currency","2006/08/28",5550.00
"Currency","2006/08/25",5555.00
"Currency","2006/08/24",5550.00
"Currency","2006/08/23",5463.28
"Currency","2006/08/22",5463.28
"Currency","2006/08/21",5463.28
"Currency","2006/08/18",5463.28
"Currency","2006/08/17",5463.28
"Currency","2006/08/16",5555.00
"Currency","2006/08/15",5555.00
"Currency","2006/08/14",5555.00
"Currency","2006/08/11",5555.00
"Currency","2006/08/10",5555.00
