"Indicator","Time","Value (USD/GNF)"
"Currency","2003/06/16",1985.00
"Currency","2003/06/13",1985.00
"Currency","2003/06/12",1985.00
"Currency","2003/06/11",1985.00
"Currency","2003/06/10",1985.00
"Currency","2003/06/09",1980.00
"Currency","2003/06/06",1980.00
"Currency","2003/06/05",1980.00
"Currency","2003/06/04",1980.00
"Currency","2003/06/03",1980.00
"Currency","2003/06/02",1980.00
"Currency","2003/05/30",1980.00
"Currency","2003/05/29",1980.00
"Currency","2003/05/28",1980.00
"Currency","2003/05/27",1980.00
"Currency","2003/05/26",1980.00
"Currency","2003/05/23",1980.00
"Currency","2003/05/22",1980.00
"Currency","2003/05/21",1980.00
"Currency","2003/05/20",1980.00
"Currency","2003/05/19",1980.00
"Currency","2003/05/16",1980.00
"Currency","2003/05/15",1980.00
"Currency","2003/05/14",1980.00
"Currency","2003/05/13",1980.00
"Currency","2003/05/12",1980.00
"Currency","2003/05/09",1980.00
"Currency","2003/05/08",1980.00
"Currency","2003/05/07",1980.00
"Currency","2003/05/06",1980.00
"Currency","2003/05/05",1980.00
"Currency","2003/05/02",1980.00
"Currency","2003/05/01",1980.00
"Currency","2003/04/30",1980.00
"Currency","2003/04/29",1980.00
"Currency","2003/04/28",1980.00
"Currency","2003/04/25",1980.00
"Currency","2003/04/24",1980.00
"Currency","2003/04/23",1980.00
"Currency","2003/04/22",1980.00
"Currency","2003/04/21",1980.00
"Currency","2003/04/18",1980.00
"Currency","2003/04/17",1980.00
"Currency","2003/04/16",1980.00
"Currency","2003/04/15",1980.00
"Currency","2003/04/14",1980.00
"Currency","2003/04/11",1980.00
"Currency","2003/04/10",1980.00
"Currency","2003/04/09",1980.00
"Currency","2003/04/08",1980.00
"Currency","2003/04/07",1980.00
"Currency","2003/04/04",1980.00
"Currency","2003/04/03",1980.00
"Currency","2003/04/02",1980.00
"Currency","2003/04/01",1980.00
"Currency","2003/03/31",1980.00
"Currency","2003/03/28",1980.00
"Currency","2003/03/27",1980.00
"Currency","2003/03/26",1980.00
"Currency","2003/03/25",1980.00
"Currency","2003/03/24",1980.00
"Currency","2003/03/21",1980.00
"Currency","2003/03/20",1980.00
"Currency","2003/03/19",1980.00
"Currency","2003/03/18",1980.00
"Currency","2003/03/17",1980.00
"Currency","2003/03/14",1980.00
"Currency","2003/03/13",1980.00
"Currency","2003/03/12",1980.00
"Currency","2003/03/11",1980.00
"Currency","2003/03/10",1980.00
"Currency","2003/03/07",1980.00
"Currency","2003/03/06",1980.00
"Currency","2003/03/05",1980.00
"Currency","2003/03/04",1980.00
"Currency","2003/03/03",1980.00
"Currency","2003/02/28",1980.00
"Currency","2003/02/27",1980.00
"Currency","2003/02/26",1980.00
"Currency","2003/02/25",1980.00
"Currency","2003/02/24",1980.00
"Currency","2003/02/21",1980.00
"Currency","2003/02/20",1980.00
"Currency","2003/02/19",1980.00
"Currency","2003/02/18",1980.00
"Currency","2003/02/17",1980.00
"Currency","2003/02/14",1980.00
"Currency","2003/02/13",1980.00
"Currency","2003/02/12",1980.00
"Currency","2003/02/11",1980.00
"Currency","2003/02/10",1980.00
"Currency","2003/02/07",1980.00
"Currency","2003/02/06",1980.00
"Currency","2003/02/05",1980.00
"Currency","2003/02/04",1980.00
"Currency","2003/02/03",1980.00
"Currency","2003/01/31",1980.00
"Currency","2003/01/30",1980.00
"Currency","2003/01/29",1980.00
"Currency","2003/01/28",1980.00
"Currency","2003/01/27",1980.00
"Currency","2003/01/24",1980.00
"Currency","2003/01/23",1980.00
"Currency","2003/01/22",1980.00
"Currency","2003/01/21",1980.00
"Currency","2003/01/20",1980.00
"Currency","2003/01/17",1980.00
"Currency","2003/01/16",1980.00
"Currency","2003/01/15",1980.00
"Currency","2003/01/14",1980.00
"Currency","2003/01/13",1980.00
"Currency","2003/01/10",1980.00
"Currency","2003/01/09",1985.00
"Currency","2003/01/08",1985.00
"Currency","2003/01/07",1985.00
"Currency","2003/01/06",1985.00
"Currency","2003/01/03",1985.00
"Currency","2003/01/02",1985.00
"Currency","2003/01/01",1985.00
"Currency","2002/12/31",1985.00
"Currency","2002/12/30",1985.00
"Currency","2002/12/27",1985.00
"Currency","2002/12/26",1985.00
"Currency","2002/12/25",1985.00
"Currency","2002/12/24",1985.00
"Currency","2002/12/23",1985.00
"Currency","2002/12/20",1985.00
"Currency","2002/12/19",1985.00
"Currency","2002/12/18",1985.00
"Currency","2002/12/17",1976.50
"Currency","2002/12/16",1976.50
"Currency","2002/12/13",1976.50
"Currency","2002/12/12",1976.50
"Currency","2002/12/11",1976.50
"Currency","2002/12/10",1976.50
"Currency","2002/12/09",1976.50
"Currency","2002/12/06",1976.50
"Currency","2002/12/05",1976.50
"Currency","2002/12/04",1976.50
"Currency","2002/12/03",1976.50
"Currency","2002/12/02",1976.50
"Currency","2002/11/29",1976.50
"Currency","2002/11/28",1976.50
"Currency","2002/11/27",1976.50
"Currency","2002/11/26",1976.50
"Currency","2002/11/25",1976.50
"Currency","2002/11/22",1976.50
"Currency","2002/11/21",1976.50
"Currency","2002/11/20",1976.50
"Currency","2002/11/19",1976.50
"Currency","2002/11/18",1976.50
"Currency","2002/11/15",1976.50
"Currency","2002/11/14",1976.50
"Currency","2002/11/13",1976.50
"Currency","2002/11/12",1976.50
"Currency","2002/11/11",1976.50
"Currency","2002/11/08",1976.50
"Currency","2002/11/07",1976.50
"Currency","2002/11/06",1976.50
"Currency","2002/11/05",1976.50
"Currency","2002/11/04",1976.50
"Currency","2002/11/01",1976.50
"Currency","2002/10/31",1976.50
"Currency","2002/10/30",1976.50
"Currency","2002/10/29",1976.50
"Currency","2002/10/28",1976.50
"Currency","2002/10/25",1976.50
"Currency","2002/10/24",1976.50
"Currency","2002/10/23",1976.50
"Currency","2002/10/22",1976.50
"Currency","2002/10/21",1976.50
"Currency","2002/10/18",1976.50
"Currency","2002/10/17",1976.50
"Currency","2002/10/16",1976.50
"Currency","2002/10/15",1976.50
"Currency","2002/10/14",1976.50
"Currency","2002/10/11",1976.50
"Currency","2002/10/10",1976.50
"Currency","2002/10/09",1976.50
"Currency","2002/10/08",1976.50
"Currency","2002/10/07",1976.50
"Currency","2002/10/04",1976.50
"Currency","2002/10/03",1976.50
"Currency","2002/10/02",1976.50
"Currency","2002/10/01",1976.50
"Currency","2002/09/30",1976.50
"Currency","2002/09/27",1976.50
"Currency","2002/09/26",1976.50
"Currency","2002/09/25",1976.50
"Currency","2002/09/24",1976.50
"Currency","2002/09/23",1976.50
"Currency","2002/09/20",1976.50
"Currency","2002/09/19",1976.50
"Currency","2002/09/18",1976.50
"Currency","2002/09/17",1976.50
"Currency","2002/09/16",1976.50
"Currency","2002/09/13",1976.50
"Currency","2002/09/12",1976.50
"Currency","2002/09/11",1976.50
"Currency","2002/09/10",1976.50
"Currency","2002/09/09",1976.50
"Currency","2002/09/06",1976.50
"Currency","2002/09/05",1976.50
"Currency","2002/09/04",1976.50
"Currency","2002/09/03",1976.50
"Currency","2002/09/02",1976.50
"Currency","2002/08/30",1976.50
"Currency","2002/08/29",1976.50
"Currency","2002/08/28",1976.50
"Currency","2002/08/27",1976.50
"Currency","2002/08/26",1976.50
"Currency","2002/08/23",1976.50
"Currency","2002/08/22",1976.50
"Currency","2002/08/21",1976.50
"Currency","2002/08/20",1976.50
"Currency","2002/08/19",1976.50
"Currency","2002/08/16",1976.50
"Currency","2002/08/15",1976.50
"Currency","2002/08/14",1976.50
"Currency","2002/08/13",1976.50
"Currency","2002/08/12",1976.50
"Currency","2002/08/09",1976.50
"Currency","2002/08/08",1976.50
"Currency","2002/08/07",1976.50
"Currency","2002/08/06",1976.50
"Currency","2002/08/05",1976.50
"Currency","2002/08/02",1976.50
"Currency","2002/08/01",1976.50
"Currency","2002/07/31",1976.50
"Currency","2002/07/30",1976.50
"Currency","2002/07/29",1976.50
"Currency","2002/07/26",1976.50
"Currency","2002/07/25",1976.50
"Currency","2002/07/24",1976.50
"Currency","2002/07/23",1976.50
"Currency","2002/07/22",1976.50
"Currency","2002/07/19",1976.50
"Currency","2002/07/18",1976.50
"Currency","2002/07/17",1976.50
"Currency","2002/07/16",1976.50
"Currency","2002/07/15",1976.50
"Currency","2002/07/12",1976.50
"Currency","2002/07/11",1976.50
"Currency","2002/07/10",1976.50
"Currency","2002/07/09",1976.50
"Currency","2002/07/08",1976.50
"Currency","2002/07/05",1976.50
"Currency","2002/07/04",1976.50
"Currency","2002/07/03",1976.50
"Currency","2002/07/02",1976.50
"Currency","2002/07/01",1976.50
"Currency","2002/06/28",1976.50
"Currency","2002/06/27",1976.50
"Currency","2002/06/26",1976.50
"Currency","2002/06/25",1976.50
"Currency","2002/06/24",1976.50
"Currency","2002/06/21",1985.00
"Currency","2002/06/20",1985.00
"Currency","2002/06/19",1985.00
"Currency","2002/06/18",1985.00
"Currency","2002/06/17",1985.00
"Currency","2002/06/14",1985.00
"Currency","2002/06/13",1985.00
"Currency","2002/06/12",1985.00
"Currency","2002/06/11",1985.00
"Currency","2002/06/10",1985.00
"Currency","2002/06/07",1985.00
"Currency","2002/06/06",1985.00
"Currency","2002/06/05",1985.00
"Currency","2002/06/04",1985.00
"Currency","2002/06/03",1985.00
"Currency","2002/05/31",1985.00
"Currency","2002/05/30",1985.00
"Currency","2002/05/29",1985.00
"Currency","2002/05/28",1975.50
"Currency","2002/05/27",1975.50
"Currency","2002/05/24",1975.50
"Currency","2002/05/23",1975.50
"Currency","2002/05/22",1975.50
"Currency","2002/05/21",1975.50
"Currency","2002/05/20",1975.50
"Currency","2002/05/17",1975.50
"Currency","2002/05/16",1975.50
"Currency","2002/05/15",1975.50
"Currency","2002/05/14",1975.50
"Currency","2002/05/13",1975.50
"Currency","2002/05/10",1975.50
"Currency","2002/05/09",1975.50
"Currency","2002/05/08",1975.50
"Currency","2002/05/07",1975.50
"Currency","2002/05/06",1975.50
"Currency","2002/05/03",1975.50
"Currency","2002/05/02",1975.50
"Currency","2002/05/01",1975.50
"Currency","2002/04/30",1975.50
"Currency","2002/04/29",1975.50
"Currency","2002/04/26",1975.50
"Currency","2002/04/25",1975.50
"Currency","2002/04/24",1975.50
"Currency","2002/04/23",1975.50
"Currency","2002/04/22",1975.50
"Currency","2002/04/19",1975.50
"Currency","2002/04/18",1975.50
"Currency","2002/04/17",1975.50
"Currency","2002/04/16",1975.50
"Currency","2002/04/15",1975.50
"Currency","2002/04/12",1975.50
"Currency","2002/04/11",1975.50
"Currency","2002/04/10",1975.50
"Currency","2002/04/09",1975.50
"Currency","2002/04/08",1975.50
"Currency","2002/04/05",1975.50
"Currency","2002/04/04",1975.50
"Currency","2002/04/03",1975.50
"Currency","2002/04/02",1975.50
"Currency","2002/04/01",1975.50
"Currency","2002/03/29",1975.50
"Currency","2002/03/28",1975.50
"Currency","2002/03/27",1975.50
"Currency","2002/03/26",1975.50
"Currency","2002/03/25",1975.50
"Currency","2002/03/22",1975.50
"Currency","2002/03/21",1975.50
"Currency","2002/03/20",1978.00
"Currency","2002/03/19",1978.00
"Currency","2002/03/18",1978.00
"Currency","2002/03/15",1978.00
"Currency","2002/03/14",1978.00
"Currency","2002/03/13",1978.00
"Currency","2002/03/12",1978.00
"Currency","2002/03/11",1978.00
"Currency","2002/03/08",1978.00
"Currency","2002/03/07",1978.00
"Currency","2002/03/06",1978.00
"Currency","2002/03/05",1978.00
"Currency","2002/03/04",1978.00
"Currency","2002/03/01",1978.00
"Currency","2002/02/28",1978.00
"Currency","2002/02/27",1978.00
"Currency","2002/02/26",1978.00
"Currency","2002/02/25",1978.00
"Currency","2002/02/22",1977.50
"Currency","2002/02/21",1977.50
"Currency","2002/02/20",1980.00
"Currency","2002/02/19",1980.00
"Currency","2002/02/18",1980.00
"Currency","2002/02/15",1980.00
"Currency","2002/02/14",1980.00
"Currency","2002/02/13",1980.00
"Currency","2002/02/12",1980.00
"Currency","2002/02/11",1980.00
"Currency","2002/02/08",1980.00
"Currency","2002/02/07",1980.00
"Currency","2002/02/06",1980.00
"Currency","2002/02/05",1980.00
"Currency","2002/02/04",1980.00
"Currency","2002/02/01",1980.00
"Currency","2002/01/31",1980.00
"Currency","2002/01/30",1975.00
"Currency","2002/01/29",1975.00
"Currency","2002/01/28",1975.00
"Currency","2002/01/25",1975.00
"Currency","2002/01/24",1975.00
"Currency","2002/01/23",1975.00
"Currency","2002/01/22",1970.00
"Currency","2002/01/21",1970.00
"Currency","2002/01/18",1970.00
"Currency","2002/01/17",1970.00
"Currency","2002/01/16",1970.00
"Currency","2002/01/15",1970.00
"Currency","2002/01/14",1970.00
"Currency","2002/01/11",1960.00
"Currency","2002/01/10",1960.00
"Currency","2002/01/09",1960.00
"Currency","2002/01/08",1960.00
"Currency","2002/01/07",1965.00
"Currency","2002/01/04",1965.00
"Currency","2002/01/03",1965.00
"Currency","2002/01/02",1970.00
"Currency","2002/01/01",1970.00
"Currency","2001/12/31",1970.00
"Currency","2001/12/28",1970.00
"Currency","2001/12/27",1970.00
"Currency","2001/12/26",1970.00
"Currency","2001/12/25",1970.00
"Currency","2001/12/24",1970.00
"Currency","2001/12/21",1970.00
"Currency","2001/12/20",1970.00
"Currency","2001/12/19",1970.00
"Currency","2001/12/18",1970.00
"Currency","2001/12/17",1970.00
"Currency","2001/12/14",1970.00
"Currency","2001/12/13",1970.00
"Currency","2001/12/12",1970.00
"Currency","2001/12/11",1957.50
"Currency","2001/12/10",1957.50
"Currency","2001/12/07",1957.50
"Currency","2001/12/06",1957.50
"Currency","2001/12/05",1957.50
"Currency","2001/12/04",1957.50
"Currency","2001/12/03",1957.50
"Currency","2001/11/30",1957.50
"Currency","2001/11/29",1957.50
"Currency","2001/11/28",1957.50
"Currency","2001/11/27",1957.50
"Currency","2001/11/26",1957.50
"Currency","2001/11/23",1957.50
"Currency","2001/11/22",1957.50
"Currency","2001/11/21",1968.50
"Currency","2001/11/20",1968.50
"Currency","2001/11/19",1968.50
"Currency","2001/11/16",1971.00
"Currency","2001/11/15",1955.50
"Currency","2001/11/14",1955.50
"Currency","2001/11/13",1955.50
"Currency","2001/11/12",1955.50
"Currency","2001/11/09",1955.50
"Currency","2001/11/08",1955.50
"Currency","2001/11/07",1973.50
"Currency","2001/11/06",1973.50
"Currency","2001/11/05",1970.00
"Currency","2001/11/02",1970.00
"Currency","2001/11/01",1970.00
"Currency","2001/10/31",1952.50
"Currency","2001/10/30",1952.50
"Currency","2001/10/29",1952.50
"Currency","2001/10/26",1952.50
"Currency","2001/10/25",1952.50
"Currency","2001/10/24",1952.50
"Currency","2001/10/23",1952.50
"Currency","2001/10/22",1952.50
"Currency","2001/10/19",1952.50
"Currency","2001/10/18",1952.50
"Currency","2001/10/17",1952.50
"Currency","2001/10/16",1952.50
"Currency","2001/10/15",1952.50
"Currency","2001/10/12",1952.50
"Currency","2001/10/11",1952.50
"Currency","2001/10/10",1955.00
"Currency","2001/10/09",1955.00
"Currency","2001/10/08",1960.00
"Currency","2001/10/05",1960.00
"Currency","2001/10/04",1960.00
"Currency","2001/10/03",1960.00
"Currency","2001/10/02",1960.00
"Currency","2001/10/01",1960.00
"Currency","2001/09/28",1960.00
"Currency","2001/09/27",1960.00
"Currency","2001/09/26",1960.00
"Currency","2001/09/25",1960.00
"Currency","2001/09/24",1960.00
"Currency","2001/09/21",1960.00
"Currency","2001/09/20",1960.00
"Currency","2001/09/19",1960.00
"Currency","2001/09/18",1960.00
"Currency","2001/09/17",1960.00
"Currency","2001/09/14",1960.00
"Currency","2001/09/13",1960.00
"Currency","2001/09/12",1960.00
"Currency","2001/09/11",1960.00
"Currency","2001/09/10",1960.00
"Currency","2001/09/07",1960.00
"Currency","2001/09/06",1972.00
"Currency","2001/09/05",1972.00
"Currency","2001/09/04",1945.00
"Currency","2001/09/03",1945.00
"Currency","2001/08/31",1945.00
"Currency","2001/08/30",1945.00
"Currency","2001/08/29",1945.00
"Currency","2001/08/28",1945.00
"Currency","2001/08/27",1945.00
"Currency","2001/08/24",1945.00
"Currency","2001/08/23",1945.00
"Currency","2001/08/22",1945.00
"Currency","2001/08/21",1945.00
"Currency","2001/08/20",1945.00
"Currency","2001/08/17",1945.00
"Currency","2001/08/16",1945.00
"Currency","2001/08/15",1945.00
"Currency","2001/08/14",1952.50
"Currency","2001/08/13",1952.50
"Currency","2001/08/10",1952.50
"Currency","2001/08/09",1952.50
"Currency","2001/08/08",1952.50
"Currency","2001/08/07",1952.50
"Currency","2001/08/06",1952.50
"Currency","2001/08/03",1952.50
"Currency","2001/08/02",1952.50
"Currency","2001/08/01",1952.50
"Currency","2001/07/31",1952.50
"Currency","2001/07/30",1952.50
"Currency","2001/07/27",1952.50
"Currency","2001/07/26",1952.50
"Currency","2001/07/25",1952.50
"Currency","2001/07/24",1952.50
"Currency","2001/07/23",1952.50
"Currency","2001/07/20",1952.50
"Currency","2001/07/19",1952.50
"Currency","2001/07/18",1952.50
"Currency","2001/07/17",1952.50
"Currency","2001/07/16",1952.50
"Currency","2001/07/13",1952.50
"Currency","2001/07/12",1952.50
"Currency","2001/07/11",1952.50
"Currency","2001/07/10",1940.00
"Currency","2001/07/09",1940.00
"Currency","2001/07/06",1940.00
"Currency","2001/07/05",1940.00
"Currency","2001/07/04",1940.00
"Currency","2001/07/03",1940.00
"Currency","2001/07/02",1940.00
"Currency","2001/06/29",1940.00
"Currency","2001/06/28",1940.00
"Currency","2001/06/27",1940.00
"Currency","2001/06/26",1940.00
"Currency","2001/06/25",1930.00
"Currency","2001/06/22",1930.00
"Currency","2001/06/21",1925.00
"Currency","2001/06/20",1925.00
"Currency","2001/06/19",1925.00
"Currency","2001/06/18",1920.00
"Currency","2001/06/15",1920.00
"Currency","2001/06/14",1920.00
"Currency","2001/06/13",1920.00
"Currency","2001/06/12",1920.00
"Currency","2001/06/11",1920.00
"Currency","2001/06/08",1915.00
"Currency","2001/06/07",1915.00
"Currency","2001/06/06",1915.00
"Currency","2001/06/05",1915.00
"Currency","2001/06/04",1915.00
"Currency","2001/06/01",1915.00
"Currency","2001/05/31",1915.00
"Currency","2001/05/30",1915.00
"Currency","2001/05/29",1915.00
"Currency","2001/05/28",1915.00
"Currency","2001/05/25",1915.00
"Currency","2001/05/24",1915.00
"Currency","2001/05/23",1915.00
"Currency","2001/05/22",1915.00
"Currency","2001/05/21",1915.00
"Currency","2001/05/18",1915.00
"Currency","2001/05/17",1920.00
"Currency","2001/05/16",1920.00
"Currency","2001/05/15",1918.00
"Currency","2001/05/14",1918.00
"Currency","2001/05/11",1918.00
"Currency","2001/05/10",1915.00
"Currency","2001/05/09",1910.00
"Currency","2001/05/08",1910.00
"Currency","2001/05/07",1910.00
"Currency","2001/05/04",1910.00
"Currency","2001/05/03",1910.00
"Currency","2001/05/02",1910.00
"Currency","2001/05/01",1905.00
"Currency","2001/04/30",1905.00
"Currency","2001/04/27",1902.00
"Currency","2001/04/26",1902.00
"Currency","2001/04/25",1900.00
"Currency","2001/04/24",1900.00
"Currency","2001/04/23",1895.00
"Currency","2001/04/20",1895.00
"Currency","2001/04/19",1895.00
"Currency","2001/04/18",1895.00
"Currency","2001/04/17",1895.00
"Currency","2001/04/16",1895.00
"Currency","2001/04/13",1890.00
"Currency","2001/04/12",1890.00
"Currency","2001/04/11",1890.00
"Currency","2001/04/10",1890.00
"Currency","2001/04/09",1890.00
"Currency","2001/04/06",1890.00
"Currency","2001/04/05",1890.00
"Currency","2001/04/04",1890.00
"Currency","2001/04/03",1890.00
"Currency","2001/04/02",1900.00
"Currency","2001/03/30",1900.00
"Currency","2001/03/29",1900.00
"Currency","2001/03/28",1900.00
"Currency","2001/03/27",1900.00
"Currency","2001/03/26",1885.00
"Currency","2001/03/23",1885.00
"Currency","2001/03/22",1885.00
"Currency","2001/03/21",1885.00
"Currency","2001/03/20",1885.00
"Currency","2001/03/19",1885.00
"Currency","2001/03/16",1885.00
"Currency","2001/03/15",1865.00
"Currency","2001/03/14",1865.00
"Currency","2001/03/13",1865.00
"Currency","2001/03/12",1865.00
"Currency","2001/03/09",1865.00
"Currency","2001/03/08",1865.00
"Currency","2001/03/07",1865.00
"Currency","2001/03/06",1865.00
"Currency","2001/03/05",1865.00
"Currency","2001/03/02",1865.00
"Currency","2001/03/01",1865.00
"Currency","2001/02/28",1865.00
"Currency","2001/02/27",1865.00
"Currency","2001/02/26",1865.00
"Currency","2001/02/23",1865.00
"Currency","2001/02/22",1865.00
"Currency","2001/02/21",1865.00
"Currency","2001/02/20",1865.00
"Currency","2001/02/19",1865.00
"Currency","2001/02/16",1865.00
"Currency","2001/02/15",1865.00
"Currency","2001/02/14",1865.00
"Currency","2001/02/13",1865.00
"Currency","2001/02/12",1865.00
"Currency","2001/02/09",1865.00
"Currency","2001/02/08",1865.00
"Currency","2001/02/07",1865.00
"Currency","2001/02/06",1865.00
"Currency","2001/02/05",1855.00
"Currency","2001/02/02",1855.00
"Currency","2001/02/01",1855.00
"Currency","2001/01/31",1855.00
"Currency","2001/01/30",1855.00
"Currency","2001/01/29",1850.00
"Currency","2001/01/26",1850.00
"Currency","2001/01/25",1850.00
"Currency","2001/01/24",1850.00
"Currency","2001/01/23",1850.00
"Currency","2001/01/22",1850.00
"Currency","2001/01/19",1850.00
"Currency","2001/01/18",1850.00
"Currency","2001/01/17",1850.00
"Currency","2001/01/16",1855.00
"Currency","2001/01/15",1855.00
"Currency","2001/01/12",1855.00
"Currency","2001/01/11",1855.00
"Currency","2001/01/10",1855.00
"Currency","2001/01/09",1855.00
"Currency","2001/01/08",1855.00
"Currency","2001/01/05",1855.00
"Currency","2001/01/04",1880.00
"Currency","2001/01/03",1880.00
"Currency","2001/01/02",1880.00
"Currency","2001/01/01",1880.00
"Currency","2000/12/29",1880.00
"Currency","2000/12/28",1880.00
"Currency","2000/12/27",1870.00
"Currency","2000/12/26",1870.00
"Currency","2000/12/25",1870.00
"Currency","2000/12/22",1870.00
"Currency","2000/12/21",1870.00
"Currency","2000/12/20",1885.00
"Currency","2000/12/19",1885.00
"Currency","2000/12/18",1885.00
"Currency","2000/12/15",1885.00
"Currency","2000/12/14",1885.00
"Currency","2000/12/13",1885.00
"Currency","2000/12/12",1880.00
"Currency","2000/12/11",1883.00
"Currency","2000/12/08",1880.00
"Currency","2000/12/07",1890.00
"Currency","2000/12/06",1890.00
"Currency","2000/12/05",1880.00
"Currency","2000/12/04",1880.00
"Currency","2000/12/01",1880.00
"Currency","2000/11/30",1880.00
"Currency","2000/11/29",1860.00
"Currency","2000/11/28",1840.00
"Currency","2000/11/27",1783.00
"Currency","2000/11/24",1783.00
"Currency","2000/11/23",1783.00
"Currency","2000/11/22",1782.00
"Currency","2000/11/21",1782.00
"Currency","2000/11/20",1782.00
"Currency","2000/11/17",1782.00
"Currency","2000/11/16",1782.00
"Currency","2000/11/15",1785.00
"Currency","2000/11/14",1786.00
"Currency","2000/11/13",1785.00
"Currency","2000/11/10",1785.00
"Currency","2000/11/09",1785.00
"Currency","2000/11/08",1782.00
"Currency","2000/11/07",1785.00
"Currency","2000/11/06",1785.00
"Currency","2000/11/03",1785.00
"Currency","2000/11/02",1785.00
"Currency","2000/11/01",1780.00
"Currency","2000/10/31",1780.00
"Currency","2000/10/30",1780.00
"Currency","2000/10/27",1780.00
"Currency","2000/10/26",1780.00
"Currency","2000/10/25",1780.00
"Currency","2000/10/24",1780.00
"Currency","2000/10/23",1780.00
"Currency","2000/10/20",1780.00
"Currency","2000/10/19",1750.00
"Currency","2000/10/18",1750.00
"Currency","2000/10/17",1750.00
"Currency","2000/10/16",1750.00
"Currency","2000/10/13",1750.00
"Currency","2000/10/12",1750.00
"Currency","2000/10/11",1750.00
"Currency","2000/10/10",1745.00
"Currency","2000/10/09",1745.00
"Currency","2000/10/06",1750.00
"Currency","2000/10/05",1750.00
"Currency","2000/10/04",1750.00
"Currency","2000/10/03",1750.00
"Currency","2000/10/02",1750.00
"Currency","2000/09/29",1750.00
"Currency","2000/09/28",1750.00
"Currency","2000/09/27",1750.00
"Currency","2000/09/26",1750.00
"Currency","2000/09/25",1750.00
"Currency","2000/09/22",1750.00
"Currency","2000/09/21",1750.00
"Currency","2000/09/20",1750.00
"Currency","2000/09/19",1750.00
"Currency","2000/09/18",1750.00
"Currency","2000/09/15",1750.00
"Currency","2000/09/14",1745.00
"Currency","2000/09/13",1735.00
"Currency","2000/09/12",1700.00
"Currency","2000/09/11",1680.00
"Currency","2000/09/08",1641.00
"Currency","2000/09/07",1641.00
"Currency","2000/09/06",1640.00
"Currency","2000/09/05",1630.00
"Currency","2000/09/04",1631.00
"Currency","2000/09/01",1631.00
"Currency","2000/08/31",1631.00
"Currency","2000/08/30",1631.00
"Currency","2000/08/29",1620.00
"Currency","2000/08/28",1620.00
"Currency","2000/08/25",1620.00
"Currency","2000/08/24",1625.00
"Currency","2000/08/23",1625.00
"Currency","2000/08/22",1625.00
"Currency","2000/08/21",1625.00
"Currency","2000/08/18",1625.00
"Currency","2000/08/17",1625.00
"Currency","2000/08/16",1625.00
"Currency","2000/08/15",1625.00
"Currency","2000/08/14",1625.00
"Currency","2000/08/11",1625.00
"Currency","2000/08/10",1625.00
"Currency","2000/08/09",1625.00
"Currency","2000/08/08",1625.00
"Currency","2000/08/07",1625.00
"Currency","2000/08/04",1620.00
"Currency","2000/08/03",1620.00
"Currency","2000/08/02",1620.00
"Currency","2000/08/01",1620.00
"Currency","2000/07/31",1620.00
"Currency","2000/07/28",1620.00
"Currency","2000/07/27",1620.00
"Currency","2000/07/26",1620.00
"Currency","2000/07/25",1620.00
"Currency","2000/07/24",1620.00
"Currency","2000/07/21",1625.00
"Currency","2000/07/20",1625.00
"Currency","2000/07/19",1625.00
"Currency","2000/07/18",1625.00
"Currency","2000/07/17",1625.00
"Currency","2000/07/14",1625.00
"Currency","2000/07/13",1625.00
"Currency","2000/07/12",1628.00
"Currency","2000/07/11",1632.00
"Currency","2000/07/10",1632.00
"Currency","2000/07/07",1632.00
"Currency","2000/07/06",1632.00
"Currency","2000/07/05",1632.00
"Currency","2000/07/04",1640.00
"Currency","2000/07/03",1640.00
"Currency","2000/06/30",1640.00
"Currency","2000/06/29",1645.00
"Currency","2000/06/28",1645.00
"Currency","2000/06/27",1645.00
"Currency","2000/06/26",1645.00
"Currency","2000/06/23",1645.00
"Currency","2000/06/22",1645.00
"Currency","2000/06/21",1645.00
"Currency","2000/06/20",1645.00
"Currency","2000/06/19",1645.00
"Currency","2000/06/16",1645.00
"Currency","2000/06/15",1645.00
"Currency","2000/06/14",1648.00
"Currency","2000/06/13",1648.00
"Currency","2000/06/12",1647.00
"Currency","2000/06/09",1647.00
"Currency","2000/06/08",1647.00
"Currency","2000/06/07",1647.00
"Currency","2000/06/06",1647.00
"Currency","2000/06/05",1645.00
"Currency","2000/06/02",1645.00
"Currency","2000/06/01",1645.00
"Currency","2000/05/31",1646.00
"Currency","2000/05/30",1645.00
"Currency","2000/05/29",1645.00
"Currency","2000/05/26",1645.00
"Currency","2000/05/25",1645.00
"Currency","2000/05/24",1645.00
"Currency","2000/05/23",1645.00
"Currency","2000/05/22",1645.00
"Currency","2000/05/19",1645.00
"Currency","2000/05/18",1645.00
"Currency","2000/05/17",1645.00
"Currency","2000/05/16",1645.00
"Currency","2000/05/15",1645.00
"Currency","2000/05/12",1645.00
"Currency","2000/05/11",1645.00
"Currency","2000/05/10",1645.00
"Currency","2000/05/09",1645.00
"Currency","2000/05/08",1645.00
"Currency","2000/05/05",1645.00
"Currency","2000/05/04",1643.00
"Currency","2000/05/03",1643.00
"Currency","2000/05/02",1640.00
"Currency","2000/05/01",1635.00
"Currency","2000/04/28",1635.00
"Currency","2000/04/27",1635.00
"Currency","2000/04/26",1635.00
"Currency","2000/04/25",1625.00
"Currency","2000/04/24",1610.00
"Currency","2000/04/21",1610.00
