"Indicator","Time","Value (USD/ETB)"
"Currency","2018/06/08",27.25
"Currency","2018/06/08",27.25
"Currency","2018/06/07",27.25
"Currency","2018/06/07",27.25
"Currency","2018/06/06",27.25
"Currency","2018/06/06",27.25
"Currency","2018/06/05",27.25
"Currency","2018/06/05",27.25
"Currency","2018/06/04",27.25
"Currency","2018/06/04",27.25
"Currency","2018/06/01",27.25
"Currency","2018/06/01",27.25
"Currency","2018/05/31",27.25
"Currency","2018/05/31",27.25
"Currency","2018/05/30",27.25
"Currency","2018/05/30",27.25
"Currency","2018/05/29",27.25
"Currency","2018/05/29",27.25
"Currency","2018/05/28",27.25
"Currency","2018/05/28",27.25
"Currency","2018/05/25",27.25
"Currency","2018/05/25",27.25
"Currency","2018/05/24",27.25
"Currency","2018/05/24",27.25
"Currency","2018/05/23",27.20
"Currency","2018/05/23",27.20
"Currency","2018/05/22",27.25
"Currency","2018/05/22",27.25
"Currency","2018/05/21",27.25
"Currency","2018/05/21",27.25
"Currency","2018/05/18",27.25
"Currency","2018/05/18",27.25
"Currency","2018/05/17",27.26
"Currency","2018/05/17",27.26
"Currency","2018/05/16",27.25
"Currency","2018/05/16",27.25
"Currency","2018/05/15",27.25
"Currency","2018/05/15",27.25
"Currency","2018/05/14",27.15
"Currency","2018/05/14",27.15
"Currency","2018/05/11",27.25
"Currency","2018/05/11",27.25
"Currency","2018/05/10",27.25
"Currency","2018/05/10",27.25
"Currency","2018/05/09",27.25
"Currency","2018/05/09",27.25
"Currency","2018/05/08",27.25
"Currency","2018/05/08",27.25
"Currency","2018/05/07",27.25
"Currency","2018/05/07",27.25
"Currency","2018/05/04",27.25
"Currency","2018/05/04",27.25
"Currency","2018/05/03",27.25
"Currency","2018/05/03",27.25
"Currency","2018/05/02",27.25
"Currency","2018/05/02",27.25
"Currency","2018/05/01",27.25
"Currency","2018/05/01",27.25
"Currency","2018/04/30",27.25
"Currency","2018/04/30",27.25
"Currency","2018/04/27",27.25
"Currency","2018/04/27",27.25
"Currency","2018/04/26",27.24
"Currency","2018/04/26",27.24
"Currency","2018/04/25",27.24
"Currency","2018/04/25",27.24
"Currency","2018/04/24",27.24
"Currency","2018/04/24",27.24
"Currency","2018/04/23",27.24
"Currency","2018/04/23",27.24
"Currency","2018/04/20",27.24
"Currency","2018/04/20",27.24
"Currency","2018/04/19",27.24
"Currency","2018/04/19",27.24
"Currency","2018/04/18",27.24
"Currency","2018/04/18",27.24
"Currency","2018/04/17",27.24
"Currency","2018/04/17",27.24
"Currency","2018/04/16",27.24
"Currency","2018/04/16",27.24
"Currency","2018/04/13",27.24
"Currency","2018/04/13",27.24
"Currency","2018/04/12",27.24
"Currency","2018/04/12",27.24
"Currency","2018/04/11",27.24
"Currency","2018/04/11",27.24
"Currency","2018/04/10",27.24
"Currency","2018/04/10",27.24
"Currency","2018/04/09",27.24
"Currency","2018/04/09",27.24
"Currency","2018/04/06",27.24
"Currency","2018/04/06",27.24
"Currency","2018/04/05",27.24
"Currency","2018/04/05",27.24
"Currency","2018/04/04",27.24
"Currency","2018/04/04",27.24
"Currency","2018/04/03",27.24
"Currency","2018/04/03",27.24
"Currency","2018/04/02",27.24
"Currency","2018/04/02",27.24
"Currency","2018/03/30",27.24
"Currency","2018/03/30",27.24
"Currency","2018/03/29",27.24
"Currency","2018/03/29",27.24
"Currency","2018/03/28",27.24
"Currency","2018/03/28",27.24
"Currency","2018/03/27",27.24
"Currency","2018/03/27",27.24
"Currency","2018/03/26",27.24
"Currency","2018/03/26",27.24
"Currency","2018/03/23",27.24
"Currency","2018/03/23",27.24
"Currency","2018/03/22",27.24
"Currency","2018/03/22",27.24
"Currency","2018/03/21",27.24
"Currency","2018/03/21",27.24
"Currency","2018/03/20",27.24
"Currency","2018/03/20",27.24
"Currency","2018/03/19",27.24
"Currency","2018/03/19",27.24
"Currency","2018/03/16",27.23
"Currency","2018/03/16",27.23
"Currency","2018/03/15",27.23
"Currency","2018/03/15",27.23
"Currency","2018/03/14",27.23
"Currency","2018/03/14",27.23
"Currency","2018/03/13",27.23
"Currency","2018/03/13",27.23
"Currency","2018/03/12",27.23
"Currency","2018/03/12",27.23
"Currency","2018/03/09",27.23
"Currency","2018/03/09",27.23
"Currency","2018/03/08",27.23
"Currency","2018/03/08",27.23
"Currency","2018/03/07",27.23
"Currency","2018/03/07",27.23
"Currency","2018/03/06",27.23
"Currency","2018/03/06",27.23
"Currency","2018/03/05",27.23
"Currency","2018/03/05",27.23
"Currency","2018/03/02",27.23
"Currency","2018/03/02",27.23
"Currency","2018/03/01",27.23
"Currency","2018/03/01",27.23
"Currency","2018/02/28",27.23
"Currency","2018/02/28",27.23
"Currency","2018/02/27",27.23
"Currency","2018/02/27",27.23
"Currency","2018/02/26",27.22
"Currency","2018/02/26",27.22
"Currency","2018/02/23",27.21
"Currency","2018/02/23",27.21
"Currency","2018/02/22",27.23
"Currency","2018/02/22",27.23
"Currency","2018/02/21",27.23
"Currency","2018/02/21",27.23
"Currency","2018/02/20",27.23
"Currency","2018/02/20",27.23
"Currency","2018/02/19",27.23
"Currency","2018/02/19",27.23
"Currency","2018/02/16",27.23
"Currency","2018/02/16",27.23
"Currency","2018/02/15",27.23
"Currency","2018/02/15",27.23
"Currency","2018/02/14",27.23
"Currency","2018/02/14",27.23
"Currency","2018/02/13",27.23
"Currency","2018/02/13",27.23
"Currency","2018/02/12",27.23
"Currency","2018/02/12",27.23
"Currency","2018/02/09",27.22
"Currency","2018/02/09",27.22
"Currency","2018/02/08",27.22
"Currency","2018/02/08",27.22
"Currency","2018/02/07",27.22
"Currency","2018/02/07",27.22
"Currency","2018/02/06",27.22
"Currency","2018/02/06",27.22
"Currency","2018/02/05",27.22
"Currency","2018/02/05",27.22
"Currency","2018/02/02",27.22
"Currency","2018/02/02",27.22
"Currency","2018/02/01",27.22
"Currency","2018/02/01",27.22
"Currency","2018/01/31",27.22
"Currency","2018/01/31",27.22
"Currency","2018/01/30",27.22
"Currency","2018/01/30",27.22
"Currency","2018/01/29",27.22
"Currency","2018/01/29",27.22
"Currency","2018/01/26",27.22
"Currency","2018/01/26",27.22
"Currency","2018/01/25",27.22
"Currency","2018/01/25",27.22
"Currency","2018/01/24",27.22
"Currency","2018/01/24",27.22
"Currency","2018/01/23",27.21
"Currency","2018/01/23",27.21
"Currency","2018/01/22",27.22
"Currency","2018/01/22",27.22
"Currency","2018/01/19",27.22
"Currency","2018/01/19",27.22
"Currency","2018/01/18",27.22
"Currency","2018/01/18",27.22
"Currency","2018/01/17",27.22
"Currency","2018/01/17",27.22
"Currency","2018/01/16",27.21
"Currency","2018/01/16",27.21
"Currency","2018/01/15",27.21
"Currency","2018/01/15",27.21
"Currency","2018/01/12",27.21
"Currency","2018/01/12",27.21
"Currency","2018/01/11",27.21
"Currency","2018/01/11",27.21
"Currency","2018/01/10",27.20
"Currency","2018/01/10",27.20
"Currency","2018/01/09",27.21
"Currency","2018/01/09",27.21
"Currency","2018/01/08",27.21
"Currency","2018/01/08",27.21
"Currency","2018/01/05",27.21
"Currency","2018/01/05",27.21
"Currency","2018/01/04",27.21
"Currency","2018/01/04",27.21
"Currency","2018/01/03",27.21
"Currency","2018/01/03",27.21
"Currency","2018/01/02",27.21
"Currency","2018/01/02",27.21
"Currency","2017/12/29",27.41
"Currency","2017/12/29",27.41
"Currency","2017/12/28",27.20
"Currency","2017/12/28",27.20
"Currency","2017/12/27",27.20
"Currency","2017/12/27",27.20
"Currency","2017/12/26",27.20
"Currency","2017/12/26",27.20
"Currency","2017/12/22",27.20
"Currency","2017/12/22",27.20
"Currency","2017/12/21",27.20
"Currency","2017/12/21",27.20
"Currency","2017/12/20",27.19
"Currency","2017/12/20",27.19
"Currency","2017/12/19",27.19
"Currency","2017/12/19",27.19
"Currency","2017/12/18",27.19
"Currency","2017/12/18",27.19
"Currency","2017/12/15",27.19
"Currency","2017/12/15",27.19
"Currency","2017/12/14",27.19
"Currency","2017/12/14",27.19
"Currency","2017/12/13",27.15
"Currency","2017/12/13",27.15
"Currency","2017/12/12",27.15
"Currency","2017/12/12",27.15
"Currency","2017/12/11",27.15
"Currency","2017/12/11",27.15
"Currency","2017/12/08",27.00
"Currency","2017/12/08",27.00
"Currency","2017/12/07",27.18
"Currency","2017/12/07",27.18
"Currency","2017/12/06",27.15
"Currency","2017/12/06",27.15
"Currency","2017/12/05",27.18
"Currency","2017/12/05",27.18
"Currency","2017/12/04",27.17
"Currency","2017/12/04",27.17
"Currency","2017/12/01",27.08
"Currency","2017/12/01",27.08
"Currency","2017/11/30",27.17
"Currency","2017/11/30",27.17
"Currency","2017/11/29",27.08
"Currency","2017/11/29",27.08
"Currency","2017/11/28",27.16
"Currency","2017/11/28",27.16
"Currency","2017/11/27",27.15
"Currency","2017/11/27",27.15
"Currency","2017/11/24",27.15
"Currency","2017/11/24",27.15
"Currency","2017/11/23",27.14
"Currency","2017/11/23",27.14
"Currency","2017/11/22",27.10
"Currency","2017/11/22",27.10
"Currency","2017/11/21",27.12
"Currency","2017/11/21",27.12
"Currency","2017/11/20",27.09
"Currency","2017/11/20",27.09
"Currency","2017/11/17",27.08
"Currency","2017/11/17",27.08
"Currency","2017/11/16",27.08
"Currency","2017/11/16",27.08
"Currency","2017/11/15",27.10
"Currency","2017/11/15",27.10
"Currency","2017/11/14",27.03
"Currency","2017/11/14",27.03
"Currency","2017/11/13",27.08
"Currency","2017/11/13",27.08
"Currency","2017/11/10",27.08
"Currency","2017/11/10",27.08
"Currency","2017/11/09",27.00
"Currency","2017/11/09",27.00
"Currency","2017/11/08",27.06
"Currency","2017/11/08",27.06
"Currency","2017/11/07",27.00
"Currency","2017/11/07",27.00
"Currency","2017/11/06",27.05
"Currency","2017/11/06",27.05
"Currency","2017/11/03",27.04
"Currency","2017/11/03",27.04
"Currency","2017/11/02",27.04
"Currency","2017/11/02",27.04
"Currency","2017/11/01",27.00
"Currency","2017/11/01",27.00
"Currency","2017/10/31",27.05
"Currency","2017/10/31",27.05
"Currency","2017/10/30",27.02
"Currency","2017/10/30",27.02
"Currency","2017/10/27",27.00
"Currency","2017/10/27",27.00
"Currency","2017/10/26",27.00
"Currency","2017/10/26",27.00
"Currency","2017/10/25",26.98
"Currency","2017/10/25",26.98
"Currency","2017/10/24",26.98
"Currency","2017/10/24",26.98
"Currency","2017/10/23",26.99
"Currency","2017/10/23",26.99
"Currency","2017/10/20",26.98
"Currency","2017/10/20",26.98
"Currency","2017/10/19",26.91
"Currency","2017/10/19",26.91
"Currency","2017/10/18",26.90
"Currency","2017/10/18",26.90
"Currency","2017/10/17",26.91
"Currency","2017/10/17",26.91
"Currency","2017/10/16",26.91
"Currency","2017/10/16",26.91
"Currency","2017/10/13",26.99
"Currency","2017/10/13",26.99
"Currency","2017/10/12",26.90
"Currency","2017/10/12",26.90
"Currency","2017/10/11",26.91
"Currency","2017/10/11",26.91
"Currency","2017/10/10",23.41
"Currency","2017/10/10",23.41
"Currency","2017/10/09",23.42
"Currency","2017/10/09",23.42
"Currency","2017/10/06",23.38
"Currency","2017/10/06",23.38
"Currency","2017/10/05",23.40
"Currency","2017/10/05",23.40
"Currency","2017/10/04",23.35
"Currency","2017/10/04",23.35
"Currency","2017/10/03",23.35
"Currency","2017/10/03",23.35
"Currency","2017/10/02",23.39
"Currency","2017/10/02",23.39
"Currency","2017/09/30",23.35
"Currency","2017/09/30",23.35
"Currency","2017/09/29",23.35
"Currency","2017/09/29",23.35
"Currency","2017/09/28",23.30
"Currency","2017/09/28",23.30
"Currency","2017/09/27",23.33
"Currency","2017/09/27",23.33
"Currency","2017/09/26",23.31
"Currency","2017/09/26",23.31
"Currency","2017/09/25",23.31
"Currency","2017/09/25",23.31
"Currency","2017/09/22",23.35
"Currency","2017/09/22",23.35
"Currency","2017/09/21",23.30
"Currency","2017/09/21",23.30
"Currency","2017/09/20",23.30
"Currency","2017/09/20",23.30
"Currency","2017/09/19",23.30
"Currency","2017/09/19",23.30
"Currency","2017/09/18",23.31
"Currency","2017/09/18",23.31
"Currency","2017/09/16",23.31
"Currency","2017/09/16",23.31
"Currency","2017/09/15",23.31
"Currency","2017/09/15",23.31
"Currency","2017/09/14",23.30
"Currency","2017/09/14",23.30
"Currency","2017/09/13",23.31
"Currency","2017/09/13",23.31
"Currency","2017/09/12",23.30
"Currency","2017/09/12",23.30
"Currency","2017/09/11",23.31
"Currency","2017/09/11",23.31
"Currency","2017/09/08",23.30
"Currency","2017/09/08",23.30
"Currency","2017/09/07",23.30
"Currency","2017/09/07",23.30
"Currency","2017/09/06",23.30
"Currency","2017/09/06",23.30
"Currency","2017/09/05",23.31
"Currency","2017/09/05",23.31
"Currency","2017/09/04",23.30
"Currency","2017/09/04",23.30
"Currency","2017/09/01",23.32
"Currency","2017/09/01",23.32
"Currency","2017/08/31",23.21
"Currency","2017/08/31",23.21
"Currency","2017/08/30",23.16
"Currency","2017/08/30",23.16
"Currency","2017/08/29",23.21
"Currency","2017/08/29",23.21
"Currency","2017/08/28",23.10
"Currency","2017/08/28",23.10
"Currency","2017/08/25",23.16
"Currency","2017/08/25",23.16
"Currency","2017/08/24",23.19
"Currency","2017/08/24",23.19
"Currency","2017/08/23",23.20
"Currency","2017/08/23",23.20
"Currency","2017/08/22",23.27
"Currency","2017/08/22",23.27
"Currency","2017/08/21",23.26
"Currency","2017/08/21",23.26
"Currency","2017/08/19",23.26
"Currency","2017/08/19",23.26
"Currency","2017/08/18",23.26
"Currency","2017/08/18",23.26
"Currency","2017/08/17",23.25
"Currency","2017/08/17",23.25
"Currency","2017/08/16",23.25
"Currency","2017/08/16",23.25
"Currency","2017/08/15",23.24
"Currency","2017/08/15",23.24
"Currency","2017/08/14",23.24
"Currency","2017/08/14",23.24
"Currency","2017/08/11",23.23
"Currency","2017/08/11",23.23
"Currency","2017/08/10",23.23
"Currency","2017/08/10",23.23
"Currency","2017/08/09",23.23
"Currency","2017/08/09",23.23
"Currency","2017/08/08",23.14
"Currency","2017/08/08",23.14
"Currency","2017/08/07",23.15
"Currency","2017/08/07",23.15
"Currency","2017/08/04",23.10
"Currency","2017/08/04",23.10
"Currency","2017/08/03",23.10
"Currency","2017/08/03",23.10
"Currency","2017/08/02",23.14
"Currency","2017/08/02",23.14
"Currency","2017/08/01",23.12
"Currency","2017/08/01",23.12
"Currency","2017/07/31",23.12
"Currency","2017/07/31",23.12
"Currency","2017/07/28",23.14
"Currency","2017/07/28",23.14
"Currency","2017/07/27",23.41
"Currency","2017/07/27",23.41
"Currency","2017/07/26",23.16
"Currency","2017/07/26",23.16
"Currency","2017/07/25",23.16
"Currency","2017/07/25",23.16
"Currency","2017/07/24",23.20
"Currency","2017/07/24",23.20
"Currency","2017/07/21",23.00
"Currency","2017/07/21",23.00
"Currency","2017/07/20",23.08
"Currency","2017/07/20",23.08
"Currency","2017/07/19",23.16
"Currency","2017/07/19",23.16
"Currency","2017/07/18",23.13
"Currency","2017/07/18",23.13
"Currency","2017/07/17",23.10
"Currency","2017/07/17",23.10
"Currency","2017/07/14",23.08
"Currency","2017/07/14",23.08
"Currency","2017/07/13",23.11
"Currency","2017/07/13",23.11
"Currency","2017/07/12",23.11
"Currency","2017/07/12",23.11
"Currency","2017/07/11",23.08
"Currency","2017/07/11",23.08
"Currency","2017/07/10",23.00
"Currency","2017/07/10",23.00
"Currency","2017/07/07",23.11
"Currency","2017/07/07",23.11
"Currency","2017/07/06",23.10
"Currency","2017/07/06",23.10
"Currency","2017/07/05",23.16
"Currency","2017/07/05",23.16
"Currency","2017/07/04",23.11
"Currency","2017/07/04",23.11
"Currency","2017/07/03",23.00
"Currency","2017/07/03",23.00
"Currency","2017/06/30",23.11
"Currency","2017/06/30",23.11
"Currency","2017/06/29",23.00
"Currency","2017/06/29",23.00
"Currency","2017/06/28",23.00
"Currency","2017/06/28",23.00
"Currency","2017/06/27",23.00
"Currency","2017/06/27",23.00
"Currency","2017/06/26",23.01
"Currency","2017/06/26",23.01
"Currency","2017/06/24",23.05
"Currency","2017/06/24",23.05
"Currency","2017/06/23",23.05
"Currency","2017/06/23",23.05
"Currency","2017/06/22",23.00
"Currency","2017/06/22",23.00
"Currency","2017/06/21",23.00
"Currency","2017/06/21",23.00
"Currency","2017/06/20",23.00
"Currency","2017/06/20",23.00
"Currency","2017/06/19",22.95
"Currency","2017/06/19",22.95
"Currency","2017/06/17",23.01
"Currency","2017/06/17",23.01
"Currency","2017/06/16",23.01
"Currency","2017/06/16",23.01
"Currency","2017/06/15",22.95
"Currency","2017/06/15",22.95
"Currency","2017/06/14",22.95
"Currency","2017/06/14",22.95
"Currency","2017/06/13",23.01
"Currency","2017/06/13",23.01
"Currency","2017/06/12",23.00
"Currency","2017/06/12",23.00
"Currency","2017/06/09",23.00
"Currency","2017/06/09",23.00
"Currency","2017/06/08",22.95
"Currency","2017/06/08",22.95
"Currency","2017/06/07",22.90
"Currency","2017/06/07",22.90
"Currency","2017/06/06",22.90
"Currency","2017/06/06",22.90
"Currency","2017/06/05",22.91
"Currency","2017/06/05",22.91
"Currency","2017/06/02",22.95
"Currency","2017/06/02",22.95
"Currency","2017/06/01",22.90
"Currency","2017/06/01",22.90
"Currency","2017/05/31",22.90
"Currency","2017/05/31",22.90
"Currency","2017/05/30",22.96
"Currency","2017/05/30",22.96
"Currency","2017/05/29",22.90
"Currency","2017/05/29",22.90
"Currency","2017/05/26",22.90
"Currency","2017/05/26",22.90
"Currency","2017/05/25",22.90
"Currency","2017/05/25",22.90
"Currency","2017/05/24",22.90
"Currency","2017/05/24",22.90
"Currency","2017/05/23",22.90
"Currency","2017/05/23",22.90
"Currency","2017/05/22",22.93
"Currency","2017/05/22",22.93
"Currency","2017/05/20",22.93
"Currency","2017/05/20",22.93
"Currency","2017/05/19",22.93
"Currency","2017/05/19",22.93
"Currency","2017/05/18",22.92
"Currency","2017/05/18",22.92
"Currency","2017/05/17",22.92
"Currency","2017/05/17",22.92
"Currency","2017/05/16",23.14
"Currency","2017/05/16",23.14
"Currency","2017/05/15",23.16
"Currency","2017/05/15",23.16
"Currency","2017/05/12",22.87
"Currency","2017/05/12",22.87
"Currency","2017/05/11",22.85
"Currency","2017/05/11",22.85
"Currency","2017/05/10",22.79
"Currency","2017/05/10",22.79
"Currency","2017/05/09",22.79
"Currency","2017/05/09",22.79
"Currency","2017/05/08",22.78
"Currency","2017/05/08",22.78
"Currency","2017/05/05",22.79
"Currency","2017/05/05",22.79
"Currency","2017/05/04",22.80
"Currency","2017/05/04",22.80
"Currency","2017/05/03",22.77
"Currency","2017/05/03",22.77
"Currency","2017/05/02",22.78
"Currency","2017/05/02",22.78
"Currency","2017/05/01",22.69
"Currency","2017/05/01",22.69
"Currency","2017/04/28",22.69
"Currency","2017/04/28",22.69
"Currency","2017/04/27",22.81
"Currency","2017/04/27",22.81
"Currency","2017/04/26",22.71
"Currency","2017/04/26",22.71
"Currency","2017/04/25",22.89
"Currency","2017/04/25",22.89
"Currency","2017/04/24",23.09
"Currency","2017/04/24",23.09
"Currency","2017/04/21",23.00
"Currency","2017/04/21",23.00
"Currency","2017/04/20",22.73
"Currency","2017/04/20",22.73
"Currency","2017/04/19",22.71
"Currency","2017/04/19",22.71
"Currency","2017/04/18",22.75
"Currency","2017/04/18",22.75
"Currency","2017/04/17",22.75
"Currency","2017/04/17",22.75
"Currency","2017/04/14",22.70
"Currency","2017/04/14",22.70
"Currency","2017/04/13",22.75
"Currency","2017/04/13",22.75
"Currency","2017/04/12",22.70
"Currency","2017/04/12",22.70
"Currency","2017/04/11",22.70
"Currency","2017/04/11",22.70
"Currency","2017/04/10",22.65
"Currency","2017/04/10",22.65
"Currency","2017/04/07",22.71
"Currency","2017/04/07",22.71
"Currency","2017/04/06",22.75
"Currency","2017/04/06",22.75
"Currency","2017/04/05",22.70
"Currency","2017/04/05",22.70
"Currency","2017/04/04",22.71
"Currency","2017/04/04",22.71
"Currency","2017/04/03",22.70
"Currency","2017/04/03",22.70
"Currency","2017/03/31",22.65
"Currency","2017/03/31",22.65
"Currency","2017/03/30",22.71
"Currency","2017/03/30",22.71
"Currency","2017/03/29",22.70
"Currency","2017/03/29",22.70
"Currency","2017/03/28",22.70
"Currency","2017/03/28",22.70
"Currency","2017/03/27",22.70
"Currency","2017/03/27",22.70
"Currency","2017/03/24",22.60
"Currency","2017/03/24",22.60
"Currency","2017/03/23",22.70
"Currency","2017/03/23",22.70
"Currency","2017/03/22",22.61
"Currency","2017/03/22",22.61
"Currency","2017/03/21",22.70
"Currency","2017/03/21",22.70
"Currency","2017/03/20",22.40
"Currency","2017/03/20",22.40
"Currency","2017/03/17",22.60
"Currency","2017/03/17",22.60
"Currency","2017/03/16",22.70
"Currency","2017/03/16",22.70
"Currency","2017/03/15",22.50
"Currency","2017/03/15",22.50
"Currency","2017/03/14",22.60
"Currency","2017/03/14",22.60
"Currency","2017/03/13",22.61
"Currency","2017/03/13",22.61
"Currency","2017/03/10",22.60
"Currency","2017/03/10",22.60
"Currency","2017/03/09",22.57
"Currency","2017/03/09",22.57
"Currency","2017/03/08",22.50
"Currency","2017/03/08",22.50
"Currency","2017/03/07",22.65
"Currency","2017/03/07",22.65
"Currency","2017/03/06",22.60
"Currency","2017/03/06",22.60
"Currency","2017/03/03",22.50
"Currency","2017/03/03",22.50
"Currency","2017/03/02",22.61
"Currency","2017/03/02",22.61
"Currency","2017/03/01",22.50
"Currency","2017/03/01",22.50
"Currency","2017/02/28",22.55
"Currency","2017/02/28",22.55
"Currency","2017/02/27",22.60
"Currency","2017/02/27",22.60
"Currency","2017/02/25",22.61
"Currency","2017/02/25",22.61
"Currency","2017/02/24",22.61
"Currency","2017/02/24",22.61
"Currency","2017/02/23",22.51
"Currency","2017/02/23",22.51
"Currency","2017/02/22",22.59
"Currency","2017/02/22",22.59
"Currency","2017/02/21",22.60
"Currency","2017/02/21",22.60
"Currency","2017/02/20",22.60
"Currency","2017/02/20",22.60
"Currency","2017/02/17",22.51
"Currency","2017/02/17",22.51
"Currency","2017/02/16",22.40
"Currency","2017/02/16",22.40
"Currency","2017/02/15",22.50
"Currency","2017/02/15",22.50
"Currency","2017/02/14",22.55
"Currency","2017/02/14",22.55
"Currency","2017/02/13",22.43
"Currency","2017/02/13",22.43
"Currency","2017/02/10",22.55
"Currency","2017/02/10",22.55
"Currency","2017/02/09",22.45
"Currency","2017/02/09",22.45
"Currency","2017/02/08",22.50
"Currency","2017/02/08",22.50
"Currency","2017/02/07",22.50
"Currency","2017/02/07",22.50
"Currency","2017/02/06",22.55
"Currency","2017/02/06",22.55
"Currency","2017/02/03",22.50
"Currency","2017/02/03",22.50
"Currency","2017/02/02",22.51
"Currency","2017/02/02",22.51
"Currency","2017/02/01",22.50
"Currency","2017/02/01",22.50
"Currency","2017/01/31",22.40
"Currency","2017/01/31",22.40
"Currency","2017/01/30",22.43
"Currency","2017/01/30",22.43
"Currency","2017/01/27",22.41
"Currency","2017/01/27",22.41
"Currency","2017/01/26",22.41
"Currency","2017/01/26",22.41
"Currency","2017/01/25",22.40
"Currency","2017/01/25",22.40
"Currency","2017/01/24",22.40
"Currency","2017/01/24",22.40
"Currency","2017/01/23",22.40
"Currency","2017/01/23",22.40
"Currency","2017/01/20",22.41
"Currency","2017/01/20",22.41
"Currency","2017/01/19",22.41
"Currency","2017/01/19",22.41
"Currency","2017/01/18",22.41
"Currency","2017/01/18",22.41
"Currency","2017/01/17",22.45
"Currency","2017/01/17",22.45
"Currency","2017/01/16",22.40
"Currency","2017/01/16",22.40
"Currency","2017/01/13",22.45
"Currency","2017/01/13",22.45
"Currency","2017/01/12",22.40
"Currency","2017/01/12",22.40
"Currency","2017/01/11",22.40
"Currency","2017/01/11",22.40
"Currency","2017/01/10",22.40
"Currency","2017/01/10",22.40
"Currency","2017/01/09",22.41
"Currency","2017/01/09",22.41
"Currency","2017/01/06",22.40
"Currency","2017/01/06",22.40
"Currency","2017/01/05",22.43
"Currency","2017/01/05",22.43
"Currency","2017/01/04",22.43
"Currency","2017/01/04",22.43
"Currency","2017/01/03",22.41
"Currency","2017/01/03",22.41
"Currency","2017/01/02",22.41
"Currency","2017/01/02",22.41
"Currency","2016/12/30",22.40
"Currency","2016/12/30",22.40
"Currency","2016/12/29",22.40
"Currency","2016/12/29",22.40
"Currency","2016/12/28",22.39
"Currency","2016/12/28",22.39
"Currency","2016/12/27",22.37
"Currency","2016/12/27",22.37
"Currency","2016/12/26",22.30
"Currency","2016/12/26",22.30
"Currency","2016/12/23",22.30
"Currency","2016/12/23",22.30
"Currency","2016/12/22",22.35
"Currency","2016/12/22",22.35
"Currency","2016/12/21",22.36
"Currency","2016/12/21",22.36
"Currency","2016/12/20",22.35
"Currency","2016/12/20",22.35
"Currency","2016/12/19",22.30
"Currency","2016/12/19",22.30
"Currency","2016/12/16",22.30
"Currency","2016/12/16",22.30
"Currency","2016/12/15",22.30
"Currency","2016/12/15",22.30
"Currency","2016/12/14",22.33
"Currency","2016/12/14",22.33
"Currency","2016/12/13",22.31
"Currency","2016/12/13",22.31
"Currency","2016/12/12",22.25
"Currency","2016/12/12",22.25
"Currency","2016/12/10",22.25
"Currency","2016/12/10",22.25
"Currency","2016/12/09",22.54
"Currency","2016/12/09",22.54
"Currency","2016/12/08",22.55
"Currency","2016/12/08",22.55
"Currency","2016/12/07",22.30
"Currency","2016/12/07",22.30
"Currency","2016/12/06",22.30
"Currency","2016/12/06",22.30
"Currency","2016/12/05",22.24
"Currency","2016/12/05",22.24
"Currency","2016/12/02",22.25
"Currency","2016/12/02",22.25
"Currency","2016/12/01",22.20
"Currency","2016/12/01",22.20
"Currency","2016/11/30",22.29
"Currency","2016/11/30",22.29
"Currency","2016/11/29",22.25
"Currency","2016/11/29",22.25
"Currency","2016/11/28",22.20
"Currency","2016/11/28",22.20
"Currency","2016/11/25",22.21
"Currency","2016/11/25",22.21
"Currency","2016/11/24",22.20
"Currency","2016/11/24",22.20
"Currency","2016/11/23",22.20
"Currency","2016/11/23",22.20
"Currency","2016/11/22",22.20
"Currency","2016/11/22",22.20
"Currency","2016/11/21",22.20
"Currency","2016/11/21",22.20
"Currency","2016/11/19",22.10
"Currency","2016/11/19",22.10
"Currency","2016/11/18",22.10
"Currency","2016/11/18",22.10
"Currency","2016/11/17",22.20
"Currency","2016/11/17",22.20
"Currency","2016/11/16",22.20
"Currency","2016/11/16",22.20
"Currency","2016/11/15",22.20
"Currency","2016/11/15",22.20
"Currency","2016/11/14",22.20
"Currency","2016/11/14",22.20
"Currency","2016/11/12",22.20
"Currency","2016/11/12",22.20
"Currency","2016/11/11",22.20
"Currency","2016/11/11",22.20
"Currency","2016/11/10",22.21
"Currency","2016/11/10",22.21
"Currency","2016/11/09",22.11
"Currency","2016/11/09",22.11
"Currency","2016/11/08",22.15
"Currency","2016/11/08",22.15
"Currency","2016/11/07",22.18
"Currency","2016/11/07",22.18
"Currency","2016/11/04",22.14
"Currency","2016/11/04",22.14
"Currency","2016/11/03",22.10
"Currency","2016/11/03",22.10
"Currency","2016/11/02",22.15
"Currency","2016/11/02",22.15
"Currency","2016/11/01",22.10
"Currency","2016/11/01",22.10
"Currency","2016/10/31",22.15
"Currency","2016/10/31",22.15
"Currency","2016/10/28",22.15
"Currency","2016/10/28",22.15
"Currency","2016/10/27",22.13
"Currency","2016/10/27",22.13
"Currency","2016/10/26",22.13
"Currency","2016/10/26",22.13
"Currency","2016/10/25",22.13
"Currency","2016/10/25",22.13
"Currency","2016/10/24",22.13
"Currency","2016/10/24",22.13
"Currency","2016/10/21",22.10
"Currency","2016/10/21",22.10
"Currency","2016/10/20",22.25
"Currency","2016/10/20",22.25
"Currency","2016/10/19",22.28
"Currency","2016/10/19",22.28
"Currency","2016/10/18",22.30
