"Indicator","Time","Value (USD/ETB)"
"Currency","2012/07/27",17.92
"Currency","2012/07/27",17.92
"Currency","2012/07/26",17.92
"Currency","2012/07/26",17.92
"Currency","2012/07/25",17.91
"Currency","2012/07/25",17.91
"Currency","2012/07/24",17.91
"Currency","2012/07/24",17.91
"Currency","2012/07/23",17.91
"Currency","2012/07/23",17.91
"Currency","2012/07/20",17.90
"Currency","2012/07/20",17.90
"Currency","2012/07/19",17.90
"Currency","2012/07/19",17.90
"Currency","2012/07/18",17.89
"Currency","2012/07/18",17.89
"Currency","2012/07/17",17.89
"Currency","2012/07/17",17.89
"Currency","2012/07/16",17.88
"Currency","2012/07/16",17.88
"Currency","2012/07/13",17.88
"Currency","2012/07/13",17.88
"Currency","2012/07/12",17.87
"Currency","2012/07/12",17.87
"Currency","2012/07/11",17.87
"Currency","2012/07/11",17.87
"Currency","2012/07/10",17.86
"Currency","2012/07/10",17.86
"Currency","2012/07/09",17.86
"Currency","2012/07/09",17.86
"Currency","2012/07/06",17.94
"Currency","2012/07/06",17.94
"Currency","2012/07/05",17.84
"Currency","2012/07/05",17.84
"Currency","2012/07/04",17.84
"Currency","2012/07/04",17.84
"Currency","2012/07/03",17.83
"Currency","2012/07/03",17.83
"Currency","2012/07/02",17.83
"Currency","2012/07/02",17.83
"Currency","2012/06/29",17.82
"Currency","2012/06/29",17.82
"Currency","2012/06/28",17.81
"Currency","2012/06/28",17.81
"Currency","2012/06/27",17.81
"Currency","2012/06/27",17.81
"Currency","2012/06/26",17.80
"Currency","2012/06/26",17.80
"Currency","2012/06/25",17.79
"Currency","2012/06/25",17.79
"Currency","2012/06/22",17.79
"Currency","2012/06/22",17.79
"Currency","2012/06/21",17.78
"Currency","2012/06/21",17.78
"Currency","2012/06/20",17.78
"Currency","2012/06/20",17.78
"Currency","2012/06/19",17.77
"Currency","2012/06/19",17.77
"Currency","2012/06/18",17.76
"Currency","2012/06/18",17.76
"Currency","2012/06/15",17.75
"Currency","2012/06/15",17.75
"Currency","2012/06/14",17.75
"Currency","2012/06/14",17.75
"Currency","2012/06/13",17.75
"Currency","2012/06/13",17.75
"Currency","2012/06/12",17.74
"Currency","2012/06/12",17.74
"Currency","2012/06/11",17.73
"Currency","2012/06/11",17.73
"Currency","2012/06/08",17.73
"Currency","2012/06/08",17.73
"Currency","2012/06/07",17.72
"Currency","2012/06/07",17.72
"Currency","2012/06/06",17.71
"Currency","2012/06/06",17.71
"Currency","2012/06/05",17.71
"Currency","2012/06/05",17.71
"Currency","2012/06/04",17.70
"Currency","2012/06/04",17.70
"Currency","2012/06/01",17.70
"Currency","2012/06/01",17.70
"Currency","2012/05/31",17.69
"Currency","2012/05/31",17.69
"Currency","2012/05/30",17.69
"Currency","2012/05/30",17.69
"Currency","2012/05/29",17.68
"Currency","2012/05/29",17.68
"Currency","2012/05/28",17.67
"Currency","2012/05/28",17.67
"Currency","2012/05/25",17.67
"Currency","2012/05/25",17.67
"Currency","2012/05/24",17.67
"Currency","2012/05/24",17.67
"Currency","2012/05/23",17.66
"Currency","2012/05/23",17.66
"Currency","2012/05/22",17.66
"Currency","2012/05/22",17.66
"Currency","2012/05/21",17.65
"Currency","2012/05/21",17.65
"Currency","2012/05/18",17.64
"Currency","2012/05/18",17.64
"Currency","2012/05/17",17.64
"Currency","2012/05/17",17.64
"Currency","2012/05/16",17.63
"Currency","2012/05/16",17.63
"Currency","2012/05/14",17.62
"Currency","2012/05/14",17.62
"Currency","2012/05/11",17.62
"Currency","2012/05/11",17.62
"Currency","2012/05/10",17.61
"Currency","2012/05/10",17.61
"Currency","2012/05/09",17.60
"Currency","2012/05/09",17.60
"Currency","2012/05/08",17.60
"Currency","2012/05/08",17.60
"Currency","2012/05/07",17.59
"Currency","2012/05/07",17.59
"Currency","2012/05/04",17.58
"Currency","2012/05/04",17.58
"Currency","2012/05/03",17.58
"Currency","2012/05/03",17.58
"Currency","2012/05/02",17.57
"Currency","2012/05/02",17.57
"Currency","2012/05/01",17.56
"Currency","2012/05/01",17.56
"Currency","2012/04/30",17.56
"Currency","2012/04/30",17.56
"Currency","2012/04/27",17.56
"Currency","2012/04/27",17.56
"Currency","2012/04/26",17.55
"Currency","2012/04/26",17.55
"Currency","2012/04/25",17.54
"Currency","2012/04/25",17.54
"Currency","2012/04/24",17.37
"Currency","2012/04/24",17.37
"Currency","2012/04/23",17.53
"Currency","2012/04/23",17.53
"Currency","2012/04/20",17.36
"Currency","2012/04/20",17.36
"Currency","2012/04/19",17.52
"Currency","2012/04/19",17.52
"Currency","2012/04/18",17.52
"Currency","2012/04/18",17.52
"Currency","2012/04/17",17.51
"Currency","2012/04/17",17.51
"Currency","2012/04/16",17.50
"Currency","2012/04/16",17.50
"Currency","2012/04/13",17.50
"Currency","2012/04/13",17.50
"Currency","2012/04/12",17.50
"Currency","2012/04/12",17.50
"Currency","2012/04/11",17.50
"Currency","2012/04/11",17.50
"Currency","2012/04/10",17.30
"Currency","2012/04/10",17.30
"Currency","2012/04/09",17.49
"Currency","2012/04/09",17.49
"Currency","2012/04/06",17.49
"Currency","2012/04/06",17.49
"Currency","2012/04/05",17.49
"Currency","2012/04/05",17.49
"Currency","2012/04/04",17.48
"Currency","2012/04/04",17.48
"Currency","2012/04/03",17.48
"Currency","2012/04/03",17.48
"Currency","2012/04/02",17.38
"Currency","2012/04/02",17.38
"Currency","2012/03/30",17.48
"Currency","2012/03/30",17.48
"Currency","2012/03/29",17.47
"Currency","2012/03/29",17.47
"Currency","2012/03/28",17.47
"Currency","2012/03/28",17.47
"Currency","2012/03/27",17.47
"Currency","2012/03/27",17.47
"Currency","2012/03/26",17.47
"Currency","2012/03/26",17.47
"Currency","2012/03/23",17.47
"Currency","2012/03/23",17.47
"Currency","2012/03/22",17.46
"Currency","2012/03/22",17.46
"Currency","2012/03/21",17.46
"Currency","2012/03/21",17.46
"Currency","2012/03/20",17.46
"Currency","2012/03/20",17.46
"Currency","2012/03/19",17.45
"Currency","2012/03/19",17.45
"Currency","2012/03/16",17.45
"Currency","2012/03/16",17.45
"Currency","2012/03/15",17.45
"Currency","2012/03/15",17.45
"Currency","2012/03/14",17.45
"Currency","2012/03/14",17.45
"Currency","2012/03/13",17.44
"Currency","2012/03/13",17.44
"Currency","2012/03/12",17.44
"Currency","2012/03/12",17.44
"Currency","2012/03/09",17.44
"Currency","2012/03/09",17.44
"Currency","2012/03/08",17.44
"Currency","2012/03/08",17.44
"Currency","2012/03/07",17.43
"Currency","2012/03/07",17.43
"Currency","2012/03/06",17.43
"Currency","2012/03/06",17.43
"Currency","2012/03/05",17.43
"Currency","2012/03/05",17.43
"Currency","2012/03/02",17.42
"Currency","2012/03/02",17.42
"Currency","2012/03/01",17.37
"Currency","2012/03/01",17.37
"Currency","2012/02/29",17.42
"Currency","2012/02/29",17.42
"Currency","2012/02/28",17.42
"Currency","2012/02/28",17.42
"Currency","2012/02/27",17.42
"Currency","2012/02/27",17.42
"Currency","2012/02/24",17.41
"Currency","2012/02/24",17.41
"Currency","2012/02/23",17.41
"Currency","2012/02/23",17.41
"Currency","2012/02/22",17.41
"Currency","2012/02/22",17.41
"Currency","2012/02/21",17.41
"Currency","2012/02/21",17.41
"Currency","2012/02/20",17.40
"Currency","2012/02/20",17.40
"Currency","2012/02/17",17.40
"Currency","2012/02/17",17.40
"Currency","2012/02/16",17.40
"Currency","2012/02/16",17.40
"Currency","2012/02/14",17.39
"Currency","2012/02/14",17.39
"Currency","2012/02/13",17.39
"Currency","2012/02/13",17.39
"Currency","2012/02/10",17.39
"Currency","2012/02/10",17.39
"Currency","2012/02/09",17.38
"Currency","2012/02/09",17.38
"Currency","2012/02/08",17.38
"Currency","2012/02/08",17.38
"Currency","2012/02/07",17.38
"Currency","2012/02/07",17.38
"Currency","2012/02/06",17.38
"Currency","2012/02/06",17.38
"Currency","2012/02/03",17.37
"Currency","2012/02/03",17.37
"Currency","2012/02/02",17.37
"Currency","2012/02/02",17.37
"Currency","2012/02/01",17.37
"Currency","2012/02/01",17.37
"Currency","2012/01/31",17.36
"Currency","2012/01/31",17.36
"Currency","2012/01/30",17.36
"Currency","2012/01/30",17.36
"Currency","2012/01/27",17.36
"Currency","2012/01/27",17.36
"Currency","2012/01/26",17.35
"Currency","2012/01/26",17.35
"Currency","2012/01/25",17.35
"Currency","2012/01/25",17.35
"Currency","2012/01/24",17.29
"Currency","2012/01/24",17.29
"Currency","2012/01/23",17.29
"Currency","2012/01/23",17.29
"Currency","2012/01/20",17.29
"Currency","2012/01/20",17.29
"Currency","2012/01/19",17.35
"Currency","2012/01/19",17.35
"Currency","2012/01/18",17.29
"Currency","2012/01/18",17.29
"Currency","2012/01/17",17.29
"Currency","2012/01/17",17.29
"Currency","2012/01/16",17.29
"Currency","2012/01/16",17.29
"Currency","2012/01/13",17.33
"Currency","2012/01/13",17.33
"Currency","2012/01/12",17.29
"Currency","2012/01/12",17.29
"Currency","2012/01/11",17.29
"Currency","2012/01/11",17.29
"Currency","2012/01/10",17.41
"Currency","2012/01/10",17.41
"Currency","2012/01/09",17.29
"Currency","2012/01/09",17.29
"Currency","2012/01/06",17.29
"Currency","2012/01/06",17.29
"Currency","2012/01/05",17.29
"Currency","2012/01/05",17.29
"Currency","2012/01/04",17.29
"Currency","2012/01/04",17.29
"Currency","2012/01/03",17.29
"Currency","2012/01/03",17.29
"Currency","2012/01/02",17.29
"Currency","2012/01/02",17.29
"Currency","2011/12/30",17.29
"Currency","2011/12/30",17.29
"Currency","2011/12/29",17.29
"Currency","2011/12/29",17.29
"Currency","2011/12/28",17.29
"Currency","2011/12/28",17.29
"Currency","2011/12/27",17.29
"Currency","2011/12/27",17.29
"Currency","2011/12/26",17.29
"Currency","2011/12/26",17.29
"Currency","2011/12/23",17.29
"Currency","2011/12/23",17.29
"Currency","2011/12/22",17.29
"Currency","2011/12/22",17.29
"Currency","2011/12/21",17.29
"Currency","2011/12/21",17.29
"Currency","2011/12/20",17.29
"Currency","2011/12/20",17.29
"Currency","2011/12/19",17.29
"Currency","2011/12/19",17.29
"Currency","2011/12/16",17.28
"Currency","2011/12/16",17.28
"Currency","2011/12/15",17.28
"Currency","2011/12/15",17.28
"Currency","2011/12/14",17.28
"Currency","2011/12/14",17.28
"Currency","2011/12/13",17.28
"Currency","2011/12/13",17.28
"Currency","2011/12/12",17.27
"Currency","2011/12/12",17.27
"Currency","2011/12/09",17.27
"Currency","2011/12/09",17.27
"Currency","2011/12/08",17.27
"Currency","2011/12/08",17.27
"Currency","2011/12/07",17.27
"Currency","2011/12/07",17.27
"Currency","2011/12/06",17.27
"Currency","2011/12/06",17.27
"Currency","2011/12/05",17.26
"Currency","2011/12/05",17.26
"Currency","2011/12/02",17.26
"Currency","2011/12/02",17.26
"Currency","2011/12/01",17.26
"Currency","2011/12/01",17.26
"Currency","2011/11/30",17.26
"Currency","2011/11/30",17.26
"Currency","2011/11/29",17.26
"Currency","2011/11/29",17.26
"Currency","2011/11/28",17.25
"Currency","2011/11/28",17.25
"Currency","2011/11/25",17.25
"Currency","2011/11/25",17.25
"Currency","2011/11/24",17.25
"Currency","2011/11/24",17.25
"Currency","2011/11/23",17.24
"Currency","2011/11/23",17.24
"Currency","2011/11/22",17.25
"Currency","2011/11/22",17.25
"Currency","2011/11/21",17.24
"Currency","2011/11/21",17.24
"Currency","2011/11/18",17.24
"Currency","2011/11/18",17.24
"Currency","2011/11/17",17.24
"Currency","2011/11/17",17.24
"Currency","2011/11/16",17.24
"Currency","2011/11/16",17.24
"Currency","2011/11/14",17.23
"Currency","2011/11/14",17.23
"Currency","2011/11/11",17.23
"Currency","2011/11/11",17.23
"Currency","2011/11/10",17.23
"Currency","2011/11/10",17.23
"Currency","2011/11/09",17.23
"Currency","2011/11/09",17.23
"Currency","2011/11/08",17.22
"Currency","2011/11/08",17.22
"Currency","2011/11/07",17.22
"Currency","2011/11/07",17.22
"Currency","2011/11/04",17.22
"Currency","2011/11/04",17.22
"Currency","2011/11/03",17.22
"Currency","2011/11/03",17.22
"Currency","2011/11/02",17.22
"Currency","2011/11/02",17.22
"Currency","2011/11/01",17.21
"Currency","2011/11/01",17.21
"Currency","2011/10/31",17.21
"Currency","2011/10/31",17.21
"Currency","2011/10/28",17.21
"Currency","2011/10/28",17.21
"Currency","2011/10/27",17.21
"Currency","2011/10/27",17.21
"Currency","2011/10/26",17.20
"Currency","2011/10/26",17.20
"Currency","2011/10/25",17.20
"Currency","2011/10/25",17.20
"Currency","2011/10/24",17.20
"Currency","2011/10/24",17.20
"Currency","2011/10/21",17.20
"Currency","2011/10/21",17.20
"Currency","2011/10/20",17.20
"Currency","2011/10/20",17.20
"Currency","2011/10/19",17.19
"Currency","2011/10/19",17.19
"Currency","2011/10/18",17.19
"Currency","2011/10/18",17.19
"Currency","2011/10/17",17.19
"Currency","2011/10/17",17.19
"Currency","2011/10/14",17.19
"Currency","2011/10/14",17.19
"Currency","2011/10/13",17.19
"Currency","2011/10/13",17.19
"Currency","2011/10/12",17.18
"Currency","2011/10/12",17.18
"Currency","2011/10/11",17.18
"Currency","2011/10/11",17.18
"Currency","2011/10/10",17.18
"Currency","2011/10/10",17.18
"Currency","2011/10/07",17.18
"Currency","2011/10/07",17.18
"Currency","2011/10/06",17.18
"Currency","2011/10/06",17.18
"Currency","2011/10/05",17.17
"Currency","2011/10/05",17.17
"Currency","2011/10/04",17.17
"Currency","2011/10/04",17.17
"Currency","2011/10/03",17.17
"Currency","2011/10/03",17.17
"Currency","2011/09/30",17.17
"Currency","2011/09/30",17.17
"Currency","2011/09/29",17.16
"Currency","2011/09/29",17.16
"Currency","2011/09/28",17.16
"Currency","2011/09/28",17.16
"Currency","2011/09/27",17.16
"Currency","2011/09/27",17.16
"Currency","2011/09/26",17.16
"Currency","2011/09/26",17.16
"Currency","2011/09/23",17.16
"Currency","2011/09/23",17.16
"Currency","2011/09/22",17.16
"Currency","2011/09/22",17.16
"Currency","2011/09/21",17.15
"Currency","2011/09/21",17.15
"Currency","2011/09/20",17.15
"Currency","2011/09/20",17.15
"Currency","2011/09/19",17.15
"Currency","2011/09/19",17.15
"Currency","2011/09/16",17.14
"Currency","2011/09/16",17.14
"Currency","2011/09/15",17.14
"Currency","2011/09/15",17.14
"Currency","2011/09/14",17.14
"Currency","2011/09/14",17.14
"Currency","2011/09/13",17.14
"Currency","2011/09/13",17.14
"Currency","2011/09/12",17.13
"Currency","2011/09/12",17.13
"Currency","2011/09/09",17.13
"Currency","2011/09/09",17.13
"Currency","2011/09/08",17.13
"Currency","2011/09/08",17.13
"Currency","2011/09/07",17.13
"Currency","2011/09/07",17.13
"Currency","2011/09/06",17.13
"Currency","2011/09/06",17.13
"Currency","2011/09/05",17.12
"Currency","2011/09/05",17.12
"Currency","2011/09/02",17.12
"Currency","2011/09/02",17.12
"Currency","2011/09/01",17.12
"Currency","2011/09/01",17.12
"Currency","2011/08/31",17.11
"Currency","2011/08/31",17.11
"Currency","2011/08/30",17.11
"Currency","2011/08/30",17.11
"Currency","2011/08/29",17.11
"Currency","2011/08/29",17.11
"Currency","2011/08/26",17.11
"Currency","2011/08/26",17.11
"Currency","2011/08/25",17.11
"Currency","2011/08/25",17.11
"Currency","2011/08/24",17.10
"Currency","2011/08/24",17.10
"Currency","2011/08/23",17.10
"Currency","2011/08/23",17.10
"Currency","2011/08/22",17.09
"Currency","2011/08/22",17.09
"Currency","2011/08/19",17.09
"Currency","2011/08/19",17.09
"Currency","2011/08/18",17.09
"Currency","2011/08/18",17.09
"Currency","2011/08/17",17.09
"Currency","2011/08/17",17.09
"Currency","2011/08/16",17.09
"Currency","2011/08/16",17.09
"Currency","2011/08/12",17.08
"Currency","2011/08/12",17.08
"Currency","2011/08/11",17.08
"Currency","2011/08/11",17.08
"Currency","2011/08/10",17.07
"Currency","2011/08/10",17.07
"Currency","2011/08/09",17.07
"Currency","2011/08/09",17.07
"Currency","2011/08/08",17.07
"Currency","2011/08/08",17.07
"Currency","2011/08/05",17.07
"Currency","2011/08/05",17.07
"Currency","2011/08/04",17.06
"Currency","2011/08/04",17.06
"Currency","2011/08/03",17.06
"Currency","2011/08/03",17.06
"Currency","2011/08/02",17.06
"Currency","2011/08/02",17.06
"Currency","2011/08/01",17.05
"Currency","2011/08/01",17.05
"Currency","2011/07/29",17.05
"Currency","2011/07/29",17.05
"Currency","2011/07/28",17.05
"Currency","2011/07/28",17.05
"Currency","2011/07/27",17.05
"Currency","2011/07/27",17.05
"Currency","2011/07/26",17.04
"Currency","2011/07/26",17.04
"Currency","2011/07/25",17.04
"Currency","2011/07/25",17.04
"Currency","2011/07/22",17.04
"Currency","2011/07/22",17.04
"Currency","2011/07/21",17.04
"Currency","2011/07/21",17.04
"Currency","2011/07/20",17.03
"Currency","2011/07/20",17.03
"Currency","2011/07/19",17.03
"Currency","2011/07/19",17.03
"Currency","2011/07/18",17.02
"Currency","2011/07/18",17.02
"Currency","2011/07/15",17.02
"Currency","2011/07/15",17.02
"Currency","2011/07/14",17.02
"Currency","2011/07/14",17.02
"Currency","2011/07/13",17.01
"Currency","2011/07/13",17.01
"Currency","2011/07/12",17.01
"Currency","2011/07/12",17.01
"Currency","2011/07/11",17.01
"Currency","2011/07/11",17.01
"Currency","2011/07/08",17.01
"Currency","2011/07/08",17.01
"Currency","2011/07/07",17.01
"Currency","2011/07/07",17.01
"Currency","2011/07/06",17.00
"Currency","2011/07/06",17.00
"Currency","2011/07/05",17.00
"Currency","2011/07/05",17.00
"Currency","2011/07/04",17.00
"Currency","2011/07/04",17.00
"Currency","2011/07/01",17.00
"Currency","2011/07/01",17.00
"Currency","2011/06/30",16.99
"Currency","2011/06/30",16.99
"Currency","2011/06/29",16.99
"Currency","2011/06/29",16.99
"Currency","2011/06/28",16.99
"Currency","2011/06/28",16.99
"Currency","2011/06/27",16.98
"Currency","2011/06/27",16.98
"Currency","2011/06/24",16.97
"Currency","2011/06/24",16.97
"Currency","2011/06/23",16.97
"Currency","2011/06/23",16.97
"Currency","2011/06/22",16.97
"Currency","2011/06/22",16.97
"Currency","2011/06/21",16.97
"Currency","2011/06/21",16.97
"Currency","2011/06/20",16.97
"Currency","2011/06/20",16.97
"Currency","2011/06/17",16.97
"Currency","2011/06/17",16.97
"Currency","2011/06/16",16.95
"Currency","2011/06/16",16.95
"Currency","2011/06/15",16.95
"Currency","2011/06/15",16.95
"Currency","2011/06/14",16.95
"Currency","2011/06/14",16.95
"Currency","2011/06/13",16.95
"Currency","2011/06/13",16.95
"Currency","2011/06/10",16.95
"Currency","2011/06/10",16.95
"Currency","2011/06/09",16.95
"Currency","2011/06/09",16.95
"Currency","2011/06/08",16.94
"Currency","2011/06/08",16.94
"Currency","2011/06/07",16.94
"Currency","2011/06/07",16.94
"Currency","2011/06/06",16.88
"Currency","2011/06/06",16.88
"Currency","2011/06/03",16.88
"Currency","2011/06/03",16.88
"Currency","2011/06/02",16.88
"Currency","2011/06/02",16.88
"Currency","2011/06/01",16.88
"Currency","2011/06/01",16.88
"Currency","2011/05/31",16.88
"Currency","2011/05/31",16.88
"Currency","2011/05/30",16.88
"Currency","2011/05/30",16.88
"Currency","2011/05/27",16.88
"Currency","2011/05/27",16.88
"Currency","2011/05/26",16.88
"Currency","2011/05/26",16.88
"Currency","2011/05/25",16.88
"Currency","2011/05/25",16.88
"Currency","2011/05/24",16.88
"Currency","2011/05/24",16.88
"Currency","2011/05/23",16.88
"Currency","2011/05/23",16.88
"Currency","2011/05/20",16.88
"Currency","2011/05/20",16.88
"Currency","2011/05/19",16.88
"Currency","2011/05/19",16.88
"Currency","2011/05/18",16.88
"Currency","2011/05/18",16.88
"Currency","2011/05/17",16.88
"Currency","2011/05/17",16.88
"Currency","2011/05/16",16.88
"Currency","2011/05/16",16.88
"Currency","2011/05/13",16.88
"Currency","2011/05/13",16.88
"Currency","2011/05/12",16.88
"Currency","2011/05/12",16.88
"Currency","2011/05/11",16.88
"Currency","2011/05/11",16.88
"Currency","2011/05/10",16.88
"Currency","2011/05/10",16.88
"Currency","2011/05/09",16.87
"Currency","2011/05/09",16.87
"Currency","2011/05/06",16.87
"Currency","2011/05/06",16.87
"Currency","2011/05/05",16.87
"Currency","2011/05/05",16.87
"Currency","2011/05/04",16.87
"Currency","2011/05/04",16.87
"Currency","2011/05/03",16.87
"Currency","2011/05/03",16.87
"Currency","2011/05/02",16.87
"Currency","2011/05/02",16.87
"Currency","2011/04/29",16.86
"Currency","2011/04/29",16.86
"Currency","2011/04/28",16.86
"Currency","2011/04/28",16.86
"Currency","2011/04/27",16.86
"Currency","2011/04/27",16.86
"Currency","2011/04/26",16.85
"Currency","2011/04/26",16.85
"Currency","2011/04/25",16.85
"Currency","2011/04/25",16.85
"Currency","2011/04/22",16.85
"Currency","2011/04/22",16.85
"Currency","2011/04/21",16.85
"Currency","2011/04/21",16.85
"Currency","2011/04/20",16.85
"Currency","2011/04/20",16.85
"Currency","2011/04/19",16.84
"Currency","2011/04/19",16.84
"Currency","2011/04/18",16.84
"Currency","2011/04/18",16.84
"Currency","2011/04/15",16.83
"Currency","2011/04/15",16.83
"Currency","2011/04/14",16.83
"Currency","2011/04/14",16.83
"Currency","2011/04/13",16.83
"Currency","2011/04/13",16.83
"Currency","2011/04/12",16.83
"Currency","2011/04/12",16.83
"Currency","2011/04/11",16.82
"Currency","2011/04/11",16.82
"Currency","2011/04/08",16.82
"Currency","2011/04/08",16.82
"Currency","2011/04/07",16.82
"Currency","2011/04/07",16.82
"Currency","2011/04/06",16.81
"Currency","2011/04/06",16.81
"Currency","2011/04/05",16.81
"Currency","2011/04/05",16.81
"Currency","2011/04/04",16.81
"Currency","2011/04/04",16.81
"Currency","2011/04/01",16.81
"Currency","2011/04/01",16.81
"Currency","2011/03/31",16.80
"Currency","2011/03/31",16.80
"Currency","2011/03/30",16.80
"Currency","2011/03/30",16.80
"Currency","2011/03/29",16.80
"Currency","2011/03/29",16.80
"Currency","2011/03/28",16.80
"Currency","2011/03/28",16.80
"Currency","2011/03/25",16.79
"Currency","2011/03/25",16.79
"Currency","2011/03/24",16.79
"Currency","2011/03/24",16.79
"Currency","2011/03/23",16.79
"Currency","2011/03/23",16.79
"Currency","2011/03/22",16.78
"Currency","2011/03/22",16.78
"Currency","2011/03/21",16.78
"Currency","2011/03/21",16.78
"Currency","2011/03/18",16.78
"Currency","2011/03/18",16.78
"Currency","2011/03/17",16.77
"Currency","2011/03/17",16.77
"Currency","2011/03/16",16.77
"Currency","2011/03/16",16.77
"Currency","2011/03/15",16.77
"Currency","2011/03/15",16.77
"Currency","2011/03/14",16.76
"Currency","2011/03/14",16.76
"Currency","2011/03/11",16.76
"Currency","2011/03/11",16.76
"Currency","2011/03/10",16.76
"Currency","2011/03/10",16.76
"Currency","2011/03/09",16.76
"Currency","2011/03/09",16.76
"Currency","2011/03/08",16.75
"Currency","2011/03/08",16.75
"Currency","2011/03/07",16.75
"Currency","2011/03/07",16.75
"Currency","2011/03/04",16.75
"Currency","2011/03/04",16.75
"Currency","2011/03/03",16.74
"Currency","2011/03/03",16.74
"Currency","2011/03/02",16.74
"Currency","2011/03/02",16.74
"Currency","2011/03/01",16.74
"Currency","2011/03/01",16.74
"Currency","2011/02/28",16.74
"Currency","2011/02/28",16.74
"Currency","2011/02/25",16.73
"Currency","2011/02/25",16.73
"Currency","2011/02/24",16.73
"Currency","2011/02/24",16.73
"Currency","2011/02/23",16.73
"Currency","2011/02/23",16.73
"Currency","2011/02/22",16.72
"Currency","2011/02/22",16.72
"Currency","2011/02/21",16.72
"Currency","2011/02/21",16.72
"Currency","2011/02/18",16.72
"Currency","2011/02/18",16.72
"Currency","2011/02/17",16.72
"Currency","2011/02/17",16.72
"Currency","2011/02/16",16.72
"Currency","2011/02/16",16.72
"Currency","2011/02/14",16.71
"Currency","2011/02/14",16.71
"Currency","2011/02/11",16.71
"Currency","2011/02/11",16.71
"Currency","2011/02/10",16.71
"Currency","2011/02/10",16.71
"Currency","2011/02/09",16.70
"Currency","2011/02/09",16.70
"Currency","2011/02/08",16.70
"Currency","2011/02/08",16.70
"Currency","2011/02/07",16.70
"Currency","2011/02/07",16.70
"Currency","2011/02/04",16.69
"Currency","2011/02/04",16.69
"Currency","2011/02/03",16.69
"Currency","2011/02/03",16.69
"Currency","2011/02/02",16.69
"Currency","2011/02/02",16.69
"Currency","2011/02/01",16.69
"Currency","2011/02/01",16.69
"Currency","2011/01/31",16.68
"Currency","2011/01/31",16.68
"Currency","2011/01/28",16.68
"Currency","2011/01/28",16.68
"Currency","2011/01/27",16.67
"Currency","2011/01/27",16.67
"Currency","2011/01/26",16.67
"Currency","2011/01/26",16.67
"Currency","2011/01/25",16.67
"Currency","2011/01/25",16.67
"Currency","2011/01/24",16.66
"Currency","2011/01/24",16.66
"Currency","2011/01/21",16.67
"Currency","2011/01/21",16.67
"Currency","2011/01/20",16.66
"Currency","2011/01/20",16.66
"Currency","2011/01/19",16.66
"Currency","2011/01/19",16.66
"Currency","2011/01/18",16.66
"Currency","2011/01/18",16.66
"Currency","2011/01/17",16.66
"Currency","2011/01/17",16.66
"Currency","2011/01/14",16.66
"Currency","2011/01/14",16.66
"Currency","2011/01/13",16.65
"Currency","2011/01/13",16.65
"Currency","2011/01/12",16.65
"Currency","2011/01/12",16.65
"Currency","2011/01/11",16.65
"Currency","2011/01/11",16.65
"Currency","2011/01/10",16.64
"Currency","2011/01/10",16.64
"Currency","2011/01/07",16.64
"Currency","2011/01/07",16.64
"Currency","2011/01/06",16.64
"Currency","2011/01/06",16.64
"Currency","2011/01/05",16.64
"Currency","2011/01/05",16.64
"Currency","2011/01/04",16.64
"Currency","2011/01/04",16.64
"Currency","2011/01/03",16.63
"Currency","2011/01/03",16.63
"Currency","2010/12/31",16.63
"Currency","2010/12/31",16.63
"Currency","2010/12/30",16.63
"Currency","2010/12/30",16.63
"Currency","2010/12/29",16.63
"Currency","2010/12/29",16.63
"Currency","2010/12/28",16.62
"Currency","2010/12/28",16.62
"Currency","2010/12/27",16.62
"Currency","2010/12/27",16.62
"Currency","2010/12/24",16.62
"Currency","2010/12/24",16.62
"Currency","2010/12/23",16.61
"Currency","2010/12/23",16.61
"Currency","2010/12/22",16.61
"Currency","2010/12/22",16.61
"Currency","2010/12/21",16.61
"Currency","2010/12/21",16.61
"Currency","2010/12/20",16.61
"Currency","2010/12/20",16.61
"Currency","2010/12/17",16.60
"Currency","2010/12/17",16.60
"Currency","2010/12/16",16.60
"Currency","2010/12/16",16.60
"Currency","2010/12/15",16.60
"Currency","2010/12/15",16.60
"Currency","2010/12/14",16.60
"Currency","2010/12/14",16.60
"Currency","2010/12/13",16.59
"Currency","2010/12/13",16.59
"Currency","2010/12/10",16.59
"Currency","2010/12/10",16.59
"Currency","2010/12/09",16.59
"Currency","2010/12/09",16.59
"Currency","2010/12/08",16.59
"Currency","2010/12/08",16.59
"Currency","2010/12/07",16.58
"Currency","2010/12/07",16.58
"Currency","2010/12/06",16.58
"Currency","2010/12/06",16.58
"Currency","2010/12/03",16.58
"Currency","2010/12/03",16.58
"Currency","2010/12/02",16.57
"Currency","2010/12/02",16.57
"Currency","2010/12/01",16.57
"Currency","2010/12/01",16.57
"Currency","2010/11/30",16.57
"Currency","2010/11/30",16.57
"Currency","2010/11/29",16.57
"Currency","2010/11/29",16.57
"Currency","2010/11/26",16.57
"Currency","2010/11/26",16.57
"Currency","2010/11/25",16.56
"Currency","2010/11/25",16.56
"Currency","2010/11/24",16.56
"Currency","2010/11/24",16.56
"Currency","2010/11/23",16.56
"Currency","2010/11/23",16.56
"Currency","2010/11/22",16.55
"Currency","2010/11/22",16.55
"Currency","2010/11/19",16.55
"Currency","2010/11/19",16.55
"Currency","2010/11/18",16.55
