"Indicator","Time","Value (USD/IQD)"
"Currency","2013/06/05",1163.64
"Currency","2013/06/04",1163.14
"Currency","2013/06/03",1144.00
"Currency","2013/05/31",1155.15
"Currency","2013/05/30",1148.00
"Currency","2013/05/29",1157.01
"Currency","2013/05/28",1157.50
"Currency","2013/05/27",1149.00
"Currency","2013/05/24",1157.00
"Currency","2013/05/23",1150.00
"Currency","2013/05/22",1157.01
"Currency","2013/05/21",1151.00
"Currency","2013/05/20",1159.51
"Currency","2013/05/17",1154.00
"Currency","2013/05/16",1156.00
"Currency","2013/05/15",1157.00
"Currency","2013/05/14",1158.00
"Currency","2013/05/13",1159.00
"Currency","2013/05/10",1162.00
"Currency","2013/05/09",1161.48
"Currency","2013/05/08",1160.00
"Currency","2013/05/07",1161.00
"Currency","2013/05/06",1162.00
"Currency","2013/05/03",1162.93
"Currency","2013/05/02",1164.95
"Currency","2013/05/01",1160.98
"Currency","2013/04/30",1161.48
"Currency","2013/04/29",1164.98
"Currency","2013/04/26",1162.93
"Currency","2013/04/25",1163.88
"Currency","2013/04/24",1161.48
"Currency","2013/04/23",1164.00
"Currency","2013/04/22",1163.45
"Currency","2013/04/19",1163.95
"Currency","2013/04/18",1162.00
"Currency","2013/04/17",1163.99
"Currency","2013/04/16",1161.95
"Currency","2013/04/15",1162.00
"Currency","2013/04/12",1164.40
"Currency","2013/04/11",1163.86
"Currency","2013/04/10",1161.91
"Currency","2013/04/09",1161.00
"Currency","2013/04/08",1163.43
"Currency","2013/04/05",1163.85
"Currency","2013/04/04",1163.00
"Currency","2013/04/03",1159.00
"Currency","2013/04/02",1161.00
"Currency","2013/04/01",1164.68
"Currency","2013/03/29",1161.00
"Currency","2013/03/28",1163.00
"Currency","2013/03/27",1162.00
"Currency","2013/03/26",1163.43
"Currency","2013/03/25",1157.00
"Currency","2013/03/22",1161.45
"Currency","2013/03/21",1159.00
"Currency","2013/03/20",1159.00
"Currency","2013/03/19",1162.00
"Currency","2013/03/18",1164.60
"Currency","2013/03/15",1158.80
"Currency","2013/03/14",1159.81
"Currency","2013/03/13",1161.31
"Currency","2013/03/12",1160.00
"Currency","2013/03/11",1162.31
"Currency","2013/03/08",1162.88
"Currency","2013/03/07",1164.65
"Currency","2013/03/06",1162.00
"Currency","2013/03/05",1164.50
"Currency","2013/03/04",1164.73
"Currency","2013/03/01",1163.86
"Currency","2013/02/28",1162.00
"Currency","2013/02/27",1163.75
"Currency","2013/02/26",1163.00
"Currency","2013/02/25",1163.81
"Currency","2013/02/22",1164.00
"Currency","2013/02/21",1164.25
"Currency","2013/02/20",1164.00
"Currency","2013/02/19",1163.00
"Currency","2013/02/18",1164.00
"Currency","2013/02/15",1163.00
"Currency","2013/02/14",1164.25
"Currency","2013/02/13",1163.75
"Currency","2013/02/12",1164.00
"Currency","2013/02/11",1164.00
"Currency","2013/02/08",1164.63
"Currency","2013/02/07",1164.00
"Currency","2013/02/06",1164.00
"Currency","2013/02/05",1163.00
"Currency","2013/02/04",1164.00
"Currency","2013/02/01",1164.56
"Currency","2013/01/31",1164.63
"Currency","2013/01/30",1164.00
"Currency","2013/01/29",1164.00
"Currency","2013/01/28",1164.00
"Currency","2013/01/25",1164.56
"Currency","2013/01/24",1164.00
"Currency","2013/01/23",1165.00
"Currency","2013/01/22",1164.63
"Currency","2013/01/21",1164.50
"Currency","2013/01/18",1164.50
"Currency","2013/01/17",1164.00
"Currency","2013/01/16",1164.00
"Currency","2013/01/15",1165.08
"Currency","2013/01/14",1164.63
"Currency","2013/01/11",1165.00
"Currency","2013/01/10",1164.00
"Currency","2013/01/09",1164.00
"Currency","2013/01/08",1164.92
"Currency","2013/01/07",1164.00
"Currency","2013/01/04",1164.29
"Currency","2013/01/03",1165.13
"Currency","2013/01/02",1164.00
"Currency","2013/01/01",1165.00
"Currency","2012/12/31",1165.13
"Currency","2012/12/28",1164.88
"Currency","2012/12/27",1164.54
"Currency","2012/12/26",1165.13
"Currency","2012/12/25",1166.00
"Currency","2012/12/24",1164.58
"Currency","2012/12/21",1163.96
"Currency","2012/12/20",1163.00
"Currency","2012/12/19",1165.00
"Currency","2012/12/18",1165.00
"Currency","2012/12/17",1164.50
"Currency","2012/12/14",1164.92
"Currency","2012/12/13",1163.00
"Currency","2012/12/12",1163.00
"Currency","2012/12/11",1164.50
"Currency","2012/12/10",1164.58
"Currency","2012/12/07",1164.83
"Currency","2012/12/06",1163.00
"Currency","2012/12/04",1164.50
"Currency","2012/12/03",1163.00
"Currency","2012/11/29",1164.88
"Currency","2012/11/28",1164.88
"Currency","2012/11/27",1163.00
"Currency","2012/11/26",1164.88
"Currency","2012/11/23",1164.00
"Currency","2012/11/22",1164.50
"Currency","2012/11/21",1166.00
"Currency","2012/11/20",1166.00
"Currency","2012/11/19",1163.00
"Currency","2012/11/16",1164.00
"Currency","2012/11/15",1164.13
"Currency","2012/11/14",1164.50
"Currency","2012/11/13",1164.89
"Currency","2012/11/12",1163.00
"Currency","2012/11/09",1164.53
"Currency","2012/11/08",1164.68
"Currency","2012/11/07",1164.88
"Currency","2012/11/06",1163.00
"Currency","2012/11/05",1164.88
"Currency","2012/11/02",1164.02
"Currency","2012/10/30",1164.50
"Currency","2012/10/29",1163.00
"Currency","2012/10/26",1163.00
"Currency","2012/10/25",1165.50
"Currency","2012/10/24",1165.00
"Currency","2012/10/22",1165.35
"Currency","2012/10/21",1165.35
"Currency","2012/10/19",1165.12
"Currency","2012/10/18",1166.85
"Currency","2012/10/17",1163.25
"Currency","2012/10/16",1156.20
"Currency","2012/10/15",1164.30
"Currency","2012/10/14",1164.45
"Currency","2012/10/12",1165.25
"Currency","2012/10/11",1161.70
"Currency","2012/10/10",1162.75
"Currency","2012/10/09",1165.12
"Currency","2012/10/08",1161.55
"Currency","2012/10/07",1160.20
"Currency","2012/10/05",1165.00
"Currency","2012/10/04",1165.00
"Currency","2012/10/03",1165.00
"Currency","2012/10/02",1163.00
"Currency","2012/10/01",1164.00
"Currency","2012/09/30",1168.75
"Currency","2012/09/28",1165.12
"Currency","2012/09/27",1158.65
"Currency","2012/09/26",1162.20
"Currency","2012/09/25",1165.00
"Currency","2012/09/24",1160.80
"Currency","2012/09/23",1165.85
"Currency","2012/09/21",1165.12
"Currency","2012/09/20",1161.65
"Currency","2012/09/19",1159.30
"Currency","2012/09/18",1165.00
"Currency","2012/09/17",1165.00
"Currency","2012/09/16",1160.25
"Currency","2012/09/14",1165.00
"Currency","2012/09/13",1156.00
"Currency","2012/09/12",1164.80
"Currency","2012/09/11",1157.90
"Currency","2012/09/10",1165.50
"Currency","2012/09/09",1151.40
"Currency","2012/09/07",1160.80
"Currency","2012/09/06",1161.25
"Currency","2012/09/05",1157.90
"Currency","2012/09/04",1164.65
"Currency","2012/09/03",1161.30
"Currency","2012/09/02",1163.75
"Currency","2012/08/31",1162.55
"Currency","2012/08/30",1166.15
"Currency","2012/08/29",1165.45
"Currency","2012/08/28",1160.95
"Currency","2012/08/27",1165.60
"Currency","2012/08/26",1164.05
"Currency","2012/08/24",1163.50
"Currency","2012/08/23",1161.85
"Currency","2012/08/22",1156.35
"Currency","2012/08/21",1157.95
"Currency","2012/08/20",1160.70
"Currency","2012/08/19",1165.50
"Currency","2012/08/17",1165.12
"Currency","2012/08/16",1165.12
"Currency","2012/08/15",1163.05
"Currency","2012/08/14",1166.05
"Currency","2012/08/13",1163.60
"Currency","2012/08/12",1161.25
"Currency","2012/08/10",1165.00
"Currency","2012/08/09",1165.00
"Currency","2012/08/08",1162.20
"Currency","2012/08/07",1164.60
"Currency","2012/08/06",1159.10
"Currency","2012/08/05",1153.60
"Currency","2012/08/03",1165.00
"Currency","2012/08/02",1171.35
"Currency","2012/08/01",1170.75
"Currency","2012/07/31",1161.50
"Currency","2012/07/30",1165.45
"Currency","2012/07/29",1161.95
"Currency","2012/07/27",1165.12
"Currency","2012/07/26",1165.08
"Currency","2012/07/25",1162.50
"Currency","2012/07/24",1165.03
"Currency","2012/07/23",1165.00
"Currency","2012/07/22",1170.30
"Currency","2012/07/20",1165.00
"Currency","2012/07/19",1165.00
"Currency","2012/07/18",1158.30
"Currency","2012/07/17",1165.12
"Currency","2012/07/16",1165.12
"Currency","2012/07/15",1158.90
"Currency","2012/07/13",1165.12
"Currency","2012/07/12",1162.00
"Currency","2012/07/11",1165.12
"Currency","2012/07/10",1165.00
"Currency","2012/07/09",1161.95
"Currency","2012/07/08",1171.40
"Currency","2012/07/06",1165.12
"Currency","2012/07/05",1165.12
"Currency","2012/07/04",1166.30
"Currency","2012/07/03",1165.05
"Currency","2012/07/02",1166.45
"Currency","2012/07/01",1155.40
"Currency","2012/06/29",1165.08
"Currency","2012/06/28",1160.65
"Currency","2012/06/27",1165.00
"Currency","2012/06/26",1165.25
"Currency","2012/06/25",1163.40
"Currency","2012/06/24",1163.15
"Currency","2012/06/22",1165.38
"Currency","2012/06/21",1176.55
"Currency","2012/06/20",1163.50
"Currency","2012/06/19",1157.85
"Currency","2012/06/18",1169.55
"Currency","2012/06/17",1158.30
"Currency","2012/06/15",1165.00
"Currency","2012/06/14",1156.35
"Currency","2012/06/13",1158.85
"Currency","2012/06/12",1161.70
"Currency","2012/06/11",1171.45
"Currency","2012/06/10",1157.60
"Currency","2012/06/08",1165.12
"Currency","2012/06/07",1166.00
"Currency","2012/06/06",1155.85
"Currency","2012/06/05",1161.40
"Currency","2012/06/04",1165.50
"Currency","2012/06/03",1152.95
"Currency","2012/06/01",1165.12
"Currency","2012/05/31",1165.25
"Currency","2012/05/30",1168.65
"Currency","2012/05/29",1167.30
"Currency","2012/05/28",1167.10
"Currency","2012/05/27",1168.40
"Currency","2012/05/25",1165.25
"Currency","2012/05/24",1166.50
"Currency","2012/05/23",1165.00
"Currency","2012/05/22",1170.05
"Currency","2012/05/21",1165.25
"Currency","2012/05/20",1154.85
"Currency","2012/05/18",1165.10
"Currency","2012/05/17",1163.55
"Currency","2012/05/16",1165.38
"Currency","2012/05/15",1165.12
"Currency","2012/05/14",1165.00
"Currency","2012/05/13",1164.60
"Currency","2012/05/11",1165.00
"Currency","2012/05/10",1165.00
"Currency","2012/05/09",1165.00
"Currency","2012/05/08",1161.65
"Currency","2012/05/07",1165.50
"Currency","2012/05/06",1166.15
"Currency","2012/05/04",1165.50
"Currency","2012/05/03",1165.00
"Currency","2012/05/02",1165.00
"Currency","2012/05/01",1164.75
"Currency","2012/04/30",1164.50
"Currency","2012/04/29",1159.25
"Currency","2012/04/27",1164.75
"Currency","2012/04/26",1163.75
"Currency","2012/04/25",1164.62
"Currency","2012/04/24",1164.62
"Currency","2012/04/23",1164.75
"Currency","2012/04/22",1158.95
"Currency","2012/04/20",1164.75
"Currency","2012/04/19",1164.50
"Currency","2012/04/18",1164.50
"Currency","2012/04/17",1164.50
"Currency","2012/04/16",1164.75
"Currency","2012/04/15",1169.35
"Currency","2012/04/13",1164.55
"Currency","2012/04/12",1164.50
"Currency","2012/04/11",1164.50
"Currency","2012/04/10",1164.50
"Currency","2012/04/09",1164.75
"Currency","2012/04/08",1159.60
"Currency","2012/04/06",1164.62
"Currency","2012/04/05",1164.50
"Currency","2012/04/04",1164.50
"Currency","2012/04/03",1164.50
"Currency","2012/04/02",1164.50
"Currency","2012/04/01",1161.25
"Currency","2012/03/30",1164.62
"Currency","2012/03/29",1164.50
"Currency","2012/03/28",1164.50
"Currency","2012/03/27",1164.50
"Currency","2012/03/26",1164.75
"Currency","2012/03/25",1158.35
"Currency","2012/03/23",1164.65
"Currency","2012/03/22",1164.75
"Currency","2012/03/21",1164.62
"Currency","2012/03/20",1164.62
"Currency","2012/03/19",1164.62
"Currency","2012/03/18",1153.05
"Currency","2012/03/16",1164.75
"Currency","2012/03/15",1164.50
"Currency","2012/03/14",1164.50
"Currency","2012/03/13",1164.50
"Currency","2012/03/12",1164.75
"Currency","2012/03/11",1164.62
"Currency","2012/03/09",1164.62
"Currency","2012/03/08",1164.75
"Currency","2012/03/07",1164.50
"Currency","2012/03/06",1164.50
"Currency","2012/03/05",1164.50
"Currency","2012/03/04",1167.70
"Currency","2012/03/02",1164.50
"Currency","2012/03/01",1164.50
"Currency","2012/02/29",1164.62
"Currency","2012/02/28",1164.50
"Currency","2012/02/27",1164.50
"Currency","2012/02/26",1160.90
"Currency","2012/02/24",1164.50
"Currency","2012/02/23",1164.50
"Currency","2012/02/22",1165.00
"Currency","2012/02/21",1164.50
"Currency","2012/02/20",1166.35
"Currency","2012/02/19",1163.40
"Currency","2012/02/17",1164.50
"Currency","2012/02/16",1164.50
"Currency","2012/02/15",1164.50
"Currency","2012/02/14",1165.00
"Currency","2012/02/13",1166.75
"Currency","2012/02/12",1167.65
"Currency","2012/02/10",1166.50
"Currency","2012/02/09",1166.75
"Currency","2012/02/08",1167.10
"Currency","2012/02/07",1166.00
"Currency","2012/02/06",1166.75
"Currency","2012/02/05",1165.60
"Currency","2012/02/03",1166.75
"Currency","2012/02/02",1166.50
"Currency","2012/02/01",1166.50
"Currency","2012/01/31",1166.75
"Currency","2012/01/30",1162.35
"Currency","2012/01/29",1156.70
"Currency","2012/01/27",1166.62
"Currency","2012/01/26",1166.50
"Currency","2012/01/25",1166.75
"Currency","2012/01/24",1166.50
"Currency","2012/01/23",1166.00
"Currency","2012/01/22",1160.35
"Currency","2012/01/20",1165.62
"Currency","2012/01/19",1165.75
"Currency","2012/01/18",1166.00
"Currency","2012/01/17",1170.00
"Currency","2012/01/16",1167.00
"Currency","2012/01/15",1176.75
"Currency","2012/01/13",1170.00
"Currency","2012/01/12",1170.00
"Currency","2012/01/11",1170.25
"Currency","2012/01/10",1170.00
"Currency","2012/01/09",1170.25
"Currency","2012/01/08",1174.70
"Currency","2012/01/06",1170.25
"Currency","2012/01/05",1170.00
"Currency","2012/01/04",1170.00
"Currency","2012/01/03",1170.25
"Currency","2012/01/02",1167.50
"Currency","2012/01/01",1165.35
"Currency","2011/12/30",1170.25
"Currency","2011/12/29",1170.00
"Currency","2011/12/28",1170.00
"Currency","2011/12/27",1170.00
"Currency","2011/12/26",1168.90
"Currency","2011/12/25",1168.90
"Currency","2011/12/23",1170.12
"Currency","2011/12/22",1170.00
"Currency","2011/12/21",1167.20
"Currency","2011/12/20",1170.25
"Currency","2011/12/19",1170.00
"Currency","2011/12/18",1167.25
"Currency","2011/12/16",1170.00
"Currency","2011/12/15",1170.00
"Currency","2011/12/14",1170.00
"Currency","2011/12/13",1170.25
"Currency","2011/12/12",1170.00
"Currency","2011/12/11",1171.15
"Currency","2011/12/09",1170.00
"Currency","2011/12/08",1170.50
"Currency","2011/12/07",1170.62
"Currency","2011/12/06",1170.62
"Currency","2011/12/05",1170.75
"Currency","2011/12/04",1180.00
"Currency","2011/12/02",1170.75
"Currency","2011/12/01",1170.50
"Currency","2011/11/30",1170.50
"Currency","2011/11/29",1169.85
"Currency","2011/11/28",1169.85
"Currency","2011/11/27",1169.85
"Currency","2011/11/25",1169.85
"Currency","2011/11/24",1170.60
"Currency","2011/11/23",1170.00
"Currency","2011/11/22",1170.75
"Currency","2011/11/21",1170.25
"Currency","2011/11/20",1176.05
"Currency","2011/11/18",1171.60
"Currency","2011/11/17",1171.90
"Currency","2011/11/16",1169.65
"Currency","2011/11/15",1169.75
"Currency","2011/11/14",1170.45
"Currency","2011/11/13",1160.20
"Currency","2011/11/11",1170.50
"Currency","2011/11/10",1170.62
"Currency","2011/11/09",1170.50
"Currency","2011/11/08",1170.50
"Currency","2011/11/07",1170.00
"Currency","2011/11/06",1173.35
"Currency","2011/11/04",1170.00
"Currency","2011/11/03",1168.80
"Currency","2011/11/02",1170.15
"Currency","2011/11/01",1170.95
"Currency","2011/10/31",1170.45
"Currency","2011/10/30",1170.70
"Currency","2011/10/28",1169.62
"Currency","2011/10/27",1169.75
"Currency","2011/10/26",1170.25
"Currency","2011/10/25",1169.25
"Currency","2011/10/24",1169.00
"Currency","2011/10/23",1158.00
"Currency","2011/10/21",1170.25
"Currency","2011/10/20",1170.25
"Currency","2011/10/19",1170.00
"Currency","2011/10/18",1170.00
"Currency","2011/10/17",1170.00
"Currency","2011/10/16",1164.35
"Currency","2011/10/14",1170.50
"Currency","2011/10/13",1170.25
"Currency","2011/10/12",1170.25
"Currency","2011/10/11",1166.60
"Currency","2011/10/10",1170.15
"Currency","2011/10/09",1162.70
"Currency","2011/10/07",1170.00
"Currency","2011/10/06",1170.00
"Currency","2011/10/05",1170.12
"Currency","2011/10/04",1154.55
"Currency","2011/10/03",1170.00
"Currency","2011/10/02",1170.25
"Currency","2011/09/30",1170.25
"Currency","2011/09/29",1170.00
"Currency","2011/09/28",1170.05
"Currency","2011/09/27",1170.25
"Currency","2011/09/26",1170.00
"Currency","2011/09/25",1166.20
"Currency","2011/09/23",1169.45
"Currency","2011/09/22",1169.50
"Currency","2011/09/21",1170.50
"Currency","2011/09/20",1170.00
"Currency","2011/09/19",1169.85
"Currency","2011/09/18",1170.25
"Currency","2011/09/16",1170.25
"Currency","2011/09/15",1170.05
"Currency","2011/09/14",1170.25
"Currency","2011/09/13",1170.50
"Currency","2011/09/12",1170.75
"Currency","2011/09/11",1183.35
"Currency","2011/09/09",1170.50
"Currency","2011/09/08",1170.50
"Currency","2011/09/07",1170.62
"Currency","2011/09/06",1170.75
"Currency","2011/09/05",1169.30
"Currency","2011/09/04",1172.90
"Currency","2011/09/02",1170.50
"Currency","2011/09/01",1170.50
"Currency","2011/08/31",1170.75
"Currency","2011/08/30",1171.00
"Currency","2011/08/29",1170.50
"Currency","2011/08/28",1164.10
"Currency","2011/08/26",1170.75
"Currency","2011/08/25",1170.50
"Currency","2011/08/24",1170.75
"Currency","2011/08/23",1170.70
"Currency","2011/08/22",1170.50
"Currency","2011/08/21",1162.00
"Currency","2011/08/19",1171.25
"Currency","2011/08/18",1171.00
"Currency","2011/08/17",1169.70
"Currency","2011/08/16",1167.55
"Currency","2011/08/15",1157.20
"Currency","2011/08/14",1168.65
"Currency","2011/08/12",1168.70
"Currency","2011/08/11",1169.95
"Currency","2011/08/10",1169.35
"Currency","2011/08/09",1169.25
"Currency","2011/08/08",1170.05
"Currency","2011/08/07",1159.30
"Currency","2011/08/05",1168.90
"Currency","2011/08/04",1176.00
"Currency","2011/08/03",1167.85
"Currency","2011/08/02",1164.00
"Currency","2011/08/01",1167.05
"Currency","2011/07/31",1156.55
"Currency","2011/07/29",1171.03
"Currency","2011/07/28",1170.50
"Currency","2011/07/27",1170.00
"Currency","2011/07/26",1170.25
"Currency","2011/07/25",1170.00
"Currency","2011/07/24",1172.45
"Currency","2011/07/22",1170.55
"Currency","2011/07/21",1170.00
"Currency","2011/07/20",1170.25
"Currency","2011/07/19",1170.25
"Currency","2011/07/18",1170.50
"Currency","2011/07/17",1167.10
"Currency","2011/07/15",1170.50
"Currency","2011/07/14",1170.50
"Currency","2011/07/13",1170.00
"Currency","2011/07/12",1170.25
"Currency","2011/07/11",1171.00
"Currency","2011/07/10",1168.55
"Currency","2011/07/08",1171.50
"Currency","2011/07/07",1171.25
"Currency","2011/07/06",1171.50
"Currency","2011/07/05",1171.50
"Currency","2011/07/04",1168.05
"Currency","2011/07/03",1164.85
"Currency","2011/07/01",1171.00
"Currency","2011/06/30",1171.00
"Currency","2011/06/29",1171.25
"Currency","2011/06/28",1171.25
"Currency","2011/06/27",1163.40
"Currency","2011/06/26",1169.25
"Currency","2011/06/24",1169.45
"Currency","2011/06/23",1171.00
"Currency","2011/06/22",1171.50
"Currency","2011/06/21",1171.50
"Currency","2011/06/20",1171.50
"Currency","2011/06/19",1166.25
"Currency","2011/06/17",1171.50
"Currency","2011/06/16",1171.25
"Currency","2011/06/15",1171.50
"Currency","2011/06/14",1167.90
"Currency","2011/06/13",1171.00
"Currency","2011/06/12",1175.70
"Currency","2011/06/10",1171.00
"Currency","2011/06/09",1171.50
"Currency","2011/06/08",1171.00
"Currency","2011/06/07",1170.25
"Currency","2011/06/06",1170.50
"Currency","2011/06/05",1156.30
"Currency","2011/06/03",1170.50
"Currency","2011/06/02",1170.50
"Currency","2011/06/01",1170.50
"Currency","2011/05/31",1170.00
"Currency","2011/05/30",1167.90
"Currency","2011/05/29",1161.40
"Currency","2011/05/27",1170.50
"Currency","2011/05/26",1170.00
"Currency","2011/05/25",1170.50
"Currency","2011/05/24",1170.50
"Currency","2011/05/23",1170.00
"Currency","2011/05/22",1175.00
"Currency","2011/05/20",1170.00
"Currency","2011/05/19",1170.00
"Currency","2011/05/18",1170.00
"Currency","2011/05/17",1170.50
"Currency","2011/05/16",1170.50
"Currency","2011/05/15",1181.95
"Currency","2011/05/13",1170.00
"Currency","2011/05/12",1170.00
"Currency","2011/05/11",1170.50
"Currency","2011/05/10",1170.50
"Currency","2011/05/09",1170.50
"Currency","2011/05/08",1194.25
"Currency","2011/05/06",1170.55
"Currency","2011/05/05",1170.50
"Currency","2011/05/04",1170.00
"Currency","2011/05/03",1170.00
"Currency","2011/05/02",1170.55
"Currency","2011/05/01",1172.35
"Currency","2011/04/29",1170.55
"Currency","2011/04/28",1170.55
"Currency","2011/04/27",1170.50
"Currency","2011/04/26",1170.00
"Currency","2011/04/25",1170.00
"Currency","2011/04/24",1183.80
"Currency","2011/04/22",1170.00
"Currency","2011/04/21",1170.00
"Currency","2011/04/20",1170.50
"Currency","2011/04/19",1170.50
"Currency","2011/04/18",1170.50
"Currency","2011/04/17",1169.65
"Currency","2011/04/15",1171.05
"Currency","2011/04/14",1170.55
"Currency","2011/04/13",1170.00
"Currency","2011/04/12",1170.00
"Currency","2011/04/11",1170.00
"Currency","2011/04/10",1170.00
"Currency","2011/04/08",1170.05
"Currency","2011/04/07",1170.00
"Currency","2011/04/06",1170.00
"Currency","2011/04/05",1170.50
"Currency","2011/04/04",1177.90
"Currency","2011/04/03",1171.30
"Currency","2011/04/01",1170.50
"Currency","2011/03/31",1170.50
"Currency","2011/03/30",1170.50
"Currency","2011/03/29",1170.50
"Currency","2011/03/28",1170.50
"Currency","2011/03/25",1170.50
"Currency","2011/03/24",1170.55
"Currency","2011/03/23",1170.50
"Currency","2011/03/22",1170.50
"Currency","2011/03/21",1170.50
"Currency","2011/03/20",1174.15
"Currency","2011/03/18",1170.53
"Currency","2011/03/17",1170.55
"Currency","2011/03/16",1170.00
"Currency","2011/03/15",1178.30
"Currency","2011/03/14",1170.55
"Currency","2011/03/13",1156.85
"Currency","2011/03/11",1170.00
"Currency","2011/03/10",1170.50
"Currency","2011/03/09",1170.00
"Currency","2011/03/08",1170.50
"Currency","2011/03/07",1170.55
"Currency","2011/03/06",1176.25
"Currency","2011/03/04",1170.00
"Currency","2011/03/03",1179.15
"Currency","2011/03/02",1170.00
"Currency","2011/03/01",1170.00
"Currency","2011/02/28",1170.50
"Currency","2011/02/27",1170.53
"Currency","2011/02/25",1170.53
"Currency","2011/02/24",1170.53
"Currency","2011/02/23",1170.50
"Currency","2011/02/22",1170.50
"Currency","2011/02/21",1170.50
"Currency","2011/02/20",1165.10
"Currency","2011/02/18",1170.53
"Currency","2011/02/17",1170.53
"Currency","2011/02/16",1170.55
"Currency","2011/02/15",1170.50
"Currency","2011/02/14",1170.50
"Currency","2011/02/13",1175.55
"Currency","2011/02/11",1170.00
"Currency","2011/02/10",1170.05
"Currency","2011/02/09",1169.75
"Currency","2011/02/08",1170.00
"Currency","2011/02/07",1170.50
"Currency","2011/02/06",1181.80
"Currency","2011/02/04",1170.50
"Currency","2011/02/03",1170.25
"Currency","2011/02/02",1170.00
"Currency","2011/02/01",1169.50
"Currency","2011/01/31",1169.50
"Currency","2011/01/30",1187.15
"Currency","2011/01/28",1177.15
"Currency","2011/01/27",1178.95
"Currency","2011/01/26",1179.40
"Currency","2011/01/25",1169.88
"Currency","2011/01/24",1169.88
"Currency","2011/01/23",1172.45
"Currency","2011/01/21",1169.40
"Currency","2011/01/20",1181.90
"Currency","2011/01/19",1170.00
"Currency","2011/01/18",1169.75
"Currency","2011/01/17",1169.50
"Currency","2011/01/16",1180.90
"Currency","2011/01/14",1169.75
"Currency","2011/01/13",1169.75
"Currency","2011/01/12",1169.50
"Currency","2011/01/11",1177.50
"Currency","2011/01/10",1168.25
"Currency","2011/01/09",1174.05
"Currency","2011/01/07",1169.50
"Currency","2011/01/06",1169.53
"Currency","2011/01/05",1169.50
"Currency","2011/01/04",1169.55
"Currency","2011/01/03",1169.50
"Currency","2011/01/02",1168.90
"Currency","2010/12/31",1169.50
"Currency","2010/12/30",1169.50
"Currency","2010/12/29",1169.50
"Currency","2010/12/28",1169.50
"Currency","2010/12/27",1169.53
"Currency","2010/12/26",1169.50
"Currency","2010/12/24",1169.50
"Currency","2010/12/23",1169.53
"Currency","2010/12/22",1169.55
"Currency","2010/12/21",1169.50
"Currency","2010/12/20",1169.55
"Currency","2010/12/19",1177.15
"Currency","2010/12/17",1169.50
"Currency","2010/12/16",1169.50
"Currency","2010/12/15",1169.55
"Currency","2010/12/14",1169.53
"Currency","2010/12/13",1169.53
"Currency","2010/12/12",1169.50
"Currency","2010/12/10",1169.53
"Currency","2010/12/09",1169.53
"Currency","2010/12/08",1169.50
"Currency","2010/12/07",1169.55
"Currency","2010/12/06",1169.50
"Currency","2010/12/05",1153.85
"Currency","2010/12/03",1169.53
"Currency","2010/12/02",1169.55
"Currency","2010/12/01",1169.50
"Currency","2010/11/30",1169.47
"Currency","2010/11/29",1169.53
"Currency","2010/11/28",1169.50
"Currency","2010/11/26",1169.50
"Currency","2010/11/25",1167.95
"Currency","2010/11/24",1169.50
"Currency","2010/11/23",1169.50
"Currency","2010/11/22",1169.50
"Currency","2010/11/21",1165.85
"Currency","2010/11/19",1169.00
"Currency","2010/11/18",1169.53
"Currency","2010/11/17",1169.75
"Currency","2010/11/16",1169.28
"Currency","2010/11/15",1169.25
"Currency","2010/11/14",1170.60
"Currency","2010/11/12",1169.28
"Currency","2010/11/11",1169.28
"Currency","2010/11/10",1169.28
"Currency","2010/11/09",1169.30
"Currency","2010/11/08",1169.30
"Currency","2010/11/07",1169.25
"Currency","2010/11/05",1169.25
"Currency","2010/11/04",1169.28
"Currency","2010/11/03",1169.25
"Currency","2010/11/02",1168.75
"Currency","2010/11/01",1168.78
"Currency","2010/10/31",1161.55
"Currency","2010/10/29",1169.28
"Currency","2010/10/28",1169.25
"Currency","2010/10/27",1169.50
"Currency","2010/10/26",1169.40
"Currency","2010/10/25",1123.10
"Currency","2010/10/24",1165.20
"Currency","2010/10/22",1169.53
"Currency","2010/10/21",1169.50
"Currency","2010/10/20",1169.53
"Currency","2010/10/19",1169.53
"Currency","2010/10/18",1163.35
"Currency","2010/10/17",1177.70
"Currency","2010/10/15",1169.30
"Currency","2010/10/14",1169.30
"Currency","2010/10/13",1169.75
"Currency","2010/10/12",1169.28
"Currency","2010/10/11",1173.10
"Currency","2010/10/10",1165.65
"Currency","2010/10/08",1169.28
"Currency","2010/10/07",1169.25
"Currency","2010/10/06",1169.00
"Currency","2010/10/05",1169.25
"Currency","2010/10/04",1169.30
"Currency","2010/10/03",1163.05
"Currency","2010/10/01",1169.25
"Currency","2010/09/30",1168.65
"Currency","2010/09/29",1169.30
"Currency","2010/09/28",1169.25
"Currency","2010/09/27",1169.00
"Currency","2010/09/26",1162.40
"Currency","2010/09/24",1169.50
"Currency","2010/09/23",1171.05
"Currency","2010/09/22",1171.00
"Currency","2010/09/21",1171.03
"Currency","2010/09/20",1170.88
"Currency","2010/09/19",1174.50
"Currency","2010/09/17",1170.50
"Currency","2010/09/16",1170.00
"Currency","2010/09/15",1170.05
"Currency","2010/09/14",1170.03
"Currency","2010/09/13",1170.00
"Currency","2010/09/12",1174.05
"Currency","2010/09/10",1170.03
"Currency","2010/09/09",1169.55
"Currency","2010/09/08",1170.03
"Currency","2010/09/07",1170.00
