"Indicator","Time","Value (USD/IQD)"
"Currency","2010/09/06",1171.30
"Currency","2010/09/05",1167.10
"Currency","2010/09/03",1170.03
"Currency","2010/09/02",1170.00
"Currency","2010/09/01",1170.00
"Currency","2010/08/31",1171.05
"Currency","2010/08/30",1170.60
"Currency","2010/08/29",1166.20
"Currency","2010/08/27",1170.70
"Currency","2010/08/26",1171.35
"Currency","2010/08/25",1171.45
"Currency","2010/08/24",1171.05
"Currency","2010/08/23",1172.00
"Currency","2010/08/22",1169.00
"Currency","2010/08/20",1170.30
"Currency","2010/08/19",1168.90
"Currency","2010/08/18",1168.80
"Currency","2010/08/17",1169.20
"Currency","2010/08/16",1167.25
"Currency","2010/08/15",1172.15
"Currency","2010/08/13",1170.05
"Currency","2010/08/12",1170.00
"Currency","2010/08/11",1170.05
"Currency","2010/08/10",1170.00
"Currency","2010/08/09",1170.00
"Currency","2010/08/08",1160.05
"Currency","2010/08/06",1170.03
"Currency","2010/08/05",1169.00
"Currency","2010/08/04",1170.03
"Currency","2010/08/03",1170.05
"Currency","2010/08/02",1170.03
"Currency","2010/08/01",1164.70
"Currency","2010/07/30",1170.03
"Currency","2010/07/27",1167.75
"Currency","2010/07/26",1171.00
"Currency","2010/07/25",1177.85
"Currency","2010/07/23",1170.00
"Currency","2010/07/22",1170.03
"Currency","2010/07/21",1170.03
"Currency","2010/07/20",1170.00
"Currency","2010/07/19",1169.88
"Currency","2010/07/18",1151.00
"Currency","2010/07/16",1169.88
"Currency","2010/07/15",1169.50
"Currency","2010/07/14",1143.70
"Currency","2010/07/13",1170.00
"Currency","2010/07/12",1169.90
"Currency","2010/07/11",1146.60
"Currency","2010/07/09",1144.10
"Currency","2010/07/08",1170.05
"Currency","2010/07/07",1170.00
"Currency","2010/07/06",1170.05
"Currency","2010/07/05",1144.20
"Currency","2010/07/04",1138.00
"Currency","2010/07/02",1170.12
"Currency","2010/07/01",1170.05
"Currency","2010/06/30",1170.00
"Currency","2010/06/29",1169.88
"Currency","2010/06/28",1170.00
"Currency","2010/06/27",1139.10
"Currency","2010/06/25",1169.50
"Currency","2010/06/24",1170.00
"Currency","2010/06/23",1169.88
"Currency","2010/06/22",1169.78
"Currency","2010/06/21",1169.62
"Currency","2010/06/20",1142.00
"Currency","2010/06/18",1169.90
"Currency","2010/06/17",1169.88
"Currency","2010/06/16",1169.62
"Currency","2010/06/15",1169.62
"Currency","2010/06/14",1170.03
"Currency","2010/06/13",1144.10
"Currency","2010/06/11",1170.00
"Currency","2010/06/10",1143.20
"Currency","2010/06/09",1170.00
"Currency","2010/06/08",1170.00
"Currency","2010/06/07",1169.78
"Currency","2010/06/06",1159.60
"Currency","2010/06/04",1169.75
"Currency","2010/06/03",1169.75
"Currency","2010/06/02",1169.62
"Currency","2010/06/01",1169.75
"Currency","2010/05/31",1143.20
"Currency","2010/05/30",1156.60
"Currency","2010/05/28",1169.72
"Currency","2010/05/27",1169.50
"Currency","2010/05/26",1169.50
"Currency","2010/05/25",1170.00
"Currency","2010/05/24",1170.25
"Currency","2010/05/21",1170.25
"Currency","2010/05/20",1170.00
"Currency","2010/05/19",1130.80
"Currency","2010/05/18",1170.30
"Currency","2010/05/17",1137.00
"Currency","2010/05/16",1154.10
"Currency","2010/05/14",1170.25
"Currency","2010/05/13",1170.30
"Currency","2010/05/12",1170.38
"Currency","2010/05/11",1170.75
"Currency","2010/05/10",1145.70
"Currency","2010/05/09",1150.20
"Currency","2010/05/07",1170.05
"Currency","2010/05/06",1170.00
"Currency","2010/05/05",1169.65
"Currency","2010/05/04",1169.88
"Currency","2010/05/03",1169.50
"Currency","2010/05/02",1169.25
"Currency","2010/04/30",1170.00
"Currency","2010/04/29",1170.00
"Currency","2010/04/28",1170.00
"Currency","2010/04/27",1169.50
"Currency","2010/04/26",1168.00
"Currency","2010/04/25",1168.12
"Currency","2010/04/23",1168.12
"Currency","2010/04/22",1168.00
"Currency","2010/03/08",1167.00
"Currency","2010/03/07",1165.05
"Currency","2010/03/05",1167.55
"Currency","2010/03/04",1166.60
"Currency","2010/03/03",1166.15
"Currency","2010/03/02",1165.25
"Currency","2010/03/01",1171.55
"Currency","2010/02/28",1159.55
"Currency","2010/02/26",1164.95
"Currency","2010/02/25",1165.85
"Currency","2010/02/24",1165.75
"Currency","2010/02/23",1167.10
"Currency","2010/02/22",1167.05
"Currency","2010/02/21",1163.75
"Currency","2010/02/19",1166.35
"Currency","2010/02/18",1166.60
"Currency","2010/02/17",1167.35
"Currency","2010/02/16",1164.55
"Currency","2010/02/15",1164.80
"Currency","2010/02/14",1165.05
"Currency","2010/02/12",1165.05
"Currency","2010/02/11",1165.35
"Currency","2010/02/10",1164.80
"Currency","2010/02/09",1164.85
"Currency","2010/02/08",1164.95
"Currency","2010/02/07",1168.45
"Currency","2010/02/05",1165.85
"Currency","2010/02/04",1166.85
"Currency","2010/02/03",1167.30
"Currency","2010/02/02",1152.50
"Currency","2010/02/01",1153.30
"Currency","2010/01/31",1161.05
"Currency","2010/01/29",1153.35
"Currency","2010/01/28",1152.70
"Currency","2010/01/27",1152.60
"Currency","2010/01/26",1153.60
"Currency","2010/01/25",1154.60
"Currency","2010/01/24",1149.70
"Currency","2010/01/22",1152.95
"Currency","2010/01/21",1152.65
"Currency","2010/01/20",1153.65
"Currency","2010/01/19",1152.75
"Currency","2010/01/18",1153.40
"Currency","2010/01/17",1152.85
"Currency","2010/01/15",1153.35
"Currency","2010/01/14",1153.55
"Currency","2010/01/13",1153.15
"Currency","2010/01/12",1152.90
"Currency","2010/01/11",1152.95
"Currency","2010/01/10",1153.70
"Currency","2010/01/08",1153.70
"Currency","2010/01/07",1152.55
"Currency","2010/01/06",1152.80
"Currency","2010/01/05",1153.10
"Currency","2010/01/04",1151.10
"Currency","2010/01/03",1152.50
"Currency","2010/01/01",1152.50
"Currency","2009/12/31",1152.50
"Currency","2009/12/30",1152.40
"Currency","2009/12/29",1153.30
"Currency","2009/12/28",1153.00
"Currency","2009/12/27",1152.80
"Currency","2009/12/25",1152.80
"Currency","2009/12/24",1152.80
"Currency","2009/12/23",1152.95
"Currency","2009/12/22",1152.40
"Currency","2009/12/21",1152.90
"Currency","2009/12/20",1152.70
"Currency","2009/12/18",1152.70
"Currency","2009/12/17",1153.20
"Currency","2009/12/16",1152.80
"Currency","2009/12/15",1152.90
"Currency","2009/12/14",1152.90
"Currency","2009/12/13",1166.05
"Currency","2009/12/11",1165.10
"Currency","2009/12/10",1153.15
"Currency","2009/12/09",1153.00
"Currency","2009/12/08",1153.35
"Currency","2009/12/07",1152.80
"Currency","2009/12/06",1169.20
"Currency","2009/12/04",1152.70
"Currency","2009/12/03",1153.05
"Currency","2009/12/02",1156.20
"Currency","2009/12/01",1151.40
"Currency","2009/11/30",1153.65
"Currency","2009/11/29",1148.65
"Currency","2009/11/27",1153.15
"Currency","2009/11/26",1153.00
"Currency","2009/11/25",1152.30
"Currency","2009/11/24",1153.00
"Currency","2009/11/23",1152.65
"Currency","2009/11/22",1152.25
"Currency","2009/11/20",1153.60
"Currency","2009/11/19",1153.10
"Currency","2009/11/18",1153.25
"Currency","2009/11/17",1155.05
"Currency","2009/11/16",1152.95
"Currency","2009/11/15",1151.40
"Currency","2009/11/13",1151.40
"Currency","2009/11/12",1152.70
"Currency","2009/11/11",1152.85
"Currency","2009/11/10",1152.65
"Currency","2009/11/09",1152.90
"Currency","2009/11/08",1153.20
"Currency","2009/11/06",1153.20
"Currency","2009/11/05",1153.75
"Currency","2009/11/04",1143.45
"Currency","2009/11/03",1152.50
"Currency","2009/11/02",1153.20
"Currency","2009/11/01",1158.95
"Currency","2009/10/30",1152.75
"Currency","2009/10/29",1144.20
"Currency","2009/10/28",1157.60
"Currency","2009/10/27",1153.65
"Currency","2009/10/26",1152.65
"Currency","2009/10/25",1155.30
"Currency","2009/10/23",1155.30
"Currency","2009/10/22",1152.85
"Currency","2009/10/21",1153.35
"Currency","2009/10/20",1153.05
"Currency","2009/10/19",1152.90
"Currency","2009/10/18",1154.25
"Currency","2009/10/16",1154.00
"Currency","2009/10/15",1153.20
"Currency","2009/10/14",1152.80
"Currency","2009/10/13",1150.80
"Currency","2009/10/12",1153.10
"Currency","2009/10/11",1155.30
"Currency","2009/10/09",1151.90
"Currency","2009/10/08",1153.20
"Currency","2009/10/07",1153.45
"Currency","2009/10/06",1152.90
"Currency","2009/10/05",1153.30
"Currency","2009/10/04",1148.80
"Currency","2009/10/02",1153.15
"Currency","2009/10/01",1154.45
"Currency","2009/09/30",1153.25
"Currency","2009/09/29",1153.50
"Currency","2009/09/28",1153.60
"Currency","2009/09/27",1153.85
"Currency","2009/09/25",1153.45
"Currency","2009/09/24",1161.75
"Currency","2009/09/23",1152.90
"Currency","2009/09/22",1153.20
"Currency","2009/09/21",1151.25
"Currency","2009/09/20",1153.40
"Currency","2009/09/18",1152.90
"Currency","2009/09/17",1152.00
"Currency","2009/09/16",1152.85
"Currency","2009/09/15",1152.60
"Currency","2009/09/14",1152.90
"Currency","2009/09/13",1152.85
"Currency","2009/09/11",1152.85
"Currency","2009/09/10",1149.90
"Currency","2009/09/09",1153.60
"Currency","2009/09/08",1153.00
"Currency","2009/09/07",1153.10
"Currency","2009/09/06",1151.75
"Currency","2009/09/04",1152.40
"Currency","2009/09/03",1153.10
"Currency","2009/09/02",1153.30
"Currency","2009/09/01",1152.20
"Currency","2009/08/31",1131.90
"Currency","2009/08/30",1131.90
"Currency","2009/08/28",1136.10
"Currency","2009/08/27",1131.80
"Currency","2009/08/26",1132.00
"Currency","2009/08/25",1131.70
"Currency","2009/08/24",1133.10
"Currency","2009/08/23",1134.00
"Currency","2009/08/21",1132.30
"Currency","2009/08/20",1133.00
"Currency","2009/08/19",1121.70
"Currency","2009/08/18",1132.10
"Currency","2009/08/17",1131.90
"Currency","2009/08/16",1137.50
"Currency","2009/08/14",1130.80
"Currency","2009/08/13",1132.10
"Currency","2009/08/12",1131.80
"Currency","2009/08/11",1131.20
"Currency","2009/08/10",1132.20
"Currency","2009/08/09",1151.90
"Currency","2009/08/07",1137.60
"Currency","2009/08/06",1137.40
"Currency","2009/08/05",1135.70
"Currency","2009/08/04",1136.80
"Currency","2009/08/03",1136.60
"Currency","2009/07/31",1137.20
"Currency","2009/07/30",1136.80
"Currency","2009/07/29",1136.70
"Currency","2009/07/28",1136.70
"Currency","2009/07/27",1136.70
"Currency","2009/07/26",1139.30
"Currency","2009/07/24",1136.80
"Currency","2009/07/23",1136.70
"Currency","2009/07/22",1137.20
"Currency","2009/07/21",1136.80
"Currency","2009/07/20",1136.90
"Currency","2009/07/19",1134.10
"Currency","2009/07/17",1136.10
"Currency","2009/07/16",1133.80
"Currency","2009/07/15",1136.80
"Currency","2009/07/14",1135.70
"Currency","2009/07/13",1136.40
"Currency","2009/07/12",1134.30
"Currency","2009/07/10",1135.80
"Currency","2009/07/09",1136.40
"Currency","2009/07/08",1136.70
"Currency","2009/07/07",1136.80
"Currency","2009/07/06",1145.70
"Currency","2009/07/05",1146.60
"Currency","2009/07/03",1146.20
"Currency","2009/07/02",1145.90
"Currency","2009/07/01",1146.00
"Currency","2009/06/30",1146.00
"Currency","2009/06/29",1144.20
"Currency","2009/06/28",1148.80
"Currency","2009/06/26",1145.20
"Currency","2009/06/25",1145.70
"Currency","2009/06/24",1145.50
"Currency","2009/06/23",1145.60
"Currency","2009/06/22",1145.60
"Currency","2009/06/21",1140.50
"Currency","2009/06/19",1145.30
"Currency","2009/06/18",1148.20
"Currency","2009/06/17",1145.70
"Currency","2009/06/16",1145.10
"Currency","2009/06/15",1148.30
"Currency","2009/06/14",1146.00
"Currency","2009/06/12",1146.00
"Currency","2009/06/11",1147.00
"Currency","2009/06/10",1146.00
"Currency","2009/06/09",1145.60
"Currency","2009/06/08",1145.10
"Currency","2009/06/07",1161.70
"Currency","2009/06/05",1144.90
"Currency","2009/06/04",1148.20
"Currency","2009/06/03",1146.10
"Currency","2009/06/02",1146.90
"Currency","2009/06/01",1143.90
"Currency","2009/04/30",1170.00
"Currency","2009/03/31",1170.00
"Currency","2009/02/28",1170.00
"Currency","2009/01/31",1170.29
"Currency","2008/12/31",1172.06
"Currency","2008/11/30",1174.83
"Currency","2008/10/31",1177.60
"Currency","2008/09/30",1181.29
"Currency","2008/08/31",1186.62
"Currency","2008/07/31",1192.80
"Currency","2008/06/30",1196.52
"Currency","2008/05/31",1199.44
"Currency","2008/04/30",1203.39
"Currency","2008/03/31",1208.00
"Currency","2008/02/29",1210.11
"Currency","2008/01/31",1212.00
"Currency","2007/12/31",1217.00
"Currency","2007/11/30",1227.00
"Currency","2007/10/31",1232.00
"Currency","2007/09/30",1235.00
"Currency","2007/08/31",1240.00
"Currency","2007/07/31",1249.00
"Currency","2007/06/30",1256.00
"Currency","2007/05/31",1262.00
"Currency","2007/04/30",1271.00
"Currency","2007/03/31",1277.00
"Currency","2007/02/28",1286.00
"Currency","2007/01/31",1304.00
"Currency","2006/12/31",1391.00
"Currency","2006/11/30",1453.00
"Currency","2006/10/31",1471.00
"Currency","2006/09/30",1475.00
"Currency","2006/08/31",1477.00
"Currency","2006/07/31",1477.00
"Currency","2006/06/30",1477.00
"Currency","2006/05/31",1477.00
"Currency","2006/04/30",1478.00
"Currency","2006/03/31",1477.00
"Currency","2006/02/28",1477.00
"Currency","2006/01/31",1479.00
"Currency","2005/12/31",1474.00
"Currency","2005/11/30",1474.00
"Currency","2005/10/31",1471.00
"Currency","2005/09/30",1476.00
"Currency","2005/08/31",1477.00
"Currency","2005/07/31",1472.00
"Currency","2005/06/30",1465.00
"Currency","2005/05/31",1469.00
"Currency","2005/04/30",1465.00
"Currency","2005/03/31",1461.00
"Currency","2005/02/28",1460.00
"Currency","2005/01/31",1460.00
"Currency","2004/12/30",1460.00
"Currency","2004/12/29",1460.00
"Currency","2004/12/28",1460.00
"Currency","2004/12/27",1460.00
"Currency","2004/12/26",1460.00
"Currency","2004/12/25",1460.00
"Currency","2004/12/23",1460.00
"Currency","2004/12/22",1460.00
"Currency","2004/12/21",1460.00
"Currency","2004/12/20",1460.00
"Currency","2004/12/19",1460.00
"Currency","2004/12/18",1460.00
"Currency","2004/12/16",1460.00
"Currency","2004/12/15",1460.00
"Currency","2004/12/14",1460.00
"Currency","2004/12/13",1460.00
"Currency","2004/12/12",1460.00
"Currency","2004/12/11",1460.00
"Currency","2004/12/09",1460.00
"Currency","2004/12/08",1460.00
"Currency","2004/12/07",1460.00
"Currency","2004/12/06",1460.00
"Currency","2004/12/05",1460.00
"Currency","2004/12/04",1460.00
"Currency","2004/12/02",1460.00
"Currency","2004/12/01",1460.00
"Currency","2004/11/30",1460.00
"Currency","2004/11/29",1460.00
"Currency","2004/11/28",1460.00
"Currency","2004/11/27",1460.00
"Currency","2004/11/25",1460.00
"Currency","2004/11/24",1460.00
"Currency","2004/11/23",1460.00
"Currency","2004/11/22",1460.00
"Currency","2004/11/21",1460.00
"Currency","2004/11/20",1460.00
"Currency","2004/11/18",1460.00
"Currency","2004/11/17",1460.00
"Currency","2004/11/13",1460.00
"Currency","2004/11/11",1460.00
"Currency","2004/11/10",1460.00
"Currency","2004/11/09",1460.00
"Currency","2004/11/08",1460.00
"Currency","2004/11/07",1460.00
"Currency","2004/11/06",1460.00
"Currency","2004/11/04",1460.00
"Currency","2004/11/03",1460.00
"Currency","2004/11/02",1460.00
"Currency","2004/11/01",1460.00
"Currency","2004/10/31",1460.00
"Currency","2004/10/30",1460.00
"Currency","2004/10/29",1460.00
"Currency","2004/10/27",1460.00
"Currency","2004/10/26",1460.00
"Currency","2004/10/25",1460.00
"Currency","2004/10/24",1460.00
"Currency","2004/10/23",1460.00
"Currency","2004/10/22",1460.00
"Currency","2004/10/20",1460.00
"Currency","2004/10/19",1460.00
"Currency","2004/10/18",1460.00
"Currency","2004/10/17",1460.00
"Currency","2004/10/16",1460.00
"Currency","2004/10/15",1460.00
"Currency","2004/10/14",1460.00
"Currency","2004/10/13",1460.00
"Currency","2004/10/12",1460.00
"Currency","2004/10/11",1460.00
"Currency","2004/10/10",1460.00
"Currency","2004/10/09",1460.00
"Currency","2004/10/07",1460.00
"Currency","2004/10/06",1460.00
"Currency","2004/10/05",1460.00
"Currency","2004/10/04",1460.00
"Currency","2004/10/03",1460.00
"Currency","2004/10/02",1460.00
"Currency","2004/09/30",1460.00
"Currency","2004/09/29",1465.00
"Currency","2004/09/28",1465.00
"Currency","2004/09/27",1465.00
"Currency","2004/09/26",1460.00
"Currency","2004/09/25",1460.00
"Currency","2004/09/23",1460.00
"Currency","2004/09/22",1460.00
"Currency","2004/09/21",1460.00
"Currency","2004/09/20",1460.00
"Currency","2004/09/19",1460.00
"Currency","2004/09/18",1460.00
"Currency","2004/09/16",1460.00
"Currency","2004/09/15",1460.00
"Currency","2004/09/14",1460.00
"Currency","2004/09/13",1460.00
"Currency","2004/09/12",1460.00
"Currency","2004/09/11",1460.00
"Currency","2004/09/09",1460.00
"Currency","2004/09/08",1460.00
"Currency","2004/09/07",1460.00
"Currency","2004/09/06",1460.00
"Currency","2004/09/05",1460.00
"Currency","2004/09/04",1460.00
"Currency","2004/09/02",1460.00
"Currency","2004/09/01",1460.00
"Currency","2004/08/31",1460.00
"Currency","2004/08/30",1460.00
"Currency","2004/08/29",1460.00
"Currency","2004/08/28",1460.00
"Currency","2004/08/26",1460.00
"Currency","2004/08/25",1460.00
"Currency","2004/08/24",1460.00
"Currency","2004/08/23",1460.00
"Currency","2004/08/22",1460.00
"Currency","2004/08/21",1460.00
"Currency","2004/08/19",1460.00
"Currency","2004/08/18",1460.00
"Currency","2004/08/17",1460.00
"Currency","2004/08/16",1460.00
"Currency","2004/08/15",1460.00
"Currency","2004/08/14",1460.00
"Currency","2004/08/12",1460.00
"Currency","2004/08/11",1460.00
"Currency","2004/08/10",1460.00
"Currency","2004/08/09",1460.00
"Currency","2004/08/08",1460.00
"Currency","2004/08/07",1460.00
"Currency","2004/08/05",1460.00
"Currency","2004/08/04",1460.00
"Currency","2004/08/03",1460.00
"Currency","2004/08/02",1460.00
"Currency","2004/08/01",1460.00
"Currency","2004/07/31",1460.00
"Currency","2004/07/29",1460.00
"Currency","2004/07/28",1460.00
"Currency","2004/07/27",1460.00
"Currency","2004/07/26",1460.00
"Currency","2004/07/25",1460.00
"Currency","2004/07/24",1460.00
"Currency","2004/07/22",1460.00
"Currency","2004/07/21",1460.00
"Currency","2004/07/20",1460.00
"Currency","2004/07/19",1460.00
"Currency","2004/07/18",1460.00
"Currency","2004/07/17",1460.00
"Currency","2004/07/15",1460.00
"Currency","2004/07/13",1460.00
"Currency","2004/07/12",1460.00
"Currency","2004/07/11",1460.00
"Currency","2004/07/10",1460.00
"Currency","2004/07/08",1460.00
"Currency","2004/07/07",1460.00
"Currency","2004/07/06",1460.00
"Currency","2004/07/05",1460.00
"Currency","2004/07/04",1460.00
"Currency","2004/07/03",1460.00
"Currency","2004/06/29",1460.00
"Currency","2004/06/28",1460.00
"Currency","2004/06/27",1460.00
"Currency","2004/06/26",1460.00
"Currency","2004/06/24",1460.00
"Currency","2004/06/23",1460.00
"Currency","2004/06/22",1460.00
"Currency","2004/06/21",1460.00
"Currency","2004/06/20",1460.00
"Currency","2004/06/19",1460.00
"Currency","2004/06/17",1460.00
"Currency","2004/06/16",1455.00
"Currency","2004/06/15",1455.00
"Currency","2004/06/14",1455.00
"Currency","2004/06/13",1455.00
"Currency","2004/06/12",1455.00
"Currency","2004/06/10",1455.00
"Currency","2004/06/09",1455.00
"Currency","2004/06/08",1455.00
"Currency","2004/06/07",1455.00
"Currency","2004/06/06",1455.00
"Currency","2004/06/05",1460.00
"Currency","2004/06/03",1460.00
"Currency","2004/06/02",1460.00
"Currency","2004/06/01",1460.00
"Currency","2004/05/31",1460.00
"Currency","2004/05/30",1460.00
"Currency","2004/05/29",1460.00
"Currency","2004/05/27",1460.00
"Currency","2004/05/26",1460.00
"Currency","2004/05/25",1460.00
"Currency","2004/05/24",1465.00
"Currency","2004/05/23",1465.00
"Currency","2004/05/22",1465.00
"Currency","2004/05/20",1465.00
"Currency","2004/05/19",1465.00
"Currency","2004/05/18",1465.00
"Currency","2004/05/17",1465.00
"Currency","2004/05/16",1465.00
"Currency","2004/05/15",1460.00
"Currency","2004/05/13",1460.00
"Currency","2004/05/12",1465.00
"Currency","2004/05/11",1460.00
"Currency","2004/05/10",1460.00
"Currency","2004/05/09",1460.00
"Currency","2004/05/08",1460.00
"Currency","2004/05/06",1460.00
"Currency","2004/05/05",1460.00
"Currency","2004/05/04",1455.00
"Currency","2004/05/03",1450.00
"Currency","2004/04/28",1440.00
"Currency","2004/04/27",1440.00
"Currency","2004/04/26",1440.00
"Currency","2004/04/25",1440.00
"Currency","2004/04/24",1440.00
"Currency","2004/04/23",1440.00
"Currency","2004/04/21",1445.00
"Currency","2004/04/20",1450.00
"Currency","2004/04/19",1455.00
"Currency","2004/04/18",1460.00
"Currency","2004/04/17",1460.00
"Currency","2004/04/16",1460.00
"Currency","2004/04/14",1445.00
"Currency","2004/04/13",1445.00
"Currency","2004/04/12",1445.00
"Currency","2004/04/11",1440.00
"Currency","2004/04/07",1425.00
"Currency","2004/04/06",1425.00
"Currency","2004/04/05",1425.00
"Currency","2004/04/04",1425.00
"Currency","2004/04/03",1425.00
"Currency","2004/04/02",1425.00
"Currency","2004/04/01",1425.00
"Currency","2004/03/30",1425.00
"Currency","2004/03/29",1425.00
"Currency","2004/03/28",1425.00
"Currency","2004/03/27",1425.00
"Currency","2004/03/26",1425.00
"Currency","2004/03/24",1425.00
"Currency","2004/03/23",1425.00
"Currency","2004/03/22",1420.00
"Currency","2004/03/21",1415.00
"Currency","2004/03/19",1410.00
"Currency","2004/03/17",1410.00
"Currency","2004/03/16",1415.00
"Currency","2004/03/15",1410.00
"Currency","2004/03/14",1415.00
"Currency","2004/03/13",1415.00
"Currency","2004/03/12",1415.00
"Currency","2004/03/10",1415.00
"Currency","2004/03/09",1410.00
"Currency","2004/03/08",1400.00
"Currency","2004/03/07",1420.00
"Currency","2004/03/06",1425.00
"Currency","2004/03/05",1425.00
"Currency","2004/03/03",1425.00
"Currency","2004/03/01",1425.00
"Currency","2004/02/29",1425.00
"Currency","2004/02/28",1425.00
"Currency","2004/02/26",1425.00
"Currency","2004/02/25",1425.00
"Currency","2004/02/24",1425.00
"Currency","2004/02/23",1425.00
"Currency","2004/02/19",1415.00
"Currency","2004/02/18",1415.00
"Currency","2004/02/17",1400.00
"Currency","2004/02/16",1400.00
"Currency","2004/02/15",1400.00
"Currency","2004/02/14",1420.00
"Currency","2004/02/12",1450.00
"Currency","2004/02/11",1440.00
"Currency","2004/02/10",1430.00
"Currency","2004/02/09",1385.00
"Currency","2004/02/08",1370.00
"Currency","2004/02/07",1360.00
"Currency","2004/01/31",1360.00
"Currency","2004/01/29",1370.00
"Currency","2004/01/28",1370.00
"Currency","2004/01/27",1365.00
"Currency","2004/01/26",1365.00
"Currency","2004/01/25",1375.00
"Currency","2004/01/24",1400.00
"Currency","2004/01/22",1400.00
"Currency","2004/01/21",1400.00
"Currency","2004/01/20",1400.00
"Currency","2004/01/19",1430.00
"Currency","2004/01/18",1470.00
"Currency","2004/01/17",1450.00
"Currency","2004/01/14",1405.00
"Currency","2004/01/13",1515.00
"Currency","2004/01/12",1525.00
"Currency","2004/01/11",1520.00
"Currency","2004/01/10",1550.00
"Currency","2004/01/08",1615.00
"Currency","2004/01/07",1625.00
"Currency","2004/01/06",1640.00
"Currency","2004/01/05",1640.00
"Currency","2004/01/04",1640.00
"Currency","2004/01/03",1660.00
"Currency","2004/01/01",1680.00
"","",""
"Data Source: http://www.tradingeconomics.com","",""
"Downloaded from http://vam.wfp.org on 11 Jun 2018","",""
