"Indicator","Time","Value (USD/PHP)"
"Currency","2009/03/18",48.25
"Currency","2009/03/17",48.20
"Currency","2009/03/16",48.24
"Currency","2009/03/13",48.38
"Currency","2009/03/12",48.30
"Currency","2009/03/11",48.27
"Currency","2009/03/10",48.27
"Currency","2009/03/09",48.27
"Currency","2009/03/06",48.60
"Currency","2009/03/05",48.46
"Currency","2009/03/04",48.76
"Currency","2009/03/03",48.76
"Currency","2009/03/02",48.76
"Currency","2009/02/28",47.58
"Currency","2009/02/27",48.65
"Currency","2009/02/26",48.20
"Currency","2009/02/25",47.83
"Currency","2009/02/24",47.97
"Currency","2009/02/23",48.15
"Currency","2009/02/20",48.10
"Currency","2009/02/19",47.75
"Currency","2009/02/18",46.81
"Currency","2009/02/17",47.70
"Currency","2009/02/16",46.81
"Currency","2009/02/13",47.00
"Currency","2009/02/12",47.15
"Currency","2009/02/11",46.63
"Currency","2009/02/10",46.81
"Currency","2009/02/09",46.92
"Currency","2009/02/06",47.03
"Currency","2009/02/05",46.81
"Currency","2009/02/04",46.81
"Currency","2009/02/03",46.81
"Currency","2009/02/02",46.81
"Currency","2009/01/31",47.21
"Currency","2009/01/30",46.38
"Currency","2009/01/29",46.41
"Currency","2009/01/28",46.81
"Currency","2009/01/27",46.81
"Currency","2009/01/26",47.08
"Currency","2009/01/23",47.25
"Currency","2009/01/22",47.25
"Currency","2009/01/21",47.08
"Currency","2009/01/20",47.08
"Currency","2009/01/19",47.08
"Currency","2009/01/16",47.05
"Currency","2009/01/15",47.25
"Currency","2009/01/14",47.08
"Currency","2009/01/13",47.08
"Currency","2009/01/12",47.08
"Currency","2009/01/09",47.02
"Currency","2009/01/08",46.78
"Currency","2009/01/07",46.29
"Currency","2009/01/06",46.85
"Currency","2009/01/05",47.10
"Currency","2009/01/02",47.10
"Currency","2009/01/01",47.26
"Currency","2008/12/31",47.26
"Currency","2008/12/30",47.26
"Currency","2008/12/29",47.37
"Currency","2008/12/26",47.25
"Currency","2008/12/25",47.25
"Currency","2008/12/24",47.08
"Currency","2008/12/23",47.08
"Currency","2008/12/22",47.18
"Currency","2008/12/19",46.45
"Currency","2008/12/18",46.45
"Currency","2008/12/17",46.80
"Currency","2008/12/16",47.30
"Currency","2008/12/15",47.62
"Currency","2008/12/12",47.98
"Currency","2008/12/11",48.06
"Currency","2008/12/10",48.10
"Currency","2008/12/09",48.36
"Currency","2008/12/08",48.36
"Currency","2008/12/05",48.95
"Currency","2008/12/04",49.24
"Currency","2008/12/03",49.03
"Currency","2008/12/02",49.33
"Currency","2008/12/01",48.63
"Currency","2008/11/30",49.19
"Currency","2008/11/28",48.85
"Currency","2008/11/27",48.76
"Currency","2008/11/26",48.63
"Currency","2008/11/25",49.30
"Currency","2008/11/24",49.79
"Currency","2008/11/21",49.74
"Currency","2008/11/20",49.84
"Currency","2008/11/19",49.75
"Currency","2008/11/18",49.88
"Currency","2008/11/17",49.43
"Currency","2008/11/14",49.32
"Currency","2008/11/13",49.33
"Currency","2008/11/12",48.90
"Currency","2008/11/11",48.69
"Currency","2008/11/10",48.17
"Currency","2008/11/07",48.55
"Currency","2008/11/06",48.35
"Currency","2008/11/05",47.82
"Currency","2008/11/04",48.26
"Currency","2008/11/03",48.30
"Currency","2008/10/31",48.75
"Currency","2008/10/30",48.30
"Currency","2008/10/29",48.80
"Currency","2008/10/28",48.75
"Currency","2008/10/27",49.00
"Currency","2008/10/24",48.60
"Currency","2008/10/23",48.80
"Currency","2008/10/22",48.50
"Currency","2008/10/21",48.00
"Currency","2008/10/20",47.80
"Currency","2008/10/17",47.95
"Currency","2008/10/16",47.85
"Currency","2008/10/15",47.38
"Currency","2008/10/14",46.87
"Currency","2008/10/13",47.00
"Currency","2008/10/10",47.66
"Currency","2008/10/09",47.25
"Currency","2008/10/08",47.05
"Currency","2008/10/07",47.05
"Currency","2008/10/06",47.05
"Currency","2008/10/03",47.02
"Currency","2008/10/02",46.78
"Currency","2008/10/01",47.25
"Currency","2008/09/30",47.16
"Currency","2008/09/29",46.82
"Currency","2008/09/26",46.59
"Currency","2008/09/25",46.29
"Currency","2008/09/24",46.15
"Currency","2008/09/23",46.31
"Currency","2008/09/22",46.02
"Currency","2008/09/19",46.30
"Currency","2008/09/18",46.83
"Currency","2008/09/17",46.85
"Currency","2008/09/16",46.85
"Currency","2008/09/15",46.85
"Currency","2008/09/12",46.56
"Currency","2008/09/11",46.82
"Currency","2008/09/10",46.89
"Currency","2008/09/09",46.74
"Currency","2008/09/08",46.15
"Currency","2008/09/05",46.53
"Currency","2008/09/04",46.68
"Currency","2008/09/03",46.15
"Currency","2008/09/02",46.15
"Currency","2008/09/01",46.04
"Currency","2008/08/31",44.88
"Currency","2008/08/29",45.91
"Currency","2008/08/28",45.50
"Currency","2008/08/27",45.41
"Currency","2008/08/26",45.95
"Currency","2008/07/31",44.06
"Currency","2008/07/30",44.02
"Currency","2008/07/29",43.73
"Currency","2008/07/28",43.73
"Currency","2008/07/25",43.95
"Currency","2008/07/24",44.25
"Currency","2008/07/23",43.76
"Currency","2008/07/22",44.14
"Currency","2008/07/21",44.14
"Currency","2008/07/18",44.17
"Currency","2008/07/17",44.44
"Currency","2008/07/16",45.20
"Currency","2008/07/15",45.29
"Currency","2008/07/14",45.04
"Currency","2008/07/11",45.50
"Currency","2008/07/10",45.44
"Currency","2008/07/09",45.34
"Currency","2008/07/08",45.46
"Currency","2008/07/07",45.48
"Currency","2008/07/04",45.31
"Currency","2008/07/03",45.11
"Currency","2008/07/02",44.70
"Currency","2008/06/30",44.70
"Currency","2008/06/27",44.69
"Currency","2008/06/26",44.62
"Currency","2008/06/25",44.24
"Currency","2008/06/24",44.44
"Currency","2008/06/23",44.24
"Currency","2008/06/20",44.44
"Currency","2008/06/19",44.30
"Currency","2008/06/18",44.07
"Currency","2008/06/17",44.07
"Currency","2008/06/16",44.07
"Currency","2008/06/13",44.37
"Currency","2008/06/12",44.22
"Currency","2008/06/11",43.56
"Currency","2008/06/10",44.28
"Currency","2008/06/09",44.00
"Currency","2008/06/06",44.01
"Currency","2008/06/05",43.88
"Currency","2008/06/04",43.88
"Currency","2008/06/03",43.66
"Currency","2008/06/02",43.48
"Currency","2008/05/31",42.90
"Currency","2008/05/30",43.56
"Currency","2008/05/29",43.85
"Currency","2008/05/28",43.54
"Currency","2008/05/27",42.94
"Currency","2008/05/26",43.44
"Currency","2008/05/23",43.25
"Currency","2008/05/22",43.43
"Currency","2008/05/21",42.94
"Currency","2008/05/20",43.02
"Currency","2008/05/19",42.46
"Currency","2008/05/16",42.60
"Currency","2008/05/15",42.69
"Currency","2008/05/14",42.49
"Currency","2008/05/13",42.49
"Currency","2008/05/12",42.41
"Currency","2008/05/09",42.37
"Currency","2008/05/08",42.25
"Currency","2008/05/07",41.99
"Currency","2008/05/06",41.99
"Currency","2008/05/05",41.99
"Currency","2008/05/02",42.22
"Currency","2008/04/30",42.12
"Currency","2008/04/29",41.72
"Currency","2008/04/28",42.06
"Currency","2008/04/25",41.78
"Currency","2008/04/24",41.75
"Currency","2008/04/23",41.80
"Currency","2008/04/22",41.84
"Currency","2008/04/21",41.40
"Currency","2008/04/18",41.80
"Currency","2008/04/17",41.96
"Currency","2008/04/16",41.81
"Currency","2008/04/15",41.94
"Currency","2008/04/14",41.69
"Currency","2008/04/11",41.45
"Currency","2008/04/10",41.59
"Currency","2008/04/09",41.61
"Currency","2008/04/08",41.30
"Currency","2008/04/07",41.30
"Currency","2008/04/04",41.45
"Currency","2008/04/03",41.51
"Currency","2008/04/02",41.23
"Currency","2008/03/31",41.23
"Currency","2008/03/28",41.80
"Currency","2008/03/27",41.80
"Currency","2008/03/26",41.48
"Currency","2008/03/25",41.28
"Currency","2008/03/24",41.53
"Currency","2008/03/21",41.53
"Currency","2008/03/20",41.53
"Currency","2008/03/19",41.28
"Currency","2008/03/18",41.28
"Currency","2008/03/17",41.60
"Currency","2008/03/14",41.25
"Currency","2008/03/13",41.25
"Currency","2008/03/12",41.16
"Currency","2008/03/11",40.95
"Currency","2008/03/10",40.85
"Currency","2008/03/07",40.60
"Currency","2008/03/06",40.30
"Currency","2008/03/05",40.39
"Currency","2008/03/04",40.45
"Currency","2008/03/03",40.80
"Currency","2008/02/29",40.30
"Currency","2008/02/28",40.25
"Currency","2008/02/27",40.13
"Currency","2008/02/26",40.25
"Currency","2008/02/25",40.39
"Currency","2008/02/22",40.48
"Currency","2008/02/21",40.23
"Currency","2008/02/20",40.65
"Currency","2008/02/19",40.50
"Currency","2008/02/18",40.54
"Currency","2008/02/15",40.55
"Currency","2008/02/14",40.70
"Currency","2008/02/13",40.80
"Currency","2008/02/12",40.39
"Currency","2008/02/11",40.72
"Currency","2008/02/08",40.48
"Currency","2008/02/07",40.40
"Currency","2008/02/06",40.55
"Currency","2008/02/05",40.27
"Currency","2008/02/04",40.23
"Currency","2008/02/01",40.25
"Currency","2008/01/31",40.30
"Currency","2008/01/30",40.23
"Currency","2008/01/29",40.35
"Currency","2008/01/28",40.73
"Currency","2008/01/25",40.65
"Currency","2008/01/24",40.93
"Currency","2008/01/23",40.64
"Currency","2008/01/22",41.02
"Currency","2008/01/21",40.93
"Currency","2008/01/18",40.60
"Currency","2008/01/17",40.65
"Currency","2008/01/16",40.35
"Currency","2008/01/15",40.31
"Currency","2008/01/14",40.31
"Currency","2008/01/11",40.45
"Currency","2008/01/10",40.58
"Currency","2008/01/09",40.40
"Currency","2008/01/08",40.53
"Currency","2008/01/07",40.80
"Currency","2008/01/04",40.75
"Currency","2008/01/03",40.88
"Currency","2008/01/02",41.06
"Currency","2008/01/01",41.15
"Currency","2007/12/31",41.15
"Currency","2007/12/28",41.15
"Currency","2007/12/27",41.38
"Currency","2007/12/26",41.08
"Currency","2007/12/25",41.29
"Currency","2007/12/24",41.29
"Currency","2007/12/21",41.29
"Currency","2007/12/20",41.53
"Currency","2007/12/19",41.51
"Currency","2007/12/17",41.33
"Currency","2007/12/14",40.85
"Currency","2007/12/13",40.91
"Currency","2007/12/12",41.02
"Currency","2007/12/11",41.30
"Currency","2007/12/10",41.42
"Currency","2007/12/07",41.50
"Currency","2007/12/06",41.94
"Currency","2007/12/05",41.94
"Currency","2007/12/04",41.94
"Currency","2007/12/03",42.25
"Currency","2007/11/30",42.25
"Currency","2007/11/29",42.65
"Currency","2007/11/28",42.60
"Currency","2007/11/27",42.67
"Currency","2007/11/23",42.75
"Currency","2007/11/22",43.20
"Currency","2007/11/21",43.03
"Currency","2007/11/20",42.95
"Currency","2007/11/19",43.20
"Currency","2007/11/16",43.39
"Currency","2007/11/15",43.12
"Currency","2007/11/14",42.59
"Currency","2007/11/13",42.59
"Currency","2007/11/12",42.59
"Currency","2007/11/09",42.60
"Currency","2007/11/08",43.20
"Currency","2007/11/07",43.05
"Currency","2007/11/06",43.60
"Currency","2007/11/05",43.60
"Currency","2007/11/02",43.38
"Currency","2007/11/01",43.20
"Currency","2007/10/31",43.45
"Currency","2007/10/30",43.70
"Currency","2007/10/29",43.68
"Currency","2007/10/26",43.97
"Currency","2007/10/25",43.82
"Currency","2007/10/24",43.98
"Currency","2007/10/23",43.90
"Currency","2007/10/22",44.02
"Currency","2007/10/19",44.05
"Currency","2007/10/18",43.85
"Currency","2007/10/17",43.88
"Currency","2007/10/16",44.15
"Currency","2007/10/15",43.80
"Currency","2007/10/12",43.55
"Currency","2007/10/11",43.73
"Currency","2007/10/10",43.93
"Currency","2007/10/09",44.00
"Currency","2007/10/08",44.05
"Currency","2007/10/05",44.45
"Currency","2007/10/04",44.89
"Currency","2007/10/03",44.62
"Currency","2007/10/02",44.62
"Currency","2007/10/01",44.68
"Currency","2007/09/30",46.13
"Currency","2007/09/28",45.10
"Currency","2007/09/27",44.91
"Currency","2007/09/26",44.91
"Currency","2007/09/25",44.91
"Currency","2007/09/24",45.03
"Currency","2007/09/21",45.11
"Currency","2007/09/20",45.10
"Currency","2007/09/19",45.50
"Currency","2007/09/18",46.05
"Currency","2007/09/17",46.05
"Currency","2007/09/14",46.25
"Currency","2007/09/13",46.44
"Currency","2007/09/12",46.44
"Currency","2007/09/11",46.90
"Currency","2007/09/07",46.40
"Currency","2007/09/06",46.44
"Currency","2007/09/05",46.44
"Currency","2007/09/04",46.44
"Currency","2007/09/03",46.44
"Currency","2007/08/31",46.38
"Currency","2007/08/30",46.70
"Currency","2007/08/29",46.63
"Currency","2007/08/28",46.63
"Currency","2007/08/27",46.55
"Currency","2007/08/24",46.58
"Currency","2007/08/23",46.54
"Currency","2007/08/22",46.40
"Currency","2007/08/21",46.77
"Currency","2007/08/20",46.65
"Currency","2007/08/17",46.76
"Currency","2007/08/16",46.23
"Currency","2007/08/15",46.10
"Currency","2007/08/14",45.70
"Currency","2007/08/13",45.70
"Currency","2007/08/10",45.55
"Currency","2007/08/09",45.15
"Currency","2007/08/08",45.13
"Currency","2007/08/07",45.13
"Currency","2007/08/06",45.30
"Currency","2007/08/03",45.25
"Currency","2007/08/02",45.24
"Currency","2007/08/01",45.73
"Currency","2007/07/31",45.24
"Currency","2007/07/30",45.24
"Currency","2007/07/27",45.50
"Currency","2007/07/26",45.21
"Currency","2007/07/25",44.62
"Currency","2007/07/24",44.80
"Currency","2007/07/23",44.62
"Currency","2007/07/20",44.50
"Currency","2007/07/19",44.75
"Currency","2007/07/18",45.14
"Currency","2007/07/17",44.98
"Currency","2007/07/16",45.39
"Currency","2007/07/13",45.66
"Currency","2007/07/12",45.85
"Currency","2007/07/11",45.85
"Currency","2007/07/10",45.88
"Currency","2007/07/09",45.87
"Currency","2007/07/06",45.91
"Currency","2007/07/05",45.65
"Currency","2007/07/04",45.95
"Currency","2007/07/03",45.71
"Currency","2007/07/02",45.76
"Currency","2007/06/30",46.16
"Currency","2007/06/29",46.18
"Currency","2007/06/28",46.27
"Currency","2007/06/27",46.45
"Currency","2007/06/26",46.20
"Currency","2007/06/25",45.65
"Currency","2007/06/22",46.05
"Currency","2007/06/21",45.95
"Currency","2007/06/20",45.78
"Currency","2007/06/19",45.87
"Currency","2007/06/18",45.65
"Currency","2007/06/15",46.04
"Currency","2007/06/14",46.42
"Currency","2007/06/13",46.55
"Currency","2007/06/12",46.10
"Currency","2007/06/11",46.45
"Currency","2007/06/08",46.55
"Currency","2007/06/07",45.86
"Currency","2007/06/06",45.82
"Currency","2007/06/05",45.73
"Currency","2007/06/04",45.37
"Currency","2007/06/01",46.05
"Currency","2007/05/31",45.78
"Currency","2007/05/30",45.78
"Currency","2007/05/29",46.00
"Currency","2007/05/28",45.78
"Currency","2007/05/25",45.97
"Currency","2007/05/24",45.78
"Currency","2007/05/23",45.77
"Currency","2007/05/22",45.66
"Currency","2007/05/21",46.12
"Currency","2007/05/18",46.46
"Currency","2007/05/17",46.64
"Currency","2007/05/16",46.64
"Currency","2007/05/15",46.98
"Currency","2007/05/14",46.98
"Currency","2007/05/11",47.07
"Currency","2007/05/10",47.00
"Currency","2007/05/09",47.00
"Currency","2007/05/08",47.07
"Currency","2007/05/07",47.18
"Currency","2007/05/04",47.37
"Currency","2007/05/03",47.45
"Currency","2007/05/02",47.33
"Currency","2007/05/01",47.32
"Currency","2007/04/30",47.27
"Currency","2007/04/27",47.30
"Currency","2007/04/26",47.19
"Currency","2007/04/25",47.33
"Currency","2007/04/24",47.43
"Currency","2007/04/23",47.30
"Currency","2007/04/20",47.41
"Currency","2007/04/19",47.30
"Currency","2007/04/18",47.43
"Currency","2007/04/17",47.42
"Currency","2007/04/16",47.65
"Currency","2007/04/13",47.80
"Currency","2007/04/12",47.70
"Currency","2007/04/11",47.75
"Currency","2007/04/10",47.68
"Currency","2007/04/09",47.93
"Currency","2007/04/06",47.93
"Currency","2007/04/05",47.93
"Currency","2007/04/04",47.85
"Currency","2007/04/03",48.00
"Currency","2007/04/02",48.02
"Currency","2007/03/31",48.52
"Currency","2007/03/30",48.03
"Currency","2007/03/29",47.93
"Currency","2007/03/28",47.97
"Currency","2007/03/27",47.93
"Currency","2007/03/26",47.97
"Currency","2007/03/23",47.93
"Currency","2007/03/22",47.88
"Currency","2007/03/21",48.15
"Currency","2007/03/20",48.33
"Currency","2007/03/19",48.20
"Currency","2007/03/16",48.49
"Currency","2007/03/15",48.20
"Currency","2007/03/14",48.20
"Currency","2007/03/13",48.18
"Currency","2007/03/12",48.15
"Currency","2007/03/09",48.41
"Currency","2007/03/08",48.33
"Currency","2007/03/07",48.57
"Currency","2007/03/06",48.53
"Currency","2007/03/05",48.75
"Currency","2007/03/02",48.31
"Currency","2007/03/01",48.47
"Currency","2007/02/28",48.06
"Currency","2007/02/27",48.06
"Currency","2007/02/26",47.95
"Currency","2007/02/23",47.92
"Currency","2007/02/22",48.19
"Currency","2007/02/21",47.95
"Currency","2007/02/20",47.83
"Currency","2007/02/19",47.83
"Currency","2007/02/16",47.84
"Currency","2007/02/15",48.19
"Currency","2007/02/14",48.27
"Currency","2007/02/13",48.23
"Currency","2007/02/12",48.13
"Currency","2007/02/09",48.20
"Currency","2007/02/08",48.30
"Currency","2007/02/07",48.25
"Currency","2007/02/06",48.45
"Currency","2007/02/05",48.59
"Currency","2007/02/02",48.60
"Currency","2007/02/01",48.59
"Currency","2007/01/31",48.74
"Currency","2007/01/30",48.87
"Currency","2007/01/29",48.92
"Currency","2007/01/26",48.95
"Currency","2007/01/25",48.60
"Currency","2007/01/24",48.60
"Currency","2007/01/23",48.60
"Currency","2007/01/22",48.60
"Currency","2007/01/19",48.76
"Currency","2007/01/18",48.60
"Currency","2007/01/17",48.60
"Currency","2007/01/16",48.60
"Currency","2007/01/15",48.80
"Currency","2007/01/12",48.88
"Currency","2007/01/11",48.80
"Currency","2007/01/10",48.44
"Currency","2007/01/09",48.44
"Currency","2007/01/08",48.70
"Currency","2007/01/05",48.73
"Currency","2007/01/04",48.62
"Currency","2007/01/03",48.45
"Currency","2007/01/02",48.80
"Currency","2007/01/01",48.95
"Currency","2006/12/31",49.47
"Currency","2006/12/29",48.92
"Currency","2006/12/28",48.84
"Currency","2006/12/27",48.93
"Currency","2006/12/26",49.30
"Currency","2006/12/25",49.30
"Currency","2006/12/22",49.30
"Currency","2006/12/21",49.14
"Currency","2006/12/20",49.14
"Currency","2006/12/19",49.11
"Currency","2006/12/18",49.11
"Currency","2006/12/15",49.24
"Currency","2006/12/14",49.18
"Currency","2006/12/13",49.18
"Currency","2006/12/12",49.35
"Currency","2006/12/11",49.35
"Currency","2006/12/08",49.53
"Currency","2006/12/07",49.35
"Currency","2006/12/06",49.41
"Currency","2006/12/05",49.48
"Currency","2006/12/04",49.68
"Currency","2006/12/01",49.56
"Currency","2006/11/30",49.51
"Currency","2006/11/29",49.65
"Currency","2006/11/28",49.65
"Currency","2006/11/27",49.65
"Currency","2006/11/24",49.61
"Currency","2006/11/23",49.65
"Currency","2006/11/22",49.65
"Currency","2006/11/21",49.65
"Currency","2006/11/20",49.75
"Currency","2006/11/17",49.89
"Currency","2006/11/16",50.03
"Currency","2006/11/15",49.95
"Currency","2006/11/14",49.64
"Currency","2006/11/13",49.65
"Currency","2006/11/10",49.80
"Currency","2006/11/09",49.85
"Currency","2006/11/08",49.78
"Currency","2006/11/07",49.72
"Currency","2006/11/06",49.77
"Currency","2006/11/03",49.61
"Currency","2006/11/02",49.61
"Currency","2006/11/01",49.71
"Currency","2006/10/31",49.74
"Currency","2006/10/30",49.70
"Currency","2006/10/27",49.73
"Currency","2006/10/26",49.77
"Currency","2006/10/25",49.81
"Currency","2006/10/24",49.96
"Currency","2006/10/23",49.96
"Currency","2006/10/20",49.98
"Currency","2006/10/19",49.91
"Currency","2006/10/18",49.84
"Currency","2006/10/17",49.84
"Currency","2006/10/16",49.93
"Currency","2006/10/13",49.88
"Currency","2006/10/12",49.74
"Currency","2006/10/11",49.91
"Currency","2006/10/10",49.95
"Currency","2006/10/09",50.05
"Currency","2006/10/06",49.90
"Currency","2006/10/05",49.85
"Currency","2006/10/04",49.90
"Currency","2006/10/03",49.88
"Currency","2006/10/02",49.88
"Currency","2006/09/30",50.40
"Currency","2006/09/29",50.16
"Currency","2006/09/28",50.15
"Currency","2006/09/27",50.09
"Currency","2006/09/26",50.21
"Currency","2006/09/25",50.25
"Currency","2006/09/22",50.21
"Currency","2006/09/21",49.95
"Currency","2006/09/20",50.05
"Currency","2006/09/19",49.99
"Currency","2006/09/18",50.05
"Currency","2006/09/15",50.13
"Currency","2006/09/14",50.23
"Currency","2006/09/13",50.21
"Currency","2006/09/12",50.33
"Currency","2006/09/11",50.41
"Currency","2006/09/08",50.40
"Currency","2006/09/07",50.19
"Currency","2006/09/06",50.20
"Currency","2006/09/05",50.31
"Currency","2006/09/04",50.29
"Currency","2006/09/01",50.61
"Currency","2006/08/31",50.80
"Currency","2006/08/30",50.85
"Currency","2006/08/29",51.05
"Currency","2006/08/28",51.10
"Currency","2006/08/25",51.50
"Currency","2006/08/24",51.29
"Currency","2006/08/23",51.25
"Currency","2006/08/22",51.20
"Currency","2006/08/21",51.05
"Currency","2006/08/18",51.02
"Currency","2006/08/17",51.06
"Currency","2006/08/16",51.06
"Currency","2006/08/15",51.06
"Currency","2006/08/14",51.06
"Currency","2006/08/11",51.10
"Currency","2006/08/10",51.13
"Currency","2006/08/09",51.13
"Currency","2006/08/08",51.13
"Currency","2006/08/07",51.13
"Currency","2006/08/04",51.55
"Currency","2006/08/03",51.30
"Currency","2006/08/02",51.52
"Currency","2006/08/01",51.37
"Currency","2006/07/31",51.15
"Currency","2006/07/28",51.41
"Currency","2006/07/27",51.38
"Currency","2006/07/26",51.90
"Currency","2006/07/25",51.90
"Currency","2006/07/24",52.06
"Currency","2006/07/21",52.00
"Currency","2006/07/20",52.34
"Currency","2006/07/19",52.64
"Currency","2006/07/18",52.34
"Currency","2006/07/17",52.34
"Currency","2006/07/14",52.28
"Currency","2006/07/13",52.34
"Currency","2006/07/12",52.11
"Currency","2006/07/11",52.09
"Currency","2006/07/10",52.05
"Currency","2006/07/07",52.23
"Currency","2006/07/06",52.58
"Currency","2006/07/05",52.73
"Currency","2006/07/04",52.56
"Currency","2006/07/03",52.98
"Currency","2006/06/30",52.93
"Currency","2006/06/29",52.87
"Currency","2006/06/28",53.41
"Currency","2006/06/27",52.87
"Currency","2006/06/26",52.87
"Currency","2006/06/23",53.15
"Currency","2006/06/22",52.87
"Currency","2006/06/21",52.87
"Currency","2006/06/20",52.87
"Currency","2006/06/19",52.87
"Currency","2006/06/16",53.05
"Currency","2006/06/15",52.87
"Currency","2006/06/14",52.87
"Currency","2006/06/13",52.87
"Currency","2006/06/12",52.87
"Currency","2006/06/09",53.10
"Currency","2006/06/08",52.65
"Currency","2006/06/07",52.65
"Currency","2006/06/06",52.67
"Currency","2006/06/05",52.67
"Currency","2006/06/02",52.70
"Currency","2006/06/01",52.67
"Currency","2006/05/31",52.67
"Currency","2006/05/30",52.40
"Currency","2006/05/29",52.67
"Currency","2006/05/26",52.67
"Currency","2006/05/25",52.67
"Currency","2006/05/24",52.67
"Currency","2006/05/23",52.58
"Currency","2006/05/22",52.58
"Currency","2006/05/19",52.55
"Currency","2006/05/18",51.86
"Currency","2006/05/17",51.86
"Currency","2006/05/16",51.86
"Currency","2006/05/15",51.86
"Currency","2006/05/12",51.30
"Currency","2006/05/11",51.37
"Currency","2006/05/10",51.39
"Currency","2006/05/09",51.13
"Currency","2006/05/08",51.19
"Currency","2006/05/05",51.45
"Currency","2006/05/04",51.26
"Currency","2006/05/03",51.40
"Currency","2006/05/02",51.40
"Currency","2006/05/01",51.40
"Currency","2006/04/30",51.36
"Currency","2006/04/28",51.62
"Currency","2006/04/27",51.04
"Currency","2006/04/26",51.04
"Currency","2006/04/25",51.57
"Currency","2006/04/24",51.04
"Currency","2006/04/21",51.55
"Currency","2006/04/20",51.04
"Currency","2006/04/19",51.04
"Currency","2006/04/18",51.04
"Currency","2006/04/17",51.04
"Currency","2006/04/14",51.06
"Currency","2006/04/13",50.94
"Currency","2006/04/12",50.94
"Currency","2006/04/11",50.94
"Currency","2006/04/10",50.85
"Currency","2006/04/07",50.95
"Currency","2006/04/06",50.80
"Currency","2006/04/05",50.74
"Currency","2006/04/04",50.74
"Currency","2006/04/03",50.84
"Currency","2006/03/31",50.98
"Currency","2006/03/30",50.90
"Currency","2006/03/29",50.90
"Currency","2006/03/28",50.90
"Currency","2006/03/27",50.91
"Currency","2006/03/24",51.03
"Currency","2006/03/23",50.89
"Currency","2006/03/22",51.05
"Currency","2006/03/21",50.81
"Currency","2006/03/20",50.83
"Currency","2006/03/17",50.93
"Currency","2006/03/16",51.05
"Currency","2006/03/15",50.99
"Currency","2006/03/14",51.05
"Currency","2006/03/13",51.19
"Currency","2006/03/10",51.20
"Currency","2006/03/09",51.25
"Currency","2006/03/08",51.15
"Currency","2006/03/07",51.63
"Currency","2006/03/06",51.04
"Currency","2006/03/03",51.12
"Currency","2006/03/02",51.22
"Currency","2006/03/01",51.28
"Currency","2006/02/28",51.63
"Currency","2006/02/27",51.75
"Currency","2006/02/24",52.00
"Currency","2006/02/23",51.63
"Currency","2006/02/22",51.81
"Currency","2006/02/21",51.80
"Currency","2006/02/20",51.46
"Currency","2006/02/17",51.72
"Currency","2006/02/16",51.63
"Currency","2006/02/15",51.48
"Currency","2006/02/14",51.37
"Currency","2006/02/13",51.59
"Currency","2006/02/10",51.43
"Currency","2006/02/09",51.37
"Currency","2006/02/08",51.37
"Currency","2006/02/07",51.37
"Currency","2006/02/06",51.37
"Currency","2006/02/03",51.75
"Currency","2006/02/02",52.14
"Currency","2006/02/01",52.14
"Currency","2006/01/31",52.01
"Currency","2006/01/30",52.19
"Currency","2006/01/27",52.33
"Currency","2006/01/26",52.39
"Currency","2006/01/25",52.35
"Currency","2006/01/24",52.50
"Currency","2006/01/23",52.80
"Currency","2006/01/20",52.75
"Currency","2006/01/19",52.73
"Currency","2006/01/18",52.77
"Currency","2006/01/17",52.30
"Currency","2006/01/16",52.25
"Currency","2006/01/13",52.15
"Currency","2006/01/12",52.05
"Currency","2006/01/11",52.31
"Currency","2006/01/10",52.31
"Currency","2006/01/09",52.31
"Currency","2006/01/06",52.38
"Currency","2006/01/05",52.31
"Currency","2006/01/04",52.30
"Currency","2006/01/03",52.39
"Currency","2006/01/02",52.94
"Currency","2005/12/31",53.61
"Currency","2005/12/30",52.98
"Currency","2005/12/29",52.94
"Currency","2005/12/28",53.05
"Currency","2005/12/27",53.17
"Currency","2005/12/26",53.02
"Currency","2005/12/23",53.38
"Currency","2005/12/22",52.94
"Currency","2005/12/21",53.35
"Currency","2005/12/20",53.29
"Currency","2005/12/19",53.19
"Currency","2005/12/16",53.35
"Currency","2005/12/15",53.07
"Currency","2005/12/14",53.45
"Currency","2005/12/13",53.43
"Currency","2005/12/12",53.45
"Currency","2005/12/09",53.33
"Currency","2005/12/08",53.48
"Currency","2005/12/07",53.73
"Currency","2005/12/06",53.72
"Currency","2005/12/05",53.86
"Currency","2005/12/02",53.98
"Currency","2005/12/01",54.16
"Currency","2005/11/30",53.86
"Currency","2005/11/29",53.87
"Currency","2005/11/28",54.07
"Currency","2005/11/25",54.11
"Currency","2005/11/24",54.02
"Currency","2005/11/23",54.02
"Currency","2005/11/22",54.31
"Currency","2005/11/21",54.75
"Currency","2005/11/18",54.46
"Currency","2005/11/17",54.35
"Currency","2005/11/16",54.42
"Currency","2005/11/15",54.28
"Currency","2005/11/14",54.56
"Currency","2005/11/11",54.29
"Currency","2005/11/10",54.57
"Currency","2005/11/09",54.48
"Currency","2005/11/08",54.60
"Currency","2005/11/07",54.65
"Currency","2005/11/04",54.65
"Currency","2005/11/03",54.33
"Currency","2005/11/02",54.53
"Currency","2005/11/01",54.65
"Currency","2005/10/31",54.73
"Currency","2005/10/28",54.92
