"Indicator","Time","Value (USD/RWF)"
"Currency","2008/09/12",549.29
"Currency","2008/09/11",549.29
"Currency","2008/09/10",549.29
"Currency","2008/09/09",549.29
"Currency","2008/09/08",549.29
"Currency","2008/09/05",549.43
"Currency","2008/09/04",549.43
"Currency","2008/09/03",549.43
"Currency","2008/09/02",549.43
"Currency","2008/09/01",549.43
"Currency","2008/08/29",548.80
"Currency","2008/08/28",548.80
"Currency","2008/08/27",548.80
"Currency","2008/08/26",548.80
"Currency","2008/08/25",548.80
"Currency","2008/08/22",548.22
"Currency","2008/08/21",548.22
"Currency","2008/08/20",548.22
"Currency","2008/08/19",548.22
"Currency","2008/08/18",548.22
"Currency","2008/08/15",546.75
"Currency","2008/08/14",546.75
"Currency","2008/08/13",546.75
"Currency","2008/08/12",546.44
"Currency","2008/08/11",546.44
"Currency","2008/08/08",546.44
"Currency","2008/08/07",546.44
"Currency","2008/08/06",546.44
"Currency","2008/08/05",546.44
"Currency","2008/08/04",546.44
"Currency","2008/08/01",545.67
"Currency","2008/07/31",545.67
"Currency","2008/07/30",545.67
"Currency","2008/07/29",545.67
"Currency","2008/07/28",545.67
"Currency","2008/07/25",545.59
"Currency","2008/07/24",545.59
"Currency","2008/07/23",545.59
"Currency","2008/07/22",545.59
"Currency","2008/07/21",545.59
"Currency","2008/07/18",543.67
"Currency","2008/07/17",543.67
"Currency","2008/07/16",543.67
"Currency","2008/07/15",543.67
"Currency","2008/07/14",543.12
"Currency","2008/07/11",543.12
"Currency","2008/07/10",543.12
"Currency","2008/07/09",543.12
"Currency","2008/07/08",543.12
"Currency","2008/07/07",543.60
"Currency","2008/07/04",543.60
"Currency","2008/07/03",543.60
"Currency","2008/07/02",543.60
"Currency","2008/07/01",543.60
"Currency","2008/06/30",543.60
"Currency","2008/06/27",543.35
"Currency","2008/06/26",543.35
"Currency","2008/06/25",543.35
"Currency","2008/06/24",543.35
"Currency","2008/06/23",541.72
"Currency","2008/06/20",543.10
"Currency","2008/06/19",543.10
"Currency","2008/06/18",543.10
"Currency","2008/06/17",543.10
"Currency","2008/06/16",543.10
"Currency","2008/06/13",542.85
"Currency","2008/06/12",542.85
"Currency","2008/06/11",542.85
"Currency","2008/06/10",542.85
"Currency","2008/06/09",542.85
"Currency","2008/06/06",542.85
"Currency","2008/06/05",542.85
"Currency","2008/06/04",542.85
"Currency","2008/06/03",542.85
"Currency","2008/06/02",542.85
"Currency","2008/05/30",542.85
"Currency","2008/05/29",542.85
"Currency","2008/05/28",542.85
"Currency","2008/05/27",542.85
"Currency","2008/05/26",542.85
"Currency","2008/05/23",542.85
"Currency","2008/05/22",542.85
"Currency","2008/05/21",542.85
"Currency","2008/05/20",542.85
"Currency","2008/05/19",542.85
"Currency","2008/05/16",543.10
"Currency","2008/05/15",543.10
"Currency","2008/05/14",543.10
"Currency","2008/05/13",543.23
"Currency","2008/05/12",543.35
"Currency","2008/05/09",543.35
"Currency","2008/05/08",543.35
"Currency","2008/05/07",543.47
"Currency","2008/05/06",543.47
"Currency","2008/05/05",543.47
"Currency","2008/05/02",543.60
"Currency","2008/05/01",543.60
"Currency","2008/04/30",543.60
"Currency","2008/04/29",543.60
"Currency","2008/04/28",543.72
"Currency","2008/04/25",543.85
"Currency","2008/04/24",543.85
"Currency","2008/04/23",543.85
"Currency","2008/04/22",543.85
"Currency","2008/04/21",543.85
"Currency","2008/04/18",543.97
"Currency","2008/04/17",543.97
"Currency","2008/04/16",543.97
"Currency","2008/04/15",543.97
"Currency","2008/04/14",543.97
"Currency","2008/04/11",543.97
"Currency","2008/04/10",543.97
"Currency","2008/04/09",543.97
"Currency","2008/04/08",543.97
"Currency","2008/04/07",544.10
"Currency","2008/04/04",544.10
"Currency","2008/04/03",544.10
"Currency","2008/04/02",544.10
"Currency","2008/04/01",544.10
"Currency","2008/03/31",544.10
"Currency","2008/03/28",544.10
"Currency","2008/03/27",544.10
"Currency","2008/03/26",544.10
"Currency","2008/03/25",544.10
"Currency","2008/03/24",544.22
"Currency","2008/03/21",544.22
"Currency","2008/03/20",544.22
"Currency","2008/03/19",544.22
"Currency","2008/03/18",544.22
"Currency","2008/03/17",544.22
"Currency","2008/03/14",544.35
"Currency","2008/03/13",544.35
"Currency","2008/03/12",544.35
"Currency","2008/03/11",544.35
"Currency","2008/03/10",544.35
"Currency","2008/03/07",544.35
"Currency","2008/03/06",544.35
"Currency","2008/03/05",544.35
"Currency","2008/03/04",544.35
"Currency","2008/03/03",544.35
"Currency","2008/02/29",544.22
"Currency","2008/02/28",544.22
"Currency","2008/02/27",544.22
"Currency","2008/02/26",544.22
"Currency","2008/02/25",544.10
"Currency","2008/02/22",544.10
"Currency","2008/02/21",543.85
"Currency","2008/02/20",543.85
"Currency","2008/02/19",543.85
"Currency","2008/02/18",543.85
"Currency","2008/02/15",543.85
"Currency","2008/02/14",543.85
"Currency","2008/02/13",542.73
"Currency","2008/02/12",542.73
"Currency","2008/02/11",542.76
"Currency","2008/02/08",542.79
"Currency","2008/02/07",542.81
"Currency","2008/02/06",542.84
"Currency","2008/02/05",542.87
"Currency","2008/02/04",542.90
"Currency","2008/02/01",542.92
"Currency","2008/01/31",542.92
"Currency","2008/01/30",542.95
"Currency","2008/01/29",543.14
"Currency","2008/01/28",543.73
"Currency","2008/01/25",543.76
"Currency","2008/01/24",543.80
"Currency","2008/01/23",543.81
"Currency","2008/01/22",543.84
"Currency","2008/01/21",543.87
"Currency","2008/01/18",543.89
"Currency","2008/01/17",543.92
"Currency","2008/01/16",543.95
"Currency","2008/01/15",543.97
"Currency","2008/01/14",544.00
"Currency","2008/01/11",544.03
"Currency","2008/01/10",544.07
"Currency","2008/01/09",544.08
"Currency","2008/01/08",544.25
"Currency","2008/01/07",544.00
"Currency","2008/01/04",544.00
"Currency","2008/01/03",543.00
"Currency","2008/01/02",544.00
"Currency","2008/01/01",545.05
"Currency","2007/12/31",545.05
"Currency","2007/12/28",545.05
"Currency","2007/12/27",545.05
"Currency","2007/12/26",545.05
"Currency","2007/12/25",544.30
"Currency","2007/12/24",544.30
"Currency","2007/12/21",544.33
"Currency","2007/12/20",544.36
"Currency","2007/12/19",544.96
"Currency","2007/12/18",544.96
"Currency","2007/12/17",544.99
"Currency","2007/12/14",545.01
"Currency","2007/12/13",545.04
"Currency","2007/12/12",545.10
"Currency","2007/12/11",545.10
"Currency","2007/12/10",545.12
"Currency","2007/12/07",545.15
"Currency","2007/12/06",545.18
"Currency","2007/12/05",545.23
"Currency","2007/12/04",545.23
"Currency","2007/12/03",545.26
"Currency","2007/11/30",545.29
"Currency","2007/11/29",545.31
"Currency","2007/11/28",545.34
"Currency","2007/11/27",545.37
"Currency","2007/11/26",545.40
"Currency","2007/11/23",545.42
"Currency","2007/11/22",545.45
"Currency","2007/11/21",545.48
"Currency","2007/11/20",545.50
"Currency","2007/11/19",545.50
"Currency","2007/11/16",545.53
"Currency","2007/11/15",545.56
"Currency","2007/11/14",545.59
"Currency","2007/11/13",545.61
"Currency","2007/11/12",545.64
"Currency","2007/11/09",545.67
"Currency","2007/11/08",545.70
"Currency","2007/11/07",545.72
"Currency","2007/11/06",545.75
"Currency","2007/11/05",545.80
"Currency","2007/11/02",545.80
"Currency","2007/11/01",545.83
"Currency","2007/10/31",545.86
"Currency","2007/10/30",545.91
"Currency","2007/10/29",545.91
"Currency","2007/10/26",545.94
"Currency","2007/10/25",545.97
"Currency","2007/10/24",546.02
"Currency","2007/10/23",546.02
"Currency","2007/10/22",546.05
"Currency","2007/10/19",546.08
"Currency","2007/10/18",546.11
"Currency","2007/10/17",546.13
"Currency","2007/10/16",546.16
"Currency","2007/10/15",546.21
"Currency","2007/10/12",546.27
"Currency","2007/10/11",546.27
"Currency","2007/10/10",546.43
"Currency","2007/10/09",546.43
"Currency","2007/10/08",546.43
"Currency","2007/10/05",546.54
"Currency","2007/10/04",546.65
"Currency","2007/10/03",546.65
"Currency","2007/10/02",546.65
"Currency","2007/10/01",546.71
"Currency","2007/09/28",546.76
"Currency","2007/09/27",546.82
"Currency","2007/09/26",546.87
"Currency","2007/09/25",546.92
"Currency","2007/09/24",546.98
"Currency","2007/09/21",547.03
"Currency","2007/09/20",547.09
"Currency","2007/09/19",547.14
"Currency","2007/09/18",547.20
"Currency","2007/09/17",547.11
"Currency","2007/09/14",547.36
"Currency","2007/09/13",547.36
"Currency","2007/09/12",547.42
"Currency","2007/09/11",547.47
"Currency","2007/09/10",547.53
"Currency","2007/09/07",547.64
"Currency","2007/09/06",547.64
"Currency","2007/09/05",547.69
"Currency","2007/09/04",547.75
"Currency","2007/09/03",547.80
"Currency","2007/08/31",547.86
"Currency","2007/08/30",547.96
"Currency","2007/08/29",548.02
"Currency","2007/08/28",548.07
"Currency","2007/08/27",548.13
"Currency","2007/08/24",548.13
"Currency","2007/08/23",548.24
"Currency","2007/08/22",548.24
"Currency","2007/08/21",548.29
"Currency","2007/08/20",548.35
"Currency","2007/08/17",548.40
"Currency","2007/08/16",548.51
"Currency","2007/08/15",548.51
"Currency","2007/08/14",548.68
"Currency","2007/08/13",548.68
"Currency","2007/08/10",548.68
"Currency","2007/08/09",548.68
"Currency","2007/08/08",548.73
"Currency","2007/08/07",548.79
"Currency","2007/08/06",548.84
"Currency","2007/08/03",548.90
"Currency","2007/08/02",549.01
"Currency","2007/08/01",549.01
"Currency","2007/07/31",549.06
"Currency","2007/07/30",549.17
"Currency","2007/07/27",549.17
"Currency","2007/07/26",549.35
"Currency","2007/07/25",549.35
"Currency","2007/07/24",549.46
"Currency","2007/07/23",549.46
"Currency","2007/07/20",549.16
"Currency","2007/07/19",549.16
"Currency","2007/07/18",549.16
"Currency","2007/07/17",548.67
"Currency","2007/07/16",548.67
"Currency","2007/07/13",548.87
"Currency","2007/07/12",548.20
"Currency","2007/07/11",548.64
"Currency","2007/07/10",548.64
"Currency","2007/07/09",548.29
"Currency","2007/07/06",548.41
"Currency","2007/07/05",548.15
"Currency","2007/07/04",548.51
"Currency","2007/07/03",547.96
"Currency","2007/07/02",547.96
"Currency","2007/06/29",547.87
"Currency","2007/06/28",546.87
"Currency","2007/06/27",546.87
"Currency","2007/06/26",546.68
"Currency","2007/06/25",546.44
"Currency","2007/06/22",545.58
"Currency","2007/06/21",545.58
"Currency","2007/06/20",545.71
"Currency","2007/06/19",545.71
"Currency","2007/06/18",545.70
"Currency","2007/06/15",545.48
"Currency","2007/06/14",546.08
"Currency","2007/06/13",546.11
"Currency","2007/06/12",545.93
"Currency","2007/06/11",545.96
"Currency","2007/06/08",545.88
"Currency","2007/06/07",545.36
"Currency","2007/06/06",545.85
"Currency","2007/06/05",545.81
"Currency","2007/06/04",545.51
"Currency","2007/06/01",545.13
"Currency","2007/05/31",545.13
"Currency","2007/05/30",545.10
"Currency","2007/05/29",545.34
"Currency","2007/05/28",546.26
"Currency","2007/05/25",546.26
"Currency","2007/05/24",546.26
"Currency","2007/05/23",546.02
"Currency","2007/05/22",546.02
"Currency","2007/05/21",546.38
"Currency","2007/05/18",546.05
"Currency","2007/05/17",546.05
"Currency","2007/05/16",545.98
"Currency","2007/05/15",546.20
"Currency","2007/05/14",545.86
"Currency","2007/05/11",546.05
"Currency","2007/05/10",546.10
"Currency","2007/05/09",546.36
"Currency","2007/05/08",546.60
"Currency","2007/05/07",546.69
"Currency","2007/05/04",546.37
"Currency","2007/05/03",546.52
"Currency","2007/05/02",546.36
"Currency","2007/05/01",546.10
"Currency","2007/04/30",546.10
"Currency","2007/04/27",546.20
"Currency","2007/04/26",546.13
"Currency","2007/04/25",546.22
"Currency","2007/04/24",546.32
"Currency","2007/04/23",546.29
"Currency","2007/04/20",546.63
"Currency","2007/04/19",546.63
"Currency","2007/04/18",546.62
"Currency","2007/04/17",546.64
"Currency","2007/04/16",546.64
"Currency","2007/04/13",546.40
"Currency","2007/04/12",546.24
"Currency","2007/04/11",546.11
"Currency","2007/04/10",546.11
"Currency","2007/04/09",547.10
"Currency","2007/04/06",547.10
"Currency","2007/04/05",547.10
"Currency","2007/04/04",547.10
"Currency","2007/04/03",547.32
"Currency","2007/04/02",546.96
"Currency","2007/03/30",546.45
"Currency","2007/03/29",546.45
"Currency","2007/03/28",546.70
"Currency","2007/03/27",546.70
"Currency","2007/03/26",547.08
"Currency","2007/03/23",546.99
"Currency","2007/03/22",546.99
"Currency","2007/03/21",546.48
"Currency","2007/03/20",546.48
"Currency","2007/03/19",546.48
"Currency","2007/03/16",546.48
"Currency","2007/03/15",546.70
"Currency","2007/03/14",546.82
"Currency","2007/03/13",546.90
"Currency","2007/03/12",546.90
"Currency","2007/03/09",546.90
"Currency","2007/03/08",547.42
"Currency","2007/03/07",547.42
"Currency","2007/03/06",547.46
"Currency","2007/03/05",547.52
"Currency","2007/03/02",547.72
"Currency","2007/03/01",547.72
"Currency","2007/02/28",547.72
"Currency","2007/02/27",547.72
"Currency","2007/02/26",547.72
"Currency","2007/02/23",547.73
"Currency","2007/02/22",547.63
"Currency","2007/02/21",548.37
"Currency","2007/02/20",548.37
"Currency","2007/02/19",548.37
"Currency","2007/02/16",548.49
"Currency","2007/02/15",548.49
"Currency","2007/02/14",548.49
"Currency","2007/02/13",548.49
"Currency","2007/02/12",548.49
"Currency","2007/02/09",548.82
"Currency","2007/02/08",548.82
"Currency","2007/02/07",548.82
"Currency","2007/02/06",548.82
"Currency","2007/02/05",549.22
"Currency","2007/02/02",549.22
"Currency","2007/02/01",549.22
"Currency","2007/01/31",549.22
"Currency","2007/01/30",549.22
"Currency","2007/01/29",549.22
"Currency","2007/01/26",549.22
"Currency","2007/01/25",549.54
"Currency","2007/01/24",549.54
"Currency","2007/01/23",549.54
"Currency","2007/01/22",549.50
"Currency","2007/01/19",549.23
"Currency","2007/01/18",549.19
"Currency","2007/01/17",549.38
"Currency","2007/01/16",549.38
"Currency","2007/01/15",549.38
"Currency","2007/01/12",549.20
"Currency","2007/01/11",549.20
"Currency","2007/01/10",549.42
"Currency","2007/01/09",549.42
"Currency","2007/01/08",549.42
"Currency","2007/01/05",548.81
"Currency","2007/01/04",548.81
"Currency","2007/01/03",548.81
"Currency","2007/01/02",548.81
"Currency","2007/01/01",548.81
"Currency","2006/12/29",548.81
"Currency","2006/12/28",548.81
"Currency","2006/12/27",549.22
"Currency","2006/12/26",549.24
"Currency","2006/12/25",549.24
"Currency","2006/12/22",549.24
"Currency","2006/12/21",549.61
"Currency","2006/12/20",549.67
"Currency","2006/12/19",549.46
"Currency","2006/12/18",549.46
"Currency","2006/12/15",549.70
"Currency","2006/12/14",550.13
"Currency","2006/12/13",550.13
"Currency","2006/12/12",550.13
"Currency","2006/12/11",550.13
"Currency","2006/12/08",550.00
"Currency","2006/12/07",550.00
"Currency","2006/12/06",550.00
"Currency","2006/12/05",549.92
"Currency","2006/12/04",550.72
"Currency","2006/12/01",550.72
"Currency","2006/11/30",550.72
"Currency","2006/11/29",550.72
"Currency","2006/11/28",550.72
"Currency","2006/11/27",550.51
"Currency","2006/11/24",550.51
"Currency","2006/11/23",549.69
"Currency","2006/11/22",549.69
"Currency","2006/11/21",549.69
"Currency","2006/11/20",549.58
"Currency","2006/11/17",549.58
"Currency","2006/11/16",549.75
"Currency","2006/11/15",550.01
"Currency","2006/11/14",549.72
"Currency","2006/11/13",549.72
"Currency","2006/11/10",550.10
"Currency","2006/11/09",550.08
"Currency","2006/11/08",550.81
"Currency","2006/11/07",550.81
"Currency","2006/11/06",550.81
"Currency","2006/11/03",550.74
"Currency","2006/11/02",550.47
"Currency","2006/11/01",550.47
"Currency","2006/10/31",550.47
"Currency","2006/10/30",550.47
"Currency","2006/10/27",550.47
"Currency","2006/10/26",550.57
"Currency","2006/10/25",550.57
"Currency","2006/10/24",550.23
"Currency","2006/10/23",550.23
"Currency","2006/10/20",549.95
"Currency","2006/10/19",549.95
"Currency","2006/10/18",549.74
"Currency","2006/10/17",549.95
"Currency","2006/10/16",549.95
"Currency","2006/10/13",549.95
"Currency","2006/10/12",549.75
"Currency","2006/10/11",549.75
"Currency","2006/10/10",549.75
"Currency","2006/10/09",549.75
"Currency","2006/10/06",549.46
"Currency","2006/10/05",549.46
"Currency","2006/10/04",549.46
"Currency","2006/10/03",549.66
"Currency","2006/10/02",549.58
"Currency","2006/09/29",551.03
"Currency","2006/09/28",551.03
"Currency","2006/09/27",551.03
"Currency","2006/09/26",550.89
"Currency","2006/09/25",550.89
"Currency","2006/09/22",550.89
"Currency","2006/09/21",550.60
"Currency","2006/09/20",550.60
"Currency","2006/09/19",550.60
"Currency","2006/09/18",550.30
"Currency","2006/09/15",550.30
"Currency","2006/09/14",550.30
"Currency","2006/09/13",550.30
"Currency","2006/09/12",550.69
"Currency","2006/09/11",550.69
"Currency","2006/09/08",550.59
"Currency","2006/09/07",551.30
"Currency","2006/09/06",551.30
"Currency","2006/09/05",551.30
"Currency","2006/09/04",551.53
"Currency","2006/09/01",551.60
"Currency","2006/08/31",551.60
"Currency","2006/08/30",551.24
"Currency","2006/08/29",551.24
"Currency","2006/08/28",551.09
"Currency","2006/08/25",551.36
"Currency","2006/08/24",551.36
"Currency","2006/08/23",551.36
"Currency","2006/08/22",551.36
"Currency","2006/08/21",551.36
"Currency","2006/08/18",551.87
"Currency","2006/08/17",551.87
"Currency","2006/08/16",551.87
"Currency","2006/08/15",551.87
"Currency","2006/08/14",551.87
"Currency","2006/08/11",551.43
"Currency","2006/08/10",551.43
"Currency","2006/08/09",552.01
"Currency","2006/08/08",551.63
"Currency","2006/08/07",551.89
"Currency","2006/08/04",552.21
"Currency","2006/08/03",552.14
"Currency","2006/08/02",552.14
"Currency","2006/08/01",552.22
"Currency","2006/07/31",552.22
"Currency","2006/07/28",552.22
"Currency","2006/07/27",551.51
"Currency","2006/07/26",551.51
"Currency","2006/07/25",551.51
"Currency","2006/07/24",551.51
"Currency","2006/07/21",551.51
"Currency","2006/07/20",551.51
"Currency","2006/07/19",551.87
"Currency","2006/07/18",551.87
"Currency","2006/07/17",551.87
"Currency","2006/07/14",551.45
"Currency","2006/07/13",551.40
"Currency","2006/07/12",551.40
"Currency","2006/07/11",551.37
"Currency","2006/07/10",551.37
"Currency","2006/07/07",551.37
"Currency","2006/07/06",551.37
"Currency","2006/07/05",552.01
"Currency","2006/07/04",552.01
"Currency","2006/07/03",552.01
"Currency","2006/06/30",552.01
"Currency","2006/06/29",552.75
"Currency","2006/06/28",552.75
"Currency","2006/06/27",552.71
"Currency","2006/06/26",552.71
"Currency","2006/06/23",539.25
"Currency","2006/06/22",539.25
"Currency","2006/06/21",539.25
"Currency","2006/06/20",539.25
"Currency","2006/06/19",539.25
"Currency","2006/06/16",539.25
"Currency","2006/06/15",539.25
"Currency","2006/06/14",539.25
"Currency","2006/06/13",539.25
"Currency","2006/06/12",539.25
"Currency","2006/06/09",539.25
"Currency","2006/06/08",539.25
"Currency","2006/06/07",539.15
"Currency","2006/06/06",539.15
"Currency","2006/06/05",539.15
"Currency","2006/06/02",539.15
"Currency","2006/06/01",539.15
"Currency","2006/05/31",539.15
"Currency","2006/05/30",539.15
"Currency","2006/05/29",539.15
"Currency","2006/05/26",539.15
"Currency","2006/05/25",539.15
"Currency","2006/05/24",539.15
"Currency","2006/05/23",539.15
"Currency","2006/05/22",539.15
"Currency","2006/05/19",538.25
"Currency","2006/05/18",538.25
"Currency","2006/05/17",538.25
"Currency","2006/05/16",538.25
"Currency","2006/05/15",538.25
"Currency","2006/05/12",536.50
"Currency","2006/05/11",536.50
"Currency","2006/05/10",536.50
"Currency","2006/05/09",536.50
"Currency","2006/05/08",536.50
"Currency","2006/05/05",536.50
"Currency","2006/05/04",536.50
"Currency","2006/05/03",541.50
"Currency","2006/05/02",541.50
"Currency","2006/05/01",541.50
"Currency","2006/04/28",541.50
"Currency","2006/04/27",541.25
"Currency","2006/04/26",541.25
"Currency","2006/04/25",541.25
"Currency","2006/04/24",541.25
"Currency","2006/04/21",541.25
"Currency","2006/04/20",541.25
"Currency","2006/04/19",540.25
"Currency","2006/04/18",540.25
"Currency","2006/04/17",541.00
"Currency","2006/04/14",541.00
"Currency","2006/04/13",541.00
"Currency","2006/04/12",541.00
"Currency","2006/04/11",541.00
"Currency","2006/04/10",541.00
"Currency","2006/04/07",539.95
"Currency","2006/04/06",539.95
"Currency","2006/04/05",539.95
"Currency","2006/04/04",539.95
"Currency","2006/04/03",539.95
"Currency","2006/03/31",539.95
"Currency","2006/03/30",539.95
"Currency","2006/03/29",539.95
"Currency","2006/03/28",539.95
"Currency","2006/03/27",539.95
"Currency","2006/03/24",539.95
"Currency","2006/03/23",540.25
"Currency","2006/03/22",541.10
"Currency","2006/03/21",541.10
"Currency","2006/03/20",540.10
"Currency","2006/03/17",540.10
"Currency","2006/03/16",540.10
"Currency","2006/03/15",540.10
"Currency","2006/03/14",540.00
"Currency","2006/03/13",540.00
"Currency","2006/03/10",540.00
"Currency","2006/03/09",540.00
"Currency","2006/03/08",541.10
"Currency","2006/03/07",541.10
"Currency","2006/03/06",541.10
"Currency","2006/03/03",541.10
"Currency","2006/03/02",541.10
"Currency","2006/03/01",541.10
"Currency","2006/02/28",541.00
"Currency","2006/02/27",541.00
"Currency","2006/02/24",541.00
"Currency","2006/02/23",541.00
"Currency","2006/02/22",541.00
"Currency","2006/02/21",541.00
"Currency","2006/02/20",541.00
"Currency","2006/02/17",541.00
"Currency","2006/02/16",541.00
"Currency","2006/02/15",540.15
"Currency","2006/02/14",540.15
"Currency","2006/02/13",540.15
"Currency","2006/02/10",540.15
"Currency","2006/02/09",540.25
"Currency","2006/02/08",540.25
"Currency","2006/02/07",540.25
"Currency","2006/02/06",542.00
"Currency","2006/02/03",542.00
"Currency","2006/02/02",542.00
"Currency","2006/02/01",542.00
"Currency","2006/01/31",542.00
"Currency","2006/01/30",542.25
"Currency","2006/01/27",542.25
"Currency","2006/01/26",542.25
"Currency","2006/01/25",542.25
"Currency","2006/01/24",542.50
"Currency","2006/01/23",542.50
"Currency","2006/01/20",542.50
"Currency","2006/01/19",542.50
"Currency","2006/01/18",542.50
"Currency","2006/01/17",539.25
"Currency","2006/01/16",539.25
"Currency","2006/01/13",538.75
"Currency","2006/01/12",538.75
"Currency","2006/01/11",538.75
"Currency","2006/01/10",538.75
"Currency","2006/01/09",538.75
"Currency","2006/01/06",538.75
"Currency","2006/01/05",538.75
"Currency","2006/01/04",538.75
"Currency","2006/01/03",538.75
"Currency","2006/01/02",538.50
"Currency","2005/12/30",538.50
"Currency","2005/12/29",538.50
"Currency","2005/12/28",538.50
"Currency","2005/12/27",538.00
"Currency","2005/12/26",539.00
"Currency","2005/12/23",539.00
"Currency","2005/12/22",539.00
"Currency","2005/12/21",539.00
"Currency","2005/12/20",540.00
"Currency","2005/12/19",540.00
"Currency","2005/12/16",540.00
"Currency","2005/12/15",540.00
"Currency","2005/12/14",540.00
"Currency","2005/12/13",538.65
"Currency","2005/12/12",538.65
"Currency","2005/12/09",538.65
"Currency","2005/12/08",538.65
"Currency","2005/12/07",538.65
"Currency","2005/12/06",538.65
"Currency","2005/12/05",538.10
"Currency","2005/12/02",537.15
"Currency","2005/12/01",537.15
"Currency","2005/11/30",537.15
"Currency","2005/11/29",537.15
"Currency","2005/11/28",537.15
"Currency","2005/11/25",537.15
"Currency","2005/11/24",537.15
"Currency","2005/11/23",537.15
"Currency","2005/11/22",537.15
"Currency","2005/11/21",537.15
"Currency","2005/11/18",537.15
"Currency","2005/11/17",537.15
"Currency","2005/11/16",537.15
"Currency","2005/11/15",537.15
"Currency","2005/11/14",538.85
"Currency","2005/11/11",538.85
"Currency","2005/11/10",538.85
"Currency","2005/11/09",538.85
"Currency","2005/11/08",538.85
"Currency","2005/11/07",538.85
"Currency","2005/11/04",548.25
"Currency","2005/11/03",548.25
"Currency","2005/11/02",548.25
"Currency","2005/11/01",548.25
"Currency","2005/10/31",548.25
"Currency","2005/10/28",548.25
"Currency","2005/10/27",548.25
"Currency","2005/10/26",548.25
"Currency","2005/10/25",548.25
"Currency","2005/10/24",548.25
"Currency","2005/10/21",548.25
"Currency","2005/10/20",548.25
"Currency","2005/10/19",548.25
"Currency","2005/10/18",540.85
"Currency","2005/10/17",540.85
"Currency","2005/10/14",540.85
"Currency","2005/10/13",540.85
"Currency","2005/10/12",540.75
"Currency","2005/10/11",540.75
"Currency","2005/10/10",540.75
"Currency","2005/10/07",540.75
"Currency","2005/10/06",540.75
"Currency","2005/10/05",540.75
"Currency","2005/10/04",540.75
"Currency","2005/10/03",540.75
"Currency","2005/09/30",540.75
"Currency","2005/09/29",542.75
"Currency","2005/09/28",542.75
"Currency","2005/09/27",542.75
"Currency","2005/09/26",542.75
"Currency","2005/09/23",542.75
"Currency","2005/09/22",542.75
"Currency","2005/09/21",542.75
"Currency","2005/09/20",542.75
"Currency","2005/09/19",542.75
"Currency","2005/09/16",542.75
"Currency","2005/09/15",542.75
"Currency","2005/09/14",542.75
"Currency","2005/09/13",542.75
"Currency","2005/09/12",542.75
"Currency","2005/09/09",542.75
"Currency","2005/09/08",542.75
"Currency","2005/09/07",542.75
"Currency","2005/09/06",542.75
"Currency","2005/09/05",542.75
"Currency","2005/09/02",542.75
"Currency","2005/09/01",542.75
"Currency","2005/08/31",542.75
"Currency","2005/08/30",542.75
"Currency","2005/08/29",542.30
"Currency","2005/08/26",542.30
"Currency","2005/08/25",542.30
"Currency","2005/08/24",542.30
"Currency","2005/08/23",542.30
"Currency","2005/08/22",542.30
"Currency","2005/08/19",542.30
"Currency","2005/08/18",542.30
"Currency","2005/08/17",542.30
"Currency","2005/08/16",542.25
"Currency","2005/08/15",542.25
"Currency","2005/08/12",542.25
"Currency","2005/08/11",542.25
"Currency","2005/08/10",542.25
"Currency","2005/08/09",542.25
"Currency","2005/08/08",542.25
"Currency","2005/08/05",542.25
"Currency","2005/08/04",542.25
"Currency","2005/08/03",542.25
"Currency","2005/08/02",542.25
"Currency","2005/08/01",542.15
"Currency","2005/07/29",542.15
"Currency","2005/07/28",542.15
"Currency","2005/07/27",542.15
"Currency","2005/07/26",542.15
"Currency","2005/07/25",542.15
"Currency","2005/07/22",542.15
"Currency","2005/07/21",542.15
"Currency","2005/07/20",542.15
"Currency","2005/07/19",542.15
"Currency","2005/07/18",542.15
"Currency","2005/07/15",542.15
"Currency","2005/07/14",542.15
"Currency","2005/07/13",542.15
"Currency","2005/07/12",542.15
"Currency","2005/07/11",543.95
"Currency","2005/07/08",543.95
"Currency","2005/07/07",543.95
"Currency","2005/07/06",547.95
"Currency","2005/07/05",547.95
"Currency","2005/07/04",547.95
"Currency","2005/07/01",547.95
"Currency","2005/06/30",547.95
"Currency","2005/06/29",547.95
"Currency","2005/06/28",547.95
"Currency","2005/06/27",547.95
"Currency","2005/06/24",547.95
"Currency","2005/06/23",547.95
"Currency","2005/06/22",547.90
"Currency","2005/06/21",547.90
"Currency","2005/06/20",547.90
"Currency","2005/06/17",547.90
"Currency","2005/06/16",547.90
"Currency","2005/06/15",547.90
"Currency","2005/06/14",547.90
"Currency","2005/06/13",547.75
"Currency","2005/06/10",547.75
"Currency","2005/06/09",547.75
"Currency","2005/06/08",547.75
"Currency","2005/06/07",547.60
"Currency","2005/06/06",547.60
"Currency","2005/06/03",547.55
"Currency","2005/06/02",547.55
"Currency","2005/06/01",547.50
"Currency","2005/05/31",547.30
"Currency","2005/05/30",547.29
"Currency","2005/05/27",547.29
"Currency","2005/05/26",547.29
"Currency","2005/05/25",547.25
"Currency","2005/05/24",547.20
"Currency","2005/05/23",547.20
"Currency","2005/05/20",547.25
"Currency","2005/05/19",547.25
"Currency","2005/05/18",547.25
"Currency","2005/05/17",547.05
"Currency","2005/05/16",547.05
"Currency","2005/05/13",547.05
"Currency","2005/05/12",547.05
"Currency","2005/05/11",547.05
