"Indicator","Time","Value (USD/RWF)"
"Currency","2014/09/27",688.00
"Currency","2014/09/26",691.00
"Currency","2014/09/25",692.50
"Currency","2014/09/24",690.50
"Currency","2014/09/23",689.50
"Currency","2014/09/22",688.00
"Currency","2014/09/21",690.50
"Currency","2014/09/20",690.50
"Currency","2014/09/19",691.00
"Currency","2014/09/18",690.50
"Currency","2014/09/17",690.50
"Currency","2014/09/16",690.50
"Currency","2014/09/15",690.50
"Currency","2014/09/14",689.50
"Currency","2014/09/13",689.50
"Currency","2014/09/12",690.50
"Currency","2014/09/11",689.50
"Currency","2014/09/10",689.50
"Currency","2014/09/09",690.50
"Currency","2014/09/08",690.50
"Currency","2014/09/05",690.50
"Currency","2014/09/04",690.50
"Currency","2014/09/03",690.50
"Currency","2014/09/02",689.00
"Currency","2014/09/01",690.50
"Currency","2014/08/29",690.50
"Currency","2014/08/28",690.50
"Currency","2014/08/27",689.50
"Currency","2014/08/26",690.00
"Currency","2014/08/25",697.00
"Currency","2014/08/22",690.00
"Currency","2014/08/21",691.00
"Currency","2014/08/20",690.00
"Currency","2014/08/19",691.50
"Currency","2014/08/18",690.50
"Currency","2014/08/15",690.00
"Currency","2014/08/14",690.50
"Currency","2014/08/13",689.50
"Currency","2014/08/12",690.50
"Currency","2014/08/11",690.50
"Currency","2014/08/08",690.50
"Currency","2014/08/07",689.50
"Currency","2014/08/06",689.50
"Currency","2014/08/05",690.50
"Currency","2014/08/04",690.00
"Currency","2014/08/01",690.00
"Currency","2014/07/31",689.50
"Currency","2014/07/30",690.50
"Currency","2014/07/29",690.50
"Currency","2014/07/28",689.50
"Currency","2014/07/25",690.50
"Currency","2014/07/24",690.50
"Currency","2014/07/23",690.50
"Currency","2014/07/22",683.00
"Currency","2014/07/21",680.00
"Currency","2014/07/19",680.00
"Currency","2014/07/18",680.50
"Currency","2014/07/17",680.50
"Currency","2014/07/16",680.50
"Currency","2014/07/15",680.50
"Currency","2014/07/14",679.00
"Currency","2014/07/13",679.00
"Currency","2014/07/12",679.00
"Currency","2014/07/11",680.50
"Currency","2014/07/10",680.50
"Currency","2014/07/09",680.50
"Currency","2014/07/08",681.00
"Currency","2014/07/07",680.50
"Currency","2014/07/06",680.50
"Currency","2014/07/05",680.50
"Currency","2014/07/04",680.50
"Currency","2014/07/03",679.50
"Currency","2014/07/02",680.00
"Currency","2014/07/01",680.50
"Currency","2014/06/30",680.50
"Currency","2014/06/29",678.00
"Currency","2014/06/28",678.00
"Currency","2014/06/27",680.50
"Currency","2014/06/26",677.00
"Currency","2014/06/25",680.50
"Currency","2014/06/24",679.50
"Currency","2014/06/23",680.50
"Currency","2014/06/22",683.50
"Currency","2014/06/21",683.50
"Currency","2014/06/20",680.00
"Currency","2014/06/19",680.50
"Currency","2014/06/18",680.50
"Currency","2014/06/17",680.00
"Currency","2014/06/16",680.50
"Currency","2014/06/15",678.00
"Currency","2014/06/14",678.00
"Currency","2014/06/13",680.50
"Currency","2014/06/12",678.00
"Currency","2014/06/11",680.50
"Currency","2014/06/10",680.50
"Currency","2014/06/09",678.00
"Currency","2014/06/08",678.00
"Currency","2014/06/07",680.50
"Currency","2014/06/06",680.50
"Currency","2014/06/05",679.50
"Currency","2014/06/04",680.50
"Currency","2014/06/03",681.00
"Currency","2014/06/02",679.50
"Currency","2014/06/01",677.00
"Currency","2014/05/31",680.00
"Currency","2014/05/30",679.50
"Currency","2014/05/29",681.00
"Currency","2014/05/28",680.00
"Currency","2014/05/27",680.50
"Currency","2014/05/26",680.50
"Currency","2014/05/24",679.00
"Currency","2014/05/23",680.00
"Currency","2014/05/22",680.50
"Currency","2014/05/21",680.50
"Currency","2014/05/20",679.50
"Currency","2014/05/19",678.00
"Currency","2014/05/18",676.00
"Currency","2014/05/17",676.00
"Currency","2014/05/16",680.50
"Currency","2014/05/15",680.50
"Currency","2014/05/14",680.50
"Currency","2014/05/13",679.50
"Currency","2014/05/12",680.50
"Currency","2014/05/11",682.50
"Currency","2014/05/10",682.50
"Currency","2014/05/09",681.50
"Currency","2014/05/08",680.50
"Currency","2014/05/07",679.50
"Currency","2014/05/06",681.50
"Currency","2014/05/05",678.00
"Currency","2014/05/04",678.00
"Currency","2014/05/03",680.50
"Currency","2014/05/02",680.50
"Currency","2014/05/01",680.50
"Currency","2014/04/30",680.00
"Currency","2014/04/29",680.50
"Currency","2014/04/28",680.00
"Currency","2014/04/27",682.50
"Currency","2014/04/26",682.50
"Currency","2014/04/25",680.50
"Currency","2014/04/24",680.50
"Currency","2014/04/23",680.50
"Currency","2014/04/22",680.50
"Currency","2014/04/21",680.00
"Currency","2014/04/20",679.00
"Currency","2014/04/19",680.50
"Currency","2014/04/18",681.00
"Currency","2014/04/17",681.00
"Currency","2014/04/16",680.50
"Currency","2014/04/15",680.50
"Currency","2014/04/14",680.50
"Currency","2014/04/13",678.00
"Currency","2014/04/12",680.50
"Currency","2014/04/11",681.00
"Currency","2014/04/10",680.50
"Currency","2014/04/09",680.00
"Currency","2014/04/08",680.50
"Currency","2014/04/07",679.50
"Currency","2014/04/06",678.00
"Currency","2014/04/05",681.00
"Currency","2014/04/04",679.50
"Currency","2014/04/03",680.50
"Currency","2014/04/02",680.50
"Currency","2014/04/01",678.00
"Currency","2014/03/31",680.50
"Currency","2014/03/30",678.00
"Currency","2014/03/29",678.00
"Currency","2014/03/28",680.50
"Currency","2014/03/27",679.50
"Currency","2014/03/26",679.50
"Currency","2014/03/25",680.50
"Currency","2014/03/24",680.00
"Currency","2014/03/23",678.50
"Currency","2014/03/22",678.50
"Currency","2014/03/21",680.50
"Currency","2014/03/20",681.00
"Currency","2014/03/19",680.50
"Currency","2014/03/18",680.50
"Currency","2014/03/17",680.50
"Currency","2014/03/16",678.00
"Currency","2014/03/15",682.50
"Currency","2014/03/14",681.00
"Currency","2014/03/13",680.50
"Currency","2014/03/12",681.00
"Currency","2014/03/11",680.50
"Currency","2014/03/10",680.00
"Currency","2014/03/09",682.50
"Currency","2014/03/08",682.50
"Currency","2014/03/07",680.50
"Currency","2014/03/06",680.50
"Currency","2014/03/05",680.50
"Currency","2014/03/04",680.50
"Currency","2014/03/03",680.50
"Currency","2014/03/02",679.00
"Currency","2014/03/01",679.00
"Currency","2014/02/28",680.00
"Currency","2014/02/27",680.50
"Currency","2014/02/26",680.50
"Currency","2014/02/25",680.50
"Currency","2014/02/24",681.00
"Currency","2014/02/23",677.00
"Currency","2014/02/22",677.00
"Currency","2014/02/21",680.50
"Currency","2014/02/20",680.00
"Currency","2014/02/19",678.00
"Currency","2014/02/18",679.00
"Currency","2014/02/17",680.50
"Currency","2014/02/16",679.00
"Currency","2014/02/15",679.00
"Currency","2014/02/14",679.00
"Currency","2014/02/13",680.00
"Currency","2014/02/12",680.50
"Currency","2014/02/11",680.50
"Currency","2014/02/10",680.50
"Currency","2014/02/09",679.50
"Currency","2014/02/08",679.50
"Currency","2014/02/07",680.50
"Currency","2014/02/06",679.50
"Currency","2014/02/05",680.50
"Currency","2014/02/04",680.50
"Currency","2014/02/03",679.50
"Currency","2014/02/02",681.00
"Currency","2014/02/01",681.00
"Currency","2014/01/31",680.50
"Currency","2014/01/30",679.50
"Currency","2014/01/29",679.00
"Currency","2014/01/28",676.00
"Currency","2014/01/27",679.50
"Currency","2014/01/25",679.00
"Currency","2014/01/24",680.50
"Currency","2014/01/23",680.50
"Currency","2014/01/22",680.50
"Currency","2014/01/21",680.50
"Currency","2014/01/20",679.50
"Currency","2014/01/19",678.00
"Currency","2014/01/18",678.00
"Currency","2014/01/17",679.50
"Currency","2014/01/16",680.00
"Currency","2014/01/15",680.00
"Currency","2014/01/14",680.50
"Currency","2014/01/13",680.00
"Currency","2014/01/12",678.00
"Currency","2014/01/11",678.00
"Currency","2014/01/10",678.00
"Currency","2014/01/09",680.00
"Currency","2014/01/08",680.00
"Currency","2014/01/07",679.50
"Currency","2014/01/06",679.00
"Currency","2014/01/05",673.00
"Currency","2014/01/04",673.00
"Currency","2014/01/03",674.00
"Currency","2014/01/02",675.00
"Currency","2014/01/01",676.00
"Currency","2013/12/31",676.00
"Currency","2013/12/30",677.00
"Currency","2013/12/29",678.00
"Currency","2013/12/28",678.00
"Currency","2013/12/27",677.00
"Currency","2013/12/26",680.50
"Currency","2013/12/25",670.00
"Currency","2013/12/24",670.00
"Currency","2013/12/23",671.00
"Currency","2013/12/22",672.00
"Currency","2013/12/21",672.00
"Currency","2013/12/20",671.50
"Currency","2013/12/19",668.00
"Currency","2013/12/18",671.00
"Currency","2013/12/17",673.50
"Currency","2013/12/16",673.00
"Currency","2013/12/15",671.00
"Currency","2013/12/14",671.00
"Currency","2013/12/13",673.50
"Currency","2013/12/12",673.50
"Currency","2013/12/11",673.50
"Currency","2013/12/10",673.00
"Currency","2013/12/09",669.00
"Currency","2013/12/08",671.00
"Currency","2013/12/07",671.00
"Currency","2013/12/06",672.50
"Currency","2013/12/05",672.50
"Currency","2013/12/04",673.50
"Currency","2013/12/03",673.50
"Currency","2013/12/02",672.50
"Currency","2013/12/01",671.00
"Currency","2013/11/30",671.00
"Currency","2013/11/29",673.50
"Currency","2013/11/28",674.50
"Currency","2013/11/27",673.50
"Currency","2013/11/26",673.50
"Currency","2013/11/25",673.50
"Currency","2013/11/24",671.00
"Currency","2013/11/23",671.00
"Currency","2013/11/22",673.50
"Currency","2013/11/21",672.50
"Currency","2013/11/20",673.00
"Currency","2013/11/19",673.50
"Currency","2013/11/18",671.00
"Currency","2013/11/17",671.00
"Currency","2013/11/16",671.00
"Currency","2013/11/15",671.00
"Currency","2013/11/14",671.00
"Currency","2013/11/13",670.00
"Currency","2013/11/12",671.00
"Currency","2013/11/11",672.00
"Currency","2013/11/10",674.00
"Currency","2013/11/09",674.00
"Currency","2013/11/08",672.00
"Currency","2013/11/07",672.00
"Currency","2013/11/06",671.00
"Currency","2013/11/05",676.00
"Currency","2013/11/04",675.00
"Currency","2013/11/03",673.00
"Currency","2013/11/02",673.00
"Currency","2013/11/01",674.00
"Currency","2013/10/31",674.00
"Currency","2013/10/30",674.50
"Currency","2013/10/29",673.00
"Currency","2013/10/28",672.50
"Currency","2013/10/27",669.00
"Currency","2013/10/26",669.00
"Currency","2013/10/25",669.00
"Currency","2013/10/24",674.00
"Currency","2013/10/23",670.50
"Currency","2013/10/22",670.50
"Currency","2013/10/21",670.00
"Currency","2013/10/20",669.00
"Currency","2013/10/19",669.00
"Currency","2013/10/18",670.00
"Currency","2013/10/17",670.00
"Currency","2013/10/16",673.00
"Currency","2013/10/15",670.50
"Currency","2013/10/14",670.50
"Currency","2013/10/13",669.00
"Currency","2013/10/11",670.00
"Currency","2013/10/10",670.00
"Currency","2013/10/09",670.00
"Currency","2013/10/08",670.50
"Currency","2013/10/07",670.50
"Currency","2013/10/04",670.50
"Currency","2013/10/03",669.50
"Currency","2013/10/02",670.50
"Currency","2013/10/01",670.00
"Currency","2013/09/30",670.00
"Currency","2013/09/27",671.00
"Currency","2013/09/26",669.50
"Currency","2013/09/25",670.50
"Currency","2013/09/24",661.00
"Currency","2013/09/23",655.50
"Currency","2013/09/20",655.50
"Currency","2013/09/19",657.00
"Currency","2013/09/18",655.50
"Currency","2013/09/17",655.50
"Currency","2013/09/16",655.50
"Currency","2013/09/13",655.50
"Currency","2013/09/12",655.00
"Currency","2013/09/11",655.50
"Currency","2013/09/10",655.50
"Currency","2013/09/09",655.50
"Currency","2013/09/06",653.50
"Currency","2013/09/05",655.00
"Currency","2013/09/04",654.50
"Currency","2013/09/03",652.50
"Currency","2013/09/02",651.00
"Currency","2013/08/30",650.00
"Currency","2013/08/29",650.50
"Currency","2013/08/28",650.50
"Currency","2013/08/27",649.00
"Currency","2013/08/26",649.00
"Currency","2013/08/23",650.50
"Currency","2013/08/22",650.50
"Currency","2013/08/21",650.50
"Currency","2013/08/20",650.50
"Currency","2013/08/19",647.00
"Currency","2013/08/16",647.00
"Currency","2013/08/15",647.00
"Currency","2013/08/14",647.00
"Currency","2013/08/13",647.00
"Currency","2013/08/12",646.00
"Currency","2013/08/09",647.00
"Currency","2013/08/08",645.00
"Currency","2013/08/07",645.00
"Currency","2013/08/06",642.00
"Currency","2013/08/05",650.00
"Currency","2013/08/02",649.00
"Currency","2013/08/01",651.00
"Currency","2013/07/31",650.50
"Currency","2013/07/30",650.50
"Currency","2013/07/29",650.50
"Currency","2013/07/26",650.50
"Currency","2013/07/25",650.50
"Currency","2013/07/24",650.50
"Currency","2013/07/23",650.50
"Currency","2013/07/22",650.50
"Currency","2013/07/19",650.00
"Currency","2013/07/18",650.50
"Currency","2013/07/17",650.50
"Currency","2013/07/16",650.50
"Currency","2013/07/15",649.00
"Currency","2013/07/12",650.50
"Currency","2013/07/11",650.50
"Currency","2013/07/10",649.00
"Currency","2013/07/09",650.50
"Currency","2013/07/08",650.50
"Currency","2013/07/05",650.50
"Currency","2013/07/04",650.50
"Currency","2013/07/03",650.50
"Currency","2013/07/02",648.00
"Currency","2013/07/01",650.50
"Currency","2013/06/28",650.50
"Currency","2013/06/27",650.50
"Currency","2013/06/26",640.00
"Currency","2013/06/25",640.00
"Currency","2013/06/24",650.50
"Currency","2013/06/21",649.00
"Currency","2013/06/20",650.50
"Currency","2013/06/19",650.50
"Currency","2013/06/18",650.50
"Currency","2013/06/17",649.00
"Currency","2013/06/14",650.50
"Currency","2013/06/13",650.50
"Currency","2013/06/12",651.00
"Currency","2013/06/11",650.50
"Currency","2013/06/10",650.50
"Currency","2013/06/07",650.50
"Currency","2013/06/06",650.50
"Currency","2013/06/05",650.50
"Currency","2013/06/04",650.50
"Currency","2013/06/03",640.87
"Currency","2013/05/31",641.01
"Currency","2013/05/30",641.18
"Currency","2013/05/29",640.98
"Currency","2013/05/28",640.98
"Currency","2013/05/27",640.98
"Currency","2013/05/24",639.99
"Currency","2013/05/23",639.99
"Currency","2013/05/22",640.18
"Currency","2013/05/21",639.72
"Currency","2013/05/20",640.00
"Currency","2013/05/17",640.00
"Currency","2013/05/16",639.89
"Currency","2013/05/15",640.09
"Currency","2013/05/14",639.74
"Currency","2013/05/13",639.74
"Currency","2013/05/10",638.00
"Currency","2013/05/09",644.00
"Currency","2013/05/08",645.00
"Currency","2013/05/07",646.00
"Currency","2013/05/06",650.50
"Currency","2013/05/03",639.54
"Currency","2013/05/02",628.00
"Currency","2013/05/01",629.00
"Currency","2013/04/30",630.00
"Currency","2013/04/29",631.00
"Currency","2013/04/26",632.00
"Currency","2013/04/25",634.00
"Currency","2013/04/24",636.00
"Currency","2013/04/23",637.00
"Currency","2013/04/22",634.00
"Currency","2013/04/19",635.00
"Currency","2013/04/18",636.40
"Currency","2013/04/17",636.00
"Currency","2013/04/16",636.93
"Currency","2013/04/15",636.93
"Currency","2013/04/12",635.00
"Currency","2013/04/11",635.00
"Currency","2013/04/10",635.00
"Currency","2013/04/09",635.00
"Currency","2013/04/08",634.50
"Currency","2013/04/05",634.90
"Currency","2013/04/04",634.80
"Currency","2013/04/03",634.00
"Currency","2013/04/02",634.00
"Currency","2013/04/01",635.88
"Currency","2013/03/29",635.75
"Currency","2013/03/28",635.75
"Currency","2013/03/27",635.69
"Currency","2013/03/26",635.59
"Currency","2013/03/25",635.72
"Currency","2013/03/22",635.82
"Currency","2013/03/21",635.60
"Currency","2013/03/20",635.47
"Currency","2013/03/19",635.35
"Currency","2013/03/18",635.22
"Currency","2013/03/15",635.09
"Currency","2013/03/14",634.87
"Currency","2013/03/13",634.76
"Currency","2013/03/12",634.63
"Currency","2013/03/11",634.52
"Currency","2013/03/08",634.36
"Currency","2013/03/07",634.49
"Currency","2013/03/06",634.24
"Currency","2013/03/05",634.11
"Currency","2013/03/04",634.19
"Currency","2013/03/01",634.07
"Currency","2013/02/28",634.16
"Currency","2013/02/27",633.92
"Currency","2013/02/26",633.80
"Currency","2013/02/25",633.87
"Currency","2013/02/22",633.76
"Currency","2013/02/21",633.54
"Currency","2013/02/20",633.54
"Currency","2013/02/19",633.48
"Currency","2013/02/18",633.38
"Currency","2013/02/15",633.29
"Currency","2013/02/14",633.19
"Currency","2013/02/13",633.06
"Currency","2013/02/12",632.97
"Currency","2013/02/11",632.87
"Currency","2013/02/08",632.76
"Currency","2013/02/07",632.67
"Currency","2013/02/06",632.54
"Currency","2013/02/05",632.45
"Currency","2013/02/04",632.35
"Currency","2013/02/01",632.24
"Currency","2013/01/31",632.24
"Currency","2013/01/30",632.12
"Currency","2013/01/29",632.00
"Currency","2013/01/28",631.91
"Currency","2013/01/25",631.78
"Currency","2013/01/24",631.69
"Currency","2013/01/23",631.72
"Currency","2013/01/22",631.57
"Currency","2013/01/21",631.46
"Currency","2013/01/18",631.37
"Currency","2013/01/17",631.29
"Currency","2013/01/16",631.32
"Currency","2013/01/15",631.23
"Currency","2013/01/14",631.03
"Currency","2013/01/11",631.12
"Currency","2013/01/10",630.99
"Currency","2013/01/09",630.88
"Currency","2013/01/08",630.69
"Currency","2013/01/07",630.54
"Currency","2013/01/04",630.43
"Currency","2013/01/03",630.60
"Currency","2013/01/02",630.41
"Currency","2013/01/01",631.46
"Currency","2012/12/31",631.46
"Currency","2012/12/28",631.46
"Currency","2012/12/27",631.46
"Currency","2012/12/26",631.42
"Currency","2012/12/25",631.42
"Currency","2012/12/24",631.42
"Currency","2012/12/21",631.37
"Currency","2012/12/20",631.35
"Currency","2012/12/19",631.38
"Currency","2012/12/18",631.42
"Currency","2012/12/17",631.38
"Currency","2012/12/14",631.25
"Currency","2012/12/13",631.06
"Currency","2012/12/12",630.94
"Currency","2012/12/11",630.79
"Currency","2012/12/10",630.66
"Currency","2012/12/07",630.54
"Currency","2012/12/06",630.44
"Currency","2012/12/05",630.32
"Currency","2012/12/04",630.17
"Currency","2012/12/03",630.05
"Currency","2012/11/30",629.73
"Currency","2012/11/29",629.61
"Currency","2012/11/28",629.69
"Currency","2012/11/27",629.54
"Currency","2012/11/26",629.44
"Currency","2012/11/23",629.53
"Currency","2012/11/22",629.41
"Currency","2012/11/21",629.21
"Currency","2012/11/20",629.10
"Currency","2012/11/19",629.02
"Currency","2012/11/16",628.91
"Currency","2012/11/15",628.82
"Currency","2012/11/14",628.71
"Currency","2012/11/13",628.50
"Currency","2012/11/12",628.42
"Currency","2012/11/09",628.33
"Currency","2012/11/08",628.22
"Currency","2012/11/07",628.11
"Currency","2012/11/06",627.91
"Currency","2012/11/05",627.80
"Currency","2012/11/02",627.61
"Currency","2012/11/01",627.36
"Currency","2012/10/31",627.17
"Currency","2012/10/30",626.99
"Currency","2012/10/29",626.85
"Currency","2012/10/26",626.60
"Currency","2012/10/25",626.41
"Currency","2012/10/24",626.22
"Currency","2012/10/23",625.91
"Currency","2012/10/22",625.91
"Currency","2012/10/19",625.80
"Currency","2012/10/18",625.68
"Currency","2012/10/17",625.43
"Currency","2012/10/16",625.24
"Currency","2012/10/15",625.11
"Currency","2012/10/12",624.86
"Currency","2012/10/11",624.74
"Currency","2012/10/10",624.60
"Currency","2012/10/09",624.45
"Currency","2012/10/08",624.29
"Currency","2012/10/05",624.10
"Currency","2012/10/04",623.85
"Currency","2012/10/03",623.42
"Currency","2012/10/02",623.42
"Currency","2012/10/01",623.04
"Currency","2012/09/28",622.73
"Currency","2012/09/27",622.36
"Currency","2012/09/26",622.11
"Currency","2012/09/25",621.39
"Currency","2012/09/24",621.39
"Currency","2012/09/21",620.64
"Currency","2012/09/20",620.64
"Currency","2012/09/19",618.91
"Currency","2012/09/18",618.91
"Currency","2012/09/17",616.56
"Currency","2012/09/14",616.19
"Currency","2012/09/13",615.96
"Currency","2012/09/12",615.16
"Currency","2012/09/11",615.16
"Currency","2012/09/10",615.40
"Currency","2012/09/07",615.16
"Currency","2012/09/06",615.16
"Currency","2012/09/05",614.85
"Currency","2012/09/04",614.85
"Currency","2012/09/03",614.37
"Currency","2012/08/31",614.37
"Currency","2012/08/30",614.37
"Currency","2012/08/29",614.04
"Currency","2012/08/28",614.04
"Currency","2012/08/27",613.67
"Currency","2012/08/24",613.67
"Currency","2012/08/23",613.67
"Currency","2012/08/22",613.56
"Currency","2012/08/21",613.47
"Currency","2012/08/20",613.47
"Currency","2012/08/17",613.47
"Currency","2012/08/16",613.47
"Currency","2012/08/15",613.47
"Currency","2012/08/14",613.47
"Currency","2012/08/13",613.47
"Currency","2012/08/10",613.40
"Currency","2012/08/09",613.29
"Currency","2012/08/08",613.18
"Currency","2012/08/07",613.37
"Currency","2012/08/06",613.26
"Currency","2012/08/03",613.19
"Currency","2012/08/02",613.19
"Currency","2012/08/01",612.99
"Currency","2012/07/31",612.99
"Currency","2012/07/30",613.10
"Currency","2012/07/27",613.10
"Currency","2012/07/26",613.21
"Currency","2012/07/25",613.31
"Currency","2012/07/24",613.25
"Currency","2012/07/23",613.15
"Currency","2012/07/20",613.05
"Currency","2012/07/19",613.10
"Currency","2012/07/18",613.04
"Currency","2012/07/17",613.16
"Currency","2012/07/16",612.99
"Currency","2012/07/13",612.99
"Currency","2012/07/12",612.99
"Currency","2012/07/11",612.84
"Currency","2012/07/10",612.66
"Currency","2012/07/09",612.62
"Currency","2012/07/06",612.49
"Currency","2012/07/05",612.46
"Currency","2012/07/04",612.27
"Currency","2012/07/03",612.27
"Currency","2012/07/02",612.43
"Currency","2012/06/29",612.43
"Currency","2012/06/28",611.93
"Currency","2012/06/27",611.43
"Currency","2012/06/26",611.12
"Currency","2012/06/25",610.62
"Currency","2012/06/22",610.13
"Currency","2012/06/21",609.88
"Currency","2012/06/20",609.75
"Currency","2012/06/19",609.71
"Currency","2012/06/18",609.44
"Currency","2012/06/15",609.44
"Currency","2012/06/14",609.26
"Currency","2012/06/13",609.26
"Currency","2012/06/12",609.21
"Currency","2012/06/11",609.21
"Currency","2012/06/08",609.26
"Currency","2012/06/07",609.26
"Currency","2012/06/06",609.41
"Currency","2012/06/05",609.24
"Currency","2012/06/04",609.42
"Currency","2012/06/01",609.32
"Currency","2012/05/31",609.31
"Currency","2012/05/30",609.28
"Currency","2012/05/29",609.23
"Currency","2012/05/28",609.18
"Currency","2012/05/25",609.18
"Currency","2012/05/24",609.12
"Currency","2012/05/23",609.00
"Currency","2012/05/22",608.78
"Currency","2012/05/21",608.59
"Currency","2012/05/18",608.47
"Currency","2012/05/17",608.26
"Currency","2012/05/16",608.32
"Currency","2012/05/15",608.44
"Currency","2012/05/14",608.26
"Currency","2012/05/11",608.26
"Currency","2012/05/10",608.16
"Currency","2012/05/09",608.28
"Currency","2012/05/08",608.28
"Currency","2012/05/07",608.12
"Currency","2012/05/04",607.94
"Currency","2012/05/03",608.06
"Currency","2012/05/02",608.25
"Currency","2012/05/01",608.13
"Currency","2012/04/30",608.13
"Currency","2012/04/27",607.68
"Currency","2012/04/26",608.04
"Currency","2012/04/25",607.55
"Currency","2012/04/24",607.05
"Currency","2012/04/23",606.75
"Currency","2012/04/20",606.99
"Currency","2012/04/19",607.29
"Currency","2012/04/18",607.10
"Currency","2012/04/17",606.60
"Currency","2012/04/16",606.45
"Currency","2012/04/13",606.75
"Currency","2012/04/12",607.00
"Currency","2012/04/11",606.77
"Currency","2012/04/10",606.57
"Currency","2012/04/09",606.82
"Currency","2012/04/06",606.56
"Currency","2012/04/05",606.56
"Currency","2012/04/04",606.59
"Currency","2012/04/03",606.59
"Currency","2012/04/02",606.83
"Currency","2012/03/30",607.20
"Currency","2012/03/29",607.20
"Currency","2012/03/28",607.16
"Currency","2012/03/27",607.13
"Currency","2012/03/26",607.13
"Currency","2012/03/23",607.13
"Currency","2012/03/22",607.13
"Currency","2012/03/21",607.08
"Currency","2012/03/20",606.96
"Currency","2012/03/19",606.84
"Currency","2012/03/16",606.72
"Currency","2012/03/15",607.08
"Currency","2012/03/14",606.96
"Currency","2012/03/13",606.84
"Currency","2012/03/12",606.72
"Currency","2012/03/09",606.72
"Currency","2012/03/08",606.22
"Currency","2012/03/07",605.98
"Currency","2012/03/06",605.98
"Currency","2012/03/05",606.16
"Currency","2012/03/02",606.34
"Currency","2012/03/01",606.22
"Currency","2012/02/29",605.75
"Currency","2012/02/28",605.51
"Currency","2012/02/27",605.01
"Currency","2012/02/24",605.00
"Currency","2012/02/23",604.51
"Currency","2012/02/22",605.00
"Currency","2012/02/21",605.36
"Currency","2012/02/20",605.85
"Currency","2012/02/17",605.85
"Currency","2012/02/16",605.90
"Currency","2012/02/15",605.95
"Currency","2012/02/14",604.91
"Currency","2012/02/13",604.91
"Currency","2012/02/10",604.91
"Currency","2012/02/09",604.55
"Currency","2012/02/08",604.55
"Currency","2012/02/07",604.55
"Currency","2012/02/06",604.37
"Currency","2012/02/03",604.37
"Currency","2012/02/02",604.69
"Currency","2012/02/01",604.69
"Currency","2012/01/31",604.69
"Currency","2012/01/30",604.54
"Currency","2012/01/27",604.38
"Currency","2012/01/26",604.50
"Currency","2012/01/25",604.56
"Currency","2012/01/24",604.19
"Currency","2012/01/23",604.19
"Currency","2012/01/20",604.19
"Currency","2012/01/19",604.42
"Currency","2012/01/18",604.26
"Currency","2012/01/17",604.46
"Currency","2012/01/16",604.38
"Currency","2012/01/13",604.41
"Currency","2012/01/12",604.49
"Currency","2012/01/11",604.49
"Currency","2012/01/10",603.96
"Currency","2012/01/09",603.96
"Currency","2012/01/06",603.96
"Currency","2012/01/05",603.96
"Currency","2012/01/04",603.96
"Currency","2012/01/03",603.96
"Currency","2012/01/02",604.14
"Currency","2011/12/30",604.14
"Currency","2011/12/29",603.58
"Currency","2011/12/28",603.58
"Currency","2011/12/27",603.58
"Currency","2011/12/26",603.58
"Currency","2011/12/23",603.58
"Currency","2011/12/22",603.58
"Currency","2011/12/21",603.58
"Currency","2011/12/20",603.82
"Currency","2011/12/19",603.62
"Currency","2011/12/16",603.48
"Currency","2011/12/15",603.23
"Currency","2011/12/14",603.59
"Currency","2011/12/13",603.35
"Currency","2011/12/12",602.81
"Currency","2011/12/09",602.81
"Currency","2011/12/08",603.30
"Currency","2011/12/07",603.26
"Currency","2011/12/06",603.13
"Currency","2011/12/05",602.83
"Currency","2011/12/02",602.83
"Currency","2011/12/01",602.83
"Currency","2011/11/30",602.65
"Currency","2011/11/29",602.22
"Currency","2011/11/28",602.22
"Currency","2011/11/25",602.22
"Currency","2011/11/24",601.52
"Currency","2011/11/23",601.52
"Currency","2011/11/22",601.52
"Currency","2011/11/21",601.77
"Currency","2011/11/18",601.50
"Currency","2011/11/17",601.31
"Currency","2011/11/16",601.31
"Currency","2011/11/15",601.31
"Currency","2011/11/14",601.31
"Currency","2011/11/11",602.02
"Currency","2011/11/10",601.84
"Currency","2011/11/09",601.59
"Currency","2011/11/08",601.09
"Currency","2011/11/07",601.33
"Currency","2011/11/04",601.63
"Currency","2011/11/03",601.88
"Currency","2011/11/02",602.13
"Currency","2011/11/01",602.38
"Currency","2011/10/31",601.88
"Currency","2011/10/28",601.88
"Currency","2011/10/27",601.62
"Currency","2011/10/26",601.36
"Currency","2011/10/25",601.36
"Currency","2011/10/24",601.66
"Currency","2011/10/21",601.48
"Currency","2011/10/20",601.30
"Currency","2011/10/19",601.54
"Currency","2011/10/18",601.78
"Currency","2011/10/17",601.28
"Currency","2011/10/14",601.28
"Currency","2011/10/13",600.78
"Currency","2011/10/12",601.26
"Currency","2011/10/11",601.26
"Currency","2011/10/10",601.12
"Currency","2011/10/07",601.09
"Currency","2011/10/06",601.09
"Currency","2011/10/05",601.09
"Currency","2011/10/04",600.59
"Currency","2011/10/03",600.59
"Currency","2011/09/30",599.98
"Currency","2011/09/29",599.86
"Currency","2011/09/28",600.10
"Currency","2011/09/27",599.74
"Currency","2011/09/26",599.50
"Currency","2011/09/23",599.50
"Currency","2011/09/22",599.80
"Currency","2011/09/21",599.68
"Currency","2011/09/20",599.92
"Currency","2011/09/19",600.16
