"Indicator","Time","Value (USD/NGN)"
"Currency","1969/07/31",0.71
"Currency","1969/06/30",0.71
"Currency","1969/05/31",0.71
"Currency","1969/04/30",0.71
"Currency","1969/03/31",0.71
"Currency","1969/02/28",0.71
"Currency","1969/01/31",0.71
"Currency","1968/12/31",0.71
"Currency","1968/11/30",0.71
"Currency","1968/10/31",0.71
"Currency","1968/09/30",0.71
"Currency","1968/08/31",0.71
"Currency","1968/07/31",0.71
"Currency","1968/06/30",0.71
"Currency","1968/05/31",0.71
"Currency","1968/04/30",0.71
"Currency","1968/03/31",0.71
"Currency","1968/02/29",0.71
"Currency","1968/01/31",0.71
"Currency","1967/12/31",0.71
"Currency","1967/11/30",0.71
"Currency","1967/10/31",0.71
"Currency","1967/09/30",0.71
"Currency","1967/08/31",0.71
"Currency","1967/07/31",0.71
"Currency","1967/06/30",0.71
"Currency","1967/05/31",0.71
"Currency","1967/04/30",0.71
"Currency","1967/03/31",0.71
"Currency","1967/02/28",0.71
"Currency","1967/01/31",0.71
"Currency","1966/12/31",0.71
"Currency","1966/11/30",0.71
"Currency","1966/10/31",0.71
"Currency","1966/09/30",0.71
"Currency","1966/08/31",0.71
"Currency","1966/07/31",0.71
"Currency","1966/06/30",0.71
"Currency","1966/05/31",0.71
"Currency","1966/04/30",0.71
"Currency","1966/03/31",0.71
"Currency","1966/02/28",0.71
"Currency","1966/01/31",0.71
"Currency","1965/12/31",0.71
"Currency","1965/11/30",0.71
"Currency","1965/10/31",0.71
"Currency","1965/09/30",0.71
"Currency","1965/08/31",0.71
"Currency","1965/07/31",0.71
"Currency","1965/06/30",0.71
"Currency","1965/05/31",0.71
"Currency","1965/04/30",0.71
"Currency","1965/03/31",0.71
"Currency","1965/02/28",0.71
"Currency","1965/01/31",0.71
"Currency","1964/12/31",0.71
"Currency","1964/11/30",0.71
"Currency","1964/10/31",0.71
"Currency","1964/09/30",0.71
"Currency","1964/08/31",0.71
"Currency","1964/07/31",0.71
"Currency","1964/06/30",0.71
"Currency","1964/05/31",0.71
"Currency","1964/04/30",0.71
"Currency","1964/03/31",0.71
"Currency","1964/02/29",0.71
"Currency","1964/01/31",0.71
"Currency","1963/12/31",0.71
"Currency","1963/11/30",0.71
"Currency","1963/10/31",0.71
"Currency","1963/09/30",0.71
"Currency","1963/08/31",0.71
"Currency","1963/07/31",0.71
"Currency","1963/06/30",0.71
"Currency","1963/05/31",0.71
"Currency","1963/04/30",0.71
"Currency","1963/03/31",0.71
"Currency","1963/02/28",0.71
"Currency","1963/01/31",0.71
"Currency","1962/12/31",0.71
"Currency","1962/11/30",0.71
"Currency","1962/10/31",0.71
"Currency","1962/09/30",0.71
"Currency","1962/08/31",0.71
"Currency","1962/07/31",0.71
"Currency","1962/06/30",0.71
"Currency","1962/05/31",0.71
"Currency","1962/04/30",0.71
"Currency","1962/03/31",0.71
"Currency","1962/02/28",0.71
"Currency","1962/01/31",0.71
"Currency","1961/12/31",0.71
"Currency","1961/11/30",0.71
"Currency","1961/10/31",0.71
"Currency","1961/09/30",0.71
"Currency","1961/08/31",0.71
"Currency","1961/07/31",0.71
"Currency","1961/06/30",0.71
"Currency","1961/05/31",0.71
"Currency","1961/04/30",0.71
"Currency","1961/03/31",0.71
"Currency","1961/02/28",0.71
"Currency","1961/01/31",0.71
"Currency","1960/12/31",0.71
"Currency","1960/11/30",0.71
"Currency","1960/10/31",0.71
"Currency","1960/09/30",0.71
"Currency","1960/08/31",0.71
"Currency","1960/07/31",0.71
"Currency","1960/06/30",0.71
"Currency","1960/05/31",0.71
"Currency","1960/04/30",0.71
"Currency","1960/03/31",0.71
"Currency","1960/02/29",0.71
"Currency","1960/01/31",0.71
"","",""
"Data Source: http://www.tradingeconomics.com","",""
"Downloaded from http://vam.wfp.org on 11 Jun 2018","",""
