"Indicator","Time","Value (USD/NGN)"
"Currency","2008/12/19",133.11
"Currency","2008/12/18",133.75
"Currency","2008/12/17",130.55
"Currency","2008/12/16",130.02
"Currency","2008/12/15",131.19
"Currency","2008/12/12",133.11
"Currency","2008/12/11",130.66
"Currency","2008/12/10",127.97
"Currency","2008/12/09",128.26
"Currency","2008/12/08",127.97
"Currency","2008/12/05",122.34
"Currency","2008/12/04",121.41
"Currency","2008/12/03",124.35
"Currency","2008/12/02",121.76
"Currency","2008/12/01",118.08
"Currency","2008/11/30",117.74
"Currency","2008/11/28",118.22
"Currency","2008/11/27",117.30
"Currency","2008/11/26",116.35
"Currency","2008/11/25",114.09
"Currency","2008/11/24",113.12
"Currency","2008/11/21",115.31
"Currency","2008/11/20",116.16
"Currency","2008/11/19",116.69
"Currency","2008/11/18",115.32
"Currency","2008/11/17",115.44
"Currency","2008/11/14",116.58
"Currency","2008/11/13",113.11
"Currency","2008/11/12",116.59
"Currency","2008/11/11",117.57
"Currency","2008/11/10",116.93
"Currency","2008/11/07",115.98
"Currency","2008/11/06",117.27
"Currency","2008/11/05",115.60
"Currency","2008/11/04",113.24
"Currency","2008/11/03",117.52
"Currency","2008/10/31",115.56
"Currency","2008/10/30",117.15
"Currency","2008/10/29",114.14
"Currency","2008/10/28",112.96
"Currency","2008/10/27",115.16
"Currency","2008/10/24",115.19
"Currency","2008/10/23",114.17
"Currency","2008/10/22",115.73
"Currency","2008/10/21",117.07
"Currency","2008/10/20",116.65
"Currency","2008/10/17",115.33
"Currency","2008/10/16",115.62
"Currency","2008/10/15",117.65
"Currency","2008/10/14",116.42
"Currency","2008/10/13",115.63
"Currency","2008/10/10",116.74
"Currency","2008/10/09",116.47
"Currency","2008/10/08",116.17
"Currency","2008/10/07",115.28
"Currency","2008/10/06",116.08
"Currency","2008/10/03",116.42
"Currency","2008/10/02",116.28
"Currency","2008/10/01",116.59
"Currency","2008/09/30",117.34
"Currency","2008/09/29",115.30
"Currency","2008/09/26",115.46
"Currency","2008/09/25",116.04
"Currency","2008/09/24",115.93
"Currency","2008/09/23",116.64
"Currency","2008/09/22",113.97
"Currency","2008/09/19",114.07
"Currency","2008/09/18",117.03
"Currency","2008/09/17",114.56
"Currency","2008/09/16",116.19
"Currency","2008/09/15",114.78
"Currency","2008/09/12",114.76
"Currency","2008/09/11",115.01
"Currency","2008/09/10",116.49
"Currency","2008/09/09",116.09
"Currency","2008/09/08",116.46
"Currency","2008/09/05",115.06
"Currency","2008/09/04",117.51
"Currency","2008/09/03",114.93
"Currency","2008/09/02",118.05
"Currency","2008/09/01",115.84
"Currency","2008/08/31",117.74
"Currency","2008/08/29",115.96
"Currency","2008/08/28",116.25
"Currency","2008/08/27",116.03
"Currency","2008/08/26",115.24
"Currency","2008/08/25",117.90
"Currency","2008/08/22",117.95
"Currency","2008/08/21",118.00
"Currency","2008/08/20",118.00
"Currency","2008/08/19",118.00
"Currency","2008/08/18",117.95
"Currency","2008/08/15",117.95
"Currency","2008/08/14",118.50
"Currency","2008/08/13",118.50
"Currency","2008/08/12",118.53
"Currency","2008/08/11",118.55
"Currency","2008/08/08",118.50
"Currency","2008/08/07",118.55
"Currency","2008/08/06",118.50
"Currency","2008/08/05",118.53
"Currency","2008/08/04",118.50
"Currency","2008/08/01",117.95
"Currency","2008/07/31",115.97
"Currency","2008/07/30",115.87
"Currency","2008/07/29",116.89
"Currency","2008/07/28",116.02
"Currency","2008/07/25",115.94
"Currency","2008/07/24",115.88
"Currency","2008/07/23",115.90
"Currency","2008/07/22",115.73
"Currency","2008/07/21",116.01
"Currency","2008/07/18",115.83
"Currency","2008/07/17",115.80
"Currency","2008/07/16",116.72
"Currency","2008/07/15",116.63
"Currency","2008/07/14",115.55
"Currency","2008/07/11",115.66
"Currency","2008/07/10",115.87
"Currency","2008/07/09",115.58
"Currency","2008/07/08",115.88
"Currency","2008/07/07",115.43
"Currency","2008/07/04",115.61
"Currency","2008/07/03",117.35
"Currency","2008/07/02",115.14
"Currency","2008/07/01",118.02
"Currency","2008/06/30",116.05
"Currency","2008/06/27",115.64
"Currency","2008/06/26",115.60
"Currency","2008/06/25",115.29
"Currency","2008/06/24",115.77
"Currency","2008/06/23",115.84
"Currency","2008/06/20",115.74
"Currency","2008/06/19",115.60
"Currency","2008/06/18",115.49
"Currency","2008/06/17",115.83
"Currency","2008/06/16",115.80
"Currency","2008/06/13",115.92
"Currency","2008/06/12",115.65
"Currency","2008/06/11",115.73
"Currency","2008/06/10",116.19
"Currency","2008/06/09",117.04
"Currency","2008/06/06",115.89
"Currency","2008/06/05",114.41
"Currency","2008/06/04",116.18
"Currency","2008/06/03",117.05
"Currency","2008/06/02",115.85
"Currency","2008/05/31",117.83
"Currency","2008/05/30",115.87
"Currency","2008/05/29",116.23
"Currency","2008/05/28",116.14
"Currency","2008/05/27",116.51
"Currency","2008/05/26",115.75
"Currency","2008/05/23",115.54
"Currency","2008/05/22",116.12
"Currency","2008/05/21",115.77
"Currency","2008/05/20",115.95
"Currency","2008/05/19",116.32
"Currency","2008/05/16",115.83
"Currency","2008/05/15",116.33
"Currency","2008/05/14",115.56
"Currency","2008/05/13",115.84
"Currency","2008/05/12",115.38
"Currency","2008/05/09",116.01
"Currency","2008/05/08",115.59
"Currency","2008/05/07",116.18
"Currency","2008/05/06",115.79
"Currency","2008/05/05",115.56
"Currency","2008/05/02",116.18
"Currency","2008/05/01",128.10
"Currency","2008/04/30",115.39
"Currency","2008/04/29",115.96
"Currency","2008/04/28",115.93
"Currency","2008/04/25",115.42
"Currency","2008/04/24",116.29
"Currency","2008/04/23",115.92
"Currency","2008/04/22",115.40
"Currency","2008/04/21",115.68
"Currency","2008/04/18",115.70
"Currency","2008/04/17",115.93
"Currency","2008/04/16",115.59
"Currency","2008/04/15",115.87
"Currency","2008/04/14",115.47
"Currency","2008/04/11",115.42
"Currency","2008/04/10",116.39
"Currency","2008/04/09",114.56
"Currency","2008/04/08",115.74
"Currency","2008/04/07",115.50
"Currency","2008/04/04",115.60
"Currency","2008/04/03",114.64
"Currency","2008/04/02",115.20
"Currency","2008/04/01",128.10
"Currency","2008/03/31",115.56
"Currency","2008/03/28",115.65
"Currency","2008/03/27",115.03
"Currency","2008/03/26",114.18
"Currency","2008/03/25",114.52
"Currency","2008/03/24",114.95
"Currency","2008/03/21",112.91
"Currency","2008/03/20",114.71
"Currency","2008/03/19",115.07
"Currency","2008/03/18",114.66
"Currency","2008/03/17",114.68
"Currency","2008/03/14",114.22
"Currency","2008/03/13",114.69
"Currency","2008/03/12",114.51
"Currency","2008/03/11",115.73
"Currency","2008/03/10",114.72
"Currency","2008/03/07",115.00
"Currency","2008/03/06",114.91
"Currency","2008/03/05",114.94
"Currency","2008/03/04",115.13
"Currency","2008/03/03",114.95
"Currency","2008/02/29",115.23
"Currency","2008/02/28",114.40
"Currency","2008/02/27",114.76
"Currency","2008/02/26",114.30
"Currency","2008/02/25",115.11
"Currency","2008/02/22",115.46
"Currency","2008/02/21",114.68
"Currency","2008/02/20",114.89
"Currency","2008/02/19",115.69
"Currency","2008/02/18",115.36
"Currency","2008/02/15",115.50
"Currency","2008/02/14",115.41
"Currency","2008/02/13",115.54
"Currency","2008/02/12",115.13
"Currency","2008/02/11",115.76
"Currency","2008/02/08",115.31
"Currency","2008/02/07",116.65
"Currency","2008/02/06",115.63
"Currency","2008/02/05",115.95
"Currency","2008/02/04",115.68
"Currency","2008/02/01",115.80
"Currency","2008/01/31",116.06
"Currency","2008/01/30",115.55
"Currency","2008/01/29",116.05
"Currency","2008/01/28",115.20
"Currency","2008/01/25",115.90
"Currency","2008/01/24",116.50
"Currency","2008/01/23",115.20
"Currency","2008/01/22",114.17
"Currency","2008/01/21",115.49
"Currency","2008/01/18",115.20
"Currency","2008/01/17",115.80
"Currency","2008/01/16",116.68
"Currency","2008/01/15",116.40
"Currency","2008/01/14",116.30
"Currency","2008/01/11",116.01
"Currency","2008/01/10",114.98
"Currency","2008/01/09",116.36
"Currency","2008/01/08",116.30
"Currency","2008/01/07",116.30
"Currency","2008/01/04",115.63
"Currency","2008/01/03",116.15
"Currency","2008/01/02",116.12
"Currency","2008/01/01",117.33
"Currency","2007/12/31",117.33
"Currency","2007/12/28",115.96
"Currency","2007/12/27",115.24
"Currency","2007/12/26",128.10
"Currency","2007/12/25",115.51
"Currency","2007/12/24",115.56
"Currency","2007/12/21",115.63
"Currency","2007/12/20",116.20
"Currency","2007/12/19",116.34
"Currency","2007/12/18",128.10
"Currency","2007/12/17",116.01
"Currency","2007/12/14",116.79
"Currency","2007/12/13",116.81
"Currency","2007/12/12",115.77
"Currency","2007/12/11",116.38
"Currency","2007/12/10",115.77
"Currency","2007/12/07",116.01
"Currency","2007/12/06",116.08
"Currency","2007/12/05",117.53
"Currency","2007/12/04",116.34
"Currency","2007/12/03",116.48
"Currency","2007/11/30",117.90
"Currency","2007/11/29",116.71
"Currency","2007/11/28",116.06
"Currency","2007/11/27",117.03
"Currency","2007/11/26",128.10
"Currency","2007/11/23",116.77
"Currency","2007/11/22",116.77
"Currency","2007/11/21",116.59
"Currency","2007/11/20",116.74
"Currency","2007/11/19",116.94
"Currency","2007/11/16",116.84
"Currency","2007/11/15",117.30
"Currency","2007/11/14",117.52
"Currency","2007/11/13",116.94
"Currency","2007/11/12",117.36
"Currency","2007/11/09",116.81
"Currency","2007/11/08",117.58
"Currency","2007/11/07",117.87
"Currency","2007/11/06",118.13
"Currency","2007/11/05",118.91
"Currency","2007/11/02",119.07
"Currency","2007/11/01",119.25
"Currency","2007/10/31",118.99
"Currency","2007/10/30",118.70
"Currency","2007/10/29",119.19
"Currency","2007/10/26",118.53
"Currency","2007/10/25",119.47
"Currency","2007/10/24",119.18
"Currency","2007/10/23",119.27
"Currency","2007/10/22",120.75
"Currency","2007/10/19",120.82
"Currency","2007/10/18",122.00
"Currency","2007/10/17",121.87
"Currency","2007/10/16",122.26
"Currency","2007/10/15",122.75
"Currency","2007/10/12",122.57
"Currency","2007/10/11",122.64
"Currency","2007/10/10",122.60
"Currency","2007/10/09",122.02
"Currency","2007/10/08",122.91
"Currency","2007/10/05",122.38
"Currency","2007/10/04",122.30
"Currency","2007/10/03",123.48
"Currency","2007/10/02",122.98
"Currency","2007/10/01",122.96
"Currency","2007/09/30",125.88
"Currency","2007/09/28",122.34
"Currency","2007/09/27",123.13
"Currency","2007/09/26",123.26
"Currency","2007/09/25",122.84
"Currency","2007/09/24",123.60
"Currency","2007/09/21",123.06
"Currency","2007/09/20",123.09
"Currency","2007/09/19",123.40
"Currency","2007/09/18",122.48
"Currency","2007/09/17",123.97
"Currency","2007/09/14",123.80
"Currency","2007/09/13",124.00
"Currency","2007/09/12",123.61
"Currency","2007/09/11",123.74
"Currency","2007/09/07",123.17
"Currency","2007/09/06",123.63
"Currency","2007/09/05",123.44
"Currency","2007/09/04",123.60
"Currency","2007/09/03",124.05
"Currency","2007/08/31",124.40
"Currency","2007/08/30",123.81
"Currency","2007/08/29",123.66
"Currency","2007/08/28",124.79
"Currency","2007/08/27",124.45
"Currency","2007/08/24",123.71
"Currency","2007/08/23",124.46
"Currency","2007/08/22",123.50
"Currency","2007/08/21",124.44
"Currency","2007/08/20",124.42
"Currency","2007/08/17",123.78
"Currency","2007/08/16",123.78
"Currency","2007/08/15",124.76
"Currency","2007/08/14",124.68
"Currency","2007/08/13",125.27
"Currency","2007/08/10",124.40
"Currency","2007/08/09",125.34
"Currency","2007/08/08",124.66
"Currency","2007/08/07",125.22
"Currency","2007/08/06",124.86
"Currency","2007/08/03",124.01
"Currency","2007/08/02",124.58
"Currency","2007/08/01",124.66
"Currency","2007/07/31",125.02
"Currency","2007/07/30",124.65
"Currency","2007/07/27",124.99
"Currency","2007/07/26",124.63
"Currency","2007/07/25",125.01
"Currency","2007/07/24",124.84
"Currency","2007/07/23",124.99
"Currency","2007/07/20",124.54
"Currency","2007/07/19",125.09
"Currency","2007/07/18",124.89
"Currency","2007/07/17",124.88
"Currency","2007/07/16",125.34
"Currency","2007/07/13",124.79
"Currency","2007/07/12",125.20
"Currency","2007/07/11",125.13
"Currency","2007/07/10",123.90
"Currency","2007/07/09",125.07
"Currency","2007/07/06",124.76
"Currency","2007/07/05",125.51
"Currency","2007/07/04",125.00
"Currency","2007/07/03",125.11
"Currency","2007/07/02",124.64
"Currency","2007/06/30",127.41
"Currency","2007/06/29",124.58
"Currency","2007/06/28",125.24
"Currency","2007/06/27",125.18
"Currency","2007/06/26",125.21
"Currency","2007/06/25",125.05
"Currency","2007/06/22",124.93
"Currency","2007/06/21",125.21
"Currency","2007/06/20",125.57
"Currency","2007/06/19",124.97
"Currency","2007/06/18",125.10
"Currency","2007/06/15",124.41
"Currency","2007/06/14",125.28
"Currency","2007/06/13",124.90
"Currency","2007/06/12",125.50
"Currency","2007/06/11",125.20
"Currency","2007/06/08",125.02
"Currency","2007/06/07",125.68
"Currency","2007/06/06",125.50
"Currency","2007/06/05",125.26
"Currency","2007/06/04",124.99
"Currency","2007/06/01",125.18
"Currency","2007/05/31",125.29
"Currency","2007/05/30",125.25
"Currency","2007/05/29",125.86
"Currency","2007/05/28",125.33
"Currency","2007/05/25",125.29
"Currency","2007/05/24",125.39
"Currency","2007/05/23",122.40
"Currency","2007/05/22",122.39
"Currency","2007/05/21",122.32
"Currency","2007/05/18",122.13
"Currency","2007/05/17",123.32
"Currency","2007/05/16",123.13
"Currency","2007/05/15",121.85
"Currency","2007/05/14",122.58
"Currency","2007/05/11",121.95
"Currency","2007/05/10",122.98
"Currency","2007/05/09",122.38
"Currency","2007/05/08",122.44
"Currency","2007/05/07",122.66
"Currency","2007/05/04",122.04
"Currency","2007/05/03",122.69
"Currency","2007/05/02",121.99
"Currency","2007/05/01",122.39
"Currency","2007/04/30",122.07
"Currency","2007/04/27",121.97
"Currency","2007/04/26",122.51
"Currency","2007/04/25",122.35
"Currency","2007/04/24",122.28
"Currency","2007/04/23",122.59
"Currency","2007/04/20",122.98
"Currency","2007/04/19",122.58
"Currency","2007/04/18",122.91
"Currency","2007/04/17",122.61
"Currency","2007/04/16",123.23
"Currency","2007/04/13",122.94
"Currency","2007/04/12",122.60
"Currency","2007/04/11",122.69
"Currency","2007/04/10",122.74
"Currency","2007/04/09",122.91
"Currency","2007/04/06",122.53
"Currency","2007/04/05",122.27
"Currency","2007/04/04",122.70
"Currency","2007/04/03",123.21
"Currency","2007/04/02",122.57
"Currency","2007/03/31",128.15
"Currency","2007/03/30",122.09
"Currency","2007/03/29",122.98
"Currency","2007/03/28",123.07
"Currency","2007/03/27",122.77
"Currency","2007/03/26",122.11
"Currency","2007/03/23",123.20
"Currency","2007/03/22",122.89
"Currency","2007/03/21",122.30
"Currency","2007/03/20",122.68
"Currency","2007/03/19",122.74
"Currency","2007/03/16",123.04
"Currency","2007/03/15",122.64
"Currency","2007/03/14",122.63
"Currency","2007/03/13",122.91
"Currency","2007/03/12",122.76
"Currency","2007/03/09",123.29
"Currency","2007/03/08",123.00
"Currency","2007/03/07",122.39
"Currency","2007/03/06",122.78
"Currency","2007/03/05",122.96
"Currency","2007/03/02",123.47
"Currency","2007/03/01",123.40
"Currency","2007/02/28",122.66
"Currency","2007/02/27",122.77
"Currency","2007/02/26",122.64
"Currency","2007/02/23",122.47
"Currency","2007/02/22",122.57
"Currency","2007/02/21",122.86
"Currency","2007/02/20",122.82
"Currency","2007/02/19",122.77
"Currency","2007/02/16",122.70
"Currency","2007/02/15",122.73
"Currency","2007/02/14",122.18
"Currency","2007/02/13",122.53
"Currency","2007/02/12",122.63
"Currency","2007/02/09",122.79
"Currency","2007/02/08",122.30
"Currency","2007/02/07",122.50
"Currency","2007/02/06",122.50
"Currency","2007/02/05",122.81
"Currency","2007/02/02",123.40
"Currency","2007/02/01",123.19
"Currency","2007/01/31",121.86
"Currency","2007/01/30",122.74
"Currency","2007/01/29",122.35
"Currency","2007/01/26",122.60
"Currency","2007/01/25",123.23
"Currency","2007/01/24",123.01
"Currency","2007/01/23",122.73
"Currency","2007/01/22",122.74
"Currency","2007/01/19",122.71
"Currency","2007/01/18",122.50
"Currency","2007/01/17",122.52
"Currency","2007/01/16",123.31
"Currency","2007/01/15",122.63
"Currency","2007/01/12",122.57
"Currency","2007/01/11",123.40
"Currency","2007/01/10",123.66
"Currency","2007/01/09",123.11
"Currency","2007/01/08",122.61
"Currency","2007/01/05",123.82
"Currency","2007/01/04",123.07
"Currency","2007/01/03",123.46
"Currency","2007/01/02",123.48
"Currency","2007/01/01",123.21
"Currency","2006/12/31",128.29
"Currency","2006/12/29",123.31
"Currency","2006/12/28",123.22
"Currency","2006/12/27",123.62
"Currency","2006/12/26",124.08
"Currency","2006/12/25",123.74
"Currency","2006/12/22",123.94
"Currency","2006/12/21",123.28
"Currency","2006/12/20",123.35
"Currency","2006/12/19",122.60
"Currency","2006/12/18",122.90
"Currency","2006/12/15",123.03
"Currency","2006/12/14",123.26
"Currency","2006/12/13",123.61
"Currency","2006/12/12",122.55
"Currency","2006/12/11",122.34
"Currency","2006/12/08",123.84
"Currency","2006/12/07",123.10
"Currency","2006/12/06",123.03
"Currency","2006/12/05",123.12
"Currency","2006/12/04",122.76
"Currency","2006/12/01",121.99
"Currency","2006/11/30",122.50
"Currency","2006/11/29",122.94
"Currency","2006/11/28",122.19
"Currency","2006/11/27",122.75
"Currency","2006/11/24",122.95
"Currency","2006/11/23",122.61
"Currency","2006/11/22",121.93
"Currency","2006/11/21",122.74
"Currency","2006/11/20",125.49
"Currency","2006/11/17",121.80
"Currency","2006/11/16",122.91
"Currency","2006/11/15",122.44
"Currency","2006/11/14",122.92
"Currency","2006/11/13",123.08
"Currency","2006/11/10",123.15
"Currency","2006/11/09",122.27
"Currency","2006/11/08",123.16
"Currency","2006/11/07",122.39
"Currency","2006/11/06",122.41
"Currency","2006/11/03",123.16
"Currency","2006/11/02",122.65
"Currency","2006/11/01",122.75
"Currency","2006/10/31",122.00
"Currency","2006/10/30",122.90
"Currency","2006/10/27",122.00
"Currency","2006/10/26",122.47
"Currency","2006/10/25",122.30
"Currency","2006/10/24",122.47
"Currency","2006/10/23",122.69
"Currency","2006/10/20",122.82
"Currency","2006/10/19",122.05
"Currency","2006/10/18",122.69
"Currency","2006/10/17",122.53
"Currency","2006/10/16",122.50
"Currency","2006/10/13",122.77
"Currency","2006/10/12",122.27
"Currency","2006/10/11",122.96
"Currency","2006/10/10",123.29
"Currency","2006/10/09",122.85
"Currency","2006/10/06",123.51
"Currency","2006/10/05",123.02
"Currency","2006/10/04",122.36
"Currency","2006/10/03",122.20
"Currency","2006/10/02",122.13
"Currency","2006/09/30",128.29
"Currency","2006/09/29",122.89
"Currency","2006/09/28",122.92
"Currency","2006/09/27",122.75
"Currency","2006/09/26",122.76
"Currency","2006/09/25",122.88
"Currency","2006/09/22",123.13
"Currency","2006/09/21",122.08
"Currency","2006/09/20",122.57
"Currency","2006/09/19",122.58
"Currency","2006/09/18",122.26
"Currency","2006/09/15",123.10
"Currency","2006/09/14",122.72
"Currency","2006/09/13",122.61
"Currency","2006/09/12",122.96
"Currency","2006/09/11",123.07
"Currency","2006/09/08",123.12
"Currency","2006/09/07",123.07
"Currency","2006/09/06",122.80
"Currency","2006/09/05",122.81
"Currency","2006/09/04",122.77
"Currency","2006/09/01",122.82
"Currency","2006/08/31",122.68
"Currency","2006/08/30",122.58
"Currency","2006/08/29",123.29
"Currency","2006/08/28",122.74
"Currency","2006/08/25",122.88
"Currency","2006/08/24",122.79
"Currency","2006/08/23",122.57
"Currency","2006/08/22",122.51
"Currency","2006/08/21",122.75
"Currency","2006/08/18",122.76
"Currency","2006/08/17",127.50
"Currency","2006/08/16",122.10
"Currency","2006/08/15",122.72
"Currency","2006/08/14",127.75
"Currency","2006/08/11",123.15
"Currency","2006/08/10",123.39
"Currency","2006/08/09",122.98
"Currency","2006/08/08",123.07
"Currency","2006/08/07",123.17
"Currency","2006/08/04",121.65
"Currency","2006/08/03",122.23
"Currency","2006/08/02",122.82
"Currency","2006/08/01",122.22
"Currency","2006/07/31",122.61
"Currency","2006/07/28",121.90
"Currency","2006/07/27",123.14
"Currency","2006/07/26",122.56
"Currency","2006/07/25",123.36
"Currency","2006/07/24",122.56
"Currency","2006/07/21",122.70
"Currency","2006/07/20",122.67
"Currency","2006/07/19",121.62
"Currency","2006/07/18",122.95
"Currency","2006/07/17",123.05
"Currency","2006/07/14",122.90
"Currency","2006/07/13",122.73
"Currency","2006/07/12",122.88
"Currency","2006/07/11",122.33
"Currency","2006/07/10",122.74
"Currency","2006/07/07",122.28
"Currency","2006/07/06",122.21
"Currency","2006/07/05",122.98
"Currency","2006/07/04",122.97
"Currency","2006/07/03",122.97
"Currency","2006/06/30",122.14
"Currency","2006/06/29",121.38
"Currency","2006/06/28",122.92
"Currency","2006/06/27",122.64
"Currency","2006/06/26",122.52
"Currency","2006/06/23",122.69
"Currency","2006/06/22",122.69
"Currency","2006/06/21",122.07
"Currency","2006/06/20",127.00
"Currency","2006/06/19",122.53
"Currency","2006/06/16",122.96
"Currency","2006/06/15",127.00
"Currency","2006/06/14",127.00
"Currency","2006/06/13",123.33
"Currency","2006/06/12",123.19
"Currency","2006/06/09",123.24
"Currency","2006/06/08",124.09
"Currency","2006/06/07",123.13
"Currency","2006/06/06",123.53
"Currency","2006/06/05",122.20
"Currency","2006/06/02",122.04
"Currency","2006/06/01",122.58
"Currency","2006/05/31",127.50
"Currency","2006/05/30",123.01
"Currency","2006/05/29",123.15
"Currency","2006/05/26",123.71
"Currency","2006/05/25",123.56
"Currency","2006/05/24",124.15
"Currency","2006/05/23",123.62
"Currency","2006/05/22",122.17
"Currency","2006/05/19",122.98
"Currency","2006/05/18",122.24
"Currency","2006/05/17",124.57
"Currency","2006/05/16",122.64
"Currency","2006/05/15",123.06
"Currency","2006/05/12",122.80
"Currency","2006/05/11",121.54
"Currency","2006/05/10",122.75
"Currency","2006/05/09",122.62
"Currency","2006/05/08",126.50
"Currency","2006/05/05",122.87
"Currency","2006/05/04",121.80
"Currency","2006/05/03",126.75
"Currency","2006/05/02",126.75
"Currency","2006/05/01",122.11
"Currency","2006/04/30",128.47
"Currency","2006/04/28",122.98
"Currency","2006/04/27",127.00
"Currency","2006/04/26",127.00
"Currency","2006/04/25",122.40
"Currency","2006/04/24",122.90
"Currency","2006/04/21",122.77
"Currency","2006/04/20",122.88
"Currency","2006/04/19",122.85
"Currency","2006/04/18",122.80
"Currency","2006/04/17",127.50
"Currency","2006/04/14",122.57
"Currency","2006/04/13",127.00
"Currency","2006/04/12",127.00
"Currency","2006/04/11",122.68
"Currency","2006/04/10",122.67
"Currency","2006/04/07",121.83
"Currency","2006/04/06",128.00
"Currency","2006/04/05",121.81
"Currency","2006/04/04",127.00
"Currency","2006/04/03",122.09
"Currency","2006/03/31",121.97
"Currency","2006/03/30",121.04
"Currency","2006/03/29",122.52
"Currency","2006/03/28",127.00
"Currency","2006/03/27",127.00
"Currency","2006/03/24",122.67
"Currency","2006/03/23",127.00
"Currency","2006/03/22",127.25
"Currency","2006/03/21",127.20
"Currency","2006/03/20",127.50
"Currency","2006/03/17",127.50
"Currency","2006/03/16",127.00
"Currency","2006/03/15",127.20
"Currency","2006/03/14",128.35
"Currency","2006/03/13",127.30
"Currency","2006/03/10",127.35
"Currency","2006/03/09",128.55
"Currency","2006/03/08",126.50
"Currency","2006/03/07",127.00
"Currency","2006/03/06",128.65
"Currency","2006/03/03",128.00
"Currency","2006/03/02",127.25
"Currency","2006/03/01",127.50
"Currency","2006/02/28",127.50
"Currency","2006/02/27",127.00
"Currency","2006/02/24",127.00
"Currency","2006/02/23",128.00
"Currency","2006/02/22",128.00
"Currency","2006/02/21",128.00
"Currency","2006/02/20",128.00
"Currency","2006/02/17",128.00
"Currency","2006/02/16",129.00
"Currency","2006/02/15",128.50
"Currency","2006/02/14",128.50
"Currency","2006/02/13",128.50
"Currency","2006/02/10",128.75
"Currency","2006/02/09",128.50
"Currency","2006/02/08",128.50
"Currency","2006/02/07",128.50
"Currency","2006/02/06",128.00
"Currency","2006/02/03",127.50
"Currency","2006/02/02",128.30
"Currency","2006/02/01",127.00
"Currency","2006/01/31",127.50
"Currency","2006/01/30",128.50
"Currency","2006/01/27",128.70
"Currency","2006/01/26",127.50
"Currency","2006/01/25",127.50
"Currency","2006/01/24",127.25
"Currency","2006/01/23",129.70
"Currency","2006/01/20",129.50
"Currency","2006/01/19",128.75
"Currency","2006/01/18",127.00
"Currency","2006/01/17",127.00
"Currency","2006/01/16",127.00
"Currency","2006/01/13",127.00
"Currency","2006/01/12",127.00
"Currency","2006/01/11",128.20
"Currency","2006/01/10",128.00
"Currency","2006/01/09",127.00
"Currency","2006/01/06",128.00
"Currency","2006/01/05",128.00
"Currency","2006/01/04",128.00
"Currency","2006/01/03",128.50
"Currency","2006/01/02",130.20
"Currency","2005/12/31",130.29
"Currency","2005/12/30",130.20
"Currency","2005/12/29",128.50
"Currency","2005/12/28",130.15
"Currency","2005/12/27",128.50
"Currency","2005/12/26",128.50
"Currency","2005/12/23",128.50
"Currency","2005/12/22",128.50
"Currency","2005/12/21",128.50
"Currency","2005/12/20",128.00
"Currency","2005/12/19",128.00
"Currency","2005/12/16",128.00
"Currency","2005/12/15",127.25
"Currency","2005/12/14",127.25
"Currency","2005/12/13",129.50
"Currency","2005/12/12",129.20
"Currency","2005/12/09",129.15
"Currency","2005/12/08",128.50
"Currency","2005/12/07",128.00
"Currency","2005/12/06",128.00
"Currency","2005/12/05",128.00
"Currency","2005/12/02",128.50
"Currency","2005/12/01",129.00
"Currency","2005/11/30",129.00
"Currency","2005/11/29",129.00
"Currency","2005/11/28",128.50
"Currency","2005/11/25",129.50
"Currency","2005/11/24",129.50
"Currency","2005/11/23",129.50
"Currency","2005/11/22",129.50
"Currency","2005/11/21",129.25
"Currency","2005/11/18",130.55
"Currency","2005/11/17",129.25
"Currency","2005/11/16",130.50
"Currency","2005/11/15",129.25
"Currency","2005/11/14",130.70
"Currency","2005/11/11",129.25
"Currency","2005/11/10",130.50
"Currency","2005/11/09",128.60
"Currency","2005/11/08",128.00
"Currency","2005/11/07",128.50
"Currency","2005/11/04",130.85
"Currency","2005/11/03",128.80
"Currency","2005/11/02",129.00
"Currency","2005/11/01",129.00
"Currency","2005/10/31",128.00
"Currency","2005/10/28",129.50
"Currency","2005/10/27",129.00
"Currency","2005/10/26",129.20
"Currency","2005/10/25",129.50
"Currency","2005/10/24",129.50
"Currency","2005/10/21",130.75
"Currency","2005/10/20",130.70
"Currency","2005/10/19",130.70
"Currency","2005/10/18",129.00
"Currency","2005/10/17",128.50
"Currency","2005/10/14",128.50
"Currency","2005/10/13",128.90
"Currency","2005/10/12",128.50
"Currency","2005/10/11",128.50
"Currency","2005/10/10",128.50
"Currency","2005/10/07",128.50
"Currency","2005/10/06",128.50
"Currency","2005/10/05",129.00
"Currency","2005/10/04",128.50
"Currency","2005/10/03",128.50
"Currency","2005/09/30",128.50
"Currency","2005/09/29",128.50
"Currency","2005/09/28",130.80
"Currency","2005/09/27",130.00
"Currency","2005/09/26",130.35
"Currency","2005/09/23",132.15
"Currency","2005/09/22",131.85
"Currency","2005/09/21",131.45
"Currency","2005/09/20",129.00
"Currency","2005/09/19",130.00
"Currency","2005/09/16",130.30
"Currency","2005/09/15",130.00
"Currency","2005/09/14",131.00
"Currency","2005/09/13",130.05
"Currency","2005/09/12",130.50
"Currency","2005/09/09",130.00
"Currency","2005/09/08",130.00
"Currency","2005/09/07",131.00
"Currency","2005/09/06",129.05
"Currency","2005/09/05",131.50
"Currency","2005/09/02",133.60
"Currency","2005/09/01",125.30
"Currency","2005/08/31",130.25
"Currency","2005/08/30",131.00
