"Indicator","Time","Value (USD/UGX)"
"Currency","2014/05/23",2537.00
"Currency","2014/05/22",2528.00
"Currency","2014/05/21",2527.00
"Currency","2014/05/20",2538.00
"Currency","2014/05/19",2540.00
"Currency","2014/05/18",2535.00
"Currency","2014/05/17",2535.00
"Currency","2014/05/16",2535.00
"Currency","2014/05/15",2530.00
"Currency","2014/05/14",2545.00
"Currency","2014/05/13",2517.00
"Currency","2014/05/12",2521.00
"Currency","2014/05/11",2525.00
"Currency","2014/05/10",2525.00
"Currency","2014/05/09",2525.00
"Currency","2014/05/08",2518.00
"Currency","2014/05/07",2517.00
"Currency","2014/05/06",2517.00
"Currency","2014/05/05",2523.00
"Currency","2014/05/04",2525.00
"Currency","2014/05/03",2525.00
"Currency","2014/05/02",2527.00
"Currency","2014/05/01",2513.00
"Currency","2014/04/30",2523.50
"Currency","2014/04/29",2520.00
"Currency","2014/04/28",2517.00
"Currency","2014/04/27",2510.00
"Currency","2014/04/26",2510.00
"Currency","2014/04/25",2510.00
"Currency","2014/04/24",2510.00
"Currency","2014/04/23",2515.00
"Currency","2014/04/22",2510.00
"Currency","2014/04/21",2505.00
"Currency","2014/04/20",2510.00
"Currency","2014/04/19",2510.00
"Currency","2014/04/18",2510.00
"Currency","2014/04/17",2510.00
"Currency","2014/04/16",2510.00
"Currency","2014/04/15",2515.00
"Currency","2014/04/14",2527.00
"Currency","2014/04/13",2515.00
"Currency","2014/04/12",2515.00
"Currency","2014/04/11",2515.00
"Currency","2014/04/10",2520.00
"Currency","2014/04/09",2527.00
"Currency","2014/04/08",2547.00
"Currency","2014/04/07",2560.00
"Currency","2014/04/06",2563.00
"Currency","2014/04/05",2563.00
"Currency","2014/04/04",2563.00
"Currency","2014/04/03",2558.00
"Currency","2014/04/02",2545.00
"Currency","2014/04/01",2545.00
"Currency","2014/03/31",2548.00
"Currency","2014/03/30",2547.00
"Currency","2014/03/29",2550.00
"Currency","2014/03/28",2550.00
"Currency","2014/03/27",2547.00
"Currency","2014/03/26",2563.00
"Currency","2014/03/25",2563.00
"Currency","2014/03/24",2573.00
"Currency","2014/03/23",2555.00
"Currency","2014/03/22",2555.00
"Currency","2014/03/21",2555.00
"Currency","2014/03/20",2545.00
"Currency","2014/03/19",2533.00
"Currency","2014/03/18",2527.00
"Currency","2014/03/17",2523.00
"Currency","2014/03/16",2525.00
"Currency","2014/03/15",2525.00
"Currency","2014/03/14",2520.00
"Currency","2014/03/13",2513.00
"Currency","2014/03/12",2517.00
"Currency","2014/03/11",2517.00
"Currency","2014/03/10",2517.00
"Currency","2014/03/09",2515.00
"Currency","2014/03/08",2515.00
"Currency","2014/03/07",2515.00
"Currency","2014/03/06",2513.00
"Currency","2014/03/05",2513.00
"Currency","2014/03/04",2515.00
"Currency","2014/03/03",2530.00
"Currency","2014/03/02",2535.00
"Currency","2014/03/01",2535.00
"Currency","2014/02/28",2535.00
"Currency","2014/02/27",2515.00
"Currency","2014/02/26",2513.00
"Currency","2014/02/25",2460.00
"Currency","2014/02/24",2455.00
"Currency","2014/02/23",2462.00
"Currency","2014/02/22",2462.00
"Currency","2014/02/21",2460.00
"Currency","2014/02/20",2453.00
"Currency","2014/02/19",2453.00
"Currency","2014/02/18",2453.00
"Currency","2014/02/17",2458.50
"Currency","2014/02/16",2465.00
"Currency","2014/02/15",2465.00
"Currency","2014/02/14",2465.00
"Currency","2014/02/13",2460.00
"Currency","2014/02/12",2467.00
"Currency","2014/02/11",2465.00
"Currency","2014/02/10",2470.00
"Currency","2014/02/09",2465.00
"Currency","2014/02/08",2465.00
"Currency","2014/02/07",2467.00
"Currency","2014/02/06",2465.00
"Currency","2014/02/05",2470.00
"Currency","2014/02/04",2477.00
"Currency","2014/02/03",2470.00
"Currency","2014/02/02",2475.00
"Currency","2014/02/01",2475.00
"Currency","2014/01/31",2475.00
"Currency","2014/01/30",2473.00
"Currency","2014/01/29",2477.00
"Currency","2014/01/28",2482.00
"Currency","2014/01/25",2475.00
"Currency","2014/01/24",2475.00
"Currency","2014/01/23",2472.00
"Currency","2014/01/22",2473.00
"Currency","2014/01/21",2482.00
"Currency","2014/01/20",2495.00
"Currency","2014/01/19",2495.00
"Currency","2014/01/18",2495.00
"Currency","2014/01/17",2495.00
"Currency","2014/01/16",2497.00
"Currency","2014/01/15",2510.00
"Currency","2014/01/14",2510.00
"Currency","2014/01/13",2513.00
"Currency","2014/01/12",2513.00
"Currency","2014/01/11",2513.00
"Currency","2014/01/10",2513.00
"Currency","2014/01/09",2515.00
"Currency","2014/01/08",2515.00
"Currency","2014/01/07",2520.00
"Currency","2014/01/06",2521.50
"Currency","2014/01/05",2522.00
"Currency","2014/01/04",2522.00
"Currency","2014/01/03",2522.00
"Currency","2014/01/02",2525.00
"Currency","2014/01/01",2525.00
"Currency","2013/12/31",2525.00
"Currency","2013/12/30",2525.00
"Currency","2013/12/29",2500.00
"Currency","2013/12/28",2500.00
"Currency","2013/12/27",2500.00
"Currency","2013/12/26",2503.00
"Currency","2013/12/25",2505.00
"Currency","2013/12/24",2505.00
"Currency","2013/12/23",2505.00
"Currency","2013/12/22",2505.00
"Currency","2013/12/21",2505.00
"Currency","2013/12/20",2505.00
"Currency","2013/12/19",2505.00
"Currency","2013/12/18",2495.00
"Currency","2013/12/17",2495.00
"Currency","2013/12/16",2505.00
"Currency","2013/12/15",2507.00
"Currency","2013/12/14",2507.00
"Currency","2013/12/13",2507.00
"Currency","2013/12/12",2504.30
"Currency","2013/12/11",2510.00
"Currency","2013/12/10",2519.00
"Currency","2013/12/09",2522.30
"Currency","2013/12/08",2525.00
"Currency","2013/12/07",2525.00
"Currency","2013/12/06",2525.00
"Currency","2013/12/05",2525.00
"Currency","2013/12/04",2523.00
"Currency","2013/12/03",2528.00
"Currency","2013/12/02",2525.00
"Currency","2013/12/01",2525.00
"Currency","2013/11/30",2525.50
"Currency","2013/11/29",2525.00
"Currency","2013/11/28",2523.30
"Currency","2013/11/27",2520.00
"Currency","2013/11/26",2526.70
"Currency","2013/11/25",2537.00
"Currency","2013/11/24",2537.00
"Currency","2013/11/23",2539.00
"Currency","2013/11/22",2539.00
"Currency","2013/11/21",2530.00
"Currency","2013/11/20",2529.00
"Currency","2013/11/19",2525.00
"Currency","2013/11/18",2510.00
"Currency","2013/11/17",2513.00
"Currency","2013/11/16",2516.50
"Currency","2013/11/15",2513.00
"Currency","2013/11/14",2515.00
"Currency","2013/11/13",2520.00
"Currency","2013/11/12",2520.00
"Currency","2013/11/11",2517.00
"Currency","2013/11/10",2515.00
"Currency","2013/11/09",2519.00
"Currency","2013/11/08",2515.00
"Currency","2013/11/07",2519.70
"Currency","2013/11/06",2517.00
"Currency","2013/11/05",2513.00
"Currency","2013/11/04",2520.00
"Currency","2013/11/03",2520.00
"Currency","2013/11/02",2522.00
"Currency","2013/11/01",2522.00
"Currency","2013/10/31",2523.70
"Currency","2013/10/30",2527.00
"Currency","2013/10/29",2525.00
"Currency","2013/10/28",2529.00
"Currency","2013/10/27",2530.00
"Currency","2013/10/26",2529.00
"Currency","2013/10/25",2530.00
"Currency","2013/10/24",2530.30
"Currency","2013/10/23",2525.70
"Currency","2013/10/22",2527.00
"Currency","2013/10/21",2517.00
"Currency","2013/10/20",2513.00
"Currency","2013/10/19",2515.50
"Currency","2013/10/18",2513.00
"Currency","2013/10/17",2511.00
"Currency","2013/10/16",2530.00
"Currency","2013/10/15",2541.00
"Currency","2013/10/14",2544.00
"Currency","2013/10/13",2538.00
"Currency","2013/10/11",2538.00
"Currency","2013/10/10",2542.70
"Currency","2013/10/09",2541.00
"Currency","2013/10/08",2540.00
"Currency","2013/10/07",2550.00
"Currency","2013/10/04",2553.00
"Currency","2013/10/03",2555.00
"Currency","2013/10/02",2557.70
"Currency","2013/10/01",2551.00
"Currency","2013/09/30",2560.00
"Currency","2013/09/27",2560.00
"Currency","2013/09/26",2574.70
"Currency","2013/09/25",2559.30
"Currency","2013/09/24",2550.00
"Currency","2013/09/23",2540.00
"Currency","2013/09/20",2551.00
"Currency","2013/09/19",2561.50
"Currency","2013/09/18",2573.00
"Currency","2013/09/17",2572.50
"Currency","2013/09/16",2566.00
"Currency","2013/09/13",2573.00
"Currency","2013/09/12",2575.00
"Currency","2013/09/11",2577.50
"Currency","2013/09/10",2578.00
"Currency","2013/09/09",2580.00
"Currency","2013/09/06",2582.50
"Currency","2013/09/05",2580.00
"Currency","2013/09/04",2579.50
"Currency","2013/09/03",2573.00
"Currency","2013/09/02",2594.00
"Currency","2013/08/30",2593.00
"Currency","2013/08/29",2590.00
"Currency","2013/08/28",2582.50
"Currency","2013/08/27",2580.00
"Currency","2013/08/26",2576.00
"Currency","2013/08/23",2575.00
"Currency","2013/08/22",2580.00
"Currency","2013/08/21",2588.50
"Currency","2013/08/20",2592.50
"Currency","2013/08/19",2579.00
"Currency","2013/08/16",2579.00
"Currency","2013/08/15",2566.50
"Currency","2013/08/14",2560.00
"Currency","2013/08/13",2570.00
"Currency","2013/08/12",2572.50
"Currency","2013/08/09",2575.00
"Currency","2013/08/08",2572.50
"Currency","2013/08/07",2572.00
"Currency","2013/08/06",2575.00
"Currency","2013/08/05",2580.00
"Currency","2013/08/02",2583.50
"Currency","2013/08/01",2582.00
"Currency","2013/07/31",2580.00
"Currency","2013/07/30",2582.50
"Currency","2013/07/29",2595.00
"Currency","2013/07/26",2590.00
"Currency","2013/07/25",2570.00
"Currency","2013/07/24",2573.00
"Currency","2013/07/23",2580.00
"Currency","2013/07/22",2583.50
"Currency","2013/07/19",2582.00
"Currency","2013/07/18",2580.00
"Currency","2013/07/17",2580.00
"Currency","2013/07/16",2591.50
"Currency","2013/07/15",2594.00
"Currency","2013/07/12",2592.50
"Currency","2013/07/11",2593.00
"Currency","2013/07/10",2600.00
"Currency","2013/07/09",2595.00
"Currency","2013/07/08",2594.00
"Currency","2013/07/05",2594.00
"Currency","2013/07/04",2575.00
"Currency","2013/07/03",2577.50
"Currency","2013/07/02",2578.50
"Currency","2013/07/01",2592.50
"Currency","2013/06/28",2595.00
"Currency","2013/06/27",2592.00
"Currency","2013/06/26",2593.00
"Currency","2013/06/25",2592.50
"Currency","2013/06/24",2603.00
"Currency","2013/06/21",2597.00
"Currency","2013/06/20",2602.00
"Currency","2013/06/19",2585.00
"Currency","2013/06/18",2600.00
"Currency","2013/06/17",2595.00
"Currency","2013/06/14",2600.00
"Currency","2013/06/13",2596.50
"Currency","2013/06/12",2583.00
"Currency","2013/06/11",2583.00
"Currency","2013/06/10",2586.00
"Currency","2013/06/07",2593.50
"Currency","2013/06/06",2580.00
"Currency","2013/06/05",2580.00
"Currency","2013/06/04",2584.00
"Currency","2013/06/03",2590.00
"Currency","2013/05/31",2592.50
"Currency","2013/05/30",2593.00
"Currency","2013/05/29",2596.50
"Currency","2013/05/28",2598.50
"Currency","2013/05/27",2605.00
"Currency","2013/05/24",2597.50
"Currency","2013/05/23",2602.00
"Currency","2013/05/22",2613.50
"Currency","2013/05/21",2600.00
"Currency","2013/05/20",2595.00
"Currency","2013/05/17",2565.00
"Currency","2013/05/16",2565.00
"Currency","2013/05/15",2582.00
"Currency","2013/05/14",2586.50
"Currency","2013/05/13",2590.00
"Currency","2013/05/10",2592.00
"Currency","2013/05/09",2586.50
"Currency","2013/05/08",2556.00
"Currency","2013/05/07",2555.00
"Currency","2013/05/06",2560.00
"Currency","2013/05/03",2563.50
"Currency","2013/05/02",2563.50
"Currency","2013/05/01",2590.00
"Currency","2013/04/30",2590.00
"Currency","2013/04/29",2612.00
"Currency","2013/04/26",2607.50
"Currency","2013/04/25",2600.00
"Currency","2013/04/24",2580.00
"Currency","2013/04/23",2577.00
"Currency","2013/04/22",2567.50
"Currency","2013/04/19",2557.50
"Currency","2013/04/18",2575.00
"Currency","2013/04/17",2557.50
"Currency","2013/04/16",2562.50
"Currency","2013/04/15",2520.00
"Currency","2013/04/12",2537.50
"Currency","2013/04/11",2556.00
"Currency","2013/04/10",2577.50
"Currency","2013/04/09",2580.00
"Currency","2013/04/08",2600.00
"Currency","2013/04/05",2598.50
"Currency","2013/04/04",2593.00
"Currency","2013/04/03",2590.00
"Currency","2013/04/02",2593.00
"Currency","2013/04/01",2595.00
"Currency","2013/03/29",2591.50
"Currency","2013/03/28",2590.00
"Currency","2013/03/27",2597.00
"Currency","2013/03/26",2611.50
"Currency","2013/03/25",2623.00
"Currency","2013/03/22",2638.50
"Currency","2013/03/21",2635.00
"Currency","2013/03/20",2640.00
"Currency","2013/03/19",2625.00
"Currency","2013/03/18",2633.00
"Currency","2013/03/15",2638.50
"Currency","2013/03/14",2642.50
"Currency","2013/03/13",2640.00
"Currency","2013/03/12",2640.00
"Currency","2013/03/11",2648.50
"Currency","2013/03/08",2652.50
"Currency","2013/03/07",2651.50
"Currency","2013/03/06",2650.00
"Currency","2013/03/05",2647.50
"Currency","2013/03/04",2650.00
"Currency","2013/03/01",2652.50
"Currency","2013/02/28",2650.00
"Currency","2013/02/27",2650.00
"Currency","2013/02/26",2658.00
"Currency","2013/02/25",2652.50
"Currency","2013/02/22",2672.50
"Currency","2013/02/21",2689.00
"Currency","2013/02/20",2678.00
"Currency","2013/02/19",2672.00
"Currency","2013/02/18",2660.00
"Currency","2013/02/15",2640.00
"Currency","2013/02/14",2645.00
"Currency","2013/02/13",2646.00
"Currency","2013/02/12",2645.00
"Currency","2013/02/11",2658.00
"Currency","2013/02/08",2654.50
"Currency","2013/02/07",2655.00
"Currency","2013/02/06",2660.00
"Currency","2013/02/05",2660.00
"Currency","2013/02/04",2668.00
"Currency","2013/02/01",2669.00
"Currency","2013/01/31",2665.00
"Currency","2013/01/30",2665.00
"Currency","2013/01/29",2670.00
"Currency","2013/01/28",2675.00
"Currency","2013/01/25",2677.50
"Currency","2013/01/24",2680.00
"Currency","2013/01/23",2678.50
"Currency","2013/01/22",2682.50
"Currency","2013/01/21",2680.00
"Currency","2013/01/18",2672.50
"Currency","2013/01/17",2668.00
"Currency","2013/01/16",2665.00
"Currency","2013/01/15",2677.50
"Currency","2013/01/14",2680.00
"Currency","2013/01/11",2682.50
"Currency","2013/01/10",2705.00
"Currency","2013/01/09",2705.00
"Currency","2013/01/08",2717.50
"Currency","2013/01/07",2720.00
"Currency","2013/01/04",2712.50
"Currency","2013/01/03",2707.50
"Currency","2013/01/02",2705.00
"Currency","2013/01/01",2692.50
"Currency","2012/12/31",2692.50
"Currency","2012/12/28",2686.50
"Currency","2012/12/27",2665.00
"Currency","2012/12/26",2662.50
"Currency","2012/12/25",2660.00
"Currency","2012/12/24",2665.00
"Currency","2012/12/21",2652.50
"Currency","2012/12/20",2655.00
"Currency","2012/12/19",2652.50
"Currency","2012/12/18",2660.00
"Currency","2012/12/17",2667.80
"Currency","2012/12/14",2667.50
"Currency","2012/12/13",2680.00
"Currency","2012/12/12",2687.00
"Currency","2012/12/11",2691.50
"Currency","2012/12/10",2697.50
"Currency","2012/12/07",2698.00
"Currency","2012/12/06",2691.00
"Currency","2012/12/04",2682.30
"Currency","2012/12/03",2681.00
"Currency","2012/11/29",2693.00
"Currency","2012/11/28",2697.00
"Currency","2012/11/27",2696.00
"Currency","2012/11/26",2658.00
"Currency","2012/11/23",2657.50
"Currency","2012/11/22",2644.00
"Currency","2012/11/21",2633.00
"Currency","2012/11/20",2622.80
"Currency","2012/11/19",2620.00
"Currency","2012/11/16",2615.00
"Currency","2012/11/15",2617.50
"Currency","2012/11/14",2610.00
"Currency","2012/11/13",2607.50
"Currency","2012/11/12",2603.00
"Currency","2012/11/09",2599.00
"Currency","2012/11/08",2597.50
"Currency","2012/11/07",2585.00
"Currency","2012/11/06",2585.00
"Currency","2012/11/05",2580.00
"Currency","2012/11/02",2582.50
"Currency","2012/10/30",2592.50
"Currency","2012/10/29",2592.50
"Currency","2012/10/26",2595.00
"Currency","2012/10/25",2595.00
"Currency","2012/10/24",2586.00
"Currency","2012/09/30",2561.55
"Currency","2012/08/31",2513.85
"Currency","2012/07/31",2476.75
"Currency","2012/06/30",2472.95
"Currency","2012/05/31",2492.25
"Currency","2012/04/30",2505.05
"Currency","2012/03/31",2519.45
"Currency","2012/02/29",2377.05
"Currency","2012/01/31",2323.85
"Currency","2011/12/31",2480.15
"Currency","2011/11/30",2562.20
"Currency","2011/10/31",2586.00
"Currency","2011/09/30",2846.65
"Currency","2011/08/31",2821.55
"Currency","2011/07/31",2577.05
"Currency","2011/06/30",2575.20
"Currency","2011/05/31",2390.35
"Currency","2011/04/30",2381.40
"Currency","2011/03/31",2399.30
"Currency","2011/02/28",2362.45
"Currency","2011/01/31",2320.05
"Currency","2010/12/31",2308.80
"Currency","2010/05/31",1914.10
"Currency","2010/04/30",1914.10
"Currency","2010/03/31",1914.10
"Currency","2010/02/28",1914.10
"Currency","2010/01/31",1914.10
"Currency","2009/12/31",1894.45
"Currency","2009/11/30",1872.75
"Currency","2009/10/31",1940.50
"Currency","2009/09/30",1940.50
"Currency","2009/08/31",2030.00
"Currency","2009/07/31",2070.00
"Currency","2009/06/30",2055.00
"Currency","2009/05/31",2225.00
"","",""
"Data Source: http://www.tradingeconomics.com","",""
"Downloaded from http://vam.wfp.org on 11 Jun 2018","",""
