"Indicator","Time","Value (USD/PEN)"
"Currency","2018/06/08",3.26
"Currency","2018/06/07",3.26
"Currency","2018/06/06",3.26
"Currency","2018/06/05",3.26
"Currency","2018/06/04",3.26
"Currency","2018/06/01",3.27
"Currency","2018/05/31",3.27
"Currency","2018/05/30",3.27
"Currency","2018/05/29",3.27
"Currency","2018/05/28",3.28
"Currency","2018/05/25",3.27
"Currency","2018/05/24",3.26
"Currency","2018/05/23",3.26
"Currency","2018/05/21",3.27
"Currency","2018/05/18",3.29
"Currency","2018/05/17",3.27
"Currency","2018/05/16",3.26
"Currency","2018/05/15",3.27
"Currency","2018/05/14",3.25
"Currency","2018/05/11",3.25
"Currency","2018/05/10",3.27
"Currency","2018/05/09",3.29
"Currency","2018/05/08",3.28
"Currency","2018/05/07",3.27
"Currency","2018/05/04",3.27
"Currency","2018/05/03",3.27
"Currency","2018/05/02",3.26
"Currency","2018/05/01",3.25
"Currency","2018/04/30",3.25
"Currency","2018/04/27",3.23
"Currency","2018/04/26",3.23
"Currency","2018/04/25",3.23
"Currency","2018/04/24",3.23
"Currency","2018/04/23",3.23
"Currency","2018/04/20",3.22
"Currency","2018/04/19",3.21
"Currency","2018/04/18",3.21
"Currency","2018/04/17",3.22
"Currency","2018/04/16",3.22
"Currency","2018/04/13",3.22
"Currency","2018/04/12",3.22
"Currency","2018/04/11",3.23
"Currency","2018/04/10",3.24
"Currency","2018/04/09",3.24
"Currency","2018/04/06",3.23
"Currency","2018/04/05",3.22
"Currency","2018/04/04",3.22
"Currency","2018/04/03",3.22
"Currency","2018/04/02",3.22
"Currency","2018/03/30",3.23
"Currency","2018/03/29",3.22
"Currency","2018/03/28",3.22
"Currency","2018/03/27",3.22
"Currency","2018/03/26",3.21
"Currency","2018/03/23",3.22
"Currency","2018/03/22",3.24
"Currency","2018/03/21",3.25
"Currency","2018/03/20",3.26
"Currency","2018/03/19",3.27
"Currency","2018/03/16",3.27
"Currency","2018/03/15",3.26
"Currency","2018/03/14",3.25
"Currency","2018/03/13",3.26
"Currency","2018/03/12",3.26
"Currency","2018/03/09",3.26
"Currency","2018/03/08",3.26
"Currency","2018/03/07",3.25
"Currency","2018/03/06",3.25
"Currency","2018/03/05",3.25
"Currency","2018/03/02",3.25
"Currency","2018/03/01",3.26
"Currency","2018/02/28",3.26
"Currency","2018/02/27",3.25
"Currency","2018/02/26",3.25
"Currency","2018/02/23",3.25
"Currency","2018/02/22",3.24
"Currency","2018/02/21",3.25
"Currency","2018/02/20",3.25
"Currency","2018/02/19",3.25
"Currency","2018/02/16",3.25
"Currency","2018/02/15",3.24
"Currency","2018/02/14",3.26
"Currency","2018/02/13",3.27
"Currency","2018/02/12",3.27
"Currency","2018/02/09",3.27
"Currency","2018/02/08",3.27
"Currency","2018/02/07",3.25
"Currency","2018/02/06",3.24
"Currency","2018/02/05",3.23
"Currency","2018/02/02",3.21
"Currency","2018/02/01",3.21
"Currency","2018/01/31",3.21
"Currency","2018/01/30",3.21
"Currency","2018/01/29",3.21
"Currency","2018/01/26",3.21
"Currency","2018/01/25",3.21
"Currency","2018/01/24",3.21
"Currency","2018/01/23",3.21
"Currency","2018/01/22",3.21
"Currency","2018/01/19",3.21
"Currency","2018/01/18",3.21
"Currency","2018/01/17",3.21
"Currency","2018/01/16",3.21
"Currency","2018/01/15",3.21
"Currency","2018/01/12",3.21
"Currency","2018/01/11",3.21
"Currency","2018/01/10",3.22
"Currency","2018/01/09",3.22
"Currency","2018/01/08",3.21
"Currency","2018/01/05",3.21
"Currency","2018/01/04",3.21
"Currency","2018/01/03",3.22
"Currency","2018/01/02",3.23
"Currency","2018/01/01",3.24
"Currency","2017/12/29",3.24
"Currency","2017/12/28",3.24
"Currency","2017/12/27",3.24
"Currency","2017/12/26",3.24
"Currency","2017/12/25",3.23
"Currency","2017/12/22",3.23
"Currency","2017/12/21",3.26
"Currency","2017/12/20",3.26
"Currency","2017/12/19",3.28
"Currency","2017/12/18",3.28
"Currency","2017/12/15",3.29
"Currency","2017/12/14",3.24
"Currency","2017/12/13",3.23
"Currency","2017/12/12",3.23
"Currency","2017/12/11",3.23
"Currency","2017/12/08",3.23
"Currency","2017/12/07",3.23
"Currency","2017/12/06",3.23
"Currency","2017/12/05",3.23
"Currency","2017/12/04",3.23
"Currency","2017/12/01",3.23
"Currency","2017/11/30",3.23
"Currency","2017/11/29",3.23
"Currency","2017/11/28",3.23
"Currency","2017/11/27",3.23
"Currency","2017/11/24",3.23
"Currency","2017/11/23",3.24
"Currency","2017/11/22",3.23
"Currency","2017/11/21",3.24
"Currency","2017/11/20",3.23
"Currency","2017/11/17",3.24
"Currency","2017/11/16",3.24
"Currency","2017/11/15",3.25
"Currency","2017/11/14",3.24
"Currency","2017/11/13",3.24
"Currency","2017/11/10",3.24
"Currency","2017/11/09",3.24
"Currency","2017/11/08",3.24
"Currency","2017/11/07",3.24
"Currency","2017/11/06",3.23
"Currency","2017/11/03",3.24
"Currency","2017/11/02",3.23
"Currency","2017/11/01",3.26
"Currency","2017/10/31",3.25
"Currency","2017/10/30",3.24
"Currency","2017/10/27",3.24
"Currency","2017/10/26",3.24
"Currency","2017/10/25",3.23
"Currency","2017/10/24",3.23
"Currency","2017/10/23",3.24
"Currency","2017/10/20",3.23
"Currency","2017/10/19",3.23
"Currency","2017/10/18",3.23
"Currency","2017/10/17",3.24
"Currency","2017/10/16",3.24
"Currency","2017/10/13",3.24
"Currency","2017/10/12",3.25
"Currency","2017/10/11",3.26
"Currency","2017/10/10",3.26
"Currency","2017/10/09",3.27
"Currency","2017/10/06",3.26
"Currency","2017/10/05",3.26
"Currency","2017/10/04",3.25
"Currency","2017/10/03",3.26
"Currency","2017/10/02",3.27
"Currency","2017/09/29",3.26
"Currency","2017/09/28",3.26
"Currency","2017/09/27",3.27
"Currency","2017/09/26",3.27
"Currency","2017/09/25",3.26
"Currency","2017/09/22",3.24
"Currency","2017/09/21",3.25
"Currency","2017/09/20",3.24
"Currency","2017/09/19",3.24
"Currency","2017/09/18",3.24
"Currency","2017/09/16",3.25
"Currency","2017/09/15",3.25
"Currency","2017/09/14",3.23
"Currency","2017/09/13",3.23
"Currency","2017/09/12",3.23
"Currency","2017/09/11",3.23
"Currency","2017/09/08",3.23
"Currency","2017/09/07",3.23
"Currency","2017/09/06",3.23
"Currency","2017/09/05",3.23
"Currency","2017/09/04",3.23
"Currency","2017/09/01",3.23
"Currency","2017/08/31",3.23
"Currency","2017/08/30",3.23
"Currency","2017/08/29",3.24
"Currency","2017/08/28",3.24
"Currency","2017/08/25",3.23
"Currency","2017/08/24",3.24
"Currency","2017/08/23",3.23
"Currency","2017/08/22",3.23
"Currency","2017/08/21",3.24
"Currency","2017/08/19",3.24
"Currency","2017/08/18",3.24
"Currency","2017/08/17",3.24
"Currency","2017/08/16",3.24
"Currency","2017/08/15",3.24
"Currency","2017/08/14",3.24
"Currency","2017/08/12",3.24
"Currency","2017/08/11",3.24
"Currency","2017/08/10",3.25
"Currency","2017/08/09",3.25
"Currency","2017/08/08",3.24
"Currency","2017/08/07",3.24
"Currency","2017/08/04",3.24
"Currency","2017/08/03",3.24
"Currency","2017/08/02",3.23
"Currency","2017/08/01",3.23
"Currency","2017/07/31",3.24
"Currency","2017/07/28",3.23
"Currency","2017/07/27",3.24
"Currency","2017/07/26",3.25
"Currency","2017/07/25",3.25
"Currency","2017/07/24",3.24
"Currency","2017/07/21",3.25
"Currency","2017/07/20",3.24
"Currency","2017/07/19",3.24
"Currency","2017/07/18",3.24
"Currency","2017/07/17",3.24
"Currency","2017/07/14",3.25
"Currency","2017/07/13",3.25
"Currency","2017/07/12",3.25
"Currency","2017/07/11",3.25
"Currency","2017/07/10",3.25
"Currency","2017/07/07",3.25
"Currency","2017/07/06",3.25
"Currency","2017/07/05",3.25
"Currency","2017/07/04",3.26
"Currency","2017/07/03",3.25
"Currency","2017/06/30",3.25
"Currency","2017/06/29",3.24
"Currency","2017/06/28",3.25
"Currency","2017/06/27",3.25
"Currency","2017/06/26",3.25
"Currency","2017/06/24",3.26
"Currency","2017/06/23",3.26
"Currency","2017/06/22",3.27
"Currency","2017/06/21",3.27
"Currency","2017/06/20",3.27
"Currency","2017/06/19",3.27
"Currency","2017/06/17",3.28
"Currency","2017/06/16",3.28
"Currency","2017/06/15",3.27
"Currency","2017/06/14",3.28
"Currency","2017/06/13",3.28
"Currency","2017/06/12",3.27
"Currency","2017/06/09",3.27
"Currency","2017/06/08",3.27
"Currency","2017/06/07",3.27
"Currency","2017/06/06",3.26
"Currency","2017/06/05",3.27
"Currency","2017/06/03",3.27
"Currency","2017/06/02",3.27
"Currency","2017/06/01",3.27
"Currency","2017/05/31",3.28
"Currency","2017/05/30",3.28
"Currency","2017/05/29",3.27
"Currency","2017/05/26",3.27
"Currency","2017/05/25",3.27
"Currency","2017/05/24",3.28
"Currency","2017/05/23",3.27
"Currency","2017/05/22",3.26
"Currency","2017/05/20",3.26
"Currency","2017/05/19",3.26
"Currency","2017/05/18",3.28
"Currency","2017/05/17",3.27
"Currency","2017/05/15",3.27
"Currency","2017/05/12",3.27
"Currency","2017/05/11",3.29
"Currency","2017/05/10",3.29
"Currency","2017/05/09",3.29
"Currency","2017/05/08",3.28
"Currency","2017/05/05",3.26
"Currency","2017/05/04",3.28
"Currency","2017/05/03",3.25
"Currency","2017/05/02",3.25
"Currency","2017/05/01",3.24
"Currency","2017/04/28",3.24
"Currency","2017/04/27",3.24
"Currency","2017/04/26",3.25
"Currency","2017/04/21",3.24
"Currency","2017/04/20",3.24
"Currency","2017/04/19",3.25
"Currency","2017/04/18",3.25
"Currency","2017/04/17",3.25
"Currency","2017/04/14",3.25
"Currency","2017/04/13",3.25
"Currency","2017/04/12",3.25
"Currency","2017/04/11",3.25
"Currency","2017/04/10",3.24
"Currency","2017/04/07",3.24
"Currency","2017/04/06",3.25
"Currency","2017/04/05",3.25
"Currency","2017/04/04",3.25
"Currency","2017/04/03",3.24
"Currency","2017/03/31",3.24
"Currency","2017/03/30",3.24
"Currency","2017/03/29",3.24
"Currency","2017/03/28",3.23
"Currency","2017/03/27",3.24
"Currency","2017/03/24",3.24
"Currency","2017/03/23",3.24
"Currency","2017/03/22",3.24
"Currency","2017/03/21",3.24
"Currency","2017/03/20",3.24
"Currency","2017/03/17",3.25
"Currency","2017/03/16",3.25
"Currency","2017/03/15",3.25
"Currency","2017/03/14",3.28
"Currency","2017/03/13",3.28
"Currency","2017/03/11",3.28
"Currency","2017/03/10",3.28
"Currency","2017/03/09",3.29
"Currency","2017/03/08",3.29
"Currency","2017/03/07",3.28
"Currency","2017/03/06",3.29
"Currency","2017/03/03",3.28
"Currency","2017/03/02",3.28
"Currency","2017/03/01",3.26
"Currency","2017/02/28",3.26
"Currency","2017/02/27",3.25
"Currency","2017/02/24",3.25
"Currency","2017/02/23",3.24
"Currency","2017/02/22",3.24
"Currency","2017/02/21",3.24
"Currency","2017/02/20",3.25
"Currency","2017/02/18",3.26
"Currency","2017/02/17",3.26
"Currency","2017/02/16",3.25
"Currency","2017/02/15",3.25
"Currency","2017/02/14",3.26
"Currency","2017/02/13",3.25
"Currency","2017/02/10",3.25
"Currency","2017/02/09",3.27
"Currency","2017/02/08",3.28
"Currency","2017/02/07",3.29
"Currency","2017/02/06",3.29
"Currency","2017/02/03",3.26
"Currency","2017/02/02",3.25
"Currency","2017/02/01",3.27
"Currency","2017/01/31",3.27
"Currency","2017/01/30",3.28
"Currency","2017/01/27",3.29
"Currency","2017/01/26",3.30
"Currency","2017/01/25",3.29
"Currency","2017/01/24",3.28
"Currency","2017/01/23",3.29
"Currency","2017/01/20",3.29
"Currency","2017/01/19",3.31
"Currency","2017/01/18",3.33
"Currency","2017/01/17",3.34
"Currency","2017/01/16",3.37
"Currency","2017/01/13",3.36
"Currency","2017/01/12",3.36
"Currency","2017/01/11",3.38
"Currency","2017/01/10",3.38
"Currency","2017/01/09",3.38
"Currency","2017/01/06",3.37
"Currency","2017/01/05",3.36
"Currency","2017/01/04",3.38
"Currency","2017/01/03",3.39
"Currency","2017/01/02",3.37
"Currency","2016/12/30",3.35
"Currency","2016/12/29",3.36
"Currency","2016/12/28",3.35
"Currency","2016/12/27",3.37
"Currency","2016/12/26",3.38
"Currency","2016/12/23",3.38
"Currency","2016/12/22",3.39
"Currency","2016/12/21",3.39
"Currency","2016/12/20",3.40
"Currency","2016/12/19",3.41
"Currency","2016/12/16",3.40
"Currency","2016/12/15",3.40
"Currency","2016/12/14",3.39
"Currency","2016/12/13",3.39
"Currency","2016/12/12",3.40
"Currency","2016/12/10",3.42
"Currency","2016/12/09",3.42
"Currency","2016/12/08",3.40
"Currency","2016/12/07",3.40
"Currency","2016/12/06",3.41
"Currency","2016/12/05",3.41
"Currency","2016/12/02",3.41
"Currency","2016/12/01",3.41
"Currency","2016/11/30",3.41
"Currency","2016/11/29",3.42
"Currency","2016/11/28",3.42
"Currency","2016/11/25",3.41
"Currency","2016/11/24",3.43
"Currency","2016/11/23",3.43
"Currency","2016/11/22",3.41
"Currency","2016/11/21",3.40
"Currency","2016/11/19",3.40
"Currency","2016/11/18",3.40
"Currency","2016/11/17",3.40
"Currency","2016/11/16",3.42
"Currency","2016/11/15",3.42
"Currency","2016/11/14",3.41
"Currency","2016/11/12",3.39
"Currency","2016/11/11",3.39
"Currency","2016/11/10",3.37
"Currency","2016/11/09",3.38
"Currency","2016/11/08",3.37
"Currency","2016/11/07",3.38
"Currency","2016/11/04",3.38
"Currency","2016/11/03",3.38
"Currency","2016/11/02",3.36
"Currency","2016/11/01",3.36
"Currency","2016/10/31",3.36
"Currency","2016/10/28",3.36
"Currency","2016/10/27",3.36
"Currency","2016/10/26",3.35
"Currency","2016/10/25",3.36
"Currency","2016/10/24",3.36
"Currency","2016/10/21",3.38
"Currency","2016/10/20",3.38
"Currency","2016/10/19",3.38
"Currency","2016/10/18",3.38
"Currency","2016/10/17",3.40
"Currency","2016/10/14",3.40
"Currency","2016/10/13",3.40
"Currency","2016/10/12",3.40
"Currency","2016/10/11",3.40
"Currency","2016/10/10",3.39
"Currency","2016/10/07",3.40
"Currency","2016/10/06",3.41
"Currency","2016/10/05",3.40
"Currency","2016/10/04",3.40
"Currency","2016/10/03",3.39
"Currency","2016/10/01",3.39
"Currency","2016/09/30",3.38
"Currency","2016/09/29",3.40
"Currency","2016/09/28",3.37
"Currency","2016/09/27",3.37
"Currency","2016/09/26",3.37
"Currency","2016/09/24",3.35
"Currency","2016/09/23",3.36
"Currency","2016/09/22",3.34
"Currency","2016/09/21",3.37
"Currency","2016/09/20",3.39
"Currency","2016/09/19",3.39
"Currency","2016/09/17",3.38
"Currency","2016/09/16",3.39
"Currency","2016/09/15",3.39
"Currency","2016/09/14",3.39
"Currency","2016/09/13",3.41
"Currency","2016/09/12",3.40
"Currency","2016/09/10",3.35
"Currency","2016/09/09",3.40
"Currency","2016/09/08",3.37
"Currency","2016/09/07",3.36
"Currency","2016/09/06",3.36
"Currency","2016/09/05",3.34
"Currency","2016/09/03",3.39
"Currency","2016/09/02",3.39
"Currency","2016/09/01",3.38
"Currency","2016/08/31",3.39
"Currency","2016/08/30",3.37
"Currency","2016/08/29",3.35
"Currency","2016/08/26",3.34
"Currency","2016/08/25",3.34
"Currency","2016/08/24",3.35
"Currency","2016/08/23",3.36
"Currency","2016/08/22",3.35
"Currency","2016/08/20",3.29
"Currency","2016/08/19",3.32
"Currency","2016/08/18",3.30
"Currency","2016/08/17",3.31
"Currency","2016/08/16",3.31
"Currency","2016/08/15",3.31
"Currency","2016/08/13",3.29
"Currency","2016/08/12",3.32
"Currency","2016/08/11",3.30
"Currency","2016/08/10",3.31
"Currency","2016/08/09",3.31
"Currency","2016/08/08",3.31
"Currency","2016/08/05",3.33
"Currency","2016/08/04",3.33
"Currency","2016/08/03",3.35
"Currency","2016/08/02",3.35
"Currency","2016/08/01",3.35
"Currency","2016/07/29",3.35
"Currency","2016/07/28",3.37
"Currency","2016/07/27",3.35
"Currency","2016/07/26",3.36
"Currency","2016/07/25",3.37
"Currency","2016/07/22",3.32
"Currency","2016/07/21",3.33
"Currency","2016/07/20",3.31
"Currency","2016/07/19",3.30
"Currency","2016/07/18",3.28
"Currency","2016/07/15",3.28
"Currency","2016/07/14",3.28
"Currency","2016/07/13",3.28
"Currency","2016/07/12",3.28
"Currency","2016/07/11",3.28
"Currency","2016/07/08",3.28
"Currency","2016/07/07",3.28
"Currency","2016/07/06",3.28
"Currency","2016/07/05",3.28
"Currency","2016/07/04",3.29
"Currency","2016/07/01",3.29
"Currency","2016/06/30",3.29
"Currency","2016/06/29",3.29
"Currency","2016/06/28",3.30
"Currency","2016/06/27",3.32
"Currency","2016/06/24",3.31
"Currency","2016/06/23",3.28
"Currency","2016/06/22",3.29
"Currency","2016/06/21",3.29
"Currency","2016/06/20",3.29
"Currency","2016/06/17",3.32
"Currency","2016/06/16",3.33
"Currency","2016/06/15",3.31
"Currency","2016/06/14",3.34
"Currency","2016/06/13",3.33
"Currency","2016/06/10",3.33
"Currency","2016/06/09",3.31
"Currency","2016/06/08",3.30
"Currency","2016/06/07",3.30
"Currency","2016/06/06",3.31
"Currency","2016/06/04",3.33
"Currency","2016/06/03",3.34
"Currency","2016/06/02",3.38
"Currency","2016/06/01",3.37
"Currency","2016/05/31",3.38
"Currency","2016/05/30",3.35
"Currency","2016/05/28",3.35
"Currency","2016/05/27",3.36
"Currency","2016/05/26",3.35
"Currency","2016/05/25",3.34
"Currency","2016/05/24",3.34
"Currency","2016/05/23",3.34
"Currency","2016/05/20",3.33
"Currency","2016/05/19",3.34
"Currency","2016/05/18",3.33
"Currency","2016/05/17",3.31
"Currency","2016/05/16",3.33
"Currency","2016/05/13",3.34
"Currency","2016/05/12",3.33
"Currency","2016/05/11",3.33
"Currency","2016/05/10",3.33
"Currency","2016/05/09",3.33
"Currency","2016/05/06",3.31
"Currency","2016/05/05",3.32
"Currency","2016/05/04",3.33
"Currency","2016/05/03",3.33
"Currency","2016/05/02",3.30
"Currency","2016/04/29",3.29
"Currency","2016/04/28",3.27
"Currency","2016/04/27",3.29
"Currency","2016/04/26",3.28
"Currency","2016/04/25",3.28
"Currency","2016/04/23",3.27
"Currency","2016/04/22",3.27
"Currency","2016/04/21",3.27
"Currency","2016/04/20",3.24
"Currency","2016/04/19",3.25
"Currency","2016/04/18",3.27
"Currency","2016/04/15",3.27
"Currency","2016/04/14",3.27
"Currency","2016/04/13",3.27
"Currency","2016/04/12",3.26
"Currency","2016/04/11",3.28
"Currency","2016/04/09",3.37
"Currency","2016/04/08",3.37
"Currency","2016/04/07",3.40
"Currency","2016/04/06",3.38
"Currency","2016/04/05",3.37
"Currency","2016/04/04",3.35
"Currency","2016/04/01",3.35
"Currency","2016/03/31",3.32
"Currency","2016/03/30",3.36
"Currency","2016/03/29",3.38
"Currency","2016/03/28",3.38
"Currency","2016/03/25",3.37
"Currency","2016/03/24",3.37
"Currency","2016/03/23",3.38
"Currency","2016/03/22",3.41
"Currency","2016/03/21",3.38
"Currency","2016/03/18",3.37
"Currency","2016/03/17",3.37
"Currency","2016/03/16",3.38
"Currency","2016/03/15",3.35
"Currency","2016/03/14",3.34
"Currency","2016/03/13",3.36
"Currency","2016/03/11",3.42
"Currency","2016/03/10",3.44
"Currency","2016/03/09",3.44
"Currency","2016/03/08",3.46
"Currency","2016/03/07",3.45
"Currency","2016/03/06",3.46
"Currency","2016/03/04",3.46
"Currency","2016/03/03",3.46
"Currency","2016/03/02",3.49
"Currency","2016/03/01",3.52
"Currency","2016/02/29",3.52
"Currency","2016/02/28",3.52
"Currency","2016/02/26",3.52
"Currency","2016/02/25",3.53
"Currency","2016/02/24",3.53
"Currency","2016/02/23",3.53
"Currency","2016/02/22",3.52
"Currency","2016/02/19",3.52
"Currency","2016/02/18",3.50
"Currency","2016/02/17",3.50
"Currency","2016/02/16",3.51
"Currency","2016/02/15",3.50
"Currency","2016/02/12",3.51
"Currency","2016/02/11",3.52
"Currency","2016/02/10",3.51
"Currency","2016/02/09",3.50
"Currency","2016/02/08",3.49
"Currency","2016/02/05",3.48
"Currency","2016/02/04",3.48
"Currency","2016/02/03",3.49
"Currency","2016/02/02",3.49
"Currency","2016/02/01",3.48
"Currency","2016/01/29",3.47
"Currency","2016/01/28",3.47
"Currency","2016/01/27",3.47
"Currency","2016/01/26",3.47
"Currency","2016/01/25",3.46
"Currency","2016/01/22",3.45
"Currency","2016/01/21",3.45
"Currency","2016/01/20",3.45
"Currency","2016/01/19",3.44
"Currency","2016/01/18",3.43
"Currency","2016/01/15",3.42
"Currency","2016/01/14",3.42
"Currency","2016/01/13",3.43
"Currency","2016/01/12",3.43
"Currency","2016/01/11",3.43
"Currency","2016/01/10",3.43
"Currency","2016/01/08",3.43
"Currency","2016/01/07",3.42
"Currency","2016/01/06",3.41
"Currency","2016/01/05",3.41
"Currency","2016/01/04",3.43
"Currency","2016/01/01",3.41
"Currency","2015/12/31",3.41
"Currency","2015/12/30",3.40
"Currency","2015/12/29",3.41
"Currency","2015/12/28",3.39
"Currency","2015/12/25",3.40
"Currency","2015/12/24",3.40
"Currency","2015/12/23",3.38
"Currency","2015/12/22",3.39
"Currency","2015/12/21",3.38
"Currency","2015/12/20",3.37
"Currency","2015/12/18",3.38
"Currency","2015/12/17",3.38
"Currency","2015/12/16",3.37
"Currency","2015/12/15",3.37
"Currency","2015/12/14",3.38
"Currency","2015/12/11",3.38
"Currency","2015/12/10",3.37
"Currency","2015/12/09",3.37
"Currency","2015/12/08",3.37
"Currency","2015/12/07",3.38
"Currency","2015/12/06",3.37
"Currency","2015/12/04",3.37
"Currency","2015/12/03",3.37
"Currency","2015/12/02",3.37
"Currency","2015/12/01",3.37
"Currency","2015/11/30",3.38
"Currency","2015/11/28",3.37
"Currency","2015/11/27",3.37
"Currency","2015/11/26",3.38
"Currency","2015/11/25",3.38
"Currency","2015/11/24",3.37
"Currency","2015/11/23",3.38
"Currency","2015/11/20",3.36
"Currency","2015/11/19",3.36
"Currency","2015/11/18",3.36
"Currency","2015/11/17",3.35
"Currency","2015/11/16",3.35
"Currency","2015/11/13",3.34
"Currency","2015/11/12",3.32
"Currency","2015/11/11",3.31
"Currency","2015/11/10",3.32
"Currency","2015/11/09",3.31
"Currency","2015/11/08",3.31
"Currency","2015/11/06",3.31
"Currency","2015/11/05",3.30
"Currency","2015/11/04",3.30
"Currency","2015/11/03",3.28
"Currency","2015/11/02",3.29
"Currency","2015/11/01",3.28
"Currency","2015/10/30",3.29
"Currency","2015/10/29",3.29
"Currency","2015/10/28",3.28
"Currency","2015/10/27",3.28
"Currency","2015/10/26",3.27
"Currency","2015/10/25",3.27
"Currency","2015/10/23",3.27
"Currency","2015/10/22",3.26
"Currency","2015/10/21",3.26
"Currency","2015/10/20",3.26
"Currency","2015/10/19",3.25
"Currency","2015/10/18",3.25
"Currency","2015/10/16",3.25
"Currency","2015/10/15",3.23
"Currency","2015/10/14",3.24
"Currency","2015/10/13",3.24
"Currency","2015/10/12",3.23
"Currency","2015/10/09",3.21
"Currency","2015/10/08",3.22
"Currency","2015/10/07",3.22
"Currency","2015/10/06",3.22
"Currency","2015/10/05",3.22
"Currency","2015/10/04",3.22
"Currency","2015/10/02",3.22
"Currency","2015/10/01",3.23
"Currency","2015/09/30",3.23
"Currency","2015/09/29",3.24
"Currency","2015/09/28",3.24
"Currency","2015/09/27",3.22
"Currency","2015/09/26",3.22
"Currency","2015/09/25",3.22
"Currency","2015/09/24",3.21
"Currency","2015/09/23",3.22
"Currency","2015/09/22",3.22
"Currency","2015/09/21",3.20
"Currency","2015/09/20",3.19
"Currency","2015/09/18",3.19
"Currency","2015/09/17",3.19
"Currency","2015/09/16",3.20
"Currency","2015/09/15",3.21
"Currency","2015/09/14",3.21
"Currency","2015/09/13",3.21
"Currency","2015/09/11",3.21
"Currency","2015/09/10",3.22
"Currency","2015/09/09",3.22
"Currency","2015/09/08",3.22
"Currency","2015/09/07",3.23
"Currency","2015/09/06",3.22
"Currency","2015/09/04",3.22
"Currency","2015/09/03",3.20
"Currency","2015/09/02",3.25
"Currency","2015/09/01",3.25
"Currency","2015/08/31",3.24
"Currency","2015/08/30",3.23
"Currency","2015/08/28",3.23
"Currency","2015/08/27",3.28
"Currency","2015/08/26",3.31
"Currency","2015/08/25",3.29
"Currency","2015/08/24",3.29
"Currency","2015/08/21",3.27
"Currency","2015/08/20",3.27
"Currency","2015/08/19",3.26
"Currency","2015/08/18",3.25
"Currency","2015/08/17",3.24
"Currency","2015/08/14",3.24
"Currency","2015/08/13",3.23
"Currency","2015/08/12",3.23
"Currency","2015/08/11",3.22
"Currency","2015/08/10",3.20
"Currency","2015/08/07",3.20
"Currency","2015/08/05",3.19
"Currency","2015/08/04",3.18
"Currency","2015/08/03",3.18
"Currency","2015/07/31",3.19
"Currency","2015/07/30",3.18
"Currency","2015/07/29",3.18
"Currency","2015/07/28",3.17
"Currency","2015/07/27",3.18
"Currency","2015/07/24",3.19
"Currency","2015/07/23",3.18
"Currency","2015/07/22",3.18
"Currency","2015/07/21",3.17
"Currency","2015/07/20",3.12
"Currency","2015/07/17",3.18
"Currency","2015/07/16",3.18
"Currency","2015/07/15",3.17
"Currency","2015/07/14",3.17
"Currency","2015/07/13",3.18
"Currency","2015/07/12",3.18
"Currency","2015/07/10",3.16
"Currency","2015/07/09",3.19
"Currency","2015/07/08",3.18
"Currency","2015/07/07",3.18
"Currency","2015/07/06",3.17
"Currency","2015/07/04",3.17
"Currency","2015/07/03",3.11
"Currency","2015/07/02",3.18
"Currency","2015/07/01",3.18
"Currency","2015/06/30",3.18
"Currency","2015/06/29",3.17
"Currency","2015/06/26",3.17
"Currency","2015/06/25",3.17
"Currency","2015/06/24",3.18
"Currency","2015/06/23",3.17
"Currency","2015/06/22",3.08
"Currency","2015/06/19",3.16
"Currency","2015/06/18",3.16
"Currency","2015/06/17",3.16
"Currency","2015/06/16",3.16
"Currency","2015/06/15",3.15
"Currency","2015/06/12",3.15
"Currency","2015/06/11",3.15
"Currency","2015/06/10",3.15
"Currency","2015/06/09",3.15
"Currency","2015/06/08",3.13
"Currency","2015/06/05",3.15
"Currency","2015/06/04",3.15
"Currency","2015/06/03",3.15
"Currency","2015/06/02",3.15
"Currency","2015/06/01",3.16
"Currency","2015/05/29",3.16
"Currency","2015/05/28",3.15
"Currency","2015/05/27",3.15
"Currency","2015/05/26",3.07
"Currency","2015/05/25",3.12
"Currency","2015/05/22",3.13
"Currency","2015/05/21",3.08
"Currency","2015/05/20",3.14
"Currency","2015/05/19",3.15
"Currency","2015/05/18",3.14
"Currency","2015/05/15",3.09
"Currency","2015/05/14",3.14
"Currency","2015/05/13",3.15
"Currency","2015/05/12",3.15
"Currency","2015/05/11",3.14
"Currency","2015/05/08",3.15
"Currency","2015/05/07",3.14
"Currency","2015/05/05",3.14
"Currency","2015/05/04",3.13
"Currency","2015/05/01",3.12
"Currency","2015/04/30",3.05
"Currency","2015/04/29",3.13
"Currency","2015/04/28",3.13
"Currency","2015/04/27",3.05
"Currency","2015/04/24",3.13
"Currency","2015/04/23",3.13
"Currency","2015/04/22",3.05
"Currency","2015/04/21",3.11
"Currency","2015/04/20",3.05
"Currency","2015/04/17",3.03
"Currency","2015/04/16",3.12
"Currency","2015/04/15",3.12
"Currency","2015/04/14",3.12
"Currency","2015/04/13",3.13
"Currency","2015/04/10",3.10
"Currency","2015/04/09",3.10
"Currency","2015/04/08",3.10
"Currency","2015/04/07",3.08
"Currency","2015/04/06",3.09
"Currency","2015/04/03",3.01
"Currency","2015/04/02",3.09
"Currency","2015/04/01",3.02
"Currency","2015/03/31",3.09
"Currency","2015/03/30",3.09
"Currency","2015/03/27",3.08
