"Indicator","Time","Value (USD/PEN)"
"Currency","1999/12/15",3.47
"Currency","1999/12/14",3.47
"Currency","1999/12/13",3.47
"Currency","1999/12/10",3.47
"Currency","1999/12/09",3.47
"Currency","1999/12/08",3.47
"Currency","1999/12/07",3.48
"Currency","1999/12/06",3.48
"Currency","1999/12/03",3.47
"Currency","1999/12/02",3.48
"Currency","1999/12/01",3.49
"Currency","1999/11/30",3.49
"Currency","1999/11/29",3.49
"Currency","1999/11/26",3.49
"Currency","1999/11/25",3.49
"Currency","1999/11/24",3.49
"Currency","1999/11/23",3.49
"Currency","1999/11/22",3.48
"Currency","1999/11/19",3.47
"Currency","1999/11/18",3.47
"Currency","1999/11/17",3.47
"Currency","1999/11/16",3.48
"Currency","1999/11/12",3.47
"Currency","1999/11/11",3.47
"Currency","1999/11/10",3.48
"Currency","1999/11/09",3.48
"Currency","1999/11/08",3.49
"Currency","1999/11/05",3.49
"Currency","1999/11/04",3.49
"Currency","1999/11/03",3.49
"Currency","1999/11/02",3.49
"Currency","1999/11/01",3.48
"Currency","1999/10/29",3.49
"Currency","1999/10/28",3.49
"Currency","1999/10/27",3.49
"Currency","1999/10/26",3.48
"Currency","1999/10/25",3.48
"Currency","1999/10/22",3.47
"Currency","1999/10/21",3.47
"Currency","1999/10/20",3.47
"Currency","1999/10/19",3.48
"Currency","1999/10/18",3.48
"Currency","1999/10/15",3.47
"Currency","1999/10/14",3.47
"Currency","1999/10/13",3.47
"Currency","1999/10/12",3.46
"Currency","1999/10/11",3.46
"Currency","1999/10/08",3.46
"Currency","1999/10/07",3.46
"Currency","1999/10/06",3.47
"Currency","1999/10/05",3.47
"Currency","1999/10/04",3.47
"Currency","1999/10/01",3.47
"Currency","1999/09/30",3.46
"Currency","1999/09/29",3.46
"Currency","1999/09/28",3.47
"Currency","1999/09/27",3.46
"Currency","1999/09/24",3.45
"Currency","1999/09/23",3.43
"Currency","1999/09/22",3.43
"Currency","1999/09/21",3.42
"Currency","1999/09/20",3.42
"Currency","1999/09/17",3.42
"Currency","1999/09/16",3.42
"Currency","1999/09/15",3.41
"Currency","1999/09/14",3.40
"Currency","1999/09/13",3.40
"Currency","1999/09/10",3.40
"Currency","1999/09/09",3.41
"Currency","1999/09/08",3.42
"Currency","1999/09/07",3.42
"Currency","1999/09/06",3.40
"Currency","1999/09/03",3.40
"Currency","1999/09/02",3.40
"Currency","1999/09/01",3.39
"Currency","1999/08/31",3.39
"Currency","1999/08/30",3.37
"Currency","1999/08/27",3.38
"Currency","1999/08/26",3.37
"Currency","1999/08/25",3.37
"Currency","1999/08/24",3.36
"Currency","1999/08/23",3.35
"Currency","1999/08/20",3.36
"Currency","1999/08/19",3.36
"Currency","1999/08/18",3.37
"Currency","1999/08/17",3.36
"Currency","1999/08/16",3.36
"Currency","1999/08/13",3.35
"Currency","1999/08/12",3.37
"Currency","1999/08/11",3.35
"Currency","1999/08/10",3.38
"Currency","1999/08/09",3.37
"Currency","1999/08/06",3.36
"Currency","1999/08/05",3.35
"Currency","1999/08/04",3.35
"Currency","1999/08/03",3.35
"Currency","1999/08/02",3.35
"Currency","1999/07/30",3.34
"Currency","1999/07/28",3.33
"Currency","1999/07/27",3.33
"Currency","1999/07/26",3.33
"Currency","1999/07/23",3.33
"Currency","1999/07/21",3.32
"Currency","1999/07/20",3.31
"Currency","1999/07/19",3.31
"Currency","1999/07/16",3.31
"Currency","1999/07/15",3.31
"Currency","1999/07/14",3.32
"Currency","1999/07/13",3.33
"Currency","1999/07/12",3.33
"Currency","1999/07/09",3.32
"Currency","1999/07/08",3.32
"Currency","1999/07/07",3.32
"Currency","1999/07/06",3.32
"Currency","1999/07/05",3.32
"Currency","1999/07/02",3.32
"Currency","1999/07/01",3.33
"Currency","1999/06/30",3.33
"Currency","1999/06/29",3.34
"Currency","1999/06/28",3.34
"Currency","1999/06/25",3.34
"Currency","1999/06/24",3.34
"Currency","1999/06/23",3.34
"Currency","1999/06/22",3.33
"Currency","1999/06/21",3.34
"Currency","1999/06/18",3.33
"Currency","1999/06/17",3.34
"Currency","1999/06/16",3.33
"Currency","1999/06/15",3.34
"Currency","1999/06/14",3.34
"Currency","1999/06/11",3.35
"Currency","1999/06/10",3.35
"Currency","1999/06/09",3.35
"Currency","1999/06/08",3.35
"Currency","1999/06/07",3.34
"Currency","1999/06/04",3.34
"Currency","1999/06/03",3.33
"Currency","1999/06/02",3.34
"Currency","1999/06/01",3.33
"Currency","1999/05/31",3.33
"Currency","1999/05/28",3.33
"Currency","1999/05/27",3.33
"Currency","1999/05/26",3.33
"Currency","1999/05/25",3.35
"Currency","1999/05/24",3.34
"Currency","1999/05/21",3.34
"Currency","1999/05/20",3.33
"Currency","1999/05/19",3.32
"Currency","1999/05/18",3.32
"Currency","1999/05/17",3.32
"Currency","1999/05/14",3.33
"Currency","1999/05/13",3.32
"Currency","1999/05/11",3.32
"Currency","1999/05/10",3.33
"Currency","1999/05/07",3.34
"Currency","1999/05/06",3.34
"Currency","1999/05/05",3.33
"Currency","1999/05/04",3.33
"Currency","1999/05/03",3.33
"Currency","1999/04/29",3.34
"Currency","1999/04/28",3.34
"Currency","1999/04/27",3.34
"Currency","1999/04/26",3.35
"Currency","1999/04/23",3.35
"Currency","1999/04/22",3.34
"Currency","1999/04/21",3.35
"Currency","1999/04/20",3.34
"Currency","1999/04/19",3.34
"Currency","1999/04/16",3.34
"Currency","1999/04/15",3.35
"Currency","1999/04/14",3.34
"Currency","1999/04/13",3.35
"Currency","1999/04/12",3.36
"Currency","1999/04/09",3.36
"Currency","1999/04/08",3.36
"Currency","1999/04/07",3.37
"Currency","1999/04/06",3.36
"Currency","1999/04/05",3.34
"Currency","1999/04/01",3.33
"Currency","1999/03/31",3.33
"Currency","1999/03/30",3.34
"Currency","1999/03/29",3.35
"Currency","1999/03/26",3.37
"Currency","1999/03/25",3.38
"Currency","1999/03/24",3.39
"Currency","1999/03/23",3.39
"Currency","1999/03/22",3.38
"Currency","1999/03/19",3.36
"Currency","1999/03/18",3.42
"Currency","1999/03/17",3.36
"Currency","1999/03/16",3.36
"Currency","1999/03/15",3.33
"Currency","1999/03/12",3.36
"Currency","1999/03/11",3.39
"Currency","1999/03/10",3.40
"Currency","1999/03/09",3.40
"Currency","1999/03/08",3.41
"Currency","1999/03/05",3.40
"Currency","1999/03/04",3.41
"Currency","1999/03/03",3.39
"Currency","1999/03/02",3.39
"Currency","1999/03/01",3.39
"Currency","1999/02/26",3.41
"Currency","1999/02/25",3.48
"Currency","1999/02/24",3.42
"Currency","1999/02/23",3.42
"Currency","1999/02/22",3.41
"Currency","1999/02/19",3.40
"Currency","1999/02/18",3.39
"Currency","1999/02/17",3.38
"Currency","1999/02/16",3.38
"Currency","1999/02/15",3.39
"Currency","1999/02/12",3.39
"Currency","1999/02/11",3.40
"Currency","1999/02/10",3.38
"Currency","1999/02/09",3.38
"Currency","1999/02/08",3.39
"Currency","1999/02/05",3.39
"Currency","1999/02/04",3.39
"Currency","1999/02/03",3.40
"Currency","1999/02/02",3.38
"Currency","1999/02/01",3.38
"Currency","1999/01/29",3.35
"Currency","1999/01/28",3.34
"Currency","1999/01/27",3.33
"Currency","1999/01/26",3.32
"Currency","1999/01/25",3.30
"Currency","1999/01/22",3.28
"Currency","1999/01/21",3.27
"Currency","1999/01/20",3.25
"Currency","1999/01/19",3.25
"Currency","1999/01/18",3.23
"Currency","1999/01/15",3.27
"Currency","1999/01/14",3.31
"Currency","1999/01/13",3.27
"Currency","1999/01/12",3.20
"Currency","1999/01/11",3.20
"Currency","1999/01/08",3.19
"Currency","1999/01/07",3.19
"Currency","1999/01/06",3.18
"Currency","1999/01/05",3.18
"Currency","1999/01/04",3.16
"Currency","1999/01/01",3.16
"Currency","1998/12/31",3.16
"Currency","1998/12/30",3.16
"Currency","1998/12/29",3.15
"Currency","1998/12/28",3.14
"Currency","1998/12/24",3.13
"Currency","1998/12/23",3.13
"Currency","1998/12/22",3.13
"Currency","1998/12/21",3.13
"Currency","1998/12/18",3.12
"Currency","1998/12/17",3.13
"Currency","1998/12/16",3.13
"Currency","1998/12/15",3.13
"Currency","1998/12/14",3.14
"Currency","1998/12/10",3.14
"Currency","1998/12/09",3.13
"Currency","1998/12/07",3.13
"Currency","1998/12/04",3.15
"Currency","1998/12/03",3.15
"Currency","1998/12/02",3.15
"Currency","1998/12/01",3.13
"Currency","1998/11/30",3.13
"Currency","1998/11/27",3.12
"Currency","1998/11/26",3.12
"Currency","1998/11/25",3.11
"Currency","1998/11/24",3.10
"Currency","1998/11/23",3.10
"Currency","1998/11/20",3.09
"Currency","1998/11/19",3.09
"Currency","1998/11/18",3.09
"Currency","1998/11/17",3.09
"Currency","1998/11/16",3.09
"Currency","1998/11/13",3.09
"Currency","1998/11/12",3.09
"Currency","1998/11/11",3.09
"Currency","1998/11/10",3.09
"Currency","1998/11/09",3.09
"Currency","1998/11/06",3.08
"Currency","1998/11/05",3.08
"Currency","1998/11/04",3.08
"Currency","1998/11/03",3.08
"Currency","1998/11/02",3.09
"Currency","1998/10/30",3.07
"Currency","1998/10/29",3.08
"Currency","1998/10/28",3.07
"Currency","1998/10/27",3.06
"Currency","1998/10/22",3.05
"Currency","1998/10/21",3.05
"Currency","1998/10/20",3.04
"Currency","1998/10/16",3.05
"Currency","1998/10/15",3.04
"Currency","1998/10/14",3.05
"Currency","1998/10/13",3.05
"Currency","1998/10/12",3.06
"Currency","1998/10/09",3.06
"Currency","1998/10/07",3.04
"Currency","1998/10/06",3.03
"Currency","1998/10/05",3.03
"Currency","1998/10/02",3.04
"Currency","1998/10/01",3.05
"Currency","1998/09/30",3.05
"Currency","1998/09/29",3.05
"Currency","1998/09/28",3.04
"Currency","1998/09/25",3.04
"Currency","1998/09/24",3.03
"Currency","1998/09/23",3.03
"Currency","1998/09/22",3.02
"Currency","1998/09/21",3.03
"Currency","1998/09/18",3.02
"Currency","1998/09/17",3.03
"Currency","1998/09/16",3.04
"Currency","1998/09/15",3.03
"Currency","1998/09/14",3.04
"Currency","1998/09/11",3.07
"Currency","1998/09/10",3.07
"Currency","1998/09/09",3.05
"Currency","1998/09/08",3.06
"Currency","1998/09/07",3.06
"Currency","1998/09/04",3.05
"Currency","1998/09/03",3.05
"Currency","1998/09/02",3.04
"Currency","1998/09/01",3.04
"Currency","1998/08/31",3.05
"Currency","1998/08/28",3.01
"Currency","1998/08/27",3.01
"Currency","1998/08/26",2.98
"Currency","1998/08/25",2.96
"Currency","1998/08/24",2.95
"Currency","1998/08/21",2.97
"Currency","1998/08/20",2.96
"Currency","1998/08/18",2.94
"Currency","1998/08/17",2.93
"Currency","1998/08/14",2.95
"Currency","1998/08/13",2.96
"Currency","1998/08/12",2.96
"Currency","1998/08/11",2.96
"Currency","1998/08/10",2.95
"Currency","1998/08/07",2.95
"Currency","1998/08/06",2.92
"Currency","1998/08/05",2.95
"Currency","1998/08/04",2.94
"Currency","1998/08/03",2.91
"Currency","1998/07/31",2.93
"Currency","1998/07/30",2.93
"Currency","1998/07/28",2.91
"Currency","1998/07/27",2.90
"Currency","1998/07/24",2.92
"Currency","1998/07/23",2.92
"Currency","1998/07/22",2.91
"Currency","1998/07/20",2.91
"Currency","1998/07/16",2.91
"Currency","1998/07/15",2.91
"Currency","1998/07/14",2.91
"Currency","1998/07/13",2.91
"Currency","1998/07/09",2.93
"Currency","1998/07/08",2.95
"Currency","1998/07/07",2.93
"Currency","1998/07/06",2.94
"Currency","1998/07/01",2.94
"Currency","1998/06/30",2.94
"Currency","1998/06/29",2.94
"Currency","1998/06/24",2.93
"Currency","1998/06/22",2.91
"Currency","1998/06/19",2.91
"Currency","1998/06/18",2.92
"Currency","1998/06/17",2.92
"Currency","1998/06/16",2.91
"Currency","1998/06/15",2.90
"Currency","1998/06/12",2.90
"Currency","1998/06/10",2.89
"Currency","1998/06/09",2.89
"Currency","1998/06/08",2.88
"Currency","1998/06/05",2.87
"Currency","1998/06/03",2.87
"Currency","1998/06/01",2.86
"Currency","1998/05/29",2.86
"Currency","1998/05/28",2.85
"Currency","1998/05/27",2.84
"Currency","1998/05/26",2.84
"Currency","1998/05/22",2.84
"Currency","1998/05/21",2.84
"Currency","1998/05/19",2.84
"Currency","1998/05/14",2.84
"Currency","1998/05/12",2.82
"Currency","1998/05/08",2.84
"Currency","1998/05/06",2.84
"Currency","1998/05/05",2.83
"Currency","1998/05/01",2.83
"Currency","1998/04/30",2.83
"Currency","1998/04/28",2.83
"Currency","1998/04/27",2.83
"Currency","1998/04/24",2.82
"Currency","1998/04/23",2.82
"Currency","1998/04/21",2.81
"Currency","1998/04/20",2.82
"Currency","1998/04/17",2.82
"Currency","1998/04/16",2.82
"Currency","1998/04/15",2.82
"Currency","1998/04/14",2.81
"Currency","1998/04/13",2.81
"Currency","1998/04/09",2.81
"Currency","1998/04/08",2.81
"Currency","1998/04/06",2.81
"Currency","1998/04/01",2.81
"Currency","1998/03/31",2.81
"Currency","1998/03/30",2.81
"Currency","1998/03/26",2.82
"Currency","1998/03/24",2.81
"Currency","1998/03/23",2.80
"Currency","1998/03/20",2.79
"Currency","1998/03/19",2.79
"Currency","1998/03/18",2.79
"Currency","1998/03/16",2.79
"Currency","1998/03/13",2.80
"Currency","1998/03/10",2.80
"Currency","1998/03/09",2.80
"Currency","1998/03/06",2.81
"Currency","1998/03/05",2.81
"Currency","1998/03/04",2.81
"Currency","1998/03/03",2.82
"Currency","1998/03/02",2.81
"Currency","1998/02/27",2.81
"Currency","1998/02/25",2.82
"Currency","1998/02/23",2.80
"Currency","1998/02/20",2.80
"Currency","1998/02/19",2.79
"Currency","1998/02/18",2.79
"Currency","1998/02/17",2.79
"Currency","1998/02/16",2.79
"Currency","1998/02/13",2.78
"Currency","1998/02/12",2.80
"Currency","1998/02/11",2.81
"Currency","1998/02/10",2.80
"Currency","1998/02/09",2.79
"Currency","1998/02/05",2.79
"Currency","1998/02/04",2.79
"Currency","1998/02/03",2.78
"Currency","1998/02/02",2.77
"Currency","1998/01/30",2.77
"Currency","1998/01/28",2.76
"Currency","1998/01/27",2.76
"Currency","1998/01/23",2.75
"Currency","1998/01/22",2.74
"Currency","1998/01/21",2.74
"Currency","1998/01/19",2.74
"Currency","1998/01/16",2.74
"Currency","1998/01/15",2.74
"Currency","1998/01/14",2.74
"Currency","1998/01/13",2.73
"Currency","1998/01/12",2.74
"Currency","1998/01/09",2.74
"Currency","1998/01/07",2.73
"Currency","1998/01/06",2.73
"Currency","1998/01/05",2.71
"Currency","1998/01/02",2.74
"Currency","1997/12/31",2.74
"Currency","1997/12/26",2.72
"Currency","1997/12/22",2.71
"Currency","1997/12/15",2.71
"Currency","1997/12/11",2.71
"Currency","1997/12/10",2.71
"Currency","1997/12/05",2.72
"Currency","1997/12/04",2.72
"Currency","1997/12/03",2.72
"Currency","1997/11/26",2.73
"Currency","1997/11/25",2.72
"Currency","1997/11/20",2.71
"Currency","1997/11/17",2.73
"Currency","1997/11/13",2.73
"Currency","1997/11/11",2.72
"Currency","1997/11/10",2.72
"Currency","1997/11/07",2.72
"Currency","1997/11/06",2.72
"Currency","1997/11/04",2.70
"Currency","1997/10/31",2.70
"Currency","1997/10/29",2.70
"Currency","1997/10/28",2.69
"Currency","1997/10/24",2.66
"Currency","1997/10/23",2.66
"Currency","1997/10/22",2.66
"Currency","1997/10/20",2.64
"Currency","1997/10/17",2.64
"Currency","1997/10/16",2.65
"Currency","1997/10/15",2.65
"Currency","1997/10/13",2.65
"Currency","1997/10/10",2.65
"Currency","1997/10/07",2.64
"Currency","1997/10/06",2.64
"Currency","1997/10/03",2.64
"Currency","1997/10/02",2.64
"Currency","1997/09/30",2.65
"Currency","1997/09/26",2.65
"Currency","1997/09/24",2.64
"Currency","1997/09/23",2.64
"Currency","1997/09/22",2.63
"Currency","1997/09/19",2.64
"Currency","1997/09/17",2.64
"Currency","1997/09/16",2.63
"Currency","1997/09/10",2.65
"Currency","1997/09/04",2.66
"Currency","1997/09/03",2.66
"Currency","1997/09/02",2.66
"Currency","1997/08/29",2.66
"Currency","1997/08/26",2.66
"Currency","1997/08/25",2.65
"Currency","1997/08/21",2.65
"Currency","1997/08/18",2.64
"Currency","1997/08/15",2.65
"Currency","1997/08/13",2.65
"Currency","1997/08/11",2.65
"Currency","1997/08/08",2.66
"Currency","1997/08/06",2.66
"Currency","1997/08/05",2.66
"Currency","1997/08/04",2.66
"Currency","1997/08/01",2.65
"Currency","1997/07/30",2.64
"Currency","1997/07/25",2.65
"Currency","1997/07/24",2.64
"Currency","1997/07/23",2.65
"Currency","1997/07/22",2.65
"Currency","1997/07/21",2.65
"Currency","1997/07/18",2.65
"Currency","1997/07/17",2.65
"Currency","1997/07/16",2.65
"Currency","1997/07/15",2.64
"Currency","1997/07/14",2.64
"Currency","1997/07/10",2.65
"Currency","1997/07/09",2.65
"Currency","1997/07/08",2.65
"Currency","1997/07/07",2.65
"Currency","1997/07/04",2.65
"Currency","1997/07/03",2.65
"Currency","1997/07/02",2.65
"Currency","1997/07/01",2.65
"Currency","1997/06/30",2.65
"Currency","1997/06/26",2.65
"Currency","1997/06/25",2.65
"Currency","1997/06/24",2.65
"Currency","1997/06/23",2.65
"Currency","1997/06/20",2.65
"Currency","1997/06/19",2.65
"Currency","1997/06/18",2.65
"Currency","1997/06/17",2.66
"Currency","1997/06/16",2.66
"Currency","1997/06/13",2.66
"Currency","1997/06/12",2.66
"Currency","1997/06/11",2.64
"Currency","1997/06/10",2.66
"Currency","1997/06/06",2.66
"Currency","1997/06/05",2.66
"Currency","1997/06/03",2.66
"Currency","1997/06/02",2.67
"Currency","1997/05/29",2.67
"Currency","1997/05/28",2.66
"Currency","1997/05/27",2.66
"Currency","1997/05/23",2.66
"Currency","1997/05/22",2.66
"Currency","1997/05/21",2.66
"Currency","1997/05/20",2.66
"Currency","1997/05/19",2.66
"Currency","1997/05/16",2.66
"Currency","1997/05/15",2.66
"Currency","1997/05/14",2.67
"Currency","1997/05/13",2.67
"Currency","1997/05/12",2.66
"Currency","1997/05/08",2.67
"Currency","1997/05/07",2.67
"Currency","1997/05/06",2.67
"Currency","1997/05/05",2.66
"Currency","1997/05/01",2.66
"Currency","1997/04/30",2.67
"Currency","1997/04/29",2.67
"Currency","1997/04/28",2.66
"Currency","1997/04/25",2.66
"Currency","1997/04/24",2.66
"Currency","1997/04/23",2.67
"Currency","1997/04/22",2.66
"Currency","1997/04/21",2.66
"Currency","1997/04/18",2.66
"Currency","1997/04/17",2.66
"Currency","1997/04/16",2.66
"Currency","1997/04/15",2.66
"Currency","1997/04/14",2.66
"Currency","1997/04/11",2.67
"Currency","1997/04/09",2.67
"Currency","1997/04/08",2.67
"Currency","1997/04/04",2.65
"Currency","1997/04/03",2.66
"Currency","1997/04/02",2.65
"Currency","1997/04/01",2.65
"Currency","1997/03/27",2.64
"Currency","1997/03/26",2.64
"Currency","1997/03/25",2.63
"Currency","1997/03/24",2.64
"Currency","1997/03/18",2.62
"Currency","1997/03/17",2.63
"Currency","1997/03/13",2.62
"Currency","1997/03/12",2.62
"Currency","1997/03/11",2.62
"Currency","1997/03/07",2.66
"Currency","1997/03/05",2.64
"Currency","1997/03/04",2.65
"Currency","1997/03/03",2.64
"Currency","1997/02/27",2.64
"Currency","1997/02/26",2.65
"Currency","1997/02/25",2.62
"Currency","1997/02/24",2.65
"Currency","1997/02/21",2.63
"Currency","1997/02/20",2.65
"Currency","1997/02/18",2.62
"Currency","1997/02/14",2.63
"Currency","1997/02/13",2.63
"Currency","1997/02/12",2.64
"Currency","1997/02/11",2.63
"Currency","1997/02/10",2.63
"Currency","1997/02/07",2.64
"Currency","1997/02/05",2.65
"Currency","1997/02/04",2.65
"Currency","1997/02/03",2.64
"Currency","1997/01/31",2.64
"Currency","1997/01/30",2.63
"Currency","1997/01/29",2.64
"Currency","1997/01/28",2.63
"Currency","1997/01/27",2.62
"Currency","1997/01/24",2.63
"Currency","1997/01/23",2.62
"Currency","1997/01/22",2.62
"Currency","1997/01/21",2.62
"Currency","1997/01/20",2.62
"Currency","1997/01/17",2.62
"Currency","1997/01/16",2.62
"Currency","1997/01/15",2.62
"Currency","1997/01/14",2.62
"Currency","1997/01/13",2.62
"Currency","1997/01/10",2.63
"Currency","1997/01/09",2.63
"Currency","1997/01/08",2.64
"Currency","1997/01/07",2.63
"Currency","1997/01/06",2.61
"Currency","1997/01/03",2.61
"Currency","1996/12/30",2.60
"Currency","1996/12/27",2.59
"Currency","1996/12/26",2.58
"Currency","1996/12/24",2.58
"Currency","1996/12/20",2.58
"Currency","1996/12/19",2.59
"Currency","1996/12/16",2.58
"Currency","1996/12/13",2.58
"Currency","1996/12/12",2.59
"Currency","1996/12/11",2.59
"Currency","1996/12/09",2.58
"Currency","1996/12/04",2.59
"Currency","1996/12/03",2.59
"Currency","1996/12/02",2.58
"Currency","1996/11/29",2.59
"Currency","1996/11/27",2.59
"Currency","1996/11/26",2.58
"Currency","1996/11/22",2.57
"Currency","1996/11/21",2.57
"Currency","1996/11/19",2.57
"Currency","1996/11/15",2.58
"Currency","1996/11/14",2.59
"Currency","1996/11/13",2.59
"Currency","1996/11/12",2.59
"Currency","1996/11/11",2.59
"Currency","1996/11/07",2.59
"Currency","1996/11/06",2.59
"Currency","1996/11/05",2.58
"Currency","1996/11/01",2.57
"Currency","1996/10/31",2.56
"Currency","1996/10/30",2.56
"Currency","1996/10/29",2.57
"Currency","1996/10/28",2.57
"Currency","1996/10/25",2.58
"Currency","1996/10/24",2.57
"Currency","1996/10/22",2.56
"Currency","1996/10/21",2.55
"Currency","1996/10/18",2.56
"Currency","1996/10/17",2.56
"Currency","1996/10/16",2.55
"Currency","1996/10/15",2.55
"Currency","1996/10/14",2.57
"Currency","1996/10/11",2.56
"Currency","1996/10/04",2.53
"Currency","1996/10/03",2.53
"Currency","1996/10/02",2.52
"Currency","1996/10/01",2.51
"Currency","1996/09/30",2.51
"Currency","1996/09/26",2.51
"Currency","1996/09/25",2.51
"Currency","1996/09/24",2.50
"Currency","1996/09/23",2.49
"Currency","1996/09/20",2.49
"Currency","1996/09/19",2.49
"Currency","1996/09/18",2.48
"Currency","1996/09/17",2.48
"Currency","1996/09/16",2.48
"Currency","1996/09/13",2.48
"Currency","1996/09/12",2.48
"Currency","1996/09/11",2.49
"Currency","1996/09/10",2.47
"Currency","1996/09/09",2.48
"Currency","1996/09/04",2.48
"Currency","1996/08/30",2.46
"Currency","1996/08/28",2.47
"Currency","1996/08/26",2.47
"Currency","1996/08/22",2.46
"Currency","1996/08/21",2.46
"Currency","1996/08/20",2.46
"Currency","1996/08/19",2.46
"Currency","1996/08/16",2.47
"Currency","1996/08/15",2.47
"Currency","1996/08/14",2.47
"Currency","1996/08/12",2.47
"Currency","1996/08/09",2.47
"Currency","1996/08/08",2.47
"Currency","1996/08/07",2.46
"Currency","1996/08/06",2.47
"Currency","1996/08/05",2.46
"Currency","1996/08/01",2.47
"Currency","1996/07/31",2.45
"Currency","1996/07/29",2.44
"Currency","1996/07/26",2.45
"Currency","1996/07/24",2.44
"Currency","1996/07/23",2.43
"Currency","1996/07/22",2.44
"Currency","1996/07/19",2.44
"Currency","1996/07/18",2.44
"Currency","1996/07/16",2.44
"Currency","1996/07/15",2.44
"Currency","1996/07/12",2.44
"Currency","1996/07/11",2.45
"Currency","1996/07/10",2.45
"Currency","1996/07/09",2.44
"Currency","1996/07/08",2.44
"Currency","1996/07/05",2.45
"Currency","1996/07/03",2.45
"Currency","1996/07/02",2.45
"Currency","1996/07/01",2.44
"Currency","1996/06/28",2.45
"Currency","1996/06/27",2.45
"Currency","1996/06/26",2.45
"Currency","1996/06/25",2.45
"Currency","1996/06/24",2.44
"Currency","1996/06/20",2.44
"Currency","1996/06/19",2.44
"Currency","1996/06/18",2.44
"Currency","1996/06/17",2.44
"Currency","1996/06/14",2.45
"Currency","1996/06/13",2.45
"Currency","1996/06/12",2.44
"Currency","1996/06/11",2.44
"Currency","1996/06/10",2.43
"Currency","1996/06/07",2.43
"Currency","1996/06/06",2.43
"Currency","1996/06/05",2.42
"Currency","1996/06/04",2.42
"Currency","1996/06/03",2.42
"Currency","1996/05/31",2.42
"Currency","1996/05/30",2.42
"Currency","1996/05/29",2.42
"Currency","1996/05/28",2.41
"Currency","1996/05/23",2.42
"Currency","1996/05/22",2.42
"Currency","1996/05/21",2.41
"Currency","1996/05/20",2.41
"Currency","1996/05/17",2.41
"Currency","1996/05/16",2.41
"Currency","1996/05/15",2.41
"Currency","1996/05/14",2.41
"Currency","1996/05/13",2.41
"Currency","1996/05/10",2.41
"Currency","1996/05/09",2.41
"Currency","1996/05/08",2.41
"Currency","1996/05/07",2.39
"Currency","1996/05/06",2.39
"Currency","1996/05/03",2.38
"Currency","1996/05/02",2.37
"Currency","1996/05/01",2.37
"Currency","1996/04/29",2.37
"Currency","1996/04/26",2.37
"Currency","1996/04/25",2.37
"Currency","1996/04/24",2.37
"Currency","1996/04/23",2.37
"Currency","1996/04/22",2.37
"Currency","1996/04/18",2.36
"Currency","1996/04/17",2.36
"Currency","1996/04/16",2.36
"Currency","1996/04/11",2.37
"Currency","1996/04/10",2.36
"Currency","1996/04/09",2.36
"Currency","1996/04/03",2.35
"Currency","1996/04/02",2.35
"Currency","1996/04/01",2.35
"Currency","1996/03/29",2.36
"Currency","1996/03/28",2.36
"Currency","1996/03/27",2.36
"Currency","1996/03/26",2.37
"Currency","1996/03/25",2.35
"Currency","1996/03/21",2.35
"Currency","1996/03/20",2.35
"Currency","1996/03/19",2.35
"Currency","1996/03/18",2.35
"Currency","1996/03/15",2.36
"Currency","1996/03/14",2.36
"Currency","1996/03/13",2.36
"Currency","1996/03/12",2.35
"Currency","1996/03/11",2.36
"Currency","1996/03/08",2.36
"Currency","1996/03/07",2.36
"Currency","1996/03/06",2.36
"Currency","1996/03/05",2.36
"Currency","1996/03/01",2.35
"Currency","1996/02/29",2.36
"Currency","1996/02/28",2.36
"Currency","1996/02/27",2.36
"Currency","1996/02/26",2.36
"Currency","1996/02/23",2.35
"Currency","1996/02/22",2.35
"Currency","1996/02/21",2.35
"Currency","1996/02/20",2.34
"Currency","1996/02/16",2.35
"Currency","1996/02/15",2.35
"Currency","1996/02/14",2.35
"Currency","1996/02/13",2.35
"Currency","1996/02/12",2.35
"Currency","1996/02/09",2.36
"Currency","1996/02/08",2.36
"Currency","1996/02/07",2.36
"Currency","1996/02/06",2.36
"Currency","1996/02/05",2.36
"Currency","1996/02/02",2.35
"Currency","1996/02/01",2.36
"Currency","1996/01/31",2.36
"Currency","1996/01/29",2.36
"Currency","1996/01/26",2.35
"Currency","1996/01/25",2.35
"Currency","1996/01/24",2.35
"Currency","1996/01/23",2.35
"Currency","1996/01/19",2.34
"Currency","1996/01/18",2.34
"Currency","1996/01/17",2.34
"Currency","1996/01/16",2.35
"Currency","1996/01/15",2.35
"Currency","1996/01/12",2.36
"Currency","1996/01/11",2.36
"Currency","1996/01/09",2.35
"Currency","1996/01/08",2.34
"Currency","1996/01/05",2.35
"Currency","1996/01/04",2.35
"Currency","1996/01/02",2.34
"Currency","1995/12/29",2.32
"Currency","1995/12/28",2.33
"Currency","1995/12/27",2.32
"Currency","1995/12/22",2.32
"Currency","1995/12/21",2.32
"Currency","1995/12/20",2.32
"Currency","1995/12/19",2.32
"Currency","1995/12/18",2.33
"Currency","1995/12/15",2.32
"Currency","1995/12/14",2.32
"Currency","1995/12/13",2.33
"Currency","1995/12/12",2.34
"Currency","1995/12/11",2.34
"Currency","1995/12/07",2.34
"Currency","1995/12/06",2.35
"Currency","1995/12/05",2.35
"Currency","1995/12/04",2.34
"Currency","1995/12/01",2.33
"Currency","1995/11/30",2.33
"Currency","1995/11/29",2.32
