"Indicator","Time","Value (USD/BDT)"
"Currency","2015/04/01",76.25
"Currency","2015/03/31",76.21
"Currency","2015/03/30",76.22
"Currency","2015/03/27",76.26
"Currency","2015/03/26",76.26
"Currency","2015/03/25",76.24
"Currency","2015/03/24",76.24
"Currency","2015/03/23",76.07
"Currency","2015/03/20",76.23
"Currency","2015/03/19",76.15
"Currency","2015/03/18",76.11
"Currency","2015/03/17",76.18
"Currency","2015/03/16",76.19
"Currency","2015/03/13",76.26
"Currency","2015/03/12",76.09
"Currency","2015/03/11",76.18
"Currency","2015/03/10",76.13
"Currency","2015/03/09",76.12
"Currency","2015/03/06",76.10
"Currency","2015/03/05",76.18
"Currency","2015/03/04",76.18
"Currency","2015/03/03",76.19
"Currency","2015/03/02",76.28
"Currency","2015/02/27",76.34
"Currency","2015/02/26",76.21
"Currency","2015/02/25",76.19
"Currency","2015/02/24",76.33
"Currency","2015/02/23",76.26
"Currency","2015/02/20",76.25
"Currency","2015/02/19",76.20
"Currency","2015/02/18",76.32
"Currency","2015/02/17",76.23
"Currency","2015/02/16",76.32
"Currency","2015/02/13",76.11
"Currency","2015/02/12",76.20
"Currency","2015/02/11",76.24
"Currency","2015/02/10",76.23
"Currency","2015/02/09",76.28
"Currency","2015/02/06",76.21
"Currency","2015/02/05",76.50
"Currency","2015/02/04",76.15
"Currency","2015/02/03",76.18
"Currency","2015/02/02",76.22
"Currency","2015/01/30",75.81
"Currency","2015/01/29",76.26
"Currency","2015/01/28",76.12
"Currency","2015/01/27",76.25
"Currency","2015/01/26",76.03
"Currency","2015/01/23",76.30
"Currency","2015/01/22",76.32
"Currency","2015/01/21",76.26
"Currency","2015/01/20",76.26
"Currency","2015/01/19",76.28
"Currency","2015/01/16",76.32
"Currency","2015/01/15",76.21
"Currency","2015/01/14",76.30
"Currency","2015/01/13",76.40
"Currency","2015/01/12",76.31
"Currency","2015/01/09",76.39
"Currency","2015/01/08",76.29
"Currency","2015/01/07",76.65
"Currency","2015/01/06",76.37
"Currency","2015/01/05",76.46
"Currency","2015/01/02",76.77
"Currency","2015/01/01",76.43
"Currency","2014/12/31",76.53
"Currency","2014/12/30",76.43
"Currency","2014/12/29",76.48
"Currency","2014/12/26",76.54
"Currency","2014/12/25",76.54
"Currency","2014/12/24",76.54
"Currency","2014/12/23",76.43
"Currency","2014/12/22",75.85
"Currency","2014/12/19",75.90
"Currency","2014/12/18",75.87
"Currency","2014/12/17",75.88
"Currency","2014/12/16",75.85
"Currency","2014/12/15",75.86
"Currency","2014/12/12",75.90
"Currency","2014/12/11",75.92
"Currency","2014/12/10",75.80
"Currency","2014/12/09",75.83
"Currency","2014/12/08",75.87
"Currency","2014/12/05",75.83
"Currency","2014/12/04",75.85
"Currency","2014/12/03",76.22
"Currency","2014/12/02",75.86
"Currency","2014/12/01",75.99
"Currency","2014/11/28",75.95
"Currency","2014/11/27",75.55
"Currency","2014/11/26",75.90
"Currency","2014/11/25",75.70
"Currency","2014/11/24",75.82
"Currency","2014/11/23",77.31
"Currency","2014/11/22",77.31
"Currency","2014/11/21",75.84
"Currency","2014/11/20",75.86
"Currency","2014/11/19",75.87
"Currency","2014/11/18",76.11
"Currency","2014/11/17",75.39
"Currency","2014/11/16",77.31
"Currency","2014/11/15",77.31
"Currency","2014/11/14",75.80
"Currency","2014/11/13",76.02
"Currency","2014/11/12",75.50
"Currency","2014/11/11",76.27
"Currency","2014/11/10",75.50
"Currency","2014/11/09",77.33
"Currency","2014/11/08",77.32
"Currency","2014/11/07",76.73
"Currency","2014/11/06",75.81
"Currency","2014/11/05",75.74
"Currency","2014/11/04",76.52
"Currency","2014/11/03",76.34
"Currency","2014/11/02",77.43
"Currency","2014/11/01",77.43
"Currency","2014/10/31",76.05
"Currency","2014/10/30",76.59
"Currency","2014/10/29",75.75
"Currency","2014/10/28",75.81
"Currency","2014/10/27",75.93
"Currency","2014/10/26",77.38
"Currency","2014/10/25",77.37
"Currency","2014/10/24",76.07
"Currency","2014/10/23",75.84
"Currency","2014/10/22",76.21
"Currency","2014/10/21",75.93
"Currency","2014/10/20",75.88
"Currency","2014/10/19",77.30
"Currency","2014/10/18",77.30
"Currency","2014/10/17",75.53
"Currency","2014/10/16",74.87
"Currency","2014/10/15",75.93
"Currency","2014/10/14",75.60
"Currency","2014/10/13",76.28
"Currency","2014/10/12",77.46
"Currency","2014/10/11",77.46
"Currency","2014/10/10",76.40
"Currency","2014/10/09",75.94
"Currency","2014/10/08",75.54
"Currency","2014/10/07",75.35
"Currency","2014/10/06",76.64
"Currency","2014/10/05",77.43
"Currency","2014/10/04",77.43
"Currency","2014/10/03",75.93
"Currency","2014/10/02",75.80
"Currency","2014/10/01",75.73
"Currency","2014/09/30",75.86
"Currency","2014/09/29",76.27
"Currency","2014/09/28",77.33
"Currency","2014/09/27",77.33
"Currency","2014/09/26",75.73
"Currency","2014/09/25",76.35
"Currency","2014/09/24",76.22
"Currency","2014/09/23",75.98
"Currency","2014/09/22",76.25
"Currency","2014/09/21",77.43
"Currency","2014/09/20",77.43
"Currency","2014/09/19",75.91
"Currency","2014/09/18",76.88
"Currency","2014/09/17",75.91
"Currency","2014/09/16",75.75
"Currency","2014/09/15",75.97
"Currency","2014/09/14",77.13
"Currency","2014/09/13",77.13
"Currency","2014/09/12",75.96
"Currency","2014/09/11",76.40
"Currency","2014/09/10",75.68
"Currency","2014/09/09",76.19
"Currency","2014/09/08",76.22
"Currency","2014/09/05",77.11
"Currency","2014/09/04",76.02
"Currency","2014/09/03",75.91
"Currency","2014/09/02",76.04
"Currency","2014/09/01",76.23
"Currency","2014/08/29",75.88
"Currency","2014/08/28",76.21
"Currency","2014/08/27",76.05
"Currency","2014/08/26",76.28
"Currency","2014/08/25",76.28
"Currency","2014/08/22",76.04
"Currency","2014/08/21",76.29
"Currency","2014/08/20",76.11
"Currency","2014/08/19",76.10
"Currency","2014/08/18",76.25
"Currency","2014/08/15",76.06
"Currency","2014/08/14",76.12
"Currency","2014/08/13",76.13
"Currency","2014/08/12",76.15
"Currency","2014/08/11",76.37
"Currency","2014/08/08",76.38
"Currency","2014/08/07",76.14
"Currency","2014/08/06",76.28
"Currency","2014/08/05",76.22
"Currency","2014/08/04",76.22
"Currency","2014/08/01",76.24
"Currency","2014/07/31",76.29
"Currency","2014/07/30",76.29
"Currency","2014/07/29",76.29
"Currency","2014/07/28",76.36
"Currency","2014/07/25",76.33
"Currency","2014/07/24",76.16
"Currency","2014/07/23",76.26
"Currency","2014/07/22",76.21
"Currency","2014/07/21",76.29
"Currency","2014/07/19",77.67
"Currency","2014/07/18",76.18
"Currency","2014/07/17",76.21
"Currency","2014/07/16",76.18
"Currency","2014/07/15",76.21
"Currency","2014/07/14",76.47
"Currency","2014/07/13",77.75
"Currency","2014/07/12",77.62
"Currency","2014/07/11",76.23
"Currency","2014/07/10",76.11
"Currency","2014/07/09",76.23
"Currency","2014/07/08",76.27
"Currency","2014/07/07",76.47
"Currency","2014/07/06",77.61
"Currency","2014/07/05",77.79
"Currency","2014/07/04",76.27
"Currency","2014/07/03",76.28
"Currency","2014/07/02",76.50
"Currency","2014/07/01",76.45
"Currency","2014/06/30",76.46
"Currency","2014/06/29",77.71
"Currency","2014/06/28",77.79
"Currency","2014/06/27",76.27
"Currency","2014/06/26",76.26
"Currency","2014/06/25",76.27
"Currency","2014/06/24",76.18
"Currency","2014/06/23",76.27
"Currency","2014/06/22",77.45
"Currency","2014/06/21",77.45
"Currency","2014/06/20",76.30
"Currency","2014/06/19",76.46
"Currency","2014/06/18",76.25
"Currency","2014/06/17",76.09
"Currency","2014/06/16",76.44
"Currency","2014/06/15",77.63
"Currency","2014/06/14",77.63
"Currency","2014/06/13",76.24
"Currency","2014/06/12",76.25
"Currency","2014/06/11",76.19
"Currency","2014/06/10",76.21
"Currency","2014/06/09",76.25
"Currency","2014/06/08",77.51
"Currency","2014/06/07",77.57
"Currency","2014/06/06",76.06
"Currency","2014/06/05",76.11
"Currency","2014/06/04",76.09
"Currency","2014/06/03",76.27
"Currency","2014/06/02",76.31
"Currency","2014/06/01",77.49
"Currency","2014/05/31",77.49
"Currency","2014/05/30",76.11
"Currency","2014/05/29",76.28
"Currency","2014/05/28",76.16
"Currency","2014/05/27",76.33
"Currency","2014/05/26",76.32
"Currency","2014/05/24",77.53
"Currency","2014/05/23",76.37
"Currency","2014/05/22",76.22
"Currency","2014/05/21",76.16
"Currency","2014/05/20",76.06
"Currency","2014/05/19",76.34
"Currency","2014/05/18",77.53
"Currency","2014/05/17",77.53
"Currency","2014/05/16",76.17
"Currency","2014/05/15",76.26
"Currency","2014/05/14",76.42
"Currency","2014/05/13",76.28
"Currency","2014/05/12",76.46
"Currency","2014/05/11",77.63
"Currency","2014/05/10",77.63
"Currency","2014/05/09",76.30
"Currency","2014/05/08",76.31
"Currency","2014/05/07",76.30
"Currency","2014/05/06",76.26
"Currency","2014/05/05",76.49
"Currency","2014/05/04",77.63
"Currency","2014/05/03",77.63
"Currency","2014/05/02",75.99
"Currency","2014/05/01",76.30
"Currency","2014/04/30",76.49
"Currency","2014/04/29",76.28
"Currency","2014/04/28",76.32
"Currency","2014/04/27",77.46
"Currency","2014/04/26",77.46
"Currency","2014/04/25",76.31
"Currency","2014/04/24",76.33
"Currency","2014/04/23",76.33
"Currency","2014/04/22",76.51
"Currency","2014/04/21",76.56
"Currency","2014/04/20",77.53
"Currency","2014/04/19",77.53
"Currency","2014/04/18",76.34
"Currency","2014/04/17",76.36
"Currency","2014/04/16",76.35
"Currency","2014/04/15",76.41
"Currency","2014/04/14",76.71
"Currency","2014/04/13",77.66
"Currency","2014/04/12",77.61
"Currency","2014/04/11",76.49
"Currency","2014/04/10",76.30
"Currency","2014/04/09",76.29
"Currency","2014/04/08",76.38
"Currency","2014/04/07",76.44
"Currency","2014/04/06",77.60
"Currency","2014/04/05",77.60
"Currency","2014/04/04",76.49
"Currency","2014/04/03",76.41
"Currency","2014/04/02",76.46
"Currency","2014/04/01",76.29
"Currency","2014/03/31",76.23
"Currency","2014/03/30",77.53
"Currency","2014/03/29",77.50
"Currency","2014/03/28",76.39
"Currency","2014/03/27",76.42
"Currency","2014/03/26",76.12
"Currency","2014/03/25",76.21
"Currency","2014/03/24",76.51
"Currency","2014/03/23",77.78
"Currency","2014/03/22",77.83
"Currency","2014/03/21",76.34
"Currency","2014/03/20",76.39
"Currency","2014/03/19",76.41
"Currency","2014/03/18",76.38
"Currency","2014/03/17",76.26
"Currency","2014/03/16",77.56
"Currency","2014/03/15",77.56
"Currency","2014/03/14",76.46
"Currency","2014/03/13",76.48
"Currency","2014/03/12",76.49
"Currency","2014/03/11",76.54
"Currency","2014/03/10",76.72
"Currency","2014/03/09",77.75
"Currency","2014/03/08",77.75
"Currency","2014/03/07",76.54
"Currency","2014/03/06",76.38
"Currency","2014/03/05",76.44
"Currency","2014/03/04",76.32
"Currency","2014/03/03",76.27
"Currency","2014/03/02",77.50
"Currency","2014/03/01",77.50
"Currency","2014/02/28",76.36
"Currency","2014/02/27",76.38
"Currency","2014/02/26",76.38
"Currency","2014/02/25",76.41
"Currency","2014/02/24",76.23
"Currency","2014/02/23",77.58
"Currency","2014/02/22",77.71
"Currency","2014/02/21",75.44
"Currency","2014/02/20",76.39
"Currency","2014/02/19",76.34
"Currency","2014/02/18",76.35
"Currency","2014/02/17",76.40
"Currency","2014/02/16",77.76
"Currency","2014/02/15",77.75
"Currency","2014/02/14",76.30
"Currency","2014/02/13",76.33
"Currency","2014/02/12",76.48
"Currency","2014/02/11",76.31
"Currency","2014/02/10",75.95
"Currency","2014/02/09",77.63
"Currency","2014/02/08",77.63
"Currency","2014/02/07",76.31
"Currency","2014/02/06",76.17
"Currency","2014/02/05",76.34
"Currency","2014/02/04",76.34
"Currency","2014/02/03",76.70
"Currency","2014/02/02",77.72
"Currency","2014/02/01",77.72
"Currency","2014/01/31",76.33
"Currency","2014/01/30",76.46
"Currency","2014/01/29",76.37
"Currency","2014/01/28",76.40
"Currency","2014/01/27",76.57
"Currency","2014/01/25",77.75
"Currency","2014/01/24",76.30
"Currency","2014/01/23",76.36
"Currency","2014/01/22",76.36
"Currency","2014/01/21",76.36
"Currency","2014/01/20",76.65
"Currency","2014/01/19",77.68
"Currency","2014/01/18",77.68
"Currency","2014/01/17",76.39
"Currency","2014/01/16",76.37
"Currency","2014/01/15",76.32
"Currency","2014/01/14",76.33
"Currency","2014/01/13",75.93
"Currency","2014/01/12",77.83
"Currency","2014/01/11",77.83
"Currency","2014/01/10",76.38
"Currency","2014/01/09",76.40
"Currency","2014/01/08",76.51
"Currency","2014/01/07",76.36
"Currency","2014/01/06",76.63
"Currency","2014/01/05",77.25
"Currency","2014/01/04",77.25
"Currency","2014/01/03",76.51
"Currency","2014/01/02",76.52
"Currency","2014/01/01",76.37
"Currency","2013/12/31",76.36
"Currency","2013/12/30",77.04
"Currency","2013/12/29",77.22
"Currency","2013/12/28",77.22
"Currency","2013/12/27",76.32
"Currency","2013/12/26",76.38
"Currency","2013/12/25",76.35
"Currency","2013/12/24",76.35
"Currency","2013/12/23",76.24
"Currency","2013/12/22",77.66
"Currency","2013/12/21",77.66
"Currency","2013/12/20",76.36
"Currency","2013/12/19",76.35
"Currency","2013/12/18",76.50
"Currency","2013/12/17",76.34
"Currency","2013/12/16",76.26
"Currency","2013/12/15",77.66
"Currency","2013/12/14",77.66
"Currency","2013/12/13",76.40
"Currency","2013/12/12",76.35
"Currency","2013/12/11",76.37
"Currency","2013/12/10",76.38
"Currency","2013/12/09",76.14
"Currency","2013/12/08",77.66
"Currency","2013/12/07",77.65
"Currency","2013/12/06",76.33
"Currency","2013/12/05",76.41
"Currency","2013/12/04",76.35
"Currency","2013/12/03",76.31
"Currency","2013/12/02",76.45
"Currency","2013/12/01",77.65
"Currency","2013/11/30",77.68
"Currency","2013/11/29",76.33
"Currency","2013/11/28",76.35
"Currency","2013/11/27",76.35
"Currency","2013/11/26",76.35
"Currency","2013/11/25",76.09
"Currency","2013/11/24",77.68
"Currency","2013/11/23",77.68
"Currency","2013/11/22",76.31
"Currency","2013/11/21",76.31
"Currency","2013/11/20",76.04
"Currency","2013/11/19",76.04
"Currency","2013/11/18",76.04
"Currency","2013/11/17",77.65
"Currency","2013/11/16",77.65
"Currency","2013/11/15",76.20
"Currency","2013/11/14",75.94
"Currency","2013/11/13",76.03
"Currency","2013/11/12",76.32
"Currency","2013/11/11",76.64
"Currency","2013/11/10",77.68
"Currency","2013/11/09",77.68
"Currency","2013/11/08",76.84
"Currency","2013/11/07",76.34
"Currency","2013/11/06",76.43
"Currency","2013/11/05",76.31
"Currency","2013/11/04",76.48
"Currency","2013/11/03",77.68
"Currency","2013/11/02",77.82
"Currency","2013/11/01",76.34
"Currency","2013/10/31",76.18
"Currency","2013/10/30",76.06
"Currency","2013/10/29",76.10
"Currency","2013/10/28",76.34
"Currency","2013/10/27",77.66
"Currency","2013/10/26",77.82
"Currency","2013/10/25",76.42
"Currency","2013/10/24",76.20
"Currency","2013/10/23",75.74
"Currency","2013/10/22",76.33
"Currency","2013/10/21",76.40
"Currency","2013/10/20",77.82
"Currency","2013/10/19",77.82
"Currency","2013/10/18",76.08
"Currency","2013/10/17",76.43
"Currency","2013/10/16",76.09
"Currency","2013/10/15",76.34
"Currency","2013/10/14",76.38
"Currency","2013/10/13",77.85
"Currency","2013/10/11",76.31
"Currency","2013/10/10",76.34
"Currency","2013/10/09",76.21
"Currency","2013/10/08",77.85
"Currency","2013/10/07",76.47
"Currency","2013/10/04",76.17
"Currency","2013/10/03",75.97
"Currency","2013/10/02",76.45
"Currency","2013/10/01",75.84
"Currency","2013/09/30",76.24
"Currency","2013/09/27",76.44
"Currency","2013/09/26",76.33
"Currency","2013/09/25",76.47
"Currency","2013/09/24",76.53
"Currency","2013/09/23",76.69
"Currency","2013/09/20",76.45
"Currency","2013/09/19",75.40
"Currency","2013/09/18",76.01
"Currency","2013/09/17",76.43
"Currency","2013/09/16",75.82
"Currency","2013/09/13",76.24
"Currency","2013/09/12",76.01
"Currency","2013/09/11",76.22
"Currency","2013/09/10",75.63
"Currency","2013/09/09",75.59
"Currency","2013/09/06",76.88
"Currency","2013/09/05",76.20
"Currency","2013/09/04",76.43
"Currency","2013/09/03",76.51
"Currency","2013/09/02",76.59
"Currency","2013/08/30",76.38
"Currency","2013/08/29",76.06
"Currency","2013/08/28",76.11
"Currency","2013/08/27",75.99
"Currency","2013/08/26",76.22
"Currency","2013/08/23",75.71
"Currency","2013/08/22",76.61
"Currency","2013/08/21",76.38
"Currency","2013/08/20",76.74
"Currency","2013/08/19",76.64
"Currency","2013/08/16",76.25
"Currency","2013/08/15",76.34
"Currency","2013/08/14",76.60
"Currency","2013/08/13",76.40
"Currency","2013/08/12",76.78
"Currency","2013/08/09",76.49
"Currency","2013/08/08",76.18
"Currency","2013/08/07",76.41
"Currency","2013/08/06",76.48
"Currency","2013/08/05",76.09
"Currency","2013/08/02",76.77
"Currency","2013/08/01",76.33
"Currency","2013/07/31",76.44
"Currency","2013/07/30",76.74
"Currency","2013/07/29",76.56
"Currency","2013/07/26",75.93
"Currency","2013/07/25",76.82
"Currency","2013/07/24",76.11
"Currency","2013/07/23",76.37
"Currency","2013/07/22",76.38
"Currency","2013/07/19",76.48
"Currency","2013/07/18",76.71
"Currency","2013/07/17",76.34
"Currency","2013/07/16",76.16
"Currency","2013/07/15",76.43
"Currency","2013/07/12",76.37
"Currency","2013/07/11",75.35
"Currency","2013/07/10",76.81
"Currency","2013/07/09",76.26
"Currency","2013/07/08",76.67
"Currency","2013/07/05",76.92
"Currency","2013/07/04",76.07
"Currency","2013/07/03",76.67
"Currency","2013/07/02",76.25
"Currency","2013/07/01",76.93
"Currency","2013/06/28",76.27
"Currency","2013/06/27",76.53
"Currency","2013/06/26",76.81
"Currency","2013/06/25",76.49
"Currency","2013/06/24",77.13
"Currency","2013/06/21",76.47
"Currency","2013/06/20",76.98
"Currency","2013/06/19",76.32
"Currency","2013/06/18",76.49
"Currency","2013/06/17",76.46
"Currency","2013/06/14",76.17
"Currency","2013/06/13",76.09
"Currency","2013/06/12",75.62
"Currency","2013/06/11",75.62
"Currency","2013/06/10",75.62
"Currency","2013/06/07",75.62
"Currency","2013/06/06",76.21
"Currency","2013/06/05",76.45
"Currency","2013/06/04",76.03
"Currency","2013/06/03",76.58
"Currency","2013/05/31",76.01
"Currency","2013/05/30",76.31
"Currency","2013/05/29",76.81
"Currency","2013/05/28",76.46
"Currency","2013/05/27",76.74
"Currency","2013/05/24",76.32
"Currency","2013/05/23",76.88
"Currency","2013/05/22",76.17
"Currency","2013/05/21",76.26
"Currency","2013/05/20",76.74
"Currency","2013/05/17",76.29
"Currency","2013/05/16",76.29
"Currency","2013/05/15",76.65
"Currency","2013/05/14",76.52
"Currency","2013/05/13",76.76
"Currency","2013/05/10",77.17
"Currency","2013/05/09",76.37
"Currency","2013/05/08",76.82
"Currency","2013/05/07",76.72
"Currency","2013/05/06",76.81
"Currency","2013/05/03",77.20
"Currency","2013/05/02",76.95
"Currency","2013/05/01",76.04
"Currency","2013/04/30",76.48
"Currency","2013/04/29",76.58
"Currency","2013/04/26",77.14
"Currency","2013/04/25",76.58
"Currency","2013/04/24",76.44
"Currency","2013/04/23",76.44
"Currency","2013/04/22",77.07
"Currency","2013/04/19",77.14
"Currency","2013/04/18",77.26
"Currency","2013/04/17",76.21
"Currency","2013/04/16",76.85
"Currency","2013/04/15",76.62
"Currency","2013/04/12",77.05
"Currency","2013/04/11",76.87
"Currency","2013/04/10",76.43
"Currency","2013/04/09",76.74
"Currency","2013/04/08",76.67
"Currency","2013/04/05",75.92
"Currency","2013/04/04",76.53
"Currency","2013/04/03",76.75
"Currency","2013/04/02",76.59
"Currency","2013/04/01",76.59
"Currency","2013/03/29",76.77
"Currency","2013/03/28",76.77
"Currency","2013/03/27",76.86
"Currency","2013/03/26",77.73
"Currency","2013/03/25",76.76
"Currency","2013/03/22",77.14
"Currency","2013/03/21",76.82
"Currency","2013/03/20",77.63
"Currency","2013/03/19",77.19
"Currency","2013/03/18",77.13
"Currency","2013/03/15",76.70
"Currency","2013/03/14",77.61
"Currency","2013/03/13",77.24
"Currency","2013/03/12",77.12
"Currency","2013/03/11",78.36
"Currency","2013/03/08",77.20
"Currency","2013/03/07",77.83
"Currency","2013/03/06",77.37
"Currency","2013/03/05",77.32
"Currency","2013/03/04",77.47
"Currency","2013/03/01",77.85
"Currency","2013/02/28",77.35
"Currency","2013/02/27",77.61
"Currency","2013/02/26",78.77
"Currency","2013/02/25",77.45
"Currency","2013/02/22",77.54
"Currency","2013/02/21",78.12
"Currency","2013/02/20",77.30
"Currency","2013/02/19",77.58
"Currency","2013/02/18",77.45
"Currency","2013/02/15",77.44
"Currency","2013/02/14",77.94
"Currency","2013/02/13",76.91
"Currency","2013/02/12",76.88
"Currency","2013/02/11",77.27
"Currency","2013/02/08",78.03
"Currency","2013/02/07",77.31
"Currency","2013/02/06",77.37
"Currency","2013/02/05",77.77
"Currency","2013/02/04",77.75
"Currency","2013/02/01",78.11
"Currency","2013/01/31",78.14
"Currency","2013/01/30",77.92
"Currency","2013/01/29",78.19
"Currency","2013/01/28",78.09
"Currency","2013/01/25",77.96
"Currency","2013/01/24",78.18
"Currency","2013/01/23",78.50
"Currency","2013/01/22",78.13
"Currency","2013/01/21",78.58
"Currency","2013/01/18",78.08
"Currency","2013/01/17",78.74
"Currency","2013/01/16",78.86
"Currency","2013/01/15",78.49
"Currency","2013/01/14",78.07
"Currency","2013/01/11",77.29
"Currency","2013/01/10",78.51
"Currency","2013/01/09",78.81
"Currency","2013/01/08",77.84
"Currency","2013/01/07",78.21
"Currency","2013/01/04",78.82
"Currency","2013/01/03",79.00
"Currency","2013/01/02",78.30
"Currency","2013/01/01",78.38
"Currency","2012/12/31",78.24
"Currency","2012/12/28",78.88
"Currency","2012/12/27",79.10
"Currency","2012/12/26",79.34
"Currency","2012/12/25",79.17
"Currency","2012/12/24",79.17
"Currency","2012/12/21",79.41
"Currency","2012/12/20",79.82
"Currency","2012/12/19",79.47
"Currency","2012/12/18",79.01
"Currency","2012/12/17",79.34
"Currency","2012/12/14",79.68
"Currency","2012/12/13",79.73
"Currency","2012/12/12",79.92
"Currency","2012/12/11",79.34
"Currency","2012/12/10",79.87
"Currency","2012/12/07",80.22
"Currency","2012/12/06",80.21
"Currency","2012/12/05",80.07
"Currency","2012/12/04",79.79
"Currency","2012/12/03",79.97
"Currency","2012/11/30",79.99
"Currency","2012/11/29",79.88
"Currency","2012/11/28",80.02
"Currency","2012/11/27",79.72
"Currency","2012/11/26",79.51
"Currency","2012/11/23",80.17
"Currency","2012/11/22",79.58
"Currency","2012/11/21",79.77
"Currency","2012/11/20",79.90
"Currency","2012/11/19",80.50
"Currency","2012/11/16",80.23
"Currency","2012/11/15",80.53
"Currency","2012/11/14",80.58
"Currency","2012/11/13",80.31
"Currency","2012/11/12",79.87
"Currency","2012/11/09",80.11
"Currency","2012/11/08",80.06
"Currency","2012/11/07",80.02
"Currency","2012/11/06",79.98
"Currency","2012/11/05",80.43
"Currency","2012/11/02",80.07
"Currency","2012/11/01",80.16
"Currency","2012/10/31",79.72
"Currency","2012/10/30",79.79
"Currency","2012/10/29",79.80
"Currency","2012/10/26",80.19
"Currency","2012/10/25",79.87
"Currency","2012/10/24",79.97
"Currency","2012/10/23",79.94
"Currency","2012/10/22",80.23
"Currency","2012/10/19",80.17
"Currency","2012/10/18",79.87
"Currency","2012/10/17",79.43
"Currency","2012/10/16",79.98
"Currency","2012/10/15",80.16
"Currency","2012/10/12",79.74
"Currency","2012/10/11",79.89
"Currency","2012/10/10",80.22
"Currency","2012/10/09",79.86
"Currency","2012/10/08",80.18
"Currency","2012/10/05",79.70
"Currency","2012/10/04",80.45
"Currency","2012/10/03",80.46
"Currency","2012/10/02",80.52
"Currency","2012/10/01",80.85
"Currency","2012/09/28",79.94
"Currency","2012/09/27",80.16
"Currency","2012/09/26",80.59
"Currency","2012/09/25",80.05
"Currency","2012/09/24",80.76
"Currency","2012/09/21",80.18
"Currency","2012/09/20",80.31
"Currency","2012/09/19",80.47
"Currency","2012/09/18",80.45
"Currency","2012/09/17",80.49
"Currency","2012/09/14",80.16
"Currency","2012/09/13",80.56
"Currency","2012/09/12",80.07
"Currency","2012/09/11",80.54
"Currency","2012/09/10",79.78
"Currency","2012/09/07",80.22
"Currency","2012/09/06",80.16
"Currency","2012/09/05",80.41
"Currency","2012/09/04",79.95
"Currency","2012/09/03",80.57
"Currency","2012/08/31",80.49
"Currency","2012/08/30",80.24
"Currency","2012/08/29",79.92
"Currency","2012/08/28",80.12
"Currency","2012/08/27",80.14
"Currency","2012/08/24",79.87
"Currency","2012/08/23",79.61
"Currency","2012/08/22",79.96
"Currency","2012/08/21",80.13
"Currency","2012/08/20",80.47
"Currency","2012/08/17",79.78
"Currency","2012/08/16",80.29
"Currency","2012/08/15",80.51
"Currency","2012/08/14",80.10
"Currency","2012/08/13",80.06
"Currency","2012/08/10",80.24
"Currency","2012/08/09",80.00
"Currency","2012/08/08",80.12
"Currency","2012/08/07",79.79
"Currency","2012/08/06",79.78
"Currency","2012/08/03",81.01
"Currency","2012/08/02",80.67
"Currency","2012/08/01",80.35
"Currency","2012/07/31",80.28
"Currency","2012/07/30",80.34
"Currency","2012/07/27",79.88
"Currency","2012/07/26",80.20
"Currency","2012/07/25",80.58
"Currency","2012/07/24",80.47
"Currency","2012/07/23",80.88
"Currency","2012/07/20",80.46
"Currency","2012/07/19",80.06
"Currency","2012/07/18",80.27
"Currency","2012/07/17",80.01
"Currency","2012/07/16",80.29
"Currency","2012/07/13",80.25
"Currency","2012/07/12",80.66
"Currency","2012/07/11",80.74
"Currency","2012/07/10",80.28
"Currency","2012/07/09",81.15
"Currency","2012/07/06",81.19
"Currency","2012/07/05",80.61
"Currency","2012/07/04",80.22
"Currency","2012/07/03",80.82
"Currency","2012/07/02",80.04
"Currency","2012/06/29",80.28
"Currency","2012/06/28",80.52
"Currency","2012/06/27",80.43
"Currency","2012/06/26",80.26
"Currency","2012/06/25",80.49
"Currency","2012/06/22",81.43
"Currency","2012/06/21",80.29
"Currency","2012/06/20",80.13
"Currency","2012/06/19",80.72
"Currency","2012/06/18",80.37
"Currency","2012/06/15",80.11
"Currency","2012/06/14",80.47
"Currency","2012/06/13",80.46
"Currency","2012/06/12",81.08
"Currency","2012/06/11",80.31
"Currency","2012/06/08",80.70
"Currency","2012/06/07",79.94
"Currency","2012/06/06",80.54
"Currency","2012/06/05",80.04
"Currency","2012/06/04",79.94
"Currency","2012/06/01",80.66
"Currency","2012/05/31",80.82
"Currency","2012/05/30",80.73
"Currency","2012/05/29",80.73
"Currency","2012/05/28",81.04
"Currency","2012/05/25",80.69
"Currency","2012/05/24",80.89
"Currency","2012/05/23",80.89
"Currency","2012/05/22",80.13
"Currency","2012/05/21",79.92
"Currency","2012/05/18",80.43
"Currency","2012/05/17",80.38
"Currency","2012/05/16",80.50
"Currency","2012/05/15",80.30
"Currency","2012/05/14",80.67
"Currency","2012/05/11",80.55
"Currency","2012/05/10",80.49
"Currency","2012/05/09",80.43
"Currency","2012/05/08",80.51
"Currency","2012/05/07",81.03
"Currency","2012/05/04",80.40
"Currency","2012/05/03",80.49
"Currency","2012/05/02",80.52
"Currency","2012/05/01",80.28
"Currency","2012/04/30",80.28
"Currency","2012/04/27",80.59
"Currency","2012/04/26",80.46
"Currency","2012/04/25",80.45
"Currency","2012/04/24",80.47
"Currency","2012/04/23",80.43
"Currency","2012/04/20",80.56
"Currency","2012/04/19",80.49
"Currency","2012/04/18",80.63
"Currency","2012/04/17",80.41
"Currency","2012/04/16",81.10
