"Indicator","Time","Value (USD/BDT)"
"Currency","2008/12/15",66.16
"Currency","2008/12/12",66.65
"Currency","2008/12/11",66.60
"Currency","2008/12/10",66.99
"Currency","2008/12/09",66.88
"Currency","2008/12/08",66.99
"Currency","2008/12/05",67.16
"Currency","2008/12/04",66.65
"Currency","2008/12/03",66.79
"Currency","2008/12/02",67.10
"Currency","2008/12/01",67.68
"Currency","2008/11/28",67.47
"Currency","2008/11/27",67.42
"Currency","2008/11/26",67.86
"Currency","2008/11/25",66.51
"Currency","2008/11/24",65.98
"Currency","2008/11/21",67.24
"Currency","2008/11/20",67.71
"Currency","2008/11/19",67.96
"Currency","2008/11/18",67.26
"Currency","2008/11/17",67.33
"Currency","2008/11/14",67.93
"Currency","2008/11/13",65.99
"Currency","2008/11/12",67.80
"Currency","2008/11/11",68.51
"Currency","2008/11/10",68.14
"Currency","2008/11/07",67.39
"Currency","2008/11/06",68.14
"Currency","2008/11/05",67.25
"Currency","2008/11/04",66.03
"Currency","2008/11/03",68.38
"Currency","2008/10/31",66.49
"Currency","2008/10/30",68.02
"Currency","2008/10/29",66.42
"Currency","2008/10/28",65.75
"Currency","2008/10/27",67.00
"Currency","2008/10/24",66.99
"Currency","2008/10/23",66.35
"Currency","2008/10/22",67.27
"Currency","2008/10/21",67.98
"Currency","2008/10/20",67.83
"Currency","2008/10/17",67.08
"Currency","2008/10/16",67.23
"Currency","2008/10/15",68.42
"Currency","2008/10/14",67.81
"Currency","2008/10/13",67.23
"Currency","2008/10/10",68.06
"Currency","2008/10/09",67.85
"Currency","2008/10/08",67.56
"Currency","2008/10/07",67.04
"Currency","2008/10/06",67.64
"Currency","2008/10/03",67.79
"Currency","2008/10/02",67.71
"Currency","2008/10/01",67.93
"Currency","2008/09/30",68.30
"Currency","2008/09/29",67.08
"Currency","2008/09/26",67.12
"Currency","2008/09/25",67.51
"Currency","2008/09/24",67.44
"Currency","2008/09/23",67.83
"Currency","2008/09/22",66.36
"Currency","2008/09/19",66.42
"Currency","2008/09/18",68.12
"Currency","2008/09/17",66.62
"Currency","2008/09/16",67.35
"Currency","2008/09/15",66.83
"Currency","2008/09/12",66.74
"Currency","2008/09/11",66.86
"Currency","2008/09/10",67.87
"Currency","2008/09/09",67.55
"Currency","2008/09/08",67.83
"Currency","2008/09/05",67.06
"Currency","2008/09/04",68.33
"Currency","2008/09/03",66.89
"Currency","2008/09/02",67.13
"Currency","2008/09/01",67.42
"Currency","2008/08/29",67.61
"Currency","2008/08/28",67.70
"Currency","2008/08/27",67.55
"Currency","2008/08/26",67.02
"Currency","2008/08/25",68.58
"Currency","2008/08/22",68.58
"Currency","2008/08/21",68.58
"Currency","2008/08/20",68.58
"Currency","2008/08/19",68.58
"Currency","2008/08/18",68.58
"Currency","2008/08/15",68.58
"Currency","2008/08/14",68.58
"Currency","2008/08/13",68.58
"Currency","2008/08/12",68.58
"Currency","2008/08/11",68.58
"Currency","2008/08/08",68.63
"Currency","2008/08/07",68.58
"Currency","2008/08/06",68.63
"Currency","2008/08/05",68.58
"Currency","2008/08/04",68.63
"Currency","2008/08/01",68.57
"Currency","2008/07/31",67.49
"Currency","2008/07/30",67.38
"Currency","2008/07/29",68.05
"Currency","2008/07/28",67.52
"Currency","2008/07/25",67.46
"Currency","2008/07/24",67.36
"Currency","2008/07/23",67.36
"Currency","2008/07/22",67.34
"Currency","2008/07/21",67.45
"Currency","2008/07/18",67.43
"Currency","2008/07/17",67.36
"Currency","2008/07/16",67.90
"Currency","2008/07/15",67.85
"Currency","2008/07/14",67.20
"Currency","2008/07/11",67.49
"Currency","2008/07/10",67.39
"Currency","2008/07/09",67.19
"Currency","2008/07/08",67.39
"Currency","2008/07/07",67.11
"Currency","2008/07/04",67.35
"Currency","2008/07/03",68.29
"Currency","2008/07/02",66.99
"Currency","2008/07/01",68.58
"Currency","2008/06/30",67.52
"Currency","2008/06/27",67.28
"Currency","2008/06/26",67.25
"Currency","2008/06/25",67.07
"Currency","2008/06/24",67.34
"Currency","2008/06/23",67.41
"Currency","2008/06/20",67.36
"Currency","2008/06/19",67.35
"Currency","2008/06/18",67.20
"Currency","2008/06/17",67.38
"Currency","2008/06/16",67.37
"Currency","2008/06/13",67.45
"Currency","2008/06/12",67.32
"Currency","2008/06/11",67.38
"Currency","2008/06/10",67.64
"Currency","2008/06/09",68.14
"Currency","2008/06/06",67.48
"Currency","2008/06/05",66.61
"Currency","2008/06/04",67.64
"Currency","2008/06/03",68.14
"Currency","2008/06/02",67.34
"Currency","2008/05/30",67.51
"Currency","2008/05/29",67.71
"Currency","2008/05/28",67.53
"Currency","2008/05/27",67.86
"Currency","2008/05/26",67.31
"Currency","2008/05/23",67.31
"Currency","2008/05/22",67.54
"Currency","2008/05/21",67.32
"Currency","2008/05/20",66.80
"Currency","2008/05/19",67.04
"Currency","2008/05/16",66.77
"Currency","2008/05/15",67.65
"Currency","2008/05/14",67.21
"Currency","2008/05/13",67.38
"Currency","2008/05/12",67.07
"Currency","2008/05/09",67.43
"Currency","2008/05/08",67.18
"Currency","2008/05/07",67.52
"Currency","2008/05/06",67.34
"Currency","2008/05/05",67.29
"Currency","2008/05/02",67.59
"Currency","2008/05/01",68.63
"Currency","2008/04/30",67.13
"Currency","2008/04/29",67.52
"Currency","2008/04/28",67.57
"Currency","2008/04/25",67.32
"Currency","2008/04/24",67.81
"Currency","2008/04/23",67.42
"Currency","2008/04/22",67.26
"Currency","2008/04/21",67.42
"Currency","2008/04/18",67.49
"Currency","2008/04/17",67.65
"Currency","2008/04/16",67.49
"Currency","2008/04/15",67.64
"Currency","2008/04/14",67.44
"Currency","2008/04/11",67.48
"Currency","2008/04/10",68.06
"Currency","2008/04/09",66.92
"Currency","2008/04/08",67.70
"Currency","2008/04/07",67.43
"Currency","2008/04/04",67.54
"Currency","2008/04/03",67.00
"Currency","2008/04/02",67.35
"Currency","2008/04/01",68.68
"Currency","2008/03/31",67.79
"Currency","2008/03/28",67.75
"Currency","2008/03/27",67.37
"Currency","2008/03/26",66.99
"Currency","2008/03/25",67.25
"Currency","2008/03/24",67.57
"Currency","2008/03/21",66.37
"Currency","2008/03/20",67.42
"Currency","2008/03/19",67.68
"Currency","2008/03/18",67.46
"Currency","2008/03/17",67.26
"Currency","2008/03/14",66.99
"Currency","2008/03/13",67.24
"Currency","2008/03/12",66.93
"Currency","2008/03/11",67.82
"Currency","2008/03/10",67.20
"Currency","2008/03/07",67.22
"Currency","2008/03/06",67.21
"Currency","2008/03/05",67.20
"Currency","2008/03/04",67.24
"Currency","2008/03/03",67.13
"Currency","2008/02/29",67.47
"Currency","2008/02/28",66.95
"Currency","2008/02/27",66.89
"Currency","2008/02/26",66.60
"Currency","2008/02/25",67.12
"Currency","2008/02/22",67.21
"Currency","2008/02/21",66.71
"Currency","2008/02/20",67.13
"Currency","2008/02/19",67.23
"Currency","2008/02/18",67.04
"Currency","2008/02/15",67.18
"Currency","2008/02/14",67.04
"Currency","2008/02/13",67.26
"Currency","2008/02/12",66.96
"Currency","2008/02/11",67.55
"Currency","2008/02/08",67.22
"Currency","2008/02/07",68.03
"Currency","2008/02/06",67.33
"Currency","2008/02/05",67.54
"Currency","2008/02/04",67.40
"Currency","2008/02/01",67.46
"Currency","2008/01/31",67.42
"Currency","2008/01/30",67.19
"Currency","2008/01/29",67.41
"Currency","2008/01/28",67.07
"Currency","2008/01/25",67.36
"Currency","2008/01/24",66.98
"Currency","2008/01/23",66.93
"Currency","2008/01/22",66.59
"Currency","2008/01/21",67.70
"Currency","2008/01/18",67.59
"Currency","2008/01/17",67.53
"Currency","2008/01/16",67.95
"Currency","2008/01/15",67.74
"Currency","2008/01/14",67.53
"Currency","2008/01/11",67.46
"Currency","2008/01/10",66.72
"Currency","2008/01/09",67.35
"Currency","2008/01/08",67.23
"Currency","2008/01/07",67.45
"Currency","2008/01/04",67.02
"Currency","2008/01/03",67.34
"Currency","2008/01/02",67.17
"Currency","2008/01/01",67.69
"Currency","2007/12/31",67.69
"Currency","2007/12/28",67.09
"Currency","2007/12/27",66.84
"Currency","2007/12/26",68.38
"Currency","2007/12/25",67.21
"Currency","2007/12/24",67.23
"Currency","2007/12/21",67.27
"Currency","2007/12/20",67.32
"Currency","2007/12/19",67.32
"Currency","2007/12/18",68.68
"Currency","2007/12/17",67.06
"Currency","2007/12/14",67.51
"Currency","2007/12/13",67.69
"Currency","2007/12/12",67.26
"Currency","2007/12/11",67.45
"Currency","2007/12/10",67.26
"Currency","2007/12/07",67.43
"Currency","2007/12/06",67.03
"Currency","2007/12/05",67.93
"Currency","2007/12/04",67.24
"Currency","2007/12/03",67.06
"Currency","2007/11/30",67.79
"Currency","2007/11/29",67.07
"Currency","2007/11/28",66.96
"Currency","2007/11/27",67.50
"Currency","2007/11/26",68.43
"Currency","2007/11/23",67.04
"Currency","2007/11/22",67.05
"Currency","2007/11/21",66.91
"Currency","2007/11/20",66.94
"Currency","2007/11/19",66.95
"Currency","2007/11/16",66.82
"Currency","2007/11/15",67.43
"Currency","2007/11/14",67.31
"Currency","2007/11/13",67.00
"Currency","2007/11/12",67.53
"Currency","2007/11/09",67.24
"Currency","2007/11/08",67.19
"Currency","2007/11/07",67.48
"Currency","2007/11/06",67.29
"Currency","2007/11/05",67.33
"Currency","2007/11/02",67.11
"Currency","2007/11/01",67.37
"Currency","2007/10/31",66.82
"Currency","2007/10/30",66.70
"Currency","2007/10/29",67.35
"Currency","2007/10/26",66.87
"Currency","2007/10/25",67.05
"Currency","2007/10/24",66.88
"Currency","2007/10/23",67.22
"Currency","2007/10/22",67.32
"Currency","2007/10/19",67.17
"Currency","2007/10/18",67.08
"Currency","2007/10/17",67.23
"Currency","2007/10/16",67.35
"Currency","2007/10/15",67.02
"Currency","2007/10/12",66.91
"Currency","2007/10/11",67.44
"Currency","2007/10/10",66.95
"Currency","2007/10/09",66.62
"Currency","2007/10/08",67.56
"Currency","2007/10/05",66.98
"Currency","2007/10/04",67.30
"Currency","2007/10/03",67.31
"Currency","2007/10/02",67.04
"Currency","2007/10/01",67.12
"Currency","2007/09/28",66.80
"Currency","2007/09/27",67.25
"Currency","2007/09/26",67.39
"Currency","2007/09/25",67.22
"Currency","2007/09/24",67.71
"Currency","2007/09/21",67.26
"Currency","2007/09/20",67.27
"Currency","2007/09/19",67.36
"Currency","2007/09/18",66.85
"Currency","2007/09/17",67.29
"Currency","2007/09/14",67.22
"Currency","2007/09/13",67.48
"Currency","2007/09/12",67.03
"Currency","2007/09/11",67.20
"Currency","2007/09/10",68.58
"Currency","2007/09/07",66.90
"Currency","2007/09/06",67.22
"Currency","2007/09/05",67.09
"Currency","2007/09/04",67.30
"Currency","2007/09/03",67.46
"Currency","2007/08/31",67.60
"Currency","2007/08/30",67.27
"Currency","2007/08/29",67.17
"Currency","2007/08/28",67.71
"Currency","2007/08/27",67.48
"Currency","2007/08/24",66.89
"Currency","2007/08/23",67.24
"Currency","2007/08/22",67.02
"Currency","2007/08/21",67.42
"Currency","2007/08/20",67.33
"Currency","2007/08/17",66.86
"Currency","2007/08/16",67.01
"Currency","2007/08/15",67.53
"Currency","2007/08/14",67.57
"Currency","2007/08/13",67.42
"Currency","2007/08/10",67.01
"Currency","2007/08/09",67.52
"Currency","2007/08/08",67.11
"Currency","2007/08/07",67.46
"Currency","2007/08/06",67.31
"Currency","2007/08/03",66.74
"Currency","2007/08/02",67.04
"Currency","2007/08/01",67.09
"Currency","2007/07/31",67.29
"Currency","2007/07/30",67.05
"Currency","2007/07/27",67.27
"Currency","2007/07/26",67.11
"Currency","2007/07/25",67.29
"Currency","2007/07/24",67.23
"Currency","2007/07/23",67.34
"Currency","2007/07/20",67.13
"Currency","2007/07/19",67.39
"Currency","2007/07/18",67.19
"Currency","2007/07/17",67.24
"Currency","2007/07/16",67.44
"Currency","2007/07/13",67.27
"Currency","2007/07/12",67.36
"Currency","2007/07/11",67.41
"Currency","2007/07/10",66.75
"Currency","2007/07/09",67.39
"Currency","2007/07/06",67.24
"Currency","2007/07/05",67.66
"Currency","2007/07/04",67.51
"Currency","2007/07/03",67.51
"Currency","2007/07/02",67.18
"Currency","2007/06/30",68.80
"Currency","2007/06/29",67.24
"Currency","2007/06/28",67.58
"Currency","2007/06/27",67.50
"Currency","2007/06/26",67.69
"Currency","2007/06/25",67.65
"Currency","2007/06/22",67.40
"Currency","2007/06/21",67.55
"Currency","2007/06/20",67.65
"Currency","2007/06/19",67.45
"Currency","2007/06/18",67.72
"Currency","2007/06/15",67.00
"Currency","2007/06/14",67.43
"Currency","2007/06/13",67.16
"Currency","2007/06/12",67.62
"Currency","2007/06/11",67.47
"Currency","2007/06/08",67.52
"Currency","2007/06/07",67.92
"Currency","2007/06/06",67.80
"Currency","2007/06/05",67.72
"Currency","2007/06/04",67.53
"Currency","2007/06/01",67.63
"Currency","2007/05/31",67.63
"Currency","2007/05/30",67.68
"Currency","2007/05/29",68.04
"Currency","2007/05/28",67.63
"Currency","2007/05/25",67.60
"Currency","2007/05/24",67.74
"Currency","2007/05/23",66.79
"Currency","2007/05/22",66.89
"Currency","2007/05/21",66.79
"Currency","2007/05/18",66.61
"Currency","2007/05/17",67.33
"Currency","2007/05/16",67.23
"Currency","2007/05/15",66.46
"Currency","2007/05/14",66.83
"Currency","2007/05/11",66.57
"Currency","2007/05/10",67.10
"Currency","2007/05/09",66.91
"Currency","2007/05/08",67.03
"Currency","2007/05/07",67.06
"Currency","2007/05/04",66.87
"Currency","2007/05/03",67.28
"Currency","2007/05/02",66.92
"Currency","2007/05/01",67.04
"Currency","2007/04/30",66.86
"Currency","2007/04/27",66.92
"Currency","2007/04/26",67.11
"Currency","2007/04/25",67.12
"Currency","2007/04/24",66.70
"Currency","2007/04/23",66.77
"Currency","2007/04/20",66.94
"Currency","2007/04/19",66.71
"Currency","2007/04/18",66.77
"Currency","2007/04/17",66.61
"Currency","2007/04/16",66.74
"Currency","2007/04/13",66.64
"Currency","2007/04/12",66.41
"Currency","2007/04/11",66.50
"Currency","2007/04/10",66.48
"Currency","2007/04/09",66.62
"Currency","2007/04/06",66.41
"Currency","2007/04/05",66.27
"Currency","2007/04/04",66.45
"Currency","2007/04/03",66.71
"Currency","2007/04/02",66.48
"Currency","2007/03/30",66.24
"Currency","2007/03/29",66.66
"Currency","2007/03/28",66.69
"Currency","2007/03/27",66.56
"Currency","2007/03/26",66.31
"Currency","2007/03/23",66.78
"Currency","2007/03/22",66.61
"Currency","2007/03/21",66.30
"Currency","2007/03/20",66.55
"Currency","2007/03/19",66.52
"Currency","2007/03/16",66.77
"Currency","2007/03/15",66.58
"Currency","2007/03/14",66.51
"Currency","2007/03/13",66.69
"Currency","2007/03/12",66.49
"Currency","2007/03/09",66.93
"Currency","2007/03/08",66.80
"Currency","2007/03/07",66.45
"Currency","2007/03/06",66.67
"Currency","2007/03/05",66.78
"Currency","2007/03/02",67.04
"Currency","2007/03/01",67.00
"Currency","2007/02/28",66.60
"Currency","2007/02/27",66.66
"Currency","2007/02/26",66.57
"Currency","2007/02/23",66.45
"Currency","2007/02/22",66.56
"Currency","2007/02/21",66.46
"Currency","2007/02/20",66.75
"Currency","2007/02/19",66.74
"Currency","2007/02/16",66.43
"Currency","2007/02/15",66.72
"Currency","2007/02/14",66.45
"Currency","2007/02/13",66.56
"Currency","2007/02/12",66.66
"Currency","2007/02/09",66.73
"Currency","2007/02/08",66.48
"Currency","2007/02/07",66.59
"Currency","2007/02/06",66.53
"Currency","2007/02/05",66.71
"Currency","2007/02/02",67.00
"Currency","2007/02/01",66.66
"Currency","2007/01/31",66.43
"Currency","2007/01/30",66.75
"Currency","2007/01/29",66.60
"Currency","2007/01/26",66.67
"Currency","2007/01/25",67.02
"Currency","2007/01/24",67.34
"Currency","2007/01/23",67.23
"Currency","2007/01/22",67.23
"Currency","2007/01/19",67.62
"Currency","2007/01/18",67.48
"Currency","2007/01/17",67.74
"Currency","2007/01/16",68.34
"Currency","2007/01/15",67.73
"Currency","2007/01/12",67.64
"Currency","2007/01/11",68.22
"Currency","2007/01/10",68.31
"Currency","2007/01/09",68.48
"Currency","2007/01/08",67.53
"Currency","2007/01/05",67.49
"Currency","2007/01/04",67.06
"Currency","2007/01/03",67.13
"Currency","2007/01/02",66.78
"Currency","2007/01/01",66.66
"Currency","2006/12/29",66.71
"Currency","2006/12/28",66.82
"Currency","2006/12/27",66.97
"Currency","2006/12/26",68.06
"Currency","2006/12/25",67.87
"Currency","2006/12/22",67.99
"Currency","2006/12/21",67.57
"Currency","2006/12/20",67.56
"Currency","2006/12/19",66.72
"Currency","2006/12/18",66.71
"Currency","2006/12/15",66.78
"Currency","2006/12/14",67.41
"Currency","2006/12/13",67.55
"Currency","2006/12/12",66.99
"Currency","2006/12/11",66.75
"Currency","2006/12/08",67.73
"Currency","2006/12/07",67.36
"Currency","2006/12/06",67.29
"Currency","2006/12/05",68.54
"Currency","2006/12/04",68.41
"Currency","2006/12/01",65.69
"Currency","2006/11/30",66.94
"Currency","2006/11/29",65.78
"Currency","2006/11/28",66.46
"Currency","2006/11/27",67.15
"Currency","2006/11/24",67.69
"Currency","2006/11/23",67.63
"Currency","2006/11/22",67.62
"Currency","2006/11/21",68.52
"Currency","2006/11/20",67.74
"Currency","2006/11/17",66.51
"Currency","2006/11/16",66.96
"Currency","2006/11/15",66.52
"Currency","2006/11/14",66.64
"Currency","2006/11/13",67.81
"Currency","2006/11/10",67.65
"Currency","2006/11/09",67.18
"Currency","2006/11/08",67.26
"Currency","2006/11/07",65.16
"Currency","2006/11/06",65.14
"Currency","2006/11/03",65.57
"Currency","2006/11/02",65.59
"Currency","2006/11/01",65.62
"Currency","2006/10/31",65.17
"Currency","2006/10/30",64.52
"Currency","2006/10/27",64.08
"Currency","2006/10/26",64.30
"Currency","2006/10/25",64.24
"Currency","2006/10/24",64.34
"Currency","2006/10/23",64.46
"Currency","2006/10/20",65.01
"Currency","2006/10/19",64.73
"Currency","2006/10/18",65.09
"Currency","2006/10/17",64.51
"Currency","2006/10/16",64.43
"Currency","2006/10/13",63.66
"Currency","2006/10/12",63.61
"Currency","2006/10/11",63.89
"Currency","2006/10/10",64.79
"Currency","2006/10/09",65.01
"Currency","2006/10/06",63.33
"Currency","2006/10/05",64.76
"Currency","2006/10/04",65.01
"Currency","2006/10/03",64.78
"Currency","2006/10/02",64.74
"Currency","2006/09/29",62.97
"Currency","2006/09/28",65.01
"Currency","2006/09/27",64.46
"Currency","2006/09/26",64.75
"Currency","2006/09/25",64.68
"Currency","2006/09/22",62.62
"Currency","2006/09/21",63.97
"Currency","2006/09/20",64.13
"Currency","2006/09/19",64.04
"Currency","2006/09/18",63.45
"Currency","2006/09/15",63.11
"Currency","2006/09/14",64.06
"Currency","2006/09/13",66.62
"Currency","2006/09/12",67.22
"Currency","2006/09/11",66.99
"Currency","2006/09/08",66.61
"Currency","2006/09/07",67.05
"Currency","2006/09/06",67.04
"Currency","2006/09/05",67.12
"Currency","2006/09/04",67.28
"Currency","2006/09/01",67.15
"Currency","2006/08/31",67.33
"Currency","2006/08/30",67.34
"Currency","2006/08/29",67.61
"Currency","2006/08/28",67.00
"Currency","2006/08/25",66.97
"Currency","2006/08/24",66.97
"Currency","2006/08/23",67.33
"Currency","2006/08/22",67.33
"Currency","2006/08/21",67.36
"Currency","2006/08/18",66.92
"Currency","2006/08/17",67.33
"Currency","2006/08/16",66.67
"Currency","2006/08/15",67.31
"Currency","2006/08/14",67.38
"Currency","2006/08/11",67.28
"Currency","2006/08/10",67.39
"Currency","2006/08/09",67.58
"Currency","2006/08/08",67.57
"Currency","2006/08/07",67.61
"Currency","2006/08/04",66.50
"Currency","2006/08/03",67.18
"Currency","2006/08/02",67.51
"Currency","2006/08/01",67.13
"Currency","2006/07/31",67.06
"Currency","2006/07/28",66.73
"Currency","2006/07/27",67.31
"Currency","2006/07/26",67.02
"Currency","2006/07/25",67.77
"Currency","2006/07/24",67.30
"Currency","2006/07/21",66.95
"Currency","2006/07/20",67.40
"Currency","2006/07/19",66.87
"Currency","2006/07/18",67.49
"Currency","2006/07/17",67.46
"Currency","2006/07/14",67.00
"Currency","2006/07/13",67.40
"Currency","2006/07/12",67.32
"Currency","2006/07/11",67.30
"Currency","2006/07/10",67.53
"Currency","2006/07/07",65.94
"Currency","2006/07/06",67.23
"Currency","2006/07/05",67.67
"Currency","2006/07/04",67.50
"Currency","2006/07/03",67.13
"Currency","2006/06/30",66.98
"Currency","2006/06/29",66.64
"Currency","2006/06/28",67.56
"Currency","2006/06/27",67.40
"Currency","2006/06/26",65.86
"Currency","2006/06/23",66.10
"Currency","2006/06/22",66.10
"Currency","2006/06/21",67.24
"Currency","2006/06/20",65.72
"Currency","2006/06/19",65.87
"Currency","2006/06/16",65.92
"Currency","2006/06/15",65.78
"Currency","2006/06/14",65.62
"Currency","2006/06/13",66.04
"Currency","2006/06/12",67.23
"Currency","2006/06/09",65.98
"Currency","2006/06/08",66.42
"Currency","2006/06/07",65.91
"Currency","2006/06/06",66.12
"Currency","2006/06/05",65.42
"Currency","2006/06/02",65.33
"Currency","2006/06/01",66.89
"Currency","2006/05/31",68.04
"Currency","2006/05/30",67.42
"Currency","2006/05/29",67.45
"Currency","2006/05/26",65.99
"Currency","2006/05/25",67.21
"Currency","2006/05/24",67.53
"Currency","2006/05/23",67.10
"Currency","2006/05/22",66.36
"Currency","2006/05/19",65.53
"Currency","2006/05/18",66.42
"Currency","2006/05/17",67.71
"Currency","2006/05/16",66.69
"Currency","2006/05/15",65.88
"Currency","2006/05/12",65.89
"Currency","2006/05/11",65.22
"Currency","2006/05/10",67.14
"Currency","2006/05/09",65.05
"Currency","2006/05/08",65.41
"Currency","2006/05/05",65.09
"Currency","2006/05/04",64.53
"Currency","2006/05/03",64.97
"Currency","2006/05/02",66.31
"Currency","2006/05/01",65.67
"Currency","2006/04/28",66.14
"Currency","2006/04/27",66.90
"Currency","2006/04/26",67.48
"Currency","2006/04/25",66.60
"Currency","2006/04/24",66.89
"Currency","2006/04/21",66.09
"Currency","2006/04/20",67.07
"Currency","2006/04/19",67.46
"Currency","2006/04/18",65.26
"Currency","2006/04/17",66.46
"Currency","2006/04/14",66.57
"Currency","2006/04/13",66.65
"Currency","2006/04/12",66.76
"Currency","2006/04/11",65.55
"Currency","2006/04/10",66.67
"Currency","2006/04/07",65.62
"Currency","2006/04/06",67.55
"Currency","2006/04/05",68.37
"Currency","2006/04/04",68.71
"Currency","2006/04/03",67.56
"Currency","2006/03/31",67.57
"Currency","2006/03/30",67.06
"Currency","2006/03/29",68.98
"Currency","2006/03/28",69.16
"Currency","2006/03/27",68.88
"Currency","2006/03/24",65.56
"Currency","2006/03/23",67.95
"Currency","2006/03/22",67.65
"Currency","2006/03/21",67.65
"Currency","2006/03/20",67.75
"Currency","2006/03/17",67.70
"Currency","2006/03/16",67.70
"Currency","2006/03/15",67.56
"Currency","2006/03/14",69.20
"Currency","2006/03/13",69.01
"Currency","2006/03/10",68.14
"Currency","2006/03/09",68.14
"Currency","2006/03/08",68.16
"Currency","2006/03/07",68.15
"Currency","2006/03/06",67.85
"Currency","2006/03/03",67.91
"Currency","2006/03/02",67.91
"Currency","2006/03/01",67.86
"Currency","2006/02/28",67.65
"Currency","2006/02/27",67.70
"Currency","2006/02/24",67.61
"Currency","2006/02/23",67.61
"Currency","2006/02/22",67.56
"Currency","2006/02/21",67.35
"Currency","2006/02/20",67.35
"Currency","2006/02/17",67.25
"Currency","2006/02/16",67.25
"Currency","2006/02/15",67.20
"Currency","2006/02/14",67.16
"Currency","2006/02/13",67.01
"Currency","2006/02/10",66.91
"Currency","2006/02/09",66.91
"Currency","2006/02/08",66.81
"Currency","2006/02/07",66.72
"Currency","2006/02/06",66.66
"Currency","2006/02/03",66.55
"Currency","2006/02/02",66.55
"Currency","2006/02/01",66.56
"Currency","2006/01/31",66.56
"Currency","2006/01/30",66.60
"Currency","2006/01/27",66.56
"Currency","2006/01/26",66.56
"Currency","2006/01/25",66.50
"Currency","2006/01/24",66.51
"Currency","2006/01/23",66.45
"Currency","2006/01/20",66.40
"Currency","2006/01/19",66.40
"Currency","2006/01/18",66.38
"Currency","2006/01/17",66.00
"Currency","2006/01/16",66.31
"Currency","2006/01/13",66.20
"Currency","2006/01/12",66.20
"Currency","2006/01/11",66.20
"Currency","2006/01/10",66.20
"Currency","2006/01/09",66.20
"Currency","2006/01/06",66.31
"Currency","2006/01/05",66.31
"Currency","2006/01/04",66.27
"Currency","2006/01/03",66.26
"Currency","2006/01/02",66.21
"Currency","2005/12/30",66.20
"Currency","2005/12/29",66.20
"Currency","2005/12/28",66.20
"Currency","2005/12/27",66.16
"Currency","2005/12/26",66.16
"Currency","2005/12/23",66.20
"Currency","2005/12/22",66.20
"Currency","2005/12/21",66.20
"Currency","2005/12/20",66.20
"Currency","2005/12/19",66.05
"Currency","2005/12/16",66.06
"Currency","2005/12/15",66.06
"Currency","2005/12/14",66.05
"Currency","2005/12/13",66.01
"Currency","2005/12/12",65.95
"Currency","2005/12/09",66.00
"Currency","2005/12/08",66.00
"Currency","2005/12/07",65.96
"Currency","2005/12/06",65.87
"Currency","2005/12/05",65.89
"Currency","2005/12/02",65.70
"Currency","2005/12/01",65.87
"Currency","2005/11/30",65.83
"Currency","2005/11/29",65.81
"Currency","2005/11/28",65.81
"Currency","2005/11/25",65.81
"Currency","2005/11/24",65.81
"Currency","2005/11/23",65.80
"Currency","2005/11/22",65.81
"Currency","2005/11/21",65.77
"Currency","2005/11/18",65.75
"Currency","2005/11/17",65.75
"Currency","2005/11/16",65.76
"Currency","2005/11/15",65.75
"Currency","2005/11/14",65.71
"Currency","2005/11/11",65.72
"Currency","2005/11/10",65.72
"Currency","2005/11/09",65.70
"Currency","2005/11/08",65.71
"Currency","2005/11/07",65.71
"Currency","2005/11/04",65.70
"Currency","2005/11/03",65.70
"Currency","2005/11/02",65.70
"Currency","2005/11/01",65.71
"Currency","2005/10/31",65.71
"Currency","2005/10/28",65.71
"Currency","2005/10/27",65.71
"Currency","2005/10/26",65.71
"Currency","2005/10/25",65.71
"Currency","2005/10/24",65.71
"Currency","2005/10/21",65.71
"Currency","2005/10/20",65.71
"Currency","2005/10/19",65.71
"Currency","2005/10/18",65.70
"Currency","2005/10/17",65.71
"Currency","2005/10/14",65.55
"Currency","2005/10/13",65.55
"Currency","2005/10/12",65.55
"Currency","2005/10/11",65.71
"Currency","2005/10/10",65.71
"Currency","2005/10/07",65.61
"Currency","2005/10/06",65.61
"Currency","2005/10/05",65.71
"Currency","2005/10/04",65.71
"Currency","2005/10/03",65.70
"Currency","2005/09/30",65.60
"Currency","2005/09/29",65.60
"Currency","2005/09/28",65.70
"Currency","2005/09/27",65.68
"Currency","2005/09/26",65.70
"Currency","2005/09/23",65.72
"Currency","2005/09/22",65.72
"Currency","2005/09/21",65.69
"Currency","2005/09/20",65.51
"Currency","2005/09/19",65.51
"Currency","2005/09/16",65.72
"Currency","2005/09/15",65.72
"Currency","2005/09/14",65.71
"Currency","2005/09/13",65.71
"Currency","2005/09/12",65.46
"Currency","2005/09/09",65.71
"Currency","2005/09/08",65.71
"Currency","2005/09/07",65.70
"Currency","2005/09/06",65.56
"Currency","2005/09/05",65.45
"Currency","2005/09/02",65.70
"Currency","2005/09/01",62.75
"Currency","2005/08/31",65.11
"Currency","2005/08/30",62.53
"Currency","2005/08/29",65.46
"Currency","2005/08/26",65.06
"Currency","2005/08/25",65.06
"Currency","2005/08/24",65.71
"Currency","2005/08/23",65.70
"Currency","2005/08/22",65.02
"Currency","2005/08/19",65.34
"Currency","2005/08/18",65.34
"Currency","2005/08/17",65.31
"Currency","2005/08/16",65.00
"Currency","2005/08/15",65.50
"Currency","2005/08/12",65.10
