"Indicator","Time","Value (USD/CDF)"
"Currency","2014/06/23",924.00
"Currency","2014/06/22",921.50
"Currency","2014/06/21",921.50
"Currency","2014/06/20",924.00
"Currency","2014/06/19",923.79
"Currency","2014/06/18",922.79
"Currency","2014/06/17",923.89
"Currency","2014/06/16",924.00
"Currency","2014/06/15",930.00
"Currency","2014/06/14",930.00
"Currency","2014/06/13",924.00
"Currency","2014/06/12",926.00
"Currency","2014/06/11",922.14
"Currency","2014/06/10",923.39
"Currency","2014/06/09",919.00
"Currency","2014/06/08",919.01
"Currency","2014/06/07",919.01
"Currency","2014/06/06",919.00
"Currency","2014/06/05",923.54
"Currency","2014/06/04",924.00
"Currency","2014/06/03",923.79
"Currency","2014/06/02",924.00
"Currency","2014/06/01",909.00
"Currency","2014/05/31",922.00
"Currency","2014/05/30",919.00
"Currency","2014/05/29",922.39
"Currency","2014/05/28",924.00
"Currency","2014/05/27",920.00
"Currency","2014/05/26",924.00
"Currency","2014/05/24",923.00
"Currency","2014/05/23",924.00
"Currency","2014/05/22",919.00
"Currency","2014/05/21",923.70
"Currency","2014/05/20",924.00
"Currency","2014/05/19",922.79
"Currency","2014/05/18",921.00
"Currency","2014/05/17",920.00
"Currency","2014/05/16",922.79
"Currency","2014/05/15",919.00
"Currency","2014/05/14",924.00
"Currency","2014/05/13",924.00
"Currency","2014/05/12",924.00
"Currency","2014/05/11",923.50
"Currency","2014/05/10",923.50
"Currency","2014/05/09",924.00
"Currency","2014/05/08",923.89
"Currency","2014/05/07",918.97
"Currency","2014/05/06",922.75
"Currency","2014/05/05",924.00
"Currency","2014/05/04",924.00
"Currency","2014/05/03",924.00
"Currency","2014/05/02",924.00
"Currency","2014/05/01",924.00
"Currency","2014/04/30",924.00
"Currency","2014/04/29",924.00
"Currency","2014/04/28",919.00
"Currency","2014/04/27",921.50
"Currency","2014/04/26",921.50
"Currency","2014/04/25",921.75
"Currency","2014/04/24",921.75
"Currency","2014/04/23",921.79
"Currency","2014/04/22",923.00
"Currency","2014/04/21",924.00
"Currency","2014/04/20",924.00
"Currency","2014/04/19",923.70
"Currency","2014/04/18",923.89
"Currency","2014/04/17",923.89
"Currency","2014/04/16",924.00
"Currency","2014/04/15",924.00
"Currency","2014/04/14",923.54
"Currency","2014/04/13",924.00
"Currency","2014/04/12",924.00
"Currency","2014/04/11",922.75
"Currency","2014/04/10",922.45
"Currency","2014/04/09",921.50
"Currency","2014/04/08",923.79
"Currency","2014/04/07",924.00
"Currency","2014/04/06",924.00
"Currency","2014/04/05",924.00
"Currency","2014/04/04",924.00
"Currency","2014/04/03",923.00
"Currency","2014/04/02",923.00
"Currency","2014/04/01",921.50
"Currency","2014/03/31",921.14
"Currency","2014/03/30",921.00
"Currency","2014/03/29",921.00
"Currency","2014/03/28",922.25
"Currency","2014/03/27",923.70
"Currency","2014/03/26",924.00
"Currency","2014/03/25",924.00
"Currency","2014/03/24",924.00
"Currency","2014/03/23",924.00
"Currency","2014/03/22",924.00
"Currency","2014/03/21",921.20
"Currency","2014/03/20",922.95
"Currency","2014/03/19",921.79
"Currency","2014/03/18",922.89
"Currency","2014/03/17",922.39
"Currency","2014/03/16",922.00
"Currency","2014/03/15",922.00
"Currency","2014/03/14",921.14
"Currency","2014/03/13",922.39
"Currency","2014/03/12",922.39
"Currency","2014/03/11",923.00
"Currency","2014/03/10",922.95
"Currency","2014/03/09",923.50
"Currency","2014/03/08",923.50
"Currency","2014/03/07",927.00
"Currency","2014/03/06",921.14
"Currency","2014/03/05",923.00
"Currency","2014/03/04",921.14
"Currency","2014/03/03",921.75
"Currency","2014/03/02",923.00
"Currency","2014/03/01",923.00
"Currency","2014/02/28",924.00
"Currency","2014/02/27",923.70
"Currency","2014/02/26",924.04
"Currency","2014/02/25",924.00
"Currency","2014/02/24",922.75
"Currency","2014/02/23",921.50
"Currency","2014/02/22",921.50
"Currency","2014/02/21",918.00
"Currency","2014/02/20",923.20
"Currency","2014/02/19",921.00
"Currency","2014/02/18",918.50
"Currency","2014/02/17",923.09
"Currency","2014/02/16",920.50
"Currency","2014/02/15",920.50
"Currency","2014/02/14",920.50
"Currency","2014/02/13",924.00
"Currency","2014/02/12",924.00
"Currency","2014/02/11",924.00
"Currency","2014/02/10",922.75
"Currency","2014/02/09",924.00
"Currency","2014/02/08",924.00
"Currency","2014/02/07",922.14
"Currency","2014/02/06",922.79
"Currency","2014/02/05",924.00
"Currency","2014/02/04",924.00
"Currency","2014/02/03",924.00
"Currency","2014/02/02",924.00
"Currency","2014/02/01",924.00
"Currency","2014/01/31",924.00
"Currency","2014/01/30",923.50
"Currency","2014/01/29",924.00
"Currency","2014/01/28",927.00
"Currency","2014/01/25",924.00
"Currency","2014/01/24",914.00
"Currency","2014/01/23",925.00
"Currency","2014/01/22",924.00
"Currency","2014/01/21",924.00
"Currency","2014/01/20",923.00
"Currency","2014/01/19",923.00
"Currency","2014/01/18",923.00
"Currency","2014/01/17",923.00
"Currency","2014/01/16",924.00
"Currency","2014/01/15",924.00
"Currency","2014/01/14",922.15
"Currency","2014/01/13",924.00
"Currency","2014/01/12",924.00
"Currency","2014/01/11",924.00
"Currency","2014/01/10",924.00
"Currency","2014/01/09",919.00
"Currency","2014/01/08",923.80
"Currency","2014/01/07",924.00
"Currency","2014/01/06",924.00
"Currency","2014/01/05",917.00
"Currency","2014/01/04",917.00
"Currency","2014/01/03",917.00
"Currency","2014/01/02",917.00
"Currency","2014/01/01",917.00
"Currency","2013/12/31",917.00
"Currency","2013/12/30",914.50
"Currency","2013/12/29",923.40
"Currency","2013/12/28",923.40
"Currency","2013/12/27",923.40
"Currency","2013/12/26",919.01
"Currency","2013/12/25",917.00
"Currency","2013/12/24",917.00
"Currency","2013/12/23",916.90
"Currency","2013/12/22",924.00
"Currency","2013/12/21",924.00
"Currency","2013/12/20",924.00
"Currency","2013/12/19",917.00
"Currency","2013/12/18",916.70
"Currency","2013/12/17",924.00
"Currency","2013/12/16",912.01
"Currency","2013/12/15",917.00
"Currency","2013/12/14",917.00
"Currency","2013/12/13",917.00
"Currency","2013/12/12",921.50
"Currency","2013/12/11",924.00
"Currency","2013/12/10",922.75
"Currency","2013/12/09",926.00
"Currency","2013/12/08",925.00
"Currency","2013/12/07",925.00
"Currency","2013/12/06",919.00
"Currency","2013/12/05",925.00
"Currency","2013/12/04",919.01
"Currency","2013/12/03",919.01
"Currency","2013/12/02",925.00
"Currency","2013/12/01",925.00
"Currency","2013/11/30",925.00
"Currency","2013/11/29",925.00
"Currency","2013/11/28",919.08
"Currency","2013/11/27",926.00
"Currency","2013/11/26",919.01
"Currency","2013/11/25",919.01
"Currency","2013/11/24",919.01
"Currency","2013/11/23",919.01
"Currency","2013/11/22",919.01
"Currency","2013/11/21",923.50
"Currency","2013/11/20",922.38
"Currency","2013/11/19",923.50
"Currency","2013/11/18",919.00
"Currency","2013/11/17",919.00
"Currency","2013/11/16",919.00
"Currency","2013/11/15",919.00
"Currency","2013/11/14",919.00
"Currency","2013/11/13",923.00
"Currency","2013/11/12",922.00
"Currency","2013/11/11",921.00
"Currency","2013/11/10",920.00
"Currency","2013/11/09",920.00
"Currency","2013/11/08",920.00
"Currency","2013/11/07",929.00
"Currency","2013/11/06",928.50
"Currency","2013/11/05",928.50
"Currency","2013/11/04",928.00
"Currency","2013/11/03",919.00
"Currency","2013/11/02",919.00
"Currency","2013/11/01",919.00
"Currency","2013/10/31",921.50
"Currency","2013/10/30",923.50
"Currency","2013/10/29",923.50
"Currency","2013/10/28",923.50
"Currency","2013/10/27",927.00
"Currency","2013/10/26",927.00
"Currency","2013/10/25",927.00
"Currency","2013/10/24",924.00
"Currency","2013/10/23",921.50
"Currency","2013/10/22",923.50
"Currency","2013/10/21",923.50
"Currency","2013/10/20",923.00
"Currency","2013/10/19",923.00
"Currency","2013/10/18",923.00
"Currency","2013/10/17",923.50
"Currency","2013/10/16",922.38
"Currency","2013/10/15",923.50
"Currency","2013/10/14",923.50
"Currency","2013/10/13",923.50
"Currency","2013/10/11",923.50
"Currency","2013/10/10",923.50
"Currency","2013/10/09",922.00
"Currency","2013/10/08",921.00
"Currency","2013/10/07",923.50
"Currency","2013/10/04",923.50
"Currency","2013/10/03",923.50
"Currency","2013/10/02",923.50
"Currency","2013/10/01",922.38
"Currency","2013/09/30",923.50
"Currency","2013/09/27",923.50
"Currency","2013/09/26",923.50
"Currency","2013/09/25",923.50
"Currency","2013/09/24",923.50
"Currency","2013/09/23",923.50
"Currency","2013/09/20",923.50
"Currency","2013/09/19",919.00
"Currency","2013/09/18",923.50
"Currency","2013/09/17",923.50
"Currency","2013/09/16",923.50
"Currency","2013/09/13",923.50
"Currency","2013/09/12",923.50
"Currency","2013/09/11",923.50
"Currency","2013/09/10",923.50
"Currency","2013/09/09",923.50
"Currency","2013/09/06",923.50
"Currency","2013/09/05",923.50
"Currency","2013/09/04",923.00
"Currency","2013/09/03",923.50
"Currency","2013/09/02",923.50
"Currency","2013/08/30",924.00
"Currency","2013/08/29",922.50
"Currency","2013/08/28",924.00
"Currency","2013/08/27",923.50
"Currency","2013/08/26",923.00
"Currency","2013/08/23",923.50
"Currency","2013/08/22",923.50
"Currency","2013/08/21",919.01
"Currency","2013/08/20",919.01
"Currency","2013/08/19",923.00
"Currency","2013/08/16",923.00
"Currency","2013/08/15",918.00
"Currency","2013/08/14",918.00
"Currency","2013/08/13",918.00
"Currency","2013/08/12",921.00
"Currency","2013/08/09",921.00
"Currency","2013/08/08",921.00
"Currency","2013/08/07",920.00
"Currency","2013/08/06",919.50
"Currency","2013/08/05",919.50
"Currency","2013/08/02",923.00
"Currency","2013/08/01",919.01
"Currency","2013/07/31",923.50
"Currency","2013/07/30",921.25
"Currency","2013/07/29",919.01
"Currency","2013/07/26",923.50
"Currency","2013/07/25",919.01
"Currency","2013/07/24",919.01
"Currency","2013/07/23",923.50
"Currency","2013/07/22",919.01
"Currency","2013/07/19",919.01
"Currency","2013/07/18",919.01
"Currency","2013/07/17",919.01
"Currency","2013/07/16",919.00
"Currency","2013/07/15",918.00
"Currency","2013/07/12",920.75
"Currency","2013/07/11",919.00
"Currency","2013/07/10",919.01
"Currency","2013/07/09",919.01
"Currency","2013/07/08",919.01
"Currency","2013/07/05",922.00
"Currency","2013/07/04",921.29
"Currency","2013/07/03",921.29
"Currency","2013/07/02",916.72
"Currency","2013/07/01",917.49
"Currency","2013/06/28",908.00
"Currency","2013/06/27",918.87
"Currency","2013/06/26",916.87
"Currency","2013/06/25",919.92
"Currency","2013/06/24",921.75
"Currency","2013/06/21",920.43
"Currency","2013/06/20",917.57
"Currency","2013/06/19",917.62
"Currency","2013/06/18",914.91
"Currency","2013/06/17",919.69
"Currency","2013/06/14",918.70
"Currency","2013/06/13",918.87
"Currency","2013/06/12",918.70
"Currency","2013/06/11",915.92
"Currency","2013/06/10",918.60
"Currency","2013/06/07",920.05
"Currency","2013/06/06",919.42
"Currency","2013/06/05",919.61
"Currency","2013/06/04",916.37
"Currency","2013/06/03",918.06
"Currency","2013/05/31",918.16
"Currency","2013/05/30",918.62
"Currency","2013/05/29",920.45
"Currency","2013/05/28",921.11
"Currency","2013/05/27",918.87
"Currency","2013/05/24",918.31
"Currency","2013/05/23",919.62
"Currency","2013/05/22",917.55
"Currency","2013/05/21",917.90
"Currency","2013/05/20",917.50
"Currency","2013/05/17",918.61
"Currency","2013/05/16",918.61
"Currency","2013/05/15",917.18
"Currency","2013/05/14",919.41
"Currency","2013/05/13",915.45
"Currency","2013/05/10",923.24
"Currency","2013/05/09",919.23
"Currency","2013/05/08",918.78
"Currency","2013/05/07",918.78
"Currency","2013/05/06",922.18
"Currency","2013/05/03",917.78
"Currency","2013/05/02",917.05
"Currency","2013/05/01",918.77
"Currency","2013/04/30",918.77
"Currency","2013/04/29",919.50
"Currency","2013/04/26",915.28
"Currency","2013/04/25",918.57
"Currency","2013/04/24",917.86
"Currency","2013/04/23",921.32
"Currency","2013/04/22",915.79
"Currency","2013/04/19",920.48
"Currency","2013/04/18",921.72
"Currency","2013/04/17",919.41
"Currency","2013/04/16",915.01
"Currency","2013/04/15",915.01
"Currency","2013/04/12",915.01
"Currency","2013/04/11",916.46
"Currency","2013/04/10",914.79
"Currency","2013/04/09",916.52
"Currency","2013/04/08",918.51
"Currency","2013/04/05",917.20
"Currency","2013/04/04",915.94
"Currency","2013/04/03",918.62
"Currency","2013/04/02",915.77
"Currency","2013/04/01",918.89
"Currency","2013/03/29",919.45
"Currency","2013/03/28",919.45
"Currency","2013/03/27",918.45
"Currency","2013/03/26",918.34
"Currency","2013/03/25",917.13
"Currency","2013/03/22",918.69
"Currency","2013/03/21",916.19
"Currency","2013/03/20",915.85
"Currency","2013/03/19",913.49
"Currency","2013/03/18",914.34
"Currency","2013/03/15",918.65
"Currency","2013/03/14",921.33
"Currency","2013/03/13",916.61
"Currency","2013/03/12",916.99
"Currency","2013/03/11",919.38
"Currency","2013/03/08",915.61
"Currency","2013/03/07",916.18
"Currency","2013/03/06",915.89
"Currency","2013/03/05",915.01
"Currency","2013/03/04",919.20
"Currency","2013/03/01",918.43
"Currency","2013/02/28",919.43
"Currency","2013/02/27",919.07
"Currency","2013/02/26",919.84
"Currency","2013/02/25",918.62
"Currency","2013/02/22",917.13
"Currency","2013/02/21",920.73
"Currency","2013/02/20",920.53
"Currency","2013/02/19",919.21
"Currency","2013/02/18",917.87
"Currency","2013/02/15",917.32
"Currency","2013/02/14",916.87
"Currency","2013/02/13",916.78
"Currency","2013/02/12",912.98
"Currency","2013/02/11",912.41
"Currency","2013/02/08",914.19
"Currency","2013/02/07",919.20
"Currency","2013/02/06",920.63
"Currency","2013/02/05",917.46
"Currency","2013/02/04",918.32
"Currency","2013/02/01",918.22
"Currency","2013/01/31",916.72
"Currency","2013/01/30",916.72
"Currency","2013/01/29",914.35
"Currency","2013/01/28",915.13
"Currency","2013/01/25",915.17
"Currency","2013/01/24",918.32
"Currency","2013/01/23",919.80
"Currency","2013/01/22",916.24
"Currency","2013/01/21",914.83
"Currency","2013/01/18",913.24
"Currency","2013/01/17",915.72
"Currency","2013/01/16",915.72
"Currency","2013/01/15",915.72
"Currency","2013/01/14",916.48
"Currency","2013/01/11",914.12
"Currency","2013/01/10",914.31
"Currency","2013/01/09",916.70
"Currency","2013/01/08",916.89
"Currency","2013/01/07",919.48
"Currency","2013/01/04",917.34
"Currency","2013/01/03",917.34
"Currency","2013/01/02",915.17
"Currency","2013/01/01",915.17
"Currency","2012/12/31",915.17
"Currency","2012/12/28",915.17
"Currency","2012/12/27",917.32
"Currency","2012/12/26",915.37
"Currency","2012/12/25",918.98
"Currency","2012/12/24",918.98
"Currency","2012/12/21",915.75
"Currency","2012/12/20",913.40
"Currency","2012/12/19",914.90
"Currency","2012/12/18",914.23
"Currency","2012/12/17",915.56
"Currency","2012/12/14",915.56
"Currency","2012/12/13",916.03
"Currency","2012/12/12",912.19
"Currency","2012/12/11",911.23
"Currency","2012/12/10",915.43
"Currency","2012/12/07",914.57
"Currency","2012/12/06",919.48
"Currency","2012/12/04",913.77
"Currency","2012/12/03",913.77
"Currency","2012/11/29",914.52
"Currency","2012/11/28",913.91
"Currency","2012/11/27",915.46
"Currency","2012/11/26",913.67
"Currency","2012/11/23",916.36
"Currency","2012/11/22",916.17
"Currency","2012/11/21",912.89
"Currency","2012/11/20",908.70
"Currency","2012/11/19",908.70
"Currency","2012/11/16",911.91
"Currency","2012/11/15",916.08
"Currency","2012/11/14",916.08
"Currency","2012/11/13",914.34
"Currency","2012/11/12",917.16
"Currency","2012/11/09",916.38
"Currency","2012/11/08",915.46
"Currency","2012/11/07",918.30
"Currency","2012/11/06",922.54
"Currency","2012/11/05",922.04
"Currency","2012/11/02",917.79
"Currency","2012/10/30",915.66
"Currency","2012/10/29",916.93
"Currency","2012/10/26",916.90
"Currency","2012/10/25",917.92
"Currency","2012/10/24",918.48
"Currency","2012/09/30",916.70
"Currency","2012/08/31",921.40
"Currency","2012/07/31",912.98
"Currency","2012/06/30",920.82
"Currency","2012/05/31",921.91
"Currency","2012/04/30",916.27
"Currency","2012/03/31",922.20
"Currency","2012/02/29",921.14
"Currency","2012/01/31",924.06
"Currency","2011/12/31",910.82
"Currency","2011/11/30",916.17
"Currency","2011/10/31",920.79
"Currency","2011/09/30",919.25
"Currency","2011/08/31",920.59
"Currency","2011/07/31",926.33
"Currency","2011/06/30",920.51
"Currency","2011/05/31",922.04
"Currency","2011/04/30",921.66
"Currency","2011/03/31",920.89
"Currency","2011/02/28",924.05
"Currency","2011/01/31",919.15
"Currency","2010/12/31",915.13
"Currency","2010/11/30",908.54
"Currency","2010/10/31",912.04
"Currency","2010/09/30",904.86
"Currency","2010/08/31",902.28
"Currency","2010/07/31",900.07
"Currency","2010/06/30",894.49
"Currency","2010/01/31",917.33
"Currency","2009/12/31",862.42
"Currency","2009/11/30",864.85
"Currency","2009/10/31",876.48
"Currency","2009/09/30",822.48
"Currency","2009/08/31",775.32
"Currency","2009/07/31",780.06
"Currency","2009/06/30",769.62
"Currency","2009/05/31",792.00
"Currency","2009/04/30",839.66
"Currency","2009/03/31",766.70
"Currency","2009/02/28",743.79
"Currency","2009/01/31",715.69
"Currency","2008/12/31",657.45
"Currency","2008/11/30",598.53
"Currency","2008/10/31",579.39
"Currency","2008/09/30",568.97
"Currency","2008/08/31",562.43
"Currency","2008/07/31",561.16
"Currency","2008/06/30",561.91
"Currency","2008/05/31",559.64
"Currency","2008/04/30",560.23
"Currency","2008/03/31",559.20
"Currency","2008/02/29",555.00
"Currency","2008/01/31",549.00
"Currency","2007/12/31",504.72
"","",""
"Data Source: http://www.tradingeconomics.com","",""
"Downloaded from http://vam.wfp.org on 11 Jun 2018","",""
