"Indicator","Time","Value (USD/LKR)"
"Currency","2018/06/08",159.00
"Currency","2018/06/07",158.80
"Currency","2018/06/06",158.60
"Currency","2018/06/05",158.20
"Currency","2018/06/04",158.45
"Currency","2018/06/01",158.55
"Currency","2018/05/31",158.15
"Currency","2018/05/30",158.00
"Currency","2018/05/29",157.85
"Currency","2018/05/28",157.85
"Currency","2018/05/25",157.90
"Currency","2018/05/24",157.90
"Currency","2018/05/23",157.75
"Currency","2018/05/21",157.80
"Currency","2018/05/18",157.65
"Currency","2018/05/17",157.70
"Currency","2018/05/16",158.00
"Currency","2018/05/15",158.00
"Currency","2018/05/14",157.95
"Currency","2018/05/11",157.70
"Currency","2018/05/10",157.70
"Currency","2018/05/09",157.85
"Currency","2018/05/08",157.45
"Currency","2018/05/07",157.43
"Currency","2018/05/04",157.43
"Currency","2018/05/03",157.50
"Currency","2018/05/02",157.40
"Currency","2018/05/01",157.55
"Currency","2018/04/30",157.60
"Currency","2018/04/27",157.60
"Currency","2018/04/26",157.50
"Currency","2018/04/25",157.60
"Currency","2018/04/24",156.85
"Currency","2018/04/23",156.75
"Currency","2018/04/20",156.30
"Currency","2018/04/19",156.00
"Currency","2018/04/18",156.30
"Currency","2018/04/17",156.20
"Currency","2018/04/16",155.80
"Currency","2018/04/13",155.60
"Currency","2018/04/12",155.60
"Currency","2018/04/11",155.60
"Currency","2018/04/10",155.45
"Currency","2018/04/09",155.45
"Currency","2018/04/06",155.40
"Currency","2018/04/05",155.40
"Currency","2018/04/04",155.85
"Currency","2018/04/03",155.75
"Currency","2018/04/02",155.15
"Currency","2018/03/30",155.60
"Currency","2018/03/29",155.60
"Currency","2018/03/28",155.60
"Currency","2018/03/27",156.00
"Currency","2018/03/26",156.00
"Currency","2018/03/23",156.10
"Currency","2018/03/22",156.10
"Currency","2018/03/21",156.00
"Currency","2018/03/20",156.05
"Currency","2018/03/19",156.00
"Currency","2018/03/16",155.95
"Currency","2018/03/15",155.95
"Currency","2018/03/14",155.80
"Currency","2018/03/13",155.65
"Currency","2018/03/12",155.60
"Currency","2018/03/09",155.40
"Currency","2018/03/08",155.35
"Currency","2018/03/07",155.30
"Currency","2018/03/06",155.00
"Currency","2018/03/05",154.90
"Currency","2018/03/02",155.15
"Currency","2018/03/01",154.95
"Currency","2018/02/28",154.95
"Currency","2018/02/27",154.80
"Currency","2018/02/26",154.80
"Currency","2018/02/23",155.10
"Currency","2018/02/22",155.15
"Currency","2018/02/21",155.15
"Currency","2018/02/20",155.40
"Currency","2018/02/19",155.40
"Currency","2018/02/16",155.10
"Currency","2018/02/15",154.85
"Currency","2018/02/14",155.50
"Currency","2018/02/13",154.85
"Currency","2018/02/12",154.85
"Currency","2018/02/09",154.30
"Currency","2018/02/08",154.30
"Currency","2018/02/07",154.50
"Currency","2018/02/06",154.65
"Currency","2018/02/05",154.20
"Currency","2018/02/02",154.20
"Currency","2018/02/01",154.05
"Currency","2018/01/31",153.90
"Currency","2018/01/30",153.90
"Currency","2018/01/29",153.65
"Currency","2018/01/26",153.65
"Currency","2018/01/25",153.70
"Currency","2018/01/24",153.70
"Currency","2018/01/23",154.10
"Currency","2018/01/22",154.00
"Currency","2018/01/19",153.80
"Currency","2018/01/18",153.75
"Currency","2018/01/17",153.90
"Currency","2018/01/16",153.85
"Currency","2018/01/15",153.90
"Currency","2018/01/12",153.90
"Currency","2018/01/11",153.70
"Currency","2018/01/10",153.75
"Currency","2018/01/09",153.70
"Currency","2018/01/08",153.70
"Currency","2018/01/05",153.45
"Currency","2018/01/04",153.60
"Currency","2018/01/03",153.60
"Currency","2018/01/02",153.40
"Currency","2017/12/29",153.40
"Currency","2017/12/28",153.30
"Currency","2017/12/27",152.35
"Currency","2017/12/26",152.60
"Currency","2017/12/25",152.85
"Currency","2017/12/22",152.85
"Currency","2017/12/21",152.85
"Currency","2017/12/20",153.00
"Currency","2017/12/19",153.05
"Currency","2017/12/18",153.10
"Currency","2017/12/15",153.10
"Currency","2017/12/14",153.15
"Currency","2017/12/13",153.10
"Currency","2017/12/12",153.07
"Currency","2017/12/11",153.00
"Currency","2017/12/08",153.10
"Currency","2017/12/07",153.35
"Currency","2017/12/06",153.25
"Currency","2017/12/05",153.30
"Currency","2017/12/04",153.50
"Currency","2017/12/01",153.55
"Currency","2017/11/30",153.55
"Currency","2017/11/29",153.70
"Currency","2017/11/28",153.75
"Currency","2017/11/27",153.55
"Currency","2017/11/24",153.70
"Currency","2017/11/23",153.65
"Currency","2017/11/22",153.70
"Currency","2017/11/21",153.68
"Currency","2017/11/20",153.70
"Currency","2017/11/17",153.60
"Currency","2017/11/16",153.60
"Currency","2017/11/15",153.75
"Currency","2017/11/14",153.55
"Currency","2017/11/13",153.60
"Currency","2017/11/10",153.55
"Currency","2017/11/09",153.50
"Currency","2017/11/08",153.30
"Currency","2017/11/07",153.35
"Currency","2017/11/06",153.55
"Currency","2017/11/03",153.55
"Currency","2017/11/02",153.55
"Currency","2017/11/01",153.65
"Currency","2017/10/31",153.55
"Currency","2017/10/30",153.55
"Currency","2017/10/27",153.50
"Currency","2017/10/26",153.55
"Currency","2017/10/25",153.80
"Currency","2017/10/24",153.75
"Currency","2017/10/23",153.60
"Currency","2017/10/20",153.65
"Currency","2017/10/19",153.60
"Currency","2017/10/18",153.60
"Currency","2017/10/17",153.60
"Currency","2017/10/16",153.55
"Currency","2017/10/13",153.70
"Currency","2017/10/12",153.70
"Currency","2017/10/11",153.40
"Currency","2017/10/10",153.40
"Currency","2017/10/09",153.30
"Currency","2017/10/06",153.20
"Currency","2017/10/05",153.20
"Currency","2017/10/04",153.30
"Currency","2017/10/03",153.20
"Currency","2017/10/02",153.07
"Currency","2017/09/29",152.98
"Currency","2017/09/28",153.05
"Currency","2017/09/27",153.05
"Currency","2017/09/26",153.00
"Currency","2017/09/25",153.00
"Currency","2017/09/22",152.75
"Currency","2017/09/21",152.70
"Currency","2017/09/20",152.60
"Currency","2017/09/19",153.13
"Currency","2017/09/18",153.00
"Currency","2017/09/16",152.85
"Currency","2017/09/15",152.85
"Currency","2017/09/14",152.85
"Currency","2017/09/13",153.02
"Currency","2017/09/12",152.85
"Currency","2017/09/11",152.80
"Currency","2017/09/08",152.70
"Currency","2017/09/07",152.51
"Currency","2017/09/06",152.59
"Currency","2017/09/05",152.35
"Currency","2017/09/04",152.35
"Currency","2017/09/01",152.70
"Currency","2017/08/31",152.70
"Currency","2017/08/30",152.82
"Currency","2017/08/29",152.85
"Currency","2017/08/28",152.95
"Currency","2017/08/26",152.90
"Currency","2017/08/25",152.90
"Currency","2017/08/24",152.90
"Currency","2017/08/23",152.98
"Currency","2017/08/22",152.91
"Currency","2017/08/21",153.10
"Currency","2017/08/18",153.25
"Currency","2017/08/17",153.30
"Currency","2017/08/16",153.20
"Currency","2017/08/15",153.15
"Currency","2017/08/14",153.15
"Currency","2017/08/12",153.00
"Currency","2017/08/11",153.00
"Currency","2017/08/10",153.29
"Currency","2017/08/09",153.20
"Currency","2017/08/08",153.30
"Currency","2017/08/07",153.42
"Currency","2017/08/04",153.40
"Currency","2017/08/03",153.45
"Currency","2017/08/02",153.30
"Currency","2017/08/01",152.95
"Currency","2017/07/31",153.50
"Currency","2017/07/28",153.40
"Currency","2017/07/27",153.50
"Currency","2017/07/26",153.50
"Currency","2017/07/25",153.15
"Currency","2017/07/24",153.00
"Currency","2017/07/21",153.60
"Currency","2017/07/20",153.30
"Currency","2017/07/19",153.30
"Currency","2017/07/18",153.75
"Currency","2017/07/17",153.70
"Currency","2017/07/14",153.30
"Currency","2017/07/13",153.60
"Currency","2017/07/12",153.65
"Currency","2017/07/11",153.30
"Currency","2017/07/10",153.52
"Currency","2017/07/07",153.55
"Currency","2017/07/06",153.57
"Currency","2017/07/05",153.70
"Currency","2017/07/04",153.60
"Currency","2017/07/03",153.45
"Currency","2017/06/30",153.00
"Currency","2017/06/29",153.30
"Currency","2017/06/28",153.20
"Currency","2017/06/27",152.76
"Currency","2017/06/26",153.20
"Currency","2017/06/23",153.05
"Currency","2017/06/22",153.10
"Currency","2017/06/21",153.15
"Currency","2017/06/20",153.10
"Currency","2017/06/19",152.82
"Currency","2017/06/17",152.90
"Currency","2017/06/16",152.90
"Currency","2017/06/15",152.85
"Currency","2017/06/14",152.25
"Currency","2017/06/13",152.70
"Currency","2017/06/12",152.42
"Currency","2017/06/09",151.91
"Currency","2017/06/08",152.18
"Currency","2017/06/07",152.50
"Currency","2017/06/06",152.60
"Currency","2017/06/05",152.29
"Currency","2017/06/02",152.40
"Currency","2017/06/01",152.70
"Currency","2017/05/31",152.75
"Currency","2017/05/30",152.70
"Currency","2017/05/29",152.38
"Currency","2017/05/26",152.88
"Currency","2017/05/25",152.60
"Currency","2017/05/24",152.80
"Currency","2017/05/23",152.70
"Currency","2017/05/22",152.33
"Currency","2017/05/20",152.40
"Currency","2017/05/19",152.40
"Currency","2017/05/18",152.60
"Currency","2017/05/17",152.58
"Currency","2017/05/15",152.40
"Currency","2017/05/12",152.40
"Currency","2017/05/11",152.05
"Currency","2017/05/10",152.05
"Currency","2017/05/09",152.05
"Currency","2017/05/08",152.00
"Currency","2017/05/05",151.92
"Currency","2017/05/04",152.25
"Currency","2017/05/03",151.71
"Currency","2017/05/02",151.80
"Currency","2017/05/01",151.95
"Currency","2017/04/28",151.90
"Currency","2017/04/27",151.80
"Currency","2017/04/26",151.90
"Currency","2017/04/21",152.00
"Currency","2017/04/20",151.66
"Currency","2017/04/19",151.95
"Currency","2017/04/18",151.80
"Currency","2017/04/17",151.88
"Currency","2017/04/15",151.98
"Currency","2017/04/14",151.98
"Currency","2017/04/13",152.01
"Currency","2017/04/12",152.01
"Currency","2017/04/11",152.18
"Currency","2017/04/10",151.37
"Currency","2017/04/07",151.65
"Currency","2017/04/06",151.70
"Currency","2017/04/05",151.55
"Currency","2017/04/04",151.44
"Currency","2017/04/03",151.94
"Currency","2017/03/31",151.73
"Currency","2017/03/30",152.04
"Currency","2017/03/29",151.85
"Currency","2017/03/28",152.02
"Currency","2017/03/27",151.70
"Currency","2017/03/24",151.50
"Currency","2017/03/23",151.95
"Currency","2017/03/22",151.56
"Currency","2017/03/21",151.80
"Currency","2017/03/20",151.96
"Currency","2017/03/17",152.21
"Currency","2017/03/16",151.75
"Currency","2017/03/15",152.10
"Currency","2017/03/14",151.40
"Currency","2017/03/13",151.25
"Currency","2017/03/11",151.25
"Currency","2017/03/10",151.25
"Currency","2017/03/09",151.30
"Currency","2017/03/08",151.15
"Currency","2017/03/07",151.10
"Currency","2017/03/06",151.14
"Currency","2017/03/03",151.18
"Currency","2017/03/02",151.10
"Currency","2017/03/01",151.18
"Currency","2017/02/28",151.26
"Currency","2017/02/27",151.75
"Currency","2017/02/24",151.63
"Currency","2017/02/23",151.63
"Currency","2017/02/22",151.75
"Currency","2017/02/21",151.45
"Currency","2017/02/20",150.93
"Currency","2017/02/17",150.55
"Currency","2017/02/16",150.65
"Currency","2017/02/15",150.45
"Currency","2017/02/14",150.45
"Currency","2017/02/13",150.60
"Currency","2017/02/10",150.20
"Currency","2017/02/09",150.60
"Currency","2017/02/08",150.63
"Currency","2017/02/07",150.45
"Currency","2017/02/06",150.50
"Currency","2017/02/04",150.25
"Currency","2017/02/03",150.25
"Currency","2017/02/02",150.20
"Currency","2017/02/01",150.45
"Currency","2017/01/31",150.15
"Currency","2017/01/30",150.20
"Currency","2017/01/27",150.00
"Currency","2017/01/26",150.10
"Currency","2017/01/25",150.10
"Currency","2017/01/24",149.92
"Currency","2017/01/23",149.95
"Currency","2017/01/21",150.07
"Currency","2017/01/20",150.07
"Currency","2017/01/19",150.20
"Currency","2017/01/18",150.08
"Currency","2017/01/17",149.53
"Currency","2017/01/16",149.85
"Currency","2017/01/13",149.82
"Currency","2017/01/12",149.80
"Currency","2017/01/11",149.95
"Currency","2017/01/10",149.90
"Currency","2017/01/09",149.75
"Currency","2017/01/06",149.85
"Currency","2017/01/05",149.90
"Currency","2017/01/04",149.86
"Currency","2017/01/03",149.45
"Currency","2017/01/02",149.50
"Currency","2016/12/30",149.50
"Currency","2016/12/29",149.60
"Currency","2016/12/28",149.70
"Currency","2016/12/27",149.30
"Currency","2016/12/26",149.50
"Currency","2016/12/23",149.55
"Currency","2016/12/22",149.79
"Currency","2016/12/21",149.41
"Currency","2016/12/20",149.15
"Currency","2016/12/19",149.27
"Currency","2016/12/16",149.30
"Currency","2016/12/15",148.50
"Currency","2016/12/14",148.33
"Currency","2016/12/13",148.96
"Currency","2016/12/12",148.96
"Currency","2016/12/10",148.50
"Currency","2016/12/09",148.50
"Currency","2016/12/08",148.66
"Currency","2016/12/07",148.15
"Currency","2016/12/06",148.50
"Currency","2016/12/05",148.30
"Currency","2016/12/02",148.35
"Currency","2016/12/01",148.18
"Currency","2016/11/30",148.50
"Currency","2016/11/29",148.90
"Currency","2016/11/28",148.35
"Currency","2016/11/25",148.10
"Currency","2016/11/24",148.00
"Currency","2016/11/23",148.15
"Currency","2016/11/22",148.00
"Currency","2016/11/21",148.35
"Currency","2016/11/19",147.88
"Currency","2016/11/18",147.88
"Currency","2016/11/17",147.77
"Currency","2016/11/16",147.88
"Currency","2016/11/15",147.63
"Currency","2016/11/12",147.55
"Currency","2016/11/11",147.55
"Currency","2016/11/10",147.40
"Currency","2016/11/09",147.65
"Currency","2016/11/08",147.70
"Currency","2016/11/07",147.90
"Currency","2016/11/04",147.88
"Currency","2016/11/03",147.95
"Currency","2016/11/02",148.13
"Currency","2016/11/01",147.75
"Currency","2016/10/31",147.75
"Currency","2016/10/28",147.75
"Currency","2016/10/27",147.80
"Currency","2016/10/26",147.17
"Currency","2016/10/25",147.30
"Currency","2016/10/24",146.90
"Currency","2016/10/21",147.27
"Currency","2016/10/20",147.07
"Currency","2016/10/19",147.10
"Currency","2016/10/18",147.03
"Currency","2016/10/17",146.95
"Currency","2016/10/14",146.84
"Currency","2016/10/13",146.90
"Currency","2016/10/12",146.95
"Currency","2016/10/11",146.84
"Currency","2016/10/10",146.81
"Currency","2016/10/07",146.81
"Currency","2016/10/06",146.61
"Currency","2016/10/05",146.56
"Currency","2016/10/04",146.55
"Currency","2016/10/03",146.54
"Currency","2016/10/01",146.45
"Currency","2016/09/30",146.67
"Currency","2016/09/29",146.55
"Currency","2016/09/28",146.51
"Currency","2016/09/27",146.26
"Currency","2016/09/26",146.14
"Currency","2016/09/24",146.30
"Currency","2016/09/23",146.23
"Currency","2016/09/22",146.14
"Currency","2016/09/21",146.28
"Currency","2016/09/20",145.26
"Currency","2016/09/19",145.26
"Currency","2016/09/17",145.40
"Currency","2016/09/16",145.63
"Currency","2016/09/15",145.32
"Currency","2016/09/14",145.46
"Currency","2016/09/13",145.28
"Currency","2016/09/12",145.20
"Currency","2016/09/10",145.10
"Currency","2016/09/09",145.24
"Currency","2016/09/08",145.17
"Currency","2016/09/07",145.24
"Currency","2016/09/06",145.37
"Currency","2016/09/05",145.45
"Currency","2016/09/03",145.50
"Currency","2016/09/02",145.50
"Currency","2016/09/01",145.30
"Currency","2016/08/31",145.30
"Currency","2016/08/30",145.50
"Currency","2016/08/29",145.70
"Currency","2016/08/26",145.43
"Currency","2016/08/25",145.30
"Currency","2016/08/24",145.07
"Currency","2016/08/23",145.14
"Currency","2016/08/22",145.27
"Currency","2016/08/19",145.41
"Currency","2016/08/18",145.21
"Currency","2016/08/17",145.29
"Currency","2016/08/16",144.97
"Currency","2016/08/15",145.17
"Currency","2016/08/12",145.35
"Currency","2016/08/11",144.99
"Currency","2016/08/10",145.18
"Currency","2016/08/09",145.31
"Currency","2016/08/08",145.29
"Currency","2016/08/05",145.70
"Currency","2016/08/04",145.75
"Currency","2016/08/03",145.35
"Currency","2016/08/02",145.77
"Currency","2016/08/01",145.76
"Currency","2016/07/29",145.51
"Currency","2016/07/28",145.51
"Currency","2016/07/27",145.90
"Currency","2016/07/26",145.51
"Currency","2016/07/25",145.71
"Currency","2016/07/22",145.78
"Currency","2016/07/21",145.74
"Currency","2016/07/20",146.26
"Currency","2016/07/19",146.20
"Currency","2016/07/18",145.43
"Currency","2016/07/15",145.78
"Currency","2016/07/14",145.57
"Currency","2016/07/13",145.76
"Currency","2016/07/12",146.21
"Currency","2016/07/11",145.54
"Currency","2016/07/08",144.93
"Currency","2016/07/07",145.55
"Currency","2016/07/06",146.39
"Currency","2016/07/05",146.60
"Currency","2016/07/04",146.50
"Currency","2016/07/01",145.70
"Currency","2016/06/30",145.70
"Currency","2016/06/29",146.04
"Currency","2016/06/28",147.84
"Currency","2016/06/27",146.82
"Currency","2016/06/24",147.33
"Currency","2016/06/23",147.03
"Currency","2016/06/22",147.18
"Currency","2016/06/21",146.08
"Currency","2016/06/20",144.74
"Currency","2016/06/17",144.74
"Currency","2016/06/16",145.11
"Currency","2016/06/15",144.99
"Currency","2016/06/14",144.87
"Currency","2016/06/13",144.74
"Currency","2016/06/10",145.00
"Currency","2016/06/09",145.58
"Currency","2016/06/08",145.84
"Currency","2016/06/07",146.05
"Currency","2016/06/06",145.89
"Currency","2016/06/04",147.39
"Currency","2016/06/03",147.39
"Currency","2016/06/02",148.54
"Currency","2016/06/01",148.30
"Currency","2016/05/31",147.72
"Currency","2016/05/30",147.17
"Currency","2016/05/27",147.17
"Currency","2016/05/26",146.95
"Currency","2016/05/25",146.74
"Currency","2016/05/24",146.77
"Currency","2016/05/23",147.06
"Currency","2016/05/20",146.82
"Currency","2016/05/19",146.78
"Currency","2016/05/18",145.37
"Currency","2016/05/17",146.49
"Currency","2016/05/16",146.52
"Currency","2016/05/13",146.09
"Currency","2016/05/12",145.73
"Currency","2016/05/11",146.09
"Currency","2016/05/10",145.90
"Currency","2016/05/09",145.98
"Currency","2016/05/06",145.85
"Currency","2016/05/05",146.33
"Currency","2016/05/04",145.85
"Currency","2016/05/03",145.62
"Currency","2016/05/02",146.23
"Currency","2016/04/29",145.78
"Currency","2016/04/28",146.11
"Currency","2016/04/27",146.11
"Currency","2016/04/26",146.49
"Currency","2016/04/25",146.13
"Currency","2016/04/23",146.13
"Currency","2016/04/22",146.13
"Currency","2016/04/21",146.74
"Currency","2016/04/20",146.34
"Currency","2016/04/19",146.17
"Currency","2016/04/18",145.20
"Currency","2016/04/15",145.00
"Currency","2016/04/14",146.09
"Currency","2016/04/13",146.10
"Currency","2016/04/12",145.13
"Currency","2016/04/11",144.85
"Currency","2016/04/09",144.78
"Currency","2016/04/08",144.78
"Currency","2016/04/07",145.21
"Currency","2016/04/06",144.34
"Currency","2016/04/05",144.62
"Currency","2016/04/04",145.12
"Currency","2016/04/01",146.29
"Currency","2016/03/31",146.72
"Currency","2016/03/30",149.20
"Currency","2016/03/29",148.12
"Currency","2016/03/28",146.88
"Currency","2016/03/25",146.87
"Currency","2016/03/24",146.88
"Currency","2016/03/23",146.45
"Currency","2016/03/22",145.36
"Currency","2016/03/21",145.45
"Currency","2016/03/18",144.96
"Currency","2016/03/17",145.30
"Currency","2016/03/16",145.00
"Currency","2016/03/15",144.92
"Currency","2016/03/14",144.91
"Currency","2016/03/13",144.50
"Currency","2016/03/11",144.95
"Currency","2016/03/10",144.83
"Currency","2016/03/09",144.99
"Currency","2016/03/08",144.96
"Currency","2016/03/07",144.98
"Currency","2016/03/06",144.60
"Currency","2016/03/04",144.71
"Currency","2016/03/03",144.66
"Currency","2016/03/02",144.61
"Currency","2016/03/01",144.66
"Currency","2016/02/29",144.62
"Currency","2016/02/28",145.88
"Currency","2016/02/26",144.62
"Currency","2016/02/25",144.42
"Currency","2016/02/24",143.38
"Currency","2016/02/23",144.27
"Currency","2016/02/22",144.12
"Currency","2016/02/19",143.99
"Currency","2016/02/18",144.08
"Currency","2016/02/17",144.45
"Currency","2016/02/16",144.20
"Currency","2016/02/15",144.09
"Currency","2016/02/12",144.09
"Currency","2016/02/11",144.07
"Currency","2016/02/10",144.15
"Currency","2016/02/09",143.12
"Currency","2016/02/08",144.05
"Currency","2016/02/05",144.07
"Currency","2016/02/04",143.95
"Currency","2016/02/03",144.23
"Currency","2016/02/02",143.99
"Currency","2016/02/01",143.76
"Currency","2016/01/29",144.26
"Currency","2016/01/28",143.99
"Currency","2016/01/27",144.11
"Currency","2016/01/26",144.27
"Currency","2016/01/25",144.17
"Currency","2016/01/22",144.07
"Currency","2016/01/21",144.02
"Currency","2016/01/20",144.09
"Currency","2016/01/19",144.11
"Currency","2016/01/18",144.07
"Currency","2016/01/15",143.95
"Currency","2016/01/14",143.82
"Currency","2016/01/13",144.01
"Currency","2016/01/12",143.95
"Currency","2016/01/11",143.94
"Currency","2016/01/08",143.72
"Currency","2016/01/07",143.95
"Currency","2016/01/06",144.05
"Currency","2016/01/05",144.01
"Currency","2016/01/04",144.29
"Currency","2016/01/01",143.90
"Currency","2015/12/31",144.69
"Currency","2015/12/30",144.16
"Currency","2015/12/29",144.08
"Currency","2015/12/28",143.89
"Currency","2015/12/25",143.48
"Currency","2015/12/24",143.47
"Currency","2015/12/23",143.73
"Currency","2015/12/22",143.60
"Currency","2015/12/21",142.99
"Currency","2015/12/20",143.27
"Currency","2015/12/18",143.57
"Currency","2015/12/17",143.57
"Currency","2015/12/16",143.70
"Currency","2015/12/15",143.65
"Currency","2015/12/14",143.65
"Currency","2015/12/11",143.25
"Currency","2015/12/10",143.23
"Currency","2015/12/09",143.23
"Currency","2015/12/08",143.25
"Currency","2015/12/07",143.23
"Currency","2015/12/06",143.32
"Currency","2015/12/04",143.25
"Currency","2015/12/03",143.25
"Currency","2015/12/02",143.25
"Currency","2015/12/01",143.20
"Currency","2015/11/30",143.32
"Currency","2015/11/28",143.06
"Currency","2015/11/27",143.23
"Currency","2015/11/26",143.05
"Currency","2015/11/25",142.93
"Currency","2015/11/24",142.93
"Currency","2015/11/23",142.80
"Currency","2015/11/20",142.55
"Currency","2015/11/19",142.35
"Currency","2015/11/18",142.35
"Currency","2015/11/17",142.35
"Currency","2015/11/16",142.15
"Currency","2015/11/13",142.05
"Currency","2015/11/12",142.00
"Currency","2015/11/11",142.00
"Currency","2015/11/10",142.00
"Currency","2015/11/09",142.00
"Currency","2015/11/08",141.62
"Currency","2015/11/06",141.60
"Currency","2015/11/05",141.45
"Currency","2015/11/04",141.52
"Currency","2015/11/03",141.13
"Currency","2015/11/02",141.11
"Currency","2015/11/01",140.73
"Currency","2015/10/30",141.11
"Currency","2015/10/29",141.10
"Currency","2015/10/28",141.11
"Currency","2015/10/27",141.11
"Currency","2015/10/26",141.11
"Currency","2015/10/25",140.96
"Currency","2015/10/23",140.80
"Currency","2015/10/22",141.08
"Currency","2015/10/21",141.05
"Currency","2015/10/20",141.02
"Currency","2015/10/19",140.80
"Currency","2015/10/18",140.52
"Currency","2015/10/16",140.80
"Currency","2015/10/15",140.90
"Currency","2015/10/14",141.00
"Currency","2015/10/13",140.52
"Currency","2015/10/12",140.35
"Currency","2015/10/09",140.38
"Currency","2015/10/08",140.60
"Currency","2015/10/07",140.63
"Currency","2015/10/06",141.00
"Currency","2015/10/05",141.25
"Currency","2015/10/04",141.18
"Currency","2015/10/02",141.18
"Currency","2015/10/01",141.14
"Currency","2015/09/30",141.06
"Currency","2015/09/29",141.22
"Currency","2015/09/28",140.99
"Currency","2015/09/27",141.06
"Currency","2015/09/26",141.06
"Currency","2015/09/25",141.06
"Currency","2015/09/24",140.96
"Currency","2015/09/23",140.88
"Currency","2015/09/22",140.80
"Currency","2015/09/21",140.87
"Currency","2015/09/20",140.49
"Currency","2015/09/18",140.49
"Currency","2015/09/17",140.48
"Currency","2015/09/16",140.98
"Currency","2015/09/15",139.64
"Currency","2015/09/14",139.82
"Currency","2015/09/13",139.21
"Currency","2015/09/11",139.21
"Currency","2015/09/10",139.09
"Currency","2015/09/09",138.86
"Currency","2015/09/08",138.32
"Currency","2015/09/07",137.66
"Currency","2015/09/06",138.01
"Currency","2015/09/04",138.01
"Currency","2015/09/03",134.86
"Currency","2015/09/02",134.61
"Currency","2015/09/01",134.69
"Currency","2015/08/31",134.56
"Currency","2015/08/30",134.35
"Currency","2015/08/28",134.35
"Currency","2015/08/27",134.30
"Currency","2015/08/26",134.27
"Currency","2015/08/25",134.15
"Currency","2015/08/24",134.07
"Currency","2015/08/21",134.11
"Currency","2015/08/20",134.08
"Currency","2015/08/19",133.97
"Currency","2015/08/18",133.99
"Currency","2015/08/17",134.08
"Currency","2015/08/14",134.65
"Currency","2015/08/13",133.89
"Currency","2015/08/12",133.80
"Currency","2015/08/11",133.87
"Currency","2015/08/10",133.78
"Currency","2015/08/07",133.76
"Currency","2015/08/05",130.27
"Currency","2015/08/04",130.42
"Currency","2015/08/03",130.66
"Currency","2015/07/31",130.53
"Currency","2015/07/30",130.59
"Currency","2015/07/29",130.41
"Currency","2015/07/28",130.44
"Currency","2015/07/27",130.69
"Currency","2015/07/24",130.56
"Currency","2015/07/23",130.61
"Currency","2015/07/22",130.62
"Currency","2015/07/21",130.68
"Currency","2015/07/20",131.31
"Currency","2015/07/17",130.54
"Currency","2015/07/16",130.56
"Currency","2015/07/15",130.62
"Currency","2015/07/14",130.48
"Currency","2015/07/13",130.36
"Currency","2015/07/12",133.49
"Currency","2015/07/10",130.37
"Currency","2015/07/09",130.42
"Currency","2015/07/08",130.63
"Currency","2015/07/07",130.56
"Currency","2015/07/06",130.64
"Currency","2015/07/04",133.72
"Currency","2015/07/03",130.35
"Currency","2015/07/02",130.73
"Currency","2015/07/01",130.78
"Currency","2015/06/30",130.78
"Currency","2015/06/29",130.75
"Currency","2015/06/26",130.68
"Currency","2015/06/25",130.78
"Currency","2015/06/24",130.92
"Currency","2015/06/23",130.69
"Currency","2015/06/22",130.44
"Currency","2015/06/19",131.03
"Currency","2015/06/18",130.88
"Currency","2015/06/17",130.86
"Currency","2015/06/16",131.03
"Currency","2015/06/15",130.91
"Currency","2015/06/12",130.89
"Currency","2015/06/11",130.72
"Currency","2015/06/10",130.76
"Currency","2015/06/09",130.85
"Currency","2015/06/08",130.75
"Currency","2015/06/05",131.06
"Currency","2015/06/04",130.96
"Currency","2015/06/03",130.61
"Currency","2015/06/02",130.75
"Currency","2015/06/01",130.69
"Currency","2015/05/29",130.94
"Currency","2015/05/28",130.84
"Currency","2015/05/27",130.67
"Currency","2015/05/26",130.62
"Currency","2015/05/25",130.71
"Currency","2015/05/22",130.51
"Currency","2015/05/21",130.29
"Currency","2015/05/20",130.35
"Currency","2015/05/19",130.49
"Currency","2015/05/18",130.40
"Currency","2015/05/15",130.44
"Currency","2015/05/14",130.41
"Currency","2015/05/13",130.51
"Currency","2015/05/12",130.17
"Currency","2015/05/11",130.24
"Currency","2015/05/08",130.51
"Currency","2015/05/07",130.30
"Currency","2015/05/05",130.07
"Currency","2015/05/04",129.55
"Currency","2015/05/01",129.89
"Currency","2015/04/30",129.99
"Currency","2015/04/29",129.98
"Currency","2015/04/28",130.16
"Currency","2015/04/27",129.11
"Currency","2015/04/24",129.88
"Currency","2015/04/23",129.96
"Currency","2015/04/22",129.84
"Currency","2015/04/21",129.96
"Currency","2015/04/20",129.98
"Currency","2015/04/17",129.08
"Currency","2015/04/16",129.60
"Currency","2015/04/15",129.77
"Currency","2015/04/14",129.70
"Currency","2015/04/13",129.83
"Currency","2015/04/10",129.67
"Currency","2015/04/09",129.80
"Currency","2015/04/08",129.68
"Currency","2015/04/07",127.97
"Currency","2015/04/06",129.17
"Currency","2015/04/03",129.13
"Currency","2015/04/02",129.87
"Currency","2015/04/01",129.79
"Currency","2015/03/31",129.68
"Currency","2015/03/30",129.80
"Currency","2015/03/27",129.78
"Currency","2015/03/26",130.07
"Currency","2015/03/25",130.03
"Currency","2015/03/24",130.03
"Currency","2015/03/23",129.76
"Currency","2015/03/20",130.22
"Currency","2015/03/19",129.72
