"Indicator","Time","Value (USD/INR)"
"Currency","2018/06/08",67.52
"Currency","2018/06/07",67.41
"Currency","2018/06/06",66.83
"Currency","2018/06/05",67.09
"Currency","2018/06/04",67.06
"Currency","2018/06/01",66.99
"Currency","2018/05/31",67.42
"Currency","2018/05/30",67.43
"Currency","2018/05/29",67.83
"Currency","2018/05/28",67.40
"Currency","2018/05/25",67.72
"Currency","2018/05/24",68.33
"Currency","2018/05/23",68.36
"Currency","2018/05/22",68.01
"Currency","2018/05/21",68.12
"Currency","2018/05/18",67.99
"Currency","2018/05/17",67.76
"Currency","2018/05/16",67.77
"Currency","2018/05/15",68.07
"Currency","2018/05/14",67.55
"Currency","2018/05/11",67.36
"Currency","2018/05/10",67.24
"Currency","2018/05/09",67.35
"Currency","2018/05/08",67.13
"Currency","2018/05/07",67.13
"Currency","2018/05/04",66.81
"Currency","2018/05/03",66.66
"Currency","2018/05/02",66.68
"Currency","2018/05/01",66.79
"Currency","2018/04/30",66.45
"Currency","2018/04/27",66.61
"Currency","2018/04/26",66.80
"Currency","2018/04/25",66.91
"Currency","2018/04/24",66.40
"Currency","2018/04/23",66.52
"Currency","2018/04/20",66.20
"Currency","2018/04/19",65.86
"Currency","2018/04/18",65.71
"Currency","2018/04/17",65.67
"Currency","2018/04/16",65.46
"Currency","2018/04/13",65.25
"Currency","2018/04/12",65.28
"Currency","2018/04/11",65.26
"Currency","2018/04/10",64.94
"Currency","2018/04/09",64.95
"Currency","2018/04/06",64.92
"Currency","2018/04/05",64.88
"Currency","2018/04/04",65.04
"Currency","2018/04/03",64.99
"Currency","2018/04/02",65.12
"Currency","2018/03/30",65.11
"Currency","2018/03/29",65.11
"Currency","2018/03/28",65.15
"Currency","2018/03/27",64.94
"Currency","2018/03/26",64.82
"Currency","2018/03/23",64.98
"Currency","2018/03/22",65.10
"Currency","2018/03/21",65.17
"Currency","2018/03/20",65.20
"Currency","2018/03/19",65.21
"Currency","2018/03/16",64.98
"Currency","2018/03/15",64.98
"Currency","2018/03/14",64.83
"Currency","2018/03/13",64.85
"Currency","2018/03/12",64.98
"Currency","2018/03/09",65.12
"Currency","2018/03/08",65.10
"Currency","2018/03/07",64.87
"Currency","2018/03/06",64.90
"Currency","2018/03/05",65.02
"Currency","2018/03/02",65.21
"Currency","2018/03/01",65.22
"Currency","2018/02/28",65.20
"Currency","2018/02/27",64.91
"Currency","2018/02/26",64.76
"Currency","2018/02/23",64.70
"Currency","2018/02/22",64.97
"Currency","2018/02/21",64.80
"Currency","2018/02/20",64.85
"Currency","2018/02/19",64.24
"Currency","2018/02/16",64.21
"Currency","2018/02/15",63.89
"Currency","2018/02/14",64.10
"Currency","2018/02/13",64.26
"Currency","2018/02/12",64.27
"Currency","2018/02/09",64.37
"Currency","2018/02/08",64.29
"Currency","2018/02/07",64.27
"Currency","2018/02/06",64.22
"Currency","2018/02/05",64.13
"Currency","2018/02/02",64.12
"Currency","2018/02/01",63.97
"Currency","2018/01/31",63.54
"Currency","2018/01/30",63.68
"Currency","2018/01/29",63.59
"Currency","2018/01/26",63.58
"Currency","2018/01/25",63.51
"Currency","2018/01/24",63.65
"Currency","2018/01/23",63.75
"Currency","2018/01/22",63.88
"Currency","2018/01/19",63.82
"Currency","2018/01/18",63.86
"Currency","2018/01/17",63.88
"Currency","2018/01/16",64.01
"Currency","2018/01/15",63.51
"Currency","2018/01/12",63.60
"Currency","2018/01/11",63.68
"Currency","2018/01/10",63.62
"Currency","2018/01/09",63.67
"Currency","2018/01/08",63.47
"Currency","2018/01/05",63.33
"Currency","2018/01/04",63.40
"Currency","2018/01/03",63.50
"Currency","2018/01/02",63.45
"Currency","2017/12/29",63.87
"Currency","2017/12/28",64.08
"Currency","2017/12/27",64.16
"Currency","2017/12/26",64.08
"Currency","2017/12/25",64.01
"Currency","2017/12/22",64.05
"Currency","2017/12/21",64.06
"Currency","2017/12/20",64.12
"Currency","2017/12/19",64.04
"Currency","2017/12/18",64.20
"Currency","2017/12/15",64.05
"Currency","2017/12/14",64.33
"Currency","2017/12/13",64.44
"Currency","2017/12/12",64.40
"Currency","2017/12/11",64.37
"Currency","2017/12/08",64.47
"Currency","2017/12/07",64.57
"Currency","2017/12/06",64.52
"Currency","2017/12/05",64.39
"Currency","2017/12/04",64.37
"Currency","2017/12/01",64.51
"Currency","2017/11/30",64.48
"Currency","2017/11/29",64.32
"Currency","2017/11/28",64.40
"Currency","2017/11/27",64.50
"Currency","2017/11/24",64.67
"Currency","2017/11/23",64.57
"Currency","2017/11/22",64.87
"Currency","2017/11/21",64.89
"Currency","2017/11/20",65.10
"Currency","2017/11/17",65.01
"Currency","2017/11/16",65.29
"Currency","2017/11/15",65.26
"Currency","2017/11/14",65.40
"Currency","2017/11/13",65.43
"Currency","2017/11/10",65.18
"Currency","2017/11/09",64.97
"Currency","2017/11/08",64.92
"Currency","2017/11/07",65.05
"Currency","2017/11/06",64.62
"Currency","2017/11/03",64.55
"Currency","2017/11/02",64.57
"Currency","2017/11/01",64.56
"Currency","2017/10/31",64.74
"Currency","2017/10/30",64.85
"Currency","2017/10/27",65.05
"Currency","2017/10/26",64.83
"Currency","2017/10/25",64.89
"Currency","2017/10/24",65.08
"Currency","2017/10/23",65.02
"Currency","2017/10/20",65.04
"Currency","2017/10/19",64.99
"Currency","2017/10/18",65.04
"Currency","2017/10/17",65.02
"Currency","2017/10/16",64.69
"Currency","2017/10/13",64.70
"Currency","2017/10/12",65.05
"Currency","2017/10/11",65.15
"Currency","2017/10/10",65.25
"Currency","2017/10/09",65.35
"Currency","2017/10/06",65.38
"Currency","2017/10/05",65.14
"Currency","2017/10/04",65.02
"Currency","2017/10/03",65.48
"Currency","2017/10/02",65.50
"Currency","2017/09/29",65.28
"Currency","2017/09/28",65.46
"Currency","2017/09/27",65.71
"Currency","2017/09/26",65.45
"Currency","2017/09/25",65.12
"Currency","2017/09/22",64.79
"Currency","2017/09/21",64.80
"Currency","2017/09/20",64.29
"Currency","2017/09/19",64.29
"Currency","2017/09/18",64.15
"Currency","2017/09/16",64.07
"Currency","2017/09/15",64.07
"Currency","2017/09/14",64.12
"Currency","2017/09/13",64.00
"Currency","2017/09/12",64.03
"Currency","2017/09/11",63.93
"Currency","2017/09/08",63.85
"Currency","2017/09/07",64.01
"Currency","2017/09/06",64.05
"Currency","2017/09/05",64.10
"Currency","2017/09/04",64.05
"Currency","2017/09/01",64.02
"Currency","2017/08/31",63.93
"Currency","2017/08/30",64.02
"Currency","2017/08/29",64.01
"Currency","2017/08/28",63.82
"Currency","2017/08/25",64.00
"Currency","2017/08/24",64.04
"Currency","2017/08/23",64.04
"Currency","2017/08/22",64.10
"Currency","2017/08/21",64.11
"Currency","2017/08/18",64.15
"Currency","2017/08/17",64.17
"Currency","2017/08/16",64.17
"Currency","2017/08/15",64.12
"Currency","2017/08/14",64.09
"Currency","2017/08/12",64.14
"Currency","2017/08/11",64.14
"Currency","2017/08/10",64.09
"Currency","2017/08/09",63.85
"Currency","2017/08/08",63.71
"Currency","2017/08/07",63.82
"Currency","2017/08/04",63.62
"Currency","2017/08/03",63.73
"Currency","2017/08/02",63.63
"Currency","2017/08/01",64.09
"Currency","2017/07/31",64.17
"Currency","2017/07/28",64.11
"Currency","2017/07/27",64.11
"Currency","2017/07/26",64.39
"Currency","2017/07/25",64.38
"Currency","2017/07/24",64.39
"Currency","2017/07/21",64.33
"Currency","2017/07/20",64.37
"Currency","2017/07/19",64.28
"Currency","2017/07/18",64.32
"Currency","2017/07/17",64.35
"Currency","2017/07/14",64.48
"Currency","2017/07/13",64.45
"Currency","2017/07/12",64.45
"Currency","2017/07/11",64.58
"Currency","2017/07/10",64.53
"Currency","2017/07/07",64.60
"Currency","2017/07/06",64.82
"Currency","2017/07/05",64.72
"Currency","2017/07/04",64.85
"Currency","2017/07/03",64.93
"Currency","2017/06/30",64.62
"Currency","2017/06/29",64.57
"Currency","2017/06/28",64.50
"Currency","2017/06/27",64.47
"Currency","2017/06/26",64.43
"Currency","2017/06/24",64.44
"Currency","2017/06/23",64.44
"Currency","2017/06/22",64.53
"Currency","2017/06/21",64.53
"Currency","2017/06/20",64.47
"Currency","2017/06/19",64.43
"Currency","2017/06/16",64.67
"Currency","2017/06/15",64.23
"Currency","2017/06/14",64.33
"Currency","2017/06/13",64.36
"Currency","2017/06/12",64.41
"Currency","2017/06/09",64.24
"Currency","2017/06/08",64.24
"Currency","2017/06/07",64.42
"Currency","2017/06/06",64.44
"Currency","2017/06/05",64.34
"Currency","2017/06/02",64.44
"Currency","2017/06/01",64.44
"Currency","2017/05/31",64.51
"Currency","2017/05/30",64.54
"Currency","2017/05/29",64.51
"Currency","2017/05/26",64.57
"Currency","2017/05/25",64.49
"Currency","2017/05/24",64.84
"Currency","2017/05/23",64.90
"Currency","2017/05/22",64.56
"Currency","2017/05/20",64.59
"Currency","2017/05/19",64.59
"Currency","2017/05/18",65.04
"Currency","2017/05/17",64.19
"Currency","2017/05/16",64.09
"Currency","2017/05/15",64.12
"Currency","2017/05/12",64.24
"Currency","2017/05/11",64.39
"Currency","2017/05/10",64.59
"Currency","2017/05/09",64.67
"Currency","2017/05/08",64.34
"Currency","2017/05/05",64.30
"Currency","2017/05/04",64.20
"Currency","2017/05/03",64.15
"Currency","2017/05/02",64.15
"Currency","2017/05/01",64.24
"Currency","2017/04/28",64.27
"Currency","2017/04/27",64.10
"Currency","2017/04/26",64.11
"Currency","2017/04/25",64.28
"Currency","2017/04/24",64.44
"Currency","2017/04/21",64.59
"Currency","2017/04/20",64.61
"Currency","2017/04/19",64.63
"Currency","2017/04/18",64.55
"Currency","2017/04/17",64.46
"Currency","2017/04/15",64.46
"Currency","2017/04/14",64.46
"Currency","2017/04/13",64.43
"Currency","2017/04/12",64.57
"Currency","2017/04/11",64.70
"Currency","2017/04/10",64.58
"Currency","2017/04/07",64.27
"Currency","2017/04/06",64.61
"Currency","2017/04/05",64.87
"Currency","2017/04/04",65.07
"Currency","2017/04/03",64.96
"Currency","2017/03/31",64.85
"Currency","2017/03/30",64.85
"Currency","2017/03/29",64.85
"Currency","2017/03/28",65.02
"Currency","2017/03/27",64.97
"Currency","2017/03/24",65.40
"Currency","2017/03/23",65.43
"Currency","2017/03/22",65.43
"Currency","2017/03/21",65.31
"Currency","2017/03/20",65.32
"Currency","2017/03/17",65.45
"Currency","2017/03/16",65.36
"Currency","2017/03/15",65.62
"Currency","2017/03/14",65.75
"Currency","2017/03/13",66.16
"Currency","2017/03/10",66.53
"Currency","2017/03/09",66.67
"Currency","2017/03/08",66.76
"Currency","2017/03/07",66.62
"Currency","2017/03/06",66.65
"Currency","2017/03/03",66.75
"Currency","2017/03/02",66.76
"Currency","2017/03/01",66.84
"Currency","2017/02/28",66.70
"Currency","2017/02/27",66.69
"Currency","2017/02/24",66.62
"Currency","2017/02/23",66.69
"Currency","2017/02/22",66.89
"Currency","2017/02/21",66.96
"Currency","2017/02/20",66.90
"Currency","2017/02/18",67.09
"Currency","2017/02/17",67.06
"Currency","2017/02/16",67.06
"Currency","2017/02/15",66.85
"Currency","2017/02/14",66.81
"Currency","2017/02/13",66.92
"Currency","2017/02/10",66.81
"Currency","2017/02/09",66.74
"Currency","2017/02/08",67.05
"Currency","2017/02/07",67.33
"Currency","2017/02/06",67.17
"Currency","2017/02/04",67.17
"Currency","2017/02/03",67.18
"Currency","2017/02/02",67.21
"Currency","2017/02/01",67.40
"Currency","2017/01/31",67.49
"Currency","2017/01/30",67.82
"Currency","2017/01/28",68.04
"Currency","2017/01/27",68.08
"Currency","2017/01/26",68.17
"Currency","2017/01/25",67.98
"Currency","2017/01/24",68.13
"Currency","2017/01/23",68.04
"Currency","2017/01/21",68.08
"Currency","2017/01/20",68.05
"Currency","2017/01/19",68.09
"Currency","2017/01/18",68.21
"Currency","2017/01/17",67.85
"Currency","2017/01/16",68.09
"Currency","2017/01/13",68.16
"Currency","2017/01/12",68.13
"Currency","2017/01/11",68.26
"Currency","2017/01/10",68.32
"Currency","2017/01/09",68.09
"Currency","2017/01/06",68.09
"Currency","2017/01/05",67.73
"Currency","2017/01/04",67.88
"Currency","2017/01/03",68.25
"Currency","2017/01/02",68.14
"Currency","2016/12/30",67.94
"Currency","2016/12/29",67.93
"Currency","2016/12/28",68.22
"Currency","2016/12/27",67.97
"Currency","2016/12/26",67.75
"Currency","2016/12/23",67.83
"Currency","2016/12/22",67.84
"Currency","2016/12/21",67.83
"Currency","2016/12/20",67.91
"Currency","2016/12/19",67.83
"Currency","2016/12/16",67.85
"Currency","2016/12/15",67.85
"Currency","2016/12/14",67.45
"Currency","2016/12/13",67.40
"Currency","2016/12/12",67.42
"Currency","2016/12/10",67.46
"Currency","2016/12/09",67.46
"Currency","2016/12/08",67.54
"Currency","2016/12/07",67.43
"Currency","2016/12/06",67.73
"Currency","2016/12/05",68.02
"Currency","2016/12/02",68.02
"Currency","2016/12/01",68.23
"Currency","2016/11/30",68.59
"Currency","2016/11/29",68.61
"Currency","2016/11/28",68.57
"Currency","2016/11/26",68.46
"Currency","2016/11/25",68.51
"Currency","2016/11/24",68.75
"Currency","2016/11/23",68.77
"Currency","2016/11/22",68.39
"Currency","2016/11/21",68.22
"Currency","2016/11/19",68.18
"Currency","2016/11/18",68.18
"Currency","2016/11/17",68.02
"Currency","2016/11/16",67.99
"Currency","2016/11/15",67.78
"Currency","2016/11/14",67.78
"Currency","2016/11/12",67.53
"Currency","2016/11/11",67.53
"Currency","2016/11/10",66.86
"Currency","2016/11/09",66.49
"Currency","2016/11/08",66.24
"Currency","2016/11/07",66.74
"Currency","2016/11/04",66.79
"Currency","2016/11/03",66.66
"Currency","2016/11/02",66.75
"Currency","2016/11/01",66.69
"Currency","2016/10/31",66.68
"Currency","2016/10/28",66.77
"Currency","2016/10/27",66.87
"Currency","2016/10/26",66.85
"Currency","2016/10/25",66.80
"Currency","2016/10/24",66.83
"Currency","2016/10/21",66.92
"Currency","2016/10/20",66.82
"Currency","2016/10/19",66.64
"Currency","2016/10/18",66.72
"Currency","2016/10/17",66.78
"Currency","2016/10/14",66.71
"Currency","2016/10/13",66.78
"Currency","2016/10/12",66.80
"Currency","2016/10/11",66.82
"Currency","2016/10/10",66.48
"Currency","2016/10/07",66.59
"Currency","2016/10/06",66.69
"Currency","2016/10/05",66.56
"Currency","2016/10/04",66.60
"Currency","2016/10/03",66.54
"Currency","2016/10/01",66.62
"Currency","2016/09/30",66.55
"Currency","2016/09/29",66.80
"Currency","2016/09/28",66.34
"Currency","2016/09/27",66.40
"Currency","2016/09/26",66.60
"Currency","2016/09/24",66.66
"Currency","2016/09/23",66.70
"Currency","2016/09/22",66.62
"Currency","2016/09/21",66.73
"Currency","2016/09/20",66.98
"Currency","2016/09/19",66.97
"Currency","2016/09/17",67.09
"Currency","2016/09/16",67.07
"Currency","2016/09/15",66.85
"Currency","2016/09/14",66.79
"Currency","2016/09/13",67.13
"Currency","2016/09/12",66.73
"Currency","2016/09/10",66.76
"Currency","2016/09/09",66.87
"Currency","2016/09/08",66.62
"Currency","2016/09/07",66.47
"Currency","2016/09/06",66.26
"Currency","2016/09/05",66.42
"Currency","2016/09/03",66.79
"Currency","2016/09/02",66.75
"Currency","2016/09/01",66.79
"Currency","2016/08/31",66.96
"Currency","2016/08/30",67.13
"Currency","2016/08/29",67.10
"Currency","2016/08/26",67.13
"Currency","2016/08/25",67.01
"Currency","2016/08/24",67.12
"Currency","2016/08/23",67.11
"Currency","2016/08/22",67.19
"Currency","2016/08/19",67.13
"Currency","2016/08/18",66.82
"Currency","2016/08/17",66.88
"Currency","2016/08/16",66.86
"Currency","2016/08/15",66.84
"Currency","2016/08/12",66.90
"Currency","2016/08/11",66.74
"Currency","2016/08/10",66.76
"Currency","2016/08/09",66.76
"Currency","2016/08/08",66.80
"Currency","2016/08/05",66.83
"Currency","2016/08/04",66.83
"Currency","2016/08/03",66.76
"Currency","2016/08/02",66.67
"Currency","2016/08/01",66.75
"Currency","2016/07/29",66.63
"Currency","2016/07/28",67.00
"Currency","2016/07/27",67.06
"Currency","2016/07/26",67.31
"Currency","2016/07/25",67.40
"Currency","2016/07/22",67.14
"Currency","2016/07/21",67.14
"Currency","2016/07/20",67.15
"Currency","2016/07/19",67.19
"Currency","2016/07/18",67.13
"Currency","2016/07/15",67.13
"Currency","2016/07/14",66.83
"Currency","2016/07/13",67.01
"Currency","2016/07/12",66.95
"Currency","2016/07/11",67.13
"Currency","2016/07/08",67.13
"Currency","2016/07/07",67.49
"Currency","2016/07/06",67.40
"Currency","2016/07/05",67.42
"Currency","2016/07/04",67.25
"Currency","2016/07/01",67.18
"Currency","2016/06/30",67.49
"Currency","2016/06/29",67.41
"Currency","2016/06/28",67.71
"Currency","2016/06/27",67.90
"Currency","2016/06/24",67.87
"Currency","2016/06/23",67.27
"Currency","2016/06/22",67.44
"Currency","2016/06/21",67.61
"Currency","2016/06/20",67.54
"Currency","2016/06/17",67.06
"Currency","2016/06/16",67.30
"Currency","2016/06/15",67.07
"Currency","2016/06/14",67.28
"Currency","2016/06/13",67.18
"Currency","2016/06/10",66.94
"Currency","2016/06/09",66.74
"Currency","2016/06/08",66.49
"Currency","2016/06/07",66.65
"Currency","2016/06/06",66.78
"Currency","2016/06/04",66.85
"Currency","2016/06/03",66.99
"Currency","2016/06/02",67.26
"Currency","2016/06/01",67.42
"Currency","2016/05/31",67.29
"Currency","2016/05/30",67.22
"Currency","2016/05/27",67.04
"Currency","2016/05/26",67.15
"Currency","2016/05/25",67.38
"Currency","2016/05/24",67.67
"Currency","2016/05/23",67.47
"Currency","2016/05/20",67.48
"Currency","2016/05/19",67.38
"Currency","2016/05/18",66.98
"Currency","2016/05/17",66.83
"Currency","2016/05/16",66.81
"Currency","2016/05/13",66.77
"Currency","2016/05/12",66.65
"Currency","2016/05/11",66.61
"Currency","2016/05/10",66.64
"Currency","2016/05/09",66.53
"Currency","2016/05/06",66.59
"Currency","2016/05/05",66.54
"Currency","2016/05/04",66.61
"Currency","2016/05/03",66.46
"Currency","2016/05/02",66.42
"Currency","2016/04/29",66.33
"Currency","2016/04/28",66.53
"Currency","2016/04/27",66.46
"Currency","2016/04/26",66.53
"Currency","2016/04/25",66.68
"Currency","2016/04/23",66.66
"Currency","2016/04/22",66.54
"Currency","2016/04/21",66.37
"Currency","2016/04/20",66.22
"Currency","2016/04/19",66.56
"Currency","2016/04/18",66.56
"Currency","2016/04/15",66.61
"Currency","2016/04/14",66.61
"Currency","2016/04/13",66.61
"Currency","2016/04/12",66.45
"Currency","2016/04/11",66.45
"Currency","2016/04/09",66.55
"Currency","2016/04/08",66.53
"Currency","2016/04/07",66.53
"Currency","2016/04/06",66.69
"Currency","2016/04/05",66.49
"Currency","2016/04/04",66.24
"Currency","2016/04/01",66.22
"Currency","2016/03/31",66.22
"Currency","2016/03/30",66.38
"Currency","2016/03/29",66.49
"Currency","2016/03/28",66.58
"Currency","2016/03/25",66.70
"Currency","2016/03/24",66.70
"Currency","2016/03/23",66.70
"Currency","2016/03/22",66.74
"Currency","2016/03/21",66.48
"Currency","2016/03/18",66.55
"Currency","2016/03/17",66.69
"Currency","2016/03/16",67.24
"Currency","2016/03/15",67.39
"Currency","2016/03/14",67.11
"Currency","2016/03/13",66.97
"Currency","2016/03/11",67.11
"Currency","2016/03/10",67.04
"Currency","2016/03/09",67.21
"Currency","2016/03/08",67.39
"Currency","2016/03/07",67.17
"Currency","2016/03/06",66.99
"Currency","2016/03/04",67.17
"Currency","2016/03/03",67.35
"Currency","2016/03/02",67.60
"Currency","2016/03/01",67.93
"Currency","2016/02/29",68.43
"Currency","2016/02/28",68.80
"Currency","2016/02/26",68.73
"Currency","2016/02/25",68.73
"Currency","2016/02/24",68.57
"Currency","2016/02/23",68.55
"Currency","2016/02/22",68.57
"Currency","2016/02/19",68.50
"Currency","2016/02/18",68.50
"Currency","2016/02/17",68.42
"Currency","2016/02/16",68.40
"Currency","2016/02/15",68.04
"Currency","2016/02/12",68.21
"Currency","2016/02/11",68.32
"Currency","2016/02/10",67.84
"Currency","2016/02/09",67.97
"Currency","2016/02/08",67.93
"Currency","2016/02/05",67.69
"Currency","2016/02/04",67.66
"Currency","2016/02/03",68.12
"Currency","2016/02/02",67.97
"Currency","2016/02/01",67.85
"Currency","2016/01/29",67.88
"Currency","2016/01/28",68.22
"Currency","2016/01/27",68.05
"Currency","2016/01/26",67.79
"Currency","2016/01/25",67.79
"Currency","2016/01/22",67.65
"Currency","2016/01/21",67.96
"Currency","2016/01/20",67.99
"Currency","2016/01/19",67.64
"Currency","2016/01/18",67.69
"Currency","2016/01/15",67.65
"Currency","2016/01/14",67.24
"Currency","2016/01/13",66.82
"Currency","2016/01/12",66.88
"Currency","2016/01/11",66.78
"Currency","2016/01/08",66.67
"Currency","2016/01/07",66.90
"Currency","2016/01/06",66.80
"Currency","2016/01/05",66.62
"Currency","2016/01/04",66.59
"Currency","2016/01/03",66.23
"Currency","2016/01/01",66.16
"Currency","2015/12/31",66.16
"Currency","2015/12/30",66.39
"Currency","2015/12/29",66.41
"Currency","2015/12/28",66.20
"Currency","2015/12/25",66.22
"Currency","2015/12/24",66.22
"Currency","2015/12/23",66.22
"Currency","2015/12/22",66.34
"Currency","2015/12/21",66.33
"Currency","2015/12/20",66.31
"Currency","2015/12/18",66.42
"Currency","2015/12/17",66.46
"Currency","2015/12/16",66.78
"Currency","2015/12/15",66.96
"Currency","2015/12/14",67.11
"Currency","2015/12/11",66.87
"Currency","2015/12/10",66.79
"Currency","2015/12/09",66.91
"Currency","2015/12/08",66.80
"Currency","2015/12/07",66.73
"Currency","2015/12/06",66.65
"Currency","2015/12/04",66.78
"Currency","2015/12/03",66.66
"Currency","2015/12/02",66.63
"Currency","2015/12/01",66.55
"Currency","2015/11/30",66.66
"Currency","2015/11/29",66.81
"Currency","2015/11/28",66.81
"Currency","2015/11/27",66.74
"Currency","2015/11/26",66.61
"Currency","2015/11/25",66.36
"Currency","2015/11/24",66.36
"Currency","2015/11/23",66.46
"Currency","2015/11/20",66.18
"Currency","2015/11/19",66.20
"Currency","2015/11/18",66.32
"Currency","2015/11/17",66.06
"Currency","2015/11/16",66.00
"Currency","2015/11/13",66.16
"Currency","2015/11/12",66.43
"Currency","2015/11/11",66.43
"Currency","2015/11/10",66.43
"Currency","2015/11/09",66.40
"Currency","2015/11/06",65.79
"Currency","2015/11/05",65.74
"Currency","2015/11/04",65.49
"Currency","2015/11/03",65.66
"Currency","2015/11/02",65.59
"Currency","2015/11/01",65.41
"Currency","2015/10/30",65.27
"Currency","2015/10/29",65.31
"Currency","2015/10/28",64.93
"Currency","2015/10/27",64.96
"Currency","2015/10/26",64.97
"Currency","2015/10/25",65.03
"Currency","2015/10/23",64.83
"Currency","2015/10/22",64.93
"Currency","2015/10/21",65.13
"Currency","2015/10/20",65.06
"Currency","2015/10/19",64.81
"Currency","2015/10/18",64.70
"Currency","2015/10/16",64.82
"Currency","2015/10/15",64.83
"Currency","2015/10/14",65.04
"Currency","2015/10/13",65.19
"Currency","2015/10/12",64.75
"Currency","2015/10/09",64.74
"Currency","2015/10/08",65.08
"Currency","2015/10/07",64.96
"Currency","2015/10/06",65.41
"Currency","2015/10/05",65.30
"Currency","2015/10/04",65.22
"Currency","2015/10/02",65.22
"Currency","2015/10/01",65.62
"Currency","2015/09/30",65.56
"Currency","2015/09/29",65.90
"Currency","2015/09/28",66.37
"Currency","2015/09/27",66.20
"Currency","2015/09/26",66.16
"Currency","2015/09/25",66.16
"Currency","2015/09/24",66.11
"Currency","2015/09/23",66.22
"Currency","2015/09/22",65.91
"Currency","2015/09/21",65.69
"Currency","2015/09/20",65.87
"Currency","2015/09/18",65.87
"Currency","2015/09/17",66.07
"Currency","2015/09/16",66.21
"Currency","2015/09/15",66.42
"Currency","2015/09/14",66.27
"Currency","2015/09/13",66.34
"Currency","2015/09/11",66.24
"Currency","2015/09/10",66.27
"Currency","2015/09/09",66.67
"Currency","2015/09/08",66.36
"Currency","2015/09/07",66.81
"Currency","2015/09/06",66.69
"Currency","2015/09/04",66.69
"Currency","2015/09/03",66.09
"Currency","2015/09/02",66.24
"Currency","2015/09/01",66.47
"Currency","2015/08/31",66.41
"Currency","2015/08/30",66.15
"Currency","2015/08/28",66.15
"Currency","2015/08/27",66.06
"Currency","2015/08/26",66.08
"Currency","2015/08/25",66.34
"Currency","2015/08/24",67.03
"Currency","2015/08/21",66.19
"Currency","2015/08/20",65.43
"Currency","2015/08/19",65.06
"Currency","2015/08/18",65.52
"Currency","2015/08/17",65.46
"Currency","2015/08/14",65.13
"Currency","2015/08/13",65.18
"Currency","2015/08/12",65.01
"Currency","2015/08/11",64.39
"Currency","2015/08/10",63.79
"Currency","2015/08/07",63.74
"Currency","2015/08/06",63.78
"Currency","2015/08/05",63.76
"Currency","2015/08/04",63.78
"Currency","2015/08/03",64.04
"Currency","2015/07/31",64.12
"Currency","2015/07/30",64.16
"Currency","2015/07/29",63.83
"Currency","2015/07/28",63.83
"Currency","2015/07/27",64.20
"Currency","2015/07/24",64.11
"Currency","2015/07/23",63.91
"Currency","2015/07/22",63.66
"Currency","2015/07/21",63.49
"Currency","2015/07/20",63.63
"Currency","2015/07/17",63.47
"Currency","2015/07/16",63.51
"Currency","2015/07/15",63.52
"Currency","2015/07/14",63.35
"Currency","2015/07/13",63.44
"Currency","2015/07/12",63.37
"Currency","2015/07/10",63.37
"Currency","2015/07/09",63.37
"Currency","2015/07/08",63.46
"Currency","2015/07/07",63.48
"Currency","2015/07/06",63.47
"Currency","2015/07/04",63.36
"Currency","2015/07/03",63.46
"Currency","2015/07/02",63.52
"Currency","2015/07/01",63.62
"Currency","2015/06/30",63.68
"Currency","2015/06/29",63.90
"Currency","2015/06/26",63.61
"Currency","2015/06/25",63.60
"Currency","2015/06/24",63.64
"Currency","2015/06/23",63.59
"Currency","2015/06/22",63.53
"Currency","2015/06/19",63.55
"Currency","2015/06/18",63.80
"Currency","2015/06/17",64.16
"Currency","2015/06/16",64.29
"Currency","2015/06/15",64.10
"Currency","2015/06/12",64.13
"Currency","2015/06/11",63.98
"Currency","2015/06/10",63.84
"Currency","2015/06/09",63.94
"Currency","2015/06/08",64.13
"Currency","2015/06/05",63.81
"Currency","2015/06/04",64.02
"Currency","2015/06/03",63.92
"Currency","2015/06/02",63.88
"Currency","2015/06/01",63.69
"Currency","2015/05/29",63.87
"Currency","2015/05/28",63.83
"Currency","2015/05/27",64.06
"Currency","2015/05/26",64.00
"Currency","2015/05/25",63.53
"Currency","2015/05/22",63.53
"Currency","2015/05/21",63.66
"Currency","2015/05/20",63.84
"Currency","2015/05/19",63.70
"Currency","2015/05/18",63.66
"Currency","2015/05/15",63.53
"Currency","2015/05/14",63.67
"Currency","2015/05/13",64.00
"Currency","2015/05/12",64.17
"Currency","2015/05/11",63.93
"Currency","2015/05/08",63.96
"Currency","2015/05/07",64.26
"Currency","2015/05/06",63.53
"Currency","2015/05/05",63.47
"Currency","2015/05/04",63.52
"Currency","2015/05/01",63.52
"Currency","2015/04/30",63.52
"Currency","2015/04/29",63.32
"Currency","2015/04/28",63.13
"Currency","2015/04/27",63.52
"Currency","2015/04/24",63.59
"Currency","2015/04/23",63.22
"Currency","2015/04/22",62.86
"Currency","2015/04/21",62.87
"Currency","2015/04/20",62.89
"Currency","2015/04/17",62.35
"Currency","2015/04/16",62.29
"Currency","2015/04/15",62.44
"Currency","2015/04/14",62.50
"Currency","2015/04/13",62.50
"Currency","2015/04/10",62.30
"Currency","2015/04/09",62.24
"Currency","2015/04/08",62.26
"Currency","2015/04/07",62.31
"Currency","2015/04/06",62.23
"Currency","2015/04/03",62.58
"Currency","2015/04/02",62.58
"Currency","2015/04/01",62.58
