"Indicator","Time","Value (USD/INR)"
"Currency","1985/07/26",11.92
"Currency","1985/07/25",11.98
"Currency","1985/07/24",11.86
"Currency","1985/07/23",12.02
"Currency","1985/07/22",11.90
"Currency","1985/07/19",11.82
"Currency","1985/07/18",11.83
"Currency","1985/07/17",11.94
"Currency","1985/07/16",11.97
"Currency","1985/07/11",12.02
"Currency","1985/07/10",12.17
"Currency","1985/07/09",12.32
"Currency","1985/07/04",12.37
"Currency","1985/07/03",12.38
"Currency","1985/07/02",12.30
"Currency","1985/07/01",12.40
"Currency","1985/06/27",12.40
"Currency","1985/06/26",12.39
"Currency","1985/06/25",12.45
"Currency","1985/06/24",12.42
"Currency","1985/06/20",12.32
"Currency","1985/06/19",12.44
"Currency","1985/06/18",12.49
"Currency","1985/06/17",12.48
"Currency","1985/06/14",12.54
"Currency","1985/06/13",12.53
"Currency","1985/06/12",12.54
"Currency","1985/06/11",12.51
"Currency","1985/06/10",12.47
"Currency","1985/06/07",12.46
"Currency","1985/06/06",12.44
"Currency","1985/06/05",12.42
"Currency","1985/06/04",12.39
"Currency","1985/06/03",12.47
"Currency","1985/05/31",12.44
"Currency","1985/05/30",12.53
"Currency","1985/05/29",12.52
"Currency","1985/05/27",12.42
"Currency","1985/05/24",12.47
"Currency","1985/05/23",12.42
"Currency","1985/05/22",12.36
"Currency","1985/05/21",12.24
"Currency","1985/05/20",12.48
"Currency","1985/05/17",12.46
"Currency","1985/05/16",12.39
"Currency","1985/05/15",12.49
"Currency","1985/05/13",12.55
"Currency","1985/05/10",12.54
"Currency","1985/05/09",12.64
"Currency","1985/05/08",12.60
"Currency","1985/05/06",12.62
"Currency","1985/05/03",12.65
"Currency","1985/05/02",12.55
"Currency","1985/05/01",12.43
"Currency","1985/04/29",12.50
"Currency","1985/04/26",12.45
"Currency","1985/04/25",12.43
"Currency","1985/04/24",12.32
"Currency","1985/04/23",12.22
"Currency","1985/04/22",12.17
"Currency","1985/04/19",12.37
"Currency","1985/04/18",12.17
"Currency","1985/04/17",12.20
"Currency","1985/04/16",12.25
"Currency","1985/04/15",12.30
"Currency","1985/04/12",12.45
"Currency","1985/04/11",12.60
"Currency","1985/04/10",12.57
"Currency","1985/04/09",12.40
"Currency","1985/04/05",12.57
"Currency","1985/04/04",12.40
"Currency","1985/04/03",12.56
"Currency","1985/04/02",12.38
"Currency","1985/04/01",12.20
"Currency","1985/03/29",12.50
"Currency","1985/03/28",12.40
"Currency","1985/03/27",12.81
"Currency","1985/03/26",12.77
"Currency","1985/03/25",12.66
"Currency","1985/03/22",12.65
"Currency","1985/03/21",12.60
"Currency","1985/03/20",12.77
"Currency","1985/03/19",13.00
"Currency","1985/03/18",13.10
"Currency","1985/03/15",13.06
"Currency","1985/03/14",13.02
"Currency","1985/03/13",12.92
"Currency","1985/03/12",13.04
"Currency","1985/03/11",13.16
"Currency","1985/03/08",13.06
"Currency","1985/03/07",13.16
"Currency","1985/03/06",13.15
"Currency","1985/03/05",13.08
"Currency","1985/03/04",12.98
"Currency","1985/03/01",12.93
"Currency","1985/02/28",13.00
"Currency","1985/02/27",13.22
"Currency","1985/02/26",13.10
"Currency","1985/02/25",13.07
"Currency","1985/02/22",13.01
"Currency","1985/02/21",12.98
"Currency","1985/02/20",12.96
"Currency","1985/02/18",12.89
"Currency","1985/02/15",12.97
"Currency","1985/02/14",12.95
"Currency","1985/02/12",12.85
"Currency","1985/02/11",12.84
"Currency","1985/02/07",12.81
"Currency","1985/02/06",12.77
"Currency","1985/02/05",12.75
"Currency","1985/02/04",12.68
"Currency","1985/02/01",12.67
"Currency","1985/01/31",12.71
"Currency","1985/01/28",12.65
"Currency","1985/01/25",12.70
"Currency","1985/01/23",12.64
"Currency","1985/01/17",12.67
"Currency","1985/01/16",12.70
"Currency","1985/01/15",12.63
"Currency","1985/01/14",12.65
"Currency","1985/01/11",12.62
"Currency","1985/01/10",12.58
"Currency","1985/01/09",12.56
"Currency","1985/01/08",12.53
"Currency","1985/01/07",12.50
"Currency","1985/01/03",12.38
"Currency","1985/01/01",12.40
"Currency","1984/12/31",12.40
"Currency","1984/12/28",12.38
"Currency","1984/12/24",12.32
"Currency","1984/12/07",12.26
"Currency","1984/12/03",12.29
"Currency","1984/11/22",12.15
"Currency","1984/11/21",12.09
"Currency","1984/11/19",12.06
"Currency","1984/11/15",12.04
"Currency","1984/11/12",12.00
"Currency","1984/11/08",12.01
"Currency","1984/11/05",11.97
"Currency","1984/11/02",12.05
"Currency","1984/11/01",12.12
"Currency","1984/10/31",12.15
"Currency","1984/10/30",12.13
"Currency","1984/10/29",12.08
"Currency","1984/10/25",12.02
"Currency","1984/10/24",12.06
"Currency","1984/10/23",12.10
"Currency","1984/10/22",12.04
"Currency","1984/10/19",12.10
"Currency","1984/10/18",12.11
"Currency","1984/10/17",12.10
"Currency","1984/10/15",12.02
"Currency","1984/10/11",11.99
"Currency","1984/10/10",11.98
"Currency","1984/10/08",11.92
"Currency","1984/10/05",11.90
"Currency","1984/10/04",11.87
"Currency","1984/10/03",11.92
"Currency","1984/10/02",11.95
"Currency","1984/10/01",11.92
"Currency","1984/09/28",11.94
"Currency","1984/09/27",11.96
"Currency","1984/09/26",11.90
"Currency","1984/09/25",11.84
"Currency","1984/09/21",11.96
"Currency","1984/09/20",11.98
"Currency","1984/09/19",12.00
"Currency","1984/09/17",11.82
"Currency","1984/09/14",11.79
"Currency","1984/09/13",11.78
"Currency","1984/09/12",11.80
"Currency","1984/09/11",11.79
"Currency","1984/09/07",11.78
"Currency","1984/09/06",11.77
"Currency","1984/09/05",11.72
"Currency","1984/09/03",11.60
"Currency","1984/08/31",11.58
"Currency","1984/08/30",11.56
"Currency","1984/08/29",11.58
"Currency","1984/08/24",11.55
"Currency","1984/08/23",11.58
"Currency","1984/08/22",11.57
"Currency","1984/08/21",11.55
"Currency","1984/08/20",11.54
"Currency","1984/08/17",11.56
"Currency","1984/08/16",11.52
"Currency","1984/08/15",11.56
"Currency","1984/08/14",11.57
"Currency","1984/08/13",11.52
"Currency","1984/08/10",11.57
"Currency","1984/08/09",11.56
"Currency","1984/08/08",11.55
"Currency","1984/08/07",11.50
"Currency","1984/08/06",11.55
"Currency","1984/08/02",11.56
"Currency","1984/08/01",11.55
"Currency","1984/07/31",11.52
"Currency","1984/07/30",11.50
"Currency","1984/07/27",11.45
"Currency","1984/07/26",11.47
"Currency","1984/07/25",11.46
"Currency","1984/07/24",11.49
"Currency","1984/07/20",11.40
"Currency","1984/07/19",11.37
"Currency","1984/07/18",11.35
"Currency","1984/07/12",11.32
"Currency","1984/07/10",11.29
"Currency","1984/07/09",11.27
"Currency","1984/07/06",11.25
"Currency","1984/07/04",11.24
"Currency","1984/07/02",11.22
"Currency","1984/06/29",11.21
"Currency","1984/06/28",11.16
"Currency","1984/06/27",11.18
"Currency","1984/06/26",11.17
"Currency","1984/06/25",11.12
"Currency","1984/06/22",11.14
"Currency","1984/06/21",11.07
"Currency","1984/06/20",11.05
"Currency","1984/06/19",11.04
"Currency","1984/06/14",11.02
"Currency","1984/06/13",11.00
"Currency","1984/06/11",10.99
"Currency","1984/06/08",10.97
"Currency","1984/06/07",10.98
"Currency","1984/06/06",10.99
"Currency","1984/06/05",10.98
"Currency","1984/06/04",11.02
"Currency","1984/06/01",11.05
"Currency","1984/05/31",11.04
"Currency","1984/05/30",11.07
"Currency","1984/05/28",11.05
"Currency","1984/05/25",11.06
"Currency","1984/05/22",11.04
"Currency","1984/05/21",11.03
"Currency","1984/05/17",11.02
"Currency","1984/05/16",11.04
"Currency","1984/05/15",11.06
"Currency","1984/05/14",11.02
"Currency","1984/05/11",11.10
"Currency","1984/05/09",11.00
"Currency","1984/05/08",10.98
"Currency","1984/05/07",10.93
"Currency","1984/05/04",10.92
"Currency","1984/05/03",10.94
"Currency","1984/05/02",10.92
"Currency","1984/05/01",10.93
"Currency","1984/04/30",10.91
"Currency","1984/04/27",10.89
"Currency","1984/04/26",10.88
"Currency","1984/04/25",10.87
"Currency","1984/04/20",10.82
"Currency","1984/04/19",10.81
"Currency","1984/04/17",10.82
"Currency","1984/04/11",10.80
"Currency","1984/04/10",10.78
"Currency","1984/04/05",10.77
"Currency","1984/04/04",10.78
"Currency","1984/04/02",10.76
"Currency","1984/03/30",10.70
"Currency","1984/03/29",10.74
"Currency","1984/03/28",10.73
"Currency","1984/03/27",10.75
"Currency","1984/03/26",10.77
"Currency","1984/03/23",10.79
"Currency","1984/03/22",10.78
"Currency","1984/03/21",10.77
"Currency","1984/03/20",10.76
"Currency","1984/03/19",10.72
"Currency","1984/03/16",10.68
"Currency","1984/03/15",10.66
"Currency","1984/03/14",10.70
"Currency","1984/03/12",10.69
"Currency","1984/03/05",10.67
"Currency","1984/03/02",10.68
"Currency","1984/03/01",10.69
"Currency","1984/02/29",10.70
"Currency","1984/02/28",10.74
"Currency","1984/02/27",10.71
"Currency","1984/02/24",10.75
"Currency","1984/02/22",10.74
"Currency","1984/02/20",10.73
"Currency","1984/02/17",10.74
"Currency","1984/02/16",10.75
"Currency","1984/02/15",10.76
"Currency","1984/02/13",10.77
"Currency","1984/02/07",10.76
"Currency","1984/02/06",10.75
"Currency","1984/02/01",10.76
"Currency","1984/01/31",10.74
"Currency","1984/01/30",10.75
"Currency","1984/01/27",10.74
"Currency","1984/01/26",10.75
"Currency","1984/01/24",10.74
"Currency","1984/01/23",10.70
"Currency","1984/01/20",10.73
"Currency","1984/01/19",10.72
"Currency","1984/01/18",10.69
"Currency","1984/01/17",10.70
"Currency","1984/01/16",10.75
"Currency","1984/01/13",10.72
"Currency","1984/01/12",10.70
"Currency","1984/01/11",10.72
"Currency","1984/01/09",10.74
"Currency","1984/01/06",10.69
"Currency","1984/01/05",10.63
"Currency","1984/01/04",10.57
"Currency","1984/01/02",10.49
"Currency","1983/12/30",10.51
"Currency","1983/12/29",10.52
"Currency","1983/12/28",10.57
"Currency","1983/12/26",10.60
"Currency","1983/12/23",10.53
"Currency","1983/12/21",10.55
"Currency","1983/12/19",10.52
"Currency","1983/12/16",10.48
"Currency","1983/12/15",10.46
"Currency","1983/12/13",10.44
"Currency","1983/12/12",10.45
"Currency","1983/12/09",10.46
"Currency","1983/12/08",10.47
"Currency","1983/12/07",10.46
"Currency","1983/12/06",10.44
"Currency","1983/12/02",10.41
"Currency","1983/12/01",10.42
"Currency","1983/11/29",10.45
"Currency","1983/11/28",10.43
"Currency","1983/11/24",10.40
"Currency","1983/11/23",10.41
"Currency","1983/11/22",10.45
"Currency","1983/11/21",10.41
"Currency","1983/11/18",10.40
"Currency","1983/11/16",10.38
"Currency","1983/11/15",10.36
"Currency","1983/11/11",10.34
"Currency","1983/11/10",10.36
"Currency","1983/11/08",10.32
"Currency","1983/11/03",10.31
"Currency","1983/11/02",10.30
"Currency","1983/11/01",10.29
"Currency","1983/10/31",10.28
"Currency","1983/10/27",10.29
"Currency","1983/10/26",10.27
"Currency","1983/10/25",10.25
"Currency","1983/10/24",10.24
"Currency","1983/10/21",10.22
"Currency","1983/10/20",10.20
"Currency","1983/10/19",10.21
"Currency","1983/10/18",10.20
"Currency","1983/10/14",10.21
"Currency","1983/10/13",10.20
"Currency","1983/10/12",10.19
"Currency","1983/10/10",10.21
"Currency","1983/10/06",10.20
"Currency","1983/10/05",10.22
"Currency","1983/10/03",10.20
"Currency","1983/09/30",10.21
"Currency","1983/09/28",10.20
"Currency","1983/09/27",10.21
"Currency","1983/09/26",10.20
"Currency","1983/09/23",10.18
"Currency","1983/09/21",10.19
"Currency","1983/09/19",10.20
"Currency","1983/09/16",10.21
"Currency","1983/09/14",10.20
"Currency","1983/09/13",10.18
"Currency","1983/09/12",10.19
"Currency","1983/09/09",10.20
"Currency","1983/09/08",10.22
"Currency","1983/09/07",10.21
"Currency","1983/09/05",10.22
"Currency","1983/09/02",10.20
"Currency","1983/09/01",10.22
"Currency","1983/08/31",10.21
"Currency","1983/08/30",10.25
"Currency","1983/08/29",10.22
"Currency","1983/08/25",10.19
"Currency","1983/08/24",10.15
"Currency","1983/08/23",10.17
"Currency","1983/08/22",10.19
"Currency","1983/08/19",10.17
"Currency","1983/08/18",10.16
"Currency","1983/08/17",10.18
"Currency","1983/08/16",10.16
"Currency","1983/08/15",10.23
"Currency","1983/08/12",10.20
"Currency","1983/08/10",10.19
"Currency","1983/08/09",10.20
"Currency","1983/08/08",10.21
"Currency","1983/08/05",10.17
"Currency","1983/08/03",10.16
"Currency","1983/08/01",10.14
"Currency","1983/07/29",10.12
"Currency","1983/07/28",10.10
"Currency","1983/07/25",10.09
"Currency","1983/07/22",10.08
"Currency","1983/07/20",10.07
"Currency","1983/07/19",10.09
"Currency","1983/07/18",10.12
"Currency","1983/07/15",10.11
"Currency","1983/07/14",10.12
"Currency","1983/07/13",10.11
"Currency","1983/07/12",10.07
"Currency","1983/07/11",10.05
"Currency","1983/07/08",10.04
"Currency","1983/07/06",10.05
"Currency","1983/07/01",10.09
"Currency","1983/06/30",10.10
"Currency","1983/06/29",10.09
"Currency","1983/06/28",10.08
"Currency","1983/06/27",10.09
"Currency","1983/06/24",10.10
"Currency","1983/06/23",10.09
"Currency","1983/06/21",10.08
"Currency","1983/06/17",10.07
"Currency","1983/06/16",10.06
"Currency","1983/06/15",10.04
"Currency","1983/06/14",10.02
"Currency","1983/06/13",10.01
"Currency","1983/06/10",10.00
"Currency","1983/06/09",10.01
"Currency","1983/06/08",10.00
"Currency","1983/06/07",9.99
"Currency","1983/06/06",10.01
"Currency","1983/06/02",10.00
"Currency","1983/06/01",9.98
"Currency","1983/05/30",10.02
"Currency","1983/05/27",9.97
"Currency","1983/05/25",10.00
"Currency","1983/05/23",10.01
"Currency","1983/05/20",10.03
"Currency","1983/05/19",10.01
"Currency","1983/05/18",10.00
"Currency","1983/05/17",9.90
"Currency","1983/05/13",9.99
"Currency","1983/05/12",9.97
"Currency","1983/05/09",9.99
"Currency","1983/05/06",9.98
"Currency","1983/05/05",9.97
"Currency","1983/05/04",9.98
"Currency","1983/05/02",10.00
"Currency","1983/04/29",9.97
"Currency","1983/04/27",9.98
"Currency","1983/04/26",9.99
"Currency","1983/04/25",10.01
"Currency","1983/04/22",10.00
"Currency","1983/04/21",9.98
"Currency","1983/04/20",9.94
"Currency","1983/04/19",9.95
"Currency","1983/04/15",9.99
"Currency","1983/04/12",9.96
"Currency","1983/04/11",10.01
"Currency","1983/04/07",9.96
"Currency","1983/04/06",9.99
"Currency","1983/04/05",10.03
"Currency","1983/04/01",10.02
"Currency","1983/03/31",10.05
"Currency","1983/03/30",10.01
"Currency","1983/03/29",10.02
"Currency","1983/03/28",10.00
"Currency","1983/03/25",9.97
"Currency","1983/03/24",9.95
"Currency","1983/03/22",9.96
"Currency","1983/03/21",9.95
"Currency","1983/03/18",9.94
"Currency","1983/03/17",9.93
"Currency","1983/03/16",9.92
"Currency","1983/03/15",9.95
"Currency","1983/03/11",9.94
"Currency","1983/03/09",9.95
"Currency","1983/03/08",9.94
"Currency","1983/03/04",9.95
"Currency","1983/03/03",9.97
"Currency","1983/03/02",9.98
"Currency","1983/03/01",9.96
"Currency","1983/02/25",9.94
"Currency","1983/02/24",9.96
"Currency","1983/02/23",9.93
"Currency","1983/02/21",9.91
"Currency","1983/02/16",9.87
"Currency","1983/02/15",9.92
"Currency","1983/02/14",9.86
"Currency","1983/02/11",9.85
"Currency","1983/02/10",9.90
"Currency","1983/02/09",9.93
"Currency","1983/02/08",9.98
"Currency","1983/02/07",9.96
"Currency","1983/02/03",9.94
"Currency","1983/02/02",9.92
"Currency","1983/02/01",9.91
"Currency","1983/01/31",9.90
"Currency","1983/01/28",9.89
"Currency","1983/01/27",9.85
"Currency","1983/01/26",9.88
"Currency","1983/01/25",9.86
"Currency","1983/01/24",9.85
"Currency","1983/01/21",9.86
"Currency","1983/01/20",9.85
"Currency","1983/01/19",9.81
"Currency","1983/01/18",9.82
"Currency","1983/01/17",9.80
"Currency","1983/01/14",9.79
"Currency","1983/01/13",9.78
"Currency","1983/01/12",9.77
"Currency","1983/01/11",9.72
"Currency","1983/01/10",9.73
"Currency","1983/01/07",9.70
"Currency","1983/01/05",9.64
"Currency","1983/01/03",9.62
"Currency","1982/12/30",9.62
"Currency","1982/12/24",9.72
"Currency","1982/12/21",9.73
"Currency","1982/12/20",9.67
"Currency","1982/12/17",9.70
"Currency","1982/12/16",9.73
"Currency","1982/12/15",9.74
"Currency","1982/12/14",9.75
"Currency","1982/12/13",9.73
"Currency","1982/12/10",9.71
"Currency","1982/12/09",9.67
"Currency","1982/12/08",9.68
"Currency","1982/12/07",9.69
"Currency","1982/12/06",9.63
"Currency","1982/12/02",9.65
"Currency","1982/12/01",9.74
"Currency","1982/11/30",9.77
"Currency","1982/11/29",9.82
"Currency","1982/11/25",9.85
"Currency","1982/11/24",9.86
"Currency","1982/11/23",9.85
"Currency","1982/11/22",9.81
"Currency","1982/11/18",9.85
"Currency","1982/11/17",9.84
"Currency","1982/11/16",9.82
"Currency","1982/11/15",9.80
"Currency","1982/11/11",9.75
"Currency","1982/11/09",9.78
"Currency","1982/11/05",9.75
"Currency","1982/11/04",9.71
"Currency","1982/11/02",9.76
"Currency","1982/11/01",9.71
"Currency","1982/10/29",9.71
"Currency","1982/10/26",9.74
"Currency","1982/10/25",9.69
"Currency","1982/10/22",9.70
"Currency","1982/10/21",9.71
"Currency","1982/10/20",9.69
"Currency","1982/10/19",9.68
"Currency","1982/10/18",9.69
"Currency","1982/10/14",9.65
"Currency","1982/10/13",9.63
"Currency","1982/10/11",9.66
"Currency","1982/10/07",9.72
"Currency","1982/10/05",9.73
"Currency","1982/10/04",9.72
"Currency","1982/10/01",9.71
"Currency","1982/09/30",9.69
"Currency","1982/09/28",9.70
"Currency","1982/09/27",9.67
"Currency","1982/09/24",9.64
"Currency","1982/09/23",9.63
"Currency","1982/09/21",9.65
"Currency","1982/09/20",9.66
"Currency","1982/09/17",9.68
"Currency","1982/09/16",9.65
"Currency","1982/09/15",9.66
"Currency","1982/09/14",9.69
"Currency","1982/09/13",9.65
"Currency","1982/09/10",9.62
"Currency","1982/09/08",9.61
"Currency","1982/09/06",9.54
"Currency","1982/09/03",9.58
"Currency","1982/09/02",9.65
"Currency","1982/09/01",9.63
"Currency","1982/08/31",9.63
"Currency","1982/08/30",9.55
"Currency","1982/08/26",9.51
"Currency","1982/08/25",9.52
"Currency","1982/08/24",9.56
"Currency","1982/08/23",9.53
"Currency","1982/08/20",9.54
"Currency","1982/08/19",9.53
"Currency","1982/08/18",9.62
"Currency","1982/08/17",9.60
"Currency","1982/08/16",9.57
"Currency","1982/08/13",9.64
"Currency","1982/08/12",9.61
"Currency","1982/08/11",9.60
"Currency","1982/08/10",9.66
"Currency","1982/08/09",9.62
"Currency","1982/08/06",9.60
"Currency","1982/08/05",9.58
"Currency","1982/08/03",9.51
"Currency","1982/08/02",9.56
"Currency","1982/07/30",9.56
"Currency","1982/07/29",9.54
"Currency","1982/07/28",9.52
"Currency","1982/07/27",9.48
"Currency","1982/07/26",9.47
"Currency","1982/07/23",9.53
"Currency","1982/07/22",9.54
"Currency","1982/07/21",9.56
"Currency","1982/07/20",9.53
"Currency","1982/07/19",9.61
"Currency","1982/07/16",9.58
"Currency","1982/07/15",9.59
"Currency","1982/07/14",9.57
"Currency","1982/07/13",9.55
"Currency","1982/07/12",9.61
"Currency","1982/07/09",9.65
"Currency","1982/07/08",9.66
"Currency","1982/07/07",9.59
"Currency","1982/07/05",9.56
"Currency","1982/07/02",9.57
"Currency","1982/07/01",9.53
"Currency","1982/06/30",9.57
"Currency","1982/06/29",9.60
"Currency","1982/06/28",9.57
"Currency","1982/06/25",9.53
"Currency","1982/06/24",9.57
"Currency","1982/06/23",9.54
"Currency","1982/06/21",9.56
"Currency","1982/06/18",9.52
"Currency","1982/06/17",9.46
"Currency","1982/06/16",9.45
"Currency","1982/06/15",9.46
"Currency","1982/06/14",9.40
"Currency","1982/06/11",9.39
"Currency","1982/06/08",9.37
"Currency","1982/06/07",9.34
"Currency","1982/06/04",9.35
"Currency","1982/06/02",9.38
"Currency","1982/06/01",9.39
"Currency","1982/05/31",9.39
"Currency","1982/05/28",9.34
"Currency","1982/05/27",9.33
"Currency","1982/05/26",9.31
"Currency","1982/05/25",9.32
"Currency","1982/05/24",9.28
"Currency","1982/05/21",9.38
"Currency","1982/05/20",9.37
"Currency","1982/05/19",9.29
"Currency","1982/05/18",9.27
"Currency","1982/05/17",9.30
"Currency","1982/05/14",9.26
"Currency","1982/05/13",9.21
"Currency","1982/05/11",9.22
"Currency","1982/05/10",9.25
"Currency","1982/05/07",9.26
"Currency","1982/05/06",9.31
"Currency","1982/05/05",9.30
"Currency","1982/05/04",9.32
"Currency","1982/05/03",9.35
"Currency","1982/04/30",9.38
"Currency","1982/04/29",9.37
"Currency","1982/04/28",9.39
"Currency","1982/04/27",9.38
"Currency","1982/04/26",9.41
"Currency","1982/04/23",9.40
"Currency","1982/04/22",9.42
"Currency","1982/04/21",9.40
"Currency","1982/04/20",9.42
"Currency","1982/04/19",9.43
"Currency","1982/04/16",9.44
"Currency","1982/04/15",9.41
"Currency","1982/04/14",9.39
"Currency","1982/04/13",9.42
"Currency","1982/04/07",9.39
"Currency","1982/04/06",9.37
"Currency","1982/04/05",9.34
"Currency","1982/04/01",9.35
"Currency","1982/03/30",9.35
"Currency","1982/03/29",9.36
"Currency","1982/03/23",9.31
"Currency","1982/03/22",9.30
"Currency","1982/03/18",9.29
"Currency","1982/03/16",9.27
"Currency","1982/03/15",9.29
"Currency","1982/03/10",9.27
"Currency","1982/03/09",9.26
"Currency","1982/03/08",9.23
"Currency","1982/03/05",9.25
"Currency","1982/03/04",9.28
"Currency","1982/03/03",9.27
"Currency","1982/03/02",9.29
"Currency","1982/03/01",9.31
"Currency","1982/02/25",9.27
"Currency","1982/02/24",9.26
"Currency","1982/02/22",9.23
"Currency","1982/02/19",9.25
"Currency","1982/02/17",9.26
"Currency","1982/02/12",9.17
"Currency","1982/02/11",9.18
"Currency","1982/02/10",9.19
"Currency","1982/02/09",9.16
"Currency","1982/02/04",9.15
"Currency","1982/02/03",9.18
"Currency","1982/02/02",9.19
"Currency","1982/02/01",9.14
"Currency","1982/01/29",9.15
"Currency","1982/01/28",9.17
"Currency","1982/01/26",9.20
"Currency","1982/01/25",9.18
"Currency","1982/01/22",9.15
"Currency","1982/01/21",9.17
"Currency","1982/01/19",9.14
"Currency","1982/01/18",9.15
"Currency","1982/01/15",9.17
"Currency","1982/01/14",9.18
"Currency","1982/01/12",9.17
"Currency","1982/01/11",9.14
"Currency","1982/01/08",9.15
"Currency","1982/01/07",9.11
"Currency","1982/01/06",9.10
"Currency","1982/01/05",9.07
"Currency","1982/01/01",9.11
"Currency","1981/12/30",9.11
"Currency","1981/12/29",9.13
"Currency","1981/12/24",9.12
"Currency","1981/12/23",9.13
"Currency","1981/12/22",9.16
"Currency","1981/12/18",9.12
"Currency","1981/12/17",9.13
"Currency","1981/12/16",9.11
"Currency","1981/12/14",9.15
"Currency","1981/12/11",9.17
"Currency","1981/12/10",9.12
"Currency","1981/12/09",9.16
"Currency","1981/12/04",9.13
"Currency","1981/12/03",9.15
"Currency","1981/12/02",9.09
"Currency","1981/12/01",9.12
"Currency","1981/11/30",9.11
"Currency","1981/11/26",9.16
"Currency","1981/11/25",9.13
"Currency","1981/11/24",9.17
"Currency","1981/11/23",9.14
"Currency","1981/11/20",9.08
"Currency","1981/11/19",9.17
"Currency","1981/11/18",9.12
"Currency","1981/11/17",9.09
"Currency","1981/11/13",9.10
"Currency","1981/11/11",9.14
"Currency","1981/11/10",9.10
"Currency","1981/11/09",9.17
"Currency","1981/11/05",9.18
"Currency","1981/11/03",9.17
"Currency","1981/11/02",9.13
"Currency","1981/10/30",9.13
"Currency","1981/10/29",9.17
"Currency","1981/10/28",9.18
"Currency","1981/10/27",9.24
"Currency","1981/10/26",9.20
"Currency","1981/10/21",9.21
"Currency","1981/10/20",9.20
"Currency","1981/10/19",9.18
"Currency","1981/10/16",9.10
"Currency","1981/10/15",9.17
"Currency","1981/10/14",9.18
"Currency","1981/10/12",8.93
"Currency","1981/10/09",8.96
"Currency","1981/10/08",9.08
"Currency","1981/10/07",9.11
"Currency","1981/10/06",9.05
"Currency","1981/10/05",9.09
"Currency","1981/10/02",9.10
"Currency","1981/10/01",9.12
"Currency","1981/09/30",9.12
"Currency","1981/09/29",9.20
"Currency","1981/09/28",9.22
"Currency","1981/09/25",9.24
"Currency","1981/09/24",9.13
"Currency","1981/09/22",9.11
"Currency","1981/09/21",9.07
"Currency","1981/09/18",9.04
"Currency","1981/09/17",9.06
"Currency","1981/09/16",9.08
"Currency","1981/09/15",9.17
"Currency","1981/09/14",9.14
"Currency","1981/09/11",9.15
"Currency","1981/09/10",9.18
"Currency","1981/09/09",9.17
"Currency","1981/09/04",9.01
"Currency","1981/09/03",9.04
"Currency","1981/09/01",9.05
"Currency","1981/08/31",9.05
"Currency","1981/08/28",9.06
"Currency","1981/08/27",9.05
"Currency","1981/08/26",9.07
"Currency","1981/08/24",8.93
"Currency","1981/08/20",8.97
"Currency","1981/08/19",8.94
"Currency","1981/08/18",8.99
"Currency","1981/08/14",9.07
"Currency","1981/08/13",9.11
"Currency","1981/08/12",9.24
"Currency","1981/08/11",9.26
"Currency","1981/08/10",9.16
"Currency","1981/08/07",9.10
"Currency","1981/08/05",9.09
"Currency","1981/08/04",9.07
"Currency","1981/08/03",9.00
"Currency","1981/07/31",9.02
"Currency","1981/07/29",8.98
"Currency","1981/07/28",8.92
"Currency","1981/07/27",8.98
"Currency","1981/07/24",8.97
"Currency","1981/07/23",9.00
"Currency","1981/07/22",8.98
"Currency","1981/07/21",8.97
"Currency","1981/07/16",8.93
"Currency","1981/07/15",8.95
"Currency","1981/07/14",8.84
"Currency","1981/07/13",8.83
"Currency","1981/07/10",8.87
"Currency","1981/07/09",8.85
"Currency","1981/07/08",8.77
"Currency","1981/07/07",8.85
"Currency","1981/07/06",8.84
"Currency","1981/07/03",8.81
"Currency","1981/07/02",8.65
"Currency","1981/07/01",8.62
"Currency","1981/06/30",8.62
"Currency","1981/06/29",8.59
"Currency","1981/06/26",8.56
"Currency","1981/06/25",8.54
"Currency","1981/06/24",8.51
"Currency","1981/06/23",8.52
"Currency","1981/06/22",8.53
"Currency","1981/06/19",8.51
"Currency","1981/06/17",8.49
"Currency","1981/06/16",8.55
"Currency","1981/06/15",8.61
"Currency","1981/06/12",8.58
"Currency","1981/06/11",8.60
"Currency","1981/06/10",8.62
"Currency","1981/06/08",8.60
"Currency","1981/06/05",8.57
"Currency","1981/06/04",8.53
"Currency","1981/06/02",8.50
"Currency","1981/06/01",8.48
"Currency","1981/05/27",8.50
"Currency","1981/05/25",8.43
"Currency","1981/05/22",8.41
"Currency","1981/05/21",8.42
"Currency","1981/05/20",8.40
"Currency","1981/05/19",8.39
"Currency","1981/05/18",8.45
"Currency","1981/05/15",8.43
"Currency","1981/05/14",8.37
"Currency","1981/05/13",8.36
"Currency","1981/05/12",8.34
"Currency","1981/05/11",8.33
"Currency","1981/05/08",8.34
"Currency","1981/05/07",8.33
"Currency","1981/05/05",8.38
"Currency","1981/05/04",8.35
"Currency","1981/05/01",8.33
"Currency","1981/04/30",8.31
"Currency","1981/04/29",8.26
"Currency","1981/04/27",8.25
"Currency","1981/04/24",8.23
"Currency","1981/04/23",8.27
"Currency","1981/04/22",8.31
"Currency","1981/04/17",8.32
"Currency","1981/04/16",8.33
"Currency","1981/04/14",8.32
"Currency","1981/04/10",8.26
"Currency","1981/04/09",8.23
"Currency","1981/04/08",8.33
"Currency","1981/04/07",8.35
"Currency","1981/04/06",8.31
"Currency","1981/04/01",8.27
