"Indicator","Time","Value (USD/MMK)"
"Currency","2015/06/12",1113.00
"Currency","2015/06/11",1113.50
"Currency","2015/06/10",1113.00
"Currency","2015/06/09",1113.50
"Currency","2015/06/08",1110.90
"Currency","2015/06/05",1112.90
"Currency","2015/06/04",1105.00
"Currency","2015/06/03",1097.00
"Currency","2015/06/02",1097.00
"Currency","2015/06/01",1098.00
"Currency","2015/05/29",1089.00
"Currency","2015/05/28",1097.00
"Currency","2015/05/27",1099.00
"Currency","2015/05/26",1098.00
"Currency","2015/05/25",1089.00
"Currency","2015/05/22",1089.00
"Currency","2015/05/21",1088.00
"Currency","2015/05/20",1090.00
"Currency","2015/05/19",1087.00
"Currency","2015/05/18",1088.00
"Currency","2015/05/15",1090.00
"Currency","2015/05/14",1092.00
"Currency","2015/05/13",1082.00
"Currency","2015/05/12",1082.00
"Currency","2015/05/11",1084.00
"Currency","2015/05/08",1085.00
"Currency","2015/05/07",1085.00
"Currency","2015/05/06",1086.00
"Currency","2015/05/05",1088.00
"Currency","2015/05/04",1089.00
"Currency","2015/05/01",1090.00
"Currency","2015/04/30",1090.00
"Currency","2015/04/29",1079.00
"Currency","2015/04/28",1076.00
"Currency","2015/04/27",1073.00
"Currency","2015/04/24",1072.00
"Currency","2015/04/23",1072.00
"Currency","2015/04/22",1069.00
"Currency","2015/04/21",1067.00
"Currency","2015/04/20",1068.00
"Currency","2015/04/17",1069.00
"Currency","2015/04/16",1070.00
"Currency","2015/04/15",1072.00
"Currency","2015/04/14",1072.00
"Currency","2015/04/13",1073.00
"Currency","2015/04/10",1074.00
"Currency","2015/04/09",1067.00
"Currency","2015/04/08",1025.00
"Currency","2015/04/07",1025.00
"Currency","2015/04/06",1027.00
"Currency","2015/04/03",1028.00
"Currency","2015/04/02",1029.00
"Currency","2015/04/01",1029.00
"Currency","2015/03/31",1031.00
"Currency","2015/03/30",1033.00
"Currency","2015/03/27",1032.00
"Currency","2015/03/26",1034.00
"Currency","2015/03/25",1035.00
"Currency","2015/03/24",1035.00
"Currency","2015/03/23",1035.00
"Currency","2015/03/20",1035.00
"Currency","2015/03/19",1035.00
"Currency","2015/03/18",1035.00
"Currency","2015/03/17",1035.00
"Currency","2015/03/16",1035.00
"Currency","2015/03/13",1035.00
"Currency","2015/03/12",1033.50
"Currency","2015/03/11",1033.50
"Currency","2015/03/10",1033.50
"Currency","2015/03/09",1033.50
"Currency","2015/03/06",1037.50
"Currency","2015/03/05",1037.50
"Currency","2015/03/04",1036.50
"Currency","2015/03/03",1036.50
"Currency","2015/03/02",1036.50
"Currency","2015/02/27",1036.50
"Currency","2015/02/26",1036.50
"Currency","2015/02/25",1034.00
"Currency","2015/02/24",1030.00
"Currency","2015/02/23",1031.50
"Currency","2015/02/20",1032.50
"Currency","2015/02/19",1032.00
"Currency","2015/02/18",1031.00
"Currency","2015/02/17",1030.00
"Currency","2015/02/16",1031.00
"Currency","2015/02/13",1031.00
"Currency","2015/02/12",1030.00
"Currency","2015/02/11",1030.00
"Currency","2015/02/10",1030.00
"Currency","2015/02/09",1029.00
"Currency","2015/02/06",1028.50
"Currency","2015/02/05",1028.50
"Currency","2015/02/04",1024.50
"Currency","2015/02/03",1025.50
"Currency","2015/02/02",1026.50
"Currency","2015/01/30",1028.00
"Currency","2015/01/29",1028.50
"Currency","2015/01/28",1027.00
"Currency","2015/01/27",1028.00
"Currency","2015/01/26",1026.00
"Currency","2015/01/23",1026.00
"Currency","2015/01/22",1026.00
"Currency","2015/01/21",1026.00
"Currency","2015/01/20",1027.50
"Currency","2015/01/19",1027.50
"Currency","2015/01/16",1030.50
"Currency","2015/01/15",1029.00
"Currency","2015/01/14",1030.50
"Currency","2015/01/13",1030.50
"Currency","2015/01/12",1029.00
"Currency","2015/01/09",1028.50
"Currency","2015/01/08",1028.50
"Currency","2015/01/07",1028.50
"Currency","2015/01/06",1032.00
"Currency","2015/01/05",1030.50
"Currency","2015/01/02",1032.00
"Currency","2015/01/01",1029.00
"Currency","2014/12/31",1032.50
"Currency","2014/12/30",1030.00
"Currency","2014/12/29",1031.00
"Currency","2014/12/26",1030.50
"Currency","2014/12/25",1031.00
"Currency","2014/12/24",1031.00
"Currency","2014/12/23",1031.00
"Currency","2014/12/22",1031.00
"Currency","2014/12/19",1026.00
"Currency","2014/12/18",1028.50
"Currency","2014/12/17",1028.50
"Currency","2014/12/16",1029.00
"Currency","2014/12/15",1029.00
"Currency","2014/12/12",1031.00
"Currency","2014/12/11",1029.50
"Currency","2014/12/10",1029.50
"Currency","2014/12/09",1029.50
"Currency","2014/12/08",1028.50
"Currency","2014/12/05",1028.50
"Currency","2014/12/04",1028.50
"Currency","2014/12/03",1033.50
"Currency","2014/12/02",1033.50
"Currency","2014/12/01",1030.00
"Currency","2014/11/28",1032.00
"Currency","2014/11/27",1032.50
"Currency","2014/11/26",1033.50
"Currency","2014/11/25",1038.00
"Currency","2014/11/24",1038.00
"Currency","2014/11/23",1055.00
"Currency","2014/11/22",1055.00
"Currency","2014/11/21",1051.00
"Currency","2014/11/20",1051.00
"Currency","2014/11/19",1045.00
"Currency","2014/11/18",1045.00
"Currency","2014/11/17",1032.50
"Currency","2014/11/16",1029.00
"Currency","2014/11/15",1029.00
"Currency","2014/11/14",1028.00
"Currency","2014/11/13",1028.00
"Currency","2014/11/12",1019.50
"Currency","2014/11/11",1019.50
"Currency","2014/11/10",1019.50
"Currency","2014/11/09",1020.00
"Currency","2014/11/08",1020.00
"Currency","2014/11/07",1019.00
"Currency","2014/11/06",1014.00
"Currency","2014/11/05",1014.00
"Currency","2014/11/04",1009.50
"Currency","2014/11/03",1005.00
"Currency","2014/11/02",1005.00
"Currency","2014/11/01",1005.00
"Currency","2014/10/31",1004.00
"Currency","2014/10/30",1007.00
"Currency","2014/10/29",1009.50
"Currency","2014/10/28",1005.50
"Currency","2014/10/27",999.00
"Currency","2014/10/26",992.00
"Currency","2014/10/25",999.00
"Currency","2014/10/24",998.00
"Currency","2014/10/23",997.00
"Currency","2014/10/22",997.00
"Currency","2014/10/21",993.50
"Currency","2014/10/20",993.50
"Currency","2014/10/19",996.00
"Currency","2014/10/18",996.00
"Currency","2014/10/17",994.50
"Currency","2014/10/16",995.50
"Currency","2014/10/15",993.00
"Currency","2014/10/14",991.50
"Currency","2014/10/13",990.00
"Currency","2014/10/12",992.00
"Currency","2014/10/11",992.00
"Currency","2014/10/10",990.00
"Currency","2014/10/09",990.00
"Currency","2014/10/08",991.50
"Currency","2014/10/07",991.50
"Currency","2014/10/06",988.50
"Currency","2014/10/05",990.00
"Currency","2014/10/04",990.00
"Currency","2014/10/03",988.50
"Currency","2014/10/02",990.00
"Currency","2014/10/01",990.00
"Currency","2014/09/30",992.50
"Currency","2014/09/29",992.00
"Currency","2014/09/28",991.00
"Currency","2014/09/27",991.00
"Currency","2014/09/26",990.50
"Currency","2014/09/25",992.00
"Currency","2014/09/24",992.00
"Currency","2014/09/23",992.50
"Currency","2014/09/22",987.00
"Currency","2014/09/21",986.00
"Currency","2014/09/20",986.00
"Currency","2014/09/19",985.50
"Currency","2014/09/18",982.50
"Currency","2014/09/17",980.00
"Currency","2014/09/16",979.00
"Currency","2014/09/15",980.00
"Currency","2014/09/14",977.00
"Currency","2014/09/13",977.00
"Currency","2014/09/12",976.00
"Currency","2014/09/11",972.50
"Currency","2014/09/10",972.50
"Currency","2014/09/09",973.00
"Currency","2014/09/08",970.50
"Currency","2014/09/05",971.00
"Currency","2014/09/04",972.50
"Currency","2014/09/03",971.00
"Currency","2014/09/02",970.50
"Currency","2014/09/01",971.00
"Currency","2014/08/29",971.00
"Currency","2014/08/28",971.00
"Currency","2014/08/27",971.50
"Currency","2014/08/26",970.50
"Currency","2014/08/25",970.50
"Currency","2014/08/24",974.00
"Currency","2014/08/23",974.00
"Currency","2014/08/22",971.00
"Currency","2014/08/21",972.50
"Currency","2014/08/20",971.00
"Currency","2014/08/19",971.00
"Currency","2014/08/18",971.50
"Currency","2014/08/17",973.00
"Currency","2014/08/16",973.00
"Currency","2014/08/15",970.50
"Currency","2014/08/14",971.00
"Currency","2014/08/13",971.00
"Currency","2014/08/12",972.00
"Currency","2014/08/11",971.00
"Currency","2014/08/10",973.00
"Currency","2014/08/09",973.00
"Currency","2014/08/08",971.00
"Currency","2014/08/07",971.00
"Currency","2014/08/06",971.00
"Currency","2014/08/05",973.00
"Currency","2014/08/04",972.00
"Currency","2014/08/03",976.00
"Currency","2014/08/02",976.00
"Currency","2014/08/01",973.00
"Currency","2014/07/31",972.00
"Currency","2014/07/30",972.50
"Currency","2014/07/29",972.50
"Currency","2014/07/28",972.00
"Currency","2014/07/27",974.00
"Currency","2014/07/26",974.00
"Currency","2014/07/25",972.00
"Currency","2014/07/24",972.00
"Currency","2014/07/23",972.00
"Currency","2014/07/22",972.00
"Currency","2014/07/21",971.00
"Currency","2014/07/19",974.00
"Currency","2014/07/18",972.00
"Currency","2014/07/17",972.00
"Currency","2014/07/16",971.50
"Currency","2014/07/15",971.50
"Currency","2014/07/14",970.50
"Currency","2014/07/13",974.00
"Currency","2014/07/12",974.00
"Currency","2014/07/11",972.00
"Currency","2014/07/10",972.00
"Currency","2014/07/09",973.00
"Currency","2014/07/08",973.00
"Currency","2014/07/07",973.00
"Currency","2014/07/06",978.00
"Currency","2014/07/05",978.00
"Currency","2014/07/04",973.50
"Currency","2014/07/03",975.00
"Currency","2014/07/02",975.00
"Currency","2014/07/01",975.50
"Currency","2014/06/30",975.00
"Currency","2014/06/29",979.00
"Currency","2014/06/28",979.00
"Currency","2014/06/27",975.50
"Currency","2014/06/26",976.00
"Currency","2014/06/25",975.50
"Currency","2014/06/24",974.50
"Currency","2014/06/23",976.00
"Currency","2014/06/22",980.00
"Currency","2014/06/21",980.00
"Currency","2014/06/20",977.50
"Currency","2014/06/19",977.50
"Currency","2014/06/18",978.50
"Currency","2014/06/17",972.50
"Currency","2014/06/16",971.50
"Currency","2014/06/15",970.00
"Currency","2014/06/14",970.00
"Currency","2014/06/13",969.00
"Currency","2014/06/12",969.00
"Currency","2014/06/11",968.50
"Currency","2014/06/10",967.50
"Currency","2014/06/09",968.50
"Currency","2014/06/08",971.00
"Currency","2014/06/07",971.00
"Currency","2014/06/06",969.00
"Currency","2014/06/05",968.00
"Currency","2014/06/04",967.50
"Currency","2014/06/03",968.50
"Currency","2014/06/02",966.50
"Currency","2014/06/01",969.00
"Currency","2014/05/31",969.00
"Currency","2014/05/30",967.00
"Currency","2014/05/29",966.00
"Currency","2014/05/28",966.50
"Currency","2014/05/27",964.50
"Currency","2014/05/26",964.50
"Currency","2014/05/24",968.00
"Currency","2014/05/23",967.50
"Currency","2014/05/22",966.00
"Currency","2014/05/21",963.50
"Currency","2014/05/20",964.50
"Currency","2014/05/19",963.00
"Currency","2014/05/18",965.00
"Currency","2014/05/17",965.00
"Currency","2014/05/16",962.00
"Currency","2014/05/15",961.50
"Currency","2014/05/14",961.50
"Currency","2014/05/13",962.00
"Currency","2014/05/12",962.00
"Currency","2014/05/11",963.00
"Currency","2014/05/10",963.00
"Currency","2014/05/09",961.50
"Currency","2014/05/08",961.50
"Currency","2014/05/07",961.50
"Currency","2014/05/06",960.00
"Currency","2014/05/05",960.50
"Currency","2014/05/04",965.00
"Currency","2014/05/03",965.00
"Currency","2014/05/02",961.50
"Currency","2014/05/01",963.00
"Currency","2014/04/30",963.00
"Currency","2014/04/29",963.00
"Currency","2014/04/28",962.50
"Currency","2014/04/27",965.00
"Currency","2014/04/26",965.00
"Currency","2014/04/25",962.50
"Currency","2014/04/24",961.50
"Currency","2014/04/23",961.50
"Currency","2014/04/22",961.50
"Currency","2014/04/21",961.00
"Currency","2014/04/20",960.00
"Currency","2014/04/19",960.00
"Currency","2014/04/18",961.00
"Currency","2014/04/17",961.00
"Currency","2014/04/16",961.00
"Currency","2014/04/15",961.00
"Currency","2014/04/14",961.00
"Currency","2014/04/13",960.00
"Currency","2014/04/12",960.00
"Currency","2014/04/11",961.00
"Currency","2014/04/10",961.50
"Currency","2014/04/09",962.50
"Currency","2014/04/08",960.50
"Currency","2014/04/07",961.50
"Currency","2014/04/06",964.00
"Currency","2014/04/05",964.00
"Currency","2014/04/04",962.00
"Currency","2014/04/03",961.50
"Currency","2014/04/02",962.00
"Currency","2014/04/01",963.00
"Currency","2014/03/31",963.50
"Currency","2014/03/30",966.00
"Currency","2014/03/29",966.00
"Currency","2014/03/28",963.50
"Currency","2014/03/27",963.00
"Currency","2014/03/26",963.00
"Currency","2014/03/25",963.50
"Currency","2014/03/24",963.00
"Currency","2014/03/23",966.00
"Currency","2014/03/22",966.00
"Currency","2014/03/21",963.00
"Currency","2014/03/20",962.00
"Currency","2014/03/19",960.50
"Currency","2014/03/18",958.50
"Currency","2014/03/17",963.00
"Currency","2014/03/16",965.00
"Currency","2014/03/15",965.00
"Currency","2014/03/14",966.50
"Currency","2014/03/13",967.00
"Currency","2014/03/12",970.50
"Currency","2014/03/11",972.50
"Currency","2014/03/10",974.50
"Currency","2014/03/09",976.00
"Currency","2014/03/08",976.00
"Currency","2014/03/07",976.50
"Currency","2014/03/06",977.00
"Currency","2014/03/05",977.50
"Currency","2014/03/04",977.50
"Currency","2014/03/03",981.00
"Currency","2014/03/02",982.00
"Currency","2014/03/01",982.00
"Currency","2014/02/28",981.50
"Currency","2014/02/27",981.50
"Currency","2014/02/26",982.00
"Currency","2014/02/25",983.00
"Currency","2014/02/24",983.50
"Currency","2014/02/23",986.00
"Currency","2014/02/22",986.00
"Currency","2014/02/21",984.50
"Currency","2014/02/20",984.00
"Currency","2014/02/19",984.50
"Currency","2014/02/18",984.50
"Currency","2014/02/17",984.50
"Currency","2014/02/16",986.00
"Currency","2014/02/15",986.00
"Currency","2014/02/14",984.50
"Currency","2014/02/13",984.50
"Currency","2014/02/12",985.00
"Currency","2014/02/11",985.00
"Currency","2014/02/10",985.50
"Currency","2014/02/09",986.00
"Currency","2014/02/08",986.00
"Currency","2014/02/07",984.50
"Currency","2014/02/06",982.50
"Currency","2014/02/05",984.00
"Currency","2014/02/04",984.00
"Currency","2014/02/03",982.00
"Currency","2014/02/02",985.00
"Currency","2014/02/01",985.00
"Currency","2014/01/31",985.00
"Currency","2014/01/30",985.00
"Currency","2014/01/29",985.00
"Currency","2014/01/28",986.00
"Currency","2014/01/25",988.00
"Currency","2014/01/24",988.00
"Currency","2014/01/23",987.00
"Currency","2014/01/22",984.00
"Currency","2014/01/21",986.00
"Currency","2014/01/20",987.00
"Currency","2014/01/19",987.00
"Currency","2014/01/18",987.00
"Currency","2014/01/17",987.00
"Currency","2014/01/16",985.00
"Currency","2014/01/15",985.00
"Currency","2014/01/14",985.00
"Currency","2014/01/13",987.00
"Currency","2014/01/12",987.00
"Currency","2014/01/11",987.00
"Currency","2014/01/10",987.00
"Currency","2014/01/09",986.00
"Currency","2014/01/08",984.00
"Currency","2014/01/07",981.00
"Currency","2014/01/06",986.00
"Currency","2014/01/05",985.00
"Currency","2014/01/04",985.00
"Currency","2014/01/03",985.00
"Currency","2014/01/02",987.00
"Currency","2014/01/01",989.00
"Currency","2013/12/31",989.00
"Currency","2013/12/30",988.00
"Currency","2013/12/29",989.00
"Currency","2013/12/28",989.00
"Currency","2013/12/27",989.00
"Currency","2013/12/26",988.00
"Currency","2013/12/25",988.00
"Currency","2013/12/24",988.00
"Currency","2013/12/23",986.00
"Currency","2013/12/22",985.00
"Currency","2013/12/21",985.00
"Currency","2013/12/20",985.00
"Currency","2013/12/19",984.00
"Currency","2013/12/18",984.00
"Currency","2013/12/17",984.00
"Currency","2013/12/16",982.00
"Currency","2013/12/15",983.00
"Currency","2013/12/14",983.00
"Currency","2013/12/13",983.00
"Currency","2013/12/12",984.00
"Currency","2013/12/11",983.00
"Currency","2013/12/10",981.00
"Currency","2013/12/09",984.00
"Currency","2013/12/08",984.00
"Currency","2013/12/07",984.00
"Currency","2013/12/06",984.00
"Currency","2013/12/05",983.00
"Currency","2013/12/04",983.00
"Currency","2013/12/03",982.00
"Currency","2013/12/02",981.00
"Currency","2013/12/01",988.00
"Currency","2013/11/30",988.00
"Currency","2013/11/29",988.00
"Currency","2013/11/28",981.00
"Currency","2013/11/27",981.00
"Currency","2013/11/26",981.00
"Currency","2013/11/25",981.00
"Currency","2013/11/24",980.00
"Currency","2013/11/23",980.00
"Currency","2013/11/22",980.00
"Currency","2013/11/21",974.00
"Currency","2013/11/20",974.00
"Currency","2013/11/19",973.00
"Currency","2013/11/18",973.00
"Currency","2013/11/17",974.00
"Currency","2013/11/16",974.00
"Currency","2013/11/15",969.04
"Currency","2013/11/14",974.00
"Currency","2013/11/13",973.00
"Currency","2013/11/12",974.00
"Currency","2013/11/11",972.00
"Currency","2013/11/10",972.00
"Currency","2013/11/09",972.00
"Currency","2013/11/08",972.00
"Currency","2013/11/07",973.00
"Currency","2013/11/06",972.00
"Currency","2013/11/05",972.00
"Currency","2013/11/04",972.00
"Currency","2013/11/03",972.00
"Currency","2013/11/02",972.00
"Currency","2013/11/01",972.00
"Currency","2013/10/31",971.00
"Currency","2013/10/30",973.00
"Currency","2013/10/29",974.00
"Currency","2013/10/28",973.00
"Currency","2013/10/27",973.00
"Currency","2013/10/26",973.00
"Currency","2013/10/25",973.61
"Currency","2013/10/24",972.00
"Currency","2013/10/23",974.00
"Currency","2013/10/22",973.00
"Currency","2013/10/21",974.00
"Currency","2013/10/20",973.00
"Currency","2013/10/19",973.00
"Currency","2013/10/18",974.78
"Currency","2013/10/17",974.00
"Currency","2013/10/16",974.00
"Currency","2013/10/15",974.00
"Currency","2013/10/14",973.00
"Currency","2013/10/13",971.00
"Currency","2013/10/11",971.00
"Currency","2013/10/10",970.00
"Currency","2013/10/09",969.00
"Currency","2013/10/08",969.00
"Currency","2013/10/07",969.00
"Currency","2013/10/04",973.00
"Currency","2013/10/03",975.00
"Currency","2013/10/02",974.00
"Currency","2013/10/01",974.00
"Currency","2013/09/30",974.00
"Currency","2013/09/27",974.00
"Currency","2013/09/26",975.00
"Currency","2013/09/25",974.00
"Currency","2013/09/24",975.00
"Currency","2013/09/23",973.00
"Currency","2013/09/20",974.00
"Currency","2013/09/19",977.00
"Currency","2013/09/18",977.00
"Currency","2013/09/17",976.00
"Currency","2013/09/16",974.00
"Currency","2013/09/13",974.00
"Currency","2013/09/12",972.00
"Currency","2013/09/11",972.00
"Currency","2013/09/10",971.00
"Currency","2013/09/09",970.00
"Currency","2013/09/06",970.00
"Currency","2013/09/05",970.00
"Currency","2013/09/04",972.00
"Currency","2013/09/03",969.00
"Currency","2013/09/02",970.00
"Currency","2013/08/30",970.00
"Currency","2013/08/29",969.00
"Currency","2013/08/28",970.00
"Currency","2013/08/27",971.00
"Currency","2013/08/26",971.00
"Currency","2013/08/23",974.00
"Currency","2013/08/22",972.00
"Currency","2013/08/21",972.00
"Currency","2013/08/20",970.00
"Currency","2013/08/19",972.00
"Currency","2013/08/16",975.00
"Currency","2013/08/15",976.00
"Currency","2013/08/14",975.00
"Currency","2013/08/13",975.00
"Currency","2013/08/12",974.00
"Currency","2013/08/09",974.00
"Currency","2013/08/08",975.00
"Currency","2013/08/07",975.00
"Currency","2013/08/06",974.00
"Currency","2013/08/05",977.00
"Currency","2013/08/02",972.00
"Currency","2013/08/01",972.00
"Currency","2013/07/31",975.00
"Currency","2013/07/30",977.00
"Currency","2013/07/29",977.00
"Currency","2013/07/26",977.00
"Currency","2013/07/25",981.00
"Currency","2013/07/24",981.00
"Currency","2013/07/23",980.00
"Currency","2013/07/22",988.00
"Currency","2013/07/19",988.00
"Currency","2013/07/18",988.00
"Currency","2013/07/17",988.00
"Currency","2013/07/16",984.00
"Currency","2013/07/15",983.00
"Currency","2013/07/12",983.00
"Currency","2013/07/11",987.00
"Currency","2013/07/10",978.00
"Currency","2013/07/09",978.00
"Currency","2013/07/08",978.00
"Currency","2013/07/05",978.00
"Currency","2013/07/04",978.00
"Currency","2013/07/03",978.00
"Currency","2013/07/02",980.00
"Currency","2013/07/01",975.00
"Currency","2013/06/28",974.00
"Currency","2013/06/27",968.00
"Currency","2013/06/26",964.00
"Currency","2013/06/25",962.00
"Currency","2013/06/24",965.00
"Currency","2013/06/21",965.00
"Currency","2013/06/20",955.00
"Currency","2013/06/19",954.00
"Currency","2013/06/18",943.50
"Currency","2013/06/17",943.50
"Currency","2013/06/14",943.50
"Currency","2013/06/13",943.50
"Currency","2013/06/12",943.50
"Currency","2013/06/11",943.50
"Currency","2013/06/10",942.50
"Currency","2013/06/07",941.50
"Currency","2013/06/06",944.50
"Currency","2013/06/05",940.50
"Currency","2013/06/04",940.50
"Currency","2013/06/03",940.50
"Currency","2013/05/31",939.50
"Currency","2013/05/30",939.50
"Currency","2013/05/29",940.50
"Currency","2013/05/28",948.50
"Currency","2013/05/27",951.50
"Currency","2013/05/24",947.50
"Currency","2013/05/23",947.50
"Currency","2013/05/22",943.50
"Currency","2013/05/21",929.50
"Currency","2013/05/20",932.50
"Currency","2013/05/17",931.50
"Currency","2013/05/16",921.50
"Currency","2013/05/15",921.50
"Currency","2013/05/14",909.50
"Currency","2013/05/13",903.50
"Currency","2013/05/10",898.50
"Currency","2013/05/09",899.50
"Currency","2013/05/08",895.50
"Currency","2013/05/07",893.50
"Currency","2013/05/06",890.50
"Currency","2013/05/03",888.50
"Currency","2013/05/02",888.50
"Currency","2013/05/01",888.50
"Currency","2013/04/30",889.50
"Currency","2013/04/29",890.50
"Currency","2013/04/26",888.50
"Currency","2013/04/25",889.50
"Currency","2013/04/24",889.50
"Currency","2013/04/23",884.50
"Currency","2013/04/22",885.50
"Currency","2013/04/19",880.50
"Currency","2013/04/18",880.50
"Currency","2013/04/17",880.50
"Currency","2013/04/16",880.50
"Currency","2013/04/15",880.50
"Currency","2013/04/12",880.50
"Currency","2013/04/11",880.50
"Currency","2013/04/10",883.50
"Currency","2013/04/09",879.50
"Currency","2013/04/08",879.50
"Currency","2013/04/05",879.50
"Currency","2013/04/04",878.50
"Currency","2013/04/03",877.50
"Currency","2013/04/02",878.50
"Currency","2013/04/01",879.50
"Currency","2013/03/29",878.50
"Currency","2013/03/28",883.50
"Currency","2013/03/27",882.50
"Currency","2013/03/26",883.50
"Currency","2013/03/25",880.50
"Currency","2013/03/22",882.50
"Currency","2013/03/21",881.50
"Currency","2013/03/20",880.50
"Currency","2013/03/19",881.50
"Currency","2013/03/18",877.50
"Currency","2013/03/15",872.50
"Currency","2013/03/14",872.50
"Currency","2013/03/13",868.50
"Currency","2013/03/12",865.50
"Currency","2013/03/11",863.50
"Currency","2013/03/08",863.50
"Currency","2013/03/07",862.50
"Currency","2013/03/06",862.50
"Currency","2013/03/05",862.50
"Currency","2013/03/04",860.50
"Currency","2013/03/01",861.50
"Currency","2013/02/28",860.50
"Currency","2013/02/27",860.50
"Currency","2013/02/26",860.50
"Currency","2013/02/25",860.50
"Currency","2013/02/22",860.50
"Currency","2013/02/21",857.50
"Currency","2013/02/20",858.50
"Currency","2013/02/19",857.50
"Currency","2013/02/18",856.50
"Currency","2013/02/15",856.50
"Currency","2013/02/14",856.50
"Currency","2013/02/13",856.50
"Currency","2013/02/12",855.50
"Currency","2013/02/11",855.50
"Currency","2013/02/08",856.50
"Currency","2013/02/07",856.50
"Currency","2013/02/06",856.50
"Currency","2013/02/05",855.50
"Currency","2013/02/04",857.50
"Currency","2013/02/01",856.50
"Currency","2013/01/31",856.50
"Currency","2013/01/30",856.50
"Currency","2013/01/29",857.50
"Currency","2013/01/28",855.50
"Currency","2013/01/25",858.50
"Currency","2013/01/24",858.50
"Currency","2013/01/23",858.50
"Currency","2013/01/22",858.50
"Currency","2013/01/21",858.50
"Currency","2013/01/18",858.50
"Currency","2013/01/17",858.50
"Currency","2013/01/16",858.50
"Currency","2013/01/15",858.50
"Currency","2013/01/14",858.50
"Currency","2013/01/11",858.50
"Currency","2013/01/10",857.50
"Currency","2013/01/09",857.50
"Currency","2013/01/08",857.50
"Currency","2013/01/07",857.50
"Currency","2013/01/04",857.50
"Currency","2013/01/03",857.50
"Currency","2013/01/02",857.50
"Currency","2013/01/01",857.50
"Currency","2012/12/31",857.50
"Currency","2012/12/28",857.50
"Currency","2012/12/27",857.50
"Currency","2012/12/26",857.50
"Currency","2012/12/25",857.50
"Currency","2012/12/24",857.50
"Currency","2012/12/21",856.50
"Currency","2012/12/20",855.50
"Currency","2012/12/19",855.50
"Currency","2012/12/18",854.50
"Currency","2012/12/17",854.50
"Currency","2012/12/14",854.50
"Currency","2012/12/13",854.50
"Currency","2012/12/12",853.50
"Currency","2012/12/11",853.50
"Currency","2012/12/10",853.50
"Currency","2012/12/07",853.50
"Currency","2012/12/06",853.50
"Currency","2012/12/04",852.50
"Currency","2012/12/03",852.50
"Currency","2012/11/29",852.50
"Currency","2012/11/28",852.50
"Currency","2012/11/27",852.50
"Currency","2012/11/26",852.50
"Currency","2012/11/23",852.50
"Currency","2012/11/22",851.50
"Currency","2012/11/21",851.50
"Currency","2012/11/20",851.50
"Currency","2012/11/19",851.50
"Currency","2012/11/16",851.50
"Currency","2012/11/15",851.50
"Currency","2012/11/14",850.50
"Currency","2012/11/13",850.50
"Currency","2012/11/12",850.50
"Currency","2012/11/09",850.50
"Currency","2012/11/06",850.07
"Currency","2012/11/05",849.48
"Currency","2012/11/04",852.95
"Currency","2012/11/02",850.00
"Currency","2012/11/01",852.46
"Currency","2012/10/31",854.35
"Currency","2012/10/30",849.75
"Currency","2012/10/29",850.54
"Currency","2012/10/28",848.31
"Currency","2012/10/26",850.91
"Currency","2012/10/25",854.75
"Currency","2012/10/24",848.97
"Currency","2012/10/23",852.42
"Currency","2012/10/22",851.41
"Currency","2012/10/21",852.70
"Currency","2012/10/19",852.93
"Currency","2012/10/18",853.83
"Currency","2012/10/17",852.20
"Currency","2012/10/16",847.95
"Currency","2012/10/15",854.06
"Currency","2012/10/14",855.06
"Currency","2012/10/12",854.41
"Currency","2012/10/11",854.01
"Currency","2012/10/10",853.67
"Currency","2012/10/09",858.26
"Currency","2012/10/08",854.95
"Currency","2012/10/07",854.96
"Currency","2012/10/05",856.94
"Currency","2012/10/04",853.36
"Currency","2012/10/03",858.96
"Currency","2012/10/02",860.04
"Currency","2012/10/01",861.70
"Currency","2012/09/30",865.25
"Currency","2012/09/28",861.33
"Currency","2012/09/27",858.73
"Currency","2012/09/26",861.37
"Currency","2012/09/25",862.40
"Currency","2012/09/24",861.34
"Currency","2012/09/23",865.10
"Currency","2012/09/21",862.98
"Currency","2012/09/20",863.01
"Currency","2012/09/19",862.25
"Currency","2012/09/18",867.35
"Currency","2012/09/17",866.36
"Currency","2012/09/16",864.95
"Currency","2012/09/14",865.88
"Currency","2012/09/13",862.76
"Currency","2012/09/12",869.35
"Currency","2012/09/11",865.19
"Currency","2012/09/10",871.91
"Currency","2012/09/09",862.31
"Currency","2012/09/07",869.35
"Currency","2012/09/06",869.68
"Currency","2012/09/05",866.21
"Currency","2012/09/04",871.25
"Currency","2012/09/03",869.72
"Currency","2012/09/02",872.56
"Currency","2012/08/31",871.66
"Currency","2012/08/30",874.39
"Currency","2012/08/29",874.87
"Currency","2012/08/28",871.47
"Currency","2012/08/27",874.93
"Currency","2012/08/26",873.80
"Currency","2012/08/24",873.32
"Currency","2012/08/23",873.13
"Currency","2012/08/22",870.01
"Currency","2012/08/21",871.24
"Currency","2012/08/20",873.30
"Currency","2012/08/19",875.88
"Currency","2012/08/17",874.36
"Currency","2012/08/16",868.56
"Currency","2012/08/15",874.11
"Currency","2012/08/14",875.24
"Currency","2012/08/13",873.44
"Currency","2012/08/12",871.69
"Currency","2012/08/10",873.29
"Currency","2012/08/09",873.64
"Currency","2012/08/08",872.40
"Currency","2012/08/07",874.27
