"Indicator","Time","Value (USD/TRY)"
"Currency","2015/05/12",2.69
"Currency","2015/05/11",2.69
"Currency","2015/05/08",2.69
"Currency","2015/05/07",2.69
"Currency","2015/05/05",2.71
"Currency","2015/05/04",2.71
"Currency","2015/05/01",2.67
"Currency","2015/04/30",2.66
"Currency","2015/04/29",2.66
"Currency","2015/04/28",2.68
"Currency","2015/04/27",2.72
"Currency","2015/04/24",2.70
"Currency","2015/04/23",2.71
"Currency","2015/04/22",2.68
"Currency","2015/04/21",2.70
"Currency","2015/04/20",2.68
"Currency","2015/04/17",2.68
"Currency","2015/04/16",2.70
"Currency","2015/04/15",2.69
"Currency","2015/04/14",2.67
"Currency","2015/04/13",2.63
"Currency","2015/04/10",2.62
"Currency","2015/04/09",2.60
"Currency","2015/04/08",2.60
"Currency","2015/04/07",2.57
"Currency","2015/04/06",2.57
"Currency","2015/04/03",2.59
"Currency","2015/04/02",2.60
"Currency","2015/04/01",2.60
"Currency","2015/03/31",2.60
"Currency","2015/03/30",2.61
"Currency","2015/03/27",2.60
"Currency","2015/03/26",2.59
"Currency","2015/03/25",2.56
"Currency","2015/03/24",2.54
"Currency","2015/03/23",2.58
"Currency","2015/03/20",2.60
"Currency","2015/03/19",2.57
"Currency","2015/03/18",2.61
"Currency","2015/03/17",2.62
"Currency","2015/03/16",2.63
"Currency","2015/03/13",2.59
"Currency","2015/03/12",2.61
"Currency","2015/03/11",2.64
"Currency","2015/03/10",2.60
"Currency","2015/03/09",2.62
"Currency","2015/03/06",2.61
"Currency","2015/03/05",2.56
"Currency","2015/03/04",2.53
"Currency","2015/03/03",2.52
"Currency","2015/03/02",2.51
"Currency","2015/02/27",2.50
"Currency","2015/02/26",2.49
"Currency","2015/02/25",2.46
"Currency","2015/02/24",2.47
"Currency","2015/02/23",2.45
"Currency","2015/02/20",2.45
"Currency","2015/02/19",2.44
"Currency","2015/02/18",2.45
"Currency","2015/02/17",2.45
"Currency","2015/02/16",2.46
"Currency","2015/02/13",2.47
"Currency","2015/02/12",2.50
"Currency","2015/02/11",2.49
"Currency","2015/02/10",2.47
"Currency","2015/02/09",2.47
"Currency","2015/02/06",2.44
"Currency","2015/02/05",2.46
"Currency","2015/02/04",2.40
"Currency","2015/02/03",2.43
"Currency","2015/02/02",2.44
"Currency","2015/01/30",2.42
"Currency","2015/01/29",2.39
"Currency","2015/01/28",2.36
"Currency","2015/01/27",2.36
"Currency","2015/01/26",2.36
"Currency","2015/01/23",2.33
"Currency","2015/01/22",2.35
"Currency","2015/01/21",2.35
"Currency","2015/01/20",2.33
"Currency","2015/01/19",2.33
"Currency","2015/01/16",2.31
"Currency","2015/01/15",2.28
"Currency","2015/01/14",2.28
"Currency","2015/01/13",2.28
"Currency","2015/01/12",2.29
"Currency","2015/01/09",2.30
"Currency","2015/01/08",2.32
"Currency","2015/01/07",2.32
"Currency","2015/01/06",2.33
"Currency","2015/01/05",2.34
"Currency","2015/01/02",2.33
"Currency","2015/01/01",2.33
"Currency","2014/12/31",2.32
"Currency","2014/12/30",2.32
"Currency","2014/12/29",2.32
"Currency","2014/12/26",2.32
"Currency","2014/12/25",2.31
"Currency","2014/12/24",2.32
"Currency","2014/12/23",2.31
"Currency","2014/12/22",2.31
"Currency","2014/12/19",2.32
"Currency","2014/12/18",2.34
"Currency","2014/12/17",2.36
"Currency","2014/12/16",2.35
"Currency","2014/12/15",2.30
"Currency","2014/12/12",2.28
"Currency","2014/12/11",2.26
"Currency","2014/12/10",2.26
"Currency","2014/12/09",2.27
"Currency","2014/12/08",2.26
"Currency","2014/12/05",2.23
"Currency","2014/12/04",2.24
"Currency","2014/12/03",2.23
"Currency","2014/12/02",2.21
"Currency","2014/12/01",2.22
"Currency","2014/11/28",2.21
"Currency","2014/11/27",2.21
"Currency","2014/11/26",2.22
"Currency","2014/11/25",2.23
"Currency","2014/11/24",2.22
"Currency","2014/11/23",2.22
"Currency","2014/11/22",2.22
"Currency","2014/11/21",2.22
"Currency","2014/11/20",2.23
"Currency","2014/11/19",2.22
"Currency","2014/11/18",2.23
"Currency","2014/11/17",2.23
"Currency","2014/11/16",2.23
"Currency","2014/11/15",2.23
"Currency","2014/11/14",2.24
"Currency","2014/11/13",2.25
"Currency","2014/11/12",2.26
"Currency","2014/11/11",2.26
"Currency","2014/11/10",2.26
"Currency","2014/11/09",2.25
"Currency","2014/11/08",2.26
"Currency","2014/11/07",2.27
"Currency","2014/11/06",2.24
"Currency","2014/11/05",2.22
"Currency","2014/11/04",2.23
"Currency","2014/11/03",2.23
"Currency","2014/11/02",2.21
"Currency","2014/11/01",2.21
"Currency","2014/10/31",2.20
"Currency","2014/10/30",2.21
"Currency","2014/10/29",2.21
"Currency","2014/10/28",2.23
"Currency","2014/10/27",2.23
"Currency","2014/10/26",2.23
"Currency","2014/10/25",2.23
"Currency","2014/10/24",2.24
"Currency","2014/10/23",2.25
"Currency","2014/10/22",2.24
"Currency","2014/10/21",2.24
"Currency","2014/10/20",2.24
"Currency","2014/10/19",2.24
"Currency","2014/10/18",2.25
"Currency","2014/10/17",2.26
"Currency","2014/10/16",2.27
"Currency","2014/10/15",2.27
"Currency","2014/10/14",2.27
"Currency","2014/10/13",2.28
"Currency","2014/10/12",2.28
"Currency","2014/10/11",2.28
"Currency","2014/10/10",2.27
"Currency","2014/10/09",2.26
"Currency","2014/10/08",2.27
"Currency","2014/10/07",2.27
"Currency","2014/10/06",2.29
"Currency","2014/10/05",2.29
"Currency","2014/10/04",2.30
"Currency","2014/10/03",2.27
"Currency","2014/10/02",2.28
"Currency","2014/10/01",2.28
"Currency","2014/09/30",2.28
"Currency","2014/09/29",2.26
"Currency","2014/09/28",2.26
"Currency","2014/09/27",2.26
"Currency","2014/09/26",2.26
"Currency","2014/09/25",2.24
"Currency","2014/09/24",2.24
"Currency","2014/09/23",2.24
"Currency","2014/09/22",2.23
"Currency","2014/09/21",2.23
"Currency","2014/09/20",2.23
"Currency","2014/09/19",2.22
"Currency","2014/09/18",2.23
"Currency","2014/09/17",2.20
"Currency","2014/09/16",2.21
"Currency","2014/09/15",2.22
"Currency","2014/09/14",2.21
"Currency","2014/09/13",2.21
"Currency","2014/09/12",2.20
"Currency","2014/09/11",2.19
"Currency","2014/09/10",2.20
"Currency","2014/09/09",2.17
"Currency","2014/09/08",2.16
"Currency","2014/09/05",2.16
"Currency","2014/09/04",2.16
"Currency","2014/09/03",2.17
"Currency","2014/09/02",2.16
"Currency","2014/09/01",2.16
"Currency","2014/08/29",2.16
"Currency","2014/08/28",2.15
"Currency","2014/08/27",2.16
"Currency","2014/08/26",2.18
"Currency","2014/08/25",2.18
"Currency","2014/08/22",2.18
"Currency","2014/08/21",2.18
"Currency","2014/08/20",2.16
"Currency","2014/08/19",2.16
"Currency","2014/08/18",2.17
"Currency","2014/08/15",2.15
"Currency","2014/08/14",2.16
"Currency","2014/08/13",2.16
"Currency","2014/08/12",2.15
"Currency","2014/08/11",2.14
"Currency","2014/08/08",2.17
"Currency","2014/08/07",2.16
"Currency","2014/08/06",2.15
"Currency","2014/08/05",2.13
"Currency","2014/08/04",2.13
"Currency","2014/08/01",2.14
"Currency","2014/07/31",2.13
"Currency","2014/07/30",2.11
"Currency","2014/07/29",2.10
"Currency","2014/07/28",2.09
"Currency","2014/07/25",2.09
"Currency","2014/07/24",2.09
"Currency","2014/07/23",2.11
"Currency","2014/07/22",2.12
"Currency","2014/07/21",2.12
"Currency","2014/07/19",2.12
"Currency","2014/07/18",2.14
"Currency","2014/07/17",2.12
"Currency","2014/07/16",2.12
"Currency","2014/07/15",2.12
"Currency","2014/07/14",2.12
"Currency","2014/07/13",2.11
"Currency","2014/07/12",2.12
"Currency","2014/07/11",2.12
"Currency","2014/07/10",2.11
"Currency","2014/07/09",2.12
"Currency","2014/07/08",2.13
"Currency","2014/07/07",2.13
"Currency","2014/07/06",2.13
"Currency","2014/07/05",2.13
"Currency","2014/07/04",2.13
"Currency","2014/07/03",2.13
"Currency","2014/07/02",2.13
"Currency","2014/07/01",2.12
"Currency","2014/06/30",2.12
"Currency","2014/06/29",2.12
"Currency","2014/06/28",2.12
"Currency","2014/06/27",2.13
"Currency","2014/06/26",2.13
"Currency","2014/06/25",2.14
"Currency","2014/06/24",2.14
"Currency","2014/06/23",2.14
"Currency","2014/06/22",2.14
"Currency","2014/06/21",2.15
"Currency","2014/06/20",2.14
"Currency","2014/06/19",2.12
"Currency","2014/06/18",2.15
"Currency","2014/06/17",2.14
"Currency","2014/06/16",2.12
"Currency","2014/06/15",2.12
"Currency","2014/06/14",2.12
"Currency","2014/06/13",2.11
"Currency","2014/06/12",2.11
"Currency","2014/06/11",2.08
"Currency","2014/06/10",2.09
"Currency","2014/06/09",2.08
"Currency","2014/06/08",2.08
"Currency","2014/06/07",2.08
"Currency","2014/06/06",2.10
"Currency","2014/06/05",2.11
"Currency","2014/06/04",2.12
"Currency","2014/06/03",2.11
"Currency","2014/06/02",2.10
"Currency","2014/06/01",2.10
"Currency","2014/05/31",2.10
"Currency","2014/05/30",2.09
"Currency","2014/05/29",2.10
"Currency","2014/05/28",2.10
"Currency","2014/05/27",2.08
"Currency","2014/05/26",2.08
"Currency","2014/05/24",2.08
"Currency","2014/05/23",2.08
"Currency","2014/05/22",2.09
"Currency","2014/05/21",2.11
"Currency","2014/05/20",2.10
"Currency","2014/05/19",2.10
"Currency","2014/05/18",2.10
"Currency","2014/05/17",2.10
"Currency","2014/05/16",2.10
"Currency","2014/05/15",2.07
"Currency","2014/05/14",2.07
"Currency","2014/05/13",2.08
"Currency","2014/05/12",2.08
"Currency","2014/05/11",2.08
"Currency","2014/05/10",2.08
"Currency","2014/05/09",2.08
"Currency","2014/05/08",2.08
"Currency","2014/05/07",2.09
"Currency","2014/05/06",2.10
"Currency","2014/05/05",2.10
"Currency","2014/05/04",2.11
"Currency","2014/05/03",2.10
"Currency","2014/05/02",2.11
"Currency","2014/05/01",2.11
"Currency","2014/04/30",2.12
"Currency","2014/04/29",2.13
"Currency","2014/04/28",2.14
"Currency","2014/04/27",2.14
"Currency","2014/04/26",2.13
"Currency","2014/04/25",2.13
"Currency","2014/04/24",2.15
"Currency","2014/04/23",2.14
"Currency","2014/04/22",2.13
"Currency","2014/04/21",2.13
"Currency","2014/04/20",2.13
"Currency","2014/04/19",2.13
"Currency","2014/04/18",2.13
"Currency","2014/04/17",2.13
"Currency","2014/04/16",2.14
"Currency","2014/04/15",2.12
"Currency","2014/04/14",2.12
"Currency","2014/04/13",2.12
"Currency","2014/04/12",2.13
"Currency","2014/04/11",2.11
"Currency","2014/04/10",2.10
"Currency","2014/04/09",2.09
"Currency","2014/04/08",2.11
"Currency","2014/04/07",2.11
"Currency","2014/04/06",2.11
"Currency","2014/04/05",2.11
"Currency","2014/04/04",2.13
"Currency","2014/04/03",2.13
"Currency","2014/04/02",2.14
"Currency","2014/04/01",2.14
"Currency","2014/03/31",2.18
"Currency","2014/03/30",2.18
"Currency","2014/03/29",2.19
"Currency","2014/03/28",2.18
"Currency","2014/03/27",2.19
"Currency","2014/03/26",2.22
"Currency","2014/03/25",2.24
"Currency","2014/03/24",2.24
"Currency","2014/03/23",2.24
"Currency","2014/03/22",2.23
"Currency","2014/03/21",2.23
"Currency","2014/03/20",2.24
"Currency","2014/03/19",2.22
"Currency","2014/03/18",2.22
"Currency","2014/03/17",2.22
"Currency","2014/03/16",2.22
"Currency","2014/03/15",2.21
"Currency","2014/03/14",2.23
"Currency","2014/03/13",2.23
"Currency","2014/03/12",2.24
"Currency","2014/03/11",2.22
"Currency","2014/03/10",2.20
"Currency","2014/03/09",2.21
"Currency","2014/03/08",2.21
"Currency","2014/03/07",2.18
"Currency","2014/03/06",2.20
"Currency","2014/03/05",2.21
"Currency","2014/03/04",2.23
"Currency","2014/03/03",2.23
"Currency","2014/03/02",2.22
"Currency","2014/03/01",2.21
"Currency","2014/02/28",2.21
"Currency","2014/02/27",2.23
"Currency","2014/02/26",2.21
"Currency","2014/02/25",2.20
"Currency","2014/02/24",2.18
"Currency","2014/02/23",2.18
"Currency","2014/02/22",2.18
"Currency","2014/02/21",2.20
"Currency","2014/02/20",2.21
"Currency","2014/02/19",2.18
"Currency","2014/02/18",2.18
"Currency","2014/02/17",2.18
"Currency","2014/02/16",2.18
"Currency","2014/02/15",2.18
"Currency","2014/02/14",2.18
"Currency","2014/02/13",2.19
"Currency","2014/02/12",2.19
"Currency","2014/02/11",2.21
"Currency","2014/02/10",2.22
"Currency","2014/02/09",2.22
"Currency","2014/02/08",2.22
"Currency","2014/02/07",2.21
"Currency","2014/02/06",2.24
"Currency","2014/02/05",2.24
"Currency","2014/02/04",2.28
"Currency","2014/02/03",2.26
"Currency","2014/02/02",2.26
"Currency","2014/02/01",2.26
"Currency","2014/01/31",2.26
"Currency","2014/01/30",2.26
"Currency","2014/01/29",2.19
"Currency","2014/01/28",2.28
"Currency","2014/01/27",2.33
"Currency","2014/01/25",2.34
"Currency","2014/01/24",2.29
"Currency","2014/01/23",2.26
"Currency","2014/01/22",2.25
"Currency","2014/01/21",2.24
"Currency","2014/01/20",2.23
"Currency","2014/01/19",2.24
"Currency","2014/01/18",2.23
"Currency","2014/01/17",2.21
"Currency","2014/01/16",2.19
"Currency","2014/01/15",2.18
"Currency","2014/01/14",2.18
"Currency","2014/01/13",2.16
"Currency","2014/01/12",2.16
"Currency","2014/01/11",2.16
"Currency","2014/01/10",2.18
"Currency","2014/01/09",2.18
"Currency","2014/01/08",2.17
"Currency","2014/01/07",2.17
"Currency","2014/01/06",2.17
"Currency","2014/01/05",2.18
"Currency","2014/01/04",2.18
"Currency","2014/01/03",2.17
"Currency","2014/01/02",2.15
"Currency","2014/01/01",2.15
"Currency","2013/12/31",2.12
"Currency","2013/12/30",2.16
"Currency","2013/12/29",2.15
"Currency","2013/12/28",2.15
"Currency","2013/12/27",2.12
"Currency","2013/12/26",2.10
"Currency","2013/12/25",2.08
"Currency","2013/12/24",2.10
"Currency","2013/12/23",2.09
"Currency","2013/12/22",2.09
"Currency","2013/12/21",2.09
"Currency","2013/12/20",2.07
"Currency","2013/12/19",2.06
"Currency","2013/12/18",2.03
"Currency","2013/12/17",2.03
"Currency","2013/12/16",2.04
"Currency","2013/12/15",2.04
"Currency","2013/12/14",2.04
"Currency","2013/12/13",2.04
"Currency","2013/12/12",2.04
"Currency","2013/12/11",2.03
"Currency","2013/12/10",2.03
"Currency","2013/12/09",2.02
"Currency","2013/12/08",2.03
"Currency","2013/12/07",2.03
"Currency","2013/12/06",2.04
"Currency","2013/12/05",2.05
"Currency","2013/12/04",2.04
"Currency","2013/12/03",2.04
"Currency","2013/12/02",2.02
"Currency","2013/12/01",2.02
"Currency","2013/11/30",2.02
"Currency","2013/11/29",2.01
"Currency","2013/11/28",2.02
"Currency","2013/11/27",2.01
"Currency","2013/11/26",2.01
"Currency","2013/11/25",2.01
"Currency","2013/11/24",2.00
"Currency","2013/11/23",2.01
"Currency","2013/11/22",2.02
"Currency","2013/11/21",2.01
"Currency","2013/11/20",2.01
"Currency","2013/11/19",2.02
"Currency","2013/11/18",2.03
"Currency","2013/11/17",2.03
"Currency","2013/11/16",2.03
"Currency","2013/11/15",2.03
"Currency","2013/11/14",2.04
"Currency","2013/11/13",2.05
"Currency","2013/11/12",2.04
"Currency","2013/11/11",2.04
"Currency","2013/11/10",2.04
"Currency","2013/11/09",2.04
"Currency","2013/11/08",2.03
"Currency","2013/11/07",2.03
"Currency","2013/11/06",2.03
"Currency","2013/11/05",2.01
"Currency","2013/11/04",2.02
"Currency","2013/11/03",2.02
"Currency","2013/11/02",2.02
"Currency","2013/11/01",2.00
"Currency","2013/10/31",1.99
"Currency","2013/10/30",1.99
"Currency","2013/10/29",1.98
"Currency","2013/10/28",1.98
"Currency","2013/10/27",1.98
"Currency","2013/10/26",1.98
"Currency","2013/10/25",1.98
"Currency","2013/10/24",1.97
"Currency","2013/10/23",1.97
"Currency","2013/10/22",1.98
"Currency","2013/10/21",1.97
"Currency","2013/10/20",1.97
"Currency","2013/10/19",1.97
"Currency","2013/10/18",1.97
"Currency","2013/10/17",1.97
"Currency","2013/10/16",1.98
"Currency","2013/10/15",1.98
"Currency","2013/10/14",1.99
"Currency","2013/10/13",1.98
"Currency","2013/10/11",1.97
"Currency","2013/10/10",1.98
"Currency","2013/10/09",1.99
"Currency","2013/10/08",1.99
"Currency","2013/10/07",1.99
"Currency","2013/10/04",2.00
"Currency","2013/10/03",1.99
"Currency","2013/10/02",2.01
"Currency","2013/10/01",2.02
"Currency","2013/09/30",2.04
"Currency","2013/09/27",2.02
"Currency","2013/09/26",2.01
"Currency","2013/09/25",2.00
"Currency","2013/09/24",1.98
"Currency","2013/09/23",1.98
"Currency","2013/09/20",1.96
"Currency","2013/09/19",1.94
"Currency","2013/09/18",2.00
"Currency","2013/09/17",2.00
"Currency","2013/09/16",2.00
"Currency","2013/09/13",2.03
"Currency","2013/09/12",2.01
"Currency","2013/09/11",2.02
"Currency","2013/09/10",2.02
"Currency","2013/09/09",2.05
"Currency","2013/09/06",2.07
"Currency","2013/09/05",2.05
"Currency","2013/09/04",2.06
"Currency","2013/09/03",2.02
"Currency","2013/09/02",2.03
"Currency","2013/08/30",2.03
"Currency","2013/08/29",2.03
"Currency","2013/08/28",2.05
"Currency","2013/08/27",2.00
"Currency","2013/08/26",1.99
"Currency","2013/08/23",1.99
"Currency","2013/08/22",1.98
"Currency","2013/08/21",1.95
"Currency","2013/08/20",1.95
"Currency","2013/08/19",1.94
"Currency","2013/08/16",1.93
"Currency","2013/08/15",1.93
"Currency","2013/08/14",1.93
"Currency","2013/08/13",1.92
"Currency","2013/08/12",1.92
"Currency","2013/08/09",1.92
"Currency","2013/08/08",1.93
"Currency","2013/08/07",1.93
"Currency","2013/08/06",1.93
"Currency","2013/08/05",1.93
"Currency","2013/08/02",1.95
"Currency","2013/08/01",1.93
"Currency","2013/07/31",1.92
"Currency","2013/07/30",1.93
"Currency","2013/07/29",1.92
"Currency","2013/07/26",1.92
"Currency","2013/07/25",1.92
"Currency","2013/07/24",1.90
"Currency","2013/07/23",1.91
"Currency","2013/07/22",1.92
"Currency","2013/07/19",1.92
"Currency","2013/07/18",1.91
"Currency","2013/07/17",1.92
"Currency","2013/07/16",1.93
"Currency","2013/07/15",1.95
"Currency","2013/07/12",1.95
"Currency","2013/07/11",1.92
"Currency","2013/07/10",1.94
"Currency","2013/07/09",1.95
"Currency","2013/07/08",1.96
"Currency","2013/07/05",1.94
"Currency","2013/07/04",1.94
"Currency","2013/07/03",1.93
"Currency","2013/07/02",1.92
"Currency","2013/07/01",1.93
"Currency","2013/06/28",1.92
"Currency","2013/06/27",1.93
"Currency","2013/06/26",1.93
"Currency","2013/06/25",1.94
"Currency","2013/06/24",1.94
"Currency","2013/06/21",1.94
"Currency","2013/06/20",1.90
"Currency","2013/06/19",1.89
"Currency","2013/06/18",1.87
"Currency","2013/06/17",1.88
"Currency","2013/06/14",1.86
"Currency","2013/06/13",1.87
"Currency","2013/06/12",1.89
"Currency","2013/06/11",1.90
"Currency","2013/06/10",1.88
"Currency","2013/06/07",1.89
"Currency","2013/06/06",1.89
"Currency","2013/06/05",1.87
"Currency","2013/06/04",1.88
"Currency","2013/06/03",1.89
"Currency","2013/05/31",1.87
"Currency","2013/05/30",1.86
"Currency","2013/05/29",1.86
"Currency","2013/05/28",1.84
"Currency","2013/05/27",1.84
"Currency","2013/05/24",1.85
"Currency","2013/05/23",1.85
"Currency","2013/05/22",1.84
"Currency","2013/05/21",1.84
"Currency","2013/05/20",1.84
"Currency","2013/05/17",1.82
"Currency","2013/05/16",1.82
"Currency","2013/05/15",1.81
"Currency","2013/05/14",1.81
"Currency","2013/05/13",1.80
"Currency","2013/05/10",1.80
"Currency","2013/05/09",1.79
"Currency","2013/05/08",1.80
"Currency","2013/05/07",1.80
"Currency","2013/05/06",1.79
