"Indicator","Time","Value (USD/TZS)"
"Currency","2004/08/02",1079.00
"Currency","2004/07/30",1079.00
"Currency","2004/07/29",1079.00
"Currency","2004/07/28",1079.00
"Currency","2004/07/27",1079.00
"Currency","2004/07/26",1079.00
"Currency","2004/07/23",1079.00
"Currency","2004/07/22",1079.00
"Currency","2004/07/21",1072.00
"Currency","2004/07/20",1072.00
"Currency","2004/07/19",1072.00
"Currency","2004/07/16",1075.60
"Currency","2004/07/15",1065.00
"Currency","2004/07/14",1065.00
"Currency","2004/07/13",1067.00
"Currency","2004/07/12",1075.00
"Currency","2004/07/09",1074.00
"Currency","2004/07/08",1080.00
"Currency","2004/07/07",1080.00
"Currency","2004/07/06",1080.00
"Currency","2004/07/05",1080.00
"Currency","2004/07/02",1088.00
"Currency","2004/07/01",1088.00
"Currency","2004/06/30",1088.00
"Currency","2004/06/29",1088.00
"Currency","2004/06/28",1088.00
"Currency","2004/06/25",1088.00
"Currency","2004/06/24",1088.00
"Currency","2004/06/23",1088.00
"Currency","2004/06/22",1088.00
"Currency","2004/06/21",1085.30
"Currency","2004/06/18",1088.00
"Currency","2004/06/17",1088.00
"Currency","2004/06/16",1088.00
"Currency","2004/06/15",1088.00
"Currency","2004/06/14",1088.00
"Currency","2004/06/11",1088.00
"Currency","2004/06/10",1088.00
"Currency","2004/06/09",1088.00
"Currency","2004/06/08",1088.00
"Currency","2004/06/07",1088.00
"Currency","2004/06/04",1088.00
"Currency","2004/06/03",1088.00
"Currency","2004/06/02",1088.00
"Currency","2004/06/01",1088.00
"Currency","2004/05/31",1088.00
"Currency","2004/05/28",1088.00
"Currency","2004/05/27",1088.00
"Currency","2004/05/26",1088.00
"Currency","2004/05/25",1088.00
"Currency","2004/05/24",1088.00
"Currency","2004/05/21",1091.60
"Currency","2004/05/20",1088.00
"Currency","2004/05/19",1088.00
"Currency","2004/05/18",1088.00
"Currency","2004/05/17",1088.00
"Currency","2004/05/14",1088.00
"Currency","2004/05/13",1086.00
"Currency","2004/05/12",1086.00
"Currency","2004/05/11",1086.00
"Currency","2004/05/10",1086.00
"Currency","2004/05/07",1091.30
"Currency","2004/05/06",1086.00
"Currency","2004/05/05",1085.00
"Currency","2004/05/04",1090.00
"Currency","2004/05/03",1093.00
"Currency","2004/04/30",1093.00
"Currency","2004/04/29",1093.00
"Currency","2004/04/28",1092.00
"Currency","2004/04/27",1088.00
"Currency","2004/04/26",1081.00
"Currency","2004/04/23",1089.30
"Currency","2004/04/22",1081.00
"Currency","2004/04/21",1081.00
"Currency","2004/04/20",1081.00
"Currency","2004/04/19",1081.00
"Currency","2004/04/16",1081.00
"Currency","2004/04/15",1081.00
"Currency","2004/04/14",1081.00
"Currency","2004/04/13",1081.00
"Currency","2004/04/08",1081.00
"Currency","2004/04/07",1081.00
"Currency","2004/04/06",1081.00
"Currency","2004/04/05",1081.00
"Currency","2004/04/02",1081.00
"Currency","2004/04/01",1081.00
"Currency","2004/03/31",1081.00
"Currency","2004/03/30",1081.00
"Currency","2004/03/29",1083.60
"Currency","2004/03/26",1081.00
"Currency","2004/03/25",1081.00
"Currency","2004/03/24",1081.00
"Currency","2004/03/23",1081.00
"Currency","2004/03/22",1081.00
"Currency","2004/03/19",1081.00
"Currency","2004/03/18",1081.00
"Currency","2004/03/17",1081.00
"Currency","2004/03/16",1081.00
"Currency","2004/03/15",1081.00
"Currency","2004/03/12",1083.00
"Currency","2004/03/11",1080.00
"Currency","2004/03/10",1080.00
"Currency","2004/03/09",1084.80
"Currency","2004/03/08",1086.40
"Currency","2004/03/05",1082.50
"Currency","2004/03/04",1080.00
"Currency","2004/03/03",1080.00
"Currency","2004/03/02",1080.00
"Currency","2004/03/01",1080.00
"Currency","2004/02/27",1080.00
"Currency","2004/02/26",1080.00
"Currency","2004/02/25",1080.00
"Currency","2004/02/24",1080.00
"Currency","2004/02/23",1080.00
"Currency","2004/02/20",1085.70
"Currency","2004/02/19",1080.00
"Currency","2004/02/18",1080.00
"Currency","2004/02/17",1080.00
"Currency","2004/02/16",1080.00
"Currency","2004/02/13",1080.00
"Currency","2004/02/12",1080.00
"Currency","2004/02/11",1080.00
"Currency","2004/02/10",1080.00
"Currency","2004/02/09",1080.00
"Currency","2004/02/06",1080.00
"Currency","2004/02/05",1080.00
"Currency","2004/02/04",1038.00
"Currency","2004/02/03",1038.00
"Currency","2004/02/02",1038.00
"Currency","2004/01/30",1082.20
"Currency","2004/01/29",1038.00
"Currency","2004/01/28",1038.00
"Currency","2004/01/27",1038.00
"Currency","2004/01/26",1038.00
"Currency","2004/01/23",1038.00
"Currency","2004/01/22",1038.00
"Currency","2004/01/21",1038.00
"Currency","2004/01/20",1038.00
"Currency","2004/01/19",1038.00
"Currency","2004/01/16",1038.00
"Currency","2004/01/15",1038.00
"Currency","2004/01/14",1038.00
"Currency","2004/01/13",1038.00
"Currency","2004/01/12",1038.00
"Currency","2004/01/09",1038.00
"Currency","2004/01/08",1038.00
"Currency","2004/01/07",1038.00
"Currency","2004/01/06",1029.00
"Currency","2004/01/05",1029.00
"Currency","2004/01/02",1033.10
"Currency","2004/01/01",1029.00
"Currency","2003/12/31",1029.00
"Currency","2003/12/30",1029.00
"Currency","2003/12/29",1029.00
"Currency","2003/12/26",1029.00
"Currency","2003/12/25",1029.00
"Currency","2003/12/24",1029.00
"Currency","2003/12/23",1029.00
"Currency","2003/12/22",1029.00
"Currency","2003/12/19",1029.00
"Currency","2003/12/18",1029.00
"Currency","2003/12/17",1029.00
"Currency","2003/12/16",1029.00
"Currency","2003/12/15",1037.80
"Currency","2003/12/12",1029.00
"Currency","2003/12/11",1029.00
"Currency","2003/12/10",1029.00
"Currency","2003/12/09",1029.00
"Currency","2003/12/08",1027.20
"Currency","2003/12/05",1029.00
"Currency","2003/12/04",1015.00
"Currency","2003/12/03",1015.00
"Currency","2003/12/02",1022.60
"Currency","2003/12/01",1015.00
"","",""
"Data Source: http://www.tradingeconomics.com","",""
"Downloaded from http://vam.wfp.org on 11 Jun 2018","",""
