"Indicator","Time","Value (USD/TZS)"
"Currency","2015/06/04",2105.20
"Currency","2015/06/03",2101.90
"Currency","2015/06/02",2069.20
"Currency","2015/06/01",2038.40
"Currency","2015/05/29",2045.60
"Currency","2015/05/28",2023.00
"Currency","2015/05/27",2020.10
"Currency","2015/05/26",2013.90
"Currency","2015/05/25",2005.90
"Currency","2015/05/22",2000.80
"Currency","2015/05/21",1989.40
"Currency","2015/05/20",1985.80
"Currency","2015/05/19",1982.00
"Currency","2015/05/18",1965.80
"Currency","2015/05/15",1971.50
"Currency","2015/05/14",1965.20
"Currency","2015/05/13",1961.70
"Currency","2015/05/12",1939.00
"Currency","2015/05/11",1944.10
"Currency","2015/05/08",1946.80
"Currency","2015/05/07",1936.90
"Currency","2015/05/05",1953.90
"Currency","2015/05/04",1935.50
"Currency","2015/05/01",1940.70
"Currency","2015/04/30",1939.90
"Currency","2015/04/29",1939.70
"Currency","2015/04/28",1930.20
"Currency","2015/04/27",1894.10
"Currency","2015/04/24",1888.30
"Currency","2015/04/23",1879.40
"Currency","2015/04/22",1858.50
"Currency","2015/04/21",1847.00
"Currency","2015/04/20",1851.10
"Currency","2015/04/17",1839.00
"Currency","2015/04/16",1841.40
"Currency","2015/04/15",1823.20
"Currency","2015/04/14",1812.40
"Currency","2015/04/13",1806.80
"Currency","2015/04/10",1807.50
"Currency","2015/04/09",1809.30
"Currency","2015/04/08",1808.40
"Currency","2015/04/07",1783.80
"Currency","2015/04/06",1800.60
"Currency","2015/04/03",1799.90
"Currency","2015/04/02",1804.20
"Currency","2015/04/01",1808.70
"Currency","2015/03/31",1807.50
"Currency","2015/03/30",1800.90
"Currency","2015/03/27",1789.00
"Currency","2015/03/26",1794.00
"Currency","2015/03/25",1796.30
"Currency","2015/03/24",1796.30
"Currency","2015/03/23",1804.60
"Currency","2015/03/20",1810.90
"Currency","2015/03/19",1811.20
"Currency","2015/03/18",1810.10
"Currency","2015/03/17",1800.60
"Currency","2015/03/16",1804.70
"Currency","2015/03/13",1790.60
"Currency","2015/03/12",1787.50
"Currency","2015/03/11",1786.80
"Currency","2015/03/10",1779.60
"Currency","2015/03/09",1787.90
"Currency","2015/03/06",1788.80
"Currency","2015/03/05",1791.90
"Currency","2015/03/04",1790.00
"Currency","2015/03/03",1795.20
"Currency","2015/03/02",1787.80
"Currency","2015/02/27",1776.50
"Currency","2015/02/26",1775.80
"Currency","2015/02/25",1767.10
"Currency","2015/02/24",1785.70
"Currency","2015/02/23",1791.50
"Currency","2015/02/20",1800.80
"Currency","2015/02/19",1795.50
"Currency","2015/02/18",1788.20
"Currency","2015/02/17",1786.20
"Currency","2015/02/16",1784.80
"Currency","2015/02/13",1781.10
"Currency","2015/02/12",1779.10
"Currency","2015/02/11",1774.80
"Currency","2015/02/10",1784.50
"Currency","2015/02/09",1791.90
"Currency","2015/02/06",1787.40
"Currency","2015/02/05",1777.10
"Currency","2015/02/04",1768.90
"Currency","2015/02/03",1721.30
"Currency","2015/02/02",1738.10
"Currency","2015/01/30",1741.30
"Currency","2015/01/29",1774.50
"Currency","2015/01/28",1774.80
"Currency","2015/01/27",1780.00
"Currency","2015/01/26",1771.30
"Currency","2015/01/23",1790.40
"Currency","2015/01/22",1769.90
"Currency","2015/01/21",1757.00
"Currency","2015/01/20",1745.60
"Currency","2015/01/19",1731.30
"Currency","2015/01/16",1730.50
"Currency","2015/01/15",1706.80
"Currency","2015/01/14",1707.60
"Currency","2015/01/13",1701.80
"Currency","2015/01/12",1696.90
"Currency","2015/01/09",1693.50
"Currency","2015/01/08",1690.20
"Currency","2015/01/07",1687.70
"Currency","2015/01/06",1690.70
"Currency","2015/01/05",1697.00
"Currency","2015/01/02",1701.80
"Currency","2015/01/01",1694.10
"Currency","2014/12/31",1703.70
"Currency","2014/12/30",1693.80
"Currency","2014/12/29",1684.00
"Currency","2014/12/26",1670.80
"Currency","2014/12/25",1670.80
"Currency","2014/12/24",1670.80
"Currency","2014/12/23",1657.70
"Currency","2014/12/22",1657.10
"Currency","2014/12/19",1658.10
"Currency","2014/12/18",1668.50
"Currency","2014/12/17",1677.80
"Currency","2014/12/16",1682.10
"Currency","2014/12/15",1690.10
"Currency","2014/12/12",1698.70
"Currency","2014/12/11",1699.60
"Currency","2014/12/10",1706.90
"Currency","2014/12/09",1706.20
"Currency","2014/12/08",1704.30
"Currency","2014/12/05",1708.10
"Currency","2014/12/04",1710.20
"Currency","2014/12/03",1713.50
"Currency","2014/12/02",1701.80
"Currency","2014/12/01",1704.00
"Currency","2014/11/28",1704.00
"Currency","2014/11/27",1687.60
"Currency","2014/11/26",1695.80
"Currency","2014/11/25",1694.00
"Currency","2014/11/24",1696.60
"Currency","2014/11/23",1728.50
"Currency","2014/11/22",1728.50
"Currency","2014/11/21",1693.00
"Currency","2014/11/20",1693.70
"Currency","2014/11/19",1687.70
"Currency","2014/11/18",1691.40
"Currency","2014/11/17",1681.00
"Currency","2014/11/16",1730.50
"Currency","2014/11/15",1730.50
"Currency","2014/11/14",1683.40
"Currency","2014/11/13",1694.50
"Currency","2014/11/12",1668.50
"Currency","2014/11/11",1682.30
"Currency","2014/11/10",1661.40
"Currency","2014/11/09",1703.50
"Currency","2014/11/08",1703.50
"Currency","2014/11/07",1690.10
"Currency","2014/11/06",1665.40
"Currency","2014/11/05",1662.40
"Currency","2014/11/04",1680.70
"Currency","2014/11/03",1676.90
"Currency","2014/11/02",1703.50
"Currency","2014/11/01",1703.50
"Currency","2014/10/31",1669.60
"Currency","2014/10/30",1681.50
"Currency","2014/10/29",1664.60
"Currency","2014/10/28",1665.40
"Currency","2014/10/27",1671.20
"Currency","2014/10/26",1683.50
"Currency","2014/10/25",1711.50
"Currency","2014/10/24",1673.00
"Currency","2014/10/23",1663.00
"Currency","2014/10/22",1661.10
"Currency","2014/10/21",1654.10
"Currency","2014/10/20",1649.20
"Currency","2014/10/19",1691.50
"Currency","2014/10/18",1691.50
"Currency","2014/10/17",1645.10
"Currency","2014/10/16",1627.10
"Currency","2014/10/15",1649.00
"Currency","2014/10/14",1640.90
"Currency","2014/10/13",1650.80
"Currency","2014/10/12",1683.50
"Currency","2014/10/11",1683.50
"Currency","2014/10/10",1654.30
"Currency","2014/10/09",1638.00
"Currency","2014/10/08",1629.50
"Currency","2014/10/07",1626.30
"Currency","2014/10/06",1652.10
"Currency","2014/10/05",1676.50
"Currency","2014/10/04",1676.50
"Currency","2014/10/03",1637.00
"Currency","2014/10/02",1635.30
"Currency","2014/10/01",1632.70
"Currency","2014/09/30",1639.50
"Currency","2014/09/29",1644.30
"Currency","2014/09/28",1673.50
"Currency","2014/09/27",1673.50
"Currency","2014/09/26",1630.30
"Currency","2014/09/25",1644.20
"Currency","2014/09/24",1640.90
"Currency","2014/09/23",1634.20
"Currency","2014/09/22",1635.40
"Currency","2014/09/21",1666.50
"Currency","2014/09/20",1666.50
"Currency","2014/09/19",1623.40
"Currency","2014/09/18",1644.00
"Currency","2014/09/17",1626.90
"Currency","2014/09/16",1624.50
"Currency","2014/09/15",1622.60
"Currency","2014/09/14",1661.50
"Currency","2014/09/13",1661.50
"Currency","2014/09/12",1625.90
"Currency","2014/09/11",1632.00
"Currency","2014/09/10",1618.70
"Currency","2014/09/09",1623.40
"Currency","2014/09/08",1622.70
"Currency","2014/09/05",1647.60
"Currency","2014/09/04",1625.30
"Currency","2014/09/03",1624.90
"Currency","2014/09/02",1625.60
"Currency","2014/09/01",1635.80
"Currency","2014/08/29",1630.10
"Currency","2014/08/28",1628.80
"Currency","2014/08/27",1632.00
"Currency","2014/08/26",1633.10
"Currency","2014/08/25",1634.40
"Currency","2014/08/22",1631.00
"Currency","2014/08/21",1630.10
"Currency","2014/08/20",1630.60
"Currency","2014/08/19",1626.60
"Currency","2014/08/18",1625.00
"Currency","2014/08/15",1625.90
"Currency","2014/08/14",1622.40
"Currency","2014/08/13",1623.20
"Currency","2014/08/12",1622.70
"Currency","2014/08/11",1623.80
"Currency","2014/08/08",1622.70
"Currency","2014/08/07",1622.20
"Currency","2014/08/06",1626.10
"Currency","2014/08/05",1623.70
"Currency","2014/08/04",1623.70
"Currency","2014/08/01",1622.70
"Currency","2014/07/31",1623.80
"Currency","2014/07/30",1623.90
"Currency","2014/07/29",1624.30
"Currency","2014/07/28",1625.10
"Currency","2014/07/25",1626.20
"Currency","2014/07/24",1625.80
"Currency","2014/07/23",1629.00
"Currency","2014/07/22",1625.10
"Currency","2014/07/21",1623.00
"Currency","2014/07/19",1661.50
"Currency","2014/07/18",1624.00
"Currency","2014/07/17",1622.90
"Currency","2014/07/16",1621.20
"Currency","2014/07/15",1623.00
"Currency","2014/07/14",1627.10
"Currency","2014/07/13",1665.50
"Currency","2014/07/12",1665.50
"Currency","2014/07/11",1633.00
"Currency","2014/07/10",1629.60
"Currency","2014/07/09",1628.20
"Currency","2014/07/08",1628.20
"Currency","2014/07/07",1628.30
"Currency","2014/07/06",1663.50
"Currency","2014/07/05",1663.50
"Currency","2014/07/04",1623.40
"Currency","2014/07/03",1621.50
"Currency","2014/07/02",1619.30
"Currency","2014/07/01",1618.30
"Currency","2014/06/30",1617.10
"Currency","2014/06/29",1653.50
"Currency","2014/06/28",1653.50
"Currency","2014/06/27",1628.30
"Currency","2014/06/26",1638.10
"Currency","2014/06/25",1644.40
"Currency","2014/06/24",1644.40
"Currency","2014/06/23",1647.10
"Currency","2014/06/22",1683.50
"Currency","2014/06/21",1683.50
"Currency","2014/06/20",1645.80
"Currency","2014/06/19",1646.20
"Currency","2014/06/18",1647.80
"Currency","2014/06/17",1646.40
"Currency","2014/06/16",1649.90
"Currency","2014/06/15",1683.50
"Currency","2014/06/14",1683.50
"Currency","2014/06/13",1653.70
"Currency","2014/06/12",1653.30
"Currency","2014/06/11",1650.10
"Currency","2014/06/10",1647.40
"Currency","2014/06/09",1643.10
"Currency","2014/06/08",1678.50
"Currency","2014/06/07",1678.50
"Currency","2014/06/06",1637.10
"Currency","2014/06/05",1638.20
"Currency","2014/06/04",1634.80
"Currency","2014/06/03",1635.60
"Currency","2014/06/02",1628.50
"Currency","2014/06/01",1663.50
"Currency","2014/05/31",1663.50
"Currency","2014/05/30",1624.40
"Currency","2014/05/29",1626.30
"Currency","2014/05/28",1627.60
"Currency","2014/05/27",1624.30
"Currency","2014/05/26",1626.60
"Currency","2014/05/24",1661.50
"Currency","2014/05/23",1627.30
"Currency","2014/05/22",1622.60
"Currency","2014/05/21",1619.60
"Currency","2014/05/20",1617.40
"Currency","2014/05/19",1614.80
"Currency","2014/05/18",1648.50
"Currency","2014/05/17",1648.50
"Currency","2014/05/16",1615.60
"Currency","2014/05/15",1614.30
"Currency","2014/05/14",1614.30
"Currency","2014/05/13",1613.00
"Currency","2014/05/12",1613.20
"Currency","2014/05/11",1647.50
"Currency","2014/05/10",1647.50
"Currency","2014/05/09",1613.20
"Currency","2014/05/08",1614.20
"Currency","2014/05/07",1611.50
"Currency","2014/05/06",1611.00
"Currency","2014/05/05",1609.10
"Currency","2014/05/04",1645.50
"Currency","2014/05/03",1645.50
"Currency","2014/05/02",1601.30
"Currency","2014/05/01",1607.80
"Currency","2014/04/30",1607.00
"Currency","2014/04/29",1605.80
"Currency","2014/04/28",1608.30
"Currency","2014/04/27",1641.50
"Currency","2014/04/26",1641.50
"Currency","2014/04/25",1608.40
"Currency","2014/04/24",1603.90
"Currency","2014/04/23",1599.50
"Currency","2014/04/22",1602.20
"Currency","2014/04/21",1603.20
"Currency","2014/04/20",1633.50
"Currency","2014/04/19",1633.50
"Currency","2014/04/18",1598.70
"Currency","2014/04/17",1598.70
"Currency","2014/04/16",1595.20
"Currency","2014/04/15",1596.70
"Currency","2014/04/14",1601.40
"Currency","2014/04/13",1630.50
"Currency","2014/04/12",1630.50
"Currency","2014/04/11",1596.40
"Currency","2014/04/10",1594.60
"Currency","2014/04/09",1595.60
"Currency","2014/04/08",1598.00
"Currency","2014/04/07",1598.10
"Currency","2014/04/06",1630.50
"Currency","2014/04/05",1630.50
"Currency","2014/04/04",1595.20
"Currency","2014/04/03",1601.10
"Currency","2014/04/02",1596.20
"Currency","2014/04/01",1600.80
"Currency","2014/03/31",1596.40
"Currency","2014/03/30",1636.50
"Currency","2014/03/29",1635.50
"Currency","2014/03/28",1602.10
"Currency","2014/03/27",1604.90
"Currency","2014/03/26",1600.70
"Currency","2014/03/25",1601.50
"Currency","2014/03/24",1603.50
"Currency","2014/03/23",1636.50
"Currency","2014/03/22",1636.50
"Currency","2014/03/21",1602.10
"Currency","2014/03/20",1602.30
"Currency","2014/03/19",1602.70
"Currency","2014/03/18",1599.90
"Currency","2014/03/17",1593.60
"Currency","2014/03/16",1635.50
"Currency","2014/03/15",1635.50
"Currency","2014/03/14",1590.90
"Currency","2014/03/13",1593.50
"Currency","2014/03/12",1594.30
"Currency","2014/03/11",1595.10
"Currency","2014/03/10",1596.70
"Currency","2014/03/09",1631.50
"Currency","2014/03/08",1631.50
"Currency","2014/03/07",1594.50
"Currency","2014/03/06",1592.20
"Currency","2014/03/05",1590.80
"Currency","2014/03/04",1590.80
"Currency","2014/03/03",1588.90
"Currency","2014/03/02",1623.50
"Currency","2014/03/01",1623.50
"Currency","2014/02/28",1588.10
"Currency","2014/02/27",1587.80
"Currency","2014/02/26",1588.10
"Currency","2014/02/25",1588.80
"Currency","2014/02/24",1584.70
"Currency","2014/02/23",1625.50
"Currency","2014/02/22",1625.50
"Currency","2014/02/21",1590.40
"Currency","2014/02/20",1593.70
"Currency","2014/02/19",1593.20
"Currency","2014/02/18",1587.20
"Currency","2014/02/17",1589.30
"Currency","2014/02/16",1623.50
"Currency","2014/02/15",1623.50
"Currency","2014/02/14",1585.60
"Currency","2014/02/13",1585.10
"Currency","2014/02/12",1590.30
"Currency","2014/02/11",1585.00
"Currency","2014/02/10",1578.50
"Currency","2014/02/09",1618.50
"Currency","2014/02/08",1618.50
"Currency","2014/02/07",1586.00
"Currency","2014/02/06",1582.00
"Currency","2014/02/05",1584.20
"Currency","2014/02/04",1585.20
"Currency","2014/02/03",1593.40
"Currency","2014/02/02",1621.50
"Currency","2014/02/01",1621.50
"Currency","2014/01/31",1584.70
"Currency","2014/01/30",1590.00
"Currency","2014/01/29",1584.70
"Currency","2014/01/28",1585.70
"Currency","2014/01/27",1589.50
"Currency","2014/01/25",1617.50
"Currency","2014/01/24",1582.80
"Currency","2014/01/23",1582.80
"Currency","2014/01/22",1578.80
"Currency","2014/01/21",1575.80
"Currency","2014/01/20",1582.70
"Currency","2014/01/19",1608.50
"Currency","2014/01/18",1608.50
"Currency","2014/01/17",1578.60
"Currency","2014/01/16",1580.10
"Currency","2014/01/15",1584.00
"Currency","2014/01/14",1584.20
"Currency","2014/01/13",1577.50
"Currency","2014/01/12",1616.50
"Currency","2014/01/11",1616.50
"Currency","2014/01/10",1579.70
"Currency","2014/01/09",1577.20
"Currency","2014/01/08",1573.90
"Currency","2014/01/07",1568.40
"Currency","2014/01/06",1558.20
"Currency","2014/01/05",1593.50
"Currency","2014/01/04",1593.50
"Currency","2014/01/03",1552.90
"Currency","2014/01/02",1552.30
"Currency","2014/01/01",1549.30
"Currency","2013/12/31",1551.90
"Currency","2013/12/30",1562.30
"Currency","2013/12/29",1581.50
"Currency","2013/12/28",1581.50
"Currency","2013/12/27",1526.00
"Currency","2013/12/26",1527.50
"Currency","2013/12/25",1545.20
"Currency","2013/12/24",1545.20
"Currency","2013/12/23",1552.00
"Currency","2013/12/22",1592.50
"Currency","2013/12/21",1592.50
"Currency","2013/12/20",1565.50
"Currency","2013/12/19",1568.60
"Currency","2013/12/18",1572.90
"Currency","2013/12/17",1569.60
"Currency","2013/12/16",1569.50
"Currency","2013/12/15",1603.50
"Currency","2013/12/14",1603.50
"Currency","2013/12/13",1573.30
"Currency","2013/12/12",1571.60
"Currency","2013/12/11",1571.40
"Currency","2013/12/10",1577.50
"Currency","2013/12/09",1565.60
"Currency","2013/12/08",1603.50
"Currency","2013/12/07",1603.50
"Currency","2013/12/06",1570.60
"Currency","2013/12/05",1571.80
"Currency","2013/12/04",1571.00
"Currency","2013/12/03",1573.40
"Currency","2013/12/02",1576.20
"Currency","2013/12/01",1611.50
"Currency","2013/11/30",1611.50
"Currency","2013/11/29",1572.90
"Currency","2013/11/28",1574.70
"Currency","2013/11/27",1573.30
"Currency","2013/11/26",1573.30
"Currency","2013/11/25",1572.10
"Currency","2013/11/24",1608.50
"Currency","2013/11/23",1608.50
"Currency","2013/11/22",1566.00
"Currency","2013/11/21",1566.00
"Currency","2013/11/20",1567.40
"Currency","2013/11/19",1567.40
"Currency","2013/11/18",1567.40
"Currency","2013/11/17",1605.50
"Currency","2013/11/16",1605.50
"Currency","2013/11/15",1568.70
"Currency","2013/11/14",1562.00
"Currency","2013/11/13",1564.80
"Currency","2013/11/12",1568.70
"Currency","2013/11/11",1575.00
"Currency","2013/11/10",1603.50
"Currency","2013/11/09",1603.50
"Currency","2013/11/08",1579.40
"Currency","2013/11/07",1569.80
"Currency","2013/11/06",1570.30
"Currency","2013/11/05",1567.40
"Currency","2013/11/04",1571.00
"Currency","2013/11/03",1603.50
"Currency","2013/11/02",1603.50
"Currency","2013/11/01",1574.80
"Currency","2013/10/31",1573.90
"Currency","2013/10/30",1569.90
"Currency","2013/10/29",1572.40
"Currency","2013/10/28",1568.60
"Currency","2013/10/27",1603.50
"Currency","2013/10/26",1603.50
"Currency","2013/10/25",1571.50
"Currency","2013/10/24",1566.60
"Currency","2013/10/23",1561.20
"Currency","2013/10/22",1571.60
"Currency","2013/10/21",1572.90
"Currency","2013/10/20",1608.50
"Currency","2013/10/19",1608.50
"Currency","2013/10/18",1565.30
"Currency","2013/10/17",1585.40
"Currency","2013/10/16",1566.40
"Currency","2013/10/15",1572.50
"Currency","2013/10/14",1573.60
"Currency","2013/10/13",1608.50
"Currency","2013/10/11",1571.20
"Currency","2013/10/10",1571.70
"Currency","2013/10/09",1570.60
"Currency","2013/10/08",1608.50
"Currency","2013/10/07",1574.00
"Currency","2013/10/04",1570.00
"Currency","2013/10/03",1566.00
"Currency","2013/10/02",1571.50
"Currency","2013/10/01",1568.20
"Currency","2013/09/30",1571.90
"Currency","2013/09/27",1575.10
"Currency","2013/09/26",1573.30
"Currency","2013/09/25",1576.40
"Currency","2013/09/24",1580.50
"Currency","2013/09/23",1579.20
"Currency","2013/09/20",1580.70
"Currency","2013/09/19",1556.60
"Currency","2013/09/18",1577.20
"Currency","2013/09/17",1579.20
"Currency","2013/09/16",1567.20
"Currency","2013/09/13",1576.30
"Currency","2013/09/12",1570.60
"Currency","2013/09/11",1571.90
"Currency","2013/09/10",1571.70
"Currency","2013/09/09",1572.70
"Currency","2013/09/06",1589.90
"Currency","2013/09/05",1576.30
"Currency","2013/09/04",1579.80
"Currency","2013/09/03",1581.80
"Currency","2013/09/02",1584.00
"Currency","2013/08/30",1580.80
"Currency","2013/08/29",1582.50
"Currency","2013/08/28",1575.20
"Currency","2013/08/27",1579.00
"Currency","2013/08/26",1577.90
"Currency","2013/08/23",1573.50
"Currency","2013/08/22",1583.70
"Currency","2013/08/21",1576.40
"Currency","2013/08/20",1582.30
"Currency","2013/08/19",1579.30
"Currency","2013/08/16",1572.70
"Currency","2013/08/15",1576.20
"Currency","2013/08/14",1582.60
"Currency","2013/08/13",1582.30
"Currency","2013/08/12",1586.20
"Currency","2013/08/09",1579.80
"Currency","2013/08/08",1575.70
"Currency","2013/08/07",1577.10
"Currency","2013/08/06",1586.00
"Currency","2013/08/05",1572.50
"Currency","2013/08/02",1582.90
"Currency","2013/08/01",1575.40
"Currency","2013/07/31",1583.00
"Currency","2013/07/30",1585.40
"Currency","2013/07/29",1583.20
"Currency","2013/07/26",1574.50
"Currency","2013/07/25",1588.40
"Currency","2013/07/24",1576.10
"Currency","2013/07/23",1582.50
"Currency","2013/07/22",1581.40
"Currency","2013/07/19",1582.50
"Currency","2013/07/18",1586.60
"Currency","2013/07/17",1572.60
"Currency","2013/07/16",1573.00
"Currency","2013/07/15",1579.80
"Currency","2013/07/12",1577.20
"Currency","2013/07/11",1560.30
"Currency","2013/07/10",1590.50
"Currency","2013/07/09",1585.00
"Currency","2013/07/08",1593.30
"Currency","2013/07/05",1599.60
"Currency","2013/07/04",1583.10
"Currency","2013/07/03",1599.40
"Currency","2013/07/02",1593.90
"Currency","2013/07/01",1600.80
"Currency","2013/06/28",1577.40
"Currency","2013/06/27",1580.40
"Currency","2013/06/26",1595.70
"Currency","2013/06/25",1594.90
"Currency","2013/06/24",1612.10
"Currency","2013/06/21",1600.00
"Currency","2013/06/20",1616.80
"Currency","2013/06/19",1593.80
"Currency","2013/06/18",1599.80
"Currency","2013/06/17",1599.00
"Currency","2013/06/14",1597.60
"Currency","2013/06/13",1594.90
"Currency","2013/06/12",1583.90
"Currency","2013/06/11",1583.90
"Currency","2013/06/10",1583.90
"Currency","2013/06/07",1583.90
"Currency","2013/06/06",1593.30
"Currency","2013/06/05",1598.00
"Currency","2013/06/04",1588.40
"Currency","2013/06/03",1595.70
"Currency","2013/05/31",1587.90
"Currency","2013/05/30",1594.30
"Currency","2013/05/29",1598.30
"Currency","2013/05/28",1591.50
"Currency","2013/05/27",1593.70
"Currency","2013/05/24",1585.60
"Currency","2013/05/23",1597.80
"Currency","2013/05/22",1585.00
"Currency","2013/05/21",1591.00
"Currency","2013/05/20",1593.60
"Currency","2013/05/17",1588.60
"Currency","2013/05/16",1585.60
"Currency","2013/05/15",1594.80
"Currency","2013/05/14",1590.40
"Currency","2013/05/13",1594.90
"Currency","2013/05/10",1607.00
"Currency","2013/05/09",1589.10
"Currency","2013/05/08",1595.90
"Currency","2013/05/07",1592.90
"Currency","2013/05/06",1589.20
"Currency","2013/05/03",1604.90
"Currency","2013/05/02",1582.10
"Currency","2013/05/01",1578.80
"Currency","2013/04/30",1587.00
"Currency","2013/04/29",1575.30
"Currency","2013/04/26",1598.30
"Currency","2013/04/25",1589.90
"Currency","2013/04/24",1585.00
"Currency","2013/04/23",1585.50
"Currency","2013/04/22",1595.20
"Currency","2013/04/19",1601.30
"Currency","2013/04/18",1603.70
"Currency","2013/04/17",1578.50
"Currency","2013/04/16",1589.60
"Currency","2013/04/15",1582.00
"Currency","2013/04/12",1586.40
"Currency","2013/04/11",1584.40
"Currency","2013/04/10",1573.10
"Currency","2013/04/09",1576.70
"Currency","2013/04/08",1579.00
"Currency","2013/04/05",1563.50
"Currency","2013/04/04",1579.60
"Currency","2013/04/03",1583.30
"Currency","2013/04/02",1577.40
"Currency","2013/04/01",1578.20
"Currency","2013/03/29",1576.70
"Currency","2013/03/28",1576.70
"Currency","2013/03/27",1577.90
"Currency","2013/03/26",1593.20
"Currency","2013/03/25",1577.20
"Currency","2013/03/22",1585.90
"Currency","2013/03/21",1579.20
"Currency","2013/03/20",1609.70
"Currency","2013/03/19",1600.90
"Currency","2013/03/18",1598.80
"Currency","2013/03/15",1591.90
"Currency","2013/03/14",1605.60
"Currency","2013/03/13",1598.50
"Currency","2013/03/12",1596.00
"Currency","2013/03/11",1613.00
"Currency","2013/03/08",1589.90
"Currency","2013/03/07",1608.40
"Currency","2013/03/06",1596.80
"Currency","2013/03/05",1594.90
"Currency","2013/03/04",1599.10
"Currency","2013/03/01",1606.90
"Currency","2013/02/28",1600.20
"Currency","2013/02/27",1606.00
"Currency","2013/02/26",1635.50
"Currency","2013/02/25",1607.60
"Currency","2013/02/22",1605.30
"Currency","2013/02/21",1613.40
"Currency","2013/02/20",1594.50
"Currency","2013/02/19",1596.30
"Currency","2013/02/18",1591.10
"Currency","2013/02/15",1591.10
"Currency","2013/02/14",1598.10
"Currency","2013/02/13",1593.20
"Currency","2013/02/12",1590.40
"Currency","2013/02/11",1602.00
"Currency","2013/02/08",1613.90
"Currency","2013/02/07",1597.70
"Currency","2013/02/06",1596.80
"Currency","2013/02/05",1568.50
"Currency","2013/02/04",1600.40
"Currency","2013/02/01",1596.50
"Currency","2013/01/31",1591.10
"Currency","2013/01/30",1582.80
"Currency","2013/01/29",1585.30
"Currency","2013/01/28",1582.10
"Currency","2013/01/25",1579.70
"Currency","2013/01/24",1591.50
"Currency","2013/01/23",1588.80
"Currency","2013/01/22",1586.90
"Currency","2013/01/21",1587.50
"Currency","2013/01/18",1575.70
"Currency","2013/01/17",1580.70
"Currency","2013/01/16",1581.00
"Currency","2013/01/15",1574.50
"Currency","2013/01/14",1571.30
"Currency","2013/01/11",1558.10
"Currency","2013/01/10",1571.30
"Currency","2013/01/09",1576.20
"Currency","2013/01/08",1558.60
"Currency","2013/01/07",1560.00
"Currency","2013/01/04",1577.70
"Currency","2013/01/03",1577.90
"Currency","2013/01/02",1559.10
"Currency","2013/01/01",1560.60
"Currency","2012/12/31",1554.80
"Currency","2012/12/28",1560.90
"Currency","2012/12/27",1556.60
"Currency","2012/12/26",1561.30
"Currency","2012/12/25",1561.90
"Currency","2012/12/24",1561.90
"Currency","2012/12/21",1561.60
"Currency","2012/12/20",1579.80
"Currency","2012/12/19",1570.40
"Currency","2012/12/18",1574.30
"Currency","2012/12/17",1566.40
"Currency","2012/12/14",1575.30
"Currency","2012/12/13",1572.30
"Currency","2012/12/12",1577.60
"Currency","2012/12/11",1574.90
"Currency","2012/12/10",1579.00
"Currency","2012/12/07",1590.50
"Currency","2012/12/06",1579.70
"Currency","2012/12/05",1578.50
"Currency","2012/12/04",1598.50
"Currency","2012/12/03",1578.00
"Currency","2012/11/30",1581.30
"Currency","2012/11/29",1568.80
"Currency","2012/11/28",1581.10
"Currency","2012/11/27",1580.20
"Currency","2012/11/26",1575.80
"Currency","2012/11/23",1586.10
"Currency","2012/11/22",1580.70
"Currency","2012/11/21",1575.40
"Currency","2012/11/20",1571.20
"Currency","2012/11/19",1571.60
"Currency","2012/11/16",1569.80
"Currency","2012/11/15",1572.20
"Currency","2012/11/14",1572.30
"Currency","2012/11/13",1567.80
"Currency","2012/11/12",1570.10
"Currency","2012/11/09",1567.50
"Currency","2012/11/08",1573.80
"Currency","2012/11/07",1566.00
"Currency","2012/11/06",1569.20
"Currency","2012/11/05",1575.20
"Currency","2012/11/02",1574.50
"Currency","2012/11/01",1574.10
"Currency","2012/10/31",1561.50
"Currency","2012/10/30",1560.90
"Currency","2012/10/29",1556.80
"Currency","2012/10/26",1568.80
"Currency","2012/10/25",1558.10
"Currency","2012/10/24",1560.50
"Currency","2012/10/23",1562.90
"Currency","2012/10/22",1559.10
"Currency","2012/10/19",1562.30
"Currency","2012/10/18",1558.20
"Currency","2012/10/17",1543.90
"Currency","2012/10/16",1552.60
"Currency","2012/10/15",1553.80
"Currency","2012/10/12",1548.00
"Currency","2012/10/11",1550.30
"Currency","2012/10/10",1554.70
"Currency","2012/10/09",1547.90
"Currency","2012/10/08",1549.20
"Currency","2012/10/05",1543.40
"Currency","2012/10/04",1552.60
"Currency","2012/10/03",1550.80
"Currency","2012/10/02",1555.10
"Currency","2012/10/01",1558.40
"Currency","2012/09/28",1544.80
"Currency","2012/09/27",1549.50
"Currency","2012/09/26",1552.50
"Currency","2012/09/25",1547.80
"Currency","2012/09/24",1555.70
"Currency","2012/09/21",1548.10
"Currency","2012/09/20",1543.00
"Currency","2012/09/19",1550.40
"Currency","2012/09/18",1547.70
"Currency","2012/09/17",1542.50
"Currency","2012/09/14",1535.40
"Currency","2012/09/13",1549.10
"Currency","2012/09/12",1539.80
"Currency","2012/09/11",1554.90
"Currency","2012/09/10",1535.90
"Currency","2012/09/07",1547.80
"Currency","2012/09/06",1544.30
"Currency","2012/09/05",1553.40
"Currency","2012/09/04",1547.90
"Currency","2012/09/03",1551.10
"Currency","2012/08/31",1554.30
"Currency","2012/08/30",1549.40
"Currency","2012/08/29",1543.40
"Currency","2012/08/28",1548.50
