"Indicator","Time","Value (USD/KGS)"
"Currency","2012/07/13",47.15
"Currency","2012/07/12",47.14
"Currency","2012/07/11",47.25
"Currency","2012/07/10",47.31
"Currency","2012/07/09",47.42
"Currency","2012/07/08",47.42
"Currency","2012/07/07",47.42
"Currency","2012/07/06",47.44
"Currency","2012/07/05",47.39
"Currency","2012/07/04",47.31
"Currency","2012/07/03",47.30
"Currency","2012/07/02",47.24
"Currency","2012/07/01",47.24
"Currency","2012/06/30",47.24
"Currency","2012/06/29",47.17
"Currency","2012/06/28",47.15
"Currency","2012/06/27",47.15
"Currency","2012/06/26",47.16
"Currency","2012/06/25",47.20
"Currency","2012/06/24",47.20
"Currency","2012/06/23",47.20
"Currency","2012/06/22",47.22
"Currency","2012/06/21",47.25
"Currency","2012/06/20",47.24
"Currency","2012/06/19",47.18
"Currency","2012/06/18",47.11
"Currency","2012/06/17",47.11
"Currency","2012/06/16",47.11
"Currency","2012/06/15",47.08
"Currency","2012/06/14",47.16
"Currency","2012/06/13",47.31
"Currency","2012/06/12",47.32
"Currency","2012/06/11",47.35
"Currency","2012/06/10",47.35
"Currency","2012/06/09",47.35
"Currency","2012/06/08",47.35
"Currency","2012/06/07",47.35
"Currency","2012/06/06",47.39
"Currency","2012/06/05",47.14
"Currency","2012/06/04",47.03
"Currency","2012/06/03",47.03
"Currency","2012/06/02",47.03
"Currency","2012/06/01",46.96
"Currency","2012/05/31",46.94
"Currency","2012/05/30",46.93
"Currency","2012/05/29",47.18
"Currency","2012/05/28",47.28
"Currency","2012/05/27",47.28
"Currency","2012/05/26",47.28
"Currency","2012/05/25",47.30
"Currency","2012/05/24",47.26
"Currency","2012/05/23",47.20
"Currency","2012/05/22",47.20
"Currency","2012/05/21",47.17
"Currency","2012/05/20",47.17
"Currency","2012/05/19",47.17
"Currency","2012/05/18",47.15
"Currency","2012/05/17",47.14
"Currency","2012/05/16",47.11
"Currency","2012/05/15",47.06
"Currency","2012/05/14",46.98
"Currency","2012/05/13",46.98
"Currency","2012/05/12",46.98
"Currency","2012/05/11",46.95
"Currency","2012/05/10",46.97
"Currency","2012/05/09",46.97
"Currency","2012/05/08",46.97
"Currency","2012/05/07",46.97
"Currency","2012/05/06",46.97
"Currency","2012/05/05",46.97
"Currency","2012/05/04",46.97
"Currency","2012/05/03",46.91
"Currency","2012/05/02",46.86
"Currency","2012/05/01",46.86
"Currency","2012/04/30",46.85
"Currency","2012/04/29",46.85
"Currency","2012/04/28",46.85
"Currency","2012/04/27",46.88
"Currency","2012/04/26",46.91
"Currency","2012/04/25",46.91
"Currency","2012/04/24",46.87
"Currency","2012/04/23",46.78
"Currency","2012/04/22",46.78
"Currency","2012/04/21",46.78
"Currency","2012/04/20",46.76
"Currency","2012/04/19",46.82
"Currency","2012/04/18",46.72
"Currency","2012/04/17",46.62
"Currency","2012/04/16",46.78
"Currency","2012/04/15",46.78
"Currency","2012/04/14",46.78
"Currency","2012/04/13",46.83
"Currency","2012/04/12",46.80
"Currency","2012/04/11",46.75
"Currency","2012/04/10",46.72
"Currency","2012/04/09",46.78
"Currency","2012/04/08",46.78
"Currency","2012/04/07",46.78
"Currency","2012/04/06",46.91
"Currency","2012/04/05",46.91
"Currency","2012/04/04",46.66
"Currency","2012/04/03",46.60
"Currency","2012/04/02",46.83
"Currency","2012/04/01",46.83
"Currency","2012/03/31",46.83
"Currency","2012/03/30",46.84
"Currency","2012/03/29",46.72
"Currency","2012/03/28",46.62
"Currency","2012/03/27",46.53
"Currency","2012/03/26",46.51
"Currency","2012/03/25",46.51
"Currency","2012/03/24",46.51
"Currency","2012/03/23",46.80
"Currency","2012/03/22",46.87
"Currency","2012/03/21",46.87
"Currency","2012/03/20",46.87
"Currency","2012/03/19",46.81
"Currency","2012/03/18",46.81
"Currency","2012/03/17",46.81
"Currency","2012/03/16",46.70
"Currency","2012/03/15",46.60
"Currency","2012/03/14",46.57
"Currency","2012/03/13",46.55
"Currency","2012/03/12",46.56
"Currency","2012/03/11",46.56
"Currency","2012/03/10",46.56
"Currency","2012/03/09",46.57
"Currency","2012/03/08",46.57
"Currency","2012/03/07",46.64
"Currency","2012/03/06",46.73
"Currency","2012/03/05",46.75
"Currency","2012/03/04",46.75
"Currency","2012/03/03",46.75
"Currency","2012/03/02",46.73
"Currency","2012/03/01",46.55
"Currency","2012/02/29",46.49
"Currency","2012/02/28",46.66
"Currency","2012/02/27",46.90
"Currency","2012/02/26",46.90
"Currency","2012/02/25",46.90
"Currency","2012/02/24",46.90
"Currency","2012/02/23",46.90
"Currency","2012/02/22",46.82
"Currency","2012/02/21",46.74
"Currency","2012/02/20",46.68
"Currency","2012/02/19",46.68
"Currency","2012/02/18",46.68
"Currency","2012/02/17",46.60
"Currency","2012/02/16",46.59
"Currency","2012/02/15",46.61
"Currency","2012/02/14",46.67
"Currency","2012/02/13",46.89
"Currency","2012/02/12",46.89
"Currency","2012/02/11",46.89
"Currency","2012/02/10",46.89
"Currency","2012/02/09",46.90
"Currency","2012/02/08",46.86
"Currency","2012/02/07",46.86
"Currency","2012/02/06",46.86
"Currency","2012/02/05",46.86
"Currency","2012/02/04",46.86
"Currency","2012/02/03",46.82
"Currency","2012/02/02",46.84
"Currency","2012/02/01",46.85
"Currency","2012/01/31",46.78
"Currency","2012/01/30",46.77
"Currency","2012/01/29",46.77
"Currency","2012/01/28",46.70
"Currency","2012/01/27",46.65
"Currency","2012/01/26",46.64
"Currency","2012/01/25",46.65
"Currency","2012/01/24",46.75
"Currency","2012/01/23",46.81
"Currency","2012/01/22",46.81
"Currency","2012/01/21",46.83
"Currency","2012/01/20",46.93
"Currency","2012/01/19",46.92
"Currency","2012/01/18",46.82
"Currency","2012/01/17",46.81
"Currency","2012/01/16",46.81
"Currency","2012/01/15",46.81
"Currency","2012/01/14",46.85
"Currency","2012/01/13",46.85
"Currency","2012/01/12",46.71
"Currency","2012/01/11",46.70
"Currency","2012/01/10",46.57
"Currency","2012/01/09",46.48
"Currency","2012/01/08",46.48
"Currency","2012/01/07",46.48
"Currency","2012/01/06",46.48
"Currency","2012/01/05",46.48
"Currency","2012/01/04",46.48
"Currency","2012/01/03",46.48
"Currency","2012/01/02",46.48
"Currency","2012/01/01",46.48
"Currency","2011/12/31",46.48
"Currency","2011/12/30",46.28
"Currency","2011/12/29",46.27
"Currency","2011/12/28",46.41
"Currency","2011/12/27",46.45
"Currency","2011/12/26",46.63
"Currency","2011/12/25",46.63
"Currency","2011/12/24",46.63
"Currency","2011/12/23",46.69
"Currency","2011/12/22",46.66
"Currency","2011/12/21",46.52
"Currency","2011/12/20",46.52
"Currency","2011/12/19",46.66
"Currency","2011/12/18",46.66
"Currency","2011/12/17",46.66
"Currency","2011/12/16",46.69
"Currency","2011/12/15",46.63
"Currency","2011/12/14",46.60
"Currency","2011/12/13",46.61
"Currency","2011/12/12",46.59
"Currency","2011/12/11",46.59
"Currency","2011/12/10",46.59
"Currency","2011/12/09",46.61
"Currency","2011/12/08",46.85
"Currency","2011/12/07",46.85
"Currency","2011/12/06",46.83
"Currency","2011/12/05",46.72
"Currency","2011/12/04",46.72
"Currency","2011/12/03",46.72
"Currency","2011/12/02",46.70
"Currency","2011/12/01",46.71
"Currency","2011/11/30",46.83
"Currency","2011/11/29",46.82
"Currency","2011/11/28",46.71
"Currency","2011/11/27",46.71
"Currency","2011/11/26",46.71
"Currency","2011/11/25",46.70
"Currency","2011/11/24",46.69
"Currency","2011/11/23",46.63
"Currency","2011/11/22",46.62
"Currency","2011/11/21",46.66
"Currency","2011/11/20",46.66
"Currency","2011/11/19",46.66
"Currency","2011/11/18",46.62
"Currency","2011/11/17",46.41
"Currency","2011/11/16",46.40
"Currency","2011/11/15",46.15
"Currency","2011/11/14",46.03
"Currency","2011/11/13",46.03
"Currency","2011/11/12",46.03
"Currency","2011/11/11",45.89
"Currency","2011/11/10",45.82
"Currency","2011/11/09",45.76
"Currency","2011/11/08",45.76
"Currency","2011/11/07",45.76
"Currency","2011/11/06",45.76
"Currency","2011/11/05",45.76
"Currency","2011/11/04",45.67
"Currency","2011/11/03",45.66
"Currency","2011/11/02",45.59
"Currency","2011/11/01",45.57
"Currency","2011/10/31",45.60
"Currency","2011/10/30",45.60
"Currency","2011/10/29",45.60
"Currency","2011/10/28",45.58
"Currency","2011/10/27",45.54
"Currency","2011/10/26",45.53
"Currency","2011/10/25",45.38
"Currency","2011/10/24",45.33
"Currency","2011/10/23",45.33
"Currency","2011/10/22",45.33
"Currency","2011/10/21",45.29
"Currency","2011/10/20",45.26
"Currency","2011/10/19",44.95
"Currency","2011/10/18",44.96
"Currency","2011/10/17",45.12
"Currency","2011/10/16",45.12
"Currency","2011/10/15",45.12
"Currency","2011/10/14",45.21
"Currency","2011/10/13",45.22
"Currency","2011/10/12",45.26
"Currency","2011/10/11",45.26
"Currency","2011/10/10",45.26
"Currency","2011/10/09",45.26
"Currency","2011/10/08",45.26
"Currency","2011/10/07",45.26
"Currency","2011/10/06",45.14
"Currency","2011/10/05",45.13
"","",""
"Data Source: http://www.tradingeconomics.com","",""
"Downloaded from http://vam.wfp.org on 11 Jun 2018","",""
