"Indicator","Time","Value (USD/KHR)"
"Currency","2009/07/14",4134.80
"Currency","2009/07/13",4134.40
"Currency","2009/07/12",4120.20
"Currency","2009/07/10",4126.60
"Currency","2009/07/09",4130.40
"Currency","2009/07/08",4127.60
"Currency","2009/07/07",4123.10
"Currency","2009/07/06",4123.50
"Currency","2009/07/05",4126.50
"Currency","2009/07/03",4124.90
"Currency","2009/07/02",4124.40
"Currency","2009/07/01",4124.70
"Currency","2009/06/30",4124.10
"Currency","2009/06/29",4115.70
"Currency","2009/06/28",4135.90
"Currency","2009/06/26",4123.20
"Currency","2009/06/25",4120.80
"Currency","2009/06/24",4127.90
"Currency","2009/06/23",4131.00
"Currency","2009/06/22",4107.40
"Currency","2009/06/21",4084.20
"Currency","2009/06/19",4101.50
"Currency","2009/06/18",4061.60
"Currency","2009/06/17",4094.30
"Currency","2009/06/16",4086.10
"Currency","2009/06/15",4094.00
"Currency","2009/06/14",4084.10
"Currency","2009/06/12",4084.10
"Currency","2009/06/11",4083.30
"Currency","2009/06/10",4082.70
"Currency","2009/06/09",4083.10
"Currency","2009/06/08",4079.40
"Currency","2009/06/07",4138.30
"Currency","2009/06/05",4082.80
"Currency","2009/06/04",4089.40
"Currency","2009/06/03",4080.60
"Currency","2009/06/02",4082.60
"Currency","2009/06/01",4071.80
"Currency","2009/05/31",4071.80
"Currency","2009/05/29",4073.20
"Currency","2009/05/28",4078.10
"Currency","2009/05/27",4082.70
"Currency","2009/05/26",4077.90
"Currency","2009/05/25",4082.60
"Currency","2009/05/24",4032.60
"Currency","2009/05/22",4032.80
"Currency","2009/05/21",4038.20
"Currency","2009/05/20",4074.80
"Currency","2009/05/19",4071.50
"Currency","2009/05/18",4071.30
"Currency","2009/05/15",4024.60
"Currency","2009/05/14",4027.20
"Currency","2009/05/13",4044.50
"Currency","2009/05/12",4025.50
"Currency","2009/05/11",4069.20
"Currency","2009/05/08",4021.80
"Currency","2009/05/07",4075.60
"Currency","2009/05/06",4075.00
"Currency","2009/05/05",4071.00
"Currency","2009/05/04",4070.60
"Currency","2009/05/01",4078.60
"Currency","2009/04/30",4071.90
"Currency","2009/04/29",4075.10
"Currency","2009/04/28",4066.40
"Currency","2009/04/27",4058.70
"Currency","2009/04/24",4061.30
"Currency","2009/04/23",4052.90
"Currency","2009/04/22",4061.40
"Currency","2009/04/21",3997.60
"Currency","2009/04/20",4030.60
"Currency","2009/04/17",4034.50
"Currency","2009/04/16",3998.90
"Currency","2009/04/15",4001.30
"Currency","2009/04/14",4001.10
"Currency","2009/04/10",4081.30
"Currency","2009/04/09",4031.80
"Currency","2009/04/08",4028.20
"Currency","2009/04/07",4026.00
"Currency","2009/04/06",4021.20
"Currency","2009/04/03",4019.20
"Currency","2009/04/02",4021.30
"Currency","2009/04/01",4020.40
"Currency","2009/03/31",4023.30
"Currency","2009/03/30",4021.60
"Currency","2009/03/27",4023.60
"Currency","2009/03/26",4025.80
"Currency","2009/03/25",4033.00
"Currency","2009/03/24",4030.70
"Currency","2009/03/23",4025.10
"Currency","2009/03/20",4032.10
"Currency","2009/03/19",4040.10
"Currency","2009/03/18",4039.20
"Currency","2009/03/17",4040.60
"Currency","2009/03/16",4065.60
"Currency","2009/03/13",4041.90
"Currency","2009/03/12",4039.30
"Currency","2009/03/11",4042.90
"Currency","2009/03/10",4046.50
"Currency","2009/03/09",4014.90
"Currency","2009/03/06",4050.70
"Currency","2009/03/05",4055.30
"Currency","2009/03/04",4050.30
"Currency","2009/03/03",4052.10
"Currency","2009/03/02",4057.10
"Currency","2009/02/27",4053.50
"Currency","2009/02/26",4053.80
"Currency","2009/02/25",4053.90
"Currency","2009/02/24",4054.40
"Currency","2009/02/23",4053.00
"Currency","2009/02/20",3979.70
"Currency","2009/02/19",4047.40
"Currency","2009/02/18",4046.10
"Currency","2009/02/17",4042.30
"Currency","2009/02/16",4042.70
"Currency","2009/02/13",4043.50
"Currency","2009/02/12",4041.20
"Currency","2009/02/11",4050.60
"Currency","2009/02/10",4059.90
"Currency","2009/02/09",4059.70
"Currency","2009/02/06",4061.10
"Currency","2009/02/05",4053.30
"Currency","2009/02/04",4077.50
"Currency","2009/02/03",4069.10
"Currency","2009/02/02",4069.40
"Currency","2009/01/30",4058.60
"Currency","2009/01/29",4125.70
"Currency","2009/01/28",4094.20
"Currency","2009/01/27",4058.90
"Currency","2009/01/26",3989.80
"Currency","2009/01/23",4010.70
"Currency","2009/01/22",4068.30
"Currency","2009/01/21",4029.20
"Currency","2009/01/20",4090.40
"Currency","2009/01/19",4105.10
"Currency","2009/01/16",4041.50
"Currency","2009/01/15",4054.20
"Currency","2009/01/14",4056.90
"Currency","2009/01/13",4077.40
"Currency","2009/01/12",4067.20
"Currency","2009/01/09",4064.40
"Currency","2009/01/08",4013.90
"Currency","2009/01/07",4047.80
"Currency","2009/01/06",4003.10
"Currency","2009/01/05",3976.40
"Currency","2009/01/02",3979.00
"Currency","2009/01/01",3975.90
"Currency","2008/12/31",3980.20
"Currency","2008/12/30",3955.90
"Currency","2008/12/29",4090.00
"Currency","2008/12/26",3967.50
"Currency","2008/12/25",3970.40
"Currency","2008/12/24",3973.40
"Currency","2008/12/23",3996.00
"Currency","2008/12/22",4010.00
"Currency","2008/12/19",4023.10
"Currency","2008/12/18",4094.20
"Currency","2008/12/17",3894.90
"Currency","2008/12/16",3864.70
"Currency","2008/12/15",3902.50
"Currency","2008/12/12",3962.00
"Currency","2008/12/11",3896.20
"Currency","2008/12/10",3917.10
"Currency","2008/12/09",3896.00
"Currency","2008/12/08",3954.50
"Currency","2008/12/05",3977.10
"Currency","2008/12/04",3906.20
"Currency","2008/12/03",3931.40
"Currency","2008/12/02",3977.50
"Currency","2008/12/01",4018.10
"Currency","2008/11/28",4026.40
"Currency","2008/11/27",4000.20
"Currency","2008/11/26",4030.80
"Currency","2008/11/25",3951.50
"Currency","2008/11/24",3930.80
"Currency","2008/11/21",4007.00
"Currency","2008/11/20",4001.40
"Currency","2008/11/19",4060.40
"Currency","2008/11/18",4016.20
"Currency","2008/11/17",4027.10
"Currency","2008/11/14",4065.70
"Currency","2008/11/13",3910.40
"Currency","2008/11/12",4031.20
"Currency","2008/11/11",4066.00
"Currency","2008/11/10",4072.20
"Currency","2008/11/07",4038.30
"Currency","2008/11/06",4104.40
"Currency","2008/11/05",4047.20
"Currency","2008/11/04",3962.30
"Currency","2008/11/03",4119.70
"Currency","2008/10/31",4003.00
"Currency","2008/10/30",4113.00
"Currency","2008/10/29",3947.50
"Currency","2008/10/28",3960.80
"Currency","2008/10/27",4041.70
"Currency","2008/10/24",4044.90
"Currency","2008/10/23",4013.40
"Currency","2008/10/22",4068.40
"Currency","2008/10/21",4114.10
"Currency","2008/10/20",4091.60
"Currency","2008/10/17",4046.40
"Currency","2008/10/16",4011.90
"Currency","2008/10/15",4119.50
"Currency","2008/10/14",4087.10
"Currency","2008/10/13",4078.10
"Currency","2008/10/10",4120.80
"Currency","2008/10/09",4104.00
"Currency","2008/10/08",4098.00
"Currency","2008/10/07",4071.10
"Currency","2008/10/06",4026.00
"Currency","2008/10/03",4091.40
"Currency","2008/10/02",4087.10
"Currency","2008/10/01",4036.40
"Currency","2008/09/30",4063.00
"Currency","2008/09/29",4046.70
"Currency","2008/09/26",4052.10
"Currency","2008/09/25",4070.80
"Currency","2008/09/24",4068.70
"Currency","2008/09/23",4091.40
"Currency","2008/09/22",3947.90
"Currency","2008/09/19",4005.80
"Currency","2008/09/18",4110.60
"Currency","2008/09/17",4016.10
"Currency","2008/09/16",4077.10
"Currency","2008/09/15",3990.10
"Currency","2008/09/12",3990.50
"Currency","2008/09/11",4047.50
"Currency","2008/09/10",4101.50
"Currency","2008/09/09",4086.50
"Currency","2008/09/08",4096.20
"Currency","2008/09/05",4046.10
"Currency","2008/09/04",4126.00
"Currency","2008/09/03",3995.50
"Currency","2008/09/02",4049.90
"Currency","2008/09/01",4069.80
"Currency","2008/08/29",4076.40
"Currency","2008/08/28",4085.20
"Currency","2008/08/27",4082.00
"Currency","2008/08/26",4054.70
"Currency","2008/07/31",4063.00
"Currency","2008/07/30",4065.00
"Currency","2008/07/29",4097.10
"Currency","2008/07/28",4083.50
"Currency","2008/07/25",4044.20
"Currency","2008/07/24",4095.70
"Currency","2008/07/23",4093.30
"Currency","2008/07/22",4083.30
"Currency","2008/07/21",4087.70
"Currency","2008/07/18",4081.90
"Currency","2008/07/17",4089.10
"Currency","2008/07/16",4123.30
"Currency","2008/07/15",4116.50
"Currency","2008/07/14",4082.50
"Currency","2008/07/11",4106.80
"Currency","2008/07/10",4107.00
"Currency","2008/07/09",4095.00
"Currency","2008/07/08",4093.90
"Currency","2008/07/07",4080.30
"Currency","2008/07/04",3958.10
"Currency","2008/07/03",4012.00
"Currency","2008/07/02",3916.80
"Currency","2008/06/30",3957.40
"Currency","2008/06/27",3952.80
"Currency","2008/06/26",3952.10
"Currency","2008/06/25",3945.10
"Currency","2008/06/24",3956.40
"Currency","2008/06/23",3970.90
"Currency","2008/06/20",3968.10
"Currency","2008/06/19",3956.70
"Currency","2008/06/18",3953.00
"Currency","2008/06/17",3958.60
"Currency","2008/06/16",3948.70
"Currency","2008/06/13",3921.00
"Currency","2008/06/12",3912.20
"Currency","2008/06/11",3920.60
"Currency","2008/06/10",3915.70
"Currency","2008/06/09",3940.20
"Currency","2008/06/06",3902.20
"Currency","2008/06/05",3839.70
"Currency","2008/06/04",3899.50
"Currency","2008/06/03",3928.40
"Currency","2008/06/02",3883.20
"Currency","2008/05/30",3884.10
"Currency","2008/05/29",3892.10
"Currency","2008/05/28",3892.10
"Currency","2008/05/27",3901.90
"Currency","2008/05/26",3876.00
"Currency","2008/05/23",3872.90
"Currency","2008/05/22",3891.20
"Currency","2008/05/21",3875.80
"Currency","2008/05/20",3880.40
"Currency","2008/05/19",3888.90
"Currency","2008/05/16",3872.80
"Currency","2008/05/15",3889.80
"Currency","2008/05/14",3864.40
"Currency","2008/05/13",3872.80
"Currency","2008/05/12",3848.30
"Currency","2008/05/09",3869.40
"Currency","2008/05/08",3856.60
"Currency","2008/05/07",3876.30
"Currency","2008/05/06",3855.70
"Currency","2008/05/05",3851.50
"Currency","2008/05/02",3867.80
"Currency","2008/04/30",3841.20
"Currency","2008/04/29",3859.40
"Currency","2008/04/28",3862.00
"Currency","2008/04/25",3845.00
"Currency","2008/04/24",3861.10
"Currency","2008/04/23",3854.50
"Currency","2008/04/22",3842.80
"Currency","2008/04/21",3878.00
"Currency","2008/04/18",3881.80
"Currency","2008/04/17",3886.90
"Currency","2008/04/16",3875.60
"Currency","2008/04/15",3878.70
"Currency","2008/04/14",3861.00
"Currency","2008/04/11",3861.20
"Currency","2008/04/10",3883.70
"Currency","2008/04/09",3823.40
"Currency","2008/04/08",3861.90
"Currency","2008/04/07",3823.30
"Currency","2008/04/04",3822.10
"Currency","2008/04/03",3856.00
"Currency","2008/04/02",3761.30
"Currency","2008/03/31",3879.30
"Currency","2008/03/28",3829.00
"Currency","2008/03/27",3882.80
"Currency","2008/03/26",3859.90
"Currency","2008/03/25",3834.90
"Currency","2008/03/24",3835.50
"Currency","2008/03/21",3767.40
"Currency","2008/03/20",3827.80
"Currency","2008/03/19",3902.10
"Currency","2008/03/18",3888.40
"Currency","2008/03/17",3828.30
"Currency","2008/03/14",3815.80
"Currency","2008/03/13",3841.40
"Currency","2008/03/12",3829.20
"Currency","2008/03/11",3875.20
"Currency","2008/03/10",3884.10
"Currency","2008/03/07",3885.40
"Currency","2008/03/06",3884.70
"Currency","2008/03/05",3884.40
"Currency","2008/03/04",3842.20
"Currency","2008/03/03",3835.60
"Currency","2008/02/29",3840.20
"Currency","2008/02/28",3815.00
"Currency","2008/02/27",3825.10
"Currency","2008/02/26",3806.10
"Currency","2008/02/25",3878.40
"Currency","2008/02/22",3885.70
"Currency","2008/02/21",3854.20
"Currency","2008/02/20",3834.30
"Currency","2008/02/19",3860.10
"Currency","2008/02/18",3848.90
"Currency","2008/02/15",3858.20
"Currency","2008/02/14",3823.30
"Currency","2008/02/13",3886.10
"Currency","2008/02/12",3866.90
"Currency","2008/02/11",3890.50
"Currency","2008/02/08",3874.10
"Currency","2008/02/07",3918.30
"Currency","2008/02/06",3882.00
"Currency","2008/02/05",3850.50
"Currency","2008/02/04",3881.40
"Currency","2008/02/01",3885.30
"Currency","2008/01/31",3874.90
"Currency","2008/01/30",3865.70
"Currency","2008/01/29",3882.20
"Currency","2008/01/28",3866.70
"Currency","2008/01/25",3890.90
"Currency","2008/01/24",3856.50
"Currency","2008/01/23",3864.60
"Currency","2008/01/22",3835.30
"Currency","2008/01/21",3889.90
"Currency","2008/01/18",3883.60
"Currency","2008/01/17",3885.00
"Currency","2008/01/16",3914.50
"Currency","2008/01/15",3910.60
"Currency","2008/01/14",3894.90
"Currency","2008/01/11",3882.70
"Currency","2008/01/10",3849.90
"Currency","2008/01/09",3894.30
"Currency","2008/01/08",3881.80
"Currency","2008/01/07",3887.70
"Currency","2008/01/04",3867.80
"Currency","2008/01/03",3895.10
"Currency","2008/01/02",3876.10
"Currency","2008/01/01",3916.80
"Currency","2007/12/31",3916.90
"Currency","2007/12/28",3883.00
"Currency","2007/12/27",3858.50
"Currency","2007/12/25",3869.70
"Currency","2007/12/24",3871.30
"Currency","2007/12/21",3873.50
"Currency","2007/12/20",3876.70
"Currency","2007/12/19",3881.30
"Currency","2007/12/17",3873.90
"Currency","2007/12/14",3897.10
"Currency","2007/12/13",3911.60
"Currency","2007/12/12",3883.40
"Currency","2007/12/11",3892.60
"Currency","2007/12/10",3879.00
"Currency","2007/12/07",3888.60
"Currency","2007/12/06",3898.40
"Currency","2007/12/05",3949.70
"Currency","2007/12/04",3909.60
"Currency","2007/12/03",3918.50
"Currency","2007/11/30",3957.50
"Currency","2007/11/29",3901.70
"Currency","2007/11/28",3881.10
"Currency","2007/11/27",3914.00
"Currency","2007/11/23",3906.40
"Currency","2007/11/22",3902.70
"Currency","2007/11/21",3894.30
"Currency","2007/11/20",3891.90
"Currency","2007/11/19",3899.90
"Currency","2007/11/16",3890.60
"Currency","2007/11/15",3909.80
"Currency","2007/11/14",3919.30
"Currency","2007/11/13",3901.60
"Currency","2007/11/12",3915.80
"Currency","2007/11/09",3913.50
"Currency","2007/11/08",3926.70
"Currency","2007/11/07",3943.40
"Currency","2007/11/06",3930.20
"Currency","2007/11/05",3940.00
"Currency","2007/11/02",3931.70
"Currency","2007/11/01",3940.60
"Currency","2007/10/31",3937.30
"Currency","2007/10/30",3943.10
"Currency","2007/10/29",3952.10
"Currency","2007/10/26",3931.30
"Currency","2007/10/25",3931.20
"Currency","2007/10/24",3922.10
"Currency","2007/10/23",3922.10
"Currency","2007/10/22",3945.10
"Currency","2007/10/19",3934.50
"Currency","2007/10/18",3928.90
"Currency","2007/10/17",3924.50
"Currency","2007/10/16",3931.50
"Currency","2007/10/15",3939.50
"Currency","2007/10/12",3934.60
"Currency","2007/10/11",3930.70
"Currency","2007/10/10",3941.40
"Currency","2007/10/09",3934.10
"Currency","2007/10/08",3963.00
"Currency","2007/10/05",3940.90
"Currency","2007/10/04",3950.20
"Currency","2007/10/03",3969.80
"Currency","2007/10/02",3954.80
"Currency","2007/10/01",3957.80
"Currency","2007/09/28",3935.70
"Currency","2007/09/27",3956.30
"Currency","2007/09/26",3956.00
"Currency","2007/09/25",3940.20
"Currency","2007/09/24",3966.10
"Currency","2007/09/21",3947.40
"Currency","2007/09/20",3943.60
"Currency","2007/09/19",3952.10
"Currency","2007/09/18",3922.70
"Currency","2007/09/17",3959.10
"Currency","2007/09/14",3953.70
"Currency","2007/09/13",3952.40
"Currency","2007/09/12",3938.80
"Currency","2007/09/11",3940.00
"Currency","2007/09/07",3917.20
"Currency","2007/09/06",3933.70
"Currency","2007/09/05",3925.70
"Currency","2007/09/04",3933.30
"Currency","2007/09/03",3946.30
"Currency","2007/08/31",3951.80
"Currency","2007/08/30",3937.00
"Currency","2007/08/29",3932.00
"Currency","2007/08/28",3965.60
"Currency","2007/08/27",3950.00
"Currency","2007/08/24",3926.10
"Currency","2007/08/23",3947.90
"Currency","2007/08/22",3924.20
"Currency","2007/08/21",3954.30
"Currency","2007/08/20",3936.60
"Currency","2007/08/17",3919.00
"Currency","2007/08/16",3919.90
"Currency","2007/08/15",3950.10
"Currency","2007/08/14",3946.30
"Currency","2007/08/13",3950.20
"Currency","2007/08/10",3929.40
"Currency","2007/08/09",3955.80
"Currency","2007/08/08",3927.90
"Currency","2007/08/07",3952.60
"Currency","2007/08/06",3937.80
"Currency","2007/08/03",3906.00
"Currency","2007/08/02",3922.80
"Currency","2007/08/01",3927.50
"Currency","2007/07/31",3938.90
"Currency","2007/07/30",3923.20
"Currency","2007/07/27",3933.20
"Currency","2007/07/26",3928.00
"Currency","2007/07/25",3934.60
"Currency","2007/07/24",3928.50
"Currency","2007/07/23",3930.70
"Currency","2007/07/20",3921.10
"Currency","2007/07/19",3937.60
"Currency","2007/07/18",3928.20
"Currency","2007/07/17",3930.10
"Currency","2007/07/16",3941.00
"Currency","2007/07/13",3929.80
"Currency","2007/07/12",3935.30
"Currency","2007/07/11",3938.00
"Currency","2007/07/10",3899.20
"Currency","2007/07/09",3935.80
"Currency","2007/07/06",3921.90
"Currency","2007/07/05",3947.50
"Currency","2007/07/04",3931.40
"Currency","2007/07/03",3931.10
"Currency","2007/07/02",3916.10
"Currency","2007/06/29",3919.00
"Currency","2007/06/28",3930.60
"Currency","2007/06/27",3928.40
"Currency","2007/06/26",3934.20
"Currency","2007/06/25",3935.20
"Currency","2007/06/22",3919.00
"Currency","2007/06/21",3927.90
"Currency","2007/06/20",3942.40
"Currency","2007/06/19",3924.80
"Currency","2007/06/18",3930.20
"Currency","2007/06/15",3905.20
"Currency","2007/06/14",3932.20
"Currency","2007/06/13",3921.00
"Currency","2007/06/12",3941.60
"Currency","2007/06/11",3927.30
"Currency","2007/06/08",3927.60
"Currency","2007/06/07",3946.10
"Currency","2007/06/06",3936.60
"Currency","2007/06/05",3930.60
"Currency","2007/06/04",3923.40
"Currency","2007/06/01",3935.40
"Currency","2007/05/31",3928.50
"Currency","2007/05/30",3930.10
"Currency","2007/05/29",3944.50
"Currency","2007/05/28",3930.10
"Currency","2007/05/25",3929.40
"Currency","2007/05/24",3935.50
"Currency","2007/05/23",3856.80
"Currency","2007/05/22",3852.40
"Currency","2007/05/21",3852.10
"Currency","2007/05/18",3847.80
"Currency","2007/05/17",3887.40
"Currency","2007/05/16",3880.00
"Currency","2007/05/15",3836.50
"Currency","2007/05/14",3862.70
"Currency","2007/05/11",3846.90
"Currency","2007/05/10",3865.10
"Currency","2007/05/09",3840.60
"Currency","2007/05/08",3854.10
"Currency","2007/05/07",3829.70
"Currency","2007/05/04",3821.50
"Currency","2007/05/03",3844.60
"Currency","2007/05/02",3825.60
"Currency","2007/05/01",3832.90
"Currency","2007/04/30",3817.90
"Currency","2007/04/27",3824.30
"Currency","2007/04/26",3834.90
"Currency","2007/04/25",3843.20
"Currency","2007/04/24",3823.00
"Currency","2007/04/23",3833.10
"Currency","2007/04/20",3841.30
"Currency","2007/04/19",3830.00
"Currency","2007/04/18",3839.00
"Currency","2007/04/17",3832.30
"Currency","2007/04/16",3845.00
"Currency","2007/04/13",3844.40
"Currency","2007/04/12",3829.20
"Currency","2007/04/11",3836.30
"Currency","2007/04/10",3833.50
"Currency","2007/04/09",3839.70
"Currency","2007/04/06",3827.50
"Currency","2007/04/05",3818.80
"Currency","2007/04/04",3827.70
"Currency","2007/04/03",3846.40
"Currency","2007/04/02",3830.20
"Currency","2007/03/30",3829.00
"Currency","2007/03/29",3852.90
"Currency","2007/03/28",3855.00
"Currency","2007/03/27",3830.90
"Currency","2007/03/26",3818.90
"Currency","2007/03/23",3841.00
"Currency","2007/03/22",3831.60
"Currency","2007/03/21",3813.40
"Currency","2007/03/20",3831.80
"Currency","2007/03/19",3830.50
"Currency","2007/03/16",3859.40
"Currency","2007/03/15",3847.80
"Currency","2007/03/14",3843.00
"Currency","2007/03/13",3852.80
"Currency","2007/03/12",3851.70
"Currency","2007/03/09",3864.00
"Currency","2007/03/08",3856.80
"Currency","2007/03/07",3836.10
"Currency","2007/03/06",3859.80
"Currency","2007/03/05",3866.30
"Currency","2007/03/02",3882.20
"Currency","2007/03/01",3880.10
"Currency","2007/02/28",3854.10
"Currency","2007/02/27",3860.10
"Currency","2007/02/26",3853.40
"Currency","2007/02/23",3842.50
"Currency","2007/02/22",3853.00
"Currency","2007/02/21",3857.40
"Currency","2007/02/20",3864.30
"Currency","2007/02/19",3863.80
"Currency","2007/02/16",3861.50
"Currency","2007/02/15",3861.50
"Currency","2007/02/14",3847.00
"Currency","2007/02/13",3844.50
"Currency","2007/02/12",3851.30
"Currency","2007/02/09",3872.00
"Currency","2007/02/08",3868.20
"Currency","2007/02/07",3874.10
"Currency","2007/02/06",3871.80
"Currency","2007/02/05",3885.00
"Currency","2007/02/02",3900.80
"Currency","2007/02/01",3884.40
"Currency","2007/01/31",3857.80
"Currency","2007/01/30",3888.80
"Currency","2007/01/29",3883.70
"Currency","2007/01/26",3879.10
"Currency","2007/01/25",3909.40
"Currency","2007/01/24",3888.80
"Currency","2007/01/23",3872.20
"Currency","2007/01/22",3874.90
"Currency","2007/01/19",3877.30
"Currency","2007/01/18",3873.70
"Currency","2007/01/17",3860.80
"Currency","2007/01/16",3881.90
"Currency","2007/01/15",3863.90
"Currency","2007/01/12",3864.20
"Currency","2007/01/11",3886.20
"Currency","2007/01/10",3888.70
"Currency","2007/01/09",3881.10
"Currency","2007/01/08",3867.30
"Currency","2007/01/05",3902.70
"Currency","2007/01/04",3876.50
"Currency","2007/01/03",3900.80
"Currency","2007/01/02",3886.70
"Currency","2007/01/01",3889.40
"Currency","2006/12/29",3892.90
"Currency","2006/12/28",3859.10
"Currency","2006/12/27",3875.20
"Currency","2006/12/26",3875.90
"Currency","2006/12/25",3865.30
"Currency","2006/12/22",3867.10
"Currency","2006/12/21",3847.80
"Currency","2006/12/20",3884.40
"Currency","2006/12/19",3862.50
"Currency","2006/12/18",3870.70
"Currency","2006/12/15",3858.00
"Currency","2006/12/14",3862.60
"Currency","2006/12/13",3890.90
"Currency","2006/12/12",3854.80
"Currency","2006/12/11",3857.50
"Currency","2006/12/08",3893.60
"Currency","2006/12/07",3867.80
"Currency","2006/12/06",3915.80
"Currency","2006/12/05",3915.40
"Currency","2006/12/04",3911.10
"Currency","2006/12/01",3889.90
"Currency","2006/11/30",3903.20
"Currency","2006/11/29",3920.10
"Currency","2006/11/28",3901.90
"Currency","2006/11/27",3917.20
"Currency","2006/11/24",3925.20
"Currency","2006/11/23",3922.60
"Currency","2006/11/22",3893.10
"Currency","2006/11/21",3914.30
"Currency","2006/11/20",3940.10
"Currency","2006/11/17",3911.30
"Currency","2006/11/16",3939.20
"Currency","2006/11/15",3926.30
"Currency","2006/11/14",3966.80
"Currency","2006/11/13",3976.30
"Currency","2006/11/10",3975.20
"Currency","2006/11/09",3944.90
"Currency","2006/11/08",3968.80
"Currency","2006/11/07",3953.50
"Currency","2006/11/06",3950.10
"Currency","2006/11/03",3981.10
"Currency","2006/11/02",3961.00
"Currency","2006/11/01",3954.00
"Currency","2006/10/31",3928.90
"Currency","2006/10/30",3951.10
"Currency","2006/10/27",3963.50
"Currency","2006/10/26",3972.30
"Currency","2006/10/25",3973.40
"Currency","2006/10/24",3987.20
"Currency","2006/10/23",3996.50
"Currency","2006/10/20",3990.60
"Currency","2006/10/19",3971.90
"Currency","2006/10/18",3989.30
"Currency","2006/10/17",3980.70
"Currency","2006/10/16",3987.50
"Currency","2006/10/13",4010.50
"Currency","2006/10/12",3987.70
"Currency","2006/10/11",3995.40
"Currency","2006/10/10",4005.50
"Currency","2006/10/09",3990.20
"Currency","2006/10/06",4013.40
"Currency","2006/10/05",4000.20
"Currency","2006/10/04",3970.00
"Currency","2006/10/03",3972.50
"Currency","2006/10/02",3972.50
"Currency","2006/09/29",3984.30
"Currency","2006/09/28",3984.50
"Currency","2006/09/27",3969.60
"Currency","2006/09/26",3972.50
"Currency","2006/09/25",3975.40
"Currency","2006/09/22",3972.30
"Currency","2006/09/21",3949.60
"Currency","2006/09/20",3957.20
"Currency","2006/09/19",3956.00
"Currency","2006/09/18",3932.40
"Currency","2006/09/15",3973.40
"Currency","2006/09/14",3963.30
"Currency","2006/09/13",3963.80
"Currency","2006/09/12",3976.70
"Currency","2006/09/11",3974.50
"Currency","2006/09/08",3979.30
"Currency","2006/09/07",3989.90
"Currency","2006/09/06",3979.90
"Currency","2006/09/05",3914.60
"Currency","2006/09/04",3913.90
"Currency","2006/09/01",3916.60
"Currency","2006/08/31",3913.80
"Currency","2006/08/30",3911.40
"Currency","2006/08/29",3929.20
"Currency","2006/08/28",3915.60
"Currency","2006/08/25",3914.00
"Currency","2006/08/24",3914.10
"Currency","2006/08/23",3913.20
"Currency","2006/08/22",3912.60
"Currency","2006/08/21",3915.10
"Currency","2006/08/18",3914.70
"Currency","2006/08/17",3925.10
"Currency","2006/08/16",3896.70
"Currency","2006/08/15",3961.30
"Currency","2006/08/14",3949.70
"Currency","2006/08/11",3963.90
"Currency","2006/08/10",3970.80
"Currency","2006/08/09",3960.00
"Currency","2006/08/08",3952.70
"Currency","2006/08/07",3961.90
"Currency","2006/08/04",3915.60
"Currency","2006/08/03",3933.40
"Currency","2006/08/02",3950.00
"Currency","2006/08/01",3930.20
"Currency","2006/07/31",3943.70
"Currency","2006/07/28",3923.50
"Currency","2006/07/27",3963.10
"Currency","2006/07/26",3945.10
"Currency","2006/07/25",3964.50
"Currency","2006/07/24",3886.60
"Currency","2006/07/21",3890.90
"Currency","2006/07/20",3888.70
"Currency","2006/07/19",3860.60
"Currency","2006/07/18",3901.50
"Currency","2006/07/17",3895.40
"Currency","2006/07/14",3902.50
"Currency","2006/07/13",3892.30
"Currency","2006/07/12",3900.80
"Currency","2006/07/11",3884.30
"Currency","2006/07/10",3900.60
"Currency","2006/07/07",3879.50
"Currency","2006/07/06",3880.40
"Currency","2006/07/05",3907.70
"Currency","2006/07/04",3898.50
"Currency","2006/07/03",3895.10
"Currency","2006/06/30",3872.10
"Currency","2006/06/29",3847.30
"Currency","2006/06/28",3903.10
"Currency","2006/06/27",3889.20
"Currency","2006/06/26",3889.80
"Currency","2006/06/23",3896.30
"Currency","2006/06/22",3899.90
"Currency","2006/06/21",3883.90
"Currency","2006/06/20",3889.50
"Currency","2006/06/19",3898.50
"Currency","2006/06/16",3901.60
"Currency","2006/06/15",3847.10
"Currency","2006/06/14",3834.20
"Currency","2006/06/13",3863.20
"Currency","2006/06/12",3852.00
"Currency","2006/06/09",3866.00
"Currency","2006/06/08",3891.50
"Currency","2006/06/07",3857.00
"Currency","2006/06/06",3875.00
"Currency","2006/06/05",3837.20
"Currency","2006/06/02",3830.50
"Currency","2006/06/01",3854.20
"Currency","2006/05/31",3881.50
"Currency","2006/05/30",3869.90
"Currency","2006/05/29",3872.10
"Currency","2006/05/26",3889.80
"Currency","2006/05/25",3875.20
"Currency","2006/05/24",3893.10
"Currency","2006/05/23",3866.70
"Currency","2006/05/22",3832.60
"Currency","2006/05/19",3854.80
"Currency","2006/05/18",3823.90
"Currency","2006/05/17",3911.60
"Currency","2006/05/16",3851.70
"Currency","2006/05/15",3864.70
"Currency","2006/05/12",3865.80
"Currency","2006/05/11",3826.60
"Currency","2006/05/10",3864.40
"Currency","2006/05/09",3865.20
"Currency","2006/05/08",3901.80
"Currency","2006/05/05",3892.70
"Currency","2006/05/04",3864.80
"Currency","2006/05/03",3896.50
"Currency","2006/05/02",3895.00
"Currency","2006/05/01",3869.30
"Currency","2006/04/28",3897.50
"Currency","2006/04/27",3893.50
