"Indicator","Time","Value (USD/KHR)"
"Currency","2018/06/08",4055.00
"Currency","2018/06/07",4061.93
"Currency","2018/06/06",4065.00
"Currency","2018/06/05",4001.43
"Currency","2018/06/04",4060.94
"Currency","2018/06/01",4062.93
"Currency","2018/05/31",4055.94
"Currency","2018/05/30",4060.00
"Currency","2018/05/29",4053.88
"Currency","2018/05/28",4026.07
"Currency","2018/05/25",4045.95
"Currency","2018/05/24",4047.89
"Currency","2018/05/23",4039.80
"Currency","2018/05/22",4034.72
"Currency","2018/05/21",4040.00
"Currency","2018/05/18",4037.86
"Currency","2018/05/17",4050.00
"Currency","2018/05/16",4056.00
"Currency","2018/05/15",4033.87
"Currency","2018/05/14",4021.78
"Currency","2018/05/11",4029.84
"Currency","2018/05/10",4046.00
"Currency","2018/05/09",4032.88
"Currency","2018/05/08",4020.79
"Currency","2018/05/07",4035.96
"Currency","2018/05/04",4040.00
"Currency","2018/05/03",4025.00
"Currency","2018/05/02",4017.92
"Currency","2018/05/01",4028.97
"Currency","2018/04/30",4015.98
"Currency","2018/04/27",4017.98
"Currency","2018/04/26",4003.94
"Currency","2018/04/25",4005.99
"Currency","2018/04/24",4010.00
"Currency","2018/04/23",3997.88
"Currency","2018/04/20",3996.99
"Currency","2018/04/19",3997.98
"Currency","2018/04/18",3999.99
"Currency","2018/04/17",3991.00
"Currency","2018/04/16",4005.00
"Currency","2018/04/13",4006.00
"Currency","2018/04/12",3993.00
"Currency","2018/04/11",3997.00
"Currency","2018/04/10",3970.10
"Currency","2018/04/09",3990.00
"Currency","2018/04/06",3990.01
"Currency","2018/04/05",3986.01
"Currency","2018/04/04",3983.46
"Currency","2018/04/03",3964.14
"Currency","2018/04/02",3982.02
"Currency","2018/03/30",3990.00
"Currency","2018/03/29",3991.00
"Currency","2018/03/28",3975.05
"Currency","2018/03/27",3977.03
"Currency","2018/03/26",3981.02
"Currency","2018/03/23",3980.00
"Currency","2018/03/22",3983.46
"Currency","2018/03/21",3970.00
"Currency","2018/03/20",3969.97
"Currency","2018/03/19",3987.45
"Currency","2018/03/16",3982.01
"Currency","2018/03/15",3990.00
"Currency","2018/03/14",3984.01
"Currency","2018/03/13",3973.96
"Currency","2018/03/12",3991.00
"Currency","2018/03/09",3987.45
"Currency","2018/03/08",3987.45
"Currency","2018/03/07",3991.00
"Currency","2018/03/06",3987.45
"Currency","2018/03/05",3977.02
"Currency","2018/03/02",3986.00
"Currency","2018/03/01",3983.02
"Currency","2018/02/28",3990.68
"Currency","2018/02/27",3992.00
"Currency","2018/02/26",3995.00
"Currency","2018/02/23",3986.01
"Currency","2018/02/22",3983.46
"Currency","2018/02/21",3982.02
"Currency","2018/02/20",3999.43
"Currency","2018/02/19",4002.42
"Currency","2018/02/16",3995.00
"Currency","2018/02/15",4003.44
"Currency","2018/02/14",4000.00
"Currency","2018/02/13",3993.00
"Currency","2018/02/12",4001.00
"Currency","2018/02/09",4002.00
"Currency","2018/02/08",4000.00
"Currency","2018/02/07",3990.67
"Currency","2018/02/06",4013.96
"Currency","2018/02/05",4008.66
"Currency","2018/02/02",4005.71
"Currency","2018/02/01",4000.00
"Currency","2018/01/31",4001.00
"Currency","2018/01/30",4005.33
"Currency","2018/01/29",4005.94
"Currency","2018/01/26",4011.80
"Currency","2018/01/25",4000.00
"Currency","2018/01/24",4005.00
"Currency","2018/01/23",3999.90
"Currency","2018/01/22",4012.98
"Currency","2018/01/19",4005.76
"Currency","2018/01/18",4011.00
"Currency","2018/01/17",4007.28
"Currency","2018/01/16",4007.66
"Currency","2018/01/15",4018.43
"Currency","2018/01/12",4019.22
"Currency","2018/01/11",4015.90
"Currency","2018/01/10",4015.90
"Currency","2018/01/09",4020.00
"Currency","2018/01/08",4015.00
"Currency","2018/01/05",4023.94
"Currency","2018/01/04",4020.00
"Currency","2018/01/03",4029.91
"Currency","2018/01/02",4022.97
"Currency","2017/12/29",4025.00
"Currency","2017/12/28",4031.00
"Currency","2017/12/27",4027.00
"Currency","2017/12/26",4030.93
"Currency","2017/12/22",4025.00
"Currency","2017/12/21",4031.92
"Currency","2017/12/20",4025.00
"Currency","2017/12/19",4022.87
"Currency","2017/12/18",4024.33
"Currency","2017/12/15",4025.00
"Currency","2017/12/14",4022.91
"Currency","2017/12/13",4025.73
"Currency","2017/12/12",4025.18
"Currency","2017/12/11",4025.00
"Currency","2017/12/08",4020.00
"Currency","2017/12/07",4020.00
"Currency","2017/12/06",4028.93
"Currency","2017/12/05",4029.03
"Currency","2017/12/04",4020.00
"Currency","2017/12/01",4018.82
"Currency","2017/11/30",4019.55
"Currency","2017/11/29",4030.33
"Currency","2017/11/28",4025.69
"Currency","2017/11/27",4020.40
"Currency","2017/11/24",4024.44
"Currency","2017/11/23",4032.00
"Currency","2017/11/22",4016.92
"Currency","2017/11/21",4017.00
"Currency","2017/11/20",4014.87
"Currency","2017/11/17",4022.28
"Currency","2017/11/16",4020.95
"Currency","2017/11/15",4026.00
"Currency","2017/11/14",4013.75
"Currency","2017/11/13",4021.00
"Currency","2017/11/10",4020.89
"Currency","2017/11/09",4024.91
"Currency","2017/11/08",4029.65
"Currency","2017/11/07",4020.89
"Currency","2017/11/06",4027.72
"Currency","2017/11/03",4029.00
"Currency","2017/11/02",4034.54
"Currency","2017/11/01",4027.00
"Currency","2017/10/31",4029.00
"Currency","2017/10/30",4035.60
"Currency","2017/10/27",4022.70
"Currency","2017/10/26",4040.00
"Currency","2017/10/25",4023.90
"Currency","2017/10/24",4029.00
"Currency","2017/10/23",4025.60
"Currency","2017/10/21",4027.00
"Currency","2017/10/20",4027.00
"Currency","2017/10/19",4027.50
"Currency","2017/10/18",4027.00
"Currency","2017/10/17",4031.00
"Currency","2017/10/16",4034.70
"Currency","2017/10/13",4030.90
"Currency","2017/10/12",4031.00
"Currency","2017/10/11",4039.16
"Currency","2017/10/10",4041.00
"Currency","2017/10/09",4043.90
"Currency","2017/10/06",4041.70
"Currency","2017/10/05",4042.40
"Currency","2017/10/04",4040.00
"Currency","2017/10/03",4047.70
"Currency","2017/10/02",4040.00
"Currency","2017/09/30",4032.80
"Currency","2017/09/29",4032.80
"Currency","2017/09/28",4041.00
"Currency","2017/09/27",4040.00
"Currency","2017/09/26",4039.30
"Currency","2017/09/25",4046.95
"Currency","2017/09/22",4046.90
"Currency","2017/09/21",4051.00
"Currency","2017/09/20",4051.00
"Currency","2017/09/19",4047.70
"Currency","2017/09/18",4046.60
"Currency","2017/09/16",4040.90
"Currency","2017/09/15",4040.90
"Currency","2017/09/14",4034.80
"Currency","2017/09/13",4040.00
"Currency","2017/09/12",4039.50
"Currency","2017/09/11",4042.80
"Currency","2017/09/08",4037.00
"Currency","2017/09/07",4040.80
"Currency","2017/09/06",4036.30
"Currency","2017/09/05",4031.00
"Currency","2017/09/04",4048.00
"Currency","2017/09/01",4041.00
"Currency","2017/08/31",4051.54
"Currency","2017/08/30",4063.72
"Currency","2017/08/29",4063.72
"Currency","2017/08/28",4080.00
"Currency","2017/08/25",4075.93
"Currency","2017/08/24",4080.01
"Currency","2017/08/23",4085.00
"Currency","2017/08/22",4100.50
"Currency","2017/08/21",4108.70
"Currency","2017/08/19",4107.60
"Currency","2017/08/18",4107.60
"Currency","2017/08/17",4120.00
"Currency","2017/08/16",4110.00
"Currency","2017/08/15",4115.00
"Currency","2017/08/14",4083.40
"Currency","2017/08/12",4105.00
"Currency","2017/08/11",4105.00
"Currency","2017/08/10",4081.00
"Currency","2017/08/09",4086.40
"Currency","2017/08/08",4081.00
"Currency","2017/08/07",4090.30
"Currency","2017/08/04",4081.00
"Currency","2017/08/03",4078.90
"Currency","2017/08/02",4095.23
"Currency","2017/08/01",4093.98
"Currency","2017/07/31",4081.00
"Currency","2017/07/28",4084.82
"Currency","2017/07/27",4090.82
"Currency","2017/07/26",4092.00
"Currency","2017/07/25",4089.41
"Currency","2017/07/24",4088.91
"Currency","2017/07/21",4081.00
"Currency","2017/07/20",4089.07
"Currency","2017/07/19",4082.70
"Currency","2017/07/18",4080.00
"Currency","2017/07/17",4086.20
"Currency","2017/07/14",4085.69
"Currency","2017/07/13",4075.00
"Currency","2017/07/12",4070.00
"Currency","2017/07/11",4086.55
"Currency","2017/07/10",4086.00
"Currency","2017/07/07",4070.00
"Currency","2017/07/06",4071.00
"Currency","2017/07/05",4085.97
"Currency","2017/07/04",4085.00
"Currency","2017/07/03",4073.50
"Currency","2017/07/01",4073.60
"Currency","2017/06/30",4073.60
"Currency","2017/06/29",4084.00
"Currency","2017/06/28",4089.00
"Currency","2017/06/27",4084.91
"Currency","2017/06/26",4084.00
"Currency","2017/06/24",4084.00
"Currency","2017/06/23",4084.00
"Currency","2017/06/22",4081.00
"Currency","2017/06/21",4060.00
"Currency","2017/06/20",4078.00
"Currency","2017/06/19",4051.00
"Currency","2017/06/17",4077.00
"Currency","2017/06/16",4077.00
"Currency","2017/06/15",4061.00
"Currency","2017/06/14",4057.50
"Currency","2017/06/13",4058.70
"Currency","2017/06/12",4040.00
"Currency","2017/06/10",4075.00
"Currency","2017/06/09",4057.20
"Currency","2017/06/08",4063.50
"Currency","2017/06/07",4051.50
"Currency","2017/06/06",4074.00
"Currency","2017/06/05",4060.00
"Currency","2017/06/02",4043.90
"Currency","2017/06/01",4034.30
"Currency","2017/05/31",4051.50
"Currency","2017/05/30",4056.40
"Currency","2017/05/29",4044.00
"Currency","2017/05/26",4045.00
"Currency","2017/05/25",4041.50
"Currency","2017/05/24",4020.00
"Currency","2017/05/23",4018.30
"Currency","2017/05/22",4017.50
"Currency","2017/05/20",4032.80
"Currency","2017/05/19",4032.80
"Currency","2017/05/18",4032.80
"Currency","2017/05/17",4020.90
"Currency","2017/05/15",4020.00
"Currency","2017/05/12",4024.00
"Currency","2017/05/11",4021.00
"Currency","2017/05/10",4028.97
"Currency","2017/05/09",4003.35
"Currency","2017/05/08",4021.00
"Currency","2017/05/05",4020.00
"Currency","2017/05/04",4020.00
"Currency","2017/05/03",4027.45
"Currency","2017/05/02",4031.83
"Currency","2017/05/01",4014.42
"Currency","2017/04/28",4009.96
"Currency","2017/04/27",3996.00
"Currency","2017/04/26",4000.00
"Currency","2017/04/21",3991.00
"Currency","2017/04/20",4000.97
"Currency","2017/04/19",3974.10
"Currency","2017/04/18",3979.30
"Currency","2017/04/17",3981.50
"Currency","2017/04/14",3990.00
"Currency","2017/04/13",3980.80
"Currency","2017/04/12",3982.20
"Currency","2017/04/11",3989.50
"Currency","2017/04/10",4001.50
"Currency","2017/04/08",3980.40
"Currency","2017/04/07",3980.40
"Currency","2017/04/06",3977.10
"Currency","2017/04/05",4001.00
"Currency","2017/04/04",3968.10
"Currency","2017/04/03",3976.00
"Currency","2017/04/01",3984.00
"Currency","2017/03/31",3984.00
"Currency","2017/03/30",3961.10
"Currency","2017/03/29",3987.00
"Currency","2017/03/28",3955.10
"Currency","2017/03/27",3963.00
"Currency","2017/03/24",3984.40
"Currency","2017/03/23",3961.20
"Currency","2017/03/22",3962.40
"Currency","2017/03/21",3977.90
"Currency","2017/03/20",3959.70
"Currency","2017/03/17",3974.50
"Currency","2017/03/16",3960.10
"Currency","2017/03/15",3981.00
"Currency","2017/03/14",4001.50
"Currency","2017/03/13",3969.70
"Currency","2017/03/10",3962.10
"Currency","2017/03/09",3974.00
"Currency","2017/03/08",3980.00
"Currency","2017/03/07",4001.70
"Currency","2017/03/06",4000.60
"Currency","2017/03/03",3980.00
"Currency","2017/03/02",3985.00
"Currency","2017/03/01",3987.00
"Currency","2017/02/28",3993.90
"Currency","2017/02/27",4007.90
"Currency","2017/02/24",3996.00
"Currency","2017/02/23",3993.90
"Currency","2017/02/22",3991.00
"Currency","2017/02/21",3997.90
"Currency","2017/02/20",3979.40
"Currency","2017/02/17",3999.70
"Currency","2017/02/16",3991.00
"Currency","2017/02/15",4001.60
"Currency","2017/02/14",4009.00
"Currency","2017/02/13",4005.80
"Currency","2017/02/10",3986.80
"Currency","2017/02/09",4009.90
"Currency","2017/02/08",4015.00
"Currency","2017/02/07",4017.00
"Currency","2017/02/06",3990.40
"Currency","2017/02/03",4016.00
"Currency","2017/02/02",4020.00
"Currency","2017/02/01",4021.50
"Currency","2017/01/31",4015.00
"Currency","2017/01/30",4012.40
"Currency","2017/01/27",4015.00
"Currency","2017/01/26",4017.40
"Currency","2017/01/25",4019.00
"Currency","2017/01/24",4019.90
"Currency","2017/01/23",4020.70
"Currency","2017/01/21",4010.00
"Currency","2017/01/20",4010.00
"Currency","2017/01/19",4015.00
"Currency","2017/01/18",4015.00
"Currency","2017/01/17",4021.00
"Currency","2017/01/16",3980.30
"Currency","2017/01/13",4021.00
"Currency","2017/01/12",4013.23
"Currency","2017/01/11",4030.00
"Currency","2017/01/10",3996.00
"Currency","2017/01/09",4004.00
"Currency","2017/01/06",4031.00
"Currency","2017/01/05",4016.00
"Currency","2017/01/04",4008.00
"Currency","2017/01/03",3993.40
"Currency","2017/01/02",3990.35
"Currency","2016/12/30",3990.40
"Currency","2016/12/29",4021.30
"Currency","2016/12/28",3988.90
"Currency","2016/12/27",3990.40
"Currency","2016/12/26",3991.80
"Currency","2016/12/23",4030.00
"Currency","2016/12/22",4020.00
"Currency","2016/12/21",4023.00
"Currency","2016/12/20",3987.90
"Currency","2016/12/19",4020.00
"Currency","2016/12/16",4015.90
"Currency","2016/12/15",4011.00
"Currency","2016/12/14",4003.20
"Currency","2016/12/13",4003.70
"Currency","2016/12/12",4028.70
"Currency","2016/12/10",4031.20
"Currency","2016/12/09",4031.20
"Currency","2016/12/08",4034.90
"Currency","2016/12/07",3983.40
"Currency","2016/12/06",4002.10
"Currency","2016/12/05",4033.00
"Currency","2016/12/02",4002.00
"Currency","2016/12/01",4045.00
"Currency","2016/11/30",4010.00
"Currency","2016/11/29",3984.00
"Currency","2016/11/28",4000.00
"Currency","2016/11/25",3983.00
"Currency","2016/11/24",4002.00
"Currency","2016/11/23",4002.00
"Currency","2016/11/22",3980.00
"Currency","2016/11/21",3983.00
"Currency","2016/11/19",3995.00
"Currency","2016/11/18",3995.00
"Currency","2016/11/17",3983.00
"Currency","2016/11/16",4017.00
"Currency","2016/11/15",4000.00
"Currency","2016/11/11",3992.00
"Currency","2016/11/10",3974.00
"Currency","2016/11/09",4042.00
"Currency","2016/11/08",4005.00
"Currency","2016/11/07",4001.00
"Currency","2016/11/04",4019.00
"Currency","2016/11/03",4028.00
"Currency","2016/11/02",4030.00
"Currency","2016/11/01",4030.00
"Currency","2016/10/31",4028.00
"Currency","2016/10/28",4036.00
"Currency","2016/10/27",4032.00
"Currency","2016/10/26",4031.20
"Currency","2016/10/25",4030.00
"Currency","2016/10/24",4030.00
"Currency","2016/10/21",4029.90
"Currency","2016/10/20",4035.00
"Currency","2016/10/19",4030.00
"Currency","2016/10/18",4031.00
"Currency","2016/10/17",4043.00
"Currency","2016/10/14",4046.00
"Currency","2016/10/13",4046.00
"Currency","2016/10/12",4046.00
"Currency","2016/10/11",4046.00
"Currency","2016/10/10",4046.00
"Currency","2016/10/07",4051.90
"Currency","2016/10/06",4051.90
"Currency","2016/10/05",4050.00
"Currency","2016/10/04",4044.00
"Currency","2016/10/03",4076.90
"Currency","2016/10/01",4076.00
"Currency","2016/09/30",4076.00
"Currency","2016/09/29",4074.00
"Currency","2016/09/28",4080.00
"Currency","2016/09/27",4080.00
"Currency","2016/09/26",4050.00
"Currency","2016/09/24",4081.00
"Currency","2016/09/23",4081.00
"Currency","2016/09/22",4054.50
"Currency","2016/09/21",4054.60
"Currency","2016/09/20",4089.00
"Currency","2016/09/19",4069.70
"Currency","2016/09/17",4053.00
"Currency","2016/09/16",4053.00
"Currency","2016/09/15",4048.90
"Currency","2016/09/14",4085.00
"Currency","2016/09/13",4080.00
"Currency","2016/09/12",4053.90
"Currency","2016/09/10",4054.00
"Currency","2016/09/09",4054.00
"Currency","2016/09/08",4080.00
"Currency","2016/09/07",4054.00
"Currency","2016/09/06",4054.00
"Currency","2016/09/05",4034.00
"Currency","2016/09/03",4052.20
"Currency","2016/09/02",4052.20
"Currency","2016/09/01",4053.00
"Currency","2016/08/31",4053.50
"Currency","2016/08/30",4042.00
"Currency","2016/08/29",4054.00
"Currency","2016/08/26",4053.00
"Currency","2016/08/25",4053.00
"Currency","2016/08/24",4053.20
"Currency","2016/08/23",4053.00
"Currency","2016/08/22",4071.00
"Currency","2016/08/19",4066.00
"Currency","2016/08/18",4074.00
"Currency","2016/08/17",4075.00
"Currency","2016/08/16",4070.00
"Currency","2016/08/15",4054.00
"Currency","2016/08/12",4071.00
"Currency","2016/08/11",4062.00
"Currency","2016/08/10",4055.00
"Currency","2016/08/09",4057.00
"Currency","2016/08/08",4070.00
"Currency","2016/08/05",4077.00
"Currency","2016/08/04",4054.00
"Currency","2016/08/03",4068.50
"Currency","2016/08/02",4034.00
"Currency","2016/08/01",4074.00
"Currency","2016/07/29",4041.00
"Currency","2016/07/28",4063.00
"Currency","2016/07/27",4061.00
"Currency","2016/07/26",4039.70
"Currency","2016/07/25",4048.00
"Currency","2016/07/22",4060.00
"Currency","2016/07/21",4059.00
"Currency","2016/07/20",4035.00
"Currency","2016/07/19",4035.50
"Currency","2016/07/18",4035.00
"Currency","2016/07/15",4060.00
"Currency","2016/07/14",4033.00
"Currency","2016/07/13",4068.00
"Currency","2016/07/12",4046.00
"Currency","2016/07/11",4060.00
"Currency","2016/07/08",4039.00
"Currency","2016/07/07",4072.50
"Currency","2016/07/06",4048.00
"Currency","2016/07/05",4057.00
"Currency","2016/07/04",4060.00
"Currency","2016/07/01",4060.00
"Currency","2016/06/30",4060.00
"Currency","2016/06/29",4079.95
"Currency","2016/06/28",4079.95
"Currency","2016/06/27",4082.45
"Currency","2016/06/24",4100.45
"Currency","2016/06/23",4071.25
"Currency","2016/06/22",4100.95
"Currency","2016/06/21",4099.95
"Currency","2016/06/20",4084.40
"Currency","2016/06/17",4100.95
"Currency","2016/06/16",4100.95
"Currency","2016/06/15",4107.25
"Currency","2016/06/14",4098.95
"Currency","2016/06/13",4102.85
"Currency","2016/06/10",4096.50
"Currency","2016/06/09",4094.95
"Currency","2016/06/08",4094.95
"Currency","2016/06/07",4095.95
"Currency","2016/06/06",4095.45
"Currency","2016/06/04",4079.95
"Currency","2016/06/03",4079.95
"Currency","2016/06/02",4079.95
"Currency","2016/06/01",4079.95
"Currency","2016/05/31",4081.65
"Currency","2016/05/30",4059.95
"Currency","2016/05/27",4106.95
"Currency","2016/05/26",4102.95
"Currency","2016/05/25",4059.95
"Currency","2016/05/24",4059.95
"Currency","2016/05/23",4060.45
"Currency","2016/05/20",4059.95
"Currency","2016/05/19",4059.95
"Currency","2016/05/18",4060.95
"Currency","2016/05/17",4064.95
"Currency","2016/05/16",4034.65
"Currency","2016/05/13",4064.95
"Currency","2016/05/12",4055.45
"Currency","2016/05/11",4060.45
"Currency","2016/05/10",4059.95
"Currency","2016/05/09",4064.95
"Currency","2016/05/06",4059.95
"Currency","2016/05/05",4059.95
"Currency","2016/05/04",4059.95
"Currency","2016/05/03",4029.55
"Currency","2016/05/02",4046.40
"Currency","2016/04/30",4049.95
"Currency","2016/04/29",4044.95
"Currency","2016/04/28",4027.05
"Currency","2016/04/27",4027.05
"Currency","2016/04/26",4005.95
"Currency","2016/04/25",3999.95
"Currency","2016/04/23",4050.55
"Currency","2016/04/22",4050.55
"Currency","2016/04/21",4046.95
"Currency","2016/04/20",4043.85
"Currency","2016/04/19",3999.95
"Currency","2016/04/18",4000.95
"Currency","2016/04/16",4041.75
"Currency","2016/04/15",4042.25
"Currency","2016/04/14",4000.95
"Currency","2016/04/13",4042.85
"Currency","2016/04/12",4049.75
"Currency","2016/04/11",4042.25
"Currency","2016/04/09",3999.95
"Currency","2016/04/08",3999.95
"Currency","2016/04/07",3999.95
"Currency","2016/04/06",3999.95
"Currency","2016/04/05",4004.95
"Currency","2016/04/04",3999.95
"Currency","2016/04/01",3999.95
"Currency","2016/03/31",4000.95
"Currency","2016/03/30",3999.95
"Currency","2016/03/29",4000.95
"Currency","2016/03/28",4050.35
"Currency","2016/03/25",4050.35
"Currency","2016/03/24",4050.55
"Currency","2016/03/23",4000.95
"Currency","2016/03/22",4000.95
"Currency","2016/03/21",3999.95
"Currency","2016/03/18",4006.95
"Currency","2016/03/17",4005.35
"Currency","2016/03/16",3999.95
"Currency","2016/03/15",4002.90
"Currency","2016/03/14",3999.95
"Currency","2016/03/13",3990.85
"Currency","2016/03/11",4003.20
"Currency","2016/03/10",4000.05
"Currency","2016/03/09",4000.60
"Currency","2016/03/08",4000.95
"Currency","2016/03/07",3998.85
"Currency","2016/03/06",3991.70
"Currency","2016/03/04",4000.95
"Currency","2016/03/03",3999.95
"Currency","2016/03/02",3999.95
"Currency","2016/03/01",4014.50
"Currency","2016/02/29",4013.45
"Currency","2016/02/28",4015.95
"Currency","2016/02/26",4015.95
"Currency","2016/02/25",4017.25
"Currency","2016/02/24",4030.65
"Currency","2016/02/23",4014.95
"Currency","2016/02/22",3997.85
"Currency","2016/02/19",4020.95
"Currency","2016/02/18",4016.95
"Currency","2016/02/17",4027.90
"Currency","2016/02/16",4025.95
"Currency","2016/02/15",4024.95
"Currency","2016/02/12",4025.95
"Currency","2016/02/11",4043.95
"Currency","2016/02/10",4044.95
"Currency","2016/02/09",4044.95
"Currency","2016/02/08",4044.95
"Currency","2016/02/05",4039.95
"Currency","2016/02/04",4039.95
"Currency","2016/02/03",4035.95
"Currency","2016/02/02",4037.40
"Currency","2016/02/01",4028.35
"Currency","2016/01/29",4034.95
"Currency","2016/01/28",4030.35
"Currency","2016/01/27",4033.00
"Currency","2016/01/26",4071.25
"Currency","2016/01/25",4070.85
"Currency","2016/01/22",4054.95
"Currency","2016/01/21",4058.00
"Currency","2016/01/20",4071.55
"Currency","2016/01/19",4070.25
"Currency","2016/01/18",4046.30
"Currency","2016/01/15",4041.65
"Currency","2016/01/14",4045.60
"Currency","2016/01/13",4023.20
"Currency","2016/01/12",4041.40
"Currency","2016/01/11",4056.10
"Currency","2016/01/08",4052.75
"Currency","2016/01/07",4054.95
"Currency","2016/01/06",4043.60
"Currency","2016/01/05",4037.35
"Currency","2016/01/04",4054.95
"Currency","2016/01/03",4066.50
"Currency","2016/01/01",4065.90
"Currency","2015/12/31",4067.45
"Currency","2015/12/30",4053.95
"Currency","2015/12/29",4025.00
"Currency","2015/12/28",4057.75
"Currency","2015/12/25",4043.70
"Currency","2015/12/24",4043.95
"Currency","2015/12/23",4051.05
"Currency","2015/12/22",4043.70
"Currency","2015/12/21",4033.10
"Currency","2015/12/20",4053.95
"Currency","2015/12/18",4053.95
"Currency","2015/12/17",4052.20
"Currency","2015/12/16",4055.10
"Currency","2015/12/15",4078.45
"Currency","2015/12/14",4047.05
"Currency","2015/12/11",4048.95
"Currency","2015/12/10",4044.95
"Currency","2015/12/09",4013.80
"Currency","2015/12/08",4037.95
"Currency","2015/12/07",4015.05
"Currency","2015/12/06",4059.60
"Currency","2015/12/04",4059.60
"Currency","2015/12/03",4052.10
"Currency","2015/12/02",4051.50
"Currency","2015/12/01",4034.05
"Currency","2015/11/30",4044.95
"Currency","2015/11/28",4041.15
"Currency","2015/11/27",4041.15
"Currency","2015/11/26",4031.70
"Currency","2015/11/25",4018.60
"Currency","2015/11/24",4031.05
"Currency","2015/11/23",4035.50
"Currency","2015/11/20",4052.65
"Currency","2015/11/19",4040.00
"Currency","2015/11/18",4046.95
"Currency","2015/11/17",4053.60
"Currency","2015/11/16",4041.95
"Currency","2015/11/13",4044.95
"Currency","2015/11/12",4003.25
"Currency","2015/11/11",4028.50
"Currency","2015/11/10",4044.95
"Currency","2015/11/09",4098.50
"Currency","2015/11/08",4049.95
"Currency","2015/11/06",4049.95
"Currency","2015/11/05",4049.95
"Currency","2015/11/04",4053.95
"Currency","2015/11/03",4054.95
"Currency","2015/11/02",4055.15
"Currency","2015/11/01",4060.95
"Currency","2015/10/30",4060.95
"Currency","2015/10/29",4060.95
"Currency","2015/10/28",4060.95
"Currency","2015/10/27",4044.95
"Currency","2015/10/26",4049.95
"Currency","2015/10/25",4054.95
"Currency","2015/10/23",4054.95
"Currency","2015/10/22",4059.95
"Currency","2015/10/21",4054.95
"Currency","2015/10/20",4054.95
"Currency","2015/10/19",4054.95
"Currency","2015/10/18",4050.45
"Currency","2015/10/16",4050.45
"Currency","2015/10/15",4049.95
"Currency","2015/10/14",4049.95
"Currency","2015/10/13",4049.95
"Currency","2015/10/12",4057.40
"Currency","2015/10/09",4091.95
"Currency","2015/10/08",4090.95
"Currency","2015/10/07",4089.95
"Currency","2015/10/06",4084.95
"Currency","2015/10/05",4084.95
"Currency","2015/10/04",4089.95
"Currency","2015/10/02",4089.95
"Currency","2015/10/01",4089.95
"Currency","2015/09/30",4089.95
"Currency","2015/09/29",4089.95
"Currency","2015/09/28",4090.95
"Currency","2015/09/27",4097.95
"Currency","2015/09/26",4097.95
"Currency","2015/09/25",4097.95
"Currency","2015/09/24",4095.95
"Currency","2015/09/23",4097.45
"Currency","2015/09/22",4099.95
"Currency","2015/09/21",4114.95
"Currency","2015/09/20",4094.95
"Currency","2015/09/18",4094.95
"Currency","2015/09/17",4105.95
"Currency","2015/09/16",4107.95
"Currency","2015/09/15",4105.95
"Currency","2015/09/14",4105.95
"Currency","2015/09/13",4094.95
"Currency","2015/09/11",4094.95
"Currency","2015/09/10",4097.45
"Currency","2015/09/09",4098.25
"Currency","2015/09/08",4114.95
"Currency","2015/09/07",4109.95
"Currency","2015/09/06",4102.75
"Currency","2015/09/04",4102.75
"Currency","2015/09/03",4109.25
"Currency","2015/09/02",4107.35
"Currency","2015/09/01",4105.00
"Currency","2015/08/31",4102.30
"Currency","2015/08/30",4101.30
"Currency","2015/08/28",4101.30
"Currency","2015/08/27",4100.95
"Currency","2015/08/26",4100.20
"Currency","2015/08/25",4094.85
"Currency","2015/08/24",4098.60
"Currency","2015/08/21",4103.55
"Currency","2015/08/20",4104.00
"Currency","2015/08/19",4105.40
"Currency","2015/08/18",4096.15
"Currency","2015/08/17",4099.55
"Currency","2015/08/14",4111.95
"Currency","2015/08/13",4112.45
"Currency","2015/08/12",4134.95
"Currency","2015/08/11",4134.95
"Currency","2015/08/10",4129.95
"Currency","2015/08/07",4124.95
"Currency","2015/08/06",4119.95
"Currency","2015/08/05",4101.00
"Currency","2015/08/04",4100.00
"Currency","2015/08/03",4100.00
"Currency","2015/07/31",4095.00
"Currency","2015/07/30",4089.00
"Currency","2015/07/29",4085.00
"Currency","2015/07/28",4085.00
"Currency","2015/07/27",4084.00
"Currency","2015/07/24",4088.00
"Currency","2015/07/23",4086.00
"Currency","2015/07/22",4083.00
"Currency","2015/07/21",4080.00
"Currency","2015/07/20",3997.30
"Currency","2015/07/17",4083.00
"Currency","2015/07/16",4079.00
"Currency","2015/07/15",4080.00
"Currency","2015/07/14",4087.00
"Currency","2015/07/13",4081.00
"Currency","2015/07/12",4110.95
"Currency","2015/07/10",4081.00
"Currency","2015/07/09",4087.00
"Currency","2015/07/08",4085.00
"Currency","2015/07/07",4089.00
"Currency","2015/07/06",4085.00
"Currency","2015/07/04",4069.35
"Currency","2015/07/03",3974.30
"Currency","2015/07/02",4088.00
"Currency","2015/07/01",4083.00
"Currency","2015/06/30",4069.00
"Currency","2015/06/29",4065.00
"Currency","2015/06/26",4081.00
"Currency","2015/06/25",4083.00
"Currency","2015/06/24",4080.00
"Currency","2015/06/23",4080.00
"Currency","2015/06/22",3961.40
"Currency","2015/06/19",4080.00
"Currency","2015/06/18",4084.00
"Currency","2015/06/17",4083.00
"Currency","2015/06/16",4080.00
"Currency","2015/06/15",4081.00
"Currency","2015/06/12",4071.00
"Currency","2015/06/11",4070.00
"Currency","2015/06/10",4061.00
