"Indicator","Time","Value (USD/GTQ)"
"Currency","2004/11/15",7.78
"Currency","2004/11/12",7.79
"Currency","2004/11/11",7.75
"Currency","2004/11/10",7.75
"Currency","2004/11/09",7.75
"Currency","2004/11/08",7.75
"Currency","2004/11/05",7.76
"Currency","2004/11/04",7.76
"Currency","2004/11/03",7.76
"Currency","2004/11/02",7.77
"Currency","2004/11/01",7.77
"Currency","2004/10/29",7.77
"Currency","2004/10/28",7.78
"Currency","2004/10/27",7.78
"Currency","2004/10/26",7.78
"Currency","2004/10/25",7.78
"Currency","2004/10/22",7.79
"Currency","2004/10/21",7.80
"Currency","2004/10/20",7.81
"Currency","2004/10/19",7.81
"Currency","2004/10/18",7.82
"Currency","2004/10/15",7.82
"Currency","2004/10/14",7.81
"Currency","2004/10/13",7.83
"Currency","2004/10/12",7.84
"Currency","2004/10/11",7.84
"Currency","2004/10/08",7.84
"Currency","2004/10/07",7.84
"Currency","2004/10/06",7.87
"Currency","2004/10/05",7.87
"Currency","2004/10/04",7.86
"Currency","2004/10/01",7.86
"Currency","2004/09/30",7.87
"Currency","2004/09/29",7.89
"Currency","2004/09/28",7.90
"Currency","2004/09/27",7.90
"Currency","2004/09/24",7.90
"Currency","2004/09/23",7.90
"Currency","2004/09/22",7.90
"Currency","2004/09/21",7.90
"Currency","2004/09/20",7.90
"Currency","2004/09/17",7.89
"Currency","2004/09/16",7.88
"Currency","2004/09/15",7.89
"Currency","2004/09/14",7.89
"Currency","2004/09/13",7.89
"Currency","2004/09/10",7.89
"Currency","2004/09/09",7.88
"Currency","2004/09/08",7.86
"Currency","2004/09/07",7.86
"Currency","2004/09/06",7.88
"Currency","2004/09/03",7.88
"Currency","2004/09/02",7.88
"Currency","2004/09/01",7.87
"Currency","2004/08/31",7.89
"Currency","2004/08/30",7.89
"Currency","2004/08/27",7.91
"Currency","2004/08/26",7.90
"Currency","2004/08/25",7.89
"Currency","2004/08/24",7.89
"Currency","2004/08/23",7.89
"Currency","2004/08/20",7.89
"Currency","2004/08/19",7.89
"Currency","2004/08/18",7.89
"Currency","2004/08/17",7.89
"Currency","2004/08/16",7.91
"Currency","2004/08/13",7.91
"Currency","2004/08/12",7.91
"Currency","2004/08/11",7.91
"Currency","2004/08/10",7.91
"Currency","2004/08/09",7.91
"Currency","2004/08/06",7.91
"Currency","2004/08/05",7.91
"Currency","2004/08/04",7.91
"Currency","2004/08/03",7.91
"Currency","2004/08/02",7.91
"Currency","2004/07/30",7.91
"Currency","2004/07/29",7.96
"Currency","2004/07/28",7.97
"Currency","2004/07/27",7.92
"Currency","2004/07/26",7.89
"Currency","2004/07/23",7.83
"Currency","2004/07/22",7.83
"Currency","2004/07/21",7.83
"Currency","2004/07/20",7.84
"Currency","2004/07/19",7.84
"Currency","2004/07/16",7.86
"Currency","2004/07/15",7.86
"Currency","2004/07/14",7.87
"Currency","2004/07/13",7.87
"Currency","2004/07/12",7.87
"Currency","2004/07/09",7.87
"Currency","2004/07/08",7.86
"Currency","2004/07/07",7.86
"Currency","2004/07/06",7.86
"Currency","2004/07/05",7.86
"Currency","2004/07/02",7.86
"Currency","2004/07/01",7.89
"Currency","2004/06/30",7.89
"Currency","2004/06/29",7.89
"Currency","2004/06/28",7.90
"Currency","2004/06/25",7.90
"Currency","2004/06/24",7.89
"Currency","2004/06/23",7.89
"Currency","2004/06/22",7.90
"Currency","2004/06/21",7.91
"Currency","2004/06/18",7.92
"Currency","2004/06/17",7.92
"Currency","2004/06/16",7.92
"Currency","2004/06/15",7.93
"Currency","2004/06/14",7.94
"Currency","2004/06/11",7.96
"Currency","2004/06/10",7.96
"Currency","2004/06/09",7.96
"Currency","2004/06/08",7.96
"Currency","2004/06/07",7.96
"Currency","2004/06/04",7.96
"Currency","2004/06/03",7.96
"Currency","2004/06/02",7.96
"Currency","2004/06/01",7.96
"Currency","2004/05/31",7.98
"Currency","2004/05/28",7.98
"Currency","2004/05/27",7.98
"Currency","2004/05/26",7.98
"Currency","2004/05/25",7.98
"Currency","2004/05/24",7.96
"Currency","2004/05/21",7.96
"Currency","2004/05/20",7.96
"Currency","2004/05/19",7.97
"Currency","2004/05/18",7.97
"Currency","2004/05/17",7.97
"Currency","2004/05/14",7.98
"Currency","2004/05/13",7.98
"Currency","2004/05/12",7.98
"Currency","2004/05/11",7.98
"Currency","2004/05/10",7.98
"Currency","2004/05/07",7.99
"Currency","2004/05/06",7.99
"Currency","2004/05/05",7.99
"Currency","2004/05/04",7.99
"Currency","2004/05/03",7.98
"Currency","2004/04/30",7.97
"Currency","2004/04/29",7.97
"Currency","2004/04/28",7.98
"Currency","2004/04/27",8.01
"Currency","2004/04/26",8.01
"Currency","2004/04/23",8.03
"Currency","2004/04/22",8.03
"Currency","2004/04/21",8.03
"Currency","2004/04/20",8.03
"Currency","2004/04/19",8.05
"Currency","2004/04/16",8.05
"Currency","2004/04/15",8.06
"Currency","2004/04/14",8.06
"Currency","2004/04/13",8.06
"Currency","2004/04/12",8.05
"Currency","2004/04/09",8.05
"Currency","2004/04/08",8.05
"Currency","2004/04/07",8.05
"Currency","2004/04/06",8.05
"Currency","2004/04/05",8.06
"Currency","2004/04/02",8.07
"Currency","2004/04/01",8.08
"Currency","2004/03/31",8.08
"Currency","2004/03/30",8.09
"Currency","2004/03/29",8.09
"Currency","2004/03/26",8.09
"Currency","2004/03/25",8.09
"Currency","2004/03/24",8.09
"Currency","2004/03/23",8.09
"Currency","2004/03/22",8.08
"Currency","2004/03/19",8.09
"Currency","2004/03/18",8.09
"Currency","2004/03/17",8.09
"Currency","2004/03/16",8.09
"Currency","2004/03/15",8.08
"Currency","2004/03/12",8.08
"Currency","2004/03/11",8.08
"Currency","2004/03/10",8.08
"Currency","2004/03/09",8.09
"Currency","2004/03/08",8.09
"Currency","2004/03/05",8.09
"Currency","2004/03/04",8.09
"Currency","2004/03/03",8.09
"Currency","2004/03/02",8.09
"Currency","2004/03/01",8.09
"Currency","2004/02/27",8.09
"Currency","2004/02/26",8.10
"Currency","2004/02/25",8.10
"Currency","2004/02/24",8.10
"Currency","2004/02/23",8.11
"Currency","2004/02/20",8.10
"Currency","2004/02/19",8.09
"Currency","2004/02/18",8.08
"Currency","2004/02/17",8.08
"Currency","2004/02/16",8.09
"Currency","2004/02/13",8.09
"Currency","2004/02/12",8.09
"Currency","2004/02/11",8.10
"Currency","2004/02/10",8.08
"Currency","2004/02/09",8.09
"Currency","2004/02/06",8.08
"Currency","2004/02/05",8.08
"Currency","2004/02/04",8.08
"Currency","2004/02/03",8.08
"Currency","2004/02/02",8.07
"Currency","2004/01/30",8.12
"Currency","2004/01/29",8.10
"Currency","2004/01/28",8.09
"Currency","2004/01/27",8.12
"Currency","2004/01/26",8.12
"Currency","2004/01/23",8.12
"Currency","2004/01/22",8.12
"Currency","2004/01/21",8.12
"Currency","2004/01/20",8.12
"Currency","2004/01/19",8.11
"Currency","2004/01/16",8.10
"Currency","2004/01/15",8.10
"Currency","2004/01/14",8.09
"Currency","2004/01/13",8.08
"Currency","2004/01/12",8.09
"Currency","2004/01/09",8.10
"Currency","2004/01/08",8.11
"Currency","2004/01/07",8.08
"Currency","2004/01/06",8.05
"Currency","2004/01/05",8.05
"Currency","2004/01/02",8.00
"Currency","2004/01/01",8.00
"Currency","2003/12/31",8.00
"Currency","2003/12/30",8.00
"Currency","2003/12/29",8.00
"Currency","2003/12/26",8.00
"Currency","2003/12/25",8.00
"Currency","2003/12/24",8.00
"Currency","2003/12/23",8.00
"Currency","2003/12/22",8.00
"Currency","2003/12/19",8.00
"Currency","2003/12/18",8.00
"Currency","2003/12/17",8.01
"Currency","2003/12/16",8.01
"Currency","2003/12/15",8.02
"Currency","2003/12/12",8.02
"Currency","2003/12/11",8.02
"Currency","2003/12/10",8.01
"Currency","2003/12/09",8.01
"Currency","2003/12/08",8.02
"Currency","2003/12/05",8.04
"Currency","2003/12/04",8.04
"Currency","2003/12/03",8.04
"Currency","2003/12/02",8.04
"Currency","2003/12/01",8.03
"Currency","2003/11/28",8.04
"Currency","2003/11/27",8.08
"Currency","2003/11/26",8.08
"Currency","2003/11/25",8.08
"Currency","2003/11/24",8.06
"Currency","2003/11/21",8.05
"Currency","2003/11/20",8.04
"Currency","2003/11/19",8.04
"Currency","2003/11/18",8.03
"Currency","2003/11/17",8.03
"Currency","2003/11/14",8.03
"Currency","2003/11/13",8.03
"Currency","2003/11/12",8.08
"Currency","2003/11/11",8.08
"Currency","2003/11/10",8.09
"Currency","2003/11/07",8.12
"Currency","2003/11/06",8.12
"Currency","2003/11/05",8.12
"Currency","2003/11/04",8.12
"Currency","2003/11/03",8.12
"Currency","2003/10/31",8.12
"Currency","2003/10/30",8.12
"Currency","2003/10/29",8.13
"Currency","2003/10/28",8.14
"Currency","2003/10/27",8.12
"Currency","2003/10/24",8.11
"Currency","2003/10/23",8.14
"Currency","2003/10/22",8.10
"Currency","2003/10/21",8.10
"Currency","2003/10/20",8.11
"Currency","2003/10/17",8.09
"Currency","2003/10/16",8.08
"Currency","2003/10/15",8.05
"Currency","2003/10/14",8.04
"Currency","2003/10/13",8.05
"Currency","2003/10/10",8.05
"Currency","2003/10/09",8.06
"Currency","2003/10/08",8.01
"Currency","2003/10/07",8.02
"Currency","2003/10/06",8.05
"Currency","2003/10/03",8.09
"Currency","2003/10/02",8.12
"Currency","2003/10/01",8.10
"Currency","2003/09/30",8.08
"Currency","2003/09/29",8.03
"Currency","2003/09/26",7.97
"Currency","2003/09/25",7.97
"Currency","2003/09/24",7.97
"Currency","2003/09/23",7.96
"Currency","2003/09/22",7.96
"Currency","2003/09/19",7.96
"Currency","2003/09/18",7.96
"Currency","2003/09/17",7.96
"Currency","2003/09/16",7.95
"Currency","2003/09/15",7.95
"Currency","2003/09/12",7.95
"Currency","2003/09/11",7.97
"Currency","2003/09/10",7.97
"Currency","2003/09/09",7.95
"Currency","2003/09/08",7.94
"Currency","2003/09/05",7.94
"Currency","2003/09/04",7.94
"Currency","2003/09/03",7.92
"Currency","2003/09/02",7.93
"Currency","2003/09/01",7.93
"Currency","2003/08/29",7.93
"Currency","2003/08/28",7.93
"Currency","2003/08/27",7.93
"Currency","2003/08/26",7.92
"Currency","2003/08/25",7.92
"Currency","2003/08/22",7.92
"Currency","2003/08/21",7.91
"Currency","2003/08/20",7.91
"Currency","2003/08/19",7.91
"Currency","2003/08/18",7.91
"Currency","2003/08/15",7.91
"Currency","2003/08/14",7.91
"Currency","2003/08/13",7.91
"Currency","2003/08/12",7.91
"Currency","2003/08/11",7.90
"Currency","2003/08/08",7.90
"Currency","2003/08/07",7.90
"Currency","2003/08/06",7.90
"Currency","2003/08/05",7.91
"Currency","2003/08/04",7.91
"Currency","2003/08/01",7.91
"Currency","2003/07/31",7.91
"Currency","2003/07/30",7.91
"Currency","2003/07/29",7.93
"Currency","2003/07/28",7.92
"Currency","2003/07/25",7.92
"Currency","2003/07/24",7.92
"Currency","2003/07/23",7.92
"Currency","2003/07/22",7.92
"Currency","2003/07/21",7.92
"Currency","2003/07/18",7.92
"Currency","2003/07/17",7.92
"Currency","2003/07/16",7.91
"Currency","2003/07/15",7.91
"Currency","2003/07/14",7.91
"Currency","2003/07/11",7.90
"Currency","2003/07/10",7.90
"Currency","2003/07/09",7.91
"Currency","2003/07/08",7.89
"Currency","2003/07/07",7.90
"Currency","2003/07/04",7.92
"Currency","2003/07/03",7.92
"Currency","2003/07/02",7.92
"Currency","2003/07/01",7.91
"Currency","2003/06/30",7.91
"Currency","2003/06/27",7.91
"Currency","2003/06/26",7.91
"Currency","2003/06/25",7.92
"Currency","2003/06/24",7.92
"Currency","2003/06/23",7.92
"Currency","2003/06/20",7.92
"Currency","2003/06/19",7.92
"Currency","2003/06/18",7.92
"Currency","2003/06/17",7.92
"Currency","2003/06/16",7.92
"Currency","2003/06/13",7.92
"Currency","2003/06/12",7.91
"Currency","2003/06/11",7.91
"Currency","2003/06/10",7.90
"Currency","2003/06/09",7.90
"Currency","2003/06/06",7.90
"Currency","2003/06/05",7.90
"Currency","2003/06/04",7.90
"Currency","2003/06/03",7.90
"Currency","2003/06/02",7.91
"Currency","2003/05/30",7.91
"Currency","2003/05/29",7.91
"Currency","2003/05/28",7.91
"Currency","2003/05/27",7.90
"Currency","2003/05/26",7.90
"Currency","2003/05/23",7.90
"Currency","2003/05/22",7.89
"Currency","2003/05/21",7.89
"Currency","2003/05/20",7.91
"Currency","2003/05/19",7.91
"Currency","2003/05/16",7.89
"Currency","2003/05/15",7.90
"Currency","2003/05/14",7.88
"Currency","2003/05/13",7.88
"Currency","2003/05/12",7.89
"Currency","2003/05/09",7.90
"Currency","2003/05/08",7.91
"Currency","2003/05/07",7.91
"Currency","2003/05/06",7.87
"Currency","2003/05/05",7.84
"Currency","2003/05/02",7.85
"Currency","2003/05/01",7.86
"Currency","2003/04/30",7.86
"Currency","2003/04/29",7.86
"Currency","2003/04/28",7.89
"Currency","2003/04/25",7.92
"Currency","2003/04/24",7.92
"Currency","2003/04/23",7.90
"Currency","2003/04/22",7.87
"Currency","2003/04/21",7.85
"Currency","2003/04/18",7.83
"Currency","2003/04/17",7.83
"Currency","2003/04/16",7.83
"Currency","2003/04/15",7.83
"Currency","2003/04/14",7.85
"Currency","2003/04/11",7.87
"Currency","2003/04/10",7.91
"Currency","2003/04/09",7.89
"Currency","2003/04/08",7.91
"Currency","2003/04/07",7.90
"Currency","2003/04/04",7.92
"Currency","2003/04/03",7.94
"Currency","2003/04/02",7.91
"Currency","2003/04/01",7.91
"Currency","2003/03/31",7.90
"Currency","2003/03/28",7.85
"Currency","2003/03/27",7.89
"Currency","2003/03/26",7.91
"Currency","2003/03/25",7.95
"Currency","2003/03/24",7.94
"Currency","2003/03/21",7.91
"Currency","2003/03/20",7.89
"Currency","2003/03/19",7.88
"Currency","2003/03/18",7.87
"Currency","2003/03/17",7.88
"Currency","2003/03/14",7.88
"Currency","2003/03/13",7.88
"Currency","2003/03/12",7.87
"Currency","2003/03/11",7.88
"Currency","2003/03/10",7.88
"Currency","2003/03/07",7.86
"Currency","2003/03/06",7.84
"Currency","2003/03/05",7.84
"Currency","2003/03/04",7.82
"Currency","2003/03/03",7.83
"Currency","2003/02/28",7.84
"Currency","2003/02/27",7.86
"Currency","2003/02/26",7.87
"Currency","2003/02/25",7.86
"Currency","2003/02/24",7.83
"Currency","2003/02/21",7.84
"Currency","2003/02/20",7.83
"Currency","2003/02/19",7.79
"Currency","2003/02/18",7.76
"Currency","2003/02/17",7.76
"Currency","2003/02/14",7.76
"Currency","2003/02/13",7.73
"Currency","2003/02/12",7.74
"Currency","2003/02/11",7.76
"Currency","2003/02/10",7.78
"Currency","2003/02/07",7.76
"Currency","2003/02/06",7.79
"Currency","2003/02/05",7.79
"Currency","2003/02/04",7.79
"Currency","2003/02/03",7.79
"Currency","2003/01/31",7.88
"Currency","2003/01/30",7.86
"Currency","2003/01/29",7.85
"Currency","2003/01/28",7.86
"Currency","2003/01/27",7.83
"Currency","2003/01/24",7.84
"Currency","2003/01/23",7.79
"Currency","2003/01/22",7.78
"Currency","2003/01/21",7.78
"Currency","2003/01/20",7.76
"Currency","2003/01/17",7.75
"Currency","2003/01/16",7.72
"Currency","2003/01/15",7.71
"Currency","2003/01/14",7.72
"Currency","2003/01/13",7.75
"Currency","2003/01/10",7.78
"Currency","2003/01/09",7.76
"Currency","2003/01/08",7.75
"Currency","2003/01/07",7.75
"Currency","2003/01/06",7.72
"Currency","2003/01/03",7.67
"Currency","2003/01/02",7.74
"Currency","2003/01/01",7.68
"Currency","2002/12/31",7.68
"Currency","2002/12/30",7.64
"Currency","2002/12/27",7.64
"Currency","2002/12/26",7.64
"Currency","2002/12/25",7.65
"Currency","2002/12/24",7.65
"Currency","2002/12/23",7.66
"Currency","2002/12/20",7.68
"Currency","2002/12/19",7.62
"Currency","2002/12/18",7.62
"Currency","2002/12/17",7.67
"Currency","2002/12/16",7.64
"Currency","2002/12/13",7.61
"Currency","2002/12/12",7.58
"Currency","2002/12/11",7.57
"Currency","2002/12/10",7.56
"Currency","2002/12/09",7.57
"Currency","2002/12/06",7.66
"Currency","2002/12/05",7.59
"Currency","2002/12/04",7.56
"Currency","2002/12/03",7.55
"Currency","2002/12/02",7.57
"Currency","2002/11/29",7.57
"Currency","2002/11/28",7.58
"Currency","2002/11/27",7.58
"Currency","2002/11/26",7.58
"Currency","2002/11/25",7.59
"Currency","2002/11/22",7.59
"Currency","2002/11/21",7.60
"Currency","2002/11/20",7.60
"Currency","2002/11/19",7.60
"Currency","2002/11/18",7.60
"Currency","2002/11/15",7.60
"Currency","2002/11/14",7.64
"Currency","2002/11/13",7.58
"Currency","2002/11/12",7.58
"Currency","2002/11/11",7.57
"Currency","2002/11/08",7.57
"Currency","2002/11/07",7.59
"Currency","2002/11/06",7.56
"Currency","2002/11/05",7.62
"Currency","2002/11/04",7.64
"Currency","2002/11/01",7.65
"Currency","2002/10/31",7.65
"Currency","2002/10/30",7.66
"Currency","2002/10/29",7.68
"Currency","2002/10/28",7.69
"Currency","2002/10/25",7.69
"Currency","2002/10/24",7.70
"Currency","2002/10/23",7.69
"Currency","2002/10/22",7.71
"Currency","2002/10/21",7.71
"Currency","2002/10/18",7.71
"Currency","2002/10/17",7.72
"Currency","2002/10/16",7.74
"Currency","2002/10/15",7.74
"Currency","2002/10/14",7.75
"Currency","2002/10/11",7.75
"Currency","2002/10/10",7.75
"Currency","2002/10/09",7.75
"Currency","2002/10/08",7.74
"Currency","2002/10/07",7.75
"Currency","2002/10/04",7.74
"Currency","2002/10/03",7.73
"Currency","2002/10/02",7.74
"Currency","2002/10/01",7.74
"Currency","2002/09/30",7.73
"Currency","2002/09/27",7.74
"Currency","2002/09/26",7.74
"Currency","2002/09/25",7.74
"Currency","2002/09/24",7.74
"Currency","2002/09/23",7.75
"Currency","2002/09/20",7.77
"Currency","2002/09/19",7.77
"Currency","2002/09/18",7.75
"Currency","2002/09/17",7.75
"Currency","2002/09/16",7.75
"Currency","2002/09/13",7.76
"Currency","2002/09/12",7.76
"Currency","2002/09/11",7.77
"Currency","2002/09/10",7.77
"Currency","2002/09/09",7.78
"Currency","2002/09/06",7.81
"Currency","2002/09/05",7.88
"Currency","2002/09/04",7.82
"Currency","2002/09/03",7.80
"Currency","2002/09/02",7.79
"Currency","2002/08/30",7.79
"Currency","2002/08/29",7.78
"Currency","2002/08/28",7.78
"Currency","2002/08/27",7.78
"Currency","2002/08/26",7.79
"Currency","2002/08/23",7.82
"Currency","2002/08/22",7.82
"Currency","2002/08/21",7.77
"Currency","2002/08/20",7.75
"Currency","2002/08/19",7.72
"Currency","2002/08/16",7.72
"Currency","2002/08/15",7.72
"Currency","2002/08/14",7.72
"Currency","2002/08/13",7.75
"Currency","2002/08/12",7.76
"Currency","2002/08/09",7.76
"Currency","2002/08/08",7.74
"Currency","2002/08/07",7.74
"Currency","2002/08/06",7.75
"Currency","2002/08/05",7.75
"Currency","2002/08/02",7.75
"Currency","2002/08/01",7.76
"Currency","2002/07/31",7.80
"Currency","2002/07/30",7.80
"Currency","2002/07/29",7.80
"Currency","2002/07/26",7.80
"Currency","2002/07/25",7.80
"Currency","2002/07/24",7.81
"Currency","2002/07/23",7.83
"Currency","2002/07/22",7.83
"Currency","2002/07/19",7.85
"Currency","2002/07/18",7.86
"Currency","2002/07/17",7.85
"Currency","2002/07/16",7.83
"Currency","2002/07/15",7.85
"Currency","2002/07/12",7.89
"Currency","2002/07/11",7.89
"Currency","2002/07/10",7.87
"Currency","2002/07/09",7.89
"Currency","2002/07/08",7.85
"Currency","2002/07/05",7.84
"Currency","2002/07/04",7.88
"Currency","2002/07/03",7.88
"Currency","2002/07/02",7.89
"Currency","2002/07/01",7.89
"Currency","2002/06/28",7.89
"Currency","2002/06/27",7.89
"Currency","2002/06/26",7.89
"Currency","2002/06/25",7.93
"Currency","2002/06/24",7.91
"Currency","2002/06/21",7.89
"Currency","2002/06/20",7.89
"Currency","2002/06/19",7.89
"Currency","2002/06/18",7.91
"Currency","2002/06/17",7.91
"Currency","2002/06/14",7.91
"Currency","2002/06/13",7.91
"Currency","2002/06/12",7.89
"Currency","2002/06/11",7.89
"Currency","2002/06/10",7.89
"Currency","2002/06/07",7.88
"Currency","2002/06/06",7.89
"Currency","2002/06/05",7.88
"Currency","2002/06/04",7.85
"Currency","2002/06/03",7.85
"Currency","2002/05/31",7.85
"Currency","2002/05/30",7.84
"Currency","2002/05/29",7.85
"Currency","2002/05/28",7.83
"Currency","2002/05/27",7.89
"Currency","2002/05/24",7.89
"Currency","2002/05/23",7.87
"Currency","2002/05/22",7.83
"Currency","2002/05/21",7.80
"Currency","2002/05/20",7.80
"Currency","2002/05/17",7.80
"Currency","2002/05/16",7.80
"Currency","2002/05/15",7.79
"Currency","2002/05/14",7.77
"Currency","2002/05/13",7.81
"Currency","2002/05/10",7.82
"Currency","2002/05/09",7.83
"Currency","2002/05/08",7.84
"Currency","2002/05/07",7.79
"Currency","2002/05/06",7.77
"Currency","2002/05/03",7.78
"Currency","2002/05/02",7.78
"Currency","2002/05/01",7.79
"Currency","2002/04/30",7.79
"Currency","2002/04/29",7.79
"Currency","2002/04/26",7.79
"Currency","2002/04/25",7.78
"Currency","2002/04/24",7.79
"Currency","2002/04/23",7.79
"Currency","2002/04/22",7.81
"Currency","2002/04/19",7.81
"Currency","2002/04/18",7.82
"Currency","2002/04/17",7.80
"Currency","2002/04/16",7.80
"Currency","2002/04/15",7.81
"Currency","2002/04/12",7.82
"Currency","2002/04/11",7.83
"Currency","2002/04/10",7.84
"Currency","2002/04/09",7.82
"Currency","2002/04/08",7.85
"Currency","2002/04/05",7.86
"Currency","2002/04/04",7.84
"Currency","2002/04/03",7.83
"Currency","2002/04/02",7.84
"Currency","2002/04/01",7.83
"Currency","2002/03/29",7.83
"Currency","2002/03/28",7.83
"Currency","2002/03/27",7.83
"Currency","2002/03/26",7.81
"Currency","2002/03/25",7.81
"Currency","2002/03/22",7.88
"Currency","2002/03/21",7.89
"Currency","2002/03/20",7.89
"Currency","2002/03/19",7.90
"Currency","2002/03/18",7.91
"Currency","2002/03/15",7.91
"Currency","2002/03/14",7.93
"Currency","2002/03/13",7.93
"Currency","2002/03/12",7.93
"Currency","2002/03/11",7.94
"Currency","2002/03/08",7.94
"Currency","2002/03/07",7.93
"Currency","2002/03/06",7.93
"Currency","2002/03/05",7.93
"Currency","2002/03/04",7.94
"Currency","2002/03/01",7.94
"Currency","2002/02/28",7.94
"Currency","2002/02/27",7.94
"Currency","2002/02/26",7.93
"Currency","2002/02/25",7.93
"Currency","2002/02/22",7.95
"Currency","2002/02/21",7.93
"Currency","2002/02/20",7.91
"Currency","2002/02/19",7.90
"Currency","2002/02/18",7.92
"Currency","2002/02/15",7.92
"Currency","2002/02/14",7.91
"Currency","2002/02/13",7.91
"Currency","2002/02/12",7.93
"Currency","2002/02/11",7.93
"Currency","2002/02/08",7.92
"Currency","2002/02/07",7.91
"Currency","2002/02/06",7.92
"Currency","2002/02/05",7.93
"Currency","2002/02/04",7.96
"Currency","2002/02/01",7.97
"Currency","2002/01/31",8.00
"Currency","2002/01/30",7.97
"Currency","2002/01/29",7.97
"Currency","2002/01/28",8.00
"Currency","2002/01/25",8.00
"Currency","2002/01/24",7.98
"Currency","2002/01/23",8.01
"Currency","2002/01/22",8.01
"Currency","2002/01/21",8.01
"Currency","2002/01/18",8.03
"Currency","2002/01/17",7.99
"Currency","2002/01/16",7.98
"Currency","2002/01/15",7.98
"Currency","2002/01/14",8.00
"Currency","2002/01/11",8.04
"Currency","2002/01/10",8.07
"Currency","2002/01/09",8.07
"Currency","2002/01/08",8.08
"Currency","2002/01/07",8.06
"Currency","2002/01/04",8.04
"Currency","2002/01/03",8.00
"Currency","2002/01/02",8.00
"Currency","2002/01/01",8.01
"Currency","2001/12/31",8.01
"Currency","2001/12/28",7.99
"Currency","2001/12/27",7.95
"Currency","2001/12/26",7.93
"Currency","2001/12/25",7.90
"Currency","2001/12/24",7.90
"Currency","2001/12/21",7.90
"Currency","2001/12/20",7.93
"Currency","2001/12/19",7.91
"Currency","2001/12/18",7.91
"Currency","2001/12/17",7.98
"Currency","2001/12/14",7.97
"Currency","2001/12/13",7.85
"Currency","2001/12/12",7.85
"Currency","2001/12/11",6.98
"Currency","2001/12/10",7.93
"Currency","2001/12/07",7.94
"Currency","2001/12/06",8.00
"Currency","2001/12/05",8.01
"Currency","2001/12/04",8.04
"Currency","2001/12/03",8.05
"Currency","2001/11/30",8.05
"Currency","2001/11/29",8.04
"Currency","2001/11/28",8.06
"Currency","2001/11/27",8.06
"Currency","2001/11/26",8.06
"Currency","2001/11/23",8.06
"Currency","2001/11/22",7.97
"Currency","2001/11/21",8.06
"Currency","2001/11/20",8.06
"Currency","2001/11/19",8.06
"Currency","2001/11/16",8.06
"Currency","2001/11/15",8.06
"Currency","2001/11/14",8.06
"Currency","2001/11/13",8.10
"Currency","2001/11/12",8.06
"Currency","2001/11/09",8.06
"Currency","2001/11/08",8.06
"Currency","2001/11/07",8.03
"Currency","2001/11/06",8.03
"Currency","2001/11/05",8.10
"Currency","2001/11/02",8.15
"Currency","2001/11/01",8.15
"Currency","2001/10/31",8.15
"Currency","2001/10/30",8.14
"Currency","2001/10/29",8.13
"Currency","2001/10/26",8.10
"Currency","2001/10/25",8.10
"Currency","2001/10/24",8.10
"Currency","2001/10/23",8.11
"Currency","2001/10/22",8.06
"Currency","2001/10/19",8.06
"Currency","2001/10/18",8.07
"Currency","2001/10/17",8.07
"Currency","2001/10/16",8.07
"Currency","2001/10/15",8.05
"Currency","2001/10/12",8.05
"Currency","2001/10/11",8.05
"Currency","2001/10/10",8.05
"Currency","2001/10/09",8.05
"Currency","2001/10/08",8.01
"Currency","2001/10/05",8.01
"Currency","2001/10/04",8.01
"Currency","2001/10/03",8.01
"Currency","2001/10/02",7.99
"Currency","2001/10/01",7.99
"Currency","2001/09/28",7.98
"Currency","2001/09/27",7.99
"Currency","2001/09/26",7.99
"Currency","2001/09/25",7.99
"Currency","2001/09/24",7.97
"Currency","2001/09/21",7.97
"Currency","2001/09/20",7.94
"Currency","2001/09/19",7.94
"Currency","2001/09/18",7.89
"Currency","2001/09/17",7.89
"Currency","2001/09/14",7.89
"Currency","2001/09/13",7.90
"Currency","2001/09/12",7.90
"Currency","2001/09/11",7.90
"Currency","2001/09/10",7.90
"Currency","2001/09/07",7.90
"Currency","2001/09/06",7.89
"Currency","2001/09/05",7.88
"Currency","2001/09/04",7.87
"Currency","2001/09/03",7.90
"Currency","2001/08/31",7.90
"Currency","2001/08/30",7.89
"Currency","2001/08/29",7.88
"Currency","2001/08/28",7.87
"Currency","2001/08/27",7.87
"Currency","2001/08/24",7.87
"Currency","2001/08/23",7.85
"Currency","2001/08/22",7.83
"Currency","2001/08/21",7.82
"Currency","2001/08/20",7.82
"Currency","2001/08/17",7.82
"Currency","2001/08/16",7.82
"Currency","2001/08/15",7.82
"Currency","2001/08/14",7.82
"Currency","2001/08/13",7.82
"Currency","2001/08/10",7.82
"Currency","2001/08/09",7.81
"Currency","2001/08/08",7.80
"Currency","2001/08/07",7.80
"Currency","2001/08/06",7.79
"Currency","2001/08/03",7.80
"Currency","2001/08/02",7.80
"Currency","2001/08/01",7.81
"Currency","2001/07/31",7.81
"Currency","2001/07/30",7.81
"Currency","2001/07/27",7.81
"Currency","2001/07/26",7.80
"Currency","2001/07/25",7.82
"Currency","2001/07/24",7.80
"Currency","2001/07/23",7.80
"Currency","2001/07/20",7.80
"Currency","2001/07/19",7.79
"Currency","2001/07/18",7.78
"Currency","2001/07/17",7.78
"Currency","2001/07/16",7.78
"Currency","2001/07/13",7.78
"Currency","2001/07/12",7.78
